time,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/RR_CO2,SNUADC/ART,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/HR,Solar8000/ETCO2
3089,NaN,NaN,,,NaN,,,NaN,,,,,
3090,NaN,NaN,82,16,NaN,77,98,NaN,52,7,139,81,34
3091,NaN,NaN,,,NaN,,,NaN,,,,,
3092,NaN,NaN,81,16,NaN,77,98,NaN,52,6,141,81,34
3093,NaN,NaN,,,NaN,,,NaN,,,,,
3094,NaN,NaN,81,16,NaN,77,98,NaN,51,6,138,81,34
3095,NaN,NaN,,,NaN,,,NaN,,,,,
3096,NaN,NaN,81,16,NaN,77,98,NaN,52,6,140,81,32
3097,NaN,NaN,,,NaN,,,NaN,,,,,
3098,NaN,NaN,81,16,NaN,77,99,NaN,52,6,139,81,32
3099,NaN,NaN,,,NaN,,,NaN,,,,,
3100,NaN,NaN,81,16,NaN,78,98,NaN,52,6,140,81,32
3101,NaN,NaN,,,NaN,,,NaN,,,,,
3102,NaN,NaN,81,16,NaN,78,99,NaN,52,6,140,81,31
3103,NaN,NaN,,,NaN,,,NaN,,,,,
3104,NaN,NaN,81,16,NaN,78,98,NaN,52,6,139,81,31
3105,NaN,NaN,,,NaN,,,NaN,,,,,
3106,NaN,NaN,81,16,NaN,78,98,NaN,52,6,142,81,31
3107,NaN,NaN,,,NaN,,,NaN,,,,,
3108,NaN,NaN,81,16,NaN,78,98,NaN,53,6,140,81,31
3109,NaN,NaN,,,NaN,,,NaN,,,,,
3110,NaN,NaN,81,16,NaN,79,99,NaN,54,6,142,81,31
3111,NaN,NaN,,,NaN,,,NaN,,,,,
3112,NaN,NaN,81,16,NaN,78,98,NaN,53,6,140,81,31
3113,NaN,NaN,,,NaN,,,NaN,,,,,
3114,NaN,NaN,81,16,NaN,79,98,NaN,54,6,143,81,31
3115,NaN,NaN,,,NaN,,,NaN,,,,,
3116,NaN,NaN,81,16,NaN,78,98,NaN,52,6,141,81,31
3117,NaN,NaN,,,NaN,,,NaN,,,,,
3118,NaN,NaN,81,16,NaN,79,98,NaN,54,6,143,81,31
3119,NaN,NaN,,,NaN,,,NaN,,,,,
3120,NaN,NaN,81,16,NaN,79,98,NaN,53,6,142,81,31
3121,NaN,NaN,,,NaN,,,NaN,,,,,
3122,NaN,NaN,81,16,NaN,80,98,NaN,54,6,144,81,34
3123,NaN,NaN,,,NaN,,,NaN,,,,,
3124,NaN,NaN,81,16,NaN,80,98,NaN,53,6,143,81,34
3125,NaN,NaN,,,NaN,,,NaN,,,,,
3126,NaN,NaN,81,16,NaN,80,98,NaN,54,6,145,81,34
3127,NaN,NaN,,,NaN,,,NaN,,,,,
3128,NaN,NaN,81,16,NaN,80,99,NaN,55,6,144,81,31
3129,NaN,NaN,,,NaN,,,NaN,,,,,
3130,NaN,NaN,81,16,NaN,81,99,NaN,55,6,146,81,31
3131,NaN,NaN,,,NaN,,,NaN,,,,,
3132,NaN,NaN,81,16,NaN,80,99,NaN,54,6,144,81,31
3133,NaN,NaN,,,NaN,,,NaN,,,,,
3134,NaN,NaN,81,16,NaN,79,99,NaN,53,6,143,80,34
3135,NaN,NaN,,,NaN,,,NaN,,,,,
3136,NaN,NaN,81,16,NaN,79,99,NaN,53,6,142,80,34
3137,NaN,NaN,,,NaN,,,NaN,,,,,
3138,NaN,NaN,80,16,NaN,79,99,NaN,53,6,142,80,34
3139,NaN,NaN,,,NaN,,,NaN,,,,,
3140,NaN,NaN,80,16,NaN,80,99,NaN,54,6,144,80,34
3141,NaN,NaN,,,NaN,,,NaN,,,,,
3142,NaN,NaN,81,16,NaN,80,99,NaN,54,6,143,80,33
3143,NaN,NaN,,,NaN,,,NaN,,,,,
3144,NaN,NaN,81,16,NaN,80,99,NaN,55,6,144,81,33
3145,NaN,NaN,,,NaN,,,NaN,,,,,
3146,NaN,NaN,81,16,NaN,80,99,NaN,54,6,142,81,33
3147,NaN,NaN,,,NaN,,,NaN,,,,,
3148,NaN,NaN,81,16,NaN,81,99,NaN,55,6,144,81,31
3149,NaN,NaN,,,NaN,,,NaN,,,,,
3150,NaN,NaN,82,16,NaN,80,99,NaN,54,6,142,81,31
3151,NaN,NaN,,,NaN,,,NaN,,,,,
3152,NaN,NaN,82,16,NaN,81,99,NaN,55,6,145,81,31
3153,NaN,NaN,,,NaN,,,NaN,,,,,
3154,NaN,NaN,82,16,NaN,80,99,NaN,54,6,142,82,31
3155,NaN,NaN,,,NaN,,,NaN,,,,,
3156,NaN,NaN,83,16,NaN,81,99,NaN,55,6,143,82,31
3157,NaN,NaN,,,NaN,,,NaN,,,,,
3158,NaN,NaN,83,16,NaN,81,99,NaN,55,6,142,83,31
3159,NaN,NaN,,,NaN,,,NaN,,,,,
3160,NaN,NaN,83,16,NaN,82,99,NaN,55,6,146,83,31
3161,NaN,NaN,,,NaN,,,NaN,,,,,
3162,NaN,NaN,83,16,NaN,82,98,NaN,55,6,145,83,31
3163,NaN,NaN,,,NaN,,,NaN,,,,,
3164,NaN,NaN,83,16,NaN,82,99,NaN,55,6,144,83,31
3165,NaN,NaN,,,NaN,,,NaN,,,,,
3166,NaN,NaN,83,16,NaN,83,99,NaN,56,6,146,83,31
3167,NaN,NaN,,,NaN,,,NaN,,,,,
3168,NaN,NaN,84,16,NaN,83,99,NaN,55,6,145,83,31
3169,NaN,NaN,,,NaN,,,NaN,,,,,
3170,NaN,NaN,84,16,NaN,83,99,NaN,56,6,146,83,31
3171,NaN,NaN,,,NaN,,,NaN,,,,,
3172,NaN,NaN,84,16,NaN,83,99,NaN,55,6,144,83,31
3173,NaN,NaN,,,NaN,,,NaN,,,,,
3174,NaN,NaN,84,16,NaN,83,98,NaN,56,6,147,83,31
3175,NaN,NaN,,,NaN,,,NaN,,,,,
3176,NaN,NaN,84,16,NaN,83,99,NaN,56,6,146,83,31
3177,NaN,NaN,,,NaN,,,NaN,,,,,
3178,NaN,NaN,84,16,NaN,84,99,NaN,56,6,149,83,31
3179,NaN,NaN,,,NaN,,,NaN,,,,,
3180,NaN,NaN,84,16,NaN,84,99,NaN,56,6,148,83,31
3181,NaN,NaN,,,NaN,,,NaN,,,,,
3182,NaN,NaN,84,16,NaN,85,98,NaN,56,6,150,83,31
3183,NaN,NaN,,,NaN,,,NaN,,,,,
3184,NaN,NaN,84,16,NaN,84,98,NaN,55,6,148,83,31
3185,NaN,NaN,,,NaN,,,NaN,,,,,
3186,NaN,NaN,84,16,NaN,84,98,NaN,56,6,150,83,34
3187,NaN,NaN,,,NaN,,,NaN,,,,,
3188,NaN,NaN,84,16,NaN,83,98,NaN,55,6,147,83,34
3189,NaN,NaN,,,NaN,,,NaN,,,,,
3190,NaN,NaN,84,16,NaN,84,98,NaN,55,6,148,83,34
3191,NaN,NaN,,,NaN,,,NaN,,,,,
3192,NaN,NaN,84,16,NaN,83,98,NaN,55,6,148,83,33
3193,NaN,NaN,,,NaN,,,NaN,,,,,
3194,NaN,NaN,84,16,NaN,83,98,NaN,54,6,147,83,33
3195,NaN,NaN,,,NaN,,,NaN,,,,,
3196,NaN,NaN,83,16,NaN,83,98,NaN,55,6,147,83,33
3197,NaN,NaN,,,NaN,,,NaN,,,,,
3198,NaN,NaN,83,16,NaN,82,98,NaN,54,6,146,83,33
3199,NaN,NaN,,,NaN,,,NaN,,,,,
3200,NaN,NaN,83,16,NaN,83,98,NaN,55,6,147,82,31
3201,NaN,NaN,,,NaN,,,NaN,,,,,
3202,NaN,NaN,83,16,NaN,82,98,NaN,54,6,145,82,31
3203,NaN,NaN,,,NaN,,,NaN,,,,,
3204,NaN,NaN,83,16,NaN,82,98,NaN,55,6,146,82,31
3205,NaN,NaN,,,NaN,,,NaN,,,,,
3206,NaN,NaN,83,16,NaN,82,98,NaN,54,6,145,82,32
3207,NaN,NaN,,,NaN,,,NaN,,,,,
3208,NaN,NaN,83,16,NaN,83,98,NaN,55,6,148,82,32
3209,NaN,NaN,,,NaN,,,NaN,,,,,
3210,NaN,NaN,83,16,NaN,81,98,NaN,54,6,145,82,32
3211,NaN,NaN,,,NaN,,,NaN,,,,,
3212,NaN,NaN,82,16,NaN,82,98,NaN,54,6,147,82,31
3213,NaN,NaN,,,NaN,,,NaN,,,,,
3214,NaN,NaN,82,16,NaN,81,98,NaN,54,6,145,82,31
3215,NaN,NaN,,,NaN,,,NaN,,,,,
3216,NaN,NaN,82,16,NaN,82,98,NaN,55,6,147,82,31
3217,NaN,NaN,,,NaN,,,NaN,,,,,
3218,NaN,NaN,82,16,NaN,82,98,NaN,55,6,146,81,31
3219,NaN,NaN,,,NaN,,,NaN,,,,,
3220,NaN,NaN,82,16,NaN,83,98,NaN,55,6,148,81,31
3221,NaN,NaN,,,NaN,,,NaN,,,,,
3222,NaN,NaN,82,16,NaN,82,99,NaN,55,6,146,82,31
3223,NaN,NaN,,,NaN,,,NaN,,,,,
3224,NaN,NaN,82,16,NaN,82,98,NaN,54,6,146,82,31
3225,NaN,NaN,,,NaN,,,NaN,,,,,
3226,NaN,NaN,82,16,NaN,83,99,NaN,55,6,148,82,34
3227,NaN,NaN,,,NaN,,,NaN,,,,,
3228,NaN,NaN,82,16,NaN,82,99,NaN,55,6,146,82,34
3229,NaN,NaN,,,NaN,,,NaN,,,,,
3230,NaN,NaN,82,16,NaN,83,98,NaN,55,6,147,82,34
3231,NaN,NaN,,,NaN,,,NaN,,,,,
3232,NaN,NaN,82,16,NaN,82,99,NaN,54,6,146,82,32
3233,NaN,NaN,,,NaN,,,NaN,,,,,
3234,NaN,NaN,82,16,NaN,83,98,NaN,55,6,148,82,32
3235,NaN,NaN,,,NaN,,,NaN,,,,,
3236,NaN,NaN,82,16,NaN,83,98,NaN,55,6,146,82,32
3237,NaN,NaN,,,NaN,,,NaN,,,,,
3238,NaN,NaN,82,16,NaN,84,98,NaN,55,6,149,81,31
3239,NaN,NaN,,,NaN,,,NaN,,,,,
3240,NaN,NaN,82,16,NaN,83,98,NaN,55,6,146,81,31
3241,NaN,NaN,,,NaN,,,NaN,,,,,
3242,NaN,NaN,82,16,NaN,83,98,NaN,55,6,149,81,31
3243,NaN,NaN,,,NaN,,,NaN,,,,,
3244,NaN,NaN,82,16,NaN,82,98,NaN,55,6,146,81,34
3245,NaN,NaN,,,NaN,,,NaN,,,,,
3246,NaN,NaN,82,16,NaN,83,99,NaN,55,6,148,81,34
3247,NaN,NaN,,,NaN,,,NaN,,,,,
3248,NaN,NaN,82,16,NaN,82,98,NaN,54,6,147,81,34
3249,NaN,NaN,,,NaN,,,NaN,,,,,
3250,NaN,NaN,82,16,NaN,83,98,NaN,55,6,148,81,31
3251,NaN,NaN,,,NaN,,,NaN,,,,,
3252,NaN,NaN,82,16,NaN,83,98,NaN,55,6,147,81,31
3253,NaN,NaN,,,NaN,,,NaN,,,,,
3254,NaN,NaN,82,16,NaN,82,98,NaN,55,6,146,81,31
3255,NaN,NaN,,,NaN,,,NaN,,,,,
3256,NaN,NaN,82,16,NaN,83,98,NaN,56,6,148,81,32
3257,NaN,NaN,,,NaN,,,NaN,,,,,
3258,NaN,NaN,81,16,NaN,82,98,NaN,55,6,147,81,32
3259,NaN,NaN,,,NaN,,,NaN,,,,,
3260,NaN,NaN,81,16,NaN,83,98,NaN,55,6,148,81,32
3261,NaN,NaN,,,NaN,,,NaN,,,,,
3262,NaN,NaN,81,16,NaN,82,98,NaN,55,6,146,81,32
3263,NaN,NaN,,,NaN,,,NaN,,,,,
3264,NaN,NaN,81,16,NaN,83,98,NaN,55,6,148,81,32
3265,NaN,NaN,,,NaN,,,NaN,,,,,
3266,NaN,NaN,81,16,NaN,81,98,NaN,53,6,145,80,32
3267,NaN,NaN,,,NaN,,,NaN,,,,,
3268,NaN,NaN,81,16,NaN,82,98,NaN,55,6,148,80,31
3269,NaN,NaN,,,NaN,,,NaN,,,,,
3270,NaN,NaN,81,16,NaN,81,98,NaN,54,6,145,80,31
3271,NaN,NaN,,,NaN,,,NaN,,,,,
3272,NaN,NaN,81,16,NaN,82,98,NaN,54,6,148,80,31
3273,NaN,NaN,,,NaN,,,NaN,,,,,
3274,NaN,NaN,80,16,NaN,82,98,NaN,54,6,146,80,31
3275,NaN,NaN,,,NaN,,,NaN,,,,,
3276,NaN,NaN,80,16,NaN,83,98,NaN,55,6,149,80,31
3277,NaN,NaN,,,NaN,,,NaN,,,,,
3278,NaN,NaN,80,16,NaN,82,98,NaN,55,6,148,79,31
3279,NaN,NaN,,,NaN,,,NaN,,,,,
3280,NaN,NaN,80,16,NaN,82,98,NaN,55,6,148,79,31
3281,NaN,NaN,,,NaN,,,NaN,,,,,
3282,NaN,NaN,79,16,NaN,82,98,NaN,55,6,148,79,31
3283,NaN,NaN,,,NaN,,,NaN,,,,,
3284,NaN,NaN,79,16,NaN,83,98,NaN,56,6,149,78,31
3285,NaN,NaN,,,NaN,,,NaN,,,,,
3286,NaN,NaN,79,16,NaN,83,99,NaN,55,6,148,78,31
3287,NaN,NaN,,,NaN,,,NaN,,,,,
3288,NaN,NaN,79,16,NaN,83,99,NaN,56,6,149,78,31
3289,NaN,NaN,,,NaN,,,NaN,,,,,
3290,NaN,NaN,78,16,NaN,83,99,NaN,57,6,149,77,31
3291,NaN,NaN,,,NaN,,,NaN,,,,,
3292,NaN,NaN,78,16,NaN,83,99,NaN,56,6,148,77,32
3293,NaN,NaN,,,NaN,,,NaN,,,,,
3294,NaN,NaN,78,16,NaN,84,99,NaN,56,6,152,77,32
3295,NaN,NaN,,,NaN,,,NaN,,,,,
3296,NaN,NaN,77,16,NaN,84,99,NaN,56,6,150,77,32
3297,NaN,NaN,,,NaN,,,NaN,,,,,
3298,NaN,NaN,77,16,NaN,83,98,NaN,55,6,150,77,32
3299,NaN,NaN,,,NaN,,,NaN,,,,,
3300,NaN,NaN,77,16,NaN,82,99,NaN,55,6,147,76,32
3301,NaN,NaN,,,NaN,,,NaN,,,,,
3302,NaN,NaN,76,16,NaN,82,99,NaN,55,6,149,76,32
3303,NaN,NaN,,,NaN,,,NaN,,,,,
3304,NaN,NaN,76,16,NaN,81,99,NaN,54,6,146,75,32
3305,NaN,NaN,,,NaN,,,NaN,,,,,
3306,NaN,NaN,75,16,NaN,81,99,NaN,54,6,149,75,32
3307,NaN,NaN,,,NaN,,,NaN,,,,,
3308,NaN,NaN,75,16,NaN,81,99,NaN,54,6,146,75,32
3309,NaN,NaN,,,NaN,,,NaN,,,,,
3310,NaN,NaN,75,16,NaN,81,98,NaN,55,6,146,75,31
3311,NaN,NaN,,,NaN,,,NaN,,,,,
3312,NaN,NaN,75,16,NaN,81,98,NaN,54,6,146,75,31
3313,NaN,NaN,,,NaN,,,NaN,,,,,
3314,NaN,NaN,75,16,NaN,82,98,NaN,55,5,147,75,31
3315,NaN,NaN,,,NaN,,,NaN,,,,,
3316,NaN,NaN,75,16,NaN,82,98,NaN,54,5,147,75,32
3317,NaN,NaN,,,NaN,,,NaN,,,,,
3318,NaN,NaN,75,16,NaN,82,98,NaN,55,5,148,75,32
3319,NaN,NaN,,,NaN,,,NaN,,,,,
3320,NaN,NaN,75,16,NaN,83,98,NaN,56,5,150,75,32
3321,NaN,NaN,,,NaN,,,NaN,,,,,
3322,NaN,NaN,75,16,NaN,84,99,NaN,57,5,150,75,34
3323,NaN,NaN,,,NaN,,,NaN,,,,,
3324,NaN,NaN,75,16,NaN,85,99,NaN,57,5,152,74,34
3325,NaN,NaN,,,NaN,,,NaN,,,,,
3326,NaN,NaN,75,16,NaN,85,99,NaN,58,5,150,74,34
3327,NaN,NaN,,,NaN,,,NaN,,,,,
3328,NaN,NaN,75,16,NaN,86,99,NaN,58,5,153,74,32
3329,NaN,NaN,,,NaN,,,NaN,,,,,
3330,NaN,NaN,75,16,NaN,85,98,NaN,56,5,151,74,32
3331,NaN,NaN,,,NaN,,,NaN,,,,,
3332,NaN,NaN,74,16,NaN,85,98,NaN,58,5,153,73,32
3333,NaN,NaN,,,NaN,,,NaN,,,,,
3334,NaN,NaN,73,16,NaN,86,98,NaN,60,8,152,72,32
3335,NaN,NaN,,,NaN,,,NaN,,,,,
3336,NaN,NaN,73,16,NaN,88,99,NaN,60,8,155,73,33
3337,NaN,NaN,,,NaN,,,NaN,,,,,
3338,NaN,NaN,74,16,NaN,88,99,NaN,60,8,154,73,33
3339,NaN,NaN,,,NaN,,,NaN,,,,,
3340,NaN,NaN,74,16,NaN,89,99,NaN,62,9,156,74,33
3341,NaN,NaN,,,NaN,,,NaN,,,,,
3342,NaN,NaN,75,16,NaN,90,98,NaN,62,9,157,75,31
3343,NaN,NaN,,,NaN,,,NaN,,,,,
3344,NaN,NaN,75,16,NaN,90,98,NaN,61,9,157,74,31
3345,NaN,NaN,,,NaN,,,NaN,,,,,
3346,NaN,NaN,75,16,NaN,89,98,NaN,59,9,156,74,31
3347,NaN,NaN,,,NaN,,,NaN,,,,,
3348,NaN,NaN,74,16,NaN,89,98,NaN,60,9,155,73,32
3349,NaN,NaN,,,NaN,,,NaN,,,,,
3350,NaN,NaN,74,16,NaN,89,98,NaN,61,9,157,73,32
3351,NaN,NaN,,,NaN,,,NaN,,,,,
3352,NaN,NaN,74,16,NaN,91,98,NaN,62,9,159,73,32
3353,NaN,NaN,,,NaN,,,NaN,,,,,
3354,NaN,NaN,74,16,NaN,91,98,NaN,61,9,159,73,35
3355,NaN,NaN,,,NaN,,,NaN,,,,,
3356,NaN,NaN,74,16,NaN,92,99,NaN,62,8,160,73,35
3357,NaN,NaN,,,NaN,,,NaN,,,,,
3358,NaN,NaN,74,16,NaN,92,98,NaN,63,8,161,73,35
3359,NaN,NaN,,,NaN,,,NaN,,,,,
3360,NaN,NaN,74,16,NaN,91,98,NaN,62,8,158,78,31
3361,NaN,NaN,,,NaN,,,NaN,,,,,
3362,NaN,NaN,74,16,NaN,92,98,NaN,62,8,160,84,31
3363,NaN,NaN,,,NaN,,,NaN,,,,,
3364,NaN,NaN,74,16,NaN,90,98,NaN,61,8,157,84,31
3365,NaN,NaN,,,NaN,,,NaN,,,,,
3366,NaN,NaN,74,16,NaN,91,99,NaN,62,8,160,79,31
3367,NaN,NaN,,,NaN,,,NaN,,,,,
3368,NaN,NaN,74,16,NaN,91,99,NaN,62,8,158,74,31
3369,NaN,NaN,,,NaN,,,NaN,,,,,
3370,NaN,NaN,75,16,NaN,91,99,NaN,63,8,160,74,31
3371,NaN,NaN,,,NaN,,,NaN,,,,,
3372,NaN,NaN,75,16,NaN,91,99,NaN,63,8,159,75,31
3373,NaN,NaN,,,NaN,,,NaN,,,,,
3374,NaN,NaN,75,16,NaN,91,99,NaN,62,8,159,75,31
3375,NaN,NaN,,,NaN,,,NaN,,,,,
3376,NaN,NaN,75,16,NaN,91,99,NaN,63,8,158,74,31
3377,NaN,NaN,,,NaN,,,NaN,,,,,
3378,NaN,NaN,74,16,NaN,90,99,NaN,62,8,157,74,31
3379,NaN,NaN,,,NaN,,,NaN,,,,,
3380,NaN,NaN,74,16,NaN,90,99,NaN,61,8,156,73,31
3381,NaN,NaN,,,NaN,,,NaN,,,,,
3382,NaN,NaN,74,16,NaN,89,99,NaN,62,8,156,73,31
3383,NaN,NaN,,,NaN,,,NaN,,,,,
3384,NaN,NaN,74,16,NaN,92,99,NaN,64,8,160,73,30
3385,NaN,NaN,,,NaN,,,NaN,,,,,
3386,NaN,NaN,74,16,NaN,94,99,NaN,65,8,162,74,30
3387,NaN,NaN,,,NaN,,,NaN,,,,,
3388,NaN,NaN,75,16,NaN,95,99,NaN,65,8,163,74,30
3389,NaN,NaN,,,NaN,,,NaN,,,,,
3390,NaN,NaN,75,16,NaN,94,99,NaN,65,8,160,74,30
3391,NaN,NaN,,,NaN,,,NaN,,,,,
3392,NaN,NaN,75,16,NaN,95,99,NaN,66,8,162,74,31
3393,NaN,NaN,,,NaN,,,NaN,,,,,
3394,NaN,NaN,75,16,NaN,94,99,NaN,65,8,159,74,31
3395,NaN,NaN,,,NaN,,,NaN,,,,,
3396,NaN,NaN,75,16,NaN,95,99,NaN,66,8,161,74,31
3397,NaN,NaN,,,NaN,,,NaN,,,,,
3398,NaN,NaN,75,16,NaN,94,98,NaN,66,8,159,74,30
3399,NaN,NaN,,,NaN,,,NaN,,,,,
3400,NaN,NaN,75,16,NaN,95,99,NaN,66,8,161,74,30
3401,NaN,NaN,,,NaN,,,NaN,,,,,
3402,NaN,NaN,74,16,NaN,92,99,NaN,65,8,157,74,30
3403,NaN,NaN,,,NaN,,,NaN,,,,,
3404,NaN,NaN,74,16,NaN,92,99,NaN,64,8,158,73,30
3405,NaN,NaN,,,NaN,,,NaN,,,,,
3406,NaN,NaN,74,16,NaN,93,99,NaN,65,8,159,73,30
3407,NaN,NaN,,,NaN,,,NaN,,,,,
3408,NaN,NaN,74,16,NaN,93,99,NaN,65,8,159,74,30
3409,NaN,NaN,,,NaN,,,NaN,,,,,
3410,NaN,NaN,74,16,NaN,93,98,NaN,65,8,159,74,31
3411,NaN,NaN,,,NaN,,,NaN,,,,,
3412,NaN,NaN,75,16,NaN,92,98,NaN,63,8,156,74,31
3413,NaN,NaN,,,NaN,,,NaN,,,,,
3414,NaN,NaN,75,16,NaN,93,98,NaN,66,8,159,75,31
3415,NaN,NaN,,,NaN,,,NaN,,,,,
3416,NaN,NaN,75,16,NaN,93,99,NaN,66,8,160,75,34
3417,NaN,NaN,,,NaN,,,NaN,,,,,
3418,NaN,NaN,75,16,NaN,95,99,NaN,66,8,164,75,34
3419,NaN,NaN,,,NaN,,,NaN,,,,,
3420,NaN,NaN,75,16,NaN,95,98,NaN,65,8,162,74,34
3421,NaN,NaN,,,NaN,,,NaN,,,,,
3422,NaN,NaN,75,16,NaN,96,98,NaN,66,8,162,74,31
3423,NaN,NaN,,,NaN,,,NaN,,,,,
3424,NaN,NaN,74,16,NaN,94,99,NaN,65,8,158,74,31
3425,NaN,NaN,,,NaN,,,NaN,,,,,
3426,NaN,NaN,74,16,NaN,94,98,NaN,65,8,159,74,31
3427,NaN,NaN,,,NaN,,,NaN,,,,,
3428,NaN,NaN,75,16,NaN,93,98,NaN,65,8,157,74,31
3429,NaN,NaN,,,NaN,,,NaN,,,,,
3430,NaN,NaN,75,16,NaN,93,99,NaN,65,8,158,66,31
3431,NaN,NaN,,,NaN,,,NaN,,,,,
3432,NaN,NaN,75,16,NaN,91,99,NaN,63,8,155,67,31
3433,NaN,NaN,,,NaN,,,NaN,,,,,
3434,NaN,NaN,76,16,NaN,91,99,NaN,64,8,157,67,30
3435,NaN,NaN,,,NaN,,,NaN,,,,,
3436,NaN,NaN,76,16,NaN,91,99,NaN,63,8,155,67,30
3437,NaN,NaN,,,NaN,,,NaN,,,,,
3438,NaN,NaN,76,16,NaN,92,99,NaN,64,8,158,75,30
3439,NaN,NaN,,,NaN,,,NaN,,,,,
3440,NaN,NaN,75,16,NaN,93,99,NaN,66,8,159,75,30
3441,NaN,NaN,,,NaN,,,NaN,,,,,
3442,NaN,NaN,75,16,NaN,93,98,NaN,65,8,157,75,32
3443,NaN,NaN,,,NaN,,,NaN,,,,,
3444,NaN,NaN,75,16,NaN,94,99,NaN,65,8,158,74,32
3445,NaN,NaN,,,NaN,,,NaN,,,,,
3446,NaN,NaN,74,16,NaN,92,99,NaN,64,8,156,73,32
3447,NaN,NaN,,,NaN,,,NaN,,,,,
3448,NaN,NaN,74,16,NaN,93,99,NaN,65,8,158,73,30
3449,NaN,NaN,,,NaN,,,NaN,,,,,
3450,NaN,NaN,74,16,NaN,92,99,NaN,64,8,155,73,30
3451,NaN,NaN,,,NaN,,,NaN,,,,,
3452,NaN,NaN,74,16,NaN,92,99,NaN,64,8,157,73,30
3453,NaN,NaN,,,NaN,,,NaN,,,,,
3454,NaN,NaN,74,16,NaN,91,99,NaN,63,7,153,85,33
3455,NaN,NaN,,,NaN,,,NaN,,,,,
3456,NaN,NaN,74,16,NaN,90,98,NaN,63,7,156,85,33
3457,NaN,NaN,,,NaN,,,NaN,,,,,
3458,NaN,NaN,75,16,NaN,89,98,NaN,62,8,153,85,33
3459,NaN,NaN,,,NaN,,,NaN,,,,,
3460,NaN,NaN,75,16,NaN,90,98,NaN,62,8,155,74,31
3461,NaN,NaN,,,NaN,,,NaN,,,,,
3462,NaN,NaN,75,16,NaN,90,98,NaN,62,8,153,74,31
3463,NaN,NaN,,,NaN,,,NaN,,,,,
3464,NaN,NaN,75,16,NaN,90,98,NaN,63,8,154,74,31
3465,NaN,NaN,,,NaN,,,NaN,,,,,
3466,NaN,NaN,75,16,NaN,90,99,NaN,63,8,152,74,32
3467,NaN,NaN,,,NaN,,,NaN,,,,,
3468,NaN,NaN,74,16,NaN,89,99,NaN,63,8,152,74,32
3469,NaN,NaN,,,NaN,,,NaN,,,,,
3470,NaN,NaN,74,16,NaN,89,99,NaN,63,8,151,73,32
3471,NaN,NaN,,,NaN,,,NaN,,,,,
3472,NaN,NaN,74,16,NaN,88,98,NaN,62,7,150,73,31
3473,NaN,NaN,,,NaN,,,NaN,,,,,
3474,NaN,NaN,73,16,NaN,89,98,NaN,64,7,150,72,31
3475,NaN,NaN,,,NaN,,,NaN,,,,,
3476,NaN,NaN,73,16,NaN,87,98,NaN,62,7,147,73,31
3477,NaN,NaN,,,NaN,,,NaN,,,,,
3478,NaN,NaN,74,16,NaN,87,98,NaN,62,7,149,73,32
3479,NaN,NaN,,,NaN,,,NaN,,,,,
3480,NaN,NaN,74,16,NaN,87,98,NaN,62,7,147,74,32
3481,NaN,NaN,,,NaN,,,NaN,,,,,
3482,NaN,NaN,75,16,NaN,88,98,NaN,62,7,151,74,32
3483,NaN,NaN,,,NaN,,,NaN,,,,,
3484,NaN,NaN,75,16,NaN,87,98,NaN,61,7,148,75,32
3485,NaN,NaN,,,NaN,,,NaN,,,,,
3486,NaN,NaN,75,16,NaN,87,98,NaN,61,7,150,75,32
3487,NaN,NaN,,,NaN,,,NaN,,,,,
3488,NaN,NaN,75,16,NaN,86,99,NaN,62,7,146,75,32
3489,NaN,NaN,,,NaN,,,NaN,,,,,
3490,NaN,NaN,75,16,NaN,87,98,NaN,62,7,148,74,32
3491,NaN,NaN,,,NaN,,,NaN,,,,,
3492,NaN,NaN,75,16,NaN,87,98,NaN,63,7,147,75,31
3493,NaN,NaN,,,NaN,,,NaN,,,,,
3494,NaN,NaN,75,16,NaN,87,98,NaN,63,7,147,75,31
3495,NaN,NaN,,,NaN,,,NaN,,,,,
3496,NaN,NaN,76,16,NaN,87,98,NaN,63,7,147,75,31
3497,NaN,NaN,,,NaN,,,NaN,,,,,
3498,NaN,NaN,76,16,NaN,87,98,NaN,63,7,146,76,31
3499,NaN,NaN,,,NaN,,,NaN,,,,,
3500,NaN,NaN,77,16,NaN,87,98,NaN,64,7,146,76,31
3501,NaN,NaN,,,NaN,,,NaN,,,,,
3502,NaN,NaN,77,16,NaN,87,98,NaN,63,7,144,77,31
3503,NaN,NaN,,,NaN,,,NaN,,,,,
3504,NaN,NaN,78,16,NaN,88,98,NaN,65,7,147,78,30
3505,NaN,NaN,,,NaN,,,NaN,,,,,
3506,NaN,NaN,79,16,NaN,88,98,NaN,64,7,145,79,30
3507,NaN,NaN,,,NaN,,,NaN,,,,,
3508,NaN,NaN,80,16,NaN,88,98,NaN,65,7,147,79,30
3509,NaN,NaN,,,NaN,,,NaN,,,,,
3510,NaN,NaN,80,16,NaN,87,99,NaN,64,7,143,80,31
3511,NaN,NaN,,,NaN,,,NaN,,,,,
3512,NaN,NaN,80,16,NaN,88,99,NaN,64,7,145,80,31
3513,NaN,NaN,,,NaN,,,NaN,,,,,
