time,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/RR_CO2,SNUADC/ART,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/HR,Solar8000/ETCO2
6805,NaN,NaN,,,NaN,,,NaN,,,,,
6806,NaN,NaN,82,14,NaN,68,100,NaN,50,4,113,81,32
6807,NaN,NaN,,,NaN,,,NaN,,,,,
6808,NaN,NaN,81,14,NaN,68,100,NaN,51,4,111,81,33
6809,NaN,NaN,,,NaN,,,NaN,,,,,
6810,NaN,NaN,81,14,NaN,69,100,NaN,51,4,116,81,33
6811,NaN,NaN,,,NaN,,,NaN,,,,,
6812,NaN,NaN,81,14,NaN,68,100,NaN,49,4,110,81,33
6813,NaN,NaN,,,NaN,,,NaN,,,,,
6814,NaN,NaN,81,14,NaN,69,100,NaN,51,4,114,81,33
6815,NaN,NaN,,,NaN,,,NaN,,,,,
6816,NaN,NaN,81,14,NaN,67,100,NaN,49,4,110,81,33
6817,NaN,NaN,,,NaN,,,NaN,,,,,
6818,NaN,NaN,81,14,NaN,68,100,NaN,51,4,112,81,33
6819,NaN,NaN,,,NaN,,,NaN,,,,,
6820,NaN,NaN,81,14,NaN,66,100,NaN,49,4,108,92,32
6821,NaN,NaN,,,NaN,,,NaN,,,,,
6822,NaN,NaN,81,14,NaN,67,100,NaN,50,4,109,92,32
6823,NaN,NaN,,,NaN,,,NaN,,,,,
6824,NaN,NaN,81,14,NaN,66,99,NaN,49,4,108,92,32
6825,NaN,NaN,,,NaN,,,NaN,,,,,
6826,NaN,NaN,81,14,NaN,66,99,NaN,50,4,108,80,33
6827,NaN,NaN,,,NaN,,,NaN,,,,,
6828,NaN,NaN,81,14,NaN,65,99,NaN,49,4,105,80,33
6829,NaN,NaN,,,NaN,,,NaN,,,,,
6830,NaN,NaN,80,14,NaN,65,99,NaN,49,4,104,80,33
6831,NaN,NaN,,,NaN,,,NaN,,,,,
6832,NaN,NaN,80,14,NaN,65,99,NaN,49,4,105,80,33
6833,NaN,NaN,,,NaN,,,NaN,,,,,
6834,NaN,NaN,80,14,NaN,65,99,NaN,50,4,104,80,33
6835,NaN,NaN,,,NaN,,,NaN,,,,,
6836,NaN,NaN,80,14,NaN,66,99,NaN,50,4,108,80,33
6837,NaN,NaN,,,NaN,,,NaN,,,,,
6838,NaN,NaN,80,14,NaN,64,99,NaN,49,4,102,80,33
6839,NaN,NaN,,,NaN,,,NaN,,,,,
6840,NaN,NaN,80,14,NaN,65,99,NaN,49,4,105,82,32
6841,NaN,NaN,,,NaN,,,NaN,,,,,
6842,NaN,NaN,80,14,NaN,63,99,NaN,48,4,99,80,32
6843,NaN,NaN,,,NaN,,,NaN,,,,,
6844,NaN,NaN,80,14,NaN,64,99,NaN,49,4,104,80,32
6845,NaN,NaN,,,NaN,,,NaN,,,,,
6846,NaN,NaN,80,14,NaN,63,99,NaN,48,4,99,78,33
6847,NaN,NaN,,,NaN,,,NaN,,,,,
6848,NaN,NaN,80,14,NaN,64,99,NaN,49,4,103,80,33
6849,NaN,NaN,,,NaN,,,NaN,,,,,
6850,NaN,NaN,80,14,NaN,63,99,NaN,48,4,100,80,33
6851,NaN,NaN,,,NaN,,,NaN,,,,,
6852,NaN,NaN,80,14,NaN,64,100,NaN,49,4,104,80,32
6853,NaN,NaN,,,NaN,,,NaN,,,,,
6854,NaN,NaN,80,14,NaN,64,100,NaN,48,4,104,80,32
6855,NaN,NaN,,,NaN,,,NaN,,,,,
6856,NaN,NaN,80,14,NaN,65,100,NaN,50,4,106,79,32
6857,NaN,NaN,,,NaN,,,NaN,,,,,
6858,NaN,NaN,80,14,NaN,65,100,NaN,48,4,105,79,32
6859,NaN,NaN,,,NaN,,,NaN,,,,,
6860,NaN,NaN,79,14,NaN,64,99,NaN,48,4,104,79,32
6861,NaN,NaN,,,NaN,,,NaN,,,,,
6862,NaN,NaN,80,14,NaN,65,100,NaN,48,4,107,79,32
6863,NaN,NaN,,,NaN,,,NaN,,,,,
6864,NaN,NaN,79,14,NaN,64,99,NaN,48,4,103,79,32
6865,NaN,NaN,,,NaN,,,NaN,,,,,
6866,NaN,NaN,79,14,NaN,64,99,NaN,48,4,107,79,32
6867,NaN,NaN,,,NaN,,,NaN,,,,,
6868,NaN,NaN,79,14,NaN,63,99,NaN,47,4,101,79,32
6869,NaN,NaN,,,NaN,,,NaN,,,,,
6870,NaN,NaN,79,14,NaN,64,99,NaN,48,4,106,79,32
6871,NaN,NaN,,,NaN,,,NaN,,,,,
6872,NaN,NaN,79,14,NaN,63,99,NaN,47,4,102,79,32
6873,NaN,NaN,,,NaN,,,NaN,,,,,
6874,NaN,NaN,79,14,NaN,64,99,NaN,48,4,107,78,32
6875,NaN,NaN,,,NaN,,,NaN,,,,,
6876,NaN,NaN,79,14,NaN,63,99,NaN,47,4,102,78,32
6877,NaN,NaN,,,NaN,,,NaN,,,,,
6878,NaN,NaN,79,14,NaN,63,99,NaN,48,4,105,78,33
6879,NaN,NaN,,,NaN,,,NaN,,,,,
6880,NaN,NaN,79,14,NaN,63,100,NaN,46,4,102,78,33
6881,NaN,NaN,,,NaN,,,NaN,,,,,
6882,NaN,NaN,78,14,NaN,62,99,NaN,47,4,102,78,33
6883,NaN,NaN,,,NaN,,,NaN,,,,,
6884,NaN,NaN,78,14,NaN,62,99,NaN,47,4,100,78,32
6885,NaN,NaN,,,NaN,,,NaN,,,,,
6886,NaN,NaN,78,14,NaN,62,99,NaN,48,4,101,78,32
6887,NaN,NaN,,,NaN,,,NaN,,,,,
6888,NaN,NaN,79,14,NaN,63,99,NaN,48,4,102,78,32
6889,NaN,NaN,,,NaN,,,NaN,,,,,
6890,NaN,NaN,79,14,NaN,63,99,NaN,49,4,103,78,32
6891,NaN,NaN,,,NaN,,,NaN,,,,,
6892,NaN,NaN,79,14,NaN,64,100,NaN,49,4,105,79,32
6893,NaN,NaN,,,NaN,,,NaN,,,,,
6894,NaN,NaN,79,14,NaN,63,100,NaN,48,4,101,70,32
6895,NaN,NaN,,,NaN,,,NaN,,,,,
6896,NaN,NaN,79,14,NaN,64,100,NaN,48,4,104,70,32
6897,NaN,NaN,,,NaN,,,NaN,,,,,
6898,NaN,NaN,80,14,NaN,63,100,NaN,48,4,102,70,32
6899,NaN,NaN,,,NaN,,,NaN,,,,,
6900,NaN,NaN,80,14,NaN,65,100,NaN,49,4,109,79,32
6901,NaN,NaN,,,NaN,,,NaN,,,,,
6902,NaN,NaN,80,14,NaN,64,100,NaN,48,4,104,80,32
6903,NaN,NaN,,,NaN,,,NaN,,,,,
6904,NaN,NaN,80,14,NaN,65,100,NaN,49,4,108,79,32
6905,NaN,NaN,,,NaN,,,NaN,,,,,
6906,NaN,NaN,80,14,NaN,63,100,NaN,48,4,101,79,32
6907,NaN,NaN,,,NaN,,,NaN,,,,,
6908,NaN,NaN,80,14,NaN,64,100,NaN,49,4,106,79,31
6909,NaN,NaN,,,NaN,,,NaN,,,,,
6910,NaN,NaN,80,14,NaN,64,100,NaN,48,4,102,80,31
6911,NaN,NaN,,,NaN,,,NaN,,,,,
6912,NaN,NaN,80,14,NaN,64,100,NaN,49,4,103,79,31
6913,NaN,NaN,,,NaN,,,NaN,,,,,
6914,NaN,NaN,80,14,NaN,64,100,NaN,48,4,101,80,32
6915,NaN,NaN,,,NaN,,,NaN,,,,,
6916,NaN,NaN,80,14,NaN,64,100,NaN,49,4,101,80,32
6917,NaN,NaN,,,NaN,,,NaN,,,,,
6918,NaN,NaN,80,14,NaN,64,100,NaN,49,4,101,80,32
6919,NaN,NaN,,,NaN,,,NaN,,,,,
6920,NaN,NaN,80,14,NaN,64,100,NaN,50,4,101,80,32
6921,NaN,NaN,,,NaN,,,NaN,,,,,
6922,NaN,NaN,80,14,NaN,65,100,NaN,50,4,104,80,32
6923,NaN,NaN,,,NaN,,,NaN,,,,,
6924,NaN,NaN,80,14,NaN,64,100,NaN,49,4,101,80,32
6925,NaN,NaN,,,NaN,,,NaN,,,,,
6926,NaN,NaN,80,14,NaN,66,100,NaN,50,4,105,80,32
6927,NaN,NaN,,,NaN,,,NaN,,,,,
6928,NaN,NaN,80,14,NaN,65,100,NaN,49,4,101,80,32
6929,NaN,NaN,,,NaN,,,NaN,,,,,
6930,NaN,NaN,80,14,NaN,66,100,NaN,51,4,106,80,32
6931,NaN,NaN,,,NaN,,,NaN,,,,,
6932,NaN,NaN,80,14,NaN,65,100,NaN,50,4,100,80,32
6933,NaN,NaN,,,NaN,,,NaN,,,,,
6934,NaN,NaN,80,14,NaN,66,100,NaN,51,4,104,80,32
6935,NaN,NaN,,,NaN,,,NaN,,,,,
6936,NaN,NaN,80,14,NaN,64,100,NaN,49,4,99,80,32
6937,NaN,NaN,,,NaN,,,NaN,,,,,
6938,NaN,NaN,80,14,NaN,66,99,NaN,51,4,104,80,32
6939,NaN,NaN,,,NaN,,,NaN,,,,,
6940,NaN,NaN,80,14,NaN,65,100,NaN,49,4,101,80,32
6941,NaN,NaN,,,NaN,,,NaN,,,,,
6942,NaN,NaN,80,14,NaN,65,100,NaN,51,4,102,80,32
6943,NaN,NaN,,,NaN,,,NaN,,,,,
6944,NaN,NaN,80,14,NaN,65,99,NaN,49,4,101,82,32
6945,NaN,NaN,,,NaN,,,NaN,,,,,
6946,NaN,NaN,80,14,NaN,65,100,NaN,50,4,104,80,32
6947,NaN,NaN,,,NaN,,,NaN,,,,,
6948,NaN,NaN,80,14,NaN,65,100,NaN,49,4,103,80,32
6949,NaN,NaN,,,NaN,,,NaN,,,,,
6950,NaN,NaN,80,14,NaN,64,99,NaN,49,4,100,77,32
6951,NaN,NaN,,,NaN,,,NaN,,,,,
6952,NaN,NaN,80,14,NaN,64,99,NaN,48,4,99,80,32
6953,NaN,NaN,,,NaN,,,NaN,,,,,
6954,NaN,NaN,80,14,NaN,63,99,NaN,48,4,98,80,32
6955,NaN,NaN,,,NaN,,,NaN,,,,,
6956,NaN,NaN,80,14,NaN,64,99,NaN,49,4,102,80,32
6957,NaN,NaN,,,NaN,,,NaN,,,,,
6958,NaN,NaN,80,14,NaN,63,100,NaN,49,4,99,80,32
6959,NaN,NaN,,,NaN,,,NaN,,,,,
6960,NaN,NaN,80,14,NaN,65,99,NaN,50,4,104,80,32
6961,NaN,NaN,,,NaN,,,NaN,,,,,
6962,NaN,NaN,80,14,NaN,63,100,NaN,48,4,99,80,32
6963,NaN,NaN,,,NaN,,,NaN,,,,,
6964,NaN,NaN,80,14,NaN,65,99,NaN,50,4,104,80,32
6965,NaN,NaN,,,NaN,,,NaN,,,,,
6966,NaN,NaN,80,14,NaN,64,100,NaN,49,4,100,80,32
6967,NaN,NaN,,,NaN,,,NaN,,,,,
6968,NaN,NaN,80,14,NaN,65,100,NaN,50,4,103,80,32
6969,NaN,NaN,,,NaN,,,NaN,,,,,
6970,NaN,NaN,80,14,NaN,63,100,NaN,48,4,97,80,32
6971,NaN,NaN,,,NaN,,,NaN,,,,,
6972,NaN,NaN,80,14,NaN,64,100,NaN,49,4,99,80,32
6973,NaN,NaN,,,NaN,,,NaN,,,,,
6974,NaN,NaN,80,14,NaN,63,100,NaN,48,4,98,80,32
6975,NaN,NaN,,,NaN,,,NaN,,,,,
6976,NaN,NaN,80,14,NaN,64,100,NaN,49,4,100,80,32
6977,NaN,NaN,,,NaN,,,NaN,,,,,
6978,NaN,NaN,80,14,NaN,64,99,NaN,49,4,101,80,32
6979,NaN,NaN,,,NaN,,,NaN,,,,,
6980,NaN,NaN,80,14,NaN,63,100,NaN,49,4,99,80,32
6981,NaN,NaN,,,NaN,,,NaN,,,,,
6982,NaN,NaN,80,14,NaN,64,100,NaN,49,4,100,80,32
6983,NaN,NaN,,,NaN,,,NaN,,,,,
6984,NaN,NaN,80,14,NaN,63,99,NaN,48,4,98,80,32
6985,NaN,NaN,,,NaN,,,NaN,,,,,
6986,NaN,NaN,80,14,NaN,64,100,NaN,49,4,102,80,32
6987,NaN,NaN,,,NaN,,,NaN,,,,,
6988,NaN,NaN,80,14,NaN,63,99,NaN,48,4,98,80,32
6989,NaN,NaN,,,NaN,,,NaN,,,,,
6990,NaN,NaN,80,14,NaN,64,100,NaN,49,4,101,79,32
6991,NaN,NaN,,,NaN,,,NaN,,,,,
6992,NaN,NaN,80,14,NaN,62,99,NaN,48,4,96,79,32
6993,NaN,NaN,,,NaN,,,NaN,,,,,
6994,NaN,NaN,79,14,NaN,64,99,NaN,49,4,102,79,32
6995,NaN,NaN,,,NaN,,,NaN,,,,,
6996,NaN,NaN,79,14,NaN,62,99,NaN,48,4,97,79,32
6997,NaN,NaN,,,NaN,,,NaN,,,,,
6998,NaN,NaN,79,14,NaN,64,99,NaN,48,4,102,79,32
6999,NaN,NaN,,,NaN,,,NaN,,,,,
7000,NaN,NaN,79,14,NaN,63,99,NaN,47,4,99,78,32
7001,NaN,NaN,,,NaN,,,NaN,,,,,
7002,NaN,NaN,79,14,NaN,63,99,NaN,48,4,100,78,32
7003,NaN,NaN,,,NaN,,,NaN,,,,,
7004,NaN,NaN,79,14,NaN,62,99,NaN,47,4,99,78,32
7005,NaN,NaN,,,NaN,,,NaN,,,,,
7006,NaN,NaN,79,14,NaN,62,99,NaN,48,4,99,79,32
7007,NaN,NaN,,,NaN,,,NaN,,,,,
7008,NaN,NaN,80,14,NaN,63,100,NaN,48,4,100,79,32
7009,NaN,NaN,,,NaN,,,NaN,,,,,
7010,NaN,NaN,80,14,NaN,63,99,NaN,48,4,101,79,32
7011,NaN,NaN,,,NaN,,,NaN,,,,,
7012,NaN,NaN,80,14,NaN,64,99,NaN,49,4,104,79,32
7013,NaN,NaN,,,NaN,,,NaN,,,,,
7014,NaN,NaN,80,14,NaN,63,99,NaN,48,4,100,80,32
7015,NaN,NaN,,,NaN,,,NaN,,,,,
7016,NaN,NaN,80,14,NaN,64,99,NaN,48,4,102,80,32
7017,NaN,NaN,,,NaN,,,NaN,,,,,
7018,NaN,NaN,80,14,NaN,62,99,NaN,47,4,99,80,32
7019,NaN,NaN,,,NaN,,,NaN,,,,,
7020,NaN,NaN,80,14,NaN,64,99,NaN,48,4,105,80,33
7021,NaN,NaN,,,NaN,,,NaN,,,,,
7022,NaN,NaN,80,14,NaN,63,99,NaN,47,4,100,80,33
7023,NaN,NaN,,,NaN,,,NaN,,,,,
7024,NaN,NaN,80,14,NaN,64,100,NaN,48,4,105,79,33
7025,NaN,NaN,,,NaN,,,NaN,,,,,
7026,NaN,NaN,80,14,NaN,63,100,NaN,47,4,100,79,32
7027,NaN,NaN,,,NaN,,,NaN,,,,,
7028,NaN,NaN,79,14,NaN,63,100,NaN,48,4,104,79,32
7029,NaN,NaN,,,NaN,,,NaN,,,,,
7030,NaN,NaN,80,14,NaN,62,100,NaN,47,4,100,79,32
7031,NaN,NaN,,,NaN,,,NaN,,,,,
7032,NaN,NaN,79,14,NaN,63,100,NaN,48,4,102,79,32
7033,NaN,NaN,,,NaN,,,NaN,,,,,
7034,NaN,NaN,79,14,NaN,62,100,NaN,47,4,101,79,32
7035,NaN,NaN,,,NaN,,,NaN,,,,,
7036,NaN,NaN,79,14,NaN,61,100,NaN,46,4,99,78,32
7037,NaN,NaN,,,NaN,,,NaN,,,,,
7038,NaN,NaN,79,14,NaN,61,100,NaN,46,4,98,78,33
7039,NaN,NaN,,,NaN,,,NaN,,,,,
7040,NaN,NaN,78,14,NaN,61,100,NaN,47,4,99,78,33
7041,NaN,NaN,,,NaN,,,NaN,,,,,
7042,NaN,NaN,78,14,NaN,62,100,NaN,47,4,102,78,33
7043,NaN,NaN,,,NaN,,,NaN,,,,,
7044,NaN,NaN,78,14,NaN,62,100,NaN,47,4,99,78,32
7045,NaN,NaN,,,NaN,,,NaN,,,,,
7046,NaN,NaN,78,14,NaN,62,100,NaN,47,4,101,78,32
7047,NaN,NaN,,,NaN,,,NaN,,,,,
7048,NaN,NaN,78,14,NaN,60,100,NaN,46,4,94,78,32
7049,NaN,NaN,,,NaN,,,NaN,,,,,
7050,NaN,NaN,78,14,NaN,61,100,NaN,47,4,100,78,32
7051,NaN,NaN,,,NaN,,,NaN,,,,,
7052,NaN,NaN,78,14,NaN,61,100,NaN,46,4,97,78,32
7053,NaN,NaN,,,NaN,,,NaN,,,,,
7054,NaN,NaN,78,14,NaN,62,100,NaN,48,4,102,78,32
7055,NaN,NaN,,,NaN,,,NaN,,,,,
7056,NaN,NaN,79,14,NaN,61,100,NaN,47,4,98,78,32
7057,NaN,NaN,,,NaN,,,NaN,,,,,
7058,NaN,NaN,79,14,NaN,63,100,NaN,48,4,102,78,32
7059,NaN,NaN,,,NaN,,,NaN,,,,,
7060,NaN,NaN,79,14,NaN,62,100,NaN,47,4,99,78,32
7061,NaN,NaN,,,NaN,,,NaN,,,,,
7062,NaN,NaN,79,14,NaN,62,100,NaN,48,4,99,78,31
7063,NaN,NaN,,,NaN,,,NaN,,,,,
7064,NaN,NaN,79,14,NaN,61,100,NaN,46,4,96,78,31
7065,NaN,NaN,,,NaN,,,NaN,,,,,
7066,NaN,NaN,79,14,NaN,61,100,NaN,47,4,96,78,31
7067,NaN,NaN,,,NaN,,,NaN,,,,,
7068,NaN,NaN,79,14,NaN,61,100,NaN,47,4,97,78,32
7069,NaN,NaN,,,NaN,,,NaN,,,,,
7070,NaN,NaN,79,14,NaN,61,100,NaN,48,4,97,79,32
7071,NaN,NaN,,,NaN,,,NaN,,,,,
7072,NaN,NaN,79,14,NaN,62,100,NaN,48,4,101,79,32
7073,NaN,NaN,,,NaN,,,NaN,,,,,
7074,NaN,NaN,79,14,NaN,62,100,NaN,48,4,98,79,31
7075,NaN,NaN,,,NaN,,,NaN,,,,,
7076,NaN,NaN,79,14,NaN,63,100,NaN,48,4,103,79,31
7077,NaN,NaN,,,NaN,,,NaN,,,,,
7078,NaN,NaN,79,14,NaN,63,100,NaN,48,4,100,79,31
7079,NaN,NaN,,,NaN,,,NaN,,,,,
7080,NaN,NaN,80,14,NaN,64,100,NaN,49,4,104,79,32
7081,NaN,NaN,,,NaN,,,NaN,,,,,
7082,NaN,NaN,80,14,NaN,62,100,NaN,47,4,98,79,32
7083,NaN,NaN,,,NaN,,,NaN,,,,,
7084,NaN,NaN,79,14,NaN,63,100,NaN,48,4,103,79,32
7085,NaN,NaN,,,NaN,,,NaN,,,,,
7086,NaN,NaN,79,14,NaN,62,100,NaN,47,4,98,79,32
7087,NaN,NaN,,,NaN,,,NaN,,,,,
7088,NaN,NaN,79,14,NaN,63,100,NaN,48,4,103,78,32
7089,NaN,NaN,,,NaN,,,NaN,,,,,
7090,NaN,NaN,78,14,NaN,62,100,NaN,47,4,100,78,32
7091,NaN,NaN,,,NaN,,,NaN,,,,,
7092,NaN,NaN,78,14,NaN,62,100,NaN,47,4,101,77,32
7093,NaN,NaN,,,NaN,,,NaN,,,,,
7094,NaN,NaN,77,14,NaN,62,100,NaN,47,4,100,77,32
7095,NaN,NaN,,,NaN,,,NaN,,,,,
7096,NaN,NaN,77,14,NaN,63,100,NaN,48,4,103,76,32
7097,NaN,NaN,,,NaN,,,NaN,,,,,
7098,NaN,NaN,77,14,NaN,63,100,NaN,47,4,102,76,32
7099,NaN,NaN,,,NaN,,,NaN,,,,,
7100,NaN,NaN,77,14,NaN,62,99,NaN,47,4,101,76,32
7101,NaN,NaN,,,NaN,,,NaN,,,,,
7102,NaN,NaN,77,14,NaN,62,99,NaN,47,4,103,76,32
7103,NaN,NaN,,,NaN,,,NaN,,,,,
7104,NaN,NaN,77,14,NaN,61,99,NaN,46,4,97,76,32
7105,NaN,NaN,,,NaN,,,NaN,,,,,
7106,NaN,NaN,77,14,NaN,61,100,NaN,46,4,101,76,32
7107,NaN,NaN,,,NaN,,,NaN,,,,,
7108,NaN,NaN,77,14,NaN,59,99,NaN,45,4,96,76,32
7109,NaN,NaN,,,NaN,,,NaN,,,,,
7110,NaN,NaN,76,14,NaN,61,100,NaN,47,4,102,76,32
7111,NaN,NaN,,,NaN,,,NaN,,,,,
7112,NaN,NaN,76,14,NaN,61,100,NaN,46,4,100,76,32
7113,NaN,NaN,,,NaN,,,NaN,,,,,
7114,NaN,NaN,76,14,NaN,62,100,NaN,47,4,104,75,32
7115,NaN,NaN,,,NaN,,,NaN,,,,,
7116,NaN,NaN,76,14,NaN,62,100,NaN,47,4,103,75,32
7117,NaN,NaN,,,NaN,,,NaN,,,,,
7118,NaN,NaN,76,14,NaN,64,100,NaN,49,5,106,75,32
7119,NaN,NaN,,,NaN,,,NaN,,,,,
7120,NaN,NaN,76,14,NaN,64,100,NaN,48,5,105,75,32
7121,NaN,NaN,,,NaN,,,NaN,,,,,
7122,NaN,NaN,75,14,NaN,64,100,NaN,49,4,106,75,32
7123,NaN,NaN,,,NaN,,,NaN,,,,,
7124,NaN,NaN,75,14,NaN,65,99,NaN,49,4,107,75,32
7125,NaN,NaN,,,NaN,,,NaN,,,,,
7126,NaN,NaN,75,14,NaN,65,99,NaN,49,4,107,75,32
7127,NaN,NaN,,,NaN,,,NaN,,,,,
7128,NaN,NaN,75,14,NaN,66,99,NaN,49,4,110,75,32
7129,NaN,NaN,,,NaN,,,NaN,,,,,
7130,NaN,NaN,75,14,NaN,65,99,NaN,49,4,107,75,31
7131,NaN,NaN,,,NaN,,,NaN,,,,,
7132,NaN,NaN,75,14,NaN,67,99,NaN,50,4,111,75,31
7133,NaN,NaN,,,NaN,,,NaN,,,,,
7134,NaN,NaN,75,14,NaN,66,100,NaN,50,4,108,75,31
7135,NaN,NaN,,,NaN,,,NaN,,,,,
7136,NaN,NaN,76,14,NaN,67,100,NaN,50,4,112,75,32
7137,NaN,NaN,,,NaN,,,NaN,,,,,
7138,NaN,NaN,76,14,NaN,67,100,NaN,50,4,109,76,32
7139,NaN,NaN,,,NaN,,,NaN,,,,,
7140,NaN,NaN,77,14,NaN,68,100,NaN,52,4,115,76,32
7141,NaN,NaN,,,NaN,,,NaN,,,,,
7142,NaN,NaN,77,14,NaN,68,100,NaN,51,4,112,76,32
7143,NaN,NaN,,,NaN,,,NaN,,,,,
7144,NaN,NaN,77,14,NaN,69,100,NaN,52,4,116,77,32
7145,NaN,NaN,,,NaN,,,NaN,,,,,
7146,NaN,NaN,77,14,NaN,68,99,NaN,50,4,112,76,32
7147,NaN,NaN,,,NaN,,,NaN,,,,,
7148,NaN,NaN,77,14,NaN,69,100,NaN,53,4,116,76,32
7149,NaN,NaN,,,NaN,,,NaN,,,,,
7150,NaN,NaN,77,14,NaN,69,99,NaN,52,4,111,76,32
7151,NaN,NaN,,,NaN,,,NaN,,,,,
7152,NaN,NaN,77,14,NaN,70,99,NaN,54,4,114,76,32
7153,NaN,NaN,,,NaN,,,NaN,,,,,
7154,NaN,NaN,77,14,NaN,70,99,NaN,54,4,114,76,32
7155,NaN,NaN,,,NaN,,,NaN,,,,,
7156,NaN,NaN,78,14,NaN,71,99,NaN,55,4,117,77,32
7157,NaN,NaN,,,NaN,,,NaN,,,,,
7158,NaN,NaN,78,14,NaN,73,99,NaN,54,4,118,77,32
7159,NaN,NaN,,,NaN,,,NaN,,,,,
7160,NaN,NaN,78,14,NaN,73,99,NaN,55,4,119,78,32
7161,NaN,NaN,,,NaN,,,NaN,,,,,
7162,NaN,NaN,78,14,NaN,74,99,NaN,55,4,120,78,32
7163,NaN,NaN,,,NaN,,,NaN,,,,,
7164,NaN,NaN,78,14,NaN,73,99,NaN,55,4,118,78,32
7165,NaN,NaN,,,NaN,,,NaN,,,,,
7166,NaN,NaN,78,14,NaN,74,99,NaN,55,4,121,77,32
7167,NaN,NaN,,,NaN,,,NaN,,,,,
7168,NaN,NaN,78,14,NaN,73,100,NaN,55,4,117,77,32
7169,NaN,NaN,,,NaN,,,NaN,,,,,
7170,NaN,NaN,78,14,NaN,75,99,NaN,57,4,124,77,32
7171,NaN,NaN,,,NaN,,,NaN,,,,,
7172,NaN,NaN,78,14,NaN,75,99,NaN,56,4,121,77,32
7173,NaN,NaN,,,NaN,,,NaN,,,,,
7174,NaN,NaN,78,14,NaN,76,99,NaN,57,4,126,77,32
7175,NaN,NaN,,,NaN,,,NaN,,,,,
7176,NaN,NaN,78,14,NaN,75,99,NaN,56,4,121,77,32
7177,NaN,NaN,,,NaN,,,NaN,,,,,
7178,NaN,NaN,78,14,NaN,76,99,NaN,57,4,127,77,32
7179,NaN,NaN,,,NaN,,,NaN,,,,,
7180,NaN,NaN,79,14,NaN,75,100,NaN,56,4,123,78,32
7181,NaN,NaN,,,NaN,,,NaN,,,,,
7182,NaN,NaN,79,14,NaN,76,99,NaN,58,4,126,78,32
7183,NaN,NaN,,,NaN,,,NaN,,,,,
7184,NaN,NaN,80,14,NaN,76,100,NaN,56,4,122,79,32
7185,NaN,NaN,,,NaN,,,NaN,,,,,
7186,NaN,NaN,80,14,NaN,76,99,NaN,57,4,124,80,32
7187,NaN,NaN,,,NaN,,,NaN,,,,,
7188,NaN,NaN,81,14,NaN,76,99,NaN,57,4,124,81,32
7189,NaN,NaN,,,NaN,,,NaN,,,,,
7190,NaN,NaN,82,14,NaN,76,99,NaN,57,4,124,81,31
7191,NaN,NaN,,,NaN,,,NaN,,,,,
7192,NaN,NaN,82,14,NaN,76,99,NaN,57,4,123,82,31
7193,NaN,NaN,,,NaN,,,NaN,,,,,
7194,NaN,NaN,82,14,NaN,75,99,NaN,56,5,120,82,31
7195,NaN,NaN,,,NaN,,,NaN,,,,,
7196,NaN,NaN,83,14,NaN,76,99,NaN,57,5,122,82,32
7197,NaN,NaN,,,NaN,,,NaN,,,,,
7198,NaN,NaN,83,14,NaN,74,99,NaN,57,5,118,82,32
7199,NaN,NaN,,,NaN,,,NaN,,,,,
7200,NaN,NaN,83,14,NaN,76,98,NaN,58,5,123,82,32
7201,NaN,NaN,,,NaN,,,NaN,,,,,
7202,NaN,NaN,83,14,NaN,75,98,NaN,57,5,119,83,34
7203,NaN,NaN,,,NaN,,,NaN,,,,,
7204,NaN,NaN,84,14,NaN,78,99,NaN,60,5,127,83,34
7205,NaN,NaN,,,NaN,,,NaN,,,,,
7206,NaN,NaN,84,14,NaN,78,99,NaN,59,4,125,83,34
7207,NaN,NaN,,,NaN,,,NaN,,,,,
7208,NaN,NaN,84,14,NaN,81,100,NaN,62,4,131,84,33
7209,NaN,NaN,,,NaN,,,NaN,,,,,
7210,NaN,NaN,85,14,NaN,81,100,NaN,61,4,128,84,33
7211,NaN,NaN,,,NaN,,,NaN,,,,,
7212,NaN,NaN,85,14,NaN,82,99,NaN,62,4,133,85,33
7213,NaN,NaN,,,NaN,,,NaN,,,,,
7214,NaN,NaN,86,14,NaN,82,99,NaN,60,4,129,85,31
7215,NaN,NaN,,,NaN,,,NaN,,,,,
7216,NaN,NaN,86,14,NaN,81,100,NaN,60,4,130,85,31
7217,NaN,NaN,,,NaN,,,NaN,,,,,
7218,NaN,NaN,86,14,NaN,81,100,NaN,59,4,130,85,31
7219,NaN,NaN,,,NaN,,,NaN,,,,,
7220,NaN,NaN,85,14,NaN,79,100,NaN,59,4,128,84,33
7221,NaN,NaN,,,NaN,,,NaN,,,,,
7222,NaN,NaN,85,14,NaN,79,100,NaN,58,4,129,84,33
7223,NaN,NaN,,,NaN,,,NaN,,,,,
7224,NaN,NaN,85,14,NaN,79,99,NaN,59,4,128,84,33
7225,NaN,NaN,,,NaN,,,NaN,,,,,
7226,NaN,NaN,85,14,NaN,80,100,NaN,59,4,132,84,33
7227,NaN,NaN,,,NaN,,,NaN,,,,,
7228,NaN,NaN,85,14,NaN,78,100,NaN,58,4,126,85,33
7229,NaN,NaN,,,NaN,,,NaN,,,,,
