time,Solar8000/ART_MBP,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/CVP,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/HR
9687,79,NaN,61,34,100,20,NaN,100,NaN,9,NaN,65,61
9688,,NaN,,,,,NaN,,NaN,,NaN,,
9689,80,NaN,61,34,101,20,NaN,100,NaN,8,NaN,64,60
9690,,NaN,,,,,NaN,,NaN,,NaN,,
9691,80,NaN,61,35,103,20,NaN,100,NaN,8,NaN,65,61
9692,,NaN,,,,,NaN,,NaN,,NaN,,
9693,80,NaN,61,35,102,20,NaN,100,NaN,9,NaN,66,61
9694,,NaN,,,,,NaN,,NaN,,NaN,,
9695,80,NaN,61,35,102,20,NaN,100,NaN,9,NaN,64,60
9696,,NaN,,,,,NaN,,NaN,,NaN,,
9697,80,NaN,61,35,103,20,NaN,100,NaN,8,NaN,65,60
9698,,NaN,,,,,NaN,,NaN,,NaN,,
9699,80,NaN,60,35,101,20,NaN,100,NaN,8,NaN,65,60
9700,,NaN,,,,,NaN,,NaN,,NaN,,
9701,80,NaN,60,35,101,20,NaN,99,NaN,8,NaN,64,59
9702,,NaN,,,,,NaN,,NaN,,NaN,,
9703,80,NaN,60,35,102,20,NaN,100,NaN,8,NaN,64,60
9704,,NaN,,,,,NaN,,NaN,,NaN,,
9705,79,NaN,60,34,100,20,NaN,99,NaN,8,NaN,65,60
9706,,NaN,,,,,NaN,,NaN,,NaN,,
9707,79,NaN,60,34,99,20,NaN,99,NaN,9,NaN,63,59
9708,,NaN,,,,,NaN,,NaN,,NaN,,
9709,79,NaN,60,34,101,20,NaN,100,NaN,9,NaN,64,60
9710,,NaN,,,,,NaN,,NaN,,NaN,,
9711,78,NaN,60,34,99,20,NaN,99,NaN,8,NaN,65,60
9712,,NaN,,,,,NaN,,NaN,,NaN,,
9713,78,NaN,60,34,99,20,NaN,100,NaN,8,NaN,63,60
9714,,NaN,,,,,NaN,,NaN,,NaN,,
9715,79,NaN,60,34,100,20,NaN,99,NaN,10,NaN,64,60
9716,,NaN,,,,,NaN,,NaN,,NaN,,
9717,78,NaN,60,34,99,20,NaN,100,NaN,10,NaN,64,59
9718,,NaN,,,,,NaN,,NaN,,NaN,,
9719,78,NaN,60,34,99,20,NaN,99,NaN,8,NaN,63,59
9720,,NaN,,,,,NaN,,NaN,,NaN,,
9721,79,NaN,60,34,100,20,NaN,99,NaN,8,NaN,64,59
9722,,NaN,,,,,NaN,,NaN,,NaN,,
9723,79,NaN,60,34,101,20,NaN,99,NaN,9,NaN,65,60
9724,,NaN,,,,,NaN,,NaN,,NaN,,
9725,79,NaN,60,34,102,20,NaN,100,NaN,9,NaN,64,59
9726,,NaN,,,,,NaN,,NaN,,NaN,,
9727,80,NaN,60,34,104,20,NaN,99,NaN,9,NaN,65,60
9728,,NaN,,,,,NaN,,NaN,,NaN,,
9729,80,NaN,60,34,102,20,NaN,100,NaN,9,NaN,65,59
9730,,NaN,,,,,NaN,,NaN,,NaN,,
9731,79,NaN,60,34,102,20,NaN,100,NaN,9,NaN,64,59
9732,,NaN,,,,,NaN,,NaN,,NaN,,
9733,80,NaN,60,34,102,20,NaN,100,NaN,9,NaN,64,59
9734,,NaN,,,,,NaN,,NaN,,NaN,,
9735,79,NaN,59,34,100,20,NaN,100,NaN,9,NaN,64,58
9736,,NaN,,,,,NaN,,NaN,,NaN,,
9737,79,NaN,59,34,100,20,NaN,100,NaN,10,NaN,64,58
9738,,NaN,,,,,NaN,,NaN,,NaN,,
9739,79,NaN,59,34,102,20,NaN,100,NaN,10,NaN,64,58
9740,,NaN,,,,,NaN,,NaN,,NaN,,
9741,79,NaN,59,34,101,20,NaN,99,NaN,9,NaN,64,59
9742,,NaN,,,,,NaN,,NaN,,NaN,,
9743,79,NaN,59,34,99,20,NaN,99,NaN,9,NaN,64,59
9744,,NaN,,,,,NaN,,NaN,,NaN,,
9745,80,NaN,60,34,102,20,NaN,100,NaN,11,NaN,65,59
9746,,NaN,,,,,NaN,,NaN,,NaN,,
9747,80,NaN,60,34,101,20,NaN,100,NaN,11,NaN,65,60
9748,,NaN,,,,,NaN,,NaN,,NaN,,
9749,80,NaN,60,34,102,20,NaN,100,NaN,9,NaN,65,60
9750,,NaN,,,,,NaN,,NaN,,NaN,,
9751,81,NaN,61,34,103,20,NaN,100,NaN,9,NaN,65,60
9752,,NaN,,,,,NaN,,NaN,,NaN,,
9753,80,NaN,61,34,101,20,NaN,100,NaN,9,NaN,65,60
9754,,NaN,,,,,NaN,,NaN,,NaN,,
9755,80,NaN,61,34,100,20,NaN,100,NaN,9,NaN,64,60
9756,,NaN,,,,,NaN,,NaN,,NaN,,
9757,80,NaN,61,35,101,20,NaN,100,NaN,9,NaN,65,60
9758,,NaN,,,,,NaN,,NaN,,NaN,,
9759,80,NaN,61,35,100,20,NaN,100,NaN,9,NaN,66,60
9760,,NaN,,,,,NaN,,NaN,,NaN,,
9761,79,NaN,61,35,101,20,NaN,100,NaN,9,NaN,64,60
9762,,NaN,,,,,NaN,,NaN,,NaN,,
9763,80,NaN,61,35,102,20,NaN,100,NaN,9,NaN,65,61
9764,,NaN,,,,,NaN,,NaN,,NaN,,
9765,80,NaN,61,34,100,20,NaN,100,NaN,9,NaN,66,61
9766,,NaN,,,,,NaN,,NaN,,NaN,,
9767,80,NaN,61,34,102,20,NaN,100,NaN,10,NaN,65,61
9768,,NaN,,,,,NaN,,NaN,,NaN,,
9769,80,NaN,62,34,103,20,NaN,100,NaN,10,NaN,65,61
9770,,NaN,,,,,NaN,,NaN,,NaN,,
9771,80,NaN,62,34,100,20,NaN,100,NaN,9,NaN,66,61
9772,,NaN,,,,,NaN,,NaN,,NaN,,
9773,80,NaN,62,34,101,20,NaN,100,NaN,9,NaN,64,61
9774,,NaN,,,,,NaN,,NaN,,NaN,,
9775,80,NaN,62,34,101,20,NaN,100,NaN,10,NaN,65,61
9776,,NaN,,,,,NaN,,NaN,,NaN,,
9777,79,NaN,61,34,99,20,NaN,99,NaN,10,NaN,65,61
9778,,NaN,,,,,NaN,,NaN,,NaN,,
9779,80,NaN,61,33,102,20,NaN,100,NaN,9,NaN,64,61
9780,,NaN,,,,,NaN,,NaN,,NaN,,
9781,80,NaN,62,33,101,20,NaN,100,NaN,9,NaN,65,61
9782,,NaN,,,,,NaN,,NaN,,NaN,,
9783,76,NaN,61,33,101,20,NaN,100,NaN,10,NaN,59,60
9784,,NaN,,,,,NaN,,NaN,,NaN,,
9785,73,NaN,61,33,102,20,NaN,100,NaN,10,NaN,53,70
9786,,NaN,,,,,NaN,,NaN,,NaN,,
9787,75,NaN,61,34,100,20,NaN,100,NaN,12,NaN,60,72
9788,,NaN,,,,,NaN,,NaN,,NaN,,
9789,76,NaN,61,34,98,20,NaN,100,NaN,12,NaN,63,66
9790,,NaN,,,,,NaN,,NaN,,NaN,,
9791,77,NaN,61,34,100,20,NaN,100,NaN,10,NaN,64,67
9792,,NaN,,,,,NaN,,NaN,,NaN,,
9793,78,NaN,61,34,100,20,NaN,100,NaN,10,NaN,65,59
9794,,NaN,,,,,NaN,,NaN,,NaN,,
9795,79,NaN,61,33,101,20,NaN,100,NaN,11,NaN,65,62
9796,,NaN,,,,,NaN,,NaN,,NaN,,
9797,79,NaN,62,33,100,20,NaN,100,NaN,11,NaN,66,62
9798,,NaN,,,,,NaN,,NaN,,NaN,,
9799,80,NaN,62,33,103,20,NaN,100,NaN,11,NaN,66,62
9800,,NaN,,,,,NaN,,NaN,,NaN,,
9801,80,NaN,62,33,101,20,NaN,99,NaN,9,NaN,66,62
9802,,NaN,,,,,NaN,,NaN,,NaN,,
9803,80,NaN,62,33,101,20,NaN,100,NaN,9,NaN,66,61
9804,,NaN,,,,,NaN,,NaN,,NaN,,
9805,81,NaN,62,33,103,20,NaN,100,NaN,11,NaN,67,62
9806,,NaN,,,,,NaN,,NaN,,NaN,,
9807,81,NaN,62,33,102,20,NaN,100,NaN,11,NaN,68,62
9808,,NaN,,,,,NaN,,NaN,,NaN,,
9809,82,NaN,62,33,104,20,NaN,99,NaN,11,NaN,67,62
9810,,NaN,,,,,NaN,,NaN,,NaN,,
9811,83,NaN,63,34,105,20,NaN,99,NaN,11,NaN,68,62
9812,,NaN,,,,,NaN,,NaN,,NaN,,
9813,83,NaN,63,34,104,20,NaN,99,NaN,10,NaN,68,63
9814,,NaN,,,,,NaN,,NaN,,NaN,,
9815,83,NaN,63,34,106,20,NaN,99,NaN,10,NaN,67,63
9816,,NaN,,,,,NaN,,NaN,,NaN,,
9817,83,NaN,63,34,105,20,NaN,100,NaN,10,NaN,68,63
9818,,NaN,,,,,NaN,,NaN,,NaN,,
9819,83,NaN,63,34,104,20,NaN,100,NaN,10,NaN,68,62
9820,,NaN,,,,,NaN,,NaN,,NaN,,
9821,83,NaN,63,34,107,20,NaN,100,NaN,9,NaN,67,62
9822,,NaN,,,,,NaN,,NaN,,NaN,,
9823,83,NaN,63,34,107,20,NaN,100,NaN,9,NaN,67,61
9824,,NaN,,,,,NaN,,NaN,,NaN,,
9825,83,NaN,62,34,106,20,NaN,100,NaN,10,NaN,67,60
9826,,NaN,,,,,NaN,,NaN,,NaN,,
9827,84,NaN,61,34,109,20,NaN,100,NaN,10,NaN,67,60
9828,,NaN,,,,,NaN,,NaN,,NaN,,
9829,84,NaN,60,34,109,20,NaN,100,NaN,10,NaN,67,59
9830,,NaN,,,,,NaN,,NaN,,NaN,,
9831,84,NaN,60,34,108,20,NaN,99,NaN,9,NaN,67,59
9832,,NaN,,,,,NaN,,NaN,,NaN,,
9833,84,NaN,60,34,109,20,NaN,100,NaN,9,NaN,66,59
9834,,NaN,,,,,NaN,,NaN,,NaN,,
9835,83,NaN,59,34,108,20,NaN,100,NaN,9,NaN,66,59
9836,,NaN,,,,,NaN,,NaN,,NaN,,
9837,83,NaN,59,34,107,20,NaN,100,NaN,9,NaN,66,59
9838,,NaN,,,,,NaN,,NaN,,NaN,,
9839,83,NaN,60,34,107,20,NaN,100,NaN,8,NaN,66,59
9840,,NaN,,,,,NaN,,NaN,,NaN,,
9841,83,NaN,60,34,107,20,NaN,100,NaN,8,NaN,66,59
9842,,NaN,,,,,NaN,,NaN,,NaN,,
9843,83,NaN,59,34,106,20,NaN,100,NaN,8,NaN,66,59
9844,,NaN,,,,,NaN,,NaN,,NaN,,
9845,83,NaN,60,34,108,20,NaN,100,NaN,8,NaN,66,59
9846,,NaN,,,,,NaN,,NaN,,NaN,,
9847,83,NaN,60,34,108,20,NaN,100,NaN,9,NaN,66,59
9848,,NaN,,,,,NaN,,NaN,,NaN,,
9849,83,NaN,59,34,106,20,NaN,100,NaN,9,NaN,67,59
9850,,NaN,,,,,NaN,,NaN,,NaN,,
9851,83,NaN,60,34,106,20,NaN,100,NaN,8,NaN,66,59
9852,,NaN,,,,,NaN,,NaN,,NaN,,
9853,83,NaN,59,34,106,20,NaN,100,NaN,8,NaN,66,59
9854,,NaN,,,,,NaN,,NaN,,NaN,,
9855,82,NaN,59,34,103,20,NaN,100,NaN,9,NaN,67,59
9856,,NaN,,,,,NaN,,NaN,,NaN,,
9857,81,NaN,59,34,103,20,NaN,100,NaN,9,NaN,65,59
9858,,NaN,,,,,NaN,,NaN,,NaN,,
9859,80,NaN,59,35,102,20,NaN,100,NaN,8,NaN,64,59
9860,,NaN,,,,,NaN,,NaN,,NaN,,
9861,79,NaN,59,35,99,20,NaN,99,NaN,8,NaN,65,58
9862,,NaN,,,,,NaN,,NaN,,NaN,,
9863,79,NaN,59,35,101,20,NaN,100,NaN,8,NaN,64,58
9864,,NaN,,,,,NaN,,NaN,,NaN,,
9865,80,NaN,59,35,103,20,NaN,99,NaN,8,NaN,65,58
9866,,NaN,,,,,NaN,,NaN,,NaN,,
9867,79,NaN,59,34,100,20,NaN,100,NaN,8,NaN,65,58
9868,,NaN,,,,,NaN,,NaN,,NaN,,
9869,79,NaN,59,34,100,20,NaN,100,NaN,8,NaN,64,58
9870,,NaN,,,,,NaN,,NaN,,NaN,,
9871,79,NaN,59,34,101,20,NaN,100,NaN,8,NaN,65,59
9872,,NaN,,,,,NaN,,NaN,,NaN,,
9873,80,NaN,59,34,101,20,NaN,99,NaN,8,NaN,67,59
9874,,NaN,,,,,NaN,,NaN,,NaN,,
9875,81,NaN,60,34,105,20,NaN,100,NaN,8,NaN,67,60
9876,,NaN,,,,,NaN,,NaN,,NaN,,
9877,83,NaN,61,34,106,20,NaN,100,NaN,9,NaN,68,61
9878,,NaN,,,,,NaN,,NaN,,NaN,,
9879,82,NaN,62,34,104,20,NaN,100,NaN,9,NaN,68,62
9880,,NaN,,,,,NaN,,NaN,,NaN,,
9881,82,NaN,62,34,105,20,NaN,100,NaN,8,NaN,66,62
9882,,NaN,,,,,NaN,,NaN,,NaN,,
9883,82,NaN,63,34,104,20,NaN,100,NaN,8,NaN,66,62
9884,,NaN,,,,,NaN,,NaN,,NaN,,
9885,81,NaN,62,34,103,20,NaN,100,NaN,9,NaN,66,61
9886,,NaN,,,,,NaN,,NaN,,NaN,,
9887,82,NaN,62,34,105,20,NaN,100,NaN,9,NaN,66,61
9888,,NaN,,,,,NaN,,NaN,,NaN,,
9889,82,NaN,61,34,104,20,NaN,100,NaN,7,NaN,66,60
9890,,NaN,,,,,NaN,,NaN,,NaN,,
9891,81,NaN,61,34,102,20,NaN,100,NaN,7,NaN,65,60
9892,,NaN,,,,,NaN,,NaN,,NaN,,
9893,81,NaN,61,34,104,20,NaN,100,NaN,7,NaN,65,60
9894,,NaN,,,,,NaN,,NaN,,NaN,,
9895,81,NaN,61,34,104,20,NaN,100,NaN,7,NaN,66,60
9896,,NaN,,,,,NaN,,NaN,,NaN,,
9897,81,NaN,61,34,103,20,NaN,100,NaN,7,NaN,66,60
9898,,NaN,,,,,NaN,,NaN,,NaN,,
9899,81,NaN,61,33,103,20,NaN,100,NaN,8,NaN,66,60
9900,,NaN,,,,,NaN,,NaN,,NaN,,
9901,81,NaN,61,33,104,20,NaN,100,NaN,8,NaN,66,61
9902,,NaN,,,,,NaN,,NaN,,NaN,,
9903,81,NaN,61,33,103,20,NaN,100,NaN,7,NaN,66,60
9904,,NaN,,,,,NaN,,NaN,,NaN,,
9905,81,NaN,61,33,103,20,NaN,100,NaN,7,NaN,65,60
9906,,NaN,,,,,NaN,,NaN,,NaN,,
9907,81,NaN,61,34,104,20,NaN,99,NaN,9,NaN,65,61
9908,,NaN,,,,,NaN,,NaN,,NaN,,
9909,81,NaN,61,34,104,20,NaN,100,NaN,9,NaN,66,60
9910,,NaN,,,,,NaN,,NaN,,NaN,,
9911,82,NaN,61,34,106,20,NaN,100,NaN,9,NaN,67,60
9912,,NaN,,,,,NaN,,NaN,,NaN,,
9913,83,NaN,61,34,107,20,NaN,100,NaN,9,NaN,67,60
9914,,NaN,,,,,NaN,,NaN,,NaN,,
9915,82,NaN,60,34,104,20,NaN,99,NaN,9,NaN,67,60
9916,,NaN,,,,,NaN,,NaN,,NaN,,
9917,82,NaN,60,34,104,20,NaN,100,NaN,9,NaN,66,59
9918,,NaN,,,,,NaN,,NaN,,NaN,,
9919,82,NaN,60,34,104,20,NaN,100,NaN,9,NaN,66,59
9920,,NaN,,,,,NaN,,NaN,,NaN,,
9921,81,NaN,60,34,102,20,NaN,99,NaN,9,NaN,65,60
9922,,NaN,,,,,NaN,,NaN,,NaN,,
9923,81,NaN,60,35,102,20,NaN,99,NaN,9,NaN,65,59
9924,,NaN,,,,,NaN,,NaN,,NaN,,
9925,80,NaN,60,35,103,20,NaN,99,NaN,7,NaN,64,60
9926,,NaN,,,,,NaN,,NaN,,NaN,,
9927,80,NaN,60,35,101,20,NaN,100,NaN,7,NaN,65,60
9928,,NaN,,,,,NaN,,NaN,,NaN,,
9929,80,NaN,61,35,102,20,NaN,100,NaN,7,NaN,64,60
9930,,NaN,,,,,NaN,,NaN,,NaN,,
9931,80,NaN,61,34,103,20,NaN,100,NaN,7,NaN,64,61
9932,,NaN,,,,,NaN,,NaN,,NaN,,
9933,80,NaN,61,34,102,20,NaN,99,NaN,6,NaN,65,61
9934,,NaN,,,,,NaN,,NaN,,NaN,,
9935,81,NaN,61,34,104,20,NaN,100,NaN,6,NaN,65,61
9936,,NaN,,,,,NaN,,NaN,,NaN,,
9937,82,NaN,61,34,106,20,NaN,100,NaN,8,NaN,67,61
9938,,NaN,,,,,NaN,,NaN,,NaN,,
9939,82,NaN,61,34,105,20,NaN,100,NaN,8,NaN,67,61
9940,,NaN,,,,,NaN,,NaN,,NaN,,
9941,82,NaN,61,34,105,20,NaN,100,NaN,9,NaN,66,61
9942,,NaN,,,,,NaN,,NaN,,NaN,,
9943,82,NaN,62,34,104,20,NaN,100,NaN,9,NaN,66,61
9944,,NaN,,,,,NaN,,NaN,,NaN,,
9945,82,NaN,62,34,103,20,NaN,100,NaN,10,NaN,66,62
9946,,NaN,,,,,NaN,,NaN,,NaN,,
9947,84,NaN,62,35,105,20,NaN,100,NaN,10,NaN,70,62
9948,,NaN,,,,,NaN,,NaN,,NaN,,
9949,82,NaN,62,35,105,20,NaN,100,NaN,10,NaN,66,64
9950,,NaN,,,,,NaN,,NaN,,NaN,,
9951,82,NaN,62,35,104,20,NaN,100,NaN,10,NaN,67,62
9952,,NaN,,,,,NaN,,NaN,,NaN,,
9953,83,NaN,60,34,105,20,NaN,100,NaN,10,NaN,68,61
9954,,NaN,,,,,NaN,,NaN,,NaN,,
9955,84,NaN,60,34,107,20,NaN,100,NaN,10,NaN,68,61
9956,,NaN,,,,,NaN,,NaN,,NaN,,
9957,84,NaN,60,34,105,20,NaN,100,NaN,10,NaN,68,59
9958,,NaN,,,,,NaN,,NaN,,NaN,,
9959,83,NaN,59,34,104,20,NaN,100,NaN,11,NaN,67,60
9960,,NaN,,,,,NaN,,NaN,,NaN,,
9961,83,NaN,61,34,106,20,NaN,100,NaN,11,NaN,67,61
9962,,NaN,,,,,NaN,,NaN,,NaN,,
9963,82,NaN,62,34,104,20,NaN,100,NaN,9,NaN,67,61
9964,,NaN,,,,,NaN,,NaN,,NaN,,
9965,82,NaN,62,34,102,20,NaN,100,NaN,9,NaN,66,61
9966,,NaN,,,,,NaN,,NaN,,NaN,,
9967,82,NaN,62,34,103,20,NaN,99,NaN,10,NaN,67,61
9968,,NaN,,,,,NaN,,NaN,,NaN,,
9969,82,NaN,62,34,103,20,NaN,99,NaN,10,NaN,68,61
9970,,NaN,,,,,NaN,,NaN,,NaN,,
9971,82,NaN,62,34,104,20,NaN,100,NaN,9,NaN,67,61
9972,,NaN,,,,,NaN,,NaN,,NaN,,
9973,82,NaN,62,34,105,20,NaN,100,NaN,9,NaN,68,61
9974,,NaN,,,,,NaN,,NaN,,NaN,,
9975,82,NaN,62,34,103,20,NaN,100,NaN,9,NaN,68,62
9976,,NaN,,,,,NaN,,NaN,,NaN,,
9977,82,NaN,62,34,104,20,NaN,100,NaN,9,NaN,67,62
9978,,NaN,,,,,NaN,,NaN,,NaN,,
9979,82,NaN,62,34,103,20,NaN,100,NaN,9,NaN,68,62
9980,,NaN,,,,,NaN,,NaN,,NaN,,
9981,82,NaN,62,34,103,20,NaN,100,NaN,9,NaN,68,62
9982,,NaN,,,,,NaN,,NaN,,NaN,,
9983,82,NaN,63,34,102,20,NaN,100,NaN,8,NaN,68,62
9984,,NaN,,,,,NaN,,NaN,,NaN,,
9985,83,NaN,63,33,104,20,NaN,99,NaN,8,NaN,69,63
9986,,NaN,,,,,NaN,,NaN,,NaN,,
9987,82,NaN,63,33,102,20,NaN,100,NaN,8,NaN,70,63
9988,,NaN,,,,,NaN,,NaN,,NaN,,
9989,82,NaN,63,33,103,20,NaN,100,NaN,9,NaN,69,63
9990,,NaN,,,,,NaN,,NaN,,NaN,,
9991,82,NaN,64,33,104,20,NaN,100,NaN,9,NaN,69,63
9992,,NaN,,,,,NaN,,NaN,,NaN,,
9993,81,NaN,64,33,100,20,NaN,100,NaN,8,NaN,68,63
9994,,NaN,,,,,NaN,,NaN,,NaN,,
9995,82,NaN,64,33,102,20,NaN,100,NaN,8,NaN,68,63
9996,,NaN,,,,,NaN,,NaN,,NaN,,
9997,83,NaN,64,33,104,20,NaN,100,NaN,9,NaN,69,64
9998,,NaN,,,,,NaN,,NaN,,NaN,,
9999,83,NaN,64,33,104,20,NaN,100,NaN,9,NaN,71,64
10000,,NaN,,,,,NaN,,NaN,,NaN,,
10001,83,NaN,65,33,104,20,NaN,100,NaN,9,NaN,69,64
10002,,NaN,,,,,NaN,,NaN,,NaN,,
10003,82,NaN,65,33,103,20,NaN,100,NaN,9,NaN,68,65
10004,,NaN,,,,,NaN,,NaN,,NaN,,
10005,82,NaN,65,33,101,20,NaN,100,NaN,9,NaN,69,65
10006,,NaN,,,,,NaN,,NaN,,NaN,,
10007,83,NaN,65,33,104,20,NaN,100,NaN,9,NaN,69,65
10008,,NaN,,,,,NaN,,NaN,,NaN,,
10009,84,NaN,66,33,107,20,NaN,100,NaN,10,NaN,70,65
10010,,NaN,,,,,NaN,,NaN,,NaN,,
10011,84,NaN,66,33,105,20,NaN,100,NaN,10,NaN,71,66
10012,,NaN,,,,,NaN,,NaN,,NaN,,
10013,84,NaN,66,33,107,20,NaN,99,NaN,8,NaN,70,66
10014,,NaN,,,,,NaN,,NaN,,NaN,,
10015,85,NaN,66,33,109,20,NaN,99,NaN,8,NaN,71,66
10016,,NaN,,,,,NaN,,NaN,,NaN,,
10017,86,NaN,66,33,109,20,NaN,100,NaN,10,NaN,72,65
10018,,NaN,,,,,NaN,,NaN,,NaN,,
10019,86,NaN,66,33,109,20,NaN,100,NaN,10,NaN,71,65
10020,,NaN,,,,,NaN,,NaN,,NaN,,
10021,87,NaN,66,33,111,20,NaN,100,NaN,10,NaN,72,65
10022,,NaN,,,,,NaN,,NaN,,NaN,,
10023,87,NaN,65,33,109,20,NaN,100,NaN,8,NaN,73,65
10024,,NaN,,,,,NaN,,NaN,,NaN,,
10025,87,NaN,65,33,110,20,NaN,100,NaN,8,NaN,71,64
10026,,NaN,,,,,NaN,,NaN,,NaN,,
10027,87,NaN,65,33,110,20,NaN,100,NaN,9,NaN,72,64
10028,,NaN,,,,,NaN,,NaN,,NaN,,
10029,86,NaN,65,33,107,20,NaN,99,NaN,9,NaN,72,64
10030,,NaN,,,,,NaN,,NaN,,NaN,,
10031,87,NaN,64,33,109,20,NaN,100,NaN,10,NaN,72,64
10032,,NaN,,,,,NaN,,NaN,,NaN,,
10033,88,NaN,65,33,113,20,NaN,99,NaN,10,NaN,73,64
10034,,NaN,,,,,NaN,,NaN,,NaN,,
10035,88,NaN,65,33,111,20,NaN,100,NaN,10,NaN,74,65
10036,,NaN,,,,,NaN,,NaN,,NaN,,
10037,89,NaN,65,33,113,20,NaN,100,NaN,10,NaN,73,65
10038,,NaN,,,,,NaN,,NaN,,NaN,,
10039,90,NaN,65,33,114,20,NaN,100,NaN,11,NaN,73,65
10040,,NaN,,,,,NaN,,NaN,,NaN,,
10041,89,NaN,65,33,113,20,NaN,99,NaN,11,NaN,73,65
10042,,NaN,,,,,NaN,,NaN,,NaN,,
10043,89,NaN,65,33,113,20,NaN,99,NaN,9,NaN,72,64
10044,,NaN,,,,,NaN,,NaN,,NaN,,
10045,90,NaN,65,33,115,20,NaN,99,NaN,9,NaN,72,64
10046,,NaN,,,,,NaN,,NaN,,NaN,,
10047,90,NaN,65,34,114,20,NaN,99,NaN,10,NaN,73,64
10048,,NaN,,,,,NaN,,NaN,,NaN,,
10049,89,NaN,64,34,114,20,NaN,99,NaN,10,NaN,72,64
10050,,NaN,,,,,NaN,,NaN,,NaN,,
10051,90,NaN,64,34,115,20,NaN,100,NaN,10,NaN,72,63
10052,,NaN,,,,,NaN,,NaN,,NaN,,
10053,89,NaN,64,34,112,20,NaN,100,NaN,9,NaN,72,63
10054,,NaN,,,,,NaN,,NaN,,NaN,,
10055,88,NaN,63,33,111,20,NaN,100,NaN,9,NaN,70,63
10056,,NaN,,,,,NaN,,NaN,,NaN,,
10057,87,NaN,63,33,110,20,NaN,100,NaN,9,NaN,70,62
10058,,NaN,,,,,NaN,,NaN,,NaN,,
10059,85,NaN,63,33,106,20,NaN,99,NaN,9,NaN,69,62
10060,,NaN,,,,,NaN,,NaN,,NaN,,
10061,85,NaN,63,34,108,20,NaN,99,NaN,10,NaN,69,62
10062,,NaN,,,,,NaN,,NaN,,NaN,,
10063,86,NaN,63,34,110,20,NaN,99,NaN,10,NaN,70,62
10064,,NaN,,,,,NaN,,NaN,,NaN,,
10065,85,NaN,63,34,107,20,NaN,99,NaN,9,NaN,71,63
10066,,NaN,,,,,NaN,,NaN,,NaN,,
10067,85,NaN,63,34,107,20,NaN,99,NaN,9,NaN,69,63
10068,,NaN,,,,,NaN,,NaN,,NaN,,
10069,86,NaN,64,33,110,20,NaN,99,NaN,10,NaN,71,63
10070,,NaN,,,,,NaN,,NaN,,NaN,,
10071,86,NaN,64,33,109,20,NaN,99,NaN,10,NaN,72,63
10072,,NaN,,,,,NaN,,NaN,,NaN,,
10073,87,NaN,64,33,111,20,NaN,99,NaN,9,NaN,70,63
10074,,NaN,,,,,NaN,,NaN,,NaN,,
10075,87,NaN,64,33,110,20,NaN,99,NaN,9,NaN,71,63
10076,,NaN,,,,,NaN,,NaN,,NaN,,
10077,86,NaN,64,34,108,20,NaN,99,NaN,9,NaN,71,63
10078,,NaN,,,,,NaN,,NaN,,NaN,,
10079,86,NaN,64,34,109,20,NaN,99,NaN,9,NaN,71,63
10080,,NaN,,,,,NaN,,NaN,,NaN,,
10081,87,NaN,64,34,111,20,NaN,99,NaN,9,NaN,71,63
10082,,NaN,,,,,NaN,,NaN,,NaN,,
10083,88,NaN,64,34,111,20,NaN,99,NaN,9,NaN,73,63
10084,,NaN,,,,,NaN,,NaN,,NaN,,
10085,88,NaN,64,33,113,20,NaN,99,NaN,9,NaN,72,63
10086,,NaN,,,,,NaN,,NaN,,NaN,,
10087,89,NaN,64,33,114,20,NaN,99,NaN,9,NaN,72,64
10088,,NaN,,,,,NaN,,NaN,,NaN,,
10089,88,NaN,64,33,111,20,NaN,100,NaN,9,NaN,72,64
10090,,NaN,,,,,NaN,,NaN,,NaN,,
10091,88,NaN,64,34,112,20,NaN,100,NaN,9,NaN,71,63
10092,,NaN,,,,,NaN,,NaN,,NaN,,
10093,88,NaN,64,34,111,20,NaN,100,NaN,9,NaN,72,63
10094,,NaN,,,,,NaN,,NaN,,NaN,,
10095,87,NaN,64,34,110,20,NaN,100,NaN,8,NaN,71,63
10096,,NaN,,,,,NaN,,NaN,,NaN,,
10097,87,NaN,63,34,110,20,NaN,99,NaN,8,NaN,71,63
10098,,NaN,,,,,NaN,,NaN,,NaN,,
10099,88,NaN,63,34,111,20,NaN,100,NaN,10,NaN,71,63
10100,,NaN,,,,,NaN,,NaN,,NaN,,
10101,87,NaN,64,34,110,20,NaN,100,NaN,10,NaN,72,63
10102,,NaN,,,,,NaN,,NaN,,NaN,,
10103,88,NaN,64,34,113,20,NaN,100,NaN,9,NaN,71,63
10104,,NaN,,,,,NaN,,NaN,,NaN,,
10105,89,NaN,64,34,115,20,NaN,99,NaN,9,NaN,71,63
10106,,NaN,,,,,NaN,,NaN,,NaN,,
10107,88,NaN,64,34,112,20,NaN,99,NaN,9,NaN,71,63
10108,,NaN,,,,,NaN,,NaN,,NaN,,
10109,88,NaN,63,34,113,20,NaN,100,NaN,9,NaN,70,62
10110,,NaN,,,,,NaN,,NaN,,NaN,,
10111,88,NaN,63,34,113,20,NaN,100,NaN,9,NaN,70,62
