time,SNUADC/ECG_V5,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_SBP,Solar8000/HR,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/CVP,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,SNUADC/ECG_II
9431,NaN,,NaN,,,NaN,,,,,,,NaN
9432,NaN,63,NaN,120,67,NaN,68,18,39,6,100,84,NaN
9433,NaN,,NaN,,,NaN,,,,,,,NaN
9434,NaN,63,NaN,119,67,NaN,68,18,39,6,100,83,NaN
9435,NaN,,NaN,,,NaN,,,,,,,NaN
9436,NaN,63,NaN,120,67,NaN,68,18,39,6,100,83,NaN
9437,NaN,,NaN,,,NaN,,,,,,,NaN
9438,NaN,62,NaN,120,68,NaN,68,18,39,7,100,83,NaN
9439,NaN,,NaN,,,NaN,,,,,,,NaN
9440,NaN,62,NaN,119,67,NaN,68,18,39,7,100,82,NaN
9441,NaN,,NaN,,,NaN,,,,,,,NaN
9442,NaN,62,NaN,119,67,NaN,67,18,39,6,100,82,NaN
9443,NaN,,NaN,,,NaN,,,,,,,NaN
9444,NaN,62,NaN,119,66,NaN,67,18,39,6,100,82,NaN
9445,NaN,,NaN,,,NaN,,,,,,,NaN
9446,NaN,62,NaN,119,66,NaN,67,18,39,7,100,82,NaN
9447,NaN,,NaN,,,NaN,,,,,,,NaN
9448,NaN,63,NaN,120,66,NaN,67,18,39,7,100,83,NaN
9449,NaN,,NaN,,,NaN,,,,,,,NaN
9450,NaN,63,NaN,120,66,NaN,67,18,39,7,100,83,NaN
9451,NaN,,NaN,,,NaN,,,,,,,NaN
9452,NaN,63,NaN,121,67,NaN,67,18,39,7,100,83,NaN
9453,NaN,,NaN,,,NaN,,,,,,,NaN
9454,NaN,64,NaN,121,67,NaN,68,18,39,7,100,84,NaN
9455,NaN,,NaN,,,NaN,,,,,,,NaN
9456,NaN,64,NaN,121,68,NaN,68,18,39,7,100,84,NaN
9457,NaN,,NaN,,,NaN,,,,,,,NaN
9458,NaN,64,NaN,121,68,NaN,68,18,39,7,100,84,NaN
9459,NaN,,NaN,,,NaN,,,,,,,NaN
9460,NaN,63,NaN,120,68,NaN,68,18,39,6,100,83,NaN
9461,NaN,,NaN,,,NaN,,,,,,,NaN
9462,NaN,63,NaN,121,67,NaN,68,18,39,6,100,84,NaN
9463,NaN,,NaN,,,NaN,,,,,,,NaN
9464,NaN,64,NaN,119,67,NaN,67,18,39,6,100,83,NaN
9465,NaN,,NaN,,,NaN,,,,,,,NaN
9466,NaN,63,NaN,120,67,NaN,67,18,39,6,100,84,NaN
9467,NaN,,NaN,,,NaN,,,,,,,NaN
9468,NaN,64,NaN,120,67,NaN,67,18,39,7,100,84,NaN
9469,NaN,,NaN,,,NaN,,,,,,,NaN
9470,NaN,63,NaN,120,67,NaN,68,18,39,7,100,83,NaN
9471,NaN,,NaN,,,NaN,,,,,,,NaN
9472,NaN,62,NaN,120,67,NaN,67,18,39,7,100,83,NaN
9473,NaN,,NaN,,,NaN,,,,,,,NaN
9474,NaN,62,NaN,119,67,NaN,66,18,39,7,100,83,NaN
9475,NaN,,NaN,,,NaN,,,,,,,NaN
9476,NaN,63,NaN,120,67,NaN,65,18,39,7,100,83,NaN
9477,NaN,,NaN,,,NaN,,,,,,,NaN
9478,NaN,63,NaN,120,66,NaN,65,18,39,7,100,83,NaN
9479,NaN,,NaN,,,NaN,,,,,,,NaN
9480,NaN,62,NaN,120,66,NaN,65,18,39,7,100,83,NaN
9481,NaN,,NaN,,,NaN,,,,,,,NaN
9482,NaN,62,NaN,121,65,NaN,65,18,39,7,100,83,NaN
9483,NaN,,NaN,,,NaN,,,,,,,NaN
9484,NaN,62,NaN,120,64,NaN,65,18,39,7,100,83,NaN
9485,NaN,,NaN,,,NaN,,,,,,,NaN
9486,NaN,60,NaN,120,64,NaN,65,18,39,7,100,82,NaN
9487,NaN,,NaN,,,NaN,,,,,,,NaN
9488,NaN,61,NaN,119,62,NaN,63,18,39,7,100,81,NaN
9489,NaN,,NaN,,,NaN,,,,,,,NaN
9490,NaN,61,NaN,118,61,NaN,62,18,39,7,100,81,NaN
9491,NaN,,NaN,,,NaN,,,,,,,NaN
9492,NaN,61,NaN,119,61,NaN,62,18,39,7,100,81,NaN
9493,NaN,,NaN,,,NaN,,,,,,,NaN
9494,NaN,61,NaN,117,61,NaN,62,18,39,7,100,81,NaN
9495,NaN,,NaN,,,NaN,,,,,,,NaN
9496,NaN,61,NaN,118,62,NaN,62,18,39,7,100,81,NaN
9497,NaN,,NaN,,,NaN,,,,,,,NaN
9498,NaN,61,NaN,118,63,NaN,63,18,39,7,100,81,NaN
9499,NaN,,NaN,,,NaN,,,,,,,NaN
9500,NaN,61,NaN,119,63,NaN,64,18,39,7,100,81,NaN
9501,NaN,,NaN,,,NaN,,,,,,,NaN
9502,NaN,62,NaN,120,64,NaN,64,18,39,7,100,82,NaN
9503,NaN,,NaN,,,NaN,,,,,,,NaN
9504,NaN,63,NaN,119,64,NaN,65,18,39,7,100,82,NaN
9505,NaN,,NaN,,,NaN,,,,,,,NaN
9506,NaN,62,NaN,120,65,NaN,65,18,39,7,100,82,NaN
9507,NaN,,NaN,,,NaN,,,,,,,NaN
9508,NaN,62,NaN,119,64,NaN,65,18,39,7,100,82,NaN
9509,NaN,,NaN,,,NaN,,,,,,,NaN
9510,NaN,61,NaN,118,64,NaN,64,18,39,7,100,82,NaN
9511,NaN,,NaN,,,NaN,,,,,,,NaN
9512,NaN,61,NaN,118,63,NaN,63,18,39,7,100,81,NaN
9513,NaN,,NaN,,,NaN,,,,,,,NaN
9514,NaN,61,NaN,117,62,NaN,62,18,39,7,100,81,NaN
9515,NaN,,NaN,,,NaN,,,,,,,NaN
9516,NaN,61,NaN,118,61,NaN,62,18,39,7,100,81,NaN
9517,NaN,,NaN,,,NaN,,,,,,,NaN
9518,NaN,62,NaN,118,61,NaN,61,18,39,7,100,82,NaN
9519,NaN,,NaN,,,NaN,,,,,,,NaN
9520,NaN,62,NaN,119,61,NaN,62,18,39,7,100,82,NaN
9521,NaN,,NaN,,,NaN,,,,,,,NaN
9522,NaN,63,NaN,120,62,NaN,63,18,39,7,100,83,NaN
9523,NaN,,NaN,,,NaN,,,,,,,NaN
9524,NaN,64,NaN,120,64,NaN,64,18,39,7,100,83,NaN
9525,NaN,,NaN,,,NaN,,,,,,,NaN
9526,NaN,63,NaN,121,65,NaN,65,18,39,7,100,83,NaN
9527,NaN,,NaN,,,NaN,,,,,,,NaN
9528,NaN,63,NaN,120,65,NaN,66,18,39,7,100,83,NaN
9529,NaN,,NaN,,,NaN,,,,,,,NaN
9530,NaN,61,NaN,120,65,NaN,65,18,39,7,100,82,NaN
9531,NaN,,NaN,,,NaN,,,,,,,NaN
9532,NaN,61,NaN,119,65,NaN,64,18,38,7,100,82,NaN
9533,NaN,,NaN,,,NaN,,,,,,,NaN
9534,NaN,62,NaN,118,64,NaN,63,18,38,7,100,82,NaN
9535,NaN,,NaN,,,NaN,,,,,,,NaN
9536,NaN,62,NaN,119,63,NaN,63,18,38,6,100,82,NaN
9537,NaN,,NaN,,,NaN,,,,,,,NaN
9538,NaN,61,NaN,118,62,NaN,62,18,39,6,100,81,NaN
9539,NaN,,NaN,,,NaN,,,,,,,NaN
9540,NaN,60,NaN,118,62,NaN,61,18,39,7,100,81,NaN
9541,NaN,,NaN,,,NaN,,,,,,,NaN
9542,NaN,60,NaN,118,62,NaN,61,18,39,7,100,81,NaN
9543,NaN,,NaN,,,NaN,,,,,,,NaN
9544,NaN,61,NaN,118,61,NaN,61,18,39,7,100,81,NaN
9545,NaN,,NaN,,,NaN,,,,,,,NaN
9546,NaN,61,NaN,118,61,NaN,61,18,39,7,100,81,NaN
9547,NaN,,NaN,,,NaN,,,,,,,NaN
9548,NaN,60,NaN,119,61,NaN,61,18,39,7,100,81,NaN
9549,NaN,,NaN,,,NaN,,,,,,,NaN
9550,NaN,61,NaN,118,61,NaN,62,18,39,7,100,81,NaN
9551,NaN,,NaN,,,NaN,,,,,,,NaN
9552,NaN,60,NaN,118,61,NaN,62,18,39,7,100,81,NaN
9553,NaN,,NaN,,,NaN,,,,,,,NaN
9554,NaN,61,NaN,117,61,NaN,61,18,39,7,100,81,NaN
9555,NaN,,NaN,,,NaN,,,,,,,NaN
9556,NaN,60,NaN,118,61,NaN,61,18,39,7,100,81,NaN
9557,NaN,,NaN,,,NaN,,,,,,,NaN
9558,NaN,61,NaN,118,61,NaN,61,18,39,7,100,81,NaN
9559,NaN,,NaN,,,NaN,,,,,,,NaN
9560,NaN,61,NaN,118,61,NaN,61,18,39,7,100,81,NaN
9561,NaN,,NaN,,,NaN,,,,,,,NaN
9562,NaN,61,NaN,118,61,NaN,62,18,39,7,100,81,NaN
9563,NaN,,NaN,,,NaN,,,,,,,NaN
9564,NaN,61,NaN,117,70,NaN,62,18,39,7,100,81,NaN
9565,NaN,,NaN,,,NaN,,,,,,,NaN
9566,NaN,61,NaN,118,70,NaN,62,18,39,7,100,81,NaN
9567,NaN,,NaN,,,NaN,,,,,,,NaN
9568,NaN,62,NaN,118,70,NaN,62,18,39,7,100,81,NaN
9569,NaN,,NaN,,,NaN,,,,,,,NaN
9570,NaN,62,NaN,118,71,NaN,63,18,39,7,100,82,NaN
9571,NaN,,NaN,,,NaN,,,,,,,NaN
9572,NaN,62,NaN,119,69,NaN,63,18,39,7,100,82,NaN
9573,NaN,,NaN,,,NaN,,,,,,,NaN
9574,NaN,63,NaN,118,63,NaN,63,18,39,7,100,82,NaN
9575,NaN,,NaN,,,NaN,,,,,,,NaN
9576,NaN,63,NaN,119,63,NaN,64,18,39,7,100,83,NaN
9577,NaN,,NaN,,,NaN,,,,,,,NaN
9578,NaN,63,NaN,119,64,NaN,64,18,39,7,100,83,NaN
9579,NaN,,NaN,,,NaN,,,,,,,NaN
9580,NaN,62,NaN,119,64,NaN,65,18,39,6,100,83,NaN
9581,NaN,,NaN,,,NaN,,,,,,,NaN
9582,NaN,63,NaN,119,64,NaN,65,18,39,6,100,83,NaN
9583,NaN,,NaN,,,NaN,,,,,,,NaN
9584,NaN,63,NaN,119,65,NaN,65,18,39,7,100,83,NaN
9585,NaN,,NaN,,,NaN,,,,,,,NaN
9586,NaN,63,NaN,119,65,NaN,65,18,39,7,100,83,NaN
9587,NaN,,NaN,,,NaN,,,,,,,NaN
9588,NaN,63,NaN,119,64,NaN,65,18,39,7,100,83,NaN
9589,NaN,,NaN,,,NaN,,,,,,,NaN
9590,NaN,63,NaN,118,64,NaN,65,18,39,7,100,82,NaN
9591,NaN,,NaN,,,NaN,,,,,,,NaN
9592,NaN,63,NaN,118,64,NaN,65,18,39,7,100,83,NaN
9593,NaN,,NaN,,,NaN,,,,,,,NaN
9594,NaN,63,NaN,118,64,NaN,65,18,39,7,100,83,NaN
9595,NaN,,NaN,,,NaN,,,,,,,NaN
9596,NaN,63,NaN,118,65,NaN,65,18,39,6,100,83,NaN
9597,NaN,,NaN,,,NaN,,,,,,,NaN
9598,NaN,63,NaN,118,65,NaN,66,18,39,6,100,83,NaN
9599,NaN,,NaN,,,NaN,,,,,,,NaN
9600,NaN,63,NaN,118,66,NaN,66,18,39,6,100,83,NaN
9601,NaN,,NaN,,,NaN,,,,,,,NaN
9602,NaN,64,NaN,119,67,NaN,67,18,39,6,100,83,NaN
9603,NaN,,NaN,,,NaN,,,,,,,NaN
9604,NaN,64,NaN,118,67,NaN,67,18,39,7,100,83,NaN
9605,NaN,,NaN,,,NaN,,,,,,,NaN
9606,NaN,64,NaN,118,67,NaN,67,18,39,7,100,83,NaN
9607,NaN,,NaN,,,NaN,,,,,,,NaN
9608,NaN,64,NaN,119,68,NaN,68,18,39,7,100,83,NaN
9609,NaN,,NaN,,,NaN,,,,,,,NaN
9610,NaN,63,NaN,118,68,NaN,68,18,39,6,100,83,NaN
9611,NaN,,NaN,,,NaN,,,,,,,NaN
9612,NaN,64,NaN,119,68,NaN,68,18,39,6,100,84,NaN
9613,NaN,,NaN,,,NaN,,,,,,,NaN
9614,NaN,64,NaN,118,68,NaN,68,18,39,6,100,83,NaN
9615,NaN,,NaN,,,NaN,,,,,,,NaN
9616,NaN,64,NaN,119,68,NaN,68,18,39,6,100,83,NaN
9617,NaN,,NaN,,,NaN,,,,,,,NaN
9618,NaN,64,NaN,118,68,NaN,68,18,39,6,100,83,NaN
9619,NaN,,NaN,,,NaN,,,,,,,NaN
9620,NaN,64,NaN,118,68,NaN,68,18,39,6,100,83,NaN
9621,NaN,,NaN,,,NaN,,,,,,,NaN
9622,NaN,64,NaN,120,68,NaN,68,18,39,7,100,84,NaN
9623,NaN,,NaN,,,NaN,,,,,,,NaN
9624,NaN,65,NaN,119,68,NaN,68,18,39,7,100,84,NaN
9625,NaN,,NaN,,,NaN,,,,,,,NaN
9626,NaN,64,NaN,120,68,NaN,69,18,39,6,100,84,NaN
9627,NaN,,NaN,,,NaN,,,,,,,NaN
9628,NaN,64,NaN,120,68,NaN,69,18,39,6,100,84,NaN
9629,NaN,,NaN,,,NaN,,,,,,,NaN
9630,NaN,63,NaN,119,67,NaN,68,18,39,6,100,84,NaN
9631,NaN,,NaN,,,NaN,,,,,,,NaN
9632,NaN,64,NaN,120,67,NaN,67,18,39,6,100,84,NaN
9633,NaN,,NaN,,,NaN,,,,,,,NaN
9634,NaN,64,NaN,119,66,NaN,67,18,39,7,100,83,NaN
9635,NaN,,NaN,,,NaN,,,,,,,NaN
9636,NaN,63,NaN,119,66,NaN,66,18,39,7,100,83,NaN
9637,NaN,,NaN,,,NaN,,,,,,,NaN
9638,NaN,63,NaN,120,66,NaN,66,18,39,7,100,83,NaN
9639,NaN,,NaN,,,NaN,,,,,,,NaN
9640,NaN,63,NaN,119,65,NaN,66,18,39,7,100,83,NaN
9641,NaN,,NaN,,,NaN,,,,,,,NaN
9642,NaN,63,NaN,119,65,NaN,66,18,39,7,100,83,NaN
9643,NaN,,NaN,,,NaN,,,,,,,NaN
9644,NaN,63,NaN,119,65,NaN,66,18,39,6,100,83,NaN
9645,NaN,,NaN,,,NaN,,,,,,,NaN
9646,NaN,62,NaN,119,65,NaN,65,18,39,6,100,83,NaN
9647,NaN,,NaN,,,NaN,,,,,,,NaN
9648,NaN,61,NaN,118,64,NaN,65,18,39,6,100,82,NaN
9649,NaN,,NaN,,,NaN,,,,,,,NaN
9650,NaN,61,NaN,117,64,NaN,65,18,39,6,100,81,NaN
9651,NaN,,NaN,,,NaN,,,,,,,NaN
9652,NaN,61,NaN,118,63,NaN,64,18,39,7,100,82,NaN
9653,NaN,,NaN,,,NaN,,,,,,,NaN
9654,NaN,61,NaN,116,63,NaN,63,18,39,7,100,81,NaN
9655,NaN,,NaN,,,NaN,,,,,,,NaN
9656,NaN,61,NaN,117,63,NaN,63,18,39,7,100,81,NaN
9657,NaN,,NaN,,,NaN,,,,,,,NaN
9658,NaN,61,NaN,117,63,NaN,63,18,40,7,100,81,NaN
9659,NaN,,NaN,,,NaN,,,,,,,NaN
9660,NaN,61,NaN,117,63,NaN,64,18,40,7,100,81,NaN
9661,NaN,,NaN,,,NaN,,,,,,,NaN
9662,NaN,62,NaN,118,63,NaN,64,18,40,7,100,81,NaN
9663,NaN,,NaN,,,NaN,,,,,,,NaN
9664,NaN,62,NaN,118,64,NaN,64,18,40,7,100,81,NaN
9665,NaN,,NaN,,,NaN,,,,,,,NaN
9666,NaN,62,NaN,118,64,NaN,65,18,39,7,100,81,NaN
9667,NaN,,NaN,,,NaN,,,,,,,NaN
9668,NaN,62,NaN,118,65,NaN,65,18,39,7,100,82,NaN
9669,NaN,,NaN,,,NaN,,,,,,,NaN
9670,NaN,62,NaN,118,65,NaN,65,18,39,7,100,81,NaN
9671,NaN,,NaN,,,NaN,,,,,,,NaN
9672,NaN,62,NaN,118,65,NaN,65,18,39,7,100,82,NaN
9673,NaN,,NaN,,,NaN,,,,,,,NaN
9674,NaN,62,NaN,117,65,NaN,65,18,39,6,100,81,NaN
9675,NaN,,NaN,,,NaN,,,,,,,NaN
9676,NaN,62,NaN,118,65,NaN,65,18,39,6,100,82,NaN
9677,NaN,,NaN,,,NaN,,,,,,,NaN
9678,NaN,62,NaN,118,65,NaN,66,18,39,6,100,82,NaN
9679,NaN,,NaN,,,NaN,,,,,,,NaN
9680,NaN,61,NaN,117,65,NaN,66,18,39,6,100,81,NaN
9681,NaN,,NaN,,,NaN,,,,,,,NaN
9682,NaN,61,NaN,118,65,NaN,66,18,39,7,100,81,NaN
9683,NaN,,NaN,,,NaN,,,,,,,NaN
9684,NaN,61,NaN,117,65,NaN,65,18,39,7,100,81,NaN
9685,NaN,,NaN,,,NaN,,,,,,,NaN
9686,NaN,61,NaN,117,65,NaN,65,18,39,7,100,81,NaN
9687,NaN,,NaN,,,NaN,,,,,,,NaN
9688,NaN,62,NaN,118,64,NaN,65,18,39,7,100,81,NaN
9689,NaN,,NaN,,,NaN,,,,,,,NaN
9690,NaN,62,NaN,117,64,NaN,65,18,39,7,100,81,NaN
9691,NaN,,NaN,,,NaN,,,,,,,NaN
9692,NaN,62,NaN,118,64,NaN,65,18,39,7,100,82,NaN
9693,NaN,,NaN,,,NaN,,,,,,,NaN
9694,NaN,62,NaN,117,64,NaN,65,18,39,7,100,81,NaN
9695,NaN,,NaN,,,NaN,,,,,,,NaN
9696,NaN,62,NaN,118,64,NaN,65,18,39,7,100,82,NaN
9697,NaN,,NaN,,,NaN,,,,,,,NaN
9698,NaN,62,NaN,118,65,NaN,65,18,39,7,100,82,NaN
9699,NaN,,NaN,,,NaN,,,,,,,NaN
9700,NaN,61,NaN,118,65,NaN,65,18,39,7,100,81,NaN
9701,NaN,,NaN,,,NaN,,,,,,,NaN
9702,NaN,61,NaN,118,65,NaN,65,18,39,7,100,81,NaN
9703,NaN,,NaN,,,NaN,,,,,,,NaN
9704,NaN,61,NaN,116,64,NaN,64,18,39,7,100,81,NaN
9705,NaN,,NaN,,,NaN,,,,,,,NaN
9706,NaN,60,NaN,116,63,NaN,63,18,39,7,100,80,NaN
9707,NaN,,NaN,,,NaN,,,,,,,NaN
9708,NaN,60,NaN,116,62,NaN,63,18,39,7,100,80,NaN
9709,NaN,,NaN,,,NaN,,,,,,,NaN
9710,NaN,60,NaN,116,62,NaN,62,18,39,7,100,80,NaN
9711,NaN,,NaN,,,NaN,,,,,,,NaN
9712,NaN,60,NaN,116,62,NaN,62,18,39,7,100,80,NaN
9713,NaN,,NaN,,,NaN,,,,,,,NaN
9714,NaN,60,NaN,116,62,NaN,62,18,39,7,100,80,NaN
9715,NaN,,NaN,,,NaN,,,,,,,NaN
9716,NaN,59,NaN,116,62,NaN,62,18,39,7,100,79,NaN
9717,NaN,,NaN,,,NaN,,,,,,,NaN
9718,NaN,59,NaN,115,62,NaN,62,18,39,7,100,79,NaN
9719,NaN,,NaN,,,NaN,,,,,,,NaN
9720,NaN,59,NaN,115,61,NaN,62,18,38,7,100,79,NaN
9721,NaN,,NaN,,,NaN,,,,,,,NaN
9722,NaN,60,NaN,115,61,NaN,62,18,38,7,100,79,NaN
9723,NaN,,NaN,,,NaN,,,,,,,NaN
9724,NaN,60,NaN,115,61,NaN,62,18,38,7,100,79,NaN
9725,NaN,,NaN,,,NaN,,,,,,,NaN
9726,NaN,60,NaN,116,62,NaN,62,18,39,7,100,79,NaN
9727,NaN,,NaN,,,NaN,,,,,,,NaN
9728,NaN,60,NaN,116,63,NaN,63,18,39,7,100,80,NaN
9729,NaN,,NaN,,,NaN,,,,,,,NaN
9730,NaN,60,NaN,115,63,NaN,63,18,39,7,100,79,NaN
9731,NaN,,NaN,,,NaN,,,,,,,NaN
9732,NaN,60,NaN,116,63,NaN,64,18,39,7,100,80,NaN
9733,NaN,,NaN,,,NaN,,,,,,,NaN
9734,NaN,61,NaN,115,63,NaN,64,18,39,7,100,80,NaN
9735,NaN,,NaN,,,NaN,,,,,,,NaN
9736,NaN,60,NaN,117,63,NaN,64,18,39,7,100,80,NaN
9737,NaN,,NaN,,,NaN,,,,,,,NaN
9738,NaN,59,NaN,115,62,NaN,63,18,39,7,100,79,NaN
9739,NaN,,NaN,,,NaN,,,,,,,NaN
9740,NaN,59,NaN,115,61,NaN,62,18,39,7,100,78,NaN
9741,NaN,,NaN,,,NaN,,,,,,,NaN
9742,NaN,59,NaN,116,60,NaN,61,18,39,7,100,78,NaN
9743,NaN,,NaN,,,NaN,,,,,,,NaN
9744,NaN,59,NaN,115,59,NaN,60,18,39,7,100,78,NaN
9745,NaN,,NaN,,,NaN,,,,,,,NaN
9746,NaN,59,NaN,116,59,NaN,59,18,39,7,100,79,NaN
9747,NaN,,NaN,,,NaN,,,,,,,NaN
9748,NaN,60,NaN,115,59,NaN,60,18,39,7,100,79,NaN
9749,NaN,,NaN,,,NaN,,,,,,,NaN
9750,NaN,60,NaN,116,59,NaN,60,18,39,7,100,79,NaN
9751,NaN,,NaN,,,NaN,,,,,,,NaN
9752,NaN,60,NaN,117,60,NaN,61,18,39,7,100,80,NaN
9753,NaN,,NaN,,,NaN,,,,,,,NaN
9754,NaN,61,NaN,117,61,NaN,62,18,39,7,100,80,NaN
9755,NaN,,NaN,,,NaN,,,,,,,NaN
9756,NaN,61,NaN,117,62,NaN,62,18,39,7,100,80,NaN
9757,NaN,,NaN,,,NaN,,,,,,,NaN
9758,NaN,62,NaN,118,63,NaN,63,18,39,7,100,81,NaN
9759,NaN,,NaN,,,NaN,,,,,,,NaN
9760,NaN,62,NaN,118,63,NaN,64,18,39,7,100,81,NaN
9761,NaN,,NaN,,,NaN,,,,,,,NaN
9762,NaN,62,NaN,119,64,NaN,64,18,39,7,100,82,NaN
9763,NaN,,NaN,,,NaN,,,,,,,NaN
9764,NaN,63,NaN,119,64,NaN,64,18,39,7,100,82,NaN
9765,NaN,,NaN,,,NaN,,,,,,,NaN
9766,NaN,63,NaN,120,64,NaN,65,18,39,7,100,83,NaN
9767,NaN,,NaN,,,NaN,,,,,,,NaN
9768,NaN,64,NaN,121,64,NaN,65,18,39,7,100,84,NaN
9769,NaN,,NaN,,,NaN,,,,,,,NaN
9770,NaN,64,NaN,121,64,NaN,65,18,39,7,100,84,NaN
9771,NaN,,NaN,,,NaN,,,,,,,NaN
9772,NaN,65,NaN,122,65,NaN,65,18,39,7,100,85,NaN
9773,NaN,,NaN,,,NaN,,,,,,,NaN
9774,NaN,66,NaN,121,65,NaN,65,18,39,7,100,85,NaN
9775,NaN,,NaN,,,NaN,,,,,,,NaN
9776,NaN,66,NaN,122,65,NaN,66,18,39,7,100,86,NaN
9777,NaN,,NaN,,,NaN,,,,,,,NaN
9778,NaN,67,NaN,123,66,NaN,66,18,39,7,100,86,NaN
9779,NaN,,NaN,,,NaN,,,,,,,NaN
9780,NaN,67,NaN,123,66,NaN,67,18,39,6,100,86,NaN
9781,NaN,,NaN,,,NaN,,,,,,,NaN
9782,NaN,68,NaN,123,67,NaN,67,18,39,6,100,87,NaN
9783,NaN,,NaN,,,NaN,,,,,,,NaN
9784,NaN,66,NaN,122,67,NaN,67,18,39,6,100,86,NaN
9785,NaN,,NaN,,,NaN,,,,,,,NaN
9786,NaN,65,NaN,121,66,NaN,67,18,39,6,100,85,NaN
9787,NaN,,NaN,,,NaN,,,,,,,NaN
9788,NaN,66,NaN,121,65,NaN,66,18,39,7,100,85,NaN
9789,NaN,,NaN,,,NaN,,,,,,,NaN
9790,NaN,66,NaN,121,64,NaN,65,18,39,7,100,86,NaN
9791,NaN,,NaN,,,NaN,,,,,,,NaN
9792,NaN,67,NaN,123,65,NaN,65,18,39,7,100,86,NaN
9793,NaN,,NaN,,,NaN,,,,,,,NaN
9794,NaN,67,NaN,122,65,NaN,66,18,39,7,100,87,NaN
9795,NaN,,NaN,,,NaN,,,,,,,NaN
9796,NaN,66,NaN,124,74,NaN,66,18,39,7,100,87,NaN
9797,NaN,,NaN,,,NaN,,,,,,,NaN
9798,NaN,67,NaN,123,74,NaN,66,18,39,7,100,87,NaN
9799,NaN,,NaN,,,NaN,,,,,,,NaN
9800,NaN,67,NaN,122,71,NaN,66,18,39,7,100,86,NaN
9801,NaN,,NaN,,,NaN,,,,,,,NaN
9802,NaN,67,NaN,123,71,NaN,66,18,39,7,100,87,NaN
9803,NaN,,NaN,,,NaN,,,,,,,NaN
9804,NaN,67,NaN,122,71,NaN,66,18,39,7,100,87,NaN
9805,NaN,,NaN,,,NaN,,,,,,,NaN
9806,NaN,67,NaN,123,65,NaN,67,18,39,7,100,87,NaN
9807,NaN,,NaN,,,NaN,,,,,,,NaN
9808,NaN,67,NaN,123,67,NaN,67,18,39,7,100,87,NaN
9809,NaN,,NaN,,,NaN,,,,,,,NaN
9810,NaN,67,NaN,122,67,NaN,68,18,39,7,100,86,NaN
9811,NaN,,NaN,,,NaN,,,,,,,NaN
9812,NaN,67,NaN,123,67,NaN,68,18,39,7,100,87,NaN
9813,NaN,,NaN,,,NaN,,,,,,,NaN
9814,NaN,67,NaN,123,67,NaN,68,18,39,7,100,87,NaN
9815,NaN,,NaN,,,NaN,,,,,,,NaN
9816,NaN,67,NaN,123,67,NaN,68,18,39,7,100,87,NaN
9817,NaN,,NaN,,,NaN,,,,,,,NaN
9818,NaN,68,NaN,123,67,NaN,68,18,39,7,100,87,NaN
9819,NaN,,NaN,,,NaN,,,,,,,NaN
9820,NaN,68,NaN,124,68,NaN,68,18,39,7,100,87,NaN
9821,NaN,,NaN,,,NaN,,,,,,,NaN
9822,NaN,68,NaN,125,68,NaN,68,18,39,7,100,88,NaN
9823,NaN,,NaN,,,NaN,,,,,,,NaN
9824,NaN,68,NaN,123,67,NaN,68,18,39,7,100,88,NaN
9825,NaN,,NaN,,,NaN,,,,,,,NaN
9826,NaN,68,NaN,124,66,NaN,67,18,39,7,100,88,NaN
9827,NaN,,NaN,,,NaN,,,,,,,NaN
9828,NaN,69,NaN,124,66,NaN,67,18,39,7,100,88,NaN
9829,NaN,,NaN,,,NaN,,,,,,,NaN
9830,NaN,69,NaN,124,66,NaN,66,18,39,7,100,89,NaN
9831,NaN,,NaN,,,NaN,,,,,,,NaN
9832,NaN,70,NaN,126,66,NaN,67,18,39,7,100,90,NaN
9833,NaN,,NaN,,,NaN,,,,,,,NaN
9834,NaN,71,NaN,125,67,NaN,68,18,39,7,100,90,NaN
9835,NaN,,NaN,,,NaN,,,,,,,NaN
9836,NaN,70,NaN,126,68,NaN,69,18,39,7,100,91,NaN
9837,NaN,,NaN,,,NaN,,,,,,,NaN
9838,NaN,71,NaN,127,69,NaN,70,18,39,7,100,91,NaN
9839,NaN,,NaN,,,NaN,,,,,,,NaN
9840,NaN,71,NaN,127,70,NaN,70,18,39,7,100,91,NaN
9841,NaN,,NaN,,,NaN,,,,,,,NaN
9842,NaN,71,NaN,127,70,NaN,70,18,39,7,100,91,NaN
9843,NaN,,NaN,,,NaN,,,,,,,NaN
9844,NaN,71,NaN,127,70,NaN,70,18,39,7,100,91,NaN
9845,NaN,,NaN,,,NaN,,,,,,,NaN
9846,NaN,70,NaN,127,70,NaN,70,18,39,7,100,91,NaN
9847,NaN,,NaN,,,NaN,,,,,,,NaN
9848,NaN,70,NaN,126,69,NaN,69,18,39,7,100,90,NaN
9849,NaN,,NaN,,,NaN,,,,,,,NaN
9850,NaN,69,NaN,126,68,NaN,69,18,39,7,100,90,NaN
9851,NaN,,NaN,,,NaN,,,,,,,NaN
9852,NaN,69,NaN,127,68,NaN,68,18,39,7,100,90,NaN
9853,NaN,,NaN,,,NaN,,,,,,,NaN
9854,NaN,69,NaN,126,68,NaN,68,18,39,7,100,90,NaN
9855,NaN,,NaN,,,NaN,,,,,,,NaN
