time,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/ART,SNUADC/CVP,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/HR,Solar8000/ART_MBP,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/CVP,Solar8000/ART_DBP
3644,,NaN,NaN,NaN,,,NaN,,,,,,
3645,100,NaN,NaN,NaN,136,12,NaN,76,87,76,33,11,58
3646,,NaN,NaN,NaN,,,NaN,,,,,,
3647,100,NaN,NaN,NaN,136,12,NaN,76,88,76,33,11,59
3648,,NaN,NaN,NaN,,,NaN,,,,,,
3649,100,NaN,NaN,NaN,138,12,NaN,76,88,76,33,11,58
3650,,NaN,NaN,NaN,,,NaN,,,,,,
3651,100,NaN,NaN,NaN,137,12,NaN,76,88,77,33,11,58
3652,,NaN,NaN,NaN,,,NaN,,,,,,
3653,100,NaN,NaN,NaN,137,12,NaN,76,88,77,33,11,59
3654,,NaN,NaN,NaN,,,NaN,,,,,,
3655,100,NaN,NaN,NaN,137,12,NaN,76,88,77,33,11,58
3656,,NaN,NaN,NaN,,,NaN,,,,,,
3657,100,NaN,NaN,NaN,136,12,NaN,76,88,77,33,11,58
3658,,NaN,NaN,NaN,,,NaN,,,,,,
3659,100,NaN,NaN,NaN,137,12,NaN,76,88,77,33,11,58
3660,,NaN,NaN,NaN,,,NaN,,,,,,
3661,100,NaN,NaN,NaN,136,12,NaN,76,87,76,34,11,57
3662,,NaN,NaN,NaN,,,NaN,,,,,,
3663,100,NaN,NaN,NaN,136,12,NaN,76,88,76,34,11,58
3664,,NaN,NaN,NaN,,,NaN,,,,,,
3665,100,NaN,NaN,NaN,136,12,NaN,75,88,76,34,11,58
3666,,NaN,NaN,NaN,,,NaN,,,,,,
3667,100,NaN,NaN,NaN,136,12,NaN,75,88,76,34,11,58
3668,,NaN,NaN,NaN,,,NaN,,,,,,
3669,100,NaN,NaN,NaN,137,12,NaN,75,88,76,34,10,58
3670,,NaN,NaN,NaN,,,NaN,,,,,,
3671,100,NaN,NaN,NaN,136,12,NaN,75,87,76,34,10,57
3672,,NaN,NaN,NaN,,,NaN,,,,,,
3673,100,NaN,NaN,NaN,136,12,NaN,75,87,76,34,10,58
3674,,NaN,NaN,NaN,,,NaN,,,,,,
3675,100,NaN,NaN,NaN,136,12,NaN,75,87,75,34,10,57
3676,,NaN,NaN,NaN,,,NaN,,,,,,
3677,100,NaN,NaN,NaN,135,12,NaN,75,87,75,34,11,57
3678,,NaN,NaN,NaN,,,NaN,,,,,,
3679,100,NaN,NaN,NaN,137,12,NaN,75,88,75,34,11,59
3680,,NaN,NaN,NaN,,,NaN,,,,,,
3681,100,NaN,NaN,NaN,135,12,NaN,75,87,75,34,11,58
3682,,NaN,NaN,NaN,,,NaN,,,,,,
3683,100,NaN,NaN,NaN,136,12,NaN,75,87,75,34,11,57
3684,,NaN,NaN,NaN,,,NaN,,,,,,
3685,100,NaN,NaN,NaN,136,12,NaN,75,87,75,34,11,58
3686,,NaN,NaN,NaN,,,NaN,,,,,,
3687,100,NaN,NaN,NaN,136,12,NaN,75,87,75,34,11,57
3688,,NaN,NaN,NaN,,,NaN,,,,,,
3689,100,NaN,NaN,NaN,137,12,NaN,75,88,75,34,11,58
3690,,NaN,NaN,NaN,,,NaN,,,,,,
3691,100,NaN,NaN,NaN,136,12,NaN,75,88,75,34,10,58
3692,,NaN,NaN,NaN,,,NaN,,,,,,
3693,100,NaN,NaN,NaN,137,12,NaN,74,89,75,34,10,61
3694,,NaN,NaN,NaN,,,NaN,,,,,,
3695,100,NaN,NaN,NaN,134,12,NaN,74,87,75,34,11,58
3696,,NaN,NaN,NaN,,,NaN,,,,,,
3697,100,NaN,NaN,NaN,134,12,NaN,74,87,75,34,11,59
3698,,NaN,NaN,NaN,,,NaN,,,,,,
3699,100,NaN,NaN,NaN,137,12,NaN,74,88,75,34,10,59
3700,,NaN,NaN,NaN,,,NaN,,,,,,
3701,100,NaN,NaN,NaN,137,12,NaN,74,88,75,34,10,59
3702,,NaN,NaN,NaN,,,NaN,,,,,,
3703,100,NaN,NaN,NaN,137,12,NaN,74,89,75,33,11,60
3704,,NaN,NaN,NaN,,,NaN,,,,,,
3705,100,NaN,NaN,NaN,138,12,NaN,75,90,75,33,11,59
3706,,NaN,NaN,NaN,,,NaN,,,,,,
3707,100,NaN,NaN,NaN,138,12,NaN,75,89,76,33,11,59
3708,,NaN,NaN,NaN,,,NaN,,,,,,
3709,100,NaN,NaN,NaN,139,12,NaN,75,90,76,33,11,60
3710,,NaN,NaN,NaN,,,NaN,,,,,,
3711,100,NaN,NaN,NaN,139,12,NaN,75,90,76,34,11,60
3712,,NaN,NaN,NaN,,,NaN,,,,,,
3713,100,NaN,NaN,NaN,139,12,NaN,75,90,76,34,11,60
3714,,NaN,NaN,NaN,,,NaN,,,,,,
3715,100,NaN,NaN,NaN,139,12,NaN,75,90,76,34,11,59
3716,,NaN,NaN,NaN,,,NaN,,,,,,
3717,100,NaN,NaN,NaN,138,12,NaN,75,90,76,33,11,59
3718,,NaN,NaN,NaN,,,NaN,,,,,,
3719,100,NaN,NaN,NaN,139,12,NaN,75,91,76,33,11,60
3720,,NaN,NaN,NaN,,,NaN,,,,,,
3721,100,NaN,NaN,NaN,138,12,NaN,75,90,76,33,11,59
3722,,NaN,NaN,NaN,,,NaN,,,,,,
3723,100,NaN,NaN,NaN,138,12,NaN,76,90,76,33,11,59
3724,,NaN,NaN,NaN,,,NaN,,,,,,
3725,100,NaN,NaN,NaN,138,12,NaN,75,90,76,34,11,59
3726,,NaN,NaN,NaN,,,NaN,,,,,,
3727,100,NaN,NaN,NaN,137,12,NaN,75,89,76,34,11,59
3728,,NaN,NaN,NaN,,,NaN,,,,,,
3729,100,NaN,NaN,NaN,139,12,NaN,75,90,76,34,11,59
3730,,NaN,NaN,NaN,,,NaN,,,,,,
3731,100,NaN,NaN,NaN,138,12,NaN,75,90,76,34,11,59
3732,,NaN,NaN,NaN,,,NaN,,,,,,
3733,100,NaN,NaN,NaN,138,12,NaN,75,90,76,34,11,60
3734,,NaN,NaN,NaN,,,NaN,,,,,,
3735,100,NaN,NaN,NaN,138,12,NaN,75,90,76,34,11,59
3736,,NaN,NaN,NaN,,,NaN,,,,,,
3737,100,NaN,NaN,NaN,138,12,NaN,75,90,76,34,11,60
3738,,NaN,NaN,NaN,,,NaN,,,,,,
3739,100,NaN,NaN,NaN,139,12,NaN,75,90,76,34,11,60
3740,,NaN,NaN,NaN,,,NaN,,,,,,
3741,100,NaN,NaN,NaN,138,12,NaN,75,90,76,34,11,60
3742,,NaN,NaN,NaN,,,NaN,,,,,,
3743,100,NaN,NaN,NaN,139,12,NaN,75,91,76,34,11,60
3744,,NaN,NaN,NaN,,,NaN,,,,,,
3745,100,NaN,NaN,NaN,139,12,NaN,75,90,76,34,11,60
3746,,NaN,NaN,NaN,,,NaN,,,,,,
3747,100,NaN,NaN,NaN,138,12,NaN,75,90,76,34,11,60
3748,,NaN,NaN,NaN,,,NaN,,,,,,
3749,100,NaN,NaN,NaN,139,12,NaN,75,91,76,34,11,60
3750,,NaN,NaN,NaN,,,NaN,,,,,,
3751,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3752,,NaN,NaN,NaN,,,NaN,,,,,,
3753,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,60
3754,,NaN,NaN,NaN,,,NaN,,,,,,
3755,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3756,,NaN,NaN,NaN,,,NaN,,,,,,
3757,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3758,,NaN,NaN,NaN,,,NaN,,,,,,
3759,100,NaN,NaN,NaN,139,12,NaN,75,90,75,34,11,59
3760,,NaN,NaN,NaN,,,NaN,,,,,,
3761,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3762,,NaN,NaN,NaN,,,NaN,,,,,,
3763,100,NaN,NaN,NaN,139,12,NaN,75,90,75,34,11,60
3764,,NaN,NaN,NaN,,,NaN,,,,,,
3765,100,NaN,NaN,NaN,139,12,NaN,75,90,75,34,11,59
3766,,NaN,NaN,NaN,,,NaN,,,,,,
3767,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3768,,NaN,NaN,NaN,,,NaN,,,,,,
3769,100,NaN,NaN,NaN,139,12,NaN,75,90,75,34,11,59
3770,,NaN,NaN,NaN,,,NaN,,,,,,
3771,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3772,,NaN,NaN,NaN,,,NaN,,,,,,
3773,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3774,,NaN,NaN,NaN,,,NaN,,,,,,
3775,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3776,,NaN,NaN,NaN,,,NaN,,,,,,
3777,100,NaN,NaN,NaN,137,12,NaN,75,90,75,34,11,59
3778,,NaN,NaN,NaN,,,NaN,,,,,,
3779,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3780,,NaN,NaN,NaN,,,NaN,,,,,,
3781,100,NaN,NaN,NaN,137,12,NaN,75,90,75,34,11,59
3782,,NaN,NaN,NaN,,,NaN,,,,,,
3783,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3784,,NaN,NaN,NaN,,,NaN,,,,,,
3785,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3786,,NaN,NaN,NaN,,,NaN,,,,,,
3787,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3788,,NaN,NaN,NaN,,,NaN,,,,,,
3789,100,NaN,NaN,NaN,138,12,NaN,75,90,75,34,11,59
3790,,NaN,NaN,NaN,,,NaN,,,,,,
3791,100,NaN,NaN,NaN,137,12,NaN,75,89,75,34,11,59
3792,,NaN,NaN,NaN,,,NaN,,,,,,
3793,100,NaN,NaN,NaN,137,12,NaN,74,90,75,34,11,59
3794,,NaN,NaN,NaN,,,NaN,,,,,,
3795,100,NaN,NaN,NaN,138,12,NaN,74,90,75,34,11,59
3796,,NaN,NaN,NaN,,,NaN,,,,,,
3797,100,NaN,NaN,NaN,137,12,NaN,74,89,75,34,11,59
3798,,NaN,NaN,NaN,,,NaN,,,,,,
3799,100,NaN,NaN,NaN,138,12,NaN,74,90,75,34,11,59
3800,,NaN,NaN,NaN,,,NaN,,,,,,
3801,100,NaN,NaN,NaN,137,12,NaN,74,89,75,34,11,59
3802,,NaN,NaN,NaN,,,NaN,,,,,,
3803,100,NaN,NaN,NaN,138,12,NaN,74,89,75,34,11,59
3804,,NaN,NaN,NaN,,,NaN,,,,,,
3805,100,NaN,NaN,NaN,138,12,NaN,74,89,75,34,11,59
3806,,NaN,NaN,NaN,,,NaN,,,,,,
3807,100,NaN,NaN,NaN,137,12,NaN,74,89,75,34,11,58
3808,,NaN,NaN,NaN,,,NaN,,,,,,
3809,100,NaN,NaN,NaN,138,12,NaN,74,89,75,33,11,59
3810,,NaN,NaN,NaN,,,NaN,,,,,,
3811,100,NaN,NaN,NaN,137,12,NaN,74,89,75,33,11,58
3812,,NaN,NaN,NaN,,,NaN,,,,,,
3813,100,NaN,NaN,NaN,137,12,NaN,74,89,75,33,11,59
3814,,NaN,NaN,NaN,,,NaN,,,,,,
3815,100,NaN,NaN,NaN,137,12,NaN,74,89,75,34,11,58
3816,,NaN,NaN,NaN,,,NaN,,,,,,
3817,100,NaN,NaN,NaN,136,12,NaN,74,88,74,34,11,58
3818,,NaN,NaN,NaN,,,NaN,,,,,,
3819,100,NaN,NaN,NaN,137,12,NaN,74,89,74,34,11,58
3820,,NaN,NaN,NaN,,,NaN,,,,,,
3821,100,NaN,NaN,NaN,136,12,NaN,74,88,74,34,11,58
3822,,NaN,NaN,NaN,,,NaN,,,,,,
3823,100,NaN,NaN,NaN,137,12,NaN,74,89,74,34,11,59
3824,,NaN,NaN,NaN,,,NaN,,,,,,
3825,100,NaN,NaN,NaN,137,12,NaN,74,88,74,34,11,58
3826,,NaN,NaN,NaN,,,NaN,,,,,,
3827,100,NaN,NaN,NaN,136,12,NaN,74,88,74,34,11,58
3828,,NaN,NaN,NaN,,,NaN,,,,,,
3829,100,NaN,NaN,NaN,138,12,NaN,74,89,74,33,11,59
3830,,NaN,NaN,NaN,,,NaN,,,,,,
3831,100,NaN,NaN,NaN,136,12,NaN,74,88,74,33,11,58
3832,,NaN,NaN,NaN,,,NaN,,,,,,
3833,100,NaN,NaN,NaN,136,12,NaN,74,89,75,33,11,59
3834,,NaN,NaN,NaN,,,NaN,,,,,,
3835,100,NaN,NaN,NaN,137,12,NaN,74,88,75,34,11,58
3836,,NaN,NaN,NaN,,,NaN,,,,,,
3837,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,58
3838,,NaN,NaN,NaN,,,NaN,,,,,,
3839,100,NaN,NaN,NaN,138,12,NaN,74,89,75,34,11,59
3840,,NaN,NaN,NaN,,,NaN,,,,,,
3841,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,58
3842,,NaN,NaN,NaN,,,NaN,,,,,,
3843,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,58
3844,,NaN,NaN,NaN,,,NaN,,,,,,
3845,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,58
3846,,NaN,NaN,NaN,,,NaN,,,,,,
3847,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,58
3848,,NaN,NaN,NaN,,,NaN,,,,,,
3849,100,NaN,NaN,NaN,137,12,NaN,74,89,75,34,11,58
3850,,NaN,NaN,NaN,,,NaN,,,,,,
3851,100,NaN,NaN,NaN,137,12,NaN,74,88,75,34,11,58
3852,,NaN,NaN,NaN,,,NaN,,,,,,
3853,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,58
3854,,NaN,NaN,NaN,,,NaN,,,,,,
3855,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,58
3856,,NaN,NaN,NaN,,,NaN,,,,,,
3857,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,58
3858,,NaN,NaN,NaN,,,NaN,,,,,,
3859,100,NaN,NaN,NaN,137,12,NaN,74,88,75,34,11,58
3860,,NaN,NaN,NaN,,,NaN,,,,,,
3861,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,58
3862,,NaN,NaN,NaN,,,NaN,,,,,,
3863,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,58
3864,,NaN,NaN,NaN,,,NaN,,,,,,
3865,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,58
3866,,NaN,NaN,NaN,,,NaN,,,,,,
3867,100,NaN,NaN,NaN,135,12,NaN,74,88,75,34,11,57
3868,,NaN,NaN,NaN,,,NaN,,,,,,
3869,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,58
3870,,NaN,NaN,NaN,,,NaN,,,,,,
3871,100,NaN,NaN,NaN,135,12,NaN,74,88,75,34,11,58
3872,,NaN,NaN,NaN,,,NaN,,,,,,
3873,100,NaN,NaN,NaN,135,12,NaN,74,88,75,34,11,58
3874,,NaN,NaN,NaN,,,NaN,,,,,,
3875,100,NaN,NaN,NaN,136,12,NaN,74,88,75,33,11,58
3876,,NaN,NaN,NaN,,,NaN,,,,,,
3877,100,NaN,NaN,NaN,135,12,NaN,74,87,75,33,11,58
3878,,NaN,NaN,NaN,,,NaN,,,,,,
3879,100,NaN,NaN,NaN,136,12,NaN,74,88,75,33,11,58
3880,,NaN,NaN,NaN,,,NaN,,,,,,
3881,100,NaN,NaN,NaN,135,12,NaN,74,87,75,33,11,57
3882,,NaN,NaN,NaN,,,NaN,,,,,,
3883,100,NaN,NaN,NaN,135,12,NaN,74,88,75,34,11,58
3884,,NaN,NaN,NaN,,,NaN,,,,,,
3885,100,NaN,NaN,NaN,135,12,NaN,74,87,75,34,11,57
3886,,NaN,NaN,NaN,,,NaN,,,,,,
3887,100,NaN,NaN,NaN,135,12,NaN,74,87,75,34,11,57
3888,,NaN,NaN,NaN,,,NaN,,,,,,
3889,100,NaN,NaN,NaN,136,12,NaN,74,88,75,34,11,57
3890,,NaN,NaN,NaN,,,NaN,,,,,,
3891,100,NaN,NaN,NaN,135,12,NaN,74,87,75,34,11,57
3892,,NaN,NaN,NaN,,,NaN,,,,,,
3893,100,NaN,NaN,NaN,135,12,NaN,74,87,75,34,11,58
3894,,NaN,NaN,NaN,,,NaN,,,,,,
3895,100,NaN,NaN,NaN,135,12,NaN,74,87,74,34,11,57
3896,,NaN,NaN,NaN,,,NaN,,,,,,
3897,100,NaN,NaN,NaN,134,12,NaN,74,87,74,34,11,57
3898,,NaN,NaN,NaN,,,NaN,,,,,,
3899,100,NaN,NaN,NaN,135,12,NaN,74,87,74,34,11,58
3900,,NaN,NaN,NaN,,,NaN,,,,,,
3901,100,NaN,NaN,NaN,134,12,NaN,73,87,74,34,11,57
3902,,NaN,NaN,NaN,,,NaN,,,,,,
3903,100,NaN,NaN,NaN,135,12,NaN,74,87,74,34,11,57
3904,,NaN,NaN,NaN,,,NaN,,,,,,
3905,100,NaN,NaN,NaN,135,12,NaN,73,87,74,34,11,57
3906,,NaN,NaN,NaN,,,NaN,,,,,,
3907,100,NaN,NaN,NaN,134,12,NaN,74,87,74,34,11,57
3908,,NaN,NaN,NaN,,,NaN,,,,,,
3909,100,NaN,NaN,NaN,135,12,NaN,74,87,74,34,11,58
3910,,NaN,NaN,NaN,,,NaN,,,,,,
3911,100,NaN,NaN,NaN,134,12,NaN,74,87,74,34,11,57
3912,,NaN,NaN,NaN,,,NaN,,,,,,
3913,100,NaN,NaN,NaN,134,12,NaN,74,87,74,34,11,57
3914,,NaN,NaN,NaN,,,NaN,,,,,,
3915,100,NaN,NaN,NaN,134,12,NaN,74,87,74,34,11,57
3916,,NaN,NaN,NaN,,,NaN,,,,,,
3917,100,NaN,NaN,NaN,134,12,NaN,73,86,74,34,11,57
3918,,NaN,NaN,NaN,,,NaN,,,,,,
3919,100,NaN,NaN,NaN,135,12,NaN,73,87,74,34,11,57
3920,,NaN,NaN,NaN,,,NaN,,,,,,
3921,100,NaN,NaN,NaN,134,12,NaN,73,86,74,34,11,57
3922,,NaN,NaN,NaN,,,NaN,,,,,,
3923,100,NaN,NaN,NaN,134,12,NaN,73,87,74,34,11,57
3924,,NaN,NaN,NaN,,,NaN,,,,,,
3925,100,NaN,NaN,NaN,134,12,NaN,73,86,74,34,11,57
3926,,NaN,NaN,NaN,,,NaN,,,,,,
3927,100,NaN,NaN,NaN,133,12,NaN,74,86,74,34,11,57
3928,,NaN,NaN,NaN,,,NaN,,,,,,
3929,100,NaN,NaN,NaN,135,12,NaN,74,87,74,34,11,57
3930,,NaN,NaN,NaN,,,NaN,,,,,,
3931,100,NaN,NaN,NaN,134,12,NaN,74,86,74,33,11,57
3932,,NaN,NaN,NaN,,,NaN,,,,,,
3933,100,NaN,NaN,NaN,134,12,NaN,74,86,74,33,11,57
3934,,NaN,NaN,NaN,,,NaN,,,,,,
3935,100,NaN,NaN,NaN,134,12,NaN,74,86,74,33,11,57
3936,,NaN,NaN,NaN,,,NaN,,,,,,
3937,100,NaN,NaN,NaN,133,12,NaN,74,86,74,33,11,57
3938,,NaN,NaN,NaN,,,NaN,,,,,,
3939,100,NaN,NaN,NaN,135,12,NaN,74,86,74,34,10,57
3940,,NaN,NaN,NaN,,,NaN,,,,,,
3941,100,NaN,NaN,NaN,133,12,NaN,73,86,74,34,10,56
3942,,NaN,NaN,NaN,,,NaN,,,,,,
3943,100,NaN,NaN,NaN,133,12,NaN,74,86,74,34,10,56
3944,,NaN,NaN,NaN,,,NaN,,,,,,
3945,100,NaN,NaN,NaN,133,12,NaN,74,86,74,34,10,56
3946,,NaN,NaN,NaN,,,NaN,,,,,,
3947,100,NaN,NaN,NaN,133,12,NaN,74,85,74,34,10,56
3948,,NaN,NaN,NaN,,,NaN,,,,,,
3949,100,NaN,NaN,NaN,134,12,NaN,73,86,74,34,10,56
3950,,NaN,NaN,NaN,,,NaN,,,,,,
3951,100,NaN,NaN,NaN,133,12,NaN,73,85,74,34,11,56
3952,,NaN,NaN,NaN,,,NaN,,,,,,
3953,100,NaN,NaN,NaN,133,12,NaN,73,85,74,34,11,57
3954,,NaN,NaN,NaN,,,NaN,,,,,,
3955,100,NaN,NaN,NaN,133,12,NaN,74,85,74,34,11,56
3956,,NaN,NaN,NaN,,,NaN,,,,,,
3957,100,NaN,NaN,NaN,132,12,NaN,74,85,74,34,11,56
3958,,NaN,NaN,NaN,,,NaN,,,,,,
3959,100,NaN,NaN,NaN,133,12,NaN,74,85,74,33,11,56
3960,,NaN,NaN,NaN,,,NaN,,,,,,
3961,100,NaN,NaN,NaN,132,12,NaN,74,85,74,33,11,56
3962,,NaN,NaN,NaN,,,NaN,,,,,,
3963,100,NaN,NaN,NaN,132,12,NaN,73,85,74,33,10,56
3964,,NaN,NaN,NaN,,,NaN,,,,,,
3965,100,NaN,NaN,NaN,132,12,NaN,73,85,74,33,10,56
3966,,NaN,NaN,NaN,,,NaN,,,,,,
3967,100,NaN,NaN,NaN,132,12,NaN,73,85,74,34,10,56
3968,,NaN,NaN,NaN,,,NaN,,,,,,
3969,100,NaN,NaN,NaN,133,12,NaN,73,85,74,34,10,56
3970,,NaN,NaN,NaN,,,NaN,,,,,,
3971,100,NaN,NaN,NaN,132,12,NaN,73,84,74,34,10,56
3972,,NaN,NaN,NaN,,,NaN,,,,,,
3973,100,NaN,NaN,NaN,132,12,NaN,73,85,74,34,10,56
3974,,NaN,NaN,NaN,,,NaN,,,,,,
3975,100,NaN,NaN,NaN,132,12,NaN,73,84,74,34,10,56
3976,,NaN,NaN,NaN,,,NaN,,,,,,
3977,100,NaN,NaN,NaN,131,12,NaN,73,84,74,34,11,55
3978,,NaN,NaN,NaN,,,NaN,,,,,,
3979,100,NaN,NaN,NaN,132,12,NaN,73,84,74,34,11,56
3980,,NaN,NaN,NaN,,,NaN,,,,,,
3981,100,NaN,NaN,NaN,131,12,NaN,73,84,74,34,10,55
3982,,NaN,NaN,NaN,,,NaN,,,,,,
3983,100,NaN,NaN,NaN,131,12,NaN,73,84,74,34,10,56
3984,,NaN,NaN,NaN,,,NaN,,,,,,
3985,100,NaN,NaN,NaN,132,12,NaN,73,84,74,34,10,55
3986,,NaN,NaN,NaN,,,NaN,,,,,,
3987,100,NaN,NaN,NaN,131,12,NaN,73,84,74,33,10,55
3988,,NaN,NaN,NaN,,,NaN,,,,,,
3989,100,NaN,NaN,NaN,132,12,NaN,73,85,74,33,10,56
3990,,NaN,NaN,NaN,,,NaN,,,,,,
3991,100,NaN,NaN,NaN,131,12,NaN,73,84,74,33,10,55
3992,,NaN,NaN,NaN,,,NaN,,,,,,
3993,100,NaN,NaN,NaN,132,12,NaN,73,84,74,33,10,56
3994,,NaN,NaN,NaN,,,NaN,,,,,,
3995,100,NaN,NaN,NaN,132,12,NaN,73,84,74,34,10,56
3996,,NaN,NaN,NaN,,,NaN,,,,,,
3997,100,NaN,NaN,NaN,131,12,NaN,73,84,74,34,10,55
3998,,NaN,NaN,NaN,,,NaN,,,,,,
3999,100,NaN,NaN,NaN,132,12,NaN,73,85,74,34,10,56
4000,,NaN,NaN,NaN,,,NaN,,,,,,
4001,100,NaN,NaN,NaN,131,12,NaN,73,84,74,34,10,55
4002,,NaN,NaN,NaN,,,NaN,,,,,,
4003,100,NaN,NaN,NaN,131,12,NaN,73,84,74,34,10,56
4004,,NaN,NaN,NaN,,,NaN,,,,,,
4005,100,NaN,NaN,NaN,130,12,NaN,73,83,74,34,10,55
4006,,NaN,NaN,NaN,,,NaN,,,,,,
4007,100,NaN,NaN,NaN,130,12,NaN,73,83,74,34,10,55
4008,,NaN,NaN,NaN,,,NaN,,,,,,
4009,100,NaN,NaN,NaN,131,12,NaN,73,83,74,34,10,55
4010,,NaN,NaN,NaN,,,NaN,,,,,,
4011,100,NaN,NaN,NaN,130,12,NaN,73,83,74,34,10,54
4012,,NaN,NaN,NaN,,,NaN,,,,,,
4013,100,NaN,NaN,NaN,129,12,NaN,73,83,74,34,10,55
4014,,NaN,NaN,NaN,,,NaN,,,,,,
4015,100,NaN,NaN,NaN,130,12,NaN,73,82,74,34,10,55
4016,,NaN,NaN,NaN,,,NaN,,,,,,
4017,100,NaN,NaN,NaN,129,12,NaN,73,82,74,34,10,55
4018,,NaN,NaN,NaN,,,NaN,,,,,,
4019,100,NaN,NaN,NaN,130,12,NaN,73,83,74,34,10,55
4020,,NaN,NaN,NaN,,,NaN,,,,,,
4021,100,NaN,NaN,NaN,129,12,NaN,73,82,74,33,10,54
4022,,NaN,NaN,NaN,,,NaN,,,,,,
4023,100,NaN,NaN,NaN,130,12,NaN,73,82,74,33,10,55
4024,,NaN,NaN,NaN,,,NaN,,,,,,
4025,100,NaN,NaN,NaN,130,12,NaN,73,82,74,33,10,54
4026,,NaN,NaN,NaN,,,NaN,,,,,,
4027,100,NaN,NaN,NaN,129,12,NaN,73,82,74,33,10,55
4028,,NaN,NaN,NaN,,,NaN,,,,,,
4029,100,NaN,NaN,NaN,130,12,NaN,73,83,74,34,10,55
4030,,NaN,NaN,NaN,,,NaN,,,,,,
4031,100,NaN,NaN,NaN,129,12,NaN,73,82,74,34,10,54
4032,,NaN,NaN,NaN,,,NaN,,,,,,
4033,100,NaN,NaN,NaN,129,12,NaN,73,82,74,34,10,55
4034,,NaN,NaN,NaN,,,NaN,,,,,,
4035,100,NaN,NaN,NaN,130,12,NaN,73,83,74,34,10,55
4036,,NaN,NaN,NaN,,,NaN,,,,,,
4037,100,NaN,NaN,NaN,129,12,NaN,73,82,74,34,10,54
4038,,NaN,NaN,NaN,,,NaN,,,,,,
4039,100,NaN,NaN,NaN,130,12,NaN,73,83,74,34,10,55
4040,,NaN,NaN,NaN,,,NaN,,,,,,
4041,100,NaN,NaN,NaN,129,12,NaN,73,82,74,34,10,54
4042,,NaN,NaN,NaN,,,NaN,,,,,,
4043,100,NaN,NaN,NaN,129,12,NaN,73,82,73,34,10,55
4044,,NaN,NaN,NaN,,,NaN,,,,,,
4045,100,NaN,NaN,NaN,129,12,NaN,73,82,73,34,10,54
4046,,NaN,NaN,NaN,,,NaN,,,,,,
4047,100,NaN,NaN,NaN,129,12,NaN,73,82,73,34,10,54
4048,,NaN,NaN,NaN,,,NaN,,,,,,
4049,100,NaN,NaN,NaN,130,12,NaN,73,83,73,34,10,55
4050,,NaN,NaN,NaN,,,NaN,,,,,,
4051,100,NaN,NaN,NaN,128,12,NaN,73,82,73,34,10,54
4052,,NaN,NaN,NaN,,,NaN,,,,,,
4053,100,NaN,NaN,NaN,129,12,NaN,73,82,73,34,10,55
4054,,NaN,NaN,NaN,,,NaN,,,,,,
4055,100,NaN,NaN,NaN,129,12,NaN,73,82,73,34,10,54
4056,,NaN,NaN,NaN,,,NaN,,,,,,
4057,100,NaN,NaN,NaN,128,12,NaN,73,82,73,34,10,54
4058,,NaN,NaN,NaN,,,NaN,,,,,,
4059,100,NaN,NaN,NaN,129,12,NaN,73,83,73,34,10,55
4060,,NaN,NaN,NaN,,,NaN,,,,,,
4061,100,NaN,NaN,NaN,129,12,NaN,73,82,73,34,10,54
4062,,NaN,NaN,NaN,,,NaN,,,,,,
4063,100,NaN,NaN,NaN,129,12,NaN,73,83,73,34,10,55
4064,,NaN,NaN,NaN,,,NaN,,,,,,
4065,100,NaN,NaN,NaN,129,12,NaN,73,82,73,34,10,54
4066,,NaN,NaN,NaN,,,NaN,,,,,,
4067,100,NaN,NaN,NaN,129,12,NaN,73,82,73,34,10,54
4068,,NaN,NaN,NaN,,,NaN,,,,,,
