time,Solar8000/PLETH_SPO2,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/CVP
7659,,,NaN,,NaN,,,NaN,,,,NaN,
7660,100,34,NaN,67,NaN,163,75,NaN,18,67,109,NaN,7
7661,,,NaN,,NaN,,,NaN,,,,NaN,
7662,100,34,NaN,67,NaN,163,76,NaN,18,67,110,NaN,7
7663,,,NaN,,NaN,,,NaN,,,,NaN,
7664,100,33,NaN,67,NaN,165,76,NaN,18,67,111,NaN,5
7665,,,NaN,,NaN,,,NaN,,,,NaN,
7666,100,33,NaN,67,NaN,167,76,NaN,18,67,112,NaN,5
7667,,,NaN,,NaN,,,NaN,,,,NaN,
7668,100,33,NaN,68,NaN,167,76,NaN,18,67,112,NaN,6
7669,,,NaN,,NaN,,,NaN,,,,NaN,
7670,100,33,NaN,68,NaN,167,77,NaN,18,68,113,NaN,6
7671,,,NaN,,NaN,,,NaN,,,,NaN,
7672,100,33,NaN,68,NaN,167,76,NaN,18,68,113,NaN,6
7673,,,NaN,,NaN,,,NaN,,,,NaN,
7674,100,33,NaN,68,NaN,167,75,NaN,18,68,112,NaN,6
7675,,,NaN,,NaN,,,NaN,,,,NaN,
7676,99,33,NaN,68,NaN,166,77,NaN,18,68,112,NaN,6
7677,,,NaN,,NaN,,,NaN,,,,NaN,
7678,98,33,NaN,68,NaN,166,77,NaN,18,68,112,NaN,6
7679,,,NaN,,NaN,,,NaN,,,,NaN,
7680,98,35,NaN,68,NaN,166,77,NaN,18,68,112,NaN,6
7681,,,NaN,,NaN,,,NaN,,,,NaN,
7682,99,35,NaN,68,NaN,166,77,NaN,18,68,112,NaN,6
7683,,,NaN,,NaN,,,NaN,,,,NaN,
7684,99,35,NaN,68,NaN,168,78,NaN,18,68,113,NaN,6
7685,,,NaN,,NaN,,,NaN,,,,NaN,
7686,99,36,NaN,68,NaN,167,77,NaN,18,67,112,NaN,7
7687,,,NaN,,NaN,,,NaN,,,,NaN,
7688,100,36,NaN,68,NaN,167,77,NaN,18,67,112,NaN,7
7689,,,NaN,,NaN,,,NaN,,,,NaN,
7690,100,36,NaN,68,NaN,167,77,NaN,18,68,112,NaN,8
7691,,,NaN,,NaN,,,NaN,,,,NaN,
7692,100,36,NaN,68,NaN,167,78,NaN,18,68,113,NaN,8
7693,,,NaN,,NaN,,,NaN,,,,NaN,
7694,100,36,NaN,68,NaN,168,78,NaN,18,68,113,NaN,7
7695,,,NaN,,NaN,,,NaN,,,,NaN,
7696,100,36,NaN,68,NaN,166,77,NaN,18,68,112,NaN,7
7697,,,NaN,,NaN,,,NaN,,,,NaN,
7698,100,36,NaN,68,NaN,166,77,NaN,18,67,112,NaN,7
7699,,,NaN,,NaN,,,NaN,,,,NaN,
7700,99,36,NaN,68,NaN,166,76,NaN,18,67,111,NaN,7
7701,,,NaN,,NaN,,,NaN,,,,NaN,
7702,100,35,NaN,68,NaN,166,76,NaN,18,67,111,NaN,7
7703,,,NaN,,NaN,,,NaN,,,,NaN,
7704,100,35,NaN,68,NaN,167,77,NaN,18,68,111,NaN,7
7705,,,NaN,,NaN,,,NaN,,,,NaN,
7706,100,35,NaN,68,NaN,167,77,NaN,18,68,111,NaN,8
7707,,,NaN,,NaN,,,NaN,,,,NaN,
7708,100,35,NaN,69,NaN,167,79,NaN,18,68,112,NaN,8
7709,,,NaN,,NaN,,,NaN,,,,NaN,
7710,100,35,NaN,69,NaN,166,77,NaN,18,68,112,NaN,7
7711,,,NaN,,NaN,,,NaN,,,,NaN,
7712,100,35,NaN,69,NaN,166,77,NaN,18,68,112,NaN,7
7713,,,NaN,,NaN,,,NaN,,,,NaN,
7714,100,35,NaN,69,NaN,167,77,NaN,18,68,112,NaN,7
7715,,,NaN,,NaN,,,NaN,,,,NaN,
7716,99,34,NaN,69,NaN,166,77,NaN,18,68,111,NaN,8
7717,,,NaN,,NaN,,,NaN,,,,NaN,
7718,100,34,NaN,69,NaN,165,76,NaN,18,68,111,NaN,8
7719,,,NaN,,NaN,,,NaN,,,,NaN,
7720,100,34,NaN,69,NaN,165,77,NaN,18,68,111,NaN,8
7721,,,NaN,,NaN,,,NaN,,,,NaN,
7722,100,34,NaN,69,NaN,166,77,NaN,18,68,111,NaN,8
7723,,,NaN,,NaN,,,NaN,,,,NaN,
7724,100,36,NaN,68,NaN,166,77,NaN,18,68,111,NaN,8
7725,,,NaN,,NaN,,,NaN,,,,NaN,
7726,100,36,NaN,68,NaN,166,77,NaN,18,68,111,NaN,8
7727,,,NaN,,NaN,,,NaN,,,,NaN,
7728,99,36,NaN,69,NaN,166,77,NaN,18,68,111,NaN,8
7729,,,NaN,,NaN,,,NaN,,,,NaN,
7730,100,36,NaN,69,NaN,167,79,NaN,18,68,111,NaN,8
7731,,,NaN,,NaN,,,NaN,,,,NaN,
7732,100,36,NaN,69,NaN,167,79,NaN,17,68,111,NaN,8
7733,,,NaN,,NaN,,,NaN,,,,NaN,
7734,100,36,NaN,69,NaN,165,77,NaN,17,68,111,NaN,8
7735,,,NaN,,NaN,,,NaN,,,,NaN,
7736,100,36,NaN,69,NaN,167,79,NaN,17,68,112,NaN,8
7737,,,NaN,,NaN,,,NaN,,,,NaN,
7738,100,36,NaN,69,NaN,168,78,NaN,16,68,112,NaN,8
7739,,,NaN,,NaN,,,NaN,,,,NaN,
7740,100,36,NaN,69,NaN,166,76,NaN,16,68,111,NaN,7
7741,,,NaN,,NaN,,,NaN,,,,NaN,
7742,100,36,NaN,69,NaN,166,76,NaN,16,68,111,NaN,7
7743,,,NaN,,NaN,,,NaN,,,,NaN,
7744,100,36,NaN,69,NaN,165,76,NaN,16,68,110,NaN,7
7745,,,NaN,,NaN,,,NaN,,,,NaN,
7746,100,36,NaN,69,NaN,165,76,NaN,15,68,110,NaN,7
7747,,,NaN,,NaN,,,NaN,,,,NaN,
7748,100,36,NaN,69,NaN,164,77,NaN,15,68,110,NaN,7
7749,,,NaN,,NaN,,,NaN,,,,NaN,
7750,100,36,NaN,69,NaN,160,75,NaN,15,68,107,NaN,8
7751,,,NaN,,NaN,,,NaN,,,,NaN,
7752,100,36,NaN,69,NaN,162,74,NaN,15,68,107,NaN,8
7753,,,NaN,,NaN,,,NaN,,,,NaN,
7754,99,36,NaN,69,NaN,162,74,NaN,14,68,107,NaN,9
7755,,,NaN,,NaN,,,NaN,,,,NaN,
7756,100,36,NaN,68,NaN,161,76,NaN,14,68,107,NaN,9
7757,,,NaN,,NaN,,,NaN,,,,NaN,
7758,99,36,NaN,68,NaN,161,75,NaN,14,67,107,NaN,9
7759,,,NaN,,NaN,,,NaN,,,,NaN,
7760,100,38,NaN,68,NaN,161,75,NaN,14,67,107,NaN,9
7761,,,NaN,,NaN,,,NaN,,,,NaN,
7762,100,38,NaN,67,NaN,162,75,NaN,14,67,108,NaN,9
7763,,,NaN,,NaN,,,NaN,,,,NaN,
7764,100,38,NaN,67,NaN,160,75,NaN,14,67,106,NaN,9
7765,,,NaN,,NaN,,,NaN,,,,NaN,
7766,99,38,NaN,67,NaN,160,75,NaN,14,67,106,NaN,9
7767,,,NaN,,NaN,,,NaN,,,,NaN,
7768,99,36,NaN,67,NaN,160,75,NaN,14,67,106,NaN,9
7769,,,NaN,,NaN,,,NaN,,,,NaN,
7770,99,36,NaN,67,NaN,163,77,NaN,14,67,107,NaN,10
7771,,,NaN,,NaN,,,NaN,,,,NaN,
7772,99,36,NaN,67,NaN,160,76,NaN,14,67,106,NaN,10
7773,,,NaN,,NaN,,,NaN,,,,NaN,
7774,99,36,NaN,67,NaN,160,74,NaN,14,67,106,NaN,9
7775,,,NaN,,NaN,,,NaN,,,,NaN,
7776,100,37,NaN,67,NaN,160,74,NaN,14,67,106,NaN,9
7777,,,NaN,,NaN,,,NaN,,,,NaN,
7778,100,37,NaN,67,NaN,161,76,NaN,14,66,107,NaN,9
7779,,,NaN,,NaN,,,NaN,,,,NaN,
7780,99,37,NaN,67,NaN,159,76,NaN,14,67,106,NaN,9
7781,,,NaN,,NaN,,,NaN,,,,NaN,
7782,100,36,NaN,67,NaN,160,74,NaN,14,66,105,NaN,9
7783,,,NaN,,NaN,,,NaN,,,,NaN,
7784,99,36,NaN,67,NaN,156,74,NaN,14,67,104,NaN,9
7785,,,NaN,,NaN,,,NaN,,,,NaN,
7786,99,36,NaN,67,NaN,158,73,NaN,14,67,104,NaN,9
7787,,,NaN,,NaN,,,NaN,,,,NaN,
7788,99,36,NaN,67,NaN,158,73,NaN,14,67,104,NaN,10
7789,,,NaN,,NaN,,,NaN,,,,NaN,
7790,99,35,NaN,67,NaN,155,74,NaN,14,67,103,NaN,10
7791,,,NaN,,NaN,,,NaN,,,,NaN,
7792,100,35,NaN,67,NaN,158,75,NaN,14,67,105,NaN,9
7793,,,NaN,,NaN,,,NaN,,,,NaN,
7794,99,35,NaN,67,NaN,158,75,NaN,14,67,105,NaN,9
7795,,,NaN,,NaN,,,NaN,,,,NaN,
7796,100,35,NaN,67,NaN,159,75,NaN,14,67,106,NaN,9
7797,,,NaN,,NaN,,,NaN,,,,NaN,
7798,100,35,NaN,67,NaN,161,77,NaN,14,67,108,NaN,9
7799,,,NaN,,NaN,,,NaN,,,,NaN,
7800,100,35,NaN,68,NaN,160,75,NaN,14,67,107,NaN,9
7801,,,NaN,,NaN,,,NaN,,,,NaN,
7802,99,35,NaN,68,NaN,159,74,NaN,14,67,106,NaN,9
7803,,,NaN,,NaN,,,NaN,,,,NaN,
7804,100,35,NaN,68,NaN,159,74,NaN,14,67,106,NaN,8
7805,,,NaN,,NaN,,,NaN,,,,NaN,
7806,99,35,NaN,68,NaN,156,72,NaN,14,67,104,NaN,8
7807,,,NaN,,NaN,,,NaN,,,,NaN,
7808,100,35,NaN,67,NaN,156,72,NaN,14,66,103,NaN,8
7809,,,NaN,,NaN,,,NaN,,,,NaN,
7810,100,35,NaN,67,NaN,154,73,NaN,14,67,102,NaN,8
7811,,,NaN,,NaN,,,NaN,,,,NaN,
7812,100,36,NaN,67,NaN,154,73,NaN,14,66,102,NaN,8
7813,,,NaN,,NaN,,,NaN,,,,NaN,
7814,99,36,NaN,67,NaN,155,71,NaN,14,66,102,NaN,8
7815,,,NaN,,NaN,,,NaN,,,,NaN,
7816,99,36,NaN,67,NaN,155,72,NaN,14,66,102,NaN,8
7817,,,NaN,,NaN,,,NaN,,,,NaN,
7818,99,36,NaN,67,NaN,152,71,NaN,14,67,100,NaN,7
7819,,,NaN,,NaN,,,NaN,,,,NaN,
7820,100,35,NaN,67,NaN,152,71,NaN,14,66,100,NaN,7
7821,,,NaN,,NaN,,,NaN,,,,NaN,
7822,100,35,NaN,67,NaN,153,71,NaN,14,66,101,NaN,7
7823,,,NaN,,NaN,,,NaN,,,,NaN,
7824,100,35,NaN,67,NaN,151,72,NaN,14,66,100,NaN,7
7825,,,NaN,,NaN,,,NaN,,,,NaN,
7826,99,35,NaN,66,NaN,152,72,NaN,14,66,101,NaN,8
7827,,,NaN,,NaN,,,NaN,,,,NaN,
7828,100,36,NaN,66,NaN,153,74,NaN,14,65,102,NaN,8
7829,,,NaN,,NaN,,,NaN,,,,NaN,
7830,100,36,NaN,66,NaN,152,72,NaN,14,66,101,NaN,8
7831,,,NaN,,NaN,,,NaN,,,,NaN,
7832,100,36,NaN,66,NaN,154,74,NaN,14,66,102,NaN,8
7833,,,NaN,,NaN,,,NaN,,,,NaN,
7834,100,36,NaN,67,NaN,153,72,NaN,14,66,102,NaN,8
7835,,,NaN,,NaN,,,NaN,,,,NaN,
7836,100,36,NaN,67,NaN,152,73,NaN,14,66,101,NaN,8
7837,,,NaN,,NaN,,,NaN,,,,NaN,
7838,100,36,NaN,67,NaN,153,72,NaN,14,66,101,NaN,8
7839,,,NaN,,NaN,,,NaN,,,,NaN,
7840,100,36,NaN,67,NaN,153,72,NaN,14,66,101,NaN,8
7841,,,NaN,,NaN,,,NaN,,,,NaN,
7842,100,35,NaN,67,NaN,151,73,NaN,14,66,101,NaN,8
7843,,,NaN,,NaN,,,NaN,,,,NaN,
7844,99,35,NaN,67,NaN,150,72,NaN,14,66,100,NaN,7
7845,,,NaN,,NaN,,,NaN,,,,NaN,
7846,100,35,NaN,67,NaN,152,72,NaN,14,66,100,NaN,7
7847,,,NaN,,NaN,,,NaN,,,,NaN,
7848,100,35,NaN,67,NaN,152,72,NaN,14,67,100,NaN,7
7849,,,NaN,,NaN,,,NaN,,,,NaN,
7850,100,35,NaN,67,NaN,152,72,NaN,14,67,100,NaN,7
7851,,,NaN,,NaN,,,NaN,,,,NaN,
7852,100,35,NaN,68,NaN,152,72,NaN,14,68,100,NaN,7
7853,,,NaN,,NaN,,,NaN,,,,NaN,
7854,100,35,NaN,68,NaN,152,72,NaN,14,68,100,NaN,7
7855,,,NaN,,NaN,,,NaN,,,,NaN,
7856,100,35,NaN,68,NaN,152,72,NaN,14,68,100,NaN,7
7857,,,NaN,,NaN,,,NaN,,,,NaN,
7858,100,35,NaN,68,NaN,152,75,NaN,14,68,102,NaN,7
7859,,,NaN,,NaN,,,NaN,,,,NaN,
7860,100,35,NaN,68,NaN,152,73,NaN,14,67,101,NaN,8
7861,,,NaN,,NaN,,,NaN,,,,NaN,
7862,100,35,NaN,68,NaN,154,74,NaN,14,67,102,NaN,8
7863,,,NaN,,NaN,,,NaN,,,,NaN,
7864,100,34,NaN,68,NaN,154,74,NaN,14,67,102,NaN,8
7865,,,NaN,,NaN,,,NaN,,,,NaN,
7866,99,34,NaN,67,NaN,149,73,NaN,14,67,100,NaN,8
7867,,,NaN,,NaN,,,NaN,,,,NaN,
7868,99,34,NaN,67,NaN,149,73,NaN,14,67,100,NaN,8
7869,,,NaN,,NaN,,,NaN,,,,NaN,
7870,99,35,NaN,68,NaN,148,73,NaN,14,67,99,NaN,8
7871,,,NaN,,NaN,,,NaN,,,,NaN,
7872,99,35,NaN,67,NaN,148,73,NaN,14,67,99,NaN,8
7873,,,NaN,,NaN,,,NaN,,,,NaN,
7874,99,35,NaN,67,NaN,149,71,NaN,14,67,99,NaN,8
7875,,,NaN,,NaN,,,NaN,,,,NaN,
7876,100,35,NaN,67,NaN,148,70,NaN,14,66,98,NaN,8
7877,,,NaN,,NaN,,,NaN,,,,NaN,
7878,100,35,NaN,67,NaN,146,70,NaN,14,66,96,NaN,7
7879,,,NaN,,NaN,,,NaN,,,,NaN,
7880,100,35,NaN,67,NaN,146,70,NaN,14,66,96,NaN,7
7881,,,NaN,,NaN,,,NaN,,,,NaN,
7882,100,35,NaN,67,NaN,149,71,NaN,14,66,98,NaN,8
7883,,,NaN,,NaN,,,NaN,,,,NaN,
7884,100,34,NaN,67,NaN,147,72,NaN,14,67,98,NaN,8
7885,,,NaN,,NaN,,,NaN,,,,NaN,
7886,100,34,NaN,67,NaN,151,73,NaN,14,67,100,NaN,8
7887,,,NaN,,NaN,,,NaN,,,,NaN,
7888,100,34,NaN,67,NaN,154,74,NaN,14,67,102,NaN,8
7889,,,NaN,,NaN,,,NaN,,,,NaN,
7890,100,34,NaN,67,NaN,151,72,NaN,14,66,100,NaN,8
7891,,,NaN,,NaN,,,NaN,,,,NaN,
7892,100,35,NaN,67,NaN,150,74,NaN,14,67,101,NaN,8
7893,,,NaN,,NaN,,,NaN,,,,NaN,
7894,100,35,NaN,67,NaN,151,71,NaN,14,67,100,NaN,8
7895,,,NaN,,NaN,,,NaN,,,,NaN,
7896,99,35,NaN,67,NaN,149,72,NaN,14,67,99,NaN,8
7897,,,NaN,,NaN,,,NaN,,,,NaN,
7898,100,35,NaN,67,NaN,149,72,NaN,14,67,99,NaN,7
7899,,,NaN,,NaN,,,NaN,,,,NaN,
7900,99,35,NaN,67,NaN,148,69,NaN,14,67,98,NaN,7
7901,,,NaN,,NaN,,,NaN,,,,NaN,
7902,100,35,NaN,67,NaN,148,70,NaN,14,65,97,NaN,8
7903,,,NaN,,NaN,,,NaN,,,,NaN,
7904,100,35,NaN,66,NaN,146,70,NaN,14,65,97,NaN,8
7905,,,NaN,,NaN,,,NaN,,,,NaN,
7906,99,34,NaN,66,NaN,150,72,NaN,14,65,99,NaN,8
7907,,,NaN,,NaN,,,NaN,,,,NaN,
7908,100,34,NaN,66,NaN,149,73,NaN,14,65,99,NaN,8
7909,,,NaN,,NaN,,,NaN,,,,NaN,
7910,100,34,NaN,66,NaN,149,73,NaN,14,65,99,NaN,8
7911,,,NaN,,NaN,,,NaN,,,,NaN,
7912,99,34,NaN,66,NaN,153,74,NaN,14,66,101,NaN,8
7913,,,NaN,,NaN,,,NaN,,,,NaN,
7914,100,34,NaN,66,NaN,151,74,NaN,14,66,101,NaN,8
7915,,,NaN,,NaN,,,NaN,,,,NaN,
7916,99,34,NaN,67,NaN,148,71,NaN,14,66,99,NaN,8
7917,,,NaN,,NaN,,,NaN,,,,NaN,
7918,99,34,NaN,67,NaN,148,71,NaN,14,66,99,NaN,8
7919,,,NaN,,NaN,,,NaN,,,,NaN,
7920,99,35,NaN,67,NaN,148,71,NaN,14,66,99,NaN,8
7921,,,NaN,,NaN,,,NaN,,,,NaN,
7922,99,35,NaN,67,NaN,151,73,NaN,14,67,100,NaN,8
7923,,,NaN,,NaN,,,NaN,,,,NaN,
7924,99,35,NaN,67,NaN,151,73,NaN,14,67,100,NaN,8
7925,,,NaN,,NaN,,,NaN,,,,NaN,
7926,99,34,NaN,68,NaN,149,71,NaN,14,67,99,NaN,8
7927,,,NaN,,NaN,,,NaN,,,,NaN,
7928,99,34,NaN,68,NaN,150,71,NaN,14,67,99,NaN,8
7929,,,NaN,,NaN,,,NaN,,,,NaN,
7930,99,34,NaN,68,NaN,147,73,NaN,14,67,98,NaN,8
7931,,,NaN,,NaN,,,NaN,,,,NaN,
7932,100,34,NaN,68,NaN,147,73,NaN,14,67,98,NaN,8
7933,,,NaN,,NaN,,,NaN,,,,NaN,
7934,99,34,NaN,68,NaN,147,71,NaN,14,67,98,NaN,8
7935,,,NaN,,NaN,,,NaN,,,,NaN,
7936,99,34,NaN,68,NaN,148,72,NaN,14,67,98,NaN,8
7937,,,NaN,,NaN,,,NaN,,,,NaN,
7938,99,34,NaN,68,NaN,144,71,NaN,14,68,96,NaN,8
7939,,,NaN,,NaN,,,NaN,,,,NaN,
7940,100,34,NaN,68,NaN,144,71,NaN,14,68,96,NaN,8
7941,,,NaN,,NaN,,,NaN,,,,NaN,
7942,100,34,NaN,68,NaN,144,70,NaN,14,68,96,NaN,8
7943,,,NaN,,NaN,,,NaN,,,,NaN,
7944,100,34,NaN,69,NaN,146,72,NaN,14,68,97,NaN,8
7945,,,NaN,,NaN,,,NaN,,,,NaN,
7946,100,34,NaN,69,NaN,143,69,NaN,14,68,95,NaN,8
7947,,,NaN,,NaN,,,NaN,,,,NaN,
7948,100,34,NaN,69,NaN,143,69,NaN,14,68,95,NaN,8
7949,,,NaN,,NaN,,,NaN,,,,NaN,
7950,100,34,NaN,68,NaN,143,69,NaN,14,68,95,NaN,8
7951,,,NaN,,NaN,,,NaN,,,,NaN,
7952,99,34,NaN,68,NaN,144,71,NaN,14,68,96,NaN,8
7953,,,NaN,,NaN,,,NaN,,,,NaN,
7954,99,34,NaN,68,NaN,144,71,NaN,14,68,96,NaN,8
7955,,,NaN,,NaN,,,NaN,,,,NaN,
7956,99,34,NaN,68,NaN,141,70,NaN,14,68,94,NaN,8
7957,,,NaN,,NaN,,,NaN,,,,NaN,
7958,100,34,NaN,68,NaN,142,69,NaN,14,67,94,NaN,8
7959,,,NaN,,NaN,,,NaN,,,,NaN,
7960,100,34,NaN,68,NaN,140,70,NaN,14,68,94,NaN,8
7961,,,NaN,,NaN,,,NaN,,,,NaN,
7962,100,34,NaN,68,NaN,140,70,NaN,14,68,94,NaN,8
7963,,,NaN,,NaN,,,NaN,,,,NaN,
7964,100,34,NaN,68,NaN,138,68,NaN,14,67,92,NaN,8
7965,,,NaN,,NaN,,,NaN,,,,NaN,
7966,100,34,NaN,68,NaN,141,68,NaN,14,67,93,NaN,8
7967,,,NaN,,NaN,,,NaN,,,,NaN,
7968,100,34,NaN,68,NaN,141,68,NaN,14,67,93,NaN,8
7969,,,NaN,,NaN,,,NaN,,,,NaN,
7970,100,34,NaN,68,NaN,135,66,NaN,14,67,90,NaN,8
7971,,,NaN,,NaN,,,NaN,,,,NaN,
7972,100,34,NaN,68,NaN,133,64,NaN,14,67,89,NaN,8
7973,,,NaN,,NaN,,,NaN,,,,NaN,
7974,100,34,NaN,68,NaN,135,66,NaN,14,67,89,NaN,8
7975,,,NaN,,NaN,,,NaN,,,,NaN,
7976,99,34,NaN,68,NaN,132,65,NaN,14,67,88,NaN,7
7977,,,NaN,,NaN,,,NaN,,,,NaN,
7978,99,34,NaN,67,NaN,132,65,NaN,14,67,88,NaN,7
7979,,,NaN,,NaN,,,NaN,,,,NaN,
7980,100,34,NaN,67,NaN,134,65,NaN,14,67,89,NaN,7
7981,,,NaN,,NaN,,,NaN,,,,NaN,
7982,100,33,NaN,67,NaN,134,65,NaN,14,67,89,NaN,7
7983,,,NaN,,NaN,,,NaN,,,,NaN,
7984,100,33,NaN,67,NaN,135,65,NaN,14,67,89,NaN,7
7985,,,NaN,,NaN,,,NaN,,,,NaN,
7986,100,33,NaN,67,NaN,136,68,NaN,14,67,90,NaN,7
7987,,,NaN,,NaN,,,NaN,,,,NaN,
7988,100,33,NaN,68,NaN,137,66,NaN,14,67,90,NaN,7
7989,,,NaN,,NaN,,,NaN,,,,NaN,
7990,100,34,NaN,68,NaN,134,66,NaN,14,68,89,NaN,7
7991,,,NaN,,NaN,,,NaN,,,,NaN,
7992,100,34,NaN,68,NaN,134,65,NaN,14,67,89,NaN,7
7993,,,NaN,,NaN,,,NaN,,,,NaN,
7994,100,34,NaN,68,NaN,131,65,NaN,14,68,88,NaN,7
7995,,,NaN,,NaN,,,NaN,,,,NaN,
7996,100,34,NaN,68,NaN,131,65,NaN,14,68,88,NaN,8
7997,,,NaN,,NaN,,,NaN,,,,NaN,
7998,100,34,NaN,68,NaN,134,65,NaN,14,67,88,NaN,8
7999,,,NaN,,NaN,,,NaN,,,,NaN,
8000,100,34,NaN,68,NaN,129,63,NaN,14,67,86,NaN,7
8001,,,NaN,,NaN,,,NaN,,,,NaN,
8002,100,34,NaN,67,NaN,130,65,NaN,14,67,86,NaN,7
8003,,,NaN,,NaN,,,NaN,,,,NaN,
8004,100,34,NaN,67,NaN,134,66,NaN,14,67,88,NaN,7
8005,,,NaN,,NaN,,,NaN,,,,NaN,
8006,100,34,NaN,67,NaN,131,64,NaN,14,67,87,NaN,8
8007,,,NaN,,NaN,,,NaN,,,,NaN,
8008,100,34,NaN,67,NaN,131,65,NaN,14,66,87,NaN,8
8009,,,NaN,,NaN,,,NaN,,,,NaN,
8010,100,33,NaN,67,NaN,131,65,NaN,14,66,87,NaN,7
8011,,,NaN,,NaN,,,NaN,,,,NaN,
8012,100,33,NaN,67,NaN,134,67,NaN,14,66,88,NaN,7
8013,,,NaN,,NaN,,,NaN,,,,NaN,
8014,100,33,NaN,67,NaN,136,65,NaN,14,66,89,NaN,7
8015,,,NaN,,NaN,,,NaN,,,,NaN,
8016,100,33,NaN,67,NaN,136,65,NaN,14,67,89,NaN,7
8017,,,NaN,,NaN,,,NaN,,,,NaN,
8018,100,33,NaN,68,NaN,137,67,NaN,14,67,90,NaN,7
8019,,,NaN,,NaN,,,NaN,,,,NaN,
8020,99,33,NaN,68,NaN,136,65,NaN,14,68,89,NaN,7
8021,,,NaN,,NaN,,,NaN,,,,NaN,
8022,100,33,NaN,68,NaN,133,66,NaN,14,67,88,NaN,7
8023,,,NaN,,NaN,,,NaN,,,,NaN,
8024,99,34,NaN,68,NaN,142,76,NaN,14,67,91,NaN,7
8025,,,NaN,,NaN,,,NaN,,,,NaN,
8026,99,34,NaN,67,NaN,140,85,NaN,14,66,94,NaN,7
8027,,,NaN,,NaN,,,NaN,,,,NaN,
8028,99,34,NaN,67,NaN,140,85,NaN,14,66,94,NaN,7
8029,,,NaN,,NaN,,,NaN,,,,NaN,
8030,99,34,NaN,66,NaN,71,50,NaN,14,66,67,NaN,6
8031,,,NaN,,NaN,,,NaN,,,,NaN,
8032,100,34,NaN,67,NaN,71,50,NaN,14,66,67,NaN,6
8033,,,NaN,,NaN,,,NaN,,,,NaN,
8034,99,34,NaN,67,NaN,71,50,NaN,14,66,67,NaN,6
8035,,,NaN,,NaN,,,NaN,,,,NaN,
8036,99,34,NaN,67,NaN,54,54,NaN,14,66,54,NaN,7
8037,,,NaN,,NaN,,,NaN,,,,NaN,
8038,99,34,NaN,67,NaN,54,54,NaN,14,66,54,NaN,7
8039,,,NaN,,NaN,,,NaN,,,,NaN,
8040,100,34,NaN,67,NaN,47,47,NaN,14,67,47,NaN,7
8041,,,NaN,,NaN,,,NaN,,,,NaN,
8042,99,34,NaN,67,NaN,47,43,NaN,14,67,47,NaN,7
8043,,,NaN,,NaN,,,NaN,,,,NaN,
8044,100,34,NaN,67,NaN,92,65,NaN,14,67,61,NaN,6
8045,,,NaN,,NaN,,,NaN,,,,NaN,
8046,99,34,NaN,68,NaN,120,76,NaN,14,68,74,NaN,6
8047,,,NaN,,NaN,,,NaN,,,,NaN,
8048,99,34,NaN,68,NaN,134,73,NaN,14,68,80,NaN,7
8049,,,NaN,,NaN,,,NaN,,,,NaN,
8050,99,34,NaN,68,NaN,134,67,NaN,14,68,84,NaN,7
8051,,,NaN,,NaN,,,NaN,,,,NaN,
8052,100,33,NaN,68,NaN,134,65,NaN,14,68,88,NaN,7
8053,,,NaN,,NaN,,,NaN,,,,NaN,
8054,100,33,NaN,68,NaN,130,65,NaN,14,68,88,NaN,7
8055,,,NaN,,NaN,,,NaN,,,,NaN,
8056,100,33,NaN,68,NaN,131,65,NaN,14,67,88,NaN,7
8057,,,NaN,,NaN,,,NaN,,,,NaN,
8058,100,33,NaN,68,NaN,122,62,NaN,14,67,85,NaN,7
8059,,,NaN,,NaN,,,NaN,,,,NaN,
8060,100,34,NaN,68,NaN,122,62,NaN,14,67,85,NaN,8
8061,,,NaN,,NaN,,,NaN,,,,NaN,
8062,99,34,NaN,67,NaN,120,61,NaN,14,67,83,NaN,8
8063,,,NaN,,NaN,,,NaN,,,,NaN,
8064,100,34,NaN,67,NaN,120,61,NaN,14,66,83,NaN,8
8065,,,NaN,,NaN,,,NaN,,,,NaN,
8066,100,35,NaN,67,NaN,124,62,NaN,14,66,83,NaN,8
8067,,,NaN,,NaN,,,NaN,,,,NaN,
8068,100,35,NaN,66,NaN,124,62,NaN,14,66,83,NaN,8
8069,,,NaN,,NaN,,,NaN,,,,NaN,
8070,100,35,NaN,66,NaN,128,63,NaN,14,67,84,NaN,7
8071,,,NaN,,NaN,,,NaN,,,,NaN,
8072,100,35,NaN,67,NaN,129,65,NaN,14,67,85,NaN,7
8073,,,NaN,,NaN,,,NaN,,,,NaN,
8074,100,34,NaN,67,NaN,130,64,NaN,14,73,86,NaN,7
8075,,,NaN,,NaN,,,NaN,,,,NaN,
8076,100,34,NaN,67,NaN,130,64,NaN,14,73,86,NaN,7
8077,,,NaN,,NaN,,,NaN,,,,NaN,
8078,100,34,NaN,68,NaN,132,66,NaN,14,72,87,NaN,7
8079,,,NaN,,NaN,,,NaN,,,,NaN,
8080,100,35,NaN,68,NaN,130,64,NaN,14,72,86,NaN,7
8081,,,NaN,,NaN,,,NaN,,,,NaN,
8082,100,35,NaN,67,NaN,133,65,NaN,14,72,87,NaN,7
8083,,,NaN,,NaN,,,NaN,,,,NaN,
