time,Solar8000/ART_SBP,Solar8000/HR,Solar8000/ART_DBP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/RR_CO2,Solar8000/ART_MBP,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/CVP
9024,,,,,NaN,,,NaN,NaN,,,NaN,
9025,130,83,66,86,NaN,12,92,NaN,NaN,100,37,NaN,6
9026,,,,,NaN,,,NaN,NaN,,,NaN,
9027,130,83,66,86,NaN,12,92,NaN,NaN,100,37,NaN,6
9028,,,,,NaN,,,NaN,NaN,,,NaN,
9029,128,83,65,85,NaN,12,91,NaN,NaN,99,37,NaN,6
9030,,,,,NaN,,,NaN,NaN,,,NaN,
9031,129,83,66,85,NaN,12,92,NaN,NaN,100,37,NaN,6
9032,,,,,NaN,,,NaN,NaN,,,NaN,
9033,129,83,65,85,NaN,12,91,NaN,NaN,100,37,NaN,6
9034,,,,,NaN,,,NaN,NaN,,,NaN,
9035,129,83,65,85,NaN,12,91,NaN,NaN,99,37,NaN,6
9036,,,,,NaN,,,NaN,NaN,,,NaN,
9037,129,84,65,86,NaN,12,91,NaN,NaN,99,37,NaN,6
9038,,,,,NaN,,,NaN,NaN,,,NaN,
9039,127,84,64,86,NaN,12,90,NaN,NaN,99,37,NaN,6
9040,,,,,NaN,,,NaN,NaN,,,NaN,
9041,128,84,66,86,NaN,12,91,NaN,NaN,99,37,NaN,5
9042,,,,,NaN,,,NaN,NaN,,,NaN,
9043,126,83,64,86,NaN,12,90,NaN,NaN,99,37,NaN,5
9044,,,,,NaN,,,NaN,NaN,,,NaN,
9045,127,83,65,85,NaN,12,90,NaN,NaN,99,37,NaN,6
9046,,,,,NaN,,,NaN,NaN,,,NaN,
9047,126,83,64,86,NaN,12,90,NaN,NaN,99,36,NaN,6
9048,,,,,NaN,,,NaN,NaN,,,NaN,
9049,126,83,65,86,NaN,12,90,NaN,NaN,99,36,NaN,6
9050,,,,,NaN,,,NaN,NaN,,,NaN,
9051,127,83,67,86,NaN,12,91,NaN,NaN,99,36,NaN,6
9052,,,,,NaN,,,NaN,NaN,,,NaN,
9053,127,84,65,86,NaN,12,91,NaN,NaN,99,36,NaN,6
9054,,,,,NaN,,,NaN,NaN,,,NaN,
9055,128,84,66,86,NaN,12,91,NaN,NaN,99,36,NaN,6
9056,,,,,NaN,,,NaN,NaN,,,NaN,
9057,128,84,65,86,NaN,12,91,NaN,NaN,99,36,NaN,6
9058,,,,,NaN,,,NaN,NaN,,,NaN,
9059,126,83,65,86,NaN,12,90,NaN,NaN,99,36,NaN,6
9060,,,,,NaN,,,NaN,NaN,,,NaN,
9061,127,83,66,86,NaN,12,91,NaN,NaN,99,37,NaN,6
9062,,,,,NaN,,,NaN,NaN,,,NaN,
9063,125,83,64,85,NaN,12,90,NaN,NaN,99,37,NaN,6
9064,,,,,NaN,,,NaN,NaN,,,NaN,
9065,125,83,65,85,NaN,12,90,NaN,NaN,99,37,NaN,6
9066,,,,,NaN,,,NaN,NaN,,,NaN,
9067,126,82,66,85,NaN,12,91,NaN,NaN,99,37,NaN,6
9068,,,,,NaN,,,NaN,NaN,,,NaN,
9069,127,82,66,85,NaN,12,91,NaN,NaN,99,36,NaN,6
9070,,,,,NaN,,,NaN,NaN,,,NaN,
9071,131,83,67,85,NaN,12,92,NaN,NaN,99,36,NaN,6
9072,,,,,NaN,,,NaN,NaN,,,NaN,
9073,133,83,67,85,NaN,12,93,NaN,NaN,99,36,NaN,6
9074,,,,,NaN,,,NaN,NaN,,,NaN,
9075,136,83,68,86,NaN,12,94,NaN,NaN,99,37,NaN,6
9076,,,,,NaN,,,NaN,NaN,,,NaN,
9077,136,83,67,86,NaN,12,94,NaN,NaN,99,37,NaN,6
9078,,,,,NaN,,,NaN,NaN,,,NaN,
9079,134,83,67,86,NaN,12,94,NaN,NaN,99,37,NaN,6
9080,,,,,NaN,,,NaN,NaN,,,NaN,
9081,135,84,68,86,NaN,12,94,NaN,NaN,99,37,NaN,6
9082,,,,,NaN,,,NaN,NaN,,,NaN,
9083,132,84,66,86,NaN,12,93,NaN,NaN,99,36,NaN,6
9084,,,,,NaN,,,NaN,NaN,,,NaN,
9085,131,84,67,87,NaN,12,93,NaN,NaN,100,36,NaN,6
9086,,,,,NaN,,,NaN,NaN,,,NaN,
9087,131,85,66,87,NaN,12,93,NaN,NaN,100,36,NaN,6
9088,,,,,NaN,,,NaN,NaN,,,NaN,
9089,129,84,65,87,NaN,12,92,NaN,NaN,100,36,NaN,6
9090,,,,,NaN,,,NaN,NaN,,,NaN,
9091,130,84,66,86,NaN,12,92,NaN,NaN,100,36,NaN,6
9092,,,,,NaN,,,NaN,NaN,,,NaN,
9093,127,83,65,86,NaN,12,91,NaN,NaN,99,36,NaN,6
9094,,,,,NaN,,,NaN,NaN,,,NaN,
9095,127,84,65,86,NaN,12,91,NaN,NaN,99,36,NaN,6
9096,,,,,NaN,,,NaN,NaN,,,NaN,
9097,127,84,65,86,NaN,12,91,NaN,NaN,99,36,NaN,6
9098,,,,,NaN,,,NaN,NaN,,,NaN,
9099,125,84,65,86,NaN,12,90,NaN,NaN,99,36,NaN,6
9100,,,,,NaN,,,NaN,NaN,,,NaN,
9101,126,84,66,86,NaN,12,90,NaN,NaN,99,36,NaN,6
9102,,,,,NaN,,,NaN,NaN,,,NaN,
9103,125,84,64,86,NaN,12,90,NaN,NaN,99,37,NaN,6
9104,,,,,NaN,,,NaN,NaN,,,NaN,
9105,125,84,64,86,NaN,12,89,NaN,NaN,99,37,NaN,6
9106,,,,,NaN,,,NaN,NaN,,,NaN,
9107,126,84,64,86,NaN,12,90,NaN,NaN,99,37,NaN,6
9108,,,,,NaN,,,NaN,NaN,,,NaN,
9109,124,83,64,86,NaN,12,89,NaN,NaN,99,37,NaN,6
9110,,,,,NaN,,,NaN,NaN,,,NaN,
9111,126,83,65,86,NaN,12,90,NaN,NaN,99,37,NaN,6
9112,,,,,NaN,,,NaN,NaN,,,NaN,
9113,124,83,64,86,NaN,12,89,NaN,NaN,99,37,NaN,6
9114,,,,,NaN,,,NaN,NaN,,,NaN,
9115,124,84,64,86,NaN,12,89,NaN,NaN,99,37,NaN,6
9116,,,,,NaN,,,NaN,NaN,,,NaN,
9117,124,84,64,86,NaN,12,89,NaN,NaN,99,37,NaN,6
9118,,,,,NaN,,,NaN,NaN,,,NaN,
9119,123,84,64,86,NaN,12,88,NaN,NaN,99,37,NaN,6
9120,,,,,NaN,,,NaN,NaN,,,NaN,
9121,125,84,64,87,NaN,12,89,NaN,NaN,99,37,NaN,6
9122,,,,,NaN,,,NaN,NaN,,,NaN,
9123,123,85,63,87,NaN,12,88,NaN,NaN,99,37,NaN,6
9124,,,,,NaN,,,NaN,NaN,,,NaN,
9125,124,84,64,87,NaN,12,88,NaN,NaN,99,37,NaN,6
9126,,,,,NaN,,,NaN,NaN,,,NaN,
9127,124,84,64,87,NaN,12,89,NaN,NaN,99,37,NaN,6
9128,,,,,NaN,,,NaN,NaN,,,NaN,
9129,123,84,63,86,NaN,12,88,NaN,NaN,99,37,NaN,6
9130,,,,,NaN,,,NaN,NaN,,,NaN,
9131,123,84,64,86,NaN,12,88,NaN,NaN,99,37,NaN,6
9132,,,,,NaN,,,NaN,NaN,,,NaN,
9133,121,84,62,86,NaN,12,87,NaN,NaN,99,37,NaN,6
9134,,,,,NaN,,,NaN,NaN,,,NaN,
9135,121,84,63,87,NaN,12,87,NaN,NaN,99,37,NaN,6
9136,,,,,NaN,,,NaN,NaN,,,NaN,
9137,123,84,63,87,NaN,12,88,NaN,NaN,99,37,NaN,6
9138,,,,,NaN,,,NaN,NaN,,,NaN,
9139,121,84,62,87,NaN,12,86,NaN,NaN,99,37,NaN,6
9140,,,,,NaN,,,NaN,NaN,,,NaN,
9141,122,84,63,87,NaN,12,87,NaN,NaN,99,37,NaN,6
9142,,,,,NaN,,,NaN,NaN,,,NaN,
9143,120,84,62,86,NaN,12,86,NaN,NaN,99,37,NaN,6
9144,,,,,NaN,,,NaN,NaN,,,NaN,
9145,121,84,63,86,NaN,12,86,NaN,NaN,99,36,NaN,6
9146,,,,,NaN,,,NaN,NaN,,,NaN,
9147,122,84,63,86,NaN,12,87,NaN,NaN,99,36,NaN,6
9148,,,,,NaN,,,NaN,NaN,,,NaN,
9149,120,84,62,86,NaN,12,86,NaN,NaN,99,36,NaN,6
9150,,,,,NaN,,,NaN,NaN,,,NaN,
9151,122,84,63,86,NaN,12,87,NaN,NaN,99,36,NaN,6
9152,,,,,NaN,,,NaN,NaN,,,NaN,
9153,121,84,62,86,NaN,12,87,NaN,NaN,99,37,NaN,6
9154,,,,,NaN,,,NaN,NaN,,,NaN,
9155,123,84,64,86,NaN,12,88,NaN,NaN,99,37,NaN,6
9156,,,,,NaN,,,NaN,NaN,,,NaN,
9157,125,84,64,86,NaN,12,88,NaN,NaN,99,37,NaN,6
9158,,,,,NaN,,,NaN,NaN,,,NaN,
9159,122,84,63,86,NaN,12,87,NaN,NaN,99,37,NaN,6
9160,,,,,NaN,,,NaN,NaN,,,NaN,
9161,123,84,64,87,NaN,12,88,NaN,NaN,99,37,NaN,6
9162,,,,,NaN,,,NaN,NaN,,,NaN,
9163,121,85,62,87,NaN,12,87,NaN,NaN,99,37,NaN,6
9164,,,,,NaN,,,NaN,NaN,,,NaN,
9165,121,85,63,87,NaN,12,87,NaN,NaN,99,37,NaN,6
9166,,,,,NaN,,,NaN,NaN,,,NaN,
9167,121,85,62,87,NaN,12,87,NaN,NaN,99,37,NaN,6
9168,,,,,NaN,,,NaN,NaN,,,NaN,
9169,120,85,62,87,NaN,12,86,NaN,NaN,99,37,NaN,6
9170,,,,,NaN,,,NaN,NaN,,,NaN,
9171,121,85,63,87,NaN,12,87,NaN,NaN,99,37,NaN,6
9172,,,,,NaN,,,NaN,NaN,,,NaN,
9173,120,84,62,87,NaN,12,86,NaN,NaN,99,36,NaN,6
9174,,,,,NaN,,,NaN,NaN,,,NaN,
9175,121,84,63,86,NaN,12,86,NaN,NaN,99,36,NaN,6
9176,,,,,NaN,,,NaN,NaN,,,NaN,
9177,122,84,63,86,NaN,12,87,NaN,NaN,99,36,NaN,6
9178,,,,,NaN,,,NaN,NaN,,,NaN,
9179,121,83,62,86,NaN,12,86,NaN,NaN,99,36,NaN,6
9180,,,,,NaN,,,NaN,NaN,,,NaN,
9181,123,83,63,86,NaN,12,87,NaN,NaN,99,36,NaN,6
9182,,,,,NaN,,,NaN,NaN,,,NaN,
9183,120,84,62,86,NaN,12,86,NaN,NaN,99,36,NaN,6
9184,,,,,NaN,,,NaN,NaN,,,NaN,
9185,121,85,62,87,NaN,12,86,NaN,NaN,99,36,NaN,6
9186,,,,,NaN,,,NaN,NaN,,,NaN,
9187,121,84,62,87,NaN,12,86,NaN,NaN,99,36,NaN,6
9188,,,,,NaN,,,NaN,NaN,,,NaN,
9189,120,84,61,86,NaN,12,85,NaN,NaN,99,36,NaN,6
9190,,,,,NaN,,,NaN,NaN,,,NaN,
9191,121,83,62,86,NaN,12,86,NaN,NaN,99,36,NaN,6
9192,,,,,NaN,,,NaN,NaN,,,NaN,
9193,119,83,61,86,NaN,12,85,NaN,NaN,99,36,NaN,6
9194,,,,,NaN,,,NaN,NaN,,,NaN,
9195,119,83,62,85,NaN,12,85,NaN,NaN,99,36,NaN,6
9196,,,,,NaN,,,NaN,NaN,,,NaN,
9197,119,83,61,85,NaN,12,85,NaN,NaN,99,36,NaN,6
9198,,,,,NaN,,,NaN,NaN,,,NaN,
9199,117,83,60,85,NaN,12,84,NaN,NaN,99,36,NaN,6
9200,,,,,NaN,,,NaN,NaN,,,NaN,
9201,119,84,62,86,NaN,12,85,NaN,NaN,99,36,NaN,6
9202,,,,,NaN,,,NaN,NaN,,,NaN,
9203,117,84,60,86,NaN,12,83,NaN,NaN,99,36,NaN,6
9204,,,,,NaN,,,NaN,NaN,,,NaN,
9205,118,84,61,86,NaN,12,84,NaN,NaN,99,36,NaN,6
9206,,,,,NaN,,,NaN,NaN,,,NaN,
9207,118,84,60,86,NaN,12,84,NaN,NaN,99,36,NaN,6
9208,,,,,NaN,,,NaN,NaN,,,NaN,
9209,116,83,60,86,NaN,12,83,NaN,NaN,99,36,NaN,6
9210,,,,,NaN,,,NaN,NaN,,,NaN,
9211,117,83,61,86,NaN,12,83,NaN,NaN,99,36,NaN,5
9212,,,,,NaN,,,NaN,NaN,,,NaN,
9213,115,83,59,86,NaN,12,82,NaN,NaN,99,36,NaN,5
9214,,,,,NaN,,,NaN,NaN,,,NaN,
9215,116,83,60,86,NaN,12,82,NaN,NaN,99,36,NaN,5
9216,,,,,NaN,,,NaN,NaN,,,NaN,
9217,117,83,59,86,NaN,12,82,NaN,NaN,99,36,NaN,5
9218,,,,,NaN,,,NaN,NaN,,,NaN,
9219,115,83,59,86,NaN,12,82,NaN,NaN,99,36,NaN,5
9220,,,,,NaN,,,NaN,NaN,,,NaN,
9221,117,83,61,86,NaN,12,83,NaN,NaN,99,36,NaN,5
9222,,,,,NaN,,,NaN,NaN,,,NaN,
9223,115,83,59,86,NaN,12,82,NaN,NaN,99,36,NaN,5
9224,,,,,NaN,,,NaN,NaN,,,NaN,
9225,115,83,60,85,NaN,12,82,NaN,NaN,99,36,NaN,5
9226,,,,,NaN,,,NaN,NaN,,,NaN,
9227,116,83,59,86,NaN,12,82,NaN,NaN,99,36,NaN,5
9228,,,,,NaN,,,NaN,NaN,,,NaN,
9229,114,83,59,85,NaN,12,81,NaN,NaN,99,36,NaN,5
9230,,,,,NaN,,,NaN,NaN,,,NaN,
9231,116,84,61,86,NaN,12,82,NaN,NaN,99,36,NaN,5
9232,,,,,NaN,,,NaN,NaN,,,NaN,
9233,115,84,59,86,NaN,12,81,NaN,NaN,99,36,NaN,5
9234,,,,,NaN,,,NaN,NaN,,,NaN,
9235,115,84,59,86,NaN,12,81,NaN,NaN,99,36,NaN,5
9236,,,,,NaN,,,NaN,NaN,,,NaN,
9237,116,83,59,86,NaN,12,82,NaN,NaN,99,36,NaN,5
9238,,,,,NaN,,,NaN,NaN,,,NaN,
9239,115,83,59,85,NaN,12,81,NaN,NaN,99,36,NaN,5
9240,,,,,NaN,,,NaN,NaN,,,NaN,
9241,117,83,60,86,NaN,12,82,NaN,NaN,99,36,NaN,5
9242,,,,,NaN,,,NaN,NaN,,,NaN,
9243,115,83,59,86,NaN,12,81,NaN,NaN,99,36,NaN,5
9244,,,,,NaN,,,NaN,NaN,,,NaN,
9245,115,84,60,86,NaN,12,82,NaN,NaN,99,36,NaN,5
9246,,,,,NaN,,,NaN,NaN,,,NaN,
9247,115,84,59,86,NaN,12,82,NaN,NaN,99,36,NaN,5
9248,,,,,NaN,,,NaN,NaN,,,NaN,
9249,114,84,58,86,NaN,12,81,NaN,NaN,99,36,NaN,5
9250,,,,,NaN,,,NaN,NaN,,,NaN,
9251,115,83,60,86,NaN,12,82,NaN,NaN,99,36,NaN,5
9252,,,,,NaN,,,NaN,NaN,,,NaN,
9253,113,83,58,86,NaN,12,80,NaN,NaN,99,36,NaN,5
9254,,,,,NaN,,,NaN,NaN,,,NaN,
9255,114,83,59,85,NaN,12,81,NaN,NaN,99,36,NaN,5
9256,,,,,NaN,,,NaN,NaN,,,NaN,
9257,114,83,58,85,NaN,12,81,NaN,NaN,99,36,NaN,5
9258,,,,,NaN,,,NaN,NaN,,,NaN,
9259,113,83,58,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9260,,,,,NaN,,,NaN,NaN,,,NaN,
9261,115,83,59,86,NaN,12,81,NaN,NaN,99,36,NaN,5
9262,,,,,NaN,,,NaN,NaN,,,NaN,
9263,113,84,58,86,NaN,12,80,NaN,NaN,99,36,NaN,5
9264,,,,,NaN,,,NaN,NaN,,,NaN,
9265,113,84,59,86,NaN,12,80,NaN,NaN,99,36,NaN,5
9266,,,,,NaN,,,NaN,NaN,,,NaN,
9267,114,83,58,86,NaN,12,80,NaN,NaN,99,36,NaN,5
9268,,,,,NaN,,,NaN,NaN,,,NaN,
9269,112,83,58,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9270,,,,,NaN,,,NaN,NaN,,,NaN,
9271,115,83,59,85,NaN,12,81,NaN,NaN,99,36,NaN,5
9272,,,,,NaN,,,NaN,NaN,,,NaN,
9273,113,83,58,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9274,,,,,NaN,,,NaN,NaN,,,NaN,
9275,114,83,59,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9276,,,,,NaN,,,NaN,NaN,,,NaN,
9277,114,83,58,86,NaN,12,81,NaN,NaN,99,36,NaN,5
9278,,,,,NaN,,,NaN,NaN,,,NaN,
9279,113,84,58,86,NaN,12,80,NaN,NaN,99,36,NaN,5
9280,,,,,NaN,,,NaN,NaN,,,NaN,
9281,115,83,59,86,NaN,12,81,NaN,NaN,99,36,NaN,5
9282,,,,,NaN,,,NaN,NaN,,,NaN,
9283,113,83,58,86,NaN,12,80,NaN,NaN,99,36,NaN,5
9284,,,,,NaN,,,NaN,NaN,,,NaN,
9285,114,83,59,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9286,,,,,NaN,,,NaN,NaN,,,NaN,
9287,115,83,59,85,NaN,12,81,NaN,NaN,99,36,NaN,5
9288,,,,,NaN,,,NaN,NaN,,,NaN,
9289,112,83,57,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9290,,,,,NaN,,,NaN,NaN,,,NaN,
9291,114,83,59,85,NaN,12,81,NaN,NaN,99,36,NaN,5
9292,,,,,NaN,,,NaN,NaN,,,NaN,
9293,112,83,58,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9294,,,,,NaN,,,NaN,NaN,,,NaN,
9295,114,83,59,86,NaN,12,80,NaN,NaN,99,36,NaN,5
9296,,,,,NaN,,,NaN,NaN,,,NaN,
9297,116,83,58,86,NaN,12,81,NaN,NaN,99,36,NaN,5
9298,,,,,NaN,,,NaN,NaN,,,NaN,
9299,113,83,58,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9300,,,,,NaN,,,NaN,NaN,,,NaN,
9301,115,83,59,86,NaN,12,81,NaN,NaN,99,36,NaN,5
9302,,,,,NaN,,,NaN,NaN,,,NaN,
9303,113,83,58,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9304,,,,,NaN,,,NaN,NaN,,,NaN,
9305,114,83,59,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9306,,,,,NaN,,,NaN,NaN,,,NaN,
9307,115,83,59,86,NaN,12,81,NaN,NaN,99,36,NaN,5
9308,,,,,NaN,,,NaN,NaN,,,NaN,
9309,112,83,58,86,NaN,12,80,NaN,NaN,99,36,NaN,5
9310,,,,,NaN,,,NaN,NaN,,,NaN,
9311,114,84,59,86,NaN,12,81,NaN,NaN,99,36,NaN,5
9312,,,,,NaN,,,NaN,NaN,,,NaN,
9313,112,84,57,86,NaN,12,79,NaN,NaN,99,36,NaN,5
9314,,,,,NaN,,,NaN,NaN,,,NaN,
9315,112,83,58,86,NaN,12,79,NaN,NaN,99,36,NaN,5
9316,,,,,NaN,,,NaN,NaN,,,NaN,
9317,114,83,58,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9318,,,,,NaN,,,NaN,NaN,,,NaN,
9319,111,83,57,85,NaN,12,79,NaN,NaN,99,36,NaN,5
9320,,,,,NaN,,,NaN,NaN,,,NaN,
9321,113,83,58,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9322,,,,,NaN,,,NaN,NaN,,,NaN,
9323,111,83,57,85,NaN,12,78,NaN,NaN,99,36,NaN,5
9324,,,,,NaN,,,NaN,NaN,,,NaN,
9325,112,83,58,85,NaN,12,79,NaN,NaN,99,36,NaN,5
9326,,,,,NaN,,,NaN,NaN,,,NaN,
9327,114,83,58,86,NaN,12,80,NaN,NaN,99,36,NaN,5
9328,,,,,NaN,,,NaN,NaN,,,NaN,
9329,111,83,56,85,NaN,12,78,NaN,NaN,99,36,NaN,5
9330,,,,,NaN,,,NaN,NaN,,,NaN,
9331,113,83,57,85,NaN,12,79,NaN,NaN,99,37,NaN,5
9332,,,,,NaN,,,NaN,NaN,,,NaN,
9333,110,83,56,85,NaN,12,78,NaN,NaN,99,37,NaN,5
9334,,,,,NaN,,,NaN,NaN,,,NaN,
9335,110,83,57,85,NaN,12,78,NaN,NaN,99,37,NaN,5
9336,,,,,NaN,,,NaN,NaN,,,NaN,
9337,111,83,57,86,NaN,12,79,NaN,NaN,99,36,NaN,5
9338,,,,,NaN,,,NaN,NaN,,,NaN,
9339,109,83,56,86,NaN,12,77,NaN,NaN,99,36,NaN,5
9340,,,,,NaN,,,NaN,NaN,,,NaN,
9341,112,84,58,86,NaN,12,79,NaN,NaN,99,36,NaN,5
9342,,,,,NaN,,,NaN,NaN,,,NaN,
9343,109,84,56,86,NaN,12,77,NaN,NaN,99,36,NaN,5
9344,,,,,NaN,,,NaN,NaN,,,NaN,
9345,110,84,56,86,NaN,12,77,NaN,NaN,99,36,NaN,5
9346,,,,,NaN,,,NaN,NaN,,,NaN,
9347,112,83,57,85,NaN,12,79,NaN,NaN,99,36,NaN,5
9348,,,,,NaN,,,NaN,NaN,,,NaN,
9349,112,83,57,85,NaN,12,78,NaN,NaN,99,36,NaN,5
9350,,,,,NaN,,,NaN,NaN,,,NaN,
9351,116,83,59,85,NaN,12,80,NaN,NaN,99,36,NaN,5
9352,,,,,NaN,,,NaN,NaN,,,NaN,
9353,114,83,57,85,NaN,12,79,NaN,NaN,99,36,NaN,5
9354,,,,,NaN,,,NaN,NaN,,,NaN,
9355,114,83,58,86,NaN,12,80,NaN,NaN,99,36,NaN,5
9356,,,,,NaN,,,NaN,NaN,,,NaN,
9357,131,84,49,86,NaN,12,80,NaN,NaN,99,36,NaN,5
9358,,,,,NaN,,,NaN,NaN,,,NaN,
9359,115,84,55,86,NaN,12,79,NaN,NaN,99,36,NaN,5
9360,,,,,NaN,,,NaN,NaN,,,NaN,
9361,115,83,57,86,NaN,12,80,NaN,NaN,99,36,NaN,5
9362,,,,,NaN,,,NaN,NaN,,,NaN,
9363,115,83,61,85,NaN,12,81,NaN,NaN,99,36,NaN,5
9364,,,,,NaN,,,NaN,NaN,,,NaN,
9365,,83,,85,NaN,12,81,NaN,NaN,99,36,NaN,5
9366,,,,,NaN,,,NaN,NaN,,,NaN,
9367,,83,,85,NaN,12,203,NaN,NaN,99,36,NaN,5
9368,,,,,NaN,,,NaN,NaN,,,NaN,
9369,,82,,85,NaN,12,203,NaN,NaN,99,36,NaN,5
9370,,,,,NaN,,,NaN,NaN,,,NaN,
9371,,82,,85,NaN,12,224,NaN,NaN,99,36,NaN,5
9372,,,,,NaN,,,NaN,NaN,,,NaN,
9373,,82,,85,NaN,12,224,NaN,NaN,99,36,NaN,5
9374,,,,,NaN,,,NaN,NaN,,,NaN,
9375,,82,,85,NaN,12,235,NaN,NaN,99,36,NaN,5
9376,,,,,NaN,,,NaN,NaN,,,NaN,
9377,,82,,85,NaN,12,174,NaN,NaN,99,36,NaN,5
9378,,,,,NaN,,,NaN,NaN,,,NaN,
9379,,82,,84,NaN,12,133,NaN,NaN,99,36,NaN,5
9380,,,,,NaN,,,NaN,NaN,,,NaN,
9381,,82,,85,NaN,12,103,NaN,NaN,99,36,NaN,5
9382,,,,,NaN,,,NaN,NaN,,,NaN,
9383,,82,,85,NaN,12,90,NaN,NaN,99,36,NaN,5
9384,,,,,NaN,,,NaN,NaN,,,NaN,
9385,,82,,85,NaN,12,87,NaN,NaN,99,36,NaN,5
9386,,,,,NaN,,,NaN,NaN,,,NaN,
9387,,83,,85,NaN,12,159,NaN,NaN,99,36,NaN,5
9388,,,,,NaN,,,NaN,NaN,,,NaN,
9389,213,82,199,85,NaN,12,180,NaN,NaN,99,36,NaN,5
9390,,,,,NaN,,,NaN,NaN,,,NaN,
9391,212,82,201,85,NaN,12,194,NaN,NaN,99,36,NaN,5
9392,,,,,NaN,,,NaN,NaN,,,NaN,
9393,220,82,208,85,NaN,12,205,NaN,NaN,99,36,NaN,5
9394,,,,,NaN,,,NaN,NaN,,,NaN,
9395,219,82,205,85,NaN,12,208,NaN,NaN,99,36,NaN,5
9396,,,,,NaN,,,NaN,NaN,,,NaN,
9397,218,82,202,85,NaN,12,208,NaN,NaN,99,36,NaN,5
9398,,,,,NaN,,,NaN,NaN,,,NaN,
9399,213,82,198,85,NaN,12,205,NaN,NaN,99,36,NaN,5
9400,,,,,NaN,,,NaN,NaN,,,NaN,
9401,210,82,196,85,NaN,12,203,NaN,NaN,99,36,NaN,5
9402,,,,,NaN,,,NaN,NaN,,,NaN,
9403,207,82,37,85,NaN,12,177,NaN,NaN,99,36,NaN,5
9404,,,,,NaN,,,NaN,NaN,,,NaN,
9405,207,82,37,84,NaN,12,177,NaN,NaN,99,36,NaN,5
9406,,,,,NaN,,,NaN,NaN,,,NaN,
9407,162,82,48,84,NaN,12,153,NaN,NaN,99,36,NaN,5
9408,,,,,NaN,,,NaN,NaN,,,NaN,
9409,120,82,58,84,NaN,12,111,NaN,NaN,99,36,NaN,5
9410,,,,,NaN,,,NaN,NaN,,,NaN,
9411,116,82,60,84,NaN,12,95,NaN,NaN,99,36,NaN,5
9412,,,,,NaN,,,NaN,NaN,,,NaN,
9413,114,82,59,84,NaN,12,89,NaN,NaN,99,36,NaN,5
9414,,,,,NaN,,,NaN,NaN,,,NaN,
9415,115,82,60,84,NaN,12,85,NaN,NaN,99,36,NaN,5
9416,,,,,NaN,,,NaN,NaN,,,NaN,
9417,116,83,60,85,NaN,12,84,NaN,NaN,99,36,NaN,5
9418,,,,,NaN,,,NaN,NaN,,,NaN,
9419,114,83,59,85,NaN,12,83,NaN,NaN,99,36,NaN,5
9420,,,,,NaN,,,NaN,NaN,,,NaN,
9421,115,82,61,85,NaN,12,83,NaN,NaN,99,36,NaN,5
9422,,,,,NaN,,,NaN,NaN,,,NaN,
9423,114,82,60,84,NaN,12,82,NaN,NaN,99,36,NaN,5
9424,,,,,NaN,,,NaN,NaN,,,NaN,
9425,114,82,60,84,NaN,12,82,NaN,NaN,99,36,NaN,5
9426,,,,,NaN,,,NaN,NaN,,,NaN,
9427,115,82,60,84,NaN,12,83,NaN,NaN,99,36,NaN,5
9428,,,,,NaN,,,NaN,NaN,,,NaN,
9429,113,82,60,84,NaN,12,82,NaN,NaN,99,36,NaN,5
9430,,,,,NaN,,,NaN,NaN,,,NaN,
9431,116,82,62,85,NaN,12,83,NaN,NaN,99,36,NaN,5
9432,,,,,NaN,,,NaN,NaN,,,NaN,
9433,114,83,60,85,NaN,12,83,NaN,NaN,99,36,NaN,5
9434,,,,,NaN,,,NaN,NaN,,,NaN,
9435,115,82,61,84,NaN,12,83,NaN,NaN,99,36,NaN,5
9436,,,,,NaN,,,NaN,NaN,,,NaN,
9437,117,82,61,84,NaN,12,84,NaN,NaN,99,36,NaN,5
9438,,,,,NaN,,,NaN,NaN,,,NaN,
9439,114,82,60,84,NaN,12,83,NaN,NaN,99,36,NaN,5
9440,,,,,NaN,,,NaN,NaN,,,NaN,
9441,116,82,61,84,NaN,12,84,NaN,NaN,99,36,NaN,5
9442,,,,,NaN,,,NaN,NaN,,,NaN,
9443,114,82,60,85,NaN,12,83,NaN,NaN,99,36,NaN,5
9444,,,,,NaN,,,NaN,NaN,,,NaN,
9445,115,83,61,85,NaN,12,83,NaN,NaN,99,36,NaN,5
9446,,,,,NaN,,,NaN,NaN,,,NaN,
9447,116,83,61,85,NaN,12,84,NaN,NaN,99,36,NaN,5
9448,,,,,NaN,,,NaN,NaN,,,NaN,
9449,114,82,59,85,NaN,12,82,NaN,NaN,99,36,NaN,5
