time,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/HR,SNUADC/ART,Solar8000/PLETH_SPO2
24378,,,NaN,NaN,,NaN,,,,,,NaN,
24379,104,38,NaN,NaN,73,NaN,6,144,14,64,65,NaN,100
24380,,,NaN,NaN,,NaN,,,,,,NaN,
24381,101,38,NaN,NaN,70,NaN,6,140,14,65,65,NaN,100
24382,,,NaN,NaN,,NaN,,,,,,NaN,
24383,97,38,NaN,NaN,67,NaN,6,134,15,65,65,NaN,100
24384,,,NaN,NaN,,NaN,,,,,,NaN,
24385,95,38,NaN,NaN,67,NaN,6,132,15,65,65,NaN,100
24386,,,NaN,NaN,,NaN,,,,,,NaN,
24387,94,38,NaN,NaN,66,NaN,6,132,15,66,65,NaN,100
24388,,,NaN,NaN,,NaN,,,,,,NaN,
24389,94,37,NaN,NaN,67,NaN,5,133,15,66,66,NaN,100
24390,,,NaN,NaN,,NaN,,,,,,NaN,
24391,94,37,NaN,NaN,67,NaN,5,133,15,68,67,NaN,100
24392,,,NaN,NaN,,NaN,,,,,,NaN,
24393,93,37,NaN,NaN,67,NaN,6,132,15,68,68,NaN,100
24394,,,NaN,NaN,,NaN,,,,,,NaN,
24395,93,37,NaN,NaN,67,NaN,6,133,15,68,68,NaN,100
24396,,,NaN,NaN,,NaN,,,,,,NaN,
24397,93,38,NaN,NaN,67,NaN,6,133,16,69,68,NaN,100
24398,,,NaN,NaN,,NaN,,,,,,NaN,
24399,93,38,NaN,NaN,67,NaN,6,134,16,69,69,NaN,100
24400,,,NaN,NaN,,NaN,,,,,,NaN,
24401,94,38,NaN,NaN,69,NaN,6,135,16,69,69,NaN,100
24402,,,NaN,NaN,,NaN,,,,,,NaN,
24403,95,39,NaN,NaN,69,NaN,6,137,16,70,69,NaN,100
24404,,,NaN,NaN,,NaN,,,,,,NaN,
24405,97,39,NaN,NaN,69,NaN,6,139,16,70,69,NaN,100
24406,,,NaN,NaN,,NaN,,,,,,NaN,
24407,96,39,NaN,NaN,68,NaN,5,137,16,70,69,NaN,100
24408,,,NaN,NaN,,NaN,,,,,,NaN,
24409,95,39,NaN,NaN,67,NaN,5,136,16,70,69,NaN,100
24410,,,NaN,NaN,,NaN,,,,,,NaN,
24411,94,39,NaN,NaN,66,NaN,5,133,16,70,69,NaN,100
24412,,,NaN,NaN,,NaN,,,,,,NaN,
24413,94,39,NaN,NaN,67,NaN,5,134,16,70,69,NaN,100
24414,,,NaN,NaN,,NaN,,,,,,NaN,
24415,93,37,NaN,NaN,67,NaN,5,132,16,69,69,NaN,100
24416,,,NaN,NaN,,NaN,,,,,,NaN,
24417,93,37,NaN,NaN,67,NaN,5,134,16,69,69,NaN,100
24418,,,NaN,NaN,,NaN,,,,,,NaN,
24419,93,37,NaN,NaN,68,NaN,6,134,16,70,69,NaN,100
24420,,,NaN,NaN,,NaN,,,,,,NaN,
24421,95,37,NaN,NaN,69,NaN,6,137,16,70,69,NaN,100
24422,,,NaN,NaN,,NaN,,,,,,NaN,
24423,96,39,NaN,NaN,70,NaN,6,137,16,70,70,NaN,100
24424,,,NaN,NaN,,NaN,,,,,,NaN,
24425,97,39,NaN,NaN,70,NaN,6,138,16,70,69,NaN,100
24426,,,NaN,NaN,,NaN,,,,,,NaN,
24427,97,39,NaN,NaN,70,NaN,6,139,16,70,69,NaN,100
24428,,,NaN,NaN,,NaN,,,,,,NaN,
24429,98,38,NaN,NaN,71,NaN,6,140,16,69,69,NaN,100
24430,,,NaN,NaN,,NaN,,,,,,NaN,
24431,99,38,NaN,NaN,71,NaN,6,141,16,69,68,NaN,100
24432,,,NaN,NaN,,NaN,,,,,,NaN,
24433,98,38,NaN,NaN,70,NaN,5,140,16,69,68,NaN,100
24434,,,NaN,NaN,,NaN,,,,,,NaN,
24435,97,38,NaN,NaN,69,NaN,5,139,16,69,68,NaN,100
24436,,,NaN,NaN,,NaN,,,,,,NaN,
24437,96,38,NaN,NaN,68,NaN,5,136,16,69,68,NaN,100
24438,,,NaN,NaN,,NaN,,,,,,NaN,
24439,96,38,NaN,NaN,69,NaN,5,137,16,69,68,NaN,100
24440,,,NaN,NaN,,NaN,,,,,,NaN,
24441,96,37,NaN,NaN,69,NaN,6,137,16,69,69,NaN,100
24442,,,NaN,NaN,,NaN,,,,,,NaN,
24443,97,37,NaN,NaN,70,NaN,6,139,16,69,69,NaN,100
24444,,,NaN,NaN,,NaN,,,,,,NaN,
24445,97,37,NaN,NaN,71,NaN,6,139,16,69,69,NaN,100
24446,,,NaN,NaN,,NaN,,,,,,NaN,
24447,98,38,NaN,NaN,71,NaN,6,141,16,70,69,NaN,100
24448,,,NaN,NaN,,NaN,,,,,,NaN,
24449,98,38,NaN,NaN,71,NaN,6,140,16,70,69,NaN,100
24450,,,NaN,NaN,,NaN,,,,,,NaN,
24451,98,38,NaN,NaN,70,NaN,6,140,16,70,69,NaN,100
24452,,,NaN,NaN,,NaN,,,,,,NaN,
24453,98,39,NaN,NaN,71,NaN,6,140,16,69,69,NaN,100
24454,,,NaN,NaN,,NaN,,,,,,NaN,
24455,99,39,NaN,NaN,73,NaN,6,142,16,69,68,NaN,100
24456,,,NaN,NaN,,NaN,,,,,,NaN,
24457,101,39,NaN,NaN,74,NaN,5,144,16,69,69,NaN,100
24458,,,NaN,NaN,,NaN,,,,,,NaN,
24459,101,38,NaN,NaN,73,NaN,5,145,16,69,69,NaN,100
24460,,,NaN,NaN,,NaN,,,,,,NaN,
24461,101,38,NaN,NaN,72,NaN,5,143,16,70,69,NaN,100
24462,,,NaN,NaN,,NaN,,,,,,NaN,
24463,99,38,NaN,NaN,70,NaN,5,139,16,70,69,NaN,100
24464,,,NaN,NaN,,NaN,,,,,,NaN,
24465,99,38,NaN,NaN,70,NaN,5,139,16,70,69,NaN,100
24466,,,NaN,NaN,,NaN,,,,,,NaN,
24467,97,38,NaN,NaN,70,NaN,6,138,16,70,69,NaN,100
24468,,,NaN,NaN,,NaN,,,,,,NaN,
24469,98,38,NaN,NaN,70,NaN,6,139,16,69,69,NaN,100
24470,,,NaN,NaN,,NaN,,,,,,NaN,
24471,97,37,NaN,NaN,70,NaN,6,138,16,69,69,NaN,100
24472,,,NaN,NaN,,NaN,,,,,,NaN,
24473,98,37,NaN,NaN,70,NaN,6,139,16,69,69,NaN,100
24474,,,NaN,NaN,,NaN,,,,,,NaN,
24475,97,37,NaN,NaN,70,NaN,6,138,16,69,69,NaN,100
24476,,,NaN,NaN,,NaN,,,,,,NaN,
24477,98,39,NaN,NaN,71,NaN,6,140,16,69,68,NaN,100
24478,,,NaN,NaN,,NaN,,,,,,NaN,
24479,98,39,NaN,NaN,71,NaN,5,140,16,69,68,NaN,100
24480,,,NaN,NaN,,NaN,,,,,,NaN,
24481,99,39,NaN,NaN,71,NaN,5,142,16,69,68,NaN,100
24482,,,NaN,NaN,,NaN,,,,,,NaN,
24483,99,39,NaN,NaN,71,NaN,5,141,16,69,68,NaN,100
24484,,,NaN,NaN,,NaN,,,,,,NaN,
24485,98,38,NaN,NaN,69,NaN,5,138,16,69,68,NaN,100
24486,,,NaN,NaN,,NaN,,,,,,NaN,
24487,98,38,NaN,NaN,70,NaN,5,139,16,69,68,NaN,100
24488,,,NaN,NaN,,NaN,,,,,,NaN,
24489,98,38,NaN,NaN,70,NaN,5,139,16,69,68,NaN,100
24490,,,NaN,NaN,,NaN,,,,,,NaN,
24491,98,37,NaN,NaN,71,NaN,5,139,16,69,69,NaN,100
24492,,,NaN,NaN,,NaN,,,,,,NaN,
24493,98,37,NaN,NaN,71,NaN,6,139,16,70,69,NaN,100
24494,,,NaN,NaN,,NaN,,,,,,NaN,
24495,99,37,NaN,NaN,72,NaN,6,141,16,70,69,NaN,100
24496,,,NaN,NaN,,NaN,,,,,,NaN,
24497,98,39,NaN,NaN,71,NaN,6,140,16,70,70,NaN,100
24498,,,NaN,NaN,,NaN,,,,,,NaN,
24499,98,39,NaN,NaN,71,NaN,6,140,16,70,70,NaN,100
24500,,,NaN,NaN,,NaN,,,,,,NaN,
24501,97,39,NaN,NaN,70,NaN,6,138,16,70,70,NaN,100
24502,,,NaN,NaN,,NaN,,,,,,NaN,
24503,97,38,NaN,NaN,70,NaN,6,138,16,70,70,NaN,100
24504,,,NaN,NaN,,NaN,,,,,,NaN,
24505,96,38,NaN,NaN,69,NaN,6,136,16,71,70,NaN,100
24506,,,NaN,NaN,,NaN,,,,,,NaN,
24507,96,38,NaN,NaN,69,NaN,6,137,16,71,70,NaN,100
24508,,,NaN,NaN,,NaN,,,,,,NaN,
24509,95,38,NaN,NaN,68,NaN,6,135,16,71,71,NaN,100
24510,,,NaN,NaN,,NaN,,,,,,NaN,
24511,94,38,NaN,NaN,67,NaN,6,133,16,71,71,NaN,100
24512,,,NaN,NaN,,NaN,,,,,,NaN,
24513,93,38,NaN,NaN,66,NaN,6,131,16,71,70,NaN,100
24514,,,NaN,NaN,,NaN,,,,,,NaN,
24515,91,37,NaN,NaN,66,NaN,6,130,16,71,70,NaN,100
24516,,,NaN,NaN,,NaN,,,,,,NaN,
24517,91,37,NaN,NaN,66,NaN,6,131,16,71,70,NaN,100
24518,,,NaN,NaN,,NaN,,,,,,NaN,
24519,91,37,NaN,NaN,65,NaN,6,131,16,71,70,NaN,100
24520,,,NaN,NaN,,NaN,,,,,,NaN,
24521,90,37,NaN,NaN,65,NaN,5,131,16,70,70,NaN,100
24522,,,NaN,NaN,,NaN,,,,,,NaN,
24523,89,37,NaN,NaN,64,NaN,5,130,16,70,70,NaN,100
24524,,,NaN,NaN,,NaN,,,,,,NaN,
24525,90,37,NaN,NaN,63,NaN,5,131,16,70,70,NaN,100
24526,,,NaN,NaN,,NaN,,,,,,NaN,
24527,89,38,NaN,NaN,63,NaN,4,130,16,70,70,NaN,100
24528,,,NaN,NaN,,NaN,,,,,,NaN,
24529,88,38,NaN,NaN,61,NaN,4,130,16,69,69,NaN,100
24530,,,NaN,NaN,,NaN,,,,,,NaN,
24531,85,38,NaN,NaN,60,NaN,4,124,16,69,68,NaN,100
24532,,,NaN,NaN,,NaN,,,,,,NaN,
24533,84,36,NaN,NaN,58,NaN,4,123,16,67,66,NaN,100
24534,,,NaN,NaN,,NaN,,,,,,NaN,
24535,83,36,NaN,NaN,59,NaN,4,121,16,66,64,NaN,100
24536,,,NaN,NaN,,NaN,,,,,,NaN,
24537,84,36,NaN,NaN,60,NaN,4,124,16,64,63,NaN,100
24538,,,NaN,NaN,,NaN,,,,,,NaN,
24539,85,36,NaN,NaN,62,NaN,4,124,16,63,62,NaN,100
24540,,,NaN,NaN,,NaN,,,,,,NaN,
24541,88,35,NaN,NaN,65,NaN,4,129,16,64,63,NaN,100
24542,,,NaN,NaN,,NaN,,,,,,NaN,
24543,93,35,NaN,NaN,70,NaN,5,136,16,64,63,NaN,100
24544,,,NaN,NaN,,NaN,,,,,,NaN,
24545,96,35,NaN,NaN,71,NaN,5,139,16,66,65,NaN,100
24546,,,NaN,NaN,,NaN,,,,,,NaN,
24547,98,38,NaN,NaN,72,NaN,5,141,16,66,66,NaN,100
24548,,,NaN,NaN,,NaN,,,,,,NaN,
24549,100,38,NaN,NaN,73,NaN,5,142,16,66,66,NaN,100
24550,,,NaN,NaN,,NaN,,,,,,NaN,
24551,103,38,NaN,NaN,76,NaN,5,147,16,67,66,NaN,100
24552,,,NaN,NaN,,NaN,,,,,,NaN,
24553,105,38,NaN,NaN,77,NaN,5,149,16,68,67,NaN,100
24554,,,NaN,NaN,,NaN,,,,,,NaN,
24555,107,38,NaN,NaN,77,NaN,5,150,16,68,68,NaN,100
24556,,,NaN,NaN,,NaN,,,,,,NaN,
24557,106,38,NaN,NaN,76,NaN,5,148,16,68,68,NaN,100
24558,,,NaN,NaN,,NaN,,,,,,NaN,
24559,104,38,NaN,NaN,72,NaN,5,144,16,68,68,NaN,100
24560,,,NaN,NaN,,NaN,,,,,,NaN,
24561,100,38,NaN,NaN,70,NaN,5,140,16,68,68,NaN,100
24562,,,NaN,NaN,,NaN,,,,,,NaN,
24563,98,38,NaN,NaN,68,NaN,5,137,16,69,68,NaN,100
24564,,,NaN,NaN,,NaN,,,,,,NaN,
24565,94,37,NaN,NaN,65,NaN,5,131,16,69,68,NaN,100
24566,,,NaN,NaN,,NaN,,,,,,NaN,
24567,92,37,NaN,NaN,64,NaN,5,130,16,69,68,NaN,100
24568,,,NaN,NaN,,NaN,,,,,,NaN,
24569,90,37,NaN,NaN,64,NaN,5,128,16,70,69,NaN,100
24570,,,NaN,NaN,,NaN,,,,,,NaN,
24571,91,37,NaN,NaN,66,NaN,5,130,16,70,69,NaN,100
24572,,,NaN,NaN,,NaN,,,,,,NaN,
24573,91,37,NaN,NaN,67,NaN,5,133,16,71,70,NaN,100
24574,,,NaN,NaN,,NaN,,,,,,NaN,
24575,93,37,NaN,NaN,67,NaN,5,135,16,71,70,NaN,100
24576,,,NaN,NaN,,NaN,,,,,,NaN,
24577,94,38,NaN,NaN,68,NaN,5,136,16,71,70,NaN,100
24578,,,NaN,NaN,,NaN,,,,,,NaN,
24579,94,38,NaN,NaN,68,NaN,5,136,16,71,70,NaN,100
24580,,,NaN,NaN,,NaN,,,,,,NaN,
24581,95,38,NaN,NaN,69,NaN,5,137,16,71,70,NaN,100
24582,,,NaN,NaN,,NaN,,,,,,NaN,
24583,94,38,NaN,NaN,67,NaN,5,135,16,71,70,NaN,100
24584,,,NaN,NaN,,NaN,,,,,,NaN,
24585,93,38,NaN,NaN,66,NaN,5,135,16,71,70,NaN,100
24586,,,NaN,NaN,,NaN,,,,,,NaN,
24587,92,38,NaN,NaN,65,NaN,5,133,16,70,70,NaN,100
24588,,,NaN,NaN,,NaN,,,,,,NaN,
24589,93,38,NaN,NaN,67,NaN,5,134,16,70,69,NaN,100
24590,,,NaN,NaN,,NaN,,,,,,NaN,
24591,93,38,NaN,NaN,67,NaN,5,134,16,70,70,NaN,100
24592,,,NaN,NaN,,NaN,,,,,,NaN,
24593,94,38,NaN,NaN,68,NaN,5,136,16,70,70,NaN,100
24594,,,NaN,NaN,,NaN,,,,,,NaN,
24595,94,38,NaN,NaN,68,NaN,5,136,16,71,70,NaN,100
24596,,,NaN,NaN,,NaN,,,,,,NaN,
24597,95,38,NaN,NaN,69,NaN,5,137,16,70,70,NaN,100
24598,,,NaN,NaN,,NaN,,,,,,NaN,
24599,95,38,NaN,NaN,68,NaN,5,137,16,70,70,NaN,100
24600,,,NaN,NaN,,NaN,,,,,,NaN,
24601,95,38,NaN,NaN,68,NaN,5,137,16,70,70,NaN,100
24602,,,NaN,NaN,,NaN,,,,,,NaN,
24603,95,38,NaN,NaN,69,NaN,5,137,16,70,69,NaN,100
24604,,,NaN,NaN,,NaN,,,,,,NaN,
24605,96,38,NaN,NaN,68,NaN,5,139,16,70,69,NaN,100
24606,,,NaN,NaN,,NaN,,,,,,NaN,
24607,96,38,NaN,NaN,68,NaN,5,138,16,69,69,NaN,100
24608,,,NaN,NaN,,NaN,,,,,,NaN,
24609,95,38,NaN,NaN,67,NaN,5,135,16,69,68,NaN,100
24610,,,NaN,NaN,,NaN,,,,,,NaN,
24611,95,38,NaN,NaN,68,NaN,5,136,16,69,68,NaN,100
24612,,,NaN,NaN,,NaN,,,,,,NaN,
24613,94,38,NaN,NaN,68,NaN,5,134,16,69,68,NaN,100
24614,,,NaN,NaN,,NaN,,,,,,NaN,
24615,96,37,NaN,NaN,70,NaN,5,138,16,69,68,NaN,100
24616,,,NaN,NaN,,NaN,,,,,,NaN,
24617,96,37,NaN,NaN,70,NaN,5,138,16,69,68,NaN,100
24618,,,NaN,NaN,,NaN,,,,,,NaN,
24619,98,37,NaN,NaN,71,NaN,5,140,16,69,69,NaN,100
24620,,,NaN,NaN,,NaN,,,,,,NaN,
24621,97,38,NaN,NaN,70,NaN,5,139,16,69,69,NaN,100
24622,,,NaN,NaN,,NaN,,,,,,NaN,
24623,98,38,NaN,NaN,70,NaN,5,140,16,69,69,NaN,100
24624,,,NaN,NaN,,NaN,,,,,,NaN,
24625,97,38,NaN,NaN,70,NaN,5,139,16,69,68,NaN,100
24626,,,NaN,NaN,,NaN,,,,,,NaN,
24627,97,38,NaN,NaN,69,NaN,5,140,16,69,69,NaN,100
24628,,,NaN,NaN,,NaN,,,,,,NaN,
24629,96,38,NaN,NaN,68,NaN,5,138,16,69,69,NaN,100
24630,,,NaN,NaN,,NaN,,,,,,NaN,
24631,96,38,NaN,NaN,67,NaN,5,138,16,70,69,NaN,100
24632,,,NaN,NaN,,NaN,,,,,,NaN,
24633,94,38,NaN,NaN,66,NaN,5,134,16,70,69,NaN,100
24634,,,NaN,NaN,,NaN,,,,,,NaN,
24635,93,38,NaN,NaN,66,NaN,5,133,16,70,69,NaN,100
24636,,,NaN,NaN,,NaN,,,,,,NaN,
24637,93,38,NaN,NaN,67,NaN,5,134,16,70,69,NaN,100
24638,,,NaN,NaN,,NaN,,,,,,NaN,
24639,93,38,NaN,NaN,67,NaN,5,135,16,70,70,NaN,100
24640,,,NaN,NaN,,NaN,,,,,,NaN,
24641,94,38,NaN,NaN,68,NaN,5,136,16,70,70,NaN,100
24642,,,NaN,NaN,,NaN,,,,,,NaN,
24643,94,38,NaN,NaN,68,NaN,5,135,16,70,70,NaN,100
24644,,,NaN,NaN,,NaN,,,,,,NaN,
24645,96,38,NaN,NaN,70,NaN,5,139,16,70,70,NaN,100
24646,,,NaN,NaN,,NaN,,,,,,NaN,
24647,97,38,NaN,NaN,71,NaN,5,140,16,70,70,NaN,100
24648,,,NaN,NaN,,NaN,,,,,,NaN,
24649,98,38,NaN,NaN,71,NaN,5,142,16,70,70,NaN,100
24650,,,NaN,NaN,,NaN,,,,,,NaN,
24651,98,38,NaN,NaN,71,NaN,5,139,16,71,71,NaN,100
24652,,,NaN,NaN,,NaN,,,,,,NaN,
24653,98,38,NaN,NaN,71,NaN,5,140,16,71,70,NaN,100
24654,,,NaN,NaN,,NaN,,,,,,NaN,
24655,97,38,NaN,NaN,70,NaN,5,139,16,71,70,NaN,100
24656,,,NaN,NaN,,NaN,,,,,,NaN,
24657,97,38,NaN,NaN,69,NaN,5,140,16,71,70,NaN,100
24658,,,NaN,NaN,,NaN,,,,,,NaN,
24659,96,37,NaN,NaN,68,NaN,5,138,16,71,70,NaN,100
24660,,,NaN,NaN,,NaN,,,,,,NaN,
24661,96,37,NaN,NaN,67,NaN,5,137,16,70,70,NaN,100
24662,,,NaN,NaN,,NaN,,,,,,NaN,
24663,93,37,NaN,NaN,66,NaN,5,132,16,70,69,NaN,100
24664,,,NaN,NaN,,NaN,,,,,,NaN,
24665,92,38,NaN,NaN,66,NaN,5,132,16,70,69,NaN,100
24666,,,NaN,NaN,,NaN,,,,,,NaN,
24667,92,38,NaN,NaN,67,NaN,5,133,16,70,69,NaN,100
24668,,,NaN,NaN,,NaN,,,,,,NaN,
24669,95,38,NaN,NaN,70,NaN,5,137,16,70,69,NaN,100
24670,,,NaN,NaN,,NaN,,,,,,NaN,
24671,96,38,NaN,NaN,70,NaN,5,140,16,70,70,NaN,100
24672,,,NaN,NaN,,NaN,,,,,,NaN,
24673,97,38,NaN,NaN,70,NaN,5,141,16,70,70,NaN,100
24674,,,NaN,NaN,,NaN,,,,,,NaN,
24675,97,38,NaN,NaN,69,NaN,5,140,16,70,70,NaN,100
24676,,,NaN,NaN,,NaN,,,,,,NaN,
24677,97,38,NaN,NaN,70,NaN,5,140,16,70,70,NaN,100
24678,,,NaN,NaN,,NaN,,,,,,NaN,
24679,98,38,NaN,NaN,69,NaN,5,142,16,69,69,NaN,100
24680,,,NaN,NaN,,NaN,,,,,,NaN,
24681,97,38,NaN,NaN,69,NaN,5,139,16,69,69,NaN,100
24682,,,NaN,NaN,,NaN,,,,,,NaN,
24683,98,38,NaN,NaN,69,NaN,5,140,16,69,68,NaN,100
24684,,,NaN,NaN,,NaN,,,,,,NaN,
24685,97,38,NaN,NaN,70,NaN,5,140,16,69,68,NaN,100
24686,,,NaN,NaN,,NaN,,,,,,NaN,
24687,98,38,NaN,NaN,70,NaN,5,140,16,69,69,NaN,100
24688,,,NaN,NaN,,NaN,,,,,,NaN,
24689,98,38,NaN,NaN,71,NaN,5,141,16,69,69,NaN,100
24690,,,NaN,NaN,,NaN,,,,,,NaN,
24691,99,38,NaN,NaN,72,NaN,5,143,16,70,69,NaN,100
24692,,,NaN,NaN,,NaN,,,,,,NaN,
24693,100,38,NaN,NaN,72,NaN,5,143,16,70,69,NaN,100
24694,,,NaN,NaN,,NaN,,,,,,NaN,
24695,100,38,NaN,NaN,71,NaN,5,143,16,70,69,NaN,100
24696,,,NaN,NaN,,NaN,,,,,,NaN,
24697,100,38,NaN,NaN,72,NaN,5,143,16,70,69,NaN,100
24698,,,NaN,NaN,,NaN,,,,,,NaN,
24699,100,38,NaN,NaN,71,NaN,5,144,16,70,69,NaN,100
24700,,,NaN,NaN,,NaN,,,,,,NaN,
24701,100,38,NaN,NaN,70,NaN,5,144,16,70,70,NaN,100
24702,,,NaN,NaN,,NaN,,,,,,NaN,
24703,98,38,NaN,NaN,69,NaN,5,141,16,70,69,NaN,100
24704,,,NaN,NaN,,NaN,,,,,,NaN,
24705,97,38,NaN,NaN,67,NaN,5,139,16,69,68,NaN,100
24706,,,NaN,NaN,,NaN,,,,,,NaN,
24707,93,38,NaN,NaN,64,NaN,5,132,16,67,67,NaN,100
24708,,,NaN,NaN,,NaN,,,,,,NaN,
24709,92,37,NaN,NaN,65,NaN,5,132,16,67,66,NaN,100
24710,,,NaN,NaN,,NaN,,,,,,NaN,
24711,92,37,NaN,NaN,67,NaN,5,132,16,66,65,NaN,100
24712,,,NaN,NaN,,NaN,,,,,,NaN,
24713,94,37,NaN,NaN,66,NaN,4,138,16,67,66,NaN,100
24714,,,NaN,NaN,,NaN,,,,,,NaN,
24715,97,37,NaN,NaN,70,NaN,4,141,16,67,67,NaN,100
24716,,,NaN,NaN,,NaN,,,,,,NaN,
24717,98,35,NaN,NaN,70,NaN,4,142,16,68,69,NaN,100
24718,,,NaN,NaN,,NaN,,,,,,NaN,
24719,98,35,NaN,NaN,71,NaN,5,141,16,70,70,NaN,100
24720,,,NaN,NaN,,NaN,,,,,,NaN,
24721,98,35,NaN,NaN,70,NaN,5,141,16,70,70,NaN,100
24722,,,NaN,NaN,,NaN,,,,,,NaN,
24723,97,37,NaN,NaN,70,NaN,5,139,16,70,69,NaN,100
24724,,,NaN,NaN,,NaN,,,,,,NaN,
24725,98,37,NaN,NaN,70,NaN,5,140,16,69,69,NaN,100
24726,,,NaN,NaN,,NaN,,,,,,NaN,
24727,100,37,NaN,NaN,73,NaN,6,143,16,69,69,NaN,100
24728,,,NaN,NaN,,NaN,,,,,,NaN,
24729,101,37,NaN,NaN,74,NaN,6,145,16,70,69,NaN,100
24730,,,NaN,NaN,,NaN,,,,,,NaN,
24731,102,37,NaN,NaN,75,NaN,6,147,16,70,70,NaN,100
24732,,,NaN,NaN,,NaN,,,,,,NaN,
24733,102,37,NaN,NaN,73,NaN,6,145,16,71,71,NaN,100
24734,,,NaN,NaN,,NaN,,,,,,NaN,
24735,100,38,NaN,NaN,70,NaN,6,143,16,72,71,NaN,100
24736,,,NaN,NaN,,NaN,,,,,,NaN,
24737,96,38,NaN,NaN,67,NaN,6,135,16,72,71,NaN,100
24738,,,NaN,NaN,,NaN,,,,,,NaN,
24739,93,38,NaN,NaN,65,NaN,5,132,16,71,71,NaN,100
24740,,,NaN,NaN,,NaN,,,,,,NaN,
24741,90,38,NaN,NaN,63,NaN,5,127,16,71,71,NaN,100
24742,,,NaN,NaN,,NaN,,,,,,NaN,
24743,89,38,NaN,NaN,64,NaN,6,129,16,72,71,NaN,100
24744,,,NaN,NaN,,NaN,,,,,,NaN,
24745,89,38,NaN,NaN,65,NaN,6,129,16,72,72,NaN,100
24746,,,NaN,NaN,,NaN,,,,,,NaN,
24747,91,38,NaN,NaN,67,NaN,6,133,16,73,73,NaN,100
24748,,,NaN,NaN,,NaN,,,,,,NaN,
24749,92,38,NaN,NaN,67,NaN,6,133,16,74,73,NaN,100
24750,,,NaN,NaN,,NaN,,,,,,NaN,
24751,92,38,NaN,NaN,67,NaN,6,135,16,74,73,NaN,100
24752,,,NaN,NaN,,NaN,,,,,,NaN,
24753,92,38,NaN,NaN,67,NaN,6,134,16,74,74,NaN,100
24754,,,NaN,NaN,,NaN,,,,,,NaN,
24755,91,38,NaN,NaN,65,NaN,6,133,16,74,74,NaN,100
24756,,,NaN,NaN,,NaN,,,,,,NaN,
24757,91,38,NaN,NaN,65,NaN,6,131,16,74,73,NaN,100
24758,,,NaN,NaN,,NaN,,,,,,NaN,
24759,89,38,NaN,NaN,64,NaN,6,130,16,74,73,NaN,100
24760,,,NaN,NaN,,NaN,,,,,,NaN,
24761,89,38,NaN,NaN,64,NaN,6,130,16,74,73,NaN,100
24762,,,NaN,NaN,,NaN,,,,,,NaN,
24763,89,38,NaN,NaN,63,NaN,5,130,16,73,73,NaN,100
24764,,,NaN,NaN,,NaN,,,,,,NaN,
24765,88,38,NaN,NaN,63,NaN,5,128,16,73,72,NaN,100
24766,,,NaN,NaN,,NaN,,,,,,NaN,
24767,87,38,NaN,NaN,63,NaN,5,125,16,73,72,NaN,100
24768,,,NaN,NaN,,NaN,,,,,,NaN,
24769,88,38,NaN,NaN,65,NaN,6,129,16,73,72,NaN,100
24770,,,NaN,NaN,,NaN,,,,,,NaN,
24771,88,38,NaN,NaN,65,NaN,6,129,16,73,72,NaN,100
24772,,,NaN,NaN,,NaN,,,,,,NaN,
24773,90,38,NaN,NaN,64,NaN,6,133,16,73,73,NaN,100
24774,,,NaN,NaN,,NaN,,,,,,NaN,
24775,90,37,NaN,NaN,64,NaN,6,133,16,73,73,NaN,100
24776,,,NaN,NaN,,NaN,,,,,,NaN,
24777,92,37,NaN,NaN,67,NaN,6,134,16,73,73,NaN,100
24778,,,NaN,NaN,,NaN,,,,,,NaN,
24779,91,37,NaN,NaN,67,NaN,6,132,16,73,73,NaN,100
24780,,,NaN,NaN,,NaN,,,,,,NaN,
24781,92,38,NaN,NaN,67,NaN,6,134,16,73,73,NaN,100
24782,,,NaN,NaN,,NaN,,,,,,NaN,
24783,93,38,NaN,NaN,68,NaN,6,133,16,73,73,NaN,100
24784,,,NaN,NaN,,NaN,,,,,,NaN,
24785,93,38,NaN,NaN,68,NaN,6,135,16,73,73,NaN,100
24786,,,NaN,NaN,,NaN,,,,,,NaN,
24787,94,38,NaN,NaN,69,NaN,6,136,16,73,73,NaN,100
24788,,,NaN,NaN,,NaN,,,,,,NaN,
24789,94,38,NaN,NaN,69,NaN,6,135,16,73,73,NaN,100
24790,,,NaN,NaN,,NaN,,,,,,NaN,
24791,95,38,NaN,NaN,69,NaN,6,136,16,73,73,NaN,100
24792,,,NaN,NaN,,NaN,,,,,,NaN,
24793,94,38,NaN,NaN,68,NaN,6,134,16,73,73,NaN,100
24794,,,NaN,NaN,,NaN,,,,,,NaN,
24795,93,38,NaN,NaN,67,NaN,6,133,16,73,73,NaN,100
24796,,,NaN,NaN,,NaN,,,,,,NaN,
24797,91,38,NaN,NaN,65,NaN,6,129,16,73,72,NaN,100
24798,,,NaN,NaN,,NaN,,,,,,NaN,
24799,91,38,NaN,NaN,66,NaN,6,131,16,73,72,NaN,100
24800,,,NaN,NaN,,NaN,,,,,,NaN,
24801,91,38,NaN,NaN,66,NaN,6,131,16,73,72,NaN,100
24802,,,NaN,NaN,,NaN,,,,,,NaN,
