time,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/ART,SNUADC/ECG_II,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/CVP,Solar8000/ART_DBP
8470,,,,,NaN,NaN,NaN,,NaN,,,,
8471,98,79,78,38,NaN,NaN,NaN,67,NaN,14,103,0,52
8472,,,,,NaN,NaN,NaN,,NaN,,,,
8473,98,79,79,38,NaN,NaN,NaN,68,NaN,14,106,1,54
8474,,,,,NaN,NaN,NaN,,NaN,,,,
8475,98,78,77,38,NaN,NaN,NaN,67,NaN,14,102,1,53
8476,,,,,NaN,NaN,NaN,,NaN,,,,
8477,98,78,78,38,NaN,NaN,NaN,68,NaN,14,105,0,54
8478,,,,,NaN,NaN,NaN,,NaN,,,,
8479,98,79,78,38,NaN,NaN,NaN,67,NaN,14,102,0,53
8480,,,,,NaN,NaN,NaN,,NaN,,,,
8481,98,79,80,38,NaN,NaN,NaN,67,NaN,14,103,0,54
8482,,,,,NaN,NaN,NaN,,NaN,,,,
8483,98,80,79,38,NaN,NaN,NaN,67,NaN,14,102,1,54
8484,,,,,NaN,NaN,NaN,,NaN,,,,
8485,98,80,80,38,NaN,NaN,NaN,68,NaN,14,94,1,46
8486,,,,,NaN,NaN,NaN,,NaN,,,,
8487,98,80,80,38,NaN,NaN,NaN,68,NaN,14,101,1,51
8488,,,,,NaN,NaN,NaN,,NaN,,,,
8489,98,80,80,38,NaN,NaN,NaN,71,NaN,14,104,1,56
8490,,,,,NaN,NaN,NaN,,NaN,,,,
8491,98,80,80,38,NaN,NaN,NaN,71,NaN,14,,0,
8492,,,,,NaN,NaN,NaN,,NaN,,,,
8493,98,80,79,38,NaN,NaN,NaN,156,NaN,14,,0,
8494,,,,,NaN,NaN,NaN,,NaN,,,,
8495,98,80,79,38,NaN,NaN,NaN,156,NaN,14,,1,
8496,,,,,NaN,NaN,NaN,,NaN,,,,
8497,98,80,79,38,NaN,NaN,NaN,190,NaN,14,,1,
8498,,,,,NaN,NaN,NaN,,NaN,,,,
8499,98,79,79,38,NaN,NaN,NaN,190,NaN,14,,1,
8500,,,,,NaN,NaN,NaN,,NaN,,,,
8501,98,79,78,38,NaN,NaN,NaN,206,NaN,14,,1,
8502,,,,,NaN,NaN,NaN,,NaN,,,,
8503,98,79,79,38,NaN,NaN,NaN,208,NaN,14,,1,
8504,,,,,NaN,NaN,NaN,,NaN,,,,
8505,98,80,79,38,NaN,NaN,NaN,208,NaN,14,,1,
8506,,,,,NaN,NaN,NaN,,NaN,,,,
8507,98,80,79,38,NaN,NaN,NaN,210,NaN,14,,1,
8508,,,,,NaN,NaN,NaN,,NaN,,,,
8509,98,80,79,38,NaN,NaN,NaN,210,NaN,14,,1,
8510,,,,,NaN,NaN,NaN,,NaN,,,,
8511,98,80,79,38,NaN,NaN,NaN,73,NaN,14,,1,
8512,,,,,NaN,NaN,NaN,,NaN,,,,
8513,,,,,NaN,NaN,NaN,,NaN,,,,
8514,98,80,79,38,NaN,NaN,NaN,111,NaN,14,,1,
8515,,,,,NaN,NaN,NaN,,NaN,,,,
8516,98,80,79,38,NaN,NaN,NaN,99,NaN,14,,1,
8517,,,,,NaN,NaN,NaN,,NaN,,,,
8518,98,80,79,38,NaN,NaN,NaN,99,NaN,14,,0,
8519,,,,,NaN,NaN,NaN,,NaN,,,,
8520,98,80,79,38,NaN,NaN,NaN,81,NaN,14,,0,
8521,,,,,NaN,NaN,NaN,,NaN,,,,
8522,98,80,79,38,NaN,NaN,NaN,75,NaN,14,,1,
8523,,,,,NaN,NaN,NaN,,NaN,,,,
8524,98,79,78,38,NaN,NaN,NaN,71,NaN,14,,1,
8525,,,,,NaN,NaN,NaN,,NaN,,,,
8526,98,78,77,38,NaN,NaN,NaN,70,NaN,14,,1,
8527,,,,,NaN,NaN,NaN,,NaN,,,,
8528,98,78,77,38,NaN,NaN,NaN,68,NaN,14,,1,
8529,,,,,NaN,NaN,NaN,,NaN,,,,
8530,98,77,77,38,NaN,NaN,NaN,69,NaN,14,106,1,54
8531,,,,,NaN,NaN,NaN,,NaN,,,,
8532,98,76,76,38,NaN,NaN,NaN,68,NaN,14,103,1,54
8533,,,,,NaN,NaN,NaN,,NaN,,,,
8534,98,76,76,38,NaN,NaN,NaN,68,NaN,14,106,0,54
8535,,,,,NaN,NaN,NaN,,NaN,,,,
8536,98,76,76,38,NaN,NaN,NaN,67,NaN,14,103,0,53
8537,,,,,NaN,NaN,NaN,,NaN,,,,
8538,98,76,75,38,NaN,NaN,NaN,69,NaN,14,107,1,55
8539,,,,,NaN,NaN,NaN,,NaN,,,,
8540,98,76,75,38,NaN,NaN,NaN,68,NaN,14,104,1,54
8541,,,,,NaN,NaN,NaN,,NaN,,,,
8542,98,76,75,38,NaN,NaN,NaN,68,NaN,14,106,0,54
8543,,,,,NaN,NaN,NaN,,NaN,,,,
8544,98,76,76,38,NaN,NaN,NaN,68,NaN,14,104,0,54
8545,,,,,NaN,NaN,NaN,,NaN,,,,
8546,98,76,75,38,NaN,NaN,NaN,69,NaN,14,105,0,56
8547,,,,,NaN,NaN,NaN,,NaN,,,,
8548,98,76,76,37,NaN,NaN,NaN,69,NaN,14,106,1,55
8549,,,,,NaN,NaN,NaN,,NaN,,,,
8550,98,77,76,37,NaN,NaN,NaN,68,NaN,14,105,1,54
8551,,,,,NaN,NaN,NaN,,NaN,,,,
8552,98,77,76,37,NaN,NaN,NaN,69,NaN,14,105,1,55
8553,,,,,NaN,NaN,NaN,,NaN,,,,
8554,98,77,76,37,NaN,NaN,NaN,68,NaN,14,104,1,55
8555,,,,,NaN,NaN,NaN,,NaN,,,,
8556,98,77,76,37,NaN,NaN,NaN,69,NaN,14,105,1,55
8557,,,,,NaN,NaN,NaN,,NaN,,,,
8558,98,77,76,37,NaN,NaN,NaN,68,NaN,14,104,1,54
8559,,,,,NaN,NaN,NaN,,NaN,,,,
8560,98,77,77,37,NaN,NaN,NaN,70,NaN,14,108,0,56
8561,,,,,NaN,NaN,NaN,,NaN,,,,
8562,98,78,77,38,NaN,NaN,NaN,69,NaN,14,104,0,55
8563,,,,,NaN,NaN,NaN,,NaN,,,,
8564,98,78,78,38,NaN,NaN,NaN,70,NaN,14,107,0,56
8565,,,,,NaN,NaN,NaN,,NaN,,,,
8566,98,79,78,38,NaN,NaN,NaN,69,NaN,14,104,0,55
8567,,,,,NaN,NaN,NaN,,NaN,,,,
8568,98,79,79,38,NaN,NaN,NaN,70,NaN,14,107,0,56
8569,,,,,NaN,NaN,NaN,,NaN,,,,
8570,98,79,79,37,NaN,NaN,NaN,69,NaN,14,105,0,55
8571,,,,,NaN,NaN,NaN,,NaN,,,,
8572,98,79,79,37,NaN,NaN,NaN,70,NaN,14,108,1,56
8573,,,,,NaN,NaN,NaN,,NaN,,,,
8574,98,79,78,37,NaN,NaN,NaN,70,NaN,14,106,1,55
8575,,,,,NaN,NaN,NaN,,NaN,,,,
8576,98,79,78,37,NaN,NaN,NaN,70,NaN,14,107,1,55
8577,,,,,NaN,NaN,NaN,,NaN,,,,
8578,98,79,78,38,NaN,NaN,NaN,70,NaN,14,107,1,55
8579,,,,,NaN,NaN,NaN,,NaN,,,,
8580,98,78,78,38,NaN,NaN,NaN,69,NaN,14,106,1,55
8581,,,,,NaN,NaN,NaN,,NaN,,,,
8582,98,77,76,38,NaN,NaN,NaN,70,NaN,14,108,1,56
8583,,,,,NaN,NaN,NaN,,NaN,,,,
8584,98,77,75,38,NaN,NaN,NaN,69,NaN,14,105,1,55
8585,,,,,NaN,NaN,NaN,,NaN,,,,
8586,98,76,76,38,NaN,NaN,NaN,70,NaN,14,107,0,55
8587,,,,,NaN,NaN,NaN,,NaN,,,,
8588,98,76,76,38,NaN,NaN,NaN,69,NaN,14,105,0,55
8589,,,,,NaN,NaN,NaN,,NaN,,,,
8590,98,76,76,38,NaN,NaN,NaN,70,NaN,14,108,1,55
8591,,,,,NaN,NaN,NaN,,NaN,,,,
8592,98,77,76,37,NaN,NaN,NaN,69,NaN,14,105,1,54
8593,,,,,NaN,NaN,NaN,,NaN,,,,
8594,98,77,76,37,NaN,NaN,NaN,70,NaN,14,108,0,56
8595,,,,,NaN,NaN,NaN,,NaN,,,,
8596,98,77,76,37,NaN,NaN,NaN,69,NaN,14,105,0,55
8597,,,,,NaN,NaN,NaN,,NaN,,,,
8598,98,77,77,37,NaN,NaN,NaN,70,NaN,14,108,1,55
8599,,,,,NaN,NaN,NaN,,NaN,,,,
8600,98,77,77,37,NaN,NaN,NaN,69,NaN,14,105,1,55
8601,,,,,NaN,NaN,NaN,,NaN,,,,
8602,98,77,77,37,NaN,NaN,NaN,70,NaN,14,107,0,57
8603,,,,,NaN,NaN,NaN,,NaN,,,,
8604,98,77,76,37,NaN,NaN,NaN,69,NaN,14,106,0,55
8605,,,,,NaN,NaN,NaN,,NaN,,,,
8606,98,77,76,37,NaN,NaN,NaN,70,NaN,14,106,1,56
8607,,,,,NaN,NaN,NaN,,NaN,,,,
8608,98,77,76,37,NaN,NaN,NaN,70,NaN,14,107,1,56
8609,,,,,NaN,NaN,NaN,,NaN,,,,
8610,98,76,76,37,NaN,NaN,NaN,70,NaN,14,107,1,56
8611,,,,,NaN,NaN,NaN,,NaN,,,,
8612,98,76,76,37,NaN,NaN,NaN,71,NaN,14,108,0,56
8613,,,,,NaN,NaN,NaN,,NaN,,,,
8614,98,76,75,37,NaN,NaN,NaN,70,NaN,14,107,0,56
8615,,,,,NaN,NaN,NaN,,NaN,,,,
8616,98,77,76,37,NaN,NaN,NaN,71,NaN,14,109,0,57
8617,,,,,NaN,NaN,NaN,,NaN,,,,
8618,98,77,76,37,NaN,NaN,NaN,70,NaN,14,106,0,55
8619,,,,,NaN,NaN,NaN,,NaN,,,,
8620,98,77,77,37,NaN,NaN,NaN,70,NaN,14,109,0,56
8621,,,,,NaN,NaN,NaN,,NaN,,,,
8622,98,77,76,37,NaN,NaN,NaN,70,NaN,14,107,0,56
8623,,,,,NaN,NaN,NaN,,NaN,,,,
8624,98,76,76,37,NaN,NaN,NaN,71,NaN,14,110,0,57
8625,,,,,NaN,NaN,NaN,,NaN,,,,
8626,98,76,76,37,NaN,NaN,NaN,70,NaN,14,106,0,55
8627,,,,,NaN,NaN,NaN,,NaN,,,,
8628,98,76,76,37,NaN,NaN,NaN,71,NaN,14,109,1,56
8629,,,,,NaN,NaN,NaN,,NaN,,,,
8630,98,76,76,37,NaN,NaN,NaN,70,NaN,14,107,1,56
8631,,,,,NaN,NaN,NaN,,NaN,,,,
8632,98,76,76,37,NaN,NaN,NaN,71,NaN,14,109,0,57
8633,,,,,NaN,NaN,NaN,,NaN,,,,
8634,98,77,76,37,NaN,NaN,NaN,71,NaN,14,108,0,56
8635,,,,,NaN,NaN,NaN,,NaN,,,,
8636,98,76,76,37,NaN,NaN,NaN,70,NaN,14,107,1,56
8637,,,,,NaN,NaN,NaN,,NaN,,,,
8638,98,77,76,37,NaN,NaN,NaN,71,NaN,14,109,1,57
8639,,,,,NaN,NaN,NaN,,NaN,,,,
8640,98,76,75,37,NaN,NaN,NaN,71,NaN,14,109,0,57
8641,,,,,NaN,NaN,NaN,,NaN,,,,
8642,98,76,75,37,NaN,NaN,NaN,71,NaN,14,109,0,57
8643,,,,,NaN,NaN,NaN,,NaN,,,,
8644,98,76,75,37,NaN,NaN,NaN,71,NaN,14,109,0,57
8645,,,,,NaN,NaN,NaN,,NaN,,,,
8646,98,77,76,37,NaN,NaN,NaN,72,NaN,14,111,0,57
8647,,,,,NaN,NaN,NaN,,NaN,,,,
8648,98,77,77,37,NaN,NaN,NaN,71,NaN,14,108,0,57
8649,,,,,NaN,NaN,NaN,,NaN,,,,
8650,98,77,77,37,NaN,NaN,NaN,72,NaN,14,111,0,57
8651,,,,,NaN,NaN,NaN,,NaN,,,,
8652,98,78,77,37,NaN,NaN,NaN,71,NaN,14,109,0,57
8653,,,,,NaN,NaN,NaN,,NaN,,,,
8654,98,77,77,37,NaN,NaN,NaN,72,NaN,14,111,0,58
8655,,,,,NaN,NaN,NaN,,NaN,,,,
8656,98,77,76,37,NaN,NaN,NaN,71,NaN,14,108,0,56
8657,,,,,NaN,NaN,NaN,,NaN,,,,
8658,98,76,75,37,NaN,NaN,NaN,71,NaN,14,110,0,57
8659,,,,,NaN,NaN,NaN,,NaN,,,,
8660,98,76,75,37,NaN,NaN,NaN,71,NaN,14,109,0,56
8661,,,,,NaN,NaN,NaN,,NaN,,,,
8662,98,76,76,37,NaN,NaN,NaN,72,NaN,14,110,0,57
8663,,,,,NaN,NaN,NaN,,NaN,,,,
8664,98,76,76,37,NaN,NaN,NaN,71,NaN,14,109,0,56
8665,,,,,NaN,NaN,NaN,,NaN,,,,
8666,98,76,76,37,NaN,NaN,NaN,72,NaN,14,110,1,58
8667,,,,,NaN,NaN,NaN,,NaN,,,,
8668,98,77,76,37,NaN,NaN,NaN,72,NaN,14,110,1,57
8669,,,,,NaN,NaN,NaN,,NaN,,,,
8670,98,76,75,37,NaN,NaN,NaN,71,NaN,14,109,0,57
8671,,,,,NaN,NaN,NaN,,NaN,,,,
8672,98,76,75,37,NaN,NaN,NaN,71,NaN,14,110,0,56
8673,,,,,NaN,NaN,NaN,,NaN,,,,
8674,98,76,75,37,NaN,NaN,NaN,71,NaN,14,109,0,57
8675,,,,,NaN,NaN,NaN,,NaN,,,,
8676,98,75,75,37,NaN,NaN,NaN,72,NaN,14,111,0,57
8677,,,,,NaN,NaN,NaN,,NaN,,,,
8678,98,75,74,37,NaN,NaN,NaN,71,NaN,14,108,0,57
8679,,,,,NaN,NaN,NaN,,NaN,,,,
8680,98,75,75,37,NaN,NaN,NaN,72,NaN,14,111,1,57
8681,,,,,NaN,NaN,NaN,,NaN,,,,
8682,98,76,75,37,NaN,NaN,NaN,71,NaN,14,108,1,57
8683,,,,,NaN,NaN,NaN,,NaN,,,,
8684,98,76,75,37,NaN,NaN,NaN,72,NaN,14,111,0,58
8685,,,,,NaN,NaN,NaN,,NaN,,,,
8686,98,76,75,37,NaN,NaN,NaN,71,NaN,14,108,0,56
8687,,,,,NaN,NaN,NaN,,NaN,,,,
8688,98,75,75,37,NaN,NaN,NaN,71,NaN,14,109,0,57
8689,,,,,NaN,NaN,NaN,,NaN,,,,
8690,98,75,75,37,NaN,NaN,NaN,71,NaN,14,108,0,56
8691,,,,,NaN,NaN,NaN,,NaN,,,,
8692,98,75,75,37,NaN,NaN,NaN,72,NaN,14,110,1,58
8693,,,,,NaN,NaN,NaN,,NaN,,,,
8694,98,75,75,37,NaN,NaN,NaN,71,NaN,14,108,1,57
8695,,,,,NaN,NaN,NaN,,NaN,,,,
8696,98,75,75,37,NaN,NaN,NaN,72,NaN,14,109,0,57
8697,,,,,NaN,NaN,NaN,,NaN,,,,
8698,98,75,75,37,NaN,NaN,NaN,72,NaN,14,109,0,57
8699,,,,,NaN,NaN,NaN,,NaN,,,,
8700,98,75,74,37,NaN,NaN,NaN,71,NaN,14,109,0,57
8701,,,,,NaN,NaN,NaN,,NaN,,,,
8702,98,75,75,37,NaN,NaN,NaN,72,NaN,14,110,0,57
8703,,,,,NaN,NaN,NaN,,NaN,,,,
8704,98,75,74,37,NaN,NaN,NaN,71,NaN,14,108,0,57
8705,,,,,NaN,NaN,NaN,,NaN,,,,
8706,98,75,75,37,NaN,NaN,NaN,72,NaN,14,110,0,57
8707,,,,,NaN,NaN,NaN,,NaN,,,,
8708,98,76,75,37,NaN,NaN,NaN,71,NaN,14,108,0,56
8709,,,,,NaN,NaN,NaN,,NaN,,,,
8710,98,76,76,37,NaN,NaN,NaN,72,NaN,14,110,0,57
8711,,,,,NaN,NaN,NaN,,NaN,,,,
8712,98,76,75,37,NaN,NaN,NaN,71,NaN,14,107,0,56
8713,,,,,NaN,NaN,NaN,,NaN,,,,
8714,98,75,74,37,NaN,NaN,NaN,72,NaN,14,111,1,58
8715,,,,,NaN,NaN,NaN,,NaN,,,,
8716,98,75,74,37,NaN,NaN,NaN,71,NaN,14,108,1,56
8717,,,,,NaN,NaN,NaN,,NaN,,,,
8718,98,75,75,37,NaN,NaN,NaN,72,NaN,14,110,0,57
8719,,,,,NaN,NaN,NaN,,NaN,,,,
8720,98,75,75,37,NaN,NaN,NaN,71,NaN,14,108,0,57
8721,,,,,NaN,NaN,NaN,,NaN,,,,
8722,98,75,75,37,NaN,NaN,NaN,72,NaN,14,110,0,58
8723,,,,,NaN,NaN,NaN,,NaN,,,,
8724,98,76,75,37,NaN,NaN,NaN,72,NaN,14,109,0,57
8725,,,,,NaN,NaN,NaN,,NaN,,,,
8726,98,75,75,37,NaN,NaN,NaN,72,NaN,14,110,1,57
8727,,,,,NaN,NaN,NaN,,NaN,,,,
8728,98,75,75,37,NaN,NaN,NaN,72,NaN,14,110,1,57
8729,,,,,NaN,NaN,NaN,,NaN,,,,
8730,98,75,75,37,NaN,NaN,NaN,72,NaN,14,110,0,58
8731,,,,,NaN,NaN,NaN,,NaN,,,,
8732,98,75,74,37,NaN,NaN,NaN,72,NaN,14,111,0,58
8733,,,,,NaN,NaN,NaN,,NaN,,,,
8734,98,74,73,37,NaN,NaN,NaN,72,NaN,14,109,0,58
8735,,,,,NaN,NaN,NaN,,NaN,,,,
8736,98,74,74,37,NaN,NaN,NaN,73,NaN,14,112,0,58
8737,,,,,NaN,NaN,NaN,,NaN,,,,
8738,98,75,74,37,NaN,NaN,NaN,72,NaN,14,109,0,58
8739,,,,,NaN,NaN,NaN,,NaN,,,,
8740,98,75,75,37,NaN,NaN,NaN,73,NaN,14,112,1,59
8741,,,,,NaN,NaN,NaN,,NaN,,,,
8742,98,75,75,37,NaN,NaN,NaN,72,NaN,14,109,1,57
8743,,,,,NaN,NaN,NaN,,NaN,,,,
8744,98,75,75,37,NaN,NaN,NaN,72,NaN,14,111,0,58
8745,,,,,NaN,NaN,NaN,,NaN,,,,
8746,98,75,74,37,NaN,NaN,NaN,72,NaN,14,108,0,57
8747,,,,,NaN,NaN,NaN,,NaN,,,,
8748,98,75,74,37,NaN,NaN,NaN,72,NaN,14,110,0,58
8749,,,,,NaN,NaN,NaN,,NaN,,,,
8750,98,75,75,37,NaN,NaN,NaN,71,NaN,14,107,0,56
8751,,,,,NaN,NaN,NaN,,NaN,,,,
8752,98,75,75,37,NaN,NaN,NaN,72,NaN,14,109,1,57
8753,,,,,NaN,NaN,NaN,,NaN,,,,
8754,98,75,75,37,NaN,NaN,NaN,72,NaN,14,110,1,57
8755,,,,,NaN,NaN,NaN,,NaN,,,,
8756,98,75,74,37,NaN,NaN,NaN,73,NaN,14,111,0,58
8757,,,,,NaN,NaN,NaN,,NaN,,,,
8758,98,75,74,37,NaN,NaN,NaN,73,NaN,14,110,0,57
8759,,,,,NaN,NaN,NaN,,NaN,,,,
8760,98,74,73,37,NaN,NaN,NaN,73,NaN,14,109,-1,58
8761,,,,,NaN,NaN,NaN,,NaN,,,,
8762,98,74,73,38,NaN,NaN,NaN,73,NaN,14,110,-1,58
8763,,,,,NaN,NaN,NaN,,NaN,,,,
8764,98,74,74,38,NaN,NaN,NaN,72,NaN,14,108,-1,58
8765,,,,,NaN,NaN,NaN,,NaN,,,,
8766,98,74,73,38,NaN,NaN,NaN,73,NaN,14,111,-1,58
8767,,,,,NaN,NaN,NaN,,NaN,,,,
8768,98,74,73,38,NaN,NaN,NaN,73,NaN,14,110,-1,58
8769,,,,,NaN,NaN,NaN,,NaN,,,,
8770,98,74,73,37,NaN,NaN,NaN,72,NaN,14,20,-1,52
8771,,,,,NaN,NaN,NaN,,NaN,,,,
8772,98,74,73,37,NaN,NaN,NaN,74,NaN,14,106,-1,56
8773,,,,,NaN,NaN,NaN,,NaN,,,,
8774,98,74,74,37,NaN,NaN,NaN,76,NaN,14,114,1,61
8775,,,,,NaN,NaN,NaN,,NaN,,,,
8776,98,75,74,37,NaN,NaN,NaN,77,NaN,14,115,1,62
8777,,,,,NaN,NaN,NaN,,NaN,,,,
8778,98,75,74,38,NaN,NaN,NaN,77,NaN,14,116,2,62
8779,,,,,NaN,NaN,NaN,,NaN,,,,
8780,98,75,75,38,NaN,NaN,NaN,78,NaN,14,116,2,62
8781,,,,,NaN,NaN,NaN,,NaN,,,,
8782,99,75,74,38,NaN,NaN,NaN,78,NaN,14,117,2,63
8783,,,,,NaN,NaN,NaN,,NaN,,,,
8784,99,74,74,38,NaN,NaN,NaN,78,NaN,14,116,2,62
8785,,,,,NaN,NaN,NaN,,NaN,,,,
8786,99,74,73,37,NaN,NaN,NaN,78,NaN,14,116,2,62
8787,,,,,NaN,NaN,NaN,,NaN,,,,
8788,99,74,73,37,NaN,NaN,NaN,78,NaN,14,116,2,62
8789,,,,,NaN,NaN,NaN,,NaN,,,,
8790,99,74,73,37,NaN,NaN,NaN,78,NaN,14,116,2,63
8791,,,,,NaN,NaN,NaN,,NaN,,,,
8792,99,73,73,38,NaN,NaN,NaN,78,NaN,14,116,2,62
8793,,,,,NaN,NaN,NaN,,NaN,,,,
8794,99,73,72,38,NaN,NaN,NaN,78,NaN,14,117,2,63
8795,,,,,NaN,NaN,NaN,,NaN,,,,
8796,99,73,73,38,NaN,NaN,NaN,78,NaN,14,117,2,63
8797,,,,,NaN,NaN,NaN,,NaN,,,,
8798,99,74,73,38,NaN,NaN,NaN,79,NaN,14,117,2,64
8799,,,,,NaN,NaN,NaN,,NaN,,,,
8800,99,74,74,38,NaN,NaN,NaN,79,NaN,14,118,2,63
8801,,,,,NaN,NaN,NaN,,NaN,,,,
8802,99,74,73,38,NaN,NaN,NaN,79,NaN,14,118,2,63
8803,,,,,NaN,NaN,NaN,,NaN,,,,
8804,99,74,73,38,NaN,NaN,NaN,79,NaN,14,118,2,63
8805,,,,,NaN,NaN,NaN,,NaN,,,,
8806,99,73,73,38,NaN,NaN,NaN,79,NaN,14,119,2,64
8807,,,,,NaN,NaN,NaN,,NaN,,,,
8808,99,73,72,37,NaN,NaN,NaN,79,NaN,14,118,2,63
8809,,,,,NaN,NaN,NaN,,NaN,,,,
8810,99,73,72,37,NaN,NaN,NaN,79,NaN,14,118,2,63
8811,,,,,NaN,NaN,NaN,,NaN,,,,
8812,99,73,73,37,NaN,NaN,NaN,79,NaN,14,118,2,62
8813,,,,,NaN,NaN,NaN,,NaN,,,,
8814,99,73,72,37,NaN,NaN,NaN,79,NaN,14,118,2,63
8815,,,,,NaN,NaN,NaN,,NaN,,,,
8816,99,72,72,37,NaN,NaN,NaN,79,NaN,14,118,3,63
8817,,,,,NaN,NaN,NaN,,NaN,,,,
8818,99,72,71,37,NaN,NaN,NaN,79,NaN,14,119,3,64
8819,,,,,NaN,NaN,NaN,,NaN,,,,
8820,99,72,72,37,NaN,NaN,NaN,80,NaN,14,118,3,63
8821,,,,,NaN,NaN,NaN,,NaN,,,,
8822,99,72,72,37,NaN,NaN,NaN,80,NaN,14,120,3,64
8823,,,,,NaN,NaN,NaN,,NaN,,,,
8824,99,73,72,37,NaN,NaN,NaN,81,NaN,15,121,2,64
8825,,,,,NaN,NaN,NaN,,NaN,,,,
8826,99,73,73,37,NaN,NaN,NaN,81,NaN,15,121,2,65
8827,,,,,NaN,NaN,NaN,,NaN,,,,
8828,99,73,73,37,NaN,NaN,NaN,81,NaN,15,121,2,64
8829,,,,,NaN,NaN,NaN,,NaN,,,,
8830,99,73,72,37,NaN,NaN,NaN,81,NaN,15,121,2,64
8831,,,,,NaN,NaN,NaN,,NaN,,,,
8832,99,73,73,37,NaN,NaN,NaN,81,NaN,15,120,2,64
8833,,,,,NaN,NaN,NaN,,NaN,,,,
8834,99,73,73,37,NaN,NaN,NaN,81,NaN,15,121,2,65
8835,,,,,NaN,NaN,NaN,,NaN,,,,
8836,99,74,74,37,NaN,NaN,NaN,81,NaN,15,120,2,64
8837,,,,,NaN,NaN,NaN,,NaN,,,,
8838,99,74,73,37,NaN,NaN,NaN,80,NaN,15,119,2,64
8839,,,,,NaN,NaN,NaN,,NaN,,,,
8840,99,74,74,37,NaN,NaN,NaN,80,NaN,15,119,2,63
8841,,,,,NaN,NaN,NaN,,NaN,,,,
8842,99,74,73,37,NaN,NaN,NaN,80,NaN,15,119,2,64
8843,,,,,NaN,NaN,NaN,,NaN,,,,
8844,99,74,73,37,NaN,NaN,NaN,80,NaN,15,119,2,63
8845,,,,,NaN,NaN,NaN,,NaN,,,,
8846,99,73,73,37,NaN,NaN,NaN,80,NaN,15,119,2,64
8847,,,,,NaN,NaN,NaN,,NaN,,,,
8848,99,73,73,37,NaN,NaN,NaN,80,NaN,15,118,2,63
8849,,,,,NaN,NaN,NaN,,NaN,,,,
8850,99,73,73,37,NaN,NaN,NaN,79,NaN,15,119,2,63
8851,,,,,NaN,NaN,NaN,,NaN,,,,
8852,99,73,73,37,NaN,NaN,NaN,79,NaN,15,118,2,63
8853,,,,,NaN,NaN,NaN,,NaN,,,,
8854,99,72,72,37,NaN,NaN,NaN,80,NaN,15,119,2,64
8855,,,,,NaN,NaN,NaN,,NaN,,,,
8856,99,72,72,37,NaN,NaN,NaN,80,NaN,15,120,2,63
8857,,,,,NaN,NaN,NaN,,NaN,,,,
8858,99,72,71,37,NaN,NaN,NaN,80,NaN,15,120,2,64
8859,,,,,NaN,NaN,NaN,,NaN,,,,
8860,99,72,72,37,NaN,NaN,NaN,80,NaN,15,119,2,63
8861,,,,,NaN,NaN,NaN,,NaN,,,,
8862,99,72,72,37,NaN,NaN,NaN,80,NaN,15,120,3,64
8863,,,,,NaN,NaN,NaN,,NaN,,,,
8864,99,72,71,37,NaN,NaN,NaN,80,NaN,15,119,3,63
8865,,,,,NaN,NaN,NaN,,NaN,,,,
8866,99,73,72,37,NaN,NaN,NaN,80,NaN,15,118,3,63
8867,,,,,NaN,NaN,NaN,,NaN,,,,
8868,99,72,72,37,NaN,NaN,NaN,79,NaN,15,117,3,62
8869,,,,,NaN,NaN,NaN,,NaN,,,,
8870,99,72,71,37,NaN,NaN,NaN,79,NaN,15,117,3,63
8871,,,,,NaN,NaN,NaN,,NaN,,,,
8872,99,72,71,37,NaN,NaN,NaN,79,NaN,15,117,3,62
8873,,,,,NaN,NaN,NaN,,NaN,,,,
8874,99,72,72,37,NaN,NaN,NaN,79,NaN,15,117,3,63
8875,,,,,NaN,NaN,NaN,,NaN,,,,
8876,99,72,72,37,NaN,NaN,NaN,79,NaN,15,118,2,62
8877,,,,,NaN,NaN,NaN,,NaN,,,,
8878,99,72,71,37,NaN,NaN,NaN,79,NaN,15,118,2,64
8879,,,,,NaN,NaN,NaN,,NaN,,,,
8880,99,72,71,37,NaN,NaN,NaN,79,NaN,15,118,2,63
8881,,,,,NaN,NaN,NaN,,NaN,,,,
8882,99,72,71,37,NaN,NaN,NaN,79,NaN,15,118,2,63
8883,,,,,NaN,NaN,NaN,,NaN,,,,
8884,99,72,71,37,NaN,NaN,NaN,79,NaN,15,117,2,62
8885,,,,,NaN,NaN,NaN,,NaN,,,,
8886,99,72,71,37,NaN,NaN,NaN,79,NaN,15,116,2,63
8887,,,,,NaN,NaN,NaN,,NaN,,,,
8888,99,71,70,37,NaN,NaN,NaN,78,NaN,15,117,3,61
8889,,,,,NaN,NaN,NaN,,NaN,,,,
8890,99,70,69,37,NaN,NaN,NaN,78,NaN,15,116,3,62
8891,,,,,NaN,NaN,NaN,,NaN,,,,
8892,99,70,69,37,NaN,NaN,NaN,78,NaN,15,116,3,62
8893,,,,,NaN,NaN,NaN,,NaN,,,,
8894,99,69,68,37,NaN,NaN,NaN,78,NaN,15,116,3,62
8895,,,,,NaN,NaN,NaN,,NaN,,,,
