time,SNUADC/ECG_II,SNUADC/ECG_V5,SNUADC/ART,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/HR
429,NaN,NaN,NaN,-9,76,56,,100,119,,NaN,53,56
430,NaN,NaN,NaN,,,,,,,,NaN,,
431,NaN,NaN,NaN,-9,79,57,,100,118,,NaN,61,57
432,NaN,NaN,NaN,,,,,,,,NaN,,
433,NaN,NaN,NaN,-9,75,57,,100,115,,NaN,54,57
434,NaN,NaN,NaN,,,,,,,,NaN,,
435,NaN,NaN,NaN,-9,74,58,,100,117,,NaN,56,58
436,NaN,NaN,NaN,,,,,,,,NaN,,
437,NaN,NaN,NaN,-8,75,58,,100,121,,NaN,54,58
438,NaN,NaN,NaN,,,,,,,,NaN,,
439,NaN,NaN,NaN,-8,73,59,,100,105,,NaN,46,59
440,NaN,NaN,NaN,,,,,,,,NaN,,
441,NaN,NaN,NaN,-8,75,59,,100,116,,NaN,53,59
442,NaN,NaN,NaN,,,,,,,,NaN,,
443,NaN,NaN,NaN,-9,76,60,31,100,121,5,NaN,56,59
444,NaN,NaN,NaN,,,,,,,,NaN,,
445,NaN,NaN,NaN,-9,76,60,31,100,120,5,NaN,56,60
446,NaN,NaN,NaN,,,,,,,,NaN,,
447,NaN,NaN,NaN,-9,81,60,31,100,125,5,NaN,60,60
448,NaN,NaN,NaN,,,,,,,,NaN,,
449,NaN,NaN,NaN,-9,76,61,31,100,110,5,NaN,54,60
450,NaN,NaN,NaN,,,,,,,,NaN,,
451,NaN,NaN,NaN,-9,76,60,35,100,109,4,NaN,41,61
452,NaN,NaN,NaN,,,,,,,,NaN,,
453,NaN,NaN,NaN,-9,77,61,35,100,122,4,NaN,46,61
454,NaN,NaN,NaN,,,,,,,,NaN,,
455,NaN,NaN,NaN,-9,76,61,35,100,121,4,NaN,54,61
456,NaN,NaN,NaN,,,,,,,,NaN,,
457,NaN,NaN,NaN,-9,77,61,35,100,123,8,NaN,57,61
458,NaN,NaN,NaN,,,,,,,,NaN,,
459,NaN,NaN,NaN,-9,77,61,35,100,123,8,NaN,56,61
460,NaN,NaN,NaN,,,,,,,,NaN,,
461,NaN,NaN,NaN,-9,77,62,35,100,123,8,NaN,57,61
462,NaN,NaN,NaN,,,,,,,,NaN,,
463,NaN,NaN,NaN,-9,78,62,35,100,126,8,NaN,58,61
464,NaN,NaN,NaN,,,,,,,,NaN,,
465,NaN,NaN,NaN,-9,78,61,35,100,124,11,NaN,58,61
466,NaN,NaN,NaN,,,,,,,,NaN,,
467,NaN,NaN,NaN,-9,79,61,35,100,126,11,NaN,58,61
468,NaN,NaN,NaN,,,,,,,,NaN,,
469,NaN,NaN,NaN,-9,78,61,35,100,123,11,NaN,58,61
470,NaN,NaN,NaN,,,,,,,,NaN,,
471,NaN,NaN,NaN,-9,79,61,35,100,125,12,NaN,59,61
472,NaN,NaN,NaN,,,,,,,,NaN,,
473,NaN,NaN,NaN,-10,79,61,35,100,126,12,NaN,58,61
474,NaN,NaN,NaN,,,,,,,,NaN,,
475,NaN,NaN,NaN,-10,78,61,35,100,124,12,NaN,58,60
476,NaN,NaN,NaN,,,,,,,,NaN,,
477,NaN,NaN,NaN,-10,79,61,35,100,126,12,NaN,58,60
478,NaN,NaN,NaN,,,,,,,,NaN,,
479,NaN,NaN,NaN,-10,77,61,35,100,124,12,NaN,57,60
480,NaN,NaN,NaN,,,,,,,,NaN,,
481,NaN,NaN,NaN,-10,78,61,35,100,124,12,NaN,58,60
482,NaN,NaN,NaN,,,,,,,,NaN,,
483,NaN,NaN,NaN,-10,78,61,35,100,125,12,NaN,57,60
484,NaN,NaN,NaN,,,,,,,,NaN,,
485,NaN,NaN,NaN,-10,77,61,35,100,123,12,NaN,57,60
486,NaN,NaN,NaN,,,,,,,,NaN,,
487,NaN,NaN,NaN,-10,77,60,35,100,125,12,NaN,57,60
488,NaN,NaN,NaN,,,,,,,,NaN,,
489,NaN,NaN,NaN,-9,76,60,35,100,122,12,NaN,56,60
490,NaN,NaN,NaN,,,,,,,,NaN,,
491,NaN,NaN,NaN,-9,76,60,35,100,122,12,NaN,57,60
492,NaN,NaN,NaN,,,,,,,,NaN,,
493,NaN,NaN,NaN,-9,76,60,35,100,123,12,NaN,56,60
494,NaN,NaN,NaN,,,,,,,,NaN,,
495,NaN,NaN,NaN,-9,75,60,35,100,121,12,NaN,56,60
496,NaN,NaN,NaN,,,,,,,,NaN,,
497,NaN,NaN,NaN,-9,76,60,35,100,122,12,NaN,56,59
498,NaN,NaN,NaN,,,,,,,,NaN,,
499,NaN,NaN,NaN,-9,75,60,35,100,120,12,NaN,55,59
500,NaN,NaN,NaN,,,,,,,,NaN,,
501,NaN,NaN,NaN,-10,75,60,35,100,121,12,NaN,56,59
502,NaN,NaN,NaN,,,,,,,,NaN,,
503,NaN,NaN,NaN,-10,75,59,35,100,121,12,NaN,55,59
504,NaN,NaN,NaN,,,,,,,,NaN,,
505,NaN,NaN,NaN,-10,74,59,35,100,119,12,NaN,55,58
506,NaN,NaN,NaN,,,,,,,,NaN,,
507,NaN,NaN,NaN,-10,74,59,35,100,120,12,NaN,55,58
508,NaN,NaN,NaN,,,,,,,,NaN,,
509,NaN,NaN,NaN,-10,74,59,35,100,120,12,NaN,54,58
510,NaN,NaN,NaN,,,,,,,,NaN,,
511,NaN,NaN,NaN,-10,74,59,35,100,119,12,NaN,54,58
512,NaN,NaN,NaN,,,,,,,,NaN,,
513,NaN,NaN,NaN,-10,74,59,35,100,119,12,NaN,55,58
514,NaN,NaN,NaN,,,,,,,,NaN,,
515,NaN,NaN,NaN,-10,73,59,35,100,116,12,NaN,49,58
516,NaN,NaN,NaN,,,,,,,,NaN,,
517,NaN,NaN,NaN,-10,78,59,35,100,131,12,NaN,27,58
518,NaN,NaN,NaN,,,,,,,,NaN,,
519,NaN,NaN,NaN,-10,75,59,35,100,141,12,NaN,22,58
520,NaN,NaN,NaN,,,,,,,,NaN,,
521,NaN,NaN,NaN,-10,75,59,35,100,124,12,NaN,45,58
522,NaN,NaN,NaN,,,,,,,,NaN,,
523,NaN,NaN,NaN,-10,78,59,33,100,122,12,NaN,44,71
524,NaN,NaN,NaN,,,,,,,,NaN,,
525,NaN,NaN,NaN,-10,76,59,33,100,127,12,NaN,47,71
526,NaN,NaN,NaN,,,,,,,,NaN,,
527,NaN,NaN,NaN,-11,77,60,33,100,113,12,NaN,57,71
528,NaN,NaN,NaN,,,,,,,,NaN,,
529,NaN,NaN,NaN,-11,76,60,33,100,117,12,NaN,53,72
530,NaN,NaN,NaN,,,,,,,,NaN,,
531,NaN,NaN,NaN,-10,76,60,34,100,115,12,NaN,53,59
532,NaN,NaN,NaN,,,,,,,,NaN,,
533,NaN,NaN,NaN,-10,74,60,34,100,120,12,NaN,45,59
534,NaN,NaN,NaN,,,,,,,,NaN,,
535,NaN,NaN,NaN,-10,74,60,34,100,118,12,NaN,49,59
536,NaN,NaN,NaN,,,,,,,,NaN,,
537,NaN,NaN,NaN,-10,75,60,34,100,119,12,NaN,55,59
538,NaN,NaN,NaN,,,,,,,,NaN,,
539,NaN,NaN,NaN,-10,78,60,33,100,125,12,NaN,42,59
540,NaN,NaN,NaN,,,,,,,,NaN,,
541,NaN,NaN,NaN,-11,71,60,33,100,153,12,NaN,36,59
542,NaN,NaN,NaN,,,,,,,,NaN,,
543,NaN,NaN,NaN,-11,73,60,33,100,128,12,NaN,48,59
544,NaN,NaN,NaN,,,,,,,,NaN,,
545,NaN,NaN,NaN,-11,74,60,33,100,120,12,NaN,45,59
546,NaN,NaN,NaN,,,,,,,,NaN,,
547,NaN,NaN,NaN,-11,73,60,33,99,123,12,NaN,41,60
548,NaN,NaN,NaN,,,,,,,,NaN,,
549,NaN,NaN,NaN,-11,74,60,33,100,124,12,NaN,46,60
550,NaN,NaN,NaN,,,,,,,,NaN,,
551,NaN,NaN,NaN,-11,75,60,33,100,121,12,NaN,52,60
552,NaN,NaN,NaN,,,,,,,,NaN,,
553,NaN,NaN,NaN,-11,75,60,33,100,121,12,NaN,54,60
554,NaN,NaN,NaN,,,,,,,,NaN,,
555,NaN,NaN,NaN,-11,75,60,35,100,119,12,NaN,53,60
556,NaN,NaN,NaN,,,,,,,,NaN,,
557,NaN,NaN,NaN,-11,76,60,35,100,137,12,NaN,49,60
558,NaN,NaN,NaN,,,,,,,,NaN,,
559,NaN,NaN,NaN,-11,75,60,35,100,125,12,NaN,48,60
560,NaN,NaN,NaN,,,,,,,,NaN,,
561,NaN,NaN,NaN,-11,81,60,34,100,116,12,NaN,55,60
562,NaN,NaN,NaN,,,,,,,,NaN,,
563,NaN,NaN,NaN,-11,76,60,34,100,115,12,NaN,50,59
564,NaN,NaN,NaN,,,,,,,,NaN,,
565,NaN,NaN,NaN,-11,75,60,34,100,119,12,NaN,53,59
566,NaN,NaN,NaN,,,,,,,,NaN,,
567,NaN,NaN,NaN,-11,75,60,34,100,121,12,NaN,54,59
568,NaN,NaN,NaN,,,,,,,,NaN,,
569,NaN,NaN,NaN,-11,75,60,33,100,122,12,NaN,55,59
570,NaN,NaN,NaN,,,,,,,,NaN,,
571,NaN,NaN,NaN,-11,75,59,33,100,122,12,NaN,55,59
572,NaN,NaN,NaN,,,,,,,,NaN,,
573,NaN,NaN,NaN,-11,75,59,33,100,123,12,NaN,55,59
574,NaN,NaN,NaN,,,,,,,,NaN,,
575,NaN,NaN,NaN,-11,75,59,33,100,121,12,NaN,54,58
576,NaN,NaN,NaN,,,,,,,,NaN,,
577,NaN,NaN,NaN,-11,75,59,34,100,123,12,NaN,55,58
578,NaN,NaN,NaN,,,,,,,,NaN,,
579,NaN,NaN,NaN,-11,74,59,34,100,122,12,NaN,54,58
580,NaN,NaN,NaN,,,,,,,,NaN,,
581,NaN,NaN,NaN,-11,74,59,34,100,121,12,NaN,54,58
582,NaN,NaN,NaN,,,,,,,,NaN,,
583,NaN,NaN,NaN,-11,74,59,34,100,122,12,NaN,54,58
584,NaN,NaN,NaN,,,,,,,,NaN,,
585,NaN,NaN,NaN,-11,74,59,34,100,120,12,NaN,54,58
586,NaN,NaN,NaN,,,,,,,,NaN,,
587,NaN,NaN,NaN,-11,74,59,34,100,122,12,NaN,54,58
588,NaN,NaN,NaN,,,,,,,,NaN,,
589,NaN,NaN,NaN,-11,73,58,34,100,120,12,NaN,53,58
590,NaN,NaN,NaN,,,,,,,,NaN,,
591,NaN,NaN,NaN,-11,73,58,34,100,123,12,NaN,53,58
592,NaN,NaN,NaN,,,,,,,,NaN,,
593,NaN,NaN,NaN,-11,73,58,34,100,121,12,NaN,53,58
594,NaN,NaN,NaN,,,,,,,,NaN,,
595,NaN,NaN,NaN,-11,72,58,34,100,119,12,NaN,51,57
596,NaN,NaN,NaN,,,,,,,,NaN,,
597,NaN,NaN,NaN,-11,73,58,34,100,120,12,NaN,52,57
598,NaN,NaN,NaN,,,,,,,,NaN,,
599,NaN,NaN,NaN,-11,72,58,34,100,120,12,NaN,52,57
600,NaN,NaN,NaN,,,,,,,,NaN,,
601,NaN,NaN,NaN,-11,72,58,34,100,119,12,NaN,53,57
602,NaN,NaN,NaN,,,,,,,,NaN,,
603,NaN,NaN,NaN,-11,73,57,34,100,121,12,NaN,53,57
604,NaN,NaN,NaN,,,,,,,,NaN,,
605,NaN,NaN,NaN,-11,72,57,34,100,120,12,NaN,53,57
606,NaN,NaN,NaN,,,,,,,,NaN,,
607,NaN,NaN,NaN,-11,73,57,33,100,121,12,NaN,53,57
608,NaN,NaN,NaN,,,,,,,,NaN,,
609,NaN,NaN,NaN,-10,72,57,33,100,120,12,NaN,52,57
610,NaN,NaN,NaN,,,,,,,,NaN,,
611,NaN,NaN,NaN,-10,72,57,33,100,120,12,NaN,53,57
612,NaN,NaN,NaN,,,,,,,,NaN,,
613,NaN,NaN,NaN,-11,73,57,33,100,121,12,NaN,53,57
614,NaN,NaN,NaN,,,,,,,,NaN,,
615,NaN,NaN,NaN,-11,72,57,33,100,119,12,NaN,53,57
616,NaN,NaN,NaN,,,,,,,,NaN,,
617,NaN,NaN,NaN,-10,72,57,33,100,120,12,NaN,53,57
618,NaN,NaN,NaN,,,,,,,,NaN,,
619,NaN,NaN,NaN,-10,72,57,33,100,119,12,NaN,52,57
620,NaN,NaN,NaN,,,,,,,,NaN,,
621,NaN,NaN,NaN,-10,71,57,34,100,118,12,NaN,52,57
622,NaN,NaN,NaN,,,,,,,,NaN,,
623,NaN,NaN,NaN,-10,72,57,34,100,119,12,NaN,52,57
624,NaN,NaN,NaN,,,,,,,,NaN,,
625,NaN,NaN,NaN,-10,71,57,34,100,118,12,NaN,51,57
626,NaN,NaN,NaN,,,,,,,,NaN,,
627,NaN,NaN,NaN,-10,71,57,34,100,119,12,NaN,52,57
628,NaN,NaN,NaN,,,,,,,,NaN,,
629,NaN,NaN,NaN,-10,71,57,33,100,118,12,NaN,51,56
630,NaN,NaN,NaN,,,,,,,,NaN,,
631,NaN,NaN,NaN,-10,71,57,33,100,117,12,NaN,52,56
632,NaN,NaN,NaN,,,,,,,,NaN,,
633,NaN,NaN,NaN,-10,71,57,33,100,119,12,NaN,51,56
634,NaN,NaN,NaN,,,,,,,,NaN,,
635,NaN,NaN,NaN,-11,70,57,33,100,117,12,NaN,51,56
636,NaN,NaN,NaN,,,,,,,,NaN,,
637,NaN,NaN,NaN,-11,70,57,33,100,118,12,NaN,51,56
638,NaN,NaN,NaN,,,,,,,,NaN,,
639,NaN,NaN,NaN,-11,70,56,33,100,117,12,NaN,51,56
640,NaN,NaN,NaN,,,,,,,,NaN,,
641,NaN,NaN,NaN,-11,70,56,33,100,116,12,NaN,51,56
642,NaN,NaN,NaN,,,,,,,,NaN,,
643,NaN,NaN,NaN,-12,70,56,33,100,117,12,NaN,51,56
644,NaN,NaN,NaN,,,,,,,,NaN,,
645,NaN,NaN,NaN,-12,69,56,33,100,115,12,NaN,51,56
646,NaN,NaN,NaN,,,,,,,,NaN,,
647,NaN,NaN,NaN,-12,70,56,33,100,117,12,NaN,52,56
648,NaN,NaN,NaN,,,,,,,,NaN,,
649,NaN,NaN,NaN,-12,70,56,33,100,117,12,NaN,52,55
650,NaN,NaN,NaN,,,,,,,,NaN,,
651,NaN,NaN,NaN,-10,70,56,33,100,117,12,NaN,52,55
652,NaN,NaN,NaN,,,,,,,,NaN,,
653,NaN,NaN,NaN,-10,71,56,33,100,118,12,NaN,52,55
654,NaN,NaN,NaN,,,,,,,,NaN,,
655,NaN,NaN,NaN,-10,70,56,33,100,116,12,NaN,52,55
656,NaN,NaN,NaN,,,,,,,,NaN,,
657,NaN,NaN,NaN,-10,71,56,33,100,118,12,NaN,52,55
658,NaN,NaN,NaN,,,,,,,,NaN,,
659,NaN,NaN,NaN,-10,70,56,33,100,117,12,NaN,52,55
660,NaN,NaN,NaN,,,,,,,,NaN,,
661,NaN,NaN,NaN,-10,70,56,33,100,116,12,NaN,52,55
662,NaN,NaN,NaN,,,,,,,,NaN,,
663,NaN,NaN,NaN,-10,71,56,33,100,117,12,NaN,52,55
664,NaN,NaN,NaN,,,,,,,,NaN,,
665,NaN,NaN,NaN,-10,70,56,33,100,116,12,NaN,52,55
666,NaN,NaN,NaN,,,,,,,,NaN,,
667,NaN,NaN,NaN,-10,71,56,33,100,117,12,NaN,52,55
668,NaN,NaN,NaN,,,,,,,,NaN,,
669,NaN,NaN,NaN,-9,70,56,33,100,116,12,NaN,52,55
670,NaN,NaN,NaN,,,,,,,,NaN,,
671,NaN,NaN,NaN,-9,70,56,33,100,116,12,NaN,53,55
672,NaN,NaN,NaN,,,,,,,,NaN,,
673,NaN,NaN,NaN,-10,70,56,32,100,117,12,NaN,52,55
674,NaN,NaN,NaN,,,,,,,,NaN,,
675,NaN,NaN,NaN,-10,70,56,32,100,116,12,NaN,52,55
676,NaN,NaN,NaN,,,,,,,,NaN,,
677,NaN,NaN,NaN,-9,71,56,32,100,117,12,NaN,52,55
678,NaN,NaN,NaN,,,,,,,,NaN,,
679,NaN,NaN,NaN,-9,70,56,32,100,116,12,NaN,52,55
680,NaN,NaN,NaN,,,,,,,,NaN,,
681,NaN,NaN,NaN,-8,70,56,33,100,116,12,NaN,52,55
682,NaN,NaN,NaN,,,,,,,,NaN,,
683,NaN,NaN,NaN,-8,70,56,33,100,117,12,NaN,52,55
684,NaN,NaN,NaN,,,,,,,,NaN,,
685,NaN,NaN,NaN,-8,70,55,33,100,115,12,NaN,52,55
686,NaN,NaN,NaN,,,,,,,,NaN,,
687,NaN,NaN,NaN,-8,70,55,33,100,116,12,NaN,52,55
688,NaN,NaN,NaN,,,,,,,,NaN,,
689,NaN,NaN,NaN,-8,70,55,33,100,117,12,NaN,52,55
690,NaN,NaN,NaN,,,,,,,,NaN,,
691,NaN,NaN,NaN,-8,70,55,33,100,116,12,NaN,52,55
692,NaN,NaN,NaN,,,,,,,,NaN,,
693,NaN,NaN,NaN,-8,70,55,33,100,117,12,NaN,52,55
694,NaN,NaN,NaN,,,,,,,,NaN,,
695,NaN,NaN,NaN,-8,70,55,33,100,116,12,NaN,52,54
696,NaN,NaN,NaN,,,,,,,,NaN,,
697,NaN,NaN,NaN,-8,70,55,33,100,117,12,NaN,52,54
698,NaN,NaN,NaN,,,,,,,,NaN,,
699,NaN,NaN,NaN,-8,70,55,33,100,117,12,NaN,52,54
700,NaN,NaN,NaN,,,,,,,,NaN,,
701,NaN,NaN,NaN,-8,70,55,33,100,116,12,NaN,52,54
702,NaN,NaN,NaN,,,,,,,,NaN,,
703,NaN,NaN,NaN,-9,70,55,33,100,117,12,NaN,52,54
704,NaN,NaN,NaN,,,,,,,,NaN,,
705,NaN,NaN,NaN,-9,70,55,33,100,116,12,NaN,52,54
706,NaN,NaN,NaN,,,,,,,,NaN,,
707,NaN,NaN,NaN,-8,70,55,33,100,117,12,NaN,52,54
708,NaN,NaN,NaN,,,,,,,,NaN,,
709,NaN,NaN,NaN,-8,70,55,33,100,116,12,NaN,52,54
710,NaN,NaN,NaN,,,,,,,,NaN,,
711,NaN,NaN,NaN,-8,70,55,33,100,116,12,NaN,52,55
712,NaN,NaN,NaN,,,,,,,,NaN,,
713,NaN,NaN,NaN,-8,70,55,33,100,117,12,NaN,52,55
714,NaN,NaN,NaN,,,,,,,,NaN,,
715,NaN,NaN,NaN,-10,70,55,33,100,116,12,NaN,52,55
716,NaN,NaN,NaN,,,,,,,,NaN,,
717,NaN,NaN,NaN,-10,70,55,33,100,117,12,NaN,52,55
718,NaN,NaN,NaN,,,,,,,,NaN,,
719,NaN,NaN,NaN,-10,69,55,33,100,116,12,NaN,51,55
720,NaN,NaN,NaN,,,,,,,,NaN,,
721,NaN,NaN,NaN,-10,70,55,33,100,116,12,NaN,52,54
722,NaN,NaN,NaN,,,,,,,,NaN,,
723,NaN,NaN,NaN,-10,70,55,33,100,117,12,NaN,52,54
724,NaN,NaN,NaN,,,,,,,,NaN,,
725,NaN,NaN,NaN,-10,69,55,33,100,115,12,NaN,51,54
726,NaN,NaN,NaN,,,,,,,,NaN,,
727,NaN,NaN,NaN,-10,70,55,32,100,116,12,NaN,52,54
728,NaN,NaN,NaN,,,,,,,,NaN,,
729,NaN,NaN,NaN,-10,69,55,32,100,115,12,NaN,51,54
730,NaN,NaN,NaN,,,,,,,,NaN,,
731,NaN,NaN,NaN,-10,69,55,32,100,116,12,NaN,52,54
732,NaN,NaN,NaN,,,,,,,,NaN,,
733,NaN,NaN,NaN,-10,70,55,32,100,116,12,NaN,51,54
734,NaN,NaN,NaN,,,,,,,,NaN,,
735,NaN,NaN,NaN,-10,69,55,32,100,116,12,NaN,51,54
736,NaN,NaN,NaN,,,,,,,,NaN,,
737,NaN,NaN,NaN,-11,70,54,32,100,116,12,NaN,52,54
738,NaN,NaN,NaN,,,,,,,,NaN,,
739,NaN,NaN,NaN,-11,70,54,32,100,116,12,NaN,46,54
740,NaN,NaN,NaN,,,,,,,,NaN,,
741,NaN,NaN,NaN,-11,70,55,33,100,116,12,NaN,50,54
742,NaN,NaN,NaN,,,,,,,,NaN,,
743,NaN,NaN,NaN,-11,70,55,33,100,117,12,NaN,51,62
744,NaN,NaN,NaN,,,,,,,,NaN,,
745,NaN,NaN,NaN,-11,70,55,33,100,118,12,NaN,48,62
746,NaN,NaN,NaN,,,,,,,,NaN,,
747,NaN,NaN,NaN,-11,70,55,33,100,119,12,NaN,52,62
748,NaN,NaN,NaN,,,,,,,,NaN,,
749,NaN,NaN,NaN,-11,70,55,33,100,118,12,NaN,52,58
750,NaN,NaN,NaN,,,,,,,,NaN,,
751,NaN,NaN,NaN,-11,71,55,33,100,118,12,NaN,53,54
752,NaN,NaN,NaN,,,,,,,,NaN,,
753,NaN,NaN,NaN,-11,71,55,33,100,119,12,NaN,53,54
754,NaN,NaN,NaN,,,,,,,,NaN,,
755,NaN,NaN,NaN,-11,71,55,32,100,118,12,NaN,53,54
756,NaN,NaN,NaN,,,,,,,,NaN,,
757,NaN,NaN,NaN,-11,71,55,32,100,119,12,NaN,53,54
758,NaN,NaN,NaN,,,,,,,,NaN,,
759,NaN,NaN,NaN,-11,71,55,32,100,119,12,NaN,52,54
760,NaN,NaN,NaN,,,,,,,,NaN,,
761,NaN,NaN,NaN,-11,71,55,32,100,118,12,NaN,53,54
762,NaN,NaN,NaN,,,,,,,,NaN,,
763,NaN,NaN,NaN,-11,71,55,33,100,119,12,NaN,52,54
764,NaN,NaN,NaN,,,,,,,,NaN,,
765,NaN,NaN,NaN,-11,71,55,33,100,118,12,NaN,53,54
766,NaN,NaN,NaN,,,,,,,,NaN,,
767,NaN,NaN,NaN,-11,71,55,33,100,119,12,NaN,53,54
768,NaN,NaN,NaN,,,,,,,,NaN,,
769,NaN,NaN,NaN,-11,71,55,33,100,119,12,NaN,52,54
770,NaN,NaN,NaN,,,,,,,,NaN,,
771,NaN,NaN,NaN,-11,71,55,32,100,118,12,NaN,53,54
772,NaN,NaN,NaN,,,,,,,,NaN,,
773,NaN,NaN,NaN,-11,71,55,32,100,119,12,NaN,53,54
774,NaN,NaN,NaN,,,,,,,,NaN,,
775,NaN,NaN,NaN,-11,71,55,32,100,118,12,NaN,53,54
776,NaN,NaN,NaN,,,,,,,,NaN,,
777,NaN,NaN,NaN,-11,72,55,32,100,120,12,NaN,53,54
778,NaN,NaN,NaN,,,,,,,,NaN,,
779,NaN,NaN,NaN,-11,72,55,32,100,120,12,NaN,53,54
780,NaN,NaN,NaN,,,,,,,,NaN,,
781,NaN,NaN,NaN,-11,71,55,32,100,119,12,NaN,53,54
782,NaN,NaN,NaN,,,,,,,,NaN,,
783,NaN,NaN,NaN,-11,71,55,32,100,120,12,NaN,53,54
784,NaN,NaN,NaN,,,,,,,,NaN,,
785,NaN,NaN,NaN,-11,71,55,33,100,118,12,NaN,52,54
786,NaN,NaN,NaN,,,,,,,,NaN,,
787,NaN,NaN,NaN,-11,71,55,33,100,119,12,NaN,53,54
788,NaN,NaN,NaN,,,,,,,,NaN,,
789,NaN,NaN,NaN,-11,71,55,33,100,119,12,NaN,52,54
790,NaN,NaN,NaN,,,,,,,,NaN,,
791,NaN,NaN,NaN,-11,70,55,33,100,117,12,NaN,52,54
792,NaN,NaN,NaN,,,,,,,,NaN,,
793,NaN,NaN,NaN,-11,70,55,32,100,118,12,NaN,52,54
794,NaN,NaN,NaN,,,,,,,,NaN,,
795,NaN,NaN,NaN,-11,70,54,32,100,116,12,NaN,52,54
796,NaN,NaN,NaN,,,,,,,,NaN,,
797,NaN,NaN,NaN,-11,70,54,32,100,118,12,NaN,51,54
798,NaN,NaN,NaN,,,,,,,,NaN,,
799,NaN,NaN,NaN,-11,69,54,32,100,116,12,NaN,51,54
800,NaN,NaN,NaN,,,,,,,,NaN,,
801,NaN,NaN,NaN,-11,69,54,32,100,116,12,NaN,51,54
802,NaN,NaN,NaN,,,,,,,,NaN,,
803,NaN,NaN,NaN,-11,69,54,32,100,117,12,NaN,51,54
804,NaN,NaN,NaN,,,,,,,,NaN,,
805,NaN,NaN,NaN,-11,69,54,32,100,115,12,NaN,51,54
806,NaN,NaN,NaN,,,,,,,,NaN,,
807,NaN,NaN,NaN,-11,69,54,32,100,116,12,NaN,51,54
808,NaN,NaN,NaN,,,,,,,,NaN,,
809,NaN,NaN,NaN,-11,69,54,32,100,116,12,NaN,51,53
810,NaN,NaN,NaN,,,,,,,,NaN,,
811,NaN,NaN,NaN,-11,69,54,32,100,115,12,NaN,52,53
812,NaN,NaN,NaN,,,,,,,,NaN,,
813,NaN,NaN,NaN,-11,69,54,32,100,117,12,NaN,52,54
814,NaN,NaN,NaN,,,,,,,,NaN,,
815,NaN,NaN,NaN,-11,69,54,32,100,115,12,NaN,51,54
816,NaN,NaN,NaN,,,,,,,,NaN,,
817,NaN,NaN,NaN,-11,69,54,32,100,117,12,NaN,52,54
818,NaN,NaN,NaN,,,,,,,,NaN,,
819,NaN,NaN,NaN,-11,69,54,32,100,115,12,NaN,51,54
820,NaN,NaN,NaN,,,,,,,,NaN,,
821,NaN,NaN,NaN,-11,69,54,32,100,115,12,NaN,52,54
822,NaN,NaN,NaN,,,,,,,,NaN,,
823,NaN,NaN,NaN,-11,69,54,32,100,117,12,NaN,52,54
824,NaN,NaN,NaN,,,,,,,,NaN,,
825,NaN,NaN,NaN,-11,69,54,32,100,115,12,NaN,51,54
826,NaN,NaN,NaN,,,,,,,,NaN,,
827,NaN,NaN,NaN,-11,69,54,32,100,117,12,NaN,52,54
828,NaN,NaN,NaN,,,,,,,,NaN,,
829,NaN,NaN,NaN,-11,69,54,32,100,115,12,NaN,51,54
830,NaN,NaN,NaN,,,,,,,,NaN,,
831,NaN,NaN,NaN,-11,69,54,32,100,115,12,NaN,51,54
832,NaN,NaN,NaN,,,,,,,,NaN,,
833,NaN,NaN,NaN,-11,69,54,32,100,116,12,NaN,51,54
834,NaN,NaN,NaN,,,,,,,,NaN,,
835,NaN,NaN,NaN,-11,69,54,32,100,115,12,NaN,51,53
836,NaN,NaN,NaN,,,,,,,,NaN,,
837,NaN,NaN,NaN,-11,69,54,32,100,116,12,NaN,52,53
838,NaN,NaN,NaN,,,,,,,,NaN,,
839,NaN,NaN,NaN,-11,69,54,33,100,115,12,NaN,51,53
840,NaN,NaN,NaN,,,,,,,,NaN,,
841,NaN,NaN,NaN,-11,69,54,33,100,115,12,NaN,52,53
842,NaN,NaN,NaN,,,,,,,,NaN,,
843,NaN,NaN,NaN,-11,69,54,33,100,116,12,NaN,52,53
844,NaN,NaN,NaN,,,,,,,,NaN,,
845,NaN,NaN,NaN,-11,69,54,32,100,115,12,NaN,51,53
846,NaN,NaN,NaN,,,,,,,,NaN,,
847,NaN,NaN,NaN,-11,69,54,32,100,116,12,NaN,51,53
848,NaN,NaN,NaN,,,,,,,,NaN,,
849,NaN,NaN,NaN,-11,69,54,32,100,116,12,NaN,51,53
850,NaN,NaN,NaN,,,,,,,,NaN,,
851,NaN,NaN,NaN,-11,69,54,32,100,115,12,NaN,51,53
852,NaN,NaN,NaN,,,,,,,,NaN,,
853,NaN,NaN,NaN,-11,69,54,32,100,116,12,NaN,51,53
854,NaN,NaN,NaN,,,,,,,,NaN,,
855,NaN,NaN,NaN,-11,68,54,32,100,114,12,NaN,51,53
856,NaN,NaN,NaN,,,,,,,,NaN,,
857,NaN,NaN,NaN,-11,69,54,32,100,116,12,NaN,51,53
858,NaN,NaN,NaN,,,,,,,,NaN,,
859,NaN,NaN,NaN,-11,69,54,32,100,115,12,NaN,51,53
860,NaN,NaN,NaN,,,,,,,,NaN,,
