time,SNUADC/ECG_II,SNUADC/ECG_V5,SNUADC/ART,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/HR
2926,NaN,NaN,NaN,3,78,45,31,100,117,10,NaN,57,45
2927,NaN,NaN,NaN,,,,,,,,NaN,,
2928,NaN,NaN,NaN,3,79,45,31,100,118,10,NaN,57,45
2929,NaN,NaN,NaN,,,,,,,,NaN,,
2930,NaN,NaN,NaN,4,78,45,31,100,118,10,NaN,57,44
2931,NaN,NaN,NaN,,,,,,,,NaN,,
2932,NaN,NaN,NaN,4,78,45,31,100,117,10,NaN,57,44
2933,NaN,NaN,NaN,,,,,,,,NaN,,
2934,NaN,NaN,NaN,4,78,45,31,100,117,10,NaN,57,44
2935,NaN,NaN,NaN,,,,,,,,NaN,,
2936,NaN,NaN,NaN,4,78,45,31,100,117,10,NaN,56,44
2937,NaN,NaN,NaN,,,,,,,,NaN,,
2938,NaN,NaN,NaN,4,78,45,32,100,116,10,NaN,57,44
2939,NaN,NaN,NaN,,,,,,,,NaN,,
2940,NaN,NaN,NaN,3,78,45,32,100,117,10,NaN,57,45
2941,NaN,NaN,NaN,,,,,,,,NaN,,
2942,NaN,NaN,NaN,3,77,45,32,100,117,10,NaN,56,45
2943,NaN,NaN,NaN,,,,,,,,NaN,,
2944,NaN,NaN,NaN,3,77,45,31,100,116,10,NaN,56,45
2945,NaN,NaN,NaN,,,,,,,,NaN,,
2946,NaN,NaN,NaN,3,77,45,31,100,116,10,NaN,56,45
2947,NaN,NaN,NaN,,,,,,,,NaN,,
2948,NaN,NaN,NaN,4,77,45,31,100,115,10,NaN,56,45
2949,NaN,NaN,NaN,,,,,,,,NaN,,
2950,NaN,NaN,NaN,4,76,45,31,100,115,10,NaN,56,45
2951,NaN,NaN,NaN,,,,,,,,NaN,,
2952,NaN,NaN,NaN,4,77,45,31,100,116,10,NaN,56,45
2953,NaN,NaN,NaN,,,,,,,,NaN,,
2954,NaN,NaN,NaN,4,77,45,31,100,115,10,NaN,56,45
2955,NaN,NaN,NaN,,,,,,,,NaN,,
2956,NaN,NaN,NaN,3,77,45,31,100,115,10,NaN,56,45
2957,NaN,NaN,NaN,,,,,,,,NaN,,
2958,NaN,NaN,NaN,3,77,45,31,100,115,10,NaN,57,45
2959,NaN,NaN,NaN,,,,,,,,NaN,,
2960,NaN,NaN,NaN,4,77,45,31,100,115,10,NaN,56,45
2961,NaN,NaN,NaN,,,,,,,,NaN,,
2962,NaN,NaN,NaN,4,77,45,31,100,115,10,NaN,56,45
2963,NaN,NaN,NaN,,,,,,,,NaN,,
2964,NaN,NaN,NaN,4,77,45,31,100,116,10,NaN,56,45
2965,NaN,NaN,NaN,,,,,,,,NaN,,
2966,NaN,NaN,NaN,4,77,45,31,100,116,10,NaN,56,45
2967,NaN,NaN,NaN,,,,,,,,NaN,,
2968,NaN,NaN,NaN,4,77,45,31,100,116,10,NaN,57,45
2969,NaN,NaN,NaN,,,,,,,,NaN,,
2970,NaN,NaN,NaN,3,78,45,31,100,117,10,NaN,57,45
2971,NaN,NaN,NaN,,,,,,,,NaN,,
2972,NaN,NaN,NaN,3,78,45,31,100,117,10,NaN,57,45
2973,NaN,NaN,NaN,,,,,,,,NaN,,
2974,NaN,NaN,NaN,3,78,45,31,100,117,10,NaN,57,45
2975,NaN,NaN,NaN,,,,,,,,NaN,,
2976,NaN,NaN,NaN,3,78,45,31,100,118,10,NaN,57,45
2977,NaN,NaN,NaN,,,,,,,,NaN,,
2978,NaN,NaN,NaN,4,78,45,31,100,118,10,NaN,57,45
2979,NaN,NaN,NaN,,,,,,,,NaN,,
2980,NaN,NaN,NaN,4,78,45,31,100,117,10,NaN,57,45
2981,NaN,NaN,NaN,,,,,,,,NaN,,
2982,NaN,NaN,NaN,4,78,45,31,100,118,10,NaN,57,45
2983,NaN,NaN,NaN,,,,,,,,NaN,,
2984,NaN,NaN,NaN,4,77,45,31,100,117,10,NaN,56,45
2985,NaN,NaN,NaN,,,,,,,,NaN,,
2986,NaN,NaN,NaN,3,77,45,31,100,116,10,NaN,56,45
2987,NaN,NaN,NaN,,,,,,,,NaN,,
2988,NaN,NaN,NaN,3,77,45,31,100,117,10,NaN,56,45
2989,NaN,NaN,NaN,,,,,,,,NaN,,
2990,NaN,NaN,NaN,4,77,45,31,100,116,10,NaN,55,45
2991,NaN,NaN,NaN,,,,,,,,NaN,,
2992,NaN,NaN,NaN,4,77,45,31,100,116,10,NaN,56,45
2993,NaN,NaN,NaN,,,,,,,,NaN,,
2994,NaN,NaN,NaN,4,77,45,31,100,116,10,NaN,56,45
2995,NaN,NaN,NaN,,,,,,,,NaN,,
2996,NaN,NaN,NaN,4,77,45,31,100,117,10,NaN,56,45
2997,NaN,NaN,NaN,,,,,,,,NaN,,
2998,NaN,NaN,NaN,3,77,45,31,100,116,10,NaN,56,45
2999,NaN,NaN,NaN,,,,,,,,NaN,,
3000,NaN,NaN,NaN,3,77,45,31,100,117,10,NaN,56,45
3001,NaN,NaN,NaN,,,,,,,,NaN,,
3002,NaN,NaN,NaN,3,77,46,31,100,117,10,NaN,56,45
3003,NaN,NaN,NaN,,,,,,,,NaN,,
3004,NaN,NaN,NaN,3,77,46,31,100,116,10,NaN,56,45
3005,NaN,NaN,NaN,,,,,,,,NaN,,
3006,NaN,NaN,NaN,3,77,46,31,100,117,10,NaN,56,45
3007,NaN,NaN,NaN,,,,,,,,NaN,,
3008,NaN,NaN,NaN,4,77,46,31,100,117,10,NaN,56,45
3009,NaN,NaN,NaN,,,,,,,,NaN,,
3010,NaN,NaN,NaN,4,77,46,31,100,116,10,NaN,56,45
3011,NaN,NaN,NaN,,,,,,,,NaN,,
3012,NaN,NaN,NaN,4,78,46,31,100,117,10,NaN,57,45
3013,NaN,NaN,NaN,,,,,,,,NaN,,
3014,NaN,NaN,NaN,4,77,46,31,100,117,10,NaN,56,45
3015,NaN,NaN,NaN,,,,,,,,NaN,,
3016,NaN,NaN,NaN,3,77,46,31,100,117,10,NaN,56,45
3017,NaN,NaN,NaN,,,,,,,,NaN,,
3018,NaN,NaN,NaN,3,78,46,31,100,118,10,NaN,57,45
3019,NaN,NaN,NaN,,,,,,,,NaN,,
3020,NaN,NaN,NaN,4,78,46,31,100,118,10,NaN,56,45
3021,NaN,NaN,NaN,,,,,,,,NaN,,
3022,NaN,NaN,NaN,4,77,46,31,100,117,10,NaN,56,45
3023,NaN,NaN,NaN,,,,,,,,NaN,,
3024,NaN,NaN,NaN,4,78,46,31,100,118,10,NaN,56,45
3025,NaN,NaN,NaN,,,,,,,,NaN,,
3026,NaN,NaN,NaN,4,77,46,31,100,116,10,NaN,55,45
3027,NaN,NaN,NaN,,,,,,,,NaN,,
3028,NaN,NaN,NaN,3,76,46,31,100,116,10,NaN,55,45
3029,NaN,NaN,NaN,,,,,,,,NaN,,
3030,NaN,NaN,NaN,3,77,46,31,100,116,10,NaN,56,45
3031,NaN,NaN,NaN,,,,,,,,NaN,,
3032,NaN,NaN,NaN,3,77,46,31,100,116,10,NaN,55,45
3033,NaN,NaN,NaN,,,,,,,,NaN,,
3034,NaN,NaN,NaN,4,76,46,31,100,115,10,NaN,55,45
3035,NaN,NaN,NaN,,,,,,,,NaN,,
3036,NaN,NaN,NaN,4,76,46,31,100,116,10,NaN,56,45
3037,NaN,NaN,NaN,,,,,,,,NaN,,
3038,NaN,NaN,NaN,4,76,46,31,100,116,10,NaN,55,45
3039,NaN,NaN,NaN,,,,,,,,NaN,,
3040,NaN,NaN,NaN,4,76,46,31,100,115,10,NaN,55,45
3041,NaN,NaN,NaN,,,,,,,,NaN,,
3042,NaN,NaN,NaN,4,76,46,31,100,116,10,NaN,55,45
3043,NaN,NaN,NaN,,,,,,,,NaN,,
3044,NaN,NaN,NaN,4,76,46,31,100,115,10,NaN,55,45
3045,NaN,NaN,NaN,,,,,,,,NaN,,
3046,NaN,NaN,NaN,3,76,46,31,100,114,10,NaN,55,45
3047,NaN,NaN,NaN,,,,,,,,NaN,,
3048,NaN,NaN,NaN,3,76,46,31,100,116,10,NaN,56,45
3049,NaN,NaN,NaN,,,,,,,,NaN,,
3050,NaN,NaN,NaN,4,76,46,31,100,115,10,NaN,55,45
3051,NaN,NaN,NaN,,,,,,,,NaN,,
3052,NaN,NaN,NaN,4,76,46,31,100,114,10,NaN,55,45
3053,NaN,NaN,NaN,,,,,,,,NaN,,
3054,NaN,NaN,NaN,4,76,46,31,100,115,10,NaN,55,45
3055,NaN,NaN,NaN,,,,,,,,NaN,,
3056,NaN,NaN,NaN,4,76,46,31,100,114,10,NaN,55,45
3057,NaN,NaN,NaN,,,,,,,,NaN,,
3058,NaN,NaN,NaN,3,76,46,31,100,114,10,NaN,55,45
3059,NaN,NaN,NaN,,,,,,,,NaN,,
3060,NaN,NaN,NaN,3,77,46,31,100,116,10,NaN,56,45
3061,NaN,NaN,NaN,,,,,,,,NaN,,
3062,NaN,NaN,NaN,4,76,46,31,100,115,10,NaN,55,45
3063,NaN,NaN,NaN,,,,,,,,NaN,,
3064,NaN,NaN,NaN,4,76,46,31,100,114,10,NaN,55,45
3065,NaN,NaN,NaN,,,,,,,,NaN,,
3066,NaN,NaN,NaN,4,76,46,31,100,115,10,NaN,56,45
3067,NaN,NaN,NaN,,,,,,,,NaN,,
3068,NaN,NaN,NaN,4,76,46,31,100,114,10,NaN,55,46
3069,NaN,NaN,NaN,,,,,,,,NaN,,
3070,NaN,NaN,NaN,4,76,46,31,100,113,10,NaN,55,45
3071,NaN,NaN,NaN,,,,,,,,NaN,,
3072,NaN,NaN,NaN,4,76,46,31,100,114,10,NaN,55,45
3073,NaN,NaN,NaN,,,,,,,,NaN,,
3074,NaN,NaN,NaN,4,76,46,31,100,114,10,NaN,55,45
3075,NaN,NaN,NaN,,,,,,,,NaN,,
3076,NaN,NaN,NaN,3,75,46,31,100,112,10,NaN,54,45
3077,NaN,NaN,NaN,,,,,,,,NaN,,
3078,NaN,NaN,NaN,3,75,46,31,100,112,10,NaN,54,45
3079,NaN,NaN,NaN,,,,,,,,NaN,,
3080,NaN,NaN,NaN,4,74,46,31,100,112,10,NaN,54,45
3081,NaN,NaN,NaN,,,,,,,,NaN,,
3082,NaN,NaN,NaN,4,74,46,31,100,112,10,NaN,54,45
3083,NaN,NaN,NaN,,,,,,,,NaN,,
3084,NaN,NaN,NaN,4,75,46,31,100,113,10,NaN,55,45
3085,NaN,NaN,NaN,,,,,,,,NaN,,
3086,NaN,NaN,NaN,4,75,46,31,100,113,10,NaN,55,45
3087,NaN,NaN,NaN,,,,,,,,NaN,,
3088,NaN,NaN,NaN,3,75,46,32,100,113,10,NaN,55,45
3089,NaN,NaN,NaN,,,,,,,,NaN,,
3090,NaN,NaN,NaN,3,76,46,32,100,115,10,NaN,55,45
3091,NaN,NaN,NaN,,,,,,,,NaN,,
3092,NaN,NaN,NaN,4,75,46,32,100,114,10,NaN,55,46
3093,NaN,NaN,NaN,,,,,,,,NaN,,
3094,NaN,NaN,NaN,4,75,46,31,100,114,10,NaN,55,46
3095,NaN,NaN,NaN,,,,,,,,NaN,,
3096,NaN,NaN,NaN,4,76,46,31,100,114,10,NaN,55,46
3097,NaN,NaN,NaN,,,,,,,,NaN,,
3098,NaN,NaN,NaN,4,76,46,31,100,114,10,NaN,55,46
3099,NaN,NaN,NaN,,,,,,,,NaN,,
3100,NaN,NaN,NaN,4,76,46,31,100,114,10,NaN,55,45
3101,NaN,NaN,NaN,,,,,,,,NaN,,
3102,NaN,NaN,NaN,4,76,46,31,100,115,10,NaN,56,45
3103,NaN,NaN,NaN,,,,,,,,NaN,,
3104,NaN,NaN,NaN,4,76,46,31,100,115,10,NaN,56,45
3105,NaN,NaN,NaN,,,,,,,,NaN,,
3106,NaN,NaN,NaN,3,76,46,31,100,115,10,NaN,56,45
3107,NaN,NaN,NaN,,,,,,,,NaN,,
3108,NaN,NaN,NaN,3,76,46,31,100,116,10,NaN,56,45
3109,NaN,NaN,NaN,,,,,,,,NaN,,
3110,NaN,NaN,NaN,4,76,46,31,100,115,10,NaN,55,45
3111,NaN,NaN,NaN,,,,,,,,NaN,,
3112,NaN,NaN,NaN,4,76,46,31,100,115,10,NaN,55,45
3113,NaN,NaN,NaN,,,,,,,,NaN,,
3114,NaN,NaN,NaN,4,76,46,31,100,115,10,NaN,55,45
3115,NaN,NaN,NaN,,,,,,,,NaN,,
3116,NaN,NaN,NaN,4,76,46,31,100,114,10,NaN,55,45
3117,NaN,NaN,NaN,,,,,,,,NaN,,
3118,NaN,NaN,NaN,3,76,46,31,100,114,10,NaN,55,45
3119,NaN,NaN,NaN,,,,,,,,NaN,,
3120,NaN,NaN,NaN,3,76,46,31,100,115,10,NaN,55,45
3121,NaN,NaN,NaN,,,,,,,,NaN,,
3122,NaN,NaN,NaN,4,75,46,31,100,114,10,NaN,55,45
3123,NaN,NaN,NaN,,,,,,,,NaN,,
3124,NaN,NaN,NaN,4,75,46,31,100,113,10,NaN,54,45
3125,NaN,NaN,NaN,,,,,,,,NaN,,
3126,NaN,NaN,NaN,4,75,46,31,100,113,10,NaN,54,45
3127,NaN,NaN,NaN,,,,,,,,NaN,,
3128,NaN,NaN,NaN,4,75,46,31,100,113,10,NaN,54,45
3129,NaN,NaN,NaN,,,,,,,,NaN,,
3130,NaN,NaN,NaN,4,75,46,31,100,113,10,NaN,54,45
3131,NaN,NaN,NaN,,,,,,,,NaN,,
3132,NaN,NaN,NaN,4,75,46,31,100,115,10,NaN,55,45
3133,NaN,NaN,NaN,,,,,,,,NaN,,
3134,NaN,NaN,NaN,4,75,46,31,100,116,10,NaN,55,45
3135,NaN,NaN,NaN,,,,,,,,NaN,,
3136,NaN,NaN,NaN,4,76,45,31,100,116,10,NaN,56,45
3137,NaN,NaN,NaN,,,,,,,,NaN,,
3138,NaN,NaN,NaN,4,76,45,31,100,117,10,NaN,56,45
3139,NaN,NaN,NaN,,,,,,,,NaN,,
3140,NaN,NaN,NaN,4,76,45,31,100,117,10,NaN,56,45
3141,NaN,NaN,NaN,,,,,,,,NaN,,
3142,NaN,NaN,NaN,4,76,46,31,100,117,10,NaN,56,45
3143,NaN,NaN,NaN,,,,,,,,NaN,,
3144,NaN,NaN,NaN,4,77,46,31,100,118,10,NaN,56,45
3145,NaN,NaN,NaN,,,,,,,,NaN,,
3146,NaN,NaN,NaN,4,77,46,31,100,118,10,NaN,56,45
3147,NaN,NaN,NaN,,,,,,,,NaN,,
3148,NaN,NaN,NaN,3,77,46,31,100,117,10,NaN,56,45
3149,NaN,NaN,NaN,,,,,,,,NaN,,
3150,NaN,NaN,NaN,3,77,46,31,100,117,10,NaN,56,46
3151,NaN,NaN,NaN,,,,,,,,NaN,,
3152,NaN,NaN,NaN,4,77,46,31,100,118,10,NaN,56,46
3153,NaN,NaN,NaN,,,,,,,,NaN,,
3154,NaN,NaN,NaN,4,77,46,31,100,117,10,NaN,56,46
3155,NaN,NaN,NaN,,,,,,,,NaN,,
3156,NaN,NaN,NaN,4,77,46,31,100,118,10,NaN,56,46
3157,NaN,NaN,NaN,,,,,,,,NaN,,
3158,NaN,NaN,NaN,4,77,46,31,100,117,10,NaN,56,46
3159,NaN,NaN,NaN,,,,,,,,NaN,,
3160,NaN,NaN,NaN,4,77,46,31,100,117,10,NaN,56,46
3161,NaN,NaN,NaN,,,,,,,,NaN,,
3162,NaN,NaN,NaN,4,78,46,31,100,119,10,NaN,57,46
3163,NaN,NaN,NaN,,,,,,,,NaN,,
3164,NaN,NaN,NaN,4,78,46,31,100,119,10,NaN,57,46
3165,NaN,NaN,NaN,,,,,,,,NaN,,
3166,NaN,NaN,NaN,4,78,47,31,100,118,10,NaN,57,46
3167,NaN,NaN,NaN,,,,,,,,NaN,,
3168,NaN,NaN,NaN,4,78,47,31,100,119,10,NaN,56,47
3169,NaN,NaN,NaN,,,,,,,,NaN,,
3170,NaN,NaN,NaN,4,78,47,31,100,119,10,NaN,56,47
3171,NaN,NaN,NaN,,,,,,,,NaN,,
3172,NaN,NaN,NaN,4,78,47,31,100,118,10,NaN,56,47
3173,NaN,NaN,NaN,,,,,,,,NaN,,
3174,NaN,NaN,NaN,4,78,48,32,100,119,10,NaN,57,47
3175,NaN,NaN,NaN,,,,,,,,NaN,,
3176,NaN,NaN,NaN,4,78,48,32,100,118,10,NaN,56,47
3177,NaN,NaN,NaN,,,,,,,,NaN,,
3178,NaN,NaN,NaN,3,77,48,32,100,117,10,NaN,56,47
3179,NaN,NaN,NaN,,,,,,,,NaN,,
3180,NaN,NaN,NaN,3,78,48,32,100,118,10,NaN,56,47
3181,NaN,NaN,NaN,,,,,,,,NaN,,
3182,NaN,NaN,NaN,4,77,48,31,100,117,10,NaN,56,47
3183,NaN,NaN,NaN,,,,,,,,NaN,,
3184,NaN,NaN,NaN,4,77,48,31,100,116,10,NaN,56,47
3185,NaN,NaN,NaN,,,,,,,,NaN,,
3186,NaN,NaN,NaN,4,78,48,31,100,117,10,NaN,56,47
3187,NaN,NaN,NaN,,,,,,,,NaN,,
3188,NaN,NaN,NaN,4,77,48,31,100,117,10,NaN,56,47
3189,NaN,NaN,NaN,,,,,,,,NaN,,
3190,NaN,NaN,NaN,4,77,48,32,100,116,10,NaN,56,47
3191,NaN,NaN,NaN,,,,,,,,NaN,,
3192,NaN,NaN,NaN,4,77,48,32,100,116,10,NaN,56,47
3193,NaN,NaN,NaN,,,,,,,,NaN,,
3194,NaN,NaN,NaN,4,77,48,32,100,116,10,NaN,55,47
3195,NaN,NaN,NaN,,,,,,,,NaN,,
3196,NaN,NaN,NaN,4,77,48,32,100,115,10,NaN,56,47
3197,NaN,NaN,NaN,,,,,,,,NaN,,
3198,NaN,NaN,NaN,4,77,47,32,100,116,10,NaN,56,47
3199,NaN,NaN,NaN,,,,,,,,NaN,,
3200,NaN,NaN,NaN,4,77,47,32,100,116,10,NaN,56,47
3201,NaN,NaN,NaN,,,,,,,,NaN,,
3202,NaN,NaN,NaN,4,77,47,32,100,115,10,NaN,56,46
3203,NaN,NaN,NaN,,,,,,,,NaN,,
3204,NaN,NaN,NaN,4,77,47,31,100,116,10,NaN,56,46
3205,NaN,NaN,NaN,,,,,,,,NaN,,
3206,NaN,NaN,NaN,4,77,47,31,100,115,10,NaN,55,46
3207,NaN,NaN,NaN,,,,,,,,NaN,,
3208,NaN,NaN,NaN,3,76,47,31,100,114,10,NaN,55,46
3209,NaN,NaN,NaN,,,,,,,,NaN,,
3210,NaN,NaN,NaN,3,77,47,31,100,116,10,NaN,55,46
3211,NaN,NaN,NaN,,,,,,,,NaN,,
3212,NaN,NaN,NaN,4,76,47,32,100,115,10,NaN,55,46
3213,NaN,NaN,NaN,,,,,,,,NaN,,
3214,NaN,NaN,NaN,4,76,47,32,100,114,10,NaN,55,46
3215,NaN,NaN,NaN,,,,,,,,NaN,,
3216,NaN,NaN,NaN,4,77,47,32,100,115,10,NaN,56,46
3217,NaN,NaN,NaN,,,,,,,,NaN,,
3218,NaN,NaN,NaN,4,77,47,32,100,116,10,NaN,56,46
3219,NaN,NaN,NaN,,,,,,,,NaN,,
3220,NaN,NaN,NaN,3,77,47,32,100,116,10,NaN,56,46
3221,NaN,NaN,NaN,,,,,,,,NaN,,
3222,NaN,NaN,NaN,3,78,47,32,100,118,10,NaN,57,47
3223,NaN,NaN,NaN,,,,,,,,NaN,,
3224,NaN,NaN,NaN,3,78,47,32,100,118,10,NaN,57,47
3225,NaN,NaN,NaN,,,,,,,,NaN,,
3226,NaN,NaN,NaN,4,81,48,32,100,119,10,NaN,52,47
3227,NaN,NaN,NaN,,,,,,,,NaN,,
3228,NaN,NaN,NaN,4,83,48,32,100,129,10,NaN,60,47
3229,NaN,NaN,NaN,,,,,,,,NaN,,
3230,NaN,NaN,NaN,4,75,48,32,100,134,10,NaN,23,48
3231,NaN,NaN,NaN,,,,,,,,NaN,,
3232,NaN,NaN,NaN,4,83,48,32,100,132,10,NaN,47,48
3233,NaN,NaN,NaN,,,,,,,,NaN,,
3234,NaN,NaN,NaN,4,77,49,32,100,111,10,NaN,49,48
3235,NaN,NaN,NaN,,,,,,,,NaN,,
3236,NaN,NaN,NaN,4,78,49,32,100,115,10,NaN,52,48
3237,NaN,NaN,NaN,,,,,,,,NaN,,
3238,NaN,NaN,NaN,3,78,50,32,100,118,10,NaN,57,48
3239,NaN,NaN,NaN,,,,,,,,NaN,,
3240,NaN,NaN,NaN,3,79,50,32,100,120,10,NaN,58,48
3241,NaN,NaN,NaN,,,,,,,,NaN,,
3242,NaN,NaN,NaN,4,79,50,32,100,120,10,NaN,58,48
3243,NaN,NaN,NaN,,,,,,,,NaN,,
3244,NaN,NaN,NaN,4,79,49,32,100,119,10,NaN,58,48
3245,NaN,NaN,NaN,,,,,,,,NaN,,
3246,NaN,NaN,NaN,4,80,48,32,100,120,10,NaN,58,48
3247,NaN,NaN,NaN,,,,,,,,NaN,,
3248,NaN,NaN,NaN,4,79,48,32,100,120,10,NaN,58,48
3249,NaN,NaN,NaN,,,,,,,,NaN,,
3250,NaN,NaN,NaN,3,79,48,32,100,119,10,NaN,58,48
3251,NaN,NaN,NaN,,,,,,,,NaN,,
3252,NaN,NaN,NaN,3,80,48,32,100,120,10,NaN,58,48
3253,NaN,NaN,NaN,,,,,,,,NaN,,
3254,NaN,NaN,NaN,4,79,48,32,100,119,10,NaN,57,48
3255,NaN,NaN,NaN,,,,,,,,NaN,,
3256,NaN,NaN,NaN,4,79,48,32,100,119,10,NaN,58,48
3257,NaN,NaN,NaN,,,,,,,,NaN,,
3258,NaN,NaN,NaN,4,79,48,32,100,120,10,NaN,58,48
3259,NaN,NaN,NaN,,,,,,,,NaN,,
3260,NaN,NaN,NaN,4,79,48,32,100,120,10,NaN,58,48
3261,NaN,NaN,NaN,,,,,,,,NaN,,
3262,NaN,NaN,NaN,4,79,48,31,100,119,10,NaN,58,48
3263,NaN,NaN,NaN,,,,,,,,NaN,,
3264,NaN,NaN,NaN,3,79,48,31,100,120,10,NaN,58,48
3265,NaN,NaN,NaN,,,,,,,,NaN,,
3266,NaN,NaN,NaN,3,79,48,31,100,119,10,NaN,57,48
3267,NaN,NaN,NaN,,,,,,,,NaN,,
3268,NaN,NaN,NaN,3,79,48,31,100,119,10,NaN,57,48
3269,NaN,NaN,NaN,,,,,,,,NaN,,
3270,NaN,NaN,NaN,3,79,48,32,100,120,10,NaN,58,48
3271,NaN,NaN,NaN,,,,,,,,NaN,,
3272,NaN,NaN,NaN,4,79,48,32,100,119,10,NaN,58,48
3273,NaN,NaN,NaN,,,,,,,,NaN,,
3274,NaN,NaN,NaN,4,79,48,32,100,118,10,NaN,58,47
3275,NaN,NaN,NaN,,,,,,,,NaN,,
3276,NaN,NaN,NaN,4,79,48,32,100,120,10,NaN,58,48
3277,NaN,NaN,NaN,,,,,,,,NaN,,
3278,NaN,NaN,NaN,4,79,48,32,100,119,10,NaN,58,48
3279,NaN,NaN,NaN,,,,,,,,NaN,,
3280,NaN,NaN,NaN,3,79,48,32,100,118,10,NaN,58,48
3281,NaN,NaN,NaN,,,,,,,,NaN,,
3282,NaN,NaN,NaN,3,79,48,31,100,119,10,NaN,58,48
3283,NaN,NaN,NaN,,,,,,,,NaN,,
3284,NaN,NaN,NaN,4,79,48,31,100,119,10,NaN,57,48
3285,NaN,NaN,NaN,,,,,,,,NaN,,
3286,NaN,NaN,NaN,4,79,48,31,100,118,10,NaN,58,47
3287,NaN,NaN,NaN,,,,,,,,NaN,,
3288,NaN,NaN,NaN,4,79,48,31,100,119,10,NaN,58,47
3289,NaN,NaN,NaN,,,,,,,,NaN,,
3290,NaN,NaN,NaN,4,79,48,31,100,118,10,NaN,58,47
3291,NaN,NaN,NaN,,,,,,,,NaN,,
3292,NaN,NaN,NaN,4,79,48,31,100,118,10,NaN,58,47
3293,NaN,NaN,NaN,,,,,,,,NaN,,
3294,NaN,NaN,NaN,3,79,48,31,100,119,10,NaN,58,47
3295,NaN,NaN,NaN,,,,,,,,NaN,,
3296,NaN,NaN,NaN,3,79,48,31,100,118,10,NaN,58,47
3297,NaN,NaN,NaN,,,,,,,,NaN,,
3298,NaN,NaN,NaN,3,79,48,31,100,117,10,NaN,58,48
3299,NaN,NaN,NaN,,,,,,,,NaN,,
3300,NaN,NaN,NaN,3,79,48,31,100,119,10,NaN,58,48
3301,NaN,NaN,NaN,,,,,,,,NaN,,
3302,NaN,NaN,NaN,4,79,48,31,100,118,10,NaN,57,48
3303,NaN,NaN,NaN,,,,,,,,NaN,,
3304,NaN,NaN,NaN,4,78,48,31,100,117,10,NaN,58,47
3305,NaN,NaN,NaN,,,,,,,,NaN,,
3306,NaN,NaN,NaN,4,79,48,31,100,119,10,NaN,58,47
3307,NaN,NaN,NaN,,,,,,,,NaN,,
3308,NaN,NaN,NaN,4,79,48,31,100,118,10,NaN,58,47
3309,NaN,NaN,NaN,,,,,,,,NaN,,
3310,NaN,NaN,NaN,3,79,48,31,100,118,10,NaN,58,47
3311,NaN,NaN,NaN,,,,,,,,NaN,,
3312,NaN,NaN,NaN,3,79,48,31,100,119,10,NaN,58,47
3313,NaN,NaN,NaN,,,,,,,,NaN,,
3314,NaN,NaN,NaN,4,79,48,31,100,119,10,NaN,58,47
3315,NaN,NaN,NaN,,,,,,,,NaN,,
3316,NaN,NaN,NaN,4,79,48,31,100,118,10,NaN,58,47
3317,NaN,NaN,NaN,,,,,,,,NaN,,
3318,NaN,NaN,NaN,4,80,48,31,100,119,10,NaN,58,47
3319,NaN,NaN,NaN,,,,,,,,NaN,,
3320,NaN,NaN,NaN,4,79,48,31,100,118,10,NaN,58,47
3321,NaN,NaN,NaN,,,,,,,,NaN,,
3322,NaN,NaN,NaN,4,79,48,31,100,118,10,NaN,58,47
3323,NaN,NaN,NaN,,,,,,,,NaN,,
3324,NaN,NaN,NaN,3,79,48,31,100,119,10,NaN,58,47
3325,NaN,NaN,NaN,,,,,,,,NaN,,
3326,NaN,NaN,NaN,3,79,48,31,100,119,10,NaN,58,47
3327,NaN,NaN,NaN,,,,,,,,NaN,,
3328,NaN,NaN,NaN,3,79,48,31,100,118,10,NaN,58,47
3329,NaN,NaN,NaN,,,,,,,,NaN,,
3330,NaN,NaN,NaN,3,80,48,31,100,119,10,NaN,58,47
3331,NaN,NaN,NaN,,,,,,,,NaN,,
3332,NaN,NaN,NaN,4,79,48,32,100,119,10,NaN,58,47
3333,NaN,NaN,NaN,,,,,,,,NaN,,
3334,NaN,NaN,NaN,4,79,48,32,100,118,10,NaN,58,47
3335,NaN,NaN,NaN,,,,,,,,NaN,,
3336,NaN,NaN,NaN,4,79,48,32,100,119,10,NaN,58,47
3337,NaN,NaN,NaN,,,,,,,,NaN,,
3338,NaN,NaN,NaN,4,79,48,32,100,118,10,NaN,57,47
3339,NaN,NaN,NaN,,,,,,,,NaN,,
3340,NaN,NaN,NaN,3,79,47,32,100,118,10,NaN,58,47
3341,NaN,NaN,NaN,,,,,,,,NaN,,
3342,NaN,NaN,NaN,3,79,47,32,100,118,10,NaN,58,47
3343,NaN,NaN,NaN,,,,,,,,NaN,,
3344,NaN,NaN,NaN,4,79,47,32,100,118,10,NaN,57,47
3345,NaN,NaN,NaN,,,,,,,,NaN,,
3346,NaN,NaN,NaN,4,79,47,31,100,118,10,NaN,58,47
3347,NaN,NaN,NaN,,,,,,,,NaN,,
3348,NaN,NaN,NaN,4,80,47,31,100,119,10,NaN,58,47
3349,NaN,NaN,NaN,,,,,,,,NaN,,
3350,NaN,NaN,NaN,4,79,47,31,100,119,10,NaN,57,47
