time,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ECG_II,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ETCO2,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/PLETH_SPO2
9231,NaN,15,81,NaN,NaN,NaN,52,6,34,78,64,96,100
9232,NaN,,,NaN,NaN,NaN,,,,,,,
9233,NaN,15,86,NaN,NaN,NaN,49,5,34,88,60,82,100
9234,NaN,,,NaN,NaN,NaN,,,,,,,
9235,NaN,15,101,NaN,NaN,NaN,47,5,35,88,59,99,100
9236,NaN,,,NaN,NaN,NaN,,,,,,,
9237,NaN,15,88,NaN,NaN,NaN,46,4,35,88,58,90,100
9238,NaN,,,NaN,NaN,NaN,,,,,,,
9239,NaN,15,87,NaN,NaN,NaN,48,4,35,89,60,99,100
9240,NaN,,,NaN,NaN,NaN,,,,,,,
9241,NaN,15,97,NaN,NaN,NaN,49,4,34,88,59,90,100
9242,NaN,,,NaN,NaN,NaN,,,,,,,
9243,NaN,15,90,NaN,NaN,NaN,50,4,34,94,62,100,100
9244,NaN,,,NaN,NaN,NaN,,,,,,,
9245,NaN,15,92,NaN,NaN,NaN,51,4,34,91,61,91,100
9246,NaN,,,NaN,NaN,NaN,,,,,,,
9247,NaN,15,95,NaN,NaN,NaN,46,4,34,87,59,99,100
9248,NaN,,,NaN,NaN,NaN,,,,,,,
9249,NaN,15,96,NaN,NaN,NaN,46,4,34,87,59,99,100
9250,NaN,,,NaN,NaN,NaN,,,,,,,
9251,NaN,15,96,NaN,NaN,NaN,47,4,34,82,59,106,100
9252,NaN,,,NaN,NaN,NaN,,,,,,,
9253,NaN,15,96,NaN,NaN,NaN,51,4,34,86,61,95,100
9254,NaN,,,NaN,NaN,NaN,,,,,,,
9255,NaN,15,93,NaN,NaN,NaN,48,4,34,88,61,92,100
9256,NaN,,,NaN,NaN,NaN,,,,,,,
9257,NaN,15,96,NaN,NaN,NaN,50,4,34,92,61,95,100
9258,NaN,,,NaN,NaN,NaN,,,,,,,
9259,NaN,15,95,NaN,NaN,NaN,49,4,34,99,62,99,100
9260,NaN,,,NaN,NaN,NaN,,,,,,,
9261,NaN,15,90,NaN,NaN,NaN,46,4,34,96,60,99,100
9262,NaN,,,NaN,NaN,NaN,,,,,,,
9263,NaN,15,91,NaN,NaN,NaN,51,4,34,94,62,98,100
9264,NaN,,,NaN,NaN,NaN,,,,,,,
9265,NaN,15,93,NaN,NaN,NaN,49,4,34,94,61,98,100
9266,NaN,,,NaN,NaN,NaN,,,,,,,
9267,NaN,15,93,NaN,NaN,NaN,46,4,34,91,61,101,100
9268,NaN,,,NaN,NaN,NaN,,,,,,,
9269,NaN,15,92,NaN,NaN,NaN,45,4,35,90,58,86,100
9270,NaN,,,NaN,NaN,NaN,,,,,,,
9271,NaN,15,87,NaN,NaN,NaN,46,4,35,90,58,98,100
9272,NaN,,,NaN,NaN,NaN,,,,,,,
9273,NaN,15,83,NaN,NaN,NaN,48,4,35,89,60,100,100
9274,NaN,,,NaN,NaN,NaN,,,,,,,
9275,NaN,15,93,NaN,NaN,NaN,46,4,35,88,59,100,100
9276,NaN,,,NaN,NaN,NaN,,,,,,,
9277,NaN,15,90,NaN,NaN,NaN,49,4,35,84,59,91,100
9278,NaN,,,NaN,NaN,NaN,,,,,,,
9279,NaN,15,92,NaN,NaN,NaN,51,4,35,77,62,99,100
9280,NaN,,,NaN,NaN,NaN,,,,,,,
9281,NaN,15,84,NaN,NaN,NaN,52,4,35,79,62,96,100
9282,NaN,,,NaN,NaN,NaN,,,,,,,
9283,NaN,15,88,NaN,NaN,NaN,50,4,34,80,62,92,100
9284,NaN,,,NaN,NaN,NaN,,,,,,,
9285,NaN,15,91,NaN,NaN,NaN,45,4,34,82,60,97,100
9286,NaN,,,NaN,NaN,NaN,,,,,,,
9287,NaN,15,97,NaN,NaN,NaN,50,4,34,80,62,100,100
9288,NaN,,,NaN,NaN,NaN,,,,,,,
9289,NaN,15,96,NaN,NaN,NaN,44,4,35,84,59,101,100
9290,NaN,,,NaN,NaN,NaN,,,,,,,
9291,NaN,15,77,NaN,NaN,NaN,48,4,35,81,60,97,100
9292,NaN,,,NaN,NaN,NaN,,,,,,,
9293,NaN,15,73,NaN,NaN,NaN,47,4,35,79,60,98,100
9294,NaN,,,NaN,NaN,NaN,,,,,,,
9295,NaN,15,74,NaN,NaN,NaN,50,4,35,77,62,103,100
9296,NaN,,,NaN,NaN,NaN,,,,,,,
9297,NaN,15,90,NaN,NaN,NaN,49,4,34,76,61,98,100
9298,NaN,,,NaN,NaN,NaN,,,,,,,
9299,NaN,15,92,NaN,NaN,NaN,49,4,34,80,61,100,100
9300,NaN,,,NaN,NaN,NaN,,,,,,,
9301,NaN,15,89,NaN,NaN,NaN,47,4,34,77,58,88,100
9302,NaN,,,NaN,NaN,NaN,,,,,,,
9303,NaN,15,88,NaN,NaN,NaN,49,4,35,80,60,98,100
9304,NaN,,,NaN,NaN,NaN,,,,,,,
9305,NaN,15,96,NaN,NaN,NaN,48,4,35,83,60,97,100
9306,NaN,,,NaN,NaN,NaN,,,,,,,
9307,NaN,15,98,NaN,NaN,NaN,51,4,35,84,63,100,100
9308,NaN,,,NaN,NaN,NaN,,,,,,,
9309,NaN,15,97,NaN,NaN,NaN,48,4,35,88,61,93,100
9310,NaN,,,NaN,NaN,NaN,,,,,,,
9311,NaN,15,91,NaN,NaN,NaN,51,4,34,90,62,91,100
9312,NaN,,,NaN,NaN,NaN,,,,,,,
9313,NaN,15,100,NaN,NaN,NaN,46,4,34,95,59,92,100
9314,NaN,,,NaN,NaN,NaN,,,,,,,
9315,NaN,15,101,NaN,NaN,NaN,44,4,34,89,59,101,100
9316,NaN,,,NaN,NaN,NaN,,,,,,,
9317,NaN,15,91,NaN,NaN,NaN,47,4,34,82,60,102,100
9318,NaN,,,NaN,NaN,NaN,,,,,,,
9319,NaN,15,75,NaN,NaN,NaN,49,4,34,76,62,102,100
9320,NaN,,,NaN,NaN,NaN,,,,,,,
9321,NaN,15,81,NaN,NaN,NaN,46,4,34,73,60,100,100
9322,NaN,,,NaN,NaN,NaN,,,,,,,
9323,NaN,15,83,NaN,NaN,NaN,49,4,34,68,60,86,100
9324,NaN,,,NaN,NaN,NaN,,,,,,,
9325,NaN,15,95,NaN,NaN,NaN,53,4,34,65,63,97,100
9326,NaN,,,NaN,NaN,NaN,,,,,,,
9327,NaN,15,92,NaN,NaN,NaN,49,4,34,68,61,90,100
9328,NaN,,,NaN,NaN,NaN,,,,,,,
9329,NaN,15,97,NaN,NaN,NaN,48,4,34,68,61,98,100
9330,NaN,,,NaN,NaN,NaN,,,,,,,
9331,NaN,15,96,NaN,NaN,NaN,49,4,34,70,62,98,100
9332,NaN,,,NaN,NaN,NaN,,,,,,,
9333,NaN,15,95,NaN,NaN,NaN,50,4,34,75,62,100,100
9334,NaN,,,NaN,NaN,NaN,,,,,,,
9335,NaN,15,93,NaN,NaN,NaN,51,3,34,80,62,90,100
9336,NaN,,,NaN,NaN,NaN,,,,,,,
9337,NaN,15,89,NaN,NaN,NaN,48,3,34,84,61,96,100
9338,NaN,,,NaN,NaN,NaN,,,,,,,
9339,NaN,15,87,NaN,NaN,NaN,46,3,35,84,61,101,100
9340,NaN,,,NaN,NaN,NaN,,,,,,,
9341,NaN,15,86,NaN,NaN,NaN,51,3,35,84,62,93,100
9342,NaN,,,NaN,NaN,NaN,,,,,,,
9343,NaN,15,88,NaN,NaN,NaN,50,4,35,92,63,104,100
9344,NaN,,,NaN,NaN,NaN,,,,,,,
9345,NaN,15,91,NaN,NaN,NaN,47,4,34,94,61,97,100
9346,NaN,,,NaN,NaN,NaN,,,,,,,
9347,NaN,15,95,NaN,NaN,NaN,53,4,34,89,64,98,100
9348,NaN,,,NaN,NaN,NaN,,,,,,,
9349,NaN,15,101,NaN,NaN,NaN,50,4,34,92,62,99,100
9350,NaN,,,NaN,NaN,NaN,,,,,,,
9351,NaN,15,84,NaN,NaN,NaN,48,4,34,90,63,103,100
9352,NaN,,,NaN,NaN,NaN,,,,,,,
9353,NaN,15,86,NaN,NaN,NaN,52,3,35,87,63,89,100
9354,NaN,,,NaN,NaN,NaN,,,,,,,
9355,NaN,15,92,NaN,NaN,NaN,53,3,35,89,64,96,100
9356,NaN,,,NaN,NaN,NaN,,,,,,,
9357,NaN,15,103,NaN,NaN,NaN,52,4,35,99,65,106,100
9358,NaN,,,NaN,NaN,NaN,,,,,,,
9359,NaN,15,92,NaN,NaN,NaN,55,4,35,93,67,107,100
9360,NaN,,,NaN,NaN,NaN,,,,,,,
9361,NaN,15,90,NaN,NaN,NaN,55,4,35,94,67,104,100
9362,NaN,,,NaN,NaN,NaN,,,,,,,
9363,NaN,15,88,NaN,NaN,NaN,47,4,35,92,63,104,100
9364,NaN,,,NaN,NaN,NaN,,,,,,,
9365,NaN,15,83,NaN,NaN,NaN,52,4,35,91,63,98,100
9366,NaN,,,NaN,NaN,NaN,,,,,,,
9367,NaN,15,83,NaN,NaN,NaN,50,4,35,88,64,108,100
9368,NaN,,,NaN,NaN,NaN,,,,,,,
9369,NaN,15,75,NaN,NaN,NaN,53,4,35,85,66,106,100
9370,NaN,,,NaN,NaN,NaN,,,,,,,
9371,NaN,15,84,NaN,NaN,NaN,53,4,35,89,67,115,100
9372,NaN,,,NaN,NaN,NaN,,,,,,,
9373,NaN,15,99,NaN,NaN,NaN,54,4,34,87,68,111,100
9374,NaN,,,NaN,NaN,NaN,,,,,,,
9375,NaN,15,99,NaN,NaN,NaN,53,4,34,87,67,111,100
9376,NaN,,,NaN,NaN,NaN,,,,,,,
9377,NaN,15,90,NaN,NaN,NaN,56,4,34,85,67,105,100
9378,NaN,,,NaN,NaN,NaN,,,,,,,
9379,NaN,15,96,NaN,NaN,NaN,55,4,34,90,68,110,100
9380,NaN,,,NaN,NaN,NaN,,,,,,,
9381,NaN,15,97,NaN,NaN,NaN,53,4,34,90,67,104,100
9382,NaN,,,NaN,NaN,NaN,,,,,,,
9383,NaN,15,97,NaN,NaN,NaN,50,4,34,94,66,111,100
9384,NaN,,,NaN,NaN,NaN,,,,,,,
9385,NaN,15,90,NaN,NaN,NaN,51,4,34,93,65,105,100
9386,NaN,,,NaN,NaN,NaN,,,,,,,
9387,NaN,15,86,NaN,NaN,NaN,48,4,34,91,64,107,100
9388,NaN,,,NaN,NaN,NaN,,,,,,,
9389,NaN,15,77,NaN,NaN,NaN,53,4,34,84,65,105,100
9390,NaN,,,NaN,NaN,NaN,,,,,,,
9391,NaN,15,83,NaN,NaN,NaN,52,4,34,78,64,96,100
9392,NaN,,,NaN,NaN,NaN,,,,,,,
9393,NaN,15,83,NaN,NaN,NaN,50,4,35,77,63,104,100
9394,NaN,,,NaN,NaN,NaN,,,,,,,
9395,NaN,15,81,NaN,NaN,NaN,53,4,35,73,65,99,100
9396,NaN,,,NaN,NaN,NaN,,,,,,,
9397,NaN,15,81,NaN,NaN,NaN,52,4,35,77,65,103,100
9398,NaN,,,NaN,NaN,NaN,,,,,,,
9399,NaN,15,77,NaN,NaN,NaN,50,4,35,79,65,106,100
9400,NaN,,,NaN,NaN,NaN,,,,,,,
9401,NaN,15,89,NaN,NaN,NaN,49,4,34,81,62,101,100
9402,NaN,,,NaN,NaN,NaN,,,,,,,
9403,NaN,15,85,NaN,NaN,NaN,52,4,34,77,63,93,100
9404,NaN,,,NaN,NaN,NaN,,,,,,,
9405,NaN,15,91,NaN,NaN,NaN,52,4,34,81,63,94,100
9406,NaN,,,NaN,NaN,NaN,,,,,,,
9407,NaN,15,97,NaN,NaN,NaN,45,4,35,87,60,103,100
9408,NaN,,,NaN,NaN,NaN,,,,,,,
9409,NaN,15,96,NaN,NaN,NaN,52,4,35,86,62,96,100
9410,NaN,,,NaN,NaN,NaN,,,,,,,
9411,NaN,15,95,NaN,NaN,NaN,53,4,35,95,65,106,100
9412,NaN,,,NaN,NaN,NaN,,,,,,,
9413,NaN,15,91,NaN,NaN,NaN,52,4,35,95,64,99,100
9414,NaN,,,NaN,NaN,NaN,,,,,,,
9415,NaN,15,98,NaN,NaN,NaN,48,4,34,93,61,86,100
9416,NaN,,,NaN,NaN,NaN,,,,,,,
9417,NaN,15,104,NaN,NaN,NaN,53,4,34,95,63,99,100
9418,NaN,,,NaN,NaN,NaN,,,,,,,
9419,NaN,15,105,NaN,NaN,NaN,50,4,34,99,63,96,100
9420,NaN,,,NaN,NaN,NaN,,,,,,,
9421,NaN,15,98,NaN,NaN,NaN,48,4,34,100,62,101,100
9422,NaN,,,NaN,NaN,NaN,,,,,,,
9423,NaN,15,92,NaN,NaN,NaN,50,4,34,95,62,92,100
9424,NaN,,,NaN,NaN,NaN,,,,,,,
9425,NaN,15,89,NaN,NaN,NaN,52,4,34,94,63,100,100
9426,NaN,,,NaN,NaN,NaN,,,,,,,
9427,NaN,15,94,NaN,NaN,NaN,48,4,34,94,62,106,100
9428,NaN,,,NaN,NaN,NaN,,,,,,,
9429,NaN,15,93,NaN,NaN,NaN,47,4,34,91,61,101,100
9430,NaN,,,NaN,NaN,NaN,,,,,,,
9431,NaN,15,92,NaN,NaN,NaN,47,4,34,92,59,92,100
9432,NaN,,,NaN,NaN,NaN,,,,,,,
9433,NaN,15,100,NaN,NaN,NaN,52,4,34,96,62,97,100
9434,NaN,,,NaN,NaN,NaN,,,,,,,
9435,NaN,15,103,NaN,NaN,NaN,49,4,35,100,62,100,100
9436,NaN,,,NaN,NaN,NaN,,,,,,,
9437,NaN,15,107,NaN,NaN,NaN,45,4,35,102,59,103,100
9438,NaN,,,NaN,NaN,NaN,,,,,,,
9439,NaN,15,106,NaN,NaN,NaN,48,4,35,101,60,102,100
9440,NaN,,,NaN,NaN,NaN,,,,,,,
9441,NaN,15,115,NaN,NaN,NaN,49,4,35,95,61,102,100
9442,NaN,,,NaN,NaN,NaN,,,,,,,
9443,NaN,15,104,NaN,NaN,NaN,46,4,34,90,60,101,100
9444,NaN,,,NaN,NaN,NaN,,,,,,,
9445,NaN,15,89,NaN,NaN,NaN,46,4,34,87,58,92,100
9446,NaN,,,NaN,NaN,NaN,,,,,,,
9447,NaN,15,83,NaN,NaN,NaN,46,4,34,86,58,94,100
9448,NaN,,,NaN,NaN,NaN,,,,,,,
9449,NaN,15,87,NaN,NaN,NaN,46,4,34,89,58,95,100
9450,NaN,,,NaN,NaN,NaN,,,,,,,
9451,NaN,15,85,NaN,NaN,NaN,43,4,34,91,57,94,100
9452,NaN,,,NaN,NaN,NaN,,,,,,,
9453,NaN,15,98,NaN,NaN,NaN,44,4,34,90,55,83,100
9454,NaN,,,NaN,NaN,NaN,,,,,,,
9455,NaN,15,115,NaN,NaN,NaN,45,4,34,93,56,95,100
9456,NaN,,,NaN,NaN,NaN,,,,,,,
9457,NaN,15,107,NaN,NaN,NaN,47,4,34,92,57,91,100
9458,NaN,,,NaN,NaN,NaN,,,,,,,
9459,NaN,15,103,NaN,NaN,NaN,45,4,34,96,57,91,100
9460,NaN,,,NaN,NaN,NaN,,,,,,,
9461,NaN,15,93,NaN,NaN,NaN,46,4,34,98,56,85,100
9462,NaN,,,NaN,NaN,NaN,,,,,,,
9463,NaN,15,95,NaN,NaN,NaN,47,4,35,99,58,92,100
9464,NaN,,,NaN,NaN,NaN,,,,,,,
9465,NaN,15,92,NaN,NaN,NaN,43,4,35,99,56,91,100
9466,NaN,,,NaN,NaN,NaN,,,,,,,
9467,NaN,15,94,NaN,NaN,NaN,43,4,35,99,55,89,100
9468,NaN,,,NaN,NaN,NaN,,,,,,,
9469,NaN,15,96,NaN,NaN,NaN,41,4,35,93,53,92,100
9470,NaN,,,NaN,NaN,NaN,,,,,,,
9471,NaN,15,101,NaN,NaN,NaN,46,4,35,92,57,98,100
9472,NaN,,,NaN,NaN,NaN,,,,,,,
9473,NaN,15,102,NaN,NaN,NaN,46,4,35,92,56,94,100
9474,NaN,,,NaN,NaN,NaN,,,,,,,
9475,NaN,15,103,NaN,NaN,NaN,45,4,35,89,56,96,100
9476,NaN,,,NaN,NaN,NaN,,,,,,,
9477,NaN,15,91,NaN,NaN,NaN,46,4,35,88,56,84,100
9478,NaN,,,NaN,NaN,NaN,,,,,,,
9479,NaN,15,93,NaN,NaN,NaN,48,4,35,93,59,92,100
9480,NaN,,,NaN,NaN,NaN,,,,,,,
9481,NaN,15,97,NaN,NaN,NaN,47,4,35,93,57,92,100
9482,NaN,,,NaN,NaN,NaN,,,,,,,
9483,NaN,15,90,NaN,NaN,NaN,46,4,35,94,58,93,100
9484,NaN,,,NaN,NaN,NaN,,,,,,,
9485,NaN,15,87,NaN,NaN,NaN,47,4,35,92,58,88,100
9486,NaN,,,NaN,NaN,NaN,,,,,,,
9487,NaN,15,83,NaN,NaN,NaN,48,4,35,89,58,84,100
9488,NaN,,,NaN,NaN,NaN,,,,,,,
9489,NaN,15,95,NaN,NaN,NaN,47,4,35,89,57,91,100
9490,NaN,,,NaN,NaN,NaN,,,,,,,
9491,NaN,15,102,NaN,NaN,NaN,46,4,35,90,57,89,100
9492,NaN,,,NaN,NaN,NaN,,,,,,,
9493,NaN,15,101,NaN,NaN,NaN,46,4,35,89,56,89,100
9494,NaN,,,NaN,NaN,NaN,,,,,,,
9495,NaN,15,105,NaN,NaN,NaN,42,4,35,91,55,96,100
9496,NaN,,,NaN,NaN,NaN,,,,,,,
9497,NaN,15,111,NaN,NaN,NaN,47,4,35,85,57,96,100
9498,NaN,,,NaN,NaN,NaN,,,,,,,
9499,NaN,15,107,NaN,NaN,NaN,44,4,35,82,55,82,100
9500,NaN,,,NaN,NaN,NaN,,,,,,,
9501,NaN,15,96,NaN,NaN,NaN,47,4,35,83,57,94,100
9502,NaN,,,NaN,NaN,NaN,,,,,,,
9503,NaN,15,97,NaN,NaN,NaN,44,4,35,86,57,94,100
9504,NaN,,,NaN,NaN,NaN,,,,,,,
9505,NaN,15,100,NaN,NaN,NaN,43,4,34,88,55,86,100
9506,NaN,,,NaN,NaN,NaN,,,,,,,
9507,NaN,15,107,NaN,NaN,NaN,44,4,34,86,56,91,100
9508,NaN,,,NaN,NaN,NaN,,,,,,,
9509,NaN,15,106,NaN,NaN,NaN,46,4,34,87,57,93,100
9510,NaN,,,NaN,NaN,NaN,,,,,,,
9511,NaN,15,97,NaN,NaN,NaN,47,4,34,86,58,91,100
9512,NaN,,,NaN,NaN,NaN,,,,,,,
9513,NaN,15,93,NaN,NaN,NaN,48,4,34,88,59,91,100
9514,NaN,,,NaN,NaN,NaN,,,,,,,
9515,NaN,15,96,NaN,NaN,NaN,47,4,34,93,59,97,100
9516,NaN,,,NaN,NaN,NaN,,,,,,,
9517,NaN,15,108,NaN,NaN,NaN,48,4,34,94,59,97,100
9518,NaN,,,NaN,NaN,NaN,,,,,,,
9519,NaN,15,107,NaN,NaN,NaN,48,4,35,98,59,91,100
9520,NaN,,,NaN,NaN,NaN,,,,,,,
9521,NaN,15,106,NaN,NaN,NaN,49,4,35,104,59,93,100
9522,NaN,,,NaN,NaN,NaN,,,,,,,
9523,NaN,15,110,NaN,NaN,NaN,49,4,35,104,60,100,100
9524,NaN,,,NaN,NaN,NaN,,,,,,,
9525,NaN,15,113,NaN,NaN,NaN,46,4,35,102,58,98,100
9526,NaN,,,NaN,NaN,NaN,,,,,,,
9527,NaN,15,105,NaN,NaN,NaN,47,4,35,101,59,99,100
9528,NaN,,,NaN,NaN,NaN,,,,,,,
9529,NaN,15,101,NaN,NaN,NaN,46,4,35,98,58,96,100
9530,NaN,,,NaN,NaN,NaN,,,,,,,
9531,NaN,15,106,NaN,NaN,NaN,47,4,35,97,59,100,100
9532,NaN,,,NaN,NaN,NaN,,,,,,,
9533,NaN,15,115,NaN,NaN,NaN,43,4,35,93,56,99,100
9534,NaN,,,NaN,NaN,NaN,,,,,,,
9535,NaN,15,110,NaN,NaN,NaN,43,4,35,87,56,87,100
9536,NaN,,,NaN,NaN,NaN,,,,,,,
9537,NaN,15,113,NaN,NaN,NaN,49,4,35,88,59,99,100
9538,NaN,,,NaN,NaN,NaN,,,,,,,
9539,NaN,15,110,NaN,NaN,NaN,46,4,35,91,58,88,100
9540,NaN,,,NaN,NaN,NaN,,,,,,,
9541,NaN,15,108,NaN,NaN,NaN,45,4,35,100,57,94,100
9542,NaN,,,NaN,NaN,NaN,,,,,,,
9543,NaN,15,100,NaN,NaN,NaN,47,4,35,104,58,88,100
9544,NaN,,,NaN,NaN,NaN,,,,,,,
9545,NaN,15,98,NaN,NaN,NaN,48,4,35,101,59,96,100
9546,NaN,,,NaN,NaN,NaN,,,,,,,
9547,NaN,15,92,NaN,NaN,NaN,46,4,35,99,59,100,100
9548,NaN,,,NaN,NaN,NaN,,,,,,,
9549,NaN,15,89,NaN,NaN,NaN,48,4,35,97,59,92,100
9550,NaN,,,NaN,NaN,NaN,,,,,,,
9551,NaN,15,85,NaN,NaN,NaN,49,4,35,93,61,99,100
9552,NaN,,,NaN,NaN,NaN,,,,,,,
9553,NaN,15,88,NaN,NaN,NaN,49,4,35,90,61,90,100
9554,NaN,,,NaN,NaN,NaN,,,,,,,
9555,NaN,15,98,NaN,NaN,NaN,48,4,35,95,61,95,100
9556,NaN,,,NaN,NaN,NaN,,,,,,,
9557,NaN,15,101,NaN,NaN,NaN,50,4,35,98,61,96,100
9558,NaN,,,NaN,NaN,NaN,,,,,,,
9559,NaN,15,101,NaN,NaN,NaN,48,4,35,102,60,94,100
9560,NaN,,,NaN,NaN,NaN,,,,,,,
9561,NaN,15,98,NaN,NaN,NaN,45,4,35,100,58,98,100
9562,NaN,,,NaN,NaN,NaN,,,,,,,
9563,NaN,15,97,NaN,NaN,NaN,48,4,35,98,60,95,100
9564,NaN,,,NaN,NaN,NaN,,,,,,,
9565,NaN,15,90,NaN,NaN,NaN,44,4,35,96,57,94,100
9566,NaN,,,NaN,NaN,NaN,,,,,,,
9567,NaN,15,90,NaN,NaN,NaN,48,4,35,95,60,100,100
9568,NaN,,,NaN,NaN,NaN,,,,,,,
9569,NaN,15,100,NaN,NaN,NaN,48,4,35,92,59,97,100
9570,NaN,,,NaN,NaN,NaN,,,,,,,
9571,NaN,15,96,NaN,NaN,NaN,49,4,35,95,61,97,100
9572,NaN,,,NaN,NaN,NaN,,,,,,,
9573,NaN,15,102,NaN,NaN,NaN,47,4,35,96,58,95,100
9574,NaN,,,NaN,NaN,NaN,,,,,,,
9575,NaN,15,99,NaN,NaN,NaN,48,4,35,95,59,92,100
9576,NaN,,,NaN,NaN,NaN,,,,,,,
9577,NaN,15,101,NaN,NaN,NaN,46,4,35,96,57,92,100
9578,NaN,,,NaN,NaN,NaN,,,,,,,
9579,NaN,15,105,NaN,NaN,NaN,44,4,35,96,55,85,100
9580,NaN,,,NaN,NaN,NaN,,,,,,,
9581,NaN,15,95,NaN,NaN,NaN,46,4,35,97,57,89,100
9582,NaN,,,NaN,NaN,NaN,,,,,,,
9583,NaN,15,90,NaN,NaN,NaN,44,4,35,97,57,94,100
9584,NaN,,,NaN,NaN,NaN,,,,,,,
9585,NaN,15,101,NaN,NaN,NaN,45,4,35,97,57,96,100
9586,NaN,,,NaN,NaN,NaN,,,,,,,
9587,NaN,15,93,NaN,NaN,NaN,46,4,35,94,57,96,100
9588,NaN,,,NaN,NaN,NaN,,,,,,,
9589,NaN,15,88,NaN,NaN,NaN,45,4,35,94,57,93,100
9590,NaN,,,NaN,NaN,NaN,,,,,,,
9591,NaN,15,80,NaN,NaN,NaN,46,4,35,93,58,84,100
9592,NaN,,,NaN,NaN,NaN,,,,,,,
9593,NaN,15,87,NaN,NaN,NaN,48,4,35,94,58,92,100
9594,NaN,,,NaN,NaN,NaN,,,,,,,
9595,NaN,,,NaN,NaN,NaN,,,,,,,
9596,NaN,15,94,NaN,NaN,NaN,47,4,35,99,59,91,100
9597,NaN,,,NaN,NaN,NaN,,,,,,,
9598,NaN,15,100,NaN,NaN,NaN,46,4,35,99,57,83,100
9599,NaN,,,NaN,NaN,NaN,,,,,,,
9600,NaN,15,93,NaN,NaN,NaN,45,4,35,100,58,99,100
9601,NaN,,,NaN,NaN,NaN,,,,,,,
9602,NaN,15,90,NaN,NaN,NaN,44,4,35,94,57,88,100
9603,NaN,,,NaN,NaN,NaN,,,,,,,
9604,NaN,15,96,NaN,NaN,NaN,47,4,35,92,59,94,100
9605,NaN,,,NaN,NaN,NaN,,,,,,,
9606,NaN,15,97,NaN,NaN,NaN,47,4,35,90,59,97,100
9607,NaN,,,NaN,NaN,NaN,,,,,,,
9608,NaN,15,99,NaN,NaN,NaN,42,4,35,88,54,81,100
9609,NaN,,,NaN,NaN,NaN,,,,,,,
9610,NaN,15,103,NaN,NaN,NaN,46,4,35,86,56,87,100
9611,NaN,,,NaN,NaN,NaN,,,,,,,
9612,NaN,15,99,NaN,NaN,NaN,44,4,35,91,57,91,100
9613,NaN,,,NaN,NaN,NaN,,,,,,,
9614,NaN,15,88,NaN,NaN,NaN,46,4,35,89,58,96,100
9615,NaN,,,NaN,NaN,NaN,,,,,,,
9616,NaN,15,83,NaN,NaN,NaN,46,4,35,91,59,98,100
9617,NaN,,,NaN,NaN,NaN,,,,,,,
9618,NaN,15,89,NaN,NaN,NaN,42,4,35,91,56,95,100
9619,NaN,,,NaN,NaN,NaN,,,,,,,
9620,NaN,15,116,NaN,NaN,NaN,47,4,35,93,59,99,100
9621,NaN,,,NaN,NaN,NaN,,,,,,,
9622,NaN,15,110,NaN,NaN,NaN,48,3,35,95,60,99,100
9623,NaN,,,NaN,NaN,NaN,,,,,,,
9624,NaN,15,97,NaN,NaN,NaN,50,3,35,98,62,95,100
9625,NaN,,,NaN,NaN,NaN,,,,,,,
9626,NaN,15,99,NaN,NaN,NaN,50,3,35,101,63,100,100
9627,NaN,,,NaN,NaN,NaN,,,,,,,
9628,NaN,15,104,NaN,NaN,NaN,49,3,35,103,63,101,100
9629,NaN,,,NaN,NaN,NaN,,,,,,,
9630,NaN,15,100,NaN,NaN,NaN,47,3,35,104,62,102,100
9631,NaN,,,NaN,NaN,NaN,,,,,,,
9632,NaN,15,100,NaN,NaN,NaN,49,3,35,103,63,101,100
9633,NaN,,,NaN,NaN,NaN,,,,,,,
9634,NaN,15,98,NaN,NaN,NaN,49,3,35,98,63,102,100
9635,NaN,,,NaN,NaN,NaN,,,,,,,
9636,NaN,15,92,NaN,NaN,NaN,50,3,35,93,64,101,100
9637,NaN,,,NaN,NaN,NaN,,,,,,,
9638,NaN,15,95,NaN,NaN,NaN,50,3,35,93,64,101,100
9639,NaN,,,NaN,NaN,NaN,,,,,,,
9640,NaN,15,96,NaN,NaN,NaN,47,3,35,96,63,109,100
9641,NaN,,,NaN,NaN,NaN,,,,,,,
9642,NaN,15,108,NaN,NaN,NaN,47,3,35,95,60,96,100
9643,NaN,,,NaN,NaN,NaN,,,,,,,
9644,NaN,15,97,NaN,NaN,NaN,48,3,35,97,62,105,100
9645,NaN,,,NaN,NaN,NaN,,,,,,,
9646,NaN,15,100,NaN,NaN,NaN,42,3,35,98,58,101,100
9647,NaN,,,NaN,NaN,NaN,,,,,,,
9648,NaN,15,109,NaN,NaN,NaN,46,4,36,98,61,107,100
9649,NaN,,,NaN,NaN,NaN,,,,,,,
9650,NaN,15,106,NaN,NaN,NaN,46,4,36,93,60,100,100
9651,NaN,,,NaN,NaN,NaN,,,,,,,
9652,NaN,15,94,NaN,NaN,NaN,49,3,36,92,61,93,100
9653,NaN,,,NaN,NaN,NaN,,,,,,,
9654,NaN,15,100,NaN,NaN,NaN,52,3,36,93,64,102,100
9655,NaN,,103,NaN,NaN,NaN,,,,,,,
