time,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ECG_II,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ETCO2,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/PLETH_SPO2
434,NaN,15,69,NaN,NaN,NaN,59,246,35,54,85,152,100
435,NaN,,,NaN,NaN,NaN,,,,,,,
436,NaN,15,79,NaN,NaN,NaN,67,246,35,52,91,162,100
437,NaN,,,NaN,NaN,NaN,,,,,,,
438,NaN,15,87,NaN,NaN,NaN,63,246,35,52,90,159,100
439,NaN,,,NaN,NaN,NaN,,,,,,,
440,NaN,15,79,NaN,NaN,NaN,65,246,36,53,92,165,100
441,NaN,,,NaN,NaN,NaN,,,,,,,
442,NaN,15,75,NaN,NaN,NaN,63,246,36,53,90,158,100
443,NaN,,,NaN,NaN,NaN,,,,,,,
444,NaN,15,74,NaN,NaN,NaN,59,247,36,52,89,158,100
445,NaN,,,NaN,NaN,NaN,,,,,,,
446,NaN,15,67,NaN,NaN,NaN,66,247,36,53,92,154,100
447,NaN,,,NaN,NaN,NaN,,,,,,,
448,NaN,15,63,NaN,NaN,NaN,62,247,36,56,91,163,100
449,NaN,,,NaN,NaN,NaN,,,,,,,
450,NaN,15,71,NaN,NaN,NaN,65,247,36,60,91,153,100
451,NaN,,,NaN,NaN,NaN,,,,,,,
452,NaN,15,70,NaN,NaN,NaN,65,247,36,61,93,159,100
453,NaN,,,NaN,NaN,NaN,,,,,,,
454,NaN,15,72,NaN,NaN,NaN,63,247,36,65,93,161,100
455,NaN,,,NaN,NaN,NaN,,,,,,,
456,NaN,15,69,NaN,NaN,NaN,66,247,36,67,95,162,100
457,NaN,,,NaN,NaN,NaN,,,,,,,
458,NaN,15,75,NaN,NaN,NaN,72,247,36,71,97,158,100
459,NaN,,,NaN,NaN,NaN,,,,,,,
460,NaN,15,75,NaN,NaN,NaN,63,247,37,71,92,161,100
461,NaN,,,NaN,NaN,NaN,,,,,,,
462,NaN,15,80,NaN,NaN,NaN,61,247,37,69,90,158,100
463,NaN,,,NaN,NaN,NaN,,,,,,,
464,NaN,15,79,NaN,NaN,NaN,57,247,37,74,88,161,100
465,NaN,,,NaN,NaN,NaN,,,,,,,
466,NaN,15,76,NaN,NaN,NaN,53,248,37,70,88,158,100
467,NaN,,,NaN,NaN,NaN,,,,,,,
468,NaN,15,70,NaN,NaN,NaN,54,248,37,69,85,167,100
469,NaN,,,NaN,NaN,NaN,,,,,,,
470,NaN,15,75,NaN,NaN,NaN,59,248,37,66,86,155,100
471,NaN,,,NaN,NaN,NaN,,,,,,,
472,NaN,15,69,NaN,NaN,NaN,59,248,37,67,86,155,100
473,NaN,,,NaN,NaN,NaN,,,,,,,
474,NaN,15,73,NaN,NaN,NaN,55,250,36,65,83,153,100
475,NaN,,,NaN,NaN,NaN,,,,,,,
476,NaN,15,72,NaN,NaN,NaN,61,250,36,60,85,148,100
477,NaN,,,NaN,NaN,NaN,,,,,,,
478,NaN,15,64,NaN,NaN,NaN,58,251,36,60,84,149,100
479,NaN,,,NaN,NaN,NaN,,,,,,,
480,NaN,15,69,NaN,NaN,NaN,59,251,36,60,85,153,100
481,NaN,,,NaN,NaN,NaN,,,,,,,
482,NaN,15,72,NaN,NaN,NaN,59,252,37,62,85,153,100
483,NaN,,,NaN,NaN,NaN,,,,,,,
484,NaN,15,81,NaN,NaN,NaN,55,252,37,61,82,148,100
485,NaN,,,NaN,NaN,NaN,,,,,,,
486,NaN,15,77,NaN,NaN,NaN,55,251,37,63,82,148,100
487,NaN,,,NaN,NaN,NaN,,,,,,,
488,NaN,15,72,NaN,NaN,NaN,59,251,36,68,87,159,100
489,NaN,,,NaN,NaN,NaN,,,,,,,
490,NaN,15,72,NaN,NaN,NaN,59,251,36,72,89,160,100
491,NaN,,,NaN,NaN,NaN,,,,,,,
492,NaN,15,71,NaN,NaN,NaN,53,251,36,73,85,157,100
493,NaN,,,NaN,NaN,NaN,,,,,,,
494,NaN,15,71,NaN,NaN,NaN,45,251,36,70,80,151,100
495,NaN,,,NaN,NaN,NaN,,,,,,,
496,NaN,15,76,NaN,NaN,NaN,54,250,38,70,81,135,100
497,NaN,,,NaN,NaN,NaN,,,,,,,
498,NaN,15,63,NaN,NaN,NaN,45,250,38,70,74,131,100
499,NaN,,,NaN,NaN,NaN,,,,,,,
500,NaN,15,60,NaN,NaN,NaN,53,250,38,68,78,140,100
501,NaN,,,NaN,NaN,NaN,,,,,,,
502,NaN,15,54,NaN,NaN,NaN,54,250,37,69,79,143,100
503,NaN,,,NaN,NaN,NaN,,,,,,,
504,NaN,15,54,NaN,NaN,NaN,54,250,37,71,79,143,100
505,NaN,,,NaN,NaN,NaN,,,,,,,
506,NaN,15,61,NaN,NaN,NaN,57,250,37,69,81,155,100
507,NaN,,,NaN,NaN,NaN,,,,,,,
508,NaN,15,74,NaN,NaN,NaN,54,251,37,69,81,153,100
509,NaN,,,NaN,NaN,NaN,,,,,,,
510,NaN,15,,NaN,NaN,NaN,50,251,36,67,83,148,100
511,NaN,,,NaN,NaN,NaN,,,,,,,
512,NaN,15,,NaN,NaN,NaN,53,250,36,69,83,151,100
513,NaN,,,NaN,NaN,NaN,,,,,,,
514,NaN,15,,NaN,NaN,NaN,55,250,36,70,82,149,100
515,NaN,,,NaN,NaN,NaN,,,,,,,
516,NaN,15,,NaN,NaN,NaN,58,251,36,69,82,148,100
517,NaN,,,NaN,NaN,NaN,,,,,,,
518,NaN,15,,NaN,NaN,NaN,56,251,36,67,80,144,100
519,NaN,,,NaN,NaN,NaN,,,,,,,
520,NaN,15,,NaN,NaN,NaN,55,251,36,68,77,122,100
521,NaN,,,NaN,NaN,NaN,,,,,,,
522,NaN,15,,NaN,NaN,NaN,52,252,36,68,78,141,100
523,NaN,,,NaN,NaN,NaN,,,,,,,
524,NaN,15,,NaN,NaN,NaN,60,252,37,67,83,147,100
525,NaN,,,NaN,NaN,NaN,,,,,,,
526,NaN,15,,NaN,NaN,NaN,56,252,37,69,82,149,100
527,NaN,,,NaN,NaN,NaN,,,,,,,
528,NaN,15,,NaN,NaN,NaN,61,252,37,68,83,146,100
529,NaN,,,NaN,NaN,NaN,,,,,,,
530,NaN,15,,NaN,NaN,NaN,59,251,36,68,80,137,100
531,NaN,,,NaN,NaN,NaN,,,,,,,
532,NaN,15,,NaN,NaN,NaN,54,251,36,68,80,142,100
533,NaN,,,NaN,NaN,NaN,,,,,,,
534,NaN,15,,NaN,NaN,NaN,49,251,36,71,77,140,100
535,NaN,,,NaN,NaN,NaN,,,,,,,
536,NaN,15,,NaN,NaN,NaN,46,251,36,71,79,142,100
537,NaN,,,NaN,NaN,NaN,,,,,,,
538,NaN,15,,NaN,NaN,NaN,47,252,36,69,75,141,100
539,NaN,,,NaN,NaN,NaN,,,,,,,
540,NaN,15,,NaN,NaN,NaN,54,252,36,68,77,135,100
541,NaN,,,NaN,NaN,NaN,,,,,,,
542,NaN,15,,NaN,NaN,NaN,55,252,36,63,78,135,100
543,NaN,,,NaN,NaN,NaN,,,,,,,
544,NaN,15,,NaN,NaN,NaN,62,252,36,64,82,140,100
545,NaN,,,NaN,NaN,NaN,,,,,,,
546,NaN,15,,NaN,NaN,NaN,58,251,36,64,81,142,100
547,NaN,,,NaN,NaN,NaN,,,,,,,
548,NaN,15,,NaN,NaN,NaN,55,251,36,64,81,145,100
549,NaN,,,NaN,NaN,NaN,,,,,,,
550,NaN,15,,NaN,NaN,NaN,58,251,36,65,81,141,100
551,NaN,,,NaN,NaN,NaN,,,,,,,
552,NaN,15,,NaN,NaN,NaN,56,251,36,67,81,142,100
553,NaN,,,NaN,NaN,NaN,,,,,,,
554,NaN,15,,NaN,NaN,NaN,47,251,36,67,74,137,100
555,NaN,,,NaN,NaN,NaN,,,,,,,
556,NaN,15,,NaN,NaN,NaN,48,251,36,67,74,125,100
557,NaN,,,NaN,NaN,NaN,,,,,,,
558,NaN,15,,NaN,NaN,NaN,55,251,36,67,78,134,100
559,NaN,,,NaN,NaN,NaN,,,,,,,
560,NaN,15,,NaN,NaN,NaN,54,252,36,68,78,143,100
561,NaN,,,NaN,NaN,NaN,,,,,,,
562,NaN,15,,NaN,NaN,NaN,57,252,36,66,80,139,100
563,NaN,,,NaN,NaN,NaN,,,,,,,
564,NaN,15,,NaN,NaN,NaN,60,251,37,68,83,147,100
565,NaN,,,NaN,NaN,NaN,,,,,,,
566,NaN,15,72,NaN,NaN,NaN,60,251,37,76,86,147,100
567,NaN,,,NaN,NaN,NaN,,,,,,,
568,NaN,15,72,NaN,NaN,NaN,58,251,37,76,86,153,100
569,NaN,,,NaN,NaN,NaN,,,,,,,
570,NaN,15,72,NaN,NaN,NaN,52,251,37,80,83,155,100
571,NaN,,,NaN,NaN,NaN,,,,,,,
572,NaN,15,72,NaN,NaN,NaN,48,255,35,78,79,152,100
573,NaN,,,NaN,NaN,NaN,,,,,,,
574,NaN,15,72,NaN,NaN,NaN,47,255,35,79,77,139,100
575,NaN,,,NaN,NaN,NaN,,,,,,,
576,NaN,15,74,NaN,NaN,NaN,54,253,35,77,78,134,100
577,NaN,,,NaN,NaN,NaN,,,,,,,
578,NaN,15,74,NaN,NaN,NaN,54,253,37,77,78,135,100
579,NaN,,,NaN,NaN,NaN,,,,,,,
580,NaN,15,77,NaN,NaN,NaN,49,253,37,74,76,137,100
581,NaN,,,NaN,NaN,NaN,,,,,,,
582,NaN,15,74,NaN,NaN,NaN,50,253,37,73,76,131,100
583,NaN,,,NaN,NaN,NaN,,,,,,,
584,NaN,15,69,NaN,NaN,NaN,54,253,37,69,80,139,100
585,NaN,,,NaN,NaN,NaN,,,,,,,
586,NaN,15,65,NaN,NaN,NaN,54,253,37,,82,142,
587,NaN,,,NaN,NaN,NaN,,,,,,,
588,NaN,15,67,NaN,NaN,NaN,58,253,37,,82,139,
589,NaN,,,NaN,NaN,NaN,,,,,,,
590,NaN,15,72,NaN,NaN,NaN,56,253,36,,81,145,
591,NaN,,,NaN,NaN,NaN,,,,,,,
592,NaN,15,82,NaN,NaN,NaN,50,253,36,,79,144,
593,NaN,,,NaN,NaN,NaN,,,,,,,
594,NaN,15,74,NaN,NaN,NaN,46,253,36,,75,142,
595,NaN,,,NaN,NaN,NaN,,,,,,,
596,NaN,15,67,NaN,NaN,NaN,49,253,36,,74,131,
597,NaN,,,NaN,NaN,NaN,,,,,,,
598,NaN,15,61,NaN,NaN,NaN,47,252,36,,72,130,
599,NaN,,,NaN,NaN,NaN,,,,,,,
600,NaN,15,56,NaN,NaN,NaN,44,252,36,,70,129,
601,NaN,,,NaN,NaN,NaN,,,,,,,
602,NaN,15,56,NaN,NaN,NaN,48,252,36,,70,123,
603,NaN,,,NaN,NaN,NaN,,,,,,,
604,NaN,15,48,NaN,NaN,NaN,44,252,37,,67,117,
605,NaN,,,NaN,NaN,NaN,,,,,,,
606,NaN,15,51,NaN,NaN,NaN,49,252,37,,71,118,
607,NaN,,,NaN,NaN,NaN,,,,,,,
608,NaN,15,49,NaN,NaN,NaN,52,252,37,,73,128,
609,NaN,,,NaN,NaN,NaN,,,,,,,
610,NaN,15,79,NaN,NaN,NaN,52,251,36,,74,130,
611,NaN,,,NaN,NaN,NaN,,,,,,,
612,NaN,15,85,NaN,NaN,NaN,55,251,36,78,76,133,100
613,NaN,,,NaN,NaN,NaN,,,,,,,
614,NaN,15,93,NaN,NaN,NaN,53,251,36,77,75,131,100
615,NaN,,,NaN,NaN,NaN,,,,,,,
616,NaN,15,72,NaN,NaN,NaN,56,251,36,76,76,130,100
617,NaN,,,NaN,NaN,NaN,,,,,,,
618,NaN,15,64,NaN,NaN,NaN,51,251,36,76,73,127,100
619,NaN,,,NaN,NaN,NaN,,,,,,,
620,NaN,15,60,NaN,NaN,NaN,51,251,36,76,73,127,100
621,NaN,,,NaN,NaN,NaN,,,,,,,
622,NaN,15,61,NaN,NaN,NaN,48,251,36,76,70,127,100
623,NaN,,,NaN,NaN,NaN,,,,,,,
624,NaN,15,68,NaN,NaN,NaN,52,251,37,71,72,125,100
625,NaN,,,NaN,NaN,NaN,,,,,,,
626,NaN,15,62,NaN,NaN,NaN,52,251,37,69,73,128,100
627,NaN,,,NaN,NaN,NaN,,,,,,,
628,NaN,15,71,NaN,NaN,NaN,52,251,37,67,71,126,100
629,NaN,,,NaN,NaN,NaN,,,,,,,
630,NaN,15,68,NaN,NaN,NaN,53,251,37,67,74,128,100
631,NaN,,,NaN,NaN,NaN,,,,,,,
632,NaN,15,59,NaN,NaN,NaN,49,252,36,67,73,131,100
633,NaN,,,NaN,NaN,NaN,,,,,,,
634,NaN,15,63,NaN,NaN,NaN,57,252,36,67,76,130,100
635,NaN,,,NaN,NaN,NaN,,,,,,,
636,NaN,15,60,NaN,NaN,NaN,51,251,36,67,74,133,100
637,NaN,,,NaN,NaN,NaN,,,,,,,
638,NaN,15,75,NaN,NaN,NaN,45,251,36,67,72,134,100
639,NaN,,,NaN,NaN,NaN,,,,,,,
640,NaN,15,74,NaN,NaN,NaN,45,251,36,67,70,130,100
641,NaN,,,NaN,NaN,NaN,,,,,,,
642,NaN,15,65,NaN,NaN,NaN,41,251,36,63,66,121,100
643,NaN,,,NaN,NaN,NaN,,,,,,,
644,NaN,15,65,NaN,NaN,NaN,42,251,36,61,66,124,100
645,NaN,,,NaN,NaN,NaN,,,,,,,
646,NaN,15,61,NaN,NaN,NaN,51,251,36,53,69,126,100
647,NaN,,,NaN,NaN,NaN,,,,,,,
648,NaN,15,59,NaN,NaN,NaN,52,251,36,53,71,129,100
649,NaN,,,NaN,NaN,NaN,,,,,,,
650,NaN,15,68,NaN,NaN,NaN,52,251,36,54,71,126,100
651,NaN,,,NaN,NaN,NaN,,,,,,,
652,NaN,15,70,NaN,NaN,NaN,56,251,36,55,75,130,100
653,NaN,,,NaN,NaN,NaN,,,,,,,
654,NaN,15,58,NaN,NaN,NaN,58,252,36,59,78,134,100
655,NaN,,,NaN,NaN,NaN,,,,,,,
656,NaN,15,65,NaN,NaN,NaN,50,252,36,62,74,138,100
657,NaN,,,NaN,NaN,NaN,,,,,,,
658,NaN,15,68,NaN,NaN,NaN,52,251,36,63,73,129,100
659,NaN,,,NaN,NaN,NaN,,,,,,,
660,NaN,15,67,NaN,NaN,NaN,49,251,36,64,71,130,100
661,NaN,,,NaN,NaN,NaN,,,,,,,
662,NaN,15,63,NaN,NaN,NaN,48,252,36,64,70,127,100
663,NaN,,,NaN,NaN,NaN,,,,,,,
664,NaN,15,57,NaN,NaN,NaN,44,252,36,62,67,123,100
665,NaN,,,NaN,NaN,NaN,,,,,,,
666,NaN,15,55,NaN,NaN,NaN,50,252,36,59,69,119,100
667,NaN,,,NaN,NaN,NaN,,,,,,,
668,NaN,15,54,NaN,NaN,NaN,53,252,36,58,73,129,100
669,NaN,,,NaN,NaN,NaN,,,,,,,
670,NaN,15,57,NaN,NaN,NaN,54,252,36,57,74,128,100
671,NaN,,,NaN,NaN,NaN,,,,,,,
672,NaN,15,61,NaN,NaN,NaN,52,252,36,57,74,135,100
673,NaN,,,NaN,NaN,NaN,,,,,,,
674,NaN,15,64,NaN,NaN,NaN,53,254,36,56,75,134,100
675,NaN,,,NaN,NaN,NaN,,,,,,,
676,NaN,15,71,NaN,NaN,NaN,53,254,36,58,73,128,100
677,NaN,,,NaN,NaN,NaN,,,,,,,
678,NaN,15,69,NaN,NaN,NaN,49,254,36,58,72,128,100
679,NaN,,,NaN,NaN,NaN,,,,,,,
680,NaN,15,61,NaN,NaN,NaN,56,254,36,58,75,129,100
681,NaN,,,NaN,NaN,NaN,,,,,,,
682,NaN,15,58,NaN,NaN,NaN,58,254,36,59,77,132,100
683,NaN,,,NaN,NaN,NaN,,,,,,,
684,NaN,15,62,NaN,NaN,NaN,56,255,36,61,78,138,100
685,NaN,,,NaN,NaN,NaN,,,,,,,
686,NaN,15,73,NaN,NaN,NaN,50,255,36,61,74,138,100
687,NaN,,,NaN,NaN,NaN,,,,,,,
688,NaN,15,72,NaN,NaN,NaN,50,255,36,61,74,138,100
689,NaN,,,NaN,NaN,NaN,,,,,,,
690,NaN,15,70,NaN,NaN,NaN,40,255,36,61,64,123,100
691,NaN,,,NaN,NaN,NaN,,,,,,,
692,NaN,15,56,NaN,NaN,NaN,42,255,36,61,64,117,100
693,NaN,,,NaN,NaN,NaN,,,,,,,
694,NaN,15,50,NaN,NaN,NaN,47,255,36,61,64,110,100
695,NaN,,,NaN,NaN,NaN,,,,,,,
696,NaN,15,45,NaN,NaN,NaN,49,255,36,62,66,117,100
697,NaN,,,NaN,NaN,NaN,,,,,,,
698,NaN,15,51,NaN,NaN,NaN,49,255,36,63,66,120,100
699,NaN,,,NaN,NaN,NaN,,,,,,,
700,NaN,15,49,NaN,NaN,NaN,49,255,36,66,68,123,100
701,NaN,,,NaN,NaN,NaN,,,,,,,
702,NaN,15,62,NaN,NaN,NaN,51,255,35,68,69,123,100
703,NaN,,,NaN,NaN,NaN,,,,,,,
704,NaN,15,67,NaN,NaN,NaN,50,255,35,67,70,126,100
705,NaN,,,NaN,NaN,NaN,,,,,,,
706,NaN,15,65,NaN,NaN,NaN,51,255,35,65,71,125,100
707,NaN,,,NaN,NaN,NaN,,,,,,,
708,NaN,15,63,NaN,NaN,NaN,59,255,35,64,76,128,100
709,NaN,,,NaN,NaN,NaN,,,,,,,
710,NaN,15,61,NaN,NaN,NaN,59,255,36,66,78,134,100
711,NaN,,,NaN,NaN,NaN,,,,,,,
712,NaN,15,68,NaN,NaN,NaN,56,255,36,66,76,136,100
713,NaN,,,NaN,NaN,NaN,,,,,,,
714,NaN,15,74,NaN,NaN,NaN,50,256,36,67,73,133,100
715,NaN,,,NaN,NaN,NaN,,,,,,,
716,NaN,15,76,NaN,NaN,NaN,53,256,36,68,73,129,100
717,NaN,,,NaN,NaN,NaN,,,,,,,
718,NaN,15,68,NaN,NaN,NaN,53,256,36,69,74,130,100
719,NaN,,,NaN,NaN,NaN,,,,,,,
720,NaN,15,63,NaN,NaN,NaN,54,256,36,74,75,134,100
721,NaN,,,NaN,NaN,NaN,,,,,,,
722,NaN,15,63,NaN,NaN,NaN,49,256,36,73,71,128,100
723,NaN,,,NaN,NaN,NaN,,,,,,,
724,NaN,15,63,NaN,NaN,NaN,54,256,37,69,74,126,100
725,NaN,,,NaN,NaN,NaN,,,,,,,
726,NaN,15,60,NaN,NaN,NaN,56,256,37,71,75,131,100
727,NaN,,,NaN,NaN,NaN,,,,,,,
728,NaN,15,61,NaN,NaN,NaN,54,256,37,72,76,135,100
729,NaN,,,NaN,NaN,NaN,,,,,,,
730,NaN,15,63,NaN,NaN,NaN,55,256,36,71,76,136,100
731,NaN,,,NaN,NaN,NaN,,,,,,,
732,NaN,15,72,NaN,NaN,NaN,54,256,36,72,76,137,100
733,NaN,,,NaN,NaN,NaN,,,,,,,
734,NaN,15,70,NaN,NaN,NaN,50,256,36,72,74,134,100
735,NaN,,,NaN,NaN,NaN,,,,,,,
736,NaN,15,68,NaN,NaN,NaN,53,256,36,69,74,134,100
737,NaN,,,NaN,NaN,NaN,,,,,,,
738,NaN,15,64,NaN,NaN,NaN,55,256,36,66,77,137,100
739,NaN,,,NaN,NaN,NaN,,,,,,,
740,NaN,15,69,NaN,NaN,NaN,56,256,36,63,78,140,100
741,NaN,,,NaN,NaN,NaN,,,,,,,
742,NaN,15,70,NaN,NaN,NaN,50,256,36,66,75,138,100
743,NaN,,,NaN,NaN,NaN,,,,,,,
744,NaN,15,73,NaN,NaN,NaN,52,256,36,66,75,137,100
745,NaN,,,NaN,NaN,NaN,,,,,,,
746,NaN,15,67,NaN,NaN,NaN,46,256,36,66,70,128,100
747,NaN,,,NaN,NaN,NaN,,,,,,,
748,NaN,15,66,NaN,NaN,NaN,45,256,36,65,68,125,100
749,NaN,,,NaN,NaN,NaN,,,,,,,
750,NaN,15,57,NaN,NaN,NaN,52,256,36,63,69,115,100
751,NaN,,,NaN,NaN,NaN,,,,,,,
752,NaN,15,53,NaN,NaN,NaN,51,256,37,62,68,115,100
753,NaN,,,NaN,NaN,NaN,,,,,,,
754,NaN,15,56,NaN,NaN,NaN,54,256,37,62,71,123,100
755,NaN,,,NaN,NaN,NaN,,,,,,,
756,NaN,15,57,NaN,NaN,NaN,46,256,37,62,66,125,100
757,NaN,,,NaN,NaN,NaN,,,,,,,
758,NaN,15,67,NaN,NaN,NaN,50,256,37,62,69,121,100
759,NaN,,,NaN,NaN,NaN,,,,,,,
760,NaN,15,64,NaN,NaN,NaN,53,255,37,62,71,126,100
761,NaN,,,NaN,NaN,NaN,,,,,,,
762,NaN,15,65,NaN,NaN,NaN,50,255,37,60,70,125,100
763,NaN,,,NaN,NaN,NaN,,,,,,,
764,NaN,15,61,NaN,NaN,NaN,45,255,37,58,66,125,100
765,NaN,,,NaN,NaN,NaN,,,,,,,
766,NaN,15,58,NaN,NaN,NaN,48,255,36,56,68,119,100
767,NaN,,,NaN,NaN,NaN,,,,,,,
768,NaN,15,61,NaN,NaN,NaN,44,255,36,52,65,120,100
769,NaN,,,NaN,NaN,NaN,,,,,,,
770,NaN,15,59,NaN,NaN,NaN,43,255,36,49,63,119,100
771,NaN,,,NaN,NaN,NaN,,,,,,,
772,NaN,15,58,NaN,NaN,NaN,47,255,36,48,65,119,100
773,NaN,,,NaN,NaN,NaN,,,,,,,
774,NaN,15,59,NaN,NaN,NaN,43,255,36,51,63,116,100
775,NaN,,,NaN,NaN,NaN,,,,,,,
776,NaN,15,62,NaN,NaN,NaN,41,255,36,49,61,115,100
777,NaN,,,NaN,NaN,NaN,,,,,,,
778,NaN,15,55,NaN,NaN,NaN,47,255,36,49,64,118,100
779,NaN,,,NaN,NaN,NaN,,,,,,,
780,NaN,15,59,NaN,NaN,NaN,47,255,36,50,66,121,100
781,NaN,,,NaN,NaN,NaN,,,,,,,
782,NaN,15,63,NaN,NaN,NaN,53,255,36,51,69,120,100
783,NaN,,,NaN,NaN,NaN,,,,,,,
784,NaN,15,64,NaN,NaN,NaN,51,255,36,56,69,123,100
785,NaN,,,NaN,NaN,NaN,,,,,,,
786,NaN,15,67,NaN,NaN,NaN,47,255,36,56,67,124,100
787,NaN,,,NaN,NaN,NaN,,,,,,,
788,NaN,15,70,NaN,NaN,NaN,42,255,36,57,64,124,100
789,NaN,,,NaN,NaN,NaN,,,,,,,
790,NaN,15,70,NaN,NaN,NaN,40,255,36,57,59,108,100
791,NaN,,,NaN,NaN,NaN,,,,,,,
792,NaN,15,59,NaN,NaN,NaN,37,255,36,57,58,106,100
793,NaN,,,NaN,NaN,NaN,,,,,,,
794,NaN,15,52,NaN,NaN,NaN,42,255,36,57,58,101,100
795,NaN,,,NaN,NaN,NaN,,,,,,,
796,NaN,15,46,NaN,NaN,NaN,45,255,36,60,61,106,100
797,NaN,,,NaN,NaN,NaN,,,,,,,
798,NaN,15,44,NaN,NaN,NaN,45,255,36,62,61,110,100
799,NaN,,,NaN,NaN,NaN,,,,,,,
800,NaN,15,45,NaN,NaN,NaN,52,255,35,61,67,115,100
801,NaN,,,NaN,NaN,NaN,,,,,,,
802,NaN,15,55,NaN,NaN,NaN,46,255,35,61,64,114,100
803,NaN,,,NaN,NaN,NaN,,,,,,,
804,NaN,15,64,NaN,NaN,NaN,51,255,35,63,67,116,100
805,NaN,,,NaN,NaN,NaN,,,,,,,
806,NaN,15,63,NaN,NaN,NaN,48,255,35,65,67,120,100
807,NaN,,,NaN,NaN,NaN,,,,,,,
808,NaN,15,67,NaN,NaN,NaN,50,255,36,65,68,113,100
809,NaN,,,NaN,NaN,NaN,,,,,,,
810,NaN,15,65,NaN,NaN,NaN,52,255,36,65,69,121,100
811,NaN,,,NaN,NaN,NaN,,,,,,,
812,NaN,15,70,NaN,NaN,NaN,47,255,36,66,67,116,100
813,NaN,,,NaN,NaN,NaN,,,,,,,
814,NaN,15,74,NaN,NaN,NaN,47,255,36,66,66,117,100
815,NaN,,,NaN,NaN,NaN,,,,,,,
816,NaN,15,74,NaN,NaN,NaN,42,255,36,64,64,125,100
817,NaN,,,NaN,NaN,NaN,,,,,,,
818,NaN,15,64,NaN,NaN,NaN,46,255,36,65,64,121,100
819,NaN,,,NaN,NaN,NaN,,,,,,,
820,NaN,15,56,NaN,NaN,NaN,48,255,36,65,64,111,100
821,NaN,,,NaN,NaN,NaN,,,,,,,
822,NaN,15,57,NaN,NaN,NaN,41,255,36,64,59,104,100
823,NaN,,,NaN,NaN,NaN,,,,,,,
824,NaN,15,49,NaN,NaN,NaN,45,255,36,64,60,105,100
825,NaN,,,NaN,NaN,NaN,,,,,,,
826,NaN,15,49,NaN,NaN,NaN,46,255,36,63,61,109,100
827,NaN,,,NaN,NaN,NaN,,,,,,,
828,NaN,15,48,NaN,NaN,NaN,44,255,35,59,61,111,100
829,NaN,,,NaN,NaN,NaN,,,,,,,
830,NaN,15,50,NaN,NaN,NaN,42,255,35,59,60,109,100
831,NaN,,,NaN,NaN,NaN,,,,,,,
832,NaN,15,53,NaN,NaN,NaN,46,255,35,58,61,109,100
833,NaN,,,NaN,NaN,NaN,,,,,,,
834,NaN,15,47,NaN,NaN,NaN,40,255,35,57,58,107,100
835,NaN,,,NaN,NaN,NaN,,,,,,,
836,NaN,15,55,NaN,NaN,NaN,44,255,35,56,61,112,100
837,NaN,,,NaN,NaN,NaN,,,,,,,
838,NaN,15,52,NaN,NaN,NaN,41,255,35,54,59,112,100
839,NaN,,,NaN,NaN,NaN,,,,,,,
840,NaN,15,53,NaN,NaN,NaN,45,255,35,54,61,110,100
841,NaN,,,NaN,NaN,NaN,,,,,,,
842,NaN,15,53,NaN,NaN,NaN,41,255,36,55,58,108,100
843,NaN,,,NaN,NaN,NaN,,,,,,,
844,NaN,15,50,NaN,NaN,NaN,45,255,36,54,61,114,100
845,NaN,,,NaN,NaN,NaN,,,,,,,
846,NaN,15,56,NaN,NaN,NaN,48,255,36,57,64,116,100
847,NaN,,,NaN,NaN,NaN,,,,,,,
848,NaN,15,57,NaN,NaN,NaN,51,255,35,55,66,119,100
849,NaN,,,NaN,NaN,NaN,,,,,,,
850,NaN,15,60,NaN,NaN,NaN,49,255,35,55,65,116,100
851,NaN,,,NaN,NaN,NaN,,,,,,,
852,NaN,15,70,NaN,NaN,NaN,49,255,35,55,67,120,100
853,NaN,,,NaN,NaN,NaN,,,,,,,
854,NaN,15,62,NaN,NaN,NaN,50,255,35,58,68,120,100
855,NaN,,,NaN,NaN,NaN,,,,,,,
856,NaN,15,61,NaN,NaN,NaN,49,255,36,60,68,122,100
857,NaN,,,NaN,NaN,NaN,,,,,,,
858,NaN,15,63,NaN,NaN,NaN,49,254,36,61,68,123,100
859,NaN,,,NaN,NaN,NaN,,,,,,,
860,NaN,15,59,NaN,NaN,NaN,48,254,36,60,68,124,100
861,NaN,,,NaN,NaN,NaN,,,,,,,
862,NaN,15,60,NaN,NaN,NaN,48,254,36,60,68,121,100
863,NaN,,,NaN,NaN,NaN,,,,,,,
864,NaN,15,59,NaN,NaN,NaN,54,254,36,59,72,123,100
865,NaN,,,NaN,NaN,NaN,,,,,,,
866,NaN,15,58,NaN,NaN,NaN,48,255,36,59,67,119,100
867,NaN,,,NaN,NaN,NaN,,,,,,,
868,NaN,15,60,NaN,NaN,NaN,46,255,36,59,66,120,100
869,NaN,,,NaN,NaN,NaN,,,,,,,
870,NaN,15,55,NaN,NaN,NaN,42,254,36,59,63,118,100
871,NaN,,,NaN,NaN,NaN,,,,,,,
872,NaN,15,55,NaN,NaN,NaN,47,254,36,59,65,114,100
873,NaN,,,NaN,NaN,NaN,,,,,,,
