time,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ART,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/HR
12413,59,100,NaN,49,40,NaN,30,98,NaN,NaN,14,6,97
12414,,,NaN,,,NaN,,,NaN,NaN,,,
12415,60,100,NaN,49,40,NaN,30,98,NaN,NaN,14,6,98
12416,,,NaN,,,NaN,,,NaN,NaN,,,
12417,58,100,NaN,48,39,NaN,30,97,NaN,NaN,14,6,97
12418,,,NaN,,,NaN,,,NaN,NaN,,,
12419,61,100,NaN,49,40,NaN,30,96,NaN,NaN,14,6,96
12420,,,NaN,,,NaN,,,NaN,NaN,,,
12421,61,100,NaN,49,40,NaN,30,96,NaN,NaN,14,6,96
12422,,,NaN,,,NaN,,,NaN,NaN,,,
12423,59,100,NaN,49,41,NaN,30,96,NaN,NaN,14,6,95
12424,,,NaN,,,NaN,,,NaN,NaN,,,
12425,58,100,NaN,49,39,NaN,31,98,NaN,NaN,14,6,96
12426,,,NaN,,,NaN,,,NaN,NaN,,,
12427,59,100,NaN,49,40,NaN,31,100,NaN,NaN,14,6,99
12428,,,NaN,,,NaN,,,NaN,NaN,,,
12429,58,100,NaN,48,39,NaN,31,101,NaN,NaN,14,6,101
12430,,,NaN,,,NaN,,,NaN,NaN,,,
12431,58,100,NaN,48,39,NaN,31,101,NaN,NaN,14,6,101
12432,,,NaN,,,NaN,,,NaN,NaN,,,
12433,59,100,NaN,49,40,NaN,29,99,NaN,NaN,14,6,99
12434,,,NaN,,,NaN,,,NaN,NaN,,,
12435,57,100,NaN,48,39,NaN,29,99,NaN,NaN,14,6,98
12436,,,NaN,,,NaN,,,NaN,NaN,,,
12437,59,100,NaN,49,40,NaN,29,100,NaN,NaN,14,6,99
12438,,,NaN,,,NaN,,,NaN,NaN,,,
12439,58,100,NaN,48,40,NaN,29,99,NaN,NaN,14,6,100
12440,,,NaN,,,NaN,,,NaN,NaN,,,
12441,58,100,NaN,48,40,NaN,30,99,NaN,NaN,14,6,100
12442,,,NaN,,,NaN,,,NaN,NaN,,,
12443,58,100,NaN,49,40,NaN,30,99,NaN,NaN,14,6,98
12444,,,NaN,,,NaN,,,NaN,NaN,,,
12445,61,100,NaN,50,41,NaN,30,101,NaN,NaN,14,6,99
12446,,,NaN,,,NaN,,,NaN,NaN,,,
12447,59,100,NaN,49,40,NaN,30,102,NaN,NaN,14,6,101
12448,,,NaN,,,NaN,,,NaN,NaN,,,
12449,61,100,NaN,50,41,NaN,31,102,NaN,NaN,14,6,101
12450,,,NaN,,,NaN,,,NaN,NaN,,,
12451,58,100,NaN,49,40,NaN,31,101,NaN,NaN,14,6,101
12452,,,NaN,,,NaN,,,NaN,NaN,,,
12453,61,100,NaN,50,41,NaN,31,101,NaN,NaN,14,6,101
12454,,,NaN,,,NaN,,,NaN,NaN,,,
12455,59,100,NaN,49,40,NaN,31,101,NaN,NaN,14,6,100
12456,,,NaN,,,NaN,,,NaN,NaN,,,
12457,59,100,NaN,49,40,NaN,31,101,NaN,NaN,14,6,101
12458,,,NaN,,,NaN,,,NaN,NaN,,,
12459,59,100,NaN,49,39,NaN,31,101,NaN,NaN,14,6,100
12460,,,NaN,,,NaN,,,NaN,NaN,,,
12461,60,100,NaN,49,41,NaN,31,99,NaN,NaN,14,6,99
12462,,,NaN,,,NaN,,,NaN,NaN,,,
12463,60,100,NaN,50,40,NaN,31,99,NaN,NaN,14,6,98
12464,,,NaN,,,NaN,,,NaN,NaN,,,
12465,59,100,NaN,49,40,NaN,30,99,NaN,NaN,14,6,98
12466,,,NaN,,,NaN,,,NaN,NaN,,,
12467,60,100,NaN,49,40,NaN,30,99,NaN,NaN,14,6,99
12468,,,NaN,,,NaN,,,NaN,NaN,,,
12469,58,100,NaN,49,40,NaN,30,98,NaN,NaN,14,6,97
12470,,,NaN,,,NaN,,,NaN,NaN,,,
12471,61,100,NaN,50,40,NaN,30,97,NaN,NaN,14,6,97
12472,,,NaN,,,NaN,,,NaN,NaN,,,
12473,59,100,NaN,49,39,NaN,31,97,NaN,NaN,14,6,96
12474,,,NaN,,,NaN,,,NaN,NaN,,,
12475,60,100,NaN,49,40,NaN,31,96,NaN,NaN,14,6,96
12476,,,NaN,,,NaN,,,NaN,NaN,,,
12477,58,100,NaN,48,39,NaN,31,96,NaN,NaN,14,6,96
12478,,,NaN,,,NaN,,,NaN,NaN,,,
12479,61,100,NaN,49,40,NaN,31,95,NaN,NaN,14,6,95
12480,,,NaN,,,NaN,,,NaN,NaN,,,
12481,58,100,NaN,49,39,NaN,31,96,NaN,NaN,14,6,95
12482,,,NaN,,,NaN,,,NaN,NaN,,,
12483,59,100,NaN,49,40,NaN,31,97,NaN,NaN,14,6,96
12484,,,NaN,,,NaN,,,NaN,NaN,,,
12485,58,100,NaN,49,39,NaN,31,99,NaN,NaN,14,6,98
12486,,,NaN,,,NaN,,,NaN,NaN,,,
12487,59,100,NaN,49,40,NaN,30,99,NaN,NaN,14,6,99
12488,,,NaN,,,NaN,,,NaN,NaN,,,
12489,59,100,NaN,49,40,NaN,30,99,NaN,NaN,14,6,99
12490,,,NaN,,,NaN,,,NaN,NaN,,,
12491,59,100,NaN,49,40,NaN,30,97,NaN,NaN,14,6,97
12492,,,NaN,,,NaN,,,NaN,NaN,,,
12493,60,100,NaN,49,40,NaN,30,98,NaN,NaN,14,6,96
12494,,,NaN,,,NaN,,,NaN,NaN,,,
12495,59,100,NaN,49,40,NaN,30,98,NaN,NaN,14,6,98
12496,,,NaN,,,NaN,,,NaN,NaN,,,
12497,60,100,NaN,50,40,NaN,30,97,NaN,NaN,14,6,96
12498,,,NaN,,,NaN,,,NaN,NaN,,,
12499,60,100,NaN,50,40,NaN,30,97,NaN,NaN,14,6,96
12500,,,NaN,,,NaN,,,NaN,NaN,,,
12501,61,100,NaN,50,41,NaN,30,98,NaN,NaN,14,6,96
12502,,,NaN,,,NaN,,,NaN,NaN,,,
12503,59,100,NaN,49,40,NaN,30,99,NaN,NaN,14,6,98
12504,,,NaN,,,NaN,,,NaN,NaN,,,
12505,61,100,NaN,50,41,NaN,30,100,NaN,NaN,14,6,99
12506,,,NaN,,,NaN,,,NaN,NaN,,,
12507,58,100,NaN,49,40,NaN,30,100,NaN,NaN,14,6,100
12508,,,NaN,,,NaN,,,NaN,NaN,,,
12509,58,100,NaN,49,40,NaN,30,100,NaN,NaN,14,6,100
12510,,,NaN,,,NaN,,,NaN,NaN,,,
12511,59,100,NaN,49,40,NaN,30,101,NaN,NaN,14,6,100
12512,,,NaN,,,NaN,,,NaN,NaN,,,
12513,61,100,NaN,50,41,NaN,30,100,NaN,NaN,14,6,100
12514,,,NaN,,,NaN,,,NaN,NaN,,,
12515,59,100,NaN,49,40,NaN,30,99,NaN,NaN,14,6,99
12516,,,NaN,,,NaN,,,NaN,NaN,,,
12517,61,100,NaN,50,41,NaN,30,97,NaN,NaN,14,6,97
12518,,,NaN,,,NaN,,,NaN,NaN,,,
12519,61,100,NaN,50,41,NaN,30,97,NaN,NaN,14,6,97
12520,,,NaN,,,NaN,,,NaN,NaN,,,
12521,61,100,NaN,50,41,NaN,30,96,NaN,NaN,14,6,96
12522,,,NaN,,,NaN,,,NaN,NaN,,,
12523,60,100,NaN,50,40,NaN,30,97,NaN,NaN,14,6,96
12524,,,NaN,,,NaN,,,NaN,NaN,,,
12525,59,100,NaN,49,40,NaN,31,96,NaN,NaN,14,6,96
12526,,,NaN,,,NaN,,,NaN,NaN,,,
12527,60,100,NaN,49,40,NaN,31,96,NaN,NaN,14,6,96
12528,,,NaN,,,NaN,,,NaN,NaN,,,
12529,60,100,NaN,49,40,NaN,31,96,NaN,NaN,14,6,96
12530,,,NaN,,,NaN,,,NaN,NaN,,,
12531,61,100,NaN,50,40,NaN,31,94,NaN,NaN,14,6,94
12532,,,NaN,,,NaN,,,NaN,NaN,,,
12533,59,100,NaN,49,39,NaN,31,94,NaN,NaN,14,6,94
12534,,,NaN,,,NaN,,,NaN,NaN,,,
12535,61,100,NaN,50,40,NaN,31,94,NaN,NaN,14,6,94
12536,,,NaN,,,NaN,,,NaN,NaN,,,
12537,58,100,NaN,49,39,NaN,31,95,NaN,NaN,14,6,94
12538,,,NaN,,,NaN,,,NaN,NaN,,,
12539,58,100,NaN,49,39,NaN,30,95,NaN,NaN,14,6,94
12540,,,NaN,,,NaN,,,NaN,NaN,,,
12541,58,100,NaN,49,40,NaN,30,98,NaN,NaN,14,6,96
12542,,,NaN,,,NaN,,,NaN,NaN,,,
12543,60,100,NaN,49,40,NaN,30,98,NaN,NaN,14,6,98
12544,,,NaN,,,NaN,,,NaN,NaN,,,
12545,59,100,NaN,49,40,NaN,30,98,NaN,NaN,14,6,98
12546,,,NaN,,,NaN,,,NaN,NaN,,,
12547,59,100,NaN,49,40,NaN,31,96,NaN,NaN,14,6,96
12548,,,NaN,,,NaN,,,NaN,NaN,,,
12549,59,100,NaN,49,40,NaN,31,96,NaN,NaN,14,6,96
12550,,,NaN,,,NaN,,,NaN,NaN,,,
12551,59,100,NaN,49,40,NaN,31,97,NaN,NaN,14,6,96
12552,,,NaN,,,NaN,,,NaN,NaN,,,
12553,58,100,NaN,48,39,NaN,31,96,NaN,NaN,14,6,96
12554,,,NaN,,,NaN,,,NaN,NaN,,,
12555,57,100,NaN,48,39,NaN,31,96,NaN,NaN,14,6,96
12556,,,NaN,,,NaN,,,NaN,NaN,,,
12557,59,100,NaN,49,40,NaN,31,96,NaN,NaN,14,6,95
12558,,,NaN,,,NaN,,,NaN,NaN,,,
12559,59,100,NaN,49,40,NaN,31,96,NaN,NaN,14,6,95
12560,,,NaN,,,NaN,,,NaN,NaN,,,
12561,60,100,NaN,49,40,NaN,31,99,NaN,NaN,14,6,98
12562,,,NaN,,,NaN,,,NaN,NaN,,,
12563,58,100,NaN,48,39,NaN,31,100,NaN,NaN,14,6,100
12564,,,NaN,,,NaN,,,NaN,NaN,,,
12565,60,100,NaN,49,40,NaN,31,100,NaN,NaN,14,6,99
12566,,,NaN,,,NaN,,,NaN,NaN,,,
12567,57,100,NaN,48,39,NaN,30,100,NaN,NaN,14,6,100
12568,,,NaN,,,NaN,,,NaN,NaN,,,
12569,59,100,NaN,48,39,NaN,30,99,NaN,NaN,14,6,99
12570,,,NaN,,,NaN,,,NaN,NaN,,,
12571,57,100,NaN,48,38,NaN,30,99,NaN,NaN,14,6,99
12572,,,NaN,,,NaN,,,NaN,NaN,,,
12573,59,100,NaN,49,40,NaN,30,98,NaN,NaN,14,6,98
12574,,,NaN,,,NaN,,,NaN,NaN,,,
12575,58,100,NaN,49,41,NaN,30,97,NaN,NaN,14,6,97
12576,,,NaN,,,NaN,,,NaN,NaN,,,
12577,53,100,NaN,46,36,NaN,30,97,NaN,NaN,14,6,97
12578,,,NaN,,,NaN,,,NaN,NaN,,,
12579,74,100,NaN,48,27,NaN,30,96,NaN,NaN,14,6,118
12580,,,NaN,,,NaN,,,NaN,NaN,,,
12581,62,100,NaN,48,38,NaN,31,95,NaN,NaN,14,6,114
12582,,,NaN,,,NaN,,,NaN,NaN,,,
12583,59,100,NaN,48,38,NaN,31,94,NaN,NaN,14,6,103
12584,,,NaN,,,NaN,,,NaN,NaN,,,
12585,57,100,NaN,48,38,NaN,31,94,NaN,NaN,14,6,93
12586,,,NaN,,,NaN,,,NaN,NaN,,,
12587,57,100,NaN,48,38,NaN,31,94,NaN,NaN,14,6,93
12588,,,NaN,,,NaN,,,NaN,NaN,,,
12589,57,100,NaN,47,38,NaN,31,94,NaN,NaN,14,6,93
12590,,,NaN,,,NaN,,,NaN,NaN,,,
12591,59,100,NaN,48,39,NaN,31,94,NaN,NaN,14,6,93
12592,,,NaN,,,NaN,,,NaN,NaN,,,
12593,57,100,NaN,47,38,NaN,31,92,NaN,NaN,14,6,93
12594,,,NaN,,,NaN,,,NaN,NaN,,,
12595,59,100,NaN,48,39,NaN,30,92,NaN,NaN,14,6,92
12596,,,NaN,,,NaN,,,NaN,NaN,,,
12597,58,100,NaN,47,35,NaN,30,92,NaN,NaN,14,6,92
12598,,,NaN,,,NaN,,,NaN,NaN,,,
12599,59,100,NaN,48,38,NaN,30,94,NaN,NaN,14,6,93
12600,,,NaN,,,NaN,,,NaN,NaN,,,
12601,56,100,NaN,47,37,NaN,30,95,NaN,NaN,14,6,94
12602,,,NaN,,,NaN,,,NaN,NaN,,,
12603,57,100,NaN,47,39,NaN,31,95,NaN,NaN,14,6,93
12604,,,NaN,,,NaN,,,NaN,NaN,,,
12605,57,100,NaN,47,38,NaN,31,94,NaN,NaN,14,6,93
12606,,,NaN,,,NaN,,,NaN,NaN,,,
12607,57,100,NaN,47,39,NaN,31,94,NaN,NaN,14,6,94
12608,,,NaN,,,NaN,,,NaN,NaN,,,
12609,58,100,NaN,48,39,NaN,31,94,NaN,NaN,14,6,94
12610,,,NaN,,,NaN,,,NaN,NaN,,,
12611,61,100,NaN,49,40,NaN,31,94,NaN,NaN,14,6,94
12612,,,NaN,,,NaN,,,NaN,NaN,,,
12613,61,100,NaN,50,40,NaN,31,94,NaN,NaN,14,6,93
12614,,,NaN,,,NaN,,,NaN,NaN,,,
12615,60,100,NaN,49,40,NaN,31,95,NaN,NaN,14,6,94
12616,,,NaN,,,NaN,,,NaN,NaN,,,
12617,60,100,NaN,50,40,NaN,31,95,NaN,NaN,14,6,95
12618,,,NaN,,,NaN,,,NaN,NaN,,,
12619,58,100,NaN,49,39,NaN,31,96,NaN,NaN,14,6,96
12620,,,NaN,,,NaN,,,NaN,NaN,,,
12621,59,100,NaN,49,39,NaN,31,96,NaN,NaN,14,6,96
12622,,,NaN,,,NaN,,,NaN,NaN,,,
12623,57,100,NaN,48,38,NaN,31,97,NaN,NaN,14,6,96
12624,,,NaN,,,NaN,,,NaN,NaN,,,
12625,59,100,NaN,48,39,NaN,31,97,NaN,NaN,14,6,96
12626,,,NaN,,,NaN,,,NaN,NaN,,,
12627,57,100,NaN,48,39,NaN,31,96,NaN,NaN,14,6,96
12628,,,NaN,,,NaN,,,NaN,NaN,,,
12629,60,100,NaN,49,40,NaN,31,97,NaN,NaN,14,6,95
12630,,,NaN,,,NaN,,,NaN,NaN,,,
12631,58,100,NaN,49,39,NaN,30,97,NaN,NaN,14,6,96
12632,,,NaN,,,NaN,,,NaN,NaN,,,
12633,60,100,NaN,49,40,NaN,30,97,NaN,NaN,14,6,96
12634,,,NaN,,,NaN,,,NaN,NaN,,,
12635,59,100,NaN,49,39,NaN,30,96,NaN,NaN,14,6,96
12636,,,NaN,,,NaN,,,NaN,NaN,,,
12637,59,100,NaN,49,40,NaN,30,96,NaN,NaN,14,6,95
12638,,,NaN,,,NaN,,,NaN,NaN,,,
12639,58,100,NaN,48,38,NaN,30,96,NaN,NaN,14,6,95
12640,,,NaN,,,NaN,,,NaN,NaN,,,
12641,58,100,NaN,48,39,NaN,30,95,NaN,NaN,14,6,95
12642,,,NaN,,,NaN,,,NaN,NaN,,,
12643,58,100,NaN,48,38,NaN,30,94,NaN,NaN,14,6,94
12644,,,NaN,,,NaN,,,NaN,NaN,,,
12645,58,100,NaN,48,39,NaN,31,93,NaN,NaN,14,6,93
12646,,,NaN,,,NaN,,,NaN,NaN,,,
12647,59,100,NaN,48,39,NaN,31,93,NaN,NaN,14,6,93
12648,,,NaN,,,NaN,,,NaN,NaN,,,
12649,58,100,NaN,48,39,NaN,31,93,NaN,NaN,14,6,93
12650,,,NaN,,,NaN,,,NaN,NaN,,,
12651,60,100,NaN,49,40,NaN,31,93,NaN,NaN,14,6,92
12652,,,NaN,,,NaN,,,NaN,NaN,,,
12653,58,100,NaN,48,39,NaN,31,93,NaN,NaN,14,6,92
12654,,,NaN,,,NaN,,,NaN,NaN,,,
12655,60,100,NaN,49,40,NaN,31,94,NaN,NaN,14,6,93
12656,,,NaN,,,NaN,,,NaN,NaN,,,
12657,57,100,NaN,48,39,NaN,31,95,NaN,NaN,14,6,94
12658,,,NaN,,,NaN,,,NaN,NaN,,,
12659,60,100,NaN,49,40,NaN,31,95,NaN,NaN,14,6,95
12660,,,NaN,,,NaN,,,NaN,NaN,,,
12661,58,100,NaN,48,39,NaN,31,95,NaN,NaN,14,6,95
12662,,,NaN,,,NaN,,,NaN,NaN,,,
12663,59,100,NaN,49,40,NaN,31,94,NaN,NaN,14,6,94
12664,,,NaN,,,NaN,,,NaN,NaN,,,
12665,58,100,NaN,48,39,NaN,31,94,NaN,NaN,14,6,93
12666,,,NaN,,,NaN,,,NaN,NaN,,,
12667,59,100,NaN,49,39,NaN,31,94,NaN,NaN,14,6,93
12668,,,NaN,,,NaN,,,NaN,NaN,,,
12669,59,100,NaN,49,39,NaN,31,94,NaN,NaN,14,6,93
12670,,,NaN,,,NaN,,,NaN,NaN,,,
12671,59,100,NaN,49,39,NaN,31,94,NaN,NaN,14,6,93
12672,,,NaN,,,NaN,,,NaN,NaN,,,
12673,59,100,NaN,49,39,NaN,30,95,NaN,NaN,14,6,94
12674,,,NaN,,,NaN,,,NaN,NaN,,,
12675,58,100,NaN,49,39,NaN,30,96,NaN,NaN,14,6,95
12676,,,NaN,,,NaN,,,NaN,NaN,,,
12677,60,100,NaN,49,40,NaN,30,96,NaN,NaN,14,6,96
12678,,,NaN,,,NaN,,,NaN,NaN,,,
12679,60,100,NaN,49,40,NaN,30,96,NaN,NaN,14,6,96
12680,,,NaN,,,NaN,,,NaN,NaN,,,
12681,60,100,NaN,50,40,NaN,31,97,NaN,NaN,14,6,96
12682,,,NaN,,,NaN,,,NaN,NaN,,,
12683,59,100,NaN,49,40,NaN,31,97,NaN,NaN,14,6,96
12684,,,NaN,,,NaN,,,NaN,NaN,,,
12685,61,100,NaN,50,41,NaN,31,97,NaN,NaN,14,6,96
12686,,,NaN,,,NaN,,,NaN,NaN,,,
12687,59,100,NaN,49,40,NaN,31,96,NaN,NaN,14,6,96
12688,,,NaN,,,NaN,,,NaN,NaN,,,
12689,59,100,NaN,49,40,NaN,31,96,NaN,NaN,14,6,96
12690,,,NaN,,,NaN,,,NaN,NaN,,,
12691,60,100,NaN,49,40,NaN,31,96,NaN,NaN,14,6,96
12692,,,NaN,,,NaN,,,NaN,NaN,,,
12693,61,100,NaN,50,41,NaN,31,96,NaN,NaN,14,6,96
12694,,,NaN,,,NaN,,,NaN,NaN,,,
12695,59,100,NaN,50,40,NaN,30,95,NaN,NaN,14,6,95
12696,,,NaN,,,NaN,,,NaN,NaN,,,
12697,60,100,NaN,50,40,NaN,30,94,NaN,NaN,14,6,94
12698,,,NaN,,,NaN,,,NaN,NaN,,,
12699,60,100,NaN,50,40,NaN,30,94,NaN,NaN,14,6,94
12700,,,NaN,,,NaN,,,NaN,NaN,,,
12701,59,100,NaN,49,40,NaN,30,94,NaN,NaN,14,6,93
12702,,,NaN,,,NaN,,,NaN,NaN,,,
12703,60,100,NaN,49,39,NaN,30,94,NaN,NaN,14,6,93
12704,,,NaN,,,NaN,,,NaN,NaN,,,
12705,59,100,NaN,49,39,NaN,30,94,NaN,NaN,14,6,93
12706,,,NaN,,,NaN,,,NaN,NaN,,,
12707,59,100,NaN,49,39,NaN,31,93,NaN,NaN,14,6,93
12708,,,NaN,,,NaN,,,NaN,NaN,,,
12709,59,100,NaN,49,39,NaN,31,93,NaN,NaN,14,6,93
12710,,,NaN,,,NaN,,,NaN,NaN,,,
12711,61,100,NaN,50,40,NaN,31,93,NaN,NaN,14,6,93
12712,,,NaN,,,NaN,,,NaN,NaN,,,
12713,59,100,NaN,49,39,NaN,31,94,NaN,NaN,14,6,93
12714,,,NaN,,,NaN,,,NaN,NaN,,,
12715,61,100,NaN,50,40,NaN,30,94,NaN,NaN,14,6,93
12716,,,NaN,,,NaN,,,NaN,NaN,,,
12717,59,100,NaN,49,39,NaN,30,94,NaN,NaN,14,6,94
12718,,,NaN,,,NaN,,,NaN,NaN,,,
12719,59,100,NaN,49,39,NaN,30,94,NaN,NaN,14,6,94
12720,,,NaN,,,NaN,,,NaN,NaN,,,
12721,59,100,NaN,49,39,NaN,31,94,NaN,NaN,14,6,93
12722,,,NaN,,,NaN,,,NaN,NaN,,,
12723,61,100,NaN,50,40,NaN,31,94,NaN,NaN,14,6,93
12724,,,NaN,,,NaN,,,NaN,NaN,,,
12725,59,100,NaN,49,39,NaN,31,94,NaN,NaN,14,6,93
12726,,,NaN,,,NaN,,,NaN,NaN,,,
12727,60,100,NaN,49,40,NaN,31,93,NaN,NaN,14,7,93
12728,,,NaN,,,NaN,,,NaN,NaN,,,
12729,60,100,NaN,49,40,NaN,30,93,NaN,NaN,14,7,93
12730,,,NaN,,,NaN,,,NaN,NaN,,,
12731,59,100,NaN,49,40,NaN,30,95,NaN,NaN,14,6,94
12732,,,NaN,,,NaN,,,NaN,NaN,,,
12733,60,100,NaN,50,40,NaN,30,96,NaN,NaN,14,6,95
12734,,,NaN,,,NaN,,,NaN,NaN,,,
12735,59,100,NaN,49,40,NaN,31,96,NaN,NaN,14,6,96
12736,,,NaN,,,NaN,,,NaN,NaN,,,
12737,61,100,NaN,50,40,NaN,31,96,NaN,NaN,14,6,96
12738,,,NaN,,,NaN,,,NaN,NaN,,,
12739,61,100,NaN,50,40,NaN,31,96,NaN,NaN,14,6,96
12740,,,NaN,,,NaN,,,NaN,NaN,,,
12741,61,100,NaN,50,40,NaN,31,96,NaN,NaN,14,6,96
12742,,,NaN,,,NaN,,,NaN,NaN,,,
12743,59,100,NaN,49,40,NaN,30,96,NaN,NaN,14,6,96
12744,,,NaN,,,NaN,,,NaN,NaN,,,
12745,61,100,NaN,50,41,NaN,30,95,NaN,NaN,14,6,95
12746,,,NaN,,,NaN,,,NaN,NaN,,,
12747,59,100,NaN,49,39,NaN,30,95,NaN,NaN,14,6,95
12748,,,NaN,,,NaN,,,NaN,NaN,,,
12749,59,100,NaN,49,39,NaN,31,95,NaN,NaN,14,6,95
12750,,,NaN,,,NaN,,,NaN,NaN,,,
12751,58,100,NaN,49,39,NaN,31,95,NaN,NaN,14,6,95
12752,,,NaN,,,NaN,,,NaN,NaN,,,
12753,59,100,NaN,49,40,NaN,31,94,NaN,NaN,14,6,94
12754,,,NaN,,,NaN,,,NaN,NaN,,,
12755,59,100,NaN,49,39,NaN,31,94,NaN,NaN,14,6,93
12756,,,NaN,,,NaN,,,NaN,NaN,,,
12757,60,100,NaN,49,40,NaN,31,94,NaN,NaN,14,6,93
12758,,,NaN,,,NaN,,,NaN,NaN,,,
12759,58,100,NaN,48,39,NaN,31,93,NaN,NaN,14,6,93
12760,,,NaN,,,NaN,,,NaN,NaN,,,
12761,59,100,NaN,48,39,NaN,31,93,NaN,NaN,14,6,93
12762,,,NaN,,,NaN,,,NaN,NaN,,,
12763,59,100,NaN,49,39,NaN,31,93,NaN,NaN,14,6,93
12764,,,NaN,,,NaN,,,NaN,NaN,,,
12765,60,100,NaN,49,40,NaN,31,93,NaN,NaN,14,6,93
12766,,,NaN,,,NaN,,,NaN,NaN,,,
12767,61,100,NaN,50,41,NaN,31,93,NaN,NaN,14,6,93
12768,,,NaN,,,NaN,,,NaN,NaN,,,
12769,59,100,NaN,49,40,NaN,31,95,NaN,NaN,14,6,93
12770,,,NaN,,,NaN,,,NaN,NaN,,,
12771,61,100,NaN,50,40,NaN,31,95,NaN,NaN,14,6,95
12772,,,NaN,,,NaN,,,NaN,NaN,,,
12773,59,100,NaN,49,39,NaN,31,95,NaN,NaN,14,6,95
12774,,,NaN,,,NaN,,,NaN,NaN,,,
12775,61,100,NaN,50,40,NaN,31,93,NaN,NaN,14,6,93
12776,,,NaN,,,NaN,,,NaN,NaN,,,
12777,58,100,NaN,49,39,NaN,29,93,NaN,NaN,14,6,92
12778,,,NaN,,,NaN,,,NaN,NaN,,,
12779,60,100,NaN,49,40,NaN,29,94,NaN,NaN,14,6,93
12780,,,NaN,,,NaN,,,NaN,NaN,,,
12781,58,100,NaN,49,39,NaN,29,94,NaN,NaN,14,6,94
12782,,,NaN,,,NaN,,,NaN,NaN,,,
12783,59,100,NaN,49,40,NaN,29,94,NaN,NaN,14,6,93
12784,,,NaN,,,NaN,,,NaN,NaN,,,
12785,58,100,NaN,49,39,NaN,27,94,NaN,NaN,14,6,93
12786,,,NaN,,,NaN,,,NaN,NaN,,,
12787,59,100,NaN,49,40,NaN,27,95,NaN,NaN,14,6,94
12788,,,NaN,,,NaN,,,NaN,NaN,,,
12789,58,100,NaN,49,39,NaN,27,97,NaN,NaN,14,6,96
12790,,,NaN,,,NaN,,,NaN,NaN,,,
12791,58,100,NaN,49,39,NaN,27,98,NaN,NaN,14,6,97
12792,,,NaN,,,NaN,,,NaN,NaN,,,
12793,57,100,NaN,48,39,NaN,27,98,NaN,NaN,14,6,97
12794,,,NaN,,,NaN,,,NaN,NaN,,,
12795,57,100,NaN,48,39,NaN,27,98,NaN,NaN,14,6,98
12796,,,NaN,,,NaN,,,NaN,NaN,,,
12797,58,100,NaN,48,39,NaN,27,98,NaN,NaN,14,6,97
12798,,,NaN,,,NaN,,,NaN,NaN,,,
12799,57,100,NaN,48,39,NaN,31,96,NaN,NaN,14,6,97
12800,,,NaN,,,NaN,,,NaN,NaN,,,
12801,60,100,NaN,49,40,NaN,31,95,NaN,NaN,14,6,94
12802,,,NaN,,,NaN,,,NaN,NaN,,,
12803,58,100,NaN,48,39,NaN,31,95,NaN,NaN,14,6,94
12804,,,NaN,,,NaN,,,NaN,NaN,,,
12805,60,100,NaN,50,41,NaN,32,95,NaN,NaN,14,6,95
12806,,,NaN,,,NaN,,,NaN,NaN,,,
12807,59,100,NaN,49,40,NaN,32,95,NaN,NaN,14,6,95
12808,,,NaN,,,NaN,,,NaN,NaN,,,
12809,62,100,NaN,51,41,NaN,32,95,NaN,NaN,14,6,94
12810,,,NaN,,,NaN,,,NaN,NaN,,,
12811,60,100,NaN,50,40,NaN,32,94,NaN,NaN,14,6,94
12812,,,NaN,,,NaN,,,NaN,NaN,,,
12813,61,100,NaN,50,41,NaN,32,94,NaN,NaN,14,6,93
12814,,,NaN,,,NaN,,,NaN,NaN,,,
12815,59,100,NaN,49,39,NaN,32,93,NaN,NaN,14,6,93
12816,,,NaN,,,NaN,,,NaN,NaN,,,
12817,59,100,NaN,49,40,NaN,32,93,NaN,NaN,14,6,92
12818,,,NaN,,,NaN,,,NaN,NaN,,,
12819,59,100,NaN,49,39,NaN,32,93,NaN,NaN,14,6,92
12820,,,NaN,,,NaN,,,NaN,NaN,,,
12821,59,100,NaN,49,39,NaN,32,93,NaN,NaN,14,6,92
12822,,,NaN,,,NaN,,,NaN,NaN,,,
12823,58,100,NaN,49,40,NaN,32,93,NaN,NaN,14,6,93
12824,,,NaN,,,NaN,,,NaN,NaN,,,
12825,59,100,NaN,49,40,NaN,32,94,NaN,NaN,14,6,92
12826,,,NaN,,,NaN,,,NaN,NaN,,,
12827,59,100,NaN,49,39,NaN,32,95,NaN,NaN,14,6,93
12828,,,NaN,,,NaN,,,NaN,NaN,,,
12829,58,100,NaN,48,39,NaN,32,94,NaN,NaN,14,6,95
12830,,,NaN,,,NaN,,,NaN,NaN,,,
12831,58,100,NaN,48,39,NaN,32,94,NaN,NaN,14,6,95
12832,,,NaN,,,NaN,,,NaN,NaN,,,
12833,57,100,NaN,48,39,NaN,32,92,NaN,NaN,14,6,91
12834,,,NaN,,,NaN,,,NaN,NaN,,,
12835,59,100,NaN,49,39,NaN,32,93,NaN,NaN,14,6,92
12836,,,NaN,,,NaN,,,NaN,NaN,,,
12837,57,100,NaN,48,39,NaN,32,93,NaN,NaN,14,6,93
