time,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ART,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/HR
11984,,,NaN,,,NaN,,,NaN,NaN,,,
11985,75,100,NaN,57,45,NaN,32,94,NaN,NaN,14,6,93
11986,,,NaN,,,NaN,,,NaN,NaN,,,
11987,75,100,NaN,57,45,NaN,32,95,NaN,NaN,14,6,93
11988,,,NaN,,,NaN,,,NaN,NaN,,,
11989,75,100,NaN,57,45,NaN,31,95,NaN,NaN,14,6,95
11990,,,NaN,,,NaN,,,NaN,NaN,,,
11991,76,100,NaN,57,45,NaN,31,99,NaN,NaN,14,6,98
11992,,,NaN,,,NaN,,,NaN,NaN,,,
11993,75,100,NaN,57,45,NaN,31,99,NaN,NaN,14,6,98
11994,,,NaN,,,NaN,,,NaN,NaN,,,
11995,77,100,NaN,57,45,NaN,31,99,NaN,NaN,14,6,99
11996,,,NaN,,,NaN,,,NaN,NaN,,,
11997,74,100,NaN,57,44,NaN,32,100,NaN,NaN,14,6,99
11998,,,NaN,,,NaN,,,NaN,NaN,,,
11999,76,100,NaN,57,45,NaN,32,100,NaN,NaN,14,6,100
12000,,,NaN,,,NaN,,,NaN,NaN,,,
12001,74,100,NaN,56,43,NaN,32,98,NaN,NaN,14,6,99
12002,,,NaN,,,NaN,,,NaN,NaN,,,
12003,76,100,NaN,56,44,NaN,32,97,NaN,NaN,14,6,97
12004,,,NaN,,,NaN,,,NaN,NaN,,,
12005,74,100,NaN,56,43,NaN,32,95,NaN,NaN,14,6,94
12006,,,NaN,,,NaN,,,NaN,NaN,,,
12007,74,100,NaN,56,44,NaN,32,95,NaN,NaN,14,6,94
12008,,,NaN,,,NaN,,,NaN,NaN,,,
12009,74,100,NaN,56,43,NaN,32,94,NaN,NaN,14,6,94
12010,,,NaN,,,NaN,,,NaN,NaN,,,
12011,73,100,NaN,55,43,NaN,31,94,NaN,NaN,14,6,94
12012,,,NaN,,,NaN,,,NaN,NaN,,,
12013,73,100,NaN,55,43,NaN,31,94,NaN,NaN,14,6,93
12014,,,NaN,,,NaN,,,NaN,NaN,,,
12015,73,100,NaN,55,43,NaN,31,94,NaN,NaN,14,6,94
12016,,,NaN,,,NaN,,,NaN,NaN,,,
12017,73,100,NaN,55,43,NaN,32,94,NaN,NaN,14,6,94
12018,,,NaN,,,NaN,,,NaN,NaN,,,
12019,72,100,NaN,55,42,NaN,32,93,NaN,NaN,14,6,93
12020,,,NaN,,,NaN,,,NaN,NaN,,,
12021,74,100,NaN,55,43,NaN,32,92,NaN,NaN,14,6,92
12022,,,NaN,,,NaN,,,NaN,NaN,,,
12023,72,100,NaN,55,43,NaN,32,92,NaN,NaN,14,6,91
12024,,,NaN,,,NaN,,,NaN,NaN,,,
12025,73,100,NaN,55,44,NaN,31,93,NaN,NaN,14,6,92
12026,,,NaN,,,NaN,,,NaN,NaN,,,
12027,71,100,NaN,55,43,NaN,31,96,NaN,NaN,14,6,94
12028,,,NaN,,,NaN,,,NaN,NaN,,,
12029,73,100,NaN,55,43,NaN,31,98,NaN,NaN,14,6,97
12030,,,NaN,,,NaN,,,NaN,NaN,,,
12031,71,100,NaN,54,42,NaN,32,98,NaN,NaN,14,5,98
12032,,,NaN,,,NaN,,,NaN,NaN,,,
12033,71,100,NaN,54,43,NaN,32,97,NaN,NaN,14,5,96
12034,,,NaN,,,NaN,,,NaN,NaN,,,
12035,70,100,NaN,54,42,NaN,32,96,NaN,NaN,14,6,95
12036,,,NaN,,,NaN,,,NaN,NaN,,,
12037,72,100,NaN,54,43,NaN,32,96,NaN,NaN,14,6,95
12038,,,NaN,,,NaN,,,NaN,NaN,,,
12039,71,100,NaN,54,42,NaN,31,95,NaN,NaN,14,6,96
12040,,,NaN,,,NaN,,,NaN,NaN,,,
12041,72,100,NaN,55,43,NaN,31,95,NaN,NaN,14,6,95
12042,,,NaN,,,NaN,,,NaN,NaN,,,
12043,72,100,NaN,55,43,NaN,31,95,NaN,NaN,14,6,94
12044,,,NaN,,,NaN,,,NaN,NaN,,,
12045,71,100,NaN,54,43,NaN,31,95,NaN,NaN,14,6,94
12046,,,NaN,,,NaN,,,NaN,NaN,,,
12047,71,100,NaN,54,43,NaN,31,97,NaN,NaN,14,6,96
12048,,,NaN,,,NaN,,,NaN,NaN,,,
12049,70,100,NaN,54,43,NaN,31,97,NaN,NaN,14,6,97
12050,,,NaN,,,NaN,,,NaN,NaN,,,
12051,70,100,NaN,54,42,NaN,31,99,NaN,NaN,14,6,98
12052,,,NaN,,,NaN,,,NaN,NaN,,,
12053,69,100,NaN,53,42,NaN,31,99,NaN,NaN,14,6,98
12054,,,NaN,,,NaN,,,NaN,NaN,,,
12055,71,100,NaN,54,43,NaN,31,100,NaN,NaN,14,6,99
12056,,,NaN,,,NaN,,,NaN,NaN,,,
12057,69,100,NaN,53,42,NaN,31,100,NaN,NaN,14,6,99
12058,,,NaN,,,NaN,,,NaN,NaN,,,
12059,71,100,NaN,54,42,NaN,31,98,NaN,NaN,14,6,98
12060,,,NaN,,,NaN,,,NaN,NaN,,,
12061,69,100,NaN,53,41,NaN,32,96,NaN,NaN,14,6,96
12062,,,NaN,,,NaN,,,NaN,NaN,,,
12063,71,100,NaN,54,43,NaN,32,95,NaN,NaN,14,6,95
12064,,,NaN,,,NaN,,,NaN,NaN,,,
12065,70,100,NaN,53,42,NaN,32,95,NaN,NaN,14,6,94
12066,,,NaN,,,NaN,,,NaN,NaN,,,
12067,71,100,NaN,54,42,NaN,32,94,NaN,NaN,14,6,94
12068,,,NaN,,,NaN,,,NaN,NaN,,,
12069,69,100,NaN,53,41,NaN,32,94,NaN,NaN,14,6,94
12070,,,NaN,,,NaN,,,NaN,NaN,,,
12071,69,100,NaN,53,41,NaN,32,95,NaN,NaN,14,6,94
12072,,,NaN,,,NaN,,,NaN,NaN,,,
12073,68,100,NaN,52,40,NaN,32,94,NaN,NaN,14,6,94
12074,,,NaN,,,NaN,,,NaN,NaN,,,
12075,68,100,NaN,52,40,NaN,31,94,NaN,NaN,14,6,94
12076,,,NaN,,,NaN,,,NaN,NaN,,,
12077,69,100,NaN,53,41,NaN,31,93,NaN,NaN,14,5,92
12078,,,NaN,,,NaN,,,NaN,NaN,,,
12079,69,100,NaN,53,41,NaN,31,93,NaN,NaN,14,5,92
12080,,,NaN,,,NaN,,,NaN,NaN,,,
12081,68,100,NaN,52,41,NaN,31,93,NaN,NaN,14,6,92
12082,,,NaN,,,NaN,,,NaN,NaN,,,
12083,66,100,NaN,52,40,NaN,31,94,NaN,NaN,14,6,92
12084,,,NaN,,,NaN,,,NaN,NaN,,,
12085,68,100,NaN,52,41,NaN,31,95,NaN,NaN,14,6,94
12086,,,NaN,,,NaN,,,NaN,NaN,,,
12087,65,100,NaN,51,40,NaN,31,96,NaN,NaN,14,6,96
12088,,,NaN,,,NaN,,,NaN,NaN,,,
12089,65,100,NaN,51,40,NaN,31,96,NaN,NaN,14,6,96
12090,,,NaN,,,NaN,,,NaN,NaN,,,
12091,66,100,NaN,51,41,NaN,31,96,NaN,NaN,14,6,95
12092,,,NaN,,,NaN,,,NaN,NaN,,,
12093,68,100,NaN,52,42,NaN,31,96,NaN,NaN,14,6,95
12094,,,NaN,,,NaN,,,NaN,NaN,,,
12095,64,100,NaN,51,40,NaN,31,96,NaN,NaN,14,6,95
12096,,,NaN,,,NaN,,,NaN,NaN,,,
12097,60,100,NaN,48,36,NaN,31,98,NaN,NaN,14,6,99
12098,,,NaN,,,NaN,,,NaN,NaN,,,
12099,60,100,NaN,48,36,NaN,31,98,NaN,NaN,14,6,99
12100,,,NaN,,,NaN,,,NaN,NaN,,,
12101,65,100,NaN,51,40,NaN,31,99,NaN,NaN,14,6,95
12102,,,NaN,,,NaN,,,NaN,NaN,,,
12103,63,100,NaN,50,39,NaN,31,100,NaN,NaN,14,5,95
12104,,,NaN,,,NaN,,,NaN,NaN,,,
12105,63,100,NaN,50,39,NaN,32,98,NaN,NaN,14,5,97
12106,,,NaN,,,NaN,,,NaN,NaN,,,
12107,63,100,NaN,49,39,NaN,32,99,NaN,NaN,14,5,98
12108,,,NaN,,,NaN,,,NaN,NaN,,,
12109,63,100,NaN,49,39,NaN,32,99,NaN,NaN,14,5,98
12110,,,NaN,,,NaN,,,NaN,NaN,,,
12111,66,100,NaN,51,40,NaN,31,100,NaN,NaN,14,5,99
12112,,,NaN,,,NaN,,,NaN,NaN,,,
12113,65,100,NaN,51,40,NaN,31,100,NaN,NaN,14,5,99
12114,,,NaN,,,NaN,,,NaN,NaN,,,
12115,94,100,NaN,47,7,NaN,31,99,NaN,NaN,14,5,99
12116,,,NaN,,,NaN,,,NaN,NaN,,,
12117,80,100,NaN,46,11,NaN,31,98,NaN,NaN,14,5,99
12118,,,NaN,,,NaN,,,NaN,NaN,,,
12119,80,100,NaN,46,11,NaN,31,98,NaN,NaN,14,5,99
12120,,,NaN,,,NaN,,,NaN,NaN,,,
12121,93,100,NaN,51,0,NaN,31,95,NaN,NaN,14,5,95
12122,,,NaN,,,NaN,,,NaN,NaN,,,
12123,93,100,NaN,54,27,NaN,31,95,NaN,NaN,14,5,94
12124,,,NaN,,,NaN,,,NaN,NaN,,,
12125,82,100,NaN,57,54,NaN,31,96,NaN,NaN,14,5,95
12126,,,NaN,,,NaN,,,NaN,NaN,,,
12127,91,100,NaN,53,-98,NaN,31,97,NaN,NaN,14,5,95
12128,,,NaN,,,NaN,,,NaN,NaN,,,
12129,91,100,NaN,53,-98,NaN,31,97,NaN,NaN,14,5,95
12130,,,NaN,,,NaN,,,NaN,NaN,,,
12131,,100,NaN,13,,NaN,31,98,NaN,NaN,14,5,98
12132,,,NaN,,,NaN,,,NaN,NaN,,,
12133,,100,NaN,13,,NaN,31,96,NaN,NaN,14,5,96
12134,,,NaN,,,NaN,,,NaN,NaN,,,
12135,,100,NaN,,,NaN,31,94,NaN,NaN,14,5,95
12136,,,NaN,,,NaN,,,NaN,NaN,,,
12137,,100,NaN,,,NaN,31,94,NaN,NaN,14,5,93
12138,,,NaN,,,NaN,,,NaN,NaN,,,
12139,,100,NaN,,,NaN,30,95,NaN,NaN,14,5,93
12140,,,NaN,,,NaN,,,NaN,NaN,,,
12141,,100,NaN,,,NaN,30,100,NaN,NaN,14,6,98
12142,,,NaN,,,NaN,,,NaN,NaN,,,
12143,,100,NaN,,,NaN,30,100,NaN,NaN,14,6,101
12144,,,NaN,,,NaN,,,NaN,NaN,,,
12145,,100,NaN,,,NaN,30,101,NaN,NaN,14,6,101
12146,,,NaN,,,NaN,,,NaN,NaN,,,
12147,,100,NaN,,,NaN,31,100,NaN,NaN,14,6,100
12148,,,NaN,,,NaN,,,NaN,NaN,,,
12149,,100,NaN,,,NaN,31,100,NaN,NaN,14,6,99
12150,,,NaN,,,NaN,,,NaN,NaN,,,
12151,,100,NaN,326,,NaN,31,100,NaN,NaN,14,6,99
12152,,,NaN,,,NaN,,,NaN,NaN,,,
12153,,100,NaN,315,,NaN,31,100,NaN,NaN,14,6,100
12154,,,NaN,,,NaN,,,NaN,NaN,,,
12155,,100,NaN,315,,NaN,30,99,NaN,NaN,14,6,99
12156,,,NaN,,,NaN,,,NaN,NaN,,,
12157,,100,NaN,315,,NaN,30,99,NaN,NaN,14,6,98
12158,,,NaN,,,NaN,,,NaN,NaN,,,
12159,,100,NaN,296,,NaN,30,100,NaN,NaN,14,6,99
12160,,,NaN,,,NaN,,,NaN,NaN,,,
12161,,100,NaN,286,,NaN,31,101,NaN,NaN,14,6,101
12162,,,NaN,,,NaN,,,NaN,NaN,,,
12163,,100,NaN,286,,NaN,31,101,NaN,NaN,14,6,101
12164,,,NaN,,,NaN,,,NaN,NaN,,,
12165,,100,NaN,272,,NaN,31,101,NaN,NaN,14,6,101
12166,,,NaN,,,NaN,,,NaN,NaN,,,
12167,,100,NaN,269,,NaN,31,101,NaN,NaN,14,6,100
12168,,,NaN,,,NaN,,,NaN,NaN,,,
12169,,100,NaN,267,,NaN,30,101,NaN,NaN,14,6,100
12170,,,NaN,,,NaN,,,NaN,NaN,,,
12171,,100,NaN,266,,NaN,30,100,NaN,NaN,14,6,100
12172,,,NaN,,,NaN,,,NaN,NaN,,,
12173,269,100,NaN,265,261,NaN,30,99,NaN,NaN,14,6,99
12174,,,NaN,,,NaN,,,NaN,NaN,,,
12175,279,100,NaN,259,242,NaN,30,99,NaN,NaN,14,6,98
12176,,,NaN,,,NaN,,,NaN,NaN,,,
12177,279,100,NaN,259,242,NaN,31,99,NaN,NaN,14,6,98
12178,,,NaN,,,NaN,,,NaN,NaN,,,
12179,,100,NaN,258,,NaN,31,98,NaN,NaN,14,6,97
12180,,,NaN,,,NaN,,,NaN,NaN,,,
12181,,100,NaN,251,,NaN,31,98,NaN,NaN,14,6,97
12182,,,NaN,,,NaN,,,NaN,NaN,,,
12183,,100,NaN,251,,NaN,31,97,NaN,NaN,14,6,97
12184,,,NaN,,,NaN,,,NaN,NaN,,,
12185,,100,NaN,246,,NaN,30,97,NaN,NaN,14,6,96
12186,,,NaN,,,NaN,,,NaN,NaN,,,
12187,,100,NaN,246,,NaN,30,97,NaN,NaN,14,6,96
12188,,,NaN,,,NaN,,,NaN,NaN,,,
12189,,100,NaN,244,,NaN,30,95,NaN,NaN,14,6,95
12190,,,NaN,,,NaN,,,NaN,NaN,,,
12191,,100,NaN,244,,NaN,31,95,NaN,NaN,14,6,94
12192,,,NaN,,,NaN,,,NaN,NaN,,,
12193,,100,NaN,243,,NaN,31,95,NaN,NaN,14,6,95
12194,,,NaN,,,NaN,,,NaN,NaN,,,
12195,,100,NaN,242,,NaN,31,95,NaN,NaN,14,6,95
12196,,,NaN,,,NaN,,,NaN,NaN,,,
12197,,100,NaN,242,,NaN,31,95,NaN,NaN,14,6,95
12198,,,NaN,,,NaN,,,NaN,NaN,,,
12199,,100,NaN,239,,NaN,31,96,NaN,NaN,14,6,95
12200,,,NaN,,,NaN,,,NaN,NaN,,,
12201,,100,NaN,238,,NaN,31,97,NaN,NaN,14,6,96
12202,,,NaN,,,NaN,,,NaN,NaN,,,
12203,,100,NaN,237,,NaN,31,97,NaN,NaN,14,6,97
12204,,,NaN,,,NaN,,,NaN,NaN,,,
12205,,100,NaN,237,,NaN,31,96,NaN,NaN,14,6,96
12206,,,NaN,,,NaN,,,NaN,NaN,,,
12207,,100,NaN,237,,NaN,31,96,NaN,NaN,14,6,96
12208,,,NaN,,,NaN,,,NaN,NaN,,,
12209,,100,NaN,235,,NaN,31,96,NaN,NaN,14,6,96
12210,,,NaN,,,NaN,,,NaN,NaN,,,
12211,,100,NaN,234,,NaN,31,96,NaN,NaN,14,6,97
12212,,,NaN,,,NaN,,,NaN,NaN,,,
12213,,100,NaN,234,,NaN,31,96,NaN,NaN,14,6,96
12214,,,NaN,,,NaN,,,NaN,NaN,,,
12215,,100,NaN,235,,NaN,31,96,NaN,NaN,14,6,95
12216,,,NaN,,,NaN,,,NaN,NaN,,,
12217,,100,NaN,235,,NaN,31,96,NaN,NaN,14,6,95
12218,,,NaN,,,NaN,,,NaN,NaN,,,
12219,,100,NaN,235,,NaN,31,100,NaN,NaN,14,6,98
12220,,,NaN,,,NaN,,,NaN,NaN,,,
12221,239,100,NaN,234,228,NaN,31,100,NaN,NaN,14,6,100
12222,,,NaN,,,NaN,,,NaN,NaN,,,
12223,244,100,NaN,233,222,NaN,31,101,NaN,NaN,14,6,100
12224,,,NaN,,,NaN,,,NaN,NaN,,,
12225,243,100,NaN,233,221,NaN,31,101,NaN,NaN,14,6,100
12226,,,NaN,,,NaN,,,NaN,NaN,,,
12227,243,100,NaN,233,221,NaN,31,101,NaN,NaN,14,6,100
12228,,,NaN,,,NaN,,,NaN,NaN,,,
12229,234,100,NaN,232,227,NaN,31,99,NaN,NaN,14,6,100
12230,,,NaN,,,NaN,,,NaN,NaN,,,
12231,242,100,NaN,230,217,NaN,31,98,NaN,NaN,14,6,99
12232,,,NaN,,,NaN,,,NaN,NaN,,,
12233,252,100,NaN,230,221,NaN,31,97,NaN,NaN,14,6,97
12234,,,NaN,,,NaN,,,NaN,NaN,,,
12235,252,100,NaN,230,221,NaN,31,97,NaN,NaN,14,6,96
12236,,,NaN,,,NaN,,,NaN,NaN,,,
12237,252,100,NaN,230,221,NaN,31,97,NaN,NaN,14,6,96
12238,,,NaN,,,NaN,,,NaN,NaN,,,
12239,234,100,NaN,230,231,NaN,31,97,NaN,NaN,14,6,97
12240,,,NaN,,,NaN,,,NaN,NaN,,,
12241,237,100,NaN,230,224,NaN,31,98,NaN,NaN,14,6,96
12242,,,NaN,,,NaN,,,NaN,NaN,,,
12243,233,100,NaN,230,228,NaN,31,98,NaN,NaN,14,6,97
12244,,,NaN,,,NaN,,,NaN,NaN,,,
12245,236,100,NaN,230,220,NaN,31,97,NaN,NaN,14,6,97
12246,,,NaN,,,NaN,,,NaN,NaN,,,
12247,246,100,NaN,229,215,NaN,31,95,NaN,NaN,14,6,96
12248,,,NaN,,,NaN,,,NaN,NaN,,,
12249,246,100,NaN,229,215,NaN,30,94,NaN,NaN,14,6,94
12250,,,NaN,,,NaN,,,NaN,NaN,,,
12251,238,100,NaN,229,221,NaN,30,94,NaN,NaN,14,6,93
12252,,,NaN,,,NaN,,,NaN,NaN,,,
12253,234,100,NaN,231,227,NaN,30,96,NaN,NaN,14,6,94
12254,,,NaN,,,NaN,,,NaN,NaN,,,
12255,239,100,NaN,230,217,NaN,30,99,NaN,NaN,14,6,97
12256,,,NaN,,,NaN,,,NaN,NaN,,,
12257,232,100,NaN,230,227,NaN,30,101,NaN,NaN,14,6,100
12258,,,NaN,,,NaN,,,NaN,NaN,,,
12259,242,100,NaN,228,217,NaN,30,100,NaN,NaN,14,6,100
12260,,,NaN,,,NaN,,,NaN,NaN,,,
12261,242,100,NaN,228,217,NaN,30,100,NaN,NaN,14,6,99
12262,,,NaN,,,NaN,,,NaN,NaN,,,
12263,242,100,NaN,228,217,NaN,30,99,NaN,NaN,14,6,98
12264,,,NaN,,,NaN,,,NaN,NaN,,,
12265,229,100,NaN,229,229,NaN,30,100,NaN,NaN,14,6,99
12266,,,NaN,,,NaN,,,NaN,NaN,,,
12267,245,100,NaN,229,214,NaN,30,100,NaN,NaN,14,6,100
12268,,,NaN,,,NaN,,,NaN,NaN,,,
12269,237,100,NaN,227,217,NaN,30,99,NaN,NaN,14,6,99
12270,,,NaN,,,NaN,,,NaN,NaN,,,
12271,232,100,NaN,227,222,NaN,30,99,NaN,NaN,14,6,97
12272,,,NaN,,,NaN,,,NaN,NaN,,,
12273,260,100,NaN,229,228,NaN,30,100,NaN,NaN,14,6,99
12274,,,NaN,,,NaN,,,NaN,NaN,,,
12275,260,100,NaN,229,228,NaN,30,100,NaN,NaN,14,6,101
12276,,,NaN,,,NaN,,,NaN,NaN,,,
12277,231,100,NaN,228,225,NaN,30,101,NaN,NaN,14,6,101
12278,,,NaN,,,NaN,,,NaN,NaN,,,
12279,257,100,NaN,229,209,NaN,30,101,NaN,NaN,14,6,100
12280,,,NaN,,,NaN,,,NaN,NaN,,,
12281,257,100,NaN,229,209,NaN,30,101,NaN,NaN,14,6,101
12282,,,NaN,,,NaN,,,NaN,NaN,,,
12283,246,100,NaN,228,218,NaN,30,101,NaN,NaN,14,6,101
12284,,,NaN,,,NaN,,,NaN,NaN,,,
12285,246,100,NaN,228,218,NaN,30,101,NaN,NaN,14,6,101
12286,,,NaN,,,NaN,,,NaN,NaN,,,
12287,238,100,NaN,229,222,NaN,30,100,NaN,NaN,14,6,100
12288,,,NaN,,,NaN,,,NaN,NaN,,,
12289,237,100,NaN,189,120,NaN,30,99,NaN,NaN,14,6,99
12290,,,NaN,,,NaN,,,NaN,NaN,,,
12291,237,100,NaN,189,120,NaN,30,99,NaN,NaN,14,6,98
12292,,,NaN,,,NaN,,,NaN,NaN,,,
12293,61,100,NaN,49,41,NaN,30,99,NaN,NaN,14,6,98
12294,,,NaN,,,NaN,,,NaN,NaN,,,
12295,61,100,NaN,49,41,NaN,30,98,NaN,NaN,14,6,98
12296,,,NaN,,,NaN,,,NaN,NaN,,,
12297,,100,NaN,50,,NaN,30,98,NaN,NaN,14,6,97
12298,,,NaN,,,NaN,,,NaN,NaN,,,
12299,,100,NaN,49,,NaN,30,98,NaN,NaN,14,6,97
12300,,,NaN,,,NaN,,,NaN,NaN,,,
12301,,100,NaN,48,,NaN,30,98,NaN,NaN,14,6,97
12302,,,NaN,,,NaN,,,NaN,NaN,,,
12303,,100,NaN,48,,NaN,30,97,NaN,NaN,14,6,97
12304,,,NaN,,,NaN,,,NaN,NaN,,,
12305,,100,NaN,48,,NaN,30,97,NaN,NaN,14,6,97
12306,,,NaN,,,NaN,,,NaN,NaN,,,
12307,,100,NaN,215,,NaN,30,95,NaN,NaN,14,6,94
12308,,,NaN,,,NaN,,,NaN,NaN,,,
12309,,100,NaN,211,,NaN,30,96,NaN,NaN,14,6,95
12310,,,NaN,,,NaN,,,NaN,NaN,,,
12311,,100,NaN,210,,NaN,30,98,NaN,NaN,14,6,96
12312,,,NaN,,,NaN,,,NaN,NaN,,,
12313,,100,NaN,210,,NaN,30,98,NaN,NaN,14,6,98
12314,,,NaN,,,NaN,,,NaN,NaN,,,
12315,,100,NaN,193,,NaN,30,99,NaN,NaN,14,6,98
12316,,,NaN,,,NaN,,,NaN,NaN,,,
12317,,100,NaN,157,,NaN,31,99,NaN,NaN,14,6,100
12318,,,NaN,,,NaN,,,NaN,NaN,,,
12319,,100,NaN,49,,NaN,31,99,NaN,NaN,14,6,98
12320,,,NaN,,,NaN,,,NaN,NaN,,,
12321,,100,NaN,50,,NaN,31,99,NaN,NaN,14,6,97
12322,,,NaN,,,NaN,,,NaN,NaN,,,
12323,,100,NaN,49,,NaN,31,98,NaN,NaN,14,6,98
12324,,,NaN,,,NaN,,,NaN,NaN,,,
12325,,100,NaN,50,,NaN,30,98,NaN,NaN,14,6,99
12326,,,NaN,,,NaN,,,NaN,NaN,,,
12327,60,100,NaN,49,40,NaN,30,97,NaN,NaN,14,6,97
12328,,,NaN,,,NaN,,,NaN,NaN,,,
12329,62,100,NaN,50,41,NaN,30,99,NaN,NaN,14,6,97
12330,,,NaN,,,NaN,,,NaN,NaN,,,
12331,60,100,NaN,49,40,NaN,30,101,NaN,NaN,14,6,99
12332,,,NaN,,,NaN,,,NaN,NaN,,,
12333,62,100,NaN,50,41,NaN,30,101,NaN,NaN,14,6,101
12334,,,NaN,,,NaN,,,NaN,NaN,,,
12335,61,100,NaN,50,40,NaN,30,102,NaN,NaN,14,6,101
12336,,,NaN,,,NaN,,,NaN,NaN,,,
12337,63,100,NaN,51,42,NaN,30,102,NaN,NaN,14,6,101
12338,,,NaN,,,NaN,,,NaN,NaN,,,
12339,62,100,NaN,50,41,NaN,30,102,NaN,NaN,14,6,101
12340,,,NaN,,,NaN,,,NaN,NaN,,,
12341,62,100,NaN,51,41,NaN,31,101,NaN,NaN,14,6,101
12342,,,NaN,,,NaN,,,NaN,NaN,,,
12343,62,100,NaN,51,41,NaN,31,101,NaN,NaN,14,6,101
12344,,,NaN,,,NaN,,,NaN,NaN,,,
12345,62,100,NaN,50,40,NaN,31,100,NaN,NaN,14,6,100
12346,,,NaN,,,NaN,,,NaN,NaN,,,
12347,63,100,NaN,51,40,NaN,30,98,NaN,NaN,14,6,99
12348,,,NaN,,,NaN,,,NaN,NaN,,,
12349,61,100,NaN,50,40,NaN,30,98,NaN,NaN,14,6,97
12350,,,NaN,,,NaN,,,NaN,NaN,,,
12351,63,100,NaN,50,40,NaN,30,97,NaN,NaN,14,6,97
12352,,,NaN,,,NaN,,,NaN,NaN,,,
12353,63,100,NaN,50,40,NaN,30,97,NaN,NaN,14,6,97
12354,,,NaN,,,NaN,,,NaN,NaN,,,
12355,62,100,NaN,50,40,NaN,31,97,NaN,NaN,14,6,96
12356,,,NaN,,,NaN,,,NaN,NaN,,,
12357,59,100,NaN,49,38,NaN,31,97,NaN,NaN,14,6,97
12358,,,NaN,,,NaN,,,NaN,NaN,,,
12359,62,100,NaN,49,39,NaN,31,96,NaN,NaN,14,6,97
12360,,,NaN,,,NaN,,,NaN,NaN,,,
12361,60,100,NaN,49,39,NaN,31,95,NaN,NaN,14,6,95
12362,,,NaN,,,NaN,,,NaN,NaN,,,
12363,60,100,NaN,49,39,NaN,30,95,NaN,NaN,14,6,95
12364,,,NaN,,,NaN,,,NaN,NaN,,,
12365,61,100,NaN,50,40,NaN,30,95,NaN,NaN,14,6,94
12366,,,NaN,,,NaN,,,NaN,NaN,,,
12367,62,100,NaN,51,42,NaN,30,97,NaN,NaN,14,6,95
12368,,,NaN,,,NaN,,,NaN,NaN,,,
12369,62,100,NaN,51,41,NaN,30,99,NaN,NaN,14,6,97
12370,,,NaN,,,NaN,,,NaN,NaN,,,
12371,59,100,NaN,49,38,NaN,31,100,NaN,NaN,14,6,100
12372,,,NaN,,,NaN,,,NaN,NaN,,,
12373,59,100,NaN,49,38,NaN,31,100,NaN,NaN,14,6,100
12374,,,NaN,,,NaN,,,NaN,NaN,,,
12375,61,100,NaN,50,41,NaN,31,97,NaN,NaN,14,6,105
12376,,,NaN,,,NaN,,,NaN,NaN,,,
12377,61,100,NaN,50,41,NaN,31,97,NaN,NaN,14,6,103
12378,,,NaN,,,NaN,,,NaN,NaN,,,
12379,59,100,NaN,49,40,NaN,30,97,NaN,NaN,14,6,96
12380,,,NaN,,,NaN,,,NaN,NaN,,,
12381,61,100,NaN,50,40,NaN,30,97,NaN,NaN,14,6,99
12382,,,NaN,,,NaN,,,NaN,NaN,,,
12383,61,100,NaN,50,40,NaN,30,97,NaN,NaN,14,6,99
12384,,,NaN,,,NaN,,,NaN,NaN,,,
12385,62,100,NaN,50,41,NaN,30,98,NaN,NaN,14,6,97
12386,,,NaN,,,NaN,,,NaN,NaN,,,
12387,59,100,NaN,49,40,NaN,31,99,NaN,NaN,14,6,98
12388,,,NaN,,,NaN,,,NaN,NaN,,,
12389,61,100,NaN,50,41,NaN,31,101,NaN,NaN,14,6,100
12390,,,NaN,,,NaN,,,NaN,NaN,,,
12391,59,100,NaN,49,40,NaN,31,101,NaN,NaN,14,6,101
12392,,,NaN,,,NaN,,,NaN,NaN,,,
12393,62,100,NaN,50,42,NaN,31,101,NaN,NaN,14,6,101
12394,,,NaN,,,NaN,,,NaN,NaN,,,
12395,61,100,NaN,50,41,NaN,31,101,NaN,NaN,14,6,101
12396,,,NaN,,,NaN,,,NaN,NaN,,,
12397,62,100,NaN,50,42,NaN,31,100,NaN,NaN,14,6,101
12398,,,NaN,,,NaN,,,NaN,NaN,,,
12399,60,100,NaN,50,41,NaN,31,100,NaN,NaN,14,6,100
12400,,,NaN,,,NaN,,,NaN,NaN,,,
12401,60,100,NaN,50,41,NaN,30,99,NaN,NaN,14,6,98
12402,,,NaN,,,NaN,,,NaN,NaN,,,
12403,61,100,NaN,50,40,NaN,30,99,NaN,NaN,14,6,99
12404,,,NaN,,,NaN,,,NaN,NaN,,,
12405,60,100,NaN,50,40,NaN,30,99,NaN,NaN,14,6,98
12406,,,NaN,,,NaN,,,NaN,NaN,,,
12407,60,100,NaN,50,40,NaN,30,99,NaN,NaN,14,6,98
12408,,,NaN,,,NaN,,,NaN,NaN,,,
12409,59,100,NaN,49,40,NaN,30,99,NaN,NaN,14,6,99
12410,,,NaN,,,NaN,,,NaN,NaN,,,
12411,61,100,NaN,50,41,NaN,30,98,NaN,NaN,14,6,98
12412,,,NaN,,,NaN,,,NaN,NaN,,,
