time,SNUADC/ECG_V5,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/PLETH_HR,SNUADC/CVP,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/ART_DBP,SNUADC/ECG_II,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_MBP
11409,NaN,6,100,51,NaN,100,31,54,NaN,NaN,12,51,72
11410,NaN,,,,NaN,,,,NaN,NaN,,,
11411,NaN,6,101,51,NaN,100,31,55,NaN,NaN,12,51,73
11412,NaN,,,,NaN,,,,NaN,NaN,,,
11413,NaN,6,101,51,NaN,100,31,54,NaN,NaN,12,51,72
11414,NaN,,,,NaN,,,,NaN,NaN,,,
11415,NaN,6,100,51,NaN,100,31,54,NaN,NaN,12,51,72
11416,NaN,,,,NaN,,,,NaN,NaN,,,
11417,NaN,6,101,51,NaN,100,31,54,NaN,NaN,12,51,72
11418,NaN,,,,NaN,,,,NaN,NaN,,,
11419,NaN,6,99,51,NaN,100,31,53,NaN,NaN,12,51,72
11420,NaN,,,,NaN,,,,NaN,NaN,,,
11421,NaN,6,101,51,NaN,100,31,53,NaN,NaN,12,51,72
11422,NaN,,,,NaN,,,,NaN,NaN,,,
11423,NaN,6,99,51,NaN,100,31,52,NaN,NaN,12,50,71
11424,NaN,,,,NaN,,,,NaN,NaN,,,
11425,NaN,6,99,51,NaN,100,31,53,NaN,NaN,12,50,71
11426,NaN,,,,NaN,,,,NaN,NaN,,,
11427,NaN,6,100,51,NaN,100,31,53,NaN,NaN,12,50,71
11428,NaN,,,,NaN,,,,NaN,NaN,,,
11429,NaN,6,99,51,NaN,100,31,53,NaN,NaN,12,50,71
11430,NaN,,,,NaN,,,,NaN,NaN,,,
11431,NaN,6,100,51,NaN,100,31,53,NaN,NaN,12,50,71
11432,NaN,,,,NaN,,,,NaN,NaN,,,
11433,NaN,6,99,51,NaN,100,31,52,NaN,NaN,12,51,71
11434,NaN,,,,NaN,,,,NaN,NaN,,,
11435,NaN,6,98,51,NaN,100,31,53,NaN,NaN,12,51,70
11436,NaN,,,,NaN,,,,NaN,NaN,,,
11437,NaN,6,99,51,NaN,100,31,52,NaN,NaN,12,51,71
11438,NaN,,,,NaN,,,,NaN,NaN,,,
11439,NaN,6,98,51,NaN,100,31,52,NaN,NaN,12,51,70
11440,NaN,,,,NaN,,,,NaN,NaN,,,
11441,NaN,6,98,51,NaN,100,31,52,NaN,NaN,12,51,70
11442,NaN,,,,NaN,,,,NaN,NaN,,,
11443,NaN,7,96,52,NaN,100,31,51,NaN,NaN,12,51,69
11444,NaN,,,,NaN,,,,NaN,NaN,,,
11445,NaN,7,97,52,NaN,100,31,52,NaN,NaN,12,51,69
11446,NaN,,,,NaN,,,,NaN,NaN,,,
11447,NaN,7,100,52,NaN,100,31,52,NaN,NaN,12,51,70
11448,NaN,,,,NaN,,,,NaN,NaN,,,
11449,NaN,7,98,52,NaN,100,31,52,NaN,NaN,12,51,70
11450,NaN,,,,NaN,,,,NaN,NaN,,,
11451,NaN,7,100,52,NaN,100,31,52,NaN,NaN,12,51,71
11452,NaN,,,,NaN,,,,NaN,NaN,,,
11453,NaN,7,100,52,NaN,100,31,52,NaN,NaN,12,51,71
11454,NaN,,,,NaN,,,,NaN,NaN,,,
11455,NaN,7,100,52,NaN,100,31,53,NaN,NaN,12,51,71
11456,NaN,,,,NaN,,,,NaN,NaN,,,
11457,NaN,7,102,52,NaN,100,31,53,NaN,NaN,12,51,72
11458,NaN,,,,NaN,,,,NaN,NaN,,,
11459,NaN,7,101,52,NaN,100,31,54,NaN,NaN,12,51,72
11460,NaN,,,,NaN,,,,NaN,NaN,,,
11461,NaN,7,102,52,NaN,100,31,54,NaN,NaN,12,52,73
11462,NaN,,,,NaN,,,,NaN,NaN,,,
11463,NaN,7,102,52,NaN,100,31,54,NaN,NaN,12,52,73
11464,NaN,,,,NaN,,,,NaN,NaN,,,
11465,NaN,6,103,52,NaN,100,31,55,NaN,NaN,12,52,73
11466,NaN,,,,NaN,,,,NaN,NaN,,,
11467,NaN,6,104,52,NaN,100,31,55,NaN,NaN,12,51,74
11468,NaN,,,,NaN,,,,NaN,NaN,,,
11469,NaN,6,104,52,NaN,100,31,55,NaN,NaN,12,51,74
11470,NaN,,,,NaN,,,,NaN,NaN,,,
11471,NaN,6,106,52,NaN,100,31,55,NaN,NaN,12,51,75
11472,NaN,,,,NaN,,,,NaN,NaN,,,
11473,NaN,7,105,52,NaN,100,31,55,NaN,NaN,12,51,75
11474,NaN,,,,NaN,,,,NaN,NaN,,,
11475,NaN,7,105,52,NaN,100,31,55,NaN,NaN,12,51,75
11476,NaN,,,,NaN,,,,NaN,NaN,,,
11477,NaN,6,106,52,NaN,100,31,55,NaN,NaN,12,51,75
11478,NaN,,,,NaN,,,,NaN,NaN,,,
11479,NaN,6,104,52,NaN,100,31,55,NaN,NaN,12,51,75
11480,NaN,,,,NaN,,,,NaN,NaN,,,
11481,NaN,6,106,52,NaN,100,32,55,NaN,NaN,12,51,75
11482,NaN,,,,NaN,,,,NaN,NaN,,,
11483,NaN,7,105,52,NaN,100,32,55,NaN,NaN,12,51,75
11484,NaN,,,,NaN,,,,NaN,NaN,,,
11485,NaN,7,105,52,NaN,100,32,55,NaN,NaN,12,51,75
11486,NaN,,,,NaN,,,,NaN,NaN,,,
11487,NaN,7,105,52,NaN,100,31,54,NaN,NaN,12,51,75
11488,NaN,,,,NaN,,,,NaN,NaN,,,
11489,NaN,7,104,52,NaN,100,31,54,NaN,NaN,12,51,74
11490,NaN,,,,NaN,,,,NaN,NaN,,,
11491,NaN,6,105,52,NaN,100,31,54,NaN,NaN,12,51,74
11492,NaN,,,,NaN,,,,NaN,NaN,,,
11493,NaN,6,103,52,NaN,100,32,53,NaN,NaN,12,51,74
11494,NaN,,,,NaN,,,,NaN,NaN,,,
11495,NaN,6,103,51,NaN,100,32,53,NaN,NaN,12,51,74
11496,NaN,,,,NaN,,,,NaN,NaN,,,
11497,NaN,6,104,51,NaN,100,32,53,NaN,NaN,12,51,74
11498,NaN,,,,NaN,,,,NaN,NaN,,,
11499,NaN,7,102,51,NaN,100,32,53,NaN,NaN,12,51,73
11500,NaN,,,,NaN,,,,NaN,NaN,,,
11501,NaN,7,104,51,NaN,100,32,53,NaN,NaN,12,51,73
11502,NaN,,,,NaN,,,,NaN,NaN,,,
11503,NaN,7,103,52,NaN,100,32,53,NaN,NaN,12,51,73
11504,NaN,,,,NaN,,,,NaN,NaN,,,
11505,NaN,7,102,51,NaN,100,32,53,NaN,NaN,12,51,72
11506,NaN,,,,NaN,,,,NaN,NaN,,,
11507,NaN,7,104,52,NaN,100,32,53,NaN,NaN,12,51,73
11508,NaN,,,,NaN,,,,NaN,NaN,,,
11509,NaN,7,103,52,NaN,100,32,53,NaN,NaN,12,51,73
11510,NaN,,,,NaN,,,,NaN,NaN,,,
11511,NaN,7,104,52,NaN,100,32,53,NaN,NaN,12,51,73
11512,NaN,,,,NaN,,,,NaN,NaN,,,
11513,NaN,7,103,52,NaN,100,31,53,NaN,NaN,12,51,73
11514,NaN,,,,NaN,,,,NaN,NaN,,,
11515,NaN,7,104,51,NaN,100,31,54,NaN,NaN,12,51,73
11516,NaN,,,,NaN,,,,NaN,NaN,,,
11517,NaN,7,105,51,NaN,100,31,54,NaN,NaN,12,51,74
11518,NaN,,,,NaN,,,,NaN,NaN,,,
11519,NaN,7,104,51,NaN,100,32,54,NaN,NaN,12,51,74
11520,NaN,,,,NaN,,,,NaN,NaN,,,
11521,NaN,7,106,51,NaN,100,32,55,NaN,NaN,12,51,75
11522,NaN,,,,NaN,,,,NaN,NaN,,,
11523,NaN,7,105,51,NaN,100,32,55,NaN,NaN,12,51,75
11524,NaN,,,,NaN,,,,NaN,NaN,,,
11525,NaN,7,105,51,NaN,100,32,55,NaN,NaN,12,51,75
11526,NaN,,,,NaN,,,,NaN,NaN,,,
11527,NaN,7,107,51,NaN,100,32,55,NaN,NaN,12,51,76
11528,NaN,,,,NaN,,,,NaN,NaN,,,
11529,NaN,7,106,51,NaN,100,32,55,NaN,NaN,12,51,75
11530,NaN,,,,NaN,,,,NaN,NaN,,,
11531,NaN,7,106,51,NaN,100,32,55,NaN,NaN,12,51,75
11532,NaN,,,,NaN,,,,NaN,NaN,,,
11533,NaN,7,106,51,NaN,100,32,55,NaN,NaN,12,51,75
11534,NaN,,,,NaN,,,,NaN,NaN,,,
11535,NaN,7,106,51,NaN,100,32,55,NaN,NaN,12,51,75
11536,NaN,,,,NaN,,,,NaN,NaN,,,
11537,NaN,7,107,51,NaN,100,32,55,NaN,NaN,12,51,76
11538,NaN,,,,NaN,,,,NaN,NaN,,,
11539,NaN,7,106,51,NaN,100,32,55,NaN,NaN,12,51,75
11540,NaN,,,,NaN,,,,NaN,NaN,,,
11541,NaN,7,108,51,NaN,100,32,56,NaN,NaN,12,51,76
11542,NaN,,,,NaN,,,,NaN,NaN,,,
11543,NaN,7,105,51,NaN,100,32,55,NaN,NaN,12,51,75
11544,NaN,,,,NaN,,,,NaN,NaN,,,
11545,NaN,7,106,51,NaN,100,32,55,NaN,NaN,12,51,75
11546,NaN,,,,NaN,,,,NaN,NaN,,,
11547,NaN,7,107,51,NaN,100,32,55,NaN,NaN,12,51,76
11548,NaN,,,,NaN,,,,NaN,NaN,,,
11549,NaN,7,106,51,NaN,100,31,54,NaN,NaN,12,50,75
11550,NaN,,,,NaN,,,,NaN,NaN,,,
11551,NaN,7,106,51,NaN,100,31,54,NaN,NaN,12,50,75
11552,NaN,,,,NaN,,,,NaN,NaN,,,
11553,NaN,7,105,51,NaN,100,31,53,NaN,NaN,12,50,74
11554,NaN,,,,NaN,,,,NaN,NaN,,,
11555,NaN,7,104,51,NaN,100,32,54,NaN,NaN,12,50,74
11556,NaN,,,,NaN,,,,NaN,NaN,,,
11557,NaN,7,105,51,NaN,100,32,54,NaN,NaN,12,50,74
11558,NaN,,,,NaN,,,,NaN,NaN,,,
11559,NaN,7,103,51,NaN,100,32,53,NaN,NaN,12,50,74
11560,NaN,,,,NaN,,,,NaN,NaN,,,
11561,NaN,7,105,51,NaN,100,32,54,NaN,NaN,12,50,74
11562,NaN,,,,NaN,,,,NaN,NaN,,,
11563,NaN,7,105,51,NaN,100,32,54,NaN,NaN,12,50,74
11564,NaN,,,,NaN,,,,NaN,NaN,,,
11565,NaN,7,104,51,NaN,100,32,54,NaN,NaN,12,50,73
11566,NaN,,,,NaN,,,,NaN,NaN,,,
11567,NaN,7,106,51,NaN,100,32,54,NaN,NaN,12,50,74
11568,NaN,,,,NaN,,,,NaN,NaN,,,
11569,NaN,7,104,51,NaN,100,32,54,NaN,NaN,12,50,73
11570,NaN,,,,NaN,,,,NaN,NaN,,,
11571,NaN,7,105,51,NaN,100,32,54,NaN,NaN,12,50,74
11572,NaN,,,,NaN,,,,NaN,NaN,,,
11573,NaN,7,105,51,NaN,100,32,54,NaN,NaN,12,50,74
11574,NaN,,,,NaN,,,,NaN,NaN,,,
11575,NaN,7,105,51,NaN,100,32,55,NaN,NaN,12,51,74
11576,NaN,,,,NaN,,,,NaN,NaN,,,
11577,NaN,7,106,51,NaN,100,32,55,NaN,NaN,12,51,75
11578,NaN,,,,NaN,,,,NaN,NaN,,,
11579,NaN,7,105,51,NaN,100,32,55,NaN,NaN,12,51,75
11580,NaN,,,,NaN,,,,NaN,NaN,,,
11581,NaN,7,108,51,NaN,100,32,56,NaN,NaN,12,51,76
11582,NaN,,,,NaN,,,,NaN,NaN,,,
11583,NaN,7,107,51,NaN,100,32,56,NaN,NaN,12,51,76
11584,NaN,,,,NaN,,,,NaN,NaN,,,
11585,NaN,6,108,52,NaN,100,32,57,NaN,NaN,12,51,76
11586,NaN,,,,NaN,,,,NaN,NaN,,,
11587,NaN,6,110,52,NaN,100,31,57,NaN,NaN,12,51,78
11588,NaN,,,,NaN,,,,NaN,NaN,,,
11589,NaN,7,108,52,NaN,100,31,58,NaN,NaN,12,51,77
11590,NaN,,,,NaN,,,,NaN,NaN,,,
11591,NaN,7,111,52,NaN,100,31,58,NaN,NaN,12,51,78
11592,NaN,,,,NaN,,,,NaN,NaN,,,
11593,NaN,7,110,52,NaN,100,31,57,NaN,NaN,12,51,78
11594,NaN,,,,NaN,,,,NaN,NaN,,,
11595,NaN,7,110,52,NaN,100,31,58,NaN,NaN,12,51,78
11596,NaN,,,,NaN,,,,NaN,NaN,,,
11597,NaN,7,112,52,NaN,100,31,58,NaN,NaN,12,51,79
11598,NaN,,,,NaN,,,,NaN,NaN,,,
11599,NaN,7,110,52,NaN,100,31,57,NaN,NaN,12,51,79
11600,NaN,,,,NaN,,,,NaN,NaN,,,
11601,NaN,7,111,52,NaN,100,32,58,NaN,NaN,12,51,79
11602,NaN,,,,NaN,,,,NaN,NaN,,,
11603,NaN,7,110,52,NaN,100,32,57,NaN,NaN,12,51,78
11604,NaN,,,,NaN,,,,NaN,NaN,,,
11605,NaN,7,110,52,NaN,100,32,58,NaN,NaN,12,51,79
11606,NaN,,,,NaN,,,,NaN,NaN,,,
11607,NaN,7,111,52,NaN,100,32,57,NaN,NaN,12,52,79
11608,NaN,,,,NaN,,,,NaN,NaN,,,
11609,NaN,7,109,52,NaN,100,32,57,NaN,NaN,12,52,78
11610,NaN,,,,NaN,,,,NaN,NaN,,,
11611,NaN,7,111,52,NaN,100,32,57,NaN,NaN,12,52,78
11612,NaN,,,,NaN,,,,NaN,NaN,,,
11613,NaN,7,109,52,NaN,100,32,56,NaN,NaN,12,52,78
11614,NaN,,,,NaN,,,,NaN,NaN,,,
11615,NaN,7,109,52,NaN,100,32,57,NaN,NaN,12,51,78
11616,NaN,,,,NaN,,,,NaN,NaN,,,
11617,NaN,7,111,52,NaN,100,32,57,NaN,NaN,12,51,78
11618,NaN,,,,NaN,,,,NaN,NaN,,,
11619,NaN,7,109,52,NaN,100,32,57,NaN,NaN,12,52,78
11620,NaN,,,,NaN,,,,NaN,NaN,,,
11621,NaN,7,112,52,NaN,100,32,58,NaN,NaN,12,52,79
11622,NaN,,,,NaN,,,,NaN,NaN,,,
11623,NaN,7,111,52,NaN,100,32,57,NaN,NaN,12,52,79
11624,NaN,,,,NaN,,,,NaN,NaN,,,
11625,NaN,7,110,53,NaN,100,32,58,NaN,NaN,12,52,79
11626,NaN,,,,NaN,,,,NaN,NaN,,,
11627,NaN,7,112,53,NaN,100,31,58,NaN,NaN,12,52,79
11628,NaN,,,,NaN,,,,NaN,NaN,,,
11629,NaN,7,111,53,NaN,100,31,58,NaN,NaN,12,53,79
11630,NaN,,,,NaN,,,,NaN,NaN,,,
11631,NaN,7,113,53,NaN,100,31,59,NaN,NaN,12,53,80
11632,NaN,,,,NaN,,,,NaN,NaN,,,
11633,NaN,7,112,54,NaN,100,32,58,NaN,NaN,12,53,80
11634,NaN,,,,NaN,,,,NaN,NaN,,,
11635,NaN,7,113,54,NaN,100,32,59,NaN,NaN,12,53,81
11636,NaN,,,,NaN,,,,NaN,NaN,,,
11637,NaN,7,114,54,NaN,100,32,60,NaN,NaN,12,53,81
11638,NaN,,,,NaN,,,,NaN,NaN,,,
11639,NaN,7,114,54,NaN,100,32,60,NaN,NaN,12,54,81
11640,NaN,,,,NaN,,,,NaN,NaN,,,
11641,NaN,7,116,54,NaN,100,32,60,NaN,NaN,12,54,82
11642,NaN,,,,NaN,,,,NaN,NaN,,,
11643,NaN,7,115,54,NaN,100,32,60,NaN,NaN,12,54,82
11644,NaN,,,,NaN,,,,NaN,NaN,,,
11645,NaN,7,115,54,NaN,100,32,60,NaN,NaN,12,54,82
11646,NaN,,,,NaN,,,,NaN,NaN,,,
11647,NaN,7,116,54,NaN,100,32,60,NaN,NaN,12,54,83
11648,NaN,,,,NaN,,,,NaN,NaN,,,
11649,NaN,7,114,54,NaN,100,32,60,NaN,NaN,12,54,82
11650,NaN,,,,NaN,,,,NaN,NaN,,,
11651,NaN,7,116,54,NaN,100,32,60,NaN,NaN,12,54,82
11652,NaN,,,,NaN,,,,NaN,NaN,,,
11653,NaN,7,115,54,NaN,100,32,59,NaN,NaN,12,54,82
11654,NaN,,,,NaN,,,,NaN,NaN,,,
11655,NaN,7,114,54,NaN,100,32,60,NaN,NaN,12,54,82
11656,NaN,,,,NaN,,,,NaN,NaN,,,
11657,NaN,7,115,54,NaN,100,32,59,NaN,NaN,12,54,82
11658,NaN,,,,NaN,,,,NaN,NaN,,,
11659,NaN,7,112,54,NaN,100,32,59,NaN,NaN,12,54,81
11660,NaN,,,,NaN,,,,NaN,NaN,,,
11661,NaN,7,114,54,NaN,100,32,59,NaN,NaN,12,54,81
11662,NaN,,,,NaN,,,,NaN,NaN,,,
11663,NaN,7,113,54,NaN,100,32,58,NaN,NaN,12,54,81
11664,NaN,,,,NaN,,,,NaN,NaN,,,
11665,NaN,7,112,54,NaN,100,32,58,NaN,NaN,12,53,80
11666,NaN,,,,NaN,,,,NaN,NaN,,,
11667,NaN,7,113,54,NaN,100,32,58,NaN,NaN,12,53,80
11668,NaN,,,,NaN,,,,NaN,NaN,,,
11669,NaN,7,110,54,NaN,100,32,57,NaN,NaN,12,53,79
11670,NaN,,,,NaN,,,,NaN,NaN,,,
11671,NaN,7,113,54,NaN,100,32,58,NaN,NaN,12,53,80
11672,NaN,,,,NaN,,,,NaN,NaN,,,
11673,NaN,7,112,54,NaN,100,32,58,NaN,NaN,12,54,80
11674,NaN,,,,NaN,,,,NaN,NaN,,,
11675,NaN,7,111,54,NaN,100,32,58,NaN,NaN,12,54,80
11676,NaN,,,,NaN,,,,NaN,NaN,,,
11677,NaN,7,113,54,NaN,100,33,58,NaN,NaN,12,54,80
11678,NaN,,,,NaN,,,,NaN,NaN,,,
11679,NaN,7,111,54,NaN,100,33,58,NaN,NaN,12,54,79
11680,NaN,,,,NaN,,,,NaN,NaN,,,
11681,NaN,7,113,54,NaN,100,33,58,NaN,NaN,12,54,80
11682,NaN,,,,NaN,,,,NaN,NaN,,,
11683,NaN,7,112,54,NaN,100,33,58,NaN,NaN,12,54,80
11684,NaN,,,,NaN,,,,NaN,NaN,,,
11685,NaN,7,112,54,NaN,100,32,58,NaN,NaN,12,54,80
11686,NaN,,,,NaN,,,,NaN,NaN,,,
11687,NaN,7,114,54,NaN,100,32,58,NaN,NaN,12,54,81
11688,NaN,,,,NaN,,,,NaN,NaN,,,
11689,NaN,7,112,55,NaN,100,32,59,NaN,NaN,12,54,80
11690,NaN,,,,NaN,,,,NaN,NaN,,,
11691,NaN,7,115,55,NaN,100,32,60,NaN,NaN,12,54,81
11692,NaN,,,,NaN,,,,NaN,NaN,,,
11693,NaN,7,114,55,NaN,100,32,59,NaN,NaN,12,54,81
11694,NaN,,,,NaN,,,,NaN,NaN,,,
11695,NaN,7,114,55,NaN,100,32,60,NaN,NaN,12,54,82
11696,NaN,,,,NaN,,,,NaN,NaN,,,
11697,NaN,7,117,55,NaN,100,32,61,NaN,NaN,12,54,83
11698,NaN,,,,NaN,,,,NaN,NaN,,,
11699,NaN,7,114,55,NaN,100,32,60,NaN,NaN,12,54,82
11700,NaN,,,,NaN,,,,NaN,NaN,,,
11701,NaN,7,116,55,NaN,100,32,61,NaN,NaN,12,55,83
11702,NaN,,,,NaN,,,,NaN,NaN,,,
11703,NaN,7,115,55,NaN,100,31,60,NaN,NaN,12,55,82
11704,NaN,,,,NaN,,,,NaN,NaN,,,
11705,NaN,7,115,55,NaN,100,31,60,NaN,NaN,12,55,82
11706,NaN,,,,NaN,,,,NaN,NaN,,,
11707,NaN,7,114,56,NaN,100,31,59,NaN,NaN,12,55,82
11708,NaN,,,,NaN,,,,NaN,NaN,,,
11709,NaN,7,113,56,NaN,100,32,59,NaN,NaN,12,55,81
11710,NaN,,,,NaN,,,,NaN,NaN,,,
11711,NaN,7,114,56,NaN,100,32,59,NaN,NaN,12,55,82
11712,NaN,,,,NaN,,,,NaN,NaN,,,
11713,NaN,7,112,56,NaN,100,32,58,NaN,NaN,12,55,81
11714,NaN,,,,NaN,,,,NaN,NaN,,,
11715,NaN,7,112,56,NaN,100,32,58,NaN,NaN,12,55,80
11716,NaN,,,,NaN,,,,NaN,NaN,,,
11717,NaN,7,112,56,NaN,100,32,57,NaN,NaN,12,55,80
11718,NaN,,,,NaN,,,,NaN,NaN,,,
11719,NaN,7,110,56,NaN,100,32,57,NaN,NaN,12,55,79
11720,NaN,,,,NaN,,,,NaN,NaN,,,
11721,NaN,7,111,56,NaN,100,32,57,NaN,NaN,12,55,79
11722,NaN,,,,NaN,,,,NaN,NaN,,,
11723,NaN,7,110,56,NaN,100,32,56,NaN,NaN,12,55,78
11724,NaN,,,,NaN,,,,NaN,NaN,,,
11725,NaN,7,109,56,NaN,100,32,57,NaN,NaN,12,55,78
11726,NaN,,,,NaN,,,,NaN,NaN,,,
11727,NaN,7,110,56,NaN,100,32,56,NaN,NaN,12,55,78
11728,NaN,,,,NaN,,,,NaN,NaN,,,
11729,NaN,7,108,56,NaN,100,33,56,NaN,NaN,12,55,77
11730,NaN,,,,NaN,,,,NaN,NaN,,,
11731,NaN,7,110,56,NaN,100,33,56,NaN,NaN,12,55,77
11732,NaN,,,,NaN,,,,NaN,NaN,,,
11733,NaN,7,107,56,NaN,100,33,55,NaN,NaN,12,55,76
11734,NaN,,,,NaN,,,,NaN,NaN,,,
11735,NaN,7,107,56,NaN,100,33,55,NaN,NaN,12,55,76
11736,NaN,,,,NaN,,,,NaN,NaN,,,
11737,NaN,7,109,56,NaN,100,33,56,NaN,NaN,12,55,77
11738,NaN,,,,NaN,,,,NaN,NaN,,,
11739,NaN,7,107,56,NaN,100,33,55,NaN,NaN,12,55,76
11740,NaN,,,,NaN,,,,NaN,NaN,,,
11741,NaN,7,109,56,NaN,100,32,56,NaN,NaN,12,55,77
11742,NaN,,,,NaN,,,,NaN,NaN,,,
11743,NaN,7,107,56,NaN,100,32,55,NaN,NaN,12,55,76
11744,NaN,,,,NaN,,,,NaN,NaN,,,
11745,NaN,7,108,56,NaN,100,32,56,NaN,NaN,12,55,76
11746,NaN,,,,NaN,,,,NaN,NaN,,,
11747,NaN,7,108,55,NaN,100,33,55,NaN,NaN,12,55,76
11748,NaN,,,,NaN,,,,NaN,NaN,,,
11749,NaN,7,107,55,NaN,100,33,55,NaN,NaN,12,55,76
11750,NaN,,,,NaN,,,,NaN,NaN,,,
11751,NaN,7,109,55,NaN,100,33,56,NaN,NaN,12,55,77
11752,NaN,,,,NaN,,,,NaN,NaN,,,
11753,NaN,7,108,55,NaN,100,33,56,NaN,NaN,12,55,77
11754,NaN,,,,NaN,,,,NaN,NaN,,,
11755,NaN,7,108,55,NaN,100,33,57,NaN,NaN,12,55,77
11756,NaN,,,,NaN,,,,NaN,NaN,,,
11757,NaN,7,109,55,NaN,100,33,56,NaN,NaN,12,55,77
11758,NaN,,,,NaN,,,,NaN,NaN,,,
11759,NaN,7,108,55,NaN,100,32,56,NaN,NaN,12,55,77
11760,NaN,,,,NaN,,,,NaN,NaN,,,
11761,NaN,7,109,55,NaN,100,32,56,NaN,NaN,12,55,77
11762,NaN,,,,NaN,,,,NaN,NaN,,,
11763,NaN,7,108,55,NaN,100,32,55,NaN,NaN,12,55,77
11764,NaN,,,,NaN,,,,NaN,NaN,,,
11765,NaN,7,108,55,NaN,100,32,56,NaN,NaN,12,55,77
11766,NaN,,,,NaN,,,,NaN,NaN,,,
11767,NaN,7,109,55,NaN,100,32,56,NaN,NaN,12,55,77
11768,NaN,,,,NaN,,,,NaN,NaN,,,
11769,NaN,7,107,55,NaN,100,32,55,NaN,NaN,12,55,76
11770,NaN,,,,NaN,,,,NaN,NaN,,,
11771,NaN,7,108,55,NaN,100,32,55,NaN,NaN,12,55,76
11772,NaN,,,,NaN,,,,NaN,NaN,,,
11773,NaN,7,107,55,NaN,100,32,55,NaN,NaN,12,55,76
11774,NaN,,,,NaN,,,,NaN,NaN,,,
11775,NaN,7,106,55,NaN,100,32,55,NaN,NaN,12,55,75
11776,NaN,,,,NaN,,,,NaN,NaN,,,
11777,NaN,7,107,55,NaN,100,32,54,NaN,NaN,12,55,75
11778,NaN,,,,NaN,,,,NaN,NaN,,,
11779,NaN,7,104,55,NaN,100,33,53,NaN,NaN,12,55,74
11780,NaN,,,,NaN,,,,NaN,NaN,,,
11781,NaN,7,106,55,NaN,100,33,54,NaN,NaN,12,55,75
11782,NaN,,,,NaN,,,,NaN,NaN,,,
11783,NaN,7,104,55,NaN,100,33,53,NaN,NaN,12,55,74
11784,NaN,,,,NaN,,,,NaN,NaN,,,
11785,NaN,7,104,55,NaN,100,32,54,NaN,NaN,12,55,74
11786,NaN,,,,NaN,,,,NaN,NaN,,,
11787,NaN,7,107,55,NaN,100,32,54,NaN,NaN,12,55,75
11788,NaN,,,,NaN,,,,NaN,NaN,,,
11789,NaN,7,104,55,NaN,100,32,54,NaN,NaN,12,55,74
11790,NaN,,,,NaN,,,,NaN,NaN,,,
11791,NaN,7,106,55,NaN,100,32,54,NaN,NaN,12,55,75
11792,NaN,,,,NaN,,,,NaN,NaN,,,
11793,NaN,7,104,55,NaN,100,32,53,NaN,NaN,12,55,74
11794,NaN,,,,NaN,,,,NaN,NaN,,,
11795,NaN,7,105,55,NaN,100,32,54,NaN,NaN,12,55,74
11796,NaN,,,,NaN,,,,NaN,NaN,,,
11797,NaN,7,105,55,NaN,100,32,54,NaN,NaN,12,55,74
11798,NaN,,,,NaN,,,,NaN,NaN,,,
11799,NaN,7,103,55,NaN,100,32,53,NaN,NaN,12,55,73
11800,NaN,,,,NaN,,,,NaN,NaN,,,
11801,NaN,7,105,55,NaN,100,32,54,NaN,NaN,12,55,74
11802,NaN,,,,NaN,,,,NaN,NaN,,,
11803,NaN,7,103,55,NaN,100,32,53,NaN,NaN,12,55,73
11804,NaN,,,,NaN,,,,NaN,NaN,,,
11805,NaN,7,103,56,NaN,100,32,53,NaN,NaN,12,55,73
11806,NaN,,,,NaN,,,,NaN,NaN,,,
11807,NaN,7,104,56,NaN,100,32,53,NaN,NaN,12,55,73
11808,NaN,,,,NaN,,,,NaN,NaN,,,
11809,NaN,7,103,56,NaN,100,32,53,NaN,NaN,12,55,73
11810,NaN,,,,NaN,,,,NaN,NaN,,,
11811,NaN,7,104,56,NaN,100,32,54,NaN,NaN,12,55,73
11812,NaN,,,,NaN,,,,NaN,NaN,,,
11813,NaN,7,104,56,NaN,100,32,54,NaN,NaN,12,55,74
11814,NaN,,,,NaN,,,,NaN,NaN,,,
11815,NaN,6,104,56,NaN,100,32,54,NaN,NaN,12,55,73
11816,NaN,,,,NaN,,,,NaN,NaN,,,
11817,NaN,6,105,56,NaN,100,32,54,NaN,NaN,12,55,74
11818,NaN,,,,NaN,,,,NaN,NaN,,,
11819,NaN,7,103,56,NaN,100,32,54,NaN,NaN,12,55,73
11820,NaN,,,,NaN,,,,NaN,NaN,,,
11821,NaN,7,106,56,NaN,100,32,55,NaN,NaN,12,55,74
11822,NaN,,,,NaN,,,,NaN,NaN,,,
11823,NaN,7,104,56,NaN,100,32,54,NaN,NaN,12,55,74
11824,NaN,,,,NaN,,,,NaN,NaN,,,
11825,NaN,7,105,56,NaN,100,32,54,NaN,NaN,12,55,74
11826,NaN,,,,NaN,,,,NaN,NaN,,,
11827,NaN,7,106,56,NaN,100,32,54,NaN,NaN,12,55,75
11828,NaN,,,,NaN,,,,NaN,NaN,,,
11829,NaN,7,103,56,NaN,100,33,53,NaN,NaN,12,55,73
11830,NaN,,,,NaN,,,,NaN,NaN,,,
11831,NaN,7,105,56,NaN,100,33,54,NaN,NaN,12,55,74
11832,NaN,,,,NaN,,,,NaN,NaN,,,
11833,NaN,7,103,56,NaN,100,33,53,NaN,NaN,12,55,73
