time,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ART,Solar8000/ART_DBP,Solar8000/HR,SNUADC/ECG_V5,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,SNUADC/CVP,Solar8000/CVP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/PLETH_HR
16728,,,NaN,,,NaN,,,NaN,,NaN,,
16729,79,34,NaN,66,88,NaN,123,98,NaN,-42,NaN,15,88
16730,,,NaN,,,NaN,,,NaN,,NaN,,
16731,80,34,NaN,68,87,NaN,129,98,NaN,-42,NaN,15,88
16732,,,NaN,,,NaN,,,NaN,,NaN,,
16733,80,34,NaN,67,88,NaN,124,98,NaN,-42,NaN,15,88
16734,,,NaN,,,NaN,,,NaN,,NaN,,
16735,80,34,NaN,67,88,NaN,128,98,NaN,-42,NaN,15,88
16736,,,NaN,,,NaN,,,NaN,,NaN,,
16737,81,34,NaN,68,88,NaN,127,98,NaN,-42,NaN,15,88
16738,,,NaN,,,NaN,,,NaN,,NaN,,
16739,81,34,NaN,67,88,NaN,129,98,NaN,-42,NaN,15,89
16740,,,NaN,,,NaN,,,NaN,,NaN,,
16741,81,34,NaN,68,88,NaN,126,98,NaN,-42,NaN,15,89
16742,,,NaN,,,NaN,,,NaN,,NaN,,
16743,80,35,NaN,67,88,NaN,129,98,NaN,-42,NaN,15,89
16744,,,NaN,,,NaN,,,NaN,,NaN,,
16745,80,35,NaN,67,88,NaN,126,98,NaN,-42,NaN,15,89
16746,,,NaN,,,NaN,,,NaN,,NaN,,
16747,80,35,NaN,67,88,NaN,129,98,NaN,-42,NaN,15,89
16748,,,NaN,,,NaN,,,NaN,,NaN,,
16749,80,35,NaN,67,88,NaN,125,98,NaN,-42,NaN,15,88
16750,,,NaN,,,NaN,,,NaN,,NaN,,
16751,80,35,NaN,67,88,NaN,129,98,NaN,-42,NaN,15,88
16752,,,NaN,,,NaN,,,NaN,,NaN,,
16753,80,35,NaN,67,88,NaN,125,98,NaN,-42,NaN,15,88
16754,,,NaN,,,NaN,,,NaN,,NaN,,
16755,80,35,NaN,68,88,NaN,129,98,NaN,-42,NaN,15,88
16756,,,NaN,,,NaN,,,NaN,,NaN,,
16757,80,35,NaN,67,88,NaN,125,98,NaN,-42,NaN,15,88
16758,,,NaN,,,NaN,,,NaN,,NaN,,
16759,81,34,NaN,68,88,NaN,129,98,NaN,-42,NaN,15,88
16760,,,NaN,,,NaN,,,NaN,,NaN,,
16761,80,34,NaN,67,88,NaN,125,98,NaN,-42,NaN,15,88
16762,,,NaN,,,NaN,,,NaN,,NaN,,
16763,81,34,NaN,68,88,NaN,130,98,NaN,-42,NaN,15,89
16764,,,NaN,,,NaN,,,NaN,,NaN,,
16765,81,34,NaN,67,88,NaN,126,98,NaN,-42,NaN,15,89
16766,,,NaN,,,NaN,,,NaN,,NaN,,
16767,81,34,NaN,69,88,NaN,131,98,NaN,-42,NaN,15,89
16768,,,NaN,,,NaN,,,NaN,,NaN,,
16769,81,34,NaN,68,88,NaN,126,98,NaN,-42,NaN,15,89
16770,,,NaN,,,NaN,,,NaN,,NaN,,
16771,82,34,NaN,69,88,NaN,132,98,NaN,-42,NaN,15,89
16772,,,NaN,,,NaN,,,NaN,,NaN,,
16773,81,34,NaN,67,88,NaN,126,98,NaN,-42,NaN,15,89
16774,,,NaN,,,NaN,,,NaN,,NaN,,
16775,82,34,NaN,69,88,NaN,133,98,NaN,-42,NaN,15,89
16776,,,NaN,,,NaN,,,NaN,,NaN,,
16777,82,34,NaN,69,88,NaN,130,98,NaN,-42,NaN,15,89
16778,,,NaN,,,NaN,,,NaN,,NaN,,
16779,81,34,NaN,67,88,NaN,130,98,NaN,-42,NaN,15,89
16780,,,NaN,,,NaN,,,NaN,,NaN,,
16781,82,35,NaN,69,88,NaN,129,98,NaN,-42,NaN,15,89
16782,,,NaN,,,NaN,,,NaN,,NaN,,
16783,81,35,NaN,68,88,NaN,130,98,NaN,-42,NaN,15,88
16784,,,NaN,,,NaN,,,NaN,,NaN,,
16785,82,35,NaN,69,88,NaN,129,98,NaN,-42,NaN,15,88
16786,,,NaN,,,NaN,,,NaN,,NaN,,
16787,82,35,NaN,69,88,NaN,131,98,NaN,-42,NaN,15,88
16788,,,NaN,,,NaN,,,NaN,,NaN,,
16789,83,35,NaN,70,88,NaN,130,98,NaN,-42,NaN,15,88
16790,,,NaN,,,NaN,,,NaN,,NaN,,
16791,82,35,NaN,69,88,NaN,132,98,NaN,-42,NaN,15,89
16792,,,NaN,,,NaN,,,NaN,,NaN,,
16793,82,35,NaN,69,88,NaN,128,98,NaN,-42,NaN,15,89
16794,,,NaN,,,NaN,,,NaN,,NaN,,
16795,82,35,NaN,68,88,NaN,131,98,NaN,-42,NaN,15,89
16796,,,NaN,,,NaN,,,NaN,,NaN,,
16797,82,35,NaN,68,88,NaN,128,98,NaN,-42,NaN,15,89
16798,,,NaN,,,NaN,,,NaN,,NaN,,
16799,82,35,NaN,69,88,NaN,131,98,NaN,-42,NaN,15,88
16800,,,NaN,,,NaN,,,NaN,,NaN,,
16801,81,35,NaN,68,88,NaN,127,98,NaN,-42,NaN,15,88
16802,,,NaN,,,NaN,,,NaN,,NaN,,
16803,81,34,NaN,68,88,NaN,131,98,NaN,-42,NaN,15,88
16804,,,NaN,,,NaN,,,NaN,,NaN,,
16805,81,34,NaN,68,88,NaN,127,98,NaN,-42,NaN,15,88
16806,,,NaN,,,NaN,,,NaN,,NaN,,
16807,82,34,NaN,69,88,NaN,131,98,NaN,-42,NaN,15,88
16808,,,NaN,,,NaN,,,NaN,,NaN,,
16809,81,34,NaN,68,88,NaN,127,98,NaN,-42,NaN,15,88
16810,,,NaN,,,NaN,,,NaN,,NaN,,
16811,82,34,NaN,69,88,NaN,132,98,NaN,-42,NaN,15,89
16812,,,NaN,,,NaN,,,NaN,,NaN,,
16813,82,34,NaN,68,88,NaN,128,98,NaN,-42,NaN,15,89
16814,,,NaN,,,NaN,,,NaN,,NaN,,
16815,82,34,NaN,68,88,NaN,131,98,NaN,-42,NaN,15,89
16816,,,NaN,,,NaN,,,NaN,,NaN,,
16817,83,35,NaN,70,88,NaN,131,98,NaN,-42,NaN,15,89
16818,,,NaN,,,NaN,,,NaN,,NaN,,
16819,83,35,NaN,69,88,NaN,132,98,NaN,-42,NaN,15,89
16820,,,NaN,,,NaN,,,NaN,,NaN,,
16821,83,35,NaN,70,88,NaN,131,98,NaN,-42,NaN,15,88
16822,,,NaN,,,NaN,,,NaN,,NaN,,
16823,83,35,NaN,69,88,NaN,133,98,NaN,-42,NaN,15,88
16824,,,NaN,,,NaN,,,NaN,,NaN,,
16825,83,35,NaN,69,88,NaN,130,98,NaN,-42,NaN,15,88
16826,,,NaN,,,NaN,,,NaN,,NaN,,
16827,83,35,NaN,69,88,NaN,132,98,NaN,-42,NaN,15,88
16828,,,NaN,,,NaN,,,NaN,,NaN,,
16829,83,35,NaN,69,88,NaN,129,98,NaN,-42,NaN,15,89
16830,,,NaN,,,NaN,,,NaN,,NaN,,
16831,83,35,NaN,70,88,NaN,133,98,NaN,-42,NaN,15,89
16832,,,NaN,,,NaN,,,NaN,,NaN,,
16833,83,35,NaN,70,88,NaN,130,98,NaN,-42,NaN,15,89
16834,,,NaN,,,NaN,,,NaN,,NaN,,
16835,83,35,NaN,70,88,NaN,133,98,NaN,-42,NaN,15,89
16836,,,NaN,,,NaN,,,NaN,,NaN,,
16837,83,35,NaN,69,88,NaN,129,98,NaN,-42,NaN,15,89
16838,,,NaN,,,NaN,,,NaN,,NaN,,
16839,83,35,NaN,70,88,NaN,134,98,NaN,-42,NaN,15,89
16840,,,NaN,,,NaN,,,NaN,,NaN,,
16841,83,35,NaN,70,89,NaN,130,98,NaN,-42,NaN,15,89
16842,,,NaN,,,NaN,,,NaN,,NaN,,
16843,84,35,NaN,71,89,NaN,135,98,NaN,-42,NaN,15,89
16844,,,NaN,,,NaN,,,NaN,,NaN,,
16845,84,35,NaN,70,89,NaN,130,98,NaN,-42,NaN,15,89
16846,,,NaN,,,NaN,,,NaN,,NaN,,
16847,84,34,NaN,70,88,NaN,134,98,NaN,-42,NaN,15,89
16848,,,NaN,,,NaN,,,NaN,,NaN,,
16849,83,34,NaN,69,88,NaN,128,98,NaN,-42,NaN,15,89
16850,,,NaN,,,NaN,,,NaN,,NaN,,
16851,83,34,NaN,69,88,NaN,133,98,NaN,-42,NaN,15,89
16852,,,NaN,,,NaN,,,NaN,,NaN,,
16853,82,34,NaN,68,88,NaN,127,98,NaN,-42,NaN,15,88
16854,,,NaN,,,NaN,,,NaN,,NaN,,
16855,82,34,NaN,69,88,NaN,133,98,NaN,-42,NaN,15,88
16856,,,NaN,,,NaN,,,NaN,,NaN,,
16857,82,34,NaN,69,88,NaN,130,98,NaN,-42,NaN,15,88
16858,,,NaN,,,NaN,,,NaN,,NaN,,
16859,81,34,NaN,67,87,NaN,129,98,NaN,-42,NaN,15,88
16860,,,NaN,,,NaN,,,NaN,,NaN,,
16861,79,34,NaN,65,86,NaN,124,98,NaN,-43,NaN,15,87
16862,,,NaN,,,NaN,,,NaN,,NaN,,
16863,77,35,NaN,63,85,NaN,122,97,NaN,-43,NaN,15,86
16864,,,NaN,,,NaN,,,NaN,,NaN,,
16865,76,35,NaN,62,86,NaN,117,97,NaN,-43,NaN,15,86
16866,,,NaN,,,NaN,,,NaN,,NaN,,
16867,74,35,NaN,61,86,NaN,117,97,NaN,-43,NaN,15,86
16868,,,NaN,,,NaN,,,NaN,,NaN,,
16869,73,35,NaN,60,85,NaN,115,97,NaN,-43,NaN,15,85
16870,,,NaN,,,NaN,,,NaN,,NaN,,
16871,71,35,NaN,58,84,NaN,112,97,NaN,-43,NaN,15,85
16872,,,NaN,,,NaN,,,NaN,,NaN,,
16873,71,35,NaN,58,84,NaN,110,97,NaN,-43,NaN,15,85
16874,,,NaN,,,NaN,,,NaN,,NaN,,
16875,71,35,NaN,58,85,NaN,111,97,NaN,-43,NaN,15,85
16876,,,NaN,,,NaN,,,NaN,,NaN,,
16877,71,34,NaN,59,86,NaN,110,97,NaN,-43,NaN,15,86
16878,,,NaN,,,NaN,,,NaN,,NaN,,
16879,71,34,NaN,60,86,NaN,114,97,NaN,-43,NaN,15,86
16880,,,NaN,,,NaN,,,NaN,,NaN,,
16881,71,34,NaN,59,86,NaN,110,97,NaN,-43,NaN,15,87
16882,,,NaN,,,NaN,,,NaN,,NaN,,
16883,72,34,NaN,60,86,NaN,114,97,NaN,-43,NaN,15,87
16884,,,NaN,,,NaN,,,NaN,,NaN,,
16885,72,35,NaN,60,87,NaN,111,97,NaN,-43,NaN,15,87
16886,,,NaN,,,NaN,,,NaN,,NaN,,
16887,73,35,NaN,61,87,NaN,117,97,NaN,-43,NaN,15,88
16888,,,NaN,,,NaN,,,NaN,,NaN,,
16889,73,35,NaN,61,87,NaN,115,97,NaN,-43,NaN,15,88
16890,,,NaN,,,NaN,,,NaN,,NaN,,
16891,73,35,NaN,60,88,NaN,115,97,NaN,-43,NaN,15,88
16892,,,NaN,,,NaN,,,NaN,,NaN,,
16893,74,35,NaN,62,88,NaN,116,97,NaN,-43,NaN,15,88
16894,,,NaN,,,NaN,,,NaN,,NaN,,
16895,73,35,NaN,60,87,NaN,115,98,NaN,-43,NaN,15,88
16896,,,NaN,,,NaN,,,NaN,,NaN,,
16897,74,35,NaN,61,87,NaN,115,98,NaN,-43,NaN,15,88
16898,,,NaN,,,NaN,,,NaN,,NaN,,
16899,74,35,NaN,61,87,NaN,117,98,NaN,-43,NaN,15,88
16900,,,NaN,,,NaN,,,NaN,,NaN,,
16901,75,35,NaN,62,88,NaN,117,98,NaN,-43,NaN,15,88
16902,,,NaN,,,NaN,,,NaN,,NaN,,
16903,75,35,NaN,61,88,NaN,119,98,NaN,-43,NaN,15,88
16904,,,NaN,,,NaN,,,NaN,,NaN,,
16905,75,35,NaN,62,88,NaN,116,97,NaN,-43,NaN,15,89
16906,,,NaN,,,NaN,,,NaN,,NaN,,
16907,75,35,NaN,58,88,NaN,117,97,NaN,-42,NaN,15,89
16908,,,NaN,,,NaN,,,NaN,,NaN,,
16909,77,35,NaN,56,89,NaN,112,97,NaN,-42,NaN,15,89
16910,,,NaN,,,NaN,,,NaN,,NaN,,
16911,74,35,NaN,59,88,NaN,112,97,NaN,-43,NaN,15,89
16912,,,NaN,,,NaN,,,NaN,,NaN,,
16913,74,35,NaN,61,88,NaN,114,97,NaN,-43,NaN,15,89
16914,,,NaN,,,NaN,,,NaN,,NaN,,
16915,75,34,NaN,61,88,NaN,118,97,NaN,-43,NaN,15,89
16916,,,NaN,,,NaN,,,NaN,,NaN,,
16917,74,34,NaN,61,89,NaN,115,98,NaN,-43,NaN,15,89
16918,,,NaN,,,NaN,,,NaN,,NaN,,
16919,75,34,NaN,62,89,NaN,118,98,NaN,-43,NaN,15,89
16920,,,NaN,,,NaN,,,NaN,,NaN,,
16921,76,34,NaN,63,89,NaN,116,98,NaN,-43,NaN,15,89
16922,,,NaN,,,NaN,,,NaN,,NaN,,
16923,76,35,NaN,63,89,NaN,121,98,NaN,-43,NaN,15,89
16924,,,NaN,,,NaN,,,NaN,,NaN,,
16925,76,35,NaN,63,89,NaN,117,98,NaN,-43,NaN,15,89
16926,,,NaN,,,NaN,,,NaN,,NaN,,
16927,77,35,NaN,63,89,NaN,121,98,NaN,-43,NaN,15,89
16928,,,NaN,,,NaN,,,NaN,,NaN,,
16929,76,35,NaN,63,89,NaN,117,97,NaN,-43,NaN,15,89
16930,,,NaN,,,NaN,,,NaN,,NaN,,
16931,77,35,NaN,64,88,NaN,122,97,NaN,-43,NaN,15,89
16932,,,NaN,,,NaN,,,NaN,,NaN,,
16933,76,35,NaN,63,88,NaN,117,97,NaN,-43,NaN,15,89
16934,,,NaN,,,NaN,,,NaN,,NaN,,
16935,76,35,NaN,63,89,NaN,120,97,NaN,-43,NaN,15,89
16936,,,NaN,,,NaN,,,NaN,,NaN,,
16937,75,34,NaN,62,89,NaN,115,97,NaN,-43,NaN,15,89
16938,,,NaN,,,NaN,,,NaN,,NaN,,
16939,76,34,NaN,62,89,NaN,119,97,NaN,-43,NaN,15,89
16940,,,NaN,,,NaN,,,NaN,,NaN,,
16941,76,34,NaN,62,88,NaN,117,97,NaN,-43,NaN,15,89
16942,,,NaN,,,NaN,,,NaN,,NaN,,
16943,75,34,NaN,61,88,NaN,116,97,NaN,-43,NaN,15,88
16944,,,NaN,,,NaN,,,NaN,,NaN,,
16945,75,34,NaN,62,87,NaN,115,97,NaN,-43,NaN,15,88
16946,,,NaN,,,NaN,,,NaN,,NaN,,
16947,74,34,NaN,61,87,NaN,116,97,NaN,-43,NaN,15,88
16948,,,NaN,,,NaN,,,NaN,,NaN,,
16949,75,34,NaN,62,87,NaN,116,97,NaN,-43,NaN,15,88
16950,,,NaN,,,NaN,,,NaN,,NaN,,
16951,76,34,NaN,62,87,NaN,119,98,NaN,-43,NaN,15,88
16952,,,NaN,,,NaN,,,NaN,,NaN,,
16953,76,34,NaN,63,88,NaN,117,97,NaN,-43,NaN,15,88
16954,,,NaN,,,NaN,,,NaN,,NaN,,
16955,77,34,NaN,63,88,NaN,121,98,NaN,-43,NaN,15,88
16956,,,NaN,,,NaN,,,NaN,,NaN,,
16957,77,34,NaN,64,88,NaN,118,98,NaN,-43,NaN,15,89
16958,,,NaN,,,NaN,,,NaN,,NaN,,
16959,77,35,NaN,64,88,NaN,122,98,NaN,-43,NaN,15,88
16960,,,NaN,,,NaN,,,NaN,,NaN,,
16961,77,35,NaN,64,88,NaN,117,98,NaN,-43,NaN,15,88
16962,,,NaN,,,NaN,,,NaN,,NaN,,
16963,77,35,NaN,64,88,NaN,122,98,NaN,-43,NaN,15,88
16964,,,NaN,,,NaN,,,NaN,,NaN,,
16965,77,35,NaN,64,88,NaN,119,97,NaN,-43,NaN,15,89
16966,,,NaN,,,NaN,,,NaN,,NaN,,
16967,78,35,NaN,65,88,NaN,124,97,NaN,-43,NaN,15,89
16968,,,NaN,,,NaN,,,NaN,,NaN,,
16969,78,35,NaN,64,89,NaN,119,97,NaN,-43,NaN,15,89
16970,,,NaN,,,NaN,,,NaN,,NaN,,
16971,78,35,NaN,65,88,NaN,123,97,NaN,-43,NaN,15,89
16972,,,NaN,,,NaN,,,NaN,,NaN,,
16973,77,35,NaN,64,89,NaN,117,97,NaN,-43,NaN,15,89
16974,,,NaN,,,NaN,,,NaN,,NaN,,
16975,78,34,NaN,65,89,NaN,124,97,NaN,-43,NaN,15,89
16976,,,NaN,,,NaN,,,NaN,,NaN,,
16977,79,34,NaN,66,89,NaN,124,97,NaN,-43,NaN,15,89
16978,,,NaN,,,NaN,,,NaN,,NaN,,
16979,80,34,NaN,67,89,NaN,126,97,NaN,-43,NaN,15,89
16980,,,NaN,,,NaN,,,NaN,,NaN,,
16981,80,34,NaN,67,88,NaN,125,97,NaN,-43,NaN,15,89
16982,,,NaN,,,NaN,,,NaN,,NaN,,
16983,80,34,NaN,66,89,NaN,125,98,NaN,-43,NaN,15,89
16984,,,NaN,,,NaN,,,NaN,,NaN,,
16985,80,34,NaN,68,88,NaN,125,97,NaN,-43,NaN,15,89
16986,,,NaN,,,NaN,,,NaN,,NaN,,
16987,80,34,NaN,66,88,NaN,125,97,NaN,-43,NaN,15,89
16988,,,NaN,,,NaN,,,NaN,,NaN,,
16989,81,34,NaN,68,88,NaN,126,97,NaN,-44,NaN,15,89
16990,,,NaN,,,NaN,,,NaN,,NaN,,
16991,80,34,NaN,67,88,NaN,126,97,NaN,-44,NaN,15,89
16992,,,NaN,,,NaN,,,NaN,,NaN,,
16993,80,34,NaN,67,88,NaN,125,97,NaN,-44,NaN,15,88
16994,,,NaN,,,NaN,,,NaN,,NaN,,
16995,80,34,NaN,66,88,NaN,126,97,NaN,-44,NaN,15,88
16996,,,NaN,,,NaN,,,NaN,,NaN,,
16997,80,34,NaN,67,88,NaN,124,97,NaN,-44,NaN,15,88
16998,,,NaN,,,NaN,,,NaN,,NaN,,
16999,80,34,NaN,67,88,NaN,126,98,NaN,-44,NaN,15,88
17000,,,NaN,,,NaN,,,NaN,,NaN,,
17001,80,34,NaN,68,88,NaN,124,98,NaN,-43,NaN,15,88
17002,,,NaN,,,NaN,,,NaN,,NaN,,
17003,81,34,NaN,68,87,NaN,127,98,NaN,-43,NaN,15,87
17004,,,NaN,,,NaN,,,NaN,,NaN,,
17005,80,34,NaN,67,86,NaN,123,98,NaN,-43,NaN,15,87
17006,,,NaN,,,NaN,,,NaN,,NaN,,
17007,81,34,NaN,68,87,NaN,128,98,NaN,-43,NaN,15,87
17008,,,NaN,,,NaN,,,NaN,,NaN,,
17009,81,34,NaN,68,87,NaN,127,98,NaN,-43,NaN,15,87
17010,,,NaN,,,NaN,,,NaN,,NaN,,
17011,80,34,NaN,67,87,NaN,126,98,NaN,-43,NaN,15,87
17012,,,NaN,,,NaN,,,NaN,,NaN,,
17013,80,34,NaN,68,86,NaN,124,98,NaN,-43,NaN,15,87
17014,,,NaN,,,NaN,,,NaN,,NaN,,
17015,81,34,NaN,68,86,NaN,127,98,NaN,-43,NaN,15,87
17016,,,NaN,,,NaN,,,NaN,,NaN,,
17017,81,34,NaN,68,87,NaN,125,98,NaN,-43,NaN,15,87
17018,,,NaN,,,NaN,,,NaN,,NaN,,
17019,81,34,NaN,69,87,NaN,127,98,NaN,-44,NaN,15,87
17020,,,NaN,,,NaN,,,NaN,,NaN,,
17021,81,34,NaN,68,87,NaN,124,98,NaN,-44,NaN,15,87
17022,,,NaN,,,NaN,,,NaN,,NaN,,
17023,82,34,NaN,69,86,NaN,129,98,NaN,-44,NaN,15,87
17024,,,NaN,,,NaN,,,NaN,,NaN,,
17025,82,35,NaN,69,86,NaN,125,98,NaN,-44,NaN,15,87
17026,,,NaN,,,NaN,,,NaN,,NaN,,
17027,83,35,NaN,71,86,NaN,131,98,NaN,-43,NaN,15,87
17028,,,NaN,,,NaN,,,NaN,,NaN,,
17029,83,35,NaN,71,86,NaN,130,98,NaN,-43,NaN,15,87
17030,,,NaN,,,NaN,,,NaN,,NaN,,
17031,82,35,NaN,70,87,NaN,129,98,NaN,-44,NaN,15,87
17032,,,NaN,,,NaN,,,NaN,,NaN,,
17033,82,35,NaN,69,87,NaN,127,98,NaN,-44,NaN,15,87
17034,,,NaN,,,NaN,,,NaN,,NaN,,
17035,83,35,NaN,70,86,NaN,129,98,NaN,-43,NaN,15,87
17036,,,NaN,,,NaN,,,NaN,,NaN,,
17037,83,35,NaN,70,86,NaN,128,98,NaN,-43,NaN,15,87
17038,,,NaN,,,NaN,,,NaN,,NaN,,
17039,83,35,NaN,70,86,NaN,130,98,NaN,-43,NaN,15,86
17040,,,NaN,,,NaN,,,NaN,,NaN,,
17041,82,34,NaN,70,85,NaN,126,98,NaN,-43,NaN,15,86
17042,,,NaN,,,NaN,,,NaN,,NaN,,
17043,83,34,NaN,70,85,NaN,130,98,NaN,-42,NaN,15,86
17044,,,NaN,,,NaN,,,NaN,,NaN,,
17045,83,34,NaN,71,85,NaN,130,98,NaN,-42,NaN,15,86
17046,,,NaN,,,NaN,,,NaN,,NaN,,
17047,83,34,NaN,70,86,NaN,129,98,NaN,-42,NaN,15,86
17048,,,NaN,,,NaN,,,NaN,,NaN,,
17049,83,34,NaN,70,85,NaN,127,98,NaN,-42,NaN,15,86
17050,,,NaN,,,NaN,,,NaN,,NaN,,
17051,83,34,NaN,71,85,NaN,129,98,NaN,-42,NaN,15,86
17052,,,NaN,,,NaN,,,NaN,,NaN,,
17053,83,34,NaN,71,86,NaN,127,98,NaN,-42,NaN,15,86
17054,,,NaN,,,NaN,,,NaN,,NaN,,
17055,84,34,NaN,71,86,NaN,132,98,NaN,-42,NaN,15,87
17056,,,NaN,,,NaN,,,NaN,,NaN,,
17057,85,34,NaN,72,87,NaN,131,98,NaN,-43,NaN,15,87
17058,,,NaN,,,NaN,,,NaN,,NaN,,
17059,86,34,NaN,73,87,NaN,136,98,NaN,-43,NaN,15,87
17060,,,NaN,,,NaN,,,NaN,,NaN,,
17061,86,34,NaN,74,86,NaN,137,98,NaN,-43,NaN,15,87
17062,,,NaN,,,NaN,,,NaN,,NaN,,
17063,86,34,NaN,73,86,NaN,135,98,NaN,-43,NaN,15,87
17064,,,NaN,,,NaN,,,NaN,,NaN,,
17065,87,34,NaN,75,86,NaN,135,98,NaN,-43,NaN,15,87
17066,,,NaN,,,NaN,,,NaN,,NaN,,
17067,86,34,NaN,73,87,NaN,134,98,NaN,-43,NaN,15,87
17068,,,NaN,,,NaN,,,NaN,,NaN,,
17069,87,33,NaN,74,87,NaN,134,98,NaN,-43,NaN,15,88
17070,,,NaN,,,NaN,,,NaN,,NaN,,
17071,87,33,NaN,73,87,NaN,135,98,NaN,-43,NaN,15,88
17072,,,NaN,,,NaN,,,NaN,,NaN,,
17073,88,33,NaN,75,87,NaN,136,98,NaN,-43,NaN,15,87
17074,,,NaN,,,NaN,,,NaN,,NaN,,
17075,88,35,NaN,75,87,NaN,137,99,NaN,-43,NaN,15,88
17076,,,NaN,,,NaN,,,NaN,,NaN,,
17077,87,35,NaN,74,87,NaN,133,98,NaN,-43,NaN,15,87
17078,,,NaN,,,NaN,,,NaN,,NaN,,
17079,88,35,NaN,75,87,NaN,139,99,NaN,-43,NaN,15,87
17080,,,NaN,,,NaN,,,NaN,,NaN,,
17081,87,35,NaN,74,87,NaN,132,98,NaN,-43,NaN,15,87
17082,,,NaN,,,NaN,,,NaN,,NaN,,
17083,87,35,NaN,74,87,NaN,136,98,NaN,-43,NaN,15,87
17084,,,NaN,,,NaN,,,NaN,,NaN,,
17085,87,35,NaN,74,87,NaN,134,99,NaN,-43,NaN,15,87
17086,,,NaN,,,NaN,,,NaN,,NaN,,
17087,86,35,NaN,72,87,NaN,133,99,NaN,-44,NaN,15,88
17088,,,NaN,,,NaN,,,NaN,,NaN,,
17089,87,35,NaN,74,87,NaN,133,99,NaN,-44,NaN,15,88
17090,,,NaN,,,NaN,,,NaN,,NaN,,
17091,86,35,NaN,73,87,NaN,133,98,NaN,-43,NaN,15,88
17092,,,NaN,,,NaN,,,NaN,,NaN,,
17093,87,35,NaN,74,87,NaN,134,99,NaN,-43,NaN,15,88
17094,,,NaN,,,NaN,,,NaN,,NaN,,
17095,87,35,NaN,74,87,NaN,135,99,NaN,-43,NaN,15,88
17096,,,NaN,,,NaN,,,NaN,,NaN,,
17097,87,34,NaN,74,87,NaN,132,99,NaN,-43,NaN,15,88
17098,,,NaN,,,NaN,,,NaN,,NaN,,
17099,88,34,NaN,76,87,NaN,140,98,NaN,-43,NaN,15,87
17100,,,NaN,,,NaN,,,NaN,,NaN,,
17101,89,34,NaN,76,87,NaN,135,98,NaN,-43,NaN,15,87
17102,,,NaN,,,NaN,,,NaN,,NaN,,
17103,90,34,NaN,77,87,NaN,142,98,NaN,-43,NaN,15,88
17104,,,NaN,,,NaN,,,NaN,,NaN,,
17105,91,35,NaN,78,88,NaN,139,98,NaN,-43,NaN,15,88
17106,,,NaN,,,NaN,,,NaN,,NaN,,
17107,92,35,NaN,79,89,NaN,144,98,NaN,-43,NaN,15,89
17108,,,NaN,,,NaN,,,NaN,,NaN,,
17109,93,35,NaN,79,89,NaN,143,98,NaN,-43,NaN,15,89
17110,,,NaN,,,NaN,,,NaN,,NaN,,
17111,93,34,NaN,80,88,NaN,147,98,NaN,-43,NaN,15,89
17112,,,NaN,,,NaN,,,NaN,,NaN,,
17113,93,34,NaN,78,88,NaN,141,99,NaN,-43,NaN,15,89
17114,,,NaN,,,NaN,,,NaN,,NaN,,
17115,94,34,NaN,81,88,NaN,150,98,NaN,-43,NaN,15,90
17116,,,NaN,,,NaN,,,NaN,,NaN,,
17117,94,34,NaN,80,88,NaN,146,98,NaN,-43,NaN,15,90
17118,,,NaN,,,NaN,,,NaN,,NaN,,
17119,92,34,NaN,77,88,NaN,141,98,NaN,-43,NaN,15,90
17120,,,NaN,,,NaN,,,NaN,,NaN,,
17121,93,34,NaN,80,88,NaN,147,98,NaN,-43,NaN,15,89
17122,,,NaN,,,NaN,,,NaN,,NaN,,
17123,93,34,NaN,79,88,NaN,145,98,NaN,-43,NaN,15,88
17124,,,NaN,,,NaN,,,NaN,,NaN,,
17125,94,33,NaN,81,89,NaN,146,99,NaN,-43,NaN,15,88
17126,,,NaN,,,NaN,,,NaN,,NaN,,
17127,94,33,NaN,80,89,NaN,148,97,NaN,-43,NaN,15,90
17128,,,NaN,,,NaN,,,NaN,,NaN,,
17129,96,33,NaN,82,89,NaN,149,98,NaN,-43,NaN,15,88
17130,,,NaN,,,NaN,,,NaN,,NaN,,
17131,94,34,NaN,80,89,NaN,145,98,NaN,-43,NaN,15,89
17132,,,NaN,,,NaN,,,NaN,,NaN,,
17133,94,34,NaN,80,89,NaN,145,99,NaN,-43,NaN,15,89
17134,,,NaN,,,NaN,,,NaN,,NaN,,
17135,93,34,NaN,79,88,NaN,143,99,NaN,-43,NaN,15,87
17136,,,NaN,,,NaN,,,NaN,,NaN,,
17137,94,34,NaN,79,87,NaN,145,97,NaN,-44,NaN,15,88
17138,,,NaN,,,NaN,,,NaN,,NaN,,
17139,93,34,NaN,79,88,NaN,144,98,NaN,-44,NaN,15,88
17140,,,NaN,,,NaN,,,NaN,,NaN,,
17141,92,34,NaN,78,88,NaN,139,99,NaN,-44,NaN,15,88
17142,,,NaN,,,NaN,,,NaN,,NaN,,
17143,91,34,NaN,78,88,NaN,142,99,NaN,-44,NaN,15,88
17144,,,NaN,,,NaN,,,NaN,,NaN,,
17145,91,34,NaN,77,88,NaN,138,99,NaN,-44,NaN,15,88
17146,,,NaN,,,NaN,,,NaN,,NaN,,
