time,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/HR,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/CVP,SNUADC/ART,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/ART_SBP
4714,60,16,57,100,56,12,31,NaN,NaN,NaN,43,NaN,96
4715,,,,,,,,NaN,NaN,NaN,,NaN,
4716,61,16,57,100,56,12,31,NaN,NaN,NaN,43,NaN,98
4717,,,,,,,,NaN,NaN,NaN,,NaN,
4718,61,16,57,100,57,10,32,NaN,NaN,NaN,44,NaN,98
4719,,,,,,,,NaN,NaN,NaN,,NaN,
4720,61,16,57,100,56,10,32,NaN,NaN,NaN,43,NaN,98
4721,,,,,,,,NaN,NaN,NaN,,NaN,
4722,61,16,56,100,55,10,32,NaN,NaN,NaN,43,NaN,97
4723,,,,,,,,NaN,NaN,NaN,,NaN,
4724,60,16,56,100,55,10,32,NaN,NaN,NaN,43,NaN,97
4725,,,,,,,,NaN,NaN,NaN,,NaN,
4726,60,16,56,100,55,10,31,NaN,NaN,NaN,43,NaN,97
4727,,,,,,,,NaN,NaN,NaN,,NaN,
4728,60,16,56,100,56,9,31,NaN,NaN,NaN,43,NaN,96
4729,,,,,,,,NaN,NaN,NaN,,NaN,
4730,60,16,57,100,56,9,31,NaN,NaN,NaN,43,NaN,97
4731,,,,,,,,NaN,NaN,NaN,,NaN,
4732,60,16,57,100,57,9,31,NaN,NaN,NaN,43,NaN,96
4733,,,,,,,,NaN,NaN,NaN,,NaN,
4734,60,16,57,100,57,9,31,NaN,NaN,NaN,43,NaN,96
4735,,,,,,,,NaN,NaN,NaN,,NaN,
4736,60,16,57,100,57,9,31,NaN,NaN,NaN,43,NaN,95
4737,,,,,,,,NaN,NaN,NaN,,NaN,
4738,60,16,58,100,57,9,31,NaN,NaN,NaN,44,NaN,97
4739,,,,,,,,NaN,NaN,NaN,,NaN,
4740,60,16,58,100,57,10,31,NaN,NaN,NaN,44,NaN,96
4741,,,,,,,,NaN,NaN,NaN,,NaN,
4742,62,16,58,100,57,10,31,NaN,NaN,NaN,45,NaN,99
4743,,,,,,,,NaN,NaN,NaN,,NaN,
4744,62,16,59,100,57,11,31,NaN,NaN,NaN,45,NaN,98
4745,,,,,,,,NaN,NaN,NaN,,NaN,
4746,63,16,59,100,57,11,31,NaN,NaN,NaN,45,NaN,99
4747,,,,,,,,NaN,NaN,NaN,,NaN,
4748,63,16,59,100,57,12,31,NaN,NaN,NaN,46,NaN,98
4749,,,,,,,,NaN,NaN,NaN,,NaN,
4750,63,16,59,100,57,12,31,NaN,NaN,NaN,46,NaN,100
4751,,,,,,,,NaN,NaN,NaN,,NaN,
4752,63,16,59,100,57,12,31,NaN,NaN,NaN,46,NaN,99
4753,,,,,,,,NaN,NaN,NaN,,NaN,
4754,63,16,59,100,57,12,31,NaN,NaN,NaN,46,NaN,101
4755,,,,,,,,NaN,NaN,NaN,,NaN,
4756,63,16,60,100,57,12,31,NaN,NaN,NaN,45,NaN,100
4757,,,,,,,,NaN,NaN,NaN,,NaN,
4758,63,16,60,100,58,11,31,NaN,NaN,NaN,44,NaN,100
4759,,,,,,,,NaN,NaN,NaN,,NaN,
4760,62,16,59,100,58,11,31,NaN,NaN,NaN,44,NaN,99
4761,,,,,,,,NaN,NaN,NaN,,NaN,
4762,61,16,59,100,58,10,31,NaN,NaN,NaN,43,NaN,97
4763,,,,,,,,NaN,NaN,NaN,,NaN,
4764,61,16,58,100,58,10,31,NaN,NaN,NaN,44,NaN,98
4765,,,,,,,,NaN,NaN,NaN,,NaN,
4766,61,16,58,100,77,10,31,NaN,NaN,NaN,43,NaN,96
4767,,,,,,,,NaN,NaN,NaN,,NaN,
4768,61,16,58,100,77,10,31,NaN,NaN,NaN,44,NaN,98
4769,,,,,,,,NaN,NaN,NaN,,NaN,
4770,61,16,58,100,93,10,31,NaN,NaN,NaN,44,NaN,96
4771,,,,,,,,NaN,NaN,NaN,,NaN,
4772,61,16,59,100,94,10,31,NaN,NaN,NaN,44,NaN,97
4773,,,,,,,,NaN,NaN,NaN,,NaN,
4774,61,16,59,100,75,11,31,NaN,NaN,NaN,44,NaN,97
4775,,,,,,,,NaN,NaN,NaN,,NaN,
4776,62,16,59,100,67,11,31,NaN,NaN,NaN,44,NaN,97
4777,,,,,,,,NaN,NaN,NaN,,NaN,
4778,62,16,59,100,59,11,31,NaN,NaN,NaN,44,NaN,97
4779,,,,,,,,NaN,NaN,NaN,,NaN,
4780,61,16,60,100,59,11,31,NaN,NaN,NaN,43,NaN,97
4781,,,,,,,,NaN,NaN,NaN,,NaN,
4782,61,16,59,100,59,10,31,NaN,NaN,NaN,43,NaN,96
4783,,,,,,,,NaN,NaN,NaN,,NaN,
4784,60,16,59,100,58,10,31,NaN,NaN,NaN,42,NaN,95
4785,,,,,,,,NaN,NaN,NaN,,NaN,
4786,60,16,59,100,58,10,31,NaN,NaN,NaN,42,NaN,95
4787,,,,,,,,NaN,NaN,NaN,,NaN,
4788,59,16,58,100,57,10,31,NaN,NaN,NaN,41,NaN,94
4789,,,,,,,,NaN,NaN,NaN,,NaN,
4790,59,16,57,100,56,10,31,NaN,NaN,NaN,41,NaN,93
4791,,,,,,,,NaN,NaN,NaN,,NaN,
4792,58,16,56,100,55,11,31,NaN,NaN,NaN,41,NaN,92
4793,,,,,,,,NaN,NaN,NaN,,NaN,
4794,58,16,55,100,55,11,32,NaN,NaN,NaN,40,NaN,92
4795,,,,,,,,NaN,NaN,NaN,,NaN,
4796,57,16,55,100,54,10,32,NaN,NaN,NaN,41,NaN,91
4797,,,,,,,,NaN,NaN,NaN,,NaN,
4798,57,16,55,100,55,10,32,NaN,NaN,NaN,41,NaN,92
4799,,,,,,,,NaN,NaN,NaN,,NaN,
4800,57,16,55,100,55,11,33,NaN,NaN,NaN,41,NaN,91
4801,,,,,,,,NaN,NaN,NaN,,NaN,
4802,58,16,56,100,55,11,33,NaN,NaN,NaN,41,NaN,93
4803,,,,,,,,NaN,NaN,NaN,,NaN,
4804,58,16,57,100,55,11,33,NaN,NaN,NaN,42,NaN,93
4805,,,,,,,,NaN,NaN,NaN,,NaN,
4806,59,16,58,100,57,11,33,NaN,NaN,NaN,43,NaN,95
4807,,,,,,,,NaN,NaN,NaN,,NaN,
4808,59,16,58,100,57,11,31,NaN,NaN,NaN,42,NaN,94
4809,,,,,,,,NaN,NaN,NaN,,NaN,
4810,59,16,59,100,58,11,31,NaN,NaN,NaN,41,NaN,94
4811,,,,,,,,NaN,NaN,NaN,,NaN,
4812,58,16,59,100,58,11,31,NaN,NaN,NaN,41,NaN,92
4813,,,,,,,,NaN,NaN,NaN,,NaN,
4814,59,16,59,100,58,11,31,NaN,NaN,NaN,41,NaN,93
4815,,,,,,,,NaN,NaN,NaN,,NaN,
4816,59,16,59,100,58,11,31,NaN,NaN,NaN,42,NaN,94
4817,,,,,,,,NaN,NaN,NaN,,NaN,
4818,59,16,59,100,59,10,31,NaN,NaN,NaN,44,NaN,94
4819,,,,,,,,NaN,NaN,NaN,,NaN,
4820,60,16,60,100,59,10,31,NaN,NaN,NaN,42,NaN,95
4821,,,,,,,,NaN,NaN,NaN,,NaN,
4822,61,16,60,100,59,9,31,NaN,NaN,NaN,44,NaN,97
4823,,,,,,,,NaN,NaN,NaN,,NaN,
4824,62,16,60,100,59,9,33,NaN,NaN,NaN,46,NaN,99
4825,,,,,,,,NaN,NaN,NaN,,NaN,
4826,63,16,61,100,60,8,33,NaN,NaN,NaN,46,NaN,101
4827,,,,,,,,NaN,NaN,NaN,,NaN,
4828,65,16,62,100,61,8,33,NaN,NaN,NaN,47,NaN,103
4829,,,,,,,,NaN,NaN,NaN,,NaN,
4830,65,16,62,100,62,9,30,NaN,NaN,NaN,47,NaN,103
4831,,,,,,,,NaN,NaN,NaN,,NaN,
4832,65,16,63,100,63,9,30,NaN,NaN,NaN,46,NaN,103
4833,,,,,,,,NaN,NaN,NaN,,NaN,
4834,65,16,63,100,63,9,30,NaN,NaN,NaN,46,NaN,102
4835,,,,,,,,NaN,NaN,NaN,,NaN,
4836,65,16,63,100,63,9,30,NaN,NaN,NaN,46,NaN,102
4837,,,,,,,,NaN,NaN,NaN,,NaN,
4838,64,16,63,100,63,9,31,NaN,NaN,NaN,46,NaN,100
4839,,,,,,,,NaN,NaN,NaN,,NaN,
4840,64,16,63,100,63,9,31,NaN,NaN,NaN,47,NaN,101
4841,,,,,,,,NaN,NaN,NaN,,NaN,
4842,65,16,63,100,62,11,31,NaN,NaN,NaN,47,NaN,103
4843,,,,,,,,NaN,NaN,NaN,,NaN,
4844,66,16,63,100,63,11,33,NaN,NaN,NaN,47,NaN,103
4845,,,,,,,,NaN,NaN,NaN,,NaN,
4846,66,16,62,100,62,11,33,NaN,NaN,NaN,47,NaN,103
4847,,,,,,,,NaN,NaN,NaN,,NaN,
4848,66,16,62,100,66,11,33,NaN,NaN,NaN,47,NaN,103
4849,,,,,,,,NaN,NaN,NaN,,NaN,
4850,65,16,62,100,65,11,33,NaN,NaN,NaN,46,NaN,102
4851,,,,,,,,NaN,NaN,NaN,,NaN,
4852,64,16,61,100,73,9,31,NaN,NaN,NaN,45,NaN,100
4853,,,,,,,,NaN,NaN,NaN,,NaN,
4854,64,16,61,100,82,9,31,NaN,NaN,NaN,45,NaN,99
4855,,,,,,,,NaN,NaN,NaN,,NaN,
4856,63,16,61,100,97,9,31,NaN,NaN,NaN,45,NaN,98
4857,,,,,,,,NaN,NaN,NaN,,NaN,
4858,63,16,61,100,97,9,32,NaN,NaN,NaN,45,NaN,99
4859,,,,,,,,NaN,NaN,NaN,,NaN,
4860,64,16,61,100,84,11,32,NaN,NaN,NaN,46,NaN,99
4861,,,,,,,,NaN,NaN,NaN,,NaN,
4862,64,16,62,100,84,11,32,NaN,NaN,NaN,45,NaN,100
4863,,,,,,,,NaN,NaN,NaN,,NaN,
4864,64,16,62,100,79,10,32,NaN,NaN,NaN,46,NaN,99
4865,,,,,,,,NaN,NaN,NaN,,NaN,
4866,64,16,62,100,70,10,33,NaN,NaN,NaN,45,NaN,99
4867,,,,,,,,NaN,NaN,NaN,,NaN,
4868,64,16,62,100,62,11,33,NaN,NaN,NaN,46,NaN,99
4869,,,,,,,,NaN,NaN,NaN,,NaN,
4870,64,16,62,100,62,11,33,NaN,NaN,NaN,45,NaN,99
4871,,,,,,,,NaN,NaN,NaN,,NaN,
4872,63,16,61,100,63,11,33,NaN,NaN,NaN,44,NaN,98
4873,,,,,,,,NaN,NaN,NaN,,NaN,
4874,62,16,61,100,60,11,33,NaN,NaN,NaN,42,NaN,96
4875,,,,,,,,NaN,NaN,NaN,,NaN,
4876,61,16,60,100,60,11,33,NaN,NaN,NaN,42,NaN,95
4877,,,,,,,,NaN,NaN,NaN,,NaN,
4878,60,16,60,100,59,11,33,NaN,NaN,NaN,42,NaN,94
4879,,,,,,,,NaN,NaN,NaN,,NaN,
4880,60,16,59,100,58,11,33,NaN,NaN,NaN,41,NaN,94
4881,,,,,,,,NaN,NaN,NaN,,NaN,
4882,59,16,58,100,57,11,33,NaN,NaN,NaN,41,NaN,93
4883,,,,,,,,NaN,NaN,NaN,,NaN,
4884,58,16,58,100,56,11,33,NaN,NaN,NaN,40,NaN,94
4885,,,,,,,,NaN,NaN,NaN,,NaN,
4886,58,16,57,100,56,10,34,NaN,NaN,NaN,41,NaN,93
4887,,,,,,,,NaN,NaN,NaN,,NaN,
4888,59,16,56,100,56,10,34,NaN,NaN,NaN,41,NaN,94
4889,,,,,,,,NaN,NaN,NaN,,NaN,
4890,59,16,56,100,55,11,34,NaN,NaN,NaN,41,NaN,93
4891,,,,,,,,NaN,NaN,NaN,,NaN,
4892,59,16,56,100,55,11,34,NaN,NaN,NaN,41,NaN,95
4893,,,,,,,,NaN,NaN,NaN,,NaN,
4894,60,16,56,100,55,10,32,NaN,NaN,NaN,43,NaN,95
4895,,,,,,,,NaN,NaN,NaN,,NaN,
4896,61,16,57,100,57,10,32,NaN,NaN,NaN,44,NaN,96
4897,,,,,,,,NaN,NaN,NaN,,NaN,
4898,62,16,57,100,58,11,32,NaN,NaN,NaN,44,NaN,97
4899,,,,,,,,NaN,NaN,NaN,,NaN,
4900,62,16,58,100,58,11,32,NaN,NaN,NaN,44,NaN,98
4901,,,,,,,,NaN,NaN,NaN,,NaN,
4902,62,16,58,100,58,12,31,NaN,NaN,NaN,45,NaN,97
4903,,,,,,,,NaN,NaN,NaN,,NaN,
4904,62,16,58,100,57,12,31,NaN,NaN,NaN,44,NaN,97
4905,,,,,,,,NaN,NaN,NaN,,NaN,
4906,63,16,58,100,56,12,31,NaN,NaN,NaN,44,NaN,97
4907,,,,,,,,NaN,NaN,NaN,,NaN,
4908,63,16,57,100,56,12,33,NaN,NaN,NaN,44,NaN,97
4909,,,,,,,,NaN,NaN,NaN,,NaN,
4910,63,16,57,100,56,12,33,NaN,NaN,NaN,44,NaN,98
4911,,,,,,,,NaN,NaN,NaN,,NaN,
4912,63,16,56,100,55,12,33,NaN,NaN,NaN,44,NaN,96
4913,,,,,,,,NaN,NaN,NaN,,NaN,
4914,63,16,57,100,55,12,33,NaN,NaN,NaN,44,NaN,98
4915,,,,,,,,NaN,NaN,NaN,,NaN,
4916,62,16,56,100,55,12,32,NaN,NaN,NaN,44,NaN,96
4917,,,,,,,,NaN,NaN,NaN,,NaN,
4918,63,16,56,100,55,12,32,NaN,NaN,NaN,44,NaN,97
4919,,,,,,,,NaN,NaN,NaN,,NaN,
4920,62,16,56,100,55,12,32,NaN,NaN,NaN,43,NaN,95
4921,,,,,,,,NaN,NaN,NaN,,NaN,
4922,62,16,56,100,55,12,32,NaN,NaN,NaN,43,NaN,96
4923,,,,,,,,NaN,NaN,NaN,,NaN,
4924,61,16,55,100,73,12,31,NaN,NaN,NaN,44,NaN,95
4925,,,,,,,,NaN,NaN,NaN,,NaN,
4926,61,16,55,100,73,12,31,NaN,NaN,NaN,43,NaN,95
4927,,,,,,,,NaN,NaN,NaN,,NaN,
4928,61,16,55,100,82,12,31,NaN,NaN,NaN,43,NaN,94
4929,,,,,,,,NaN,NaN,NaN,,NaN,
4930,61,16,55,100,82,12,31,NaN,NaN,NaN,42,NaN,94
4931,,,,,,,,NaN,NaN,NaN,,NaN,
4932,60,16,55,100,82,12,31,NaN,NaN,NaN,42,NaN,92
4933,,,,,,,,NaN,NaN,NaN,,NaN,
4934,60,16,54,100,82,12,31,NaN,NaN,NaN,41,NaN,92
4935,,,,,,,,NaN,NaN,NaN,,NaN,
4936,59,16,54,100,82,12,31,NaN,NaN,NaN,42,NaN,91
4937,,,,,,,,NaN,NaN,NaN,,NaN,
4938,59,16,54,100,82,12,31,NaN,NaN,NaN,42,NaN,92
4939,,,,,,,,NaN,NaN,NaN,,NaN,
4940,59,16,54,100,82,12,31,NaN,NaN,NaN,42,NaN,92
4941,,,,,,,,NaN,NaN,NaN,,NaN,
4942,59,16,54,100,82,12,31,NaN,NaN,NaN,42,NaN,91
4943,,,,,,,,NaN,NaN,NaN,,NaN,
4944,60,16,55,100,74,12,31,NaN,NaN,NaN,42,NaN,93
4945,,,,,,,,NaN,NaN,NaN,,NaN,
4946,60,16,55,100,60,12,31,NaN,NaN,NaN,42,NaN,92
4947,,,,,,,,NaN,NaN,NaN,,NaN,
4948,60,16,56,100,67,12,31,NaN,NaN,NaN,42,NaN,94
4949,,,,,,,,NaN,NaN,NaN,,NaN,
4950,60,16,56,100,83,12,31,NaN,NaN,NaN,43,NaN,93
4951,,,,,,,,NaN,NaN,NaN,,NaN,
4952,60,16,57,100,83,12,31,NaN,NaN,NaN,41,NaN,93
4953,,,,,,,,NaN,NaN,NaN,,NaN,
4954,60,16,57,100,83,12,30,NaN,NaN,NaN,43,NaN,93
4955,,,,,,,,NaN,NaN,NaN,,NaN,
4956,60,16,58,100,84,12,30,NaN,NaN,NaN,42,NaN,94
4957,,,,,,,,NaN,NaN,NaN,,NaN,
4958,61,16,58,100,85,12,30,NaN,NaN,NaN,43,NaN,95
4959,,,,,,,,NaN,NaN,NaN,,NaN,
4960,61,16,59,100,74,12,31,NaN,NaN,NaN,43,NaN,96
4961,,,,,,,,NaN,NaN,NaN,,NaN,
4962,61,16,59,100,69,12,31,NaN,NaN,NaN,43,NaN,95
4963,,,,,,,,NaN,NaN,NaN,,NaN,
4964,62,16,59,100,74,12,31,NaN,NaN,NaN,43,NaN,95
4965,,,,,,,,NaN,NaN,NaN,,NaN,
4966,62,16,59,100,88,12,31,NaN,NaN,NaN,44,NaN,95
4967,,,,,,,,NaN,NaN,NaN,,NaN,
4968,63,16,60,100,85,12,31,NaN,NaN,NaN,44,NaN,96
4969,,,,,,,,NaN,NaN,NaN,,NaN,
4970,63,16,60,100,86,12,31,NaN,NaN,NaN,45,NaN,97
4971,,,,,,,,NaN,NaN,NaN,,NaN,
4972,62,16,60,100,68,12,31,NaN,NaN,NaN,43,NaN,96
4973,,,,,,,,NaN,NaN,NaN,,NaN,
4974,61,16,59,100,58,12,31,NaN,NaN,NaN,42,NaN,95
4975,,,,,,,,NaN,NaN,NaN,,NaN,
4976,60,16,58,100,57,12,30,NaN,NaN,NaN,41,NaN,92
4977,,,,,,,,NaN,NaN,NaN,,NaN,
4978,60,16,57,99,57,12,30,NaN,NaN,NaN,41,NaN,92
4979,,,,,,,,NaN,NaN,NaN,,NaN,
4980,59,16,56,99,56,12,30,NaN,NaN,NaN,41,NaN,91
4981,,,,,,,,NaN,NaN,NaN,,NaN,
4982,58,16,56,99,56,12,30,NaN,NaN,NaN,39,NaN,91
4983,,,,,,,,NaN,NaN,NaN,,NaN,
4984,57,16,56,99,56,11,31,NaN,NaN,NaN,39,NaN,90
4985,,,,,,,,NaN,NaN,NaN,,NaN,
4986,56,16,56,99,54,11,31,NaN,NaN,NaN,38,NaN,89
4987,,,,,,,,NaN,NaN,NaN,,NaN,
4988,55,16,56,99,54,12,31,NaN,NaN,NaN,38,NaN,87
4989,,,,,,,,NaN,NaN,NaN,,NaN,
4990,55,16,55,99,54,12,31,NaN,NaN,NaN,38,NaN,87
4991,,,,,,,,NaN,NaN,NaN,,NaN,
4992,55,16,54,99,53,12,31,NaN,NaN,NaN,38,NaN,87
4993,,,,,,,,NaN,NaN,NaN,,NaN,
4994,55,16,54,99,53,12,31,NaN,NaN,NaN,39,NaN,87
4995,,,,,,,,NaN,NaN,NaN,,NaN,
4996,55,16,54,99,54,11,31,NaN,NaN,NaN,41,NaN,87
4997,,,,,,,,NaN,NaN,NaN,,NaN,
4998,56,16,55,99,55,11,31,NaN,NaN,NaN,40,NaN,90
4999,,,,,,,,NaN,NaN,NaN,,NaN,
5000,56,16,55,99,55,12,31,NaN,NaN,NaN,39,NaN,90
5001,,,,,,,,NaN,NaN,NaN,,NaN,
5002,56,16,55,99,55,12,31,NaN,NaN,NaN,41,NaN,89
5003,,,,,,,,NaN,NaN,NaN,,NaN,
5004,57,16,56,99,55,12,31,NaN,NaN,NaN,42,NaN,92
5005,,,,,,,,NaN,NaN,NaN,,NaN,
5006,58,16,56,99,54,12,30,NaN,NaN,NaN,42,NaN,92
5007,,,,,,,,NaN,NaN,NaN,,NaN,
5008,58,16,55,99,55,12,30,NaN,NaN,NaN,42,NaN,93
5009,,,,,,,,NaN,NaN,NaN,,NaN,
5010,59,16,56,99,56,11,30,NaN,NaN,NaN,43,NaN,92
5011,,,,,,,,NaN,NaN,NaN,,NaN,
5012,60,16,58,99,58,11,30,NaN,NaN,NaN,44,NaN,95
5013,,,,,,,,NaN,NaN,NaN,,NaN,
5014,61,16,60,99,59,11,30,NaN,NaN,NaN,45,NaN,95
5015,,,,,,,,NaN,NaN,NaN,,NaN,
5016,62,16,61,99,61,11,30,NaN,NaN,NaN,45,NaN,97
5017,,,,,,,,NaN,NaN,NaN,,NaN,
5018,62,16,62,99,62,11,30,NaN,NaN,NaN,46,NaN,96
5019,,,,,,,,NaN,NaN,NaN,,NaN,
5020,63,16,63,99,63,11,30,NaN,NaN,NaN,46,NaN,97
5021,,,,,,,,NaN,NaN,NaN,,NaN,
5022,63,16,64,99,64,11,30,NaN,NaN,NaN,46,NaN,97
5023,,,,,,,,NaN,NaN,NaN,,NaN,
5024,64,16,65,99,64,11,30,NaN,NaN,NaN,46,NaN,98
5025,,,,,,,,NaN,NaN,NaN,,NaN,
5026,64,16,65,99,65,11,31,NaN,NaN,NaN,46,NaN,98
5027,,,,,,,,NaN,NaN,NaN,,NaN,
5028,63,16,65,99,65,11,31,NaN,NaN,NaN,45,NaN,95
5029,,,,,,,,NaN,NaN,NaN,,NaN,
5030,62,16,65,99,65,11,31,NaN,NaN,NaN,44,NaN,96
5031,,,,,,,,NaN,NaN,NaN,,NaN,
5032,61,16,64,100,65,11,31,NaN,NaN,NaN,43,NaN,93
5033,,,,,,,,NaN,NaN,NaN,,NaN,
5034,60,16,63,99,64,11,31,NaN,NaN,NaN,43,NaN,93
5035,,,,,,,,NaN,NaN,NaN,,NaN,
5036,59,16,62,99,62,11,31,NaN,NaN,NaN,42,NaN,90
5037,,,,,,,,NaN,NaN,NaN,,NaN,
5038,59,16,62,99,61,11,31,NaN,NaN,NaN,41,NaN,91
5039,,,,,,,,NaN,NaN,NaN,,NaN,
5040,57,16,61,99,60,11,31,NaN,NaN,NaN,41,NaN,88
5041,,,,,,,,NaN,NaN,NaN,,NaN,
5042,57,16,61,99,60,11,31,NaN,NaN,NaN,40,NaN,89
5043,,,,,,,,NaN,NaN,NaN,,NaN,
5044,57,16,61,99,60,11,31,NaN,NaN,NaN,41,NaN,87
5045,,,,,,,,NaN,NaN,NaN,,NaN,
5046,57,16,61,99,60,11,31,NaN,NaN,NaN,41,NaN,89
5047,,,,,,,,NaN,NaN,NaN,,NaN,
5048,57,16,61,99,60,11,31,NaN,NaN,NaN,41,NaN,88
5049,,,,,,,,NaN,NaN,NaN,,NaN,
5050,57,16,61,99,60,11,31,NaN,NaN,NaN,41,NaN,89
5051,,,,,,,,NaN,NaN,NaN,,NaN,
5052,57,16,60,99,60,11,31,NaN,NaN,NaN,41,NaN,88
5053,,,,,,,,NaN,NaN,NaN,,NaN,
5054,57,16,60,99,60,11,31,NaN,NaN,NaN,41,NaN,88
5055,,,,,,,,NaN,NaN,NaN,,NaN,
5056,57,16,59,99,60,11,32,NaN,NaN,NaN,41,NaN,88
5057,,,,,,,,NaN,NaN,NaN,,NaN,
5058,57,16,59,99,60,11,32,NaN,NaN,NaN,40,NaN,88
5059,,,,,,,,NaN,NaN,NaN,,NaN,
5060,57,16,58,99,59,11,32,NaN,NaN,NaN,40,NaN,89
5061,,,,,,,,NaN,NaN,NaN,,NaN,
5062,56,16,58,99,59,11,31,NaN,NaN,NaN,39,NaN,87
5063,,,,,,,,NaN,NaN,NaN,,NaN,
5064,56,16,58,99,58,12,31,NaN,NaN,NaN,39,NaN,87
5065,,,,,,,,NaN,NaN,NaN,,NaN,
5066,56,16,57,99,56,12,31,NaN,NaN,NaN,39,NaN,86
5067,,,,,,,,NaN,NaN,NaN,,NaN,
5068,56,16,57,99,56,12,31,NaN,NaN,NaN,40,NaN,88
5069,,,,,,,,NaN,NaN,NaN,,NaN,
5070,56,16,57,99,56,12,31,NaN,NaN,NaN,40,NaN,86
5071,,,,,,,,NaN,NaN,NaN,,NaN,
5072,56,16,57,99,57,12,31,NaN,NaN,NaN,39,NaN,88
5073,,,,,,,,NaN,NaN,NaN,,NaN,
5074,56,16,57,99,57,10,31,NaN,NaN,NaN,40,NaN,86
5075,,,,,,,,NaN,NaN,NaN,,NaN,
5076,57,16,59,98,58,10,32,NaN,NaN,NaN,41,NaN,88
5077,,,,,,,,NaN,NaN,NaN,,NaN,
5078,57,16,59,98,59,11,32,NaN,NaN,NaN,41,NaN,89
5079,,,,,,,,NaN,NaN,NaN,,NaN,
5080,59,16,60,98,60,11,32,NaN,NaN,NaN,43,NaN,91
5081,,,,,,,,NaN,NaN,NaN,,NaN,
5082,59,16,60,98,60,12,32,NaN,NaN,NaN,42,NaN,92
5083,,,,,,,,NaN,NaN,NaN,,NaN,
5084,59,16,60,98,59,12,32,NaN,NaN,NaN,42,NaN,92
5085,,,,,,,,NaN,NaN,NaN,,NaN,
5086,60,16,60,98,59,12,32,NaN,NaN,NaN,43,NaN,92
5087,,,,,,,,NaN,NaN,NaN,,NaN,
5088,61,16,60,98,60,12,32,NaN,NaN,NaN,44,NaN,93
5089,,,,,,,,NaN,NaN,NaN,,NaN,
5090,61,16,60,98,60,12,31,NaN,NaN,NaN,44,NaN,93
5091,,,,,,,,NaN,NaN,NaN,,NaN,
5092,61,16,60,98,60,12,31,NaN,NaN,NaN,44,NaN,93
5093,,,,,,,,NaN,NaN,NaN,,NaN,
5094,62,16,60,98,59,11,31,NaN,NaN,NaN,45,NaN,94
5095,,,,,,,,NaN,NaN,NaN,,NaN,
5096,61,16,60,98,58,11,31,NaN,NaN,NaN,44,NaN,93
5097,,,,,,,,NaN,NaN,NaN,,NaN,
5098,62,16,58,98,57,13,32,NaN,NaN,NaN,45,NaN,95
5099,,,,,,,,NaN,NaN,NaN,,NaN,
5100,62,16,58,99,57,13,32,NaN,NaN,NaN,45,NaN,94
5101,,,,,,,,NaN,NaN,NaN,,NaN,
5102,62,16,58,98,57,13,32,NaN,NaN,NaN,45,NaN,95
5103,,,,,,,,NaN,NaN,NaN,,NaN,
5104,63,16,58,98,57,13,31,NaN,NaN,NaN,45,NaN,94
5105,,,,,,,,NaN,NaN,NaN,,NaN,
5106,63,16,59,98,59,13,31,NaN,NaN,NaN,46,NaN,96
5107,,,,,,,,NaN,NaN,NaN,,NaN,
5108,63,16,61,99,61,13,31,NaN,NaN,NaN,46,NaN,96
5109,,,,,,,,NaN,NaN,NaN,,NaN,
5110,63,16,62,99,62,13,31,NaN,NaN,NaN,45,NaN,96
5111,,,,,,,,NaN,NaN,NaN,,NaN,
5112,63,16,62,99,62,13,31,NaN,NaN,NaN,44,NaN,95
5113,,,,,,,,NaN,NaN,NaN,,NaN,
5114,62,16,62,99,61,13,31,NaN,NaN,NaN,43,NaN,94
5115,,,,,,,,NaN,NaN,NaN,,NaN,
5116,61,16,62,99,60,13,31,NaN,NaN,NaN,43,NaN,93
5117,,,,,,,,NaN,NaN,NaN,,NaN,
5118,61,16,61,99,60,13,31,NaN,NaN,NaN,43,NaN,91
5119,,,,,,,,NaN,NaN,NaN,,NaN,
5120,61,16,60,99,59,13,31,NaN,NaN,NaN,43,NaN,92
5121,,,,,,,,NaN,NaN,NaN,,NaN,
5122,60,16,60,99,59,13,31,NaN,NaN,NaN,43,NaN,91
5123,,,,,,,,NaN,NaN,NaN,,NaN,
5124,61,16,59,99,59,14,31,NaN,NaN,NaN,43,NaN,92
5125,,,,,,,,NaN,NaN,NaN,,NaN,
5126,60,16,59,99,60,14,32,NaN,NaN,NaN,43,NaN,90
5127,,,,,,,,NaN,NaN,NaN,,NaN,
5128,60,16,60,99,60,13,32,NaN,NaN,NaN,43,NaN,91
5129,,,,,,,,NaN,NaN,NaN,,NaN,
5130,59,16,59,99,66,13,32,NaN,NaN,NaN,43,NaN,89
5131,,,,,,,,NaN,NaN,NaN,,NaN,
5132,59,16,59,99,66,13,32,NaN,NaN,NaN,42,NaN,90
5133,,,,,,,,NaN,NaN,NaN,,NaN,
5134,59,16,59,99,66,13,32,NaN,NaN,NaN,42,NaN,88
5135,,,,,,,,NaN,NaN,NaN,,NaN,
5136,58,16,58,99,65,14,32,NaN,NaN,NaN,40,NaN,87
5137,,,,,,,,NaN,NaN,NaN,,NaN,
5138,57,16,58,99,63,14,32,NaN,NaN,NaN,40,NaN,86
