time,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_SBP,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/CVP,Solar8000/RR_CO2,SNUADC/ECG_II
10936,,,NaN,,,,,NaN,,NaN,,,NaN
10937,72,100,NaN,93,106,40,93,NaN,52,NaN,10,16,NaN
10938,,,NaN,,,,,NaN,,NaN,,,NaN
10939,72,100,NaN,93,106,40,93,NaN,52,NaN,10,16,NaN
10940,,,NaN,,,,,NaN,,NaN,,,NaN
10941,72,100,NaN,93,107,40,93,NaN,52,NaN,10,16,NaN
10942,,,NaN,,,,,NaN,,NaN,,,NaN
10943,72,100,NaN,93,106,40,93,NaN,51,NaN,10,16,NaN
10944,,,NaN,,,,,NaN,,NaN,,,NaN
10945,72,100,NaN,92,106,40,93,NaN,52,NaN,10,16,NaN
10946,,,NaN,,,,,NaN,,NaN,,,NaN
10947,72,100,NaN,92,106,40,93,NaN,52,NaN,10,16,NaN
10948,,,NaN,,,,,NaN,,NaN,,,NaN
10949,72,100,NaN,92,106,40,93,NaN,52,NaN,10,16,NaN
10950,,,NaN,,,,,NaN,,NaN,,,NaN
10951,72,100,NaN,92,106,40,93,NaN,52,NaN,10,16,NaN
10952,,,NaN,,,,,NaN,,NaN,,,NaN
10953,72,100,NaN,92,107,41,93,NaN,52,NaN,10,16,NaN
10954,,,NaN,,,,,NaN,,NaN,,,NaN
10955,72,100,NaN,92,107,41,93,NaN,52,NaN,10,16,NaN
10956,,,NaN,,,,,NaN,,NaN,,,NaN
10957,72,100,NaN,93,107,41,93,NaN,52,NaN,10,16,NaN
10958,,,NaN,,,,,NaN,,NaN,,,NaN
10959,72,100,NaN,93,107,40,93,NaN,52,NaN,10,16,NaN
10960,,,NaN,,,,,NaN,,NaN,,,NaN
10961,72,100,NaN,93,107,40,93,NaN,52,NaN,10,16,NaN
10962,,,NaN,,,,,NaN,,NaN,,,NaN
10963,73,100,NaN,93,108,40,93,NaN,52,NaN,10,16,NaN
10964,,,NaN,,,,,NaN,,NaN,,,NaN
10965,72,100,NaN,92,107,40,93,NaN,52,NaN,10,16,NaN
10966,,,NaN,,,,,NaN,,NaN,,,NaN
10967,72,100,NaN,92,108,40,93,NaN,52,NaN,10,16,NaN
10968,,,NaN,,,,,NaN,,NaN,,,NaN
10969,72,100,NaN,92,107,40,93,NaN,51,NaN,10,16,NaN
10970,,,NaN,,,,,NaN,,NaN,,,NaN
10971,72,100,NaN,92,107,40,92,NaN,52,NaN,10,16,NaN
10972,,,NaN,,,,,NaN,,NaN,,,NaN
10973,72,100,NaN,92,106,40,92,NaN,51,NaN,10,16,NaN
10974,,,NaN,,,,,NaN,,NaN,,,NaN
10975,72,100,NaN,92,108,40,92,NaN,52,NaN,10,16,NaN
10976,,,NaN,,,,,NaN,,NaN,,,NaN
10977,72,100,NaN,92,107,40,93,NaN,52,NaN,10,16,NaN
10978,,,NaN,,,,,NaN,,NaN,,,NaN
10979,72,100,NaN,92,107,40,92,NaN,52,NaN,10,16,NaN
10980,,,NaN,,,,,NaN,,NaN,,,NaN
10981,72,100,NaN,92,107,40,92,NaN,51,NaN,10,16,NaN
10982,,,NaN,,,,,NaN,,NaN,,,NaN
10983,72,100,NaN,92,107,40,92,NaN,51,NaN,9,16,NaN
10984,,,NaN,,,,,NaN,,NaN,,,NaN
10985,72,100,NaN,92,107,40,92,NaN,52,NaN,9,16,NaN
10986,,,NaN,,,,,NaN,,NaN,,,NaN
10987,71,100,NaN,91,107,40,92,NaN,51,NaN,9,16,NaN
10988,,,NaN,,,,,NaN,,NaN,,,NaN
10989,72,100,NaN,92,107,40,92,NaN,52,NaN,9,16,NaN
10990,,,NaN,,,,,NaN,,NaN,,,NaN
10991,71,100,NaN,92,106,40,92,NaN,51,NaN,9,16,NaN
10992,,,NaN,,,,,NaN,,NaN,,,NaN
10993,71,100,NaN,92,107,40,92,NaN,51,NaN,9,16,NaN
10994,,,NaN,,,,,NaN,,NaN,,,NaN
10995,71,100,NaN,91,106,40,92,NaN,51,NaN,9,16,NaN
10996,,,NaN,,,,,NaN,,NaN,,,NaN
10997,71,100,NaN,91,107,40,92,NaN,52,NaN,9,16,NaN
10998,,,NaN,,,,,NaN,,NaN,,,NaN
10999,72,100,NaN,91,107,40,92,NaN,52,NaN,9,16,NaN
11000,,,NaN,,,,,NaN,,NaN,,,NaN
11001,73,100,NaN,91,108,40,92,NaN,54,NaN,10,16,NaN
11002,,,NaN,,,,,NaN,,NaN,,,NaN
11003,73,100,NaN,91,108,40,92,NaN,54,NaN,10,16,NaN
11004,,,NaN,,,,,NaN,,NaN,,,NaN
11005,33,100,NaN,91,33,40,91,NaN,33,NaN,10,16,NaN
11006,,,NaN,,,,,NaN,,NaN,,,NaN
11007,33,100,NaN,91,33,40,91,NaN,33,NaN,10,16,NaN
11008,,,NaN,,,,,NaN,,NaN,,,NaN
11009,33,100,NaN,91,33,40,91,NaN,33,NaN,10,16,NaN
11010,,,NaN,,,,,NaN,,NaN,,,NaN
11011,30,100,NaN,91,30,40,91,NaN,30,NaN,10,16,NaN
11012,,,NaN,,,,,NaN,,NaN,,,NaN
11013,30,100,NaN,90,30,40,91,NaN,30,NaN,9,16,NaN
11014,,,NaN,,,,,NaN,,NaN,,,NaN
11015,29,100,NaN,90,29,40,91,NaN,29,NaN,9,16,NaN
11016,,,NaN,,,,,NaN,,NaN,,,NaN
11017,29,100,NaN,90,29,40,91,NaN,29,NaN,9,16,NaN
11018,,,NaN,,,,,NaN,,NaN,,,NaN
11019,28,100,NaN,90,28,40,91,NaN,28,NaN,9,16,NaN
11020,,,NaN,,,,,NaN,,NaN,,,NaN
11021,28,100,NaN,90,28,40,91,NaN,28,NaN,9,16,NaN
11022,,,NaN,,,,,NaN,,NaN,,,NaN
11023,31,100,NaN,90,47,40,91,NaN,36,NaN,9,16,NaN
11024,,,NaN,,,,,NaN,,NaN,,,NaN
11025,43,100,NaN,91,63,40,91,NaN,42,NaN,9,16,NaN
11026,,,NaN,,,,,NaN,,NaN,,,NaN
11027,57,100,NaN,91,86,40,91,NaN,54,NaN,9,16,NaN
11028,,,NaN,,,,,NaN,,NaN,,,NaN
11029,67,100,NaN,91,101,40,92,NaN,57,NaN,9,16,NaN
11030,,,NaN,,,,,NaN,,NaN,,,NaN
11031,72,100,NaN,91,109,40,92,NaN,56,NaN,10,16,NaN
11032,,,NaN,,,,,NaN,,NaN,,,NaN
11033,73,100,NaN,91,110,40,92,NaN,55,NaN,10,16,NaN
11034,,,NaN,,,,,NaN,,NaN,,,NaN
11035,74,100,NaN,91,113,40,92,NaN,55,NaN,10,16,NaN
11036,,,NaN,,,,,NaN,,NaN,,,NaN
11037,74,100,NaN,92,111,40,92,NaN,53,NaN,10,16,NaN
11038,,,NaN,,,,,NaN,,NaN,,,NaN
11039,73,100,NaN,92,109,40,92,NaN,52,NaN,10,16,NaN
11040,,,NaN,,,,,NaN,,NaN,,,NaN
11041,71,100,NaN,92,103,40,92,NaN,51,NaN,10,16,NaN
11042,,,NaN,,,,,NaN,,NaN,,,NaN
11043,71,100,NaN,92,103,40,92,NaN,51,NaN,10,16,NaN
11044,,,NaN,,,,,NaN,,NaN,,,NaN
11045,70,100,NaN,92,102,40,92,NaN,51,NaN,10,16,NaN
11046,,,NaN,,,,,NaN,,NaN,,,NaN
11047,70,100,NaN,92,104,40,92,NaN,52,NaN,10,16,NaN
11048,,,NaN,,,,,NaN,,NaN,,,NaN
11049,71,100,NaN,92,105,40,92,NaN,52,NaN,10,16,NaN
11050,,,NaN,,,,,NaN,,NaN,,,NaN
11051,71,100,NaN,92,106,40,93,NaN,52,NaN,10,16,NaN
11052,,,NaN,,,,,NaN,,NaN,,,NaN
11053,72,100,NaN,92,107,40,93,NaN,53,NaN,11,16,NaN
11054,,,NaN,,,,,NaN,,NaN,,,NaN
11055,72,100,NaN,93,107,40,93,NaN,52,NaN,11,16,NaN
11056,,,NaN,,,,,NaN,,NaN,,,NaN
11057,72,100,NaN,93,108,40,93,NaN,53,NaN,9,16,NaN
11058,,,NaN,,,,,NaN,,NaN,,,NaN
11059,72,100,NaN,93,107,40,93,NaN,52,NaN,9,16,NaN
11060,,,NaN,,,,,NaN,,NaN,,,NaN
11061,72,100,NaN,93,108,40,93,NaN,52,NaN,9,16,NaN
11062,,,NaN,,,,,NaN,,NaN,,,NaN
11063,72,100,NaN,93,108,40,94,NaN,52,NaN,9,16,NaN
11064,,,NaN,,,,,NaN,,NaN,,,NaN
11065,72,100,NaN,93,109,40,94,NaN,53,NaN,9,16,NaN
11066,,,NaN,,,,,NaN,,NaN,,,NaN
11067,72,100,NaN,93,109,39,94,NaN,52,NaN,9,16,NaN
11068,,,NaN,,,,,NaN,,NaN,,,NaN
11069,73,100,NaN,93,110,39,94,NaN,53,NaN,9,16,NaN
11070,,,NaN,,,,,NaN,,NaN,,,NaN
11071,73,100,NaN,93,110,39,94,NaN,53,NaN,9,16,NaN
11072,,,NaN,,,,,NaN,,NaN,,,NaN
11073,73,100,NaN,93,111,40,94,NaN,53,NaN,9,16,NaN
11074,,,NaN,,,,,NaN,,NaN,,,NaN
11075,74,100,NaN,93,111,40,94,NaN,54,NaN,9,16,NaN
11076,,,NaN,,,,,NaN,,NaN,,,NaN
11077,74,100,NaN,93,112,40,94,NaN,53,NaN,9,16,NaN
11078,,,NaN,,,,,NaN,,NaN,,,NaN
11079,74,100,NaN,93,112,40,94,NaN,54,NaN,9,16,NaN
11080,,,NaN,,,,,NaN,,NaN,,,NaN
11081,74,100,NaN,93,112,40,93,NaN,53,NaN,9,16,NaN
11082,,,NaN,,,,,NaN,,NaN,,,NaN
11083,74,100,NaN,93,113,40,93,NaN,54,NaN,9,16,NaN
11084,,,NaN,,,,,NaN,,NaN,,,NaN
11085,74,100,NaN,93,112,40,93,NaN,53,NaN,9,16,NaN
11086,,,NaN,,,,,NaN,,NaN,,,NaN
11087,74,100,NaN,93,112,40,93,NaN,53,NaN,9,16,NaN
11088,,,NaN,,,,,NaN,,NaN,,,NaN
11089,73,100,NaN,93,111,40,93,NaN,52,NaN,9,16,NaN
11090,,,NaN,,,,,NaN,,NaN,,,NaN
11091,73,100,NaN,92,112,40,93,NaN,53,NaN,9,16,NaN
11092,,,NaN,,,,,NaN,,NaN,,,NaN
11093,73,100,NaN,92,111,40,93,NaN,52,NaN,9,16,NaN
11094,,,NaN,,,,,NaN,,NaN,,,NaN
11095,73,100,NaN,92,112,40,93,NaN,52,NaN,9,16,NaN
11096,,,NaN,,,,,NaN,,NaN,,,NaN
11097,73,100,NaN,92,111,40,93,NaN,52,NaN,9,16,NaN
11098,,,NaN,,,,,NaN,,NaN,,,NaN
11099,73,100,NaN,92,112,40,93,NaN,53,NaN,10,16,NaN
11100,,,NaN,,,,,NaN,,NaN,,,NaN
11101,73,100,NaN,92,111,40,92,NaN,53,NaN,10,16,NaN
11102,,,NaN,,,,,NaN,,NaN,,,NaN
11103,73,100,NaN,91,112,40,92,NaN,53,NaN,10,16,NaN
11104,,,NaN,,,,,NaN,,NaN,,,NaN
11105,73,100,NaN,91,112,40,92,NaN,53,NaN,10,16,NaN
11106,,,NaN,,,,,NaN,,NaN,,,NaN
11107,73,100,NaN,91,112,40,92,NaN,52,NaN,11,16,NaN
11108,,,NaN,,,,,NaN,,NaN,,,NaN
11109,73,100,NaN,91,111,40,92,NaN,53,NaN,11,16,NaN
11110,,,NaN,,,,,NaN,,NaN,,,NaN
11111,73,100,NaN,91,111,40,91,NaN,52,NaN,11,16,NaN
11112,,,NaN,,,,,NaN,,NaN,,,NaN
11113,73,100,NaN,91,112,40,91,NaN,53,NaN,11,16,NaN
11114,,,NaN,,,,,NaN,,NaN,,,NaN
11115,73,100,NaN,91,111,40,91,NaN,52,NaN,11,16,NaN
11116,,,NaN,,,,,NaN,,NaN,,,NaN
11117,73,100,NaN,90,112,40,91,NaN,53,NaN,11,16,NaN
11118,,,NaN,,,,,NaN,,NaN,,,NaN
11119,73,100,NaN,90,111,40,91,NaN,52,NaN,11,16,NaN
11120,,,NaN,,,,,NaN,,NaN,,,NaN
11121,73,100,NaN,90,111,40,91,NaN,52,NaN,11,16,NaN
11122,,,NaN,,,,,NaN,,NaN,,,NaN
11123,72,100,NaN,90,110,40,91,NaN,52,NaN,11,16,NaN
11124,,,NaN,,,,,NaN,,NaN,,,NaN
11125,72,100,NaN,90,111,40,90,NaN,52,NaN,11,16,NaN
11126,,,NaN,,,,,NaN,,NaN,,,NaN
11127,72,100,NaN,90,110,40,90,NaN,51,NaN,11,16,NaN
11128,,,NaN,,,,,NaN,,NaN,,,NaN
11129,72,100,NaN,90,110,40,90,NaN,52,NaN,10,16,NaN
11130,,,NaN,,,,,NaN,,NaN,,,NaN
11131,72,100,NaN,90,109,40,90,NaN,51,NaN,10,16,NaN
11132,,,NaN,,,,,NaN,,NaN,,,NaN
11133,72,100,NaN,90,110,40,90,NaN,52,NaN,10,16,NaN
11134,,,NaN,,,,,NaN,,NaN,,,NaN
11135,72,100,NaN,90,109,39,90,NaN,51,NaN,10,16,NaN
11136,,,NaN,,,,,NaN,,NaN,,,NaN
11137,72,100,NaN,90,110,39,90,NaN,51,NaN,10,16,NaN
11138,,,NaN,,,,,NaN,,NaN,,,NaN
11139,71,100,NaN,90,109,39,90,NaN,51,NaN,10,16,NaN
11140,,,NaN,,,,,NaN,,NaN,,,NaN
11141,71,100,NaN,89,109,39,90,NaN,51,NaN,10,16,NaN
11142,,,NaN,,,,,NaN,,NaN,,,NaN
11143,72,100,NaN,89,109,40,90,NaN,52,NaN,10,16,NaN
11144,,,NaN,,,,,NaN,,NaN,,,NaN
11145,72,100,NaN,89,109,40,90,NaN,51,NaN,10,16,NaN
11146,,,NaN,,,,,NaN,,NaN,,,NaN
11147,72,100,NaN,89,110,40,90,NaN,52,NaN,10,16,NaN
11148,,,NaN,,,,,NaN,,NaN,,,NaN
11149,71,100,NaN,89,109,40,89,NaN,51,NaN,10,16,NaN
11150,,,NaN,,,,,NaN,,NaN,,,NaN
11151,72,100,NaN,89,110,40,89,NaN,51,NaN,10,16,NaN
11152,,,NaN,,,,,NaN,,NaN,,,NaN
11153,71,100,NaN,89,108,40,89,NaN,51,NaN,10,16,NaN
11154,,,NaN,,,,,NaN,,NaN,,,NaN
11155,71,100,NaN,89,109,40,89,NaN,51,NaN,10,16,NaN
11156,,,NaN,,,,,NaN,,NaN,,,NaN
11157,71,100,NaN,89,108,40,89,NaN,51,NaN,10,16,NaN
11158,,,NaN,,,,,NaN,,NaN,,,NaN
11159,71,100,NaN,88,109,40,89,NaN,51,NaN,10,16,NaN
11160,,,NaN,,,,,NaN,,NaN,,,NaN
11161,70,100,NaN,88,108,40,89,NaN,50,NaN,10,16,NaN
11162,,,NaN,,,,,NaN,,NaN,,,NaN
11163,71,100,NaN,88,108,40,89,NaN,50,NaN,10,16,NaN
11164,,,NaN,,,,,NaN,,NaN,,,NaN
11165,70,100,NaN,88,108,40,88,NaN,51,NaN,10,16,NaN
11166,,,NaN,,,,,NaN,,NaN,,,NaN
11167,71,100,NaN,88,108,39,88,NaN,51,NaN,10,16,NaN
11168,,,NaN,,,,,NaN,,NaN,,,NaN
11169,71,100,NaN,88,108,39,88,NaN,51,NaN,10,16,NaN
11170,,,NaN,,,,,NaN,,NaN,,,NaN
11171,71,100,NaN,88,108,39,88,NaN,51,NaN,10,16,NaN
11172,,,NaN,,,,,NaN,,NaN,,,NaN
11173,71,100,NaN,88,108,40,89,NaN,51,NaN,10,16,NaN
11174,,,NaN,,,,,NaN,,NaN,,,NaN
11175,71,100,NaN,88,108,40,88,NaN,51,NaN,10,16,NaN
11176,,,NaN,,,,,NaN,,NaN,,,NaN
11177,71,100,NaN,88,108,40,88,NaN,52,NaN,10,16,NaN
11178,,,NaN,,,,,NaN,,NaN,,,NaN
11179,71,100,NaN,88,108,40,88,NaN,51,NaN,10,16,NaN
11180,,,NaN,,,,,NaN,,NaN,,,NaN
11181,71,100,NaN,88,109,40,89,NaN,51,NaN,10,16,NaN
11182,,,NaN,,,,,NaN,,NaN,,,NaN
11183,71,100,NaN,88,108,40,88,NaN,51,NaN,10,16,NaN
11184,,,NaN,,,,,NaN,,NaN,,,NaN
11185,71,100,NaN,88,109,40,88,NaN,52,NaN,10,16,NaN
11186,,,NaN,,,,,NaN,,NaN,,,NaN
11187,71,100,NaN,88,108,40,89,NaN,51,NaN,10,16,NaN
11188,,,NaN,,,,,NaN,,NaN,,,NaN
11189,72,100,NaN,88,109,40,88,NaN,52,NaN,11,16,NaN
11190,,,NaN,,,,,NaN,,NaN,,,NaN
11191,71,100,NaN,88,108,40,89,NaN,51,NaN,11,16,NaN
11192,,,NaN,,,,,NaN,,NaN,,,NaN
11193,71,100,NaN,88,109,40,89,NaN,51,NaN,10,16,NaN
11194,,,NaN,,,,,NaN,,NaN,,,NaN
11195,71,100,NaN,89,108,40,89,NaN,52,NaN,10,16,NaN
11196,,,NaN,,,,,NaN,,NaN,,,NaN
11197,71,100,NaN,89,109,40,89,NaN,51,NaN,10,16,NaN
11198,,,NaN,,,,,NaN,,NaN,,,NaN
11199,71,100,NaN,89,108,39,89,NaN,52,NaN,10,16,NaN
11200,,,NaN,,,,,NaN,,NaN,,,NaN
11201,71,100,NaN,89,108,39,89,NaN,51,NaN,10,16,NaN
11202,,,NaN,,,,,NaN,,NaN,,,NaN
11203,71,100,NaN,88,108,39,89,NaN,51,NaN,10,16,NaN
11204,,,NaN,,,,,NaN,,NaN,,,NaN
11205,71,100,NaN,88,107,39,89,NaN,51,NaN,10,16,NaN
11206,,,NaN,,,,,NaN,,NaN,,,NaN
11207,71,100,NaN,88,108,39,88,NaN,51,NaN,10,16,NaN
11208,,,NaN,,,,,NaN,,NaN,,,NaN
11209,70,100,NaN,88,107,39,88,NaN,50,NaN,10,16,NaN
11210,,,NaN,,,,,NaN,,NaN,,,NaN
11211,71,100,NaN,88,107,39,88,NaN,51,NaN,10,16,NaN
11212,,,NaN,,,,,NaN,,NaN,,,NaN
11213,70,100,NaN,88,106,39,89,NaN,51,NaN,10,16,NaN
11214,,,NaN,,,,,NaN,,NaN,,,NaN
11215,71,100,NaN,88,107,39,88,NaN,51,NaN,10,16,NaN
11216,,,NaN,,,,,NaN,,NaN,,,NaN
11217,70,100,NaN,88,106,39,89,NaN,51,NaN,10,16,NaN
11218,,,NaN,,,,,NaN,,NaN,,,NaN
11219,70,100,NaN,88,107,40,89,NaN,51,NaN,10,16,NaN
11220,,,NaN,,,,,NaN,,NaN,,,NaN
11221,70,100,NaN,88,106,40,89,NaN,50,NaN,10,16,NaN
11222,,,NaN,,,,,NaN,,NaN,,,NaN
11223,71,100,NaN,88,107,40,88,NaN,51,NaN,10,16,NaN
11224,,,NaN,,,,,NaN,,NaN,,,NaN
11225,70,100,NaN,88,106,39,88,NaN,50,NaN,10,16,NaN
11226,,,NaN,,,,,NaN,,NaN,,,NaN
11227,70,100,NaN,88,106,39,88,NaN,50,NaN,10,16,NaN
11228,,,NaN,,,,,NaN,,NaN,,,NaN
11229,70,100,NaN,87,106,39,88,NaN,51,NaN,10,16,NaN
11230,,,NaN,,,,,NaN,,NaN,,,NaN
11231,70,100,NaN,87,106,39,88,NaN,50,NaN,10,16,NaN
11232,,,NaN,,,,,NaN,,NaN,,,NaN
11233,70,100,NaN,87,106,39,88,NaN,50,NaN,10,16,NaN
11234,,,NaN,,,,,NaN,,NaN,,,NaN
11235,70,100,NaN,87,106,39,88,NaN,50,NaN,10,16,NaN
11236,,,NaN,,,,,NaN,,NaN,,,NaN
11237,70,100,NaN,87,106,40,88,NaN,51,NaN,10,16,NaN
11238,,,NaN,,,,,NaN,,NaN,,,NaN
11239,70,100,NaN,87,106,40,88,NaN,50,NaN,10,16,NaN
11240,,,NaN,,,,,NaN,,NaN,,,NaN
11241,70,100,NaN,87,107,40,87,NaN,50,NaN,10,16,NaN
11242,,,NaN,,,,,NaN,,NaN,,,NaN
11243,70,100,NaN,87,106,39,87,NaN,50,NaN,10,16,NaN
11244,,,NaN,,,,,NaN,,NaN,,,NaN
11245,70,100,NaN,87,106,39,87,NaN,51,NaN,10,16,NaN
11246,,,NaN,,,,,NaN,,NaN,,,NaN
11247,70,100,NaN,87,106,39,87,NaN,50,NaN,10,16,NaN
11248,,,NaN,,,,,NaN,,NaN,,,NaN
11249,70,100,NaN,87,106,40,87,NaN,50,NaN,10,16,NaN
11250,,,NaN,,,,,NaN,,NaN,,,NaN
11251,69,100,NaN,86,105,40,87,NaN,50,NaN,10,16,NaN
11252,,,NaN,,,,,NaN,,NaN,,,NaN
11253,70,100,NaN,86,106,40,87,NaN,50,NaN,10,16,NaN
11254,,,NaN,,,,,NaN,,NaN,,,NaN
11255,69,100,NaN,86,105,40,87,NaN,50,NaN,10,16,NaN
11256,,,NaN,,,,,NaN,,NaN,,,NaN
11257,69,100,NaN,86,106,39,86,NaN,50,NaN,10,16,NaN
11258,,,NaN,,,,,NaN,,NaN,,,NaN
11259,70,100,NaN,86,106,39,86,NaN,50,NaN,10,16,NaN
11260,,,NaN,,,,,NaN,,NaN,,,NaN
11261,70,100,NaN,86,106,39,86,NaN,50,NaN,10,16,NaN
11262,,,NaN,,,,,NaN,,NaN,,,NaN
11263,70,100,NaN,86,106,39,87,NaN,51,NaN,10,16,NaN
11264,,,NaN,,,,,NaN,,NaN,,,NaN
11265,70,100,NaN,87,106,39,87,NaN,50,NaN,10,16,NaN
11266,,,NaN,,,,,NaN,,NaN,,,NaN
11267,70,100,NaN,87,107,39,87,NaN,51,NaN,10,16,NaN
11268,,,NaN,,,,,NaN,,NaN,,,NaN
11269,70,100,NaN,87,107,39,87,NaN,50,NaN,10,16,NaN
11270,,,NaN,,,,,NaN,,NaN,,,NaN
11271,70,100,NaN,87,107,39,87,NaN,51,NaN,10,16,NaN
11272,,,NaN,,,,,NaN,,NaN,,,NaN
11273,70,100,NaN,87,106,39,87,NaN,50,NaN,10,16,NaN
11274,,,NaN,,,,,NaN,,NaN,,,NaN
11275,71,100,NaN,86,107,39,87,NaN,51,NaN,10,16,NaN
11276,,,NaN,,,,,NaN,,NaN,,,NaN
11277,70,100,NaN,87,106,39,87,NaN,50,NaN,10,16,NaN
11278,,,NaN,,,,,NaN,,NaN,,,NaN
11279,70,100,NaN,87,107,39,87,NaN,50,NaN,10,16,NaN
11280,,,NaN,,,,,NaN,,NaN,,,NaN
11281,70,100,NaN,86,106,39,87,NaN,50,NaN,10,16,NaN
11282,,,NaN,,,,,NaN,,NaN,,,NaN
11283,70,100,NaN,86,107,39,87,NaN,51,NaN,10,16,NaN
11284,,,NaN,,,,,NaN,,NaN,,,NaN
11285,70,100,NaN,86,106,39,87,NaN,51,NaN,10,16,NaN
11286,,,NaN,,,,,NaN,,NaN,,,NaN
11287,70,100,NaN,87,107,39,87,NaN,51,NaN,10,16,NaN
11288,,,NaN,,,,,NaN,,NaN,,,NaN
11289,70,100,NaN,87,106,40,87,NaN,51,NaN,10,16,NaN
11290,,,NaN,,,,,NaN,,NaN,,,NaN
11291,70,100,NaN,87,106,40,88,NaN,51,NaN,10,16,NaN
11292,,,NaN,,,,,NaN,,NaN,,,NaN
11293,70,100,NaN,87,106,40,88,NaN,51,NaN,10,16,NaN
11294,,,NaN,,,,,NaN,,NaN,,,NaN
11295,70,100,NaN,87,105,40,88,NaN,50,NaN,10,16,NaN
11296,,,NaN,,,,,NaN,,NaN,,,NaN
11297,70,100,NaN,87,106,40,88,NaN,51,NaN,10,16,NaN
11298,,,NaN,,,,,NaN,,NaN,,,NaN
11299,70,100,NaN,87,105,40,87,NaN,50,NaN,10,16,NaN
11300,,,NaN,,,,,NaN,,NaN,,,NaN
11301,70,100,NaN,87,106,40,87,NaN,51,NaN,10,16,NaN
11302,,,NaN,,,,,NaN,,NaN,,,NaN
11303,70,100,NaN,87,105,40,88,NaN,51,NaN,10,16,NaN
11304,,,NaN,,,,,NaN,,NaN,,,NaN
11305,70,100,NaN,87,106,40,87,NaN,51,NaN,10,16,NaN
11306,,,NaN,,,,,NaN,,NaN,,,NaN
11307,70,100,NaN,87,105,40,88,NaN,51,NaN,10,16,NaN
11308,,,NaN,,,,,NaN,,NaN,,,NaN
11309,71,100,NaN,87,107,39,88,NaN,51,NaN,10,16,NaN
11310,,,NaN,,,,,NaN,,NaN,,,NaN
11311,71,100,NaN,87,106,39,88,NaN,51,NaN,10,16,NaN
11312,,,NaN,,,,,NaN,,NaN,,,NaN
11313,71,100,NaN,88,108,39,88,NaN,51,NaN,10,16,NaN
11314,,,NaN,,,,,NaN,,NaN,,,NaN
11315,71,100,NaN,88,107,39,88,NaN,51,NaN,10,16,NaN
11316,,,NaN,,,,,NaN,,NaN,,,NaN
11317,71,100,NaN,88,107,39,88,NaN,51,NaN,10,16,NaN
11318,,,NaN,,,,,NaN,,NaN,,,NaN
11319,71,100,NaN,87,107,39,88,NaN,52,NaN,10,16,NaN
11320,,,NaN,,,,,NaN,,NaN,,,NaN
11321,71,100,NaN,87,108,40,88,NaN,51,NaN,10,16,NaN
11322,,,NaN,,,,,NaN,,NaN,,,NaN
11323,71,100,NaN,87,108,40,88,NaN,52,NaN,10,16,NaN
11324,,,NaN,,,,,NaN,,NaN,,,NaN
11325,71,100,NaN,88,108,40,88,NaN,51,NaN,9,16,NaN
11326,,,NaN,,,,,NaN,,NaN,,,NaN
11327,71,100,NaN,88,108,40,88,NaN,51,NaN,9,16,NaN
11328,,,NaN,,,,,NaN,,NaN,,,NaN
11329,71,100,NaN,88,107,39,88,NaN,51,NaN,9,16,NaN
11330,,,NaN,,,,,NaN,,NaN,,,NaN
11331,71,100,NaN,87,108,39,88,NaN,51,NaN,9,16,NaN
11332,,,NaN,,,,,NaN,,NaN,,,NaN
11333,71,100,NaN,87,107,39,88,NaN,51,NaN,9,16,NaN
11334,,,NaN,,,,,NaN,,NaN,,,NaN
11335,71,100,NaN,87,109,39,88,NaN,51,NaN,9,16,NaN
11336,,,NaN,,,,,NaN,,NaN,,,NaN
11337,71,100,NaN,87,107,39,88,NaN,51,NaN,9,16,NaN
11338,,,NaN,,,,,NaN,,NaN,,,NaN
11339,71,100,NaN,87,108,39,88,NaN,51,NaN,9,16,NaN
11340,,,NaN,,,,,NaN,,NaN,,,NaN
11341,71,100,NaN,87,107,39,88,NaN,51,NaN,9,16,NaN
11342,,,NaN,,,,,NaN,,NaN,,,NaN
11343,71,100,NaN,87,108,40,88,NaN,51,NaN,9,16,NaN
11344,,,NaN,,,,,NaN,,NaN,,,NaN
11345,70,100,NaN,87,107,40,88,NaN,51,NaN,9,16,NaN
11346,,,NaN,,,,,NaN,,NaN,,,NaN
11347,71,100,NaN,87,108,40,88,NaN,51,NaN,9,16,NaN
11348,,,NaN,,,,,NaN,,NaN,,,NaN
11349,71,100,NaN,87,108,39,87,NaN,51,NaN,9,16,NaN
11350,,,NaN,,,,,NaN,,NaN,,,NaN
11351,71,100,NaN,87,108,39,87,NaN,51,NaN,9,16,NaN
11352,,,NaN,,,,,NaN,,NaN,,,NaN
11353,71,100,NaN,86,108,39,87,NaN,51,NaN,9,16,NaN
11354,,,NaN,,,,,NaN,,NaN,,,NaN
11355,71,100,NaN,86,108,39,87,NaN,51,NaN,9,16,NaN
11356,,,NaN,,,,,NaN,,NaN,,,NaN
11357,71,100,NaN,86,109,40,87,NaN,51,NaN,9,16,NaN
11358,,,NaN,,,,,NaN,,NaN,,,NaN
11359,71,100,NaN,87,108,40,87,NaN,51,NaN,9,16,NaN
11360,,,NaN,,,,,NaN,,NaN,,,NaN
