time,Solar8000/RR_CO2,Solar8000/ETCO2,SNUADC/ART,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/HR,Solar8000/ART_DBP,SNUADC/ECG_II
8470,,,NaN,NaN,,,NaN,,,,,,NaN
8471,14,34,NaN,NaN,58,125,NaN,80,100,7,58,56,NaN
8472,,,NaN,NaN,,,NaN,,,,,,NaN
8473,14,34,NaN,NaN,59,125,NaN,81,100,7,58,56,NaN
8474,,,NaN,NaN,,,NaN,,,,,,NaN
8475,14,34,NaN,NaN,59,125,NaN,81,100,7,58,56,NaN
8476,,,NaN,NaN,,,NaN,,,,,,NaN
8477,14,34,NaN,NaN,59,125,NaN,81,100,7,58,56,NaN
8478,,,NaN,NaN,,,NaN,,,,,,NaN
8479,14,34,NaN,NaN,59,124,NaN,81,100,7,58,55,NaN
8480,,,NaN,NaN,,,NaN,,,,,,NaN
8481,14,34,NaN,NaN,59,124,NaN,81,100,7,58,55,NaN
8482,,,NaN,NaN,,,NaN,,,,,,NaN
8483,14,34,NaN,NaN,59,123,NaN,80,100,7,58,55,NaN
8484,,,NaN,NaN,,,NaN,,,,,,NaN
8485,14,34,NaN,NaN,59,123,NaN,80,100,7,58,55,NaN
8486,,,NaN,NaN,,,NaN,,,,,,NaN
8487,14,34,NaN,NaN,58,123,NaN,80,100,7,58,55,NaN
8488,,,NaN,NaN,,,NaN,,,,,,NaN
8489,14,34,NaN,NaN,58,124,NaN,80,100,7,58,55,NaN
8490,,,NaN,NaN,,,NaN,,,,,,NaN
8491,14,34,NaN,NaN,58,123,NaN,80,100,7,58,55,NaN
8492,,,NaN,NaN,,,NaN,,,,,,NaN
8493,14,34,NaN,NaN,58,123,NaN,80,100,7,57,55,NaN
8494,,,NaN,NaN,,,NaN,,,,,,NaN
8495,14,34,NaN,NaN,58,122,NaN,79,100,7,57,53,NaN
8496,,,NaN,NaN,,,NaN,,,,,,NaN
8497,14,34,NaN,NaN,57,121,NaN,78,100,7,57,54,NaN
8498,,,NaN,NaN,,,NaN,,,,,,NaN
8499,14,34,NaN,NaN,57,121,NaN,78,100,7,56,52,NaN
8500,,,NaN,NaN,,,NaN,,,,,,NaN
8501,14,34,NaN,NaN,57,120,NaN,77,100,7,56,53,NaN
8502,,,NaN,NaN,,,NaN,,,,,,NaN
8503,14,34,NaN,NaN,57,121,NaN,77,100,7,56,53,NaN
8504,,,NaN,NaN,,,NaN,,,,,,NaN
8505,14,34,NaN,NaN,56,121,NaN,77,100,7,56,53,NaN
8506,,,NaN,NaN,,,NaN,,,,,,NaN
8507,14,34,NaN,NaN,56,121,NaN,77,100,7,55,53,NaN
8508,,,NaN,NaN,,,NaN,,,,,,NaN
8509,14,34,NaN,NaN,56,120,NaN,77,100,7,55,53,NaN
8510,,,NaN,NaN,,,NaN,,,,,,NaN
8511,14,34,NaN,NaN,56,121,NaN,77,100,7,55,53,NaN
8512,,,NaN,NaN,,,NaN,,,,,,NaN
8513,14,34,NaN,NaN,56,121,NaN,77,100,7,56,54,NaN
8514,,,NaN,NaN,,,NaN,,,,,,NaN
8515,14,34,NaN,NaN,57,121,NaN,78,100,7,56,54,NaN
8516,,,NaN,NaN,,,NaN,,,,,,NaN
8517,14,34,NaN,NaN,57,122,NaN,78,100,7,57,54,NaN
8518,,,NaN,NaN,,,NaN,,,,,,NaN
8519,14,34,NaN,NaN,57,122,NaN,79,100,7,57,54,NaN
8520,,,NaN,NaN,,,NaN,,,,,,NaN
8521,14,34,NaN,NaN,58,121,NaN,79,100,7,57,54,NaN
8522,,,NaN,NaN,,,NaN,,,,,,NaN
8523,14,34,NaN,NaN,58,122,NaN,79,100,7,57,55,NaN
8524,,,NaN,NaN,,,NaN,,,,,,NaN
8525,14,34,NaN,NaN,58,122,NaN,79,100,7,57,55,NaN
8526,,,NaN,NaN,,,NaN,,,,,,NaN
8527,14,34,NaN,NaN,58,122,NaN,80,100,7,57,55,NaN
8528,,,NaN,NaN,,,NaN,,,,,,NaN
8529,14,34,NaN,NaN,58,122,NaN,79,100,7,58,54,NaN
8530,,,NaN,NaN,,,NaN,,,,,,NaN
8531,14,34,NaN,NaN,58,122,NaN,79,100,7,58,55,NaN
8532,,,NaN,NaN,,,NaN,,,,,,NaN
8533,14,34,NaN,NaN,59,121,NaN,79,100,7,58,54,NaN
8534,,,NaN,NaN,,,NaN,,,,,,NaN
8535,14,34,NaN,NaN,58,121,NaN,79,100,7,58,55,NaN
8536,,,NaN,NaN,,,NaN,,,,,,NaN
8537,14,34,NaN,NaN,58,121,NaN,79,100,7,58,54,NaN
8538,,,NaN,NaN,,,NaN,,,,,,NaN
8539,14,34,NaN,NaN,58,121,NaN,79,100,7,57,54,NaN
8540,,,NaN,NaN,,,NaN,,,,,,NaN
8541,14,34,NaN,NaN,58,121,NaN,79,100,7,58,54,NaN
8542,,,NaN,NaN,,,NaN,,,,,,NaN
8543,14,35,NaN,NaN,58,121,NaN,78,100,7,57,53,NaN
8544,,,NaN,NaN,,,NaN,,,,,,NaN
8545,14,35,NaN,NaN,58,121,NaN,78,100,7,57,53,NaN
8546,,,NaN,NaN,,,NaN,,,,,,NaN
8547,14,35,NaN,NaN,57,120,NaN,77,100,7,57,53,NaN
8548,,,NaN,NaN,,,NaN,,,,,,NaN
8549,14,35,NaN,NaN,57,120,NaN,77,100,7,56,53,NaN
8550,,,NaN,NaN,,,NaN,,,,,,NaN
8551,14,34,NaN,NaN,57,119,NaN,77,100,7,56,52,NaN
8552,,,NaN,NaN,,,NaN,,,,,,NaN
8553,14,34,NaN,NaN,56,119,NaN,77,100,7,56,53,NaN
8554,,,NaN,NaN,,,NaN,,,,,,NaN
8555,14,34,NaN,NaN,57,118,NaN,77,100,7,56,53,NaN
8556,,,NaN,NaN,,,NaN,,,,,,NaN
8557,14,34,NaN,NaN,57,119,NaN,77,100,7,56,53,NaN
8558,,,NaN,NaN,,,NaN,,,,,,NaN
8559,14,34,NaN,NaN,57,119,NaN,77,100,7,57,53,NaN
8560,,,NaN,NaN,,,NaN,,,,,,NaN
8561,14,34,NaN,NaN,57,119,NaN,77,100,7,57,53,NaN
8562,,,NaN,NaN,,,NaN,,,,,,NaN
8563,14,34,NaN,NaN,58,120,NaN,77,100,7,57,53,NaN
8564,,,NaN,NaN,,,NaN,,,,,,NaN
8565,14,34,NaN,NaN,58,120,NaN,77,100,7,57,53,NaN
8566,,,NaN,NaN,,,NaN,,,,,,NaN
8567,14,34,NaN,NaN,58,121,NaN,78,100,7,57,54,NaN
8568,,,NaN,NaN,,,NaN,,,,,,NaN
8569,14,34,NaN,NaN,58,120,NaN,78,100,7,57,54,NaN
8570,,,NaN,NaN,,,NaN,,,,,,NaN
8571,14,34,NaN,NaN,58,120,NaN,78,100,7,57,54,NaN
8572,,,NaN,NaN,,,NaN,,,,,,NaN
8573,14,34,NaN,NaN,58,119,NaN,78,100,7,57,53,NaN
8574,,,NaN,NaN,,,NaN,,,,,,NaN
8575,14,34,NaN,NaN,58,120,NaN,78,100,7,57,54,NaN
8576,,,NaN,NaN,,,NaN,,,,,,NaN
8577,14,34,NaN,NaN,58,119,NaN,78,100,7,57,54,NaN
8578,,,NaN,NaN,,,NaN,,,,,,NaN
8579,14,34,NaN,NaN,58,120,NaN,78,100,7,58,54,NaN
8580,,,NaN,NaN,,,NaN,,,,,,NaN
8581,14,34,NaN,NaN,58,120,NaN,78,100,7,58,53,NaN
8582,,,NaN,NaN,,,NaN,,,,,,NaN
8583,14,34,NaN,NaN,58,120,NaN,78,100,7,58,54,NaN
8584,,,NaN,NaN,,,NaN,,,,,,NaN
8585,14,35,NaN,NaN,58,119,NaN,78,100,7,58,53,NaN
8586,,,NaN,NaN,,,NaN,,,,,,NaN
8587,14,35,NaN,NaN,58,119,NaN,78,100,7,58,54,NaN
8588,,,NaN,NaN,,,NaN,,,,,,NaN
8589,14,35,NaN,NaN,58,119,NaN,77,100,7,58,53,NaN
8590,,,NaN,NaN,,,NaN,,,,,,NaN
8591,14,34,NaN,NaN,58,119,NaN,77,100,7,58,53,NaN
8592,,,NaN,NaN,,,NaN,,,,,,NaN
8593,14,34,NaN,NaN,58,119,NaN,77,100,7,57,53,NaN
8594,,,NaN,NaN,,,NaN,,,,,,NaN
8595,14,34,NaN,NaN,58,118,NaN,77,100,7,57,53,NaN
8596,,,NaN,NaN,,,NaN,,,,,,NaN
8597,14,34,NaN,NaN,58,119,NaN,77,100,7,57,53,NaN
8598,,,NaN,NaN,,,NaN,,,,,,NaN
8599,14,34,NaN,NaN,57,118,NaN,76,100,7,57,52,NaN
8600,,,NaN,NaN,,,NaN,,,,,,NaN
8601,14,34,NaN,NaN,57,118,NaN,77,100,7,57,53,NaN
8602,,,NaN,NaN,,,NaN,,,,,,NaN
8603,14,34,NaN,NaN,57,118,NaN,76,100,7,56,52,NaN
8604,,,NaN,NaN,,,NaN,,,,,,NaN
8605,14,34,NaN,NaN,57,118,NaN,76,100,7,56,53,NaN
8606,,,NaN,NaN,,,NaN,,,,,,NaN
8607,14,34,NaN,NaN,57,118,NaN,76,100,7,56,52,NaN
8608,,,NaN,NaN,,,NaN,,,,,,NaN
8609,14,34,NaN,NaN,57,118,NaN,76,100,7,57,53,NaN
8610,,,NaN,NaN,,,NaN,,,,,,NaN
8611,14,34,NaN,NaN,57,118,NaN,76,100,7,57,52,NaN
8612,,,NaN,NaN,,,NaN,,,,,,NaN
8613,14,34,NaN,NaN,57,118,NaN,76,100,7,57,53,NaN
8614,,,NaN,NaN,,,NaN,,,,,,NaN
8615,14,34,NaN,NaN,57,118,NaN,76,100,7,57,52,NaN
8616,,,NaN,NaN,,,NaN,,,,,,NaN
8617,14,34,NaN,NaN,57,118,NaN,76,100,7,57,53,NaN
8618,,,NaN,NaN,,,NaN,,,,,,NaN
8619,14,34,NaN,NaN,57,118,NaN,76,100,7,57,52,NaN
8620,,,NaN,NaN,,,NaN,,,,,,NaN
8621,14,34,NaN,NaN,57,117,NaN,76,100,7,57,53,NaN
8622,,,NaN,NaN,,,NaN,,,,,,NaN
8623,14,34,NaN,NaN,57,118,NaN,76,100,7,57,52,NaN
8624,,,NaN,NaN,,,NaN,,,,,,NaN
8625,14,34,NaN,NaN,57,118,NaN,76,100,7,56,53,NaN
8626,,,NaN,NaN,,,NaN,,,,,,NaN
8627,14,34,NaN,NaN,57,119,NaN,76,100,7,56,52,NaN
8628,,,NaN,NaN,,,NaN,,,,,,NaN
8629,14,34,NaN,NaN,57,118,NaN,76,100,7,56,52,NaN
8630,,,NaN,NaN,,,NaN,,,,,,NaN
8631,14,34,NaN,NaN,56,119,NaN,76,100,7,56,52,NaN
8632,,,NaN,NaN,,,NaN,,,,,,NaN
8633,14,34,NaN,NaN,56,118,NaN,76,100,7,56,52,NaN
8634,,,NaN,NaN,,,NaN,,,,,,NaN
8635,14,34,NaN,NaN,57,118,NaN,76,100,7,56,53,NaN
8636,,,NaN,NaN,,,NaN,,,,,,NaN
8637,14,34,NaN,NaN,57,118,NaN,76,100,7,57,52,NaN
8638,,,NaN,NaN,,,NaN,,,,,,NaN
8639,14,34,NaN,NaN,57,118,NaN,77,100,7,57,53,NaN
8640,,,NaN,NaN,,,NaN,,,,,,NaN
8641,14,34,NaN,NaN,58,118,NaN,76,100,7,58,53,NaN
8642,,,NaN,NaN,,,NaN,,,,,,NaN
8643,14,34,NaN,NaN,58,119,NaN,77,100,7,58,53,NaN
8644,,,NaN,NaN,,,NaN,,,,,,NaN
8645,14,34,NaN,NaN,58,119,NaN,76,100,7,57,52,NaN
8646,,,NaN,NaN,,,NaN,,,,,,NaN
8647,14,34,NaN,NaN,58,118,NaN,77,100,7,57,53,NaN
8648,,,NaN,NaN,,,NaN,,,,,,NaN
8649,14,34,NaN,NaN,58,118,NaN,76,100,7,57,53,NaN
8650,,,NaN,NaN,,,NaN,,,,,,NaN
8651,14,34,NaN,NaN,57,118,NaN,77,100,7,57,53,NaN
8652,,,NaN,NaN,,,NaN,,,,,,NaN
8653,14,34,NaN,NaN,57,118,NaN,77,100,7,57,53,NaN
8654,,,NaN,NaN,,,NaN,,,,,,NaN
8655,14,34,NaN,NaN,57,118,NaN,76,100,7,57,53,NaN
8656,,,NaN,NaN,,,NaN,,,,,,NaN
8657,14,34,NaN,NaN,58,118,NaN,77,100,7,57,53,NaN
8658,,,NaN,NaN,,,NaN,,,,,,NaN
8659,14,34,NaN,NaN,58,117,NaN,77,100,7,58,53,NaN
8660,,,NaN,NaN,,,NaN,,,,,,NaN
8661,14,34,NaN,NaN,58,118,NaN,77,100,7,58,54,NaN
8662,,,NaN,NaN,,,NaN,,,,,,NaN
8663,14,34,NaN,NaN,58,118,NaN,77,100,7,58,53,NaN
8664,,,NaN,NaN,,,NaN,,,,,,NaN
8665,14,34,NaN,NaN,58,118,NaN,77,100,6,58,53,NaN
8666,,,NaN,NaN,,,NaN,,,,,,NaN
8667,14,34,NaN,NaN,58,117,NaN,76,100,6,58,52,NaN
8668,,,NaN,NaN,,,NaN,,,,,,NaN
8669,14,34,NaN,NaN,58,117,NaN,76,100,7,57,52,NaN
8670,,,NaN,NaN,,,NaN,,,,,,NaN
8671,14,34,NaN,NaN,58,116,NaN,75,100,7,57,51,NaN
8672,,,NaN,NaN,,,NaN,,,,,,NaN
8673,14,34,NaN,NaN,57,117,NaN,75,100,7,57,52,NaN
8674,,,NaN,NaN,,,NaN,,,,,,NaN
8675,14,34,NaN,NaN,57,116,NaN,75,100,7,56,51,NaN
8676,,,NaN,NaN,,,NaN,,,,,,NaN
8677,14,34,NaN,NaN,57,116,NaN,75,100,7,57,52,NaN
8678,,,NaN,NaN,,,NaN,,,,,,NaN
8679,14,34,NaN,NaN,57,116,NaN,75,100,7,57,52,NaN
8680,,,NaN,NaN,,,NaN,,,,,,NaN
8681,14,34,NaN,NaN,57,116,NaN,75,100,7,57,52,NaN
8682,,,NaN,NaN,,,NaN,,,,,,NaN
8683,14,34,NaN,NaN,57,117,NaN,75,100,7,57,52,NaN
8684,,,NaN,NaN,,,NaN,,,,,,NaN
8685,14,34,NaN,NaN,57,116,NaN,75,100,7,57,52,NaN
8686,,,NaN,NaN,,,NaN,,,,,,NaN
8687,14,34,NaN,NaN,58,117,NaN,75,100,7,57,52,NaN
8688,,,NaN,NaN,,,NaN,,,,,,NaN
8689,14,34,NaN,NaN,57,116,NaN,75,100,7,57,52,NaN
8690,,,NaN,NaN,,,NaN,,,,,,NaN
8691,14,34,NaN,NaN,57,117,NaN,75,100,7,56,51,NaN
8692,,,NaN,NaN,,,NaN,,,,,,NaN
8693,14,34,NaN,NaN,57,116,NaN,74,100,7,56,51,NaN
8694,,,NaN,NaN,,,NaN,,,,,,NaN
8695,14,34,NaN,NaN,56,115,NaN,74,100,7,55,51,NaN
8696,,,NaN,NaN,,,NaN,,,,,,NaN
8697,14,34,NaN,NaN,56,115,NaN,74,100,7,55,51,NaN
8698,,,NaN,NaN,,,NaN,,,,,,NaN
8699,14,34,NaN,NaN,56,115,NaN,74,100,7,55,51,NaN
8700,,,NaN,NaN,,,NaN,,,,,,NaN
8701,14,34,NaN,NaN,56,115,NaN,74,100,7,56,51,NaN
8702,,,NaN,NaN,,,NaN,,,,,,NaN
8703,14,34,NaN,NaN,56,115,NaN,75,100,7,57,52,NaN
8704,,,NaN,NaN,,,NaN,,,,,,NaN
8705,14,34,NaN,NaN,57,116,NaN,75,100,7,57,52,NaN
8706,,,NaN,NaN,,,NaN,,,,,,NaN
8707,14,35,NaN,NaN,57,116,NaN,75,100,7,57,52,NaN
8708,,,NaN,NaN,,,NaN,,,,,,NaN
8709,14,35,NaN,NaN,58,116,NaN,75,100,7,57,52,NaN
8710,,,NaN,NaN,,,NaN,,,,,,NaN
8711,14,35,NaN,NaN,57,116,NaN,75,100,7,57,53,NaN
8712,,,NaN,NaN,,,NaN,,,,,,NaN
8713,14,35,NaN,NaN,57,117,NaN,76,100,7,57,53,NaN
8714,,,NaN,NaN,,,NaN,,,,,,NaN
8715,14,34,NaN,NaN,57,117,NaN,76,100,7,57,53,NaN
8716,,,NaN,NaN,,,NaN,,,,,,NaN
8717,14,34,NaN,NaN,58,118,NaN,76,100,7,57,53,NaN
8718,,,NaN,NaN,,,NaN,,,,,,NaN
8719,14,34,NaN,NaN,58,118,NaN,76,100,7,58,53,NaN
8720,,,NaN,NaN,,,NaN,,,,,,NaN
8721,14,34,NaN,NaN,58,119,NaN,76,100,7,58,53,NaN
8722,,,NaN,NaN,,,NaN,,,,,,NaN
8723,14,34,NaN,NaN,58,118,NaN,76,100,7,57,52,NaN
8724,,,NaN,NaN,,,NaN,,,,,,NaN
8725,14,34,NaN,NaN,58,118,NaN,76,100,7,57,53,NaN
8726,,,NaN,NaN,,,NaN,,,,,,NaN
8727,14,34,NaN,NaN,58,118,NaN,76,100,7,57,52,NaN
8728,,,NaN,NaN,,,NaN,,,,,,NaN
8729,14,34,NaN,NaN,58,118,NaN,76,100,7,57,53,NaN
8730,,,NaN,NaN,,,NaN,,,,,,NaN
8731,14,34,NaN,NaN,58,118,NaN,76,100,7,57,52,NaN
8732,,,NaN,NaN,,,NaN,,,,,,NaN
8733,14,34,NaN,NaN,58,117,NaN,76,100,7,57,53,NaN
8734,,,NaN,NaN,,,NaN,,,,,,NaN
8735,14,34,NaN,NaN,58,117,NaN,76,100,7,57,52,NaN
8736,,,NaN,NaN,,,NaN,,,,,,NaN
8737,14,34,NaN,NaN,57,117,NaN,76,100,7,57,52,NaN
8738,,,NaN,NaN,,,NaN,,,,,,NaN
8739,14,34,NaN,NaN,57,117,NaN,76,100,7,57,52,NaN
8740,,,NaN,NaN,,,NaN,,,,,,NaN
8741,14,34,NaN,NaN,57,116,NaN,76,100,7,57,53,NaN
8742,,,NaN,NaN,,,NaN,,,,,,NaN
8743,14,34,NaN,NaN,58,117,NaN,76,100,7,57,52,NaN
8744,,,NaN,NaN,,,NaN,,,,,,NaN
8745,14,34,NaN,NaN,57,117,NaN,76,100,7,57,53,NaN
8746,,,NaN,NaN,,,NaN,,,,,,NaN
8747,14,34,NaN,NaN,58,118,NaN,76,100,7,57,53,NaN
8748,,,NaN,NaN,,,NaN,,,,,,NaN
8749,14,34,NaN,NaN,58,117,NaN,75,100,7,57,52,NaN
8750,,,NaN,NaN,,,NaN,,,,,,NaN
8751,14,34,NaN,NaN,57,117,NaN,75,100,7,56,52,NaN
8752,,,NaN,NaN,,,NaN,,,,,,NaN
8753,14,34,NaN,NaN,57,116,NaN,75,100,7,56,52,NaN
8754,,,NaN,NaN,,,NaN,,,,,,NaN
8755,14,34,NaN,NaN,57,116,NaN,75,100,7,56,52,NaN
8756,,,NaN,NaN,,,NaN,,,,,,NaN
8757,14,34,NaN,NaN,56,115,NaN,75,100,7,55,52,NaN
8758,,,NaN,NaN,,,NaN,,,,,,NaN
8759,14,34,NaN,NaN,56,116,NaN,75,100,7,56,52,NaN
8760,,,NaN,NaN,,,NaN,,,,,,NaN
8761,14,34,NaN,NaN,56,116,NaN,75,100,7,56,52,NaN
8762,,,NaN,NaN,,,NaN,,,,,,NaN
8763,14,34,NaN,NaN,56,115,NaN,75,100,7,56,52,NaN
8764,,,NaN,NaN,,,NaN,,,,,,NaN
8765,14,35,NaN,NaN,57,116,NaN,75,100,7,56,52,NaN
8766,,,NaN,NaN,,,NaN,,,,,,NaN
8767,14,35,NaN,NaN,57,115,NaN,75,100,7,56,52,NaN
8768,,,NaN,NaN,,,NaN,,,,,,NaN
8769,14,35,NaN,NaN,57,116,NaN,75,100,7,56,52,NaN
8770,,,NaN,NaN,,,NaN,,,,,,NaN
8771,14,34,NaN,NaN,57,115,NaN,74,100,7,56,52,NaN
8772,,,NaN,NaN,,,NaN,,,,,,NaN
8773,14,34,NaN,NaN,57,116,NaN,75,100,7,56,52,NaN
8774,,,NaN,NaN,,,NaN,,,,,,NaN
8775,14,34,NaN,NaN,57,116,NaN,75,100,7,56,52,NaN
8776,,,NaN,NaN,,,NaN,,,,,,NaN
8777,14,34,NaN,NaN,57,117,NaN,75,100,7,56,52,NaN
8778,,,NaN,NaN,,,NaN,,,,,,NaN
8779,14,34,NaN,NaN,57,117,NaN,75,100,7,56,52,NaN
8780,,,NaN,NaN,,,NaN,,,,,,NaN
8781,14,34,NaN,NaN,57,117,NaN,75,100,7,56,53,NaN
8782,,,NaN,NaN,,,NaN,,,,,,NaN
8783,14,34,NaN,NaN,57,117,NaN,75,100,7,57,52,NaN
8784,,,NaN,NaN,,,NaN,,,,,,NaN
8785,14,34,NaN,NaN,57,117,NaN,76,100,7,57,53,NaN
8786,,,NaN,NaN,,,NaN,,,,,,NaN
8787,14,34,NaN,NaN,58,117,NaN,76,100,7,57,53,NaN
8788,,,NaN,NaN,,,NaN,,,,,,NaN
8789,14,34,NaN,NaN,58,118,NaN,77,100,7,58,54,NaN
8790,,,NaN,NaN,,,NaN,,,,,,NaN
8791,14,34,NaN,NaN,59,118,NaN,77,100,7,58,54,NaN
8792,,,NaN,NaN,,,NaN,,,,,,NaN
8793,14,34,NaN,NaN,59,118,NaN,77,100,7,59,54,NaN
8794,,,NaN,NaN,,,NaN,,,,,,NaN
8795,14,34,NaN,NaN,59,119,NaN,78,100,7,59,54,NaN
8796,,,NaN,NaN,,,NaN,,,,,,NaN
8797,14,34,NaN,NaN,59,118,NaN,78,100,7,59,54,NaN
8798,,,NaN,NaN,,,NaN,,,,,,NaN
8799,14,34,NaN,NaN,60,119,NaN,77,100,7,59,53,NaN
8800,,,NaN,NaN,,,NaN,,,,,,NaN
8801,14,34,NaN,NaN,59,119,NaN,77,100,7,59,53,NaN
8802,,,NaN,NaN,,,NaN,,,,,,NaN
8803,14,34,NaN,NaN,58,121,NaN,77,100,7,58,53,NaN
8804,,,NaN,NaN,,,NaN,,,,,,NaN
8805,14,34,NaN,NaN,58,121,NaN,77,100,7,57,54,NaN
8806,,,NaN,NaN,,,NaN,,,,,,NaN
8807,14,35,NaN,NaN,57,121,NaN,77,100,7,56,53,NaN
8808,,,NaN,NaN,,,NaN,,,,,,NaN
8809,14,35,NaN,NaN,56,120,NaN,76,100,7,55,52,NaN
8810,,,NaN,NaN,,,NaN,,,,,,NaN
8811,14,35,NaN,NaN,56,119,NaN,76,100,7,56,53,NaN
8812,,,NaN,NaN,,,NaN,,,,,,NaN
8813,14,34,NaN,NaN,56,118,NaN,76,100,7,56,52,NaN
8814,,,NaN,NaN,,,NaN,,,,,,NaN
8815,14,34,NaN,NaN,57,118,NaN,76,100,7,56,53,NaN
8816,,,NaN,NaN,,,NaN,,,,,,NaN
8817,14,34,NaN,NaN,57,117,NaN,75,100,7,56,52,NaN
8818,,,NaN,NaN,,,NaN,,,,,,NaN
8819,14,34,NaN,NaN,57,117,NaN,76,100,7,56,52,NaN
8820,,,NaN,NaN,,,NaN,,,,,,NaN
8821,14,34,NaN,NaN,57,116,NaN,75,100,7,57,52,NaN
8822,,,NaN,NaN,,,NaN,,,,,,NaN
8823,14,34,NaN,NaN,57,117,NaN,76,100,6,57,53,NaN
8824,,,NaN,NaN,,,NaN,,,,,,NaN
8825,14,34,NaN,NaN,58,116,NaN,75,100,6,57,52,NaN
8826,,,NaN,NaN,,,NaN,,,,,,NaN
8827,14,34,NaN,NaN,58,116,NaN,75,100,6,57,53,NaN
8828,,,NaN,NaN,,,NaN,,,,,,NaN
8829,14,34,NaN,NaN,58,116,NaN,75,100,6,58,52,NaN
8830,,,NaN,NaN,,,NaN,,,,,,NaN
8831,14,34,NaN,NaN,58,116,NaN,76,100,7,58,53,NaN
8832,,,NaN,NaN,,,NaN,,,,,,NaN
8833,14,34,NaN,NaN,58,117,NaN,76,100,7,58,53,NaN
8834,,,NaN,NaN,,,NaN,,,,,,NaN
8835,14,34,NaN,NaN,58,117,NaN,76,100,6,58,53,NaN
8836,,,NaN,NaN,,,NaN,,,,,,NaN
8837,14,34,NaN,NaN,59,117,NaN,76,100,6,58,53,NaN
8838,,,NaN,NaN,,,NaN,,,,,,NaN
8839,14,34,NaN,NaN,59,117,NaN,76,100,6,58,52,NaN
8840,,,NaN,NaN,,,NaN,,,,,,NaN
8841,14,34,NaN,NaN,59,117,NaN,76,100,6,58,53,NaN
8842,,,NaN,NaN,,,NaN,,,,,,NaN
8843,14,34,NaN,NaN,58,117,NaN,76,100,6,58,52,NaN
8844,,,NaN,NaN,,,NaN,,,,,,NaN
8845,14,34,NaN,NaN,58,117,NaN,76,100,6,58,53,NaN
8846,,,NaN,NaN,,,NaN,,,,,,NaN
8847,14,34,NaN,NaN,58,117,NaN,75,100,6,57,52,NaN
8848,,,NaN,NaN,,,NaN,,,,,,NaN
8849,14,34,NaN,NaN,58,117,NaN,76,100,6,57,52,NaN
8850,,,NaN,NaN,,,NaN,,,,,,NaN
8851,14,34,NaN,NaN,58,116,NaN,75,100,6,57,51,NaN
8852,,,NaN,NaN,,,NaN,,,,,,NaN
8853,14,34,NaN,NaN,58,116,NaN,75,100,7,57,52,NaN
8854,,,NaN,NaN,,,NaN,,,,,,NaN
8855,14,34,NaN,NaN,58,116,NaN,75,100,7,57,52,NaN
8856,,,NaN,NaN,,,NaN,,,,,,NaN
8857,14,34,NaN,NaN,58,116,NaN,75,100,7,57,52,NaN
8858,,,NaN,NaN,,,NaN,,,,,,NaN
8859,14,34,NaN,NaN,58,115,NaN,74,100,7,57,51,NaN
8860,,,NaN,NaN,,,NaN,,,,,,NaN
8861,14,34,NaN,NaN,57,114,NaN,74,100,6,57,51,NaN
8862,,,NaN,NaN,,,NaN,,,,,,NaN
8863,14,34,NaN,NaN,57,114,NaN,74,100,6,56,51,NaN
8864,,,NaN,NaN,,,NaN,,,,,,NaN
8865,14,34,NaN,NaN,56,113,NaN,73,100,6,56,50,NaN
8866,,,NaN,NaN,,,NaN,,,,,,NaN
8867,14,34,NaN,NaN,56,114,NaN,73,100,6,55,50,NaN
8868,,,NaN,NaN,,,NaN,,,,,,NaN
8869,14,34,NaN,NaN,56,114,NaN,73,100,7,55,50,NaN
8870,,,NaN,NaN,,,NaN,,,,,,NaN
8871,14,34,NaN,NaN,55,114,NaN,73,100,7,55,51,NaN
8872,,,NaN,NaN,,,NaN,,,,,,NaN
8873,14,34,NaN,NaN,56,113,NaN,73,100,7,55,51,NaN
8874,,,NaN,NaN,,,NaN,,,,,,NaN
8875,14,35,NaN,NaN,56,115,NaN,74,100,7,56,52,NaN
8876,,,NaN,NaN,,,NaN,,,,,,NaN
8877,14,35,NaN,NaN,57,115,NaN,74,100,7,56,51,NaN
8878,,,NaN,NaN,,,NaN,,,,,,NaN
8879,14,35,NaN,NaN,57,117,NaN,74,100,7,57,52,NaN
8880,,,NaN,NaN,,,NaN,,,,,,NaN
8881,14,35,NaN,NaN,57,118,NaN,75,100,7,57,52,NaN
8882,,,NaN,NaN,,,NaN,,,,,,NaN
8883,14,34,NaN,NaN,57,117,NaN,75,100,7,56,53,NaN
8884,,,NaN,NaN,,,NaN,,,,,,NaN
8885,14,34,NaN,NaN,57,117,NaN,75,100,7,56,52,NaN
8886,,,NaN,NaN,,,NaN,,,,,,NaN
8887,14,34,NaN,NaN,57,117,NaN,76,100,7,57,54,NaN
8888,,,NaN,NaN,,,NaN,,,,,,NaN
8889,14,35,NaN,NaN,58,118,NaN,76,100,7,58,53,NaN
8890,,,NaN,NaN,,,NaN,,,,,,NaN
8891,14,35,NaN,NaN,58,117,NaN,76,100,6,58,53,NaN
8892,,,NaN,NaN,,,NaN,,,,,,NaN
8893,14,35,NaN,NaN,59,117,NaN,76,100,6,58,53,NaN
8894,,,NaN,NaN,,,NaN,,,,,,NaN
