time,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/RR_CO2,SNUADC/ART,SNUADC/CVP
17163,80,100,68,50,NaN,66,137,5,NaN,36,13,NaN,NaN
17164,,,,,NaN,,,,NaN,,,NaN,NaN
17165,79,100,68,51,NaN,66,137,5,NaN,36,13,NaN,NaN
17166,,,,,NaN,,,,NaN,,,NaN,NaN
17167,79,100,68,50,NaN,66,137,5,NaN,36,13,NaN,NaN
17168,,,,,NaN,,,,NaN,,,NaN,NaN
17169,80,100,69,51,NaN,67,138,5,NaN,36,13,NaN,NaN
17170,,,,,NaN,,,,NaN,,,NaN,NaN
17171,81,100,69,52,NaN,67,140,5,NaN,36,13,NaN,NaN
17172,,,,,NaN,,,,NaN,,,NaN,NaN
17173,81,100,69,52,NaN,67,139,5,NaN,36,13,NaN,NaN
17174,,,,,NaN,,,,NaN,,,NaN,NaN
17175,82,100,69,53,NaN,67,142,5,NaN,36,13,NaN,NaN
17176,,,,,NaN,,,,NaN,,,NaN,NaN
17177,81,100,69,52,NaN,68,140,5,NaN,36,13,NaN,NaN
17178,,,,,NaN,,,,NaN,,,NaN,NaN
17179,82,100,70,52,NaN,68,140,5,NaN,36,13,NaN,NaN
17180,,,,,NaN,,,,NaN,,,NaN,NaN
17181,82,100,70,52,NaN,68,140,5,NaN,36,13,NaN,NaN
17182,,,,,NaN,,,,NaN,,,NaN,NaN
17183,82,100,70,52,NaN,68,142,5,NaN,36,13,NaN,NaN
17184,,,,,NaN,,,,NaN,,,NaN,NaN
17185,82,100,69,52,NaN,67,142,5,NaN,36,13,NaN,NaN
17186,,,,,NaN,,,,NaN,,,NaN,NaN
17187,81,100,69,51,NaN,67,140,5,NaN,36,13,NaN,NaN
17188,,,,,NaN,,,,NaN,,,NaN,NaN
17189,80,100,69,50,NaN,67,141,4,NaN,36,13,NaN,NaN
17190,,,,,NaN,,,,NaN,,,NaN,NaN
17191,77,100,68,47,NaN,66,135,4,NaN,36,13,NaN,NaN
17192,,,,,NaN,,,,NaN,,,NaN,NaN
17193,76,100,67,46,NaN,65,135,4,NaN,36,13,NaN,NaN
17194,,,,,NaN,,,,NaN,,,NaN,NaN
17195,75,100,67,46,NaN,64,132,4,NaN,36,13,NaN,NaN
17196,,,,,NaN,,,,NaN,,,NaN,NaN
17197,75,100,66,47,NaN,64,133,5,NaN,36,13,NaN,NaN
17198,,,,,NaN,,,,NaN,,,NaN,NaN
17199,75,100,66,48,NaN,64,135,5,NaN,36,13,NaN,NaN
17200,,,,,NaN,,,,NaN,,,NaN,NaN
17201,75,100,67,48,NaN,65,135,5,NaN,36,13,NaN,NaN
17202,,,,,NaN,,,,NaN,,,NaN,NaN
17203,76,100,67,48,NaN,65,136,5,NaN,36,13,NaN,NaN
17204,,,,,NaN,,,,NaN,,,NaN,NaN
17205,76,100,67,48,NaN,65,135,5,NaN,36,13,NaN,NaN
17206,,,,,NaN,,,,NaN,,,NaN,NaN
17207,77,100,67,49,NaN,65,137,5,NaN,36,13,NaN,NaN
17208,,,,,NaN,,,,NaN,,,NaN,NaN
17209,77,100,67,49,NaN,65,137,5,NaN,36,13,NaN,NaN
17210,,,,,NaN,,,,NaN,,,NaN,NaN
17211,78,100,67,50,NaN,65,137,5,NaN,36,13,NaN,NaN
17212,,,,,NaN,,,,NaN,,,NaN,NaN
17213,78,100,68,50,NaN,66,138,5,NaN,36,13,NaN,NaN
17214,,,,,NaN,,,,NaN,,,NaN,NaN
17215,78,100,68,50,NaN,66,137,5,NaN,36,13,NaN,NaN
17216,,,,,NaN,,,,NaN,,,NaN,NaN
17217,79,100,68,50,NaN,66,139,5,NaN,36,13,NaN,NaN
17218,,,,,NaN,,,,NaN,,,NaN,NaN
17219,78,100,68,49,NaN,66,137,5,NaN,36,13,NaN,NaN
17220,,,,,NaN,,,,NaN,,,NaN,NaN
17221,79,100,68,51,NaN,66,139,5,NaN,36,13,NaN,NaN
17222,,,,,NaN,,,,NaN,,,NaN,NaN
17223,79,100,68,51,NaN,66,137,5,NaN,36,13,NaN,NaN
17224,,,,,NaN,,,,NaN,,,NaN,NaN
17225,80,100,68,52,NaN,66,140,5,NaN,36,13,NaN,NaN
17226,,,,,NaN,,,,NaN,,,NaN,NaN
17227,81,100,68,52,NaN,67,140,5,NaN,36,13,NaN,NaN
17228,,,,,NaN,,,,NaN,,,NaN,NaN
17229,81,100,69,53,NaN,67,140,5,NaN,36,13,NaN,NaN
17230,,,,,NaN,,,,NaN,,,NaN,NaN
17231,81,100,69,52,NaN,67,141,5,NaN,36,13,NaN,NaN
17232,,,,,NaN,,,,NaN,,,NaN,NaN
17233,81,100,69,52,NaN,67,139,5,NaN,36,13,NaN,NaN
17234,,,,,NaN,,,,NaN,,,NaN,NaN
17235,81,100,69,52,NaN,67,141,5,NaN,36,13,NaN,NaN
17236,,,,,NaN,,,,NaN,,,NaN,NaN
17237,80,100,69,51,NaN,67,139,5,NaN,36,13,NaN,NaN
17238,,,,,NaN,,,,NaN,,,NaN,NaN
17239,80,100,68,51,NaN,66,139,5,NaN,36,13,NaN,NaN
17240,,,,,NaN,,,,NaN,,,NaN,NaN
17241,80,100,68,50,NaN,66,137,5,NaN,36,13,NaN,NaN
17242,,,,,NaN,,,,NaN,,,NaN,NaN
17243,79,100,68,50,NaN,65,137,4,NaN,36,13,NaN,NaN
17244,,,,,NaN,,,,NaN,,,NaN,NaN
17245,78,100,67,49,NaN,65,137,4,NaN,36,13,NaN,NaN
17246,,,,,NaN,,,,NaN,,,NaN,NaN
17247,77,100,67,49,NaN,65,135,4,NaN,36,13,NaN,NaN
17248,,,,,NaN,,,,NaN,,,NaN,NaN
17249,77,100,67,49,NaN,65,137,4,NaN,36,13,NaN,NaN
17250,,,,,NaN,,,,NaN,,,NaN,NaN
17251,77,100,67,48,NaN,65,135,4,NaN,36,13,NaN,NaN
17252,,,,,NaN,,,,NaN,,,NaN,NaN
17253,77,100,67,49,NaN,65,136,5,NaN,36,13,NaN,NaN
17254,,,,,NaN,,,,NaN,,,NaN,NaN
17255,77,100,67,48,NaN,65,135,5,NaN,36,13,NaN,NaN
17256,,,,,NaN,,,,NaN,,,NaN,NaN
17257,77,100,67,49,NaN,65,136,5,NaN,36,13,NaN,NaN
17258,,,,,NaN,,,,NaN,,,NaN,NaN
17259,77,100,67,49,NaN,65,137,5,NaN,36,13,NaN,NaN
17260,,,,,NaN,,,,NaN,,,NaN,NaN
17261,77,100,67,49,NaN,65,136,5,NaN,36,13,NaN,NaN
17262,,,,,NaN,,,,NaN,,,NaN,NaN
17263,78,100,67,50,NaN,65,138,5,NaN,36,13,NaN,NaN
17264,,,,,NaN,,,,NaN,,,NaN,NaN
17265,78,100,67,50,NaN,66,136,5,NaN,36,13,NaN,NaN
17266,,,,,NaN,,,,NaN,,,NaN,NaN
17267,79,100,68,51,NaN,66,138,5,NaN,36,13,NaN,NaN
17268,,,,,NaN,,,,NaN,,,NaN,NaN
17269,79,100,68,50,NaN,66,138,5,NaN,36,13,NaN,NaN
17270,,,,,NaN,,,,NaN,,,NaN,NaN
17271,79,100,68,51,NaN,67,139,5,NaN,36,13,NaN,NaN
17272,,,,,NaN,,,,NaN,,,NaN,NaN
17273,79,100,69,50,NaN,67,138,5,NaN,36,13,NaN,NaN
17274,,,,,NaN,,,,NaN,,,NaN,NaN
17275,78,100,68,50,NaN,66,136,5,NaN,36,13,NaN,NaN
17276,,,,,NaN,,,,NaN,,,NaN,NaN
17277,78,100,68,50,NaN,66,138,5,NaN,36,13,NaN,NaN
17278,,,,,NaN,,,,NaN,,,NaN,NaN
17279,77,100,68,49,NaN,66,135,5,NaN,36,13,NaN,NaN
17280,,,,,NaN,,,,NaN,,,NaN,NaN
17281,78,100,67,50,NaN,65,137,5,NaN,36,13,NaN,NaN
17282,,,,,NaN,,,,NaN,,,NaN,NaN
17283,77,100,67,49,NaN,65,135,5,NaN,36,13,NaN,NaN
17284,,,,,NaN,,,,NaN,,,NaN,NaN
17285,77,100,67,49,NaN,64,135,5,NaN,36,13,NaN,NaN
17286,,,,,NaN,,,,NaN,,,NaN,NaN
17287,76,100,66,48,NaN,64,133,5,NaN,36,13,NaN,NaN
17288,,,,,NaN,,,,NaN,,,NaN,NaN
17289,75,100,66,48,NaN,63,132,5,NaN,36,13,NaN,NaN
17290,,,,,NaN,,,,NaN,,,NaN,NaN
17291,75,100,65,48,NaN,63,134,5,NaN,36,13,NaN,NaN
17292,,,,,NaN,,,,NaN,,,NaN,NaN
17293,75,100,65,48,NaN,63,132,5,NaN,36,13,NaN,NaN
17294,,,,,NaN,,,,NaN,,,NaN,NaN
17295,76,100,65,49,NaN,63,134,5,NaN,36,13,NaN,NaN
17296,,,,,NaN,,,,NaN,,,NaN,NaN
17297,75,100,65,49,NaN,63,132,5,NaN,36,13,NaN,NaN
17298,,,,,NaN,,,,NaN,,,NaN,NaN
17299,77,100,66,50,NaN,64,135,5,NaN,36,13,NaN,NaN
17300,,,,,NaN,,,,NaN,,,NaN,NaN
17301,77,100,66,50,NaN,64,134,5,NaN,36,13,NaN,NaN
17302,,,,,NaN,,,,NaN,,,NaN,NaN
17303,77,100,67,51,NaN,65,134,5,NaN,36,13,NaN,NaN
17304,,,,,NaN,,,,NaN,,,NaN,NaN
17305,78,100,68,51,NaN,66,136,5,NaN,36,13,NaN,NaN
17306,,,,,NaN,,,,NaN,,,NaN,NaN
17307,78,100,68,50,NaN,66,136,5,NaN,36,13,NaN,NaN
17308,,,,,NaN,,,,NaN,,,NaN,NaN
17309,79,100,68,51,NaN,67,138,5,NaN,36,13,NaN,NaN
17310,,,,,NaN,,,,NaN,,,NaN,NaN
17311,78,100,68,50,NaN,66,136,4,NaN,36,13,NaN,NaN
17312,,,,,NaN,,,,NaN,,,NaN,NaN
17313,78,100,68,51,NaN,66,136,4,NaN,36,13,NaN,NaN
17314,,,,,NaN,,,,NaN,,,NaN,NaN
17315,78,100,68,49,NaN,66,134,4,NaN,36,13,NaN,NaN
17316,,,,,NaN,,,,NaN,,,NaN,NaN
17317,78,100,68,50,NaN,66,136,5,NaN,36,13,NaN,NaN
17318,,,,,NaN,,,,NaN,,,NaN,NaN
17319,78,100,68,50,NaN,66,136,5,NaN,36,13,NaN,NaN
17320,,,,,NaN,,,,NaN,,,NaN,NaN
17321,77,100,68,50,NaN,67,133,5,NaN,36,13,NaN,NaN
17322,,,,,NaN,,,,NaN,,,NaN,NaN
17323,77,100,69,49,NaN,67,135,5,NaN,36,13,NaN,NaN
17324,,,,,NaN,,,,NaN,,,NaN,NaN
17325,76,100,69,49,NaN,67,133,5,NaN,36,13,NaN,NaN
17326,,,,,NaN,,,,NaN,,,NaN,NaN
17327,77,100,68,49,NaN,66,135,5,NaN,36,13,NaN,NaN
17328,,,,,NaN,,,,NaN,,,NaN,NaN
17329,76,100,68,49,NaN,66,133,5,NaN,36,13,NaN,NaN
17330,,,,,NaN,,,,NaN,,,NaN,NaN
17331,77,100,68,50,NaN,72,135,5,NaN,36,13,NaN,NaN
17332,,,,,NaN,,,,NaN,,,NaN,NaN
17333,77,100,68,49,NaN,76,134,5,NaN,36,13,NaN,NaN
17334,,,,,NaN,,,,NaN,,,NaN,NaN
17335,77,100,68,49,NaN,76,133,5,NaN,36,13,NaN,NaN
17336,,,,,NaN,,,,NaN,,,NaN,NaN
17337,77,100,68,49,NaN,76,135,5,NaN,36,13,NaN,NaN
17338,,,,,NaN,,,,NaN,,,NaN,NaN
17339,76,100,68,49,NaN,66,133,5,NaN,36,13,NaN,NaN
17340,,,,,NaN,,,,NaN,,,NaN,NaN
17341,77,100,68,49,NaN,62,135,5,NaN,36,13,NaN,NaN
17342,,,,,NaN,,,,NaN,,,NaN,NaN
17343,76,100,68,48,NaN,59,133,5,NaN,36,13,NaN,NaN
17344,,,,,NaN,,,,NaN,,,NaN,NaN
17345,76,100,68,49,NaN,66,134,5,NaN,36,13,NaN,NaN
17346,,,,,NaN,,,,NaN,,,NaN,NaN
17347,76,100,68,48,NaN,66,133,5,NaN,36,13,NaN,NaN
17348,,,,,NaN,,,,NaN,,,NaN,NaN
17349,76,100,68,48,NaN,66,133,5,NaN,36,13,NaN,NaN
17350,,,,,NaN,,,,NaN,,,NaN,NaN
17351,76,100,69,48,NaN,67,133,5,NaN,36,13,NaN,NaN
17352,,,,,NaN,,,,NaN,,,NaN,NaN
17353,75,100,69,48,NaN,67,131,5,NaN,36,13,NaN,NaN
17354,,,,,NaN,,,,NaN,,,NaN,NaN
17355,76,100,70,48,NaN,68,133,4,NaN,36,13,NaN,NaN
17356,,,,,NaN,,,,NaN,,,NaN,NaN
17357,75,100,70,48,NaN,68,131,4,NaN,36,13,NaN,NaN
17358,,,,,NaN,,,,NaN,,,NaN,NaN
17359,76,100,70,49,NaN,68,133,4,NaN,36,13,NaN,NaN
17360,,,,,NaN,,,,NaN,,,NaN,NaN
17361,76,100,70,49,NaN,68,133,4,NaN,36,13,NaN,NaN
17362,,,,,NaN,,,,NaN,,,NaN,NaN
17363,76,100,70,49,NaN,68,133,4,NaN,36,13,NaN,NaN
17364,,,,,NaN,,,,NaN,,,NaN,NaN
17365,76,100,70,48,NaN,68,133,4,NaN,36,13,NaN,NaN
17366,,,,,NaN,,,,NaN,,,NaN,NaN
17367,75,100,69,48,NaN,67,130,4,NaN,36,13,NaN,NaN
17368,,,,,NaN,,,,NaN,,,NaN,NaN
17369,75,100,69,48,NaN,67,133,4,NaN,36,13,NaN,NaN
17370,,,,,NaN,,,,NaN,,,NaN,NaN
17371,74,100,69,48,NaN,67,130,4,NaN,36,13,NaN,NaN
17372,,,,,NaN,,,,NaN,,,NaN,NaN
17373,75,100,69,49,NaN,67,133,4,NaN,36,13,NaN,NaN
17374,,,,,NaN,,,,NaN,,,NaN,NaN
17375,75,100,69,48,NaN,67,131,4,NaN,36,13,NaN,NaN
17376,,,,,NaN,,,,NaN,,,NaN,NaN
17377,75,100,69,49,NaN,67,132,4,NaN,36,13,NaN,NaN
17378,,,,,NaN,,,,NaN,,,NaN,NaN
17379,76,100,69,50,NaN,67,133,4,NaN,36,13,NaN,NaN
17380,,,,,NaN,,,,NaN,,,NaN,NaN
17381,77,100,69,50,NaN,67,133,4,NaN,36,13,NaN,NaN
17382,,,,,NaN,,,,NaN,,,NaN,NaN
17383,78,100,69,52,NaN,67,136,4,NaN,36,13,NaN,NaN
17384,,,,,NaN,,,,NaN,,,NaN,NaN
17385,79,100,70,51,NaN,68,135,5,NaN,36,13,NaN,NaN
17386,,,,,NaN,,,,NaN,,,NaN,NaN
17387,80,100,70,52,NaN,68,138,5,NaN,36,13,NaN,NaN
17388,,,,,NaN,,,,NaN,,,NaN,NaN
17389,79,100,70,51,NaN,69,135,5,NaN,36,13,NaN,NaN
17390,,,,,NaN,,,,NaN,,,NaN,NaN
17391,79,100,71,51,NaN,69,135,5,NaN,36,13,NaN,NaN
17392,,,,,NaN,,,,NaN,,,NaN,NaN
17393,79,100,71,51,NaN,69,135,5,NaN,36,13,NaN,NaN
17394,,,,,NaN,,,,NaN,,,NaN,NaN
17395,78,100,71,50,NaN,69,135,5,NaN,36,13,NaN,NaN
17396,,,,,NaN,,,,NaN,,,NaN,NaN
17397,78,100,70,49,NaN,69,135,5,NaN,37,13,NaN,NaN
17398,,,,,NaN,,,,NaN,,,NaN,NaN
17399,76,100,70,47,NaN,68,131,5,NaN,37,13,NaN,NaN
17400,,,,,NaN,,,,NaN,,,NaN,NaN
17401,74,100,69,46,NaN,67,130,4,NaN,37,13,NaN,NaN
17402,,,,,NaN,,,,NaN,,,NaN,NaN
17403,72,100,68,45,NaN,66,126,4,NaN,37,13,NaN,NaN
17404,,,,,NaN,,,,NaN,,,NaN,NaN
17405,72,100,68,46,NaN,65,127,5,NaN,36,13,NaN,NaN
17406,,,,,NaN,,,,NaN,,,NaN,NaN
17407,72,100,67,46,NaN,65,127,5,NaN,36,13,NaN,NaN
17408,,,,,NaN,,,,NaN,,,NaN,NaN
17409,72,100,67,46,NaN,65,127,4,NaN,36,13,NaN,NaN
17410,,,,,NaN,,,,NaN,,,NaN,NaN
17411,72,100,68,46,NaN,66,129,4,NaN,36,13,NaN,NaN
17412,,,,,NaN,,,,NaN,,,NaN,NaN
17413,72,100,68,46,NaN,66,127,4,NaN,36,13,NaN,NaN
17414,,,,,NaN,,,,NaN,,,NaN,NaN
17415,73,100,68,47,NaN,67,130,4,NaN,36,13,NaN,NaN
17416,,,,,NaN,,,,NaN,,,NaN,NaN
17417,72,100,69,47,NaN,67,128,4,NaN,36,13,NaN,NaN
17418,,,,,NaN,,,,NaN,,,NaN,NaN
17419,73,100,69,47,NaN,67,131,4,NaN,36,13,NaN,NaN
17420,,,,,NaN,,,,NaN,,,NaN,NaN
17421,73,100,69,47,NaN,67,130,4,NaN,36,13,NaN,NaN
17422,,,,,NaN,,,,NaN,,,NaN,NaN
17423,74,100,69,48,NaN,67,131,4,NaN,36,13,NaN,NaN
17424,,,,,NaN,,,,NaN,,,NaN,NaN
17425,74,100,69,48,NaN,67,133,4,NaN,36,13,NaN,NaN
17426,,,,,NaN,,,,NaN,,,NaN,NaN
17427,74,100,69,48,NaN,66,131,4,NaN,36,13,NaN,NaN
17428,,,,,NaN,,,,NaN,,,NaN,NaN
17429,75,100,68,49,NaN,66,134,4,NaN,36,13,NaN,NaN
17430,,,,,NaN,,,,NaN,,,NaN,NaN
17431,75,100,68,48,NaN,66,134,4,NaN,37,13,NaN,NaN
17432,,,,,NaN,,,,NaN,,,NaN,NaN
17433,76,100,68,49,NaN,66,135,4,NaN,37,13,NaN,NaN
17434,,,,,NaN,,,,NaN,,,NaN,NaN
17435,75,100,68,48,NaN,67,132,4,NaN,37,13,NaN,NaN
17436,,,,,NaN,,,,NaN,,,NaN,NaN
17437,75,100,68,49,NaN,66,133,4,NaN,37,13,NaN,NaN
17438,,,,,NaN,,,,NaN,,,NaN,NaN
17439,75,100,68,48,NaN,66,133,4,NaN,37,13,NaN,NaN
17440,,,,,NaN,,,,NaN,,,NaN,NaN
17441,74,100,68,48,NaN,65,131,4,NaN,37,13,NaN,NaN
17442,,,,,NaN,,,,NaN,,,NaN,NaN
17443,75,100,67,48,NaN,65,133,4,NaN,37,13,NaN,NaN
17444,,,,,NaN,,,,NaN,,,NaN,NaN
17445,74,100,67,47,NaN,65,131,4,NaN,36,13,NaN,NaN
17446,,,,,NaN,,,,NaN,,,NaN,NaN
17447,75,100,67,48,NaN,65,133,4,NaN,36,13,NaN,NaN
17448,,,,,NaN,,,,NaN,,,NaN,NaN
17449,74,100,67,47,NaN,66,131,4,NaN,36,13,NaN,NaN
17450,,,,,NaN,,,,NaN,,,NaN,NaN
17451,74,100,68,48,NaN,66,131,4,NaN,36,13,NaN,NaN
17452,,,,,NaN,,,,NaN,,,NaN,NaN
17453,74,100,68,48,NaN,66,132,4,NaN,36,13,NaN,NaN
17454,,,,,NaN,,,,NaN,,,NaN,NaN
17455,74,100,68,48,NaN,67,131,4,NaN,36,13,NaN,NaN
17456,,,,,NaN,,,,NaN,,,NaN,NaN
17457,74,100,68,48,NaN,67,131,5,NaN,36,13,NaN,NaN
17458,,,,,NaN,,,,NaN,,,NaN,NaN
17459,74,100,68,47,NaN,66,129,5,NaN,36,13,NaN,NaN
17460,,,,,NaN,,,,NaN,,,NaN,NaN
17461,74,100,68,48,NaN,66,131,5,NaN,36,13,NaN,NaN
17462,,,,,NaN,,,,NaN,,,NaN,NaN
17463,73,100,68,47,NaN,66,129,5,NaN,36,13,NaN,NaN
17464,,,,,NaN,,,,NaN,,,NaN,NaN
17465,73,100,68,47,NaN,66,129,4,NaN,37,13,NaN,NaN
17466,,,,,NaN,,,,NaN,,,NaN,NaN
17467,72,100,67,46,NaN,65,128,4,NaN,37,13,NaN,NaN
17468,,,,,NaN,,,,NaN,,,NaN,NaN
17469,72,100,67,46,NaN,65,127,4,NaN,37,13,NaN,NaN
17470,,,,,NaN,,,,NaN,,,NaN,NaN
17471,73,100,67,47,NaN,65,129,4,NaN,36,13,NaN,NaN
17472,,,,,NaN,,,,NaN,,,NaN,NaN
17473,72,100,67,47,NaN,65,128,4,NaN,36,13,NaN,NaN
17474,,,,,NaN,,,,NaN,,,NaN,NaN
17475,73,100,67,47,NaN,65,131,4,NaN,36,13,NaN,NaN
17476,,,,,NaN,,,,NaN,,,NaN,NaN
17477,72,100,67,46,NaN,66,128,4,NaN,36,13,NaN,NaN
17478,,,,,NaN,,,,NaN,,,NaN,NaN
17479,73,100,68,47,NaN,66,130,4,NaN,36,13,NaN,NaN
17480,,,,,NaN,,,,NaN,,,NaN,NaN
17481,72,100,68,46,NaN,66,129,4,NaN,36,13,NaN,NaN
17482,,,,,NaN,,,,NaN,,,NaN,NaN
17483,71,100,67,46,NaN,65,127,4,NaN,36,13,NaN,NaN
17484,,,,,NaN,,,,NaN,,,NaN,NaN
17485,71,100,67,46,NaN,66,128,4,NaN,36,13,NaN,NaN
17486,,,,,NaN,,,,NaN,,,NaN,NaN
17487,71,100,67,46,NaN,65,128,4,NaN,36,13,NaN,NaN
17488,,,,,NaN,,,,NaN,,,NaN,NaN
17489,71,100,67,46,NaN,65,129,4,NaN,36,13,NaN,NaN
17490,,,,,NaN,,,,NaN,,,NaN,NaN
17491,70,100,67,45,NaN,65,127,4,NaN,36,13,NaN,NaN
17492,,,,,NaN,,,,NaN,,,NaN,NaN
17493,71,100,67,46,NaN,64,129,4,NaN,36,13,NaN,NaN
17494,,,,,NaN,,,,NaN,,,NaN,NaN
17495,71,100,66,45,NaN,64,129,5,NaN,36,13,NaN,NaN
17496,,,,,NaN,,,,NaN,,,NaN,NaN
17497,72,100,66,47,NaN,64,129,5,NaN,36,13,NaN,NaN
17498,,,,,NaN,,,,NaN,,,NaN,NaN
17499,73,100,67,47,NaN,65,130,5,NaN,36,13,NaN,NaN
17500,,,,,NaN,,,,NaN,,,NaN,NaN
17501,73,100,67,48,NaN,65,130,5,NaN,36,13,NaN,NaN
17502,,,,,NaN,,,,NaN,,,NaN,NaN
17503,75,100,68,49,NaN,66,134,4,NaN,36,13,NaN,NaN
17504,,,,,NaN,,,,NaN,,,NaN,NaN
17505,75,100,68,48,NaN,66,132,4,NaN,36,13,NaN,NaN
17506,,,,,NaN,,,,NaN,,,NaN,NaN
17507,75,100,69,49,NaN,67,134,4,NaN,36,13,NaN,NaN
17508,,,,,NaN,,,,NaN,,,NaN,NaN
17509,74,100,69,48,NaN,67,130,4,NaN,36,13,NaN,NaN
17510,,,,,NaN,,,,NaN,,,NaN,NaN
17511,74,100,69,48,NaN,67,130,4,NaN,36,13,NaN,NaN
17512,,,,,NaN,,,,NaN,,,NaN,NaN
17513,73,100,68,46,NaN,66,130,4,NaN,36,13,NaN,NaN
17514,,,,,NaN,,,,NaN,,,NaN,NaN
17515,72,100,68,46,NaN,66,128,4,NaN,36,13,NaN,NaN
17516,,,,,NaN,,,,NaN,,,NaN,NaN
17517,72,100,68,46,NaN,66,129,4,NaN,36,13,NaN,NaN
17518,,,,,NaN,,,,NaN,,,NaN,NaN
17519,72,100,68,46,NaN,65,127,4,NaN,36,13,NaN,NaN
17520,,,,,NaN,,,,NaN,,,NaN,NaN
17521,73,100,68,48,NaN,66,129,4,NaN,36,13,NaN,NaN
17522,,,,,NaN,,,,NaN,,,NaN,NaN
17523,73,100,68,47,NaN,66,128,4,NaN,36,13,NaN,NaN
17524,,,,,NaN,,,,NaN,,,NaN,NaN
17525,74,100,68,48,NaN,66,130,4,NaN,36,13,NaN,NaN
17526,,,,,NaN,,,,NaN,,,NaN,NaN
17527,74,100,69,48,NaN,67,130,4,NaN,36,13,NaN,NaN
17528,,,,,NaN,,,,NaN,,,NaN,NaN
17529,74,100,69,48,NaN,67,130,5,NaN,36,13,NaN,NaN
17530,,,,,NaN,,,,NaN,,,NaN,NaN
17531,74,100,69,48,NaN,67,131,5,NaN,36,13,NaN,NaN
17532,,,,,NaN,,,,NaN,,,NaN,NaN
17533,74,100,69,48,NaN,67,129,5,NaN,36,13,NaN,NaN
17534,,,,,NaN,,,,NaN,,,NaN,NaN
17535,75,100,69,48,NaN,67,132,5,NaN,36,13,NaN,NaN
17536,,,,,NaN,,,,NaN,,,NaN,NaN
17537,74,100,69,48,NaN,66,129,4,NaN,36,13,NaN,NaN
17538,,,,,NaN,,,,NaN,,,NaN,NaN
17539,74,100,68,48,NaN,66,130,4,NaN,36,13,NaN,NaN
17540,,,,,NaN,,,,NaN,,,NaN,NaN
17541,74,100,68,48,NaN,66,129,4,NaN,36,13,NaN,NaN
17542,,,,,NaN,,,,NaN,,,NaN,NaN
17543,74,100,69,49,NaN,67,129,4,NaN,36,13,NaN,NaN
17544,,,,,NaN,,,,NaN,,,NaN,NaN
17545,75,100,69,49,NaN,67,131,4,NaN,36,13,NaN,NaN
17546,,,,,NaN,,,,NaN,,,NaN,NaN
17547,75,100,69,49,NaN,67,129,4,NaN,36,13,NaN,NaN
17548,,,,,NaN,,,,NaN,,,NaN,NaN
17549,75,100,70,49,NaN,68,131,4,NaN,36,13,NaN,NaN
17550,,,,,NaN,,,,NaN,,,NaN,NaN
17551,75,100,70,49,NaN,68,129,5,NaN,36,13,NaN,NaN
17552,,,,,NaN,,,,NaN,,,NaN,NaN
17553,75,100,70,50,NaN,68,131,5,NaN,36,13,NaN,NaN
17554,,,,,NaN,,,,NaN,,,NaN,NaN
17555,76,100,70,50,NaN,68,131,5,NaN,36,13,NaN,NaN
17556,,,,,NaN,,,,NaN,,,NaN,NaN
17557,76,100,70,50,NaN,68,132,5,NaN,36,13,NaN,NaN
17558,,,,,NaN,,,,NaN,,,NaN,NaN
17559,77,100,70,50,NaN,68,133,5,NaN,36,13,NaN,NaN
17560,,,,,NaN,,,,NaN,,,NaN,NaN
17561,76,100,70,50,NaN,68,131,5,NaN,36,13,NaN,NaN
17562,,,,,NaN,,,,NaN,,,NaN,NaN
17563,77,100,70,50,NaN,68,133,4,NaN,36,13,NaN,NaN
17564,,,,,NaN,,,,NaN,,,NaN,NaN
17565,76,100,70,49,NaN,68,131,4,NaN,36,13,NaN,NaN
17566,,,,,NaN,,,,NaN,,,NaN,NaN
17567,76,100,70,50,NaN,68,132,4,NaN,36,13,NaN,NaN
17568,,,,,NaN,,,,NaN,,,NaN,NaN
17569,75,100,70,49,NaN,69,130,4,NaN,36,13,NaN,NaN
17570,,,,,NaN,,,,NaN,,,NaN,NaN
17571,75,100,70,49,NaN,69,131,4,NaN,36,13,NaN,NaN
17572,,,,,NaN,,,,NaN,,,NaN,NaN
17573,75,100,70,49,NaN,69,131,4,NaN,36,13,NaN,NaN
17574,,,,,NaN,,,,NaN,,,NaN,NaN
17575,75,100,70,49,NaN,69,130,4,NaN,36,13,NaN,NaN
17576,,,,,NaN,,,,NaN,,,NaN,NaN
17577,75,100,70,49,NaN,69,131,4,NaN,36,13,NaN,NaN
17578,,,,,NaN,,,,NaN,,,NaN,NaN
17579,75,100,70,48,NaN,68,130,4,NaN,36,13,NaN,NaN
17580,,,,,NaN,,,,NaN,,,NaN,NaN
17581,75,100,70,49,NaN,68,131,4,NaN,36,13,NaN,NaN
17582,,,,,NaN,,,,NaN,,,NaN,NaN
17583,74,100,70,48,NaN,68,129,4,NaN,36,13,NaN,NaN
17584,,,,,NaN,,,,NaN,,,NaN,NaN
17585,74,100,70,48,NaN,68,130,4,NaN,36,13,NaN,NaN
17586,,,,,NaN,,,,NaN,,,NaN,NaN
17587,73,100,70,47,NaN,68,128,4,NaN,36,13,NaN,NaN
