time,SNUADC/ECG_II,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ART_SBP,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/ART_MBP,Solar8000/HR,Solar8000/PLETH_SPO2
2943,NaN,,NaN,,,,NaN,NaN,,,,,
2944,NaN,58,NaN,61,7,98,NaN,NaN,31,12,74,58,98
2945,NaN,,NaN,,,,NaN,NaN,,,,,
2946,NaN,58,NaN,62,7,100,NaN,NaN,31,12,75,58,98
2947,NaN,,NaN,,,,NaN,NaN,,,,,
2948,NaN,58,NaN,63,7,101,NaN,NaN,31,12,75,57,98
2949,NaN,,NaN,,,,NaN,NaN,,,,,
2950,NaN,58,NaN,63,7,102,NaN,NaN,31,12,76,57,98
2951,NaN,,NaN,,,,NaN,NaN,,,,,
2952,NaN,58,NaN,64,7,104,NaN,NaN,31,12,77,57,98
2953,NaN,,NaN,,,,NaN,NaN,,,,,
2954,NaN,58,NaN,64,7,104,NaN,NaN,31,12,77,57,98
2955,NaN,,NaN,,,,NaN,NaN,,,,,
2956,NaN,58,NaN,64,7,104,NaN,NaN,31,12,77,57,98
2957,NaN,,NaN,,,,NaN,NaN,,,,,
2958,NaN,58,NaN,64,7,105,NaN,NaN,31,12,78,57,98
2959,NaN,,NaN,,,,NaN,NaN,,,,,
2960,NaN,58,NaN,63,7,103,NaN,NaN,31,12,77,57,99
2961,NaN,,NaN,,,,NaN,NaN,,,,,
2962,NaN,58,NaN,64,7,105,NaN,NaN,31,12,78,57,99
2963,NaN,,NaN,,,,NaN,NaN,,,,,
2964,NaN,58,NaN,63,7,103,NaN,NaN,31,12,77,57,99
2965,NaN,,NaN,,,,NaN,NaN,,,,,
2966,NaN,58,NaN,63,7,103,NaN,NaN,31,12,77,57,99
2967,NaN,,NaN,,,,NaN,NaN,,,,,
2968,NaN,57,NaN,62,7,102,NaN,NaN,31,12,76,57,99
2969,NaN,,NaN,,,,NaN,NaN,,,,,
2970,NaN,57,NaN,61,7,99,NaN,NaN,31,12,75,56,99
2971,NaN,,NaN,,,,NaN,NaN,,,,,
2972,NaN,57,NaN,62,8,101,NaN,NaN,31,12,76,57,99
2973,NaN,,NaN,,,,NaN,NaN,,,,,
2974,NaN,57,NaN,61,8,100,NaN,NaN,31,12,75,56,99
2975,NaN,,NaN,,,,NaN,NaN,,,,,
2976,NaN,57,NaN,63,8,100,NaN,NaN,31,12,75,57,99
2977,NaN,,NaN,,,,NaN,NaN,,,,,
2978,NaN,57,NaN,56,8,111,NaN,NaN,31,12,78,57,99
2979,NaN,,NaN,,,,NaN,NaN,,,,,
2980,NaN,57,NaN,59,8,104,NaN,NaN,31,12,77,57,99
2981,NaN,,NaN,,,,NaN,NaN,,,,,
2982,NaN,57,NaN,61,8,110,NaN,NaN,31,12,78,57,99
2983,NaN,,NaN,,,,NaN,NaN,,,,,
2984,NaN,57,NaN,62,7,104,NaN,NaN,32,12,77,57,99
2985,NaN,,NaN,,,,NaN,NaN,,,,,
2986,NaN,57,NaN,63,7,104,NaN,NaN,32,12,77,57,99
2987,NaN,,NaN,,,,NaN,NaN,,,,,
2988,NaN,57,NaN,63,7,103,NaN,NaN,32,12,77,57,99
2989,NaN,,NaN,,,,NaN,NaN,,,,,
2990,NaN,57,NaN,63,7,102,NaN,NaN,32,12,76,57,99
2991,NaN,,NaN,,,,NaN,NaN,,,,,
2992,NaN,57,NaN,62,7,104,NaN,NaN,31,12,77,57,99
2993,NaN,,NaN,,,,NaN,NaN,,,,,
2994,NaN,57,NaN,58,8,101,NaN,NaN,31,12,76,57,99
2995,NaN,,NaN,,,,NaN,NaN,,,,,
2996,NaN,57,NaN,62,8,102,NaN,NaN,31,12,76,57,99
2997,NaN,,NaN,,,,NaN,NaN,,,,,
2998,NaN,57,NaN,62,8,102,NaN,NaN,31,12,76,57,99
2999,NaN,,NaN,,,,NaN,NaN,,,,,
3000,NaN,57,NaN,61,8,99,NaN,NaN,32,12,75,57,99
3001,NaN,,NaN,,,,NaN,NaN,,,,,
3002,NaN,57,NaN,62,8,101,NaN,NaN,32,12,75,57,99
3003,NaN,,NaN,,,,NaN,NaN,,,,,
3004,NaN,57,NaN,61,8,99,NaN,NaN,32,12,75,57,99
3005,NaN,,NaN,,,,NaN,NaN,,,,,
3006,NaN,57,NaN,62,8,100,NaN,NaN,31,12,75,57,99
3007,NaN,,NaN,,,,NaN,NaN,,,,,
3008,NaN,57,NaN,61,8,101,NaN,NaN,31,12,75,57,99
3009,NaN,,NaN,,,,NaN,NaN,,,,,
3010,NaN,57,NaN,61,8,99,NaN,NaN,31,12,74,57,99
3011,NaN,,NaN,,,,NaN,NaN,,,,,
3012,NaN,57,NaN,61,8,101,NaN,NaN,31,12,75,57,98
3013,NaN,,NaN,,,,NaN,NaN,,,,,
3014,NaN,57,NaN,61,7,99,NaN,NaN,31,12,74,57,98
3015,NaN,,NaN,,,,NaN,NaN,,,,,
3016,NaN,57,NaN,61,7,99,NaN,NaN,31,12,74,57,98
3017,NaN,,NaN,,,,NaN,NaN,,,,,
3018,NaN,57,NaN,61,7,101,NaN,NaN,31,12,75,57,98
3019,NaN,,NaN,,,,NaN,NaN,,,,,
3020,NaN,57,NaN,61,7,98,NaN,NaN,31,12,74,56,98
3021,NaN,,NaN,,,,NaN,NaN,,,,,
3022,NaN,57,NaN,62,7,101,NaN,NaN,31,12,75,57,98
3023,NaN,,NaN,,,,NaN,NaN,,,,,
3024,NaN,57,NaN,61,7,99,NaN,NaN,31,12,74,57,98
3025,NaN,,NaN,,,,NaN,NaN,,,,,
3026,NaN,57,NaN,62,7,100,NaN,NaN,31,12,74,57,98
3027,NaN,,NaN,,,,NaN,NaN,,,,,
3028,NaN,57,NaN,61,7,100,NaN,NaN,31,12,74,56,98
3029,NaN,,NaN,,,,NaN,NaN,,,,,
3030,NaN,57,NaN,61,7,98,NaN,NaN,31,12,74,56,98
3031,NaN,,NaN,,,,NaN,NaN,,,,,
3032,NaN,57,NaN,61,8,100,NaN,NaN,31,12,74,56,98
3033,NaN,,NaN,,,,NaN,NaN,,,,,
3034,NaN,57,NaN,60,8,98,NaN,NaN,31,12,74,56,98
3035,NaN,,NaN,,,,NaN,NaN,,,,,
3036,NaN,57,NaN,61,8,98,NaN,NaN,31,12,74,56,98
3037,NaN,,NaN,,,,NaN,NaN,,,,,
3038,NaN,57,NaN,61,8,100,NaN,NaN,31,12,74,56,98
3039,NaN,,NaN,,,,NaN,NaN,,,,,
3040,NaN,57,NaN,61,8,98,NaN,NaN,31,12,74,56,98
3041,NaN,,NaN,,,,NaN,NaN,,,,,
3042,NaN,57,NaN,61,8,100,NaN,NaN,31,12,74,56,98
3043,NaN,,NaN,,,,NaN,NaN,,,,,
3044,NaN,57,NaN,61,7,99,NaN,NaN,31,12,74,56,99
3045,NaN,,NaN,,,,NaN,NaN,,,,,
3046,NaN,57,NaN,63,7,102,NaN,NaN,31,12,75,56,98
3047,NaN,,NaN,,,,NaN,NaN,,,,,
3048,NaN,57,NaN,63,7,104,NaN,NaN,31,12,76,56,98
3049,NaN,,NaN,,,,NaN,NaN,,,,,
3050,NaN,57,NaN,63,7,102,NaN,NaN,31,12,76,56,99
3051,NaN,,NaN,,,,NaN,NaN,,,,,
3052,NaN,57,NaN,63,7,104,NaN,NaN,31,12,77,56,98
3053,NaN,,NaN,,,,NaN,NaN,,,,,
3054,NaN,57,NaN,62,7,102,NaN,NaN,31,12,76,56,99
3055,NaN,,NaN,,,,NaN,NaN,,,,,
3056,NaN,57,NaN,62,7,101,NaN,NaN,32,12,75,56,99
3057,NaN,,NaN,,,,NaN,NaN,,,,,
3058,NaN,56,NaN,62,7,101,NaN,NaN,32,12,75,56,99
3059,NaN,,NaN,,,,NaN,NaN,,,,,
3060,NaN,56,NaN,61,7,98,NaN,NaN,32,12,74,56,99
3061,NaN,,NaN,,,,NaN,NaN,,,,,
3062,NaN,56,NaN,62,7,102,NaN,NaN,31,12,75,56,99
3063,NaN,,NaN,,,,NaN,NaN,,,,,
3064,NaN,56,NaN,61,7,101,NaN,NaN,31,12,75,55,99
3065,NaN,,NaN,,,,NaN,NaN,,,,,
3066,NaN,56,NaN,62,8,102,NaN,NaN,31,12,75,56,99
3067,NaN,,NaN,,,,NaN,NaN,,,,,
3068,NaN,56,NaN,62,8,102,NaN,NaN,31,12,75,55,99
3069,NaN,,NaN,,,,NaN,NaN,,,,,
3070,NaN,56,NaN,61,8,99,NaN,NaN,31,12,74,55,99
3071,NaN,,NaN,,,,NaN,NaN,,,,,
3072,NaN,56,NaN,62,8,103,NaN,NaN,31,12,75,56,99
3073,NaN,,NaN,,,,NaN,NaN,,,,,
3074,NaN,56,NaN,62,7,101,NaN,NaN,31,12,75,56,99
3075,NaN,,NaN,,,,NaN,NaN,,,,,
3076,NaN,56,NaN,62,7,101,NaN,NaN,30,12,75,56,99
3077,NaN,,NaN,,,,NaN,NaN,,,,,
3078,NaN,56,NaN,61,7,101,NaN,NaN,30,12,75,56,99
3079,NaN,,NaN,,,,NaN,NaN,,,,,
3080,NaN,56,NaN,61,7,99,NaN,NaN,30,12,74,55,99
3081,NaN,,NaN,,,,NaN,NaN,,,,,
3082,NaN,56,NaN,60,7,101,NaN,NaN,31,12,75,55,99
3083,NaN,,NaN,,,,NaN,NaN,,,,,
3084,NaN,56,NaN,60,7,99,NaN,NaN,31,12,74,55,99
3085,NaN,,NaN,,,,NaN,NaN,,,,,
3086,NaN,56,NaN,61,8,99,NaN,NaN,31,12,74,55,99
3087,NaN,,NaN,,,,NaN,NaN,,,,,
3088,NaN,56,NaN,60,8,100,NaN,NaN,31,12,74,55,99
3089,NaN,,NaN,,,,NaN,NaN,,,,,
3090,NaN,56,NaN,60,8,98,NaN,NaN,30,12,73,55,99
3091,NaN,,NaN,,,,NaN,NaN,,,,,
3092,NaN,56,NaN,61,8,100,NaN,NaN,30,12,74,56,99
3093,NaN,,NaN,,,,NaN,NaN,,,,,
3094,NaN,56,NaN,60,8,97,NaN,NaN,30,12,73,56,99
3095,NaN,,NaN,,,,NaN,NaN,,,,,
3096,NaN,56,NaN,60,8,99,NaN,NaN,31,12,73,56,99
3097,NaN,,NaN,,,,NaN,NaN,,,,,
3098,NaN,56,NaN,60,8,98,NaN,NaN,31,12,73,56,99
3099,NaN,,NaN,,,,NaN,NaN,,,,,
3100,NaN,56,NaN,59,7,97,NaN,NaN,31,12,73,55,99
3101,NaN,,NaN,,,,NaN,NaN,,,,,
3102,NaN,56,NaN,60,7,99,NaN,NaN,31,12,73,55,99
3103,NaN,,NaN,,,,NaN,NaN,,,,,
3104,NaN,56,NaN,60,7,97,NaN,NaN,31,12,73,55,99
3105,NaN,,NaN,,,,NaN,NaN,,,,,
3106,NaN,56,NaN,60,7,97,NaN,NaN,31,12,73,56,99
3107,NaN,,NaN,,,,NaN,NaN,,,,,
3108,NaN,56,NaN,62,8,100,NaN,NaN,31,12,74,56,98
3109,NaN,,NaN,,,,NaN,NaN,,,,,
3110,NaN,56,NaN,62,8,100,NaN,NaN,31,12,74,56,98
3111,NaN,,NaN,,,,NaN,NaN,,,,,
3112,NaN,56,NaN,64,8,102,NaN,NaN,31,12,76,56,98
3113,NaN,,NaN,,,,NaN,NaN,,,,,
3114,NaN,57,NaN,64,8,105,NaN,NaN,31,12,77,56,98
3115,NaN,,NaN,,,,NaN,NaN,,,,,
3116,NaN,56,NaN,64,7,105,NaN,NaN,31,12,77,56,98
3117,NaN,,NaN,,,,NaN,NaN,,,,,
3118,NaN,56,NaN,64,7,104,NaN,NaN,31,12,77,55,99
3119,NaN,,NaN,,,,NaN,NaN,,,,,
3120,NaN,56,NaN,62,7,106,NaN,NaN,31,12,77,55,99
3121,NaN,,NaN,,,,NaN,NaN,,,,,
3122,NaN,56,NaN,61,7,102,NaN,NaN,31,12,76,55,99
3123,NaN,,NaN,,,,NaN,NaN,,,,,
3124,NaN,55,NaN,62,7,101,NaN,NaN,31,12,75,55,99
3125,NaN,,NaN,,,,NaN,NaN,,,,,
3126,NaN,55,NaN,61,8,102,NaN,NaN,32,11,75,54,99
3127,NaN,,NaN,,,,NaN,NaN,,,,,
3128,NaN,55,NaN,60,8,100,NaN,NaN,32,11,74,54,99
3129,NaN,,NaN,,,,NaN,NaN,,,,,
3130,NaN,55,NaN,59,8,99,NaN,NaN,32,11,73,55,99
3131,NaN,,NaN,,,,NaN,NaN,,,,,
3132,NaN,55,NaN,59,8,101,NaN,NaN,33,11,74,54,99
3133,NaN,,NaN,,,,NaN,NaN,,,,,
3134,NaN,55,NaN,59,7,98,NaN,NaN,33,11,73,54,99
3135,NaN,,NaN,,,,NaN,NaN,,,,,
3136,NaN,55,NaN,62,7,100,NaN,NaN,33,11,74,55,98
3137,NaN,,NaN,,,,NaN,NaN,,,,,
3138,NaN,55,NaN,63,8,104,NaN,NaN,33,11,76,55,98
3139,NaN,,NaN,,,,NaN,NaN,,,,,
3140,NaN,56,NaN,62,8,103,NaN,NaN,32,10,75,55,99
3141,NaN,,NaN,,,,NaN,NaN,,,,,
3142,NaN,56,NaN,62,8,102,NaN,NaN,32,10,75,55,98
3143,NaN,,NaN,,,,NaN,NaN,,,,,
3144,NaN,56,NaN,62,8,104,NaN,NaN,32,10,76,55,98
3145,NaN,,NaN,,,,NaN,NaN,,,,,
3146,NaN,56,NaN,61,7,101,NaN,NaN,32,10,75,55,99
3147,NaN,,NaN,,,,NaN,NaN,,,,,
3148,NaN,56,NaN,61,7,100,NaN,NaN,32,10,74,55,99
3149,NaN,,NaN,,,,NaN,NaN,,,,,
3150,NaN,55,NaN,60,7,102,NaN,NaN,32,10,75,55,99
3151,NaN,,NaN,,,,NaN,NaN,,,,,
3152,NaN,55,NaN,59,7,99,NaN,NaN,32,10,74,55,99
3153,NaN,,NaN,,,,NaN,NaN,,,,,
3154,NaN,55,NaN,60,7,97,NaN,NaN,32,10,73,55,99
3155,NaN,,NaN,,,,NaN,NaN,,,,,
3156,NaN,55,NaN,61,7,101,NaN,NaN,32,10,74,55,99
3157,NaN,,NaN,,,,NaN,NaN,,,,,
3158,NaN,55,NaN,60,7,99,NaN,NaN,32,10,73,55,99
3159,NaN,,NaN,,,,NaN,NaN,,,,,
3160,NaN,56,NaN,61,7,98,NaN,NaN,32,10,73,55,99
3161,NaN,,NaN,,,,NaN,NaN,,,,,
3162,NaN,56,NaN,61,7,101,NaN,NaN,32,10,74,55,99
3163,NaN,,NaN,,,,NaN,NaN,,,,,
3164,NaN,56,NaN,60,7,97,NaN,NaN,32,10,73,55,99
3165,NaN,,NaN,,,,NaN,NaN,,,,,
3166,NaN,56,NaN,61,7,99,NaN,NaN,32,10,74,56,99
3167,NaN,,NaN,,,,NaN,NaN,,,,,
3168,NaN,56,NaN,61,7,100,NaN,NaN,32,10,74,56,99
3169,NaN,,NaN,,,,NaN,NaN,,,,,
3170,NaN,56,NaN,61,7,98,NaN,NaN,32,10,74,56,99
3171,NaN,,NaN,,,,NaN,NaN,,,,,
3172,NaN,56,NaN,62,8,100,NaN,NaN,32,10,75,56,99
3173,NaN,,NaN,,,,NaN,NaN,,,,,
3174,NaN,57,NaN,61,8,98,NaN,NaN,32,10,74,56,99
3175,NaN,,NaN,,,,NaN,NaN,,,,,
3176,NaN,57,NaN,61,8,98,NaN,NaN,32,10,74,57,99
3177,NaN,,NaN,,,,NaN,NaN,,,,,
3178,NaN,57,NaN,62,8,100,NaN,NaN,32,10,74,57,99
3179,NaN,,NaN,,,,NaN,NaN,,,,,
3180,NaN,57,NaN,61,8,98,NaN,NaN,32,10,74,57,99
3181,NaN,,NaN,,,,NaN,NaN,,,,,
3182,NaN,57,NaN,61,8,101,NaN,NaN,31,10,75,57,99
3183,NaN,,NaN,,,,NaN,NaN,,,,,
3184,NaN,57,NaN,60,8,98,NaN,NaN,31,10,74,57,99
3185,NaN,,NaN,,,,NaN,NaN,,,,,
3186,NaN,57,NaN,61,7,99,NaN,NaN,31,10,74,57,99
3187,NaN,,NaN,,,,NaN,NaN,,,,,
3188,NaN,57,NaN,61,7,99,NaN,NaN,31,11,74,57,99
3189,NaN,,NaN,,,,NaN,NaN,,,,,
3190,NaN,57,NaN,60,7,97,NaN,NaN,31,11,73,56,99
3191,NaN,,NaN,,,,NaN,NaN,,,,,
3192,NaN,57,NaN,61,7,99,NaN,NaN,31,11,74,56,99
3193,NaN,,NaN,,,,NaN,NaN,,,,,
3194,NaN,57,NaN,60,7,98,NaN,NaN,31,11,73,56,99
3195,NaN,,NaN,,,,NaN,NaN,,,,,
3196,NaN,57,NaN,61,7,98,NaN,NaN,31,11,73,56,99
3197,NaN,,NaN,,,,NaN,NaN,,,,,
3198,NaN,57,NaN,62,7,99,NaN,NaN,31,11,74,56,99
3199,NaN,,NaN,,,,NaN,NaN,,,,,
3200,NaN,57,NaN,61,7,98,NaN,NaN,31,11,74,56,99
3201,NaN,,NaN,,,,NaN,NaN,,,,,
3202,NaN,57,NaN,62,7,102,NaN,NaN,31,11,75,57,99
3203,NaN,,NaN,,,,NaN,NaN,,,,,
3204,NaN,57,NaN,62,7,99,NaN,NaN,31,11,75,56,99
3205,NaN,,NaN,,,,NaN,NaN,,,,,
3206,NaN,57,NaN,62,8,101,NaN,NaN,31,11,75,56,99
3207,NaN,,NaN,,,,NaN,NaN,,,,,
3208,NaN,57,NaN,62,8,101,NaN,NaN,31,12,75,56,99
3209,NaN,,NaN,,,,NaN,NaN,,,,,
3210,NaN,57,NaN,61,7,98,NaN,NaN,31,12,74,56,99
3211,NaN,,NaN,,,,NaN,NaN,,,,,
3212,NaN,57,NaN,62,7,101,NaN,NaN,31,12,75,56,99
3213,NaN,,NaN,,,,NaN,NaN,,,,,
3214,NaN,57,NaN,61,7,98,NaN,NaN,31,12,74,56,99
3215,NaN,,NaN,,,,NaN,NaN,,,,,
3216,NaN,57,NaN,62,7,99,NaN,NaN,31,12,75,57,99
3217,NaN,,NaN,,,,NaN,NaN,,,,,
3218,NaN,57,NaN,62,7,101,NaN,NaN,31,12,75,57,99
3219,NaN,,NaN,,,,NaN,NaN,,,,,
3220,NaN,57,NaN,62,7,99,NaN,NaN,31,12,75,57,99
3221,NaN,,NaN,,,,NaN,NaN,,,,,
3222,NaN,57,NaN,62,7,102,NaN,NaN,31,12,75,57,99
3223,NaN,,NaN,,,,NaN,NaN,,,,,
3224,NaN,57,NaN,60,7,98,NaN,NaN,31,12,74,56,99
3225,NaN,,NaN,,,,NaN,NaN,,,,,
3226,NaN,57,NaN,61,7,98,NaN,NaN,31,12,74,56,99
3227,NaN,,NaN,,,,NaN,NaN,,,,,
3228,NaN,57,NaN,61,7,100,NaN,NaN,31,12,74,56,99
3229,NaN,,NaN,,,,NaN,NaN,,,,,
3230,NaN,57,NaN,61,7,98,NaN,NaN,31,12,74,56,99
3231,NaN,,NaN,,,,NaN,NaN,,,,,
3232,NaN,56,NaN,62,8,101,NaN,NaN,31,12,75,56,99
3233,NaN,,NaN,,,,NaN,NaN,,,,,
3234,NaN,56,NaN,61,8,99,NaN,NaN,31,12,74,56,99
3235,NaN,,NaN,,,,NaN,NaN,,,,,
3236,NaN,56,NaN,61,7,99,NaN,NaN,31,12,74,56,99
3237,NaN,,NaN,,,,NaN,NaN,,,,,
3238,NaN,56,NaN,63,7,91,NaN,NaN,31,12,73,56,99
3239,NaN,,NaN,,,,NaN,NaN,,,,,
3240,NaN,56,NaN,61,8,95,NaN,NaN,31,12,73,56,99
3241,NaN,,NaN,,,,NaN,NaN,,,,,
3242,NaN,56,NaN,61,8,98,NaN,NaN,31,12,73,56,99
3243,NaN,,NaN,,,,NaN,NaN,,,,,
3244,NaN,56,NaN,60,7,97,NaN,NaN,31,12,73,56,99
3245,NaN,,NaN,,,,NaN,NaN,,,,,
3246,NaN,56,NaN,61,7,97,NaN,NaN,31,12,73,56,99
3247,NaN,,NaN,,,,NaN,NaN,,,,,
3248,NaN,56,NaN,61,7,99,NaN,NaN,31,12,74,56,99
3249,NaN,,NaN,,,,NaN,NaN,,,,,
3250,NaN,57,NaN,60,7,97,NaN,NaN,31,12,73,56,99
3251,NaN,,NaN,,,,NaN,NaN,,,,,
3252,NaN,57,NaN,61,7,100,NaN,NaN,31,12,74,56,99
3253,NaN,,NaN,,,,NaN,NaN,,,,,
3254,NaN,57,NaN,60,7,97,NaN,NaN,31,12,73,56,99
3255,NaN,,NaN,,,,NaN,NaN,,,,,
3256,NaN,57,NaN,62,7,100,NaN,NaN,31,12,74,56,99
3257,NaN,,NaN,,,,NaN,NaN,,,,,
3258,NaN,57,NaN,63,7,102,NaN,NaN,31,12,75,56,99
3259,NaN,,NaN,,,,NaN,NaN,,,,,
3260,NaN,56,NaN,62,7,101,NaN,NaN,31,12,75,56,99
3261,NaN,,NaN,,,,NaN,NaN,,,,,
3262,NaN,56,NaN,64,7,104,NaN,NaN,31,12,76,56,99
3263,NaN,,NaN,,,,NaN,NaN,,,,,
3264,NaN,56,NaN,63,7,102,NaN,NaN,31,12,76,56,99
3265,NaN,,NaN,,,,NaN,NaN,,,,,
3266,NaN,56,NaN,63,7,102,NaN,NaN,31,12,76,56,99
3267,NaN,,NaN,,,,NaN,NaN,,,,,
3268,NaN,56,NaN,62,7,102,NaN,NaN,31,12,76,55,99
3269,NaN,,NaN,,,,NaN,NaN,,,,,
3270,NaN,56,NaN,61,7,99,NaN,NaN,31,12,75,55,99
3271,NaN,,NaN,,,,NaN,NaN,,,,,
3272,NaN,56,NaN,61,7,101,NaN,NaN,31,12,75,55,99
3273,NaN,,NaN,,,,NaN,NaN,,,,,
3274,NaN,55,NaN,60,7,99,NaN,NaN,31,12,74,55,100
3275,NaN,,NaN,,,,NaN,NaN,,,,,
3276,NaN,55,NaN,61,7,98,NaN,NaN,31,12,74,55,99
3277,NaN,,NaN,,,,NaN,NaN,,,,,
3278,NaN,55,NaN,61,7,100,NaN,NaN,31,12,74,55,99
3279,NaN,,NaN,,,,NaN,NaN,,,,,
3280,NaN,55,NaN,61,7,98,NaN,NaN,31,12,74,55,99
3281,NaN,,NaN,,,,NaN,NaN,,,,,
3282,NaN,56,NaN,62,7,101,NaN,NaN,31,12,75,55,99
3283,NaN,,NaN,,,,NaN,NaN,,,,,
3284,NaN,56,NaN,61,7,98,NaN,NaN,31,12,74,55,99
3285,NaN,,NaN,,,,NaN,NaN,,,,,
3286,NaN,56,NaN,62,7,99,NaN,NaN,31,12,74,55,99
3287,NaN,,NaN,,,,NaN,NaN,,,,,
3288,NaN,56,NaN,62,7,101,NaN,NaN,31,12,75,55,99
3289,NaN,,NaN,,,,NaN,NaN,,,,,
3290,NaN,55,NaN,61,7,100,NaN,NaN,31,12,74,55,99
3291,NaN,,NaN,,,,NaN,NaN,,,,,
3292,NaN,55,NaN,62,8,103,NaN,NaN,31,12,75,55,99
3293,NaN,,NaN,,,,NaN,NaN,,,,,
3294,NaN,55,NaN,62,8,101,NaN,NaN,31,12,75,54,99
3295,NaN,,NaN,,,,NaN,NaN,,,,,
3296,NaN,55,NaN,63,7,99,NaN,NaN,31,12,76,54,99
3297,NaN,,NaN,,,,NaN,NaN,,,,,
3298,NaN,,NaN,,,,NaN,NaN,,,,,
3299,NaN,55,NaN,62,7,100,NaN,NaN,31,12,76,54,99
3300,NaN,,NaN,,,,NaN,NaN,,,,,
3301,NaN,55,NaN,61,7,98,NaN,NaN,31,12,75,54,99
3302,NaN,,NaN,,,,NaN,NaN,,,,,
3303,NaN,55,NaN,62,7,101,NaN,NaN,31,12,75,54,99
3304,NaN,,NaN,,,,NaN,NaN,,,,54,
3305,NaN,55,NaN,60,7,98,NaN,NaN,31,12,74,,99
3306,NaN,55,NaN,61,7,99,NaN,NaN,31,12,74,54,99
3307,NaN,,NaN,,,,NaN,NaN,,,,,
3308,NaN,55,NaN,61,7,100,NaN,NaN,31,12,74,54,99
3309,NaN,,NaN,,,,NaN,NaN,,,,,
3310,NaN,55,NaN,60,7,96,NaN,NaN,31,12,73,55,99
3311,NaN,,NaN,,,,NaN,NaN,,,,,
3312,NaN,55,NaN,61,7,98,NaN,NaN,31,12,74,55,99
3313,NaN,,NaN,,,,NaN,NaN,,,,,
3314,NaN,55,NaN,57,7,98,NaN,NaN,31,12,73,55,99
3315,NaN,,NaN,,,,NaN,NaN,,,,,
3316,NaN,55,NaN,60,7,98,NaN,NaN,31,12,74,55,99
3317,NaN,,NaN,,,,NaN,NaN,,,,,
3318,NaN,55,NaN,62,7,100,NaN,NaN,31,12,75,55,99
3319,NaN,,NaN,,,,NaN,NaN,,,,,
3320,NaN,56,NaN,62,7,99,NaN,NaN,31,12,74,55,99
3321,NaN,,NaN,,,,NaN,NaN,,,,,
3322,NaN,56,NaN,62,7,100,NaN,NaN,31,12,75,55,99
3323,NaN,,NaN,,,,NaN,NaN,,,,,
3324,NaN,56,NaN,62,7,101,NaN,NaN,31,12,75,55,99
3325,NaN,,NaN,,,,NaN,NaN,,,,,
3326,NaN,56,NaN,63,8,102,NaN,NaN,31,12,75,55,99
3327,NaN,,NaN,,,,NaN,NaN,,,,,
3328,NaN,56,NaN,63,8,106,NaN,NaN,31,12,77,55,99
3329,NaN,,NaN,,,,NaN,NaN,,,,,
3330,NaN,55,NaN,64,8,104,NaN,NaN,31,12,77,55,99
3331,NaN,,NaN,,,,NaN,NaN,,,,,
3332,NaN,55,NaN,63,8,106,NaN,NaN,31,12,78,54,99
3333,NaN,,NaN,,,,NaN,NaN,,,,,
3334,NaN,55,NaN,62,7,104,NaN,NaN,31,12,77,54,99
3335,NaN,,NaN,,,,NaN,NaN,,,,,
3336,NaN,55,NaN,63,7,103,NaN,NaN,31,12,76,54,99
3337,NaN,,NaN,,,,NaN,NaN,,,,,
3338,NaN,54,NaN,63,7,103,NaN,NaN,31,12,76,53,99
3339,NaN,,NaN,,,,NaN,NaN,,,,,
3340,NaN,,NaN,,,,NaN,NaN,,,,,
3341,NaN,54,NaN,61,7,100,NaN,NaN,31,12,75,53,99
3342,NaN,54,NaN,61,8,102,NaN,NaN,31,12,75,53,99
3343,NaN,,NaN,,,,NaN,NaN,,,,,
3344,NaN,,NaN,,,,NaN,NaN,,,,,
3345,NaN,54,NaN,61,8,100,NaN,NaN,31,12,75,53,99
3346,NaN,,NaN,,,,NaN,NaN,,,,,
3347,NaN,54,NaN,61,8,99,NaN,NaN,30,12,74,54,99
3348,NaN,,NaN,,,,NaN,NaN,,,,,
3349,NaN,54,NaN,60,8,100,NaN,NaN,30,12,75,54,99
3350,NaN,,NaN,,,,NaN,NaN,,,,,
3351,NaN,54,NaN,61,8,98,NaN,NaN,30,12,74,54,99
3352,NaN,,NaN,,,,NaN,NaN,,,,,
3353,NaN,54,NaN,63,7,100,NaN,NaN,30,12,75,54,99
3354,NaN,,NaN,,,,NaN,NaN,,,,,
3355,NaN,54,NaN,58,7,88,NaN,NaN,31,12,76,54,99
3356,NaN,,NaN,,,,NaN,NaN,,,,,
3357,NaN,54,NaN,61,7,99,NaN,NaN,31,12,76,54,99
3358,NaN,,NaN,,,,NaN,NaN,,,,,
3359,NaN,54,NaN,62,7,103,NaN,NaN,31,12,76,54,99
3360,NaN,,NaN,,,,NaN,NaN,,,,,
3361,NaN,54,NaN,62,7,101,NaN,NaN,31,12,75,54,99
3362,NaN,,NaN,,,,NaN,NaN,,,,,
3363,NaN,54,NaN,61,7,102,NaN,NaN,31,12,75,54,99
3364,NaN,,NaN,,,,NaN,NaN,,,,,
3365,NaN,54,NaN,60,7,100,NaN,NaN,31,12,75,54,99
3366,NaN,,NaN,,,,NaN,NaN,,,,,
3367,NaN,54,NaN,61,7,99,NaN,NaN,31,12,74,54,99
3368,NaN,,NaN,,,,NaN,NaN,,,,,
