time,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/ART_MBP,SNUADC/CVP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ETCO2,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_DBP,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2
3060,7,117,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3061,,,,NaN,NaN,NaN,,NaN,,,,,
3062,7,118,81,NaN,NaN,NaN,30,NaN,12,73,53,74,100
3063,,,,NaN,NaN,NaN,,NaN,,,,,
3064,7,117,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3065,,,,NaN,NaN,NaN,,NaN,,,,,
3066,7,117,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3067,,,,NaN,NaN,NaN,,NaN,,,,,
3068,7,117,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3069,,,,NaN,NaN,NaN,,NaN,,,,,
3070,7,117,80,NaN,NaN,NaN,30,NaN,12,74,51,74,100
3071,,,,NaN,NaN,NaN,,NaN,,,,,
3072,7,117,80,NaN,NaN,NaN,30,NaN,12,74,51,74,100
3073,,,,NaN,NaN,NaN,,NaN,,,,,
3074,7,116,79,NaN,NaN,NaN,30,NaN,12,74,51,74,100
3075,,,,NaN,NaN,NaN,,NaN,,,,,
3076,7,116,79,NaN,NaN,NaN,30,NaN,12,74,51,74,100
3077,,,,NaN,NaN,NaN,,NaN,,,,,
3078,7,117,80,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3079,,,,NaN,NaN,NaN,,NaN,,,,,
3080,7,116,79,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3081,,,,NaN,NaN,NaN,,NaN,,,,,
3082,7,117,80,NaN,NaN,NaN,30,NaN,12,74,53,75,100
3083,,,,NaN,NaN,NaN,,NaN,,,,,
3084,6,117,79,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3085,,,,NaN,NaN,NaN,,NaN,,,,,
3086,6,117,80,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3087,,,,NaN,NaN,NaN,,NaN,,,,,
3088,,,,NaN,NaN,NaN,,NaN,,,,,
3089,6,117,80,NaN,NaN,NaN,30,NaN,12,75,52,75,100
3090,6,116,79,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3091,,,,NaN,NaN,NaN,,NaN,,,,,
3092,,,,NaN,NaN,NaN,,NaN,,,,,
3093,6,117,80,NaN,NaN,NaN,30,NaN,12,75,52,75,100
3094,,,,NaN,NaN,NaN,,NaN,,,,,
3095,6,116,79,NaN,NaN,NaN,30,NaN,12,75,52,75,100
3096,,,,NaN,NaN,NaN,,NaN,,,,,
3097,6,117,80,NaN,NaN,NaN,30,NaN,12,74,53,75,100
3098,,,,NaN,NaN,NaN,,NaN,,,,,
3099,6,117,80,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3100,,,,NaN,NaN,NaN,,NaN,,,,,
3101,6,116,79,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3102,,,,NaN,NaN,NaN,,NaN,,,,,
3103,6,117,80,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3104,,,,NaN,NaN,NaN,,NaN,,,,,
3105,6,116,79,NaN,NaN,NaN,31,NaN,12,74,52,75,100
3106,,,,NaN,NaN,NaN,,NaN,,,,,
3107,6,116,79,NaN,NaN,NaN,31,NaN,12,74,52,75,100
3108,,,,NaN,NaN,NaN,,NaN,,,,,
3109,6,117,80,NaN,NaN,NaN,31,NaN,12,74,53,75,100
3110,,,,NaN,NaN,NaN,,NaN,,,,,
3111,7,117,80,NaN,NaN,NaN,31,NaN,12,74,52,75,100
3112,,,,NaN,NaN,NaN,,NaN,,,,,
3113,7,117,80,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3114,,,,NaN,NaN,NaN,,NaN,,,,,
3115,6,117,80,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3116,,,,NaN,NaN,NaN,,NaN,,,,,
3117,6,117,80,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3118,,,,NaN,NaN,NaN,,NaN,,,,,
3119,6,116,79,NaN,NaN,NaN,31,NaN,12,75,51,75,100
3120,,,,NaN,NaN,NaN,,NaN,,,,,
3121,6,116,79,NaN,NaN,NaN,31,NaN,12,75,52,75,100
3122,,,,NaN,NaN,NaN,,NaN,,,,,
3123,6,118,80,NaN,NaN,NaN,31,NaN,12,75,53,75,100
3124,,,,NaN,NaN,NaN,,NaN,,,,,
3125,6,117,80,NaN,NaN,NaN,31,NaN,12,75,52,75,100
3126,,,,NaN,NaN,NaN,,NaN,,,,,
3127,6,118,80,NaN,NaN,NaN,30,NaN,12,74,53,75,100
3128,6,118,80,NaN,NaN,NaN,30,NaN,12,74,53,75,100
3129,,,,NaN,NaN,NaN,,NaN,,,,,
3130,6,118,80,NaN,NaN,NaN,30,NaN,12,74,52,,100
3131,,,,NaN,NaN,NaN,,NaN,,,,75,
3132,6,119,80,NaN,NaN,NaN,29,NaN,12,74,52,75,100
3133,,,,NaN,NaN,NaN,,NaN,,,,,
3134,6,118,80,NaN,NaN,NaN,29,NaN,12,74,52,75,100
3135,,,,NaN,NaN,NaN,,NaN,,,,,
3136,6,119,81,NaN,NaN,NaN,29,NaN,12,74,53,75,100
3137,,,,NaN,NaN,NaN,,NaN,,,,,
3138,,,,NaN,NaN,NaN,,NaN,,,,,
3139,6,119,81,NaN,NaN,NaN,29,NaN,12,74,53,74,100
3140,,,,NaN,NaN,NaN,,NaN,,,,,
3141,6,118,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3142,,,,NaN,NaN,NaN,,NaN,,,,,
3143,6,119,80,NaN,NaN,NaN,30,NaN,12,74,53,74,100
3144,,,,NaN,NaN,NaN,,NaN,,,,,
3145,5,119,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3146,,,,NaN,NaN,NaN,,NaN,,,,,
3147,5,119,81,NaN,NaN,NaN,31,NaN,12,74,54,74,100
3148,,,,NaN,NaN,NaN,,NaN,,,,,
3149,5,120,81,NaN,NaN,NaN,31,NaN,12,74,53,74,100
3150,,,,NaN,NaN,NaN,,NaN,,,,,
3151,5,118,80,NaN,NaN,NaN,31,NaN,12,74,52,75,100
3152,,,,NaN,NaN,NaN,,NaN,,,,,
3153,5,117,80,NaN,NaN,NaN,31,NaN,12,74,51,74,100
3154,,,,NaN,NaN,NaN,,NaN,,,,,
3155,5,117,80,NaN,NaN,NaN,30,NaN,12,74,51,75,100
3156,,,,NaN,NaN,NaN,,NaN,,,,,
3157,5,119,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3158,,,,NaN,NaN,NaN,,NaN,,,,,
3159,5,120,81,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3160,,,,NaN,NaN,NaN,,NaN,,,,,
3161,5,119,80,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3162,,,,NaN,NaN,NaN,,NaN,,,,,
3163,5,117,79,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3164,,,,NaN,NaN,NaN,,NaN,,,,,
3165,6,116,79,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3166,,,,NaN,NaN,NaN,,NaN,,,,,
3167,6,116,79,NaN,NaN,NaN,30,NaN,12,73,52,74,100
3168,,,,NaN,NaN,NaN,,NaN,,,,,
3169,6,117,79,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3170,,,,NaN,NaN,NaN,,NaN,,,,,
3171,6,117,79,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3172,,,,NaN,NaN,NaN,,NaN,,,,,
3173,6,118,79,NaN,NaN,NaN,30,NaN,12,73,52,74,100
3174,,,,NaN,NaN,NaN,,NaN,,,,,
3175,6,117,79,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3176,,,,NaN,NaN,NaN,,NaN,,,,,
3177,6,118,80,NaN,NaN,NaN,30,NaN,12,73,52,74,100
3178,,,,NaN,NaN,NaN,,NaN,,,,,
3179,6,118,80,NaN,NaN,NaN,30,NaN,12,73,52,74,100
3180,,,,NaN,NaN,NaN,,NaN,,,,,
3181,6,117,79,NaN,NaN,NaN,30,NaN,12,73,52,74,100
3182,,,,NaN,NaN,NaN,,NaN,,,,,
3183,6,118,80,NaN,NaN,NaN,30,NaN,12,73,52,74,100
3184,,,,NaN,NaN,NaN,,NaN,,,,,
3185,6,117,79,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3186,,,,NaN,NaN,NaN,,NaN,,,,,
3187,6,117,79,NaN,NaN,NaN,30,NaN,12,73,52,74,100
3188,,,,NaN,NaN,NaN,,NaN,,,,,
3189,6,117,79,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3190,,,,NaN,NaN,NaN,,NaN,,,,,
3191,6,117,79,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3192,,,,NaN,NaN,NaN,,NaN,,,,,
3193,6,118,79,NaN,NaN,NaN,30,NaN,12,73,52,73,100
3194,,,,NaN,NaN,NaN,,NaN,,,,,
3195,6,117,79,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3196,,,,NaN,NaN,NaN,,NaN,,,,,
3197,6,116,79,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3198,,,,NaN,NaN,NaN,,NaN,,,,,
3199,6,117,79,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3200,,,,NaN,NaN,NaN,,NaN,,,,,
3201,6,117,79,NaN,NaN,NaN,30,NaN,12,74,51,73,100
3202,,,,NaN,NaN,NaN,,NaN,,,,,
3203,6,118,79,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3204,,,,NaN,NaN,NaN,,NaN,,,,,
3205,6,115,78,NaN,NaN,NaN,30,NaN,12,73,50,74,100
3206,,,,NaN,NaN,NaN,,NaN,,,,,
3207,6,116,78,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3208,,,,NaN,NaN,NaN,,NaN,,,,,
3209,6,116,78,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3210,,,,NaN,NaN,NaN,,NaN,,,,,
3211,6,116,78,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3212,,,,NaN,NaN,NaN,,NaN,,,,,
3213,6,117,79,NaN,NaN,NaN,30,NaN,12,72,51,72,100
3214,,,,NaN,NaN,NaN,,NaN,,,,,
3215,6,116,78,NaN,NaN,NaN,30,NaN,12,72,50,73,100
3216,,,,NaN,NaN,NaN,,NaN,,,,,
3217,5,117,79,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3218,,,,NaN,NaN,NaN,,NaN,,,,,
3219,5,117,79,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3220,,,,NaN,NaN,NaN,,NaN,,,,,
3221,6,117,79,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3222,,,,NaN,NaN,NaN,,NaN,,,,,
3223,6,117,79,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3224,,,,NaN,NaN,NaN,,NaN,,,,,
3225,6,117,80,NaN,NaN,NaN,30,NaN,12,74,51,74,100
3226,,,,NaN,NaN,NaN,,NaN,,,,,
3227,6,118,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3228,,,,NaN,NaN,NaN,,NaN,,,,,
3229,6,118,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3230,,,,NaN,NaN,NaN,,NaN,,,,,
3231,6,118,80,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3232,,,,NaN,NaN,NaN,,NaN,,,,,
3233,6,118,80,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3234,,,,NaN,NaN,NaN,,NaN,,,,,
3235,6,118,80,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3236,,,,NaN,NaN,NaN,,NaN,,,,,
3237,6,118,80,NaN,NaN,NaN,30,NaN,12,74,52,75,100
3238,,,,NaN,NaN,NaN,,NaN,,,,,
3239,6,118,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3240,,,,NaN,NaN,NaN,,NaN,,,,,
3241,6,117,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3242,,,,NaN,NaN,NaN,,NaN,,,,,
3243,6,119,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3244,,,,NaN,NaN,NaN,,NaN,,,,,
3245,6,118,80,NaN,NaN,NaN,30,NaN,12,74,52,74,100
3246,,,,NaN,NaN,NaN,,NaN,,,,,
3247,6,118,80,NaN,NaN,NaN,30,NaN,12,73,52,74,100
3248,,,,NaN,NaN,NaN,,NaN,,,,,
3249,6,118,80,NaN,NaN,NaN,30,NaN,12,73,52,74,100
3250,,,,NaN,NaN,NaN,,NaN,,,,,
3251,6,117,80,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3252,,,,NaN,NaN,NaN,,NaN,,,,,
3253,6,118,80,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3254,,,,NaN,NaN,NaN,,NaN,,,,,
3255,6,117,79,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3256,,,,NaN,NaN,NaN,,NaN,,,,,
3257,6,117,79,NaN,NaN,NaN,30,NaN,12,73,52,74,100
3258,,,,NaN,NaN,NaN,,NaN,,,,,
3259,6,118,79,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3260,,,,NaN,NaN,NaN,,NaN,,,,,
3261,6,116,79,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3262,,,,NaN,NaN,NaN,,NaN,,,,,
3263,6,116,79,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3264,,,,NaN,NaN,NaN,,NaN,,,,,
3265,6,116,78,NaN,NaN,NaN,30,NaN,12,72,50,73,100
3266,,,,NaN,NaN,NaN,,NaN,,,,,
3267,6,116,78,NaN,NaN,NaN,31,NaN,12,72,51,73,100
3268,,,,NaN,NaN,NaN,,NaN,,,,,
3269,6,116,78,NaN,NaN,NaN,31,NaN,12,72,50,73,100
3270,,,,NaN,NaN,NaN,,NaN,,,,,
3271,6,115,78,NaN,NaN,NaN,31,NaN,12,72,50,73,100
3272,,,,NaN,NaN,NaN,,NaN,,,,,
3273,5,116,78,NaN,NaN,NaN,31,NaN,12,72,51,73,100
3274,,,,NaN,NaN,NaN,,NaN,,,,,
3275,5,115,78,NaN,NaN,NaN,31,NaN,12,72,50,73,100
3276,,,,NaN,NaN,NaN,,NaN,,,,,
3277,5,116,78,NaN,NaN,NaN,31,NaN,12,72,51,73,100
3278,,,,NaN,NaN,NaN,,NaN,,,,,
3279,5,116,78,NaN,NaN,NaN,31,NaN,12,72,50,73,100
3280,,,,NaN,NaN,NaN,,NaN,,,,,
3281,6,116,78,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3282,,,,NaN,NaN,NaN,,NaN,,,,,
3283,6,116,79,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3284,,,,NaN,NaN,NaN,,NaN,,,,,
3285,5,116,78,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3286,,,,NaN,NaN,NaN,,NaN,,,,,
3287,5,116,78,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3288,,,,NaN,NaN,NaN,,NaN,,,,,
3289,5,116,78,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3290,,,,NaN,NaN,NaN,,NaN,,,,,
3291,5,116,79,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3292,,,,NaN,NaN,NaN,,NaN,,,,,
3293,5,117,79,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3294,,,,NaN,NaN,NaN,,NaN,,,,,
3295,5,116,78,NaN,NaN,NaN,30,NaN,12,73,50,74,100
3296,,,,NaN,NaN,NaN,,NaN,,,,,
3297,5,116,78,NaN,NaN,NaN,30,NaN,12,73,50,73,100
3298,,,,NaN,NaN,NaN,,NaN,,,,,
3299,5,116,78,NaN,NaN,NaN,30,NaN,12,72,50,73,100
3300,,,,NaN,NaN,NaN,,NaN,,,,,
3301,5,115,78,NaN,NaN,NaN,30,NaN,12,72,50,73,100
3302,,,,NaN,NaN,NaN,,NaN,,,,,
3303,5,115,78,NaN,NaN,NaN,30,NaN,12,72,50,72,100
3304,,,,NaN,NaN,NaN,,NaN,,,,,
3305,5,116,78,NaN,NaN,NaN,30,NaN,12,72,51,72,100
3306,,,,NaN,NaN,NaN,,NaN,,,,,
3307,5,116,79,NaN,NaN,NaN,30,NaN,12,72,52,72,100
3308,,,,NaN,NaN,NaN,,NaN,,,,,
3309,5,117,79,NaN,NaN,NaN,30,NaN,12,72,52,72,100
3310,,,,NaN,NaN,NaN,,NaN,,,,,
3311,6,118,80,NaN,NaN,NaN,30,NaN,12,72,53,73,100
3312,,,,NaN,NaN,NaN,,NaN,,,,,
3313,6,125,83,NaN,NaN,NaN,30,NaN,12,73,65,73,100
3314,,,,NaN,NaN,NaN,,NaN,,,,,
3315,6,125,85,NaN,NaN,NaN,30,NaN,12,73,67,73,100
3316,,,,NaN,NaN,NaN,,NaN,,,,,
3317,6,125,85,NaN,NaN,NaN,30,NaN,12,73,67,73,100
3318,,,,NaN,NaN,NaN,,NaN,,,,,
3319,6,59,59,NaN,NaN,NaN,30,NaN,12,73,59,73,100
3320,,,,NaN,NaN,NaN,,NaN,,,,,
3321,6,59,59,NaN,NaN,NaN,30,NaN,12,73,59,73,100
3322,,,,NaN,NaN,NaN,,NaN,,,,,
3323,5,54,54,NaN,NaN,NaN,30,NaN,12,73,54,73,100
3324,,,,NaN,NaN,NaN,,NaN,,,,,
3325,5,54,54,NaN,NaN,NaN,30,NaN,12,73,54,73,100
3326,,,,NaN,NaN,NaN,,NaN,,,,,
3327,5,51,51,NaN,NaN,NaN,30,NaN,12,76,51,73,100
3328,,,,NaN,NaN,NaN,,NaN,,,,,
3329,5,51,51,NaN,NaN,NaN,30,NaN,12,83,51,73,100
3330,,,,NaN,NaN,NaN,,NaN,,,,,
3331,5,50,50,NaN,NaN,NaN,30,NaN,12,82,50,73,100
3332,,,,NaN,NaN,NaN,,NaN,,,,,
3333,5,89,58,NaN,NaN,NaN,30,NaN,12,85,61,73,100
3334,,,,NaN,NaN,NaN,,NaN,,,,,
3335,5,110,70,NaN,NaN,NaN,30,NaN,12,96,67,73,100
3336,,,,NaN,NaN,NaN,,NaN,,,,,
3337,5,124,80,NaN,NaN,NaN,30,NaN,12,115,72,72,100
3338,,,,NaN,NaN,NaN,,NaN,,,,,
3339,5,127,83,NaN,NaN,NaN,30,NaN,12,90,68,72,100
3340,,,,NaN,NaN,NaN,,NaN,,,,,
3341,6,126,83,NaN,NaN,NaN,30,NaN,12,81,58,72,100
3342,,,,NaN,NaN,NaN,,NaN,,,,,
3343,6,127,84,NaN,NaN,NaN,30,NaN,12,71,57,72,100
3344,,,,NaN,NaN,NaN,,NaN,,,,,
3345,6,123,83,NaN,NaN,NaN,30,NaN,12,72,53,72,100
3346,,,,NaN,NaN,NaN,,NaN,,,,,
3347,6,121,82,NaN,NaN,NaN,30,NaN,12,72,52,72,100
3348,,,,NaN,NaN,NaN,,NaN,,,,,
3349,6,120,81,NaN,NaN,NaN,30,NaN,12,72,51,72,100
3350,,,,NaN,NaN,NaN,,NaN,,,,,
3351,6,117,79,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3352,,,,NaN,NaN,NaN,,NaN,,,,,
3353,6,117,79,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3354,,,,NaN,NaN,NaN,,NaN,,,,,
3355,6,117,79,NaN,NaN,NaN,30,NaN,12,73,51,73,100
3356,,,,NaN,NaN,NaN,,NaN,,,,,
3357,5,116,78,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3358,,,,NaN,NaN,NaN,,NaN,,,,,
3359,5,117,78,NaN,NaN,NaN,30,NaN,12,74,50,73,100
3360,,,,NaN,NaN,NaN,,NaN,,,,,
3361,5,117,78,NaN,NaN,NaN,30,NaN,12,83,50,73,100
3362,,,,NaN,NaN,NaN,,NaN,,,,,
3363,5,118,79,NaN,NaN,NaN,30,NaN,12,83,50,73,100
3364,,,,NaN,NaN,NaN,,NaN,,,,,
3365,5,117,78,NaN,NaN,NaN,30,NaN,12,80,50,73,100
3366,,,,NaN,NaN,NaN,,NaN,,,,,
3367,6,117,78,NaN,NaN,NaN,30,NaN,12,72,50,73,100
3368,,,,NaN,NaN,NaN,,NaN,,,,,
3369,6,117,78,NaN,NaN,NaN,30,NaN,12,72,50,72,100
3370,,,,NaN,NaN,NaN,,NaN,,,,,
3371,6,117,78,NaN,NaN,NaN,30,NaN,12,72,50,72,100
3372,,,,NaN,NaN,NaN,,NaN,,,,,
3373,6,118,78,NaN,NaN,NaN,30,NaN,12,72,50,72,100
3374,,,,NaN,NaN,NaN,,NaN,,,,,
3375,6,117,78,NaN,NaN,NaN,30,NaN,12,71,50,72,100
3376,,,,NaN,NaN,NaN,,NaN,,,,,
3377,6,117,78,NaN,NaN,NaN,30,NaN,12,71,50,72,100
3378,,,,NaN,NaN,NaN,,NaN,,,,,
3379,5,117,78,NaN,NaN,NaN,30,NaN,12,71,50,72,100
3380,,,,NaN,NaN,NaN,,NaN,,,,,
3381,5,117,78,NaN,NaN,NaN,30,NaN,12,71,50,72,100
3382,,,,NaN,NaN,NaN,,NaN,,,,,
3383,5,117,78,NaN,NaN,NaN,30,NaN,12,71,50,72,100
3384,,,,NaN,NaN,NaN,,NaN,,,,,
3385,5,116,78,NaN,NaN,NaN,30,NaN,12,72,49,72,100
3386,,,,NaN,NaN,NaN,,NaN,,,,,
3387,5,116,78,NaN,NaN,NaN,30,NaN,12,71,50,72,100
3388,,,,NaN,NaN,NaN,,NaN,,,,,
3389,5,117,78,NaN,NaN,NaN,30,NaN,12,72,50,72,100
3390,,,,NaN,NaN,NaN,,NaN,,,,,
3391,5,116,77,NaN,NaN,NaN,30,NaN,12,71,50,72,100
3392,,,,NaN,NaN,NaN,,NaN,,,,,
3393,5,117,78,NaN,NaN,NaN,30,NaN,12,71,50,72,100
3394,,,,NaN,NaN,NaN,,NaN,,,,,
3395,5,116,78,NaN,NaN,NaN,30,NaN,12,71,49,72,100
3396,,,,NaN,NaN,NaN,,NaN,,,,,
3397,5,116,78,NaN,NaN,NaN,30,NaN,12,71,50,72,100
3398,,,,NaN,NaN,NaN,,NaN,,,,,
3399,5,117,78,NaN,NaN,NaN,30,NaN,12,71,50,72,100
3400,,,,NaN,NaN,NaN,,NaN,,,,,
3401,5,116,78,NaN,NaN,NaN,30,NaN,12,72,50,72,100
3402,,,,NaN,NaN,NaN,,NaN,,,,,
3403,5,117,78,NaN,NaN,NaN,30,NaN,12,72,51,72,100
3404,,,,NaN,NaN,NaN,,NaN,,,,,
3405,6,117,78,NaN,NaN,NaN,30,NaN,12,72,50,72,100
3406,,,,NaN,NaN,NaN,,NaN,,,,,
3407,6,116,78,NaN,NaN,NaN,30,NaN,12,72,50,72,100
3408,,,,NaN,NaN,NaN,,NaN,,,,,
3409,6,116,78,NaN,NaN,NaN,30,NaN,12,72,50,72,100
3410,,,,NaN,NaN,NaN,,NaN,,,,,
3411,6,116,78,NaN,NaN,NaN,30,NaN,12,72,50,73,100
3412,,,,NaN,NaN,NaN,,NaN,,,,,
3413,6,117,79,NaN,NaN,NaN,30,NaN,12,72,51,72,100
3414,,,,NaN,NaN,NaN,,NaN,,,,,
3415,6,117,78,NaN,NaN,NaN,30,NaN,12,72,50,73,100
3416,,,,NaN,NaN,NaN,,NaN,,,,,
3417,5,118,79,NaN,NaN,NaN,30,NaN,12,68,50,72,100
3418,,,,NaN,NaN,NaN,,NaN,,,,,
3419,5,118,79,NaN,NaN,NaN,30,NaN,12,72,50,72,100
3420,,,,NaN,NaN,NaN,,NaN,,,,,
3421,5,118,79,NaN,NaN,NaN,30,NaN,12,71,50,72,100
3422,,,,NaN,NaN,NaN,,NaN,,,,,
3423,5,118,79,NaN,NaN,NaN,30,NaN,12,72,51,72,100
3424,,,,NaN,NaN,NaN,,NaN,,,,,
3425,5,118,79,NaN,NaN,NaN,30,NaN,12,71,50,72,100
3426,,,,NaN,NaN,NaN,,NaN,,,,,
3427,5,117,79,NaN,NaN,NaN,30,NaN,12,71,51,72,100
3428,,,,NaN,NaN,NaN,,NaN,,,,,
3429,5,118,79,NaN,NaN,NaN,30,NaN,12,72,51,72,100
3430,,,,NaN,NaN,NaN,,NaN,,,,,
3431,5,117,79,NaN,NaN,NaN,30,NaN,12,72,51,72,100
3432,,,,NaN,NaN,NaN,,NaN,,,,,
3433,5,119,80,NaN,NaN,NaN,30,NaN,12,72,51,72,100
3434,,,,NaN,NaN,NaN,,NaN,,,,,
3435,6,118,79,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3436,,,,NaN,NaN,NaN,,NaN,,,,,
3437,6,118,79,NaN,NaN,NaN,30,NaN,12,72,51,72,100
3438,,,,NaN,NaN,NaN,,NaN,,,,,
3439,6,118,80,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3440,,,,NaN,NaN,NaN,,NaN,,,,,
3441,6,118,80,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3442,,,,NaN,NaN,NaN,,NaN,,,,,
3443,6,118,80,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3444,,,,NaN,NaN,NaN,,NaN,,,,,
3445,6,117,79,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3446,,,,NaN,NaN,NaN,,NaN,,,,,
3447,5,118,79,NaN,NaN,NaN,30,NaN,12,72,52,73,100
3448,,,,NaN,NaN,NaN,,NaN,,,,,
3449,5,117,79,NaN,NaN,NaN,30,NaN,12,72,51,73,100
3450,,,,NaN,NaN,NaN,,NaN,,,,,
3451,6,116,79,NaN,NaN,NaN,31,NaN,12,72,51,73,100
3452,,,,NaN,NaN,NaN,,NaN,,,,,
3453,6,118,79,NaN,NaN,NaN,31,NaN,12,73,51,73,100
3454,,,,NaN,NaN,NaN,,NaN,,,,,
3455,5,117,79,NaN,NaN,NaN,31,NaN,12,73,51,74,100
3456,,,,NaN,NaN,NaN,,NaN,,,,,
3457,5,117,79,NaN,NaN,NaN,31,NaN,12,73,52,74,100
3458,,,,NaN,NaN,NaN,,NaN,,,,,
3459,6,118,79,NaN,NaN,NaN,29,NaN,12,74,51,74,100
3460,,,,NaN,NaN,NaN,,NaN,,,,,
3461,6,117,79,NaN,NaN,NaN,29,NaN,12,74,51,74,100
3462,,,,NaN,NaN,NaN,,NaN,,,,,
3463,6,117,79,NaN,NaN,NaN,29,NaN,12,74,51,74,100
3464,,,,NaN,NaN,NaN,,NaN,,,,,
3465,6,116,79,NaN,NaN,NaN,29,NaN,12,74,51,74,100
3466,,,,NaN,NaN,NaN,,NaN,,,,,
3467,6,116,79,NaN,NaN,NaN,30,NaN,12,74,51,74,100
3468,,,,NaN,NaN,NaN,,NaN,,,,,
3469,6,117,79,NaN,NaN,NaN,30,NaN,12,74,51,74,100
3470,,,,NaN,NaN,NaN,,NaN,,,,,
3471,6,116,79,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3472,,,,NaN,NaN,NaN,,NaN,,,,,
3473,6,116,79,NaN,NaN,NaN,30,NaN,12,73,50,74,100
3474,,,,NaN,NaN,NaN,,NaN,,,,,
3475,6,115,78,NaN,NaN,NaN,30,NaN,12,73,50,74,100
3476,,,,NaN,NaN,NaN,,NaN,,,,,
3477,6,115,78,NaN,NaN,NaN,30,NaN,12,73,51,74,100
3478,,,,NaN,NaN,NaN,,NaN,,,,,
3479,6,114,78,NaN,NaN,NaN,30,NaN,12,73,50,74,100
3480,,,,NaN,NaN,NaN,,NaN,,,,,
3481,6,114,77,NaN,NaN,NaN,31,NaN,12,73,50,74,100
3482,,,,NaN,NaN,NaN,,NaN,,,,,
3483,6,115,78,NaN,NaN,NaN,31,NaN,12,73,50,74,100
3484,,,,NaN,NaN,NaN,,NaN,,,,,
