time,Solar8000/CVP,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/ART_DBP,Solar8000/HR,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/ETCO2
5334,4,NaN,14,61,123,124,NaN,129,NaN,81,100,NaN,35
5335,,NaN,,,,,NaN,,NaN,,,NaN,
5336,4,NaN,14,59,124,124,NaN,124,NaN,79,100,NaN,35
5337,,NaN,,,,,NaN,,NaN,,,NaN,
5338,4,NaN,14,62,124,124,NaN,130,NaN,82,100,NaN,35
5339,,NaN,,,,,NaN,,NaN,,,NaN,
5340,4,NaN,14,62,124,125,NaN,127,NaN,82,100,NaN,35
5341,,NaN,,,,,NaN,,NaN,,,NaN,
5342,4,NaN,14,63,124,125,NaN,130,NaN,84,100,NaN,35
5343,,NaN,,,,,NaN,,NaN,,,NaN,
5344,4,NaN,14,61,124,125,NaN,127,NaN,82,100,NaN,35
5345,,NaN,,,,,NaN,,NaN,,,NaN,
5346,4,NaN,14,64,125,125,NaN,131,NaN,84,100,NaN,35
5347,,NaN,,,,,NaN,,NaN,,,NaN,
5348,4,NaN,14,62,125,126,NaN,128,NaN,84,100,NaN,35
5349,,NaN,,,,,NaN,,NaN,,,NaN,
5350,4,NaN,14,62,125,126,NaN,129,NaN,83,100,NaN,35
5351,,NaN,,,,,NaN,,NaN,,,NaN,
5352,4,NaN,14,60,126,126,NaN,127,NaN,82,100,NaN,35
5353,,NaN,,,,,NaN,,NaN,,,NaN,
5354,4,NaN,14,61,126,126,NaN,127,NaN,82,100,NaN,35
5355,,NaN,,,,,NaN,,NaN,,,NaN,
5356,4,NaN,14,62,126,126,NaN,129,NaN,83,100,NaN,35
5357,,NaN,,,,,NaN,,NaN,,,NaN,
5358,4,NaN,14,63,126,126,NaN,129,NaN,84,100,NaN,35
5359,,NaN,,,,,NaN,,NaN,,,NaN,
5360,4,NaN,14,62,126,127,NaN,131,NaN,84,100,NaN,35
5361,,NaN,,,,,NaN,,NaN,,,NaN,
5362,5,NaN,14,62,126,127,NaN,130,NaN,83,100,NaN,35
5363,,NaN,,,,,NaN,,NaN,,,NaN,
5364,5,NaN,14,64,126,127,NaN,133,NaN,85,100,NaN,35
5365,,NaN,,,,,NaN,,NaN,,,NaN,
5366,4,NaN,14,63,126,127,NaN,130,NaN,85,100,NaN,35
5367,,NaN,,,,,NaN,,NaN,,,NaN,
5368,4,NaN,14,64,127,127,NaN,133,NaN,86,100,NaN,35
5369,,NaN,,,,,NaN,,NaN,,,NaN,
5370,4,NaN,14,61,127,127,NaN,129,NaN,83,100,NaN,35
5371,,NaN,,,,,NaN,,NaN,,,NaN,
5372,4,NaN,14,61,127,128,NaN,131,NaN,83,100,NaN,35
5373,,NaN,,,,,NaN,,NaN,,,NaN,
5374,4,NaN,14,57,128,128,NaN,125,NaN,80,100,NaN,35
5375,,NaN,,,,,NaN,,NaN,,,NaN,
5376,4,NaN,14,58,128,128,NaN,126,NaN,79,100,NaN,35
5377,4,NaN,14,55,128,,NaN,121,NaN,76,,NaN,35
5378,,NaN,,,,128,NaN,,NaN,,100,NaN,
5379,4,NaN,14,57,127,128,NaN,123,NaN,76,100,NaN,35
5380,,NaN,,,,,NaN,,NaN,,,NaN,
5381,4,NaN,14,55,127,128,NaN,120,NaN,75,100,NaN,35
5382,,NaN,,,,,NaN,,NaN,,,NaN,
5383,4,NaN,14,56,127,128,NaN,122,NaN,76,100,NaN,35
5384,,NaN,,,,,NaN,,NaN,,,NaN,
5385,4,NaN,14,56,127,127,NaN,123,NaN,77,100,NaN,35
5386,,NaN,,,,,NaN,,NaN,,,NaN,
5387,4,NaN,14,56,127,127,NaN,122,NaN,76,100,NaN,35
5388,,NaN,,,,,NaN,,NaN,,,NaN,
5389,4,NaN,14,57,127,127,NaN,125,NaN,78,100,NaN,35
5390,,NaN,,,,,NaN,,NaN,,,NaN,
5391,,NaN,,,,,NaN,,NaN,,,NaN,
5392,4,NaN,14,59,126,127,NaN,124,NaN,78,100,NaN,35
5393,,NaN,,,,,NaN,,NaN,,,NaN,
5394,4,NaN,14,62,126,127,NaN,129,NaN,82,100,NaN,35
5395,,NaN,,,,,NaN,,NaN,,,NaN,
5396,4,NaN,14,62,126,127,NaN,127,NaN,82,100,NaN,35
5397,,NaN,,,,,NaN,,NaN,,,NaN,
5398,4,NaN,14,65,126,127,NaN,133,NaN,85,100,NaN,35
5399,,NaN,,,,,NaN,,NaN,,,NaN,
5400,4,NaN,14,62,127,127,NaN,129,NaN,84,100,NaN,35
5401,,NaN,,,,,NaN,,NaN,,,NaN,
5402,4,NaN,14,63,128,128,NaN,133,NaN,84,100,NaN,36
5403,,NaN,,,,,NaN,,NaN,,,NaN,
5404,4,NaN,14,60,128,128,NaN,127,NaN,82,100,NaN,36
5405,,NaN,,,,,NaN,,NaN,,,NaN,
5406,4,NaN,14,61,128,128,NaN,129,NaN,82,100,NaN,36
5407,,NaN,,,,,NaN,,NaN,,,NaN,
5408,4,NaN,14,59,128,128,NaN,127,NaN,81,100,NaN,36
5409,,NaN,,,,,NaN,,NaN,,,NaN,
5410,4,NaN,14,61,128,128,NaN,129,NaN,81,100,NaN,35
5411,,NaN,,,,,NaN,,NaN,,,NaN,
5412,4,NaN,14,59,127,128,NaN,127,NaN,80,100,NaN,35
5413,,NaN,,,,,NaN,,NaN,,,NaN,
5414,4,NaN,14,61,127,128,NaN,128,NaN,81,100,NaN,35
5415,,NaN,,,,,NaN,,NaN,,,NaN,
5416,4,NaN,14,59,127,127,NaN,130,NaN,81,100,NaN,35
5417,,NaN,,,,,NaN,,NaN,,,NaN,
5418,4,NaN,14,59,127,127,NaN,128,NaN,80,100,NaN,35
5419,,NaN,,,,,NaN,,NaN,,,NaN,
5420,4,NaN,14,61,127,127,NaN,130,NaN,82,100,NaN,35
5421,,NaN,,,,,NaN,,NaN,,,NaN,
5422,4,NaN,14,61,126,127,NaN,128,NaN,81,100,NaN,35
5423,,NaN,,,,,NaN,,NaN,,,NaN,
5424,4,NaN,14,62,126,127,NaN,132,NaN,83,100,NaN,35
5425,,NaN,,,,,NaN,,NaN,,,NaN,
5426,4,NaN,14,60,127,127,NaN,127,NaN,81,100,NaN,35
5427,,NaN,,,,,NaN,,NaN,,,NaN,
5428,4,NaN,14,60,127,128,NaN,130,NaN,82,100,NaN,35
5429,,NaN,,,,,NaN,,NaN,,,NaN,
5430,4,NaN,14,58,127,128,NaN,126,NaN,80,100,NaN,35
5431,,NaN,,,,,NaN,,NaN,,,NaN,
5432,4,NaN,14,60,127,128,NaN,128,NaN,80,100,NaN,35
5433,,NaN,,,,,NaN,,NaN,,,NaN,
5434,4,NaN,14,57,127,128,NaN,124,NaN,79,100,NaN,35
5435,,NaN,,,,,NaN,,NaN,,,NaN,
5436,4,NaN,14,59,127,128,NaN,127,NaN,79,100,NaN,35
5437,,NaN,,,,,NaN,,NaN,,,NaN,
5438,4,NaN,14,57,127,128,NaN,124,NaN,78,100,NaN,35
5439,,NaN,,,,,NaN,,NaN,,,NaN,
5440,4,NaN,14,58,127,127,NaN,125,NaN,78,100,NaN,35
5441,,NaN,,,,,NaN,,NaN,,,NaN,
5442,4,NaN,14,57,127,127,NaN,124,NaN,78,100,NaN,35
5443,,NaN,,,,,NaN,,NaN,,,NaN,
5444,4,NaN,14,59,127,128,NaN,126,NaN,79,100,NaN,35
5445,,NaN,,,,,NaN,,NaN,,,NaN,
5446,4,NaN,14,58,127,127,NaN,126,NaN,79,100,NaN,35
5447,,NaN,,,,,NaN,,NaN,,,NaN,
5448,4,NaN,14,58,127,127,NaN,125,NaN,78,100,NaN,35
5449,,NaN,,,,,NaN,,NaN,,,NaN,
5450,4,NaN,14,58,127,127,NaN,127,NaN,79,100,NaN,35
5451,,NaN,,,,,NaN,,NaN,,,NaN,
5452,4,NaN,14,58,127,127,NaN,125,NaN,78,100,NaN,35
5453,,NaN,,,,,NaN,,NaN,,,NaN,
5454,4,NaN,14,58,127,127,NaN,128,NaN,79,100,NaN,35
5455,,NaN,,,,,NaN,,NaN,,,NaN,
5456,4,NaN,14,57,127,127,NaN,124,NaN,78,100,NaN,35
5457,,NaN,,,,,NaN,,NaN,,,NaN,
5458,4,NaN,14,58,127,127,NaN,127,NaN,79,100,NaN,35
5459,,NaN,,,,,NaN,,NaN,,,NaN,
5460,4,NaN,14,57,127,127,NaN,124,NaN,78,100,NaN,35
5461,,NaN,,,,,NaN,,NaN,,,NaN,
5462,4,NaN,14,58,127,127,NaN,128,NaN,78,100,NaN,35
5463,,NaN,,,,,NaN,,NaN,,,NaN,
5464,4,NaN,14,54,126,127,NaN,123,NaN,75,100,NaN,35
5465,,NaN,,,,,NaN,,NaN,,,NaN,
5466,4,NaN,14,56,126,126,NaN,125,NaN,76,100,NaN,35
5467,,NaN,,,,,NaN,,NaN,,,NaN,
5468,4,NaN,14,55,125,126,NaN,122,NaN,75,100,NaN,35
5469,,NaN,,,,,NaN,,NaN,,,NaN,
5470,4,NaN,14,57,125,126,NaN,125,NaN,76,100,NaN,35
5471,,NaN,,,,,NaN,,NaN,,,NaN,
5472,4,NaN,14,57,125,126,NaN,122,NaN,77,100,NaN,35
5473,,NaN,,,,,NaN,,NaN,,,NaN,
5474,4,NaN,14,57,125,126,NaN,123,NaN,77,100,NaN,35
5475,,NaN,,,,,NaN,,NaN,,,NaN,
5476,4,NaN,14,58,125,126,NaN,126,NaN,78,100,NaN,35
5477,,NaN,,,,,NaN,,NaN,,,NaN,
5478,4,NaN,14,57,125,126,NaN,122,NaN,77,100,NaN,35
5479,,NaN,,,,,NaN,,NaN,,,NaN,
5480,4,NaN,14,55,125,125,NaN,123,NaN,75,100,NaN,35
5481,,NaN,,,,,NaN,,NaN,,,NaN,
5482,4,NaN,14,56,124,125,NaN,122,NaN,75,100,NaN,35
5483,,NaN,,,,,NaN,,NaN,,,NaN,
5484,4,NaN,14,59,124,125,NaN,128,NaN,78,100,NaN,35
5485,,NaN,,,,,NaN,,NaN,,,NaN,
5486,4,NaN,14,58,125,125,NaN,124,NaN,78,100,NaN,35
5487,,NaN,,,,,NaN,,NaN,,,NaN,
5488,4,NaN,14,59,125,126,NaN,128,NaN,79,100,NaN,35
5489,,NaN,,,,,NaN,,NaN,,,NaN,
5490,3,NaN,14,57,125,126,NaN,124,NaN,78,100,NaN,35
5491,,NaN,,,,,NaN,,NaN,,,NaN,
5492,3,NaN,14,59,125,126,NaN,128,NaN,79,100,NaN,35
5493,,NaN,,,,,NaN,,NaN,,,NaN,
5494,4,NaN,14,57,125,126,NaN,123,NaN,77,100,NaN,35
5495,,NaN,,,,,NaN,,NaN,,,NaN,
5496,4,NaN,14,58,125,126,NaN,126,NaN,78,100,NaN,35
5497,,NaN,,,,,NaN,,NaN,,,NaN,
5498,4,NaN,14,56,125,126,NaN,123,NaN,77,100,NaN,35
5499,,NaN,,,,,NaN,,NaN,,,NaN,
5500,4,NaN,14,58,125,125,NaN,125,NaN,77,100,NaN,35
5501,,NaN,,,,,NaN,,NaN,,,NaN,
5502,3,NaN,14,58,125,126,NaN,124,NaN,77,100,NaN,35
5503,,NaN,,,,,NaN,,NaN,,,NaN,
5504,3,NaN,14,58,125,126,NaN,125,NaN,78,100,NaN,35
5505,,NaN,,,,,NaN,,NaN,,,NaN,
5506,3,NaN,14,56,126,126,NaN,124,NaN,77,100,NaN,35
5507,,NaN,,,,,NaN,,NaN,,,NaN,
5508,3,NaN,14,55,125,126,NaN,122,NaN,75,100,NaN,35
5509,,NaN,,,,,NaN,,NaN,,,NaN,
5510,3,NaN,14,56,125,125,NaN,125,NaN,76,100,NaN,35
5511,,NaN,,,,,NaN,,NaN,,,NaN,
5512,3,NaN,14,57,124,125,NaN,122,NaN,76,100,NaN,35
5513,,NaN,,,,,NaN,,NaN,,,NaN,
5514,3,NaN,14,58,124,125,NaN,126,NaN,78,100,NaN,35
5515,,NaN,,,,,NaN,,NaN,,,NaN,
5516,3,NaN,14,57,125,125,NaN,122,NaN,77,100,NaN,35
5517,,NaN,,,,,NaN,,NaN,,,NaN,
5518,3,NaN,14,59,125,126,NaN,125,NaN,78,100,NaN,35
5519,,NaN,,,,,NaN,,NaN,,,NaN,
5520,3,NaN,14,57,125,126,NaN,121,NaN,77,100,NaN,35
5521,,NaN,,,,,NaN,,NaN,,,NaN,
5522,3,NaN,14,59,126,127,NaN,125,NaN,78,100,NaN,35
5523,,NaN,,,,,NaN,,NaN,,,NaN,
5524,3,NaN,14,56,126,127,NaN,122,NaN,77,100,NaN,35
5525,,NaN,,,,,NaN,,NaN,,,NaN,
5526,3,NaN,14,57,126,126,NaN,125,NaN,77,100,NaN,35
5527,,NaN,,,,,NaN,,NaN,,,NaN,
5528,3,NaN,14,55,126,126,NaN,120,NaN,75,100,NaN,35
5529,,NaN,,,,,NaN,,NaN,,,NaN,
5530,3,NaN,14,56,126,126,NaN,122,NaN,75,100,NaN,35
5531,,NaN,,,,,NaN,,NaN,,,NaN,
5532,3,NaN,14,57,125,126,NaN,121,NaN,76,100,NaN,35
5533,,NaN,,,,,NaN,,NaN,,,NaN,
5534,3,NaN,14,58,125,126,NaN,123,NaN,77,100,NaN,35
5535,,NaN,,,,,NaN,,NaN,,,NaN,
5536,3,NaN,14,58,126,126,NaN,124,NaN,78,100,NaN,35
5537,,NaN,,,,,NaN,,NaN,,,NaN,
5538,3,NaN,14,57,126,126,NaN,122,NaN,77,100,NaN,35
5539,,NaN,,,,,NaN,,NaN,,,NaN,
5540,3,NaN,14,57,126,126,NaN,125,NaN,78,100,NaN,35
5541,,NaN,,,,,NaN,,NaN,,,NaN,
5542,3,NaN,14,59,126,126,NaN,124,NaN,78,100,NaN,35
5543,,NaN,,,,,NaN,,NaN,,,NaN,
5544,3,NaN,14,59,126,127,NaN,127,NaN,80,100,NaN,35
5545,,NaN,,,,,NaN,,NaN,,,NaN,
5546,3,NaN,14,58,126,126,NaN,122,NaN,78,100,NaN,35
5547,,NaN,,,,,NaN,,NaN,,,NaN,
5548,3,NaN,14,57,126,126,NaN,125,NaN,78,100,NaN,35
5549,,NaN,,,,,NaN,,NaN,,,NaN,
5550,4,NaN,14,56,126,126,NaN,120,NaN,76,100,NaN,35
5551,,NaN,,,,,NaN,,NaN,,,NaN,
5552,4,NaN,14,57,125,126,NaN,125,NaN,77,100,NaN,35
5553,,NaN,,,,,NaN,,NaN,,,NaN,
5554,3,NaN,14,57,126,126,NaN,121,NaN,77,100,NaN,35
5555,,NaN,,,,,NaN,,NaN,,,NaN,
5556,3,NaN,14,60,126,126,NaN,126,NaN,80,100,NaN,35
5557,,NaN,,,,,NaN,,NaN,,,NaN,
5558,3,NaN,14,59,126,127,NaN,123,NaN,79,100,NaN,35
5559,,NaN,,,,,NaN,,NaN,,,NaN,
5560,3,NaN,14,60,126,127,NaN,124,NaN,79,100,NaN,35
5561,,NaN,,,,,NaN,,NaN,,,NaN,
5562,4,NaN,14,57,127,127,NaN,122,NaN,78,100,NaN,35
5563,,NaN,,,,,NaN,,NaN,,,NaN,
5564,4,NaN,14,57,127,127,NaN,122,NaN,77,100,NaN,35
5565,,NaN,,,,,NaN,,NaN,,,NaN,
5566,4,NaN,14,56,127,128,NaN,121,NaN,77,100,NaN,35
5567,,NaN,,,,,NaN,,NaN,,,NaN,
5568,4,NaN,14,55,126,126,NaN,118,NaN,75,100,NaN,35
5569,,NaN,,,,,NaN,,NaN,,,NaN,
5570,4,NaN,14,56,126,126,NaN,121,NaN,76,100,NaN,35
5571,,NaN,,,,,NaN,,NaN,,,NaN,
5572,3,NaN,14,55,126,127,NaN,117,NaN,74,100,NaN,35
5573,,NaN,,,,,NaN,,NaN,,,NaN,
5574,3,NaN,14,56,126,127,NaN,121,NaN,75,100,NaN,35
5575,,NaN,,,,,NaN,,NaN,,,NaN,
5576,3,NaN,14,54,126,127,NaN,117,NaN,74,100,NaN,35
5577,,NaN,,,,,NaN,,NaN,,,NaN,
5578,3,NaN,14,57,126,126,NaN,123,NaN,76,100,NaN,35
5579,,NaN,,,,,NaN,,NaN,,,NaN,
5580,3,NaN,14,56,125,126,NaN,120,NaN,75,100,NaN,35
5581,,NaN,,,,,NaN,,NaN,,,NaN,
5582,3,NaN,14,57,125,126,NaN,123,NaN,76,100,NaN,35
5583,,NaN,,,,,NaN,,NaN,,,NaN,
5584,3,NaN,14,55,125,126,NaN,118,NaN,74,100,NaN,35
5585,,NaN,,,,,NaN,,NaN,,,NaN,
5586,3,NaN,14,58,125,126,NaN,123,NaN,76,100,NaN,35
5587,,NaN,,,,,NaN,,NaN,,,NaN,
5588,3,NaN,14,57,125,126,NaN,121,NaN,77,100,NaN,35
5589,,NaN,,,,,NaN,,NaN,,,NaN,
5590,3,NaN,14,59,125,126,NaN,124,NaN,78,100,NaN,35
5591,,NaN,,,,,NaN,,NaN,,,NaN,
5592,3,NaN,14,58,125,125,NaN,122,NaN,78,100,NaN,35
5593,,NaN,,,,,NaN,,NaN,,,NaN,
5594,3,NaN,14,58,125,126,NaN,124,NaN,78,100,NaN,35
5595,,NaN,,,,,NaN,,NaN,,,NaN,
5596,3,NaN,14,58,125,126,NaN,124,NaN,78,100,NaN,35
5597,,NaN,,,,,NaN,,NaN,,,NaN,
5598,3,NaN,14,57,126,126,NaN,122,NaN,77,100,NaN,35
5599,,NaN,,,,,NaN,,NaN,,,NaN,
5600,3,NaN,14,57,126,126,NaN,123,NaN,78,100,NaN,35
5601,,NaN,,,,,NaN,,NaN,,,NaN,
5602,3,NaN,14,58,125,126,NaN,121,NaN,77,100,NaN,35
5603,,NaN,,,,,NaN,,NaN,,,NaN,
5604,3,NaN,14,58,125,126,NaN,125,NaN,78,100,NaN,35
5605,,NaN,,,,,NaN,,NaN,,,NaN,
5606,3,NaN,14,56,125,126,NaN,120,NaN,77,100,NaN,35
5607,,NaN,,,,,NaN,,NaN,,,NaN,
5608,3,NaN,14,58,125,126,NaN,124,NaN,78,100,NaN,35
5609,,NaN,,,,,NaN,,NaN,,,NaN,
5610,3,NaN,14,56,125,126,NaN,119,NaN,75,100,NaN,35
5611,,NaN,,,,,NaN,,NaN,,,NaN,
5612,3,NaN,14,57,125,125,NaN,122,NaN,76,100,NaN,35
5613,,NaN,,,,,NaN,,NaN,,,NaN,
5614,3,NaN,14,56,125,125,NaN,119,NaN,76,100,NaN,35
5615,,NaN,,,,,NaN,,NaN,,,NaN,
5616,3,NaN,14,57,125,125,NaN,121,NaN,76,100,NaN,35
5617,,NaN,,,,,NaN,,NaN,,,NaN,
5618,3,NaN,14,55,125,126,NaN,119,NaN,75,100,NaN,35
5619,,NaN,,,,,NaN,,NaN,,,NaN,
5620,3,NaN,14,57,125,126,NaN,119,NaN,76,100,NaN,35
5621,,NaN,,,,,NaN,,NaN,,,NaN,
5622,3,NaN,14,57,125,126,NaN,120,NaN,76,100,NaN,35
5623,,NaN,,,,,NaN,,NaN,,,NaN,
5624,3,NaN,14,57,125,125,NaN,120,NaN,76,100,NaN,35
5625,,NaN,,,,,NaN,,NaN,,,NaN,
5626,3,NaN,14,56,125,125,NaN,120,NaN,76,100,NaN,35
5627,,NaN,,,,,NaN,,NaN,,,NaN,
5628,3,NaN,14,57,125,125,NaN,119,NaN,76,100,NaN,35
5629,,NaN,,,,,NaN,,NaN,,,NaN,
5630,3,NaN,14,56,125,126,NaN,122,NaN,77,100,NaN,35
5631,,NaN,,,,,NaN,,NaN,,,NaN,
5632,3,NaN,14,55,125,126,NaN,119,NaN,75,100,NaN,35
5633,,NaN,,,,,NaN,,NaN,,,NaN,
5634,3,NaN,14,57,125,126,NaN,123,NaN,76,100,NaN,35
5635,,NaN,,,,,NaN,,NaN,,,NaN,
5636,3,NaN,14,55,125,125,NaN,118,NaN,74,100,NaN,35
5637,,NaN,,,,,NaN,,NaN,,,NaN,
5638,3,NaN,14,55,125,125,NaN,121,NaN,75,100,NaN,35
5639,,NaN,,,,,NaN,,NaN,,,NaN,
5640,3,NaN,14,52,124,125,NaN,115,NaN,71,100,NaN,35
5641,,NaN,,,,,NaN,,NaN,,,NaN,
5642,3,NaN,14,54,124,124,NaN,118,NaN,72,100,NaN,35
5643,,NaN,,,,,NaN,,NaN,,,NaN,
5644,3,NaN,14,54,123,123,NaN,118,NaN,72,100,NaN,35
5645,,NaN,,,,,NaN,,NaN,,,NaN,
5646,3,NaN,14,56,123,124,NaN,121,NaN,74,100,NaN,35
5647,,NaN,,,,,NaN,,NaN,,,NaN,
5648,3,NaN,14,55,123,124,NaN,116,NaN,74,100,NaN,35
5649,,NaN,,,,,NaN,,NaN,,,NaN,
5650,3,NaN,14,59,123,124,NaN,123,NaN,76,100,NaN,35
5651,,NaN,,,,,NaN,,NaN,,,NaN,
5652,3,NaN,14,59,124,126,NaN,124,NaN,78,100,NaN,35
5653,,NaN,,,,,NaN,,NaN,,,NaN,
5654,3,NaN,14,61,124,126,NaN,126,NaN,80,100,NaN,35
5655,,NaN,,,,,NaN,,NaN,,,NaN,
5656,3,NaN,14,60,124,125,NaN,127,NaN,81,100,NaN,35
5657,,NaN,,,,,NaN,,NaN,,,NaN,
5658,3,NaN,14,60,124,125,NaN,126,NaN,80,100,NaN,35
5659,,NaN,,,,,NaN,,NaN,,,NaN,
5660,4,NaN,14,61,125,126,NaN,129,NaN,82,100,NaN,34
5661,,NaN,,,,,NaN,,NaN,,,NaN,
5662,4,NaN,14,63,125,126,NaN,128,NaN,83,100,NaN,34
5663,,NaN,,,,,NaN,,NaN,,,NaN,
5664,3,NaN,14,63,126,126,NaN,132,NaN,85,100,NaN,34
5665,,NaN,,,,,NaN,,NaN,,,NaN,
5666,3,NaN,14,60,126,127,NaN,127,NaN,82,100,NaN,34
5667,,NaN,,,,,NaN,,NaN,,,NaN,
5668,3,NaN,14,62,126,127,NaN,131,NaN,83,100,NaN,34
5669,,NaN,,,,,NaN,,NaN,,,NaN,
5670,3,NaN,14,61,126,127,NaN,127,NaN,82,100,NaN,34
5671,,NaN,,,,,NaN,,NaN,,,NaN,
5672,3,NaN,14,63,126,127,NaN,130,NaN,83,100,NaN,34
5673,,NaN,,,,,NaN,,NaN,,,NaN,
5674,4,NaN,14,60,126,127,NaN,125,NaN,81,100,NaN,34
5675,,NaN,,,,,NaN,,NaN,,,NaN,
5676,4,NaN,14,61,127,127,NaN,126,NaN,81,100,NaN,35
5677,,NaN,,,,,NaN,,NaN,,,NaN,
5678,3,NaN,14,59,126,127,NaN,124,NaN,80,100,NaN,35
5679,,NaN,,,,,NaN,,NaN,,,NaN,
5680,3,NaN,14,60,126,127,NaN,125,NaN,80,100,NaN,35
5681,,NaN,,,,,NaN,,NaN,,,NaN,
5682,3,NaN,14,59,126,127,NaN,125,NaN,80,100,NaN,35
5683,,NaN,,,,,NaN,,NaN,,,NaN,
5684,3,NaN,14,60,126,127,NaN,124,NaN,80,100,NaN,35
5685,,NaN,,,,,NaN,,NaN,,,NaN,
5686,3,NaN,14,59,126,127,NaN,123,NaN,80,100,NaN,35
5687,,NaN,,,,,NaN,,NaN,,,NaN,
5688,3,NaN,14,62,126,127,NaN,124,NaN,80,100,NaN,35
5689,,NaN,,,,,NaN,,NaN,,,NaN,
5690,4,NaN,14,60,126,127,NaN,126,NaN,81,100,NaN,34
5691,,NaN,,,,,NaN,,NaN,,,NaN,
5692,4,NaN,14,58,126,127,NaN,122,NaN,79,100,NaN,34
5693,,NaN,,,,,NaN,,NaN,,,NaN,
5694,3,NaN,14,58,126,126,NaN,122,NaN,79,100,NaN,34
5695,,NaN,,,,,NaN,,NaN,,,NaN,
5696,3,NaN,14,59,126,126,NaN,121,NaN,78,100,NaN,34
5697,,NaN,,,,,NaN,,NaN,,,NaN,
5698,3,NaN,14,60,126,126,NaN,123,NaN,79,100,NaN,35
5699,,NaN,,,,,NaN,,NaN,,,NaN,
5700,3,NaN,14,57,126,127,NaN,115,NaN,76,100,NaN,35
5701,,NaN,,,,,NaN,,NaN,,,NaN,
5702,3,NaN,14,60,126,126,NaN,121,NaN,77,100,NaN,35
5703,,NaN,,,,,NaN,,NaN,,,NaN,
5704,2,NaN,14,58,126,126,NaN,117,NaN,76,100,NaN,35
5705,,NaN,,,,,NaN,,NaN,,,NaN,
5706,2,NaN,14,61,126,127,NaN,123,NaN,78,100,NaN,35
5707,,NaN,,,,,NaN,,NaN,,,NaN,
5708,2,NaN,14,59,126,127,NaN,118,NaN,77,100,NaN,35
5709,,NaN,,,,,NaN,,NaN,,,NaN,
5710,2,NaN,14,59,126,127,NaN,119,NaN,77,100,NaN,35
5711,,NaN,,,,,NaN,,NaN,,,NaN,
5712,2,NaN,14,58,126,127,NaN,115,NaN,75,100,NaN,35
5713,,NaN,,,,,NaN,,NaN,,,NaN,
5714,2,NaN,14,58,126,127,NaN,115,NaN,74,100,NaN,34
5715,,NaN,,,,,NaN,,NaN,,,NaN,
5716,2,NaN,14,57,126,127,NaN,115,NaN,74,100,NaN,34
5717,,NaN,,,,,NaN,,NaN,,,NaN,
5718,2,NaN,14,58,127,127,NaN,118,NaN,75,100,NaN,34
5719,,NaN,,,,,NaN,,NaN,,,NaN,
5720,3,NaN,14,58,127,127,NaN,120,NaN,76,100,NaN,34
5721,,NaN,,,,,NaN,,NaN,,,NaN,
5722,3,NaN,14,56,127,127,NaN,114,NaN,73,100,NaN,34
5723,,NaN,,,,,NaN,,NaN,,,NaN,
5724,2,NaN,14,59,126,127,NaN,121,NaN,76,100,NaN,34
5725,,NaN,,,,,NaN,,NaN,,,NaN,
5726,2,NaN,14,58,126,127,NaN,120,NaN,76,100,NaN,34
5727,,NaN,,,,,NaN,,NaN,,,NaN,
5728,3,NaN,14,59,127,127,NaN,123,NaN,78,100,NaN,33
5729,,NaN,,,,,NaN,,NaN,,,NaN,
5730,3,NaN,14,57,126,127,NaN,117,NaN,75,100,NaN,33
5731,,NaN,,,,,NaN,,NaN,,,NaN,
5732,3,NaN,14,60,126,127,NaN,122,NaN,77,100,NaN,33
5733,,NaN,,,,,NaN,,NaN,,,NaN,
5734,2,NaN,14,57,127,127,NaN,115,NaN,75,100,NaN,33
5735,,NaN,,,,,NaN,,NaN,,,NaN,
5736,2,NaN,14,57,127,127,NaN,117,NaN,74,100,NaN,33
5737,,NaN,,,,,NaN,,NaN,,,NaN,
5738,2,NaN,14,55,127,127,NaN,116,NaN,74,100,NaN,33
5739,,NaN,,,,,NaN,,NaN,,,NaN,
5740,2,NaN,14,57,127,127,NaN,119,NaN,75,100,NaN,33
5741,,NaN,,,,,NaN,,NaN,,,NaN,
5742,3,NaN,14,55,126,127,NaN,116,NaN,73,100,NaN,33
5743,,NaN,,,,,NaN,,NaN,,,NaN,
5744,3,NaN,14,56,126,126,NaN,117,NaN,74,100,NaN,33
5745,,NaN,,,,,NaN,,NaN,,,NaN,
5746,3,NaN,14,55,126,126,NaN,117,NaN,74,100,NaN,33
5747,,NaN,,,,,NaN,,NaN,,,NaN,
5748,3,NaN,14,55,126,126,NaN,115,NaN,73,100,NaN,33
5749,,NaN,,,,,NaN,,NaN,,,NaN,
5750,3,NaN,14,57,125,126,NaN,120,NaN,76,100,NaN,33
5751,,NaN,,,,,NaN,,NaN,,,NaN,
5752,3,NaN,14,57,125,126,NaN,117,NaN,75,100,NaN,33
5753,,NaN,,,,,NaN,,NaN,,,NaN,
5754,3,NaN,14,57,125,126,NaN,119,NaN,76,100,NaN,33
5755,,NaN,,,,,NaN,,NaN,,,NaN,
5756,3,NaN,14,56,125,125,NaN,116,NaN,74,100,NaN,33
5757,,NaN,,,,,NaN,,NaN,,,NaN,
5758,3,NaN,14,58,124,125,NaN,121,NaN,76,100,NaN,33
