time,Solar8000/PLETH_HR,Solar8000/ART_SBP,Solar8000/ART_MBP,Solar8000/ART_DBP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/CVP,SNUADC/CVP,Solar8000/HR
4012,,,,,NaN,,,NaN,NaN,,,NaN,
4013,77,156,108,76,NaN,14,100,NaN,NaN,36,4,NaN,76
4014,,,,,NaN,,,NaN,NaN,,,NaN,
4015,77,156,108,76,NaN,14,100,NaN,NaN,36,4,NaN,76
4016,,,,,NaN,,,NaN,NaN,,,NaN,
4017,77,155,108,76,NaN,14,100,NaN,NaN,36,4,NaN,76
4018,,,,,NaN,,,NaN,NaN,,,NaN,
4019,76,154,107,76,NaN,14,100,NaN,NaN,36,4,NaN,75
4020,,,,,NaN,,,NaN,NaN,,,NaN,
4021,76,155,108,76,NaN,14,100,NaN,NaN,36,4,NaN,76
4022,,,,,NaN,,,NaN,NaN,,,NaN,
4023,76,154,107,76,NaN,14,100,NaN,NaN,36,4,NaN,75
4024,,,,,NaN,,,NaN,NaN,,,NaN,
4025,76,156,108,76,NaN,14,100,NaN,NaN,36,4,NaN,75
4026,,,,,NaN,,,NaN,NaN,,,NaN,
4027,76,155,107,76,NaN,14,100,NaN,NaN,36,4,NaN,75
4028,,,,,NaN,,,NaN,NaN,,,NaN,
4029,76,155,108,76,NaN,14,100,NaN,NaN,35,4,NaN,75
4030,,,,,NaN,,,NaN,NaN,,,NaN,
4031,75,155,108,76,NaN,14,100,NaN,NaN,35,4,NaN,75
4032,,,,,NaN,,,NaN,NaN,,,NaN,
4033,75,154,107,77,NaN,14,100,NaN,NaN,35,4,NaN,85
4034,,,,,NaN,,,NaN,NaN,,,NaN,
4035,75,153,107,75,NaN,14,100,NaN,NaN,36,4,NaN,85
4036,,,,,NaN,,,NaN,NaN,,,NaN,
4037,75,154,107,77,NaN,14,100,NaN,NaN,36,4,NaN,85
4038,,,,,NaN,,,NaN,NaN,,,NaN,
4039,75,155,107,76,NaN,14,100,NaN,NaN,36,4,NaN,80
4040,,,,,NaN,,,NaN,NaN,,,NaN,
4041,75,154,107,76,NaN,14,100,NaN,NaN,36,4,NaN,75
4042,,,,,NaN,,,NaN,NaN,,,NaN,
4043,75,154,107,76,NaN,14,100,NaN,NaN,36,4,NaN,75
4044,,,,,NaN,,,NaN,NaN,,,NaN,
4045,75,154,108,77,NaN,14,100,NaN,NaN,36,4,NaN,74
4046,,,,,NaN,,,NaN,NaN,,,NaN,
4047,75,156,108,75,NaN,14,100,NaN,NaN,36,4,NaN,75
4048,,,,,NaN,,,NaN,NaN,,,NaN,
4049,75,155,107,75,NaN,14,100,NaN,NaN,36,4,NaN,73
4050,,,,,NaN,,,NaN,NaN,,,NaN,
4051,74,156,108,75,NaN,14,100,NaN,NaN,36,4,NaN,73
4052,,,,,NaN,,,NaN,NaN,,,NaN,
4053,74,155,107,75,NaN,14,100,NaN,NaN,36,4,NaN,72
4054,,,,,NaN,,,NaN,NaN,,,NaN,
4055,73,156,108,76,NaN,14,100,NaN,NaN,36,4,NaN,73
4056,,,,,NaN,,,NaN,NaN,,,NaN,
4057,73,155,108,77,NaN,14,100,NaN,NaN,36,4,NaN,72
4058,,,,,NaN,,,NaN,NaN,,,NaN,
4059,74,156,108,77,NaN,14,100,NaN,NaN,36,4,NaN,74
4060,,,,,NaN,,,NaN,NaN,,,NaN,
4061,74,156,109,78,NaN,14,100,NaN,NaN,35,4,NaN,73
4062,,,,,NaN,,,NaN,NaN,,,NaN,
4063,74,156,108,76,NaN,14,100,NaN,NaN,35,4,NaN,74
4064,,,,,NaN,,,NaN,NaN,,,NaN,
4065,74,155,108,75,NaN,14,100,NaN,NaN,35,4,NaN,73
4066,,,,,NaN,,,NaN,NaN,,,NaN,
4067,74,155,108,75,NaN,14,100,NaN,NaN,35,4,NaN,73
4068,,,,,NaN,,,NaN,NaN,,,NaN,
4069,74,155,108,75,NaN,14,100,NaN,NaN,35,4,NaN,73
4070,,,,,NaN,,,NaN,NaN,,,NaN,
4071,73,155,107,75,NaN,14,100,NaN,NaN,35,4,NaN,73
4072,,,,,NaN,,,NaN,NaN,,,NaN,
4073,73,155,107,75,NaN,14,100,NaN,NaN,36,4,NaN,73
4074,,,,,NaN,,,NaN,NaN,,,NaN,
4075,73,154,106,75,NaN,14,100,NaN,NaN,36,4,NaN,73
4076,,,,,NaN,,,NaN,NaN,,,NaN,
4077,74,155,107,75,NaN,14,100,NaN,NaN,36,4,NaN,74
4078,,,,,NaN,,,NaN,NaN,,,NaN,
4079,74,154,107,74,NaN,14,100,NaN,NaN,35,4,NaN,73
4080,,,,,NaN,,,NaN,NaN,,,NaN,
4081,74,156,107,75,NaN,14,100,NaN,NaN,35,4,NaN,74
4082,,,,,NaN,,,NaN,NaN,,,NaN,
4083,74,155,108,77,NaN,14,100,NaN,NaN,35,4,NaN,73
4084,,,,,NaN,,,NaN,NaN,,,NaN,
4085,74,156,108,75,NaN,14,100,NaN,NaN,35,4,NaN,74
4086,,,,,NaN,,,NaN,NaN,,,NaN,
4087,74,155,108,77,NaN,14,100,NaN,NaN,35,4,NaN,73
4088,,,,,NaN,,,NaN,NaN,,,NaN,
4089,73,156,108,76,NaN,14,100,NaN,NaN,35,4,NaN,73
4090,,,,,NaN,,,NaN,NaN,,,NaN,
4091,73,155,108,75,NaN,14,100,NaN,NaN,35,4,NaN,73
4092,,,,,NaN,,,NaN,NaN,,,NaN,
4093,73,156,108,75,NaN,14,100,NaN,NaN,35,4,NaN,73
4094,,,,,NaN,,,NaN,NaN,,,NaN,
4095,73,156,108,75,NaN,14,100,NaN,NaN,35,4,NaN,73
4096,,,,,NaN,,,NaN,NaN,,,NaN,
4097,73,156,108,76,NaN,14,100,NaN,NaN,35,4,NaN,72
4098,,,,,NaN,,,NaN,NaN,,,NaN,
4099,72,156,109,77,NaN,14,100,NaN,NaN,35,4,NaN,72
4100,,,,,NaN,,,NaN,NaN,,,NaN,
4101,73,157,108,74,NaN,14,100,NaN,NaN,35,4,NaN,72
4102,,,,,NaN,,,NaN,NaN,,,NaN,
4103,72,156,108,74,NaN,14,100,NaN,NaN,35,4,NaN,72
4104,,,,,NaN,,,NaN,NaN,,,NaN,
4105,72,155,107,74,NaN,14,100,NaN,NaN,35,4,NaN,72
4106,,,,,NaN,,,NaN,NaN,,,NaN,
4107,72,155,107,73,NaN,14,100,NaN,NaN,35,3,NaN,72
4108,,,,,NaN,,,NaN,NaN,,,NaN,
4109,72,154,106,73,NaN,14,100,NaN,NaN,35,3,NaN,70
4110,,,,,NaN,,,NaN,NaN,,,NaN,
4111,72,154,106,73,NaN,14,100,NaN,NaN,35,4,NaN,71
4112,,,,,NaN,,,NaN,NaN,,,NaN,
4113,72,153,106,75,NaN,14,100,NaN,NaN,35,4,NaN,70
4114,,,,,NaN,,,NaN,NaN,,,NaN,
4115,72,155,106,74,NaN,14,100,NaN,NaN,35,4,NaN,72
4116,,,,,NaN,,,NaN,NaN,,,NaN,
4117,72,155,106,74,NaN,14,100,NaN,NaN,35,4,NaN,72
4118,,,,,NaN,,,NaN,NaN,,,NaN,
4119,73,156,107,75,NaN,14,100,NaN,NaN,35,4,NaN,73
4120,,,,,NaN,,,NaN,NaN,,,NaN,
4121,73,156,107,75,NaN,14,100,NaN,NaN,35,4,NaN,73
4122,,,,,NaN,,,NaN,NaN,,,NaN,
4123,73,156,107,75,NaN,14,100,NaN,NaN,35,4,NaN,73
4124,,,,,NaN,,,NaN,NaN,,,NaN,
4125,73,155,107,74,NaN,14,100,NaN,NaN,35,4,NaN,73
4126,,,,,NaN,,,NaN,NaN,,,NaN,
4127,73,154,106,74,NaN,14,100,NaN,NaN,35,5,NaN,72
4128,,,,,NaN,,,NaN,NaN,,,NaN,
4129,72,155,106,73,NaN,14,100,NaN,NaN,36,4,NaN,72
4130,,,,,NaN,,,NaN,NaN,,,NaN,
4131,72,154,106,73,NaN,14,100,NaN,NaN,36,4,NaN,71
4132,,,,,NaN,,,NaN,NaN,,,NaN,
4133,71,154,106,73,NaN,14,100,NaN,NaN,36,4,NaN,71
4134,,,,,NaN,,,NaN,NaN,,,NaN,
4135,71,154,106,73,NaN,14,100,NaN,NaN,35,4,NaN,71
4136,,,,,NaN,,,NaN,NaN,,,NaN,
4137,71,155,106,74,NaN,14,100,NaN,NaN,35,4,NaN,69
4138,,,,,NaN,,,NaN,NaN,,,NaN,
4139,71,154,106,73,NaN,14,100,NaN,NaN,35,4,NaN,71
4140,,,,,NaN,,,NaN,NaN,,,NaN,
4141,71,155,106,73,NaN,14,100,NaN,NaN,35,4,NaN,71
4142,,,,,NaN,,,NaN,NaN,,,NaN,
4143,71,153,105,72,NaN,14,100,NaN,NaN,35,4,NaN,70
4144,,,,,NaN,,,NaN,NaN,,,NaN,
4145,71,153,105,72,NaN,14,100,NaN,NaN,35,3,NaN,70
4146,,,,,NaN,,,NaN,NaN,,,NaN,
4147,71,152,104,71,NaN,14,100,NaN,NaN,34,3,NaN,70
4148,,,,,NaN,,,NaN,NaN,,,NaN,
4149,71,152,104,71,NaN,14,100,NaN,NaN,34,3,NaN,70
4150,,,,,NaN,,,NaN,NaN,,,NaN,
4151,71,151,104,72,NaN,14,100,NaN,NaN,34,4,NaN,70
4152,,,,,NaN,,,NaN,NaN,,,NaN,
4153,71,152,104,72,NaN,14,100,NaN,NaN,34,4,NaN,70
4154,,,,,NaN,,,NaN,NaN,,,NaN,
4155,71,152,104,71,NaN,14,100,NaN,NaN,34,4,NaN,71
4156,,,,,NaN,,,NaN,NaN,,,NaN,
4157,71,151,103,71,NaN,14,100,NaN,NaN,34,4,NaN,71
4158,,,,,NaN,,,NaN,NaN,,,NaN,
4159,72,151,104,72,NaN,14,100,NaN,NaN,34,4,NaN,71
4160,,,,,NaN,,,NaN,NaN,,,NaN,
4161,72,152,104,73,NaN,14,100,NaN,NaN,34,4,NaN,71
4162,,,,,NaN,,,NaN,NaN,,,NaN,
4163,72,153,104,72,NaN,14,100,NaN,NaN,34,4,NaN,71
4164,,,,,NaN,,,NaN,NaN,,,NaN,
4165,72,152,104,72,NaN,14,100,NaN,NaN,34,4,NaN,72
4166,,,,,NaN,,,NaN,NaN,,,NaN,
4167,72,153,104,72,NaN,14,100,NaN,NaN,34,4,NaN,72
4168,,,,,NaN,,,NaN,NaN,,,NaN,
4169,72,152,104,73,NaN,14,100,NaN,NaN,34,4,NaN,72
4170,,,,,NaN,,,NaN,NaN,,,NaN,
4171,73,154,105,73,NaN,14,100,NaN,NaN,34,4,NaN,72
4172,,,,,NaN,,,NaN,NaN,,,NaN,
4173,73,153,105,73,NaN,14,100,NaN,NaN,34,4,NaN,72
4174,,,,,NaN,,,NaN,NaN,,,NaN,
4175,73,153,105,73,NaN,14,100,NaN,NaN,34,4,NaN,72
4176,,,,,NaN,,,NaN,NaN,,,NaN,
4177,73,153,105,73,NaN,14,100,NaN,NaN,35,4,NaN,72
4178,,,,,NaN,,,NaN,NaN,,,NaN,
4179,73,153,105,72,NaN,14,100,NaN,NaN,35,4,NaN,73
4180,,,,,NaN,,,NaN,NaN,,,NaN,
4181,73,152,103,71,NaN,14,100,NaN,NaN,35,4,NaN,73
4182,,,,,NaN,,,NaN,NaN,,,NaN,
4183,73,153,104,72,NaN,14,100,NaN,NaN,34,4,NaN,72
4184,,,,,NaN,,,NaN,NaN,,,NaN,
4185,73,153,104,72,NaN,14,100,NaN,NaN,34,4,NaN,73
4186,,,,,NaN,,,NaN,NaN,,,NaN,
4187,73,152,103,72,NaN,14,100,NaN,NaN,34,4,NaN,72
4188,,,,,NaN,,,NaN,NaN,,,NaN,
4189,73,153,104,72,NaN,14,100,NaN,NaN,34,3,NaN,74
4190,,,,,NaN,,,NaN,NaN,,,NaN,
4191,74,153,104,72,NaN,14,100,NaN,NaN,34,3,NaN,74
4192,,,,,NaN,,,NaN,NaN,,,NaN,
4193,74,153,105,74,NaN,14,100,NaN,NaN,34,3,NaN,75
4194,,,,,NaN,,,NaN,NaN,,,NaN,
4195,75,153,103,71,NaN,14,100,NaN,NaN,34,4,NaN,75
4196,,,,,NaN,,,NaN,NaN,,,NaN,
4197,75,152,104,73,NaN,14,100,NaN,NaN,35,4,NaN,75
4198,,,,,NaN,,,NaN,NaN,,,NaN,
4199,75,151,102,70,NaN,14,100,NaN,NaN,35,4,NaN,76
4200,,,,,NaN,,,NaN,NaN,,,NaN,
4201,75,151,102,70,NaN,14,100,NaN,NaN,35,4,NaN,76
4202,,,,,NaN,,,NaN,NaN,,,NaN,
4203,75,149,100,69,NaN,14,100,NaN,NaN,34,4,NaN,74
4204,,,,,NaN,,,NaN,NaN,,,NaN,
4205,75,149,101,70,NaN,14,100,NaN,NaN,34,4,NaN,75
4206,,,,,NaN,,,NaN,NaN,,,NaN,
4207,74,148,100,69,NaN,14,100,NaN,NaN,34,4,NaN,74
4208,,,,,NaN,,,NaN,NaN,,,NaN,
4209,74,149,101,70,NaN,14,100,NaN,NaN,34,4,NaN,75
4210,,,,,NaN,,,NaN,NaN,,,NaN,
4211,75,149,101,71,NaN,14,100,NaN,NaN,34,4,NaN,75
4212,,,,,NaN,,,NaN,NaN,,,NaN,
4213,76,149,100,69,NaN,14,100,NaN,NaN,34,4,NaN,75
4214,,,,,NaN,,,NaN,NaN,,,NaN,
4215,75,149,101,70,NaN,14,100,NaN,NaN,35,4,NaN,74
4216,,,,,NaN,,,NaN,NaN,,,NaN,
4217,74,148,100,70,NaN,14,100,NaN,NaN,35,4,NaN,74
4218,,,,,NaN,,,NaN,NaN,,,NaN,
4219,74,148,101,71,NaN,14,100,NaN,NaN,35,4,NaN,73
4220,,,,,NaN,,,NaN,NaN,,,NaN,
4221,74,147,96,66,NaN,14,100,NaN,NaN,34,4,NaN,74
4222,,,,,NaN,,,NaN,NaN,,,NaN,
4223,74,146,96,66,NaN,14,100,NaN,NaN,34,4,NaN,76
4224,,,,,NaN,,,NaN,NaN,,,NaN,
4225,74,144,96,68,NaN,14,100,NaN,NaN,34,4,NaN,76
4226,,,,,NaN,,,NaN,NaN,,,NaN,
4227,74,146,97,68,NaN,14,100,NaN,NaN,35,4,NaN,76
4228,,,,,NaN,,,NaN,NaN,,,NaN,
4229,74,144,97,68,NaN,14,100,NaN,NaN,35,4,NaN,74
4230,,,,,NaN,,,NaN,NaN,,,NaN,
4231,75,146,97,68,NaN,14,100,NaN,NaN,35,4,NaN,75
4232,,,,,NaN,,,NaN,NaN,,,NaN,
4233,75,144,97,68,NaN,14,100,NaN,NaN,34,4,NaN,74
4234,,,,,NaN,,,NaN,NaN,,,NaN,
4235,75,145,97,67,NaN,14,100,NaN,NaN,34,4,NaN,74
4236,,,,,NaN,,,NaN,NaN,,,NaN,
4237,75,141,95,67,NaN,14,100,NaN,NaN,34,4,NaN,74
4238,,,,,NaN,,,NaN,NaN,,,NaN,
4239,75,141,95,67,NaN,14,100,NaN,NaN,34,4,NaN,74
4240,,,,,NaN,,,NaN,NaN,,,NaN,
4241,75,142,95,67,NaN,14,100,NaN,NaN,34,4,NaN,75
4242,,,,,NaN,,,NaN,NaN,,,NaN,
4243,75,143,95,67,NaN,14,100,NaN,NaN,34,4,NaN,75
4244,,,,,NaN,,,NaN,NaN,,,NaN,
4245,75,143,96,68,NaN,14,100,NaN,NaN,34,4,NaN,75
4246,,,,,NaN,,,NaN,NaN,,,NaN,
4247,76,144,96,67,NaN,14,100,NaN,NaN,34,4,NaN,76
4248,,,,,NaN,,,NaN,NaN,,,NaN,
4249,76,144,96,67,NaN,14,100,NaN,NaN,34,4,NaN,75
4250,,,,,NaN,,,NaN,NaN,,,NaN,
4251,76,143,96,67,NaN,14,100,NaN,NaN,34,4,NaN,75
4252,,,,,NaN,,,NaN,NaN,,,NaN,
4253,76,144,97,68,NaN,14,100,NaN,NaN,34,4,NaN,75
4254,,,,,NaN,,,NaN,NaN,,,NaN,
4255,76,143,96,67,NaN,14,100,NaN,NaN,34,4,NaN,75
4256,,,,,NaN,,,NaN,NaN,,,NaN,
4257,76,144,97,68,NaN,14,100,NaN,NaN,34,4,NaN,75
4258,,,,,NaN,,,NaN,NaN,,,NaN,
4259,76,142,96,67,NaN,14,100,NaN,NaN,34,4,NaN,75
4260,,,,,NaN,,,NaN,NaN,,,NaN,
4261,76,144,97,68,NaN,14,100,NaN,NaN,34,4,NaN,76
4262,,,,,NaN,,,NaN,NaN,,,NaN,
4263,76,142,96,67,NaN,14,100,NaN,NaN,34,4,NaN,76
4264,,,,,NaN,,,NaN,NaN,,,NaN,
4265,76,142,96,67,NaN,14,100,NaN,NaN,34,4,NaN,76
4266,,,,,NaN,,,NaN,NaN,,,NaN,
4267,76,142,95,67,NaN,14,100,NaN,NaN,34,4,NaN,76
4268,,,,,NaN,,,NaN,NaN,,,NaN,
4269,76,142,95,67,NaN,14,100,NaN,NaN,35,4,NaN,76
4270,,,,,NaN,,,NaN,NaN,,,NaN,
4271,76,141,95,66,NaN,14,100,NaN,NaN,35,4,NaN,76
4272,,,,,NaN,,,NaN,NaN,,,NaN,
4273,76,141,94,67,NaN,14,100,NaN,NaN,35,4,NaN,76
4274,,,,,NaN,,,NaN,NaN,,,NaN,
4275,76,140,94,65,NaN,14,100,NaN,NaN,33,4,NaN,76
4276,,,,,NaN,,,NaN,NaN,,,NaN,
4277,76,140,94,65,NaN,14,100,NaN,NaN,33,4,NaN,76
4278,,,,,NaN,,,NaN,NaN,,,NaN,
4279,76,139,93,64,NaN,14,100,NaN,NaN,33,4,NaN,76
4280,,,,,NaN,,,NaN,NaN,,,NaN,
4281,76,138,92,65,NaN,14,100,NaN,NaN,34,4,NaN,76
4282,,,,,NaN,,,NaN,NaN,,,NaN,
4283,76,140,93,64,NaN,14,100,NaN,NaN,34,4,NaN,76
4284,,,,,NaN,,,NaN,NaN,,,NaN,
4285,76,138,88,58,NaN,14,100,NaN,NaN,34,4,NaN,76
4286,,,,,NaN,,,NaN,NaN,,,NaN,
4287,76,137,89,61,NaN,14,100,NaN,NaN,34,4,NaN,78
4288,,,,,NaN,,,NaN,NaN,,,NaN,
4289,76,134,89,62,NaN,14,100,NaN,NaN,34,4,NaN,77
4290,,,,,NaN,,,NaN,NaN,,,NaN,
4291,75,136,89,63,NaN,14,100,NaN,NaN,34,4,NaN,77
4292,,,,,NaN,,,NaN,NaN,,,NaN,
4293,75,134,89,62,NaN,14,100,NaN,NaN,34,4,NaN,73
4294,,,,,NaN,,,NaN,NaN,,,NaN,
4295,76,135,89,63,NaN,14,100,NaN,NaN,34,4,NaN,76
4296,,,,,NaN,,,NaN,NaN,,,NaN,
4297,76,133,88,62,NaN,14,100,NaN,NaN,34,4,NaN,76
4298,,,,,NaN,,,NaN,NaN,,,NaN,
4299,76,134,89,63,NaN,14,100,NaN,NaN,33,4,NaN,76
4300,,,,,NaN,,,NaN,NaN,,,NaN,
4301,77,133,88,62,NaN,14,100,NaN,NaN,33,4,NaN,76
4302,,,,,NaN,,,NaN,NaN,,,NaN,
4303,76,134,88,62,NaN,14,100,NaN,NaN,33,4,NaN,76
4304,,,,,NaN,,,NaN,NaN,,,NaN,
4305,76,133,88,61,NaN,14,100,NaN,NaN,34,4,NaN,75
4306,,,,,NaN,,,NaN,NaN,,,NaN,
4307,76,132,87,61,NaN,14,100,NaN,NaN,34,4,NaN,75
4308,,,,,NaN,,,NaN,NaN,,,NaN,
4309,76,132,87,60,NaN,14,100,NaN,NaN,34,4,NaN,75
4310,,,,,NaN,,,NaN,NaN,,,NaN,
4311,76,131,86,61,NaN,14,100,NaN,NaN,34,4,NaN,75
4312,,,,,NaN,,,NaN,NaN,,,NaN,
4313,76,131,86,60,NaN,14,100,NaN,NaN,34,4,NaN,76
4314,,,,,NaN,,,NaN,NaN,,,NaN,
4315,76,131,86,60,NaN,14,100,NaN,NaN,34,4,NaN,76
4316,,,,,NaN,,,NaN,NaN,,,NaN,
4317,76,129,84,59,NaN,14,100,NaN,NaN,34,4,NaN,76
4318,,,,,NaN,,,NaN,NaN,,,NaN,
4319,76,126,83,58,NaN,14,100,NaN,NaN,34,4,NaN,76
4320,,,,,NaN,,,NaN,NaN,,,NaN,
4321,77,129,84,58,NaN,14,100,NaN,NaN,34,4,NaN,76
4322,,,,,NaN,,,NaN,NaN,,,NaN,
4323,77,126,83,58,NaN,14,100,NaN,NaN,34,4,NaN,76
4324,,,,,NaN,,,NaN,NaN,,,NaN,
4325,77,127,83,58,NaN,14,100,NaN,NaN,33,4,NaN,76
4326,,,,,NaN,,,NaN,NaN,,,NaN,
4327,77,127,83,58,NaN,14,100,NaN,NaN,33,4,NaN,76
4328,,,,,NaN,,,NaN,NaN,,,NaN,
4329,77,125,82,57,NaN,14,100,NaN,NaN,33,4,NaN,76
4330,,,,,NaN,,,NaN,NaN,,,NaN,
4331,77,122,80,56,NaN,14,100,NaN,NaN,33,4,NaN,76
4332,,,,,NaN,,,NaN,NaN,,,NaN,
4333,77,122,80,56,NaN,14,100,NaN,NaN,33,4,NaN,77
4334,,,,,NaN,,,NaN,NaN,,,NaN,
4335,77,121,79,55,NaN,14,100,NaN,NaN,33,4,NaN,77
4336,,,,,NaN,,,NaN,NaN,,,NaN,
4337,77,120,78,55,NaN,14,100,NaN,NaN,34,4,NaN,77
4338,,,,,NaN,,,NaN,NaN,,,NaN,
4339,77,121,79,56,NaN,14,100,NaN,NaN,34,4,NaN,76
4340,,,,,NaN,,,NaN,NaN,,,NaN,
4341,77,119,78,55,NaN,14,100,NaN,NaN,34,4,NaN,77
4342,,,,,NaN,,,NaN,NaN,,,NaN,
4343,77,120,78,55,NaN,14,100,NaN,NaN,33,4,NaN,77
4344,,,,,NaN,,,NaN,NaN,,,NaN,
4345,77,118,77,54,NaN,14,100,NaN,NaN,33,4,NaN,77
4346,,,,,NaN,,,NaN,NaN,,,NaN,
4347,77,118,77,54,NaN,14,100,NaN,NaN,33,4,NaN,76
4348,,,,,NaN,,,NaN,NaN,,,NaN,
4349,76,116,76,53,NaN,14,100,NaN,NaN,33,4,NaN,76
4350,,,,,NaN,,,NaN,NaN,,,NaN,
4351,77,117,76,53,NaN,14,100,NaN,NaN,33,3,NaN,77
4352,,,,,NaN,,,NaN,NaN,,,NaN,
4353,77,114,75,53,NaN,14,100,NaN,NaN,33,3,NaN,77
4354,,,,,NaN,,,NaN,NaN,,,NaN,
4355,78,116,75,52,NaN,14,100,NaN,NaN,33,3,NaN,78
4356,,,,,NaN,,,NaN,NaN,,,NaN,
4357,78,113,74,51,NaN,14,100,NaN,NaN,33,3,NaN,78
4358,,,,,NaN,,,NaN,NaN,,,NaN,
4359,78,114,74,52,NaN,14,100,NaN,NaN,33,4,NaN,78
4360,,,,,NaN,,,NaN,NaN,,,NaN,
4361,78,113,73,51,NaN,14,100,NaN,NaN,33,4,NaN,77
4362,,,,,NaN,,,NaN,NaN,,,NaN,
4363,78,113,73,51,NaN,14,100,NaN,NaN,33,4,NaN,77
4364,,,,,NaN,,,NaN,NaN,,,NaN,
4365,78,113,73,51,NaN,14,100,NaN,NaN,33,4,NaN,77
4366,,,,,NaN,,,NaN,NaN,,,NaN,
4367,78,111,72,51,NaN,14,100,NaN,NaN,33,3,NaN,77
4368,,,,,NaN,,,NaN,NaN,,,NaN,
4369,78,111,72,50,NaN,14,100,NaN,NaN,34,3,NaN,77
4370,,,,,NaN,,,NaN,NaN,,,NaN,
4371,78,108,71,50,NaN,14,100,NaN,NaN,34,3,NaN,78
4372,,,,,NaN,,,NaN,NaN,,,NaN,
4373,78,110,71,50,NaN,14,100,NaN,NaN,34,3,NaN,78
4374,,,,,NaN,,,NaN,NaN,,,NaN,
4375,78,108,70,50,NaN,14,100,NaN,NaN,33,3,NaN,78
4376,,,,,NaN,,,NaN,NaN,,,NaN,
4377,78,108,70,50,NaN,14,100,NaN,NaN,33,3,NaN,78
4378,,,,,NaN,,,NaN,NaN,,,NaN,
4379,78,108,70,49,NaN,14,100,NaN,NaN,33,3,NaN,77
4380,,,,,NaN,,,NaN,NaN,,,NaN,
4381,78,109,70,49,NaN,14,100,NaN,NaN,33,3,NaN,77
4382,,,,,NaN,,,NaN,NaN,,,NaN,
4383,78,107,70,48,NaN,14,100,NaN,NaN,33,3,NaN,77
4384,,,,,NaN,,,NaN,NaN,,,NaN,
4385,78,109,70,49,NaN,14,100,NaN,NaN,33,3,NaN,77
4386,,,,,NaN,,,NaN,NaN,,,NaN,
4387,78,107,69,48,NaN,14,100,NaN,NaN,33,3,NaN,78
4388,,,,,NaN,,,NaN,NaN,,,NaN,
4389,78,107,69,48,NaN,14,100,NaN,NaN,33,3,NaN,78
4390,,,,,NaN,,,NaN,NaN,,,NaN,
4391,78,107,69,48,NaN,14,100,NaN,NaN,33,3,NaN,77
4392,,,,,NaN,,,NaN,NaN,,,NaN,
4393,78,107,69,50,NaN,14,100,NaN,NaN,33,4,NaN,77
4394,,,,,NaN,,,NaN,NaN,,,NaN,
4395,78,108,69,49,NaN,14,100,NaN,NaN,33,4,NaN,78
4396,,,,,NaN,,,NaN,NaN,,,NaN,
4397,78,110,70,50,NaN,14,100,NaN,NaN,33,4,NaN,78
4398,,,,,NaN,,,NaN,NaN,,,NaN,
4399,79,111,71,50,NaN,14,100,NaN,NaN,33,4,NaN,79
4400,,,,,NaN,,,NaN,NaN,,,NaN,
4401,79,111,71,50,NaN,14,100,NaN,NaN,34,4,NaN,79
4402,,,,,NaN,,,NaN,NaN,,,NaN,
4403,79,111,71,50,NaN,14,100,NaN,NaN,34,4,NaN,79
4404,,,,,NaN,,,NaN,NaN,,,NaN,
4405,78,108,71,50,NaN,14,100,NaN,NaN,34,5,NaN,78
4406,,,,,NaN,,,NaN,NaN,,,NaN,
4407,80,110,70,48,NaN,14,100,NaN,NaN,33,5,NaN,80
4408,,,,,NaN,,,NaN,NaN,,,NaN,
4409,80,107,69,48,NaN,14,100,NaN,NaN,33,5,NaN,80
4410,,,,,NaN,,,NaN,NaN,,,NaN,
4411,80,110,70,49,NaN,14,100,NaN,NaN,33,4,NaN,80
4412,,,,,NaN,,,NaN,NaN,,,NaN,
4413,80,110,70,49,NaN,14,100,NaN,NaN,33,4,NaN,80
4414,,,,,NaN,,,NaN,NaN,,,NaN,
4415,79,109,69,49,NaN,14,100,NaN,NaN,33,4,NaN,79
4416,,,,,NaN,,,NaN,NaN,,,NaN,
4417,80,108,69,49,NaN,14,100,NaN,NaN,33,4,NaN,79
4418,,,,,NaN,,,NaN,NaN,,,NaN,
4419,80,109,70,49,NaN,14,100,NaN,NaN,33,4,NaN,81
4420,,,,,NaN,,,NaN,NaN,,,NaN,
4421,81,108,69,48,NaN,14,100,NaN,NaN,32,4,NaN,81
4422,,,,,NaN,,,NaN,NaN,,,NaN,
4423,81,108,69,48,NaN,14,100,NaN,NaN,32,3,NaN,81
4424,,,,,NaN,,,NaN,NaN,,,NaN,
4425,81,108,69,48,NaN,14,100,NaN,NaN,32,3,NaN,81
4426,,,,,NaN,,,NaN,NaN,,,NaN,
4427,80,106,68,48,NaN,14,100,NaN,NaN,32,3,NaN,79
4428,,,,,NaN,,,NaN,NaN,,,NaN,
4429,80,107,68,48,NaN,14,100,NaN,NaN,32,3,NaN,79
4430,,,,,NaN,,,NaN,NaN,,,NaN,
4431,80,105,68,48,NaN,14,100,NaN,NaN,32,4,NaN,79
4432,,,,,NaN,,,NaN,NaN,,,NaN,
4433,81,109,68,47,NaN,14,100,NaN,NaN,32,4,NaN,81
4434,,,,,NaN,,,NaN,NaN,,,NaN,
4435,81,107,68,48,NaN,14,100,NaN,NaN,32,4,NaN,81
4436,,,,,NaN,,,NaN,NaN,,,NaN,
