time,Solar8000/ART_DBP,Solar8000/HR,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/ART_SBP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_MBP,SNUADC/ART,Solar8000/PLETH_HR,SNUADC/CVP
35573,53,92,32,NaN,89,16,4,100,NaN,69,NaN,92,NaN
35574,,,,NaN,,,,,NaN,,NaN,,NaN
35575,54,91,32,NaN,89,16,4,100,NaN,68,NaN,92,NaN
35576,,,,NaN,,,,,NaN,,NaN,,NaN
35577,51,91,32,NaN,87,16,4,100,NaN,68,NaN,92,NaN
35578,,,,NaN,,,,,NaN,,NaN,,NaN
35579,50,91,32,NaN,91,16,4,100,NaN,68,NaN,92,NaN
35580,,,,NaN,,,,,NaN,,NaN,,NaN
35581,48,91,32,NaN,91,16,4,100,NaN,68,NaN,92,NaN
35582,,,,NaN,,,,,NaN,,NaN,,NaN
35583,48,91,32,NaN,90,16,4,100,NaN,69,NaN,92,NaN
35584,,,,NaN,,,,,NaN,,NaN,,NaN
35585,51,92,32,NaN,86,16,4,100,NaN,67,NaN,92,NaN
35586,,,,NaN,,,,,NaN,,NaN,,NaN
35587,51,92,31,NaN,86,16,4,100,NaN,67,NaN,92,NaN
35588,,,,NaN,,,,,NaN,,NaN,,NaN
35589,52,91,31,NaN,87,16,4,100,NaN,67,NaN,92,NaN
35590,,,,NaN,,,,,NaN,,NaN,,NaN
35591,54,92,31,NaN,91,16,4,100,NaN,69,NaN,92,NaN
35592,,,,NaN,,,,,NaN,,NaN,,NaN
35593,50,91,32,NaN,88,16,4,100,NaN,67,NaN,92,NaN
35594,,,,NaN,,,,,NaN,,NaN,,NaN
35595,51,92,32,NaN,91,16,4,100,NaN,68,NaN,92,NaN
35596,,,,NaN,,,,,NaN,,NaN,,NaN
35597,51,92,32,NaN,91,16,4,100,NaN,68,NaN,92,NaN
35598,,,,NaN,,,,,NaN,,NaN,,NaN
35599,51,91,31,NaN,90,16,4,100,NaN,68,NaN,92,NaN
35600,,,,NaN,,,,,NaN,,NaN,,NaN
35601,52,91,31,NaN,91,16,4,100,NaN,67,NaN,92,NaN
35602,,,,NaN,,,,,NaN,,NaN,,NaN
35603,52,91,31,NaN,87,16,4,100,NaN,67,NaN,92,NaN
35604,,,,NaN,,,,,NaN,,NaN,,NaN
35605,53,92,31,NaN,88,16,4,100,NaN,68,NaN,92,NaN
35606,,,,NaN,,,,,NaN,,NaN,,NaN
35607,51,92,32,NaN,86,16,4,100,NaN,67,NaN,92,NaN
35608,,,,NaN,,,,,NaN,,NaN,,NaN
35609,53,92,32,NaN,89,16,4,100,NaN,68,NaN,92,NaN
35610,,,,NaN,,,,,NaN,,NaN,,NaN
35611,51,92,32,NaN,85,16,4,100,NaN,67,NaN,92,NaN
35612,,,,NaN,,,,,NaN,,NaN,,NaN
35613,53,91,32,NaN,88,16,4,100,NaN,67,NaN,92,NaN
35614,,,,NaN,,,,,NaN,,NaN,,NaN
35615,51,91,32,NaN,84,16,4,100,NaN,66,NaN,92,NaN
35616,,,,NaN,,,,,NaN,,NaN,,NaN
35617,53,91,32,NaN,88,16,4,100,NaN,67,NaN,92,NaN
35618,,,,NaN,,,,,NaN,,NaN,,NaN
35619,52,91,32,NaN,86,16,4,100,NaN,66,NaN,92,NaN
35620,,,,NaN,,,,,NaN,,NaN,,NaN
35621,53,91,32,NaN,89,16,4,100,NaN,68,NaN,92,NaN
35622,,,,NaN,,,,,NaN,,NaN,,NaN
35623,52,92,32,NaN,86,16,4,100,NaN,67,NaN,92,NaN
35624,,,,NaN,,,,,NaN,,NaN,,NaN
35625,52,92,32,NaN,87,16,4,100,NaN,67,NaN,92,NaN
35626,,,,NaN,,,,,NaN,,NaN,,NaN
35627,43,91,32,NaN,77,16,4,100,NaN,64,NaN,92,NaN
35628,,,,NaN,,,,,NaN,,NaN,,NaN
35629,43,91,32,NaN,77,16,4,100,NaN,64,NaN,92,NaN
35630,,,,NaN,,,,,NaN,,NaN,,NaN
35631,51,92,32,NaN,84,16,4,100,NaN,65,NaN,92,NaN
35632,,,,NaN,,,,,NaN,,NaN,,NaN
35633,50,92,31,NaN,83,16,4,100,NaN,65,NaN,92,NaN
35634,,,,NaN,,,,,NaN,,NaN,,NaN
35635,52,92,31,NaN,85,16,4,100,NaN,65,NaN,92,NaN
35636,,,,NaN,,,,,NaN,,NaN,,NaN
35637,50,92,31,NaN,84,16,4,100,NaN,65,NaN,92,NaN
35638,,,,NaN,,,,,NaN,,NaN,,NaN
35639,50,92,32,NaN,84,16,4,100,NaN,65,NaN,92,NaN
35640,,,,NaN,,,,,NaN,,NaN,,NaN
35641,51,92,32,NaN,84,16,4,100,NaN,65,NaN,92,NaN
35642,,,,NaN,,,,,NaN,,NaN,,NaN
35643,50,92,32,NaN,87,16,4,100,NaN,66,NaN,92,NaN
35644,,,,NaN,,,,,NaN,,NaN,,NaN
35645,50,92,31,NaN,83,16,4,100,NaN,65,NaN,92,NaN
35646,,,,NaN,,,,,NaN,,NaN,,NaN
35647,50,92,31,NaN,84,16,4,100,NaN,66,NaN,92,NaN
35648,,,,NaN,,,,,NaN,,NaN,,NaN
35649,50,92,31,NaN,84,16,4,100,NaN,66,NaN,92,NaN
35650,,,,NaN,,,,,NaN,,NaN,,NaN
35651,51,92,31,NaN,84,16,4,100,NaN,65,NaN,92,NaN
35652,,,,NaN,,,,,NaN,,NaN,,NaN
35653,51,92,32,NaN,84,16,4,100,NaN,65,NaN,92,NaN
35654,,,,NaN,,,,,NaN,,NaN,,NaN
35655,51,92,32,NaN,86,16,4,100,NaN,66,NaN,92,NaN
35656,,,,NaN,,,,,NaN,,NaN,,NaN
35657,52,92,32,NaN,85,16,4,100,NaN,65,NaN,92,NaN
35658,,,,NaN,,,,,NaN,,NaN,,NaN
35659,50,92,32,NaN,86,16,4,100,NaN,66,NaN,92,NaN
35660,,,,NaN,,,,,NaN,,NaN,,NaN
35661,51,92,32,NaN,86,16,4,100,NaN,66,NaN,92,NaN
35662,,,,NaN,,,,,NaN,,NaN,,NaN
35663,48,92,32,NaN,87,16,4,100,NaN,66,NaN,92,NaN
35664,,,,NaN,,,,,NaN,,NaN,,NaN
35665,51,92,32,NaN,86,16,4,100,NaN,66,NaN,92,NaN
35666,,,,NaN,,,,,NaN,,NaN,,NaN
35667,50,92,32,NaN,85,16,4,100,NaN,66,NaN,92,NaN
35668,,,,NaN,,,,,NaN,,NaN,,NaN
35669,53,92,32,NaN,86,16,4,100,NaN,67,NaN,92,NaN
35670,,,,NaN,,,,,NaN,,NaN,,NaN
35671,52,92,32,NaN,85,16,4,100,NaN,66,NaN,92,NaN
35672,,,,NaN,,,,,NaN,,NaN,,NaN
35673,53,92,32,NaN,87,16,4,100,NaN,67,NaN,93,NaN
35674,,,,NaN,,,,,NaN,,NaN,,NaN
35675,51,92,32,NaN,83,16,4,100,NaN,65,NaN,93,NaN
35676,,,,NaN,,,,,NaN,,NaN,,NaN
35677,52,93,32,NaN,85,16,4,100,NaN,66,NaN,93,NaN
35678,,,,NaN,,,,,NaN,,NaN,,NaN
35679,50,93,31,NaN,80,16,4,100,NaN,64,NaN,94,NaN
35680,,,,NaN,,,,,NaN,,NaN,,NaN
35681,50,93,31,NaN,80,16,4,100,NaN,64,NaN,94,NaN
35682,,,,NaN,,,,,NaN,,NaN,,NaN
35683,49,94,31,NaN,76,16,4,100,NaN,62,NaN,95,NaN
35684,,,,NaN,,,,,NaN,,NaN,,NaN
35685,49,94,32,NaN,77,16,4,100,NaN,62,NaN,95,NaN
35686,,,,NaN,,,,,NaN,,NaN,,NaN
35687,49,95,32,NaN,75,16,4,100,NaN,60,NaN,95,NaN
35688,,,,NaN,,,,,NaN,,NaN,,NaN
35689,48,95,32,NaN,75,16,4,100,NaN,60,NaN,96,NaN
35690,,,,NaN,,,,,NaN,,NaN,,NaN
35691,48,95,32,NaN,75,16,5,100,NaN,60,NaN,96,NaN
35692,,,,NaN,,,,,NaN,,NaN,,NaN
35693,49,96,32,NaN,75,16,5,100,NaN,61,NaN,97,NaN
35694,,,,NaN,,,,,NaN,,NaN,,NaN
35695,50,97,32,NaN,77,16,5,100,NaN,61,NaN,98,NaN
35696,,,,NaN,,,,,NaN,,NaN,,NaN
35697,49,97,33,NaN,75,16,5,100,NaN,61,NaN,98,NaN
35698,,,,NaN,,,,,NaN,,NaN,,NaN
35699,50,98,33,NaN,79,16,5,100,NaN,62,NaN,99,NaN
35700,,,,NaN,,,,,NaN,,NaN,,NaN
35701,50,99,33,NaN,76,16,5,100,NaN,62,NaN,99,NaN
35702,,,,NaN,,,,,NaN,,NaN,,NaN
35703,51,99,34,NaN,79,16,5,100,NaN,63,NaN,100,NaN
35704,,,,NaN,,,,,NaN,,NaN,,NaN
35705,50,100,34,NaN,77,16,5,100,NaN,63,NaN,100,NaN
35706,,,,NaN,,,,,NaN,,NaN,,NaN
35707,53,100,34,NaN,82,16,5,100,NaN,65,NaN,101,NaN
35708,,,,NaN,,,,,NaN,,NaN,,NaN
35709,52,101,34,NaN,80,16,5,100,NaN,65,NaN,101,NaN
35710,,,,NaN,,,,,NaN,,NaN,,NaN
35711,54,101,34,NaN,83,16,5,100,NaN,66,NaN,102,NaN
35712,,,,NaN,,,,,NaN,,NaN,,NaN
35713,54,102,34,NaN,82,16,5,100,NaN,66,NaN,102,NaN
35714,,,,NaN,,,,,NaN,,NaN,,NaN
35715,54,102,34,NaN,84,16,5,100,NaN,67,NaN,103,NaN
35716,,,,NaN,,,,,NaN,,NaN,,NaN
35717,55,103,35,NaN,84,16,5,100,NaN,67,NaN,103,NaN
35718,,,,NaN,,,,,NaN,,NaN,,NaN
35719,55,103,35,NaN,84,16,5,100,NaN,67,NaN,103,NaN
35720,,,,NaN,,,,,NaN,,NaN,,NaN
35721,56,104,35,NaN,86,16,5,100,NaN,68,NaN,104,NaN
35722,,,,NaN,,,,,NaN,,NaN,,NaN
35723,56,104,35,NaN,85,16,5,100,NaN,69,NaN,105,NaN
35724,,,,NaN,,,,,NaN,,NaN,,NaN
35725,57,104,35,NaN,88,16,5,100,NaN,70,NaN,105,NaN
35726,,,,NaN,,,,,NaN,,NaN,,NaN
35727,56,105,35,NaN,86,16,5,100,NaN,69,NaN,105,NaN
35728,,,,NaN,,,,,NaN,,NaN,,NaN
35729,58,105,35,NaN,89,16,5,100,NaN,71,NaN,106,NaN
35730,,,,NaN,,,,,NaN,,NaN,,NaN
35731,56,105,35,NaN,87,16,5,100,NaN,70,NaN,106,NaN
35732,,,,NaN,,,,,NaN,,NaN,,NaN
35733,58,106,35,NaN,90,16,5,100,NaN,71,NaN,107,NaN
35734,,,,NaN,,,,,NaN,,NaN,,NaN
35735,57,106,35,NaN,88,16,5,100,NaN,70,NaN,107,NaN
35736,,,,NaN,,,,,NaN,,NaN,,NaN
35737,57,106,35,NaN,88,16,5,100,NaN,70,NaN,107,NaN
35738,,,,NaN,,,,,NaN,,NaN,,NaN
35739,58,107,35,NaN,89,16,5,100,NaN,71,NaN,107,NaN
35740,,,,NaN,,,,,NaN,,NaN,,NaN
35741,59,107,35,NaN,92,16,5,100,NaN,73,NaN,108,NaN
35742,,,,NaN,,,,,NaN,,NaN,,NaN
35743,59,108,35,NaN,90,16,5,100,NaN,72,NaN,108,NaN
35744,,,,NaN,,,,,NaN,,NaN,,NaN
35745,59,108,35,NaN,91,16,5,100,NaN,73,NaN,108,NaN
35746,,,,NaN,,,,,NaN,,NaN,,NaN
35747,60,108,35,NaN,92,16,5,100,NaN,73,NaN,108,NaN
35748,,,,NaN,,,,,NaN,,NaN,,NaN
35749,59,108,34,NaN,91,16,5,100,NaN,73,NaN,109,NaN
35750,,,,NaN,,,,,NaN,,NaN,,NaN
35751,60,109,34,NaN,92,16,5,100,NaN,74,NaN,109,NaN
35752,,,,NaN,,,,,NaN,,NaN,,NaN
35753,59,109,34,NaN,91,16,5,100,NaN,73,NaN,110,NaN
35754,,,,NaN,,,,,NaN,,NaN,,NaN
35755,59,109,35,NaN,91,16,5,100,NaN,73,NaN,110,NaN
35756,,,,NaN,,,,,NaN,,NaN,,NaN
35757,59,110,35,NaN,91,16,5,100,NaN,73,NaN,110,NaN
35758,,,,NaN,,,,,NaN,,NaN,,NaN
35759,61,110,35,NaN,94,16,5,100,NaN,74,NaN,111,NaN
35760,,,,NaN,,,,,NaN,,NaN,,NaN
35761,60,110,34,NaN,91,16,5,100,NaN,73,NaN,111,NaN
35762,,,,NaN,,,,,NaN,,NaN,,NaN
35763,60,110,34,NaN,91,16,5,100,NaN,73,NaN,111,NaN
35764,,,,NaN,,,,,NaN,,NaN,,NaN
35765,60,110,34,NaN,91,16,5,100,NaN,74,NaN,111,NaN
35766,,,,NaN,,,,,NaN,,NaN,,NaN
35767,61,111,35,NaN,94,16,5,100,NaN,75,NaN,111,NaN
35768,,,,NaN,,,,,NaN,,NaN,,NaN
35769,60,111,35,NaN,91,16,5,100,NaN,73,NaN,112,NaN
35770,,,,NaN,,,,,NaN,,NaN,,NaN
35771,60,111,35,NaN,91,16,5,100,NaN,74,NaN,112,NaN
35772,,,,NaN,,,,,NaN,,NaN,,NaN
35773,60,112,34,NaN,91,16,5,100,NaN,73,NaN,112,NaN
35774,,,,NaN,,,,,NaN,,NaN,,NaN
35775,60,112,34,NaN,91,16,5,100,NaN,73,NaN,113,NaN
35776,,,,NaN,,,,,NaN,,NaN,,NaN
35777,61,112,34,NaN,91,16,5,100,NaN,73,NaN,113,NaN
35778,,,,NaN,,,,,NaN,,NaN,,NaN
35779,60,112,34,NaN,90,16,5,100,NaN,73,NaN,113,NaN
35780,,,,NaN,,,,,NaN,,NaN,,NaN
35781,62,113,34,NaN,93,16,5,100,NaN,74,NaN,113,NaN
35782,,,,NaN,,,,,NaN,,NaN,,NaN
35783,60,113,34,NaN,90,16,5,100,NaN,73,NaN,113,NaN
35784,,,,NaN,,,,,NaN,,NaN,,NaN
35785,61,113,34,NaN,92,16,5,100,NaN,74,NaN,114,NaN
35786,,,,NaN,,,,,NaN,,NaN,,NaN
35787,59,113,35,NaN,89,16,5,100,NaN,73,NaN,114,NaN
35788,,,,NaN,,,,,NaN,,NaN,,NaN
35789,59,113,35,NaN,89,16,5,100,NaN,73,NaN,114,NaN
35790,,,,NaN,,,,,NaN,,NaN,,NaN
35791,58,114,35,NaN,85,16,5,100,NaN,71,NaN,114,NaN
35792,,,,NaN,,,,,NaN,,NaN,,NaN
35793,61,114,34,NaN,93,16,5,100,NaN,74,NaN,115,NaN
35794,,,,NaN,,,,,NaN,,NaN,,NaN
35795,60,114,34,NaN,89,16,5,100,NaN,73,NaN,114,NaN
35796,,,,NaN,,,,,NaN,,NaN,,NaN
35797,61,114,34,NaN,93,16,5,100,NaN,74,NaN,115,NaN
35798,,,,NaN,,,,,NaN,,NaN,,NaN
35799,60,114,35,NaN,91,16,5,100,NaN,73,NaN,115,NaN
35800,,,,NaN,,,,,NaN,,NaN,,NaN
35801,60,115,35,NaN,91,16,5,100,NaN,74,NaN,115,NaN
35802,,,,NaN,,,,,NaN,,NaN,,NaN
35803,60,115,35,NaN,90,16,5,100,NaN,73,NaN,115,NaN
35804,,,,NaN,,,,,NaN,,NaN,,NaN
35805,60,115,34,NaN,91,16,5,100,NaN,73,NaN,116,NaN
35806,,,,NaN,,,,,NaN,,NaN,,NaN
35807,61,115,34,NaN,91,16,5,100,NaN,73,NaN,116,NaN
35808,,,,NaN,,,,,NaN,,NaN,,NaN
35809,60,115,34,NaN,89,16,4,100,NaN,73,NaN,116,NaN
35810,,,,NaN,,,,,NaN,,NaN,,NaN
35811,61,116,34,NaN,90,16,4,100,NaN,73,NaN,116,NaN
35812,,,,NaN,,,,,NaN,,NaN,,NaN
35813,59,116,34,NaN,88,16,4,100,NaN,72,NaN,116,NaN
35814,,,,NaN,,,,,NaN,,NaN,,NaN
35815,62,116,34,NaN,92,16,5,100,NaN,74,NaN,116,NaN
35816,,,,NaN,,,,,NaN,,NaN,,NaN
35817,60,116,34,NaN,89,16,5,100,NaN,73,NaN,116,NaN
35818,,,,NaN,,,,,NaN,,NaN,,NaN
35819,61,116,34,NaN,93,16,5,100,NaN,74,NaN,117,NaN
35820,,,,NaN,,,,,NaN,,NaN,,NaN
35821,59,116,34,NaN,88,16,5,100,NaN,72,NaN,117,NaN
35822,,,,NaN,,,,,NaN,,NaN,,NaN
35823,59,116,34,NaN,88,16,5,100,NaN,72,NaN,117,NaN
35824,,,,NaN,,,,,NaN,,NaN,,NaN
35825,59,116,34,NaN,88,16,5,100,NaN,72,NaN,117,NaN
35826,,,,NaN,,,,,NaN,,NaN,,NaN
35827,61,117,34,NaN,91,16,5,100,NaN,73,NaN,117,NaN
35828,,,,NaN,,,,,NaN,,NaN,,NaN
35829,60,117,34,NaN,89,16,5,100,NaN,72,NaN,117,NaN
35830,,,,NaN,,,,,NaN,,NaN,,NaN
35831,60,117,34,NaN,89,16,5,100,NaN,72,NaN,117,NaN
35832,,,,NaN,,,,,NaN,,NaN,,NaN
35833,61,117,34,NaN,90,16,5,100,NaN,73,NaN,118,NaN
35834,,,,NaN,,,,,NaN,,NaN,,NaN
35835,60,117,34,NaN,90,16,5,100,NaN,74,NaN,118,NaN
35836,,,,NaN,,,,,NaN,,NaN,,NaN
35837,61,118,34,NaN,90,16,5,100,NaN,73,NaN,118,NaN
35838,,,,NaN,,,,,NaN,,NaN,,NaN
35839,61,118,34,NaN,90,16,5,100,NaN,73,NaN,118,NaN
35840,,,,NaN,,,,,NaN,,NaN,,NaN
35841,61,118,34,NaN,90,16,5,100,NaN,73,NaN,118,NaN
35842,,,,NaN,,,,,NaN,,NaN,,NaN
35843,59,118,34,NaN,87,16,5,100,NaN,72,NaN,118,NaN
35844,,,,NaN,,,,,NaN,,NaN,,NaN
35845,64,118,34,NaN,97,16,4,100,NaN,75,NaN,118,NaN
35846,,,,NaN,,,,,NaN,,NaN,,NaN
35847,64,118,34,NaN,97,16,4,100,NaN,75,NaN,118,NaN
35848,,,,NaN,,,,,NaN,,NaN,,NaN
35849,56,118,34,NaN,93,16,5,100,NaN,73,NaN,119,NaN
35850,,,,NaN,,,,,NaN,,NaN,,NaN
35851,60,118,34,NaN,90,16,5,100,NaN,73,NaN,119,NaN
35852,,,,NaN,,,,,NaN,,NaN,,NaN
35853,62,118,34,NaN,93,16,5,100,NaN,74,NaN,119,NaN
35854,,,,NaN,,,,,NaN,,NaN,,NaN
35855,60,119,34,NaN,88,16,5,100,NaN,73,NaN,119,NaN
35856,,,,NaN,,,,,NaN,,NaN,,NaN
35857,61,119,34,NaN,90,16,5,100,NaN,74,NaN,119,NaN
35858,,,,NaN,,,,,NaN,,NaN,,NaN
35859,60,119,34,NaN,88,16,5,100,NaN,72,NaN,119,NaN
35860,,,,NaN,,,,,NaN,,NaN,,NaN
35861,61,119,34,NaN,91,16,5,100,NaN,74,NaN,120,NaN
35862,,,,NaN,,,,,NaN,,NaN,,NaN
35863,60,119,34,NaN,89,16,5,100,NaN,73,NaN,119,NaN
35864,,,,NaN,,,,,NaN,,NaN,,NaN
35865,60,119,34,NaN,89,16,5,100,NaN,73,NaN,120,NaN
35866,,,,NaN,,,,,NaN,,NaN,,NaN
35867,61,119,34,NaN,90,16,5,100,NaN,73,NaN,120,NaN
35868,,,,NaN,,,,,NaN,,NaN,,NaN
35869,61,119,34,NaN,90,16,4,100,NaN,74,NaN,120,NaN
35870,,,,NaN,,,,,NaN,,NaN,,NaN
35871,61,120,34,NaN,91,16,4,100,NaN,74,NaN,120,NaN
35872,,,,NaN,,,,,NaN,,NaN,,NaN
35873,60,119,34,NaN,88,16,5,100,NaN,73,NaN,120,NaN
35874,,,,NaN,,,,,NaN,,NaN,,NaN
35875,62,119,34,NaN,91,16,5,100,NaN,74,NaN,120,NaN
35876,,,,NaN,,,,,NaN,,NaN,,NaN
35877,60,120,34,NaN,88,16,5,100,NaN,73,NaN,120,NaN
35878,,,,NaN,,,,,NaN,,NaN,,NaN
35879,62,120,34,NaN,91,16,5,100,NaN,74,NaN,121,NaN
35880,,,,NaN,,,,,NaN,,NaN,,NaN
35881,60,120,34,NaN,89,16,5,100,NaN,73,NaN,120,NaN
35882,,,,NaN,,,,,NaN,,NaN,,NaN
35883,62,120,34,NaN,92,16,4,100,NaN,74,NaN,120,NaN
35884,,,,NaN,,,,,NaN,,NaN,,NaN
35885,60,120,34,NaN,89,16,4,100,NaN,73,NaN,120,NaN
35886,,,,NaN,,,,,NaN,,NaN,,NaN
35887,62,120,34,NaN,93,16,5,100,NaN,75,NaN,120,NaN
35888,,,,NaN,,,,,NaN,,NaN,,NaN
35889,61,120,34,NaN,91,16,5,100,NaN,74,NaN,120,NaN
35890,,,,NaN,,,,,NaN,,NaN,,NaN
35891,62,120,33,NaN,93,16,47,100,NaN,75,NaN,121,NaN
35892,,,,NaN,,,,,NaN,,NaN,,NaN
35893,61,120,33,NaN,90,16,47,100,NaN,74,NaN,120,NaN
35894,,,,NaN,,,,,NaN,,NaN,,NaN
35895,61,120,33,NaN,91,16,109,100,NaN,74,NaN,121,NaN
35896,,,,NaN,,,,,NaN,,NaN,,NaN
35897,62,120,33,NaN,94,16,109,100,NaN,75,NaN,121,NaN
35898,,,,NaN,,,,,NaN,,NaN,,NaN
35899,60,120,33,NaN,91,16,60,100,NaN,74,NaN,121,NaN
35900,,,,NaN,,,,,NaN,,NaN,,NaN
35901,63,120,33,NaN,95,16,60,100,NaN,76,NaN,121,NaN
35902,,,,NaN,,,,,NaN,,NaN,,NaN
35903,62,120,33,NaN,93,16,233,100,NaN,75,NaN,121,NaN
35904,,,,NaN,,,,,NaN,,NaN,,NaN
35905,64,120,33,NaN,98,16,233,100,NaN,77,NaN,121,NaN
35906,,,,NaN,,,,,NaN,,NaN,,NaN
35907,61,120,33,NaN,93,16,233,100,NaN,76,NaN,121,NaN
35908,,,,NaN,,,,,NaN,,NaN,,NaN
35909,63,120,33,NaN,97,16,4,100,NaN,77,NaN,121,NaN
35910,,,,NaN,,,,,NaN,,NaN,,NaN
35911,61,120,34,NaN,92,16,4,100,NaN,75,NaN,120,NaN
35912,,,,NaN,,,,,NaN,,NaN,,NaN
35913,63,120,34,NaN,96,16,5,100,NaN,76,NaN,121,NaN
35914,,,,NaN,,,,,NaN,,NaN,,NaN
35915,61,120,34,NaN,92,16,5,100,NaN,75,NaN,121,NaN
35916,,,,NaN,,,,,NaN,,NaN,,NaN
35917,62,121,33,NaN,95,16,5,100,NaN,76,NaN,121,NaN
35918,,,,NaN,,,,,NaN,,NaN,,NaN
35919,62,120,33,NaN,94,16,5,100,NaN,75,NaN,121,NaN
35920,,,,NaN,,,,,NaN,,NaN,,NaN
35921,62,121,33,NaN,95,16,5,100,NaN,76,NaN,121,NaN
35922,,,,NaN,,,,,NaN,,NaN,,NaN
35923,63,121,34,NaN,95,16,5,100,NaN,76,NaN,121,NaN
35924,,,,NaN,,,,,NaN,,NaN,,NaN
35925,62,120,34,NaN,94,16,5,100,NaN,76,NaN,121,NaN
35926,,,,NaN,,,,,NaN,,NaN,,NaN
35927,63,121,34,NaN,95,16,5,100,NaN,76,NaN,121,NaN
35928,,,,NaN,,,,,NaN,,NaN,,NaN
35929,61,121,34,NaN,92,16,4,100,NaN,75,NaN,121,NaN
35930,,,,NaN,,,,,NaN,,NaN,,NaN
35931,63,121,34,NaN,94,16,4,100,NaN,76,NaN,121,NaN
35932,,,,NaN,,,,,NaN,,NaN,,NaN
35933,61,121,34,NaN,91,16,4,100,NaN,75,NaN,121,NaN
35934,,,,NaN,,,,,NaN,,NaN,,NaN
35935,63,121,34,NaN,95,16,4,100,NaN,76,NaN,121,NaN
35936,,,,NaN,,,,,NaN,,NaN,,NaN
35937,61,121,34,NaN,92,16,4,100,NaN,75,NaN,121,NaN
35938,,,,NaN,,,,,NaN,,NaN,,NaN
35939,63,121,34,NaN,96,16,4,100,NaN,77,NaN,121,NaN
35940,,,,NaN,,,,,NaN,,NaN,,NaN
35941,61,121,34,NaN,92,16,4,100,NaN,75,NaN,121,NaN
35942,,,,NaN,,,,,NaN,,NaN,,NaN
35943,63,121,34,NaN,96,16,4,100,NaN,77,NaN,121,NaN
35944,,,,NaN,,,,,NaN,,NaN,,NaN
35945,61,121,34,NaN,93,16,4,100,NaN,75,NaN,121,NaN
35946,,,,NaN,,,,,NaN,,NaN,,NaN
35947,62,121,34,NaN,95,16,5,100,NaN,76,NaN,122,NaN
35948,,,,NaN,,,,,NaN,,NaN,,NaN
35949,61,121,34,NaN,91,16,5,100,NaN,74,NaN,122,NaN
35950,,,,NaN,,,,,NaN,,NaN,,NaN
35951,61,121,34,NaN,91,16,5,100,NaN,74,NaN,122,NaN
35952,,,,NaN,,,,,NaN,,NaN,,NaN
35953,61,121,34,NaN,92,16,5,100,NaN,74,NaN,122,NaN
35954,,,,NaN,,,,,NaN,,NaN,,NaN
35955,60,121,34,NaN,91,16,5,100,NaN,74,NaN,122,NaN
35956,,,,NaN,,,,,NaN,,NaN,,NaN
35957,62,121,34,NaN,93,16,5,100,NaN,75,NaN,122,NaN
35958,,,,NaN,,,,,NaN,,NaN,,NaN
35959,60,121,34,NaN,91,16,5,100,NaN,74,NaN,122,NaN
35960,,,,NaN,,,,,NaN,,NaN,,NaN
35961,62,122,34,NaN,94,16,5,100,NaN,75,NaN,122,NaN
35962,,,,NaN,,,,,NaN,,NaN,,NaN
35963,60,122,34,NaN,90,16,4,100,NaN,74,NaN,122,NaN
35964,,,,NaN,,,,,NaN,,NaN,,NaN
35965,62,121,34,NaN,94,16,4,100,NaN,75,NaN,122,NaN
35966,,,,NaN,,,,,NaN,,NaN,,NaN
35967,60,122,34,NaN,90,16,4,100,NaN,74,NaN,122,NaN
35968,,,,NaN,,,,,NaN,,NaN,,NaN
35969,62,121,34,NaN,95,16,4,100,NaN,75,NaN,122,NaN
35970,,,,NaN,,,,,NaN,,NaN,,NaN
35971,61,121,34,NaN,91,16,4,100,NaN,74,NaN,122,NaN
35972,,,,NaN,,,,,NaN,,NaN,,NaN
35973,63,121,34,NaN,97,16,4,100,NaN,76,NaN,122,NaN
35974,,,,NaN,,,,,NaN,,NaN,,NaN
35975,61,121,34,NaN,93,16,4,100,NaN,75,NaN,122,NaN
35976,,,,NaN,,,,,NaN,,NaN,,NaN
35977,64,121,34,NaN,98,16,5,100,NaN,77,NaN,122,NaN
35978,,,,NaN,,,,,NaN,,NaN,,NaN
35979,62,122,34,NaN,94,16,5,100,NaN,76,NaN,122,NaN
35980,,,,NaN,,,,,NaN,,NaN,,NaN
35981,63,122,34,NaN,97,16,5,100,NaN,77,NaN,122,NaN
35982,,,,NaN,,,,,NaN,,NaN,,NaN
35983,63,122,34,NaN,97,16,5,100,NaN,77,NaN,122,NaN
35984,,,,NaN,,,,,NaN,,NaN,,NaN
35985,62,122,34,NaN,93,16,5,100,NaN,76,NaN,122,NaN
35986,,,,NaN,,,,,NaN,,NaN,,NaN
35987,63,121,34,NaN,95,16,5,100,NaN,76,NaN,122,NaN
35988,,,,NaN,,,,,NaN,,NaN,,NaN
35989,61,121,34,NaN,93,16,4,100,NaN,76,NaN,122,NaN
35990,,,,NaN,,,,,NaN,,NaN,,NaN
35991,61,121,34,NaN,93,16,4,100,NaN,76,NaN,122,NaN
35992,,,,NaN,,,,,NaN,,NaN,,NaN
35993,62,122,34,NaN,93,16,5,100,NaN,76,NaN,122,NaN
35994,,,,NaN,,,,,NaN,,NaN,,NaN
35995,64,122,34,NaN,98,16,5,100,NaN,77,NaN,122,NaN
35996,,,,NaN,,,,,NaN,,NaN,,NaN
35997,61,122,34,NaN,93,16,4,100,NaN,76,NaN,122,NaN
