time,Solar8000/ART_MBP,SNUADC/ECG_II,SNUADC/ART,Solar8000/PLETH_SPO2,Solar8000/CVP,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/HR
427,60,NaN,NaN,100,-6,NaN,53,7,71,103,32,NaN,103
428,,NaN,NaN,,,NaN,,,,,,NaN,
429,57,NaN,NaN,100,-6,NaN,50,7,66,104,32,NaN,103
430,,NaN,NaN,,,NaN,,,,,,NaN,
431,59,NaN,NaN,100,-7,NaN,53,7,70,103,32,NaN,103
432,,NaN,NaN,,,NaN,,,,,,NaN,
433,57,NaN,NaN,100,-7,NaN,51,12,66,104,31,NaN,103
434,,NaN,NaN,,,NaN,,,,,,NaN,
435,59,NaN,NaN,100,-7,NaN,53,12,72,103,31,NaN,103
436,,NaN,NaN,,,NaN,,,,,,NaN,
437,58,NaN,NaN,100,-7,NaN,52,12,68,104,31,NaN,103
438,,NaN,NaN,,,NaN,,,,,,NaN,
439,60,NaN,NaN,100,-8,NaN,53,14,71,104,30,NaN,103
440,,NaN,NaN,,,NaN,,,,,,NaN,
441,59,NaN,NaN,100,-8,NaN,52,14,69,104,30,NaN,103
442,,NaN,NaN,,,NaN,,,,,,NaN,
443,59,NaN,NaN,100,-8,NaN,52,14,70,104,30,NaN,103
444,,NaN,NaN,,,NaN,,,,,,NaN,
445,59,NaN,NaN,100,-8,NaN,53,14,71,104,30,NaN,103
446,,NaN,NaN,,,NaN,,,,,,NaN,
447,59,NaN,NaN,100,-7,NaN,52,16,70,104,30,NaN,103
448,,NaN,NaN,,,NaN,,,,,,NaN,
449,60,NaN,NaN,100,-7,NaN,54,16,72,104,30,NaN,104
450,,NaN,NaN,,,NaN,,,,,,NaN,
451,60,NaN,NaN,100,-7,NaN,52,16,70,105,30,NaN,104
452,,NaN,NaN,,,NaN,,,,,,NaN,
453,62,NaN,NaN,100,-7,NaN,56,16,75,104,30,NaN,104
454,,NaN,NaN,,,NaN,,,,,,NaN,
455,61,NaN,NaN,100,-7,NaN,54,16,71,105,30,NaN,104
456,,NaN,NaN,,,NaN,,,,,,NaN,
457,64,NaN,NaN,100,-8,NaN,57,16,77,104,30,NaN,104
458,,NaN,NaN,,,NaN,,,,,,NaN,
459,62,NaN,NaN,100,-8,NaN,56,16,73,105,30,NaN,104
460,,NaN,NaN,,,NaN,,,,,,NaN,
461,65,NaN,NaN,100,-8,NaN,59,16,78,105,30,NaN,104
462,,NaN,NaN,,,NaN,,,,,,NaN,
463,64,NaN,NaN,100,-8,NaN,57,16,75,105,30,NaN,104
464,,NaN,NaN,,,NaN,,,,,,NaN,
465,67,NaN,NaN,100,-8,NaN,60,16,81,105,30,NaN,104
466,,NaN,NaN,,,NaN,,,,,,NaN,
467,66,NaN,NaN,100,-8,NaN,59,16,77,105,30,NaN,104
468,,NaN,NaN,,,NaN,,,,,,NaN,
469,68,NaN,NaN,100,-8,NaN,59,16,81,105,30,NaN,104
470,,NaN,NaN,,,NaN,,,,,,NaN,
471,67,NaN,NaN,100,-8,NaN,60,16,78,105,30,NaN,104
472,,NaN,NaN,,,NaN,,,,,,NaN,
473,67,NaN,NaN,100,-8,NaN,59,16,79,105,30,NaN,104
474,,NaN,NaN,,,NaN,,,,,,NaN,
475,68,NaN,NaN,100,-8,NaN,61,16,81,105,30,NaN,104
476,,NaN,NaN,,,NaN,,,,,,NaN,
477,69,NaN,NaN,100,-8,NaN,60,16,81,105,30,NaN,104
478,,NaN,NaN,,,NaN,,,,,,NaN,
479,69,NaN,NaN,100,-8,NaN,63,16,83,104,30,NaN,104
480,,NaN,NaN,,,NaN,,,,,,NaN,
481,69,NaN,NaN,100,-9,NaN,61,16,81,105,30,NaN,104
482,,NaN,NaN,,,NaN,,,,,,NaN,
483,70,NaN,NaN,100,-9,NaN,63,16,85,104,30,NaN,103
484,,NaN,NaN,,,NaN,,,,,,NaN,
485,69,NaN,NaN,100,-9,NaN,61,16,81,104,30,NaN,103
486,,NaN,NaN,,,NaN,,,,,,NaN,
487,72,NaN,NaN,100,-8,NaN,64,16,87,104,30,NaN,103
488,,NaN,NaN,,,NaN,,,,,,NaN,
489,70,NaN,NaN,100,-8,NaN,61,16,83,104,30,NaN,103
490,,NaN,NaN,,,NaN,,,,,,NaN,
491,73,NaN,NaN,100,64,NaN,64,16,88,104,30,NaN,103
492,,NaN,NaN,,,NaN,,,,,,NaN,
493,72,NaN,NaN,100,64,NaN,63,16,85,104,30,NaN,103
494,,NaN,NaN,,,NaN,,,,,,NaN,
495,75,NaN,NaN,100,21,NaN,65,16,93,104,30,NaN,103
496,,NaN,NaN,,,NaN,,,,,,NaN,
497,75,NaN,NaN,100,21,NaN,65,16,92,104,30,NaN,103
498,,NaN,NaN,,,NaN,,,,,,NaN,
499,77,NaN,NaN,100,16,NaN,65,16,94,104,30,NaN,103
500,,NaN,NaN,,,NaN,,,,,,NaN,
501,76,NaN,NaN,100,16,NaN,66,16,94,104,30,NaN,103
502,,NaN,NaN,,,NaN,,,,,,NaN,
503,77,NaN,NaN,100,15,NaN,65,16,94,104,30,NaN,103
504,,NaN,NaN,,,NaN,,,,,,NaN,
505,75,NaN,NaN,100,15,NaN,65,16,92,104,30,NaN,103
506,,NaN,NaN,,,NaN,,,,,,NaN,
507,75,NaN,NaN,100,15,NaN,63,16,89,103,30,NaN,103
508,,NaN,NaN,,,NaN,,,,,,NaN,
509,74,NaN,NaN,100,15,NaN,64,16,92,103,31,NaN,102
510,,NaN,NaN,,,NaN,,,,,,NaN,
511,72,NaN,NaN,100,15,NaN,61,16,86,103,31,NaN,102
512,,NaN,NaN,,,NaN,,,,,,NaN,
513,73,NaN,NaN,100,15,NaN,63,16,90,102,31,NaN,102
514,,NaN,NaN,,,NaN,,,,,,NaN,
515,71,NaN,NaN,100,14,NaN,60,16,85,103,31,NaN,102
516,,NaN,NaN,,,NaN,,,,,,NaN,
517,74,NaN,NaN,100,14,NaN,65,16,91,102,31,NaN,102
518,,NaN,NaN,,,NaN,,,,,,NaN,
519,72,NaN,NaN,100,14,NaN,60,16,87,103,31,NaN,102
520,,NaN,NaN,,,NaN,,,,,,NaN,
521,74,NaN,NaN,100,14,NaN,64,16,93,103,31,NaN,102
522,,NaN,NaN,,,NaN,,,,,,NaN,
523,73,NaN,NaN,100,14,NaN,62,16,87,103,30,NaN,102
524,,NaN,NaN,,,NaN,,,,,,NaN,
525,75,NaN,NaN,100,14,NaN,64,16,92,103,30,NaN,102
526,,NaN,NaN,,,NaN,,,,,,NaN,
527,73,NaN,NaN,100,14,NaN,62,16,87,103,30,NaN,102
528,,NaN,NaN,,,NaN,,,,,,NaN,
529,75,NaN,NaN,100,71,NaN,64,16,92,103,30,NaN,102
530,,NaN,NaN,,,NaN,,,,,,NaN,
531,74,NaN,NaN,100,71,NaN,63,16,90,103,31,NaN,102
532,,NaN,NaN,,,NaN,,,,,,NaN,
533,75,NaN,NaN,100,247,NaN,63,16,89,103,31,NaN,102
534,,NaN,NaN,,,NaN,,,,,,NaN,
535,75,NaN,NaN,100,247,NaN,64,16,92,103,31,NaN,102
536,,NaN,NaN,,,NaN,,,,,,NaN,
537,75,NaN,NaN,100,329,NaN,63,16,92,103,30,NaN,102
538,,NaN,NaN,,,NaN,,,,,,NaN,
539,77,NaN,NaN,100,329,NaN,65,16,98,103,30,NaN,102
540,,NaN,NaN,,,NaN,,,,,,NaN,
541,77,NaN,NaN,100,55,NaN,65,16,95,103,30,NaN,102
542,,NaN,NaN,,,NaN,,,,,,NaN,
543,76,NaN,NaN,100,55,NaN,64,16,94,103,30,NaN,102
544,,NaN,NaN,,,NaN,,,,,,NaN,
545,76,NaN,NaN,100,13,NaN,63,16,95,102,30,NaN,102
546,,NaN,NaN,,,NaN,,,,,,NaN,
547,74,NaN,NaN,100,13,NaN,62,16,92,102,30,NaN,102
548,,NaN,NaN,,,NaN,,,,,,NaN,
549,75,NaN,NaN,100,13,NaN,64,16,94,102,30,NaN,102
550,,NaN,NaN,,,NaN,,,,,,NaN,
551,73,NaN,NaN,100,12,NaN,61,16,88,102,31,NaN,101
552,,NaN,NaN,,,NaN,,,,,,NaN,
553,75,NaN,NaN,100,12,NaN,64,16,94,102,31,NaN,102
554,,NaN,NaN,,,NaN,,,,,,NaN,
555,72,NaN,NaN,100,0,NaN,60,16,86,102,31,NaN,102
556,,NaN,NaN,,,NaN,,,,,,NaN,
557,74,NaN,NaN,100,0,NaN,63,16,93,102,31,NaN,102
558,,NaN,NaN,,,NaN,,,,,,NaN,
559,71,NaN,NaN,100,1,NaN,59,16,86,102,31,NaN,102
560,,NaN,NaN,,,NaN,,,,,,NaN,
561,73,NaN,NaN,100,1,NaN,63,16,92,102,31,NaN,102
562,,NaN,NaN,,,NaN,,,,,,NaN,
563,71,NaN,NaN,100,1,NaN,60,16,85,103,31,NaN,102
564,,NaN,NaN,,,NaN,,,,,,NaN,
565,72,NaN,NaN,100,4,NaN,62,16,89,103,31,NaN,102
566,,NaN,NaN,,,NaN,,,,,,NaN,
567,71,NaN,NaN,100,4,NaN,59,15,85,103,32,NaN,102
568,,NaN,NaN,,,NaN,,,,,,NaN,
569,71,NaN,NaN,100,4,NaN,61,15,88,103,32,NaN,102
570,,NaN,NaN,,,NaN,,,,,,NaN,
571,72,NaN,NaN,100,4,NaN,61,15,88,103,32,NaN,102
572,,NaN,NaN,,,NaN,,,,,,NaN,
573,71,NaN,NaN,100,4,NaN,61,15,86,103,31,NaN,102
574,,NaN,NaN,,,NaN,,,,,,NaN,
575,72,NaN,NaN,100,4,NaN,61,15,88,103,31,NaN,102
576,,NaN,NaN,,,NaN,,,,,,NaN,
577,70,NaN,NaN,100,4,NaN,60,15,85,103,31,NaN,102
578,,NaN,NaN,,,NaN,,,,,,NaN,
579,72,NaN,NaN,100,4,NaN,62,15,90,103,31,NaN,102
580,,NaN,NaN,,,NaN,,,,,,NaN,
581,69,NaN,NaN,100,4,NaN,59,14,83,103,31,NaN,103
582,,NaN,NaN,,,NaN,,,,,,NaN,
583,70,NaN,NaN,100,4,NaN,16,14,120,103,31,NaN,103
584,,NaN,NaN,,,NaN,,,,,,NaN,
585,68,NaN,NaN,100,4,NaN,52,14,86,103,31,NaN,103
586,,NaN,NaN,,,NaN,,,,,,NaN,
587,69,NaN,NaN,100,4,NaN,58,14,88,103,31,NaN,103
588,,NaN,NaN,,,NaN,,,,,,NaN,
589,73,NaN,NaN,100,4,NaN,69,14,80,103,31,NaN,103
590,,NaN,NaN,,,NaN,,,,,,NaN,
591,75,NaN,NaN,100,4,NaN,64,14,94,103,31,NaN,103
592,,NaN,NaN,,,NaN,,,,,,NaN,
593,69,NaN,NaN,100,4,NaN,55,14,80,103,31,NaN,103
594,,NaN,NaN,,,NaN,,,,,,NaN,
595,68,NaN,NaN,100,4,NaN,59,14,81,103,31,NaN,103
596,,NaN,NaN,,,NaN,,,,,,NaN,
597,74,NaN,NaN,100,4,NaN,76,14,84,104,31,NaN,103
598,,NaN,NaN,,,NaN,,,,,,NaN,
599,75,NaN,NaN,100,4,NaN,58,14,87,104,31,NaN,103
600,,NaN,NaN,,,NaN,,,,,,NaN,
601,70,NaN,NaN,100,4,NaN,56,14,80,104,31,NaN,103
602,,NaN,NaN,,,NaN,,,,,,NaN,
603,66,NaN,NaN,100,4,NaN,56,14,81,104,31,NaN,103
604,,NaN,NaN,,,NaN,,,,,,NaN,
605,54,NaN,NaN,100,4,NaN,23,14,90,104,31,NaN,103
606,,NaN,NaN,,,NaN,,,,,,NaN,
607,91,NaN,NaN,100,4,NaN,,14,,104,31,NaN,103
608,,NaN,NaN,,,NaN,,,,,,NaN,
609,32,NaN,NaN,100,4,NaN,,14,,104,31,NaN,103
610,,NaN,NaN,,,NaN,,,,,,NaN,
611,41,NaN,NaN,100,4,NaN,,14,,104,31,NaN,103
612,,NaN,NaN,,,NaN,,,,,,NaN,
613,41,NaN,NaN,100,4,NaN,,14,,104,31,NaN,103
614,,NaN,NaN,,,NaN,,,,,,NaN,
615,79,NaN,NaN,100,4,NaN,,14,,104,31,NaN,103
616,,NaN,NaN,,,NaN,,,,,,NaN,
617,71,NaN,NaN,100,4,NaN,,14,,104,31,NaN,103
618,,NaN,NaN,,,NaN,,,,,,NaN,
619,65,NaN,NaN,100,4,NaN,,14,,104,31,NaN,103
620,,NaN,NaN,,,NaN,,,,,,NaN,
621,62,NaN,NaN,100,4,NaN,,14,,103,31,NaN,103
622,,NaN,NaN,,,NaN,,,,,,NaN,
623,62,NaN,NaN,100,4,NaN,50,14,74,103,31,NaN,103
624,,NaN,NaN,,,NaN,,,,,,NaN,
625,64,NaN,NaN,100,4,NaN,54,14,78,103,31,NaN,103
626,,NaN,NaN,,,NaN,,,,,,NaN,
627,62,NaN,NaN,100,4,NaN,52,14,73,103,31,NaN,103
628,,NaN,NaN,,,NaN,,,,,,NaN,
629,62,NaN,NaN,100,4,NaN,53,14,75,103,31,NaN,103
630,,NaN,NaN,,,NaN,,,,,,NaN,
631,63,NaN,NaN,100,4,NaN,53,14,74,103,31,NaN,103
632,,NaN,NaN,,,NaN,,,,,,NaN,
633,62,NaN,NaN,100,4,NaN,52,14,73,103,31,NaN,103
634,,NaN,NaN,,,NaN,,,,,,NaN,
635,62,NaN,NaN,100,4,NaN,53,14,74,103,31,NaN,103
636,,NaN,NaN,,,NaN,,,,,,NaN,
637,61,NaN,NaN,100,4,NaN,52,14,72,103,31,NaN,103
638,,NaN,NaN,,,NaN,,,,,,NaN,
639,62,NaN,NaN,100,4,NaN,53,14,74,103,31,NaN,103
640,,NaN,NaN,,,NaN,,,,,,NaN,
641,60,NaN,NaN,100,4,NaN,51,14,71,103,31,NaN,103
642,,NaN,NaN,,,NaN,,,,,,NaN,
643,63,NaN,NaN,100,4,NaN,54,14,76,103,31,NaN,103
644,,NaN,NaN,,,NaN,,,,,,NaN,
645,60,NaN,NaN,100,4,NaN,51,14,70,103,31,NaN,103
646,,NaN,NaN,,,NaN,,,,,,NaN,
647,62,NaN,NaN,100,4,NaN,54,14,76,103,31,NaN,103
648,,NaN,NaN,,,NaN,,,,,,NaN,
649,60,NaN,NaN,100,4,NaN,51,14,70,103,31,NaN,103
650,,NaN,NaN,,,NaN,,,,,,NaN,
651,62,NaN,NaN,100,4,NaN,54,14,75,103,31,NaN,103
652,,NaN,NaN,,,NaN,,,,,,NaN,
653,60,NaN,NaN,100,4,NaN,51,14,70,104,31,NaN,103
654,,NaN,NaN,,,NaN,,,,,,NaN,
655,61,NaN,NaN,100,4,NaN,53,14,74,103,31,NaN,103
656,,NaN,NaN,,,NaN,,,,,,NaN,
657,60,NaN,NaN,100,4,NaN,51,14,70,104,31,NaN,103
658,,NaN,NaN,,,NaN,,,,,,NaN,
659,61,NaN,NaN,100,4,NaN,53,14,73,103,31,NaN,103
660,,NaN,NaN,,,NaN,,,,,,NaN,
661,62,NaN,NaN,100,4,NaN,52,14,74,103,31,NaN,103
662,,NaN,NaN,,,NaN,,,,,,NaN,
663,61,NaN,NaN,100,4,NaN,53,14,73,103,31,NaN,103
664,,NaN,NaN,,,NaN,,,,,,NaN,
665,63,NaN,NaN,100,4,NaN,55,14,77,103,31,NaN,103
666,,NaN,NaN,,,NaN,,,,,,NaN,
667,63,NaN,NaN,100,4,NaN,56,14,76,103,31,NaN,103
668,,NaN,NaN,,,NaN,,,,,,NaN,
669,67,NaN,NaN,100,4,NaN,60,14,82,104,31,NaN,103
670,,NaN,NaN,,,NaN,,,,,,NaN,
671,67,NaN,NaN,100,4,NaN,58,14,79,103,31,NaN,103
672,,NaN,NaN,,,NaN,,,,,,NaN,
673,70,NaN,NaN,100,4,NaN,62,14,86,104,31,NaN,103
674,,NaN,NaN,,,NaN,,,,,,NaN,
675,68,NaN,NaN,100,4,NaN,58,14,80,103,31,NaN,103
676,,NaN,NaN,,,NaN,,,,,,NaN,
677,71,NaN,NaN,100,4,NaN,62,14,86,103,31,NaN,103
678,,NaN,NaN,,,NaN,,,,,,NaN,
679,69,NaN,NaN,100,4,NaN,58,14,80,103,31,NaN,102
680,,NaN,NaN,,,NaN,,,,,,NaN,
681,70,NaN,NaN,100,4,NaN,61,14,86,103,30,NaN,102
682,,NaN,NaN,,,NaN,,,,,,NaN,
683,68,NaN,NaN,100,4,NaN,58,14,80,103,30,NaN,102
684,,NaN,NaN,,,NaN,,,,,,NaN,
685,69,NaN,NaN,100,4,NaN,59,14,84,103,30,NaN,102
686,,NaN,NaN,,,NaN,,,,,,NaN,
687,68,NaN,NaN,100,4,NaN,57,14,81,103,30,NaN,102
688,,NaN,NaN,,,NaN,,,,,,NaN,
689,68,NaN,NaN,100,4,NaN,59,14,84,103,30,NaN,102
690,,NaN,NaN,,,NaN,,,,,,NaN,
691,68,NaN,NaN,100,4,NaN,57,14,81,103,30,NaN,102
692,,NaN,NaN,,,NaN,,,,,,NaN,
693,67,NaN,NaN,100,5,NaN,57,14,81,102,30,NaN,102
694,,NaN,NaN,,,NaN,,,,,,NaN,
695,68,NaN,NaN,100,5,NaN,58,14,82,102,30,NaN,101
696,,NaN,NaN,,,NaN,,,,,,NaN,
697,67,NaN,NaN,100,5,NaN,57,14,80,102,30,NaN,101
698,,NaN,NaN,,,NaN,,,,,,NaN,
699,69,NaN,NaN,100,5,NaN,59,14,86,102,30,NaN,101
700,,NaN,NaN,,,NaN,,,,,,NaN,
701,66,NaN,NaN,100,5,NaN,55,14,79,102,31,NaN,101
702,,NaN,NaN,,,NaN,,,,,,NaN,
703,68,NaN,NaN,100,5,NaN,58,14,84,102,31,NaN,101
704,,NaN,NaN,,,NaN,,,,,,NaN,
705,65,NaN,NaN,100,5,NaN,54,14,77,101,31,NaN,101
706,,NaN,NaN,,,NaN,,,,,,NaN,
707,67,NaN,NaN,100,5,NaN,58,14,83,101,31,NaN,101
708,,NaN,NaN,,,NaN,,,,,,NaN,
709,65,NaN,NaN,100,5,NaN,54,14,77,101,31,NaN,101
710,,NaN,NaN,,,NaN,,,,,,NaN,
711,67,NaN,NaN,100,5,NaN,58,14,83,101,31,NaN,101
712,,NaN,NaN,,,NaN,,,,,,NaN,
713,65,NaN,NaN,100,5,NaN,54,14,77,101,31,NaN,101
714,,NaN,NaN,,,NaN,,,,,,NaN,
715,65,NaN,NaN,100,5,NaN,56,14,80,101,31,NaN,101
716,,NaN,NaN,,,NaN,,,,,,NaN,
717,64,NaN,NaN,100,5,NaN,53,14,76,101,31,NaN,101
718,,NaN,NaN,,,NaN,,,,,,NaN,
719,64,NaN,NaN,100,5,NaN,54,14,79,101,31,NaN,100
720,,NaN,NaN,,,NaN,,,,,,NaN,
721,65,NaN,NaN,100,5,NaN,55,14,79,101,31,NaN,100
722,,NaN,NaN,,,NaN,,,,,,NaN,
723,64,NaN,NaN,100,5,NaN,54,14,78,101,31,NaN,100
724,,NaN,NaN,,,NaN,,,,,,NaN,
725,64,NaN,NaN,100,5,NaN,54,14,79,100,31,NaN,100
726,,NaN,NaN,,,NaN,,,,,,NaN,
727,63,NaN,NaN,100,5,NaN,52,14,76,100,31,NaN,100
728,,NaN,NaN,,,NaN,,,,,,NaN,
729,64,NaN,NaN,100,5,NaN,54,14,79,100,31,NaN,99
730,,NaN,NaN,,,NaN,,,,,,NaN,
731,62,NaN,NaN,100,5,NaN,51,14,74,99,31,NaN,99
732,,NaN,NaN,,,NaN,,,,,,NaN,
733,64,NaN,NaN,100,5,NaN,54,14,80,99,31,NaN,98
734,,NaN,NaN,,,NaN,,,,,,NaN,
735,61,NaN,NaN,100,5,NaN,51,14,73,99,31,NaN,98
736,,NaN,NaN,,,NaN,,,,,,NaN,
737,63,NaN,NaN,100,5,NaN,54,14,78,99,31,NaN,98
738,,NaN,NaN,,,NaN,,,,,,NaN,
739,60,NaN,NaN,100,5,NaN,48,14,73,99,31,NaN,98
740,,NaN,NaN,,,NaN,,,,,,NaN,
741,62,NaN,NaN,100,5,NaN,50,14,78,99,31,NaN,98
742,,NaN,NaN,,,NaN,,,,,,NaN,
743,61,NaN,NaN,99,5,NaN,50,14,72,99,31,NaN,98
744,,NaN,NaN,,,NaN,,,,,,NaN,
745,62,NaN,NaN,97,5,NaN,53,14,76,97,31,NaN,98
746,,NaN,NaN,,,NaN,,,,,,NaN,
747,61,NaN,NaN,99,5,NaN,51,14,73,99,31,NaN,98
748,,NaN,NaN,,,NaN,,,,,,NaN,
749,60,NaN,NaN,100,5,NaN,50,14,72,98,31,NaN,97
750,,NaN,NaN,,,NaN,,,,,,NaN,
751,60,NaN,NaN,99,5,NaN,50,14,72,98,31,NaN,97
752,,NaN,NaN,,,NaN,,,,,,NaN,
753,59,NaN,NaN,100,5,NaN,50,14,71,98,31,NaN,97
754,,NaN,NaN,,,NaN,,,,,,NaN,
755,60,NaN,NaN,99,5,NaN,51,14,75,99,31,NaN,98
756,,NaN,NaN,,,NaN,,,,,,NaN,
757,58,NaN,NaN,100,5,NaN,49,14,69,98,31,NaN,98
758,,NaN,NaN,,,NaN,,,,,,NaN,
759,60,NaN,NaN,100,5,NaN,51,14,74,98,31,NaN,98
760,,NaN,NaN,,,NaN,,,,,,NaN,
761,58,NaN,NaN,100,5,NaN,48,14,69,97,31,NaN,97
762,,NaN,NaN,,,NaN,,,,,,NaN,
763,60,NaN,NaN,100,5,NaN,52,14,75,98,31,NaN,97
764,,NaN,NaN,,,NaN,,,,,,NaN,
765,59,NaN,NaN,100,5,NaN,50,14,70,99,31,NaN,97
766,,NaN,NaN,,,NaN,,,,,,NaN,
767,62,NaN,NaN,100,5,NaN,54,14,77,98,31,NaN,97
768,,NaN,NaN,,,NaN,,,,,,NaN,
769,62,NaN,NaN,100,5,NaN,54,14,73,98,31,NaN,97
770,,NaN,NaN,,,NaN,,,,,,NaN,
771,65,NaN,NaN,100,5,NaN,59,14,81,98,31,NaN,97
772,,NaN,NaN,,,NaN,,,,,,NaN,
773,68,NaN,NaN,100,8,NaN,60,14,80,98,31,NaN,98
774,,NaN,NaN,,,NaN,,,,,,NaN,
775,71,NaN,NaN,100,8,NaN,64,14,87,99,31,NaN,98
776,,NaN,NaN,,,NaN,,,,,,NaN,
777,73,NaN,NaN,100,10,NaN,65,14,87,98,31,NaN,98
778,,NaN,NaN,,,NaN,,,,,,NaN,
779,75,NaN,NaN,100,10,NaN,67,14,91,98,31,NaN,98
780,,NaN,NaN,,,NaN,,,,,,NaN,
781,76,NaN,NaN,100,12,NaN,66,14,90,98,31,NaN,98
782,,NaN,NaN,,,NaN,,,,,,NaN,
783,75,NaN,NaN,100,12,NaN,65,14,92,98,30,NaN,98
784,,NaN,NaN,,,NaN,,,,,,NaN,
785,77,NaN,NaN,100,12,NaN,65,14,94,98,30,NaN,98
786,,NaN,NaN,,,NaN,,,,,,NaN,
787,75,NaN,NaN,100,12,NaN,62,14,91,99,30,NaN,98
788,,NaN,NaN,,,NaN,,,,,,NaN,
789,76,NaN,NaN,100,12,NaN,66,14,92,98,30,NaN,98
790,,NaN,NaN,,,NaN,,,,,,NaN,
791,74,NaN,NaN,100,11,NaN,63,14,87,98,30,NaN,98
792,,NaN,NaN,,,NaN,,,,,,NaN,
793,76,NaN,NaN,100,11,NaN,66,14,92,98,30,NaN,98
794,,NaN,NaN,,,NaN,,,,,,NaN,
795,73,NaN,NaN,100,12,NaN,63,14,86,98,30,NaN,98
796,,NaN,NaN,,,NaN,,,,,,NaN,
797,75,NaN,NaN,100,12,NaN,66,14,92,98,31,NaN,98
798,,NaN,NaN,,,NaN,,,,,,NaN,
799,73,NaN,NaN,100,12,NaN,62,14,86,98,31,NaN,98
800,,NaN,NaN,,,NaN,,,,,,NaN,
801,74,NaN,NaN,100,12,NaN,64,14,89,98,31,NaN,97
802,,NaN,NaN,,,NaN,,,,,,NaN,
803,73,NaN,NaN,100,12,NaN,62,14,85,98,31,NaN,97
804,,NaN,NaN,,,NaN,,,,,,NaN,
805,73,NaN,NaN,100,12,NaN,63,14,88,97,31,NaN,97
806,,NaN,NaN,,,NaN,,,,,,NaN,
807,73,NaN,NaN,100,12,NaN,62,14,86,98,31,NaN,97
808,,NaN,NaN,,,NaN,,,,,,NaN,
809,71,NaN,NaN,100,12,NaN,61,14,85,98,31,NaN,97
810,,NaN,NaN,,,NaN,,,,,,NaN,
811,69,NaN,NaN,100,11,NaN,46,14,81,98,31,NaN,97
812,,NaN,NaN,,,NaN,,,,,,NaN,
813,68,NaN,NaN,100,11,NaN,47,14,87,97,31,NaN,97
814,,NaN,NaN,,,NaN,,,,,,NaN,
815,68,NaN,NaN,100,12,NaN,36,14,118,98,31,NaN,97
816,,NaN,NaN,,,NaN,,,,,,NaN,
817,67,NaN,NaN,100,12,NaN,43,14,87,97,31,NaN,97
818,,NaN,NaN,,,NaN,,,,,,NaN,
819,70,NaN,NaN,100,12,NaN,59,14,94,97,31,NaN,96
820,,NaN,NaN,,,NaN,,,,,,NaN,
821,69,NaN,NaN,100,12,NaN,60,14,84,97,31,NaN,96
822,,NaN,NaN,,,NaN,,,,,,NaN,
823,72,NaN,NaN,100,12,NaN,63,14,90,97,31,NaN,96
824,,NaN,NaN,,,NaN,,,,,,NaN,
825,72,NaN,NaN,100,12,NaN,54,14,96,97,31,NaN,96
826,,NaN,NaN,,,NaN,,,,,,NaN,
827,70,NaN,NaN,100,12,NaN,22,14,130,97,31,NaN,96
828,,NaN,NaN,,,NaN,,,,,,NaN,
829,67,NaN,NaN,100,12,NaN,46,14,76,97,31,NaN,96
830,,NaN,NaN,,,NaN,,,,,,NaN,
831,71,NaN,NaN,100,12,NaN,52,14,98,97,31,NaN,96
832,,NaN,NaN,,,NaN,,,,,,NaN,
833,69,NaN,NaN,100,12,NaN,49,14,95,97,31,NaN,96
834,,NaN,NaN,,,NaN,,,,,,NaN,
835,69,NaN,NaN,100,12,NaN,59,14,87,96,31,NaN,96
836,,NaN,NaN,,,NaN,,,,,,NaN,
837,70,NaN,NaN,100,12,NaN,59,14,82,97,31,NaN,96
838,,NaN,NaN,,,NaN,,,,,,NaN,
839,70,NaN,NaN,100,12,NaN,62,14,85,96,30,NaN,96
840,,NaN,NaN,,,NaN,,,,,,NaN,
841,72,NaN,NaN,100,11,NaN,63,14,87,97,30,NaN,96
842,,NaN,NaN,,,NaN,,,,,,NaN,
843,73,NaN,NaN,100,11,NaN,65,14,87,96,30,NaN,96
844,,NaN,NaN,,,NaN,,,,,,NaN,
845,76,NaN,NaN,100,11,NaN,67,14,91,96,31,NaN,96
846,,NaN,NaN,,,NaN,,,,,,NaN,
847,76,NaN,NaN,100,11,NaN,67,14,91,96,31,NaN,96
848,,NaN,NaN,,,NaN,,,,,,NaN,
849,79,NaN,NaN,100,11,NaN,70,14,97,96,31,NaN,96
850,,NaN,NaN,,,NaN,,,,,,NaN,
851,77,NaN,NaN,100,11,NaN,67,14,91,97,31,NaN,96
852,,NaN,NaN,,,NaN,,,,,,NaN,
853,79,NaN,NaN,100,11,NaN,70,14,97,97,30,NaN,96
854,,NaN,NaN,,,NaN,,,,,,NaN,
855,77,NaN,NaN,100,12,NaN,66,14,90,97,30,NaN,96
856,,NaN,NaN,,,NaN,,,,,,NaN,
857,78,NaN,NaN,100,12,NaN,68,14,96,97,30,NaN,96
858,,NaN,NaN,,,NaN,,,,,,NaN,
859,76,NaN,NaN,100,11,NaN,65,14,89,97,30,NaN,96
860,,NaN,NaN,,,NaN,,,,,,NaN,
861,77,NaN,NaN,100,11,NaN,67,14,93,97,30,NaN,96
862,,NaN,NaN,,,NaN,,,,,,NaN,
863,75,NaN,NaN,100,11,NaN,64,14,88,97,30,NaN,96
864,,NaN,NaN,,,NaN,,,,,,NaN,
