time,Solar8000/ART_MBP,SNUADC/ECG_II,SNUADC/ART,Solar8000/PLETH_SPO2,Solar8000/CVP,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/HR
7683,,NaN,NaN,,,NaN,,,,,,NaN,
7684,106,NaN,NaN,98,14,NaN,82,12,145,63,31,NaN,62
7685,,NaN,NaN,,,NaN,,,,,,NaN,
7686,107,NaN,NaN,98,14,NaN,83,12,144,63,31,NaN,62
7687,,NaN,NaN,,,NaN,,,,,,NaN,
7688,107,NaN,NaN,98,14,NaN,83,12,145,63,31,NaN,63
7689,,NaN,NaN,,,NaN,,,,,,NaN,
7690,107,NaN,NaN,98,14,NaN,83,12,144,63,31,NaN,63
7691,,NaN,NaN,,,NaN,,,,,,NaN,
7692,107,NaN,NaN,98,15,NaN,83,12,144,63,31,NaN,63
7693,,NaN,NaN,,,NaN,,,,,,NaN,
7694,107,NaN,NaN,98,15,NaN,83,12,143,63,31,NaN,63
7695,,NaN,NaN,,,NaN,,,,,,NaN,
7696,107,NaN,NaN,98,15,NaN,84,12,143,63,31,NaN,63
7697,,NaN,NaN,,,NaN,,,,,,NaN,
7698,107,NaN,NaN,98,15,NaN,84,12,143,63,31,NaN,63
7699,,NaN,NaN,,,NaN,,,,,,NaN,
7700,107,NaN,NaN,98,15,NaN,83,12,143,63,31,NaN,63
7701,,NaN,NaN,,,NaN,,,,,,NaN,
7702,107,NaN,NaN,98,14,NaN,83,12,143,64,31,NaN,63
7703,,NaN,NaN,,,NaN,,,,,,NaN,
7704,106,NaN,NaN,98,14,NaN,83,12,141,64,31,NaN,63
7705,,NaN,NaN,,,NaN,,,,,,NaN,
7706,106,NaN,NaN,98,14,NaN,82,12,141,64,31,NaN,63
7707,,NaN,NaN,,,NaN,,,,,,NaN,
7708,107,NaN,NaN,98,14,NaN,83,12,142,64,31,NaN,63
7709,,NaN,NaN,,,NaN,,,,,,NaN,
7710,106,NaN,NaN,98,14,NaN,82,12,141,64,31,NaN,63
7711,,NaN,NaN,,,NaN,,,,,,NaN,
7712,107,NaN,NaN,98,14,NaN,83,12,142,64,31,NaN,64
7713,,NaN,NaN,,,NaN,,,,,,NaN,
7714,106,NaN,NaN,98,14,NaN,83,12,141,64,31,NaN,64
7715,,NaN,NaN,,,NaN,,,,,,NaN,
7716,106,NaN,NaN,98,14,NaN,82,12,141,64,31,NaN,64
7717,,NaN,NaN,,,NaN,,,,,,NaN,
7718,106,NaN,NaN,98,13,NaN,82,12,142,64,31,NaN,64
7719,,NaN,NaN,,,NaN,,,,,,NaN,
7720,106,NaN,NaN,98,13,NaN,82,12,142,64,31,NaN,64
7721,,NaN,NaN,,,NaN,,,,,,NaN,
7722,107,NaN,NaN,98,14,NaN,83,12,143,64,31,NaN,64
7723,,NaN,NaN,,,NaN,,,,,,NaN,
7724,106,NaN,NaN,98,14,NaN,82,12,142,64,31,NaN,64
7725,,NaN,NaN,,,NaN,,,,,,NaN,
7726,106,NaN,NaN,98,14,NaN,82,12,141,65,31,NaN,64
7727,,NaN,NaN,,,NaN,,,,,,NaN,
7728,106,NaN,NaN,98,14,NaN,82,12,141,65,31,NaN,64
7729,,NaN,NaN,,,NaN,,,,,,NaN,
7730,106,NaN,NaN,98,14,NaN,82,12,140,65,31,NaN,64
7731,,NaN,NaN,,,NaN,,,,,,NaN,
7732,106,NaN,NaN,98,14,NaN,82,12,141,64,31,NaN,64
7733,,NaN,NaN,,,NaN,,,,,,NaN,
7734,106,NaN,NaN,98,14,NaN,82,12,142,64,31,NaN,64
7735,,NaN,NaN,,,NaN,,,,,,NaN,
7736,106,NaN,NaN,98,13,NaN,82,12,142,64,31,NaN,64
7737,,NaN,NaN,,,NaN,,,,,,NaN,
7738,106,NaN,NaN,98,13,NaN,82,12,142,64,31,NaN,64
7739,,NaN,NaN,,,NaN,,,,,,NaN,
7740,105,NaN,NaN,98,13,NaN,81,12,140,64,31,NaN,64
7741,,NaN,NaN,,,NaN,,,,,,NaN,
7742,105,NaN,NaN,98,13,NaN,82,12,141,64,31,NaN,64
7743,,NaN,NaN,,,NaN,,,,,,NaN,
7744,105,NaN,NaN,98,13,NaN,81,12,140,64,31,NaN,64
7745,,NaN,NaN,,,NaN,,,,,,NaN,
7746,104,NaN,NaN,98,13,NaN,81,12,139,64,31,NaN,64
7747,,NaN,NaN,,,NaN,,,,,,NaN,
7748,104,NaN,NaN,98,13,NaN,81,12,140,65,31,NaN,64
7749,,NaN,NaN,,,NaN,,,,,,NaN,
7750,104,NaN,NaN,98,13,NaN,80,12,137,64,31,NaN,64
7751,,NaN,NaN,,,NaN,,,,,,NaN,
7752,104,NaN,NaN,98,14,NaN,81,12,139,64,31,NaN,64
7753,,NaN,NaN,,,NaN,,,,,,NaN,
7754,104,NaN,NaN,98,14,NaN,81,12,138,64,31,NaN,64
7755,,NaN,NaN,,,NaN,,,,,,NaN,
7756,104,NaN,NaN,98,13,NaN,81,12,138,64,31,NaN,64
7757,,NaN,NaN,,,NaN,,,,,,NaN,
7758,104,NaN,NaN,98,13,NaN,81,12,139,65,31,NaN,64
7759,,NaN,NaN,,,NaN,,,,,,NaN,
7760,104,NaN,NaN,98,13,NaN,80,12,138,65,31,NaN,64
7761,,NaN,NaN,,,NaN,,,,,,NaN,
7762,104,NaN,NaN,98,14,NaN,80,12,138,65,31,NaN,64
7763,,NaN,NaN,,,NaN,,,,,,NaN,
7764,103,NaN,NaN,98,14,NaN,80,12,137,65,31,NaN,64
7765,,NaN,NaN,,,NaN,,,,,,NaN,
7766,104,NaN,NaN,98,14,NaN,81,12,138,64,31,NaN,64
7767,,NaN,NaN,,,NaN,,,,,,NaN,
7768,104,NaN,NaN,98,14,NaN,81,12,139,64,31,NaN,64
7769,,NaN,NaN,,,NaN,,,,,,NaN,
7770,104,NaN,NaN,98,14,NaN,81,12,139,64,31,NaN,63
7771,,NaN,NaN,,,NaN,,,,,,NaN,
7772,105,NaN,NaN,98,14,NaN,82,12,140,64,31,NaN,63
7773,,NaN,NaN,,,NaN,,,,,,NaN,
7774,104,NaN,NaN,98,14,NaN,81,12,139,64,31,NaN,64
7775,,NaN,NaN,,,NaN,,,,,,NaN,
7776,104,NaN,NaN,98,14,NaN,81,12,139,64,31,NaN,64
7777,,NaN,NaN,,,NaN,,,,,,NaN,
7778,105,NaN,NaN,98,14,NaN,81,12,139,64,31,NaN,64
7779,,NaN,NaN,,,NaN,,,,,,NaN,
7780,104,NaN,NaN,98,14,NaN,81,12,137,64,31,NaN,64
7781,,NaN,NaN,,,NaN,,,,,,NaN,
7782,104,NaN,NaN,98,14,NaN,81,12,138,64,31,NaN,64
7783,,NaN,NaN,,,NaN,,,,,,NaN,
7784,103,NaN,NaN,98,14,NaN,80,12,137,64,31,NaN,64
7785,,NaN,NaN,,,NaN,,,,,,NaN,
7786,103,NaN,NaN,98,14,NaN,80,12,136,64,31,NaN,64
7787,,NaN,NaN,,,NaN,,,,,,NaN,
7788,103,NaN,NaN,98,14,NaN,80,12,136,64,31,NaN,64
7789,,NaN,NaN,,,NaN,,,,,,NaN,
7790,103,NaN,NaN,98,14,NaN,80,12,135,64,31,NaN,64
7791,,NaN,NaN,,,NaN,,,,,,NaN,
7792,102,NaN,NaN,98,14,NaN,80,12,135,64,31,NaN,64
7793,,NaN,NaN,,,NaN,,,,,,NaN,
7794,102,NaN,NaN,98,14,NaN,79,12,134,64,31,NaN,64
7795,,NaN,NaN,,,NaN,,,,,,NaN,
7796,102,NaN,NaN,98,13,NaN,80,12,134,64,31,NaN,64
7797,,NaN,NaN,,,NaN,,,,,,NaN,
7798,102,NaN,NaN,98,13,NaN,79,12,135,65,31,NaN,64
7799,,NaN,NaN,,,NaN,,,,,,NaN,
7800,102,NaN,NaN,98,13,NaN,79,12,134,64,31,NaN,64
7801,,NaN,NaN,,,NaN,,,,,,NaN,
7802,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,64
7803,,NaN,NaN,,,NaN,,,,,,NaN,
7804,102,NaN,NaN,98,14,NaN,80,12,135,65,31,NaN,64
7805,,NaN,NaN,,,NaN,,,,,,NaN,
7806,102,NaN,NaN,98,14,NaN,80,12,136,65,31,NaN,64
7807,,NaN,NaN,,,NaN,,,,,,NaN,
7808,103,NaN,NaN,98,14,NaN,80,12,136,65,31,NaN,64
7809,,NaN,NaN,,,NaN,,,,,,NaN,
7810,103,NaN,NaN,98,14,NaN,80,12,136,65,31,NaN,64
7811,,NaN,NaN,,,NaN,,,,,,NaN,
7812,103,NaN,NaN,98,14,NaN,81,12,137,65,31,NaN,64
7813,,NaN,NaN,,,NaN,,,,,,NaN,
7814,103,NaN,NaN,98,14,NaN,80,12,136,65,31,NaN,64
7815,,NaN,NaN,,,NaN,,,,,,NaN,
7816,103,NaN,NaN,98,13,NaN,80,12,135,64,31,NaN,64
7817,,NaN,NaN,,,NaN,,,,,,NaN,
7818,103,NaN,NaN,98,13,NaN,81,12,135,64,31,NaN,64
7819,,NaN,NaN,,,NaN,,,,,,NaN,
7820,103,NaN,NaN,98,14,NaN,81,12,135,64,31,NaN,64
7821,,NaN,NaN,,,NaN,,,,,,NaN,
7822,103,NaN,NaN,98,14,NaN,81,12,136,65,31,NaN,64
7823,,NaN,NaN,,,NaN,,,,,,NaN,
7824,103,NaN,NaN,98,14,NaN,80,12,135,65,31,NaN,64
7825,,NaN,NaN,,,NaN,,,,,,NaN,
7826,103,NaN,NaN,98,14,NaN,80,12,135,65,31,NaN,64
7827,,NaN,NaN,,,NaN,,,,,,NaN,
7828,103,NaN,NaN,98,14,NaN,80,12,137,65,31,NaN,65
7829,,NaN,NaN,,,NaN,,,,,,NaN,
7830,103,NaN,NaN,98,13,NaN,80,12,136,65,31,NaN,65
7831,,NaN,NaN,,,NaN,,,,,,NaN,
7832,103,NaN,NaN,98,13,NaN,80,12,137,65,31,NaN,64
7833,,NaN,NaN,,,NaN,,,,,,NaN,
7834,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,64
7835,,NaN,NaN,,,NaN,,,,,,NaN,
7836,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,64
7837,,NaN,NaN,,,NaN,,,,,,NaN,
7838,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,64
7839,,NaN,NaN,,,NaN,,,,,,NaN,
7840,102,NaN,NaN,98,13,NaN,79,12,134,65,31,NaN,64
7841,,NaN,NaN,,,NaN,,,,,,NaN,
7842,102,NaN,NaN,98,14,NaN,80,12,135,64,31,NaN,64
7843,,NaN,NaN,,,NaN,,,,,,NaN,
7844,102,NaN,NaN,98,14,NaN,80,12,135,64,31,NaN,64
7845,,NaN,NaN,,,NaN,,,,,,NaN,
7846,103,NaN,NaN,98,14,NaN,81,12,136,64,31,NaN,64
7847,,NaN,NaN,,,NaN,,,,,,NaN,
7848,102,NaN,NaN,98,14,NaN,80,12,135,64,31,NaN,64
7849,,NaN,NaN,,,NaN,,,,,,NaN,
7850,102,NaN,NaN,98,13,NaN,79,12,134,65,31,NaN,64
7851,,NaN,NaN,,,NaN,,,,,,NaN,
7852,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,65
7853,,NaN,NaN,,,NaN,,,,,,NaN,
7854,102,NaN,NaN,98,13,NaN,79,12,134,65,31,NaN,65
7855,,NaN,NaN,,,NaN,,,,,,NaN,
7856,102,NaN,NaN,98,13,NaN,79,12,135,65,31,NaN,65
7857,,NaN,NaN,,,NaN,,,,,,NaN,
7858,102,NaN,NaN,98,13,NaN,79,12,135,65,31,NaN,64
7859,,NaN,NaN,,,NaN,,,,,,NaN,
7860,101,NaN,NaN,98,14,NaN,78,12,134,65,31,NaN,64
7861,,NaN,NaN,,,NaN,,,,,,NaN,
7862,102,NaN,NaN,98,14,NaN,79,12,135,64,31,NaN,64
7863,,NaN,NaN,,,NaN,,,,,,NaN,
7864,102,NaN,NaN,98,13,NaN,80,12,135,64,31,NaN,63
7865,,NaN,NaN,,,NaN,,,,,,NaN,
7866,102,NaN,NaN,98,13,NaN,80,12,137,64,31,NaN,63
7867,,NaN,NaN,,,NaN,,,,,,NaN,
7868,103,NaN,NaN,98,13,NaN,81,12,139,64,31,NaN,63
7869,,NaN,NaN,,,NaN,,,,,,NaN,
7870,105,NaN,NaN,98,13,NaN,84,12,138,64,31,NaN,64
7871,,NaN,NaN,,,NaN,,,,,,NaN,
7872,103,NaN,NaN,98,13,NaN,80,12,140,65,31,NaN,64
7873,,NaN,NaN,,,NaN,,,,,,NaN,
7874,101,NaN,NaN,98,13,NaN,78,12,134,65,31,NaN,66
7875,,NaN,NaN,,,NaN,,,,,,NaN,
7876,101,NaN,NaN,98,14,NaN,79,12,133,64,31,NaN,65
7877,,NaN,NaN,,,NaN,,,,,,NaN,
7878,101,NaN,NaN,98,14,NaN,79,12,133,64,31,NaN,65
7879,,NaN,NaN,,,NaN,,,,,,NaN,
7880,100,NaN,NaN,98,13,NaN,79,12,132,64,31,NaN,65
7881,,NaN,NaN,,,NaN,,,,,,NaN,
7882,101,NaN,NaN,98,13,NaN,79,12,133,64,31,NaN,65
7883,,NaN,NaN,,,NaN,,,,,,NaN,
7884,100,NaN,NaN,98,13,NaN,78,12,131,65,31,NaN,65
7885,,NaN,NaN,,,NaN,,,,,,NaN,
7886,100,NaN,NaN,98,13,NaN,78,12,131,65,31,NaN,65
7887,,NaN,NaN,,,NaN,,,,,,NaN,
7888,100,NaN,NaN,98,13,NaN,78,12,131,65,31,NaN,65
7889,,NaN,NaN,,,NaN,,,,,,NaN,
7890,99,NaN,NaN,98,13,NaN,77,12,130,65,31,NaN,65
7891,,NaN,NaN,,,NaN,,,,,,NaN,
7892,99,NaN,NaN,98,13,NaN,78,12,130,65,31,NaN,65
7893,,NaN,NaN,,,NaN,,,,,,NaN,
7894,98,NaN,NaN,98,13,NaN,77,12,129,65,31,NaN,65
7895,,NaN,NaN,,,NaN,,,,,,NaN,
7896,98,NaN,NaN,98,13,NaN,77,12,129,65,31,NaN,65
7897,,NaN,NaN,,,NaN,,,,,,NaN,
7898,98,NaN,NaN,98,13,NaN,77,12,129,65,31,NaN,65
7899,,NaN,NaN,,,NaN,,,,,,NaN,
7900,98,NaN,NaN,98,13,NaN,77,12,128,65,31,NaN,65
7901,,NaN,NaN,,,NaN,,,,,,NaN,
7902,98,NaN,NaN,98,13,NaN,77,12,129,65,31,NaN,65
7903,,NaN,NaN,,,NaN,,,,,,NaN,
7904,98,NaN,NaN,98,13,NaN,76,12,128,65,31,NaN,65
7905,,NaN,NaN,,,NaN,,,,,,NaN,
7906,98,NaN,NaN,98,13,NaN,77,12,128,66,31,NaN,65
7907,,NaN,NaN,,,NaN,,,,,,NaN,
7908,98,NaN,NaN,98,13,NaN,77,12,129,66,31,NaN,65
7909,,NaN,NaN,,,NaN,,,,,,NaN,
7910,98,NaN,NaN,98,13,NaN,76,12,128,66,31,NaN,65
7911,,NaN,NaN,,,NaN,,,,,,NaN,
7912,98,NaN,NaN,98,13,NaN,77,12,129,66,31,NaN,65
7913,,NaN,NaN,,,NaN,,,,,,NaN,
7914,98,NaN,NaN,98,13,NaN,77,12,129,66,31,NaN,65
7915,,NaN,NaN,,,NaN,,,,,,NaN,
7916,98,NaN,NaN,98,13,NaN,77,12,129,65,31,NaN,65
7917,,NaN,NaN,,,NaN,,,,,,NaN,
7918,99,NaN,NaN,98,13,NaN,77,12,130,65,31,NaN,65
7919,,NaN,NaN,,,NaN,,,,,,NaN,
7920,99,NaN,NaN,98,13,NaN,78,12,130,65,31,NaN,64
7921,,NaN,NaN,,,NaN,,,,,,NaN,
7922,100,NaN,NaN,98,13,NaN,79,12,132,65,31,NaN,64
7923,,NaN,NaN,,,NaN,,,,,,NaN,
7924,100,NaN,NaN,98,13,NaN,79,12,131,65,31,NaN,65
7925,,NaN,NaN,,,NaN,,,,,,NaN,
7926,100,NaN,NaN,98,13,NaN,79,12,132,65,31,NaN,65
7927,,NaN,NaN,,,NaN,,,,,,NaN,
7928,101,NaN,NaN,98,13,NaN,79,12,132,65,31,NaN,65
7929,,NaN,NaN,,,NaN,,,,,,NaN,
7930,100,NaN,NaN,98,13,NaN,79,12,132,65,31,NaN,65
7931,,NaN,NaN,,,NaN,,,,,,NaN,
7932,101,NaN,NaN,98,13,NaN,79,12,132,65,31,NaN,65
7933,,NaN,NaN,,,NaN,,,,,,NaN,
7934,101,NaN,NaN,98,13,NaN,79,12,131,65,31,NaN,64
7935,,NaN,NaN,,,NaN,,,,,,NaN,
7936,101,NaN,NaN,98,13,NaN,79,12,132,65,31,NaN,64
7937,,NaN,NaN,,,NaN,,,,,,NaN,
7938,101,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,64
7939,,NaN,NaN,,,NaN,,,,,,NaN,
7940,101,NaN,NaN,98,13,NaN,80,12,134,64,31,NaN,64
7941,,NaN,NaN,,,NaN,,,,,,NaN,
7942,102,NaN,NaN,98,13,NaN,81,12,135,64,31,NaN,64
7943,,NaN,NaN,,,NaN,,,,,,NaN,
7944,102,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,64
7945,,NaN,NaN,,,NaN,,,,,,NaN,
7946,102,NaN,NaN,98,13,NaN,81,12,135,65,31,NaN,64
7947,,NaN,NaN,,,NaN,,,,,,NaN,
7948,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,64
7949,,NaN,NaN,,,NaN,,,,,,NaN,
7950,102,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,64
7951,,NaN,NaN,,,NaN,,,,,,NaN,
7952,102,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,64
7953,,NaN,NaN,,,NaN,,,,,,NaN,
7954,102,NaN,NaN,98,13,NaN,79,12,134,65,31,NaN,64
7955,,NaN,NaN,,,NaN,,,,,,NaN,
7956,102,NaN,NaN,98,13,NaN,79,12,134,65,31,NaN,64
7957,,NaN,NaN,,,NaN,,,,,,NaN,
7958,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,64
7959,,NaN,NaN,,,NaN,,,,,,NaN,
7960,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,65
7961,,NaN,NaN,,,NaN,,,,,,NaN,
7962,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,65
7963,,NaN,NaN,,,NaN,,,,,,NaN,
7964,102,NaN,NaN,98,13,NaN,79,12,134,65,31,NaN,64
7965,,NaN,NaN,,,NaN,,,,,,NaN,
7966,101,NaN,NaN,98,13,NaN,79,12,134,65,31,NaN,64
7967,,NaN,NaN,,,NaN,,,,,,NaN,
7968,102,NaN,NaN,98,13,NaN,79,12,136,64,31,NaN,63
7969,,NaN,NaN,,,NaN,,,,,,NaN,
7970,102,NaN,NaN,98,13,NaN,80,12,136,64,31,NaN,64
7971,,NaN,NaN,,,NaN,,,,,,NaN,
7972,102,NaN,NaN,98,13,NaN,80,12,137,64,31,NaN,64
7973,,NaN,NaN,,,NaN,,,,,,NaN,
7974,102,NaN,NaN,98,13,NaN,80,12,135,64,31,NaN,64
7975,,NaN,NaN,,,NaN,,,,,,NaN,
7976,102,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,64
7977,,NaN,NaN,,,NaN,,,,,,NaN,
7978,102,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,64
7979,,NaN,NaN,,,NaN,,,,,,NaN,
7980,101,NaN,NaN,98,13,NaN,79,12,132,65,31,NaN,64
7981,,NaN,NaN,,,NaN,,,,,,NaN,
7982,101,NaN,NaN,98,13,NaN,79,12,133,65,31,NaN,64
7983,,NaN,NaN,,,NaN,,,,,,NaN,
7984,101,NaN,NaN,98,13,NaN,79,12,132,65,31,NaN,64
7985,,NaN,NaN,,,NaN,,,,,,NaN,
7986,101,NaN,NaN,98,13,NaN,80,12,133,65,31,NaN,64
7987,,NaN,NaN,,,NaN,,,,,,NaN,
7988,101,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,65
7989,,NaN,NaN,,,NaN,,,,,,NaN,
7990,101,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,65
7991,,NaN,NaN,,,NaN,,,,,,NaN,
7992,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,65
7993,,NaN,NaN,,,NaN,,,,,,NaN,
7994,101,NaN,NaN,98,13,NaN,79,12,134,65,31,NaN,65
7995,,NaN,NaN,,,NaN,,,,,,NaN,
7996,101,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,65
7997,,NaN,NaN,,,NaN,,,,,,NaN,
7998,102,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,65
7999,,NaN,NaN,,,NaN,,,,,,NaN,
8000,101,NaN,NaN,98,13,NaN,79,12,133,65,31,NaN,64
8001,,NaN,NaN,,,NaN,,,,,,NaN,
8002,102,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,64
8003,,NaN,NaN,,,NaN,,,,,,NaN,
8004,101,NaN,NaN,98,13,NaN,79,12,132,65,31,NaN,64
8005,,NaN,NaN,,,NaN,,,,,,NaN,
8006,101,NaN,NaN,98,13,NaN,79,12,133,65,31,NaN,64
8007,,NaN,NaN,,,NaN,,,,,,NaN,
8008,101,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,64
8009,,NaN,NaN,,,NaN,,,,,,NaN,
8010,101,NaN,NaN,98,13,NaN,79,12,134,65,31,NaN,64
8011,,NaN,NaN,,,NaN,,,,,,NaN,
8012,102,NaN,NaN,98,13,NaN,80,12,135,64,31,NaN,64
8013,,NaN,NaN,,,NaN,,,,,,NaN,
8014,101,NaN,NaN,98,13,NaN,79,12,133,65,31,NaN,64
8015,,NaN,NaN,,,NaN,,,,,,NaN,
8016,101,NaN,NaN,98,13,NaN,80,12,133,65,31,NaN,64
8017,,NaN,NaN,,,NaN,,,,,,NaN,
8018,101,NaN,NaN,98,13,NaN,79,12,133,65,31,NaN,64
8019,,NaN,NaN,,,NaN,,,,,,NaN,
8020,101,NaN,NaN,98,13,NaN,79,12,132,65,31,NaN,65
8021,,NaN,NaN,,,NaN,,,,,,NaN,
8022,101,NaN,NaN,98,13,NaN,79,12,133,65,31,NaN,65
8023,,NaN,NaN,,,NaN,,,,,,NaN,
8024,100,NaN,NaN,98,13,NaN,78,12,132,65,31,NaN,64
8025,,NaN,NaN,,,NaN,,,,,,NaN,
8026,100,NaN,NaN,98,13,NaN,78,12,131,65,31,NaN,64
8027,,NaN,NaN,,,NaN,,,,,,NaN,
8028,100,NaN,NaN,98,13,NaN,78,12,132,65,31,NaN,64
8029,,NaN,NaN,,,NaN,,,,,,NaN,
8030,100,NaN,NaN,98,13,NaN,78,12,132,64,31,NaN,64
8031,,NaN,NaN,,,NaN,,,,,,NaN,
8032,101,NaN,NaN,98,13,NaN,79,12,134,64,31,NaN,64
8033,,NaN,NaN,,,NaN,,,,,,NaN,
8034,100,NaN,NaN,98,13,NaN,78,12,133,64,31,NaN,64
8035,,NaN,NaN,,,NaN,,,,,,NaN,
8036,100,NaN,NaN,98,13,NaN,79,12,132,64,31,NaN,64
8037,,NaN,NaN,,,NaN,,,,,,NaN,
8038,101,NaN,NaN,98,13,NaN,79,12,133,65,31,NaN,64
8039,,NaN,NaN,,,NaN,,,,,,NaN,
8040,101,NaN,NaN,98,13,NaN,79,12,133,65,31,NaN,64
8041,,NaN,NaN,,,NaN,,,,,,NaN,
8042,102,NaN,NaN,98,13,NaN,81,12,137,65,31,NaN,64
8043,,NaN,NaN,,,NaN,,,,,,NaN,
8044,102,NaN,NaN,98,13,NaN,80,12,137,65,31,NaN,64
8045,,NaN,NaN,,,NaN,,,,,,NaN,
8046,102,NaN,NaN,98,13,NaN,81,12,137,65,31,NaN,64
8047,,NaN,NaN,,,NaN,,,,,,NaN,
8048,103,NaN,NaN,98,13,NaN,80,12,136,65,31,NaN,64
8049,,NaN,NaN,,,NaN,,,,,,NaN,
8050,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,64
8051,,NaN,NaN,,,NaN,,,,,,NaN,
8052,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,64
8053,,NaN,NaN,,,NaN,,,,,,NaN,
8054,102,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,64
8055,,NaN,NaN,,,NaN,,,,,,NaN,
8056,102,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,64
8057,,NaN,NaN,,,NaN,,,,,,NaN,
8058,102,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,64
8059,,NaN,NaN,,,NaN,,,,,,NaN,
8060,101,NaN,NaN,98,13,NaN,79,12,133,65,31,NaN,64
8061,,NaN,NaN,,,NaN,,,,,,NaN,
8062,101,NaN,NaN,98,13,NaN,79,12,133,65,31,NaN,64
8063,,NaN,NaN,,,NaN,,,,,,NaN,
8064,101,NaN,NaN,98,13,NaN,80,12,133,65,31,NaN,64
8065,,NaN,NaN,,,NaN,,,,,,NaN,
8066,101,NaN,NaN,98,13,NaN,80,12,134,64,31,NaN,64
8067,,NaN,NaN,,,NaN,,,,,,NaN,
8068,102,NaN,NaN,98,13,NaN,80,12,135,64,31,NaN,64
8069,,NaN,NaN,,,NaN,,,,,,NaN,
8070,102,NaN,NaN,98,13,NaN,80,12,135,64,31,NaN,64
8071,,NaN,NaN,,,NaN,,,,,,NaN,
8072,103,NaN,NaN,98,13,NaN,81,12,137,64,31,NaN,64
8073,,NaN,NaN,,,NaN,,,,,,NaN,
8074,102,NaN,NaN,98,13,NaN,80,12,135,64,31,NaN,64
8075,,NaN,NaN,,,NaN,,,,,,NaN,
8076,102,NaN,NaN,98,13,NaN,80,12,135,64,31,NaN,64
8077,,NaN,NaN,,,NaN,,,,,,NaN,
8078,103,NaN,NaN,98,13,NaN,80,12,136,65,31,NaN,64
8079,,NaN,NaN,,,NaN,,,,,,NaN,
8080,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,64
8081,,NaN,NaN,,,NaN,,,,,,NaN,
8082,102,NaN,NaN,98,13,NaN,80,12,135,65,31,NaN,64
8083,,NaN,NaN,,,NaN,,,,,,NaN,
8084,102,NaN,NaN,98,13,NaN,80,12,133,65,31,NaN,64
8085,,NaN,NaN,,,NaN,,,,,,NaN,
8086,101,NaN,NaN,98,13,NaN,80,12,134,65,31,NaN,64
8087,,NaN,NaN,,,NaN,,,,,,NaN,
8088,102,NaN,NaN,98,13,NaN,79,12,134,65,31,NaN,64
8089,,NaN,NaN,,,NaN,,,,,,NaN,
8090,101,NaN,NaN,98,13,NaN,79,12,133,65,31,NaN,64
8091,,NaN,NaN,,,NaN,,,,,,NaN,
8092,101,NaN,NaN,98,13,NaN,79,12,133,64,31,NaN,64
8093,,NaN,NaN,,,NaN,,,,,,NaN,
8094,100,NaN,NaN,98,13,NaN,79,12,132,64,31,NaN,64
8095,,NaN,NaN,,,NaN,,,,,,NaN,
8096,101,NaN,NaN,98,13,NaN,79,12,133,64,31,NaN,64
8097,,NaN,NaN,,,NaN,,,,,,NaN,
8098,101,NaN,NaN,98,13,NaN,79,12,134,64,31,NaN,64
8099,,NaN,NaN,,,NaN,,,,,,NaN,
8100,101,NaN,NaN,98,13,NaN,79,12,133,64,31,NaN,64
8101,,NaN,NaN,,,NaN,,,,,,NaN,
8102,101,NaN,NaN,98,14,NaN,80,12,134,65,31,NaN,64
8103,,NaN,NaN,,,NaN,,,,,,NaN,
8104,101,NaN,NaN,98,14,NaN,80,12,134,65,31,NaN,64
8105,,NaN,NaN,,,NaN,,,,,,NaN,
8106,101,NaN,NaN,98,14,NaN,80,12,134,65,31,NaN,64
8107,,NaN,NaN,,,NaN,,,,,,NaN,
