time,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/CVP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,SNUADC/CVP,SNUADC/ECG_II,Solar8000/ART_SBP,SNUADC/ART
26856,,,,,,,,NaN,,NaN,NaN,,NaN
26857,68,13,67,102,37,-62,72,NaN,100,NaN,NaN,144,NaN
26858,,,,,,,,NaN,,NaN,NaN,,NaN
26859,68,13,68,102,37,-62,73,NaN,100,NaN,NaN,144,NaN
26860,,,,,,,,NaN,,NaN,NaN,,NaN
26861,69,13,68,102,37,-62,73,NaN,100,NaN,NaN,144,NaN
26862,,,,,,,,NaN,,NaN,NaN,,NaN
26863,69,13,69,108,37,-62,80,NaN,100,NaN,NaN,157,NaN
26864,,,,,,,,NaN,,NaN,NaN,,NaN
26865,69,13,69,112,37,-62,82,NaN,100,NaN,NaN,165,NaN
26866,,,,,,,,NaN,,NaN,NaN,,NaN
26867,69,13,69,112,31,-62,79,NaN,100,NaN,NaN,163,NaN
26868,,,,,,,,NaN,,NaN,NaN,,NaN
26869,69,13,68,111,31,-62,76,NaN,100,NaN,NaN,161,NaN
26870,,,,,,,,NaN,,NaN,NaN,,NaN
26871,68,13,68,109,31,-62,75,NaN,100,NaN,NaN,156,NaN
26872,,,,,,,,NaN,,NaN,NaN,,NaN
26873,68,14,67,108,38,-62,76,NaN,100,NaN,NaN,155,NaN
26874,,,,,,,,NaN,,NaN,NaN,,NaN
26875,68,14,67,110,38,-62,79,NaN,100,NaN,NaN,160,NaN
26876,,,,,,,,NaN,,NaN,NaN,,NaN
26877,68,14,67,110,38,-62,79,NaN,100,NaN,NaN,160,NaN
26878,,,,,,,,NaN,,NaN,NaN,,NaN
26879,68,14,68,114,38,-62,79,NaN,100,NaN,NaN,167,NaN
26880,,,,,,,,NaN,,NaN,NaN,,NaN
26881,69,15,68,111,37,-62,76,NaN,100,NaN,NaN,159,NaN
26882,,,,,,,,NaN,,NaN,NaN,,NaN
26883,69,15,68,108,37,-62,74,NaN,100,NaN,NaN,154,NaN
26884,,,,,,,,NaN,,NaN,NaN,,NaN
26885,69,15,68,104,37,-63,70,NaN,100,NaN,NaN,144,NaN
26886,,,,,,,,NaN,,NaN,NaN,,NaN
26887,69,15,68,98,38,-63,67,NaN,100,NaN,NaN,135,NaN
26888,,,,,,,,NaN,,NaN,NaN,,NaN
26889,69,15,69,94,38,-63,63,NaN,100,NaN,NaN,130,NaN
26890,,,,,,,,NaN,,NaN,NaN,,NaN
26891,70,15,70,92,38,-63,65,NaN,100,NaN,NaN,127,NaN
26892,,,,,,,,NaN,,NaN,NaN,,NaN
26893,71,15,70,97,38,-63,72,NaN,100,NaN,NaN,139,NaN
26894,,,,,,,,NaN,,NaN,NaN,,NaN
26895,71,15,71,97,37,-63,71,NaN,100,NaN,NaN,134,NaN
26896,,,,,,,,NaN,,NaN,NaN,,NaN
26897,71,15,71,100,37,-63,72,NaN,100,NaN,NaN,142,NaN
26898,,,,,,,,NaN,,NaN,NaN,,NaN
26899,71,15,71,100,37,-63,72,NaN,100,NaN,NaN,139,NaN
26900,,,,,,,,NaN,,NaN,NaN,,NaN
26901,71,15,71,97,38,-63,69,NaN,100,NaN,NaN,133,NaN
26902,,,,,,,,NaN,,NaN,NaN,,NaN
26903,70,15,70,99,38,-63,70,NaN,100,NaN,NaN,143,NaN
26904,,,,,,,,NaN,,NaN,NaN,,NaN
26905,71,15,70,102,38,-63,75,NaN,100,NaN,NaN,145,NaN
26906,,,,,,,,NaN,,NaN,NaN,,NaN
26907,71,15,70,106,38,-63,78,NaN,100,NaN,NaN,154,NaN
26908,,,,,,,,NaN,,NaN,NaN,,NaN
26909,70,17,70,106,38,-63,77,NaN,100,NaN,NaN,150,NaN
26910,,,,,,,,NaN,,NaN,NaN,,NaN
26911,71,17,71,105,38,-63,76,NaN,100,NaN,NaN,149,NaN
26912,,,,,,,,NaN,,NaN,NaN,,NaN
26913,72,17,71,104,38,-63,73,NaN,100,NaN,NaN,146,NaN
26914,,,,,,,,NaN,,NaN,NaN,,NaN
26915,71,17,72,102,38,-63,73,NaN,100,NaN,NaN,139,NaN
26916,,,,,,,,NaN,,NaN,NaN,,NaN
26917,73,,73,105,,-63,76,NaN,100,NaN,NaN,151,NaN
26918,,,,,,,,NaN,,NaN,NaN,,NaN
26919,74,,74,107,,-63,78,NaN,100,NaN,NaN,153,NaN
26920,,,,,,,,NaN,,NaN,NaN,,NaN
26921,74,,74,108,,-63,78,NaN,100,NaN,NaN,154,NaN
26922,,,,,,,,NaN,,NaN,NaN,,NaN
26923,76,,74,108,,-63,75,NaN,100,NaN,NaN,154,NaN
26924,,,,,,,,NaN,,NaN,NaN,,NaN
26925,75,,74,105,,-63,72,NaN,100,NaN,NaN,146,NaN
26926,,,,,,,,NaN,,NaN,NaN,,NaN
26927,74,,74,103,,-63,71,NaN,100,NaN,NaN,146,NaN
26928,,,,,,,,NaN,,NaN,NaN,,NaN
26929,75,,74,102,,-63,71,NaN,100,NaN,NaN,144,NaN
26930,,,,,,,,NaN,,NaN,NaN,,NaN
26931,75,,75,102,,-63,71,NaN,100,NaN,NaN,144,NaN
26932,,,,,,,,NaN,,NaN,NaN,,NaN
26933,75,,75,106,,-64,77,NaN,100,NaN,NaN,153,NaN
26934,,,,,,,,NaN,,NaN,NaN,,NaN
26935,75,,74,108,,-64,79,NaN,100,NaN,NaN,157,NaN
26936,,,,,,,,NaN,,NaN,NaN,,NaN
26937,75,,75,109,,-64,79,NaN,100,NaN,NaN,155,NaN
26938,,,,,,,,NaN,,NaN,NaN,,NaN
26939,75,,75,109,,-64,79,NaN,100,NaN,NaN,155,NaN
26940,,,,,,,,NaN,,NaN,NaN,,NaN
26941,75,,75,104,,-64,71,NaN,100,NaN,NaN,144,NaN
26942,,,,,,,,NaN,,NaN,NaN,,NaN
26943,75,,74,103,,-63,72,NaN,100,NaN,NaN,145,NaN
26944,,,,,,,,NaN,,NaN,NaN,,NaN
26945,75,,75,104,,-63,75,NaN,100,NaN,NaN,147,NaN
26946,,,,,,,,NaN,,NaN,NaN,,NaN
26947,75,,75,107,,-63,78,NaN,100,NaN,NaN,153,NaN
26948,,,,,,,,NaN,,NaN,NaN,,NaN
26949,76,,75,110,,-63,81,NaN,100,NaN,NaN,158,NaN
26950,,,,,,,,NaN,,NaN,NaN,,NaN
26951,76,,75,113,,-63,83,NaN,100,NaN,NaN,164,NaN
26952,,,,,,,,NaN,,NaN,NaN,,NaN
26953,76,,75,115,,-64,83,NaN,100,NaN,NaN,163,NaN
26954,,,,,,,,NaN,,NaN,NaN,,NaN
26955,76,,75,114,,-64,80,NaN,100,NaN,NaN,160,NaN
26956,,,,,,,,NaN,,NaN,NaN,,NaN
26957,76,,76,114,,-64,82,NaN,100,NaN,NaN,161,NaN
26958,,,,,,,,NaN,,NaN,NaN,,NaN
26959,77,,76,112,,-64,78,NaN,100,NaN,NaN,156,NaN
26960,,,,,,,,NaN,,NaN,NaN,,NaN
26961,77,,76,106,,-64,72,NaN,100,NaN,NaN,148,NaN
26962,,,,,,,,NaN,,NaN,NaN,,NaN
26963,76,,75,101,,-64,70,NaN,100,NaN,NaN,139,NaN
26964,,,,,,,,NaN,,NaN,NaN,,NaN
26965,75,,75,101,,-64,70,NaN,100,NaN,NaN,139,NaN
26966,,,,,,,,NaN,,NaN,NaN,,NaN
26967,75,,75,112,,-64,86,NaN,100,NaN,NaN,161,NaN
26968,,,,,,,,NaN,,NaN,NaN,,NaN
26969,76,,77,121,,-64,92,NaN,100,NaN,NaN,173,NaN
26970,,,,,,,,NaN,,NaN,NaN,,NaN
26971,79,,78,124,,-64,92,NaN,100,NaN,NaN,175,NaN
26972,,,,,,,,NaN,,NaN,NaN,,NaN
26973,81,,80,124,,-64,89,NaN,100,NaN,NaN,172,NaN
26974,,,,,,,,NaN,,NaN,NaN,,NaN
26975,82,,82,121,,-64,84,NaN,100,NaN,NaN,166,NaN
26976,,,,,,,,NaN,,NaN,NaN,,NaN
26977,82,,82,118,,-64,79,NaN,100,NaN,NaN,163,NaN
26978,,,,,,,,NaN,,NaN,NaN,,NaN
26979,82,,82,113,,-64,77,NaN,100,NaN,NaN,155,NaN
26980,,,,,,,,NaN,,NaN,NaN,,NaN
26981,82,,81,111,,-64,79,NaN,100,NaN,NaN,154,NaN
26982,,,,,,,,NaN,,NaN,NaN,,NaN
26983,82,,81,116,,-64,87,NaN,100,NaN,NaN,165,NaN
26984,,,,,,,,NaN,,NaN,NaN,,NaN
26985,82,,81,123,,-64,92,NaN,100,NaN,NaN,174,NaN
26986,,,,,,,,NaN,,NaN,NaN,,NaN
26987,82,,82,126,,-64,93,NaN,100,NaN,NaN,178,NaN
26988,,,,,,,,NaN,,NaN,NaN,,NaN
26989,83,,83,125,,-64,91,NaN,100,NaN,NaN,175,NaN
26990,,,,,,,,NaN,,NaN,NaN,,NaN
26991,84,,83,121,,-64,86,NaN,100,NaN,NaN,163,NaN
26992,,,,,,,,NaN,,NaN,NaN,,NaN
26993,84,,83,119,,-64,84,NaN,100,NaN,NaN,165,NaN
26994,,,,,,,,NaN,,NaN,NaN,,NaN
26995,83,,83,116,,-64,82,NaN,100,NaN,NaN,160,NaN
26996,,,,,,,,NaN,,NaN,NaN,,NaN
26997,83,,82,116,,-64,82,NaN,100,NaN,NaN,160,NaN
26998,,,,,,,,NaN,,NaN,NaN,,NaN
26999,83,,82,115,,-64,84,NaN,100,NaN,NaN,160,NaN
27000,,,,,,,,NaN,,NaN,NaN,,NaN
27001,83,,82,119,,-64,90,NaN,100,NaN,NaN,168,NaN
27002,,,,,,,,NaN,,NaN,NaN,,NaN
27003,84,,83,121,,-64,87,NaN,100,NaN,NaN,169,NaN
27004,,,,,,,,NaN,,NaN,NaN,,NaN
27005,84,,84,126,,-64,95,NaN,100,NaN,NaN,175,NaN
27006,,,,,,,,NaN,,NaN,NaN,,NaN
27007,84,,84,126,,-64,90,NaN,100,NaN,NaN,177,NaN
27008,,,,,,,,NaN,,NaN,NaN,,NaN
27009,85,,84,122,,-64,85,NaN,100,NaN,NaN,168,NaN
27010,,,,,,,,NaN,,NaN,NaN,,NaN
27011,84,,82,114,,-64,75,NaN,100,NaN,NaN,154,NaN
27012,,,,,,,,NaN,,NaN,NaN,,NaN
27013,82,,82,111,,-64,77,NaN,100,NaN,NaN,152,NaN
27014,,,,,,,,NaN,,NaN,NaN,,NaN
27015,81,,81,111,,-64,80,NaN,100,NaN,NaN,156,NaN
27016,,,,,,,,NaN,,NaN,NaN,,NaN
27017,81,,81,110,,-64,79,NaN,100,NaN,NaN,152,NaN
27018,,,,,,,,NaN,,NaN,NaN,,NaN
27019,81,,81,113,,-64,83,NaN,100,NaN,NaN,161,NaN
27020,,,,,,,,NaN,,NaN,NaN,,NaN
27021,82,,82,115,,-64,84,NaN,100,NaN,NaN,162,NaN
27022,,,,,,,,NaN,,NaN,NaN,,NaN
27023,82,,81,118,,-64,88,NaN,100,NaN,NaN,167,NaN
27024,,,,,,,,NaN,,NaN,NaN,,NaN
27025,82,,81,122,,-64,91,NaN,100,NaN,NaN,173,NaN
27026,,,,,,,,NaN,,NaN,NaN,,NaN
27027,83,,82,126,,-64,93,NaN,100,NaN,NaN,176,NaN
27028,,,,,,,,NaN,,NaN,NaN,,NaN
27029,83,,83,126,,-64,91,NaN,100,NaN,NaN,176,NaN
27030,,,,,,,,NaN,,NaN,NaN,,NaN
27031,84,,84,123,,-64,87,NaN,100,NaN,NaN,169,NaN
27032,,,,,,,,NaN,,NaN,NaN,,NaN
27033,85,,84,117,,-64,81,NaN,100,NaN,NaN,160,NaN
27034,,,,,,,,NaN,,NaN,NaN,,NaN
27035,85,,84,115,,-64,82,NaN,100,NaN,NaN,160,NaN
27036,,,,,,,,NaN,,NaN,NaN,,NaN
27037,85,,84,112,,-65,81,NaN,100,NaN,NaN,151,NaN
27038,,,,,,,,NaN,,NaN,NaN,,NaN
27039,84,,84,117,,-65,87,NaN,100,NaN,NaN,166,NaN
27040,,,,,,,,NaN,,NaN,NaN,,NaN
27041,84,,84,120,,-65,87,NaN,100,NaN,NaN,171,NaN
27042,,,,,,,,NaN,,NaN,NaN,,NaN
27043,85,,84,119,,-65,86,NaN,100,NaN,NaN,167,NaN
27044,,,,,,,,NaN,,NaN,NaN,,NaN
27045,85,,85,122,,-65,87,NaN,100,NaN,NaN,171,NaN
27046,,,,,,,,NaN,,NaN,NaN,,NaN
27047,86,,85,120,,-65,84,NaN,100,NaN,NaN,168,NaN
27048,,,,,,,,NaN,,NaN,NaN,,NaN
27049,86,,85,118,,-64,84,NaN,100,NaN,NaN,165,NaN
27050,,,,,,,,NaN,,NaN,NaN,,NaN
27051,85,,85,119,,-64,85,NaN,100,NaN,NaN,166,NaN
27052,,,,,,,,NaN,,NaN,NaN,,NaN
27053,82,,85,115,,-64,82,NaN,100,NaN,NaN,158,NaN
27054,,,,,,,,NaN,,NaN,NaN,,NaN
27055,81,,84,120,,-64,87,NaN,100,NaN,NaN,170,NaN
27056,,,,,,,,NaN,,NaN,NaN,,NaN
27057,81,,84,124,,-64,91,NaN,100,NaN,NaN,175,NaN
27058,,,,,,,,NaN,,NaN,NaN,,NaN
27059,82,,84,123,,-64,88,NaN,100,NaN,NaN,170,NaN
27060,,,,,,,,NaN,,NaN,NaN,,NaN
27061,85,,84,125,,-64,87,NaN,100,NaN,NaN,173,NaN
27062,,,,,,,,NaN,,NaN,NaN,,NaN
27063,85,,84,122,,-64,83,NaN,100,NaN,NaN,170,NaN
27064,,,,,,,,NaN,,NaN,NaN,,NaN
27065,84,,84,114,,-64,77,NaN,100,NaN,NaN,156,NaN
27066,,,,,,,,NaN,,NaN,NaN,,NaN
27067,83,,83,111,,-64,86,NaN,100,NaN,NaN,148,NaN
27068,,,,,,,,NaN,,NaN,NaN,,NaN
27069,82,,82,109,,-64,75,NaN,100,NaN,NaN,154,NaN
27070,,,,,,,,NaN,,NaN,NaN,,NaN
27071,82,,81,110,,-64,72,NaN,100,NaN,NaN,178,NaN
27072,,,,,,,,NaN,,NaN,NaN,,NaN
27073,82,,81,109,,-64,78,NaN,100,NaN,NaN,155,NaN
27074,,,,,,,,NaN,,NaN,NaN,,NaN
27075,83,,81,109,,-64,78,NaN,100,NaN,NaN,154,NaN
27076,,,,,,,,NaN,,NaN,NaN,,NaN
27077,82,,81,110,,-64,81,NaN,100,NaN,NaN,154,NaN
27078,,,,,,,,NaN,,NaN,NaN,,NaN
27079,82,,81,120,,-64,89,NaN,100,NaN,NaN,173,NaN
27080,,,,,,,,NaN,,NaN,NaN,,NaN
27081,82,,81,121,,-64,88,NaN,100,NaN,NaN,170,NaN
27082,,,,,,,,NaN,,NaN,NaN,,NaN
27083,83,,82,120,,-64,88,NaN,100,NaN,NaN,165,NaN
27084,,,,,,,,NaN,,NaN,NaN,,NaN
27085,83,,82,116,,-64,83,NaN,99,NaN,NaN,157,NaN
27086,,,,,,,,NaN,,NaN,NaN,,NaN
27087,83,,82,119,,-64,86,NaN,100,NaN,NaN,168,NaN
27088,,,,,,,,NaN,,NaN,NaN,,NaN
27089,83,,83,117,,-64,80,NaN,100,NaN,NaN,165,NaN
27090,,,,,,,,NaN,,NaN,NaN,,NaN
27091,83,,83,115,,-64,80,NaN,100,NaN,NaN,162,NaN
27092,,,,,,,,NaN,,NaN,NaN,,NaN
27093,83,,83,115,,-64,80,NaN,100,NaN,NaN,163,NaN
27094,,,,,,,,NaN,,NaN,NaN,,NaN
27095,82,,82,110,,-64,74,NaN,100,NaN,NaN,150,NaN
27096,,,,,,,,NaN,,NaN,NaN,,NaN
27097,82,,81,113,,-64,81,NaN,100,NaN,NaN,162,NaN
27098,,,,,,,,NaN,,NaN,NaN,,NaN
27099,83,,81,114,,-64,83,NaN,100,NaN,NaN,162,NaN
27100,,,,,,,,NaN,,NaN,NaN,,NaN
27101,82,,81,118,,-64,87,NaN,100,NaN,NaN,167,NaN
27102,,,,,,,,NaN,,NaN,NaN,,NaN
27103,82,,82,126,,-64,92,NaN,100,NaN,NaN,183,NaN
27104,,,,,,,,NaN,,NaN,NaN,,NaN
27105,82,,82,124,,-64,85,NaN,100,NaN,NaN,173,NaN
27106,,,,,,,,NaN,,NaN,NaN,,NaN
27107,83,,83,121,,-64,82,NaN,100,NaN,NaN,170,NaN
27108,,,,,,,,NaN,,NaN,NaN,,NaN
27109,84,,83,115,,-64,78,NaN,100,NaN,NaN,161,NaN
27110,,,,,,,,NaN,,NaN,NaN,,NaN
27111,83,,83,110,,-64,74,NaN,100,NaN,NaN,149,NaN
27112,,,,,,,,NaN,,NaN,NaN,,NaN
27113,83,,82,113,,-64,80,NaN,100,NaN,NaN,163,NaN
27114,,,,,,,,NaN,,NaN,NaN,,NaN
27115,83,,82,118,,-64,86,NaN,100,NaN,NaN,170,NaN
27116,,,,,,,,NaN,,NaN,NaN,,NaN
27117,83,,82,117,,-64,84,NaN,100,NaN,NaN,164,NaN
27118,,,,,,,,NaN,,NaN,NaN,,NaN
27119,83,,83,120,,-64,85,NaN,100,NaN,NaN,174,NaN
27120,,,,,,,,NaN,,NaN,NaN,,NaN
27121,83,,83,122,,-64,86,NaN,100,NaN,NaN,176,NaN
27122,,,,,,,,NaN,,NaN,NaN,,NaN
27123,83,,82,119,,-64,82,NaN,100,NaN,NaN,167,NaN
27124,,,,,,,,NaN,,NaN,NaN,,NaN
27125,82,,82,121,,-64,84,NaN,100,NaN,NaN,174,NaN
27126,,,,,,,,NaN,,NaN,NaN,,NaN
27127,82,,81,121,,-64,86,NaN,100,NaN,NaN,173,NaN
27128,,,,,,,,NaN,,NaN,NaN,,NaN
27129,82,,82,117,,-64,80,NaN,100,NaN,NaN,164,NaN
27130,,,,,,,,NaN,,NaN,NaN,,NaN
27131,82,,81,116,,-64,79,NaN,100,NaN,NaN,166,NaN
27132,,,,,,,,NaN,,NaN,NaN,,NaN
27133,82,,,113,,-64,75,NaN,100,NaN,NaN,161,NaN
27134,,,,,,,,NaN,,NaN,NaN,,NaN
27135,83,,,111,,-63,70,NaN,100,NaN,NaN,158,NaN
27136,,,,,,,,NaN,,NaN,NaN,,NaN
27137,83,,,114,,-63,79,NaN,100,NaN,NaN,166,NaN
27138,,,,,,,,NaN,,NaN,NaN,,NaN
27139,83,,,115,,-64,82,NaN,100,NaN,NaN,165,NaN
27140,,,,,,,,NaN,,NaN,NaN,,NaN
27141,83,,,119,,-64,84,NaN,100,NaN,NaN,174,NaN
27142,,,,,,,,NaN,,NaN,NaN,,NaN
27143,83,,,119,,-64,78,NaN,100,NaN,NaN,172,NaN
27144,,,,,,,,NaN,,NaN,NaN,,NaN
27145,83,,,117,,-64,78,NaN,100,NaN,NaN,169,NaN
27146,,,,,,,,NaN,,NaN,NaN,,NaN
27147,83,,,110,,-64,54,NaN,100,NaN,NaN,163,NaN
27148,,,,,,,,NaN,,NaN,NaN,,NaN
27149,,,,112,,-64,72,NaN,,NaN,NaN,165,NaN
27150,,,,,,,,NaN,,NaN,NaN,,NaN
27151,,,,,,,,NaN,,NaN,NaN,,NaN
27152,,,,,,,,NaN,,NaN,NaN,,NaN
27153,,,,,,,,NaN,,NaN,NaN,,NaN
27154,,,,,,,,NaN,,NaN,NaN,,NaN
27155,,,,,,,,NaN,,NaN,NaN,,NaN
27156,,,,,,,,NaN,,NaN,NaN,,NaN
27157,,,,,,,,NaN,,NaN,NaN,,NaN
27158,,,,,,,,NaN,,NaN,NaN,,NaN
27159,,,,,,,,NaN,,NaN,NaN,,NaN
27160,,,,,,,,NaN,,NaN,NaN,,NaN
27161,,,,,,,,NaN,,NaN,NaN,,NaN
27162,,,,,,,,NaN,,NaN,NaN,,NaN
27163,,,,,,,,NaN,50,NaN,NaN,,NaN
27164,,,,,,,,NaN,,NaN,NaN,,NaN
27165,135,,,,,,,NaN,67,NaN,NaN,,NaN
27166,,,,,,,,NaN,,NaN,NaN,,NaN
27167,135,,,,,,,NaN,67,NaN,NaN,,NaN
27168,,,,,,,,NaN,,NaN,NaN,,NaN
27169,135,,,,,,,NaN,67,NaN,NaN,,NaN
27170,,,,,,,,NaN,,NaN,NaN,,NaN
27171,135,,,,,,,NaN,67,NaN,NaN,,NaN
27172,,,,,,,,NaN,,NaN,NaN,,NaN
27173,135,,,,,,,NaN,67,NaN,NaN,,NaN
27174,,,,,,,,NaN,,NaN,NaN,,NaN
27175,,,,,,,,NaN,,NaN,NaN,,NaN
27176,,,,,,,,NaN,,NaN,NaN,,NaN
27177,,,,,,,,NaN,,NaN,NaN,,NaN
27178,,,,,,,,NaN,,NaN,NaN,,NaN
27179,,,,,,,,NaN,,NaN,NaN,,NaN
27180,,,,,,,,NaN,,NaN,NaN,,NaN
27181,,,,,,,,NaN,,NaN,NaN,,NaN
27182,,,,,,,,NaN,,NaN,NaN,,NaN
27183,,,,,,,,NaN,,NaN,NaN,,NaN
27184,,,,,,,,NaN,,NaN,NaN,,NaN
27185,,,,,,,,NaN,,NaN,NaN,,NaN
27186,,,,,,,,NaN,,NaN,NaN,,NaN
27187,,,,,,,,NaN,,NaN,NaN,,NaN
27188,,,,,,,,NaN,,NaN,NaN,,NaN
27189,,,,,,,,NaN,,NaN,NaN,,NaN
27190,,,,,,,,NaN,,NaN,NaN,,NaN
27191,,,,,,,,NaN,,NaN,NaN,,NaN
27192,,,,,,,,NaN,,NaN,NaN,,NaN
27193,,,,,,,,NaN,,NaN,NaN,,NaN
27194,,,,,,,,NaN,,NaN,NaN,,NaN
27195,,,,,,,,NaN,,NaN,NaN,,NaN
27196,,,,,,,,NaN,,NaN,NaN,,NaN
27197,,,,,,,,NaN,,NaN,NaN,,NaN
27198,,,,,,,,NaN,,NaN,NaN,,NaN
27199,,,,,,,,NaN,,NaN,NaN,,NaN
27200,,,,,,,,NaN,,NaN,NaN,,NaN
27201,,,,,,,,NaN,,NaN,NaN,,NaN
27202,,,,,,,,NaN,,NaN,NaN,,NaN
27203,200,,,,,,,NaN,84,NaN,NaN,,NaN
27204,,,,,,,,NaN,,NaN,NaN,,NaN
27205,89,,,,,,,NaN,84,NaN,NaN,,NaN
27206,,,,,,,,NaN,,NaN,NaN,,NaN
27207,96,,,,,,,NaN,85,NaN,NaN,,NaN
27208,,,,,,,,NaN,,NaN,NaN,,NaN
27209,125,,,,,,,NaN,85,NaN,NaN,,NaN
27210,,,,,,,,NaN,,NaN,NaN,,NaN
27211,125,,,,,,,NaN,85,NaN,NaN,,NaN
27212,,,,,,,,NaN,,NaN,NaN,,NaN
27213,118,,,,,,,NaN,85,NaN,NaN,,NaN
27214,,,,,,,,NaN,,NaN,NaN,,NaN
27215,118,,,,,,,NaN,85,NaN,NaN,,NaN
27216,,,,,,,,NaN,,NaN,NaN,,NaN
27217,118,,,,,,,NaN,85,NaN,NaN,,NaN
27218,,,,,,,,NaN,,NaN,NaN,,NaN
27219,118,,,,,,,NaN,85,NaN,NaN,,NaN
27220,,,,,,,,NaN,,NaN,NaN,,NaN
27221,118,,,,,,,NaN,85,NaN,NaN,,NaN
27222,,,,,,,,NaN,,NaN,NaN,,NaN
27223,118,,,,,,,NaN,85,NaN,NaN,,NaN
27224,,,,,,,,NaN,,NaN,NaN,,NaN
27225,,,,,,,,NaN,,NaN,NaN,,NaN
27226,,,,,,,,NaN,,NaN,NaN,,NaN
27227,,,,,,,,NaN,,NaN,NaN,,NaN
27228,,,,,,,,NaN,,NaN,NaN,,NaN
27229,,,,,,,,NaN,,NaN,NaN,,NaN
27230,,,,,,,,NaN,,NaN,NaN,,NaN
27231,,,,,,,,NaN,,NaN,NaN,,NaN
27232,,,,,,,,NaN,,NaN,NaN,,NaN
27233,,,,,,,,NaN,,NaN,NaN,,NaN
27234,,,,,,,,NaN,,NaN,NaN,,NaN
27235,,,,,,,,NaN,,NaN,NaN,,NaN
27236,,,,,,,,NaN,,NaN,NaN,,NaN
27237,,,,,,,,NaN,,NaN,NaN,,NaN
27238,,,,,,,,NaN,,NaN,NaN,,NaN
27239,,,,,,,,NaN,,NaN,NaN,,NaN
27240,,,,,,,,NaN,,NaN,NaN,,NaN
27241,,,,,,,,NaN,,NaN,NaN,,NaN
27242,,,,,,,,NaN,,NaN,NaN,,NaN
27243,,,,,,,,NaN,,NaN,NaN,,NaN
27244,,,,,,,,NaN,,NaN,NaN,,NaN
27245,,,,,,,,NaN,,NaN,NaN,,NaN
27246,,,,,,,,NaN,,NaN,NaN,,NaN
27247,,,,,,,,NaN,,NaN,NaN,,NaN
27248,,,,,,,,NaN,,NaN,NaN,,NaN
27249,,,,,,,,NaN,,NaN,NaN,,NaN
27250,,,,,,,,NaN,,NaN,NaN,,NaN
27251,,,,,,,,NaN,,NaN,NaN,,NaN
27252,,,,,,,,NaN,,NaN,NaN,,NaN
27253,,,,,,,,NaN,,NaN,NaN,,NaN
27254,,,,,,,,NaN,,NaN,NaN,,NaN
27255,,,,,,,,NaN,,NaN,NaN,,NaN
27256,,,,,,,,NaN,,NaN,NaN,,NaN
27257,,,,,,,,NaN,,NaN,NaN,,NaN
27258,,,,,,,,NaN,,NaN,NaN,,NaN
27259,,,,,,,,NaN,,NaN,NaN,,NaN
27260,,,,,,,,NaN,,NaN,NaN,,NaN
27261,,,,,,,,NaN,,NaN,NaN,,NaN
27262,,,,,,,,NaN,,NaN,NaN,,NaN
27263,,,,,,,,NaN,,NaN,NaN,,NaN
27264,,,,,,,,NaN,,NaN,NaN,,NaN
27265,,,,,,,,NaN,,NaN,NaN,,NaN
27266,,,,,,,,NaN,,NaN,NaN,,NaN
27267,,,,,,,,NaN,,NaN,NaN,,NaN
27268,,,,,,,,NaN,,NaN,NaN,,NaN
27269,,,,,,,,NaN,,NaN,NaN,,NaN
27270,,,,,,,,NaN,,NaN,NaN,,NaN
27271,,,,,,,,NaN,,NaN,NaN,,NaN
27272,,,,,,,,NaN,,NaN,NaN,,NaN
27273,,,,,,,,NaN,,NaN,NaN,,NaN
27274,,,,,,,,NaN,,NaN,NaN,,NaN
27275,91,,,,,,,NaN,78,NaN,NaN,,NaN
27276,,,,,,,,NaN,,NaN,NaN,,NaN
27277,94,,,,,,,NaN,77,NaN,NaN,,NaN
27278,,,,,,,,NaN,,NaN,NaN,,NaN
27279,91,,,,,,,NaN,78,NaN,NaN,,NaN
27280,,,,,,,,NaN,,NaN,NaN,,NaN
27281,91,,,,,,,NaN,78,NaN,NaN,,NaN
27282,,,,,,,,NaN,,NaN,NaN,,NaN
27283,91,,,,,,,NaN,78,NaN,NaN,,NaN
27284,,,,,,,,NaN,,NaN,NaN,,NaN
27285,91,,,,,,,NaN,78,NaN,NaN,,NaN
27286,,,,,,,,NaN,,NaN,NaN,,NaN
27287,91,,,,,,,NaN,78,NaN,NaN,,NaN
27288,,,,,,,,NaN,,NaN,NaN,,NaN
27289,91,,,,,,,NaN,78,NaN,NaN,,NaN
27290,,,,,,,,NaN,,NaN,NaN,,NaN
27291,,,,,,,,NaN,,NaN,NaN,,NaN
27292,,,,,,,,NaN,,NaN,NaN,,NaN
27293,,,,,,,,NaN,,NaN,NaN,,NaN
27294,,,,,,,,NaN,,NaN,NaN,,NaN
27295,,,,,,,,NaN,,NaN,NaN,,NaN
27296,,,,,,,,NaN,,NaN,NaN,,NaN
27297,,,,,,,,NaN,,NaN,NaN,,NaN
27298,,,,,,,,NaN,,NaN,NaN,,NaN
27299,,,,,,,,NaN,,NaN,NaN,,NaN
27300,,,,,,,,NaN,,NaN,NaN,,NaN
27301,,,,,,,,NaN,,NaN,NaN,,NaN
27302,,,,,,,,NaN,,NaN,NaN,,NaN
27303,,,,,,,,NaN,,NaN,NaN,,NaN
