time,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,Solar8000/ETCO2,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/RR_CO2,SNUADC/ECG_V5
21546,NaN,67,100,6,67,NaN,115,35,71,NaN,88,16,NaN
21547,NaN,,,,,NaN,,,,NaN,,,NaN
21548,NaN,67,100,6,68,NaN,119,35,72,NaN,90,17,NaN
21549,NaN,,,,,NaN,,,,NaN,,,NaN
21550,NaN,67,100,6,68,NaN,116,35,71,NaN,89,17,NaN
21551,NaN,,,,,NaN,,,,NaN,,,NaN
21552,NaN,67,100,6,68,NaN,112,35,68,NaN,87,17,NaN
21553,NaN,,,,,NaN,,,,NaN,,,NaN
21554,NaN,67,100,6,68,NaN,113,35,69,NaN,86,17,NaN
21555,NaN,,,,,NaN,,,,NaN,,,NaN
21556,NaN,67,100,6,68,NaN,111,35,68,NaN,85,17,NaN
21557,NaN,,,,,NaN,,,,NaN,,,NaN
21558,NaN,67,100,6,68,NaN,113,35,69,NaN,86,17,NaN
21559,NaN,,,,,NaN,,,,NaN,,,NaN
21560,NaN,67,100,6,67,NaN,112,35,70,NaN,86,17,NaN
21561,NaN,,,,,NaN,,,,NaN,,,NaN
21562,NaN,67,100,5,67,NaN,114,34,69,NaN,87,17,NaN
21563,NaN,,,,,NaN,,,,NaN,,,NaN
21564,NaN,66,100,5,67,NaN,109,34,69,NaN,85,17,NaN
21565,NaN,,,,,NaN,,,,NaN,,,NaN
21566,NaN,66,100,5,67,NaN,111,34,68,NaN,85,17,NaN
21567,NaN,,,,,NaN,,,,NaN,,,NaN
21568,NaN,66,100,5,67,NaN,108,34,68,NaN,84,17,NaN
21569,NaN,,,,,NaN,,,,NaN,,,NaN
21570,NaN,67,100,5,67,NaN,111,34,68,NaN,84,17,NaN
21571,NaN,,,,,NaN,,,,NaN,,,NaN
21572,NaN,67,100,5,67,NaN,116,34,70,NaN,87,17,NaN
21573,NaN,,,,,NaN,,,,NaN,,,NaN
21574,NaN,67,100,5,67,NaN,116,34,69,NaN,87,17,NaN
21575,NaN,,,,,NaN,,,,NaN,,,NaN
21576,NaN,66,100,6,67,NaN,118,34,70,NaN,88,17,NaN
21577,NaN,,,,,NaN,,,,NaN,,,NaN
21578,NaN,66,100,6,67,NaN,116,34,70,NaN,88,17,NaN
21579,NaN,,,,,NaN,,,,NaN,,,NaN
21580,NaN,66,100,6,67,NaN,115,34,68,NaN,87,17,NaN
21581,NaN,,,,,NaN,,,,NaN,,,NaN
21582,NaN,66,100,6,67,NaN,110,34,67,NaN,85,17,NaN
21583,NaN,,,,,NaN,,,,NaN,,,NaN
21584,NaN,66,100,5,66,NaN,106,35,65,NaN,82,17,NaN
21585,NaN,,,,,NaN,,,,NaN,,,NaN
21586,NaN,66,100,5,66,NaN,103,35,66,NaN,81,17,NaN
21587,NaN,,,,,NaN,,,,NaN,,,NaN
21588,NaN,66,100,5,66,NaN,103,35,67,NaN,80,17,NaN
21589,NaN,,,,,NaN,,,,NaN,,,NaN
21590,NaN,67,100,5,67,NaN,110,35,70,NaN,83,17,NaN
21591,NaN,,,,,NaN,,,,NaN,,,NaN
21592,NaN,67,100,5,67,NaN,109,34,70,NaN,84,17,NaN
21593,NaN,,,,,NaN,,,,NaN,,,NaN
21594,NaN,68,100,5,68,NaN,110,34,69,NaN,84,17,NaN
21595,NaN,,,,,NaN,,,,NaN,,,NaN
21596,NaN,68,100,6,68,NaN,109,34,69,NaN,84,17,NaN
21597,NaN,,,,,NaN,,,,NaN,,,NaN
21598,NaN,68,100,6,68,NaN,111,34,69,NaN,85,17,NaN
21599,NaN,,,,,NaN,,,,NaN,,,NaN
21600,NaN,67,100,6,68,NaN,113,34,71,NaN,86,17,NaN
21601,NaN,,,,,NaN,,,,NaN,,,NaN
21602,NaN,67,100,5,68,NaN,112,34,69,NaN,86,17,NaN
21603,NaN,,,,,NaN,,,,NaN,,,NaN
21604,NaN,67,100,5,68,NaN,113,34,69,NaN,86,17,NaN
21605,NaN,,,,,NaN,,,,NaN,,,NaN
21606,NaN,67,100,4,68,NaN,109,34,68,NaN,84,17,NaN
21607,NaN,,,,,NaN,,,,NaN,,,NaN
21608,NaN,67,100,4,68,NaN,113,34,70,NaN,86,17,NaN
21609,NaN,,,,,NaN,,,,NaN,,,NaN
21610,NaN,68,100,4,68,NaN,111,34,71,NaN,86,17,NaN
21611,NaN,,,,,NaN,,,,NaN,,,NaN
21612,NaN,68,100,4,68,NaN,112,34,70,NaN,86,17,NaN
21613,NaN,,,,,NaN,,,,NaN,,,NaN
21614,NaN,68,100,5,68,NaN,111,34,70,NaN,86,17,NaN
21615,NaN,,,,,NaN,,,,NaN,,,NaN
21616,NaN,68,100,5,68,NaN,112,34,70,NaN,86,17,NaN
21617,NaN,,,,,NaN,,,,NaN,,,NaN
21618,NaN,68,100,5,68,NaN,114,34,71,NaN,87,17,NaN
21619,NaN,,,,,NaN,,,,NaN,,,NaN
21620,NaN,68,100,5,68,NaN,110,34,70,NaN,85,17,NaN
21621,NaN,,,,,NaN,,,,NaN,,,NaN
21622,NaN,67,100,5,68,NaN,113,34,70,NaN,86,17,NaN
21623,NaN,,,,,NaN,,,,NaN,,,NaN
21624,NaN,67,100,5,67,NaN,109,34,70,NaN,85,17,NaN
21625,NaN,,,,,NaN,,,,NaN,,,NaN
21626,NaN,67,100,5,67,NaN,110,34,69,NaN,85,17,NaN
21627,NaN,,,,,NaN,,,,NaN,,,NaN
21628,NaN,67,100,5,67,NaN,110,34,70,NaN,85,17,NaN
21629,NaN,,,,,NaN,,,,NaN,,,NaN
21630,NaN,67,100,5,67,NaN,109,34,68,NaN,84,17,NaN
21631,NaN,,,,,NaN,,,,NaN,,,NaN
21632,NaN,67,100,5,67,NaN,109,34,69,NaN,84,17,NaN
21633,NaN,,,,,NaN,,,,NaN,,,NaN
21634,NaN,67,100,5,68,NaN,107,33,69,NaN,83,17,NaN
21635,NaN,,,,,NaN,,,,NaN,,,NaN
21636,NaN,67,100,5,68,NaN,112,33,69,NaN,85,17,NaN
21637,NaN,,,,,NaN,,,,NaN,,,NaN
21638,NaN,67,100,5,68,NaN,107,33,68,NaN,83,17,NaN
21639,NaN,,,,,NaN,,,,NaN,,,NaN
21640,NaN,67,100,5,68,NaN,110,33,68,NaN,84,17,NaN
21641,NaN,,,,,NaN,,,,NaN,,,NaN
21642,NaN,67,100,5,68,NaN,109,33,69,NaN,84,17,NaN
21643,NaN,,,,,NaN,,,,NaN,,,NaN
21644,NaN,67,100,4,68,NaN,108,33,68,NaN,83,17,NaN
21645,NaN,,,,,NaN,,,,NaN,,,NaN
21646,NaN,67,100,4,68,NaN,108,33,67,NaN,83,17,NaN
21647,NaN,,,,,NaN,,,,NaN,,,NaN
21648,NaN,67,100,4,67,NaN,105,33,66,NaN,82,17,NaN
21649,NaN,,,,,NaN,,,,NaN,,,NaN
21650,NaN,67,100,4,67,NaN,106,33,66,NaN,81,17,NaN
21651,NaN,,,,,NaN,,,,NaN,,,NaN
21652,NaN,65,100,4,67,NaN,101,33,65,NaN,79,17,NaN
21653,NaN,,,,,NaN,,,,NaN,,,NaN
21654,NaN,61,100,4,67,NaN,106,33,65,NaN,80,17,NaN
21655,NaN,,,,,NaN,,,,NaN,,,NaN
21656,NaN,61,100,5,67,NaN,105,33,66,NaN,80,17,NaN
21657,NaN,,,,,NaN,,,,NaN,,,NaN
21658,NaN,61,100,5,67,NaN,107,33,67,NaN,82,17,NaN
21659,NaN,,,,,NaN,,,,NaN,,,NaN
21660,NaN,61,100,6,67,NaN,113,33,70,NaN,84,17,NaN
21661,NaN,,,,,NaN,,,,NaN,,,NaN
21662,NaN,55,100,6,68,NaN,117,33,71,NaN,87,17,NaN
21663,NaN,,,,,NaN,,,,NaN,,,NaN
21664,NaN,55,100,6,68,NaN,121,32,72,NaN,89,17,NaN
21665,NaN,,,,,NaN,,,,NaN,,,NaN
21666,NaN,59,100,6,68,NaN,116,32,70,NaN,88,17,NaN
21667,NaN,,,,,NaN,,,,NaN,,,NaN
21668,NaN,59,100,6,67,NaN,113,32,65,NaN,86,17,NaN
21669,NaN,,,,,NaN,,,,NaN,,,NaN
21670,NaN,59,100,5,67,NaN,104,34,63,NaN,82,17,NaN
21671,NaN,,,,,NaN,,,,NaN,,,NaN
21672,NaN,59,100,5,67,NaN,101,34,61,NaN,79,17,NaN
21673,NaN,,,,,NaN,,,,NaN,,,NaN
21674,NaN,66,100,5,66,NaN,98,34,62,NaN,77,17,NaN
21675,NaN,,,,,NaN,,,,NaN,,,NaN
21676,NaN,66,100,5,66,NaN,99,34,61,NaN,76,17,NaN
21677,NaN,,,,,NaN,,,,NaN,,,NaN
21678,NaN,66,100,6,66,NaN,103,34,63,NaN,77,17,NaN
21679,NaN,,,,,NaN,,,,NaN,,,NaN
21680,NaN,65,100,6,66,NaN,102,34,64,NaN,78,17,NaN
21681,NaN,,,,,NaN,,,,NaN,,,NaN
21682,NaN,65,100,6,67,NaN,108,34,67,NaN,80,17,NaN
21683,NaN,,,,,NaN,,,,NaN,,,NaN
21684,NaN,66,100,6,67,NaN,107,34,67,NaN,81,17,NaN
21685,NaN,,,,,NaN,,,,NaN,,,NaN
21686,NaN,66,100,5,67,NaN,110,34,67,NaN,83,17,NaN
21687,NaN,,,,,NaN,,,,NaN,,,NaN
21688,NaN,66,100,5,67,NaN,110,34,69,NaN,84,17,NaN
21689,NaN,,,,,NaN,,,,NaN,,,NaN
21690,NaN,66,100,5,68,NaN,111,34,68,NaN,84,17,NaN
21691,NaN,,,,,NaN,,,,NaN,,,NaN
21692,NaN,67,100,5,68,NaN,112,34,68,NaN,85,17,NaN
21693,NaN,,,,,NaN,,,,NaN,,,NaN
21694,NaN,67,100,6,68,NaN,108,34,67,NaN,83,17,NaN
21695,NaN,,,,,NaN,,,,NaN,,,NaN
21696,NaN,67,100,6,67,NaN,112,34,68,NaN,84,17,NaN
21697,NaN,,,,,NaN,,,,NaN,,,NaN
21698,NaN,67,100,6,67,NaN,109,34,68,NaN,83,17,NaN
21699,NaN,,,,,NaN,,,,NaN,,,NaN
21700,NaN,67,100,6,67,NaN,112,34,69,NaN,85,17,NaN
21701,NaN,,,,,NaN,,,,NaN,,,NaN
21702,NaN,67,100,6,68,NaN,111,34,68,NaN,84,17,NaN
21703,NaN,,,,,NaN,,,,NaN,,,NaN
21704,NaN,67,100,5,68,NaN,110,34,67,NaN,84,17,NaN
21705,NaN,,,,,NaN,,,,NaN,,,NaN
21706,NaN,67,100,5,68,NaN,111,34,68,NaN,84,17,NaN
21707,NaN,,,,,NaN,,,,NaN,,,NaN
21708,NaN,67,100,5,68,NaN,110,34,68,NaN,84,17,NaN
21709,NaN,,,,,NaN,,,,NaN,,,NaN
21710,NaN,67,100,5,68,NaN,113,34,69,NaN,85,17,NaN
21711,NaN,,,,,NaN,,,,NaN,,,NaN
21712,NaN,67,100,5,68,NaN,110,34,69,NaN,85,17,NaN
21713,NaN,,,,,NaN,,,,NaN,,,NaN
21714,NaN,67,100,5,68,NaN,113,35,69,NaN,86,17,NaN
21715,NaN,,,,,NaN,,,,NaN,,,NaN
21716,NaN,68,100,6,68,NaN,112,35,69,NaN,85,17,NaN
21717,NaN,,,,,NaN,,,,NaN,,,NaN
21718,NaN,68,100,6,68,NaN,112,35,69,NaN,86,17,NaN
21719,NaN,,,,,NaN,,,,NaN,,,NaN
21720,NaN,68,100,6,69,NaN,115,35,70,NaN,87,17,NaN
21721,NaN,,,,,NaN,,,,NaN,,,NaN
21722,NaN,68,100,6,69,NaN,117,34,72,NaN,89,17,NaN
21723,NaN,,,,,NaN,,,,NaN,,,NaN
21724,NaN,68,100,5,69,NaN,120,34,73,NaN,90,17,NaN
21725,NaN,,,,,NaN,,,,NaN,,,NaN
21726,NaN,68,100,5,69,NaN,117,34,72,NaN,89,17,NaN
21727,NaN,,,,,NaN,,,,NaN,,,NaN
21728,NaN,68,100,5,69,NaN,119,35,72,NaN,90,17,NaN
21729,NaN,,,,,NaN,,,,NaN,,,NaN
21730,NaN,68,100,6,68,NaN,116,35,71,NaN,89,17,NaN
21731,NaN,,,,,NaN,,,,NaN,,,NaN
21732,NaN,68,100,6,68,NaN,115,35,70,NaN,88,17,NaN
21733,NaN,,,,,NaN,,,,NaN,,,NaN
21734,NaN,67,100,5,68,NaN,115,35,71,NaN,88,17,NaN
21735,NaN,,,,,NaN,,,,NaN,,,NaN
21736,NaN,67,100,5,68,NaN,116,35,71,NaN,88,17,NaN
21737,NaN,,,,,NaN,,,,NaN,,,NaN
21738,NaN,65,100,6,67,NaN,116,35,72,NaN,89,17,NaN
21739,NaN,,,,,NaN,,,,NaN,,,NaN
21740,NaN,65,100,6,67,NaN,115,35,72,NaN,89,17,NaN
21741,NaN,,,,,NaN,,,,NaN,,,NaN
21742,NaN,65,100,6,67,NaN,119,35,72,NaN,90,17,NaN
21743,NaN,,,,,NaN,,,,NaN,,,NaN
21744,NaN,65,100,6,67,NaN,116,35,72,NaN,89,17,NaN
21745,NaN,,,,,NaN,,,,NaN,,,NaN
21746,NaN,65,100,5,66,NaN,119,35,72,NaN,90,17,NaN
21747,NaN,,,,,NaN,,,,NaN,,,NaN
21748,NaN,64,100,5,66,NaN,117,35,73,NaN,90,17,NaN
21749,NaN,,,,,NaN,,,,NaN,,,NaN
21750,NaN,65,100,5,65,NaN,118,34,72,NaN,90,17,NaN
21751,NaN,,,,,NaN,,,,NaN,,,NaN
21752,NaN,65,100,5,65,NaN,120,34,72,NaN,91,17,NaN
21753,NaN,,,,,NaN,,,,NaN,,,NaN
21754,NaN,65,100,6,66,NaN,117,34,72,NaN,90,17,NaN
21755,NaN,,,,,NaN,,,,NaN,,,NaN
21756,NaN,65,100,6,66,NaN,120,33,73,NaN,91,17,NaN
21757,NaN,,,,,NaN,,,,NaN,,,NaN
21758,NaN,66,100,6,66,NaN,118,33,74,NaN,91,17,NaN
21759,NaN,,,,,NaN,,,,NaN,,,NaN
21760,NaN,67,100,6,67,NaN,120,33,73,NaN,91,17,NaN
21761,NaN,,,,,NaN,,,,NaN,,,NaN
21762,NaN,67,100,6,67,NaN,118,33,74,NaN,91,17,NaN
21763,NaN,,,,,NaN,,,,NaN,,,NaN
21764,NaN,59,100,6,68,NaN,120,33,74,NaN,91,17,NaN
21765,NaN,,,,,NaN,,,,NaN,,,NaN
21766,NaN,59,100,6,67,NaN,121,33,74,NaN,92,17,NaN
21767,NaN,,,,,NaN,,,,NaN,,,NaN
21768,NaN,59,100,5,67,NaN,117,33,73,NaN,90,17,NaN
21769,NaN,,,,,NaN,,,,NaN,,,NaN
21770,NaN,59,100,5,67,NaN,118,33,72,NaN,90,17,NaN
21771,NaN,,,,,NaN,,,,NaN,,,NaN
21772,NaN,66,100,5,66,NaN,114,34,71,NaN,88,17,NaN
21773,NaN,,,,,NaN,,,,NaN,,,NaN
21774,NaN,65,100,5,66,NaN,116,34,71,NaN,89,17,NaN
21775,NaN,,,,,NaN,,,,NaN,,,NaN
21776,NaN,65,100,6,66,NaN,112,34,70,NaN,87,17,NaN
21777,NaN,,,,,NaN,,,,NaN,,,NaN
21778,NaN,65,100,6,66,NaN,113,34,70,NaN,87,17,NaN
21779,NaN,,,,,NaN,,,,NaN,,,NaN
21780,NaN,65,100,6,66,NaN,115,34,71,NaN,88,17,NaN
21781,NaN,,,,,NaN,,,,NaN,,,NaN
21782,NaN,66,100,6,66,NaN,114,34,71,NaN,88,17,NaN
21783,NaN,,,,,NaN,,,,NaN,,,NaN
21784,NaN,66,100,6,66,NaN,116,34,72,NaN,89,17,NaN
21785,NaN,,,,,NaN,,,,NaN,,,NaN
21786,NaN,66,100,6,66,NaN,114,34,72,NaN,88,17,NaN
21787,NaN,,,,,NaN,,,,NaN,,,NaN
21788,NaN,66,100,5,67,NaN,116,34,71,NaN,89,17,NaN
21789,NaN,,,,,NaN,,,,NaN,,,NaN
21790,NaN,66,100,5,67,NaN,113,34,70,NaN,87,17,NaN
21791,NaN,,,,,NaN,,,,NaN,,,NaN
21792,NaN,66,100,5,67,NaN,116,33,70,NaN,88,17,NaN
21793,NaN,,,,,NaN,,,,NaN,,,NaN
21794,NaN,66,100,5,66,NaN,118,33,72,NaN,89,17,NaN
21795,NaN,,,,,NaN,,,,NaN,,,NaN
21796,NaN,66,100,5,66,NaN,117,33,72,NaN,89,17,NaN
21797,NaN,,,,,NaN,,,,NaN,,,NaN
21798,NaN,66,100,5,67,NaN,120,33,73,NaN,90,17,NaN
21799,NaN,,,,,NaN,,,,NaN,,,NaN
21800,NaN,66,100,5,67,NaN,116,33,71,NaN,89,17,NaN
21801,NaN,,,,,NaN,,,,NaN,,,NaN
21802,NaN,66,100,6,67,NaN,118,33,72,NaN,89,17,NaN
21803,NaN,,,,,NaN,,,,NaN,,,NaN
21804,NaN,67,100,6,67,NaN,116,33,73,NaN,89,17,NaN
21805,NaN,,,,,NaN,,,,NaN,,,NaN
21806,NaN,66,100,5,67,NaN,117,34,71,NaN,89,17,NaN
21807,NaN,,,,,NaN,,,,NaN,,,NaN
21808,NaN,66,100,5,67,NaN,116,34,72,NaN,89,17,NaN
21809,NaN,,,,,NaN,,,,NaN,,,NaN
21810,NaN,66,100,5,67,NaN,117,34,71,NaN,89,17,NaN
21811,NaN,,,,,NaN,,,,NaN,,,NaN
21812,NaN,66,100,5,67,NaN,116,34,72,NaN,89,17,NaN
21813,NaN,,,,,NaN,,,,NaN,,,NaN
21814,NaN,66,100,5,66,NaN,115,34,71,NaN,88,17,NaN
21815,NaN,,,,,NaN,,,,NaN,,,NaN
21816,NaN,66,100,5,66,NaN,117,34,71,NaN,89,17,NaN
21817,NaN,,,,,NaN,,,,NaN,,,NaN
21818,NaN,66,100,6,66,NaN,114,34,70,NaN,88,17,NaN
21819,NaN,,,,,NaN,,,,NaN,,,NaN
21820,NaN,66,100,6,66,NaN,118,34,71,NaN,89,17,NaN
21821,NaN,,,,,NaN,,,,NaN,,,NaN
21822,NaN,66,100,6,66,NaN,117,34,72,NaN,89,17,NaN
21823,NaN,,,,,NaN,,,,NaN,,,NaN
21824,NaN,66,100,6,66,NaN,117,34,71,NaN,89,17,NaN
21825,NaN,,,,,NaN,,,,NaN,,,NaN
21826,NaN,66,100,6,66,NaN,118,34,71,NaN,90,17,NaN
21827,NaN,,,,,NaN,,,,NaN,,,NaN
21828,NaN,66,100,5,66,NaN,116,34,69,NaN,88,17,NaN
21829,NaN,,,,,NaN,,,,NaN,,,NaN
21830,NaN,66,100,5,66,NaN,117,34,70,NaN,88,17,NaN
21831,NaN,,,,,NaN,,,,NaN,,,NaN
21832,NaN,66,100,5,66,NaN,113,34,69,NaN,87,17,NaN
21833,NaN,,,,,NaN,,,,NaN,,,NaN
21834,NaN,66,100,5,66,NaN,115,34,69,NaN,87,17,NaN
21835,NaN,,,,,NaN,,,,NaN,,,NaN
21836,NaN,66,100,5,66,NaN,114,34,69,NaN,87,17,NaN
21837,NaN,,,,,NaN,,,,NaN,,,NaN
21838,NaN,66,100,5,66,NaN,116,34,69,NaN,87,17,NaN
21839,NaN,,,,,NaN,,,,NaN,,,NaN
21840,NaN,66,100,5,67,NaN,115,34,70,NaN,87,17,NaN
21841,NaN,,,,,NaN,,,,NaN,,,NaN
21842,NaN,73,100,5,67,NaN,114,34,70,NaN,87,17,NaN
21843,NaN,,,,,NaN,,,,NaN,,,NaN
21844,NaN,73,100,6,67,NaN,116,34,71,NaN,88,17,NaN
21845,NaN,,,,,NaN,,,,NaN,,,NaN
21846,NaN,73,100,6,67,NaN,115,34,71,NaN,88,17,NaN
21847,NaN,,,,,NaN,,,,NaN,,,NaN
21848,NaN,73,100,5,68,NaN,120,34,74,NaN,90,17,NaN
21849,NaN,,,,,NaN,,,,NaN,,,NaN
21850,NaN,74,100,5,68,NaN,119,34,74,NaN,91,17,NaN
21851,NaN,,,,,NaN,,,,NaN,,,NaN
21852,NaN,74,100,6,68,NaN,120,34,73,NaN,91,17,NaN
21853,NaN,,,,,NaN,,,,NaN,,,NaN
21854,NaN,74,100,6,68,NaN,117,34,72,NaN,90,17,NaN
21855,NaN,,,,,NaN,,,,NaN,,,NaN
21856,NaN,74,100,6,68,NaN,117,34,70,NaN,89,17,NaN
21857,NaN,,,,,NaN,,,,NaN,,,NaN
21858,NaN,74,100,6,68,NaN,116,34,70,NaN,88,17,NaN
21859,NaN,,,,,NaN,,,,NaN,,,NaN
21860,NaN,66,100,6,67,NaN,112,34,69,NaN,86,17,NaN
21861,NaN,,,,,NaN,,,,NaN,,,NaN
21862,NaN,66,100,6,67,NaN,116,34,70,NaN,88,17,NaN
21863,NaN,,,,,NaN,,,,NaN,,,NaN
21864,NaN,66,100,6,67,NaN,113,34,70,NaN,87,17,NaN
21865,NaN,,,,,NaN,,,,NaN,,,NaN
21866,NaN,67,100,6,67,NaN,115,34,70,NaN,88,17,NaN
21867,NaN,,,,,NaN,,,,NaN,,,NaN
21868,NaN,67,100,6,67,NaN,116,34,72,NaN,89,17,NaN
21869,NaN,,,,,NaN,,,,NaN,,,NaN
21870,NaN,59,100,6,67,NaN,117,34,71,NaN,89,17,NaN
21871,NaN,,,,,NaN,,,,NaN,,,NaN
21872,NaN,59,100,6,67,NaN,117,34,72,NaN,90,17,NaN
21873,NaN,,,,,NaN,,,,NaN,,,NaN
21874,NaN,59,100,6,67,NaN,116,34,71,NaN,89,17,NaN
21875,NaN,,,,,NaN,,,,NaN,,,NaN
21876,NaN,59,100,6,67,NaN,119,34,72,NaN,90,17,NaN
21877,NaN,,,,,NaN,,,,NaN,,,NaN
21878,NaN,59,100,6,67,NaN,116,34,72,NaN,89,17,NaN
21879,NaN,,,,,NaN,,,,NaN,,,NaN
21880,NaN,59,100,6,67,NaN,119,34,71,NaN,90,17,NaN
21881,NaN,,,,,NaN,,,,NaN,,,NaN
21882,NaN,59,100,6,67,NaN,114,34,71,NaN,89,17,NaN
21883,NaN,,,,,NaN,,,,NaN,,,NaN
21884,NaN,59,100,6,67,NaN,115,34,69,NaN,88,17,NaN
21885,NaN,,,,,NaN,,,,NaN,,,NaN
21886,NaN,59,100,6,67,NaN,116,34,70,NaN,88,17,NaN
21887,NaN,,,,,NaN,,,,NaN,,,NaN
21888,NaN,59,100,6,67,NaN,113,34,68,NaN,87,17,NaN
21889,NaN,,,,,NaN,,,,NaN,,,NaN
21890,NaN,59,100,6,66,NaN,115,34,68,NaN,87,17,NaN
21891,NaN,,,,,NaN,,,,NaN,,,NaN
21892,NaN,59,100,5,66,NaN,112,34,67,NaN,86,17,NaN
21893,NaN,,,,,NaN,,,,NaN,,,NaN
21894,NaN,60,100,5,66,NaN,113,34,67,NaN,85,17,NaN
21895,NaN,,,,,NaN,,,,NaN,,,NaN
21896,NaN,60,100,5,66,NaN,112,34,68,NaN,85,17,NaN
21897,NaN,,,,,NaN,,,,NaN,,,NaN
21898,NaN,60,100,5,66,NaN,112,34,67,NaN,85,17,NaN
21899,NaN,,,,,NaN,,,,NaN,,,NaN
21900,NaN,60,100,6,65,NaN,112,34,68,NaN,85,17,NaN
21901,NaN,,,,,NaN,,,,NaN,,,NaN
21902,NaN,60,100,6,65,NaN,113,34,67,NaN,85,17,NaN
21903,NaN,,,,,NaN,,,,NaN,,,NaN
21904,NaN,60,100,6,66,NaN,113,35,68,NaN,86,17,NaN
21905,NaN,,,,,NaN,,,,NaN,,,NaN
21906,NaN,60,100,6,66,NaN,111,35,68,NaN,85,17,NaN
21907,NaN,,,,,NaN,,,,NaN,,,NaN
21908,NaN,60,100,5,66,NaN,115,35,69,NaN,87,17,NaN
21909,NaN,,,,,NaN,,,,NaN,,,NaN
21910,NaN,60,100,5,66,NaN,111,35,70,NaN,86,17,NaN
21911,NaN,,,,,NaN,,,,NaN,,,NaN
21912,NaN,60,100,6,66,NaN,115,35,69,NaN,87,17,NaN
21913,NaN,,,,,NaN,,,,NaN,,,NaN
21914,NaN,64,100,6,66,NaN,115,35,69,NaN,87,17,NaN
21915,NaN,,,,,NaN,,,,NaN,,,NaN
21916,NaN,64,100,5,66,NaN,113,35,68,NaN,86,17,NaN
21917,NaN,,,,,NaN,,,,NaN,,,NaN
21918,NaN,64,100,5,67,NaN,115,35,69,NaN,87,17,NaN
21919,NaN,,,,,NaN,,,,NaN,,,NaN
21920,NaN,64,100,5,67,NaN,114,35,68,NaN,87,17,NaN
21921,NaN,,,,,NaN,,,,NaN,,,NaN
21922,NaN,64,100,6,67,NaN,116,35,69,NaN,87,17,NaN
21923,NaN,,,,,NaN,,,,NaN,,,NaN
21924,NaN,56,100,6,67,NaN,115,35,71,NaN,88,17,NaN
21925,NaN,,,,,NaN,,,,NaN,,,NaN
21926,NaN,53,100,7,67,NaN,117,34,71,NaN,88,17,NaN
21927,NaN,,,,,NaN,,,,NaN,,,NaN
21928,NaN,59,100,7,67,NaN,115,34,71,NaN,88,17,NaN
21929,NaN,,,,,NaN,,,,NaN,,,NaN
21930,NaN,59,100,6,67,NaN,117,34,70,NaN,89,17,NaN
21931,NaN,,,,,NaN,,,,NaN,,,NaN
21932,NaN,67,100,6,67,NaN,118,34,72,NaN,90,17,NaN
21933,NaN,,,,,NaN,,,,NaN,,,NaN
21934,NaN,67,100,5,67,NaN,114,35,71,NaN,88,17,NaN
21935,NaN,,,,,NaN,,,,NaN,,,NaN
21936,NaN,67,100,5,67,NaN,116,35,73,NaN,89,17,NaN
21937,NaN,,,,,NaN,,,,NaN,,,NaN
21938,NaN,67,100,5,68,NaN,119,35,76,NaN,91,17,NaN
21939,NaN,,,,,NaN,,,,NaN,,,NaN
21940,NaN,67,100,5,68,NaN,122,35,75,NaN,92,17,NaN
21941,NaN,,,,,NaN,,,,NaN,,,NaN
21942,NaN,67,100,6,68,NaN,121,35,77,NaN,93,17,NaN
21943,NaN,,,,,NaN,,,,NaN,,,NaN
21944,NaN,67,100,6,68,NaN,122,35,75,NaN,93,17,NaN
21945,NaN,,,,,NaN,,,,NaN,,,NaN
21946,NaN,67,100,6,68,NaN,120,35,75,NaN,93,17,NaN
21947,NaN,,,,,NaN,,,,NaN,,,NaN
21948,NaN,69,100,6,68,NaN,117,35,73,NaN,91,17,NaN
21949,NaN,,,,,NaN,,,,NaN,,,NaN
21950,NaN,79,100,5,67,NaN,118,35,72,NaN,91,17,NaN
21951,NaN,,,,,NaN,,,,NaN,,,NaN
21952,NaN,79,100,5,67,NaN,113,35,71,NaN,88,17,NaN
21953,NaN,,,,,NaN,,,,NaN,,,NaN
21954,NaN,79,100,5,67,NaN,115,35,69,NaN,88,17,NaN
21955,NaN,,,,,NaN,,,,NaN,,,NaN
21956,NaN,79,100,5,66,NaN,112,35,70,NaN,87,17,NaN
21957,NaN,,,,,NaN,,,,NaN,,,NaN
21958,NaN,78,100,5,66,NaN,115,35,70,NaN,88,17,NaN
21959,NaN,,,,,NaN,,,,NaN,,,NaN
21960,NaN,78,100,6,66,NaN,116,35,71,NaN,89,17,NaN
21961,NaN,,,,,NaN,,,,NaN,,,NaN
21962,NaN,78,100,6,66,NaN,115,34,70,NaN,88,17,NaN
21963,NaN,,,,,NaN,,,,NaN,,,NaN
21964,NaN,78,100,6,66,NaN,116,34,71,NaN,89,17,NaN
21965,NaN,,,,,NaN,,,,NaN,,,NaN
21966,NaN,77,100,6,66,NaN,114,34,71,NaN,88,17,NaN
21967,NaN,,,,,NaN,,,,NaN,,,NaN
21968,NaN,66,100,6,66,NaN,117,34,71,NaN,89,17,NaN
21969,NaN,,,,,NaN,,,,NaN,,,NaN
21970,NaN,66,100,6,66,NaN,115,34,72,NaN,89,17,NaN
