time,Solar8000/ART_SBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ART,Solar8000/HR,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/PLETH_HR
11736,,NaN,NaN,,,,,NaN,,,,NaN,
11737,136,NaN,NaN,100,100,15,75,NaN,70,10,36,NaN,71
11738,,NaN,NaN,,,,,NaN,,,,NaN,
11739,137,NaN,NaN,100,101,15,76,NaN,70,10,36,NaN,71
11740,,NaN,NaN,,,,,NaN,,,,NaN,
11741,137,NaN,NaN,100,101,15,75,NaN,70,10,36,NaN,71
11742,,NaN,NaN,,,,,NaN,,,,NaN,
11743,138,NaN,NaN,100,101,15,76,NaN,70,10,36,NaN,70
11744,,NaN,NaN,,,,,NaN,,,,NaN,
11745,137,NaN,NaN,100,101,15,75,NaN,70,10,36,NaN,71
11746,,NaN,NaN,,,,,NaN,,,,NaN,
11747,134,NaN,NaN,100,100,15,74,NaN,70,10,36,NaN,71
11748,,NaN,NaN,,,,,NaN,,,,NaN,
11749,133,NaN,NaN,100,98,15,72,NaN,70,10,36,NaN,70
11750,,NaN,NaN,,,,,NaN,,,,NaN,
11751,131,NaN,NaN,100,97,15,71,NaN,71,6,36,NaN,70
11752,,NaN,NaN,,,,,NaN,,,,NaN,
11753,131,NaN,NaN,100,96,15,70,NaN,71,6,36,NaN,70
11754,,NaN,NaN,,,,,NaN,,,,NaN,
11755,130,NaN,NaN,100,95,15,70,NaN,71,6,36,NaN,71
11756,,NaN,NaN,,,,,NaN,,,,NaN,
11757,130,NaN,NaN,100,95,15,70,NaN,70,6,36,NaN,71
11758,,NaN,NaN,,,,,NaN,,,,NaN,
11759,130,NaN,NaN,100,95,15,71,NaN,70,6,36,NaN,71
11760,,NaN,NaN,,,,,NaN,,,,NaN,
11761,131,NaN,NaN,100,95,15,71,NaN,71,6,36,NaN,71
11762,,NaN,NaN,,,,,NaN,,,,NaN,
11763,132,NaN,NaN,100,96,15,72,NaN,70,6,36,NaN,71
11764,,NaN,NaN,,,,,NaN,,,,NaN,
11765,133,NaN,NaN,100,96,15,72,NaN,71,6,37,NaN,71
11766,,NaN,NaN,,,,,NaN,,,,NaN,
11767,132,NaN,NaN,100,96,15,72,NaN,71,6,37,NaN,71
11768,,NaN,NaN,,,,,NaN,,,,NaN,
11769,132,NaN,NaN,100,96,15,71,NaN,71,6,37,NaN,71
11770,,NaN,NaN,,,,,NaN,,,,NaN,
11771,131,NaN,NaN,100,96,15,71,NaN,70,6,36,NaN,71
11772,,NaN,NaN,,,,,NaN,,,,NaN,
11773,131,NaN,NaN,100,96,15,71,NaN,70,6,36,NaN,71
11774,,NaN,NaN,,,,,NaN,,,,NaN,
11775,132,NaN,NaN,100,96,15,72,NaN,70,6,36,NaN,71
11776,,NaN,NaN,,,,,NaN,,,,NaN,
11777,134,NaN,NaN,100,97,15,73,NaN,71,6,36,NaN,71
11778,,NaN,NaN,,,,,NaN,,,,NaN,
11779,135,NaN,NaN,100,98,15,73,NaN,71,6,36,NaN,71
11780,,NaN,NaN,,,,,NaN,,,,NaN,
11781,135,NaN,NaN,100,98,15,72,NaN,71,6,36,NaN,72
11782,,NaN,NaN,,,,,NaN,,,,NaN,
11783,134,NaN,NaN,100,98,15,72,NaN,71,6,36,NaN,71
11784,,NaN,NaN,,,,,NaN,,,,NaN,
11785,132,NaN,NaN,100,97,15,70,NaN,71,6,36,NaN,71
11786,,NaN,NaN,,,,,NaN,,,,NaN,
11787,131,NaN,NaN,100,96,15,70,NaN,69,6,36,NaN,70
11788,,NaN,NaN,,,,,NaN,,,,NaN,
11789,131,NaN,NaN,100,96,15,70,NaN,69,6,36,NaN,70
11790,,NaN,NaN,,,,,NaN,,,,NaN,
11791,131,NaN,NaN,100,96,15,71,NaN,69,6,36,NaN,69
11792,,NaN,NaN,,,,,NaN,,,,NaN,
11793,132,NaN,NaN,100,96,15,71,NaN,69,6,36,NaN,69
11794,,NaN,NaN,,,,,NaN,,,,NaN,
11795,131,NaN,NaN,100,96,15,71,NaN,69,6,36,NaN,70
11796,,NaN,NaN,,,,,NaN,,,,NaN,
11797,131,NaN,NaN,100,96,15,70,NaN,69,6,36,NaN,70
11798,,NaN,NaN,,,,,NaN,,,,NaN,
11799,131,NaN,NaN,100,96,15,71,NaN,70,6,36,NaN,70
11800,,NaN,NaN,,,,,NaN,,,,NaN,
11801,132,NaN,NaN,100,96,15,71,NaN,70,6,36,NaN,71
11802,,NaN,NaN,,,,,NaN,,,,NaN,
11803,131,NaN,NaN,100,96,15,72,NaN,70,6,36,NaN,71
11804,,NaN,NaN,,,,,NaN,,,,NaN,
11805,132,NaN,NaN,100,97,15,72,NaN,70,6,36,NaN,71
11806,,NaN,NaN,,,,,NaN,,,,NaN,
11807,133,NaN,NaN,100,98,15,73,NaN,71,6,36,NaN,71
11808,,NaN,NaN,,,,,NaN,,,,NaN,
11809,134,NaN,NaN,100,98,15,73,NaN,71,6,36,NaN,71
11810,,NaN,NaN,,,,,NaN,,,,NaN,
11811,135,NaN,NaN,100,99,15,74,NaN,71,6,36,NaN,71
11812,,NaN,NaN,,,,,NaN,,,,NaN,
11813,135,NaN,NaN,100,99,15,73,NaN,71,6,37,NaN,71
11814,,NaN,NaN,,,,,NaN,,,,NaN,
11815,134,NaN,NaN,100,99,15,73,NaN,70,6,37,NaN,71
11816,,NaN,NaN,,,,,NaN,,,,NaN,
11817,134,NaN,NaN,100,98,15,72,NaN,70,6,37,NaN,70
11818,,NaN,NaN,,,,,NaN,,,,NaN,
11819,132,NaN,NaN,100,97,15,71,NaN,69,6,36,NaN,70
11820,,NaN,NaN,,,,,NaN,,,,NaN,
11821,132,NaN,NaN,100,97,15,71,NaN,69,6,36,NaN,70
11822,,NaN,NaN,,,,,NaN,,,,NaN,
11823,131,NaN,NaN,100,96,15,71,NaN,69,6,36,NaN,70
11824,,NaN,NaN,,,,,NaN,,,,NaN,
11825,132,NaN,NaN,100,97,15,71,NaN,69,6,36,NaN,70
11826,,NaN,NaN,,,,,NaN,,,,NaN,
11827,132,NaN,NaN,100,97,15,72,NaN,70,6,36,NaN,70
11828,,NaN,NaN,,,,,NaN,,,,NaN,
11829,133,NaN,NaN,100,97,15,72,NaN,70,6,36,NaN,71
11830,,NaN,NaN,,,,,NaN,,,,NaN,
11831,132,NaN,NaN,100,97,15,72,NaN,70,6,36,NaN,71
11832,,NaN,NaN,,,,,NaN,,,,NaN,
11833,133,NaN,NaN,100,97,15,71,NaN,71,6,36,NaN,71
11834,,NaN,NaN,,,,,NaN,,,,NaN,
11835,133,NaN,NaN,100,97,15,72,NaN,71,6,36,NaN,71
11836,,NaN,NaN,,,,,NaN,,,,NaN,
11837,133,NaN,NaN,100,97,15,71,NaN,71,6,36,NaN,72
11838,,NaN,NaN,,,,,NaN,,,,NaN,
11839,132,NaN,NaN,100,97,15,71,NaN,71,6,36,NaN,72
11840,,NaN,NaN,,,,,NaN,,,,NaN,
11841,132,NaN,NaN,100,96,15,71,NaN,71,6,36,NaN,71
11842,,NaN,NaN,,,,,NaN,,,,NaN,
11843,132,NaN,NaN,100,97,15,72,NaN,70,6,36,NaN,71
11844,,NaN,NaN,,,,,NaN,,,,NaN,
11845,134,NaN,NaN,100,98,15,72,NaN,70,6,36,NaN,71
11846,,NaN,NaN,,,,,NaN,,,,NaN,
11847,135,NaN,NaN,100,98,15,73,NaN,70,6,36,NaN,71
11848,,NaN,NaN,,,,,NaN,,,,NaN,
11849,135,NaN,NaN,100,99,15,73,NaN,70,6,36,NaN,71
11850,,NaN,NaN,,,,,NaN,,,,NaN,
11851,134,NaN,NaN,100,98,15,73,NaN,71,6,36,NaN,71
11852,,NaN,NaN,,,,,NaN,,,,NaN,
11853,135,NaN,NaN,100,99,15,73,NaN,71,6,36,NaN,71
11854,,NaN,NaN,,,,,NaN,,,,NaN,
11855,134,NaN,NaN,100,99,15,73,NaN,71,6,36,NaN,71
11856,,NaN,NaN,,,,,NaN,,,,NaN,
11857,135,NaN,NaN,100,99,15,72,NaN,71,6,36,NaN,71
11858,,NaN,NaN,,,,,NaN,,,,NaN,
11859,135,NaN,NaN,100,99,15,73,NaN,71,6,36,NaN,71
11860,,NaN,NaN,,,,,NaN,,,,NaN,
11861,135,NaN,NaN,100,99,15,73,NaN,71,6,36,NaN,71
11862,,NaN,NaN,,,,,NaN,,,,NaN,
11863,135,NaN,NaN,100,99,15,73,NaN,71,6,36,NaN,71
11864,,NaN,NaN,,,,,NaN,,,,NaN,
11865,135,NaN,NaN,100,99,15,73,NaN,71,6,36,NaN,71
11866,,NaN,NaN,,,,,NaN,,,,NaN,
11867,135,NaN,NaN,100,99,15,73,NaN,71,6,36,NaN,72
11868,,NaN,NaN,,,,,NaN,,,,NaN,
11869,136,NaN,NaN,100,99,15,73,NaN,71,6,36,NaN,71
11870,,NaN,NaN,,,,,NaN,,,,NaN,
11871,136,NaN,NaN,100,100,15,74,NaN,70,6,36,NaN,71
11872,,NaN,NaN,,,,,NaN,,,,NaN,
11873,137,NaN,NaN,100,100,15,74,NaN,70,6,36,NaN,71
11874,,NaN,NaN,,,,,NaN,,,,NaN,
11875,137,NaN,NaN,100,100,15,74,NaN,70,6,36,NaN,70
11876,,NaN,NaN,,,,,NaN,,,,NaN,
11877,137,NaN,NaN,100,100,15,74,NaN,70,6,36,NaN,70
11878,,NaN,NaN,,,,,NaN,,,,NaN,
11879,137,NaN,NaN,100,100,15,74,NaN,70,6,36,NaN,70
11880,,NaN,NaN,,,,,NaN,,,,NaN,
11881,136,NaN,NaN,100,100,15,73,NaN,70,6,36,NaN,71
11882,,NaN,NaN,,,,,NaN,,,,NaN,
11883,136,NaN,NaN,100,100,15,74,NaN,70,6,36,NaN,71
11884,,NaN,NaN,,,,,NaN,,,,NaN,
11885,137,NaN,NaN,100,100,15,74,NaN,70,6,36,NaN,71
11886,,NaN,NaN,,,,,NaN,,,,NaN,
11887,138,NaN,NaN,100,101,15,75,NaN,70,6,36,NaN,71
11888,,NaN,NaN,,,,,NaN,,,,NaN,
11889,140,NaN,NaN,100,102,15,76,NaN,71,6,36,NaN,71
11890,,NaN,NaN,,,,,NaN,,,,NaN,
11891,142,NaN,NaN,100,104,15,78,NaN,72,6,36,NaN,72
11892,,NaN,NaN,,,,,NaN,,,,NaN,
11893,144,NaN,NaN,100,105,15,78,NaN,72,6,36,NaN,73
11894,,NaN,NaN,,,,,NaN,,,,NaN,
11895,143,NaN,NaN,100,105,15,78,NaN,73,6,36,NaN,73
11896,,NaN,NaN,,,,,NaN,,,,NaN,
11897,142,NaN,NaN,100,105,15,76,NaN,72,6,36,NaN,73
11898,,NaN,NaN,,,,,NaN,,,,NaN,
11899,140,NaN,NaN,100,103,15,75,NaN,72,6,36,NaN,72
11900,,NaN,NaN,,,,,NaN,,,,NaN,
11901,139,NaN,NaN,100,102,15,74,NaN,71,6,36,NaN,72
11902,,NaN,NaN,,,,,NaN,,,,NaN,
11903,138,NaN,NaN,100,102,15,75,NaN,71,6,36,NaN,72
11904,,NaN,NaN,,,,,NaN,,,,NaN,
11905,138,NaN,NaN,100,102,15,75,NaN,71,6,36,NaN,71
11906,,NaN,NaN,,,,,NaN,,,,NaN,
11907,139,NaN,NaN,100,102,15,76,NaN,71,6,36,NaN,71
11908,,NaN,NaN,,,,,NaN,,,,NaN,
11909,141,NaN,NaN,100,103,15,76,NaN,71,6,36,NaN,71
11910,,NaN,NaN,,,,,NaN,,,,NaN,
11911,140,NaN,NaN,100,103,15,76,NaN,71,6,36,NaN,71
11912,,NaN,NaN,,,,,NaN,,,,NaN,
11913,141,NaN,NaN,100,103,15,76,NaN,71,6,36,NaN,71
11914,,NaN,NaN,,,,,NaN,,,,NaN,
11915,140,NaN,NaN,100,103,15,76,NaN,71,6,36,NaN,71
11916,,NaN,NaN,,,,,NaN,,,,NaN,
11917,140,NaN,NaN,100,103,15,76,NaN,71,6,36,NaN,72
11918,,NaN,NaN,,,,,NaN,,,,NaN,
11919,140,NaN,NaN,100,103,15,77,NaN,71,6,36,NaN,72
11920,,NaN,NaN,,,,,NaN,,,,NaN,
11921,141,NaN,NaN,100,104,15,76,NaN,72,6,36,NaN,72
11922,,NaN,NaN,,,,,NaN,,,,NaN,
11923,141,NaN,NaN,100,104,15,77,NaN,72,6,36,NaN,73
11924,,NaN,NaN,,,,,NaN,,,,NaN,
11925,140,NaN,NaN,100,103,15,75,NaN,73,6,36,NaN,73
11926,,NaN,NaN,,,,,NaN,,,,NaN,
11927,138,NaN,NaN,100,102,15,75,NaN,73,6,36,NaN,74
11928,,NaN,NaN,,,,,NaN,,,,NaN,
11929,136,NaN,NaN,100,101,15,73,NaN,73,6,36,NaN,74
11930,,NaN,NaN,,,,,NaN,,,,NaN,
11931,135,NaN,NaN,100,100,15,73,NaN,74,6,36,NaN,74
11932,,NaN,NaN,,,,,NaN,,,,NaN,
11933,133,NaN,NaN,100,99,15,72,NaN,74,6,36,NaN,74
11934,,NaN,NaN,,,,,NaN,,,,NaN,
11935,132,NaN,NaN,100,98,15,71,NaN,74,6,36,NaN,74
11936,,NaN,NaN,,,,,NaN,,,,NaN,
11937,131,NaN,NaN,100,96,15,70,NaN,74,6,36,NaN,74
11938,,NaN,NaN,,,,,NaN,,,,NaN,
11939,129,NaN,NaN,100,96,15,70,NaN,73,6,36,NaN,74
11940,,NaN,NaN,,,,,NaN,,,,NaN,
11941,127,NaN,NaN,100,94,15,68,NaN,73,6,36,NaN,73
11942,,NaN,NaN,,,,,NaN,,,,NaN,
11943,126,NaN,NaN,100,93,15,68,NaN,72,6,36,NaN,73
11944,,NaN,NaN,,,,,NaN,,,,NaN,
11945,126,NaN,NaN,100,93,15,67,NaN,72,6,36,NaN,72
11946,,NaN,NaN,,,,,NaN,,,,NaN,
11947,125,NaN,NaN,100,92,15,67,NaN,72,6,36,NaN,72
11948,,NaN,NaN,,,,,NaN,,,,NaN,
11949,125,NaN,NaN,100,92,15,67,NaN,71,6,36,NaN,72
11950,,NaN,NaN,,,,,NaN,,,,NaN,
11951,124,NaN,NaN,100,91,15,67,NaN,71,6,36,NaN,71
11952,,NaN,NaN,,,,,NaN,,,,NaN,
11953,124,NaN,NaN,100,91,15,67,NaN,71,6,36,NaN,71
11954,,NaN,NaN,,,,,NaN,,,,NaN,
11955,124,NaN,NaN,100,91,15,67,NaN,70,7,36,NaN,71
11956,,NaN,NaN,,,,,NaN,,,,NaN,
11957,124,NaN,NaN,100,91,15,67,NaN,70,7,36,NaN,71
11958,,NaN,NaN,,,,,NaN,,,,NaN,
11959,124,NaN,NaN,100,92,15,68,NaN,70,7,36,NaN,70
11960,,NaN,NaN,,,,,NaN,,,,NaN,
11961,125,NaN,NaN,100,92,15,67,NaN,70,7,36,NaN,70
11962,,NaN,NaN,,,,,NaN,,,,NaN,
11963,124,NaN,NaN,100,91,15,68,NaN,70,7,36,NaN,70
11964,,NaN,NaN,,,,,NaN,,,,NaN,
11965,124,NaN,NaN,100,91,15,67,NaN,70,6,36,NaN,70
11966,,NaN,NaN,,,,,NaN,,,,NaN,
11967,123,NaN,NaN,100,91,15,67,NaN,70,6,36,NaN,70
11968,,NaN,NaN,,,,,NaN,,,,NaN,
11969,124,NaN,NaN,100,91,15,67,NaN,70,6,35,NaN,70
11970,,NaN,NaN,,,,,NaN,,,,NaN,
11971,123,NaN,NaN,100,91,15,67,NaN,69,6,35,NaN,70
11972,,NaN,NaN,,,,,NaN,,,,NaN,
11973,123,NaN,NaN,100,91,15,67,NaN,69,6,35,NaN,70
11974,,NaN,NaN,,,,,NaN,,,,NaN,
11975,123,NaN,NaN,100,91,15,67,NaN,69,6,36,NaN,70
11976,,NaN,NaN,,,,,NaN,,,,NaN,
11977,123,NaN,NaN,100,90,15,67,NaN,69,6,36,NaN,70
11978,,NaN,NaN,,,,,NaN,,,,NaN,
11979,122,NaN,NaN,100,90,15,67,NaN,69,6,36,NaN,70
11980,,NaN,NaN,,,,,NaN,,,,NaN,
11981,122,NaN,NaN,100,90,15,66,NaN,69,6,36,NaN,70
11982,,NaN,NaN,,,,,NaN,,,,NaN,
11983,121,NaN,NaN,100,90,15,66,NaN,69,6,36,NaN,70
11984,,NaN,NaN,,,,,NaN,,,,NaN,
11985,121,NaN,NaN,100,89,15,65,NaN,69,6,36,NaN,70
11986,,NaN,NaN,,,,,NaN,,,,NaN,
11987,120,NaN,NaN,100,89,15,65,NaN,69,6,36,NaN,69
11988,,NaN,NaN,,,,,NaN,,,,NaN,
11989,120,NaN,NaN,100,88,15,65,NaN,69,6,36,NaN,69
11990,,NaN,NaN,,,,,NaN,,,,NaN,
11991,119,NaN,NaN,100,88,15,65,NaN,69,6,36,NaN,69
11992,,NaN,NaN,,,,,NaN,,,,NaN,
11993,120,NaN,NaN,100,88,15,65,NaN,69,6,36,NaN,69
11994,,NaN,NaN,,,,,NaN,,,,NaN,
11995,119,NaN,NaN,100,88,15,65,NaN,69,6,36,NaN,69
11996,,NaN,NaN,,,,,NaN,,,,NaN,
11997,120,NaN,NaN,100,88,15,65,NaN,69,6,36,NaN,69
11998,,NaN,NaN,,,,,NaN,,,,NaN,
11999,119,NaN,NaN,100,88,15,65,NaN,69,6,36,NaN,70
12000,,NaN,NaN,,,,,NaN,,,,NaN,
12001,120,NaN,NaN,100,88,15,65,NaN,69,6,36,NaN,69
12002,,NaN,NaN,,,,,NaN,,,,NaN,
12003,120,NaN,NaN,100,88,15,66,NaN,69,6,35,NaN,69
12004,,NaN,NaN,,,,,NaN,,,,NaN,
12005,120,NaN,NaN,100,88,15,66,NaN,69,6,35,NaN,70
12006,,NaN,NaN,,,,,NaN,,,,NaN,
12007,120,NaN,NaN,100,89,15,66,NaN,69,6,35,NaN,70
12008,,NaN,NaN,,,,,NaN,,,,NaN,
12009,121,NaN,NaN,100,89,15,66,NaN,70,6,35,NaN,70
12010,,NaN,NaN,,,,,NaN,,,,NaN,
12011,121,NaN,NaN,100,89,15,66,NaN,70,6,36,NaN,70
12012,,NaN,NaN,,,,,NaN,,,,NaN,
12013,122,NaN,NaN,100,89,15,66,NaN,70,6,36,NaN,70
12014,,NaN,NaN,,,,,NaN,,,,NaN,
12015,121,NaN,NaN,100,89,15,66,NaN,69,6,36,NaN,70
12016,,NaN,NaN,,,,,NaN,,,,NaN,
12017,121,NaN,NaN,100,89,15,65,NaN,69,6,36,NaN,69
12018,,NaN,NaN,,,,,NaN,,,,NaN,
12019,120,NaN,NaN,100,88,15,65,NaN,68,6,36,NaN,69
12020,,NaN,NaN,,,,,NaN,,,,NaN,
12021,120,NaN,NaN,100,88,15,64,NaN,68,6,36,NaN,69
12022,,NaN,NaN,,,,,NaN,,,,NaN,
12023,119,NaN,NaN,100,88,15,65,NaN,69,6,36,NaN,69
12024,,NaN,NaN,,,,,NaN,,,,NaN,
12025,119,NaN,NaN,100,88,15,64,NaN,69,6,36,NaN,69
12026,,NaN,NaN,,,,,NaN,,,,NaN,
12027,118,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12028,,NaN,NaN,,,,,NaN,,,,NaN,
12029,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12030,,NaN,NaN,,,,,NaN,,,,NaN,
12031,118,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12032,,NaN,NaN,,,,,NaN,,,,NaN,
12033,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12034,,NaN,NaN,,,,,NaN,,,,NaN,
12035,118,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12036,,NaN,NaN,,,,,NaN,,,,NaN,
12037,118,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,70
12038,,NaN,NaN,,,,,NaN,,,,NaN,
12039,118,NaN,NaN,100,86,15,64,NaN,69,6,36,NaN,70
12040,,NaN,NaN,,,,,NaN,,,,NaN,
12041,118,NaN,NaN,100,86,15,63,NaN,69,6,36,NaN,70
12042,,NaN,NaN,,,,,NaN,,,,NaN,
12043,118,NaN,NaN,100,86,15,64,NaN,69,6,36,NaN,69
12044,,NaN,NaN,,,,,NaN,,,,NaN,
12045,119,NaN,NaN,100,87,15,64,NaN,69,6,35,NaN,69
12046,,NaN,NaN,,,,,NaN,,,,NaN,
12047,119,NaN,NaN,100,87,15,65,NaN,69,6,35,NaN,69
12048,,NaN,NaN,,,,,NaN,,,,NaN,
12049,119,NaN,NaN,100,87,15,64,NaN,69,6,35,NaN,70
12050,,NaN,NaN,,,,,NaN,,,,NaN,
12051,119,NaN,NaN,100,87,15,65,NaN,69,6,35,NaN,70
12052,,NaN,NaN,,,,,NaN,,,,NaN,
12053,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,70
12054,,NaN,NaN,,,,,NaN,,,,NaN,
12055,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12056,,NaN,NaN,,,,,NaN,,,,NaN,
12057,120,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12058,,NaN,NaN,,,,,NaN,,,,NaN,
12059,119,NaN,NaN,100,87,15,65,NaN,68,6,36,NaN,69
12060,,NaN,NaN,,,,,NaN,,,,NaN,
12061,120,NaN,NaN,100,88,15,65,NaN,68,6,36,NaN,69
12062,,NaN,NaN,,,,,NaN,,,,NaN,
12063,120,NaN,NaN,100,88,15,65,NaN,68,6,36,NaN,69
12064,,NaN,NaN,,,,,NaN,,,,NaN,
12065,120,NaN,NaN,100,87,15,64,NaN,68,6,36,NaN,69
12066,,NaN,NaN,,,,,NaN,,,,NaN,
12067,119,NaN,NaN,100,87,15,65,NaN,69,6,36,NaN,69
12068,,NaN,NaN,,,,,NaN,,,,NaN,
12069,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12070,,NaN,NaN,,,,,NaN,,,,NaN,
12071,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12072,,NaN,NaN,,,,,NaN,,,,NaN,
12073,119,NaN,NaN,100,87,15,63,NaN,69,6,36,NaN,69
12074,,NaN,NaN,,,,,NaN,,,,NaN,
12075,118,NaN,NaN,100,86,15,64,NaN,69,6,36,NaN,69
12076,,NaN,NaN,,,,,NaN,,,,NaN,
12077,118,NaN,NaN,100,86,15,63,NaN,69,6,36,NaN,69
12078,,NaN,NaN,,,,,NaN,,,,NaN,
12079,118,NaN,NaN,100,86,15,64,NaN,69,6,35,NaN,69
12080,,NaN,NaN,,,,,NaN,,,,NaN,
12081,119,NaN,NaN,100,86,15,64,NaN,68,6,35,NaN,69
12082,,NaN,NaN,,,,,NaN,,,,NaN,
12083,119,NaN,NaN,100,86,15,64,NaN,68,6,35,NaN,69
12084,,NaN,NaN,,,,,NaN,,,,NaN,
12085,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12086,,NaN,NaN,,,,,NaN,,,,NaN,
12087,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12088,,NaN,NaN,,,,,NaN,,,,NaN,
12089,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,70
12090,,NaN,NaN,,,,,NaN,,,,NaN,
12091,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12092,,NaN,NaN,,,,,NaN,,,,NaN,
12093,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12094,,NaN,NaN,,,,,NaN,,,,NaN,
12095,120,NaN,NaN,100,87,15,65,NaN,69,6,36,NaN,70
12096,,NaN,NaN,,,,,NaN,,,,NaN,
12097,120,NaN,NaN,100,88,15,65,NaN,69,6,36,NaN,70
12098,,NaN,NaN,,,,,NaN,,,,NaN,
12099,120,NaN,NaN,100,88,15,65,NaN,69,6,35,NaN,70
12100,,NaN,NaN,,,,,NaN,,,,NaN,
12101,120,NaN,NaN,100,88,15,65,NaN,70,6,35,NaN,70
12102,,NaN,NaN,,,,,NaN,,,,NaN,
12103,119,NaN,NaN,100,87,15,64,NaN,69,6,35,NaN,70
12104,,NaN,NaN,,,,,NaN,,,,NaN,
12105,120,NaN,NaN,100,87,15,64,NaN,69,6,35,NaN,70
12106,,NaN,NaN,,,,,NaN,,,,NaN,
12107,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12108,,NaN,NaN,,,,,NaN,,,,NaN,
12109,120,NaN,NaN,100,87,15,64,NaN,68,6,36,NaN,69
12110,,NaN,NaN,,,,,NaN,,,,NaN,
12111,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12112,,NaN,NaN,,,,,NaN,,,,NaN,
12113,119,NaN,NaN,100,87,15,64,NaN,69,6,35,NaN,69
12114,,NaN,NaN,,,,,NaN,,,,NaN,
12115,119,NaN,NaN,100,87,15,64,NaN,69,6,35,NaN,69
12116,,NaN,NaN,,,,,NaN,,,,NaN,
12117,119,NaN,NaN,100,86,15,63,NaN,69,6,35,NaN,69
12118,,NaN,NaN,,,,,NaN,,,,NaN,
12119,118,NaN,NaN,100,86,15,64,NaN,69,6,35,NaN,69
12120,,NaN,NaN,,,,,NaN,,,,NaN,
12121,119,NaN,NaN,100,87,15,64,NaN,69,6,35,NaN,69
12122,,NaN,NaN,,,,,NaN,,,,NaN,
12123,118,NaN,NaN,100,87,15,64,NaN,69,6,35,NaN,70
12124,,NaN,NaN,,,,,NaN,,,,NaN,
12125,119,NaN,NaN,100,87,15,64,NaN,70,6,35,NaN,70
12126,,NaN,NaN,,,,,NaN,,,,NaN,
12127,120,NaN,NaN,100,87,15,65,NaN,70,6,35,NaN,71
12128,,NaN,NaN,,,,,NaN,,,,NaN,
12129,119,NaN,NaN,100,87,15,64,NaN,71,6,35,NaN,71
12130,,NaN,NaN,,,,,NaN,,,,NaN,
12131,119,NaN,NaN,100,87,15,64,NaN,70,6,35,NaN,71
12132,,NaN,NaN,,,,,NaN,,,,NaN,
12133,120,NaN,NaN,100,87,15,64,NaN,70,6,35,NaN,71
12134,,NaN,NaN,,,,,NaN,,,,NaN,
12135,120,NaN,NaN,100,88,15,65,NaN,70,6,36,NaN,70
12136,,NaN,NaN,,,,,NaN,,,,NaN,
12137,120,NaN,NaN,100,88,15,65,NaN,70,6,36,NaN,70
12138,,NaN,NaN,,,,,NaN,,,,NaN,
12139,120,NaN,NaN,100,88,15,66,NaN,70,7,36,NaN,70
12140,,NaN,NaN,,,,,NaN,,,,NaN,
12141,121,NaN,NaN,100,88,15,65,NaN,70,7,36,NaN,70
12142,,NaN,NaN,,,,,NaN,,,,NaN,
12143,121,NaN,NaN,100,89,15,66,NaN,70,7,36,NaN,70
12144,,NaN,NaN,,,,,NaN,,,,NaN,
12145,122,NaN,NaN,100,89,15,66,NaN,70,7,36,NaN,70
12146,,NaN,NaN,,,,,NaN,,,,NaN,
12147,121,NaN,NaN,100,89,15,66,NaN,70,7,36,NaN,70
12148,,NaN,NaN,,,,,NaN,,,,NaN,
12149,121,NaN,NaN,100,89,15,65,NaN,69,7,36,NaN,70
12150,,NaN,NaN,,,,,NaN,,,,NaN,
12151,121,NaN,NaN,100,88,15,65,NaN,69,7,36,NaN,70
12152,,NaN,NaN,,,,,NaN,,,,NaN,
12153,120,NaN,NaN,100,88,15,64,NaN,69,6,36,NaN,70
12154,,NaN,NaN,,,,,NaN,,,,NaN,
12155,119,NaN,NaN,100,88,15,65,NaN,69,6,36,NaN,69
12156,,NaN,NaN,,,,,NaN,,,,NaN,
12157,120,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12158,,NaN,NaN,,,,,NaN,,,,NaN,
12159,119,NaN,NaN,100,87,15,64,NaN,69,6,36,NaN,69
12160,,NaN,NaN,,,,,NaN,,,,NaN,
