time,Solar8000/ART_SBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ART,Solar8000/HR,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/PLETH_HR
6828,139,NaN,NaN,100,105,20,83,NaN,83,6,35,NaN,84
6829,,NaN,NaN,,,,,NaN,,,,NaN,
6830,138,NaN,NaN,100,105,20,84,NaN,83,7,35,NaN,84
6831,,NaN,NaN,,,,,NaN,,,,NaN,
6832,139,NaN,NaN,100,106,20,85,NaN,83,7,35,NaN,84
6833,,NaN,NaN,,,,,NaN,,,,NaN,
6834,143,NaN,NaN,100,108,20,86,NaN,83,6,35,NaN,84
6835,,NaN,NaN,,,,,NaN,,,,NaN,
6836,141,NaN,NaN,100,107,20,85,NaN,83,6,35,NaN,84
6837,,NaN,NaN,,,,,NaN,,,,NaN,
6838,138,NaN,NaN,100,106,20,82,NaN,83,6,35,NaN,83
6839,,NaN,NaN,,,,,NaN,,,,NaN,
6840,138,NaN,NaN,100,105,20,82,NaN,83,6,35,NaN,83
6841,,NaN,NaN,,,,,NaN,,,,NaN,
6842,134,NaN,NaN,100,103,20,81,NaN,83,6,35,NaN,83
6843,,NaN,NaN,,,,,NaN,,,,NaN,
6844,134,NaN,NaN,100,102,20,80,NaN,82,7,36,NaN,83
6845,,NaN,NaN,,,,,NaN,,,,NaN,
6846,136,NaN,NaN,100,103,20,81,NaN,82,7,36,NaN,83
6847,,NaN,NaN,,,,,NaN,,,,NaN,
6848,134,NaN,NaN,100,102,20,81,NaN,82,6,36,NaN,83
6849,,NaN,NaN,,,,,NaN,,,,NaN,
6850,134,NaN,NaN,100,102,20,80,NaN,83,6,36,NaN,83
6851,,NaN,NaN,,,,,NaN,,,,NaN,
6852,136,NaN,NaN,100,102,20,81,NaN,83,7,35,NaN,83
6853,,NaN,NaN,,,,,NaN,,,,NaN,
6854,133,NaN,NaN,100,102,20,81,NaN,83,7,35,NaN,83
6855,,NaN,NaN,,,,,NaN,,,,NaN,
6856,134,NaN,NaN,100,102,20,81,NaN,83,7,35,NaN,83
6857,,NaN,NaN,,,,,NaN,,,,NaN,
6858,137,NaN,NaN,100,103,20,82,NaN,83,7,36,NaN,83
6859,,NaN,NaN,,,,,NaN,,,,NaN,
6860,139,NaN,NaN,100,104,20,83,NaN,83,7,36,NaN,84
6861,,NaN,NaN,,,,,NaN,,,,NaN,
6862,138,NaN,NaN,100,104,20,82,NaN,83,7,36,NaN,84
6863,,NaN,NaN,,,,,NaN,,,,NaN,
6864,141,NaN,NaN,100,106,20,83,NaN,83,7,36,NaN,84
6865,,NaN,NaN,,,,,NaN,,,,NaN,
6866,138,NaN,NaN,100,105,20,82,NaN,83,7,36,NaN,84
6867,,NaN,NaN,,,,,NaN,,,,NaN,
6868,136,NaN,NaN,100,103,20,81,NaN,83,7,36,NaN,84
6869,,NaN,NaN,,,,,NaN,,,,NaN,
6870,138,NaN,NaN,100,105,20,82,NaN,83,7,36,NaN,83
6871,,NaN,NaN,,,,,NaN,,,,NaN,
6872,135,NaN,NaN,100,103,20,81,NaN,82,7,36,NaN,83
6873,,NaN,NaN,,,,,NaN,,,,NaN,
6874,134,NaN,NaN,100,102,20,80,NaN,82,7,36,NaN,83
6875,,NaN,NaN,,,,,NaN,,,,NaN,
6876,136,NaN,NaN,100,103,20,81,NaN,82,7,36,NaN,83
6877,,NaN,NaN,,,,,NaN,,,,NaN,
6878,135,NaN,NaN,100,103,20,82,NaN,82,6,36,NaN,83
6879,,NaN,NaN,,,,,NaN,,,,NaN,
6880,136,NaN,NaN,100,103,20,81,NaN,82,6,36,NaN,83
6881,,NaN,NaN,,,,,NaN,,,,NaN,
6882,139,NaN,NaN,100,104,20,82,NaN,83,7,36,NaN,83
6883,,NaN,NaN,,,,,NaN,,,,NaN,
6884,138,NaN,NaN,100,105,20,83,NaN,83,7,36,NaN,84
6885,,NaN,NaN,,,,,NaN,,,,NaN,
6886,139,NaN,NaN,100,105,20,82,NaN,83,7,36,NaN,84
6887,,NaN,NaN,,,,,NaN,,,,NaN,
6888,140,NaN,NaN,100,105,20,83,NaN,83,7,36,NaN,84
6889,,NaN,NaN,,,,,NaN,,,,NaN,
6890,138,NaN,NaN,100,105,20,84,NaN,83,7,36,NaN,84
6891,,NaN,NaN,,,,,NaN,,,,NaN,
6892,137,NaN,NaN,100,104,20,82,NaN,83,7,36,NaN,83
6893,,NaN,NaN,,,,,NaN,,,,NaN,
6894,139,NaN,NaN,100,105,20,83,NaN,83,7,36,NaN,83
6895,,NaN,NaN,,,,,NaN,,,,NaN,
6896,137,NaN,NaN,100,104,20,83,NaN,83,7,36,NaN,83
6897,,NaN,NaN,,,,,NaN,,,,NaN,
6898,138,NaN,NaN,100,104,20,82,NaN,83,6,36,NaN,83
6899,,NaN,NaN,,,,,NaN,,,,NaN,
6900,139,NaN,NaN,100,105,20,82,NaN,82,6,36,NaN,83
6901,,NaN,NaN,,,,,NaN,,,,NaN,
6902,136,NaN,NaN,100,104,20,82,NaN,82,6,36,NaN,83
6903,,NaN,NaN,,,,,NaN,,,,NaN,
6904,136,NaN,NaN,100,103,20,81,NaN,82,7,36,NaN,83
6905,,NaN,NaN,,,,,NaN,,,,NaN,
6906,140,NaN,NaN,100,105,20,83,NaN,82,7,36,NaN,83
6907,,NaN,NaN,,,,,NaN,,,,NaN,
6908,139,NaN,NaN,100,105,20,85,NaN,83,6,36,NaN,84
6909,,NaN,NaN,,,,,NaN,,,,NaN,
6910,139,NaN,NaN,100,106,20,83,NaN,83,6,35,NaN,83
6911,,NaN,NaN,,,,,NaN,,,,NaN,
6912,140,NaN,NaN,100,106,20,83,NaN,83,7,35,NaN,84
6913,,NaN,NaN,,,,,NaN,,,,NaN,
6914,138,NaN,NaN,100,105,20,84,NaN,83,7,35,NaN,84
6915,,NaN,NaN,,,,,NaN,,,,NaN,
6916,140,NaN,NaN,100,106,20,83,NaN,83,7,36,NaN,84
6917,,NaN,NaN,,,,,NaN,,,,NaN,
6918,140,NaN,NaN,100,106,20,82,NaN,83,7,36,NaN,84
6919,,NaN,NaN,,,,,NaN,,,,NaN,
6920,136,NaN,NaN,100,104,20,81,NaN,83,7,36,NaN,84
6921,,NaN,NaN,,,,,NaN,,,,NaN,
6922,135,NaN,NaN,100,103,20,80,NaN,83,7,36,NaN,83
6923,,NaN,NaN,,,,,NaN,,,,NaN,
6924,137,NaN,NaN,100,103,20,81,NaN,83,7,35,NaN,83
6925,,NaN,NaN,,,,,NaN,,,,NaN,
6926,134,NaN,NaN,100,101,20,80,NaN,82,7,35,NaN,83
6927,,NaN,NaN,,,,,NaN,,,,NaN,
6928,130,NaN,NaN,100,99,20,78,NaN,82,5,35,NaN,83
6929,,NaN,NaN,,,,,NaN,,,,NaN,
6930,132,NaN,NaN,100,100,20,80,NaN,82,5,35,NaN,83
6931,,NaN,NaN,,,,,NaN,,,,NaN,
6932,129,NaN,NaN,100,98,20,81,NaN,82,6,35,NaN,83
6933,,NaN,NaN,,,,,NaN,,,,NaN,
6934,132,NaN,NaN,100,100,20,81,NaN,82,6,35,NaN,83
6935,,NaN,NaN,,,,,NaN,,,,NaN,
6936,138,NaN,NaN,100,103,20,84,NaN,83,6,35,NaN,84
6937,,NaN,NaN,,,,,NaN,,,,NaN,
6938,136,NaN,NaN,100,103,20,84,NaN,83,5,35,NaN,84
6939,,NaN,NaN,,,,,NaN,,,,NaN,
6940,134,NaN,NaN,100,102,20,83,NaN,83,5,35,NaN,83
6941,,NaN,NaN,,,,,NaN,,,,NaN,
6942,137,NaN,NaN,100,103,20,83,NaN,83,6,35,NaN,83
6943,,NaN,NaN,,,,,NaN,,,,NaN,
6944,133,NaN,NaN,100,102,20,82,NaN,83,6,34,NaN,84
6945,,NaN,NaN,,,,,NaN,,,,NaN,
6946,131,NaN,NaN,100,100,20,81,NaN,83,6,34,NaN,83
6947,,NaN,NaN,,,,,NaN,,,,NaN,
6948,135,NaN,NaN,100,102,20,82,NaN,83,6,34,NaN,84
6949,,NaN,NaN,,,,,NaN,,,,NaN,
6950,133,NaN,NaN,100,101,20,82,NaN,83,6,34,NaN,84
6951,,NaN,NaN,,,,,NaN,,,,NaN,
6952,134,NaN,NaN,100,102,20,82,NaN,83,6,35,NaN,84
6953,,NaN,NaN,,,,,NaN,,,,NaN,
6954,138,NaN,NaN,100,103,20,82,NaN,83,6,35,NaN,84
6955,,NaN,NaN,,,,,NaN,,,,NaN,
6956,135,NaN,NaN,100,102,20,82,NaN,83,6,35,NaN,84
6957,,NaN,NaN,,,,,NaN,,,,NaN,
6958,132,NaN,NaN,100,101,20,81,NaN,83,5,34,NaN,84
6959,,NaN,NaN,,,,,NaN,,,,NaN,
6960,135,NaN,NaN,100,102,20,82,NaN,83,5,34,NaN,84
6961,,NaN,NaN,,,,,NaN,,,,NaN,
6962,132,NaN,NaN,100,101,20,82,NaN,83,6,34,NaN,84
6963,,NaN,NaN,,,,,NaN,,,,NaN,
6964,133,NaN,NaN,100,101,20,82,NaN,83,6,34,NaN,84
6965,,NaN,NaN,,,,,NaN,,,,NaN,
6966,136,NaN,NaN,100,102,20,82,NaN,83,6,35,NaN,84
6967,,NaN,NaN,,,,,NaN,,,,NaN,
6968,132,NaN,NaN,100,100,20,81,NaN,83,6,35,NaN,84
6969,,NaN,NaN,,,,,NaN,,,,NaN,
6970,132,NaN,NaN,100,100,20,80,NaN,83,6,35,NaN,84
6971,,NaN,NaN,,,,,NaN,,,,NaN,
6972,135,NaN,NaN,100,101,20,82,NaN,83,6,35,NaN,84
6973,,NaN,NaN,,,,,NaN,,,,NaN,
6974,133,NaN,NaN,100,101,20,82,NaN,83,6,35,NaN,84
6975,,NaN,NaN,,,,,NaN,,,,NaN,
6976,132,NaN,NaN,100,100,20,81,NaN,83,6,35,NaN,83
6977,,NaN,NaN,,,,,NaN,,,,NaN,
6978,136,NaN,NaN,100,102,20,83,NaN,83,6,35,NaN,83
6979,,NaN,NaN,,,,,NaN,,,,NaN,
6980,134,NaN,NaN,100,102,20,83,NaN,83,6,34,NaN,84
6981,,NaN,NaN,,,,,NaN,,,,NaN,
6982,133,NaN,NaN,100,101,20,82,NaN,83,6,34,NaN,83
6983,,NaN,NaN,,,,,NaN,,,,NaN,
6984,136,NaN,NaN,100,102,20,82,NaN,83,7,34,NaN,84
6985,,NaN,NaN,,,,,NaN,,,,NaN,
6986,134,NaN,NaN,100,102,20,82,NaN,83,7,35,NaN,84
6987,,NaN,NaN,,,,,NaN,,,,NaN,
6988,132,NaN,NaN,100,101,20,80,NaN,83,6,35,NaN,83
6989,,NaN,NaN,,,,,NaN,,,,NaN,
6990,135,NaN,NaN,100,102,20,82,NaN,82,6,35,NaN,83
6991,,NaN,NaN,,,,,NaN,,,,NaN,
6992,132,NaN,NaN,100,100,20,80,NaN,82,7,35,NaN,83
6993,,NaN,NaN,,,,,NaN,,,,NaN,
6994,129,NaN,NaN,100,99,20,80,NaN,82,7,34,NaN,83
6995,,NaN,NaN,,,,,NaN,,,,NaN,
6996,133,NaN,NaN,100,100,20,81,NaN,82,6,34,NaN,83
6997,,NaN,NaN,,,,,NaN,,,,NaN,
6998,130,NaN,NaN,100,99,20,81,NaN,83,6,34,NaN,84
6999,,NaN,NaN,,,,,NaN,,,,NaN,
7000,129,NaN,NaN,100,99,20,80,NaN,83,6,35,NaN,84
7001,,NaN,NaN,,,,,NaN,,,,NaN,
7002,133,NaN,NaN,100,100,20,82,NaN,84,6,35,NaN,84
7003,,NaN,NaN,,,,,NaN,,,,NaN,
7004,132,NaN,NaN,100,100,20,82,NaN,84,6,35,NaN,85
7005,,NaN,NaN,,,,,NaN,,,,NaN,
7006,131,NaN,NaN,100,100,20,82,NaN,84,7,35,NaN,85
7007,,NaN,NaN,,,,,NaN,,,,NaN,
7008,134,NaN,NaN,100,101,20,83,NaN,84,7,35,NaN,85
7009,,NaN,NaN,,,,,NaN,,,,NaN,
7010,130,NaN,NaN,100,100,20,83,NaN,84,6,35,NaN,85
7011,,NaN,NaN,,,,,NaN,,,,NaN,
7012,130,NaN,NaN,100,100,20,82,NaN,84,6,35,NaN,85
7013,,NaN,NaN,,,,,NaN,,,,NaN,
7014,134,NaN,NaN,100,101,20,83,NaN,84,7,34,NaN,85
7015,,NaN,NaN,,,,,NaN,,,,NaN,
7016,131,NaN,NaN,100,100,20,83,NaN,84,7,34,NaN,85
7017,,NaN,NaN,,,,,NaN,,,,NaN,
7018,131,NaN,NaN,100,100,20,82,NaN,84,6,34,NaN,84
7019,,NaN,NaN,,,,,NaN,,,,NaN,
7020,135,NaN,NaN,100,102,20,84,NaN,84,6,34,NaN,84
7021,,NaN,NaN,,,,,NaN,,,,NaN,
7022,134,NaN,NaN,100,102,20,85,NaN,84,7,34,NaN,84
7023,,NaN,NaN,,,,,NaN,,,,NaN,
7024,134,NaN,NaN,100,102,20,84,NaN,84,7,34,NaN,84
7025,,NaN,NaN,,,,,NaN,,,,NaN,
7026,138,NaN,NaN,100,104,20,85,NaN,84,6,34,NaN,85
7027,,NaN,NaN,,,,,NaN,,,,NaN,
7028,134,NaN,NaN,100,103,20,84,NaN,84,6,33,NaN,85
7029,,NaN,NaN,,,,,NaN,,,,NaN,
7030,135,NaN,NaN,100,103,20,82,NaN,84,6,33,NaN,84
7031,,NaN,NaN,,,,,NaN,,,,NaN,
7032,136,NaN,NaN,100,103,20,83,NaN,84,6,33,NaN,84
7033,,NaN,NaN,,,,,NaN,,,,NaN,
7034,134,NaN,NaN,100,102,20,83,NaN,84,6,33,NaN,84
7035,,NaN,NaN,,,,,NaN,,,,NaN,
7036,134,NaN,NaN,100,102,20,83,NaN,84,6,34,NaN,84
7037,,NaN,NaN,,,,,NaN,,,,NaN,
7038,138,NaN,NaN,100,104,20,85,NaN,84,6,34,NaN,85
7039,,NaN,NaN,,,,,NaN,,,,NaN,
7040,136,NaN,NaN,100,104,20,85,NaN,84,5,34,NaN,85
7041,,NaN,NaN,,,,,NaN,,,,NaN,
7042,135,NaN,NaN,100,103,20,83,NaN,84,5,34,NaN,85
7043,,NaN,NaN,,,,,NaN,,,,NaN,
7044,137,NaN,NaN,100,104,20,84,NaN,84,7,34,NaN,85
7045,,NaN,NaN,,,,,NaN,,,,NaN,
7046,135,NaN,NaN,100,103,20,85,NaN,84,7,34,NaN,85
7047,,NaN,NaN,,,,,NaN,,,,NaN,
7048,137,NaN,NaN,100,104,20,86,NaN,84,6,34,NaN,85
7049,,NaN,NaN,,,,,NaN,,,,NaN,
7050,142,NaN,NaN,100,107,20,89,NaN,85,6,34,NaN,85
7051,,NaN,NaN,,,,,NaN,,,,NaN,
7052,141,NaN,NaN,100,108,20,89,NaN,85,6,34,NaN,85
7053,,NaN,NaN,,,,,NaN,,,,NaN,
7054,140,NaN,NaN,100,107,20,86,NaN,85,6,34,NaN,85
7055,,NaN,NaN,,,,,NaN,,,,NaN,
7056,140,NaN,NaN,100,107,20,86,NaN,84,7,34,NaN,85
7057,,NaN,NaN,,,,,NaN,,,,NaN,
7058,135,NaN,NaN,100,104,20,84,NaN,84,7,34,NaN,85
7059,,NaN,NaN,,,,,NaN,,,,NaN,
7060,132,NaN,NaN,100,102,20,83,NaN,84,6,34,NaN,85
7061,,NaN,NaN,,,,,NaN,,,,NaN,
7062,136,NaN,NaN,100,103,20,85,NaN,84,6,34,NaN,85
7063,,NaN,NaN,,,,,NaN,,,,NaN,
7064,134,NaN,NaN,100,103,20,86,NaN,85,6,34,NaN,85
7065,,NaN,NaN,,,,,NaN,,,,NaN,
7066,139,NaN,NaN,100,105,20,87,NaN,85,7,34,NaN,86
7067,,NaN,NaN,,,,,NaN,,,,NaN,
7068,146,NaN,NaN,100,110,20,91,NaN,85,7,34,NaN,86
7069,,NaN,NaN,,,,,NaN,,,,NaN,
7070,147,NaN,NaN,100,112,20,93,NaN,85,6,34,NaN,86
7071,,NaN,NaN,,,,,NaN,,,,NaN,
7072,148,NaN,NaN,100,113,20,93,NaN,86,6,34,NaN,86
7073,,NaN,NaN,,,,,NaN,,,,NaN,
7074,150,NaN,NaN,100,114,20,92,NaN,86,7,34,NaN,86
7075,,NaN,NaN,,,,,NaN,,,,NaN,
7076,145,NaN,NaN,100,112,20,90,NaN,86,7,34,NaN,86
7077,,NaN,NaN,,,,,NaN,,,,NaN,
7078,142,NaN,NaN,100,110,20,86,NaN,85,6,34,NaN,85
7079,,NaN,NaN,,,,,NaN,,,,NaN,
7080,140,NaN,NaN,100,107,20,84,NaN,84,6,34,NaN,84
7081,,NaN,NaN,,,,,NaN,,,,NaN,
7082,134,NaN,NaN,100,104,20,82,NaN,83,7,34,NaN,84
7083,,NaN,NaN,,,,,NaN,,,,NaN,
7084,131,NaN,NaN,100,101,20,82,NaN,83,7,34,NaN,83
7085,,NaN,NaN,,,,,NaN,,,,NaN,
7086,135,NaN,NaN,100,102,20,83,NaN,82,7,34,NaN,83
7087,,NaN,NaN,,,,,NaN,,,,NaN,
7088,134,NaN,NaN,100,102,20,85,NaN,83,7,34,NaN,84
7089,,NaN,NaN,,,,,NaN,,,,NaN,
7090,137,NaN,NaN,100,105,20,86,NaN,83,6,34,NaN,84
7091,,NaN,NaN,,,,,NaN,,,,NaN,
7092,146,NaN,NaN,100,110,20,91,NaN,84,6,35,NaN,85
7093,,NaN,NaN,,,,,NaN,,,,NaN,
7094,148,NaN,NaN,100,112,20,92,NaN,85,7,35,NaN,86
7095,,NaN,NaN,,,,,NaN,,,,NaN,
7096,148,NaN,NaN,100,113,20,92,NaN,85,7,35,NaN,86
7097,,NaN,NaN,,,,,NaN,,,,NaN,
7098,151,NaN,NaN,100,115,20,93,NaN,85,7,35,NaN,86
7099,,NaN,NaN,,,,,NaN,,,,NaN,
7100,146,NaN,NaN,100,112,20,90,NaN,85,6,34,NaN,86
7101,,NaN,NaN,,,,,NaN,,,,NaN,
7102,143,NaN,NaN,100,110,20,86,NaN,85,6,34,NaN,84
7103,,NaN,NaN,,,,,NaN,,,,NaN,
7104,142,NaN,NaN,100,108,20,85,NaN,84,7,34,NaN,84
7105,,NaN,NaN,,,,,NaN,,,,NaN,
7106,136,NaN,NaN,100,105,20,83,NaN,83,7,35,NaN,83
7107,,NaN,NaN,,,,,NaN,,,,NaN,
7108,134,NaN,NaN,100,103,20,82,NaN,82,6,35,NaN,83
7109,,NaN,NaN,,,,,NaN,,,,NaN,
7110,134,NaN,NaN,100,102,20,81,NaN,82,6,35,NaN,83
7111,,NaN,NaN,,,,,NaN,,,,NaN,
7112,131,NaN,NaN,100,100,20,81,NaN,82,6,34,NaN,83
7113,,NaN,NaN,,,,,NaN,,,,NaN,
7114,130,NaN,NaN,100,100,20,82,NaN,82,6,34,NaN,83
7115,,NaN,NaN,,,,,NaN,,,,NaN,
7116,136,NaN,NaN,100,102,20,85,NaN,83,7,34,NaN,84
7117,,NaN,NaN,,,,,NaN,,,,NaN,
7118,136,NaN,NaN,100,103,20,87,NaN,84,7,34,NaN,85
7119,,NaN,NaN,,,,,NaN,,,,NaN,
7120,140,NaN,NaN,100,106,20,87,NaN,84,6,36,NaN,85
7121,,NaN,NaN,,,,,NaN,,,,NaN,
7122,145,NaN,NaN,100,109,20,90,NaN,85,6,36,NaN,85
7123,,NaN,NaN,,,,,NaN,,,,NaN,
7124,144,NaN,NaN,100,109,20,89,NaN,85,7,36,NaN,86
7125,,NaN,NaN,,,,,NaN,,,,NaN,
7126,141,NaN,NaN,100,108,20,87,NaN,85,7,36,NaN,85
7127,,NaN,NaN,,,,,NaN,,,,NaN,
7128,143,NaN,NaN,100,109,20,87,NaN,84,7,36,NaN,85
7129,,NaN,NaN,,,,,NaN,,,,NaN,
7130,138,NaN,NaN,100,106,20,86,NaN,84,6,36,NaN,84
7131,,NaN,NaN,,,,,NaN,,,,NaN,
7132,137,NaN,NaN,100,105,20,84,NaN,83,6,36,NaN,84
7133,,NaN,NaN,,,,,NaN,,,,NaN,
7134,140,NaN,NaN,100,106,20,85,NaN,84,6,35,NaN,84
7135,,NaN,NaN,,,,,NaN,,,,NaN,
7136,138,NaN,NaN,100,105,20,84,NaN,83,6,35,NaN,84
7137,,NaN,NaN,,,,,NaN,,,,NaN,
7138,136,NaN,NaN,100,104,20,83,NaN,83,6,35,NaN,84
7139,,NaN,NaN,,,,,NaN,,,,NaN,
7140,138,NaN,NaN,100,104,20,84,NaN,83,6,34,NaN,84
7141,,NaN,NaN,,,,,NaN,,,,NaN,
7142,135,NaN,NaN,100,103,20,83,NaN,83,6,34,NaN,84
7143,,NaN,NaN,,,,,NaN,,,,NaN,
7144,134,NaN,NaN,100,102,20,82,NaN,83,6,34,NaN,84
7145,,NaN,NaN,,,,,NaN,,,,NaN,
7146,137,NaN,NaN,100,103,20,83,NaN,83,7,34,NaN,84
7147,,NaN,NaN,,,,,NaN,,,,NaN,
7148,134,NaN,NaN,100,102,20,84,NaN,83,7,34,NaN,84
7149,,NaN,NaN,,,,,NaN,,,,NaN,
7150,137,NaN,NaN,100,104,20,85,NaN,83,6,34,NaN,84
7151,,NaN,NaN,,,,,NaN,,,,NaN,
7152,143,NaN,NaN,100,108,20,88,NaN,84,6,34,NaN,84
7153,,NaN,NaN,,,,,NaN,,,,NaN,
7154,142,NaN,NaN,100,108,20,88,NaN,84,7,35,NaN,85
7155,,NaN,NaN,,,,,NaN,,,,NaN,
7156,141,NaN,NaN,100,108,20,87,NaN,84,7,35,NaN,85
7157,,NaN,NaN,,,,,NaN,,,,NaN,
7158,144,NaN,NaN,100,109,20,87,NaN,84,7,35,NaN,85
7159,,NaN,NaN,,,,,NaN,,,,NaN,
7160,138,NaN,NaN,100,106,20,85,NaN,84,6,35,NaN,85
7161,,NaN,NaN,,,,,NaN,,,,NaN,
7162,135,NaN,NaN,100,104,20,82,NaN,84,6,35,NaN,84
7163,,NaN,NaN,,,,,NaN,,,,NaN,
7164,136,NaN,NaN,100,103,20,81,NaN,83,6,35,NaN,84
7165,,NaN,NaN,,,,,NaN,,,,NaN,
7166,133,NaN,NaN,100,101,20,81,NaN,83,6,35,NaN,84
7167,,NaN,NaN,,,,,NaN,,,,NaN,
7168,130,NaN,NaN,100,100,20,80,NaN,83,6,35,NaN,84
7169,,NaN,NaN,,,,,NaN,,,,NaN,
7170,134,NaN,NaN,100,101,20,82,NaN,83,6,35,NaN,84
7171,,NaN,NaN,,,,,NaN,,,,NaN,
7172,131,NaN,NaN,100,100,20,82,NaN,83,5,35,NaN,84
7173,,NaN,NaN,,,,,NaN,,,,NaN,
7174,133,NaN,NaN,100,101,20,82,NaN,84,5,35,NaN,85
7175,,NaN,NaN,,,,,NaN,,,,NaN,
7176,140,NaN,NaN,100,105,20,86,NaN,85,7,34,NaN,85
7177,,NaN,NaN,,,,,NaN,,,,NaN,
7178,141,NaN,NaN,100,106,20,86,NaN,85,7,34,NaN,86
7179,,NaN,NaN,,,,,NaN,,,,NaN,
7180,138,NaN,NaN,100,106,20,86,NaN,85,5,34,NaN,85
7181,,NaN,NaN,,,,,NaN,,,,NaN,
7182,142,NaN,NaN,100,107,20,86,NaN,84,5,35,NaN,85
7183,,NaN,NaN,,,,,NaN,,,,NaN,
7184,138,NaN,NaN,100,106,20,86,NaN,84,7,35,NaN,85
7185,,NaN,NaN,,,,,NaN,,,,NaN,
7186,138,NaN,NaN,100,106,20,85,NaN,84,7,35,NaN,84
7187,,NaN,NaN,,,,,NaN,,,,NaN,
7188,142,NaN,NaN,100,107,20,86,NaN,84,6,35,NaN,85
7189,,NaN,NaN,,,,,NaN,,,,NaN,
7190,141,NaN,NaN,100,107,20,86,NaN,84,6,35,NaN,85
7191,,NaN,NaN,,,,,NaN,,,,NaN,
7192,139,NaN,NaN,100,106,20,85,NaN,84,6,35,NaN,85
7193,,NaN,NaN,,,,,NaN,,,,NaN,
7194,143,NaN,NaN,100,108,20,86,NaN,84,6,35,NaN,84
7195,,NaN,NaN,,,,,NaN,,,,NaN,
7196,139,NaN,NaN,100,106,20,86,NaN,84,6,35,NaN,85
7197,,NaN,NaN,,,,,NaN,,,,NaN,
7198,138,NaN,NaN,100,106,20,85,NaN,84,6,35,NaN,84
7199,,NaN,NaN,,,,,NaN,,,,NaN,
7200,142,NaN,NaN,100,107,20,87,NaN,84,6,35,NaN,85
7201,,NaN,NaN,,,,,NaN,,,,NaN,
7202,142,NaN,NaN,100,108,20,87,NaN,84,6,35,NaN,85
7203,,NaN,NaN,,,,,NaN,,,,NaN,
7204,140,NaN,NaN,100,107,20,86,NaN,85,6,35,NaN,85
7205,,NaN,NaN,,,,,NaN,,,,NaN,
7206,143,NaN,NaN,100,108,20,87,NaN,84,7,35,NaN,85
7207,,NaN,NaN,,,,,NaN,,,,NaN,
7208,139,NaN,NaN,100,106,20,86,NaN,84,7,35,NaN,85
7209,,NaN,NaN,,,,,NaN,,,,NaN,
7210,138,NaN,NaN,100,105,20,84,NaN,84,6,35,NaN,85
7211,,NaN,NaN,,,,,NaN,,,,NaN,
7212,140,NaN,NaN,100,106,20,85,NaN,84,6,34,NaN,85
7213,,NaN,NaN,,,,,NaN,,,,NaN,
7214,139,NaN,NaN,100,105,20,84,NaN,84,6,34,NaN,85
7215,,NaN,NaN,,,,,NaN,,,,NaN,
7216,137,NaN,NaN,100,104,20,84,NaN,85,6,34,NaN,85
7217,,NaN,NaN,,,,,NaN,,,,NaN,
7218,140,NaN,NaN,100,106,20,85,NaN,84,6,34,NaN,85
7219,,NaN,NaN,,,,,NaN,,,,NaN,
7220,137,NaN,NaN,100,105,20,86,NaN,85,6,35,NaN,86
7221,,NaN,NaN,,,,,NaN,,,,NaN,
7222,137,NaN,NaN,100,105,20,84,NaN,85,6,35,NaN,85
7223,,NaN,NaN,,,,,NaN,,,,NaN,
7224,140,NaN,NaN,100,106,20,85,NaN,85,6,35,NaN,86
7225,,NaN,NaN,,,,,NaN,,,,NaN,
7226,139,NaN,NaN,100,105,20,85,NaN,85,6,35,NaN,86
7227,,NaN,NaN,,,,,NaN,,,,NaN,
7228,139,NaN,NaN,100,106,20,86,NaN,85,7,35,NaN,85
7229,,NaN,NaN,,,,,NaN,,,,NaN,
7230,145,NaN,NaN,100,109,20,89,NaN,85,7,35,NaN,85
7231,,NaN,NaN,,,,,NaN,,,,NaN,
7232,144,NaN,NaN,100,110,20,91,NaN,85,6,35,NaN,85
7233,,NaN,NaN,,,,,NaN,,,,NaN,
7234,145,NaN,NaN,100,111,20,91,NaN,84,6,34,NaN,85
7235,,NaN,NaN,,,,,NaN,,,,NaN,
7236,151,NaN,NaN,100,114,20,93,NaN,85,7,34,NaN,85
7237,,NaN,NaN,,,,,NaN,,,,NaN,
7238,148,NaN,NaN,100,114,20,93,NaN,84,7,34,NaN,85
7239,,NaN,NaN,,,,,NaN,,,,NaN,
7240,149,NaN,NaN,100,114,20,91,NaN,84,6,34,NaN,84
7241,,NaN,NaN,,,,,NaN,,,,NaN,
7242,152,NaN,NaN,100,115,20,92,NaN,83,6,35,NaN,84
7243,,NaN,NaN,,,,,NaN,,,,NaN,
7244,151,NaN,NaN,100,115,20,93,NaN,83,6,35,NaN,83
7245,,NaN,NaN,,,,,NaN,,,,NaN,
7246,152,NaN,NaN,100,117,20,94,NaN,81,6,35,NaN,82
7247,,NaN,NaN,,,,,NaN,,,,NaN,
7248,160,NaN,NaN,100,122,20,100,NaN,81,6,35,NaN,82
7249,,NaN,NaN,,,,,NaN,,,,NaN,
7250,164,NaN,NaN,100,125,20,104,NaN,82,6,35,NaN,83
7251,,NaN,NaN,,,,,NaN,,,,NaN,
7252,169,NaN,NaN,100,129,20,104,NaN,83,6,35,NaN,83
