time,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/ART,Solar8000/ETCO2,Solar8000/ART_MBP,SNUADC/CVP,SNUADC/ECG_V5,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/ART_SBP
10551,100,58,NaN,32,86,NaN,NaN,NaN,66,15,9,59,131
10552,,,NaN,,,NaN,NaN,NaN,,,,,
10553,100,58,NaN,32,86,NaN,NaN,NaN,66,15,10,59,130
10554,,,NaN,,,NaN,NaN,NaN,,,,,
10555,100,58,NaN,32,87,NaN,NaN,NaN,67,15,10,59,132
10556,,,NaN,,,NaN,NaN,NaN,,,,,
10557,100,59,NaN,33,86,NaN,NaN,NaN,66,15,10,59,130
10558,,,NaN,,,NaN,NaN,NaN,,,,,
10559,100,59,NaN,33,87,NaN,NaN,NaN,66,15,10,59,132
10560,,,NaN,,,NaN,NaN,NaN,,,,,
10561,100,59,NaN,33,87,NaN,NaN,NaN,67,15,10,59,131
10562,,,NaN,,,NaN,NaN,NaN,,,,,
10563,100,59,NaN,33,88,NaN,NaN,NaN,67,15,10,59,133
10564,,,NaN,,,NaN,NaN,NaN,,,,,
10565,100,59,NaN,33,88,NaN,NaN,NaN,67,15,10,60,132
10566,,,NaN,,,NaN,NaN,NaN,,,,,
10567,100,59,NaN,33,88,NaN,NaN,NaN,66,15,10,60,134
10568,,,NaN,,,NaN,NaN,NaN,,,,,
10569,100,59,NaN,33,87,NaN,NaN,NaN,66,15,10,60,133
10570,,,NaN,,,NaN,NaN,NaN,,,,,
10571,100,58,NaN,33,87,NaN,NaN,NaN,67,14,10,59,132
10572,,,NaN,,,NaN,NaN,NaN,,,,,
10573,100,58,NaN,33,87,NaN,NaN,NaN,66,14,10,59,131
10574,,,NaN,,,NaN,NaN,NaN,,,,,
10575,100,58,NaN,33,87,NaN,NaN,NaN,67,14,10,58,131
10576,,,NaN,,,NaN,NaN,NaN,,,,,
10577,100,58,NaN,33,87,NaN,NaN,NaN,66,14,10,58,131
10578,,,NaN,,,NaN,NaN,NaN,,,,,
10579,100,58,NaN,34,87,NaN,NaN,NaN,66,14,10,58,132
10580,,,NaN,,,NaN,NaN,NaN,,,,,
10581,100,58,NaN,34,87,NaN,NaN,NaN,66,14,10,59,131
10582,,,NaN,,,NaN,NaN,NaN,,,,,
10583,100,59,NaN,34,88,NaN,NaN,NaN,67,14,10,59,132
10584,,,NaN,,,NaN,NaN,NaN,,,,,
10585,100,59,NaN,34,87,NaN,NaN,NaN,66,14,10,59,132
10586,,,NaN,,,NaN,NaN,NaN,,,,,
10587,100,59,NaN,34,88,NaN,NaN,NaN,68,15,10,59,133
10588,,,NaN,,,NaN,NaN,NaN,,,,,
10589,100,59,NaN,34,88,NaN,NaN,NaN,67,15,10,60,132
10590,,,NaN,,,NaN,NaN,NaN,,,,,
10591,100,60,NaN,34,88,NaN,NaN,NaN,68,15,10,60,133
10592,,,NaN,,,NaN,NaN,NaN,,,,,
10593,100,60,NaN,34,88,NaN,NaN,NaN,66,15,10,60,133
10594,,,NaN,,,NaN,NaN,NaN,,,,,
10595,100,59,NaN,34,88,NaN,NaN,NaN,67,15,10,60,133
10596,,,NaN,,,NaN,NaN,NaN,,,,,
10597,100,59,NaN,34,87,NaN,NaN,NaN,66,15,10,60,132
10598,,,NaN,,,NaN,NaN,NaN,,,,,
10599,100,58,NaN,34,87,NaN,NaN,NaN,67,15,10,59,133
10600,,,NaN,,,NaN,NaN,NaN,,,,,
10601,100,58,NaN,34,87,NaN,NaN,NaN,66,15,10,59,132
10602,,,NaN,,,NaN,NaN,NaN,,,,,
10603,100,58,NaN,34,87,NaN,NaN,NaN,66,15,10,58,134
10604,,,NaN,,,NaN,NaN,NaN,,,,,
10605,100,57,NaN,34,87,NaN,NaN,NaN,66,15,10,58,132
10606,,,NaN,,,NaN,NaN,NaN,,,,,
10607,100,57,NaN,34,87,NaN,NaN,NaN,66,15,10,58,133
10608,,,NaN,,,NaN,NaN,NaN,,,,,
10609,100,58,NaN,34,87,NaN,NaN,NaN,66,15,10,58,132
10610,,,NaN,,,NaN,NaN,NaN,,,,,
10611,100,58,NaN,34,87,NaN,NaN,NaN,66,15,10,58,133
10612,,,NaN,,,NaN,NaN,NaN,,,,,
10613,100,58,NaN,34,87,NaN,NaN,NaN,66,15,10,58,131
10614,,,NaN,,,NaN,NaN,NaN,,,,,
10615,100,58,NaN,34,87,NaN,NaN,NaN,66,15,10,58,132
10616,,,NaN,,,NaN,NaN,NaN,,,,,
10617,100,58,NaN,34,87,NaN,NaN,NaN,66,15,10,59,131
10618,,,NaN,,,NaN,NaN,NaN,,,,,
10619,100,58,NaN,34,87,NaN,NaN,NaN,66,15,10,59,133
10620,,,NaN,,,NaN,NaN,NaN,,,,,
10621,100,59,NaN,34,87,NaN,NaN,NaN,66,15,10,59,131
10622,,,NaN,,,NaN,NaN,NaN,,,,,
10623,100,59,NaN,34,87,NaN,NaN,NaN,66,15,10,59,132
10624,,,NaN,,,NaN,NaN,NaN,,,,,
10625,100,59,NaN,33,87,NaN,NaN,NaN,66,15,10,59,132
10626,,,NaN,,,NaN,NaN,NaN,,,,,
10627,100,59,NaN,33,88,NaN,NaN,NaN,67,15,10,60,133
10628,,,NaN,,,NaN,NaN,NaN,,,,,
10629,100,59,NaN,33,87,NaN,NaN,NaN,66,15,10,60,132
10630,,,NaN,,,NaN,NaN,NaN,,,,,
10631,100,59,NaN,34,88,NaN,NaN,NaN,67,15,10,59,133
10632,,,NaN,,,NaN,NaN,NaN,,,,,
10633,100,59,NaN,34,88,NaN,NaN,NaN,66,15,10,60,132
10634,,,NaN,,,NaN,NaN,NaN,,,,,
10635,100,59,NaN,34,88,NaN,NaN,NaN,67,15,10,59,133
10636,,,NaN,,,NaN,NaN,NaN,,,,,
10637,100,59,NaN,34,88,NaN,NaN,NaN,67,15,10,59,133
10638,,,NaN,,,NaN,NaN,NaN,,,,,
10639,100,59,NaN,34,88,NaN,NaN,NaN,68,15,10,59,133
10640,,,NaN,,,NaN,NaN,NaN,,,,,
10641,100,59,NaN,34,88,NaN,NaN,NaN,67,15,10,59,133
10642,,,NaN,,,NaN,NaN,NaN,,,,,
10643,100,59,NaN,34,89,NaN,NaN,NaN,68,15,10,59,133
10644,,,NaN,,,NaN,NaN,NaN,,,,,
10645,100,59,NaN,34,89,NaN,NaN,NaN,67,15,10,60,133
10646,,,NaN,,,NaN,NaN,NaN,,,,,
10647,100,59,NaN,34,89,NaN,NaN,NaN,68,15,10,60,134
10648,,,NaN,,,NaN,NaN,NaN,,,,,
10649,100,59,NaN,34,89,NaN,NaN,NaN,67,15,10,59,133
10650,,,NaN,,,NaN,NaN,NaN,,,,,
10651,100,59,NaN,34,89,NaN,NaN,NaN,68,15,10,59,134
10652,,,NaN,,,NaN,NaN,NaN,,,,,
10653,100,59,NaN,34,89,NaN,NaN,NaN,67,15,10,60,134
10654,,,NaN,,,NaN,NaN,NaN,,,,,
10655,100,59,NaN,34,89,NaN,NaN,NaN,67,15,10,60,134
10656,,,NaN,,,NaN,NaN,NaN,,,,,
10657,100,59,NaN,34,88,NaN,NaN,NaN,66,15,10,60,133
10658,,,NaN,,,NaN,NaN,NaN,,,,,
10659,100,59,NaN,34,88,NaN,NaN,NaN,67,15,10,60,133
10660,,,NaN,,,NaN,NaN,NaN,,,,,
10661,100,59,NaN,34,88,NaN,NaN,NaN,67,15,10,60,133
10662,,,NaN,,,NaN,NaN,NaN,,,,,
10663,100,59,NaN,34,88,NaN,NaN,NaN,67,15,9,60,134
10664,,,NaN,,,NaN,NaN,NaN,,,,,
10665,100,59,NaN,34,88,NaN,NaN,NaN,67,15,9,60,133
10666,,,NaN,,,NaN,NaN,NaN,,,,,
10667,100,59,NaN,34,89,NaN,NaN,NaN,68,15,9,60,134
10668,,,NaN,,,NaN,NaN,NaN,,,,,
10669,100,60,NaN,34,89,NaN,NaN,NaN,68,15,9,60,134
10670,,,NaN,,,NaN,NaN,NaN,,,,,
10671,100,60,NaN,34,90,NaN,NaN,NaN,68,15,9,60,135
10672,,,NaN,,,NaN,NaN,NaN,,,,,
10673,100,60,NaN,34,89,NaN,NaN,NaN,67,15,9,61,135
10674,,,NaN,,,NaN,NaN,NaN,,,,,
10675,100,60,NaN,34,89,NaN,NaN,NaN,68,15,9,61,135
10676,,,NaN,,,NaN,NaN,NaN,,,,,
10677,100,60,NaN,34,89,NaN,NaN,NaN,67,15,10,61,134
10678,,,NaN,,,NaN,NaN,NaN,,,,,
10679,100,60,NaN,34,89,NaN,NaN,NaN,68,15,10,61,135
10680,,,NaN,,,NaN,NaN,NaN,,,,,
10681,100,60,NaN,34,89,NaN,NaN,NaN,67,15,10,60,134
10682,,,NaN,,,NaN,NaN,NaN,,,,,
10683,100,59,NaN,34,89,NaN,NaN,NaN,67,15,10,60,135
10684,,,NaN,,,NaN,NaN,NaN,,,,,
10685,100,58,NaN,34,88,NaN,NaN,NaN,66,15,10,59,134
10686,,,NaN,,,NaN,NaN,NaN,,,,,
10687,100,58,NaN,34,89,NaN,NaN,NaN,67,15,10,59,135
10688,,,NaN,,,NaN,NaN,NaN,,,,,
10689,100,58,NaN,34,88,NaN,NaN,NaN,66,15,10,59,134
10690,,,NaN,,,NaN,NaN,NaN,,,,,
10691,100,57,NaN,34,89,NaN,NaN,NaN,67,15,10,58,135
10692,,,NaN,,,NaN,NaN,NaN,,,,,
10693,100,57,NaN,34,88,NaN,NaN,NaN,67,15,10,58,134
10694,,,NaN,,,NaN,NaN,NaN,,,,,
10695,100,57,NaN,34,89,NaN,NaN,NaN,68,15,10,57,136
10696,,,NaN,,,NaN,NaN,NaN,,,,,
10697,100,57,NaN,34,89,NaN,NaN,NaN,67,15,10,57,135
10698,,,NaN,,,NaN,NaN,NaN,,,,,
10699,100,57,NaN,34,89,NaN,NaN,NaN,68,15,10,57,136
10700,,,NaN,,,NaN,NaN,NaN,,,,,
10701,100,56,NaN,34,89,NaN,NaN,NaN,67,15,10,57,135
10702,,,NaN,,,NaN,NaN,NaN,,,,,
10703,100,56,NaN,34,90,NaN,NaN,NaN,69,15,10,57,136
10704,,,NaN,,,NaN,NaN,NaN,,,,,
10705,100,56,NaN,34,90,NaN,NaN,NaN,69,15,10,57,136
10706,,,NaN,,,NaN,NaN,NaN,,,,,
10707,100,56,NaN,33,91,NaN,NaN,NaN,71,15,10,57,137
10708,,,NaN,,,NaN,NaN,NaN,,,,,
10709,100,56,NaN,33,92,NaN,NaN,NaN,71,15,10,57,138
10710,,,NaN,,,NaN,NaN,NaN,,,,,
10711,100,56,NaN,33,93,NaN,NaN,NaN,72,15,10,57,140
10712,,,NaN,,,NaN,NaN,NaN,,,,,
10713,100,57,NaN,33,93,NaN,NaN,NaN,72,15,10,57,138
10714,,,NaN,,,NaN,NaN,NaN,,,,,
10715,100,57,NaN,34,94,NaN,NaN,NaN,72,15,10,57,139
10716,,,NaN,,,NaN,NaN,NaN,,,,,
10717,100,57,NaN,34,94,NaN,NaN,NaN,72,15,10,58,139
10718,,,NaN,,,NaN,NaN,NaN,,,,,
10719,100,57,NaN,34,94,NaN,NaN,NaN,71,15,10,58,140
10720,,,NaN,,,NaN,NaN,NaN,,,,,
10721,100,58,NaN,34,94,NaN,NaN,NaN,71,15,10,58,139
10722,,,NaN,,,NaN,NaN,NaN,,,,,
10723,100,58,NaN,34,94,NaN,NaN,NaN,71,15,10,58,139
10724,,,NaN,,,NaN,NaN,NaN,,,,,
10725,100,58,NaN,34,93,NaN,NaN,NaN,71,15,10,58,137
10726,,,NaN,,,NaN,NaN,NaN,,,,,
10727,100,58,NaN,34,94,NaN,NaN,NaN,72,15,10,59,138
10728,,,NaN,,,NaN,NaN,NaN,,,,,
10729,100,58,NaN,34,94,NaN,NaN,NaN,71,15,10,59,139
10730,,,NaN,,,NaN,NaN,NaN,,,,,
10731,100,58,NaN,34,94,NaN,NaN,NaN,71,15,10,59,139
10732,,,NaN,,,NaN,NaN,NaN,,,,,
10733,100,59,NaN,34,93,NaN,NaN,NaN,69,15,10,60,138
10734,,,NaN,,,NaN,NaN,NaN,,,,,
10735,100,59,NaN,34,92,NaN,NaN,NaN,69,15,10,60,138
10736,,,NaN,,,NaN,NaN,NaN,,,,,
10737,100,59,NaN,34,91,NaN,NaN,NaN,68,15,10,60,136
10738,,,NaN,,,NaN,NaN,NaN,,,,,
10739,100,58,NaN,34,91,NaN,NaN,NaN,69,15,10,59,136
10740,,,NaN,,,NaN,NaN,NaN,,,,,
10741,100,58,NaN,34,90,NaN,NaN,NaN,68,15,10,58,135
10742,,,NaN,,,NaN,NaN,NaN,,,,,
10743,100,57,NaN,34,91,NaN,NaN,NaN,69,15,10,58,136
10744,,,NaN,,,NaN,NaN,NaN,,,,,
10745,100,57,NaN,34,91,NaN,NaN,NaN,69,15,10,58,135
10746,,,NaN,,,NaN,NaN,NaN,,,,,
10747,100,58,NaN,34,91,NaN,NaN,NaN,69,15,10,58,136
10748,,,NaN,,,NaN,NaN,NaN,,,,,
10749,100,58,NaN,34,91,NaN,NaN,NaN,70,15,10,58,135
10750,,,NaN,,,NaN,NaN,NaN,,,,,
10751,100,59,NaN,34,92,NaN,NaN,NaN,70,15,10,59,137
10752,,,NaN,,,NaN,NaN,NaN,,,,,
10753,100,59,NaN,34,92,NaN,NaN,NaN,70,15,10,59,136
10754,,,NaN,,,NaN,NaN,NaN,,,,,
10755,100,59,NaN,34,92,NaN,NaN,NaN,70,15,10,60,137
10756,,,NaN,,,NaN,NaN,NaN,,,,,
10757,100,59,NaN,34,92,NaN,NaN,NaN,71,15,10,60,136
10758,,,NaN,,,NaN,NaN,NaN,,,,,
10759,100,59,NaN,34,93,NaN,NaN,NaN,71,15,10,60,138
10760,,,NaN,,,NaN,NaN,NaN,,,,,
10761,100,60,NaN,34,93,NaN,NaN,NaN,71,15,10,60,137
10762,,,NaN,,,NaN,NaN,NaN,,,,,
10763,100,60,NaN,34,89,NaN,NaN,NaN,51,15,10,60,111
10764,,,NaN,,,NaN,NaN,NaN,,,,,
10765,100,60,NaN,34,95,NaN,NaN,NaN,72,15,10,60,126
10766,,,NaN,,,NaN,NaN,NaN,,,,,
10767,100,60,NaN,34,95,NaN,NaN,NaN,72,15,10,60,136
10768,,,NaN,,,NaN,NaN,NaN,,,,,
10769,100,60,NaN,34,94,NaN,NaN,NaN,71,15,10,60,137
10770,,,NaN,,,NaN,NaN,NaN,,,,,
10771,100,59,NaN,34,94,NaN,NaN,NaN,71,15,10,60,138
10772,,,NaN,,,NaN,NaN,NaN,,,,,
10773,100,59,NaN,34,94,NaN,NaN,NaN,72,15,10,60,137
10774,,,NaN,,,NaN,NaN,NaN,,,,,
10775,100,59,NaN,34,95,NaN,NaN,NaN,74,15,10,60,140
10776,,,NaN,,,NaN,NaN,NaN,,,,,
10777,100,60,NaN,34,96,NaN,NaN,NaN,74,15,10,61,140
10778,,,NaN,,,NaN,NaN,NaN,,,,,
10779,100,61,NaN,34,97,NaN,NaN,NaN,74,15,10,61,142
10780,,,NaN,,,NaN,NaN,NaN,,,,,
10781,100,62,NaN,34,96,NaN,NaN,NaN,73,15,10,62,141
10782,,,NaN,,,NaN,NaN,NaN,,,,,
10783,100,62,NaN,34,96,NaN,NaN,NaN,71,15,10,63,141
10784,,,NaN,,,NaN,NaN,NaN,,,,,
10785,100,63,NaN,34,93,NaN,NaN,NaN,68,15,10,63,137
10786,,,NaN,,,NaN,NaN,NaN,,,,,
10787,100,63,NaN,34,90,NaN,NaN,NaN,65,15,10,64,136
10788,,,NaN,,,NaN,NaN,NaN,,,,,
10789,100,65,NaN,34,87,NaN,NaN,NaN,61,15,10,65,132
10790,,,NaN,,,NaN,NaN,NaN,,,,,
10791,100,66,NaN,34,83,NaN,NaN,NaN,58,15,10,67,129
10792,,,NaN,,,NaN,NaN,NaN,,,,,
10793,100,68,NaN,34,79,NaN,NaN,NaN,56,15,10,68,125
10794,,,NaN,,,NaN,NaN,NaN,,,,,
10795,100,70,NaN,34,78,NaN,NaN,NaN,57,15,10,70,124
10796,,,NaN,,,NaN,NaN,NaN,,,,,
10797,100,71,NaN,34,77,NaN,NaN,NaN,56,15,10,71,122
10798,,,NaN,,,NaN,NaN,NaN,,,,,
10799,100,72,NaN,34,79,NaN,NaN,NaN,59,15,10,72,125
10800,,,NaN,,,NaN,NaN,NaN,,,,,
10801,100,73,NaN,34,79,NaN,NaN,NaN,59,15,10,74,124
10802,,,NaN,,,NaN,NaN,NaN,,,,,
10803,100,74,NaN,34,81,NaN,NaN,NaN,61,15,10,74,129
10804,,,NaN,,,NaN,NaN,NaN,,,,,
10805,100,74,NaN,35,82,NaN,NaN,NaN,61,15,10,75,128
10806,,,NaN,,,NaN,NaN,NaN,,,,,
10807,100,75,NaN,35,84,NaN,NaN,NaN,63,15,10,75,133
10808,,,NaN,,,NaN,NaN,NaN,,,,,
10809,100,74,NaN,35,84,NaN,NaN,NaN,63,15,9,75,133
10810,,,NaN,,,NaN,NaN,NaN,,,,,
10811,100,74,NaN,36,87,NaN,NaN,NaN,65,15,9,75,137
10812,,,NaN,,,NaN,NaN,NaN,,,,,
10813,100,74,NaN,36,88,NaN,NaN,NaN,66,15,9,75,137
10814,,,NaN,,,NaN,NaN,NaN,,,,,
10815,100,74,NaN,36,90,NaN,NaN,NaN,67,15,9,75,141
10816,,,NaN,,,NaN,NaN,NaN,,,,,
10817,100,74,NaN,36,90,NaN,NaN,NaN,67,15,9,75,141
10818,,,NaN,,,NaN,NaN,NaN,,,,,
10819,100,74,NaN,36,92,NaN,NaN,NaN,68,15,9,75,144
10820,,,NaN,,,NaN,NaN,NaN,,,,,
10821,100,74,NaN,36,92,NaN,NaN,NaN,68,15,9,75,143
10822,,,NaN,,,NaN,NaN,NaN,,,,,
10823,100,74,NaN,36,94,NaN,NaN,NaN,69,15,9,75,146
10824,,,NaN,,,NaN,NaN,NaN,,,,,
10825,100,74,NaN,36,93,NaN,NaN,NaN,69,15,10,74,145
10826,,,NaN,,,NaN,NaN,NaN,,,,,
10827,100,73,NaN,36,94,NaN,NaN,NaN,69,15,10,74,147
10828,,,NaN,,,NaN,NaN,NaN,,,,,
10829,100,73,NaN,36,94,NaN,NaN,NaN,69,15,10,74,146
10830,,,NaN,,,NaN,NaN,NaN,,,,,
10831,100,73,NaN,36,95,NaN,NaN,NaN,69,15,10,74,148
10832,,,NaN,,,NaN,NaN,NaN,,,,,
10833,100,73,NaN,36,94,NaN,NaN,NaN,69,15,10,74,147
10834,,,NaN,,,NaN,NaN,NaN,,,,,
10835,100,74,NaN,36,95,NaN,NaN,NaN,70,15,10,74,149
10836,,,NaN,,,NaN,NaN,NaN,,,,,
10837,100,74,NaN,36,96,NaN,NaN,NaN,70,15,10,74,148
10838,,,NaN,,,NaN,NaN,NaN,,,,,
10839,100,74,NaN,36,97,NaN,NaN,NaN,71,15,10,74,150
10840,,,NaN,,,NaN,NaN,NaN,,,,,
10841,100,74,NaN,36,97,NaN,NaN,NaN,71,15,10,74,149
10842,,,NaN,,,NaN,NaN,NaN,,,,,
10843,100,74,NaN,36,98,NaN,NaN,NaN,71,15,10,74,151
10844,,,NaN,,,NaN,NaN,NaN,,,,,
10845,100,73,NaN,36,97,NaN,NaN,NaN,71,15,10,74,150
10846,,,NaN,,,NaN,NaN,NaN,,,,,
10847,100,73,NaN,36,98,NaN,NaN,NaN,72,15,10,74,152
10848,,,NaN,,,NaN,NaN,NaN,,,,,
10849,100,73,NaN,36,97,NaN,NaN,NaN,70,15,10,73,150
10850,,,NaN,,,NaN,NaN,NaN,,,,,
10851,100,73,NaN,36,98,NaN,NaN,NaN,71,15,10,73,152
10852,,,NaN,,,NaN,NaN,NaN,,,,,
10853,100,73,NaN,36,97,NaN,NaN,NaN,70,15,10,73,150
10854,,,NaN,,,NaN,NaN,NaN,,,,,
10855,100,73,NaN,36,98,NaN,NaN,NaN,71,15,10,73,152
10856,,,NaN,,,NaN,NaN,NaN,,,,,
10857,100,73,NaN,36,97,NaN,NaN,NaN,71,15,10,73,151
10858,,,NaN,,,NaN,NaN,NaN,,,,,
10859,100,73,NaN,36,98,NaN,NaN,NaN,72,15,10,73,153
10860,,,NaN,,,NaN,NaN,NaN,,,,,
10861,100,73,NaN,36,98,NaN,NaN,NaN,72,15,10,73,152
10862,,,NaN,,,NaN,NaN,NaN,,,,,
10863,100,73,NaN,36,99,NaN,NaN,NaN,73,15,9,73,154
10864,,,NaN,,,NaN,NaN,NaN,,,,,
10865,100,73,NaN,36,99,NaN,NaN,NaN,73,15,9,73,152
10866,,,NaN,,,NaN,NaN,NaN,,,,,
10867,100,73,NaN,36,100,NaN,NaN,NaN,59,15,9,74,155
10868,,,NaN,,,NaN,NaN,NaN,,,,,
10869,100,73,NaN,36,100,NaN,NaN,NaN,59,15,9,74,155
10870,,,NaN,,,NaN,NaN,NaN,,,,,
10871,100,73,NaN,36,100,NaN,NaN,NaN,,15,9,74,
10872,,,NaN,,,NaN,NaN,NaN,,,,,
10873,100,73,NaN,36,128,NaN,NaN,NaN,,15,10,73,
10874,,,NaN,,,NaN,NaN,NaN,,,,,
10875,100,72,NaN,36,128,NaN,NaN,NaN,,15,10,73,
10876,,,NaN,,,NaN,NaN,NaN,,,,,
10877,100,72,NaN,36,141,NaN,NaN,NaN,,15,10,73,
10878,,,NaN,,,NaN,NaN,NaN,,,,,
10879,100,72,NaN,36,141,NaN,NaN,NaN,,15,10,72,
10880,,,NaN,,,NaN,NaN,NaN,,,,,
10881,100,72,NaN,36,148,NaN,NaN,NaN,,15,10,72,
10882,,,NaN,,,NaN,NaN,NaN,,,,,
10883,100,72,NaN,36,144,NaN,NaN,NaN,,15,10,73,
10884,,,NaN,,,NaN,NaN,NaN,,,,,
10885,100,73,NaN,36,127,NaN,NaN,NaN,,15,10,73,
10886,,,NaN,,,NaN,NaN,NaN,,,,,
10887,100,73,NaN,36,118,NaN,NaN,NaN,,15,10,73,
10888,,,NaN,,,NaN,NaN,NaN,,,,,
10889,100,73,NaN,36,115,NaN,NaN,NaN,,15,10,73,
10890,,,NaN,,,NaN,NaN,NaN,,,,,
10891,100,72,NaN,36,110,NaN,NaN,NaN,,15,10,73,
10892,,,NaN,,,NaN,NaN,NaN,,,,,
10893,100,72,NaN,36,106,NaN,NaN,NaN,,15,10,72,
10894,,,NaN,,,NaN,NaN,NaN,,,,,
10895,100,71,NaN,36,106,NaN,NaN,NaN,,15,10,72,
10896,,,NaN,,,NaN,NaN,NaN,,,,,
10897,100,71,NaN,36,104,NaN,NaN,NaN,76,15,10,72,157
10898,,,NaN,,,NaN,NaN,NaN,,,,,
10899,100,72,NaN,36,104,NaN,NaN,NaN,76,15,10,72,158
10900,,,NaN,,,NaN,NaN,NaN,,,,,
10901,100,72,NaN,36,103,NaN,NaN,NaN,75,15,10,73,157
10902,,,NaN,,,NaN,NaN,NaN,,,,,
10903,100,72,NaN,36,104,NaN,NaN,NaN,76,15,10,73,158
10904,,,NaN,,,NaN,NaN,NaN,,,,,
10905,100,72,NaN,36,103,NaN,NaN,NaN,75,15,10,73,157
10906,,,NaN,,,NaN,NaN,NaN,,,,,
10907,100,72,NaN,36,103,NaN,NaN,NaN,75,15,10,73,158
10908,,,NaN,,,NaN,NaN,NaN,,,,,
10909,100,72,NaN,36,103,NaN,NaN,NaN,75,15,10,73,157
10910,,,NaN,,,NaN,NaN,NaN,,,,,
10911,100,72,NaN,36,104,NaN,NaN,NaN,76,15,10,73,158
10912,,,NaN,,,NaN,NaN,NaN,,,,,
10913,100,72,NaN,36,103,NaN,NaN,NaN,75,15,10,73,157
10914,,,NaN,,,NaN,NaN,NaN,,,,,
10915,100,72,NaN,36,104,NaN,NaN,NaN,76,15,10,72,158
10916,,,NaN,,,NaN,NaN,NaN,,,,,
10917,100,72,NaN,36,104,NaN,NaN,NaN,76,15,10,73,157
10918,,,NaN,,,NaN,NaN,NaN,,,,,
10919,100,72,NaN,36,104,NaN,NaN,NaN,76,15,10,73,159
10920,,,NaN,,,NaN,NaN,NaN,,,,,
10921,100,72,NaN,36,104,NaN,NaN,NaN,76,15,10,73,157
10922,,,NaN,,,NaN,NaN,NaN,,,,,
10923,100,72,NaN,36,105,NaN,NaN,NaN,77,15,10,73,159
10924,,,NaN,,,NaN,NaN,NaN,,,,,
10925,100,72,NaN,36,104,NaN,NaN,NaN,77,15,10,72,157
10926,,,NaN,,,NaN,NaN,NaN,,,,,
10927,100,72,NaN,36,105,NaN,NaN,NaN,77,15,10,72,159
10928,,,NaN,,,NaN,NaN,NaN,,,,,
10929,100,72,NaN,36,105,NaN,NaN,NaN,76,15,10,72,158
10930,,,NaN,,,NaN,NaN,NaN,,,,,
10931,100,71,NaN,36,105,NaN,NaN,NaN,77,15,10,72,159
10932,,,NaN,,,NaN,NaN,NaN,,,,,
10933,100,71,NaN,36,105,NaN,NaN,NaN,62,15,10,72,160
10934,,,NaN,,,NaN,NaN,NaN,,,,,
10935,100,71,NaN,36,105,NaN,NaN,NaN,72,15,10,71,160
10936,,,NaN,,,NaN,NaN,NaN,,,,,
10937,100,70,NaN,36,104,NaN,NaN,NaN,76,15,10,71,157
10938,,,NaN,,,NaN,NaN,NaN,,,,,
10939,100,70,NaN,36,105,NaN,NaN,NaN,77,15,10,71,158
10940,,,NaN,,,NaN,NaN,NaN,,,,,
10941,100,70,NaN,36,105,NaN,NaN,NaN,77,15,10,71,158
10942,,,NaN,,,NaN,NaN,NaN,,,,,
10943,100,71,NaN,35,105,NaN,NaN,NaN,77,15,10,71,159
10944,,,NaN,,,NaN,NaN,NaN,,,,,
10945,100,72,NaN,35,105,NaN,NaN,NaN,76,15,10,72,158
10946,,,NaN,,,NaN,NaN,NaN,,,,,
10947,100,72,NaN,35,105,NaN,NaN,NaN,76,15,10,72,159
10948,,,NaN,,,NaN,NaN,NaN,,,,,
10949,100,72,NaN,35,103,NaN,NaN,NaN,75,15,10,72,157
10950,,,NaN,,,NaN,NaN,NaN,,,,,
10951,100,71,NaN,35,104,NaN,NaN,NaN,76,15,10,72,158
10952,,,NaN,,,NaN,NaN,NaN,,,,,
10953,100,71,NaN,35,103,NaN,NaN,NaN,75,15,10,72,157
10954,,,NaN,,,NaN,NaN,NaN,,,,,
10955,100,71,NaN,35,104,NaN,NaN,NaN,76,15,10,72,158
10956,,,NaN,,,NaN,NaN,NaN,,,,,
10957,100,72,NaN,36,103,NaN,NaN,NaN,75,15,10,72,157
10958,,,NaN,,,NaN,NaN,NaN,,,,,
10959,100,72,NaN,36,103,NaN,NaN,NaN,75,15,10,72,158
10960,,,NaN,,,NaN,NaN,NaN,,,,,
10961,100,72,NaN,36,103,NaN,NaN,NaN,76,15,10,72,156
10962,,,NaN,,,NaN,NaN,NaN,,,,,
10963,100,72,NaN,35,104,NaN,NaN,NaN,76,15,10,72,158
10964,,,NaN,,,NaN,NaN,NaN,,,,,
10965,100,72,NaN,35,103,NaN,NaN,NaN,75,15,10,72,157
10966,,,NaN,,,NaN,NaN,NaN,,,,,
10967,100,72,NaN,35,104,NaN,NaN,NaN,75,15,10,72,158
10968,,,NaN,,,NaN,NaN,NaN,,,,,
10969,100,72,NaN,35,103,NaN,NaN,NaN,75,15,10,72,157
10970,,,NaN,,,NaN,NaN,NaN,,,,,
10971,100,71,NaN,36,104,NaN,NaN,NaN,76,15,10,72,158
10972,,,NaN,,,NaN,NaN,NaN,,,,,
10973,100,71,NaN,36,103,NaN,NaN,NaN,76,15,10,72,157
10974,,,NaN,,,NaN,NaN,NaN,,,,,
10975,100,71,NaN,36,104,NaN,NaN,NaN,76,15,10,72,158
10976,,,NaN,,,NaN,NaN,NaN,,,,,
