time,SNUADC/ECG_II,SNUADC/CVP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/CVP,Solar8000/HR,Solar8000/ART_MBP,Solar8000/PLETH_HR,Solar8000/ART_SBP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2
27260,NaN,NaN,NaN,18,34,-59,94,82,95,118,63,NaN,100
27261,NaN,NaN,NaN,,,,,,,,,NaN,
27262,NaN,NaN,NaN,18,34,-59,95,82,95,119,63,NaN,100
27263,NaN,NaN,NaN,,,,,,,,,NaN,
27264,NaN,NaN,NaN,18,33,-59,95,81,95,116,64,NaN,100
27265,NaN,NaN,NaN,,,,,,,,,NaN,
27266,NaN,NaN,NaN,18,33,-59,95,81,95,117,63,NaN,100
27267,NaN,NaN,NaN,,,,,,,,,NaN,
27268,NaN,NaN,NaN,18,33,-59,95,81,95,117,63,NaN,100
27269,NaN,NaN,NaN,,,,,,,,,NaN,
27270,NaN,NaN,NaN,18,34,-59,95,81,95,117,62,NaN,100
27271,NaN,NaN,NaN,,,,,,,,,NaN,
27272,NaN,NaN,NaN,18,34,-59,95,81,95,116,58,NaN,100
27273,NaN,NaN,NaN,,,,,,,,,NaN,
27274,NaN,NaN,NaN,18,34,-59,95,80,95,119,60,NaN,100
27275,NaN,NaN,NaN,,,,,,,,,NaN,
27276,NaN,NaN,NaN,18,34,-59,95,81,95,116,62,NaN,100
27277,NaN,NaN,NaN,,,,,,,,,NaN,
27278,NaN,NaN,NaN,18,34,-59,94,81,95,116,63,NaN,100
27279,NaN,NaN,NaN,,,,,,,,,NaN,
27280,NaN,NaN,NaN,18,34,-59,94,80,94,115,62,NaN,100
27281,NaN,NaN,NaN,,,,,,,,,NaN,
27282,NaN,NaN,NaN,18,34,-59,94,81,94,117,63,NaN,100
27283,NaN,NaN,NaN,,,,,,,,,NaN,
27284,NaN,NaN,NaN,18,34,-59,94,80,94,115,63,NaN,100
27285,NaN,NaN,NaN,,,,,,,,,NaN,
27286,NaN,NaN,NaN,18,34,-59,94,81,94,118,63,NaN,100
27287,NaN,NaN,NaN,,,,,,,,,NaN,
27288,NaN,NaN,NaN,18,34,-59,94,82,95,117,64,NaN,100
27289,NaN,NaN,NaN,,,,,,,,,NaN,
27290,NaN,NaN,NaN,18,34,-59,95,82,95,119,64,NaN,100
27291,NaN,NaN,NaN,,,,,,,,,NaN,
27292,NaN,NaN,NaN,18,34,-59,94,83,95,121,64,NaN,100
27293,NaN,NaN,NaN,,,,,,,,,NaN,
27294,NaN,NaN,NaN,18,34,-59,94,82,94,117,63,NaN,100
27295,NaN,NaN,NaN,,,,,,,,,NaN,
27296,NaN,NaN,NaN,18,33,-59,93,82,94,118,63,NaN,100
27297,NaN,NaN,NaN,,,,,,,,,NaN,
27298,NaN,NaN,NaN,18,33,-59,93,81,93,113,65,NaN,100
27299,NaN,NaN,NaN,,,,,,,,,NaN,
27300,NaN,NaN,NaN,18,33,-59,92,80,93,119,55,NaN,100
27301,NaN,NaN,NaN,,,,,,,,,NaN,
27302,NaN,NaN,NaN,18,33,-59,77,77,93,114,51,NaN,100
27303,NaN,NaN,NaN,,,,,,,,,NaN,
27304,NaN,NaN,NaN,18,33,-59,69,77,93,125,48,NaN,100
27305,NaN,NaN,NaN,,,,,,,,,NaN,
27306,NaN,NaN,NaN,18,33,-59,57,73,93,102,50,NaN,100
27307,NaN,NaN,NaN,,,,,,,,,NaN,
27308,NaN,NaN,NaN,,,-59,53,73,93,108,48,NaN,100
27309,NaN,NaN,NaN,,,,,,,,,NaN,
27310,NaN,NaN,NaN,,,-59,50,67,94,83,50,NaN,100
27311,NaN,NaN,NaN,,,,,,,,,NaN,
27312,NaN,NaN,NaN,,,-59,50,71,94,102,52,NaN,100
27313,NaN,NaN,NaN,,,,,,,,,NaN,
27314,NaN,NaN,NaN,,,-59,44,66,94,83,49,NaN,100
27315,NaN,NaN,NaN,,,,,,,,,NaN,
27316,NaN,NaN,NaN,,,-59,45,71,94,104,54,NaN,100
27317,NaN,NaN,NaN,,,,,,,,,NaN,
27318,NaN,NaN,NaN,,,-59,46,77,95,93,72,NaN,100
27319,NaN,NaN,NaN,,,,,,,,,NaN,
27320,NaN,NaN,NaN,,,-59,46,76,95,91,63,NaN,100
27321,NaN,NaN,NaN,,,,,,,,,NaN,
27322,NaN,NaN,NaN,,,-59,62,75,95,84,62,NaN,100
27323,NaN,NaN,NaN,,,,,,,,,NaN,
27324,NaN,NaN,NaN,,,-59,67,75,95,,,NaN,100
27325,NaN,NaN,NaN,,,,,,,,,NaN,
27326,NaN,NaN,NaN,,,-59,74,61,95,,,NaN,100
27327,NaN,NaN,NaN,,,,,,,,,NaN,
27328,NaN,NaN,NaN,,,-59,74,64,95,,,NaN,100
27329,NaN,NaN,NaN,,,,,,,,,NaN,
27330,NaN,NaN,NaN,,,-59,92,63,93,,,NaN,100
27331,NaN,NaN,NaN,,,,,,,,,NaN,
27332,NaN,NaN,NaN,,,-59,93,77,93,,,NaN,100
27333,NaN,NaN,NaN,,,,,,,,,NaN,
27334,NaN,NaN,NaN,,,-59,93,72,,,,NaN,
27335,NaN,NaN,NaN,,,,,,,,,NaN,
27336,NaN,NaN,NaN,,,-59,93,62,,,,NaN,
27337,NaN,NaN,NaN,,,,,,,,,NaN,
27338,NaN,NaN,NaN,,,-59,93,76,,119,66,NaN,
27339,NaN,NaN,NaN,,,,,,,,,NaN,
27340,NaN,NaN,NaN,,,-59,93,79,91,112,62,NaN,100
27341,NaN,NaN,NaN,,,,,,,,,NaN,
27342,NaN,NaN,NaN,,,-59,93,83,91,128,59,NaN,100
27343,NaN,NaN,NaN,,,,,,,,,NaN,
27344,NaN,NaN,NaN,,,-59,93,70,91,83,55,NaN,100
27345,NaN,NaN,NaN,,,,,,,,,NaN,
27346,NaN,NaN,NaN,,,-59,92,67,91,82,51,NaN,100
27347,NaN,NaN,NaN,,,,,,,,,NaN,
27348,NaN,NaN,NaN,,,-59,92,72,91,104,55,NaN,100
27349,NaN,NaN,NaN,,,,,,,,,NaN,
27350,NaN,NaN,NaN,,,-59,92,72,88,97,59,NaN,100
27351,NaN,NaN,NaN,,,,,,,,,NaN,
27352,NaN,NaN,NaN,,,-59,92,75,92,100,61,NaN,100
27353,NaN,NaN,NaN,,,,,,,,,NaN,
27354,NaN,NaN,NaN,,,-59,92,76,97,103,63,NaN,100
27355,NaN,NaN,NaN,,,,,,,,,NaN,
27356,NaN,NaN,NaN,,,-59,95,81,98,110,68,NaN,100
27357,NaN,NaN,NaN,,,,,,,,,NaN,
27358,NaN,NaN,NaN,,,-59,98,89,99,137,67,NaN,100
27359,NaN,NaN,NaN,,,,,,,,,NaN,
27360,NaN,NaN,NaN,,,-59,98,86,99,115,64,NaN,100
27361,NaN,NaN,NaN,,,,,,,,,NaN,
27362,NaN,NaN,NaN,,,-59,98,88,97,123,61,NaN,100
27363,NaN,NaN,NaN,,,,,,,,,NaN,
27364,NaN,NaN,NaN,,,-59,95,78,97,96,59,NaN,100
27365,NaN,NaN,NaN,,,,,,,,,NaN,
27366,NaN,NaN,NaN,,,-59,94,81,96,105,63,NaN,100
27367,NaN,NaN,NaN,,,,,,,,,NaN,
27368,NaN,NaN,NaN,,,-59,93,87,93,111,74,NaN,100
27369,NaN,NaN,NaN,,,,,,,,,NaN,
27370,NaN,NaN,NaN,,,-59,96,92,93,123,71,NaN,99
27371,NaN,NaN,NaN,,,,,,,,,NaN,
27372,NaN,NaN,NaN,,,-59,95,104,91,156,106,NaN,98
27373,NaN,NaN,NaN,,,,,,,,,NaN,
27374,NaN,NaN,NaN,,,-59,93,110,90,142,93,NaN,98
27375,NaN,NaN,NaN,,,,,,,,,NaN,
27376,NaN,NaN,NaN,,,-59,90,91,87,108,68,NaN,99
27377,NaN,NaN,NaN,,,,,,,,,NaN,
27378,NaN,NaN,NaN,,,-59,90,87,90,111,64,NaN,99
27379,NaN,NaN,NaN,,,,,,,,,NaN,
27380,NaN,NaN,NaN,,,-59,92,85,93,112,68,NaN,100
27381,NaN,NaN,NaN,,,,,,,,,NaN,
27382,NaN,NaN,NaN,,,-59,94,83,95,111,66,NaN,100
27383,NaN,NaN,NaN,,,,,,,,,NaN,
27384,NaN,NaN,NaN,,,-59,96,88,97,120,73,NaN,100
27385,NaN,NaN,NaN,,,,,,,,,NaN,
27386,NaN,NaN,NaN,,,-59,98,84,97,113,67,NaN,99
27387,NaN,NaN,NaN,,,,,,,,,NaN,
27388,NaN,NaN,NaN,,,-59,98,87,99,118,73,NaN,99
27389,NaN,NaN,NaN,,,,,,,,,NaN,
27390,NaN,NaN,NaN,,,-59,98,85,98,110,67,NaN,99
27391,NaN,NaN,NaN,,,,,,,,,NaN,
27392,NaN,NaN,NaN,,,-59,98,82,99,121,36,NaN,99
27393,NaN,NaN,NaN,,,,,,,,,NaN,
27394,NaN,NaN,NaN,,,-59,98,80,98,161,25,NaN,98
27395,NaN,NaN,NaN,,,,,,,,,NaN,
27396,NaN,NaN,NaN,,,-59,,80,99,161,25,NaN,99
27397,NaN,NaN,NaN,,,,,,,,,NaN,
27398,NaN,NaN,NaN,,,-59,,13,104,,,NaN,99
27399,NaN,NaN,NaN,,,,,,,,,NaN,
27400,NaN,NaN,NaN,,,-59,,-56,106,,,NaN,99
27401,NaN,NaN,NaN,,,,,,,,,NaN,
27402,NaN,NaN,NaN,,,-61,,-56,,,,NaN,
27403,NaN,NaN,NaN,,,,,,,,,NaN,
27404,NaN,NaN,NaN,,,-61,,-56,,,,NaN,
27405,NaN,NaN,NaN,,,,,,,,,NaN,
27406,NaN,NaN,NaN,,,,,,,,,NaN,
27407,NaN,NaN,NaN,,,,,,,,,NaN,
27408,NaN,NaN,NaN,,,,,,,,,NaN,
27409,NaN,NaN,NaN,,,,,,,,,NaN,
27410,NaN,NaN,NaN,,,,,,,,,NaN,
27411,NaN,NaN,NaN,,,,,,,,,NaN,
27412,NaN,NaN,NaN,,,,,,,,,NaN,
27413,NaN,NaN,NaN,,,,,,,,,NaN,
27414,NaN,NaN,NaN,,,,,,,,,NaN,
27415,NaN,NaN,NaN,,,,,,,,,NaN,
27416,NaN,NaN,NaN,,,,,,,,,NaN,
27417,NaN,NaN,NaN,,,,,,,,,NaN,
27418,NaN,NaN,NaN,,,,,,,,,NaN,
27419,NaN,NaN,NaN,,,,,,,,,NaN,
27420,NaN,NaN,NaN,,,,,,,,,NaN,
27421,NaN,NaN,NaN,,,,,,,,,NaN,
27422,NaN,NaN,NaN,,,,,,,,,NaN,
27423,NaN,NaN,NaN,,,,,,,,,NaN,
27424,NaN,NaN,NaN,,,,,,,,,NaN,
27425,NaN,NaN,NaN,,,,,,,,,NaN,
27426,NaN,NaN,NaN,,,,,,,,,NaN,
27427,NaN,NaN,NaN,,,,,,,,,NaN,
27428,NaN,NaN,NaN,,,,,,,,,NaN,
27429,NaN,NaN,NaN,,,,,,,,,NaN,
27430,NaN,NaN,NaN,,,,,,,,,NaN,
27431,NaN,NaN,NaN,,,,,,,,,NaN,
27432,NaN,NaN,NaN,,,,,,,,,NaN,
27433,NaN,NaN,NaN,,,,,,,,,NaN,
27434,NaN,NaN,NaN,,,,,,,,,NaN,
27435,NaN,NaN,NaN,,,,,,,,,NaN,
27436,NaN,NaN,NaN,,,,,,,,,NaN,
27437,NaN,NaN,NaN,,,,,,,,,NaN,
27438,NaN,NaN,NaN,,,,,,,,,NaN,
27439,NaN,NaN,NaN,,,,,,,,,NaN,
27440,NaN,NaN,NaN,,,,,,,,,NaN,
27441,NaN,NaN,NaN,,,,,,,,,NaN,
27442,NaN,NaN,NaN,,,,,,,,,NaN,
27443,NaN,NaN,NaN,,,,,,,,,NaN,
27444,NaN,NaN,NaN,,,,,,,,,NaN,
27445,NaN,NaN,NaN,,,,,,,,,NaN,
27446,NaN,NaN,NaN,,,,,,,,,NaN,
27447,NaN,NaN,NaN,,,,,,,,,NaN,
27448,NaN,NaN,NaN,,,,,,,,,NaN,
27449,NaN,NaN,NaN,,,,,,,,,NaN,
27450,NaN,NaN,NaN,,,,,,,,,NaN,
27451,NaN,NaN,NaN,,,,,,,,,NaN,
27452,NaN,NaN,NaN,,,,,,,,,NaN,
27453,NaN,NaN,NaN,,,,,,,,,NaN,
27454,NaN,NaN,NaN,,,,,,,,,NaN,
27455,NaN,NaN,NaN,,,,,,,,,NaN,
27456,NaN,NaN,NaN,,,,,,,,,NaN,
27457,NaN,NaN,NaN,,,,,,,,,NaN,
27458,NaN,NaN,NaN,,,,,,,,,NaN,
27459,NaN,NaN,NaN,,,,,,,,,NaN,
27460,NaN,NaN,NaN,,,,,,,,,NaN,
27461,NaN,NaN,NaN,,,,,,,,,NaN,
27462,NaN,NaN,NaN,,,,,,,,,NaN,
27463,NaN,NaN,NaN,,,,,,,,,NaN,
27464,NaN,NaN,NaN,,,,,,,,,NaN,
27465,NaN,NaN,NaN,,,,,,,,,NaN,
27466,NaN,NaN,NaN,,,,,,,,,NaN,
27467,NaN,NaN,NaN,,,,,,,,,NaN,
27468,NaN,NaN,NaN,,,,,,,,,NaN,
27469,NaN,NaN,NaN,,,,,,,,,NaN,
27470,NaN,NaN,NaN,,,,,,,,,NaN,
27471,NaN,NaN,NaN,,,,,,,,,NaN,
27472,NaN,NaN,NaN,,,,,,,,,NaN,
27473,NaN,NaN,NaN,,,,,,,,,NaN,
27474,NaN,NaN,NaN,,,,,,,,,NaN,
27475,NaN,NaN,NaN,,,,,,,,,NaN,
27476,NaN,NaN,NaN,,,,,,,,,NaN,
27477,NaN,NaN,NaN,,,,,,,,,NaN,
27478,NaN,NaN,NaN,,,,,,,,,NaN,
27479,NaN,NaN,NaN,,,,,,,,,NaN,
27480,NaN,NaN,NaN,,,,,,,,,NaN,
27481,NaN,NaN,NaN,,,,,,,,,NaN,
27482,NaN,NaN,NaN,,,,,,,,,NaN,
27483,NaN,NaN,NaN,,,,,,,,,NaN,
27484,NaN,NaN,NaN,,,,,,,,,NaN,
27485,NaN,NaN,NaN,,,,,,,,,NaN,
27486,NaN,NaN,NaN,,,,,,,,,NaN,
27487,NaN,NaN,NaN,,,,,,,,,NaN,
27488,NaN,NaN,NaN,,,,,,,,,NaN,
27489,NaN,NaN,NaN,,,,,,,,,NaN,
27490,NaN,NaN,NaN,,,,,,,,,NaN,
27491,NaN,NaN,NaN,,,,,,,,,NaN,
27492,NaN,NaN,NaN,,,,,,,,,NaN,
27493,NaN,NaN,NaN,,,,,,,,,NaN,
27494,NaN,NaN,NaN,,,,,,,,,NaN,
27495,NaN,NaN,NaN,,,,,,,,,NaN,
27496,NaN,NaN,NaN,,,,,,,,,NaN,
27497,NaN,NaN,NaN,,,,,,,,,NaN,
27498,NaN,NaN,NaN,,,,,,,,,NaN,
27499,NaN,NaN,NaN,,,,,,,,,NaN,
27500,NaN,NaN,NaN,,,,,,,,,NaN,
27501,NaN,NaN,NaN,,,,,,,,,NaN,
27502,NaN,NaN,NaN,,,,,,,,,NaN,
27503,NaN,NaN,NaN,,,,,,,,,NaN,
27504,NaN,NaN,NaN,,,,,,,,,NaN,
27505,NaN,NaN,NaN,,,,,,,,,NaN,
27506,NaN,NaN,NaN,,,,,,,,,NaN,
27507,NaN,NaN,NaN,,,,,,,,,NaN,
27508,NaN,NaN,NaN,,,,,,,,,NaN,
27509,NaN,NaN,NaN,,,,,,,,,NaN,
27510,NaN,NaN,NaN,,,,,,,,,NaN,
27511,NaN,NaN,NaN,,,,,,,,,NaN,
27512,NaN,NaN,NaN,,,,,,,,,NaN,
27513,NaN,NaN,NaN,,,,,,,,,NaN,
27514,NaN,NaN,NaN,,,,,,,,,NaN,
27515,NaN,NaN,NaN,,,,,,,,,NaN,
27516,NaN,NaN,NaN,,,,,,,,,NaN,
27517,NaN,NaN,NaN,,,,,,,,,NaN,
27518,NaN,NaN,NaN,,,,,,,,,NaN,
27519,NaN,NaN,NaN,,,,,,,,,NaN,
27520,NaN,NaN,NaN,,,,,,,,,NaN,
27521,NaN,NaN,NaN,,,,,,,,,NaN,
27522,NaN,NaN,NaN,,,,,,,,,NaN,
27523,NaN,NaN,NaN,,,,,,,,,NaN,
27524,NaN,NaN,NaN,,,,,,,,,NaN,
27525,NaN,NaN,NaN,,,,,,,,,NaN,
27526,NaN,NaN,NaN,,,,,,,,,NaN,
27527,NaN,NaN,NaN,,,,,,,,,NaN,
27528,NaN,NaN,NaN,,,,,,,,,NaN,
27529,NaN,NaN,NaN,,,,,,,,,NaN,
27530,NaN,NaN,NaN,,,,,,,,,NaN,
27531,NaN,NaN,NaN,,,,,,,,,NaN,
27532,NaN,NaN,NaN,,,,,,,,,NaN,
27533,NaN,NaN,NaN,,,,,,,,,NaN,
27534,NaN,NaN,NaN,,,,,,,,,NaN,
27535,NaN,NaN,NaN,,,,,,,,,NaN,
27536,NaN,NaN,NaN,,,,,,,,,NaN,
27537,NaN,NaN,NaN,,,,,,,,,NaN,
27538,NaN,NaN,NaN,,,,,,,,,NaN,
27539,NaN,NaN,NaN,,,,,,,,,NaN,
27540,NaN,NaN,NaN,,,,,,,,,NaN,
27541,NaN,NaN,NaN,,,,,,,,,NaN,
27542,NaN,NaN,NaN,,,,,,,,,NaN,
27543,NaN,NaN,NaN,,,,,,,,,NaN,
27544,NaN,NaN,NaN,,,,,,,,,NaN,
27545,NaN,NaN,NaN,,,,,,,,,NaN,
27546,NaN,NaN,NaN,,,,,,,,,NaN,
27547,NaN,NaN,NaN,,,,,,,,,NaN,
27548,NaN,NaN,NaN,,,,,,,,,NaN,
27549,NaN,NaN,NaN,,,,,,,,,NaN,
27550,NaN,NaN,NaN,,,,,,,,,NaN,
27551,NaN,NaN,NaN,,,,,,,,,NaN,
27552,NaN,NaN,NaN,,,,,,,,,NaN,
27553,NaN,NaN,NaN,,,,,,,,,NaN,
27554,NaN,NaN,NaN,,,,,,,,,NaN,
27555,NaN,NaN,NaN,,,,,,,,,NaN,
27556,NaN,NaN,NaN,,,,,,,,,NaN,
27557,NaN,NaN,NaN,,,,,,,,,NaN,
27558,NaN,NaN,NaN,,,,,,,,,NaN,
27559,NaN,NaN,NaN,,,,,,,,,NaN,
27560,NaN,NaN,NaN,,,,,,,,,NaN,
27561,NaN,NaN,NaN,,,,,,,,,NaN,
27562,NaN,NaN,NaN,,,,,,,,,NaN,
27563,NaN,NaN,NaN,,,,,,,,,NaN,
27564,NaN,NaN,NaN,,,,,,,,,NaN,
27565,NaN,NaN,NaN,,,,,,,,,NaN,
27566,NaN,NaN,NaN,,,,,,,,,NaN,
27567,NaN,NaN,NaN,,,,,,,,,NaN,
27568,NaN,NaN,NaN,,,,,,,,,NaN,
27569,NaN,NaN,NaN,,,,,,,,,NaN,
27570,NaN,NaN,NaN,,,,,,,,,NaN,
27571,NaN,NaN,NaN,,,,,,,,,NaN,
27572,NaN,NaN,NaN,,,,,,,,,NaN,
27573,NaN,NaN,NaN,,,,,,,,,NaN,
27574,NaN,NaN,NaN,,,,,,,,,NaN,
27575,NaN,NaN,NaN,,,,,,,,,NaN,
27576,NaN,NaN,NaN,,,,,,,,,NaN,
27577,NaN,NaN,NaN,,,,,,,,,NaN,
27578,NaN,NaN,NaN,,,,,,,,,NaN,
27579,NaN,NaN,NaN,,,,,,,,,NaN,
27580,NaN,NaN,NaN,,,,,,,,,NaN,
27581,NaN,NaN,NaN,,,,,,,,,NaN,
27582,NaN,NaN,NaN,,,,,,,,,NaN,
27583,NaN,NaN,NaN,,,,,,,,,NaN,
27584,NaN,NaN,NaN,,,,,,,,,NaN,
27585,NaN,NaN,NaN,,,,,,,,,NaN,
27586,NaN,NaN,NaN,,,,,,,,,NaN,
27587,NaN,NaN,NaN,,,,,,,,,NaN,
27588,NaN,NaN,NaN,,,,,,,,,NaN,
27589,NaN,NaN,NaN,,,,,,,,,NaN,
27590,NaN,NaN,NaN,,,,,,,,,NaN,
27591,NaN,NaN,NaN,,,,,,,,,NaN,
27592,NaN,NaN,NaN,,,,,,,,,NaN,
27593,NaN,NaN,NaN,,,,,,,,,NaN,
27594,NaN,NaN,NaN,,,,,,,,,NaN,
27595,NaN,NaN,NaN,,,,,,,,,NaN,
27596,NaN,NaN,NaN,,,,,,,,,NaN,
27597,NaN,NaN,NaN,,,,,,,,,NaN,
27598,NaN,NaN,NaN,,,,,,,,,NaN,
27599,NaN,NaN,NaN,,,,,,,,,NaN,
27600,NaN,NaN,NaN,,,,,,,,,NaN,
27601,NaN,NaN,NaN,,,,,,,,,NaN,
27602,NaN,NaN,NaN,,,,,,,,,NaN,
27603,NaN,NaN,NaN,,,,,,,,,NaN,
27604,NaN,NaN,NaN,,,,,,,,,NaN,
27605,NaN,NaN,NaN,,,,,,,,,NaN,
27606,NaN,NaN,NaN,,,,,,56,,,NaN,80
27607,NaN,NaN,NaN,,,,,,,,,NaN,
27608,NaN,NaN,NaN,,,,,,56,,,NaN,80
27609,NaN,NaN,NaN,,,,,,,,,NaN,
27610,NaN,NaN,NaN,,,,,,78,,,NaN,80
27611,NaN,NaN,NaN,,,,,,,,,NaN,
27612,NaN,NaN,NaN,,,,,,78,,,NaN,80
27613,NaN,NaN,NaN,,,,,,,,,NaN,
27614,NaN,NaN,NaN,,,,,,78,,,NaN,80
27615,NaN,NaN,NaN,,,,,,,,,NaN,
27616,NaN,NaN,NaN,,,,,,78,,,NaN,80
27617,NaN,NaN,NaN,,,,,,,,,NaN,
27618,NaN,NaN,NaN,,,,,,78,,,NaN,80
27619,NaN,NaN,NaN,,,,,,,,,NaN,
27620,NaN,NaN,NaN,,,,,,,,,NaN,
27621,NaN,NaN,NaN,,,,,,,,,NaN,
27622,NaN,NaN,NaN,,,,,,,,,NaN,
27623,NaN,NaN,NaN,,,,,,,,,NaN,
27624,NaN,NaN,NaN,,,,,,,,,NaN,
27625,NaN,NaN,NaN,,,,,,,,,NaN,
27626,NaN,NaN,NaN,,,,,,,,,NaN,
27627,NaN,NaN,NaN,,,,,,,,,NaN,
27628,NaN,NaN,NaN,,,,,,,,,NaN,
27629,NaN,NaN,NaN,,,,,,,,,NaN,
27630,NaN,NaN,NaN,,,,,,,,,NaN,
27631,NaN,NaN,NaN,,,,,,,,,NaN,
27632,NaN,NaN,NaN,,,,,,,,,NaN,80
27633,NaN,NaN,NaN,,,,,,,,,NaN,
27634,NaN,NaN,NaN,,,,,,108,,,NaN,81
27635,NaN,NaN,NaN,,,,,,,,,NaN,
27636,NaN,NaN,NaN,,,,,,73,,,NaN,83
27637,NaN,NaN,NaN,,,,,,,,,NaN,
27638,NaN,NaN,NaN,,,,,,72,,,NaN,87
27639,NaN,NaN,NaN,,,,,,,,,NaN,
27640,NaN,NaN,NaN,,,,,,,,,NaN,85
27641,NaN,NaN,NaN,,,,,,,,,NaN,
27642,NaN,NaN,NaN,,,,,,,,,NaN,85
27643,NaN,NaN,NaN,,,,,,,,,NaN,
27644,NaN,NaN,NaN,,,,,,,,,NaN,85
27645,NaN,NaN,NaN,,,,,,,,,NaN,
27646,NaN,NaN,NaN,,,,,,,,,NaN,85
27647,NaN,NaN,NaN,,,,,,,,,NaN,
27648,NaN,NaN,NaN,,,,,,,,,NaN,85
27649,NaN,NaN,NaN,,,,,,,,,NaN,
27650,NaN,NaN,NaN,,,,,,,,,NaN,85
27651,NaN,NaN,NaN,,,,,,,,,NaN,
27652,NaN,NaN,NaN,,,,,,139,,,NaN,85
27653,NaN,NaN,NaN,,,,,,,,,NaN,
27654,NaN,NaN,NaN,,,,,,,,,NaN,
27655,NaN,NaN,NaN,,,,,,,,,NaN,
27656,NaN,NaN,NaN,,,,,,,,,NaN,
27657,NaN,NaN,NaN,,,,,,,,,NaN,
27658,NaN,NaN,NaN,,,,,,93,,,NaN,80
27659,NaN,NaN,NaN,,,,,,,,,NaN,
27660,NaN,NaN,NaN,,,,,,120,,,NaN,79
27661,NaN,NaN,NaN,,,,,,,,,NaN,
27662,NaN,NaN,NaN,,,,,,124,,,NaN,78
27663,NaN,NaN,NaN,,,,,,,,,NaN,
27664,NaN,NaN,NaN,,,,,,114,,,NaN,78
27665,NaN,NaN,NaN,,,,,,,,,NaN,
27666,NaN,NaN,NaN,,,,,,114,,,NaN,78
27667,NaN,NaN,NaN,,,,,,,,,NaN,
27668,NaN,NaN,NaN,,,,,,114,,,NaN,78
27669,NaN,NaN,NaN,,,,,,,,,NaN,
27670,NaN,NaN,NaN,,,,,,114,,,NaN,78
27671,NaN,NaN,NaN,,,,,,,,,NaN,
27672,NaN,NaN,NaN,,,,,,114,,,NaN,78
27673,NaN,NaN,NaN,,,,,,,,,NaN,
27674,NaN,NaN,NaN,,,,,,114,,,NaN,78
27675,NaN,NaN,NaN,,,,,,,,,NaN,
27676,NaN,NaN,NaN,,,,,,114,,,NaN,78
27677,NaN,NaN,NaN,,,,,,,,,NaN,
27678,NaN,NaN,NaN,,,,,,,,,NaN,
27679,NaN,NaN,NaN,,,,,,,,,NaN,
27680,NaN,NaN,NaN,,,,,,,,,NaN,
27681,NaN,NaN,NaN,,,,,,,,,NaN,
27682,NaN,NaN,NaN,,,,,,,,,NaN,
27683,NaN,NaN,NaN,,,,,,,,,NaN,
27684,NaN,NaN,NaN,,,,,,,,,NaN,
27685,NaN,NaN,NaN,,,,,,,,,NaN,
27686,NaN,NaN,NaN,,,,,,,,,NaN,
27687,NaN,NaN,NaN,,,,,,,,,NaN,
27688,NaN,NaN,NaN,,,,,,,,,NaN,
27689,NaN,NaN,NaN,,,,,,,,,NaN,
27690,NaN,NaN,NaN,,,,,,,,,NaN,
27691,NaN,NaN,NaN,,,,,,,,,NaN,
27692,NaN,NaN,NaN,,,,,,,,,NaN,
27693,NaN,NaN,NaN,,,,,,,,,NaN,
27694,NaN,NaN,NaN,,,,,,,,,NaN,
27695,NaN,NaN,NaN,,,,,,,,,NaN,
27696,NaN,NaN,NaN,,,,,,,,,NaN,
27697,NaN,NaN,NaN,,,,,,,,,NaN,
27698,NaN,NaN,NaN,,,,,,,,,NaN,
27699,NaN,NaN,NaN,,,,,,,,,NaN,
27700,NaN,NaN,NaN,,,,,,,,,NaN,
27701,NaN,NaN,NaN,,,,,,,,,NaN,
27702,NaN,NaN,NaN,,,,,,,,,NaN,
27703,NaN,NaN,NaN,,,,,,,,,NaN,
27704,NaN,NaN,NaN,,,,,,,,,NaN,
27705,NaN,NaN,NaN,,,,,,,,,NaN,
27706,NaN,NaN,NaN,,,,,,,,,NaN,
27707,NaN,NaN,NaN,,,,,,,,,NaN,
27708,NaN,NaN,NaN,,,,,,,,,NaN,
27709,NaN,NaN,NaN,,,,,,,,,NaN,
27710,NaN,NaN,NaN,,,,,,,,,NaN,
27711,NaN,NaN,NaN,,,,,,,,,NaN,
27712,NaN,NaN,NaN,,,,,,,,,NaN,
27713,NaN,NaN,NaN,,,,,,,,,NaN,
27714,NaN,NaN,NaN,,,,,,,,,NaN,
27715,NaN,NaN,NaN,,,,,,,,,NaN,
27716,NaN,NaN,NaN,,,,,,,,,NaN,
27717,NaN,NaN,NaN,,,,,,,,,NaN,
27718,NaN,NaN,NaN,,,,,,,,,NaN,
27719,NaN,NaN,NaN,,,,,,,,,NaN,
27720,NaN,NaN,NaN,,,,,,,,,NaN,
27721,NaN,NaN,NaN,,,,,,,,,NaN,
27722,NaN,NaN,NaN,,,,,,,,,NaN,
27723,NaN,NaN,NaN,,,,,,,,,NaN,
27724,NaN,NaN,NaN,,,,,,,,,NaN,
27725,NaN,NaN,NaN,,,,,,,,,NaN,
27726,NaN,NaN,NaN,,,,,,,,,NaN,
27727,NaN,NaN,NaN,,,,,,,,,NaN,
27728,NaN,NaN,NaN,,,,,,,,,NaN,
27729,NaN,NaN,NaN,,,,,,,,,NaN,
27730,NaN,NaN,NaN,,,,,,,,,NaN,
