time,SNUADC/CVP,Solar8000/ETCO2,SNUADC/ART,Solar8000/ART_SBP,Solar8000/HR,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/CVP,SNUADC/ECG_II
9147,NaN,35,NaN,117,48,100,NaN,86,9,49,64,6,NaN
9148,NaN,,NaN,,,,NaN,,,,,,NaN
9149,NaN,35,NaN,119,48,100,NaN,86,9,49,64,6,NaN
9150,NaN,,NaN,,,,NaN,,,,,,NaN
9151,NaN,35,NaN,117,48,100,NaN,85,9,49,63,6,NaN
9152,NaN,,NaN,,,,NaN,,,,,,NaN
9153,NaN,34,NaN,117,48,100,NaN,85,9,49,63,6,NaN
9154,NaN,,NaN,,,,NaN,,,,,,NaN
9155,NaN,34,NaN,118,48,100,NaN,86,9,49,64,6,NaN
9156,NaN,,NaN,,,,NaN,,,,,,NaN
9157,NaN,34,NaN,117,48,100,NaN,86,9,49,63,7,NaN
9158,NaN,,NaN,,,,NaN,,,,,,NaN
9159,NaN,35,NaN,117,48,100,NaN,85,9,48,63,7,NaN
9160,NaN,,NaN,,,,NaN,,,,,,NaN
9161,NaN,35,NaN,117,48,100,NaN,85,9,48,64,6,NaN
9162,NaN,,NaN,,,,NaN,,,,,,NaN
9163,NaN,35,NaN,118,48,100,NaN,86,9,48,63,6,NaN
9164,NaN,,NaN,,,,NaN,,,,,,NaN
9165,NaN,34,NaN,117,48,100,NaN,85,9,48,63,6,NaN
9166,NaN,,NaN,,,,NaN,,,,,,NaN
9167,NaN,34,NaN,117,48,100,NaN,85,9,48,63,6,NaN
9168,NaN,,NaN,,,,NaN,,,,,,NaN
9169,NaN,34,NaN,119,48,100,NaN,86,9,48,63,6,NaN
9170,NaN,,NaN,,,,NaN,,,,,,NaN
9171,NaN,34,NaN,117,48,100,NaN,85,9,48,63,6,NaN
9172,NaN,,NaN,,,,NaN,,,,,,NaN
9173,NaN,34,NaN,117,48,100,NaN,85,9,48,63,6,NaN
9174,NaN,,NaN,,,,NaN,,,,,,NaN
9175,NaN,34,NaN,118,48,100,NaN,86,9,49,64,6,NaN
9176,NaN,,NaN,,,,NaN,,,,,,NaN
9177,NaN,34,NaN,118,48,100,NaN,86,9,49,63,6,NaN
9178,NaN,,NaN,,,,NaN,,,,,,NaN
9179,NaN,34,NaN,117,48,100,NaN,86,9,49,63,6,NaN
9180,NaN,,NaN,,,,NaN,,,,,,NaN
9181,NaN,34,NaN,118,48,100,NaN,86,9,49,64,6,NaN
9182,NaN,,NaN,,,,NaN,,,,,,NaN
9183,NaN,34,NaN,119,48,100,NaN,86,9,49,64,6,NaN
9184,NaN,,NaN,,,,NaN,,,,,,NaN
9185,NaN,35,NaN,117,48,100,NaN,86,9,49,63,6,NaN
9186,NaN,,NaN,,,,NaN,,,,,,NaN
9187,NaN,35,NaN,117,48,100,NaN,86,9,49,63,6,NaN
9188,NaN,,NaN,,,,NaN,,,,,,NaN
9189,NaN,35,NaN,120,48,100,NaN,86,9,49,64,6,NaN
9190,NaN,,NaN,,,,NaN,,,,,,NaN
9191,NaN,35,NaN,118,48,100,NaN,86,9,49,63,6,NaN
9192,NaN,,NaN,,,,NaN,,,,,,NaN
9193,NaN,35,NaN,117,48,100,NaN,85,9,49,63,6,NaN
9194,NaN,,NaN,,,,NaN,,,,,,NaN
9195,NaN,35,NaN,119,48,100,NaN,86,9,49,63,6,NaN
9196,NaN,,NaN,,,,NaN,,,,,,NaN
9197,NaN,35,NaN,118,48,100,NaN,86,9,49,63,6,NaN
9198,NaN,,NaN,,,,NaN,,,,,,NaN
9199,NaN,35,NaN,117,48,100,NaN,85,9,49,63,6,NaN
9200,NaN,,NaN,,,,NaN,,,,,,NaN
9201,NaN,35,NaN,118,48,100,NaN,86,9,49,63,6,NaN
9202,NaN,,NaN,,,,NaN,,,,,,NaN
9203,NaN,35,NaN,119,48,100,NaN,86,9,49,63,6,NaN
9204,NaN,,NaN,,,,NaN,,,,,,NaN
9205,NaN,35,NaN,116,48,100,NaN,85,9,49,63,6,NaN
9206,NaN,,NaN,,,,NaN,,,,,,NaN
9207,NaN,35,NaN,116,48,100,NaN,85,9,49,63,6,NaN
9208,NaN,,NaN,,,,NaN,,,,,,NaN
9209,NaN,35,NaN,119,48,100,NaN,86,9,49,63,6,NaN
9210,NaN,,NaN,,,,NaN,,,,,,NaN
9211,NaN,34,NaN,116,48,100,NaN,85,9,49,63,6,NaN
9212,NaN,,NaN,,,,NaN,,,,,,NaN
9213,NaN,34,NaN,116,48,100,NaN,85,9,49,63,6,NaN
9214,NaN,,NaN,,,,NaN,,,,,,NaN
9215,NaN,34,NaN,118,48,100,NaN,85,9,49,63,6,NaN
9216,NaN,,NaN,,,,NaN,,,,,,NaN
9217,NaN,34,NaN,119,48,100,NaN,86,9,49,63,6,NaN
9218,NaN,,NaN,,,,NaN,,,,,,NaN
9219,NaN,34,NaN,117,48,100,NaN,85,9,49,63,6,NaN
9220,NaN,,NaN,,,,NaN,,,,,,NaN
9221,NaN,34,NaN,118,48,100,NaN,86,9,49,64,6,NaN
9222,NaN,,NaN,,,,NaN,,,,,,NaN
9223,NaN,35,NaN,119,48,100,NaN,86,9,49,64,6,NaN
9224,NaN,,NaN,,,,NaN,,,,,,NaN
9225,NaN,35,NaN,117,48,100,NaN,85,9,49,63,6,NaN
9226,NaN,,NaN,,,,NaN,,,,,,NaN
9227,NaN,35,NaN,117,48,100,NaN,85,9,49,64,6,NaN
9228,NaN,,NaN,,,,NaN,,,,,,NaN
9229,NaN,34,NaN,119,48,100,NaN,86,9,49,63,6,NaN
9230,NaN,,NaN,,,,NaN,,,,,,NaN
9231,NaN,34,NaN,117,48,100,NaN,85,9,49,63,6,NaN
9232,NaN,,NaN,,,,NaN,,,,,,NaN
9233,NaN,34,NaN,117,48,100,NaN,85,9,49,63,7,NaN
9234,NaN,,NaN,,,,NaN,,,,,,NaN
9235,NaN,35,NaN,120,48,100,NaN,87,9,49,66,7,NaN
9236,NaN,,NaN,,,,NaN,,,,,,NaN
9237,NaN,35,NaN,121,48,100,NaN,88,9,49,67,7,NaN
9238,NaN,,NaN,,,,NaN,,,,,,NaN
9239,NaN,35,NaN,120,48,100,NaN,88,9,49,67,10,NaN
9240,NaN,,NaN,,,,NaN,,,,,,NaN
9241,NaN,34,NaN,122,48,100,NaN,89,9,49,68,10,NaN
9242,NaN,,NaN,,,,NaN,,,,,,NaN
9243,NaN,34,NaN,123,48,100,NaN,90,9,49,68,11,NaN
9244,NaN,,NaN,,,,NaN,,,,,,NaN
9245,NaN,34,NaN,122,48,100,NaN,90,9,49,67,11,NaN
9246,NaN,,NaN,,,,NaN,,,,,,NaN
9247,NaN,34,NaN,117,48,100,NaN,87,9,49,50,10,NaN
9248,NaN,,NaN,,,,NaN,,,,,,NaN
9249,NaN,35,NaN,123,48,100,NaN,89,9,49,64,10,NaN
9250,NaN,,NaN,,,,NaN,,,,,,NaN
9251,NaN,35,NaN,126,48,100,NaN,89,9,49,67,11,NaN
9252,NaN,,NaN,,,,NaN,,,,,,NaN
9253,NaN,35,NaN,125,48,100,NaN,90,9,49,69,11,NaN
9254,NaN,,NaN,,,,NaN,,,,,,NaN
9255,NaN,35,NaN,126,48,100,NaN,91,9,49,70,12,NaN
9256,NaN,,NaN,,,,NaN,,,,,,NaN
9257,NaN,35,NaN,126,48,100,NaN,91,9,49,67,12,NaN
9258,NaN,,NaN,,,,NaN,,,,,,NaN
9259,NaN,35,NaN,124,48,100,NaN,92,9,49,69,11,NaN
9260,NaN,,NaN,,,,NaN,,,,,,NaN
9261,NaN,34,NaN,125,49,100,NaN,92,9,49,69,11,NaN
9262,NaN,,NaN,,,,NaN,,,,,,NaN
9263,NaN,34,NaN,128,49,100,NaN,92,9,49,68,13,NaN
9264,NaN,,NaN,,,,NaN,,,,,,NaN
9265,NaN,34,NaN,127,49,100,NaN,92,9,49,68,13,NaN
9266,NaN,,NaN,,,,NaN,,,,,,NaN
9267,NaN,35,NaN,125,49,100,NaN,92,9,49,68,13,NaN
9268,NaN,,NaN,,,,NaN,,,,,,NaN
9269,NaN,35,NaN,127,49,100,NaN,92,9,49,67,12,NaN
9270,NaN,,NaN,,,,NaN,,,,,,NaN
9271,NaN,35,NaN,126,48,100,NaN,92,9,49,67,12,NaN
9272,NaN,,NaN,,,,NaN,,,,,,NaN
9273,NaN,34,NaN,128,48,100,NaN,90,9,49,58,11,NaN
9274,NaN,,NaN,,,,NaN,,,,,,NaN
9275,NaN,34,NaN,122,48,100,NaN,88,9,49,60,11,NaN
9276,NaN,,NaN,,,,NaN,,,,,,NaN
9277,NaN,34,NaN,121,48,100,NaN,87,9,49,61,11,NaN
9278,NaN,,NaN,,,,NaN,,,,,,NaN
9279,NaN,35,NaN,118,48,100,NaN,86,9,49,62,11,NaN
9280,NaN,,NaN,,,,NaN,,,,,,NaN
9281,NaN,35,NaN,117,48,100,NaN,86,9,49,63,11,NaN
9282,NaN,,NaN,,,,NaN,,,,,,NaN
9283,NaN,35,NaN,119,48,100,NaN,86,9,49,63,11,NaN
9284,NaN,,NaN,,,,NaN,,,,,,NaN
9285,NaN,35,NaN,117,48,100,NaN,86,9,49,63,11,NaN
9286,NaN,,NaN,,,,NaN,,,,,,NaN
9287,NaN,35,NaN,117,48,100,NaN,86,9,49,63,11,NaN
9288,NaN,,NaN,,,,NaN,,,,,,NaN
9289,NaN,35,NaN,120,48,100,NaN,86,9,49,64,12,NaN
9290,NaN,,NaN,,,,NaN,,,,,,NaN
9291,NaN,35,NaN,118,48,100,NaN,86,9,49,63,12,NaN
9292,NaN,,NaN,,,,NaN,,,,,,NaN
9293,NaN,35,NaN,118,48,100,NaN,86,9,49,63,11,NaN
9294,NaN,,NaN,,,,NaN,,,,,,NaN
9295,NaN,35,NaN,120,49,100,NaN,86,9,49,64,11,NaN
9296,NaN,,NaN,,,,NaN,,,,,,NaN
9297,NaN,35,NaN,118,48,100,NaN,86,9,49,64,12,NaN
9298,NaN,,NaN,,,,NaN,,,,,,NaN
9299,NaN,35,NaN,118,49,100,NaN,86,9,49,64,12,NaN
9300,NaN,,NaN,,,,NaN,,,,,,NaN
9301,NaN,35,NaN,119,49,100,NaN,86,9,49,64,12,NaN
9302,NaN,,NaN,,,,NaN,,,,,,NaN
9303,NaN,35,NaN,120,48,100,NaN,87,9,49,64,12,NaN
9304,NaN,,NaN,,,,NaN,,,,,,NaN
9305,NaN,35,NaN,118,48,100,NaN,86,9,49,63,12,NaN
9306,NaN,,NaN,,,,NaN,,,,,,NaN
9307,NaN,35,NaN,118,49,100,NaN,86,9,49,64,11,NaN
9308,NaN,,NaN,,,,NaN,,,,,,NaN
9309,NaN,35,NaN,120,48,100,NaN,87,9,49,64,11,NaN
9310,NaN,,NaN,,,,NaN,,,,,,NaN
9311,NaN,35,NaN,118,48,100,NaN,86,9,49,63,12,NaN
9312,NaN,,NaN,,,,NaN,,,,,,NaN
9313,NaN,35,NaN,118,49,100,NaN,86,9,49,63,12,NaN
9314,NaN,,NaN,,,,NaN,,,,,,NaN
9315,NaN,35,NaN,119,48,100,NaN,86,9,49,64,12,NaN
9316,NaN,,NaN,,,,NaN,,,,,,NaN
9317,NaN,35,NaN,118,48,100,NaN,86,9,49,63,12,NaN
9318,NaN,,NaN,,,,NaN,,,,,,NaN
9319,NaN,34,NaN,117,48,100,NaN,86,9,49,63,10,NaN
9320,NaN,,NaN,,,,NaN,,,,,,NaN
9321,NaN,34,NaN,117,48,100,NaN,86,9,49,64,10,NaN
9322,NaN,,NaN,,,,NaN,,,,,,NaN
9323,NaN,34,NaN,118,48,100,NaN,86,9,49,63,11,NaN
9324,NaN,,NaN,,,,NaN,,,,,,NaN
9325,NaN,34,NaN,117,48,100,NaN,85,9,49,63,11,NaN
9326,NaN,,NaN,,,,NaN,,,,,,NaN
9327,NaN,34,NaN,117,48,100,NaN,85,9,49,63,10,NaN
9328,NaN,,NaN,,,,NaN,,,,,,NaN
9329,NaN,34,NaN,119,48,100,NaN,86,9,49,64,10,NaN
9330,NaN,,NaN,,,,NaN,,,,,,NaN
9331,NaN,35,NaN,117,48,100,NaN,86,9,49,63,10,NaN
9332,NaN,,NaN,,,,NaN,,,,,,NaN
9333,NaN,35,NaN,117,48,100,NaN,85,9,49,63,10,NaN
9334,NaN,,NaN,,,,NaN,,,,,,NaN
9335,NaN,35,NaN,118,48,100,NaN,86,9,49,64,10,NaN
9336,NaN,,NaN,,,,NaN,,,,,,NaN
9337,NaN,34,NaN,118,48,100,NaN,86,9,49,63,10,NaN
9338,NaN,,NaN,,,,NaN,,,,,,NaN
9339,NaN,34,NaN,117,48,100,NaN,85,9,49,63,10,NaN
9340,NaN,,NaN,,,,NaN,,,,,,NaN
9341,NaN,34,NaN,117,49,100,NaN,86,9,49,64,10,NaN
9342,NaN,,NaN,,,,NaN,,,,,,NaN
9343,NaN,35,NaN,119,48,100,NaN,86,9,49,63,10,NaN
9344,NaN,,NaN,,,,NaN,,,,,,NaN
9345,NaN,35,NaN,117,48,100,NaN,85,9,49,63,10,NaN
9346,NaN,,NaN,,,,NaN,,,,,,NaN
9347,NaN,35,NaN,117,48,100,NaN,85,9,49,63,10,NaN
9348,NaN,,NaN,,,,NaN,,,,,,NaN
9349,NaN,34,NaN,119,48,100,NaN,86,9,49,64,10,NaN
9350,NaN,,NaN,,,,NaN,,,,,,NaN
9351,NaN,34,NaN,117,48,100,NaN,85,9,49,63,10,NaN
9352,NaN,,NaN,,,,NaN,,,,,,NaN
9353,NaN,34,NaN,117,49,100,NaN,85,9,49,63,9,NaN
9354,NaN,,NaN,,,,NaN,,,,,,NaN
9355,NaN,35,NaN,119,49,100,NaN,86,9,49,64,9,NaN
9356,NaN,,NaN,,,,NaN,,,,,,NaN
9357,NaN,35,NaN,119,48,100,NaN,86,9,49,64,10,NaN
9358,NaN,,NaN,,,,NaN,,,,,,NaN
9359,NaN,35,NaN,117,48,100,NaN,85,9,49,63,10,NaN
9360,NaN,,NaN,,,,NaN,,,,,,NaN
9361,NaN,35,NaN,118,48,100,NaN,86,9,49,64,10,NaN
9362,NaN,,NaN,,,,NaN,,,,,,NaN
9363,NaN,35,NaN,119,48,100,NaN,86,9,49,64,10,NaN
9364,NaN,,NaN,,,,NaN,,,,,,NaN
9365,NaN,35,NaN,116,48,100,NaN,85,9,49,63,10,NaN
9366,NaN,,NaN,,,,NaN,,,,,,NaN
9367,NaN,35,NaN,117,48,100,NaN,85,9,49,64,9,NaN
9368,NaN,,NaN,,,,NaN,,,,,,NaN
9369,NaN,35,NaN,119,48,100,NaN,86,9,49,63,9,NaN
9370,NaN,,NaN,,,,NaN,,,,,,NaN
9371,NaN,35,NaN,116,48,100,NaN,85,9,49,63,10,NaN
9372,NaN,,NaN,,,,NaN,,,,,,NaN
9373,NaN,35,NaN,116,48,100,NaN,85,9,49,63,10,NaN
9374,NaN,,NaN,,,,NaN,,,,,,NaN
9375,NaN,35,NaN,118,48,100,NaN,85,9,49,63,10,NaN
9376,NaN,,NaN,,,,NaN,,,,,,NaN
9377,NaN,35,NaN,116,48,100,NaN,85,9,49,63,10,NaN
9378,NaN,,NaN,,,,NaN,,,,,,NaN
9379,NaN,34,NaN,116,48,100,NaN,85,9,49,63,9,NaN
9380,NaN,,NaN,,,,NaN,,,,,,NaN
9381,NaN,34,NaN,117,48,100,NaN,85,9,49,64,9,NaN
9382,NaN,,NaN,,,,NaN,,,,,,NaN
9383,NaN,34,NaN,119,48,100,NaN,86,9,49,64,10,NaN
9384,NaN,,NaN,,,,NaN,,,,,,NaN
9385,NaN,34,NaN,117,48,100,NaN,85,9,49,63,10,NaN
9386,NaN,,NaN,,,,NaN,,,,,,NaN
9387,NaN,34,NaN,117,48,100,NaN,86,9,49,64,9,NaN
9388,NaN,,NaN,,,,NaN,,,,,,NaN
9389,NaN,34,NaN,119,48,100,NaN,86,9,49,64,9,NaN
9390,NaN,,NaN,,,,NaN,,,,,,NaN
9391,NaN,35,NaN,117,48,100,NaN,86,9,49,64,9,NaN
9392,NaN,,NaN,,,,NaN,,,,,,NaN
9393,NaN,35,NaN,117,49,100,NaN,86,9,49,64,9,NaN
9394,NaN,,NaN,,,,NaN,,,,,,NaN
9395,NaN,35,NaN,119,49,100,NaN,86,9,49,65,9,NaN
9396,NaN,,NaN,,,,NaN,,,,,,NaN
9397,NaN,35,NaN,119,49,100,NaN,87,9,49,64,10,NaN
9398,NaN,,NaN,,,,NaN,,,,,,NaN
9399,NaN,35,NaN,118,49,100,NaN,86,9,49,64,10,NaN
9400,NaN,,NaN,,,,NaN,,,,,,NaN
9401,NaN,35,NaN,118,49,100,NaN,86,9,49,65,9,NaN
9402,NaN,,NaN,,,,NaN,,,,,,NaN
9403,NaN,35,NaN,120,49,100,NaN,87,9,49,64,9,NaN
9404,NaN,,NaN,,,,NaN,,,,,,NaN
9405,NaN,35,NaN,118,49,100,NaN,86,9,49,64,10,NaN
9406,NaN,,NaN,,,,NaN,,,,,,NaN
9407,NaN,35,NaN,118,49,100,NaN,86,9,49,64,10,NaN
9408,NaN,,NaN,,,,NaN,,,,,,NaN
9409,NaN,35,NaN,121,49,100,NaN,87,9,49,64,10,NaN
9410,NaN,,NaN,,,,NaN,,,,,,NaN
9411,NaN,35,NaN,119,48,100,NaN,86,9,49,64,10,NaN
9412,NaN,,NaN,,,,NaN,,,,,,NaN
9413,NaN,35,NaN,117,48,100,NaN,86,9,49,64,9,NaN
9414,NaN,,NaN,,,,NaN,,,,,,NaN
9415,NaN,35,NaN,120,48,100,NaN,87,9,49,64,9,NaN
9416,NaN,,NaN,,,,NaN,,,,,,NaN
9417,NaN,35,NaN,120,48,100,NaN,87,9,49,64,10,NaN
9418,NaN,,NaN,,,,NaN,,,,,,NaN
9419,NaN,35,NaN,118,48,100,NaN,86,9,49,64,10,NaN
9420,NaN,,NaN,,,,NaN,,,,,,NaN
9421,NaN,35,NaN,120,48,100,NaN,87,9,49,65,10,NaN
9422,NaN,,NaN,,,,NaN,,,,,,NaN
9423,NaN,35,NaN,121,48,100,NaN,87,9,49,64,10,NaN
9424,NaN,,NaN,,,,NaN,,,,,,NaN
9425,NaN,35,NaN,117,48,100,NaN,86,9,49,64,9,NaN
9426,NaN,,NaN,,,,NaN,,,,,,NaN
9427,NaN,35,NaN,118,48,100,NaN,86,9,49,64,9,NaN
9428,NaN,,NaN,,,,NaN,,,,,,NaN
9429,NaN,34,NaN,120,48,100,NaN,87,9,49,65,9,NaN
9430,NaN,,NaN,,,,NaN,,,,,,NaN
9431,NaN,34,NaN,118,48,100,NaN,87,9,49,64,10,NaN
9432,NaN,,NaN,,,,NaN,,,,,,NaN
9433,NaN,34,NaN,118,48,100,NaN,86,9,49,64,10,NaN
9434,NaN,,NaN,,,,NaN,,,,,,NaN
9435,NaN,35,NaN,120,48,100,NaN,87,9,49,65,9,NaN
9436,NaN,,NaN,,,,NaN,,,,,,NaN
9437,NaN,35,NaN,119,48,100,NaN,87,9,49,65,9,NaN
9438,NaN,,NaN,,,,NaN,,,,,,NaN
9439,NaN,35,NaN,119,49,100,NaN,87,9,49,65,9,NaN
9440,NaN,,NaN,,,,NaN,,,,,,NaN
9441,NaN,34,NaN,120,49,100,NaN,88,9,49,66,9,NaN
9442,NaN,,NaN,,,,NaN,,,,,,NaN
9443,NaN,34,NaN,121,49,100,NaN,88,9,50,65,10,NaN
9444,NaN,,NaN,,,,NaN,,,,,,NaN
9445,NaN,34,NaN,120,49,100,NaN,88,9,50,65,10,NaN
9446,NaN,,NaN,,,,NaN,,,,,,NaN
9447,NaN,35,NaN,120,49,100,NaN,88,9,50,66,9,NaN
9448,NaN,,NaN,,,,NaN,,,,,,NaN
9449,NaN,35,NaN,122,49,100,NaN,88,9,50,65,9,NaN
9450,NaN,,NaN,,,,NaN,,,,,,NaN
9451,NaN,35,NaN,120,49,100,NaN,88,9,50,65,10,NaN
9452,NaN,,NaN,,,,NaN,,,,,,NaN
9453,NaN,35,NaN,119,49,100,NaN,87,9,49,65,10,NaN
9454,NaN,,NaN,,,,NaN,,,,,,NaN
9455,NaN,34,NaN,120,49,100,NaN,87,9,49,65,10,NaN
9456,NaN,,NaN,,,,NaN,,,,,,NaN
9457,NaN,34,NaN,120,48,100,NaN,87,9,49,65,10,NaN
9458,NaN,,NaN,,,,NaN,,,,,,NaN
9459,NaN,34,NaN,118,48,100,NaN,87,9,49,64,10,NaN
9460,NaN,,NaN,,,,NaN,,,,,,NaN
9461,NaN,35,NaN,119,48,100,NaN,87,9,49,65,9,NaN
9462,NaN,,NaN,,,,NaN,,,,,,NaN
9463,NaN,35,NaN,121,48,100,NaN,87,9,49,65,9,NaN
9464,NaN,,NaN,,,,NaN,,,,,,NaN
9465,NaN,35,NaN,118,48,100,NaN,86,9,49,64,10,NaN
9466,NaN,,NaN,,,,NaN,,,,,,NaN
9467,NaN,34,NaN,118,48,100,NaN,87,9,48,65,10,NaN
9468,NaN,,NaN,,,,NaN,,,,,,NaN
9469,NaN,34,NaN,121,48,100,NaN,87,9,49,65,10,NaN
9470,NaN,,NaN,,,,NaN,,,,,,NaN
9471,NaN,34,NaN,119,48,100,NaN,87,9,48,64,10,NaN
9472,NaN,,NaN,,,,NaN,,,,,,NaN
9473,NaN,34,NaN,118,48,100,NaN,87,9,48,64,9,NaN
9474,NaN,,NaN,,,,NaN,,,,,,NaN
9475,NaN,34,NaN,121,48,100,NaN,87,9,48,65,9,NaN
9476,NaN,,NaN,,,,NaN,,,,,,NaN
9477,NaN,34,NaN,120,48,100,NaN,87,9,49,65,10,NaN
9478,NaN,,NaN,,,,NaN,,,,,,NaN
9479,NaN,34,NaN,118,48,100,NaN,86,9,48,64,10,NaN
9480,NaN,,NaN,,,,NaN,,,,,,NaN
9481,NaN,34,NaN,118,48,100,NaN,87,9,48,65,9,NaN
9482,NaN,,NaN,,,,NaN,,,,,,NaN
9483,NaN,34,NaN,121,48,100,NaN,87,9,48,65,9,NaN
9484,NaN,,NaN,,,,NaN,,,,,,NaN
9485,NaN,34,NaN,118,48,100,NaN,86,9,48,64,9,NaN
9486,NaN,,NaN,,,,NaN,,,,,,NaN
9487,NaN,34,NaN,118,48,100,NaN,87,9,48,65,9,NaN
9488,NaN,,NaN,,,,NaN,,,,,,NaN
9489,NaN,34,NaN,121,48,100,NaN,87,9,48,65,10,NaN
9490,NaN,,NaN,,,,NaN,,,,,,NaN
9491,NaN,34,NaN,119,48,100,NaN,87,9,48,65,10,NaN
9492,NaN,,NaN,,,,NaN,,,,,,NaN
9493,NaN,34,NaN,118,48,100,NaN,87,9,48,65,10,NaN
9494,NaN,,NaN,,,,NaN,,,,,,NaN
9495,NaN,34,NaN,121,48,100,NaN,87,9,48,65,9,NaN
9496,NaN,,NaN,,,,NaN,,,,,,NaN
9497,NaN,35,NaN,120,48,100,NaN,87,9,48,65,9,NaN
9498,NaN,,NaN,,,,NaN,,,,,,NaN
9499,NaN,35,NaN,118,48,100,NaN,87,9,48,64,9,NaN
9500,NaN,,NaN,,,,NaN,,,,,,NaN
9501,NaN,35,NaN,119,48,100,NaN,87,9,48,65,9,NaN
9502,NaN,,NaN,,,,NaN,,,,,,NaN
9503,NaN,35,NaN,120,48,100,NaN,87,9,48,64,10,NaN
9504,NaN,,NaN,,,,NaN,,,,,,NaN
9505,NaN,34,NaN,117,48,100,NaN,86,9,48,64,10,NaN
9506,NaN,,NaN,,,,NaN,,,,,,NaN
9507,NaN,34,NaN,117,48,100,NaN,86,9,48,64,9,NaN
9508,NaN,,NaN,,,,NaN,,,,,,NaN
9509,NaN,34,NaN,120,48,100,NaN,87,9,48,64,9,NaN
9510,NaN,,NaN,,,,NaN,,,,,,NaN
9511,NaN,34,NaN,118,47,100,NaN,86,9,48,64,10,NaN
9512,NaN,,NaN,,,,NaN,,,,,,NaN
9513,NaN,34,NaN,117,47,100,NaN,86,9,48,64,10,NaN
9514,NaN,,NaN,,,,NaN,,,,,,NaN
9515,NaN,34,NaN,120,48,100,NaN,87,9,48,65,10,NaN
9516,NaN,,NaN,,,,NaN,,,,,,NaN
9517,NaN,34,NaN,119,47,100,NaN,86,9,48,64,10,NaN
9518,NaN,,NaN,,,,NaN,,,,,,NaN
9519,NaN,34,NaN,117,47,100,NaN,86,9,48,64,9,NaN
9520,NaN,,NaN,,,,NaN,,,,,,NaN
9521,NaN,34,NaN,117,48,100,NaN,86,9,48,64,9,NaN
9522,NaN,,NaN,,,,NaN,,,,,,NaN
9523,NaN,34,NaN,120,48,100,NaN,87,9,48,65,9,NaN
9524,NaN,,NaN,,,,NaN,,,,,,NaN
9525,NaN,34,NaN,117,48,100,NaN,86,9,48,64,10,NaN
9526,NaN,,NaN,,,,NaN,,,,,,NaN
9527,NaN,34,NaN,117,48,100,NaN,86,9,48,64,10,NaN
9528,NaN,,NaN,,,,NaN,,,,,,NaN
9529,NaN,34,NaN,120,48,100,NaN,87,9,48,65,10,NaN
9530,NaN,,NaN,,,,NaN,,,,,,NaN
9531,NaN,34,NaN,118,48,100,NaN,86,9,48,64,10,NaN
9532,NaN,,NaN,,,,NaN,,,,,,NaN
9533,NaN,34,NaN,117,48,100,NaN,86,9,48,64,9,NaN
9534,NaN,,NaN,,,,NaN,,,,,,NaN
9535,NaN,34,NaN,120,48,100,NaN,87,9,48,65,9,NaN
9536,NaN,,NaN,,,,NaN,,,,,,NaN
9537,NaN,34,NaN,119,48,100,NaN,87,9,48,64,10,NaN
9538,NaN,,NaN,,,,NaN,,,,,,NaN
9539,NaN,34,NaN,117,48,100,NaN,86,9,48,64,10,NaN
9540,NaN,,NaN,,,,NaN,,,,,,NaN
9541,NaN,34,NaN,119,48,100,NaN,86,9,48,65,9,NaN
9542,NaN,,NaN,,,,NaN,,,,,,NaN
9543,NaN,34,NaN,120,48,100,NaN,87,9,48,65,9,NaN
9544,NaN,,NaN,,,,NaN,,,,,,NaN
9545,NaN,34,NaN,117,48,100,NaN,86,9,48,64,10,NaN
9546,NaN,,NaN,,,,NaN,,,,,,NaN
9547,NaN,34,NaN,117,48,100,NaN,86,9,48,64,10,NaN
9548,NaN,,NaN,,,,NaN,,,,,,NaN
9549,NaN,34,NaN,119,48,100,NaN,86,9,48,64,11,NaN
9550,NaN,,NaN,,,,NaN,,,,,,NaN
9551,NaN,34,NaN,117,48,100,NaN,86,9,48,64,11,NaN
9552,NaN,,NaN,,,,NaN,,,,,,NaN
9553,NaN,34,NaN,116,48,100,NaN,86,9,48,64,11,NaN
9554,NaN,,NaN,,,,NaN,,,,,,NaN
9555,NaN,34,NaN,119,48,100,NaN,86,9,48,64,11,NaN
9556,NaN,,NaN,,,,NaN,,,,,,NaN
9557,NaN,34,NaN,118,47,100,NaN,86,9,48,64,11,NaN
9558,NaN,,NaN,,,,NaN,,,,,,NaN
9559,NaN,34,NaN,116,47,100,NaN,85,9,48,64,10,NaN
9560,NaN,,NaN,,,,NaN,,,,,,NaN
9561,NaN,34,NaN,118,48,100,NaN,86,9,48,64,10,NaN
9562,NaN,,NaN,,,,NaN,,,,,,NaN
9563,NaN,34,NaN,119,48,100,NaN,86,9,48,64,10,NaN
9564,NaN,,NaN,,,,NaN,,,,,,NaN
9565,NaN,34,NaN,116,48,100,NaN,86,9,48,64,10,NaN
9566,NaN,,NaN,,,,NaN,,,,,,NaN
9567,NaN,34,NaN,116,48,100,NaN,86,9,48,64,9,NaN
9568,NaN,,NaN,,,,NaN,,,,,,NaN
9569,NaN,34,NaN,119,48,100,NaN,86,9,48,65,9,NaN
9570,NaN,,NaN,,,,NaN,,,,,,NaN
9571,NaN,34,NaN,117,48,100,NaN,86,9,48,64,10,NaN
