time,Solar8000/RR_CO2,SNUADC/ECG_II,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,Solar8000/ETCO2,SNUADC/ART
11810,17,NaN,NaN,54,55,120,-6,NaN,81,97,59,37,NaN
11811,,NaN,NaN,,,,,NaN,,,,,NaN
11812,17,NaN,NaN,54,55,120,-6,NaN,81,97,59,37,NaN
11813,,NaN,NaN,,,,,NaN,,,,,NaN
11814,17,NaN,NaN,54,55,120,-6,NaN,82,96,60,37,NaN
11815,,NaN,NaN,,,,,NaN,,,,,NaN
11816,17,NaN,NaN,55,55,120,-7,NaN,82,96,60,37,NaN
11817,,NaN,NaN,,,,,NaN,,,,,NaN
11818,17,NaN,NaN,55,55,121,-7,NaN,82,96,61,37,NaN
11819,,NaN,NaN,,,,,NaN,,,,,NaN
11820,17,NaN,NaN,55,55,118,-7,NaN,82,96,61,38,NaN
11821,,NaN,NaN,,,,,NaN,,,,,NaN
11822,17,NaN,NaN,55,55,119,-7,NaN,81,96,60,38,NaN
11823,,NaN,NaN,,,,,NaN,,,,,NaN
11824,17,NaN,NaN,55,55,118,-8,NaN,81,96,60,38,NaN
11825,,NaN,NaN,,,,,NaN,,,,,NaN
11826,17,NaN,NaN,55,55,118,-8,NaN,81,96,61,38,NaN
11827,,NaN,NaN,,,,,NaN,,,,,NaN
11828,17,NaN,NaN,55,56,120,-8,NaN,82,97,62,38,NaN
11829,,NaN,NaN,,,,,NaN,,,,,NaN
11830,17,NaN,NaN,55,56,119,-8,NaN,81,97,61,38,NaN
11831,,NaN,NaN,,,,,NaN,,,,,NaN
11832,17,NaN,NaN,56,56,120,-8,NaN,82,97,61,38,NaN
11833,,NaN,NaN,,,,,NaN,,,,,NaN
11834,17,NaN,NaN,56,56,116,-8,NaN,80,97,61,38,NaN
11835,,NaN,NaN,,,,,NaN,,,,,NaN
11836,17,NaN,NaN,56,56,117,-8,NaN,80,97,60,37,NaN
11837,,NaN,NaN,,,,,NaN,,,,,NaN
11838,17,NaN,NaN,56,56,115,-7,NaN,79,97,60,37,NaN
11839,,NaN,NaN,,,,,NaN,,,,,NaN
11840,17,NaN,NaN,56,56,115,-7,NaN,79,97,60,37,NaN
11841,,NaN,NaN,,,,,NaN,,,,,NaN
11842,17,NaN,NaN,56,56,117,-7,NaN,80,96,61,38,NaN
11843,,NaN,NaN,,,,,NaN,,,,,NaN
11844,17,NaN,NaN,56,57,115,-7,NaN,79,97,61,38,NaN
11845,,NaN,NaN,,,,,NaN,,,,,NaN
11846,17,NaN,NaN,56,57,117,-8,NaN,80,96,60,38,NaN
11847,,NaN,NaN,,,,,NaN,,,,,NaN
11848,17,NaN,NaN,56,57,115,-8,NaN,79,97,60,38,NaN
11849,,NaN,NaN,,,,,NaN,,,,,NaN
11850,17,NaN,NaN,56,57,117,-8,NaN,80,97,60,38,NaN
11851,,NaN,NaN,,,,,NaN,,,,,NaN
11852,17,NaN,NaN,56,57,115,-8,NaN,79,97,61,37,NaN
11853,,NaN,NaN,,,,,NaN,,,,,NaN
11854,17,NaN,NaN,56,57,119,-7,NaN,80,97,60,37,NaN
11855,,NaN,NaN,,,,,NaN,,,,,NaN
11856,17,NaN,NaN,56,57,119,-7,NaN,81,97,61,37,NaN
11857,,NaN,NaN,,,,,NaN,,,,,NaN
11858,17,NaN,NaN,55,57,117,-7,NaN,80,97,61,36,NaN
11859,,NaN,NaN,,,,,NaN,,,,,NaN
11860,17,NaN,NaN,56,57,117,-7,NaN,80,97,59,36,NaN
11861,,NaN,NaN,,,,,NaN,,,,,NaN
11862,17,NaN,NaN,56,56,115,-7,NaN,79,96,59,36,NaN
11863,,NaN,NaN,,,,,NaN,,,,,NaN
11864,17,NaN,NaN,56,56,116,-7,NaN,79,97,59,36,NaN
11865,,NaN,NaN,,,,,NaN,,,,,NaN
11866,17,NaN,NaN,56,56,114,-7,NaN,78,97,59,37,NaN
11867,,NaN,NaN,,,,,NaN,,,,,NaN
11868,17,NaN,NaN,55,56,116,-8,NaN,78,98,58,37,NaN
11869,,NaN,NaN,,,,,NaN,,,,,NaN
11870,17,NaN,NaN,55,56,116,-8,NaN,79,97,59,37,NaN
11871,,NaN,NaN,,,,,NaN,,,,,NaN
11872,17,NaN,NaN,55,56,115,-8,NaN,78,97,59,37,NaN
11873,,NaN,NaN,,,,,NaN,,,,,NaN
11874,17,NaN,NaN,55,56,116,-8,NaN,79,96,58,37,NaN
11875,,NaN,NaN,,,,,NaN,,,,,NaN
11876,17,NaN,NaN,55,56,115,-7,NaN,78,96,58,37,NaN
11877,,NaN,NaN,,,,,NaN,,,,,NaN
11878,17,NaN,NaN,55,56,116,-7,NaN,79,96,59,37,NaN
11879,,NaN,NaN,,,,,NaN,,,,,NaN
11880,17,NaN,NaN,55,56,114,-7,NaN,78,96,59,37,NaN
11881,,NaN,NaN,,,,,NaN,,,,,NaN
11882,17,NaN,NaN,74,56,115,-7,NaN,78,96,58,37,NaN
11883,,NaN,NaN,,,,,NaN,,,,,NaN
11884,17,NaN,NaN,74,56,115,-7,NaN,79,96,59,37,NaN
11885,,NaN,NaN,,,,,NaN,,,,,NaN
11886,17,NaN,NaN,74,56,114,-7,NaN,78,97,58,37,NaN
11887,,NaN,NaN,,,,,NaN,,,,,NaN
11888,17,NaN,NaN,74,56,114,-7,NaN,78,96,58,37,NaN
11889,,NaN,NaN,,,,,NaN,,,,,NaN
11890,17,NaN,NaN,67,56,114,-7,NaN,78,96,58,38,NaN
11891,,NaN,NaN,,,,,NaN,,,,,NaN
11892,17,NaN,NaN,55,56,114,-7,NaN,78,96,58,38,NaN
11893,,NaN,NaN,,,,,NaN,,,,,NaN
11894,17,NaN,NaN,55,56,112,-7,NaN,77,96,59,38,NaN
11895,,NaN,NaN,,,,,NaN,,,,,NaN
11896,17,NaN,NaN,55,55,113,-7,NaN,77,96,57,38,NaN
11897,,NaN,NaN,,,,,NaN,,,,,NaN
11898,17,NaN,NaN,55,56,112,-7,NaN,77,96,58,37,NaN
11899,,NaN,NaN,,,,,NaN,,,,,NaN
11900,17,NaN,NaN,55,56,112,-7,NaN,77,96,57,37,NaN
11901,,NaN,NaN,,,,,NaN,,,,,NaN
11902,17,NaN,NaN,55,56,114,161,NaN,77,96,58,37,NaN
11903,,NaN,NaN,,,,,NaN,,,,,NaN
11904,17,NaN,NaN,55,56,113,161,NaN,77,96,58,37,NaN
11905,,NaN,NaN,,,,,NaN,,,,,NaN
11906,17,NaN,NaN,56,56,115,-7,NaN,78,96,58,37,NaN
11907,,NaN,NaN,,,,,NaN,,,,,NaN
11908,17,NaN,NaN,56,56,112,-7,NaN,77,96,59,37,NaN
11909,,NaN,NaN,,,,,NaN,,,,,NaN
11910,17,NaN,NaN,56,56,113,-7,NaN,77,96,58,37,NaN
11911,,NaN,NaN,,,,,NaN,,,,,NaN
11912,17,NaN,NaN,56,56,110,-7,NaN,76,96,58,37,NaN
11913,,NaN,NaN,,,,,NaN,,,,,NaN
11914,17,NaN,NaN,56,56,111,-7,NaN,76,96,57,37,NaN
11915,,NaN,NaN,,,,,NaN,,,,,NaN
11916,17,NaN,NaN,56,56,113,-7,NaN,77,96,58,37,NaN
11917,,NaN,NaN,,,,,NaN,,,,,NaN
11918,17,NaN,NaN,56,56,111,-7,NaN,76,96,59,37,NaN
11919,,NaN,NaN,,,,,NaN,,,,,NaN
11920,17,NaN,NaN,56,57,113,-7,NaN,77,96,58,37,NaN
11921,,NaN,NaN,,,,,NaN,,,,,NaN
11922,17,NaN,NaN,56,57,112,-7,NaN,76,96,58,37,NaN
11923,,NaN,NaN,,,,,NaN,,,,,NaN
11924,17,NaN,NaN,56,57,113,-6,NaN,77,96,59,37,NaN
11925,,NaN,NaN,,,,,NaN,,,,,NaN
11926,17,NaN,NaN,56,57,112,-6,NaN,77,96,60,37,NaN
11927,,NaN,NaN,,,,,NaN,,,,,NaN
11928,17,NaN,NaN,56,57,115,-7,NaN,78,96,59,37,NaN
11929,,NaN,NaN,,,,,NaN,,,,,NaN
11930,17,NaN,NaN,56,57,116,-7,NaN,79,96,59,37,NaN
11931,,NaN,NaN,,,,,NaN,,,,,NaN
11932,17,NaN,NaN,56,57,114,-7,NaN,78,96,59,37,NaN
11933,,NaN,NaN,,,,,NaN,,,,,NaN
11934,17,NaN,NaN,56,57,115,-7,NaN,79,96,59,37,NaN
11935,,NaN,NaN,,,,,NaN,,,,,NaN
11936,17,NaN,NaN,56,57,113,-8,NaN,78,96,59,37,NaN
11937,,NaN,NaN,,,,,NaN,,,,,NaN
11938,17,NaN,NaN,56,57,115,-8,NaN,78,96,58,37,NaN
11939,,NaN,NaN,,,,,NaN,,,,,NaN
11940,17,NaN,NaN,56,57,113,-7,NaN,78,96,59,37,NaN
11941,,NaN,NaN,,,,,NaN,,,,,NaN
11942,17,NaN,NaN,56,57,114,-7,NaN,78,96,58,37,NaN
11943,,NaN,NaN,,,,,NaN,,,,,NaN
11944,17,NaN,NaN,56,57,112,-7,NaN,77,96,58,37,NaN
11945,,NaN,NaN,,,,,NaN,,,,,NaN
11946,17,NaN,NaN,56,57,112,-7,NaN,77,96,57,36,NaN
11947,,NaN,NaN,,,,,NaN,,,,,NaN
11948,17,NaN,NaN,56,57,114,-8,NaN,77,96,57,36,NaN
11949,,NaN,NaN,,,,,NaN,,,,,NaN
11950,17,NaN,NaN,56,57,111,-8,NaN,76,96,57,36,NaN
11951,,NaN,NaN,,,,,NaN,,,,,NaN
11952,17,NaN,NaN,56,57,113,-8,NaN,77,96,57,36,NaN
11953,,NaN,NaN,,,,,NaN,,,,,NaN
11954,17,NaN,NaN,56,57,111,-8,NaN,76,96,58,36,NaN
11955,,NaN,NaN,,,,,NaN,,,,,NaN
11956,17,NaN,NaN,56,56,111,-8,NaN,76,96,57,36,NaN
11957,,NaN,NaN,,,,,NaN,,,,,NaN
11958,17,NaN,NaN,56,56,109,-8,NaN,76,96,58,36,NaN
11959,,NaN,NaN,,,,,NaN,,,,,NaN
11960,17,NaN,NaN,56,56,111,-8,NaN,76,97,56,36,NaN
11961,,NaN,NaN,,,,,NaN,,,,,NaN
11962,17,NaN,NaN,56,57,111,-7,NaN,76,97,56,37,NaN
11963,,NaN,NaN,,,,,NaN,,,,,NaN
11964,17,NaN,NaN,56,57,110,-7,NaN,76,97,57,37,NaN
11965,,NaN,NaN,,,,,NaN,,,,,NaN
11966,17,NaN,NaN,56,57,112,-7,NaN,76,96,58,37,NaN
11967,,NaN,NaN,,,,,NaN,,,,,NaN
11968,17,NaN,NaN,56,57,111,-7,NaN,76,96,58,37,NaN
11969,,NaN,NaN,,,,,NaN,,,,,NaN
11970,17,NaN,NaN,56,57,113,-8,NaN,77,96,57,37,NaN
11971,,NaN,NaN,,,,,NaN,,,,,NaN
11972,17,NaN,NaN,56,57,112,-8,NaN,77,96,57,37,NaN
11973,,NaN,NaN,,,,,NaN,,,,,NaN
11974,17,NaN,NaN,56,57,110,-8,NaN,76,96,57,37,NaN
11975,,NaN,NaN,,,,,NaN,,,,,NaN
11976,17,NaN,NaN,56,57,110,-8,NaN,76,96,57,37,NaN
11977,,NaN,NaN,,,,,NaN,,,,,NaN
11978,17,NaN,NaN,56,57,110,-8,NaN,75,96,56,36,NaN
11979,,NaN,NaN,,,,,NaN,,,,,NaN
11980,17,NaN,NaN,56,57,111,-8,NaN,75,96,56,36,NaN
11981,,NaN,NaN,,,,,NaN,,,,,NaN
11982,17,NaN,NaN,56,56,108,-7,NaN,74,96,56,36,NaN
11983,,NaN,NaN,,,,,NaN,,,,,NaN
11984,17,NaN,NaN,56,56,109,-7,NaN,74,96,55,36,NaN
11985,,NaN,NaN,,,,,NaN,,,,,NaN
11986,17,NaN,NaN,56,56,108,-7,NaN,74,96,56,37,NaN
11987,,NaN,NaN,,,,,NaN,,,,,NaN
11988,17,NaN,NaN,56,56,108,-8,NaN,74,96,55,37,NaN
11989,,NaN,NaN,,,,,NaN,,,,,NaN
11990,17,NaN,NaN,56,56,110,-8,NaN,74,96,56,37,NaN
11991,,NaN,NaN,,,,,NaN,,,,,NaN
11992,17,NaN,NaN,56,56,108,-8,NaN,74,96,56,37,NaN
11993,,NaN,NaN,,,,,NaN,,,,,NaN
11994,17,NaN,NaN,56,57,108,-8,NaN,74,96,55,36,NaN
11995,,NaN,NaN,,,,,NaN,,,,,NaN
11996,17,NaN,NaN,56,57,107,-8,NaN,73,96,55,36,NaN
11997,,NaN,NaN,,,,,NaN,,,,,NaN
11998,17,NaN,NaN,56,57,108,-8,NaN,74,96,56,36,NaN
11999,,NaN,NaN,,,,,NaN,,,,,NaN
12000,17,NaN,NaN,56,57,107,-8,NaN,74,96,57,36,NaN
12001,,NaN,NaN,,,,,NaN,,,,,NaN
12002,17,NaN,NaN,56,57,109,-8,NaN,74,96,56,37,NaN
12003,,NaN,NaN,,,,,NaN,,,,,NaN
12004,17,NaN,NaN,56,57,109,-7,NaN,74,96,56,37,NaN
12005,,NaN,NaN,,,,,NaN,,,,,NaN
12006,17,NaN,NaN,57,57,108,-7,NaN,74,96,56,37,NaN
12007,,NaN,NaN,,,,,NaN,,,,,NaN
12008,17,NaN,NaN,56,57,109,-7,NaN,74,97,56,37,NaN
12009,,NaN,NaN,,,,,NaN,,,,,NaN
12010,17,NaN,NaN,56,57,108,-7,NaN,74,97,55,37,NaN
12011,,NaN,NaN,,,,,NaN,,,,,NaN
12012,17,NaN,NaN,56,57,111,-7,NaN,75,96,56,37,NaN
12013,,NaN,NaN,,,,,NaN,,,,,NaN
12014,17,NaN,NaN,56,56,110,-7,NaN,74,96,56,37,NaN
12015,,NaN,NaN,,,,,NaN,,,,,NaN
12016,17,NaN,NaN,55,56,111,-7,NaN,75,96,55,36,NaN
12017,,NaN,NaN,,,,,NaN,,,,,NaN
12018,17,NaN,NaN,55,56,109,-7,NaN,74,96,55,36,NaN
12019,,NaN,NaN,,,,,NaN,,,,,NaN
12020,17,NaN,NaN,55,56,107,-7,NaN,73,96,54,36,NaN
12021,,NaN,NaN,,,,,NaN,,,,,NaN
12022,17,NaN,NaN,55,56,106,-7,NaN,73,96,55,36,NaN
12023,,NaN,NaN,,,,,NaN,,,,,NaN
12024,17,NaN,NaN,55,55,104,-7,NaN,72,96,55,37,NaN
12025,,NaN,NaN,,,,,NaN,,,,,NaN
12026,17,NaN,NaN,55,55,107,-7,NaN,73,96,55,37,NaN
12027,,NaN,NaN,,,,,NaN,,,,,NaN
12028,17,NaN,NaN,55,56,106,-7,NaN,73,97,56,37,NaN
12029,,NaN,NaN,,,,,NaN,,,,,NaN
12030,17,NaN,NaN,55,56,108,-8,NaN,73,96,55,37,NaN
12031,,NaN,NaN,,,,,NaN,,,,,NaN
12032,17,NaN,NaN,55,56,106,-8,NaN,73,96,55,37,NaN
12033,,NaN,NaN,,,,,NaN,,,,,NaN
12034,17,NaN,NaN,55,56,106,-8,NaN,73,96,55,37,NaN
12035,,NaN,NaN,,,,,NaN,,,,,NaN
12036,17,NaN,NaN,55,56,108,-8,NaN,73,96,56,37,NaN
12037,,NaN,NaN,,,,,NaN,,,,,NaN
12038,17,NaN,NaN,56,56,107,-7,NaN,73,96,56,37,NaN
12039,,NaN,NaN,,,,,NaN,,,,,NaN
12040,17,NaN,NaN,56,56,108,-7,NaN,73,96,56,37,NaN
12041,,NaN,NaN,,,,,NaN,,,,,NaN
12042,17,NaN,NaN,56,56,107,-5,NaN,73,96,56,37,NaN
12043,,NaN,NaN,,,,,NaN,,,,,NaN
12044,17,NaN,NaN,56,56,111,-5,NaN,75,96,56,37,NaN
12045,,NaN,NaN,,,,,NaN,,,,,NaN
12046,17,NaN,NaN,56,56,111,-5,NaN,76,96,58,37,NaN
12047,,NaN,NaN,,,,,NaN,,,,,NaN
12048,17,NaN,NaN,56,57,113,-5,NaN,77,97,57,37,NaN
12049,,NaN,NaN,,,,,NaN,,,,,NaN
12050,17,NaN,NaN,56,57,115,-5,NaN,78,96,58,37,NaN
12051,,NaN,NaN,,,,,NaN,,,,,NaN
12052,17,NaN,NaN,56,57,114,-6,NaN,78,96,58,37,NaN
12053,,NaN,NaN,,,,,NaN,,,,,NaN
12054,17,NaN,NaN,56,57,115,-6,NaN,78,96,58,36,NaN
12055,,NaN,NaN,,,,,NaN,,,,,NaN
12056,17,NaN,NaN,56,57,115,-6,NaN,78,96,58,36,NaN
12057,,NaN,NaN,,,,,NaN,,,,,NaN
12058,17,NaN,NaN,56,57,117,-6,NaN,79,96,58,36,NaN
12059,,NaN,NaN,,,,,NaN,,,,,NaN
12060,17,NaN,NaN,56,57,115,-6,NaN,79,96,59,36,NaN
12061,,NaN,NaN,,,,,NaN,,,,,NaN
12062,17,NaN,NaN,56,56,116,-6,NaN,78,96,57,38,NaN
12063,,NaN,NaN,,,,,NaN,,,,,NaN
12064,17,NaN,NaN,56,56,115,-5,NaN,78,96,57,38,NaN
12065,,NaN,NaN,,,,,NaN,,,,,NaN
12066,17,NaN,NaN,55,56,114,-5,NaN,77,96,57,38,NaN
12067,,NaN,NaN,,,,,NaN,,,,,NaN
12068,17,NaN,NaN,55,55,114,-5,NaN,77,96,56,38,NaN
12069,,NaN,NaN,,,,,NaN,,,,,NaN
12070,17,NaN,NaN,54,55,113,-5,NaN,77,96,56,39,NaN
12071,,NaN,NaN,,,,,NaN,,,,,NaN
12072,17,NaN,NaN,54,55,114,-5,NaN,77,96,57,39,NaN
12073,,NaN,NaN,,,,,NaN,,,,,NaN
12074,17,NaN,NaN,54,55,113,-5,NaN,77,96,58,39,NaN
12075,,NaN,NaN,,,,,NaN,,,,,NaN
12076,17,NaN,NaN,54,55,116,-6,NaN,78,96,57,38,NaN
12077,,NaN,NaN,,,,,NaN,,,,,NaN
12078,17,NaN,NaN,54,55,117,-6,NaN,79,96,58,38,NaN
12079,,NaN,NaN,,,,,NaN,,,,,NaN
12080,17,NaN,NaN,54,55,117,-6,NaN,79,96,59,38,NaN
12081,,NaN,NaN,,,,,NaN,,,,,NaN
12082,17,NaN,NaN,54,55,116,-6,NaN,79,96,58,38,NaN
12083,,NaN,NaN,,,,,NaN,,,,,NaN
12084,17,NaN,NaN,54,55,115,-6,NaN,78,96,58,39,NaN
12085,,NaN,NaN,,,,,NaN,,,,,NaN
12086,17,NaN,NaN,54,54,116,-6,NaN,79,96,58,39,NaN
12087,,NaN,NaN,,,,,NaN,,,,,NaN
12088,17,NaN,NaN,54,54,114,-6,NaN,78,96,59,39,NaN
12089,,NaN,NaN,,,,,NaN,,,,,NaN
12090,17,NaN,NaN,54,54,116,-6,NaN,79,96,59,39,NaN
12091,,NaN,NaN,,,,,NaN,,,,,NaN
12092,17,NaN,NaN,54,54,116,-6,NaN,79,96,61,38,NaN
12093,,NaN,NaN,,,,,NaN,,,,,NaN
12094,17,NaN,NaN,54,54,119,-6,NaN,81,96,60,38,NaN
12095,,NaN,NaN,,,,,NaN,,,,,NaN
12096,17,NaN,NaN,54,55,119,-6,NaN,81,96,61,38,NaN
12097,,NaN,NaN,,,,,NaN,,,,,NaN
12098,17,NaN,NaN,54,55,119,-6,NaN,81,96,61,38,NaN
12099,,NaN,NaN,,,,,NaN,,,,,NaN
12100,17,NaN,NaN,54,55,120,-6,NaN,82,96,61,38,NaN
12101,,NaN,NaN,,,,,NaN,,,,,NaN
12102,17,NaN,NaN,54,55,118,-5,NaN,81,96,60,38,NaN
12103,,NaN,NaN,,,,,NaN,,,,,NaN
12104,17,NaN,NaN,54,54,119,-5,NaN,81,96,59,38,NaN
12105,,NaN,NaN,,,,,NaN,,,,,NaN
12106,17,NaN,NaN,54,54,117,-7,NaN,80,97,59,37,NaN
12107,,NaN,NaN,,,,,NaN,,,,,NaN
12108,17,NaN,NaN,53,54,117,-7,NaN,80,97,58,37,NaN
12109,,NaN,NaN,,,,,NaN,,,,,NaN
12110,17,NaN,NaN,53,54,119,-7,NaN,79,96,59,37,NaN
12111,,NaN,NaN,,,,,NaN,,,,,NaN
12112,17,NaN,NaN,54,54,118,-7,NaN,80,97,58,37,NaN
12113,,NaN,NaN,,,,,NaN,,,,,NaN
12114,17,NaN,NaN,54,54,119,-7,NaN,80,96,59,37,NaN
12115,,NaN,NaN,,,,,NaN,,,,,NaN
12116,17,NaN,NaN,53,54,118,-7,NaN,80,97,59,37,NaN
12117,,NaN,NaN,,,,,NaN,,,,,NaN
12118,17,NaN,NaN,53,54,119,-7,NaN,80,96,58,37,NaN
12119,,NaN,NaN,,,,,NaN,,,,,NaN
12120,17,NaN,NaN,53,54,118,-7,NaN,80,96,58,37,NaN
12121,,NaN,NaN,,,,,NaN,,,,,NaN
12122,17,NaN,NaN,53,54,119,-7,NaN,80,96,58,37,NaN
12123,,NaN,NaN,,,,,NaN,,,,,NaN
12124,17,NaN,NaN,53,54,118,-6,NaN,80,97,58,37,NaN
12125,,NaN,NaN,,,,,NaN,,,,,NaN
12126,17,NaN,NaN,53,54,119,-6,NaN,80,97,58,37,NaN
12127,,NaN,NaN,,,,,NaN,,,,,NaN
12128,17,NaN,NaN,54,54,121,-6,NaN,80,97,58,38,NaN
12129,,NaN,NaN,,,,,NaN,,,,,NaN
12130,17,NaN,NaN,54,54,119,-6,NaN,80,97,59,38,NaN
12131,,NaN,NaN,,,,,NaN,,,,,NaN
12132,17,NaN,NaN,54,54,122,-7,NaN,81,97,59,38,NaN
12133,,NaN,NaN,,,,,NaN,,,,,NaN
12134,17,NaN,NaN,54,54,118,-7,NaN,80,97,59,37,NaN
12135,,NaN,NaN,,,,,NaN,,,,,NaN
12136,17,NaN,NaN,54,54,118,-7,NaN,80,97,58,37,NaN
12137,,NaN,NaN,,,,,NaN,,,,,NaN
12138,17,NaN,NaN,54,54,115,-7,NaN,79,97,58,37,NaN
12139,,NaN,NaN,,,,,NaN,,,,,NaN
12140,17,NaN,NaN,54,54,114,-7,NaN,78,97,58,37,NaN
12141,,NaN,NaN,,,,,NaN,,,,,NaN
12142,17,NaN,NaN,54,54,113,-7,NaN,78,97,58,39,NaN
12143,,NaN,NaN,,,,,NaN,,,,,NaN
12144,17,NaN,NaN,54,54,114,-6,NaN,77,97,57,39,NaN
12145,,NaN,NaN,,,,,NaN,,,,,NaN
12146,17,NaN,NaN,54,55,115,-6,NaN,78,97,57,39,NaN
12147,,NaN,NaN,,,,,NaN,,,,,NaN
12148,17,NaN,NaN,54,55,113,-6,NaN,77,97,58,39,NaN
12149,,NaN,NaN,,,,,NaN,,,,,NaN
12150,17,NaN,NaN,54,54,114,-6,NaN,77,97,57,37,NaN
12151,,NaN,NaN,,,,,NaN,,,,,NaN
12152,17,NaN,NaN,54,54,112,-6,NaN,76,97,58,37,NaN
12153,,NaN,NaN,,,,,NaN,,,,,NaN
12154,17,NaN,NaN,54,54,113,-7,NaN,77,97,58,37,NaN
12155,,NaN,NaN,,,,,NaN,,,,,NaN
12156,17,NaN,NaN,54,54,113,-7,NaN,77,97,57,37,NaN
12157,,NaN,NaN,,,,,NaN,,,,,NaN
12158,17,NaN,NaN,54,54,111,-7,NaN,76,97,58,37,NaN
12159,,NaN,NaN,,,,,NaN,,,,,NaN
12160,17,NaN,NaN,53,54,112,-7,NaN,76,96,57,37,NaN
12161,,NaN,NaN,,,,,NaN,,,,,NaN
12162,17,NaN,NaN,53,54,111,-6,NaN,75,96,57,37,NaN
12163,,NaN,NaN,,,,,NaN,,,,,NaN
12164,17,NaN,NaN,53,54,112,-6,NaN,76,96,58,37,NaN
12165,,NaN,NaN,,,,,NaN,,,,,NaN
12166,17,NaN,NaN,53,54,113,-6,NaN,77,96,60,37,NaN
12167,,NaN,NaN,,,,,NaN,,,,,NaN
12168,17,NaN,NaN,53,54,118,-6,NaN,79,96,61,37,NaN
12169,,NaN,NaN,,,,,NaN,,,,,NaN
12170,17,NaN,NaN,54,54,119,-6,NaN,80,96,62,37,NaN
12171,,NaN,NaN,,,,,NaN,,,,,NaN
12172,17,NaN,NaN,54,54,120,-6,NaN,81,96,62,37,NaN
12173,,NaN,NaN,,,,,NaN,,,,,NaN
12174,17,NaN,NaN,54,55,120,-7,NaN,82,97,62,37,NaN
12175,,NaN,NaN,,,,,NaN,,,,,NaN
12176,17,NaN,NaN,55,55,119,-7,NaN,82,97,63,37,NaN
12177,,NaN,NaN,,,,,NaN,,,,,NaN
12178,17,NaN,NaN,55,55,122,-7,NaN,83,97,63,36,NaN
12179,,NaN,NaN,,,,,NaN,,,,,NaN
12180,17,NaN,NaN,55,55,120,-7,NaN,82,97,63,36,NaN
12181,,NaN,NaN,,,,,NaN,,,,,NaN
12182,17,NaN,NaN,55,55,121,-7,NaN,82,97,62,36,NaN
12183,,NaN,NaN,,,,,NaN,,,,,NaN
12184,17,NaN,NaN,54,55,120,-7,NaN,82,97,63,36,NaN
12185,,NaN,NaN,,,,,NaN,,,,,NaN
12186,17,NaN,NaN,54,55,121,-7,NaN,82,97,61,35,NaN
12187,,NaN,NaN,,,,,NaN,,,,,NaN
12188,17,NaN,NaN,54,54,121,-6,NaN,82,97,62,35,NaN
12189,,NaN,NaN,,,,,NaN,,,,,NaN
12190,17,NaN,NaN,53,54,120,-6,NaN,82,97,63,35,NaN
12191,,NaN,NaN,,,,,NaN,,,,,NaN
12192,17,NaN,NaN,53,54,121,-7,NaN,82,97,62,36,NaN
12193,,NaN,NaN,,,,,NaN,,,,,NaN
12194,17,NaN,NaN,53,54,120,-7,NaN,82,97,62,36,NaN
12195,,NaN,NaN,,,,,NaN,,,,,NaN
12196,17,NaN,NaN,53,54,122,-8,NaN,83,97,63,36,NaN
12197,,NaN,NaN,,,,,NaN,,,,,NaN
12198,17,NaN,NaN,53,54,121,-8,NaN,83,97,63,35,NaN
12199,,NaN,NaN,,,,,NaN,,,,,NaN
12200,17,NaN,NaN,53,54,122,-7,NaN,83,97,63,35,NaN
12201,,NaN,NaN,,,,,NaN,,,,,NaN
12202,17,NaN,NaN,53,54,121,-7,NaN,83,97,64,35,NaN
12203,,NaN,NaN,,,,,NaN,,,,,NaN
12204,17,NaN,NaN,53,54,121,-7,NaN,83,97,62,35,NaN
12205,,NaN,NaN,,,,,NaN,,,,,NaN
12206,17,NaN,NaN,53,54,120,-7,NaN,82,97,62,34,NaN
12207,,NaN,NaN,,,,,NaN,,,,,NaN
12208,17,NaN,NaN,53,54,115,-7,NaN,80,97,62,34,NaN
12209,,NaN,NaN,,,,,NaN,,,,,NaN
12210,17,NaN,NaN,53,54,115,-7,NaN,79,97,61,34,NaN
12211,,NaN,NaN,,,,,NaN,,,,,NaN
12212,17,NaN,NaN,53,54,113,-7,NaN,79,97,61,35,NaN
12213,,NaN,NaN,,,,,NaN,,,,,NaN
12214,17,NaN,NaN,53,54,117,-8,NaN,79,97,61,35,NaN
12215,,NaN,NaN,,,,,NaN,,,,,NaN
12216,17,NaN,NaN,53,54,117,-8,NaN,80,97,62,35,NaN
12217,,NaN,NaN,,,,,NaN,,,,,NaN
12218,17,NaN,NaN,54,54,118,-9,NaN,81,97,63,35,NaN
12219,,NaN,NaN,,,,,NaN,,,,,NaN
12220,17,NaN,NaN,54,54,120,-9,NaN,82,97,63,34,NaN
12221,,NaN,NaN,,,,,NaN,,,,,NaN
12222,17,NaN,NaN,54,54,119,-9,NaN,82,97,64,34,NaN
12223,,NaN,NaN,,,,,NaN,,,,,NaN
12224,17,NaN,NaN,54,54,122,-9,NaN,83,97,64,34,NaN
12225,,NaN,NaN,,,,,NaN,,,,,NaN
12226,17,NaN,NaN,55,54,120,-9,NaN,83,97,65,33,NaN
12227,,NaN,NaN,,,,,NaN,,,,,NaN
12228,17,NaN,NaN,55,55,121,-9,NaN,83,98,64,33,NaN
