time,Solar8000/PLETH_SPO2,Solar8000/HR,Solar8000/RR_CO2,Solar8000/PLETH_HR,SNUADC/ECG_II,SNUADC/ART,Solar8000/ETCO2,Solar8000/ART_SBP,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_MBP,SNUADC/ECG_V5,Solar8000/CVP
423,100,85,13,85,NaN,NaN,42,,,NaN,0,NaN,-13
424,,,,,NaN,NaN,,,,NaN,,NaN,
425,100,84,13,85,NaN,NaN,42,,,NaN,0,NaN,-13
426,,,,,NaN,NaN,,,,NaN,,NaN,
427,100,83,13,84,NaN,NaN,42,3,1,NaN,1,NaN,-13
428,,,,,NaN,NaN,,,,NaN,,NaN,
429,100,82,13,83,NaN,NaN,43,3,-2,NaN,1,NaN,-13
430,,,,,NaN,NaN,,,,NaN,,NaN,
431,100,80,13,81,NaN,NaN,43,3,-2,NaN,1,NaN,-13
432,,,,,NaN,NaN,,,,NaN,,NaN,
433,100,79,13,80,NaN,NaN,43,2,-1,NaN,1,NaN,-13
434,,,,,NaN,NaN,,,,NaN,,NaN,
435,100,79,13,80,NaN,NaN,44,2,-1,NaN,1,NaN,-13
436,,,,,NaN,NaN,,,,NaN,,NaN,
437,100,80,13,80,NaN,NaN,44,4,-2,NaN,1,NaN,-13
438,,,,,NaN,NaN,,,,NaN,,NaN,
439,100,82,13,82,NaN,NaN,44,3,-1,NaN,1,NaN,-13
440,,,,,NaN,NaN,,,,NaN,,NaN,
441,100,82,13,82,NaN,NaN,44,2,1,NaN,1,NaN,-13
442,,,,,NaN,NaN,,,,NaN,,NaN,
443,100,82,13,83,NaN,NaN,44,2,1,NaN,1,NaN,-13
444,,,,,NaN,NaN,,,,NaN,,NaN,
445,100,81,13,82,NaN,NaN,44,3,-2,NaN,1,NaN,-13
446,,,,,NaN,NaN,,,,NaN,,NaN,
447,100,80,12,81,NaN,NaN,44,3,-2,NaN,1,NaN,-13
448,,,,,NaN,NaN,,,,NaN,,NaN,
449,100,79,12,80,NaN,NaN,44,3,-1,NaN,1,NaN,-13
450,,,,,NaN,NaN,,,,NaN,,NaN,
451,100,78,12,79,NaN,NaN,44,3,-1,NaN,1,NaN,-13
452,,,,,NaN,NaN,,,,NaN,,NaN,
453,100,78,12,79,NaN,NaN,44,3,-1,NaN,1,NaN,-13
454,,,,,NaN,NaN,,,,NaN,,NaN,
455,100,78,11,79,NaN,NaN,44,3,-2,NaN,1,NaN,-13
456,,,,,NaN,NaN,,,,NaN,,NaN,
457,100,78,11,78,NaN,NaN,44,2,-1,NaN,1,NaN,-13
458,,,,,NaN,NaN,,,,NaN,,NaN,
459,100,78,11,78,NaN,NaN,44,3,-2,NaN,1,NaN,-13
460,,,,,NaN,NaN,,,,NaN,,NaN,
461,100,78,9,79,NaN,NaN,44,2,1,NaN,1,NaN,-13
462,,,,,NaN,NaN,,,,NaN,,NaN,
463,100,79,9,79,NaN,NaN,44,7,-7,NaN,0,NaN,-13
464,,,,,NaN,NaN,,,,NaN,,NaN,
465,100,81,9,80,NaN,NaN,44,3,-2,NaN,0,NaN,-13
466,,,,,NaN,NaN,,,,NaN,,NaN,
467,100,81,8,81,NaN,NaN,44,4,-2,NaN,1,NaN,-13
468,,,,,NaN,NaN,,,,NaN,,NaN,
469,100,82,8,82,NaN,NaN,44,3,-2,NaN,1,NaN,-13
470,,,,,NaN,NaN,,,,NaN,,NaN,
471,100,83,8,83,NaN,NaN,44,4,-2,NaN,1,NaN,-13
472,,,,,NaN,NaN,,,,NaN,,NaN,
473,100,83,9,83,NaN,NaN,44,4,-2,NaN,1,NaN,-13
474,,,,,NaN,NaN,,,,NaN,,NaN,
475,100,82,9,83,NaN,NaN,44,3,-2,NaN,1,NaN,-13
476,,,,,NaN,NaN,,,,NaN,,NaN,
477,100,81,9,82,NaN,NaN,44,3,-2,NaN,1,NaN,-13
478,,,,,NaN,NaN,,,,NaN,,NaN,
479,100,80,11,81,NaN,NaN,44,3,-2,NaN,1,NaN,-13
480,,,,,NaN,NaN,,,,NaN,,NaN,
481,100,79,11,80,NaN,NaN,44,1,1,NaN,1,NaN,-13
482,,,,,NaN,NaN,,,,NaN,,NaN,
483,100,78,11,79,NaN,NaN,44,4,-1,NaN,1,NaN,-13
484,,,,,NaN,NaN,,,,NaN,,NaN,
485,100,78,12,78,NaN,NaN,44,3,-1,NaN,1,NaN,-13
486,,,,,NaN,NaN,,,,NaN,,NaN,
487,100,77,12,78,NaN,NaN,44,3,-1,NaN,1,NaN,-13
488,,,,,NaN,NaN,,,,NaN,,NaN,
489,100,77,12,77,NaN,NaN,44,3,-1,NaN,1,NaN,-13
490,,,,,NaN,NaN,,,,NaN,,NaN,
491,100,76,13,76,NaN,NaN,44,1,1,NaN,1,NaN,-13
492,,,,,NaN,NaN,,,,NaN,,NaN,
493,100,75,13,76,NaN,NaN,44,1,1,NaN,1,NaN,-13
494,,,,,NaN,NaN,,,,NaN,,NaN,
495,100,74,13,75,NaN,NaN,44,3,-2,NaN,0,NaN,-13
496,,,,,NaN,NaN,,,,NaN,,NaN,
497,100,74,13,74,NaN,NaN,44,3,-1,NaN,1,NaN,-13
498,,,,,NaN,NaN,,,,NaN,,NaN,
499,100,73,13,74,NaN,NaN,43,3,-1,NaN,1,NaN,-13
500,,,,,NaN,NaN,,,,NaN,,NaN,
501,100,73,13,74,NaN,NaN,43,5,-3,NaN,1,NaN,-13
502,,,,,NaN,NaN,,,,NaN,,NaN,
503,100,74,13,74,NaN,NaN,43,3,-2,NaN,1,NaN,-13
504,,,,,NaN,NaN,,,,NaN,,NaN,
505,100,73,13,74,NaN,NaN,44,3,-2,NaN,1,NaN,-13
506,,,,,NaN,NaN,,,,NaN,,NaN,
507,100,73,13,73,NaN,NaN,44,3,-1,NaN,1,NaN,-13
508,,,,,NaN,NaN,,,,NaN,,NaN,
509,100,72,13,73,NaN,NaN,44,3,-2,NaN,1,NaN,-13
510,,,,,NaN,NaN,,,,NaN,,NaN,
511,100,72,13,73,NaN,NaN,44,2,1,NaN,1,NaN,-13
512,,,,,NaN,NaN,,,,NaN,,NaN,
513,100,72,13,72,NaN,NaN,44,3,-2,NaN,1,NaN,-13
514,,,,,NaN,NaN,,,,NaN,,NaN,
515,100,72,13,73,NaN,NaN,44,2,-1,NaN,1,NaN,-13
516,,,,,NaN,NaN,,,,NaN,,NaN,
517,100,72,13,73,NaN,NaN,44,2,1,NaN,1,NaN,-13
518,,,,,NaN,NaN,,,,NaN,,NaN,
519,100,73,13,73,NaN,NaN,44,2,1,NaN,1,NaN,-13
520,,,,,NaN,NaN,,,,NaN,,NaN,
521,100,73,13,74,NaN,NaN,44,2,-1,NaN,1,NaN,-13
522,,,,,NaN,NaN,,,,NaN,,NaN,
523,100,73,13,74,NaN,NaN,44,2,-1,NaN,1,NaN,-13
524,,,,,NaN,NaN,,,,NaN,,NaN,
525,100,74,13,75,NaN,NaN,44,2,-1,NaN,1,NaN,-13
526,,,,,NaN,NaN,,,,NaN,,NaN,
527,100,75,13,75,NaN,NaN,44,2,1,NaN,1,NaN,-13
528,,,,,NaN,NaN,,,,NaN,,NaN,
529,99,77,13,75,NaN,NaN,44,2,1,NaN,1,NaN,-13
530,,,,,NaN,NaN,,,,NaN,,NaN,
531,100,77,13,76,NaN,NaN,44,2,1,NaN,1,NaN,-13
532,,,,,NaN,NaN,,,,NaN,,NaN,
533,100,77,13,77,NaN,NaN,44,65,-32,NaN,7,NaN,-13
534,,,,,NaN,NaN,,,,NaN,,NaN,
535,100,77,13,77,NaN,NaN,44,48,-17,NaN,8,NaN,-13
536,,,,,NaN,NaN,,,,NaN,,NaN,
537,100,76,13,77,NaN,NaN,44,48,-17,NaN,8,NaN,-13
538,,,,,NaN,NaN,,,,NaN,,NaN,
539,100,75,13,76,NaN,NaN,44,0,0,NaN,0,NaN,-13
540,,,,,NaN,NaN,,,,NaN,,NaN,
541,100,75,13,75,NaN,NaN,43,0,0,NaN,0,NaN,-13
542,,,,,NaN,NaN,,,,NaN,,NaN,
543,100,75,13,75,NaN,NaN,43,1,1,NaN,1,NaN,-13
544,,,,,NaN,NaN,,,,NaN,,NaN,
545,100,75,13,75,NaN,NaN,43,1,1,NaN,1,NaN,-13
546,,,,,NaN,NaN,,,,NaN,,NaN,
547,100,75,13,75,NaN,NaN,44,0,0,NaN,0,NaN,-13
548,,,,,NaN,NaN,,,,NaN,,NaN,
549,100,74,13,75,NaN,NaN,44,,,NaN,0,NaN,-13
550,,,,,NaN,NaN,,,,NaN,,NaN,
551,100,74,13,75,NaN,NaN,44,,,NaN,7,NaN,-13
552,,,,,NaN,NaN,,,,NaN,,NaN,
553,100,73,13,74,NaN,NaN,44,,,NaN,16,NaN,-13
554,,,,,NaN,NaN,,,,NaN,,NaN,
555,100,73,13,74,NaN,NaN,44,40,-26,NaN,14,NaN,-13
556,,,,,NaN,NaN,,,,NaN,,NaN,
557,100,73,13,74,NaN,NaN,44,54,-23,NaN,11,NaN,-13
558,,,,,NaN,NaN,,,,NaN,,NaN,
559,100,73,13,73,NaN,NaN,44,50,-21,NaN,13,NaN,-13
560,,,,,NaN,NaN,,,,NaN,,NaN,
561,100,73,13,74,NaN,NaN,44,36,7,NaN,19,NaN,-13
562,,,,,NaN,NaN,,,,NaN,,NaN,
563,100,73,13,73,NaN,NaN,44,40,23,NaN,28,NaN,-13
564,,,,,NaN,NaN,,,,NaN,,NaN,
565,100,72,13,73,NaN,NaN,44,25,-3,NaN,19,NaN,-13
566,,,,,NaN,NaN,,,,NaN,,NaN,
567,100,72,13,73,NaN,NaN,44,26,6,NaN,16,NaN,-13
568,,,,,NaN,NaN,,,,NaN,,NaN,
569,100,72,13,73,NaN,NaN,44,44,1,NaN,22,NaN,-13
570,,,,,NaN,NaN,,,,NaN,,NaN,
571,100,72,13,73,NaN,NaN,44,30,-19,NaN,8,NaN,-13
572,,,,,NaN,NaN,,,,NaN,,NaN,
573,100,73,13,73,NaN,NaN,44,82,-67,NaN,17,NaN,-13
574,,,,,NaN,NaN,,,,NaN,,NaN,
575,100,74,13,74,NaN,NaN,44,66,-9,NaN,29,NaN,-14
576,,,,,NaN,NaN,,,,NaN,,NaN,
577,100,74,13,74,NaN,NaN,44,66,-9,NaN,29,NaN,-14
578,,,,,NaN,NaN,,,,NaN,,NaN,
579,100,74,13,74,NaN,NaN,44,21,21,NaN,21,NaN,-13
580,,,,,NaN,NaN,,,,NaN,,NaN,
581,100,73,13,74,NaN,NaN,44,60,-27,NaN,18,NaN,-13
582,,,,,NaN,NaN,,,,NaN,,NaN,
583,100,73,13,74,NaN,NaN,44,,,NaN,18,NaN,-13
584,,,,,NaN,NaN,,,,NaN,,NaN,
585,100,73,13,73,NaN,NaN,45,,,NaN,-16,NaN,-13
586,,,,,NaN,NaN,,,,NaN,,NaN,
587,100,73,13,73,NaN,NaN,45,,,NaN,-16,NaN,-13
588,,,,,NaN,NaN,,,,NaN,,NaN,
589,100,74,13,74,NaN,NaN,45,,,NaN,-17,NaN,-13
590,,,,,NaN,NaN,,,,NaN,,NaN,
591,100,74,13,74,NaN,NaN,44,89,-38,NaN,15,NaN,-13
592,,,,,NaN,NaN,,,,NaN,,NaN,
593,100,74,13,74,NaN,NaN,44,42,-6,NaN,16,NaN,-13
594,,,,,NaN,NaN,,,,NaN,,NaN,
595,100,74,13,74,NaN,NaN,44,34,-4,NaN,14,NaN,-13
596,,,,,NaN,NaN,,,,NaN,,NaN,
597,100,74,13,74,NaN,NaN,44,91,-25,NaN,40,NaN,-13
598,,,,,NaN,NaN,,,,NaN,,NaN,
599,100,74,13,74,NaN,NaN,44,,,NaN,40,NaN,-13
600,,,,,NaN,NaN,,,,NaN,,NaN,
601,100,74,13,75,NaN,NaN,44,,,NaN,3,NaN,-14
602,,,,,NaN,NaN,,,,NaN,,NaN,
603,100,73,13,74,NaN,NaN,44,,,NaN,3,NaN,-14
604,,,,,NaN,NaN,,,,NaN,,NaN,
605,100,73,13,74,NaN,NaN,44,,,NaN,9,NaN,-13
606,,,,,NaN,NaN,,,,NaN,,NaN,
607,100,72,13,73,NaN,NaN,44,,,NaN,9,NaN,-13
608,,,,,NaN,NaN,,,,NaN,,NaN,
609,100,72,13,73,NaN,NaN,44,,,NaN,9,NaN,-13
610,,,,,NaN,NaN,,,,NaN,,NaN,
611,100,72,13,72,NaN,NaN,44,,,NaN,9,NaN,-13
612,,,,,NaN,NaN,,,,NaN,,NaN,
613,100,72,13,73,NaN,NaN,44,19,-3,NaN,9,NaN,-13
614,,,,,NaN,NaN,,,,NaN,,NaN,
615,100,72,13,73,NaN,NaN,44,9,9,NaN,9,NaN,-13
616,,,,,NaN,NaN,,,,NaN,,NaN,
617,100,72,13,74,NaN,NaN,44,9,5,NaN,9,NaN,-13
618,,,,,NaN,NaN,,,,NaN,,NaN,
619,100,72,13,75,NaN,NaN,44,13,3,NaN,8,NaN,-13
620,,,,,NaN,NaN,,,,NaN,,NaN,
621,100,73,13,76,NaN,NaN,44,11,6,NaN,9,NaN,-13
622,,,,,NaN,NaN,,,,NaN,,NaN,
623,100,73,13,75,NaN,NaN,44,13,5,NaN,9,NaN,-13
624,,,,,NaN,NaN,,,,NaN,,NaN,
625,100,74,13,75,NaN,NaN,44,12,5,NaN,9,NaN,-13
626,,,,,NaN,NaN,,,,NaN,,NaN,
627,100,74,13,74,NaN,NaN,44,11,6,NaN,9,NaN,-13
628,,,,,NaN,NaN,,,,NaN,,NaN,
629,100,74,13,74,NaN,NaN,44,11,6,NaN,9,NaN,-13
630,,,,,NaN,NaN,,,,NaN,,NaN,
631,100,73,13,74,NaN,NaN,44,11,6,NaN,8,NaN,-13
632,,,,,NaN,NaN,,,,NaN,,NaN,
633,100,73,13,74,NaN,NaN,44,10,6,NaN,8,NaN,-13
634,,,,,NaN,NaN,,,,NaN,,NaN,
635,100,73,13,74,NaN,NaN,44,10,6,NaN,8,NaN,-13
636,,,,,NaN,NaN,,,,NaN,,NaN,
637,100,72,13,73,NaN,NaN,44,9,9,NaN,9,NaN,-13
638,,,,,NaN,NaN,,,,NaN,,NaN,
639,100,72,13,73,NaN,NaN,44,,,NaN,9,NaN,-13
640,,,,,NaN,NaN,,,,NaN,,NaN,
641,100,72,13,73,NaN,NaN,44,,,NaN,10,NaN,-13
642,,,,,NaN,NaN,,,,NaN,,NaN,
643,100,72,13,73,NaN,NaN,44,,,NaN,10,NaN,-13
644,,,,,NaN,NaN,,,,NaN,,NaN,
645,100,72,13,73,NaN,NaN,44,,,NaN,10,NaN,-13
646,,,,,NaN,NaN,,,,NaN,,NaN,
647,100,72,13,73,NaN,NaN,44,,,NaN,10,NaN,-13
648,,,,,NaN,NaN,,,,NaN,,NaN,
649,100,72,13,73,NaN,NaN,44,,,NaN,9,NaN,-13
650,,,,,NaN,NaN,,,,NaN,,NaN,
651,100,72,13,72,NaN,NaN,44,,,NaN,9,NaN,-13
652,,,,,NaN,NaN,,,,NaN,,NaN,
653,100,72,13,72,NaN,NaN,44,,,NaN,9,NaN,-13
654,,,,,NaN,NaN,,,,NaN,,NaN,
655,100,71,13,72,NaN,NaN,44,,,NaN,9,NaN,-13
656,,,,,NaN,NaN,,,,NaN,,NaN,
657,100,72,13,72,NaN,NaN,44,8,8,NaN,8,NaN,-13
658,,,,,NaN,NaN,,,,NaN,,NaN,
659,100,72,13,72,NaN,NaN,44,8,8,NaN,8,NaN,-13
660,,,,,NaN,NaN,,,,NaN,,NaN,
661,100,72,13,73,NaN,NaN,44,8,8,NaN,8,NaN,-13
662,,,,,NaN,NaN,,,,NaN,,NaN,
663,100,72,13,73,NaN,NaN,44,8,8,NaN,8,NaN,-13
664,,,,,NaN,NaN,,,,NaN,,NaN,
665,100,72,13,73,NaN,NaN,44,8,8,NaN,8,NaN,-13
666,,,,,NaN,NaN,,,,NaN,,NaN,
667,100,72,13,72,NaN,NaN,44,8,8,NaN,8,NaN,-13
668,,,,,NaN,NaN,,,,NaN,,NaN,
669,100,72,13,73,NaN,NaN,44,10,6,NaN,8,NaN,-13
670,,,,,NaN,NaN,,,,NaN,,NaN,
671,100,73,13,73,NaN,NaN,44,10,6,NaN,8,NaN,-13
672,,,,,NaN,NaN,,,,NaN,,NaN,
673,100,73,13,74,NaN,NaN,44,10,6,NaN,8,NaN,-13
674,,,,,NaN,NaN,,,,NaN,,NaN,
675,100,74,13,74,NaN,NaN,44,8,8,NaN,8,NaN,-13
676,,,,,NaN,NaN,,,,NaN,,NaN,
677,100,74,13,75,NaN,NaN,44,8,8,NaN,8,NaN,-13
678,,,,,NaN,NaN,,,,NaN,,NaN,
679,100,75,13,75,NaN,NaN,44,13,5,NaN,8,NaN,-13
680,,,,,NaN,NaN,,,,NaN,,NaN,
681,100,75,13,75,NaN,NaN,44,13,5,NaN,8,NaN,-13
682,,,,,NaN,NaN,,,,NaN,,NaN,
683,100,75,13,76,NaN,NaN,44,8,8,NaN,8,NaN,-13
684,,,,,NaN,NaN,,,,NaN,,NaN,
685,100,75,13,76,NaN,NaN,44,10,7,NaN,8,NaN,-13
686,,,,,NaN,NaN,,,,NaN,,NaN,
687,100,75,13,76,NaN,NaN,44,9,7,NaN,8,NaN,-13
688,,,,,NaN,NaN,,,,NaN,,NaN,
689,100,75,13,76,NaN,NaN,44,11,6,NaN,8,NaN,-13
690,,,,,NaN,NaN,,,,NaN,,NaN,
691,100,75,13,76,NaN,NaN,44,11,6,NaN,8,NaN,-13
692,,,,,NaN,NaN,,,,NaN,,NaN,
693,100,75,13,76,NaN,NaN,44,8,8,NaN,8,NaN,-13
694,,,,,NaN,NaN,,,,NaN,,NaN,
695,100,75,13,75,NaN,NaN,44,10,5,NaN,8,NaN,-13
696,,,,,NaN,NaN,,,,NaN,,NaN,
697,100,75,13,75,NaN,NaN,44,9,7,NaN,8,NaN,-13
698,,,,,NaN,NaN,,,,NaN,,NaN,
699,100,75,13,75,NaN,NaN,44,9,7,NaN,8,NaN,-13
700,,,,,NaN,NaN,,,,NaN,,NaN,
701,100,74,13,75,NaN,NaN,44,8,8,NaN,8,NaN,-13
702,,,,,NaN,NaN,,,,NaN,,NaN,
703,100,74,13,75,NaN,NaN,44,8,8,NaN,8,NaN,-13
704,,,,,NaN,NaN,,,,NaN,,NaN,
705,100,74,13,75,NaN,NaN,44,8,8,NaN,8,NaN,-13
706,,,,,NaN,NaN,,,,NaN,,NaN,
707,100,74,13,75,NaN,NaN,44,8,8,NaN,8,NaN,-13
708,,,,,NaN,NaN,,,,NaN,,NaN,
709,100,74,13,74,NaN,NaN,44,9,9,NaN,9,NaN,-13
710,,,,,NaN,NaN,,,,NaN,,NaN,
711,100,74,13,75,NaN,NaN,44,9,9,NaN,9,NaN,-13
712,,,,,NaN,NaN,,,,NaN,,NaN,
713,100,74,13,75,NaN,NaN,43,9,6,NaN,8,NaN,-13
714,,,,,NaN,NaN,,,,NaN,,NaN,
715,100,74,13,75,NaN,NaN,43,10,4,NaN,8,NaN,-13
716,,,,,NaN,NaN,,,,NaN,,NaN,
717,100,74,13,75,NaN,NaN,43,9,3,NaN,6,NaN,-12
718,,,,,NaN,NaN,,,,NaN,,NaN,
719,100,74,13,75,NaN,NaN,43,9,3,NaN,6,NaN,-12
720,,,,,NaN,NaN,,,,NaN,,NaN,
721,100,74,13,75,NaN,NaN,43,6,6,NaN,6,NaN,-12
722,,,,,NaN,NaN,,,,NaN,,NaN,
723,100,74,13,75,NaN,NaN,43,6,6,NaN,6,NaN,-12
724,,,,,NaN,NaN,,,,NaN,,NaN,
725,100,74,13,74,NaN,NaN,43,7,4,NaN,6,NaN,-12
726,,,,,NaN,NaN,,,,NaN,,NaN,
727,100,73,13,73,NaN,NaN,44,8,3,NaN,6,NaN,-12
728,,,,,NaN,NaN,,,,NaN,,NaN,
729,100,73,13,73,NaN,NaN,44,14,1,NaN,6,NaN,-12
730,,,,,NaN,NaN,,,,NaN,,NaN,
731,100,73,13,73,NaN,NaN,44,9,3,NaN,6,NaN,-12
732,,,,,NaN,NaN,,,,NaN,,NaN,
733,100,72,13,73,NaN,NaN,44,8,4,NaN,6,NaN,-12
734,,,,,NaN,NaN,,,,NaN,,NaN,
735,100,72,13,73,NaN,NaN,44,8,4,NaN,6,NaN,-12
736,,,,,NaN,NaN,,,,NaN,,NaN,
737,100,72,13,72,NaN,NaN,44,8,4,NaN,6,NaN,-12
738,,,,,NaN,NaN,,,,NaN,,NaN,
739,100,72,13,72,NaN,NaN,44,6,6,NaN,6,NaN,-12
740,,,,,NaN,NaN,,,,NaN,,NaN,
741,100,72,13,72,NaN,NaN,44,6,6,NaN,6,NaN,-12
742,,,,,NaN,NaN,,,,NaN,,NaN,
743,100,72,13,72,NaN,NaN,44,6,6,NaN,6,NaN,-12
744,,,,,NaN,NaN,,,,NaN,,NaN,
745,100,73,13,73,NaN,NaN,43,7,5,NaN,6,NaN,-12
746,,,,,NaN,NaN,,,,NaN,,NaN,
747,100,73,13,73,NaN,NaN,43,7,5,NaN,6,NaN,-12
748,,,,,NaN,NaN,,,,NaN,,NaN,
749,100,73,13,73,NaN,NaN,43,7,5,NaN,6,NaN,-12
750,,,,,NaN,NaN,,,,NaN,,NaN,
751,100,73,13,73,NaN,NaN,44,7,5,NaN,6,NaN,-12
752,,,,,NaN,NaN,,,,NaN,,NaN,
753,100,73,13,73,NaN,NaN,44,7,5,NaN,6,NaN,-12
754,,,,,NaN,NaN,,,,NaN,,NaN,
755,100,73,13,74,NaN,NaN,44,6,6,NaN,6,NaN,-12
756,,,,,NaN,NaN,,,,NaN,,NaN,
757,100,74,13,74,NaN,NaN,44,6,6,NaN,6,NaN,-12
758,,,,,NaN,NaN,,,,NaN,,NaN,
759,100,74,13,75,NaN,NaN,44,6,6,NaN,6,NaN,-12
760,,,,,NaN,NaN,,,,NaN,,NaN,
761,100,75,13,75,NaN,NaN,44,6,6,NaN,6,NaN,-12
762,,,,,NaN,NaN,,,,NaN,,NaN,
763,100,74,13,75,NaN,NaN,44,6,6,NaN,6,NaN,-12
764,,,,,NaN,NaN,,,,NaN,,NaN,
765,100,74,13,75,NaN,NaN,44,7,5,NaN,6,NaN,-12
766,,,,,NaN,NaN,,,,NaN,,NaN,
767,100,73,13,74,NaN,NaN,44,7,5,NaN,6,NaN,-12
768,,,,,NaN,NaN,,,,NaN,,NaN,
769,100,73,13,74,NaN,NaN,43,7,5,NaN,6,NaN,-12
770,,,,,NaN,NaN,,,,NaN,,NaN,
771,100,72,13,73,NaN,NaN,43,6,6,NaN,6,NaN,-12
772,,,,,NaN,NaN,,,,NaN,,NaN,
773,100,72,13,73,NaN,NaN,43,6,6,NaN,6,NaN,-12
774,,,,,NaN,NaN,,,,NaN,,NaN,
775,100,72,13,73,NaN,NaN,43,6,6,NaN,6,NaN,-12
776,,,,,NaN,NaN,,,,NaN,,NaN,
777,100,72,13,73,NaN,NaN,43,6,6,NaN,6,NaN,-12
778,,,,,NaN,NaN,,,,NaN,,NaN,
779,100,72,13,73,NaN,NaN,43,9,2,NaN,6,NaN,-12
780,,,,,NaN,NaN,,,,NaN,,NaN,
781,100,73,13,73,NaN,NaN,44,17,-7,NaN,5,NaN,-11
782,,,,,NaN,NaN,,,,NaN,,NaN,
783,100,73,13,73,NaN,NaN,44,15,-3,NaN,5,NaN,-11
784,,,,,NaN,NaN,,,,NaN,,NaN,
785,100,73,13,73,NaN,NaN,44,13,-2,NaN,5,NaN,-11
786,,,,,NaN,NaN,,,,NaN,,NaN,
787,100,73,13,73,NaN,NaN,43,10,1,NaN,5,NaN,-11
788,,,,,NaN,NaN,,,,NaN,,NaN,
789,100,73,13,73,NaN,NaN,43,10,1,NaN,5,NaN,-11
790,,,,,NaN,NaN,,,,NaN,,NaN,
791,100,72,13,73,NaN,NaN,43,4,4,NaN,4,NaN,-11
792,,,,,NaN,NaN,,,,NaN,,NaN,
793,100,72,13,72,NaN,NaN,44,7,3,NaN,4,NaN,-11
794,,,,,NaN,NaN,,,,NaN,,NaN,
795,100,72,13,72,NaN,NaN,44,7,3,NaN,4,NaN,-11
796,,,,,NaN,NaN,,,,NaN,,NaN,
797,100,71,13,72,NaN,NaN,44,4,4,NaN,4,NaN,-11
798,,,,,NaN,NaN,,,,NaN,,NaN,
799,100,71,13,72,NaN,NaN,43,4,4,NaN,4,NaN,-11
800,,,,,NaN,NaN,,,,NaN,,NaN,
801,100,71,13,72,NaN,NaN,43,5,5,NaN,5,NaN,-11
802,,,,,NaN,NaN,,,,NaN,,NaN,
803,100,71,13,72,NaN,NaN,43,5,5,NaN,5,NaN,-11
804,,,,,NaN,NaN,,,,NaN,,NaN,
805,100,71,13,72,NaN,NaN,43,5,5,NaN,5,NaN,-11
806,,,,,NaN,NaN,,,,NaN,,NaN,
807,100,72,13,72,NaN,NaN,43,5,5,NaN,5,NaN,-11
808,,,,,NaN,NaN,,,,NaN,,NaN,
809,100,72,13,73,NaN,NaN,43,5,5,NaN,5,NaN,-11
810,,,,,NaN,NaN,,,,NaN,,NaN,
811,100,73,13,73,NaN,NaN,43,5,5,NaN,5,NaN,-11
812,,,,,NaN,NaN,,,,NaN,,NaN,
813,100,74,13,73,NaN,NaN,43,4,4,NaN,4,NaN,-11
814,,,,,NaN,NaN,,,,NaN,,NaN,
815,100,74,13,74,NaN,NaN,43,4,4,NaN,4,NaN,-11
816,,,,,NaN,NaN,,,,NaN,,NaN,
817,100,74,13,74,NaN,NaN,43,4,4,NaN,4,NaN,-11
818,,,,,NaN,NaN,,,,NaN,,NaN,
819,100,73,13,74,NaN,NaN,43,4,4,NaN,4,NaN,-11
820,,,,,NaN,NaN,,,,NaN,,NaN,
821,100,73,13,73,NaN,NaN,43,4,4,NaN,4,NaN,-11
822,,,,,NaN,NaN,,,,NaN,,NaN,
823,100,72,13,73,NaN,NaN,43,77,-38,NaN,9,NaN,-11
824,,,,,NaN,NaN,,,,NaN,,NaN,
825,100,72,13,73,NaN,NaN,43,,,NaN,-4,NaN,-11
826,,,,,NaN,NaN,,,,NaN,,NaN,
827,100,72,13,72,NaN,NaN,43,,,NaN,-3,NaN,-11
828,,,,,NaN,NaN,,,,NaN,,NaN,
829,100,71,13,72,NaN,NaN,43,,,NaN,-11,NaN,-11
830,,,,,NaN,NaN,,,,NaN,,NaN,
831,100,71,13,72,NaN,NaN,43,,,NaN,-25,NaN,-11
832,,,,,NaN,NaN,,,,NaN,,NaN,
833,100,71,13,72,NaN,NaN,43,41,-59,NaN,-15,NaN,-11
834,,,,,NaN,NaN,,,,NaN,,NaN,
835,100,71,13,71,NaN,NaN,43,70,-19,NaN,10,NaN,-11
836,,,,,NaN,NaN,,,,NaN,,NaN,
837,100,71,13,72,NaN,NaN,44,52,-10,NaN,17,NaN,-11
838,,,,,NaN,NaN,,,,NaN,,NaN,
839,100,72,13,72,NaN,NaN,44,44,1,NaN,17,NaN,-11
840,,,,,NaN,NaN,,,,NaN,,NaN,
841,100,72,13,72,NaN,NaN,44,44,-12,NaN,15,NaN,-11
842,,,,,NaN,NaN,,,,NaN,,NaN,
843,100,72,13,72,NaN,NaN,43,20,0,NaN,11,NaN,-11
844,,,,,NaN,NaN,,,,NaN,,NaN,
845,100,72,13,72,NaN,NaN,43,20,2,NaN,11,NaN,-11
846,,,,,NaN,NaN,,,,NaN,,NaN,
847,100,71,13,72,NaN,NaN,43,22,3,NaN,11,NaN,-11
848,,,,,NaN,NaN,,,,NaN,,NaN,
849,100,71,13,71,NaN,NaN,43,16,6,NaN,10,NaN,-11
850,,,,,NaN,NaN,,,,NaN,,NaN,
851,100,70,13,71,NaN,NaN,43,16,6,NaN,10,NaN,-11
852,,,,,NaN,NaN,,,,NaN,,NaN,
853,100,70,13,71,NaN,NaN,43,9,9,NaN,9,NaN,-11
854,,,,,NaN,NaN,,,,NaN,,NaN,
