time,Solar8000/PLETH_SPO2,Solar8000/HR,Solar8000/RR_CO2,Solar8000/PLETH_HR,SNUADC/ECG_II,SNUADC/ART,Solar8000/ETCO2,Solar8000/ART_SBP,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_MBP,SNUADC/ECG_V5,Solar8000/CVP
12028,100,78,16,79,NaN,NaN,39,109,52,NaN,69,NaN,4
12029,,,,,NaN,NaN,,,,NaN,,NaN,
12030,100,79,16,79,NaN,NaN,39,110,52,NaN,70,NaN,4
12031,,,,,NaN,NaN,,,,NaN,,NaN,
12032,100,79,16,79,NaN,NaN,39,109,54,NaN,70,NaN,4
12033,,,,,NaN,NaN,,,,NaN,,NaN,
12034,100,79,16,79,NaN,NaN,39,110,52,NaN,70,NaN,4
12035,,,,,NaN,NaN,,,,NaN,,NaN,
12036,100,79,16,80,NaN,NaN,39,111,54,NaN,71,NaN,4
12037,,,,,NaN,NaN,,,,NaN,,NaN,
12038,100,79,16,80,NaN,NaN,39,112,54,NaN,71,NaN,4
12039,,,,,NaN,NaN,,,,NaN,,NaN,
12040,100,79,16,80,NaN,NaN,39,115,55,NaN,72,NaN,4
12041,,,,,NaN,NaN,,,,NaN,,NaN,
12042,100,79,16,80,NaN,NaN,39,113,53,NaN,72,NaN,4
12043,,,,,NaN,NaN,,,,NaN,,NaN,
12044,100,79,16,80,NaN,NaN,39,115,55,NaN,73,NaN,4
12045,,,,,NaN,NaN,,,,NaN,,NaN,
12046,100,79,16,80,NaN,NaN,39,114,55,NaN,73,NaN,4
12047,,,,,NaN,NaN,,,,NaN,,NaN,
12048,100,79,16,80,NaN,NaN,38,118,56,NaN,74,NaN,4
12049,,,,,NaN,NaN,,,,NaN,,NaN,
12050,100,80,16,80,NaN,NaN,38,116,56,NaN,74,NaN,4
12051,,,,,NaN,NaN,,,,NaN,,NaN,
12052,100,80,16,80,NaN,NaN,38,118,55,NaN,74,NaN,4
12053,,,,,NaN,NaN,,,,NaN,,NaN,
12054,100,80,16,80,NaN,NaN,38,116,55,NaN,74,NaN,4
12055,,,,,NaN,NaN,,,,NaN,,NaN,
12056,100,80,16,80,NaN,NaN,38,116,55,NaN,74,NaN,4
12057,,,,,NaN,NaN,,,,NaN,,NaN,
12058,100,80,16,80,NaN,NaN,38,116,55,NaN,73,NaN,4
12059,,,,,NaN,NaN,,,,NaN,,NaN,
12060,100,79,16,80,NaN,NaN,39,116,54,NaN,73,NaN,4
12061,,,,,NaN,NaN,,,,NaN,,NaN,
12062,100,79,16,80,NaN,NaN,39,115,55,NaN,73,NaN,4
12063,,,,,NaN,NaN,,,,NaN,,NaN,
12064,100,79,16,80,NaN,NaN,39,115,53,NaN,72,NaN,4
12065,,,,,NaN,NaN,,,,NaN,,NaN,
12066,100,79,16,80,NaN,NaN,38,115,55,NaN,73,NaN,4
12067,,,,,NaN,NaN,,,,NaN,,NaN,
12068,100,79,16,80,NaN,NaN,38,113,53,NaN,72,NaN,4
12069,,,,,NaN,NaN,,,,NaN,,NaN,
12070,100,79,16,79,NaN,NaN,38,114,54,NaN,72,NaN,4
12071,,,,,NaN,NaN,,,,NaN,,NaN,
12072,100,79,16,79,NaN,NaN,38,112,52,NaN,71,NaN,4
12073,,,,,NaN,NaN,,,,NaN,,NaN,
12074,100,78,16,79,NaN,NaN,38,114,53,NaN,71,NaN,4
12075,,,,,NaN,NaN,,,,NaN,,NaN,
12076,100,78,16,79,NaN,NaN,38,111,52,NaN,70,NaN,4
12077,,,,,NaN,NaN,,,,NaN,,NaN,
12078,100,78,16,79,NaN,NaN,38,115,52,NaN,71,NaN,4
12079,,,,,NaN,NaN,,,,NaN,,NaN,
12080,100,79,16,79,NaN,NaN,38,113,53,NaN,71,NaN,4
12081,,,,,NaN,NaN,,,,NaN,,NaN,
12082,100,79,16,79,NaN,NaN,38,117,54,NaN,72,NaN,4
12083,,,,,NaN,NaN,,,,NaN,,NaN,
12084,100,79,16,79,NaN,NaN,38,114,53,NaN,71,NaN,4
12085,,,,,NaN,NaN,,,,NaN,,NaN,
12086,100,78,16,79,NaN,NaN,38,114,53,NaN,72,NaN,4
12087,,,,,NaN,NaN,,,,NaN,,NaN,
12088,100,78,16,79,NaN,NaN,38,113,54,NaN,71,NaN,4
12089,,,,,NaN,NaN,,,,NaN,,NaN,
12090,100,78,16,79,NaN,NaN,38,115,53,NaN,72,NaN,4
12091,,,,,NaN,NaN,,,,NaN,,NaN,
12092,100,79,16,79,NaN,NaN,38,114,52,NaN,72,NaN,4
12093,,,,,NaN,NaN,,,,NaN,,NaN,
12094,100,79,16,79,NaN,NaN,38,116,53,NaN,73,NaN,4
12095,,,,,NaN,NaN,,,,NaN,,NaN,
12096,100,79,16,79,NaN,NaN,38,117,54,NaN,73,NaN,4
12097,,,,,NaN,NaN,,,,NaN,,NaN,
12098,100,78,16,79,NaN,NaN,38,116,53,NaN,72,NaN,4
12099,,,,,NaN,NaN,,,,NaN,,NaN,
12100,100,78,16,79,NaN,NaN,38,117,55,NaN,73,NaN,4
12101,,,,,NaN,NaN,,,,NaN,,NaN,
12102,100,78,16,79,NaN,NaN,38,116,54,NaN,73,NaN,4
12103,,,,,NaN,NaN,,,,NaN,,NaN,
12104,100,79,16,79,NaN,NaN,38,119,56,NaN,74,NaN,4
12105,,,,,NaN,NaN,,,,NaN,,NaN,
12106,100,79,16,79,NaN,NaN,38,119,55,NaN,74,NaN,4
12107,,,,,NaN,NaN,,,,NaN,,NaN,
12108,100,80,16,80,NaN,NaN,38,122,56,NaN,76,NaN,4
12109,,,,,NaN,NaN,,,,NaN,,NaN,
12110,100,80,16,80,NaN,NaN,39,120,56,NaN,75,NaN,4
12111,,,,,NaN,NaN,,,,NaN,,NaN,
12112,100,80,16,80,NaN,NaN,39,121,57,NaN,76,NaN,4
12113,,,,,NaN,NaN,,,,NaN,,NaN,
12114,100,80,16,80,NaN,NaN,39,120,56,NaN,75,NaN,4
12115,,,,,NaN,NaN,,,,NaN,,NaN,
12116,100,80,16,80,NaN,NaN,38,122,56,NaN,76,NaN,4
12117,,,,,NaN,NaN,,,,NaN,,NaN,
12118,100,80,16,80,NaN,NaN,38,120,56,NaN,75,NaN,4
12119,,,,,NaN,NaN,,,,NaN,,NaN,
12120,100,79,16,80,NaN,NaN,38,120,54,NaN,74,NaN,4
12121,,,,,NaN,NaN,,,,NaN,,NaN,
12122,100,79,16,79,NaN,NaN,39,118,55,NaN,74,NaN,4
12123,,,,,NaN,NaN,,,,NaN,,NaN,
12124,100,79,16,79,NaN,NaN,39,117,53,NaN,73,NaN,4
12125,,,,,NaN,NaN,,,,NaN,,NaN,
12126,100,78,16,79,NaN,NaN,39,118,55,NaN,73,NaN,4
12127,,,,,NaN,NaN,,,,NaN,,NaN,
12128,100,78,16,79,NaN,NaN,39,117,52,NaN,73,NaN,4
12129,,,,,NaN,NaN,,,,NaN,,NaN,
12130,100,78,16,79,NaN,NaN,38,119,54,NaN,73,NaN,4
12131,,,,,NaN,NaN,,,,NaN,,NaN,
12132,100,79,16,79,NaN,NaN,38,116,53,NaN,72,NaN,4
12133,,,,,NaN,NaN,,,,NaN,,NaN,
12134,100,79,16,79,NaN,NaN,38,118,52,NaN,73,NaN,4
12135,,,,,NaN,NaN,,,,NaN,,NaN,
12136,100,79,16,79,NaN,NaN,39,117,54,NaN,73,NaN,4
12137,,,,,NaN,NaN,,,,NaN,,NaN,
12138,100,79,16,79,NaN,NaN,39,121,55,NaN,74,NaN,4
12139,,,,,NaN,NaN,,,,NaN,,NaN,
12140,100,79,16,80,NaN,NaN,39,119,55,NaN,74,NaN,4
12141,,,,,NaN,NaN,,,,NaN,,NaN,
12142,100,79,16,80,NaN,NaN,39,121,55,NaN,75,NaN,4
12143,,,,,NaN,NaN,,,,NaN,,NaN,
12144,100,79,16,80,NaN,NaN,39,119,54,NaN,74,NaN,4
12145,,,,,NaN,NaN,,,,NaN,,NaN,
12146,100,79,16,80,NaN,NaN,39,120,54,NaN,75,NaN,4
12147,,,,,NaN,NaN,,,,NaN,,NaN,
12148,100,79,16,80,NaN,NaN,38,121,52,NaN,74,NaN,4
12149,,,,,NaN,NaN,,,,NaN,,NaN,
12150,100,79,16,80,NaN,NaN,38,119,53,NaN,75,NaN,4
12151,,,,,NaN,NaN,,,,NaN,,NaN,
12152,100,79,16,80,NaN,NaN,38,120,55,NaN,75,NaN,4
12153,,,,,NaN,NaN,,,,NaN,,NaN,
12154,100,79,16,80,NaN,NaN,38,118,54,NaN,74,NaN,4
12155,,,,,NaN,NaN,,,,NaN,,NaN,
12156,100,79,16,79,NaN,NaN,38,118,55,NaN,74,NaN,4
12157,,,,,NaN,NaN,,,,NaN,,NaN,
12158,100,79,16,79,NaN,NaN,38,117,53,NaN,73,NaN,4
12159,,,,,NaN,NaN,,,,NaN,,NaN,
12160,100,79,16,79,NaN,NaN,38,118,54,NaN,73,NaN,4
12161,,,,,NaN,NaN,,,,NaN,,NaN,
12162,100,79,16,79,NaN,NaN,38,116,53,NaN,72,NaN,4
12163,,,,,NaN,NaN,,,,NaN,,NaN,
12164,100,78,16,79,NaN,NaN,38,119,54,NaN,73,NaN,4
12165,,,,,NaN,NaN,,,,NaN,,NaN,
12166,100,79,16,79,NaN,NaN,38,118,53,NaN,72,NaN,4
12167,,,,,NaN,NaN,,,,NaN,,NaN,
12168,100,79,16,79,NaN,NaN,38,120,54,NaN,73,NaN,4
12169,,,,,NaN,NaN,,,,NaN,,NaN,
12170,100,79,16,79,NaN,NaN,38,117,54,NaN,72,NaN,4
12171,,,,,NaN,NaN,,,,NaN,,NaN,
12172,100,79,16,79,NaN,NaN,38,123,52,NaN,73,NaN,4
12173,,,,,NaN,NaN,,,,NaN,,NaN,
12174,100,79,16,79,NaN,NaN,38,117,52,NaN,72,NaN,4
12175,,,,,NaN,NaN,,,,NaN,,NaN,
12176,100,79,16,79,NaN,NaN,38,118,50,NaN,72,NaN,4
12177,,,,,NaN,NaN,,,,NaN,,NaN,
12178,100,79,16,79,NaN,NaN,38,117,51,NaN,72,NaN,4
12179,,,,,NaN,NaN,,,,NaN,,NaN,
12180,100,79,16,79,NaN,NaN,38,119,49,NaN,73,NaN,4
12181,,,,,NaN,NaN,,,,NaN,,NaN,
12182,100,80,16,80,NaN,NaN,38,123,52,NaN,73,NaN,4
12183,,,,,NaN,NaN,,,,NaN,,NaN,
12184,100,80,16,80,NaN,NaN,38,122,53,NaN,73,NaN,4
12185,,,,,NaN,NaN,,,,NaN,,NaN,
12186,100,80,16,80,NaN,NaN,38,122,52,NaN,74,NaN,4
12187,,,,,NaN,NaN,,,,NaN,,NaN,
12188,100,79,16,80,NaN,NaN,38,120,48,NaN,73,NaN,4
12189,,,,,NaN,NaN,,,,NaN,,NaN,
12190,100,79,16,80,NaN,NaN,38,124,47,NaN,74,NaN,4
12191,,,,,NaN,NaN,,,,NaN,,NaN,
12192,100,79,16,80,NaN,NaN,38,124,50,NaN,73,NaN,4
12193,,,,,NaN,NaN,,,,NaN,,NaN,
12194,100,79,16,79,NaN,NaN,38,123,54,NaN,74,NaN,4
12195,,,,,NaN,NaN,,,,NaN,,NaN,
12196,100,79,16,79,NaN,NaN,38,119,54,NaN,73,NaN,4
12197,,,,,NaN,NaN,,,,NaN,,NaN,
12198,100,78,16,79,NaN,NaN,38,122,54,NaN,74,NaN,4
12199,,,,,NaN,NaN,,,,NaN,,NaN,
12200,100,78,16,79,NaN,NaN,38,119,53,NaN,73,NaN,4
12201,,,,,NaN,NaN,,,,NaN,,NaN,
12202,100,78,16,79,NaN,NaN,38,121,54,NaN,74,NaN,4
12203,,,,,NaN,NaN,,,,NaN,,NaN,
12204,100,78,16,79,NaN,NaN,38,119,54,NaN,73,NaN,4
12205,,,,,NaN,NaN,,,,NaN,,NaN,
12206,100,78,16,79,NaN,NaN,38,122,54,NaN,74,NaN,4
12207,,,,,NaN,NaN,,,,NaN,,NaN,
12208,100,79,16,79,NaN,NaN,38,120,50,NaN,73,NaN,4
12209,,,,,NaN,NaN,,,,NaN,,NaN,
12210,100,79,16,79,NaN,NaN,38,122,43,NaN,73,NaN,4
12211,,,,,NaN,NaN,,,,NaN,,NaN,
12212,100,79,16,79,NaN,NaN,38,120,51,NaN,73,NaN,4
12213,,,,,NaN,NaN,,,,NaN,,NaN,
12214,100,79,16,79,NaN,NaN,38,120,51,NaN,73,NaN,4
12215,,,,,NaN,NaN,,,,NaN,,NaN,
12216,100,79,16,79,NaN,NaN,38,120,51,NaN,73,NaN,4
12217,,,,,NaN,NaN,,,,NaN,,NaN,
12218,100,79,16,80,NaN,NaN,38,121,50,NaN,73,NaN,4
12219,,,,,NaN,NaN,,,,NaN,,NaN,
12220,100,79,16,80,NaN,NaN,38,123,54,NaN,74,NaN,4
12221,,,,,NaN,NaN,,,,NaN,,NaN,
12222,100,79,16,80,NaN,NaN,38,119,53,NaN,73,NaN,4
12223,,,,,NaN,NaN,,,,NaN,,NaN,
12224,100,79,16,80,NaN,NaN,38,121,54,NaN,74,NaN,4
12225,,,,,NaN,NaN,,,,NaN,,NaN,
12226,100,79,16,80,NaN,NaN,38,120,53,NaN,73,NaN,4
12227,,,,,NaN,NaN,,,,NaN,,NaN,
12228,100,79,16,80,NaN,NaN,38,121,55,NaN,74,NaN,4
12229,,,,,NaN,NaN,,,,NaN,,NaN,
12230,100,79,16,80,NaN,NaN,39,120,54,NaN,74,NaN,4
12231,,,,,NaN,NaN,,,,NaN,,NaN,
12232,100,79,16,80,NaN,NaN,39,122,54,NaN,74,NaN,4
12233,,,,,NaN,NaN,,,,NaN,,NaN,
12234,100,79,16,79,NaN,NaN,39,120,54,NaN,73,NaN,4
12235,,,,,NaN,NaN,,,,NaN,,NaN,
12236,100,79,16,79,NaN,NaN,39,121,54,NaN,74,NaN,4
12237,,,,,NaN,NaN,,,,NaN,,NaN,
12238,100,79,16,80,NaN,NaN,39,120,55,NaN,73,NaN,3
12239,,,,,NaN,NaN,,,,NaN,,NaN,
12240,100,80,16,80,NaN,NaN,39,122,54,NaN,74,NaN,3
12241,,,,,NaN,NaN,,,,NaN,,NaN,
12242,100,80,16,80,NaN,NaN,39,120,54,NaN,73,NaN,3
12243,,,,,NaN,NaN,,,,NaN,,NaN,
12244,100,80,16,80,NaN,NaN,39,120,54,NaN,73,NaN,3
12245,,,,,NaN,NaN,,,,NaN,,NaN,
12246,100,80,16,81,NaN,NaN,39,123,55,NaN,74,NaN,4
12247,,,,,NaN,NaN,,,,NaN,,NaN,
12248,100,81,16,81,NaN,NaN,39,123,55,NaN,74,NaN,4
12249,,,,,NaN,NaN,,,,NaN,,NaN,
12250,100,81,16,81,NaN,NaN,39,126,57,NaN,76,NaN,4
12251,,,,,NaN,NaN,,,,NaN,,NaN,
12252,100,81,16,81,NaN,NaN,39,124,56,NaN,76,NaN,4
12253,,,,,NaN,NaN,,,,NaN,,NaN,
12254,100,81,16,81,NaN,NaN,39,126,56,NaN,76,NaN,4
12255,,,,,NaN,NaN,,,,NaN,,NaN,
12256,100,81,16,81,NaN,NaN,39,124,55,NaN,75,NaN,4
12257,,,,,NaN,NaN,,,,NaN,,NaN,
12258,100,81,16,81,NaN,NaN,39,127,56,NaN,76,NaN,4
12259,,,,,NaN,NaN,,,,NaN,,NaN,
12260,100,81,16,81,NaN,NaN,39,124,55,NaN,75,NaN,4
12261,,,,,NaN,NaN,,,,NaN,,NaN,
12262,100,80,16,81,NaN,NaN,39,125,55,NaN,76,NaN,3
12263,,,,,NaN,NaN,,,,NaN,,NaN,
12264,100,80,16,81,NaN,NaN,39,123,55,NaN,75,NaN,3
12265,,,,,NaN,NaN,,,,NaN,,NaN,
12266,100,80,16,80,NaN,NaN,39,125,55,NaN,75,NaN,3
12267,,,,,NaN,NaN,,,,NaN,,NaN,
12268,100,80,16,80,NaN,NaN,38,123,55,NaN,75,NaN,3
12269,,,,,NaN,NaN,,,,NaN,,NaN,
12270,100,80,16,80,NaN,NaN,38,124,54,NaN,75,NaN,3
12271,,,,,NaN,NaN,,,,NaN,,NaN,
12272,100,80,16,80,NaN,NaN,38,122,55,NaN,74,NaN,4
12273,,,,,NaN,NaN,,,,NaN,,NaN,
12274,100,80,16,80,NaN,NaN,38,123,54,NaN,75,NaN,4
12275,,,,,NaN,NaN,,,,NaN,,NaN,
12276,100,80,16,80,NaN,NaN,38,123,55,NaN,75,NaN,4
12277,,,,,NaN,NaN,,,,NaN,,NaN,
12278,100,80,16,80,NaN,NaN,38,121,54,NaN,74,NaN,4
12279,,,,,NaN,NaN,,,,NaN,,NaN,
12280,100,80,16,80,NaN,NaN,38,123,55,NaN,74,NaN,4
12281,,,,,NaN,NaN,,,,NaN,,NaN,
12282,100,80,16,80,NaN,NaN,38,120,53,NaN,73,NaN,4
12283,,,,,NaN,NaN,,,,NaN,,NaN,
12284,100,79,16,80,NaN,NaN,38,122,54,NaN,74,NaN,4
12285,,,,,NaN,NaN,,,,NaN,,NaN,
12286,100,80,16,80,NaN,NaN,38,121,53,NaN,73,NaN,4
12287,,,,,NaN,NaN,,,,NaN,,NaN,
12288,100,80,16,80,NaN,NaN,38,123,54,NaN,74,NaN,4
12289,,,,,NaN,NaN,,,,NaN,,NaN,
12290,100,80,16,80,NaN,NaN,38,121,54,NaN,73,NaN,4
12291,,,,,NaN,NaN,,,,NaN,,NaN,
12292,100,80,16,80,NaN,NaN,38,123,54,NaN,74,NaN,3
12293,,,,,NaN,NaN,,,,NaN,,NaN,
12294,100,80,16,80,NaN,NaN,38,120,54,NaN,73,NaN,3
12295,,,,,NaN,NaN,,,,NaN,,NaN,
12296,100,79,16,80,NaN,NaN,38,122,54,NaN,73,NaN,3
12297,,,,,NaN,NaN,,,,NaN,,NaN,
12298,100,80,16,80,NaN,NaN,38,122,55,NaN,74,NaN,3
12299,,,,,NaN,NaN,,,,NaN,,NaN,
12300,100,80,16,80,NaN,NaN,38,124,55,NaN,75,NaN,3
12301,,,,,NaN,NaN,,,,NaN,,NaN,
12302,100,80,16,81,NaN,NaN,38,124,55,NaN,75,NaN,3
12303,,,,,NaN,NaN,,,,NaN,,NaN,
12304,100,80,16,81,NaN,NaN,38,123,54,NaN,75,NaN,3
12305,,,,,NaN,NaN,,,,NaN,,NaN,
12306,100,80,16,81,NaN,NaN,38,123,55,NaN,74,NaN,3
12307,,,,,NaN,NaN,,,,NaN,,NaN,
12308,100,80,16,81,NaN,NaN,38,122,54,NaN,74,NaN,3
12309,,,,,NaN,NaN,,,,NaN,,NaN,
12310,100,80,16,81,NaN,NaN,38,123,55,NaN,74,NaN,4
12311,,,,,NaN,NaN,,,,NaN,,NaN,
12312,100,80,16,81,NaN,NaN,38,122,54,NaN,74,NaN,4
12313,,,,,NaN,NaN,,,,NaN,,NaN,
12314,100,80,16,81,NaN,NaN,38,124,54,NaN,74,NaN,4
12315,,,,,NaN,NaN,,,,NaN,,NaN,
12316,100,80,16,81,NaN,NaN,38,121,53,NaN,73,NaN,4
12317,,,,,NaN,NaN,,,,NaN,,NaN,
12318,100,80,16,81,NaN,NaN,38,123,54,NaN,74,NaN,4
12319,,,,,NaN,NaN,,,,NaN,,NaN,
12320,100,80,16,81,NaN,NaN,38,121,54,NaN,73,NaN,4
12321,,,,,NaN,NaN,,,,NaN,,NaN,
12322,100,80,16,81,NaN,NaN,38,123,54,NaN,74,NaN,3
12323,,,,,NaN,NaN,,,,NaN,,NaN,
12324,100,80,16,81,NaN,NaN,38,121,54,NaN,73,NaN,3
12325,,,,,NaN,NaN,,,,NaN,,NaN,
12326,100,80,16,81,NaN,NaN,38,122,54,NaN,74,NaN,3
12327,,,,,NaN,NaN,,,,NaN,,NaN,
12328,100,80,16,81,NaN,NaN,38,122,55,NaN,74,NaN,3
12329,,,,,NaN,NaN,,,,NaN,,NaN,
12330,100,80,16,81,NaN,NaN,39,122,54,NaN,74,NaN,3
12331,,,,,NaN,NaN,,,,NaN,,NaN,
12332,100,81,16,81,NaN,NaN,39,123,55,NaN,74,NaN,3
12333,,,,,NaN,NaN,,,,NaN,,NaN,
12334,100,80,16,81,NaN,NaN,39,122,54,NaN,74,NaN,3
12335,,,,,NaN,NaN,,,,NaN,,NaN,
12336,100,80,16,81,NaN,NaN,38,122,55,NaN,74,NaN,4
12337,,,,,NaN,NaN,,,,NaN,,NaN,
12338,100,80,16,80,NaN,NaN,38,122,53,NaN,73,NaN,4
12339,,,,,NaN,NaN,,,,NaN,,NaN,
12340,100,80,16,80,NaN,NaN,38,123,54,NaN,74,NaN,4
12341,,,,,NaN,NaN,,,,NaN,,NaN,
12342,100,80,16,80,NaN,NaN,39,120,53,NaN,73,NaN,4
12343,,,,,NaN,NaN,,,,NaN,,NaN,
12344,100,80,16,80,NaN,NaN,39,122,54,NaN,73,NaN,4
12345,,,,,NaN,NaN,,,,NaN,,NaN,
12346,100,80,16,80,NaN,NaN,39,120,53,NaN,72,NaN,4
12347,,,,,NaN,NaN,,,,NaN,,NaN,
12348,100,80,16,81,NaN,NaN,38,122,53,NaN,73,NaN,4
12349,,,,,NaN,NaN,,,,NaN,,NaN,
12350,100,80,16,81,NaN,NaN,38,120,53,NaN,72,NaN,4
12351,,,,,NaN,NaN,,,,NaN,,NaN,
12352,100,80,16,81,NaN,NaN,38,122,53,NaN,73,NaN,3
12353,,,,,NaN,NaN,,,,NaN,,NaN,
12354,100,81,16,81,NaN,NaN,39,120,54,NaN,73,NaN,3
12355,,,,,NaN,NaN,,,,NaN,,NaN,
12356,100,81,16,81,NaN,NaN,39,122,53,NaN,73,NaN,3
12357,,,,,NaN,NaN,,,,NaN,,NaN,
12358,100,80,16,81,NaN,NaN,39,120,54,NaN,72,NaN,3
12359,,,,,NaN,NaN,,,,NaN,,NaN,
12360,100,80,16,81,NaN,NaN,39,121,53,NaN,73,NaN,3
12361,,,,,NaN,NaN,,,,NaN,,NaN,
12362,,,,,NaN,NaN,,,,NaN,,NaN,
12363,100,80,16,81,NaN,NaN,39,121,54,NaN,73,NaN,3
12364,,,,,NaN,NaN,,,,NaN,,NaN,
12365,100,81,16,81,NaN,NaN,39,123,54,NaN,74,NaN,3
12366,,,,,NaN,NaN,,,,NaN,,NaN,
12367,100,81,16,81,NaN,NaN,38,125,56,NaN,75,NaN,3
12368,100,81,16,82,NaN,NaN,38,125,55,NaN,75,NaN,3
12369,,,,,NaN,NaN,,,,NaN,,NaN,
12370,100,81,16,82,NaN,NaN,38,127,57,NaN,76,NaN,3
12371,,,,,NaN,NaN,,,,NaN,,NaN,
12372,,,,,NaN,NaN,,,,NaN,,NaN,
12373,100,81,16,82,NaN,NaN,38,126,55,NaN,76,NaN,3
12374,,,,,NaN,NaN,,,,NaN,,NaN,
12375,100,81,16,81,NaN,NaN,38,127,55,NaN,76,NaN,4
12376,,,,,NaN,NaN,,,,NaN,,NaN,
12377,100,80,16,81,NaN,NaN,38,124,54,NaN,74,NaN,4
12378,,,,,NaN,NaN,,,,NaN,,NaN,
12379,100,80,16,80,NaN,NaN,38,124,53,NaN,74,NaN,4
12380,,,,,NaN,NaN,,,,NaN,,NaN,
12381,100,79,16,80,NaN,NaN,38,119,52,NaN,72,NaN,4
12382,,,,,NaN,NaN,,,,NaN,,NaN,
12383,100,78,16,79,NaN,NaN,38,121,52,NaN,72,NaN,3
12384,,79,,,NaN,NaN,,,,NaN,,NaN,
12385,100,,16,79,NaN,NaN,38,118,52,NaN,71,NaN,3
12386,100,79,16,79,NaN,NaN,38,121,53,NaN,72,NaN,3
12387,,,,,NaN,NaN,,,,NaN,,NaN,
12388,100,80,16,80,NaN,NaN,38,121,53,NaN,72,NaN,3
12389,,,,,NaN,NaN,,,,NaN,,NaN,
12390,100,80,16,80,NaN,NaN,38,122,53,NaN,73,NaN,3
12391,,,,,NaN,NaN,,,,NaN,,NaN,
12392,100,80,16,80,NaN,NaN,38,122,54,NaN,73,NaN,3
12393,,,,,NaN,NaN,,,,NaN,,NaN,
12394,100,80,16,80,NaN,NaN,38,122,53,NaN,73,NaN,3
12395,,,,,NaN,NaN,,,,NaN,,NaN,
12396,100,80,16,80,NaN,NaN,38,122,54,NaN,73,NaN,3
12397,,,,,NaN,NaN,,,,NaN,,NaN,
12398,100,79,16,80,NaN,NaN,38,121,53,NaN,73,NaN,3
12399,,,,,NaN,NaN,,,,NaN,,NaN,
12400,100,79,16,80,NaN,NaN,38,121,53,NaN,73,NaN,3
12401,,,,,NaN,NaN,,,,NaN,,NaN,
12402,100,79,16,80,NaN,NaN,38,118,52,NaN,71,NaN,3
12403,,,,,NaN,NaN,,,,NaN,,NaN,
12404,100,79,16,80,NaN,NaN,38,120,52,NaN,72,NaN,4
12405,,,,,NaN,NaN,,,,NaN,,NaN,
12406,100,79,16,80,NaN,NaN,38,118,51,NaN,71,NaN,4
12407,,,,,NaN,NaN,,,,NaN,,NaN,
12408,100,79,16,80,NaN,NaN,38,120,52,NaN,72,NaN,4
12409,,,,,NaN,NaN,,,,NaN,,NaN,
12410,100,79,16,80,NaN,NaN,38,118,52,NaN,71,NaN,4
12411,,,,,NaN,NaN,,,,NaN,,NaN,
12412,100,80,16,80,NaN,NaN,38,119,52,NaN,72,NaN,3
12413,,,,,NaN,NaN,,,,NaN,,NaN,
12414,100,80,16,80,NaN,NaN,38,117,52,NaN,71,NaN,3
12415,,,,,NaN,NaN,,,,NaN,,NaN,
12416,100,80,16,80,NaN,NaN,38,117,51,NaN,71,NaN,3
12417,,,,,NaN,NaN,,,,NaN,,NaN,
12418,100,80,16,80,NaN,NaN,38,116,52,NaN,70,NaN,3
12419,,,,,NaN,NaN,,,,NaN,,NaN,
12420,100,80,16,80,NaN,NaN,38,116,51,NaN,70,NaN,3
12421,,,,,NaN,NaN,,,,NaN,,NaN,
12422,100,80,16,80,NaN,NaN,38,117,52,NaN,70,NaN,3
12423,,,,,NaN,NaN,,,,NaN,,NaN,
12424,100,80,16,80,NaN,NaN,38,117,51,NaN,70,NaN,3
12425,,,,,NaN,NaN,,,,NaN,,NaN,
12426,,,,,NaN,NaN,,,,NaN,,NaN,
12427,100,80,16,80,NaN,NaN,38,117,52,NaN,71,NaN,3
12428,,,,,NaN,NaN,,,,NaN,,NaN,
12429,100,80,16,80,NaN,NaN,38,116,52,NaN,70,NaN,3
12430,,,,,NaN,NaN,,,,NaN,,NaN,
12431,100,80,16,80,NaN,NaN,38,118,53,NaN,71,NaN,3
12432,,,,,NaN,NaN,,,,NaN,,NaN,
12433,100,80,16,81,NaN,NaN,38,116,52,NaN,70,NaN,3
12434,,,,,NaN,NaN,,,,NaN,,NaN,
12435,100,80,16,81,NaN,NaN,38,117,52,NaN,71,NaN,3
12436,,,,,NaN,NaN,,,,NaN,,NaN,
12437,100,80,16,81,NaN,NaN,38,115,51,NaN,70,NaN,3
12438,,,,,NaN,NaN,,,,NaN,,NaN,
12439,100,80,16,80,NaN,NaN,38,116,52,NaN,71,NaN,4
12440,,,,,NaN,NaN,,,,NaN,,NaN,
12441,100,80,16,80,NaN,NaN,38,115,52,NaN,70,NaN,4
12442,,,,,NaN,NaN,,,,NaN,,NaN,
12443,100,80,16,80,NaN,NaN,38,118,53,NaN,71,NaN,3
12444,,,,,NaN,NaN,,,,NaN,,NaN,
12445,100,80,16,81,NaN,NaN,38,116,53,NaN,71,NaN,3
12446,,,,,NaN,NaN,,,,NaN,,NaN,
12447,100,81,16,81,NaN,NaN,38,119,53,NaN,72,NaN,3
12448,,,,,NaN,NaN,,,,NaN,,NaN,
12449,100,81,16,81,NaN,NaN,38,119,54,NaN,72,NaN,3
12450,,,,,NaN,NaN,,,,NaN,,NaN,
12451,100,81,16,81,NaN,NaN,38,121,54,NaN,73,NaN,3
12452,,,,,NaN,NaN,,,,NaN,,NaN,
