time,Solar8000/CVP,SNUADC/ART,Solar8000/ART_DBP,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/ECG_II,Solar8000/ART_SBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/ETCO2
430,7,NaN,66,90,99,66,NaN,135,NaN,NaN,66,17,35
431,,NaN,,,,,NaN,,NaN,NaN,,,
432,6,NaN,66,90,99,66,NaN,136,NaN,NaN,66,17,35
433,,NaN,,,,,NaN,,NaN,NaN,,,
434,6,NaN,66,91,99,65,NaN,137,NaN,NaN,66,17,35
435,,NaN,,,,,NaN,,NaN,NaN,,,
436,6,NaN,66,91,99,66,NaN,136,NaN,NaN,66,17,34
437,,NaN,,,,,NaN,,NaN,NaN,,,
438,6,NaN,66,91,99,67,NaN,137,NaN,NaN,67,17,34
439,,NaN,,,,,NaN,,NaN,NaN,,,
440,6,NaN,66,90,99,67,NaN,136,NaN,NaN,67,17,34
441,,NaN,,,,,NaN,,NaN,NaN,,,
442,6,NaN,65,90,98,67,NaN,137,NaN,NaN,67,17,34
443,,NaN,,,,,NaN,,NaN,NaN,,,
444,6,NaN,65,90,99,66,NaN,137,NaN,NaN,67,17,34
445,,NaN,,,,,NaN,,NaN,NaN,,,
446,6,NaN,65,90,99,66,NaN,136,NaN,NaN,66,17,34
447,,NaN,,,,,NaN,,NaN,NaN,,,
448,6,NaN,65,90,99,65,NaN,135,NaN,NaN,66,17,34
449,,NaN,,,,,NaN,,NaN,NaN,,,
450,6,NaN,65,89,99,65,NaN,134,NaN,NaN,66,17,34
451,,NaN,,,,,NaN,,NaN,NaN,,,
452,6,NaN,64,89,98,64,NaN,134,NaN,NaN,65,17,34
453,,NaN,,,,,NaN,,NaN,NaN,,,
454,6,NaN,64,88,98,64,NaN,133,NaN,NaN,65,17,34
455,,NaN,,,,,NaN,,NaN,NaN,,,
456,6,NaN,63,87,98,64,NaN,132,NaN,NaN,64,17,34
457,,NaN,,,,,NaN,,NaN,NaN,,,
458,6,NaN,64,87,98,63,NaN,134,NaN,NaN,64,17,34
459,,NaN,,,,,NaN,,NaN,NaN,,,
460,6,NaN,64,87,99,63,NaN,133,NaN,NaN,64,17,34
461,,NaN,,,,,NaN,,NaN,NaN,,,
462,6,NaN,64,87,99,63,NaN,134,NaN,NaN,64,17,34
463,,NaN,,,,,NaN,,NaN,NaN,,,
464,6,NaN,63,87,99,63,NaN,133,NaN,NaN,64,17,34
465,,NaN,,,,,NaN,,NaN,NaN,,,
466,6,NaN,63,87,99,63,NaN,134,NaN,NaN,64,17,34
467,,NaN,,,,,NaN,,NaN,NaN,,,
468,6,NaN,63,86,99,63,NaN,132,NaN,NaN,64,17,34
469,,NaN,,,,,NaN,,NaN,NaN,,,
470,6,NaN,63,86,99,63,NaN,132,NaN,NaN,64,17,34
471,,NaN,,,,,NaN,,NaN,NaN,,,
472,6,NaN,63,86,99,63,NaN,132,NaN,NaN,64,17,34
473,,NaN,,,,,NaN,,NaN,NaN,,,
474,6,NaN,63,86,99,63,NaN,131,NaN,NaN,64,17,34
475,,NaN,,,,,NaN,,NaN,NaN,,,
476,6,NaN,63,86,99,63,NaN,133,NaN,NaN,64,17,34
477,,NaN,,,,,NaN,,NaN,NaN,,,
478,6,NaN,63,86,99,63,NaN,132,NaN,NaN,64,17,34
479,,NaN,,,,,NaN,,NaN,NaN,,,
480,6,NaN,63,86,98,63,NaN,132,NaN,NaN,63,17,34
481,,NaN,,,,,NaN,,NaN,NaN,,,
482,6,NaN,63,86,98,63,NaN,131,NaN,NaN,63,17,34
483,,NaN,,,,,NaN,,NaN,NaN,,,
484,6,NaN,63,86,98,62,NaN,132,NaN,NaN,63,17,34
485,,NaN,,,,,NaN,,NaN,NaN,,,
486,6,NaN,63,86,98,62,NaN,131,NaN,NaN,63,17,34
487,,NaN,,,,,NaN,,NaN,NaN,,,
488,6,NaN,63,86,98,62,NaN,131,NaN,NaN,63,17,34
489,,NaN,,,,,NaN,,NaN,NaN,,,
490,6,NaN,63,85,98,62,NaN,131,NaN,NaN,63,17,34
491,,NaN,,,,,NaN,,NaN,NaN,,,
492,6,NaN,62,85,98,62,NaN,130,NaN,NaN,62,17,34
493,,NaN,,,,,NaN,,NaN,NaN,,,
494,6,NaN,63,85,98,62,NaN,131,NaN,NaN,62,17,34
495,,NaN,,,,,NaN,,NaN,NaN,,,
496,6,NaN,63,84,98,62,NaN,130,NaN,NaN,62,17,34
497,,NaN,,,,,NaN,,NaN,NaN,,,
498,6,NaN,62,84,98,61,NaN,131,NaN,NaN,62,17,34
499,,NaN,,,,,NaN,,NaN,NaN,,,
500,6,NaN,62,84,98,61,NaN,130,NaN,NaN,62,17,34
501,,NaN,,,,,NaN,,NaN,NaN,,,
502,6,NaN,61,84,99,61,NaN,130,NaN,NaN,62,17,34
503,,NaN,,,,,NaN,,NaN,NaN,,,
504,6,NaN,60,83,98,61,NaN,129,NaN,NaN,62,17,34
505,,NaN,,,,,NaN,,NaN,NaN,,,
506,6,NaN,60,83,98,61,NaN,128,NaN,NaN,62,17,34
507,,NaN,,,,,NaN,,NaN,NaN,,,
508,6,NaN,55,82,98,61,NaN,128,NaN,NaN,62,17,34
509,,NaN,,,,,NaN,,NaN,NaN,,,
510,6,NaN,57,82,98,61,NaN,130,NaN,NaN,62,17,34
511,,NaN,,,,,NaN,,NaN,NaN,,,
512,6,NaN,56,82,98,61,NaN,131,NaN,NaN,62,17,33
513,,NaN,,,,,NaN,,NaN,NaN,,,
514,5,NaN,60,82,98,61,NaN,128,NaN,NaN,62,17,33
515,,NaN,,,,,NaN,,NaN,NaN,,,
516,5,NaN,60,82,98,61,NaN,129,NaN,NaN,62,17,33
517,,NaN,,,,,NaN,,NaN,NaN,,,
518,5,NaN,61,82,98,61,NaN,128,NaN,NaN,62,17,33
519,,NaN,,,,,NaN,,NaN,NaN,,,
520,5,NaN,61,82,98,61,NaN,130,NaN,NaN,62,17,34
521,,NaN,,,,,NaN,,NaN,NaN,,,
522,5,NaN,60,83,99,61,NaN,133,NaN,NaN,62,17,34
523,,NaN,,,,,NaN,,NaN,NaN,,,
524,5,NaN,61,83,99,61,NaN,131,NaN,NaN,61,17,34
525,,NaN,,,,,NaN,,NaN,NaN,,,
526,5,NaN,57,83,99,61,NaN,131,NaN,NaN,61,17,34
527,,NaN,,,,,NaN,,NaN,NaN,,,
528,5,NaN,58,82,99,60,NaN,129,NaN,NaN,61,17,34
529,,NaN,,,,,NaN,,NaN,NaN,,,
530,6,NaN,60,83,99,60,NaN,131,NaN,NaN,61,17,34
531,,NaN,,,,,NaN,,NaN,NaN,,,
532,6,NaN,61,83,99,60,NaN,131,NaN,NaN,61,17,34
533,,NaN,,,,,NaN,,NaN,NaN,,,
534,5,NaN,61,83,99,60,NaN,131,NaN,NaN,61,17,34
535,,NaN,,,,,NaN,,NaN,NaN,,,
536,5,NaN,61,83,99,60,NaN,131,NaN,NaN,61,17,34
537,,NaN,,,,,NaN,,NaN,NaN,,,
538,5,NaN,61,83,99,60,NaN,130,NaN,NaN,61,17,34
539,,NaN,,,,,NaN,,NaN,NaN,,,
540,5,NaN,61,83,99,60,NaN,130,NaN,NaN,61,17,34
541,,NaN,,,,,NaN,,NaN,NaN,,,
542,5,NaN,61,83,99,61,NaN,130,NaN,NaN,61,17,34
543,,NaN,,,,,NaN,,NaN,NaN,,,
544,5,NaN,61,83,99,61,NaN,130,NaN,NaN,61,17,34
545,,NaN,,,,,NaN,,NaN,NaN,,,
546,5,NaN,60,82,99,61,NaN,129,NaN,NaN,61,17,34
547,,NaN,,,,,NaN,,NaN,NaN,,,
548,5,NaN,60,82,99,60,NaN,127,NaN,NaN,61,17,34
549,,NaN,,,,,NaN,,NaN,NaN,,,
550,5,NaN,60,82,99,60,NaN,127,NaN,NaN,61,17,34
551,,NaN,,,,,NaN,,NaN,NaN,,,
552,5,NaN,60,81,98,60,NaN,126,NaN,NaN,61,17,34
553,,NaN,,,,,NaN,,NaN,NaN,,,
554,5,NaN,59,81,98,60,NaN,126,NaN,NaN,61,17,34
555,,NaN,,,,,NaN,,NaN,NaN,,,
556,5,NaN,60,81,98,60,NaN,125,NaN,NaN,61,17,33
557,,NaN,,,,,NaN,,NaN,NaN,,,
558,5,NaN,59,81,98,60,NaN,125,NaN,NaN,61,17,33
559,,NaN,,,,,NaN,,NaN,NaN,,,
560,5,NaN,59,80,98,60,NaN,124,NaN,NaN,61,17,33
561,,NaN,,,,,NaN,,NaN,NaN,,,
562,5,NaN,59,80,98,60,NaN,124,NaN,NaN,61,17,34
563,,NaN,,,,,NaN,,NaN,NaN,,,
564,6,NaN,60,80,98,63,NaN,121,NaN,NaN,61,17,34
565,,NaN,,,,,NaN,,NaN,NaN,,,
566,6,NaN,59,79,98,62,NaN,125,NaN,NaN,60,17,34
567,,NaN,,,,,NaN,,NaN,NaN,,,
568,6,NaN,60,80,98,62,NaN,125,NaN,NaN,60,17,34
569,,NaN,,,,,NaN,,NaN,NaN,,,
570,5,NaN,60,80,98,62,NaN,124,NaN,NaN,60,17,34
571,,NaN,,,,,NaN,,NaN,NaN,,,
572,5,NaN,60,80,98,59,NaN,125,NaN,NaN,60,17,34
573,,NaN,,,,,NaN,,NaN,NaN,,,
574,5,NaN,59,80,99,60,NaN,123,NaN,NaN,60,17,34
575,,NaN,,,,,NaN,,NaN,NaN,,,
576,5,NaN,59,80,99,60,NaN,124,NaN,NaN,61,17,34
577,,NaN,,,,,NaN,,NaN,NaN,,,
578,5,NaN,60,80,98,60,NaN,124,NaN,NaN,60,17,34
579,,NaN,,,,,NaN,,NaN,NaN,,,
580,5,NaN,60,80,99,60,NaN,124,NaN,NaN,60,17,34
581,,NaN,,,,,NaN,,NaN,NaN,,,
582,5,NaN,59,80,99,60,NaN,126,NaN,NaN,60,17,34
583,,NaN,,,,,NaN,,NaN,NaN,,,
584,5,NaN,59,80,98,60,NaN,125,NaN,NaN,60,17,34
585,,NaN,,,,,NaN,,NaN,NaN,,,
586,5,NaN,59,80,98,60,NaN,125,NaN,NaN,60,17,34
587,,NaN,,,,,NaN,,NaN,NaN,,,
588,5,NaN,59,79,98,60,NaN,124,NaN,NaN,60,17,34
589,,NaN,,,,,NaN,,NaN,NaN,,,
590,5,NaN,59,79,98,60,NaN,124,NaN,NaN,60,17,33
591,,NaN,,,,,NaN,,NaN,NaN,,,
592,5,NaN,59,79,99,60,NaN,124,NaN,NaN,60,17,33
593,,NaN,,,,,NaN,,NaN,NaN,,,
594,5,NaN,58,79,99,60,NaN,124,NaN,NaN,60,17,33
595,,NaN,,,,,NaN,,NaN,NaN,,,
596,5,NaN,59,79,98,60,NaN,124,NaN,NaN,61,17,33
597,,NaN,,,,,NaN,,NaN,NaN,,,
598,5,NaN,59,79,98,60,NaN,123,NaN,NaN,60,17,33
599,,NaN,,,,,NaN,,NaN,NaN,,,
600,5,NaN,59,79,98,60,NaN,124,NaN,NaN,60,17,33
601,,NaN,,,,,NaN,,NaN,NaN,,,
602,5,NaN,59,79,98,60,NaN,123,NaN,NaN,60,17,33
603,,NaN,,,,,NaN,,NaN,NaN,,,
604,5,NaN,59,79,99,60,NaN,124,NaN,NaN,60,17,33
605,,NaN,,,,,NaN,,NaN,NaN,,,
606,5,NaN,59,79,98,60,NaN,123,NaN,NaN,60,17,33
607,,NaN,,,,,NaN,,NaN,NaN,,,
608,4,NaN,59,79,99,60,NaN,124,NaN,NaN,60,17,33
609,,NaN,,,,,NaN,,NaN,NaN,,,
610,4,NaN,60,79,99,60,NaN,124,NaN,NaN,60,17,34
611,,NaN,,,,,NaN,,NaN,NaN,,,
612,4,NaN,60,79,99,60,NaN,124,NaN,NaN,60,17,34
613,,NaN,,,,,NaN,,NaN,NaN,,,
614,4,NaN,60,80,99,60,NaN,125,NaN,NaN,60,17,34
615,,NaN,,,,,NaN,,NaN,NaN,,,
616,4,NaN,60,80,99,60,NaN,124,NaN,NaN,60,17,34
617,,NaN,,,,,NaN,,NaN,NaN,,,
618,4,NaN,60,80,99,60,NaN,125,NaN,NaN,60,17,34
619,,NaN,,,,,NaN,,NaN,NaN,,,
620,4,NaN,60,80,99,60,NaN,124,NaN,NaN,60,17,34
621,,NaN,,,,,NaN,,NaN,NaN,,,
622,4,NaN,60,81,99,59,NaN,126,NaN,NaN,60,17,34
623,,NaN,,,,,NaN,,NaN,NaN,,,
624,5,NaN,60,81,99,59,NaN,127,NaN,NaN,60,17,34
625,,NaN,,,,,NaN,,NaN,NaN,,,
626,5,NaN,60,81,99,59,NaN,129,NaN,NaN,60,17,34
627,,NaN,,,,,NaN,,NaN,NaN,,,
628,5,NaN,61,81,99,59,NaN,130,NaN,NaN,60,17,34
629,,NaN,,,,,NaN,,NaN,NaN,,,
630,5,NaN,61,81,99,59,NaN,129,NaN,NaN,59,17,34
631,,NaN,,,,,NaN,,NaN,NaN,,,
632,5,NaN,60,81,99,59,NaN,129,NaN,NaN,59,17,34
633,,NaN,,,,,NaN,,NaN,NaN,,,
634,4,NaN,60,81,99,59,NaN,128,NaN,NaN,59,17,34
635,,NaN,,,,,NaN,,NaN,NaN,,,
636,4,NaN,59,80,99,59,NaN,127,NaN,NaN,59,17,34
637,,NaN,,,,,NaN,,NaN,NaN,,,
638,4,NaN,59,80,99,59,NaN,126,NaN,NaN,59,17,34
639,,NaN,,,,,NaN,,NaN,NaN,,,
640,4,NaN,59,79,99,59,NaN,125,NaN,NaN,59,17,34
641,,NaN,,,,,NaN,,NaN,NaN,,,
642,4,NaN,59,79,99,59,NaN,125,NaN,NaN,59,17,34
643,,NaN,,,,,NaN,,NaN,NaN,,,
644,4,NaN,59,79,99,59,NaN,124,NaN,NaN,59,17,34
645,,NaN,,,,,NaN,,NaN,NaN,,,
646,4,NaN,59,79,99,59,NaN,125,NaN,NaN,59,17,34
647,,NaN,,,,,NaN,,NaN,NaN,,,
648,4,NaN,59,79,99,59,NaN,124,NaN,NaN,59,17,34
649,,NaN,,,,,NaN,,NaN,NaN,,,
650,4,NaN,59,79,99,59,NaN,124,NaN,NaN,59,17,34
651,,NaN,,,,,NaN,,NaN,NaN,,,
652,4,NaN,60,79,99,59,NaN,125,NaN,NaN,59,17,34
653,,NaN,,,,,NaN,,NaN,NaN,,,
654,4,NaN,60,79,99,59,NaN,126,NaN,NaN,59,17,34
655,,NaN,,,,,NaN,,NaN,NaN,,,
656,4,NaN,60,80,99,59,NaN,127,NaN,NaN,59,17,34
657,,NaN,,,,,NaN,,NaN,NaN,,,
658,4,NaN,60,80,99,59,NaN,126,NaN,NaN,59,17,34
659,,NaN,,,,,NaN,,NaN,NaN,,,
660,4,NaN,60,80,99,59,NaN,127,NaN,NaN,59,17,34
661,,NaN,,,,,NaN,,NaN,NaN,,,
662,4,NaN,60,80,99,59,NaN,126,NaN,NaN,59,17,34
663,,NaN,,,,,NaN,,NaN,NaN,,,
664,4,NaN,60,80,99,59,NaN,127,NaN,NaN,59,17,34
665,,NaN,,,,,NaN,,NaN,NaN,,,
666,4,NaN,60,80,99,59,NaN,127,NaN,NaN,59,17,34
667,,NaN,,,,,NaN,,NaN,NaN,,,
668,4,NaN,60,80,99,59,NaN,126,NaN,NaN,59,17,34
669,,NaN,,,,,NaN,,NaN,NaN,,,
670,4,NaN,60,80,99,59,NaN,127,NaN,NaN,59,17,34
671,,NaN,,,,,NaN,,NaN,NaN,,,
672,4,NaN,60,80,99,59,NaN,126,NaN,NaN,59,17,34
673,,NaN,,,,,NaN,,NaN,NaN,,,
674,4,NaN,60,80,99,59,NaN,127,NaN,NaN,59,17,34
675,,NaN,,,,,NaN,,NaN,NaN,,,
676,3,NaN,60,80,99,59,NaN,126,NaN,NaN,59,17,34
677,,NaN,,,,,NaN,,NaN,NaN,,,
678,3,NaN,60,81,99,59,NaN,127,NaN,NaN,60,17,34
679,,NaN,,,,,NaN,,NaN,NaN,,,
680,3,NaN,61,81,99,59,NaN,127,NaN,NaN,59,17,34
681,,NaN,,,,,NaN,,NaN,NaN,,,
682,3,NaN,61,81,99,58,NaN,130,NaN,NaN,59,17,34
683,,NaN,,,,,NaN,,NaN,NaN,,,
684,3,NaN,62,82,99,58,NaN,131,NaN,NaN,59,17,34
685,,NaN,,,,,NaN,,NaN,NaN,,,
686,3,NaN,61,82,99,58,NaN,131,NaN,NaN,59,17,34
687,,NaN,,,,,NaN,,NaN,NaN,,,
688,4,NaN,61,81,99,58,NaN,130,NaN,NaN,59,17,34
689,,NaN,,,,,NaN,,NaN,NaN,,,
690,4,NaN,61,81,99,58,NaN,129,NaN,NaN,59,17,33
691,,NaN,,,,,NaN,,NaN,NaN,,,
692,4,NaN,61,81,99,58,NaN,131,NaN,NaN,59,17,33
693,,NaN,,,,,NaN,,NaN,NaN,,,
694,4,NaN,69,84,99,58,NaN,130,NaN,NaN,59,17,33
695,,NaN,,,,,NaN,,NaN,NaN,,,
696,4,NaN,64,83,99,66,NaN,129,NaN,NaN,58,17,33
697,,NaN,,,,,NaN,,NaN,NaN,,,
698,3,NaN,62,83,99,64,NaN,136,NaN,NaN,57,17,33
699,,NaN,,,,,NaN,,NaN,NaN,,,
700,3,NaN,61,82,99,64,NaN,133,NaN,NaN,57,17,33
701,,NaN,,,,,NaN,,NaN,NaN,,,
702,3,NaN,60,82,99,64,NaN,131,NaN,NaN,57,17,33
703,,NaN,,,,,NaN,,NaN,NaN,,,
704,3,NaN,61,81,99,57,NaN,128,NaN,NaN,57,17,35
705,,NaN,,,,,NaN,,NaN,NaN,,,
706,3,NaN,60,81,99,58,NaN,128,NaN,NaN,58,17,35
707,,NaN,,,,,NaN,,NaN,NaN,,,
708,3,NaN,60,80,99,58,NaN,127,NaN,NaN,59,17,35
709,,NaN,,,,,NaN,,NaN,NaN,,,
710,3,NaN,60,80,99,58,NaN,128,NaN,NaN,59,17,35
711,,NaN,,,,,NaN,,NaN,NaN,,,
712,3,NaN,60,80,99,58,NaN,127,NaN,NaN,59,17,34
713,,NaN,,,,,NaN,,NaN,NaN,,,
714,3,NaN,60,80,99,58,NaN,127,NaN,NaN,59,17,34
715,,NaN,,,,,NaN,,NaN,NaN,,,
716,3,NaN,60,80,99,58,NaN,126,NaN,NaN,59,17,34
717,,NaN,,,,,NaN,,NaN,NaN,,,
718,4,NaN,60,80,99,58,NaN,126,NaN,NaN,59,17,34
719,,NaN,,,,,NaN,,NaN,NaN,,,
720,4,NaN,59,80,99,58,NaN,127,NaN,NaN,59,17,34
721,,NaN,,,,,NaN,,NaN,NaN,,,
722,4,NaN,59,79,99,58,NaN,126,NaN,NaN,59,17,34
723,,NaN,,,,,NaN,,NaN,NaN,,,
724,4,NaN,59,80,99,58,NaN,126,NaN,NaN,59,17,34
725,,NaN,,,,,NaN,,NaN,NaN,,,
726,4,NaN,60,80,99,58,NaN,126,NaN,NaN,59,17,34
727,,NaN,,,,,NaN,,NaN,NaN,,,
728,4,NaN,59,79,99,58,NaN,126,NaN,NaN,59,17,34
729,,NaN,,,,,NaN,,NaN,NaN,,,
730,4,NaN,60,80,99,58,NaN,126,NaN,NaN,59,17,34
731,,NaN,,,,,NaN,,NaN,NaN,,,
732,3,NaN,53,76,99,58,NaN,127,NaN,NaN,59,17,34
733,,NaN,,,,,NaN,,NaN,NaN,,,
734,3,NaN,56,75,99,58,NaN,120,NaN,NaN,59,17,34
735,,NaN,,,,,NaN,,NaN,NaN,,,
736,2,NaN,57,75,99,59,NaN,119,NaN,NaN,59,17,34
737,,NaN,,,,,NaN,,NaN,NaN,,,
738,2,NaN,58,76,99,59,NaN,122,NaN,NaN,59,17,34
739,,NaN,,,,,NaN,,NaN,NaN,,,
740,2,NaN,59,77,99,56,NaN,122,NaN,NaN,59,17,33
741,,NaN,,,,,NaN,,NaN,NaN,,,
742,2,NaN,59,78,99,59,NaN,124,NaN,NaN,60,17,33
743,,NaN,,,,,NaN,,NaN,NaN,,,
744,2,NaN,60,78,99,59,NaN,125,NaN,NaN,60,17,33
745,,NaN,,,,,NaN,,NaN,NaN,,,
746,2,NaN,60,79,99,59,NaN,125,NaN,NaN,60,17,33
747,,NaN,,,,,NaN,,NaN,NaN,,,
748,2,NaN,61,80,99,59,NaN,128,NaN,NaN,60,17,33
749,,NaN,,,,,NaN,,NaN,NaN,,,
750,2,NaN,61,80,99,59,NaN,128,NaN,NaN,60,17,33
751,,NaN,,,,,NaN,,NaN,NaN,,,
752,2,NaN,68,81,99,66,NaN,115,NaN,NaN,59,17,33
753,,NaN,,,,,NaN,,NaN,NaN,,,
754,2,NaN,62,81,99,64,NaN,134,NaN,NaN,58,17,34
755,,NaN,,,,,NaN,,NaN,NaN,,,
756,2,NaN,61,82,99,64,NaN,133,NaN,NaN,58,17,34
757,,NaN,,,,,NaN,,NaN,NaN,,,
758,2,NaN,61,81,99,64,NaN,132,NaN,NaN,57,17,34
759,,NaN,,,,,NaN,,NaN,NaN,,,
760,2,NaN,61,81,99,57,NaN,132,NaN,NaN,57,17,34
761,,NaN,,,,,NaN,,NaN,NaN,,,
762,2,NaN,61,81,99,58,NaN,131,NaN,NaN,57,17,34
763,,NaN,,,,,NaN,,NaN,NaN,,,
764,2,NaN,61,81,99,58,NaN,130,NaN,NaN,58,17,34
765,,NaN,,,,,NaN,,NaN,NaN,,,
766,2,NaN,60,81,99,58,NaN,130,NaN,NaN,58,17,34
767,,NaN,,,,,NaN,,NaN,NaN,,,
768,2,NaN,60,81,99,58,NaN,128,NaN,NaN,58,17,34
769,,NaN,,,,,NaN,,NaN,NaN,,,
770,2,NaN,60,81,99,58,NaN,129,NaN,NaN,59,17,34
771,,NaN,,,,,NaN,,NaN,NaN,,,
772,2,NaN,60,81,99,58,NaN,128,NaN,NaN,59,17,34
773,,NaN,,,,,NaN,,NaN,NaN,,,
774,2,NaN,60,80,99,58,NaN,128,NaN,NaN,59,17,34
775,,NaN,,,,,NaN,,NaN,NaN,,,
776,2,NaN,60,80,99,58,NaN,128,NaN,NaN,59,17,34
777,,NaN,,,,,NaN,,NaN,NaN,,,
778,2,NaN,60,80,99,58,NaN,127,NaN,NaN,59,17,34
779,,NaN,,,,,NaN,,NaN,NaN,,,
780,2,NaN,60,80,99,58,NaN,127,NaN,NaN,59,17,34
781,,NaN,,,,,NaN,,NaN,NaN,,,
782,2,NaN,60,80,99,58,NaN,126,NaN,NaN,59,17,34
783,,NaN,,,,,NaN,,NaN,NaN,,,
784,2,NaN,59,79,99,58,NaN,126,NaN,NaN,59,17,34
785,,NaN,,,,,NaN,,NaN,NaN,,,
786,3,NaN,60,79,99,59,NaN,126,NaN,NaN,59,17,34
787,,NaN,,,,,NaN,,NaN,NaN,,,
788,3,NaN,60,80,99,59,NaN,127,NaN,NaN,59,17,34
789,,NaN,,,,,NaN,,NaN,NaN,,,
790,3,NaN,60,80,99,59,NaN,127,NaN,NaN,59,17,34
791,,NaN,,,,,NaN,,NaN,NaN,,,
792,3,NaN,60,80,99,59,NaN,127,NaN,NaN,59,17,34
793,,NaN,,,,,NaN,,NaN,NaN,,,
794,3,NaN,62,81,99,58,NaN,127,NaN,NaN,59,17,34
795,,NaN,,,,,NaN,,NaN,NaN,,,
796,2,NaN,60,80,99,59,NaN,127,NaN,NaN,59,17,35
797,,NaN,,,,,NaN,,NaN,NaN,,,
798,2,NaN,60,80,99,59,NaN,126,NaN,NaN,59,17,35
799,,NaN,,,,,NaN,,NaN,NaN,,,
800,4,NaN,60,79,99,59,NaN,125,NaN,NaN,59,17,35
801,,NaN,,,,,NaN,,NaN,NaN,,,
802,4,NaN,60,80,99,59,NaN,126,NaN,NaN,59,17,34
803,,NaN,,,,,NaN,,NaN,NaN,,,
804,3,NaN,60,79,99,58,NaN,125,NaN,NaN,59,17,34
805,,NaN,,,,,NaN,,NaN,NaN,,,
806,3,NaN,60,80,99,58,NaN,127,NaN,NaN,58,17,34
807,,NaN,,,,,NaN,,NaN,NaN,,,
808,3,NaN,61,80,99,58,NaN,128,NaN,NaN,59,17,34
809,,NaN,,,,,NaN,,NaN,NaN,,,
810,3,NaN,60,80,99,58,NaN,128,NaN,NaN,59,17,34
811,,NaN,,,,,NaN,,NaN,NaN,,,
812,3,NaN,60,81,99,58,NaN,128,NaN,NaN,59,17,34
813,,NaN,,,,,NaN,,NaN,NaN,,,
814,3,NaN,66,83,99,58,NaN,127,NaN,NaN,59,17,34
815,,NaN,,,,,NaN,,NaN,NaN,,,
816,3,NaN,66,83,99,70,NaN,129,NaN,NaN,59,17,34
817,,NaN,,,,,NaN,,NaN,NaN,,,
818,3,NaN,62,80,99,103,NaN,108,NaN,NaN,60,17,34
819,,NaN,,,,,NaN,,NaN,NaN,,,
820,2,NaN,59,79,99,102,NaN,141,NaN,NaN,59,17,34
821,,NaN,,,,,NaN,,NaN,NaN,,,
822,2,NaN,59,80,99,82,NaN,135,NaN,NaN,58,17,34
823,,NaN,,,,,NaN,,NaN,NaN,,,
824,2,NaN,59,79,99,71,NaN,127,NaN,NaN,58,17,34
825,,NaN,,,,,NaN,,NaN,NaN,,,
826,2,NaN,54,76,99,64,NaN,125,NaN,NaN,58,17,34
827,,NaN,,,,,NaN,,NaN,NaN,,,
828,2,NaN,58,76,99,60,NaN,121,NaN,NaN,57,17,34
829,,NaN,,,,,NaN,,NaN,NaN,,,
830,3,NaN,66,81,99,70,NaN,128,NaN,NaN,59,17,34
831,,NaN,,,,,NaN,,NaN,NaN,,,
832,3,NaN,65,82,99,71,NaN,136,NaN,NaN,59,17,34
833,,NaN,,,,,NaN,,NaN,NaN,,,
834,3,NaN,63,82,99,84,NaN,130,NaN,NaN,57,17,34
835,,NaN,,,,,NaN,,NaN,NaN,,,
836,3,NaN,59,80,99,73,NaN,131,NaN,NaN,57,17,34
837,,NaN,,,,,NaN,,NaN,NaN,,,
838,3,NaN,59,79,99,64,NaN,125,NaN,NaN,57,17,34
839,,NaN,,,,,NaN,,NaN,NaN,,,
840,3,NaN,59,79,99,61,NaN,126,NaN,NaN,57,17,34
841,,NaN,,,,,NaN,,NaN,NaN,,,
842,3,NaN,60,79,99,55,NaN,126,NaN,NaN,57,17,34
843,,NaN,,,,,NaN,,NaN,NaN,,,
844,3,NaN,63,81,99,57,NaN,128,NaN,NaN,56,17,34
845,,NaN,,,,,NaN,,NaN,NaN,,,
846,3,NaN,59,79,99,76,NaN,128,NaN,NaN,58,17,34
847,,NaN,,,,,NaN,,NaN,NaN,,,
848,3,NaN,66,81,99,92,NaN,125,NaN,NaN,58,17,34
849,,NaN,,,,,NaN,,NaN,NaN,,,
850,2,NaN,70,85,99,92,NaN,149,NaN,NaN,58,17,34
851,,NaN,,,,,NaN,,NaN,NaN,,,
852,2,NaN,63,83,99,97,NaN,138,NaN,NaN,57,17,33
853,,NaN,,,,,NaN,,NaN,NaN,,,
854,2,NaN,61,84,99,90,NaN,151,NaN,NaN,58,17,33
855,,NaN,,,,,NaN,,NaN,NaN,,,
856,2,NaN,62,83,99,93,NaN,135,NaN,NaN,58,17,33
857,,NaN,,,,,NaN,,NaN,NaN,,,
858,2,NaN,62,82,99,86,NaN,129,NaN,NaN,58,17,34
859,,NaN,,,,,NaN,,NaN,NaN,,,
860,3,NaN,70,89,99,91,NaN,138,NaN,NaN,56,17,34
861,,NaN,,,,,NaN,,NaN,NaN,,,
862,3,NaN,72,92,99,94,NaN,147,NaN,NaN,55,17,34
863,,NaN,,,,,NaN,,NaN,NaN,,,
864,3,NaN,68,92,99,87,NaN,155,NaN,NaN,55,17,34
865,,NaN,,,,,NaN,,NaN,NaN,,,
866,3,NaN,63,89,99,75,NaN,147,NaN,NaN,55,17,35
867,,NaN,,,,,NaN,,NaN,NaN,,,
868,3,NaN,61,85,99,69,NaN,140,NaN,NaN,55,17,35
