time,Solar8000/CVP,SNUADC/ART,Solar8000/ART_DBP,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/ECG_II,Solar8000/ART_SBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/ETCO2
1264,,NaN,,,,,NaN,,NaN,NaN,,,
1265,2,NaN,62,92,99,,NaN,150,NaN,NaN,71,15,37
1266,,NaN,,,,,NaN,,NaN,NaN,,,
1267,2,NaN,65,92,99,,NaN,148,NaN,NaN,71,15,37
1268,,NaN,,,,,NaN,,NaN,NaN,,,
1269,1,NaN,63,91,99,,NaN,148,NaN,NaN,70,15,37
1270,,NaN,,,,,NaN,,NaN,NaN,,,
1271,1,NaN,61,90,100,,NaN,139,NaN,NaN,70,15,37
1272,,NaN,,,,,NaN,,NaN,NaN,,,
1273,1,NaN,48,90,99,,NaN,154,NaN,NaN,70,15,37
1274,,NaN,,,,,NaN,,NaN,NaN,,,
1275,2,NaN,56,89,99,,NaN,142,NaN,NaN,70,15,37
1276,,NaN,,,,,NaN,,NaN,NaN,,,
1277,2,NaN,58,88,99,,NaN,136,NaN,NaN,70,15,37
1278,,NaN,,,,,NaN,,NaN,NaN,,,
1279,2,NaN,62,87,99,,NaN,133,NaN,NaN,70,15,37
1280,,NaN,,,,,NaN,,NaN,NaN,,,
1281,2,NaN,61,87,99,,NaN,135,NaN,NaN,70,15,37
1282,,NaN,,,,,NaN,,NaN,NaN,,,
1283,2,NaN,64,87,99,,NaN,139,NaN,NaN,69,15,37
1284,,NaN,,,,,NaN,,NaN,NaN,,,
1285,2,NaN,64,87,98,,NaN,139,NaN,NaN,69,15,37
1286,,NaN,,,,,NaN,,NaN,NaN,,,
1287,1,NaN,63,87,99,,NaN,138,NaN,NaN,69,15,37
1288,,NaN,,,,,NaN,,NaN,NaN,,,
1289,1,NaN,63,89,99,,NaN,144,NaN,NaN,68,15,36
1290,,NaN,,,,,NaN,,NaN,NaN,,,
1291,2,NaN,67,90,99,,NaN,144,NaN,NaN,69,15,36
1292,,NaN,,,,,NaN,,NaN,NaN,,,
1293,2,NaN,74,94,99,,NaN,133,NaN,NaN,69,15,36
1294,,NaN,,,,,NaN,,NaN,NaN,,,
1295,2,NaN,58,90,99,,NaN,133,NaN,NaN,70,15,36
1296,,NaN,,,,,NaN,,NaN,NaN,,,
1297,2,NaN,63,89,99,,NaN,139,NaN,NaN,70,15,36
1298,,NaN,,,,,NaN,,NaN,NaN,,,
1299,1,NaN,64,89,99,74,NaN,144,NaN,NaN,70,15,36
1300,,NaN,,,,,NaN,,NaN,NaN,,,
1301,1,NaN,63,89,99,74,NaN,146,NaN,NaN,69,15,36
1302,,NaN,,,,,NaN,,NaN,NaN,,,
1303,2,NaN,60,88,99,74,NaN,142,NaN,NaN,69,15,36
1304,,NaN,,,,,NaN,,NaN,NaN,,,
1305,2,NaN,52,89,99,72,NaN,143,NaN,NaN,68,15,36
1306,,NaN,,,,,NaN,,NaN,NaN,,,
1307,2,NaN,56,88,99,72,NaN,149,NaN,NaN,67,15,36
1308,,NaN,,,,,NaN,,NaN,NaN,,,
1309,2,NaN,59,88,99,72,NaN,141,NaN,NaN,67,15,36
1310,,NaN,,,,,NaN,,NaN,NaN,,,
1311,2,NaN,64,88,99,72,NaN,137,NaN,NaN,67,15,37
1312,,NaN,,,,,NaN,,NaN,NaN,,,
1313,2,NaN,64,87,99,69,NaN,137,NaN,NaN,66,15,37
1314,,NaN,,,,,NaN,,NaN,NaN,,,
1315,2,NaN,64,87,99,,NaN,137,NaN,NaN,66,15,37
1316,,NaN,,,,,NaN,,NaN,NaN,,,
1317,2,NaN,60,87,99,,NaN,125,NaN,NaN,66,15,36
1318,,NaN,,,,,NaN,,NaN,NaN,,,
1319,2,NaN,62,87,99,,NaN,135,NaN,NaN,66,15,36
1320,,NaN,,,,,NaN,,NaN,NaN,,,
1321,2,NaN,62,87,99,,NaN,138,NaN,NaN,66,15,36
1322,,NaN,,,,,NaN,,NaN,NaN,,,
1323,2,NaN,63,87,99,,NaN,144,NaN,NaN,66,15,36
1324,,NaN,,,,,NaN,,NaN,NaN,,,
1325,2,NaN,64,87,99,,NaN,141,NaN,NaN,67,15,36
1326,,NaN,,,,,NaN,,NaN,NaN,,,
1327,2,NaN,63,87,99,,NaN,140,NaN,NaN,67,15,36
1328,,NaN,,,,,NaN,,NaN,NaN,,,
1329,2,NaN,56,87,99,,NaN,129,NaN,NaN,67,15,36
1330,,NaN,,,,,NaN,,NaN,NaN,,,
1331,2,NaN,61,85,99,,NaN,127,NaN,NaN,67,15,36
1332,,NaN,,,,,NaN,,NaN,NaN,,,
1333,2,NaN,62,85,99,,NaN,132,NaN,NaN,67,15,36
1334,,NaN,,,,,NaN,,NaN,NaN,,,
1335,2,NaN,61,84,99,,NaN,132,NaN,NaN,67,15,36
1336,,NaN,,,,,NaN,,NaN,NaN,,,
1337,2,NaN,61,83,99,,NaN,132,NaN,NaN,66,15,36
1338,,NaN,,,,,NaN,,NaN,NaN,,,
1339,2,NaN,61,83,98,,NaN,132,NaN,NaN,66,15,37
1340,,NaN,,,,,NaN,,NaN,NaN,,,
1341,2,NaN,61,83,98,,NaN,133,NaN,NaN,66,15,37
1342,,NaN,,,,,NaN,,NaN,NaN,,,
1343,2,NaN,61,83,98,,NaN,132,NaN,NaN,65,15,37
1344,,NaN,,,,,NaN,,NaN,NaN,,,
1345,2,NaN,60,82,98,,NaN,132,NaN,NaN,65,15,36
1346,,NaN,,,,,NaN,,NaN,NaN,,,
1347,2,NaN,57,82,98,,NaN,132,NaN,NaN,65,15,36
1348,,NaN,,,,,NaN,,NaN,NaN,,,
1349,2,NaN,47,82,98,,NaN,131,NaN,NaN,65,15,36
1350,,NaN,,,,,NaN,,NaN,NaN,,,
1351,2,NaN,56,82,98,,NaN,132,NaN,NaN,65,15,36
1352,,NaN,,,,,NaN,,NaN,NaN,,,
1353,2,NaN,58,82,98,,NaN,132,NaN,NaN,65,15,36
1354,,NaN,,,,,NaN,,NaN,NaN,,,
1355,2,NaN,60,82,98,,NaN,131,NaN,NaN,65,15,36
1356,,NaN,,,,,NaN,,NaN,NaN,,,
1357,2,NaN,61,82,98,,NaN,132,NaN,NaN,64,15,36
1358,,NaN,,,,,NaN,,NaN,NaN,,,
1359,2,NaN,61,82,98,,NaN,131,NaN,NaN,65,15,37
1360,,NaN,,,,,NaN,,NaN,NaN,,,
1361,2,NaN,59,82,98,,NaN,131,NaN,NaN,64,15,37
1362,,NaN,,,,,NaN,,NaN,NaN,,,
1363,2,NaN,58,82,98,,NaN,133,NaN,NaN,64,15,37
1364,,NaN,,,,,NaN,,NaN,NaN,,,
1365,2,NaN,60,82,98,,NaN,130,NaN,NaN,64,15,37
1366,,NaN,,,,,NaN,,NaN,NaN,,,
1367,2,NaN,59,81,98,,NaN,128,NaN,NaN,64,15,36
1368,,NaN,,,,,NaN,,NaN,NaN,,,
1369,2,NaN,59,81,98,,NaN,113,NaN,NaN,64,15,36
1370,,NaN,,,,,NaN,,NaN,NaN,,,
1371,2,NaN,59,81,98,,NaN,124,NaN,NaN,64,15,36
1372,,NaN,,,,,NaN,,NaN,NaN,,,
1373,2,NaN,60,81,98,,NaN,127,NaN,NaN,63,15,36
1374,,NaN,,,,,NaN,,NaN,NaN,,,
1375,2,NaN,61,81,98,64,NaN,128,NaN,NaN,63,15,36
1376,,NaN,,,,,NaN,,NaN,NaN,,,
1377,1,NaN,61,82,98,64,NaN,132,NaN,NaN,63,15,36
1378,,NaN,,,,,NaN,,NaN,NaN,,,
1379,1,NaN,59,82,98,63,NaN,131,NaN,NaN,63,15,36
1380,,NaN,,,,,NaN,,NaN,NaN,,,
1381,1,NaN,60,81,98,,NaN,129,NaN,NaN,63,15,36
1382,,NaN,,,,,NaN,,NaN,NaN,,,
1383,1,NaN,59,80,98,,NaN,128,NaN,NaN,63,15,36
1384,,NaN,,,,,NaN,,NaN,NaN,,,
1385,1,NaN,59,80,98,,NaN,128,NaN,NaN,63,15,36
1386,,NaN,,,,,NaN,,NaN,NaN,,,
1387,1,NaN,59,80,98,,NaN,127,NaN,NaN,63,15,36
1388,,NaN,,,,,NaN,,NaN,NaN,,,
1389,2,NaN,58,79,98,,NaN,126,NaN,NaN,63,15,37
1390,,NaN,,,,,NaN,,NaN,NaN,,,
1391,2,NaN,57,79,98,,NaN,124,NaN,NaN,63,15,37
1392,,NaN,,,,,NaN,,NaN,NaN,,,
1393,2,NaN,58,79,98,,NaN,127,NaN,NaN,63,15,37
1394,,NaN,,,,,NaN,,NaN,NaN,,,
1395,2,NaN,59,79,98,,NaN,126,NaN,NaN,63,15,37
1396,,NaN,,,,,NaN,,NaN,NaN,,,
1397,2,NaN,58,78,98,,NaN,125,NaN,NaN,63,15,37
1398,,NaN,,,,,NaN,,NaN,NaN,,,
1399,2,NaN,58,78,98,,NaN,126,NaN,NaN,63,15,37
1400,,NaN,,,,,NaN,,NaN,NaN,,,
1401,2,NaN,34,70,98,,NaN,104,NaN,NaN,63,15,37
1402,,NaN,,,,,NaN,,NaN,NaN,,,
1403,2,NaN,42,73,98,,NaN,99,NaN,NaN,63,15,36
1404,,NaN,,,,,NaN,,NaN,NaN,,,
1405,2,NaN,52,75,98,,NaN,119,NaN,NaN,63,15,36
1406,,NaN,,,,,NaN,,NaN,NaN,,,
1407,2,NaN,53,76,98,,NaN,121,NaN,NaN,63,15,36
1408,,NaN,,,,,NaN,,NaN,NaN,,,
1409,2,NaN,55,77,98,,NaN,127,NaN,NaN,63,15,36
1410,,NaN,,,,,NaN,,NaN,NaN,,,
1411,2,NaN,53,77,98,,NaN,124,NaN,NaN,63,15,37
1412,,NaN,,,,,NaN,,NaN,NaN,,,
1413,2,NaN,57,78,98,,NaN,126,NaN,NaN,63,15,37
1414,,NaN,,,,,NaN,,NaN,NaN,,,
1415,2,NaN,57,78,98,,NaN,125,NaN,NaN,63,15,37
1416,,NaN,,,,,NaN,,NaN,NaN,,,
1417,2,NaN,56,77,98,,NaN,123,NaN,NaN,63,15,36
1418,,NaN,,,,,NaN,,NaN,NaN,,,
1419,2,NaN,57,77,98,,NaN,123,NaN,NaN,63,15,36
1420,,NaN,,,,,NaN,,NaN,NaN,,,
1421,2,NaN,56,76,98,,NaN,122,NaN,NaN,63,15,36
1422,,NaN,,,,,NaN,,NaN,NaN,,,
1423,2,NaN,56,76,98,,NaN,121,NaN,NaN,63,15,36
1424,,NaN,,,,,NaN,,NaN,NaN,,,
1425,2,NaN,56,76,98,,NaN,121,NaN,NaN,63,15,36
1426,,NaN,,,,,NaN,,NaN,NaN,,,
1427,2,NaN,56,76,98,,NaN,121,NaN,NaN,63,15,36
1428,,NaN,,,,,NaN,,NaN,NaN,,,
1429,2,NaN,56,76,98,,NaN,122,NaN,NaN,63,15,36
1430,,NaN,,,,,NaN,,NaN,NaN,,,
1431,2,NaN,57,76,98,,NaN,121,NaN,NaN,63,15,36
1432,,NaN,,,,,NaN,,NaN,NaN,,,
1433,2,NaN,56,76,98,,NaN,123,NaN,NaN,63,15,37
1434,,NaN,,,,,NaN,,NaN,NaN,,,
1435,2,NaN,56,76,98,,NaN,124,NaN,NaN,63,15,37
1436,,NaN,,,,,NaN,,NaN,NaN,,,
1437,2,NaN,56,75,98,,NaN,122,NaN,NaN,63,15,37
1438,,NaN,,,,,NaN,,NaN,NaN,,,
1439,2,NaN,55,75,97,,NaN,120,NaN,NaN,63,15,36
1440,,NaN,,,,,NaN,,NaN,NaN,,,
1441,2,NaN,55,75,97,,NaN,119,NaN,NaN,63,15,36
1442,,NaN,,,,,NaN,,NaN,NaN,,,
1443,2,NaN,54,74,97,,NaN,118,NaN,NaN,63,15,36
1444,,NaN,,,,,NaN,,NaN,NaN,,,
1445,1,NaN,55,74,97,,NaN,118,NaN,NaN,63,15,36
1446,,NaN,,,,,NaN,,NaN,NaN,,,
1447,1,NaN,55,74,97,,NaN,118,NaN,NaN,63,15,36
1448,,NaN,,,,,NaN,,NaN,NaN,,,
1449,2,NaN,53,74,97,,NaN,121,NaN,NaN,63,15,36
1450,,NaN,,,,,NaN,,NaN,NaN,,,
1451,2,NaN,53,74,97,,NaN,117,NaN,NaN,63,15,36
1452,,NaN,,,,,NaN,,NaN,NaN,,,
1453,2,NaN,46,69,97,,NaN,110,NaN,NaN,63,15,37
1454,,NaN,,,,,NaN,,NaN,NaN,,,
1455,2,NaN,53,71,97,,NaN,115,NaN,NaN,63,15,37
1456,,NaN,,,,,NaN,,NaN,NaN,,,
1457,2,NaN,54,72,97,,NaN,117,NaN,NaN,63,15,37
1458,,NaN,,,,,NaN,,NaN,NaN,,,
1459,2,NaN,55,73,97,,NaN,118,NaN,NaN,63,15,37
1460,,NaN,,,,,NaN,,NaN,NaN,,,
1461,2,NaN,54,73,97,,NaN,117,NaN,NaN,63,15,36
1462,,NaN,,,,,NaN,,NaN,NaN,,,
1463,2,NaN,49,70,97,,NaN,98,NaN,NaN,63,15,36
1464,,NaN,,,,,NaN,,NaN,NaN,,,
1465,2,NaN,52,72,97,,NaN,113,NaN,NaN,62,15,36
1466,,NaN,,,,,NaN,,NaN,NaN,,,
1467,2,NaN,52,72,97,,NaN,114,NaN,NaN,63,15,36
1468,,NaN,,,,,NaN,,NaN,NaN,,,
1469,2,NaN,52,72,97,,NaN,118,NaN,NaN,62,15,36
1470,,NaN,,,,,NaN,,NaN,NaN,,,
1471,2,NaN,52,76,97,,NaN,108,NaN,NaN,63,15,36
1472,,NaN,,,,,NaN,,NaN,NaN,,,
1473,2,NaN,53,76,97,,NaN,109,NaN,NaN,62,15,36
1474,,NaN,,,,,NaN,,NaN,NaN,,,
1475,2,NaN,52,73,97,,NaN,109,NaN,NaN,63,15,36
1476,,NaN,,,,,NaN,,NaN,NaN,,,
1477,2,NaN,53,73,97,,NaN,117,NaN,NaN,62,15,36
1478,,NaN,,,,,NaN,,NaN,NaN,,,
1479,1,NaN,50,73,97,,NaN,116,NaN,NaN,62,15,36
1480,,NaN,,,,,NaN,,NaN,NaN,,,
1481,1,NaN,52,73,97,63,NaN,118,NaN,NaN,62,15,36
1482,,NaN,,,,,NaN,,NaN,NaN,,,
1483,3,NaN,54,73,97,63,NaN,119,NaN,NaN,63,15,36
1484,,NaN,,,,,NaN,,NaN,NaN,,,
1485,3,NaN,54,73,97,63,NaN,119,NaN,NaN,62,15,36
1486,,NaN,,,,,NaN,,NaN,NaN,,,
1487,2,NaN,54,73,97,64,NaN,119,NaN,NaN,63,15,36
1488,,NaN,,,,,NaN,,NaN,NaN,,,
1489,2,NaN,53,73,97,64,NaN,118,NaN,NaN,62,15,36
1490,,NaN,,,,,NaN,,NaN,NaN,,,
1491,2,NaN,53,73,97,64,NaN,118,NaN,NaN,62,15,35
1492,,NaN,,,,,NaN,,NaN,NaN,,,
1493,2,NaN,54,73,97,64,NaN,116,NaN,NaN,62,15,35
1494,,NaN,,,,,NaN,,NaN,NaN,,,
1495,3,NaN,54,73,97,64,NaN,116,NaN,NaN,62,15,35
1496,,NaN,,,,,NaN,,NaN,NaN,,,
1497,3,NaN,55,73,97,62,NaN,118,NaN,NaN,62,15,37
1498,,NaN,,,,,NaN,,NaN,NaN,,,
1499,3,NaN,55,73,97,62,NaN,117,NaN,NaN,62,15,37
1500,,NaN,,,,,NaN,,NaN,NaN,,,
1501,2,NaN,55,74,97,62,NaN,118,NaN,NaN,62,15,37
1502,,NaN,,,,,NaN,,NaN,NaN,,,
1503,2,NaN,55,73,97,62,NaN,117,NaN,NaN,62,15,37
1504,,NaN,,,,,NaN,,NaN,NaN,,,
1505,2,NaN,54,73,97,62,NaN,118,NaN,NaN,62,15,36
1506,,NaN,,,,,NaN,,NaN,NaN,,,
1507,2,NaN,55,73,97,62,NaN,116,NaN,NaN,62,15,36
1508,,NaN,,,,,NaN,,NaN,NaN,,,
1509,2,NaN,53,73,97,,NaN,116,NaN,NaN,62,15,36
1510,,NaN,,,,,NaN,,NaN,NaN,,,
1511,2,NaN,53,72,97,,NaN,117,NaN,NaN,62,15,36
1512,,NaN,,,,,NaN,,NaN,NaN,,,
1513,2,NaN,53,72,97,,NaN,115,NaN,NaN,62,15,36
1514,,NaN,,,,,NaN,,NaN,NaN,,,
1515,2,NaN,54,72,97,,NaN,115,NaN,NaN,62,15,36
1516,,NaN,,,,,NaN,,NaN,NaN,,,
1517,2,NaN,54,72,97,,NaN,115,NaN,NaN,62,15,35
1518,,NaN,,,,,NaN,,NaN,NaN,,,
1519,2,NaN,54,72,97,,NaN,116,NaN,NaN,62,15,35
1520,,NaN,,,,,NaN,,NaN,NaN,,,
1521,2,NaN,53,72,97,,NaN,117,NaN,NaN,62,15,35
1522,,NaN,,,,,NaN,,NaN,NaN,,,
1523,2,NaN,53,72,97,,NaN,116,NaN,NaN,62,15,35
1524,,NaN,,,,,NaN,,NaN,NaN,,,
1525,1,NaN,54,72,97,,NaN,115,NaN,NaN,62,15,37
1526,,NaN,,,,,NaN,,NaN,NaN,,,
1527,1,NaN,50,72,97,,NaN,127,NaN,NaN,63,15,37
1528,,NaN,,,,,NaN,,NaN,NaN,,,
1529,1,NaN,53,72,97,,NaN,120,NaN,NaN,62,15,37
1530,,NaN,,,,,NaN,,NaN,NaN,,,
1531,2,NaN,54,72,97,,NaN,116,NaN,NaN,62,15,37
1532,,NaN,,,,,NaN,,NaN,NaN,,,
1533,2,NaN,54,72,97,,NaN,115,NaN,NaN,62,15,37
1534,,NaN,,,,,NaN,,NaN,NaN,,,
1535,2,NaN,53,72,97,,NaN,116,NaN,NaN,62,15,37
1536,,NaN,,,,,NaN,,NaN,NaN,,,
1537,2,NaN,50,72,97,,NaN,118,NaN,NaN,62,15,36
1538,,NaN,,,,,NaN,,NaN,NaN,,,
1539,2,NaN,54,72,97,,NaN,119,NaN,NaN,62,15,36
1540,,NaN,,,,,NaN,,NaN,NaN,,,
1541,2,NaN,55,73,97,,NaN,118,NaN,NaN,62,15,36
1542,,NaN,,,,,NaN,,NaN,NaN,,,
1543,1,NaN,56,74,97,62,NaN,121,NaN,NaN,62,15,36
1544,,NaN,,,,,NaN,,NaN,NaN,,,
1545,1,NaN,56,74,97,,NaN,122,NaN,NaN,62,15,37
1546,,NaN,,,,,NaN,,NaN,NaN,,,
1547,2,NaN,57,74,97,,NaN,122,NaN,NaN,62,15,37
1548,,NaN,,,,,NaN,,NaN,NaN,,,
1549,2,NaN,56,75,97,,NaN,121,NaN,NaN,62,15,37
1550,,NaN,,,,,NaN,,NaN,NaN,,,
1551,2,NaN,55,75,97,,NaN,122,NaN,NaN,62,15,37
1552,,NaN,,,,,NaN,,NaN,NaN,,,
1553,2,NaN,56,75,97,,NaN,121,NaN,NaN,62,15,37
1554,,NaN,,,,,NaN,,NaN,NaN,,,
1555,2,NaN,54,74,97,,NaN,119,NaN,NaN,62,15,37
1556,,NaN,,,,,NaN,,NaN,NaN,,,
1557,2,NaN,46,74,97,,NaN,123,NaN,NaN,62,15,37
1558,,NaN,,,,,NaN,,NaN,NaN,,,
1559,2,NaN,51,74,97,,NaN,119,NaN,NaN,62,15,37
1560,,NaN,,,,,NaN,,NaN,NaN,,,
1561,2,NaN,54,73,97,,NaN,119,NaN,NaN,62,15,37
1562,,NaN,,,,,NaN,,NaN,NaN,,,
1563,2,NaN,55,73,97,,NaN,118,NaN,NaN,62,15,37
1564,,NaN,,,,,NaN,,NaN,NaN,,,
1565,2,NaN,54,73,97,,NaN,119,NaN,NaN,62,15,36
1566,,NaN,,,,,NaN,,NaN,NaN,,,
1567,2,NaN,54,72,97,,NaN,117,NaN,NaN,62,15,36
1568,,NaN,,,,,NaN,,NaN,NaN,,,
1569,2,NaN,54,72,97,,NaN,117,NaN,NaN,62,15,36
1570,,NaN,,,,,NaN,,NaN,NaN,,,
1571,2,NaN,54,72,97,,NaN,117,NaN,NaN,62,15,36
1572,,NaN,,,,,NaN,,NaN,NaN,,,
1573,2,NaN,53,72,97,,NaN,116,NaN,NaN,62,15,36
1574,,NaN,,,,,NaN,,NaN,NaN,,,
1575,2,NaN,54,72,96,,NaN,116,NaN,NaN,62,15,36
1576,,NaN,,,,,NaN,,NaN,NaN,,,
1577,2,NaN,53,72,96,,NaN,116,NaN,NaN,62,15,36
1578,,NaN,,,,,NaN,,NaN,NaN,,,
1579,2,NaN,54,71,96,,NaN,115,NaN,NaN,62,15,37
1580,,NaN,,,,,NaN,,NaN,NaN,,,
1581,3,NaN,53,72,96,,NaN,115,NaN,NaN,62,15,37
1582,,NaN,,,,,NaN,,NaN,NaN,,,
1583,3,NaN,54,72,96,,NaN,115,NaN,NaN,63,15,37
1584,,NaN,,,,,NaN,,NaN,NaN,,,
1585,2,NaN,54,72,96,,NaN,116,NaN,NaN,63,15,37
1586,,NaN,,,,,NaN,,NaN,NaN,,,
1587,2,NaN,55,72,96,,NaN,116,NaN,NaN,63,15,37
1588,,NaN,,,,,NaN,,NaN,NaN,,,
1589,2,NaN,54,72,96,,NaN,116,NaN,NaN,63,15,37
1590,,NaN,,,,,NaN,,NaN,NaN,,,
1591,2,NaN,54,73,96,,NaN,118,NaN,NaN,63,15,37
1592,,NaN,,,,,NaN,,NaN,NaN,,,
1593,2,NaN,54,73,96,,NaN,117,NaN,NaN,63,15,37
1594,,NaN,,,,,NaN,,NaN,NaN,,,
1595,3,NaN,55,73,96,,NaN,118,NaN,NaN,63,15,37
1596,,NaN,,,,,NaN,,NaN,NaN,,,
1597,3,NaN,54,73,96,,NaN,117,NaN,NaN,63,15,37
1598,,NaN,,,,,NaN,,NaN,NaN,,,
1599,3,NaN,54,73,96,,NaN,120,NaN,NaN,63,15,36
1600,,NaN,,,,,NaN,,NaN,NaN,,,
1601,3,NaN,54,72,96,,NaN,118,NaN,NaN,63,15,36
1602,,NaN,,,,,NaN,,NaN,NaN,,,
1603,3,NaN,54,72,96,,NaN,116,NaN,NaN,63,15,36
1604,,NaN,,,,,NaN,,NaN,NaN,,,
1605,3,NaN,53,72,96,,NaN,116,NaN,NaN,63,15,36
1606,,NaN,,,,,NaN,,NaN,NaN,,,
1607,3,NaN,35,66,96,,NaN,95,NaN,NaN,63,15,37
1608,,NaN,,,,,NaN,,NaN,NaN,,,
1609,3,NaN,40,67,96,,NaN,94,NaN,NaN,63,15,37
1610,,NaN,,,,,NaN,,NaN,NaN,,,
1611,3,NaN,46,67,96,,NaN,106,NaN,NaN,63,15,37
1612,,NaN,,,,,NaN,,NaN,NaN,,,
1613,3,NaN,50,68,96,,NaN,109,NaN,NaN,63,15,37
1614,,NaN,,,,,NaN,,NaN,NaN,,,
1615,2,NaN,45,69,96,,NaN,116,NaN,NaN,63,15,37
1616,,NaN,,,,,NaN,,NaN,NaN,,,
1617,2,NaN,51,70,96,62,NaN,113,NaN,NaN,63,15,37
1618,,NaN,,,,,NaN,,NaN,NaN,,,
1619,3,NaN,53,71,96,62,NaN,114,NaN,NaN,63,15,37
1620,,NaN,,,,,NaN,,NaN,NaN,,,
1621,3,NaN,52,71,96,62,NaN,115,NaN,NaN,63,15,36
1622,,NaN,,,,,NaN,,NaN,NaN,,,
1623,3,NaN,54,71,96,62,NaN,115,NaN,NaN,63,15,36
1624,,NaN,,,,,NaN,,NaN,NaN,,,
1625,3,NaN,47,73,96,62,NaN,116,NaN,NaN,63,15,36
1626,,NaN,,,,,NaN,,NaN,NaN,,,
1627,3,NaN,44,71,96,62,NaN,109,NaN,NaN,63,15,37
1628,,NaN,,,,,NaN,,NaN,NaN,,,
1629,2,NaN,51,72,96,63,NaN,112,NaN,NaN,63,15,37
1630,,NaN,,,,,NaN,,NaN,NaN,,,
1631,2,NaN,54,72,96,,NaN,114,NaN,NaN,63,15,37
1632,,NaN,,,,,NaN,,NaN,NaN,,,
1633,2,NaN,53,71,96,,NaN,113,NaN,NaN,63,15,37
1634,,NaN,,,,,NaN,,NaN,NaN,,,
1635,2,NaN,52,71,96,,NaN,114,NaN,NaN,63,15,37
1636,,NaN,,,,,NaN,,NaN,NaN,,,
1637,3,NaN,52,71,96,,NaN,112,NaN,NaN,63,15,37
1638,,NaN,,,,,NaN,,NaN,NaN,,,
1639,3,NaN,53,71,96,,NaN,112,NaN,NaN,63,15,37
1640,,NaN,,,,,NaN,,NaN,NaN,,,
1641,3,NaN,53,71,96,,NaN,113,NaN,NaN,63,15,37
1642,,NaN,,,,,NaN,,NaN,NaN,,,
1643,3,NaN,54,71,96,,NaN,113,NaN,NaN,63,15,37
1644,,NaN,,,,,NaN,,NaN,NaN,,,
1645,3,NaN,53,71,96,,NaN,113,NaN,NaN,62,15,37
1646,,NaN,,,,,NaN,,NaN,NaN,,,
1647,3,NaN,53,70,96,,NaN,112,NaN,NaN,62,15,37
1648,,NaN,,,,,NaN,,NaN,NaN,,,
1649,2,NaN,55,71,96,,NaN,112,NaN,NaN,62,15,37
1650,,NaN,,,,,NaN,,NaN,NaN,,,
1651,2,NaN,49,70,96,67,NaN,104,NaN,NaN,61,15,37
1652,,NaN,,,,,NaN,,NaN,NaN,,,
1653,1,NaN,51,70,95,67,NaN,115,NaN,NaN,62,15,37
1654,,NaN,,,,,NaN,,NaN,NaN,,,
1655,1,NaN,51,71,95,67,NaN,112,NaN,NaN,62,15,37
1656,,NaN,,,,,NaN,,NaN,NaN,,,
1657,1,NaN,52,71,95,,NaN,115,NaN,NaN,62,15,37
1658,,NaN,,,,,NaN,,NaN,NaN,,,
1659,1,NaN,51,71,96,,NaN,115,NaN,NaN,63,15,37
1660,,NaN,,,,,NaN,,NaN,NaN,,,
1661,1,NaN,53,71,96,,NaN,116,NaN,NaN,63,15,37
1662,,NaN,,,,,NaN,,NaN,NaN,,,
1663,2,NaN,53,71,95,,NaN,115,NaN,NaN,63,15,37
1664,,NaN,,,,,NaN,,NaN,NaN,,,
1665,2,NaN,52,71,95,,NaN,114,NaN,NaN,63,15,37
1666,,NaN,,,,,NaN,,NaN,NaN,,,
1667,3,NaN,52,71,96,,NaN,113,NaN,NaN,63,15,37
1668,,NaN,,,,,NaN,,NaN,NaN,,,
1669,3,NaN,52,71,96,,NaN,114,NaN,NaN,63,15,37
1670,,NaN,,,,,NaN,,NaN,NaN,,,
1671,11,NaN,52,71,96,,NaN,116,NaN,NaN,63,15,37
1672,,NaN,,,,,NaN,,NaN,NaN,,,
1673,11,NaN,52,71,96,,NaN,114,NaN,NaN,63,15,37
1674,,NaN,,,,,NaN,,NaN,NaN,,,
1675,8,NaN,53,71,96,,NaN,113,NaN,NaN,63,15,37
1676,,NaN,,,,,NaN,,NaN,NaN,,,
1677,8,NaN,53,71,96,,NaN,113,NaN,NaN,63,15,37
1678,,NaN,,,,,NaN,,NaN,NaN,,,
1679,10,NaN,52,72,95,62,NaN,114,NaN,NaN,63,15,37
1680,,NaN,,,,,NaN,,NaN,NaN,,,
1681,10,NaN,54,72,95,62,NaN,113,NaN,NaN,63,15,37
1682,,NaN,,,,,NaN,,NaN,NaN,,,
1683,39,NaN,54,72,95,63,NaN,114,NaN,NaN,63,15,37
1684,,NaN,,,,,NaN,,NaN,NaN,,,
1685,39,NaN,53,72,95,63,NaN,114,NaN,NaN,63,15,37
1686,,NaN,,,,,NaN,,NaN,NaN,,,
1687,92,NaN,54,71,95,63,NaN,113,NaN,NaN,63,15,37
1688,,NaN,,,,,NaN,,NaN,NaN,,,
1689,92,NaN,54,71,95,63,NaN,113,NaN,NaN,63,15,37
1690,,NaN,,,,,NaN,,NaN,NaN,,,
1691,92,NaN,53,72,95,63,NaN,114,NaN,NaN,63,15,37
1692,,NaN,,,,,NaN,,NaN,NaN,,,
1693,82,NaN,52,72,95,63,NaN,114,NaN,NaN,62,15,37
1694,,NaN,,,,,NaN,,NaN,NaN,,,
