time,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ART,SNUADC/ECG_II,Solar8000/ETCO2,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/CVP
12409,89,94,92,14,54,NaN,NaN,32,NaN,68,100,NaN,8
12410,,,,,,NaN,NaN,,NaN,,,NaN,
12411,90,93,92,14,54,NaN,NaN,32,NaN,68,100,NaN,8
12412,,,,,,NaN,NaN,,NaN,,,NaN,
12413,88,93,92,14,53,NaN,NaN,32,NaN,67,100,NaN,8
12414,,,,,,NaN,NaN,,NaN,,,NaN,
12415,90,93,92,14,54,NaN,NaN,32,NaN,67,100,NaN,8
12416,,,,,,NaN,NaN,,NaN,,,NaN,
12417,87,93,92,14,53,NaN,NaN,32,NaN,66,100,NaN,7
12418,,,,,,NaN,NaN,,NaN,,,NaN,
12419,89,93,92,14,54,NaN,NaN,32,NaN,67,100,NaN,7
12420,,,,,,NaN,NaN,,NaN,,,NaN,
12421,89,93,93,14,54,NaN,NaN,32,NaN,67,100,NaN,7
12422,,,,,,NaN,NaN,,NaN,,,NaN,
12423,89,93,93,14,54,NaN,NaN,31,NaN,67,100,NaN,6
12424,,,,,,NaN,NaN,,NaN,,,NaN,
12425,90,93,93,14,54,NaN,NaN,31,NaN,68,100,NaN,6
12426,,,,,,NaN,NaN,,NaN,,,NaN,
12427,88,93,93,14,54,NaN,NaN,31,NaN,67,100,NaN,6
12428,,,,,,NaN,NaN,,NaN,,,NaN,
12429,92,93,93,14,55,NaN,NaN,32,NaN,68,100,NaN,5
12430,,,,,,NaN,NaN,,NaN,,,NaN,
12431,89,93,93,14,54,NaN,NaN,32,NaN,67,100,NaN,5
12432,,,,,,NaN,NaN,,NaN,,,NaN,
12433,92,93,93,14,56,NaN,NaN,32,NaN,69,100,NaN,5
12434,,,,,,NaN,NaN,,NaN,,,NaN,
12435,89,93,93,14,55,NaN,NaN,32,NaN,68,100,NaN,5
12436,,,,,,NaN,NaN,,NaN,,,NaN,
12437,93,93,93,14,56,NaN,NaN,32,NaN,69,100,NaN,5
12438,,,,,,NaN,NaN,,NaN,,,NaN,
12439,90,93,93,14,55,NaN,NaN,32,NaN,68,100,NaN,5
12440,,,,,,NaN,NaN,,NaN,,,NaN,
12441,93,93,93,14,56,NaN,NaN,32,NaN,69,100,NaN,5
12442,,,,,,NaN,NaN,,NaN,,,NaN,
12443,90,93,93,14,55,NaN,NaN,32,NaN,68,100,NaN,5
12444,,,,,,NaN,NaN,,NaN,,,NaN,
12445,90,93,93,14,55,NaN,NaN,32,NaN,68,100,NaN,5
12446,,,,,,NaN,NaN,,NaN,,,NaN,
12447,91,93,93,14,55,NaN,NaN,32,NaN,69,100,NaN,5
12448,,,,,,NaN,NaN,,NaN,,,NaN,
12449,91,93,93,14,56,NaN,NaN,32,NaN,69,100,NaN,5
12450,,,,,,NaN,NaN,,NaN,,,NaN,
12451,93,93,92,14,56,NaN,NaN,31,NaN,70,100,NaN,5
12452,,,,,,NaN,NaN,,NaN,,,NaN,
12453,93,93,92,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12454,,,,,,NaN,NaN,,NaN,,,NaN,
12455,93,93,92,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12456,,,,,,NaN,NaN,,NaN,,,NaN,
12457,92,92,92,14,56,NaN,NaN,31,NaN,69,100,NaN,5
12458,,,,,,NaN,NaN,,NaN,,,NaN,
12459,94,92,92,14,56,NaN,NaN,31,NaN,70,100,NaN,5
12460,,,,,,NaN,NaN,,NaN,,,NaN,
12461,91,93,92,14,56,NaN,NaN,31,NaN,69,100,NaN,5
12462,,,,,,NaN,NaN,,NaN,,,NaN,
12463,94,93,92,14,56,NaN,NaN,31,NaN,70,100,NaN,5
12464,,,,,,NaN,NaN,,NaN,,,NaN,
12465,94,93,92,14,56,NaN,NaN,32,NaN,70,100,NaN,5
12466,,,,,,NaN,NaN,,NaN,,,NaN,
12467,93,92,92,14,56,NaN,NaN,32,NaN,69,100,NaN,5
12468,,,,,,NaN,NaN,,NaN,,,NaN,
12469,89,92,91,14,55,NaN,NaN,32,NaN,68,100,NaN,5
12470,,,,,,NaN,NaN,,NaN,,,NaN,
12471,92,92,92,14,56,NaN,NaN,32,NaN,69,100,NaN,5
12472,,,,,,NaN,NaN,,NaN,,,NaN,
12473,89,92,91,14,54,NaN,NaN,31,NaN,68,100,NaN,5
12474,,,,,,NaN,NaN,,NaN,,,NaN,
12475,90,92,92,14,55,NaN,NaN,31,NaN,68,100,NaN,5
12476,,,,,,NaN,NaN,,NaN,,,NaN,
12477,89,92,91,14,54,NaN,NaN,31,NaN,68,100,NaN,5
12478,,,,,,NaN,NaN,,NaN,,,NaN,
12479,89,92,91,14,54,NaN,NaN,31,NaN,67,100,NaN,5
12480,,,,,,NaN,NaN,,NaN,,,NaN,
12481,88,92,91,14,54,NaN,NaN,31,NaN,67,100,NaN,5
12482,,,,,,NaN,NaN,,NaN,,,NaN,
12483,89,91,91,14,54,NaN,NaN,31,NaN,67,100,NaN,5
12484,,,,,,NaN,NaN,,NaN,,,NaN,
12485,88,92,91,14,54,NaN,NaN,31,NaN,67,100,NaN,5
12486,,,,,,NaN,NaN,,NaN,,,NaN,
12487,88,91,91,14,54,NaN,NaN,31,NaN,67,100,NaN,5
12488,,,,,,NaN,NaN,,NaN,,,NaN,
12489,90,92,91,14,55,NaN,NaN,31,NaN,68,100,NaN,5
12490,,,,,,NaN,NaN,,NaN,,,NaN,
12491,88,92,91,14,55,NaN,NaN,31,NaN,67,100,NaN,5
12492,,,,,,NaN,NaN,,NaN,,,NaN,
12493,91,92,91,14,56,NaN,NaN,31,NaN,69,100,NaN,5
12494,,,,,,NaN,NaN,,NaN,,,NaN,
12495,88,92,92,14,55,NaN,NaN,31,NaN,68,100,NaN,5
12496,,,,,,NaN,NaN,,NaN,,,NaN,
12497,88,92,92,14,55,NaN,NaN,31,NaN,68,100,NaN,5
12498,,,,,,NaN,NaN,,NaN,,,NaN,
12499,89,92,92,14,55,NaN,NaN,31,NaN,68,100,NaN,5
12500,,,,,,NaN,NaN,,NaN,,,NaN,
12501,92,92,92,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12502,,,,,,NaN,NaN,,NaN,,,NaN,
12503,89,93,92,14,56,NaN,NaN,31,NaN,69,100,NaN,5
12504,,,,,,NaN,NaN,,NaN,,,NaN,
12505,91,93,92,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12506,,,,,,NaN,NaN,,NaN,,,NaN,
12507,91,93,92,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12508,,,,,,NaN,NaN,,NaN,,,NaN,
12509,92,93,93,14,58,NaN,NaN,31,NaN,70,100,NaN,5
12510,,,,,,NaN,NaN,,NaN,,,NaN,
12511,91,93,93,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12512,,,,,,NaN,NaN,,NaN,,,NaN,
12513,91,93,93,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12514,,,,,,NaN,NaN,,NaN,,,NaN,
12515,92,93,93,14,57,NaN,NaN,32,NaN,70,100,NaN,5
12516,,,,,,NaN,NaN,,NaN,,,NaN,
12517,92,93,93,14,57,NaN,NaN,32,NaN,70,100,NaN,5
12518,,,,,,NaN,NaN,,NaN,,,NaN,
12519,92,93,93,14,57,NaN,NaN,32,NaN,70,100,NaN,5
12520,,,,,,NaN,NaN,,NaN,,,NaN,
12521,89,93,93,14,55,NaN,NaN,32,NaN,69,100,NaN,5
12522,,,,,,NaN,NaN,,NaN,,,NaN,
12523,93,93,93,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12524,,,,,,NaN,NaN,,NaN,,,NaN,
12525,89,93,93,14,56,NaN,NaN,31,NaN,69,100,NaN,5
12526,,,,,,NaN,NaN,,NaN,,,NaN,
12527,93,93,93,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12528,,,,,,NaN,NaN,,NaN,,,NaN,
12529,89,93,92,14,56,NaN,NaN,32,NaN,69,100,NaN,5
12530,,,,,,NaN,NaN,,NaN,,,NaN,
12531,93,93,93,14,57,NaN,NaN,32,NaN,70,100,NaN,5
12532,,,,,,NaN,NaN,,NaN,,,NaN,
12533,90,93,93,14,56,NaN,NaN,32,NaN,69,100,NaN,5
12534,,,,,,NaN,NaN,,NaN,,,NaN,
12535,91,93,93,14,57,NaN,NaN,32,NaN,70,100,NaN,5
12536,,,,,,NaN,NaN,,NaN,,,NaN,
12537,90,94,93,14,56,NaN,NaN,31,NaN,69,100,NaN,5
12538,,,,,,NaN,NaN,,NaN,,,NaN,
12539,90,93,93,14,57,NaN,NaN,31,NaN,69,100,NaN,5
12540,,,,,,NaN,NaN,,NaN,,,NaN,
12541,91,94,93,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12542,,,,,,NaN,NaN,,NaN,,,NaN,
12543,91,94,93,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12544,,,,,,NaN,NaN,,NaN,,,NaN,
12545,91,94,94,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12546,,,,,,NaN,NaN,,NaN,,,NaN,
12547,90,94,94,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12548,,,,,,NaN,NaN,,NaN,,,NaN,
12549,92,94,94,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12550,,,,,,NaN,NaN,,NaN,,,NaN,
12551,90,94,94,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12552,,,,,,NaN,NaN,,NaN,,,NaN,
12553,93,94,94,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12554,,,,,,NaN,NaN,,NaN,,,NaN,
12555,89,95,94,14,56,NaN,NaN,31,NaN,69,100,NaN,5
12556,,,,,,NaN,NaN,,NaN,,,NaN,
12557,92,94,94,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12558,,,,,,NaN,NaN,,NaN,,,NaN,
12559,89,94,94,14,56,NaN,NaN,31,NaN,69,100,NaN,5
12560,,,,,,NaN,NaN,,NaN,,,NaN,
12561,92,94,94,14,58,NaN,NaN,31,NaN,70,100,NaN,5
12562,,,,,,NaN,NaN,,NaN,,,NaN,
12563,90,95,94,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12564,,,,,,NaN,NaN,,NaN,,,NaN,
12565,92,95,95,14,59,NaN,NaN,31,NaN,71,100,NaN,5
12566,,,,,,NaN,NaN,,NaN,,,NaN,
12567,91,97,96,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12568,,,,,,NaN,NaN,,NaN,,,NaN,
12569,92,97,97,14,59,NaN,NaN,31,NaN,71,100,NaN,5
12570,,,,,,NaN,NaN,,NaN,,,NaN,
12571,91,98,97,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12572,,,,,,NaN,NaN,,NaN,,,NaN,
12573,91,98,97,14,58,NaN,NaN,31,NaN,70,100,NaN,5
12574,,,,,,NaN,NaN,,NaN,,,NaN,
12575,91,98,97,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12576,,,,,,NaN,NaN,,NaN,,,NaN,
12577,90,98,97,14,58,NaN,NaN,31,NaN,70,100,NaN,5
12578,,,,,,NaN,NaN,,NaN,,,NaN,
12579,93,98,97,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12580,,,,,,NaN,NaN,,NaN,,,NaN,
12581,91,98,97,14,58,NaN,NaN,31,NaN,70,100,NaN,5
12582,,,,,,NaN,NaN,,NaN,,,NaN,
12583,94,98,97,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12584,,,,,,NaN,NaN,,NaN,,,NaN,
12585,91,97,96,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12586,,,,,,NaN,NaN,,NaN,,,NaN,
12587,95,96,96,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12588,,,,,,NaN,NaN,,NaN,,,NaN,
12589,91,95,94,14,57,NaN,NaN,31,NaN,71,100,NaN,5
12590,,,,,,NaN,NaN,,NaN,,,NaN,
12591,94,94,94,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12592,,,,,,NaN,NaN,,NaN,,,NaN,
12593,90,94,93,14,56,NaN,NaN,31,NaN,70,100,NaN,5
12594,,,,,,NaN,NaN,,NaN,,,NaN,
12595,91,93,93,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12596,,,,,,NaN,NaN,,NaN,,,NaN,
12597,90,93,92,14,56,NaN,NaN,31,NaN,69,100,NaN,5
12598,,,,,,NaN,NaN,,NaN,,,NaN,
12599,90,93,92,14,56,NaN,NaN,31,NaN,69,100,NaN,5
12600,,,,,,NaN,NaN,,NaN,,,NaN,
12601,89,92,92,14,56,NaN,NaN,31,NaN,69,100,NaN,5
12602,,,,,,NaN,NaN,,NaN,,,NaN,
12603,90,92,92,14,57,NaN,NaN,31,NaN,69,100,NaN,5
12604,,,,,,NaN,NaN,,NaN,,,NaN,
12605,91,93,92,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12606,,,,,,NaN,NaN,,NaN,,,NaN,
12607,91,93,92,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12608,,,,,,NaN,NaN,,NaN,,,NaN,
12609,91,93,92,14,57,NaN,NaN,31,NaN,70,100,NaN,5
12610,,,,,,NaN,NaN,,NaN,,,NaN,
12611,91,93,93,14,58,NaN,NaN,31,NaN,70,100,NaN,5
12612,,,,,,NaN,NaN,,NaN,,,NaN,
12613,95,93,93,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12614,,,,,,NaN,NaN,,NaN,,,NaN,
12615,92,94,93,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12616,,,,,,NaN,NaN,,NaN,,,NaN,
12617,95,94,93,14,60,NaN,NaN,31,NaN,73,100,NaN,5
12618,,,,,,NaN,NaN,,NaN,,,NaN,
12619,95,94,93,14,60,NaN,NaN,31,NaN,73,100,NaN,5
12620,,,,,,NaN,NaN,,NaN,,,NaN,
12621,96,94,93,14,60,NaN,NaN,31,NaN,73,100,NaN,5
12622,,,,,,NaN,NaN,,NaN,,,NaN,
12623,93,94,93,14,58,NaN,NaN,31,NaN,72,100,NaN,5
12624,,,,,,NaN,NaN,,NaN,,,NaN,
12625,95,94,93,14,60,NaN,NaN,31,NaN,73,100,NaN,5
12626,,,,,,NaN,NaN,,NaN,,,NaN,
12627,93,94,93,14,58,NaN,NaN,31,NaN,72,100,NaN,5
12628,,,,,,NaN,NaN,,NaN,,,NaN,
12629,93,94,93,14,58,NaN,NaN,31,NaN,72,100,NaN,5
12630,,,,,,NaN,NaN,,NaN,,,NaN,
12631,94,93,93,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12632,,,,,,NaN,NaN,,NaN,,,NaN,
12633,93,93,92,14,58,NaN,NaN,31,NaN,72,100,NaN,5
12634,,,,,,NaN,NaN,,NaN,,,NaN,
12635,95,93,92,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12636,,,,,,NaN,NaN,,NaN,,,NaN,
12637,93,93,92,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12638,,,,,,NaN,NaN,,NaN,,,NaN,
12639,96,93,92,14,59,NaN,NaN,31,NaN,73,100,NaN,5
12640,,,,,,NaN,NaN,,NaN,,,NaN,
12641,93,92,92,14,58,NaN,NaN,31,NaN,72,100,NaN,5
12642,,,,,,NaN,NaN,,NaN,,,NaN,
12643,96,92,92,14,59,NaN,NaN,31,NaN,73,100,NaN,5
12644,,,,,,NaN,NaN,,NaN,,,NaN,
12645,92,92,92,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12646,,,,,,NaN,NaN,,NaN,,,NaN,
12647,95,93,92,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12648,,,,,,NaN,NaN,,NaN,,,NaN,
12649,92,93,93,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12650,,,,,,NaN,NaN,,NaN,,,NaN,
12651,94,94,94,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12652,,,,,,NaN,NaN,,NaN,,,NaN,
12653,92,95,94,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12654,,,,,,NaN,NaN,,NaN,,,NaN,
12655,94,95,95,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12656,,,,,,NaN,NaN,,NaN,,,NaN,
12657,92,96,95,14,58,NaN,NaN,31,NaN,71,100,NaN,5
12658,,,,,,NaN,NaN,,NaN,,,NaN,
12659,93,96,96,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12660,,,,,,NaN,NaN,,NaN,,,NaN,
12661,94,96,96,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12662,,,,,,NaN,NaN,,NaN,,,NaN,
12663,94,96,96,14,60,NaN,NaN,31,NaN,72,100,NaN,5
12664,,,,,,NaN,NaN,,NaN,,,NaN,
12665,94,97,96,14,60,NaN,NaN,31,NaN,72,100,NaN,5
12666,,,,,,NaN,NaN,,NaN,,,NaN,
12667,93,97,96,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12668,,,,,,NaN,NaN,,NaN,,,NaN,
12669,96,97,96,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12670,,,,,,NaN,NaN,,NaN,,,NaN,
12671,94,97,96,14,60,NaN,NaN,31,NaN,72,100,NaN,5
12672,,,,,,NaN,NaN,,NaN,,,NaN,
12673,96,97,96,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12674,,,,,,NaN,NaN,,NaN,,,NaN,
12675,93,97,96,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12676,,,,,,NaN,NaN,,NaN,,,NaN,
12677,96,97,96,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12678,,,,,,NaN,NaN,,NaN,,,NaN,
12679,93,97,96,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12680,,,,,,NaN,NaN,,NaN,,,NaN,
12681,96,97,97,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12682,,,,,,NaN,NaN,,NaN,,,NaN,
12683,93,97,97,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12684,,,,,,NaN,NaN,,NaN,,,NaN,
12685,95,97,97,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12686,,,,,,NaN,NaN,,NaN,,,NaN,
12687,94,98,97,14,60,NaN,NaN,31,NaN,73,100,NaN,5
12688,,,,,,NaN,NaN,,NaN,,,NaN,
12689,96,98,97,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12690,,,,,,NaN,NaN,,NaN,,,NaN,
12691,95,98,97,14,60,NaN,NaN,31,NaN,73,100,NaN,5
12692,,,,,,NaN,NaN,,NaN,,,NaN,
12693,94,98,97,14,60,NaN,NaN,31,NaN,73,100,NaN,5
12694,,,,,,NaN,NaN,,NaN,,,NaN,
12695,96,98,97,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12696,,,,,,NaN,NaN,,NaN,,,NaN,
12697,93,98,97,14,60,NaN,NaN,31,NaN,72,100,NaN,5
12698,,,,,,NaN,NaN,,NaN,,,NaN,
12699,95,98,97,14,60,NaN,NaN,31,NaN,73,100,NaN,5
12700,,,,,,NaN,NaN,,NaN,,,NaN,
12701,92,98,97,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12702,,,,,,NaN,NaN,,NaN,,,NaN,
12703,96,98,97,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12704,,,,,,NaN,NaN,,NaN,,,NaN,
12705,93,98,97,14,59,NaN,NaN,31,NaN,72,100,NaN,5
12706,,,,,,NaN,NaN,,NaN,,,NaN,
12707,97,98,97,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12708,,,,,,NaN,NaN,,NaN,,,NaN,
12709,97,98,97,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12710,,,,,,NaN,NaN,,NaN,,,NaN,
12711,97,98,97,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12712,,,,,,NaN,NaN,,NaN,,,NaN,
12713,95,98,97,14,60,NaN,NaN,31,NaN,73,100,NaN,5
12714,,,,,,NaN,NaN,,NaN,,,NaN,
12715,97,98,98,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12716,,,,,,NaN,NaN,,NaN,,,NaN,
12717,96,98,98,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12718,,,,,,NaN,NaN,,NaN,,,NaN,
12719,96,98,98,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12720,,,,,,NaN,NaN,,NaN,,,NaN,
12721,96,98,97,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12722,,,,,,NaN,NaN,,NaN,,,NaN,
12723,96,98,97,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12724,,,,,,NaN,NaN,,NaN,,,NaN,
12725,98,98,97,14,62,NaN,NaN,31,NaN,75,100,NaN,5
12726,,,,,,NaN,NaN,,NaN,,,NaN,
12727,95,97,97,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12728,,,,,,NaN,NaN,,NaN,,,NaN,
12729,95,97,97,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12730,,,,,,NaN,NaN,,NaN,,,NaN,
12731,94,97,96,14,60,NaN,NaN,31,NaN,73,100,NaN,5
12732,,,,,,NaN,NaN,,NaN,,,NaN,
12733,98,97,97,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12734,,,,,,NaN,NaN,,NaN,,,NaN,
12735,94,97,97,14,60,NaN,NaN,31,NaN,73,100,NaN,5
12736,,,,,,NaN,NaN,,NaN,,,NaN,
12737,98,98,97,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12738,,,,,,NaN,NaN,,NaN,,,NaN,
12739,98,98,97,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12740,,,,,,NaN,NaN,,NaN,,,NaN,
12741,97,98,97,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12742,,,,,,NaN,NaN,,NaN,,,NaN,
12743,95,98,97,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12744,,,,,,NaN,NaN,,NaN,,,NaN,
12745,97,98,97,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12746,,,,,,NaN,NaN,,NaN,,,NaN,
12747,96,98,97,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12748,,,,,,NaN,NaN,,NaN,,,NaN,
12749,96,98,97,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12750,,,,,,NaN,NaN,,NaN,,,NaN,
12751,96,99,98,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12752,,,,,,NaN,NaN,,NaN,,,NaN,
12753,96,99,98,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12754,,,,,,NaN,NaN,,NaN,,,NaN,
12755,99,99,99,14,64,NaN,NaN,31,NaN,76,100,NaN,5
12756,,,,,,NaN,NaN,,NaN,,,NaN,
12757,98,99,99,14,63,NaN,NaN,31,NaN,76,100,NaN,5
12758,,,,,,NaN,NaN,,NaN,,,NaN,
12759,100,100,99,14,64,NaN,NaN,31,NaN,77,100,NaN,5
12760,,,,,,NaN,NaN,,NaN,,,NaN,
12761,97,100,99,14,63,NaN,NaN,31,NaN,75,100,NaN,5
12762,,,,,,NaN,NaN,,NaN,,,NaN,
12763,100,99,99,14,63,NaN,NaN,31,NaN,76,100,NaN,5
12764,,,,,,NaN,NaN,,NaN,,,NaN,
12765,96,99,99,14,61,NaN,NaN,31,NaN,75,100,NaN,5
12766,,,,,,NaN,NaN,,NaN,,,NaN,
12767,99,99,98,14,63,NaN,NaN,31,NaN,75,100,NaN,5
12768,,,,,,NaN,NaN,,NaN,,,NaN,
12769,95,99,98,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12770,,,,,,NaN,NaN,,NaN,,,NaN,
12771,99,99,98,14,63,NaN,NaN,31,NaN,75,100,NaN,5
12772,,,,,,NaN,NaN,,NaN,,,NaN,
12773,96,99,98,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12774,,,,,,NaN,NaN,,NaN,,,NaN,
12775,97,99,98,14,62,NaN,NaN,31,NaN,75,100,NaN,5
12776,,,,,,NaN,NaN,,NaN,,,NaN,
12777,95,99,98,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12778,,,,,,NaN,NaN,,NaN,,,NaN,
12779,96,99,99,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12780,,,,,,NaN,NaN,,NaN,,,NaN,
12781,96,99,98,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12782,,,,,,NaN,NaN,,NaN,,,NaN,
12783,96,99,99,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12784,,,,,,NaN,NaN,,NaN,,,NaN,
12785,96,99,99,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12786,,,,,,NaN,NaN,,NaN,,,NaN,
12787,96,99,99,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12788,,,,,,NaN,NaN,,NaN,,,NaN,
12789,98,99,99,14,63,NaN,NaN,31,NaN,75,100,NaN,5
12790,,,,,,NaN,NaN,,NaN,,,NaN,
12791,96,99,99,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12792,,,,,,NaN,NaN,,NaN,,,NaN,
12793,99,100,99,14,64,NaN,NaN,31,NaN,76,100,NaN,5
12794,,,,,,NaN,NaN,,NaN,,,NaN,
12795,96,99,99,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12796,,,,,,NaN,NaN,,NaN,,,NaN,
12797,96,99,99,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12798,,,,,,NaN,NaN,,NaN,,,NaN,
12799,95,99,99,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12800,,,,,,NaN,NaN,,NaN,,,NaN,
12801,98,99,99,14,63,NaN,NaN,31,NaN,75,100,NaN,5
12802,,,,,,NaN,NaN,,NaN,,,NaN,
12803,95,99,99,14,62,NaN,NaN,31,NaN,74,100,NaN,5
12804,,,,,,NaN,NaN,,NaN,,,NaN,
12805,98,99,99,14,63,NaN,NaN,31,NaN,75,100,NaN,5
12806,,,,,,NaN,NaN,,NaN,,,NaN,
12807,98,99,99,14,63,NaN,NaN,31,NaN,75,100,NaN,5
12808,,,,,,NaN,NaN,,NaN,,,NaN,
12809,98,100,99,14,64,NaN,NaN,31,NaN,75,100,NaN,5
12810,,,,,,NaN,NaN,,NaN,,,NaN,
12811,98,100,100,14,64,NaN,NaN,31,NaN,76,100,NaN,5
12812,,,,,,NaN,NaN,,NaN,,,NaN,
12813,97,100,100,14,63,NaN,NaN,31,NaN,75,100,NaN,5
12814,,,,,,NaN,NaN,,NaN,,,NaN,
12815,98,100,100,14,63,NaN,NaN,31,NaN,76,100,NaN,5
12816,,,,,,NaN,NaN,,NaN,,,NaN,
12817,96,100,99,14,62,NaN,NaN,31,NaN,75,100,NaN,5
12818,,,,,,NaN,NaN,,NaN,,,NaN,
12819,99,100,99,14,63,NaN,NaN,31,NaN,76,100,NaN,5
12820,,,,,,NaN,NaN,,NaN,,,NaN,
12821,94,99,99,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12822,,,,,,NaN,NaN,,NaN,,,NaN,
12823,98,99,99,14,62,NaN,NaN,31,NaN,75,100,NaN,5
12824,,,,,,NaN,NaN,,NaN,,,NaN,
12825,94,99,99,14,61,NaN,NaN,31,NaN,73,100,NaN,5
12826,,,,,,NaN,NaN,,NaN,,,NaN,
12827,98,99,99,14,63,NaN,NaN,31,NaN,75,100,NaN,5
12828,,,,,,NaN,NaN,,NaN,,,NaN,
12829,94,99,98,14,61,NaN,NaN,31,NaN,74,100,NaN,5
12830,,,,,,NaN,NaN,,NaN,,,NaN,
12831,97,99,99,14,63,NaN,NaN,31,NaN,75,100,NaN,5
12832,,,,,,NaN,NaN,,NaN,,,NaN,
12833,94,99,99,14,61,NaN,NaN,31,NaN,73,100,NaN,5
