time,SNUADC/ART,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/HR,Solar8000/PLETH_SPO2,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ECG_II,Solar8000/CVP
5861,NaN,NaN,,,,,NaN,,,,,NaN,
5862,NaN,NaN,100,130,94,99,NaN,82,12,34,94,NaN,8
5863,NaN,NaN,,,,,NaN,,,,,NaN,
5864,NaN,NaN,99,128,94,100,NaN,81,12,34,94,NaN,8
5865,NaN,NaN,,,,,NaN,,,,,NaN,
5866,NaN,NaN,100,130,94,100,NaN,83,12,34,95,NaN,8
5867,NaN,NaN,,,,,NaN,,,,,NaN,
5868,NaN,NaN,101,130,94,100,NaN,82,12,34,95,NaN,8
5869,NaN,NaN,,,,,NaN,,,,,NaN,
5870,NaN,NaN,100,129,95,100,NaN,82,12,34,95,NaN,8
5871,NaN,NaN,,,,,NaN,,,,,NaN,
5872,NaN,NaN,101,131,95,100,NaN,83,12,34,96,NaN,8
5873,NaN,NaN,,,,,NaN,,,,,NaN,
5874,NaN,NaN,100,129,96,100,NaN,82,12,34,96,NaN,8
5875,NaN,NaN,,,,,NaN,,,,,NaN,
5876,NaN,NaN,100,130,96,100,NaN,82,12,34,96,NaN,8
5877,NaN,NaN,,,,,NaN,,,,,NaN,
5878,NaN,NaN,100,130,96,100,NaN,82,12,34,96,NaN,8
5879,NaN,NaN,,,,,NaN,,,,,NaN,
5880,NaN,NaN,99,129,95,100,NaN,81,12,34,95,NaN,8
5881,NaN,NaN,,,,,NaN,,,,,NaN,
5882,NaN,NaN,100,130,95,100,NaN,82,12,34,95,NaN,8
5883,NaN,NaN,,,,,NaN,,,,,NaN,
5884,NaN,NaN,99,128,95,100,NaN,80,12,34,95,NaN,8
5885,NaN,NaN,,,,,NaN,,,,,NaN,
5886,NaN,NaN,99,128,94,100,NaN,81,12,34,95,NaN,8
5887,NaN,NaN,,,,,NaN,,,,,NaN,
5888,NaN,NaN,99,128,93,100,NaN,80,12,34,94,NaN,8
5889,NaN,NaN,,,,,NaN,,,,,NaN,
5890,NaN,NaN,98,127,93,100,NaN,80,12,34,93,NaN,8
5891,NaN,NaN,,,,,NaN,,,,,NaN,
5892,NaN,NaN,99,130,93,100,NaN,81,12,34,93,NaN,8
5893,NaN,NaN,,,,,NaN,,,,,NaN,
5894,NaN,NaN,98,127,93,100,NaN,79,12,34,94,NaN,8
5895,NaN,NaN,,,,,NaN,,,,,NaN,
5896,NaN,NaN,98,127,93,100,NaN,80,12,34,93,NaN,8
5897,NaN,NaN,,,,,NaN,,,,,NaN,
5898,NaN,NaN,99,129,93,100,NaN,80,12,34,94,NaN,8
5899,NaN,NaN,,,,,NaN,,,,,NaN,
5900,NaN,NaN,98,127,93,100,NaN,80,12,34,93,NaN,8
5901,NaN,NaN,,,,,NaN,,,,,NaN,
5902,NaN,NaN,99,130,93,100,NaN,81,12,34,93,NaN,8
5903,NaN,NaN,,,,,NaN,,,,,NaN,
5904,NaN,NaN,98,127,93,100,NaN,80,12,34,93,NaN,8
5905,NaN,NaN,,,,,NaN,,,,,NaN,
5906,NaN,NaN,99,129,93,100,NaN,82,12,34,94,NaN,8
5907,NaN,NaN,,,,,NaN,,,,,NaN,
5908,NaN,NaN,99,129,94,100,NaN,81,12,34,94,NaN,8
5909,NaN,NaN,,,,,NaN,,,,,NaN,
5910,NaN,NaN,98,128,94,100,NaN,80,12,34,94,NaN,8
5911,NaN,NaN,,,,,NaN,,,,,NaN,
5912,NaN,NaN,99,129,94,100,NaN,81,12,34,94,NaN,8
5913,NaN,NaN,,,,,NaN,,,,,NaN,
5914,NaN,NaN,98,128,93,100,NaN,79,12,34,94,NaN,8
5915,NaN,NaN,,,,,NaN,,,,,NaN,
5916,NaN,NaN,98,128,93,100,NaN,80,12,34,94,NaN,8
5917,NaN,NaN,,,,,NaN,,,,,NaN,
5918,NaN,NaN,99,129,93,100,NaN,80,12,34,93,NaN,8
5919,NaN,NaN,,,,,NaN,,,,,NaN,
5920,NaN,NaN,98,127,92,100,NaN,80,12,34,93,NaN,8
5921,NaN,NaN,,,,,NaN,,,,,NaN,
5922,NaN,NaN,99,130,92,100,NaN,81,12,34,93,NaN,8
5923,NaN,NaN,,,,,NaN,,,,,NaN,
5924,NaN,NaN,98,127,93,100,NaN,80,12,34,93,NaN,8
5925,NaN,NaN,,,,,NaN,,,,,NaN,
5926,NaN,NaN,98,128,93,100,NaN,81,12,34,93,NaN,8
5927,NaN,NaN,,,,,NaN,,,,,NaN,
5928,NaN,NaN,99,129,93,100,NaN,81,12,34,93,NaN,8
5929,NaN,NaN,,,,,NaN,,,,,NaN,
5930,NaN,NaN,98,128,93,100,NaN,80,12,34,93,NaN,8
5931,NaN,NaN,,,,,NaN,,,,,NaN,
5932,NaN,NaN,99,129,93,100,NaN,82,12,34,94,NaN,8
5933,NaN,NaN,,,,,NaN,,,,,NaN,
5934,NaN,NaN,98,128,93,100,NaN,80,12,34,94,NaN,8
5935,NaN,NaN,,,,,NaN,,,,,NaN,
5936,NaN,NaN,99,128,93,100,NaN,81,12,34,94,NaN,8
5937,NaN,NaN,,,,,NaN,,,,,NaN,
5938,NaN,NaN,98,128,93,100,NaN,80,12,34,94,NaN,8
5939,NaN,NaN,,,,,NaN,,,,,NaN,
5940,NaN,NaN,98,127,93,100,NaN,80,12,34,94,NaN,8
5941,NaN,NaN,,,,,NaN,,,,,NaN,
5942,NaN,NaN,103,130,94,100,NaN,91,12,34,94,NaN,8
5943,NaN,NaN,,,,,NaN,,,,,NaN,
5944,NaN,NaN,139,197,94,99,NaN,170,12,34,94,NaN,8
5945,NaN,NaN,,,,,NaN,,,,,NaN,
5946,NaN,NaN,192,247,94,99,NaN,234,12,34,94,NaN,8
5947,NaN,NaN,,,,,NaN,,,,,NaN,
5948,NaN,NaN,207,258,94,99,NaN,226,12,34,94,NaN,8
5949,NaN,NaN,,,,,NaN,,,,,NaN,
5950,NaN,NaN,221,268,94,100,NaN,238,12,34,94,NaN,8
5951,NaN,NaN,,,,,NaN,,,,,NaN,
5952,NaN,NaN,231,271,94,100,NaN,244,12,34,95,NaN,8
5953,NaN,NaN,,,,,NaN,,,,,NaN,
5954,NaN,NaN,239,267,95,100,NaN,252,12,34,95,NaN,8
5955,NaN,NaN,,,,,NaN,,,,,NaN,
5956,NaN,NaN,248,264,95,100,NaN,256,12,34,96,NaN,8
5957,NaN,NaN,,,,,NaN,,,,,NaN,
5958,NaN,NaN,232,264,95,100,NaN,169,12,34,96,NaN,8
5959,NaN,NaN,,,,,NaN,,,,,NaN,
5960,NaN,NaN,141,136,95,100,NaN,87,12,34,95,NaN,8
5961,NaN,NaN,,,,,NaN,,,,,NaN,
5962,NaN,NaN,118,131,95,100,NaN,82,12,34,95,NaN,8
5963,NaN,NaN,,,,,NaN,,,,,NaN,
5964,NaN,NaN,106,128,95,100,NaN,80,12,34,95,NaN,8
5965,NaN,NaN,,,,,NaN,,,,,NaN,
5966,NaN,NaN,102,128,94,100,NaN,81,12,34,95,NaN,8
5967,NaN,NaN,,,,,NaN,,,,,NaN,
5968,NaN,NaN,103,129,94,100,NaN,88,12,34,95,NaN,8
5969,NaN,NaN,,,,,NaN,,,,,NaN,
5970,NaN,NaN,103,,94,100,NaN,,12,34,95,NaN,8
5971,NaN,NaN,,,,,NaN,,,,,NaN,
5972,NaN,NaN,261,,94,100,NaN,,12,34,94,NaN,8
5973,NaN,NaN,,,,,NaN,,,,,NaN,
5974,NaN,NaN,261,,94,100,NaN,,12,34,94,NaN,8
5975,NaN,NaN,,,,,NaN,,,,,NaN,
5976,NaN,NaN,226,,94,100,NaN,,12,34,94,NaN,8
5977,NaN,NaN,,,,,NaN,,,,,NaN,
5978,NaN,NaN,170,,94,100,NaN,,12,34,94,NaN,8
5979,NaN,NaN,,,,,NaN,,,,,NaN,
5980,NaN,NaN,141,,94,100,NaN,,12,34,94,NaN,8
5981,NaN,NaN,,,,,NaN,,,,,NaN,
5982,NaN,NaN,169,,94,100,NaN,,12,34,95,NaN,8
5983,NaN,NaN,,,,,NaN,,,,,NaN,
5984,NaN,NaN,192,,94,100,NaN,,12,34,95,NaN,8
5985,NaN,NaN,,,,,NaN,,,,,NaN,
5986,NaN,NaN,150,,94,100,NaN,,12,34,95,NaN,8
5987,NaN,NaN,,,,,NaN,,,,,NaN,
5988,NaN,NaN,115,130,94,100,NaN,82,12,34,94,NaN,8
5989,NaN,NaN,,,,,NaN,,,,,NaN,
5990,NaN,NaN,106,129,94,100,NaN,82,12,34,95,NaN,8
5991,NaN,NaN,,,,,NaN,,,,,NaN,
5992,NaN,NaN,104,132,95,100,NaN,84,12,34,95,NaN,8
5993,NaN,NaN,,,,,NaN,,,,,NaN,
5994,NaN,NaN,103,,95,100,NaN,,12,34,96,NaN,8
5995,NaN,NaN,,,,,NaN,,,,,NaN,
5996,NaN,NaN,246,,95,100,NaN,,12,34,96,NaN,8
5997,NaN,NaN,,,,,NaN,,,,,NaN,
5998,NaN,NaN,246,,95,100,NaN,,12,34,96,NaN,8
5999,NaN,NaN,,,,,NaN,,,,,NaN,
6000,NaN,NaN,243,,95,100,NaN,,12,34,95,NaN,8
6001,NaN,NaN,,,,,NaN,,,,,NaN,
6002,NaN,NaN,239,,95,100,NaN,,12,34,95,NaN,8
6003,NaN,NaN,,,,,NaN,,,,,NaN,
6004,NaN,NaN,214,,94,100,NaN,,12,34,95,NaN,8
6005,NaN,NaN,,,,,NaN,,,,,NaN,
6006,NaN,NaN,164,,94,100,NaN,,12,34,94,NaN,8
6007,NaN,NaN,,,,,NaN,,,,,NaN,
6008,NaN,NaN,127,134,94,100,NaN,83,12,34,94,NaN,8
6009,NaN,NaN,,,,,NaN,,,,,NaN,
6010,NaN,NaN,110,128,94,100,NaN,80,12,34,94,NaN,8
6011,NaN,NaN,,,,,NaN,,,,,NaN,
6012,NaN,NaN,104,129,93,100,NaN,81,12,34,94,NaN,8
6013,NaN,NaN,,,,,NaN,,,,,NaN,
6014,NaN,NaN,100,128,93,100,NaN,81,12,34,94,NaN,8
6015,NaN,NaN,,,,,NaN,,,,,NaN,
6016,NaN,NaN,101,131,94,100,NaN,84,12,34,94,NaN,8
6017,NaN,NaN,,,,,NaN,,,,,NaN,
6018,NaN,NaN,103,133,94,100,NaN,86,12,34,95,NaN,8
6019,NaN,NaN,,,,,NaN,,,,,NaN,
6020,NaN,NaN,104,133,96,100,NaN,86,12,34,95,NaN,8
6021,NaN,NaN,,,,,NaN,,,,,NaN,
6022,NaN,NaN,105,136,96,100,NaN,87,12,34,97,NaN,8
6023,NaN,NaN,,,,,NaN,,,,,NaN,
6024,NaN,NaN,104,133,97,100,NaN,84,12,34,97,NaN,8
6025,NaN,NaN,,,,,NaN,,,,,NaN,
6026,NaN,NaN,103,132,97,100,NaN,84,12,34,97,NaN,8
6027,NaN,NaN,,,,,NaN,,,,,NaN,
6028,NaN,NaN,102,132,96,100,NaN,82,12,34,97,NaN,8
6029,NaN,NaN,,,,,NaN,,,,,NaN,
6030,NaN,NaN,100,129,96,100,NaN,81,12,34,96,NaN,8
6031,NaN,NaN,,,,,NaN,,,,,NaN,
6032,NaN,NaN,101,132,95,100,NaN,82,12,34,96,NaN,8
6033,NaN,NaN,,,,,NaN,,,,,NaN,
6034,NaN,NaN,100,130,95,100,NaN,82,12,34,95,NaN,8
6035,NaN,NaN,,,,,NaN,,,,,NaN,
6036,NaN,NaN,101,131,95,100,NaN,83,12,34,95,NaN,8
6037,NaN,NaN,,,,,NaN,,,,,NaN,
6038,NaN,NaN,102,132,95,100,NaN,83,12,34,95,NaN,8
6039,NaN,NaN,,,,,NaN,,,,,NaN,
6040,NaN,NaN,101,130,95,100,NaN,82,12,34,95,NaN,8
6041,NaN,NaN,,,,,NaN,,,,,NaN,
6042,NaN,NaN,102,132,94,100,NaN,84,12,34,95,NaN,8
6043,NaN,NaN,,,,,NaN,,,,,NaN,
6044,NaN,NaN,101,131,94,100,NaN,82,12,34,95,NaN,8
6045,NaN,NaN,,,,,NaN,,,,,NaN,
6046,NaN,NaN,102,131,95,100,NaN,83,12,34,95,NaN,8
6047,NaN,NaN,,,,,NaN,,,,,NaN,
6048,NaN,NaN,102,132,95,100,NaN,83,12,34,95,NaN,8
6049,NaN,NaN,,,,,NaN,,,,,NaN,
6050,NaN,NaN,101,131,95,100,NaN,82,12,34,95,NaN,8
6051,NaN,NaN,,,,,NaN,,,,,NaN,
6052,NaN,NaN,102,132,95,100,NaN,83,12,34,96,NaN,8
6053,NaN,NaN,,,,,NaN,,,,,NaN,
6054,NaN,NaN,101,130,95,100,NaN,82,12,34,95,NaN,8
6055,NaN,NaN,,,,,NaN,,,,,NaN,
6056,NaN,NaN,101,131,94,100,NaN,83,12,34,95,NaN,8
6057,NaN,NaN,,,,,NaN,,,,,NaN,
6058,NaN,NaN,101,131,95,100,NaN,82,12,34,95,NaN,8
6059,NaN,NaN,,,,,NaN,,,,,NaN,
6060,NaN,NaN,100,130,95,100,NaN,82,12,34,95,NaN,8
6061,NaN,NaN,,,,,NaN,,,,,NaN,
6062,NaN,NaN,102,132,95,100,NaN,83,12,34,95,NaN,8
6063,NaN,NaN,,,,,NaN,,,,,NaN,
6064,NaN,NaN,101,130,95,100,NaN,82,12,34,95,NaN,8
6065,NaN,NaN,,,,,NaN,,,,,NaN,
6066,NaN,NaN,101,131,94,100,NaN,83,12,34,95,NaN,8
6067,NaN,NaN,,,,,NaN,,,,,NaN,
6068,NaN,NaN,101,131,94,100,NaN,82,12,34,95,NaN,8
6069,NaN,NaN,,,,,NaN,,,,,NaN,
6070,NaN,NaN,101,130,94,100,NaN,82,12,34,95,NaN,8
6071,NaN,NaN,,,,,NaN,,,,,NaN,
6072,NaN,NaN,102,133,94,100,NaN,83,12,34,95,NaN,8
6073,NaN,NaN,,,,,NaN,,,,,NaN,
6074,NaN,NaN,101,130,94,100,NaN,82,12,34,94,NaN,8
6075,NaN,NaN,,,,,NaN,,,,,NaN,
6076,NaN,NaN,101,131,94,100,NaN,83,12,34,94,NaN,8
6077,NaN,NaN,,,,,NaN,,,,,NaN,
6078,NaN,NaN,101,132,94,100,NaN,82,12,34,95,NaN,8
6079,NaN,NaN,,,,,NaN,,,,,NaN,
6080,NaN,NaN,100,130,94,100,NaN,81,12,34,94,NaN,8
6081,NaN,NaN,,,,,NaN,,,,,NaN,
6082,NaN,NaN,101,132,94,100,NaN,82,12,34,95,NaN,8
6083,NaN,NaN,,,,,NaN,,,,,NaN,
6084,NaN,NaN,100,129,94,100,NaN,81,12,34,95,NaN,8
6085,NaN,NaN,,,,,NaN,,,,,NaN,
6086,NaN,NaN,100,130,94,100,NaN,83,12,34,94,NaN,8
6087,NaN,NaN,,,,,NaN,,,,,NaN,
6088,NaN,NaN,101,132,94,100,NaN,83,12,34,94,NaN,8
6089,NaN,NaN,,,,,NaN,,,,,NaN,
6090,NaN,NaN,101,131,94,100,NaN,83,12,34,94,NaN,8
6091,NaN,NaN,,,,,NaN,,,,,NaN,
6092,NaN,NaN,102,133,94,100,NaN,85,12,34,95,NaN,8
6093,NaN,NaN,,,,,NaN,,,,,NaN,
6094,NaN,NaN,102,131,95,100,NaN,82,12,34,95,NaN,8
6095,NaN,NaN,,,,,NaN,,,,,NaN,
6096,NaN,NaN,101,131,95,100,NaN,83,12,34,95,NaN,8
6097,NaN,NaN,,,,,NaN,,,,,NaN,
6098,NaN,NaN,101,132,94,100,NaN,83,12,34,95,NaN,8
6099,NaN,NaN,,,,,NaN,,,,,NaN,
6100,NaN,NaN,101,131,94,100,NaN,82,12,34,94,NaN,8
6101,NaN,NaN,,,,,NaN,,,,,NaN,
6102,NaN,NaN,102,133,94,100,NaN,84,12,34,94,NaN,8
6103,NaN,NaN,,,,,NaN,,,,,NaN,
6104,NaN,NaN,101,131,94,100,NaN,82,12,34,95,NaN,8
6105,NaN,NaN,,,,,NaN,,,,,NaN,
6106,NaN,NaN,101,132,94,100,NaN,83,12,34,94,NaN,8
6107,NaN,NaN,,,,,NaN,,,,,NaN,
6108,NaN,NaN,101,131,94,100,NaN,83,12,34,94,NaN,8
6109,NaN,NaN,,,,,NaN,,,,,NaN,
6110,NaN,NaN,101,131,94,100,NaN,83,12,34,94,NaN,8
6111,NaN,NaN,,,,,NaN,,,,,NaN,
6112,NaN,NaN,102,133,94,100,NaN,84,12,34,95,NaN,8
6113,NaN,NaN,,,,,NaN,,,,,NaN,
6114,NaN,NaN,101,131,94,100,NaN,83,12,34,95,NaN,8
6115,NaN,NaN,,,,,NaN,,,,,NaN,
6116,NaN,NaN,102,132,94,100,NaN,84,12,34,94,NaN,8
6117,NaN,NaN,,,,,NaN,,,,,NaN,
6118,NaN,NaN,103,133,94,100,NaN,84,12,34,95,NaN,8
6119,NaN,NaN,,,,,NaN,,,,,NaN,
6120,NaN,NaN,102,131,94,100,NaN,83,12,34,94,NaN,8
6121,NaN,NaN,,,,,NaN,,,,,NaN,
6122,NaN,NaN,102,133,94,100,NaN,84,12,34,95,NaN,8
6123,NaN,NaN,,,,,NaN,,,,,NaN,
6124,NaN,NaN,101,131,94,100,NaN,82,12,34,94,NaN,8
6125,NaN,NaN,,,,,NaN,,,,,NaN,
6126,NaN,NaN,101,131,94,100,NaN,82,12,34,94,NaN,8
6127,NaN,NaN,,,,,NaN,,,,,NaN,
6128,NaN,NaN,101,132,93,100,NaN,82,12,34,94,NaN,8
6129,NaN,NaN,,,,,NaN,,,,,NaN,
6130,NaN,NaN,101,130,93,100,NaN,82,12,34,93,NaN,8
6131,NaN,NaN,,,,,NaN,,,,,NaN,
6132,NaN,NaN,102,132,92,100,NaN,83,12,34,93,NaN,8
6133,NaN,NaN,,,,,NaN,,,,,NaN,
6134,NaN,NaN,101,131,93,100,NaN,82,12,34,93,NaN,8
6135,NaN,NaN,,,,,NaN,,,,,NaN,
6136,NaN,NaN,101,130,93,100,NaN,82,12,34,93,NaN,8
6137,NaN,NaN,,,,,NaN,,,,,NaN,
6138,NaN,NaN,102,132,93,100,NaN,83,12,34,93,NaN,8
6139,NaN,NaN,,,,,NaN,,,,,NaN,
6140,NaN,NaN,101,131,93,100,NaN,84,12,34,93,NaN,8
6141,NaN,NaN,,,,,NaN,,,,,NaN,
6142,NaN,NaN,103,135,93,100,NaN,85,12,34,94,NaN,8
6143,NaN,NaN,,,,,NaN,,,,,NaN,
6144,NaN,NaN,102,132,94,100,NaN,83,12,34,94,NaN,8
6145,NaN,NaN,,,,,NaN,,,,,NaN,
6146,NaN,NaN,102,132,94,100,NaN,84,12,34,94,NaN,8
6147,NaN,NaN,,,,,NaN,,,,,NaN,
6148,NaN,NaN,103,134,94,100,NaN,84,12,34,95,NaN,8
6149,NaN,NaN,,,,,NaN,,,,,NaN,
6150,NaN,NaN,102,132,94,100,NaN,84,12,34,94,NaN,8
6151,NaN,NaN,,,,,NaN,,,,,NaN,
6152,NaN,NaN,103,135,94,100,NaN,85,12,34,95,NaN,8
6153,NaN,NaN,,,,,NaN,,,,,NaN,
6154,NaN,NaN,102,132,94,100,NaN,83,12,34,94,NaN,8
6155,NaN,NaN,,,,,NaN,,,,,NaN,
6156,NaN,NaN,103,133,94,100,NaN,84,12,34,94,NaN,8
6157,NaN,NaN,,,,,NaN,,,,,NaN,
6158,NaN,NaN,103,133,94,100,NaN,84,12,34,94,NaN,8
6159,NaN,NaN,,,,,NaN,,,,,NaN,
6160,NaN,NaN,102,132,94,100,NaN,83,12,34,94,NaN,8
6161,NaN,NaN,,,,,NaN,,,,,NaN,
6162,NaN,NaN,103,135,93,100,NaN,84,12,34,94,NaN,8
6163,NaN,NaN,,,,,NaN,,,,,NaN,
6164,NaN,NaN,102,132,93,100,NaN,83,12,34,94,NaN,8
6165,NaN,NaN,,,,,NaN,,,,,NaN,
6166,NaN,NaN,102,132,93,100,NaN,83,12,34,93,NaN,8
6167,NaN,NaN,,,,,NaN,,,,,NaN,
6168,NaN,NaN,101,132,92,100,NaN,82,12,34,93,NaN,8
6169,NaN,NaN,,,,,NaN,,,,,NaN,
6170,NaN,NaN,101,131,92,100,NaN,82,12,34,91,NaN,8
6171,NaN,NaN,,,,,NaN,,,,,NaN,
6172,NaN,NaN,102,134,92,100,NaN,84,12,34,92,NaN,8
6173,NaN,NaN,,,,,NaN,,,,,NaN,
6174,NaN,NaN,101,132,92,100,NaN,83,12,34,92,NaN,8
6175,NaN,NaN,,,,,NaN,,,,,NaN,
6176,NaN,NaN,102,133,92,100,NaN,84,12,34,93,NaN,8
6177,NaN,NaN,,,,,NaN,,,,,NaN,
6178,NaN,NaN,103,134,93,99,NaN,84,12,34,93,NaN,8
6179,NaN,NaN,,,,,NaN,,,,,NaN,
6180,NaN,NaN,102,133,93,99,NaN,83,12,34,93,NaN,8
6181,NaN,NaN,,,,,NaN,,,,,NaN,
6182,NaN,NaN,103,134,93,100,NaN,84,12,34,94,NaN,8
6183,NaN,NaN,,,,,NaN,,,,,NaN,
6184,NaN,NaN,101,131,93,100,NaN,82,12,34,93,NaN,8
6185,NaN,NaN,,,,,NaN,,,,,NaN,
6186,NaN,NaN,101,132,93,100,NaN,83,12,34,93,NaN,8
6187,NaN,NaN,,,,,NaN,,,,,NaN,
6188,NaN,NaN,102,133,93,100,NaN,84,12,34,93,NaN,8
6189,NaN,NaN,,,,,NaN,,,,,NaN,
6190,NaN,NaN,103,133,93,100,NaN,85,12,34,93,NaN,8
6191,NaN,NaN,,,,,NaN,,,,,NaN,
6192,NaN,NaN,104,136,94,100,NaN,86,12,34,94,NaN,8
6193,NaN,NaN,,,,,NaN,,,,,NaN,
6194,NaN,NaN,103,134,94,100,NaN,85,12,34,94,NaN,8
6195,NaN,NaN,,,,,NaN,,,,,NaN,
6196,NaN,NaN,104,135,94,100,NaN,86,12,34,94,NaN,8
6197,NaN,NaN,,,,,NaN,,,,,NaN,
6198,NaN,NaN,105,136,94,100,NaN,86,12,34,94,NaN,8
6199,NaN,NaN,,,,,NaN,,,,,NaN,
6200,NaN,NaN,104,134,94,100,NaN,86,12,34,94,NaN,8
6201,NaN,NaN,,,,,NaN,,,,,NaN,
6202,NaN,NaN,105,136,94,100,NaN,87,12,34,95,NaN,8
6203,NaN,NaN,,,,,NaN,,,,,NaN,
6204,NaN,NaN,104,135,94,100,NaN,86,12,34,94,NaN,8
6205,NaN,NaN,,,,,NaN,,,,,NaN,
6206,NaN,NaN,105,135,94,100,NaN,87,12,34,95,NaN,8
6207,NaN,NaN,,,,,NaN,,,,,NaN,
6208,NaN,NaN,106,136,94,100,NaN,87,12,34,95,NaN,8
6209,NaN,NaN,,,,,NaN,,,,,NaN,
6210,NaN,NaN,105,135,94,100,NaN,87,12,34,94,NaN,8
6211,NaN,NaN,,,,,NaN,,,,,NaN,
6212,NaN,NaN,106,137,94,100,NaN,88,12,34,95,NaN,8
6213,NaN,NaN,,,,,NaN,,,,,NaN,
6214,NaN,NaN,106,136,94,100,NaN,87,12,34,95,NaN,8
6215,NaN,NaN,,,,,NaN,,,,,NaN,
6216,NaN,NaN,106,136,94,100,NaN,88,12,34,95,NaN,8
6217,NaN,NaN,,,,,NaN,,,,,NaN,
6218,NaN,NaN,106,137,94,100,NaN,87,12,34,95,NaN,8
6219,NaN,NaN,,,,,NaN,,,,,NaN,
6220,NaN,NaN,105,135,94,100,NaN,87,12,34,95,NaN,8
6221,NaN,NaN,,,,,NaN,,,,,NaN,
6222,NaN,NaN,106,138,94,100,NaN,88,12,34,95,NaN,8
6223,NaN,NaN,,,,,NaN,,,,,NaN,
6224,NaN,NaN,105,135,94,100,NaN,86,12,34,95,NaN,8
6225,NaN,NaN,,,,,NaN,,,,,NaN,
6226,NaN,NaN,105,135,94,100,NaN,86,12,34,95,NaN,8
6227,NaN,NaN,,,,,NaN,,,,,NaN,
6228,NaN,NaN,106,137,94,100,NaN,86,12,34,95,NaN,8
6229,NaN,NaN,,,,,NaN,,,,,NaN,
6230,NaN,NaN,104,135,94,100,NaN,86,12,34,94,NaN,8
6231,NaN,NaN,,,,,NaN,,,,,NaN,
6232,NaN,NaN,106,137,94,100,NaN,87,12,34,95,NaN,8
6233,NaN,NaN,,,,,NaN,,,,,NaN,
6234,NaN,NaN,105,135,94,100,NaN,86,12,34,95,NaN,8
6235,NaN,NaN,,,,,NaN,,,,,NaN,
6236,NaN,NaN,106,136,94,100,NaN,87,12,34,95,NaN,8
6237,NaN,NaN,,,,,NaN,,,,,NaN,
6238,NaN,NaN,106,137,94,100,NaN,87,12,34,95,NaN,8
6239,NaN,NaN,,,,,NaN,,,,,NaN,
6240,NaN,NaN,105,135,94,100,NaN,86,12,34,95,NaN,8
6241,NaN,NaN,,,,,NaN,,,,,NaN,
6242,NaN,NaN,107,138,94,100,NaN,88,12,34,95,NaN,8
6243,NaN,NaN,,,,,NaN,,,,,NaN,
6244,NaN,NaN,106,136,94,100,NaN,87,12,34,95,NaN,8
6245,NaN,NaN,,,,,NaN,,,,,NaN,
6246,NaN,NaN,106,137,94,100,NaN,88,12,34,95,NaN,8
6247,NaN,NaN,,,,,NaN,,,,,NaN,
6248,NaN,NaN,107,138,94,99,NaN,88,12,34,95,NaN,8
6249,NaN,NaN,,,,,NaN,,,,,NaN,
6250,NaN,NaN,106,136,95,100,NaN,88,12,34,95,NaN,8
6251,NaN,NaN,,,,,NaN,,,,,NaN,
6252,NaN,NaN,108,139,95,100,NaN,90,12,34,95,NaN,8
6253,NaN,NaN,,,,,NaN,,,,,NaN,
6254,NaN,NaN,107,137,95,100,NaN,88,12,34,95,NaN,8
6255,NaN,NaN,,,,,NaN,,,,,NaN,
6256,NaN,NaN,107,137,95,100,NaN,88,12,34,95,NaN,8
6257,NaN,NaN,,,,,NaN,,,,,NaN,
6258,NaN,NaN,107,137,95,100,NaN,87,12,34,95,NaN,8
6259,NaN,NaN,,,,,NaN,,,,,NaN,
6260,NaN,NaN,106,135,94,100,NaN,86,12,34,94,NaN,8
6261,NaN,NaN,,,,,NaN,,,,,NaN,
6262,NaN,NaN,106,137,93,100,NaN,87,12,34,94,NaN,8
6263,NaN,NaN,,,,,NaN,,,,,NaN,
6264,NaN,NaN,105,135,93,100,NaN,86,12,34,94,NaN,8
6265,NaN,NaN,,,,,NaN,,,,,NaN,
6266,NaN,NaN,105,135,93,100,NaN,86,12,34,94,NaN,8
6267,NaN,NaN,,,,,NaN,,,,,NaN,
6268,NaN,NaN,106,137,93,100,NaN,86,12,34,94,NaN,8
6269,NaN,NaN,,,,,NaN,,,,,NaN,
6270,NaN,NaN,104,134,93,100,NaN,85,12,34,93,NaN,8
6271,NaN,NaN,,,,,NaN,,,,,NaN,
6272,NaN,NaN,105,137,93,100,NaN,86,12,34,93,NaN,8
6273,NaN,NaN,,,,,NaN,,,,,NaN,
6274,NaN,NaN,104,134,92,100,NaN,85,12,34,93,NaN,8
6275,NaN,NaN,,,,,NaN,,,,,NaN,
6276,NaN,NaN,105,136,92,100,NaN,87,12,34,93,NaN,8
6277,NaN,NaN,,,,,NaN,,,,,NaN,
6278,NaN,NaN,106,137,92,100,NaN,87,12,34,93,NaN,8
6279,NaN,NaN,,,,,NaN,,,,,NaN,
6280,NaN,NaN,106,136,93,100,NaN,87,12,34,93,NaN,8
6281,NaN,NaN,,,,,NaN,,,,,NaN,
6282,NaN,NaN,107,138,93,100,NaN,89,12,34,94,NaN,8
6283,NaN,NaN,,,,,NaN,,,,,NaN,
6284,NaN,NaN,107,137,94,100,NaN,88,12,34,94,NaN,8
6285,NaN,NaN,,,,,NaN,,,,,NaN,
6286,NaN,NaN,107,137,94,100,NaN,88,12,34,94,NaN,8
6287,NaN,NaN,,,,,NaN,,,,,NaN,
