time,Solar8000/HR,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/ART_DBP,Solar8000/PLETH_SPO2,Solar8000/CVP,SNUADC/ART,SNUADC/CVP,Solar8000/PLETH_HR
439,,NaN,,NaN,,,,,,,NaN,NaN,
440,62,NaN,1,NaN,1,,,1,100,0,NaN,NaN,63
441,,NaN,,NaN,,,,,,,NaN,NaN,
442,63,NaN,1,NaN,1,,,1,100,0,NaN,NaN,63
443,,NaN,,NaN,,,,,,,NaN,NaN,
444,64,NaN,1,NaN,1,,,1,100,0,NaN,NaN,63
445,,NaN,,NaN,,,,,,,NaN,NaN,
446,62,NaN,1,NaN,1,,,1,100,0,NaN,NaN,63
447,,NaN,,NaN,,,,,,,NaN,NaN,
448,62,NaN,1,NaN,1,,,1,100,0,NaN,NaN,63
449,,NaN,,NaN,,,,,,,NaN,NaN,
450,62,NaN,1,NaN,1,,,1,100,0,NaN,NaN,63
451,,NaN,,NaN,,,,,,,NaN,NaN,
452,61,NaN,1,NaN,1,,,1,100,0,NaN,NaN,65
453,,NaN,,NaN,,,,,,,NaN,NaN,
454,62,NaN,-7,NaN,-3,,,-74,100,0,NaN,NaN,64
455,,NaN,,NaN,,,,,,,NaN,NaN,
456,62,NaN,21,NaN,1,,,-13,100,0,NaN,NaN,64
457,,NaN,,NaN,,,,,,,NaN,NaN,
458,62,NaN,97,NaN,6,,,-28,100,0,NaN,NaN,64
459,,NaN,,NaN,,,,,,,NaN,NaN,
460,62,NaN,66,NaN,16,,,-5,100,0,NaN,NaN,64
461,,NaN,,NaN,,,,,,,NaN,NaN,
462,62,NaN,43,NaN,26,,,19,100,0,NaN,NaN,61
463,,NaN,,NaN,,,,,,,NaN,NaN,
464,61,NaN,40,NaN,33,,,28,100,0,NaN,NaN,61
465,,NaN,,NaN,,,,,,,NaN,NaN,
466,61,NaN,36,NaN,17,,,-13,100,-12,NaN,NaN,61
467,,NaN,,NaN,,,,,,,NaN,NaN,
468,62,NaN,,NaN,17,,,,100,-12,NaN,NaN,61
469,,NaN,,NaN,,,,,,,NaN,NaN,
470,61,NaN,,NaN,0,,,,100,-11,NaN,NaN,61
471,,NaN,,NaN,,,,,,,NaN,NaN,
472,62,NaN,,NaN,0,,,,100,-11,NaN,NaN,60
473,,NaN,,NaN,,,,,,,NaN,NaN,
474,61,NaN,,NaN,0,,,,100,-10,NaN,NaN,60
475,,NaN,,NaN,,,,,,,NaN,NaN,
476,61,NaN,,NaN,0,,,,100,-10,NaN,NaN,59
477,,NaN,,NaN,,,,,,,NaN,NaN,
478,61,NaN,,NaN,1,,,,100,-10,NaN,NaN,59
479,,NaN,,NaN,,,,,,,NaN,NaN,
480,61,NaN,2,NaN,0,,,-2,100,-10,NaN,NaN,59
481,,NaN,,NaN,,,,,,,NaN,NaN,
482,61,NaN,1,NaN,1,,,-2,100,-10,NaN,NaN,60
483,,NaN,,NaN,,,,,,,NaN,NaN,
484,61,NaN,1,NaN,1,,,-2,100,-10,NaN,NaN,60
485,,NaN,,NaN,,,,,,,NaN,NaN,
486,61,NaN,1,NaN,1,,,-2,100,-10,NaN,NaN,62
487,,NaN,,NaN,,,,,,,NaN,NaN,
488,62,NaN,1,NaN,1,,,-2,100,-10,NaN,NaN,61
489,,NaN,,NaN,,,,,,,NaN,NaN,
490,60,NaN,1,NaN,1,,,-2,100,-11,NaN,NaN,61
491,,NaN,,NaN,,,,,,,NaN,NaN,
492,59,NaN,1,NaN,1,,,1,100,-11,NaN,NaN,59
493,,NaN,,NaN,,,,,,,NaN,NaN,
494,60,NaN,0,NaN,1,,,-2,100,-10,NaN,NaN,60
495,,NaN,,NaN,,,,,,,NaN,NaN,
496,58,NaN,0,NaN,1,,,-2,100,-10,NaN,NaN,59
497,,NaN,,NaN,,,,,,,NaN,NaN,
498,60,NaN,1,NaN,1,,,1,100,-10,NaN,NaN,60
499,,NaN,,NaN,,,,,,,NaN,NaN,
500,60,NaN,1,NaN,1,,,1,100,-10,NaN,NaN,60
501,,NaN,,NaN,,,,,,,NaN,NaN,
502,59,NaN,1,NaN,1,,,1,100,-10,NaN,NaN,60
503,,NaN,,NaN,,,,,,,NaN,NaN,
504,59,NaN,1,NaN,1,,,1,100,-11,NaN,NaN,60
505,,NaN,,NaN,,,,,,,NaN,NaN,
506,59,NaN,-2,NaN,-2,,,-2,100,-11,NaN,NaN,60
507,,NaN,,NaN,,,,,,,NaN,NaN,
508,59,NaN,-2,NaN,-2,,,-2,100,-11,NaN,NaN,60
509,,NaN,,NaN,,,,,,,NaN,NaN,
510,59,NaN,-2,NaN,-2,,,-2,100,-11,NaN,NaN,60
511,,NaN,,NaN,,,,,,,NaN,NaN,
512,59,NaN,-2,NaN,-2,,,-2,100,-11,NaN,NaN,60
513,,NaN,,NaN,,,,,,,NaN,NaN,
514,59,NaN,4,NaN,-2,,,-6,100,-11,NaN,NaN,60
515,,NaN,,NaN,,,,,,,NaN,NaN,
516,59,NaN,25,NaN,2,,,-10,100,-12,NaN,NaN,60
517,,NaN,,NaN,,,,,,,NaN,NaN,
518,60,NaN,17,NaN,0,,,-12,100,-12,NaN,NaN,60
519,,NaN,,NaN,,,,,,,NaN,NaN,
520,60,NaN,102,NaN,29,,,-94,100,-12,NaN,NaN,60
521,,NaN,,NaN,,,,,,,NaN,NaN,
522,59,NaN,58,NaN,18,,,-22,100,-12,NaN,NaN,60
523,,NaN,,NaN,,,,,,,NaN,NaN,
524,60,NaN,58,NaN,18,,,-22,100,-12,NaN,NaN,60
525,,NaN,,NaN,,,,,,,NaN,NaN,
526,59,NaN,30,NaN,12,,,-8,100,-12,NaN,NaN,59
527,,NaN,,NaN,,,,,,,NaN,NaN,
528,59,NaN,99,NaN,58,,,70,100,-12,NaN,NaN,59
529,,NaN,,NaN,,,,,,,NaN,NaN,
530,59,NaN,128,NaN,74,,,69,100,-12,NaN,NaN,59
531,,NaN,,NaN,,,,,,,NaN,NaN,
532,58,NaN,137,NaN,83,,,69,100,-12,NaN,NaN,59
533,,NaN,,NaN,,,,,,,NaN,NaN,
534,58,NaN,139,NaN,89,,,65,100,-12,NaN,NaN,59
535,,NaN,,NaN,,,,,,,NaN,NaN,
536,59,NaN,146,NaN,91,,,67,100,-12,NaN,NaN,59
537,,NaN,,NaN,,,,,,,NaN,NaN,
538,58,NaN,142,NaN,93,,,68,100,-12,NaN,NaN,59
539,,NaN,,NaN,,,,,,,NaN,NaN,
540,58,NaN,144,NaN,97,,,75,100,-12,NaN,NaN,59
541,,NaN,,NaN,,,,,,,NaN,NaN,
542,58,NaN,144,NaN,97,,,75,100,-12,NaN,NaN,59
543,,NaN,,NaN,,,,,,,NaN,NaN,
544,58,NaN,88,NaN,78,,,53,100,-12,NaN,NaN,59
545,,NaN,,NaN,,,,,,,NaN,NaN,
546,58,NaN,62,NaN,64,,,49,100,-12,NaN,NaN,59
547,,NaN,,NaN,,,,,,,NaN,NaN,
548,58,NaN,58,NaN,60,,,46,100,-12,NaN,NaN,59
549,,NaN,,NaN,,,,,,,NaN,NaN,
550,58,NaN,46,NaN,48,,,40,100,-12,NaN,NaN,59
551,,NaN,,NaN,,,,,,,NaN,NaN,
552,58,NaN,46,NaN,48,,,40,100,-12,NaN,NaN,59
553,,NaN,,NaN,,,,,,,NaN,NaN,
554,57,NaN,42,NaN,42,,,42,100,-12,NaN,NaN,58
555,,NaN,,NaN,,,,,,,NaN,NaN,
556,57,NaN,45,NaN,41,,,36,100,-12,NaN,NaN,58
557,,NaN,,NaN,,,,,,,NaN,NaN,
558,57,NaN,62,NaN,52,,,45,100,-12,NaN,NaN,58
559,,NaN,,NaN,,,,,,,NaN,NaN,
560,58,NaN,99,NaN,70,,,69,100,-12,NaN,NaN,58
561,,NaN,,NaN,,,,,,,NaN,NaN,
562,58,NaN,115,NaN,83,,,79,100,-12,NaN,NaN,58
563,,NaN,,NaN,,,,,,,NaN,NaN,
564,58,NaN,126,NaN,89,,,84,100,-12,NaN,NaN,58
565,,NaN,,NaN,,,,,,,NaN,NaN,
566,58,NaN,134,NaN,91,,,85,100,-12,NaN,NaN,58
567,,NaN,,NaN,,,,,,,NaN,NaN,
568,58,NaN,143,NaN,91,,,79,100,-11,NaN,NaN,58
569,,NaN,,NaN,,,,,,,NaN,NaN,
570,58,NaN,146,NaN,91,,,73,100,-11,NaN,NaN,58
571,,NaN,,NaN,,,,,,,NaN,NaN,
572,57,NaN,141,NaN,91,,,70,100,-11,NaN,NaN,58
573,,NaN,,NaN,,,,,,,NaN,NaN,
574,57,NaN,137,NaN,91,,,68,100,-11,NaN,NaN,58
575,,NaN,,NaN,,,,,,,NaN,NaN,
576,57,NaN,131,NaN,90,,,67,100,-11,NaN,NaN,58
577,,NaN,,NaN,,,,,,,NaN,NaN,
578,58,NaN,128,NaN,88,,,65,100,-11,NaN,NaN,58
579,,NaN,,NaN,,,,,,,NaN,NaN,
580,58,NaN,128,NaN,89,,,65,100,-11,NaN,NaN,58
581,,NaN,,NaN,,,,,,,NaN,NaN,
582,58,NaN,129,NaN,89,,,66,100,-11,NaN,NaN,59
583,,NaN,,NaN,,,,,,,NaN,NaN,
584,58,NaN,129,NaN,89,,,66,100,-11,NaN,NaN,59
585,,NaN,,NaN,,,,,,,NaN,NaN,
586,58,NaN,130,NaN,90,,,67,100,-11,NaN,NaN,59
587,,NaN,,NaN,,,,,,,NaN,NaN,
588,58,NaN,130,NaN,90,,,67,100,-11,NaN,NaN,59
589,,NaN,,NaN,,,,,,,NaN,NaN,
590,58,NaN,130,NaN,90,,,67,100,-11,NaN,NaN,59
591,,NaN,,NaN,,,,,,,NaN,NaN,
592,58,NaN,130,NaN,90,,,61,100,-11,NaN,NaN,59
593,,NaN,,NaN,,,,,,,NaN,NaN,
594,58,NaN,131,NaN,91,,,66,100,-11,NaN,NaN,59
595,,NaN,,NaN,,,,,,,NaN,NaN,
596,58,NaN,132,NaN,92,,,68,100,-11,NaN,NaN,59
597,,NaN,,NaN,,,,,,,NaN,NaN,
598,61,NaN,134,NaN,93,,,70,100,-11,NaN,NaN,59
599,,NaN,,NaN,,,,,,,NaN,NaN,
600,60,NaN,137,NaN,94,,,70,100,-11,NaN,NaN,59
601,,NaN,,NaN,,,,,,,NaN,NaN,
602,61,NaN,135,NaN,94,,,72,100,-11,NaN,NaN,60
603,,NaN,,NaN,,,,,,,NaN,NaN,
604,62,NaN,136,NaN,95,,,73,100,-11,NaN,NaN,61
605,,NaN,,NaN,,,,,,,NaN,NaN,
606,63,NaN,137,NaN,96,,,74,100,-11,NaN,NaN,62
607,,NaN,,NaN,,,,,,,NaN,NaN,
608,64,NaN,137,NaN,97,,,75,100,-11,NaN,NaN,64
609,,NaN,,NaN,,,,,,,NaN,NaN,
610,65,NaN,139,NaN,98,,,76,100,-11,NaN,NaN,66
611,,NaN,,NaN,,,,,,,NaN,NaN,
612,66,NaN,149,NaN,100,,,87,100,-11,NaN,NaN,67
613,,NaN,,NaN,,,,,,,NaN,NaN,
614,67,NaN,149,NaN,100,,,87,100,-11,NaN,NaN,68
615,,NaN,,NaN,,,,,,,NaN,NaN,
616,68,NaN,64,NaN,64,,,64,100,-11,NaN,NaN,68
617,,NaN,,NaN,,,,,,,NaN,NaN,
618,68,NaN,64,NaN,64,25,6,64,100,-11,NaN,NaN,69
619,,NaN,,NaN,,,,,,,NaN,NaN,
620,69,NaN,120,NaN,83,25,6,91,100,-11,NaN,NaN,70
621,,NaN,,NaN,,,,,,,NaN,NaN,
622,69,NaN,147,NaN,97,25,6,97,100,-12,NaN,NaN,70
623,,NaN,,NaN,,,,,,,NaN,NaN,
624,70,NaN,167,NaN,103,25,6,94,100,-12,NaN,NaN,70
625,,NaN,,NaN,,,,,,,NaN,NaN,
626,69,NaN,171,NaN,109,35,6,89,100,-12,NaN,NaN,70
627,,NaN,,NaN,,,,,,,NaN,NaN,
628,70,NaN,165,NaN,111,35,6,88,100,-11,NaN,NaN,71
629,,NaN,,NaN,,,,,,,NaN,NaN,
630,70,NaN,164,NaN,113,35,6,87,100,-11,NaN,NaN,71
631,,NaN,,NaN,,,,,,,NaN,NaN,
632,71,NaN,160,NaN,113,34,9,85,100,-11,NaN,NaN,71
633,,NaN,,NaN,,,,,,,NaN,NaN,
634,71,NaN,156,NaN,113,34,9,85,100,-11,NaN,NaN,71
635,,NaN,,NaN,,,,,,,NaN,NaN,
636,71,NaN,156,NaN,116,34,9,85,100,-11,NaN,NaN,75
637,,NaN,,NaN,,,,,,,NaN,NaN,
638,79,NaN,164,NaN,120,33,13,94,100,-11,NaN,NaN,81
639,,NaN,,NaN,,,,,,,NaN,NaN,
640,88,NaN,170,NaN,118,33,13,83,100,-11,NaN,NaN,84
641,,NaN,,NaN,,,,,,,NaN,NaN,
642,87,NaN,165,NaN,116,33,13,82,100,-11,NaN,NaN,84
643,,NaN,,NaN,,,,,,,NaN,NaN,
644,82,NaN,157,NaN,113,33,13,75,100,-10,NaN,NaN,83
645,,NaN,,NaN,,,,,,,NaN,NaN,
646,74,NaN,157,NaN,112,33,15,80,100,-10,NaN,NaN,77
647,,NaN,,NaN,,,,,,,NaN,NaN,
648,69,NaN,158,NaN,110,33,15,82,100,-11,NaN,NaN,71
649,,NaN,,NaN,,,,,,,NaN,NaN,
650,71,NaN,163,NaN,114,33,15,68,100,-11,NaN,NaN,72
651,,NaN,,NaN,,,,,,,NaN,NaN,
652,69,NaN,157,NaN,112,33,15,78,100,-11,NaN,NaN,72
653,,NaN,,NaN,,,,,,,NaN,NaN,
654,71,NaN,155,NaN,112,33,15,83,99,-11,NaN,NaN,71
655,,NaN,,NaN,,,,,,,NaN,NaN,
656,81,NaN,156,NaN,112,33,15,85,99,-10,NaN,NaN,71
657,,NaN,,NaN,,,,,,,NaN,NaN,
658,81,NaN,158,NaN,113,33,16,88,99,-10,NaN,NaN,72
659,,NaN,,NaN,,,,,,,NaN,NaN,
660,90,NaN,159,NaN,114,33,16,86,100,-10,NaN,NaN,72
661,,NaN,,NaN,,,,,,,NaN,NaN,
662,90,NaN,157,NaN,113,33,16,82,99,-10,NaN,NaN,72
663,,NaN,,NaN,,,,,,,NaN,NaN,
664,77,NaN,156,NaN,111,33,16,81,100,-10,NaN,NaN,71
665,,NaN,,NaN,,,,,,,NaN,NaN,
666,77,NaN,155,NaN,111,34,16,83,100,-10,NaN,NaN,71
667,,NaN,,NaN,,,,,,,NaN,NaN,
668,78,NaN,158,NaN,111,34,16,83,100,-11,NaN,NaN,71
669,,NaN,,NaN,,,,,,,NaN,NaN,
670,71,NaN,156,NaN,111,34,16,82,100,-11,NaN,NaN,71
671,,NaN,,NaN,,,,,,,NaN,NaN,
672,69,NaN,155,NaN,110,34,16,82,100,-11,NaN,NaN,70
673,,NaN,,NaN,,,,,,,NaN,NaN,
674,71,NaN,164,NaN,111,34,16,92,100,-11,NaN,NaN,70
675,,NaN,,NaN,,,,,,,NaN,NaN,
676,71,NaN,172,NaN,114,34,16,101,100,-11,NaN,NaN,71
677,,NaN,,NaN,,,,,,,NaN,NaN,
678,71,NaN,172,NaN,114,34,16,101,100,-11,NaN,NaN,71
679,,NaN,,NaN,,,,,,,NaN,NaN,
680,71,NaN,84,NaN,84,34,16,84,100,-11,NaN,NaN,72
681,,NaN,,NaN,,,,,,,NaN,NaN,
682,70,NaN,84,NaN,84,34,16,84,100,-11,NaN,NaN,71
683,,NaN,,NaN,,,,,,,NaN,NaN,
684,70,NaN,65,NaN,65,34,16,62,100,-11,NaN,NaN,70
685,,NaN,,NaN,,,,,,,NaN,NaN,
686,71,NaN,65,NaN,65,34,16,62,100,-11,NaN,NaN,70
687,,NaN,,NaN,,,,,,,NaN,NaN,
688,71,NaN,63,NaN,62,34,16,58,100,-11,NaN,NaN,70
689,,NaN,,NaN,,,,,,,NaN,NaN,
690,71,NaN,79,NaN,68,34,16,69,99,-11,NaN,NaN,70
691,,NaN,,NaN,,,,,,,NaN,NaN,
692,72,NaN,96,NaN,80,34,16,80,100,-11,NaN,NaN,71
693,,NaN,,NaN,,,,,,,NaN,NaN,
694,71,NaN,119,NaN,92,34,16,95,100,-11,NaN,NaN,71
695,,NaN,,NaN,,,,,,,NaN,NaN,
696,70,NaN,150,NaN,106,34,16,107,100,-11,NaN,NaN,71
697,,NaN,,NaN,,,,,,,NaN,NaN,
698,71,NaN,177,NaN,113,34,16,100,100,-11,NaN,NaN,71
699,,NaN,,NaN,,,,,,,NaN,NaN,
700,70,NaN,183,NaN,113,34,16,93,100,-10,NaN,NaN,71
701,,NaN,,NaN,,,,,,,NaN,NaN,
702,70,NaN,172,NaN,117,34,16,94,100,-10,NaN,NaN,71
703,,NaN,,NaN,,,,,,,NaN,NaN,
704,71,NaN,173,NaN,121,34,16,93,100,-10,NaN,NaN,71
705,,NaN,,NaN,,,,,,,NaN,NaN,
706,79,NaN,176,NaN,119,34,16,89,100,-10,NaN,NaN,79
707,,NaN,,NaN,,,,,,,NaN,NaN,
708,86,NaN,167,NaN,116,34,16,85,100,-10,NaN,NaN,79
709,,NaN,,NaN,,,,,,,NaN,NaN,
710,81,NaN,160,NaN,113,34,16,83,99,-10,NaN,NaN,79
711,,NaN,,NaN,,,,,,,NaN,NaN,
712,75,NaN,156,NaN,111,34,16,81,99,-10,NaN,NaN,80
713,,NaN,,NaN,,,,,,,NaN,NaN,
714,70,NaN,154,NaN,110,34,16,81,99,-10,NaN,NaN,74
715,,NaN,,NaN,,,,,,,NaN,NaN,
716,68,NaN,155,NaN,111,34,16,83,99,-10,NaN,NaN,69
717,,NaN,,NaN,,,,,,,NaN,NaN,
718,68,NaN,157,NaN,112,33,16,84,100,-10,NaN,NaN,69
719,,NaN,,NaN,,,,,,,NaN,NaN,
720,68,NaN,159,NaN,113,33,16,85,99,-10,NaN,NaN,69
721,,NaN,,NaN,,,,,,,NaN,NaN,
722,68,NaN,160,NaN,115,33,16,86,100,-10,NaN,NaN,69
723,,NaN,,NaN,,,,,,,NaN,NaN,
724,69,NaN,161,NaN,116,34,16,87,100,-10,NaN,NaN,69
725,,NaN,,NaN,,,,,,,NaN,NaN,
726,69,NaN,162,NaN,116,34,16,85,100,-10,NaN,NaN,70
727,,NaN,,NaN,,,,,,,NaN,NaN,
728,70,NaN,163,NaN,117,34,16,85,100,-10,NaN,NaN,70
729,,NaN,,NaN,,,,,,,NaN,NaN,
730,70,NaN,163,NaN,116,35,16,85,100,-10,NaN,NaN,70
731,,NaN,,NaN,,,,,,,NaN,NaN,
732,70,NaN,162,NaN,116,35,16,85,100,-10,NaN,NaN,70
733,,NaN,,NaN,,,,,,,NaN,NaN,
734,70,NaN,162,NaN,115,35,16,84,99,-10,NaN,NaN,71
735,,NaN,,NaN,,,,,,,NaN,NaN,
736,70,NaN,162,NaN,115,35,16,84,99,-10,NaN,NaN,70
737,,NaN,,NaN,,,,,,,NaN,NaN,
738,69,NaN,160,NaN,113,34,16,80,99,-10,NaN,NaN,70
739,,NaN,,NaN,,,,,,,NaN,NaN,
740,69,NaN,159,NaN,112,34,16,81,99,-10,NaN,NaN,69
741,,NaN,,NaN,,,,,,,NaN,NaN,
742,67,NaN,157,NaN,112,34,16,82,99,-11,NaN,NaN,68
743,,NaN,,NaN,,,,,,,NaN,NaN,
744,67,NaN,158,NaN,113,35,16,83,99,-11,NaN,NaN,66
745,,NaN,,NaN,,,,,,,NaN,NaN,
746,67,NaN,159,NaN,113,35,16,84,99,-10,NaN,NaN,66
747,,NaN,,NaN,,,,,,,NaN,NaN,
748,68,NaN,163,NaN,114,35,16,85,99,-10,NaN,NaN,66
749,,NaN,,NaN,,,,,,,NaN,NaN,
750,67,NaN,161,NaN,112,35,16,79,99,-10,NaN,NaN,66
751,,NaN,,NaN,,,,,,,NaN,NaN,
752,70,NaN,154,NaN,110,35,16,79,99,-10,NaN,NaN,68
753,,NaN,,NaN,,,,,,,NaN,NaN,
754,70,NaN,154,NaN,109,35,16,80,99,-10,NaN,NaN,68
755,,NaN,,NaN,,,,,,,NaN,NaN,
756,70,NaN,155,NaN,110,34,16,81,99,-10,NaN,NaN,67
757,,NaN,,NaN,,,,,,,NaN,NaN,
758,69,NaN,157,NaN,110,34,16,81,99,-10,NaN,NaN,67
759,,NaN,,NaN,,,,,,,NaN,NaN,
760,69,NaN,157,NaN,111,34,16,84,99,-10,NaN,NaN,67
761,,NaN,,NaN,,,,,,,NaN,NaN,
762,68,NaN,159,NaN,110,34,16,79,99,-10,NaN,NaN,69
763,,NaN,,NaN,,,,,,,NaN,NaN,
764,70,NaN,156,NaN,109,34,16,79,99,-10,NaN,NaN,70
765,,NaN,,NaN,,,,,,,NaN,NaN,
766,68,NaN,155,NaN,109,34,16,80,99,-10,NaN,NaN,69
767,,NaN,,NaN,,,,,,,NaN,NaN,
768,66,NaN,156,NaN,110,35,16,81,99,-10,NaN,NaN,68
769,,NaN,,NaN,,,,,,,NaN,NaN,
770,70,NaN,159,NaN,111,35,16,82,99,-10,NaN,NaN,68
771,,NaN,,NaN,,,,,,,NaN,NaN,
772,70,NaN,159,NaN,112,35,16,82,99,-10,NaN,NaN,67
773,,NaN,,NaN,,,,,,,NaN,NaN,
774,72,NaN,160,NaN,112,34,16,82,99,-10,NaN,NaN,69
775,,NaN,,NaN,,,,,,,NaN,NaN,
776,74,NaN,159,NaN,112,34,16,82,99,-10,NaN,NaN,69
777,,NaN,,NaN,,,,,,,NaN,NaN,
778,69,NaN,159,NaN,113,34,16,82,99,-10,NaN,NaN,70
779,,NaN,,NaN,,,,,,,NaN,NaN,
780,70,NaN,159,NaN,112,35,16,82,99,-10,NaN,NaN,70
781,,NaN,,NaN,,,,,,,NaN,NaN,
782,69,NaN,159,NaN,112,35,16,82,99,-10,NaN,NaN,70
783,,NaN,,NaN,,,,,,,NaN,NaN,
784,69,NaN,160,NaN,112,35,16,82,99,-10,NaN,NaN,70
785,,NaN,,NaN,,,,,,,NaN,NaN,
786,69,NaN,161,NaN,112,35,16,83,99,-10,NaN,NaN,70
787,,NaN,,NaN,,,,,,,NaN,NaN,
788,69,NaN,161,NaN,112,35,16,82,99,-10,NaN,NaN,70
789,,NaN,,NaN,,,,,,,NaN,NaN,
790,69,NaN,159,NaN,110,35,16,78,99,-10,NaN,NaN,70
791,,NaN,,NaN,,,,,,,NaN,NaN,
792,69,NaN,156,NaN,109,35,16,79,99,-10,NaN,NaN,70
793,,NaN,,NaN,,,,,,,NaN,NaN,
794,67,NaN,155,NaN,108,35,16,78,99,-10,NaN,NaN,68
795,,NaN,,NaN,,,,,,,NaN,NaN,
796,65,NaN,155,NaN,108,35,16,79,99,-10,NaN,NaN,67
797,,NaN,,NaN,,,,,,,NaN,NaN,
798,65,NaN,154,NaN,108,35,16,79,99,-10,NaN,NaN,66
799,,NaN,,NaN,,,,,,,NaN,NaN,
800,64,NaN,154,NaN,108,35,16,79,99,-10,NaN,NaN,66
801,,NaN,,NaN,,,,,,,NaN,NaN,
802,66,NaN,154,NaN,108,35,16,78,99,-10,NaN,NaN,66
803,,NaN,,NaN,,,,,,,NaN,NaN,
804,66,NaN,154,NaN,108,35,16,78,99,-10,NaN,NaN,67
805,,NaN,,NaN,,,,,,,NaN,NaN,
806,66,NaN,153,NaN,105,34,16,73,99,-11,NaN,NaN,67
807,,NaN,,NaN,,,,,,,NaN,NaN,
808,66,NaN,149,NaN,103,34,16,74,99,-11,NaN,NaN,67
809,,NaN,,NaN,,,,,,,NaN,NaN,
810,63,NaN,148,NaN,102,34,16,73,99,-10,NaN,NaN,66
811,,NaN,,NaN,,,,,,,NaN,NaN,
812,61,NaN,147,NaN,102,35,16,74,99,-10,NaN,NaN,64
813,,NaN,,NaN,,,,,,,NaN,NaN,
814,60,NaN,147,NaN,102,35,16,75,99,-10,NaN,NaN,63
815,,NaN,,NaN,,,,,,,NaN,NaN,
816,59,NaN,150,NaN,104,35,16,79,99,-10,NaN,NaN,62
817,,NaN,,NaN,,,,,,,NaN,NaN,
818,62,NaN,152,NaN,105,34,16,77,99,-10,NaN,NaN,62
819,,NaN,,NaN,,,,,,,NaN,NaN,
820,64,NaN,148,NaN,100,34,16,71,99,-10,NaN,NaN,63
821,,NaN,,NaN,,,,,,,NaN,NaN,
822,65,NaN,147,NaN,101,34,16,74,99,-10,NaN,NaN,64
823,,NaN,,NaN,,,,,,,NaN,NaN,
824,66,NaN,147,NaN,101,34,16,74,99,-10,NaN,NaN,65
825,,NaN,,NaN,,,,,,,NaN,NaN,
826,66,NaN,148,NaN,102,34,16,75,99,-10,NaN,NaN,66
827,,NaN,,NaN,,,,,,,NaN,NaN,
828,66,NaN,148,NaN,103,34,16,76,99,-10,NaN,NaN,67
829,,NaN,,NaN,,,,,,,NaN,NaN,
830,66,NaN,149,NaN,103,34,16,76,99,-10,NaN,NaN,67
831,,NaN,,NaN,,,,,,,NaN,NaN,
832,66,NaN,148,NaN,104,34,16,77,99,-10,NaN,NaN,66
833,,NaN,,NaN,,,,,,,NaN,NaN,
834,65,NaN,149,NaN,104,34,16,77,99,-10,NaN,NaN,66
835,,NaN,,NaN,,,,,,,NaN,NaN,
836,65,NaN,149,NaN,103,34,16,74,99,-10,NaN,NaN,66
837,,NaN,,NaN,,,,,,,NaN,NaN,
838,64,NaN,148,NaN,103,34,16,75,99,-10,NaN,NaN,66
839,,NaN,,NaN,,,,,,,NaN,NaN,
840,63,NaN,148,NaN,103,34,16,75,99,-10,NaN,NaN,64
841,,NaN,,NaN,,,,,,,NaN,NaN,
842,62,NaN,149,NaN,103,34,16,76,99,-10,NaN,NaN,63
843,,NaN,,NaN,,,,,,,NaN,NaN,
844,61,NaN,148,NaN,101,34,16,70,99,-10,NaN,NaN,63
845,,NaN,,NaN,,,,,,,NaN,NaN,
846,59,NaN,147,NaN,100,34,16,71,99,-10,NaN,NaN,62
847,,NaN,,NaN,,,,,,,NaN,NaN,
848,61,NaN,146,NaN,101,34,16,74,99,-10,NaN,NaN,61
849,,NaN,,NaN,,,,,,,NaN,NaN,
850,59,NaN,150,NaN,103,34,16,76,99,-10,NaN,NaN,61
851,,NaN,,NaN,,,,,,,NaN,NaN,
852,60,NaN,152,NaN,104,34,16,78,99,-10,NaN,NaN,62
853,,NaN,,NaN,,,,,,,NaN,NaN,
854,64,NaN,152,NaN,105,34,16,77,99,-10,NaN,NaN,63
855,,NaN,,NaN,,,,,,,NaN,NaN,
856,65,NaN,154,NaN,106,34,16,78,99,-10,NaN,NaN,63
857,,NaN,,NaN,,,,,,,NaN,NaN,
858,66,NaN,153,NaN,106,34,16,77,99,-9,NaN,NaN,67
859,,NaN,,NaN,,,,,,,NaN,NaN,
860,66,NaN,154,NaN,107,34,16,78,99,-9,NaN,NaN,67
861,,NaN,,NaN,,,,,,,NaN,NaN,
862,66,NaN,154,NaN,106,34,16,78,99,-9,NaN,NaN,67
863,,NaN,,NaN,,,,,,,NaN,NaN,
864,67,NaN,154,NaN,106,34,16,78,99,-9,NaN,NaN,67
865,,NaN,,NaN,,,,,,,NaN,NaN,
866,66,NaN,153,NaN,106,34,16,77,99,-9,NaN,NaN,67
867,,NaN,,NaN,,,,,,,NaN,NaN,
868,66,NaN,153,NaN,105,35,16,77,99,-9,NaN,NaN,67
869,,NaN,,NaN,,,,,,,NaN,NaN,
870,66,NaN,152,NaN,105,35,16,78,99,-9,NaN,NaN,66
871,,NaN,,NaN,,,,,,,NaN,NaN,
872,65,NaN,152,NaN,104,35,16,76,99,-9,NaN,NaN,66
873,,NaN,,NaN,,,,,,,NaN,NaN,
874,66,NaN,150,NaN,104,34,16,75,99,-9,NaN,NaN,66
875,,NaN,,NaN,,,,,,,NaN,NaN,
