time,Solar8000/HR,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/ART_DBP,Solar8000/PLETH_SPO2,Solar8000/CVP,SNUADC/ART,SNUADC/CVP,Solar8000/PLETH_HR
4376,,NaN,,NaN,,,,,,,NaN,NaN,
4377,70,NaN,161,NaN,98,34,12,65,98,11,NaN,NaN,70
4378,,NaN,,NaN,,,,,,,NaN,NaN,
4379,70,NaN,162,NaN,98,34,12,65,98,11,NaN,NaN,70
4380,,NaN,,NaN,,,,,,,NaN,NaN,
4381,69,NaN,160,NaN,98,34,12,65,98,11,NaN,NaN,70
4382,,NaN,,NaN,,,,,,,NaN,NaN,
4383,69,NaN,161,NaN,99,34,12,65,98,11,NaN,NaN,70
4384,,NaN,,NaN,,,,,,,NaN,NaN,
4385,69,NaN,161,NaN,99,34,12,65,98,11,NaN,NaN,70
4386,,NaN,,NaN,,,,,,,NaN,NaN,
4387,69,NaN,161,NaN,99,34,12,66,98,11,NaN,NaN,70
4388,,NaN,,NaN,,,,,,,NaN,NaN,
4389,69,NaN,163,NaN,100,34,12,66,98,11,NaN,NaN,70
4390,,NaN,,NaN,,,,,,,NaN,NaN,
4391,69,NaN,162,NaN,100,34,12,66,98,10,NaN,NaN,70
4392,,NaN,,NaN,,,,,,,NaN,NaN,
4393,69,NaN,162,NaN,100,33,12,66,98,10,NaN,NaN,70
4394,,NaN,,NaN,,,,,,,NaN,NaN,
4395,69,NaN,162,NaN,100,33,12,66,97,11,NaN,NaN,70
4396,,NaN,,NaN,,,,,,,NaN,NaN,
4397,69,NaN,162,NaN,100,33,12,66,98,11,NaN,NaN,70
4398,,NaN,,NaN,,,,,,,NaN,NaN,
4399,69,NaN,164,NaN,101,33,12,67,98,11,NaN,NaN,70
4400,,NaN,,NaN,,,,,,,NaN,NaN,
4401,69,NaN,163,NaN,101,33,12,67,98,11,NaN,NaN,70
4402,,NaN,,NaN,,,,,,,NaN,NaN,
4403,69,NaN,163,NaN,102,33,12,67,98,11,NaN,NaN,69
4404,,NaN,,NaN,,,,,,,NaN,NaN,
4405,69,NaN,164,NaN,101,34,12,66,98,11,NaN,NaN,70
4406,,NaN,,NaN,,,,,,,NaN,NaN,
4407,69,NaN,162,NaN,101,34,12,66,98,11,NaN,NaN,70
4408,,NaN,,NaN,,,,,,,NaN,NaN,
4409,69,NaN,163,NaN,101,34,12,66,98,11,NaN,NaN,70
4410,,NaN,,NaN,,,,,,,NaN,NaN,
4411,69,NaN,161,NaN,100,33,12,65,98,11,NaN,NaN,70
4412,,NaN,,NaN,,,,,,,NaN,NaN,
4413,69,NaN,161,NaN,100,33,12,67,98,10,NaN,NaN,70
4414,,NaN,,NaN,,,,,,,NaN,NaN,
4415,70,NaN,162,NaN,100,33,12,66,98,10,NaN,NaN,70
4416,,NaN,,NaN,,,,,,,NaN,NaN,
4417,69,NaN,162,NaN,100,33,12,66,98,11,NaN,NaN,70
4418,,NaN,,NaN,,,,,,,NaN,NaN,
4419,69,NaN,162,NaN,100,33,12,66,98,11,NaN,NaN,70
4420,,NaN,,NaN,,,,,,,NaN,NaN,
4421,68,NaN,161,NaN,100,33,12,66,98,11,NaN,NaN,70
4422,,NaN,,NaN,,,,,,,NaN,NaN,
4423,71,NaN,161,NaN,101,34,12,67,98,11,NaN,NaN,69
4424,,NaN,,NaN,,,,,,,NaN,NaN,
4425,69,NaN,164,NaN,100,34,12,65,98,11,NaN,NaN,69
4426,,NaN,,NaN,,,,,,,NaN,NaN,
4427,69,NaN,161,NaN,102,34,12,69,98,11,NaN,NaN,68
4428,,NaN,,NaN,,,,,,,NaN,NaN,
4429,69,NaN,165,NaN,101,34,12,65,98,10,NaN,NaN,68
4430,,NaN,,NaN,,,,,,,NaN,NaN,
4431,68,NaN,161,NaN,100,33,12,65,98,10,NaN,NaN,67
4432,,NaN,,NaN,,,,,,,NaN,NaN,
4433,69,NaN,162,NaN,100,33,12,66,98,10,NaN,NaN,66
4434,,NaN,,NaN,,,,,,,NaN,NaN,
4435,67,NaN,162,NaN,100,33,12,66,98,10,NaN,NaN,67
4436,,NaN,,NaN,,,,,,,NaN,NaN,
4437,68,NaN,162,NaN,104,33,12,72,98,10,NaN,NaN,67
4438,,NaN,,NaN,,,,,,,NaN,NaN,
4439,69,NaN,166,NaN,101,33,12,66,98,10,NaN,NaN,67
4440,,NaN,,NaN,,,,,,,NaN,NaN,
4441,69,NaN,162,NaN,100,33,12,65,98,10,NaN,NaN,67
4442,,NaN,,NaN,,,,,,,NaN,NaN,
4443,69,NaN,162,NaN,101,33,12,59,98,10,NaN,NaN,67
4444,,NaN,,NaN,,,,,,,NaN,NaN,
4445,66,NaN,161,NaN,101,33,12,57,98,10,NaN,NaN,67
4446,,NaN,,NaN,,,,,,,NaN,NaN,
4447,68,NaN,161,NaN,101,33,12,65,98,9,NaN,NaN,67
4448,,NaN,,NaN,,,,,,,NaN,NaN,
4449,68,NaN,163,NaN,101,33,12,66,98,9,NaN,NaN,68
4450,,NaN,,NaN,,,,,,,NaN,NaN,
4451,68,NaN,162,NaN,101,33,12,66,98,10,NaN,NaN,68
4452,,NaN,,NaN,,,,,,,NaN,NaN,
4453,68,NaN,162,NaN,101,33,12,66,98,10,NaN,NaN,68
4454,,NaN,,NaN,,,,,,,NaN,NaN,
4455,68,NaN,163,NaN,101,33,12,66,99,10,NaN,NaN,68
4456,,NaN,,NaN,,,,,,,NaN,NaN,
4457,68,NaN,163,NaN,102,33,12,68,99,10,NaN,NaN,68
4458,,NaN,,NaN,,,,,,,NaN,NaN,
4459,68,NaN,167,NaN,103,33,12,68,99,9,NaN,NaN,69
4460,,NaN,,NaN,,,,,,,NaN,NaN,
4461,68,NaN,164,NaN,103,32,12,67,99,9,NaN,NaN,69
4462,,NaN,,NaN,,,,,,,NaN,NaN,
4463,69,NaN,165,NaN,103,32,12,67,99,9,NaN,NaN,69
4464,,NaN,,NaN,,,,,,,NaN,NaN,
4465,68,NaN,165,NaN,103,32,12,67,99,9,NaN,NaN,69
4466,,NaN,,NaN,,,,,,,NaN,NaN,
4467,68,NaN,165,NaN,102,32,12,66,98,9,NaN,NaN,69
4468,,NaN,,NaN,,,,,,,NaN,NaN,
4469,68,NaN,165,NaN,102,33,12,66,98,8,NaN,NaN,69
4470,,NaN,,NaN,,,,,,,NaN,NaN,
4471,68,NaN,162,NaN,102,33,12,68,98,8,NaN,NaN,69
4472,,NaN,,NaN,,,,,,,NaN,NaN,
4473,69,NaN,164,NaN,101,33,12,65,98,8,NaN,NaN,69
4474,,NaN,,NaN,,,,,,,NaN,NaN,
4475,68,NaN,161,NaN,100,33,12,65,98,8,NaN,NaN,69
4476,,NaN,,NaN,,,,,,,NaN,NaN,
4477,68,NaN,161,NaN,100,33,12,65,98,8,NaN,NaN,68
4478,,NaN,,NaN,,,,,,,NaN,NaN,
4479,67,NaN,163,NaN,101,33,12,66,99,8,NaN,NaN,69
4480,,NaN,,NaN,,,,,,,NaN,NaN,
4481,67,NaN,161,NaN,100,33,12,66,99,9,NaN,NaN,68
4482,,NaN,,NaN,,,,,,,NaN,NaN,
4483,68,NaN,163,NaN,101,33,12,53,99,9,NaN,NaN,68
4484,,NaN,,NaN,,,,,,,NaN,NaN,
4485,68,NaN,141,NaN,95,33,12,52,99,8,NaN,NaN,68
4486,,NaN,,NaN,,,,,,,NaN,NaN,
4487,68,NaN,158,NaN,100,33,12,54,99,8,NaN,NaN,68
4488,,NaN,,NaN,,,,,,,NaN,NaN,
4489,68,NaN,158,NaN,100,33,12,54,99,8,NaN,NaN,68
4490,,NaN,,NaN,,,,,,,NaN,NaN,
4491,67,NaN,150,NaN,98,33,12,49,99,8,NaN,NaN,68
4492,,NaN,,NaN,,,,,,,NaN,NaN,
4493,67,NaN,160,NaN,99,33,12,62,99,7,NaN,NaN,67
4494,,NaN,,NaN,,,,,,,NaN,NaN,
4495,67,NaN,164,NaN,103,33,12,70,99,7,NaN,NaN,68
4496,,NaN,,NaN,,,,,,,NaN,NaN,
4497,69,NaN,165,NaN,102,33,12,67,99,7,NaN,NaN,67
4498,,NaN,,NaN,,,,,,,NaN,NaN,
4499,69,NaN,166,NaN,103,33,12,68,99,6,NaN,NaN,67
4500,,NaN,,NaN,,,,,,,NaN,NaN,
4501,68,NaN,165,NaN,103,33,12,68,99,6,NaN,NaN,67
4502,,NaN,,NaN,,,,,,,NaN,NaN,
4503,66,NaN,165,NaN,103,33,12,67,99,7,NaN,NaN,67
4504,,NaN,,NaN,,,,,,,NaN,NaN,
4505,68,NaN,165,NaN,103,33,12,67,99,7,NaN,NaN,67
4506,,NaN,,NaN,,,,,,,NaN,NaN,
4507,68,NaN,164,NaN,103,33,12,67,99,6,NaN,NaN,68
4508,,NaN,,NaN,,,,,,,NaN,NaN,
4509,68,NaN,166,NaN,103,33,12,68,99,6,NaN,NaN,69
4510,,NaN,,NaN,,,,,,,NaN,NaN,
4511,65,NaN,162,NaN,99,32,12,63,99,6,NaN,NaN,69
4512,,NaN,,NaN,,,,,,,NaN,NaN,
4513,63,NaN,157,NaN,98,32,12,64,99,6,NaN,NaN,68
4514,,NaN,,NaN,,,,,,,NaN,NaN,
4515,62,NaN,163,NaN,102,32,12,68,99,8,NaN,NaN,67
4516,,NaN,,NaN,,,,,,,NaN,NaN,
4517,62,NaN,163,NaN,102,33,12,68,99,8,NaN,NaN,66
4518,,NaN,,NaN,,,,,,,NaN,NaN,
4519,66,NaN,167,NaN,101,33,12,64,99,8,NaN,NaN,66
4520,,NaN,,NaN,,,,,,,NaN,NaN,
4521,64,NaN,161,NaN,99,33,12,64,99,8,NaN,NaN,66
4522,,NaN,,NaN,,,,,,,NaN,NaN,
4523,63,NaN,158,NaN,98,32,12,63,99,8,NaN,NaN,65
4524,,NaN,,NaN,,,,,,,NaN,NaN,
4525,61,NaN,158,NaN,98,32,12,63,99,8,NaN,NaN,65
4526,,NaN,,NaN,,,,,,,NaN,NaN,
4527,60,NaN,158,NaN,98,32,12,65,99,8,NaN,NaN,64
4528,,NaN,,NaN,,,,,,,NaN,NaN,
4529,60,NaN,162,NaN,100,32,12,67,99,8,NaN,NaN,63
4530,,NaN,,NaN,,,,,,,NaN,NaN,
4531,64,NaN,162,NaN,101,32,12,67,99,8,NaN,NaN,63
4532,,NaN,,NaN,,,,,,,NaN,NaN,
4533,66,NaN,163,NaN,102,32,12,67,99,7,NaN,NaN,65
4534,,NaN,,NaN,,,,,,,NaN,NaN,
4535,67,NaN,164,NaN,102,32,12,67,99,7,NaN,NaN,66
4536,,NaN,,NaN,,,,,,,NaN,NaN,
4537,68,NaN,163,NaN,102,32,12,67,99,8,NaN,NaN,67
4538,,NaN,,NaN,,,,,,,NaN,NaN,
4539,67,NaN,165,NaN,104,32,12,68,99,8,NaN,NaN,68
4540,,NaN,,NaN,,,,,,,NaN,NaN,
4541,68,NaN,164,NaN,103,34,12,66,99,8,NaN,NaN,68
4542,,NaN,,NaN,,,,,,,NaN,NaN,
4543,68,NaN,163,NaN,103,34,12,66,99,8,NaN,NaN,68
4544,,NaN,,NaN,,,,,,,NaN,NaN,
4545,68,NaN,163,NaN,103,34,12,66,99,8,NaN,NaN,68
4546,,NaN,,NaN,,,,,,,NaN,NaN,
4547,68,NaN,162,NaN,102,34,12,66,99,8,NaN,NaN,68
4548,,NaN,,NaN,,,,,,,NaN,NaN,
4549,67,NaN,164,NaN,102,34,12,66,99,8,NaN,NaN,68
4550,,NaN,,NaN,,,,,,,NaN,NaN,
4551,67,NaN,162,NaN,102,34,12,66,99,8,NaN,NaN,68
4552,,NaN,,NaN,,,,,,,NaN,NaN,
4553,67,NaN,163,NaN,103,34,12,68,99,8,NaN,NaN,68
4554,,NaN,,NaN,,,,,,,NaN,NaN,
4555,68,NaN,165,NaN,103,34,12,67,99,8,NaN,NaN,68
4556,,NaN,,NaN,,,,,,,NaN,NaN,
4557,68,NaN,163,NaN,103,34,12,67,99,8,NaN,NaN,68
4558,,NaN,,NaN,,,,,,,NaN,NaN,
4559,67,NaN,164,NaN,103,34,12,67,99,8,NaN,NaN,68
4560,,NaN,,NaN,,,,,,,NaN,NaN,
4561,67,NaN,164,NaN,103,34,12,67,99,8,NaN,NaN,68
4562,,NaN,,NaN,,,,,,,NaN,NaN,
4563,67,NaN,164,NaN,103,34,12,67,99,9,NaN,NaN,68
4564,,NaN,,NaN,,,,,,,NaN,NaN,
4565,67,NaN,163,NaN,102,34,12,66,99,9,NaN,NaN,67
4566,,NaN,,NaN,,,,,,,NaN,NaN,
4567,67,NaN,162,NaN,104,34,12,70,99,8,NaN,NaN,67
4568,,NaN,,NaN,,,,,,,NaN,NaN,
4569,68,NaN,166,NaN,102,34,12,66,99,8,NaN,NaN,67
4570,,NaN,,NaN,,,,,,,NaN,NaN,
4571,67,NaN,162,NaN,101,34,12,66,99,7,NaN,NaN,66
4572,,NaN,,NaN,,,,,,,NaN,NaN,
4573,68,NaN,164,NaN,102,34,12,67,99,7,NaN,NaN,66
4574,,NaN,,NaN,,,,,,,NaN,NaN,
4575,66,NaN,163,NaN,102,34,12,66,99,8,NaN,NaN,66
4576,,NaN,,NaN,,,,,,,NaN,NaN,
4577,67,NaN,163,NaN,102,34,12,66,99,8,NaN,NaN,66
4578,,NaN,,NaN,,,,,,,NaN,NaN,
4579,67,NaN,165,NaN,103,33,12,68,99,8,NaN,NaN,67
4580,,NaN,,NaN,,,,,,,NaN,NaN,
4581,67,NaN,164,NaN,102,33,12,66,99,8,NaN,NaN,68
4582,,NaN,,NaN,,,,,,,NaN,NaN,
4583,67,NaN,163,NaN,103,33,12,67,99,8,NaN,NaN,68
4584,,NaN,,NaN,,,,,,,NaN,NaN,
4585,67,NaN,163,NaN,102,34,12,66,99,8,NaN,NaN,68
4586,,NaN,,NaN,,,,,,,NaN,NaN,
4587,67,NaN,163,NaN,102,34,12,66,99,8,NaN,NaN,68
4588,,NaN,,NaN,,,,,,,NaN,NaN,
4589,67,NaN,165,NaN,103,34,12,66,99,8,NaN,NaN,68
4590,,NaN,,NaN,,,,,,,NaN,NaN,
4591,69,NaN,161,NaN,102,34,12,66,99,8,NaN,NaN,67
4592,,NaN,,NaN,,,,,,,NaN,NaN,
4593,68,NaN,163,NaN,101,34,12,65,99,8,NaN,NaN,67
4594,,NaN,,NaN,,,,,,,NaN,NaN,
4595,68,NaN,162,NaN,102,34,12,67,99,8,NaN,NaN,66
4596,,NaN,,NaN,,,,,,,NaN,NaN,
4597,68,NaN,163,NaN,101,34,12,66,99,8,NaN,NaN,66
4598,,NaN,,NaN,,,,,,,NaN,NaN,
4599,67,NaN,164,NaN,99,34,12,61,99,8,NaN,NaN,66
4600,,NaN,,NaN,,,,,,,NaN,NaN,
4601,64,NaN,156,NaN,96,34,12,61,99,9,NaN,NaN,66
4602,,NaN,,NaN,,,,,,,NaN,NaN,
4603,62,NaN,154,NaN,96,34,12,63,99,9,NaN,NaN,65
4604,,NaN,,NaN,,,,,,,NaN,NaN,
4605,61,NaN,158,NaN,98,34,12,65,99,8,NaN,NaN,65
4606,,NaN,,NaN,,,,,,,NaN,NaN,
4607,61,NaN,160,NaN,99,34,12,65,99,8,NaN,NaN,65
4608,,NaN,,NaN,,,,,,,NaN,NaN,
4609,65,NaN,163,NaN,101,34,12,66,99,8,NaN,NaN,65
4610,,NaN,,NaN,,,,,,,NaN,NaN,
4611,67,NaN,160,NaN,101,34,12,67,99,8,NaN,NaN,66
4612,,NaN,,NaN,,,,,,,NaN,NaN,
4613,67,NaN,160,NaN,101,34,12,67,99,8,NaN,NaN,67
4614,,NaN,,NaN,,,,,,,NaN,NaN,
4615,67,NaN,160,NaN,100,34,12,65,99,8,NaN,NaN,67
4616,,NaN,,NaN,,,,,,,NaN,NaN,
4617,63,NaN,160,NaN,97,33,12,60,99,7,NaN,NaN,67
4618,,NaN,,NaN,,,,,,,NaN,NaN,
4619,62,NaN,154,NaN,95,33,12,60,99,7,NaN,NaN,67
4620,,NaN,,NaN,,,,,,,NaN,NaN,
4621,61,NaN,151,NaN,94,33,12,61,99,7,NaN,NaN,66
4622,,NaN,,NaN,,,,,,,NaN,NaN,
4623,60,NaN,155,NaN,96,34,12,64,99,7,NaN,NaN,64
4624,,NaN,,NaN,,,,,,,NaN,NaN,
4625,63,NaN,157,NaN,97,34,12,64,99,7,NaN,NaN,64
4626,,NaN,,NaN,,,,,,,NaN,NaN,
4627,65,NaN,157,NaN,98,34,12,65,99,7,NaN,NaN,64
4628,,NaN,,NaN,,,,,,,NaN,NaN,
4629,66,NaN,160,NaN,99,34,12,65,99,7,NaN,NaN,64
4630,,NaN,,NaN,,,,,,,NaN,NaN,
4631,66,NaN,158,NaN,99,34,12,65,99,7,NaN,NaN,66
4632,,NaN,,NaN,,,,,,,NaN,NaN,
4633,66,NaN,159,NaN,99,34,12,65,99,7,NaN,NaN,66
4634,,NaN,,NaN,,,,,,,NaN,NaN,
4635,66,NaN,158,NaN,99,34,12,64,99,8,NaN,NaN,67
4636,,NaN,,NaN,,,,,,,NaN,NaN,
4637,66,NaN,158,NaN,99,34,12,64,99,8,NaN,NaN,67
4638,,NaN,,NaN,,,,,,,NaN,NaN,
4639,66,NaN,159,NaN,99,34,12,64,99,7,NaN,NaN,67
4640,,NaN,,NaN,,,,,,,NaN,NaN,
4641,66,NaN,157,NaN,98,34,12,63,99,7,NaN,NaN,66
4642,,NaN,,NaN,,,,,,,NaN,NaN,
4643,66,NaN,157,NaN,98,34,12,63,99,6,NaN,NaN,66
4644,,NaN,,NaN,,,,,,,NaN,NaN,
4645,65,NaN,156,NaN,97,34,12,63,99,6,NaN,NaN,66
4646,,NaN,,NaN,,,,,,,NaN,NaN,
4647,65,NaN,156,NaN,97,34,12,63,99,6,NaN,NaN,66
4648,,NaN,,NaN,,,,,,,NaN,NaN,
4649,65,NaN,157,NaN,98,34,12,64,99,6,NaN,NaN,66
4650,,NaN,,NaN,,,,,,,NaN,NaN,
4651,65,NaN,155,NaN,94,34,12,59,99,6,NaN,NaN,66
4652,,NaN,,NaN,,,,,,,NaN,NaN,
4653,62,NaN,155,NaN,94,34,12,59,99,6,NaN,NaN,66
4654,,NaN,,NaN,,,,,,,NaN,NaN,
4655,61,NaN,148,NaN,93,34,12,61,99,7,NaN,NaN,66
4656,,NaN,,NaN,,,,,,,NaN,NaN,
4657,60,NaN,148,NaN,93,34,12,61,99,7,NaN,NaN,64
4658,,NaN,,NaN,,,,,,,NaN,NaN,
4659,60,NaN,155,NaN,96,33,12,64,99,7,NaN,NaN,64
4660,,NaN,,NaN,,,,,,,NaN,NaN,
4661,60,NaN,157,NaN,97,33,12,65,99,6,NaN,NaN,64
4662,,NaN,,NaN,,,,,,,NaN,NaN,
4663,63,NaN,159,NaN,99,33,12,65,99,6,NaN,NaN,64
4664,,NaN,,NaN,,,,,,,NaN,NaN,
4665,66,NaN,160,NaN,99,33,12,65,99,6,NaN,NaN,64
4666,,NaN,,NaN,,,,,,,NaN,NaN,
4667,66,NaN,158,NaN,99,33,12,64,99,6,NaN,NaN,66
4668,,NaN,,NaN,,,,,,,NaN,NaN,
4669,65,NaN,159,NaN,99,33,12,64,99,6,NaN,NaN,66
4670,,NaN,,NaN,,,,,,,NaN,NaN,
4671,62,NaN,150,NaN,93,33,12,59,99,6,NaN,NaN,66
4672,,NaN,,NaN,,,,,,,NaN,NaN,
4673,61,NaN,150,NaN,93,33,12,59,99,6,NaN,NaN,66
4674,,NaN,,NaN,,,,,,,NaN,NaN,
4675,61,NaN,150,NaN,93,33,12,61,99,6,NaN,NaN,65
4676,,NaN,,NaN,,,,,,,NaN,NaN,
4677,60,NaN,153,NaN,95,34,12,63,99,6,NaN,NaN,63
4678,,NaN,,NaN,,,,,,,NaN,NaN,
4679,60,NaN,158,NaN,97,34,12,64,99,6,NaN,NaN,63
4680,,NaN,,NaN,,,,,,,NaN,NaN,
4681,65,NaN,157,NaN,98,34,12,65,99,7,NaN,NaN,63
4682,,NaN,,NaN,,,,,,,NaN,NaN,
4683,66,NaN,158,NaN,99,34,12,65,99,7,NaN,NaN,64
4684,,NaN,,NaN,,,,,,,NaN,NaN,
4685,62,NaN,156,NaN,95,34,12,60,99,6,NaN,NaN,66
4686,,NaN,,NaN,,,,,,,NaN,NaN,
4687,61,NaN,150,NaN,94,34,12,61,99,6,NaN,NaN,66
4688,,NaN,,NaN,,,,,,,NaN,NaN,
4689,60,NaN,153,NaN,96,34,12,63,99,6,NaN,NaN,64
4690,,NaN,,NaN,,,,,,,NaN,NaN,
4691,60,NaN,155,NaN,97,34,12,65,99,6,NaN,NaN,64
4692,,NaN,,NaN,,,,,,,NaN,NaN,
4693,63,NaN,159,NaN,99,34,12,66,99,6,NaN,NaN,64
4694,,NaN,,NaN,,,,,,,NaN,NaN,
4695,65,NaN,159,NaN,100,33,12,66,99,6,NaN,NaN,64
4696,,NaN,,NaN,,,,,,,NaN,NaN,
4697,66,NaN,158,NaN,100,33,12,65,99,6,NaN,NaN,65
4698,,NaN,,NaN,,,,,,,NaN,NaN,
4699,66,NaN,160,NaN,100,33,12,65,99,6,NaN,NaN,66
4700,,NaN,,NaN,,,,,,,NaN,NaN,
4701,66,NaN,158,NaN,100,33,12,64,99,6,NaN,NaN,67
4702,,NaN,,NaN,,,,,,,NaN,NaN,
4703,62,NaN,154,NaN,95,33,12,60,99,6,NaN,NaN,66
4704,,NaN,,NaN,,,,,,,NaN,NaN,
4705,62,NaN,150,NaN,94,33,12,61,100,6,NaN,NaN,66
4706,,NaN,,NaN,,,,,,,NaN,NaN,
4707,60,NaN,156,NaN,97,34,12,65,99,6,NaN,NaN,64
4708,,NaN,,NaN,,,,,,,NaN,NaN,
4709,60,NaN,156,NaN,97,34,12,65,99,6,NaN,NaN,64
4710,,NaN,,NaN,,,,,,,NaN,NaN,
4711,63,NaN,160,NaN,101,34,12,67,100,6,NaN,NaN,63
4712,,NaN,,NaN,,,,,,,NaN,NaN,
4713,66,NaN,160,NaN,101,33,12,67,99,6,NaN,NaN,64
4714,,NaN,,NaN,,,,,,,NaN,NaN,
4715,66,NaN,160,NaN,98,33,12,62,99,7,NaN,NaN,65
4716,,NaN,,NaN,,,,,,,NaN,NaN,
4717,62,NaN,153,NaN,96,33,12,61,99,7,NaN,NaN,66
4718,,NaN,,NaN,,,,,,,NaN,NaN,
4719,60,NaN,153,NaN,97,34,12,64,99,7,NaN,NaN,65
4720,,NaN,,NaN,,,,,,,NaN,NaN,
4721,60,NaN,155,NaN,98,34,12,65,99,7,NaN,NaN,64
4722,,NaN,,NaN,,,,,,,NaN,NaN,
4723,60,NaN,158,NaN,99,34,12,66,99,7,NaN,NaN,64
4724,,NaN,,NaN,,,,,,,NaN,NaN,
4725,64,NaN,160,NaN,101,34,12,66,99,6,NaN,NaN,63
4726,,NaN,,NaN,,,,,,,NaN,NaN,
4727,65,NaN,161,NaN,102,34,12,67,99,6,NaN,NaN,63
4728,,NaN,,NaN,,,,,,,NaN,NaN,
4729,65,NaN,161,NaN,102,34,12,67,99,6,NaN,NaN,66
4730,,NaN,,NaN,,,,,,,NaN,NaN,
4731,65,NaN,160,NaN,102,34,12,67,99,6,NaN,NaN,66
4732,,NaN,,NaN,,,,,,,NaN,NaN,
4733,65,NaN,160,NaN,102,34,12,67,99,6,NaN,NaN,66
4734,,NaN,,NaN,,,,,,,NaN,NaN,
4735,65,NaN,161,NaN,103,34,12,67,99,6,NaN,NaN,66
4736,,NaN,,NaN,,,,,,,NaN,NaN,
4737,65,NaN,161,NaN,102,34,12,67,100,6,NaN,NaN,65
4738,,NaN,,NaN,,,,,,,NaN,NaN,
4739,65,NaN,162,NaN,103,34,12,67,99,6,NaN,NaN,66
4740,,NaN,,NaN,,,,,,,NaN,NaN,
4741,65,NaN,161,NaN,102,34,12,66,99,6,NaN,NaN,66
4742,,NaN,,NaN,,,,,,,NaN,NaN,
4743,65,NaN,160,NaN,102,34,12,66,99,6,NaN,NaN,66
4744,,NaN,,NaN,,,,,,,NaN,NaN,
4745,65,NaN,161,NaN,102,33,12,66,99,6,NaN,NaN,66
4746,,NaN,,NaN,,,,,,,NaN,NaN,
4747,65,NaN,159,NaN,101,33,12,65,99,6,NaN,NaN,66
4748,,NaN,,NaN,,,,,,,NaN,NaN,
4749,62,NaN,156,NaN,97,33,12,61,99,7,NaN,NaN,66
4750,,NaN,,NaN,,,,,,,NaN,NaN,
4751,62,NaN,151,NaN,96,34,12,62,99,7,NaN,NaN,65
4752,,NaN,,NaN,,,,,,,NaN,NaN,
4753,59,NaN,153,NaN,97,34,12,65,99,7,NaN,NaN,63
4754,,NaN,,NaN,,,,,,,NaN,NaN,
4755,59,NaN,159,NaN,101,34,12,68,100,7,NaN,NaN,63
4756,,NaN,,NaN,,,,,,,NaN,NaN,
4757,62,NaN,159,NaN,101,34,12,68,100,7,NaN,NaN,63
4758,,NaN,,NaN,,,,,,,NaN,NaN,
4759,65,NaN,162,NaN,102,33,12,67,99,6,NaN,NaN,63
4760,,NaN,,NaN,,,,,,,NaN,NaN,
4761,65,NaN,161,NaN,101,33,12,67,99,6,NaN,NaN,65
4762,,NaN,,NaN,,,,,,,NaN,NaN,
4763,61,NaN,157,NaN,97,33,12,61,99,6,NaN,NaN,65
4764,,NaN,,NaN,,,,,,,NaN,NaN,
4765,59,NaN,153,NaN,96,33,12,63,99,6,NaN,NaN,65
4766,,NaN,,NaN,,,,,,,NaN,NaN,
4767,59,NaN,155,NaN,98,33,12,65,100,7,NaN,NaN,63
4768,,NaN,,NaN,,,,,,,NaN,NaN,
4769,59,NaN,159,NaN,100,33,12,66,99,7,NaN,NaN,63
4770,,NaN,,NaN,,,,,,,NaN,NaN,
4771,64,NaN,158,NaN,100,34,12,67,100,6,NaN,NaN,63
4772,,NaN,,NaN,,,,,,,NaN,NaN,
4773,65,NaN,159,NaN,101,34,12,68,100,6,NaN,NaN,63
4774,,NaN,,NaN,,,,,,,NaN,NaN,
4775,65,NaN,161,NaN,102,34,12,67,100,6,NaN,NaN,65
4776,,NaN,,NaN,,,,,,,NaN,NaN,
4777,65,NaN,159,NaN,101,33,12,66,100,6,NaN,NaN,66
4778,,NaN,,NaN,,,,,,,NaN,NaN,
4779,65,NaN,161,NaN,102,33,12,67,100,6,NaN,NaN,66
4780,,NaN,,NaN,,,,,,,NaN,NaN,
4781,65,NaN,159,NaN,102,33,12,67,100,6,NaN,NaN,66
4782,,NaN,,NaN,,,,,,,NaN,NaN,
4783,65,NaN,161,NaN,103,33,12,69,100,6,NaN,NaN,66
4784,,NaN,,NaN,,,,,,,NaN,NaN,
4785,65,NaN,161,NaN,103,33,12,69,100,6,NaN,NaN,65
4786,,NaN,,NaN,,,,,,,NaN,NaN,
4787,65,NaN,163,NaN,104,33,12,68,100,6,NaN,NaN,65
4788,,NaN,,NaN,,,,,,,NaN,NaN,
4789,65,NaN,163,NaN,104,33,12,68,100,6,NaN,NaN,66
4790,,NaN,,NaN,,,,,,,NaN,NaN,
4791,65,NaN,161,NaN,103,34,12,68,100,6,NaN,NaN,66
4792,,NaN,,NaN,,,,,,,NaN,NaN,
4793,64,NaN,162,NaN,100,34,12,62,100,6,NaN,NaN,65
4794,,NaN,,NaN,,,,,,,NaN,NaN,
4795,61,NaN,159,NaN,99,34,12,62,100,6,NaN,NaN,66
4796,,NaN,,NaN,,,,,,,NaN,NaN,
4797,59,NaN,153,NaN,98,34,12,64,100,7,NaN,NaN,64
4798,,NaN,,NaN,,,,,,,NaN,NaN,
4799,59,NaN,158,NaN,100,34,12,67,100,7,NaN,NaN,63
4800,,NaN,,NaN,,,,,,,NaN,NaN,
