time,Solar8000/ART_DBP,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/ART,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2,SNUADC/CVP,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/HR
8651,70,100,NaN,NaN,NaN,14,146,71,32,NaN,9,91,68
8652,,,NaN,NaN,NaN,,,,,NaN,,,
8653,70,100,NaN,NaN,NaN,14,145,71,33,NaN,9,91,68
8654,,,NaN,NaN,NaN,,,,,NaN,,,
8655,70,100,NaN,NaN,NaN,14,146,71,33,NaN,9,91,68
8656,,,NaN,NaN,NaN,,,,,NaN,,,
8657,69,100,NaN,NaN,NaN,14,144,71,33,NaN,9,90,68
8658,,,NaN,NaN,NaN,,,,,NaN,,,
8659,69,100,NaN,NaN,NaN,14,143,71,33,NaN,9,90,68
8660,,,NaN,NaN,NaN,,,,,NaN,,,
8661,69,100,NaN,NaN,NaN,14,145,71,33,NaN,9,90,68
8662,,,NaN,NaN,NaN,,,,,NaN,,,
8663,69,100,NaN,NaN,NaN,14,143,71,33,NaN,9,90,68
8664,,,NaN,NaN,NaN,,,,,NaN,,,
8665,69,100,NaN,NaN,NaN,14,144,71,33,NaN,9,90,68
8666,,,NaN,NaN,NaN,,,,,NaN,,,
8667,69,100,NaN,NaN,NaN,14,143,71,33,NaN,9,90,68
8668,,,NaN,NaN,NaN,,,,,NaN,,,
8669,69,100,NaN,NaN,NaN,14,144,71,33,NaN,9,90,68
8670,,,NaN,NaN,NaN,,,,,NaN,,,
8671,69,100,NaN,NaN,NaN,14,143,71,33,NaN,9,90,68
8672,,,NaN,NaN,NaN,,,,,NaN,,,
8673,69,100,NaN,NaN,NaN,14,145,71,32,NaN,9,90,68
8674,,,NaN,NaN,NaN,,,,,NaN,,,
8675,69,100,NaN,NaN,NaN,14,143,71,32,NaN,9,89,68
8676,,,NaN,NaN,NaN,,,,,NaN,,,
8677,69,100,NaN,NaN,NaN,14,144,71,32,NaN,9,90,68
8678,,,NaN,NaN,NaN,,,,,NaN,,,
8679,68,100,NaN,NaN,NaN,14,142,71,32,NaN,9,89,68
8680,,,NaN,NaN,NaN,,,,,NaN,,,
8681,68,100,NaN,NaN,NaN,14,142,71,32,NaN,9,89,68
8682,,,NaN,NaN,NaN,,,,,NaN,,,
8683,67,100,NaN,NaN,NaN,14,141,71,32,NaN,9,88,68
8684,,,NaN,NaN,NaN,,,,,NaN,,,
8685,67,100,NaN,NaN,NaN,14,142,71,32,NaN,9,88,68
8686,,,NaN,NaN,NaN,,,,,NaN,,,
8687,67,100,NaN,NaN,NaN,14,141,70,32,NaN,10,88,67
8688,,,NaN,NaN,NaN,,,,,NaN,,,
8689,67,100,NaN,NaN,NaN,14,141,70,32,NaN,10,88,66
8690,,,NaN,NaN,NaN,,,,,NaN,,,
8691,67,100,NaN,NaN,NaN,14,143,69,32,NaN,10,88,66
8692,,,NaN,NaN,NaN,,,,,NaN,,,
8693,67,100,NaN,NaN,NaN,14,142,69,32,NaN,10,88,65
8694,,,NaN,NaN,NaN,,,,,NaN,,,
8695,67,100,NaN,NaN,NaN,14,143,69,33,NaN,10,88,66
8696,,,NaN,NaN,NaN,,,,,NaN,,,
8697,67,100,NaN,NaN,NaN,14,141,69,33,NaN,10,87,66
8698,,,NaN,NaN,NaN,,,,,NaN,,,
8699,68,100,NaN,NaN,NaN,14,143,70,33,NaN,10,88,66
8700,,,NaN,NaN,NaN,,,,,NaN,,,
8701,67,100,NaN,NaN,NaN,14,141,70,33,NaN,9,87,66
8702,,,NaN,NaN,NaN,,,,,NaN,,,
8703,67,100,NaN,NaN,NaN,14,143,70,32,NaN,9,88,67
8704,,,NaN,NaN,NaN,,,,,NaN,,,
8705,67,100,NaN,NaN,NaN,14,141,70,32,NaN,9,87,67
8706,,,NaN,NaN,NaN,,,,,NaN,,,
8707,67,100,NaN,NaN,NaN,14,143,70,32,NaN,9,87,67
8708,,,NaN,NaN,NaN,,,,,NaN,,,
8709,67,100,NaN,NaN,NaN,14,142,70,32,NaN,9,87,67
8710,,,NaN,NaN,NaN,,,,,NaN,,,
8711,68,100,NaN,NaN,NaN,14,144,70,32,NaN,9,88,67
8712,,,NaN,NaN,NaN,,,,,NaN,,,
8713,67,100,NaN,NaN,NaN,14,142,70,32,NaN,9,87,67
8714,,,NaN,NaN,NaN,,,,,NaN,,,
8715,67,100,NaN,NaN,NaN,14,142,70,32,NaN,9,87,67
8716,,,NaN,NaN,NaN,,,,,NaN,,,
8717,67,100,NaN,NaN,NaN,14,142,71,32,NaN,9,87,67
8718,,,NaN,NaN,NaN,,,,,NaN,,,
8719,67,100,NaN,NaN,NaN,14,142,70,32,NaN,9,87,67
8720,,,NaN,NaN,NaN,,,,,NaN,,,
8721,67,100,NaN,NaN,NaN,14,142,70,32,NaN,9,87,67
8722,,,NaN,NaN,NaN,,,,,NaN,,,
8723,67,100,NaN,NaN,NaN,14,141,70,32,NaN,9,87,67
8724,,,NaN,NaN,NaN,,,,,NaN,,,
8725,67,100,NaN,NaN,NaN,14,143,70,32,NaN,9,87,67
8726,,,NaN,NaN,NaN,,,,,NaN,,,
8727,67,100,NaN,NaN,NaN,14,141,70,32,NaN,9,87,67
8728,,,NaN,NaN,NaN,,,,,NaN,,,
8729,67,100,NaN,NaN,NaN,14,143,70,32,NaN,9,87,67
8730,,,NaN,NaN,NaN,,,,,NaN,,,
8731,67,100,NaN,NaN,NaN,14,142,70,32,NaN,9,87,67
8732,,,NaN,NaN,NaN,,,,,NaN,,,
8733,67,100,NaN,NaN,NaN,14,143,70,32,NaN,9,87,67
8734,,,NaN,NaN,NaN,,,,,NaN,,,
8735,67,100,NaN,NaN,NaN,14,141,70,32,NaN,9,87,67
8736,,,NaN,NaN,NaN,,,,,NaN,,,
8737,67,100,NaN,NaN,NaN,14,143,71,32,NaN,9,87,67
8738,,,NaN,NaN,NaN,,,,,NaN,,,
8739,67,100,NaN,NaN,NaN,14,141,70,32,NaN,9,87,67
8740,,,NaN,NaN,NaN,,,,,NaN,,,
8741,67,100,NaN,NaN,NaN,14,143,70,32,NaN,9,87,67
8742,,,NaN,NaN,NaN,,,,,NaN,,,
8743,67,100,NaN,NaN,NaN,14,142,70,32,NaN,9,87,67
8744,,,NaN,NaN,NaN,,,,,NaN,,,
8745,68,100,NaN,NaN,NaN,14,142,70,32,NaN,9,87,67
8746,,,NaN,NaN,NaN,,,,,NaN,,,
8747,67,100,NaN,NaN,NaN,14,143,71,32,NaN,9,87,68
8748,,,NaN,NaN,NaN,,,,,NaN,,,
8749,66,100,NaN,NaN,NaN,14,141,71,32,NaN,9,86,68
8750,,,NaN,NaN,NaN,,,,,NaN,,,
8751,65,100,NaN,NaN,NaN,14,141,70,32,NaN,9,86,67
8752,,,NaN,NaN,NaN,,,,,NaN,,,
8753,66,100,NaN,NaN,NaN,14,140,70,32,NaN,9,86,66
8754,,,NaN,NaN,NaN,,,,,NaN,,,
8755,66,100,NaN,NaN,NaN,14,142,70,32,NaN,9,86,66
8756,,,NaN,NaN,NaN,,,,,NaN,,,
8757,67,100,NaN,NaN,NaN,14,141,69,32,NaN,9,86,66
8758,,,NaN,NaN,NaN,,,,,NaN,,,
8759,67,100,NaN,NaN,NaN,14,143,70,32,NaN,9,87,66
8760,,,NaN,NaN,NaN,,,,,NaN,,,
8761,67,100,NaN,NaN,NaN,14,141,70,32,NaN,9,86,67
8762,,,NaN,NaN,NaN,,,,,NaN,,,
8763,67,100,NaN,NaN,NaN,14,143,71,32,NaN,9,87,68
8764,,,NaN,NaN,NaN,,,,,NaN,,,
8765,66,100,NaN,NaN,NaN,14,141,71,32,NaN,9,87,68
8766,,,NaN,NaN,NaN,,,,,NaN,,,
8767,67,100,NaN,NaN,NaN,14,144,70,32,NaN,9,87,67
8768,,,NaN,NaN,NaN,,,,,NaN,,,
8769,65,100,NaN,NaN,NaN,14,141,70,32,NaN,9,86,67
8770,,,NaN,NaN,NaN,,,,,NaN,,,
8771,66,100,NaN,NaN,NaN,14,142,70,32,NaN,9,86,67
8772,,,NaN,NaN,NaN,,,,,NaN,,,
8773,66,100,NaN,NaN,NaN,14,142,70,32,NaN,9,86,66
8774,,,NaN,NaN,NaN,,,,,NaN,,,
8775,66,100,NaN,NaN,NaN,14,142,69,32,NaN,9,86,66
8776,,,NaN,NaN,NaN,,,,,NaN,,,
8777,66,100,NaN,NaN,NaN,14,141,69,32,NaN,9,86,66
8778,,,NaN,NaN,NaN,,,,,NaN,,,
8779,66,100,NaN,NaN,NaN,14,141,69,32,NaN,9,86,66
8780,,,NaN,NaN,NaN,,,,,NaN,,,
8781,66,100,NaN,NaN,NaN,14,142,70,32,NaN,9,86,66
8782,,,NaN,NaN,NaN,,,,,NaN,,,
8783,66,100,NaN,NaN,NaN,14,141,70,32,NaN,9,86,67
8784,,,NaN,NaN,NaN,,,,,NaN,,,
8785,66,100,NaN,NaN,NaN,14,141,70,32,NaN,9,86,67
8786,,,NaN,NaN,NaN,,,,,NaN,,,
8787,66,100,NaN,NaN,NaN,14,139,70,32,NaN,9,86,67
8788,,,NaN,NaN,NaN,,,,,NaN,,,
8789,66,100,NaN,NaN,NaN,14,142,70,32,NaN,9,86,67
8790,,,NaN,NaN,NaN,,,,,NaN,,,
8791,66,100,NaN,NaN,NaN,14,139,70,32,NaN,9,85,67
8792,,,NaN,NaN,NaN,,,,,NaN,,,
8793,66,100,NaN,NaN,NaN,14,141,70,32,NaN,9,86,67
8794,,,NaN,NaN,NaN,,,,,NaN,,,
8795,65,100,NaN,NaN,NaN,14,138,70,32,NaN,9,85,67
8796,,,NaN,NaN,NaN,,,,,NaN,,,
8797,65,100,NaN,NaN,NaN,14,139,70,32,NaN,9,85,66
8798,,,NaN,NaN,NaN,,,,,NaN,,,
8799,65,100,NaN,NaN,NaN,14,137,70,32,NaN,9,85,66
8800,,,NaN,NaN,NaN,,,,,NaN,,,
8801,65,100,NaN,NaN,NaN,14,138,70,32,NaN,9,85,66
8802,,,NaN,NaN,NaN,,,,,NaN,,,
8803,64,100,NaN,NaN,NaN,14,136,70,32,NaN,9,84,67
8804,,,NaN,NaN,NaN,,,,,NaN,,,
8805,65,100,NaN,NaN,NaN,14,135,70,32,NaN,9,84,67
8806,,,NaN,NaN,NaN,,,,,NaN,,,
8807,64,100,NaN,NaN,NaN,14,136,70,32,NaN,9,84,66
8808,,,NaN,NaN,NaN,,,,,NaN,,,
8809,65,100,NaN,NaN,NaN,14,137,70,32,NaN,9,84,66
8810,,,NaN,NaN,NaN,,,,,NaN,,,
8811,65,100,NaN,NaN,NaN,14,137,70,32,NaN,9,85,66
8812,,,NaN,NaN,NaN,,,,,NaN,,,
8813,65,100,NaN,NaN,NaN,14,137,70,32,NaN,9,84,67
8814,,,NaN,NaN,NaN,,,,,NaN,,,
8815,65,100,NaN,NaN,NaN,14,139,70,32,NaN,9,85,67
8816,,,NaN,NaN,NaN,,,,,NaN,,,
8817,65,100,NaN,NaN,NaN,14,136,70,32,NaN,9,84,67
8818,,,NaN,NaN,NaN,,,,,NaN,,,
8819,65,100,NaN,NaN,NaN,14,138,70,32,NaN,9,85,67
8820,,,NaN,NaN,NaN,,,,,NaN,,,
8821,65,100,NaN,NaN,NaN,14,135,70,32,NaN,8,84,67
8822,,,NaN,NaN,NaN,,,,,NaN,,,
8823,65,100,NaN,NaN,NaN,14,137,70,32,NaN,8,84,67
8824,,,NaN,NaN,NaN,,,,,NaN,,,
8825,64,100,NaN,NaN,NaN,14,134,70,32,NaN,9,83,67
8826,,,NaN,NaN,NaN,,,,,NaN,,,
8827,64,100,NaN,NaN,NaN,14,136,70,32,NaN,9,84,67
8828,,,NaN,NaN,NaN,,,,,NaN,,,
8829,64,100,NaN,NaN,NaN,14,136,70,32,NaN,8,83,67
8830,,,NaN,NaN,NaN,,,,,NaN,,,
8831,65,100,NaN,NaN,NaN,14,137,70,32,NaN,8,84,67
8832,,,NaN,NaN,NaN,,,,,NaN,,,
8833,65,100,NaN,NaN,NaN,14,136,70,32,NaN,9,84,67
8834,,,NaN,NaN,NaN,,,,,NaN,,,
8835,65,100,NaN,NaN,NaN,14,138,70,32,NaN,9,84,67
8836,,,NaN,NaN,NaN,,,,,NaN,,,
8837,65,100,NaN,NaN,NaN,14,137,70,32,NaN,9,84,67
8838,,,NaN,NaN,NaN,,,,,NaN,,,
8839,65,100,NaN,NaN,NaN,14,136,70,32,NaN,9,84,67
8840,,,NaN,NaN,NaN,,,,,NaN,,,
8841,65,100,NaN,NaN,NaN,14,139,70,32,NaN,9,84,67
8842,,,NaN,NaN,NaN,,,,,NaN,,,
8843,65,100,NaN,NaN,NaN,14,137,70,32,NaN,9,84,67
8844,,,NaN,NaN,NaN,,,,,NaN,,,
8845,65,100,NaN,NaN,NaN,14,139,70,32,NaN,8,84,66
8846,,,NaN,NaN,NaN,,,,,NaN,,,
8847,64,100,NaN,NaN,NaN,14,137,70,32,NaN,8,84,66
8848,,,NaN,NaN,NaN,,,,,NaN,,,
8849,65,100,NaN,NaN,NaN,14,140,70,32,NaN,8,84,66
8850,,,NaN,NaN,NaN,,,,,NaN,,,
8851,65,100,NaN,NaN,NaN,14,138,69,32,NaN,9,84,66
8852,,,NaN,NaN,NaN,,,,,NaN,,,
8853,65,100,NaN,NaN,NaN,14,140,69,32,NaN,9,84,66
8854,,,NaN,NaN,NaN,,,,,NaN,,,
8855,65,100,NaN,NaN,NaN,14,138,69,32,NaN,9,84,66
8856,,,NaN,NaN,NaN,,,,,NaN,,,
8857,65,100,NaN,NaN,NaN,14,139,69,32,NaN,9,84,66
8858,,,NaN,NaN,NaN,,,,,NaN,,,
8859,64,100,NaN,NaN,NaN,14,137,69,32,NaN,9,84,66
8860,,,NaN,NaN,NaN,,,,,NaN,,,
8861,64,100,NaN,NaN,NaN,14,139,69,32,NaN,9,84,66
8862,,,NaN,NaN,NaN,,,,,NaN,,,
8863,64,100,NaN,NaN,NaN,14,138,69,32,NaN,9,84,66
8864,,,NaN,NaN,NaN,,,,,NaN,,,
8865,64,100,NaN,NaN,NaN,14,138,69,32,NaN,9,84,66
8866,,,NaN,NaN,NaN,,,,,NaN,,,
8867,64,100,NaN,NaN,NaN,14,138,69,32,NaN,9,84,66
8868,,,NaN,NaN,NaN,,,,,NaN,,,
8869,64,100,NaN,NaN,NaN,14,137,69,32,NaN,9,83,65
8870,,,NaN,NaN,NaN,,,,,NaN,,,
8871,64,100,NaN,NaN,NaN,14,140,69,32,NaN,8,84,65
8872,,,NaN,NaN,NaN,,,,,NaN,,,
8873,64,100,NaN,NaN,NaN,14,139,69,32,NaN,8,83,65
8874,,,NaN,NaN,NaN,,,,,NaN,,,
8875,64,100,NaN,NaN,NaN,14,140,69,32,NaN,9,84,65
8876,,,NaN,NaN,NaN,,,,,NaN,,,
8877,64,100,NaN,NaN,NaN,14,138,69,32,NaN,9,83,66
8878,,,NaN,NaN,NaN,,,,,NaN,,,
8879,64,100,NaN,NaN,NaN,14,140,69,32,NaN,9,83,66
8880,,,NaN,NaN,NaN,,,,,NaN,,,
8881,63,100,NaN,NaN,NaN,14,136,69,32,NaN,9,82,66
8882,,,NaN,NaN,NaN,,,,,NaN,,,
8883,64,100,NaN,NaN,NaN,14,139,69,32,NaN,9,83,66
8884,,,NaN,NaN,NaN,,,,,NaN,,,
8885,64,100,NaN,NaN,NaN,14,139,69,32,NaN,8,83,65
8886,,,NaN,NaN,NaN,,,,,NaN,,,
8887,64,100,NaN,NaN,NaN,14,141,69,32,NaN,8,83,65
8888,,,NaN,NaN,NaN,,,,,NaN,,,
8889,64,100,NaN,NaN,NaN,14,141,69,32,NaN,9,83,65
8890,,,NaN,NaN,NaN,,,,,NaN,,,
8891,65,100,NaN,NaN,NaN,14,142,69,32,NaN,9,84,65
8892,,,NaN,NaN,NaN,,,,,NaN,,,
8893,64,100,NaN,NaN,NaN,14,140,69,32,NaN,9,84,66
8894,,,NaN,NaN,NaN,,,,,NaN,,,
8895,64,100,NaN,NaN,NaN,14,140,69,32,NaN,9,84,66
8896,,,NaN,NaN,NaN,,,,,NaN,,,
8897,64,100,NaN,NaN,NaN,14,141,69,32,NaN,9,84,66
8898,,,NaN,NaN,NaN,,,,,NaN,,,
8899,65,100,NaN,NaN,NaN,14,140,69,32,NaN,9,84,66
8900,,,NaN,NaN,NaN,,,,,NaN,,,
8901,65,100,NaN,NaN,NaN,14,140,69,32,NaN,9,84,66
8902,,,NaN,NaN,NaN,,,,,NaN,,,
8903,65,100,NaN,NaN,NaN,14,139,69,32,NaN,9,84,66
8904,,,NaN,NaN,NaN,,,,,NaN,,,
8905,65,100,NaN,NaN,NaN,14,142,70,32,NaN,9,85,66
8906,,,NaN,NaN,NaN,,,,,NaN,,,
8907,64,100,NaN,NaN,NaN,14,140,70,32,NaN,9,84,67
8908,,,NaN,NaN,NaN,,,,,NaN,,,
8909,64,100,NaN,NaN,NaN,14,142,70,32,NaN,9,84,66
8910,,,NaN,NaN,NaN,,,,,NaN,,,
8911,64,100,NaN,NaN,NaN,14,139,70,32,NaN,9,84,66
8912,,,NaN,NaN,NaN,,,,,NaN,,,
8913,64,100,NaN,NaN,NaN,14,141,69,32,NaN,8,84,66
8914,,,NaN,NaN,NaN,,,,,NaN,,,
8915,63,100,NaN,NaN,NaN,14,139,69,32,NaN,8,83,66
8916,,,NaN,NaN,NaN,,,,,NaN,,,
8917,63,100,NaN,NaN,NaN,14,139,69,32,NaN,8,83,65
8918,,,NaN,NaN,NaN,,,,,NaN,,,
8919,63,100,NaN,NaN,NaN,14,138,68,32,NaN,9,82,65
8920,,,NaN,NaN,NaN,,,,,NaN,,,
8921,64,100,NaN,NaN,NaN,14,139,68,32,NaN,9,83,65
8922,,,NaN,NaN,NaN,,,,,NaN,,,
8923,64,100,NaN,NaN,NaN,14,138,68,32,NaN,9,83,65
8924,,,NaN,NaN,NaN,,,,,NaN,,,
8925,64,100,NaN,NaN,NaN,14,138,68,32,NaN,9,83,65
8926,,,NaN,NaN,NaN,,,,,NaN,,,
8927,64,100,NaN,NaN,NaN,14,138,69,32,NaN,8,83,66
8928,,,NaN,NaN,NaN,,,,,NaN,,,
8929,65,100,NaN,NaN,NaN,14,137,69,32,NaN,8,83,66
8930,,,NaN,NaN,NaN,,,,,NaN,,,
8931,64,100,NaN,NaN,NaN,14,137,70,32,NaN,8,83,66
8932,,,NaN,NaN,NaN,,,,,NaN,,,
8933,63,100,NaN,NaN,NaN,14,135,70,32,NaN,8,83,66
8934,,,NaN,NaN,NaN,,,,,NaN,,,
8935,63,100,NaN,NaN,NaN,14,137,70,32,NaN,8,83,66
8936,,,NaN,NaN,NaN,,,,,NaN,,,
8937,63,100,NaN,NaN,NaN,14,134,69,32,NaN,8,82,66
8938,,,NaN,NaN,NaN,,,,,NaN,,,
8939,63,100,NaN,NaN,NaN,14,136,69,32,NaN,8,83,66
8940,,,NaN,NaN,NaN,,,,,NaN,,,
8941,63,100,NaN,NaN,NaN,14,134,69,32,NaN,8,82,66
8942,,,NaN,NaN,NaN,,,,,NaN,,,
8943,64,100,NaN,NaN,NaN,14,138,69,32,NaN,8,83,65
8944,,,NaN,NaN,NaN,,,,,NaN,,,
8945,63,100,NaN,NaN,NaN,14,137,69,32,NaN,8,82,65
8946,,,NaN,NaN,NaN,,,,,NaN,,,
8947,63,100,NaN,NaN,NaN,14,138,69,32,NaN,8,83,65
8948,,,NaN,NaN,NaN,,,,,NaN,,,
8949,64,100,NaN,NaN,NaN,14,138,68,32,NaN,8,83,65
8950,,,NaN,NaN,NaN,,,,,NaN,,,
8951,64,100,NaN,NaN,NaN,14,140,68,32,NaN,8,83,65
8952,,,NaN,NaN,NaN,,,,,NaN,,,
8953,64,100,NaN,NaN,NaN,14,139,68,32,NaN,8,83,65
8954,,,NaN,NaN,NaN,,,,,NaN,,,
8955,33,100,NaN,NaN,NaN,14,142,68,32,NaN,8,86,65
8956,,,NaN,NaN,NaN,,,,,NaN,,,
8957,48,100,NaN,NaN,NaN,14,133,69,32,NaN,8,84,65
8958,,,NaN,NaN,NaN,,,,,NaN,,,
8959,29,100,NaN,NaN,NaN,14,115,69,32,NaN,8,82,66
8960,,,NaN,NaN,NaN,,,,,NaN,,,
8961,55,100,NaN,NaN,NaN,14,135,69,32,NaN,9,83,66
8962,,,NaN,NaN,NaN,,,,,NaN,,,
8963,61,100,NaN,NaN,NaN,14,138,69,32,NaN,9,83,65
8964,,,NaN,NaN,NaN,,,,,NaN,,,
8965,62,100,NaN,NaN,NaN,14,140,68,32,NaN,9,84,65
8966,,,NaN,NaN,NaN,,,,,NaN,,,
8967,,100,NaN,NaN,NaN,14,,68,32,NaN,9,84,65
8968,,,NaN,NaN,NaN,,,,,NaN,,,
8969,,100,NaN,NaN,NaN,14,,68,32,NaN,8,215,65
8970,,,NaN,NaN,NaN,,,,,NaN,,,
8971,,100,NaN,NaN,NaN,14,,69,32,NaN,8,215,65
8972,,,NaN,NaN,NaN,,,,,NaN,,,
8973,,100,NaN,NaN,NaN,14,,69,32,NaN,8,224,66
8974,,,NaN,NaN,NaN,,,,,NaN,,,
8975,,100,NaN,NaN,NaN,14,,69,32,NaN,8,224,66
8976,,,NaN,NaN,NaN,,,,,NaN,,,
8977,,100,NaN,NaN,NaN,14,,69,32,NaN,8,225,66
8978,,,NaN,NaN,NaN,,,,,NaN,,,
8979,,100,NaN,NaN,NaN,14,,69,32,NaN,9,206,66
8980,,,NaN,NaN,NaN,,,,,NaN,,,
8981,,100,NaN,NaN,NaN,14,,69,32,NaN,9,134,65
8982,,,NaN,NaN,NaN,,,,,NaN,,,
8983,,100,NaN,NaN,NaN,14,,69,32,NaN,8,111,65
8984,,,NaN,NaN,NaN,,,,,NaN,,,
8985,,100,NaN,NaN,NaN,14,,69,32,NaN,8,99,65
8986,,,NaN,NaN,NaN,,,,,NaN,,,
8987,,100,NaN,NaN,NaN,14,,69,32,NaN,8,92,65
8988,,,NaN,NaN,NaN,,,,,NaN,,,
8989,,100,NaN,NaN,NaN,14,,68,32,NaN,8,90,65
8990,,,NaN,NaN,NaN,,,,,NaN,,,
8991,,100,NaN,NaN,NaN,14,,68,32,NaN,8,98,65
8992,,,NaN,NaN,NaN,,,,,NaN,,,
8993,,100,NaN,NaN,NaN,14,,68,32,NaN,8,97,65
8994,,,NaN,NaN,NaN,,,,,NaN,,,
8995,136,100,NaN,NaN,NaN,14,181,68,32,NaN,8,125,65
8996,,,NaN,NaN,NaN,,,,,NaN,,,
8997,184,100,NaN,NaN,NaN,14,207,69,32,NaN,8,159,66
8998,,,NaN,NaN,NaN,,,,,NaN,,,
8999,193,100,NaN,NaN,NaN,14,211,69,32,NaN,8,177,66
9000,,,NaN,NaN,NaN,,,,,NaN,,,
9001,202,100,NaN,NaN,NaN,14,216,69,32,NaN,8,189,66
9002,,,NaN,NaN,NaN,,,,,NaN,,,
9003,206,100,NaN,NaN,NaN,14,224,69,32,NaN,8,200,66
9004,,,NaN,NaN,NaN,,,,,NaN,,,
9005,208,100,NaN,NaN,NaN,14,102,69,32,NaN,8,206,65
9006,,,NaN,NaN,NaN,,,,,NaN,,,
9007,32,100,NaN,NaN,NaN,14,162,69,32,NaN,8,199,65
9008,,,NaN,NaN,NaN,,,,,NaN,,,
9009,,100,NaN,NaN,NaN,14,,69,32,NaN,8,158,65
9010,,,NaN,NaN,NaN,,,,,NaN,,,
9011,,100,NaN,NaN,NaN,14,,69,32,NaN,8,86,65
9012,,,NaN,NaN,NaN,,,,,NaN,,,
9013,,100,NaN,NaN,NaN,14,,69,32,NaN,8,83,66
9014,,,NaN,NaN,NaN,,,,,NaN,,,
9015,,100,NaN,NaN,NaN,14,,69,32,NaN,8,83,66
9016,,,NaN,NaN,NaN,,,,,NaN,,,
9017,,100,NaN,NaN,NaN,14,,69,32,NaN,8,84,66
9018,,,NaN,NaN,NaN,,,,,NaN,,,
9019,,,NaN,NaN,NaN,14,,,32,NaN,8,83,66
9020,,,NaN,NaN,NaN,,,,,NaN,,,
9021,,,NaN,NaN,NaN,14,,,32,NaN,8,84,66
9022,,,NaN,NaN,NaN,,,,,NaN,,,
9023,,,NaN,NaN,NaN,14,,,32,NaN,8,83,66
9024,,,NaN,NaN,NaN,,,,,NaN,,,
9025,64,100,NaN,NaN,NaN,14,138,69,32,NaN,8,84,66
9026,,,NaN,NaN,NaN,,,,,NaN,,,
9027,63,100,NaN,NaN,NaN,14,135,69,32,NaN,8,83,66
9028,,,NaN,NaN,NaN,,,,,NaN,,,
9029,63,100,NaN,NaN,NaN,14,136,69,32,NaN,8,83,66
9030,,,NaN,NaN,NaN,,,,,NaN,,,
9031,63,100,NaN,NaN,NaN,14,134,69,32,NaN,8,82,66
9032,,,NaN,NaN,NaN,,,,,NaN,,,
9033,63,100,NaN,NaN,NaN,14,136,69,32,NaN,8,83,66
9034,,,NaN,NaN,NaN,,,,,NaN,,,
9035,63,100,NaN,NaN,NaN,14,134,69,32,NaN,8,82,66
9036,,,NaN,NaN,NaN,,,,,NaN,,,
9037,64,100,NaN,NaN,NaN,14,135,69,32,NaN,8,83,66
9038,,,NaN,NaN,NaN,,,,,NaN,,,
9039,63,100,NaN,NaN,NaN,14,133,69,32,NaN,8,82,66
9040,,,NaN,NaN,NaN,,,,,NaN,,,
9041,64,100,NaN,NaN,NaN,14,133,70,32,NaN,8,83,66
9042,,,NaN,NaN,NaN,,,,,NaN,,,
9043,63,100,NaN,NaN,NaN,14,133,70,32,NaN,8,82,67
9044,,,NaN,NaN,NaN,,,,,NaN,,,
9045,63,100,NaN,NaN,NaN,14,131,70,32,NaN,8,82,67
9046,,,NaN,NaN,NaN,,,,,NaN,,,
9047,63,100,NaN,NaN,NaN,14,132,70,32,NaN,8,82,67
9048,,,NaN,NaN,NaN,,,,,NaN,,,
9049,63,100,NaN,NaN,NaN,14,131,70,32,NaN,8,82,67
9050,,,NaN,NaN,NaN,,,,,NaN,,,
9051,63,100,NaN,NaN,NaN,14,132,70,32,NaN,8,82,67
9052,,,NaN,NaN,NaN,,,,,NaN,,,
9053,63,100,NaN,NaN,NaN,14,130,71,32,NaN,8,81,67
9054,,,NaN,NaN,NaN,,,,,NaN,,,
9055,63,100,NaN,NaN,NaN,14,132,71,32,NaN,8,82,67
9056,,,NaN,NaN,NaN,,,,,NaN,,,
9057,63,100,NaN,NaN,NaN,14,130,71,32,NaN,8,82,67
9058,,,NaN,NaN,NaN,,,,,NaN,,,
9059,63,100,NaN,NaN,NaN,14,133,71,32,NaN,8,82,68
9060,,,NaN,NaN,NaN,,,,,NaN,,,
9061,63,100,NaN,NaN,NaN,14,131,71,32,NaN,8,81,68
9062,,,NaN,NaN,NaN,,,,,NaN,,,
9063,63,100,NaN,NaN,NaN,14,136,71,32,NaN,8,82,67
9064,,,NaN,NaN,NaN,,,,,NaN,,,
9065,63,100,NaN,NaN,NaN,14,134,70,32,NaN,8,82,67
9066,,,NaN,NaN,NaN,,,,,NaN,,,
9067,63,100,NaN,NaN,NaN,14,136,70,32,NaN,8,82,66
9068,,,NaN,NaN,NaN,,,,,NaN,,,
9069,63,100,NaN,NaN,NaN,14,135,69,32,NaN,8,82,66
9070,,,NaN,NaN,NaN,,,,,NaN,,,
9071,64,100,NaN,NaN,NaN,14,137,69,32,NaN,8,83,66
9072,,,NaN,NaN,NaN,,,,,NaN,,,
9073,64,100,NaN,NaN,NaN,14,136,70,32,NaN,8,83,66
9074,,,NaN,NaN,NaN,,,,,NaN,,,
9075,64,100,NaN,NaN,NaN,14,136,70,32,NaN,8,83,67
9076,,,NaN,NaN,NaN,,,,,NaN,,,
9077,64,100,NaN,NaN,NaN,14,137,70,32,NaN,8,83,67
