time,Solar8000/ART_DBP,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/ART,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2,SNUADC/CVP,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/HR
412,-3,100,NaN,NaN,NaN,,-3,88,,NaN,-28,-3,84
413,,,NaN,NaN,NaN,,,,,NaN,,,
414,-3,100,NaN,NaN,NaN,,-3,89,,NaN,-28,-3,86
415,,,NaN,NaN,NaN,,,,,NaN,,,
416,-3,100,NaN,NaN,NaN,,-3,90,,NaN,-28,-3,87
417,,,NaN,NaN,NaN,,,,,NaN,,,
418,-3,100,NaN,NaN,NaN,,-3,89,,NaN,-28,-3,86
419,,,NaN,NaN,NaN,,,,,NaN,,,
420,-3,100,NaN,NaN,NaN,,-3,87,,NaN,-28,-3,84
421,,,NaN,NaN,NaN,,,,,NaN,,,
422,-3,100,NaN,NaN,NaN,,-3,86,,NaN,-28,-3,81
423,,,NaN,NaN,NaN,,,,,NaN,,,
424,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,81
425,,,NaN,NaN,NaN,,,,,NaN,,,
426,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,81
427,,,NaN,NaN,NaN,,,,,NaN,,,
428,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-28,-3,82
429,,,NaN,NaN,NaN,,,,,NaN,,,
430,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-28,-3,82
431,,,NaN,NaN,NaN,,,,,NaN,,,
432,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-28,-3,81
433,,,NaN,NaN,NaN,,,,,NaN,,,
434,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
435,,,NaN,NaN,NaN,,,,,NaN,,,
436,-3,100,NaN,NaN,NaN,,-3,82,,NaN,-28,-3,79
437,,,NaN,NaN,NaN,,,,,NaN,,,
438,-3,100,NaN,NaN,NaN,,-3,82,,NaN,-28,-3,79
439,,,NaN,NaN,NaN,,,,,NaN,,,
440,-3,100,NaN,NaN,NaN,,-3,82,,NaN,-28,-3,79
441,,,NaN,NaN,NaN,,,,,NaN,,,
442,-3,100,NaN,NaN,NaN,,-3,82,,NaN,-28,-3,79
443,,,NaN,NaN,NaN,,,,,NaN,,,
444,-3,100,NaN,NaN,NaN,,-3,82,,NaN,-28,-3,79
445,,,NaN,NaN,NaN,,,,,NaN,,,
446,-3,100,NaN,NaN,NaN,,-3,82,,NaN,-28,-3,80
447,,,NaN,NaN,NaN,,,,,NaN,,,
448,-2,100,NaN,NaN,NaN,,-2,82,,NaN,-28,-2,79
449,,,NaN,NaN,NaN,,,,,NaN,,,
450,-2,100,NaN,NaN,NaN,,-2,81,,NaN,-28,-2,78
451,,,NaN,NaN,NaN,,,,,NaN,,,
452,-10,100,NaN,NaN,NaN,,6,81,,NaN,-28,-2,78
453,,,NaN,NaN,NaN,,,,,NaN,,,
454,-10,100,NaN,NaN,NaN,,6,81,,NaN,-28,-2,79
455,,,NaN,NaN,NaN,,,,,NaN,,,
456,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
457,,,NaN,NaN,NaN,,,,,NaN,,,
458,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,81
459,,,NaN,NaN,NaN,,,,,NaN,,,
460,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,81
461,,,NaN,NaN,NaN,,,,,NaN,,,
462,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,80
463,,,NaN,NaN,NaN,,,,,NaN,,,
464,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
465,,,NaN,NaN,NaN,,,,,NaN,,,
466,-3,100,NaN,NaN,NaN,,-3,82,,NaN,-28,-3,80
467,,,NaN,NaN,NaN,,,,,NaN,,,
468,-3,100,NaN,NaN,NaN,,-3,82,,NaN,-28,-3,79
469,,,NaN,NaN,NaN,,,,,NaN,,,
470,-3,100,NaN,NaN,NaN,,-3,82,,NaN,-28,-3,79
471,,,NaN,NaN,NaN,,,,,NaN,,,
472,-3,100,NaN,NaN,NaN,,-3,82,,NaN,-28,-3,79
473,,,NaN,NaN,NaN,,,,,NaN,,,
474,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
475,,,NaN,NaN,NaN,,,,,NaN,,,
476,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
477,,,NaN,NaN,NaN,,,,,NaN,,,
478,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
479,,,NaN,NaN,NaN,,,,,NaN,,,
480,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
481,,,NaN,NaN,NaN,,,,,NaN,,,
482,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
483,,,NaN,NaN,NaN,,,,,NaN,,,
484,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,81
485,,,NaN,NaN,NaN,,,,,NaN,,,
486,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,82
487,,,NaN,NaN,NaN,,,,,NaN,,,
488,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-28,-3,82
489,,,NaN,NaN,NaN,,,,,NaN,,,
490,-3,100,NaN,NaN,NaN,,-3,86,,NaN,-28,-3,83
491,,,NaN,NaN,NaN,,,,,NaN,,,
492,-3,100,NaN,NaN,NaN,,-3,86,,NaN,-28,-3,84
493,,,NaN,NaN,NaN,,,,,NaN,,,
494,-3,100,NaN,NaN,NaN,,-3,87,,NaN,-28,-3,84
495,,,NaN,NaN,NaN,,,,,NaN,,,
496,-3,100,NaN,NaN,NaN,,-3,87,,NaN,-28,-3,84
497,,,NaN,NaN,NaN,,,,,NaN,,,
498,-3,100,NaN,NaN,NaN,,-3,87,,NaN,-28,-3,84
499,,,NaN,NaN,NaN,,,,,NaN,,,
500,-3,100,NaN,NaN,NaN,,-3,87,,NaN,-28,-3,84
501,,,NaN,NaN,NaN,,,,,NaN,,,
502,-3,100,NaN,NaN,NaN,,-3,87,,NaN,-28,-3,84
503,,,NaN,NaN,NaN,,,,,NaN,,,
504,-3,100,NaN,NaN,NaN,,-3,87,,NaN,-28,-3,83
505,,,NaN,NaN,NaN,,,,,NaN,,,
506,-3,100,NaN,NaN,NaN,,-3,86,,NaN,-28,-3,83
507,,,NaN,NaN,NaN,,,,,NaN,,,
508,-3,100,NaN,NaN,NaN,,-3,86,,NaN,-28,-3,83
509,,,NaN,NaN,NaN,,,,,NaN,,,
510,-3,100,NaN,NaN,NaN,,-3,86,,NaN,-28,-3,83
511,,,NaN,NaN,NaN,,,,,NaN,,,
512,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-28,-3,82
513,,,NaN,NaN,NaN,,,,,NaN,,,
514,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-28,-3,81
515,,,NaN,NaN,NaN,,,,,NaN,,,
516,-2,100,NaN,NaN,NaN,,-2,84,,NaN,-28,-2,80
517,,,NaN,NaN,NaN,,,,,NaN,,,
518,-2,100,NaN,NaN,NaN,,-2,83,,NaN,-28,-2,80
519,,,NaN,NaN,NaN,,,,,NaN,,,
520,-2,100,NaN,NaN,NaN,,-2,82,,NaN,-28,-2,79
521,,,NaN,NaN,NaN,,,,,NaN,,,
522,-2,100,NaN,NaN,NaN,,-2,82,,NaN,-28,-2,78
523,,,NaN,NaN,NaN,,,,,NaN,,,
524,-3,100,NaN,NaN,NaN,,-3,81,,NaN,-28,-3,78
525,,,NaN,NaN,NaN,,,,,NaN,,,
526,-3,100,NaN,NaN,NaN,,-3,81,,NaN,-28,-3,78
527,,,NaN,NaN,NaN,,,,,NaN,,,
528,-3,100,NaN,NaN,NaN,,-3,81,,NaN,-28,-3,78
529,,,NaN,NaN,NaN,,,,,NaN,,,
530,-3,100,NaN,NaN,NaN,,-3,82,,NaN,-28,-3,79
531,,,NaN,NaN,NaN,,,,,NaN,,,
532,-3,100,NaN,NaN,NaN,,-3,82,,NaN,-28,-3,80
533,,,NaN,NaN,NaN,,,,,NaN,,,
534,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
535,,,NaN,NaN,NaN,,,,,NaN,,,
536,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
537,,,NaN,NaN,NaN,,,,,NaN,,,
538,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
539,,,NaN,NaN,NaN,,,,,NaN,,,
540,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
541,,,NaN,NaN,NaN,,,,,NaN,,,
542,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,80
543,,,NaN,NaN,NaN,,,,,NaN,,,
544,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-28,-3,81
545,,,NaN,NaN,NaN,,,,,NaN,,,
546,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,81
547,,,NaN,NaN,NaN,,,,,NaN,,,
548,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,81
549,,,NaN,NaN,NaN,,,,,NaN,,,
550,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,81
551,,,NaN,NaN,NaN,,,,,NaN,,,
552,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,81
553,,,NaN,NaN,NaN,,,,,NaN,,,
554,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,81
555,,,NaN,NaN,NaN,,,,,NaN,,,
556,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-29,-3,81
557,,,NaN,NaN,NaN,,,,,NaN,,,
558,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-29,-3,80
559,,,NaN,NaN,NaN,,,,,NaN,,,
560,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-29,-3,80
561,,,NaN,NaN,NaN,,,,,NaN,,,
562,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-29,-3,80
563,,,NaN,NaN,NaN,,,,,NaN,,,
564,-3,100,NaN,NaN,NaN,,-3,83,,NaN,-29,-3,81
565,,,NaN,NaN,NaN,,,,,NaN,,,
566,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-29,-3,81
567,,,NaN,NaN,NaN,,,,,NaN,,,
568,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-29,-3,81
569,,,NaN,NaN,NaN,,,,,NaN,,,
570,-3,100,NaN,NaN,NaN,,-3,84,,NaN,-28,-3,81
571,,,NaN,NaN,NaN,,,,,NaN,,,
572,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-28,-3,82
573,,,NaN,NaN,NaN,,,,,NaN,,,
574,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-28,-3,82
575,,,NaN,NaN,NaN,,,,,NaN,,,
576,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-28,-3,82
577,,,NaN,NaN,NaN,,,,,NaN,,,
578,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-28,-3,82
579,,,NaN,NaN,NaN,,,,,NaN,,,
580,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-28,-3,83
581,,,NaN,NaN,NaN,,,,,NaN,,,
582,-50,100,NaN,NaN,NaN,,257,85,,NaN,-28,-3,83
583,,,NaN,NaN,NaN,,,,,NaN,,,
584,-40,100,NaN,NaN,NaN,,28,86,,NaN,-28,-3,83
585,,,NaN,NaN,NaN,,,,,NaN,,,
586,-40,100,NaN,NaN,NaN,,28,86,,NaN,-28,-3,83
587,,,NaN,NaN,NaN,,,,,NaN,,,
588,-26,100,NaN,NaN,NaN,,31,86,,NaN,-28,-3,83
589,,,NaN,NaN,NaN,,,,,NaN,,,
590,-26,100,NaN,NaN,NaN,,31,86,,NaN,-29,-3,84
591,,,NaN,NaN,NaN,,,,,NaN,,,
592,-2,100,NaN,NaN,NaN,,-2,87,,NaN,-29,-2,84
593,,,NaN,NaN,NaN,,,,,NaN,,,
594,-2,100,NaN,NaN,NaN,,-2,87,,NaN,-29,-2,85
595,,,NaN,NaN,NaN,,,,,NaN,,,
596,-3,100,NaN,NaN,NaN,,-3,88,,NaN,-29,-3,85
597,,,NaN,NaN,NaN,,,,,NaN,,,
598,-41,100,NaN,NaN,NaN,,25,88,,NaN,-29,-1,85
599,,,NaN,NaN,NaN,,,,,NaN,,,
600,-41,100,NaN,NaN,NaN,,25,87,,NaN,-28,-1,84
601,,,NaN,NaN,NaN,,,,,NaN,,,
602,-28,100,NaN,NaN,NaN,,16,87,,NaN,-28,-2,84
603,,,NaN,NaN,NaN,,,,,NaN,,,
604,-28,100,NaN,NaN,NaN,,16,86,,NaN,-28,-2,83
605,,,NaN,NaN,NaN,,,,,NaN,,,
606,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-28,-3,82
607,,,NaN,NaN,NaN,,,,,NaN,,,
608,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-29,-3,82
609,,,NaN,NaN,NaN,,,,,NaN,,,
610,-3,100,NaN,NaN,NaN,,-3,85,,NaN,-29,-3,81
611,,,NaN,NaN,NaN,,,,,NaN,,,
612,-8,100,NaN,NaN,NaN,,1,85,,NaN,-29,-3,81
613,,,NaN,NaN,NaN,,,,,NaN,,,
614,-17,100,NaN,NaN,NaN,,30,84,,NaN,-29,4,81
615,,,NaN,NaN,NaN,,,,,NaN,,,
616,-87,100,NaN,NaN,NaN,,103,85,,NaN,-29,6,82
617,,,NaN,NaN,NaN,,,,,NaN,,,
618,-53,100,NaN,NaN,NaN,,66,85,,NaN,-29,5,82
619,,,NaN,NaN,NaN,,,,,NaN,,,
620,-43,100,NaN,NaN,NaN,,51,85,,NaN,-29,5,82
621,,,NaN,NaN,NaN,,,,,NaN,,,
622,-56,100,NaN,NaN,NaN,,108,85,,NaN,-29,3,82
623,,,NaN,NaN,NaN,,,,,NaN,,,
624,-17,100,NaN,NaN,NaN,,42,85,,NaN,-29,12,83
625,,,NaN,NaN,NaN,,,,,NaN,,,
626,-87,100,NaN,NaN,NaN,,78,86,,NaN,-29,12,83
627,,,NaN,NaN,NaN,,,,,NaN,,,
628,-50,100,NaN,NaN,NaN,,49,86,,NaN,-29,4,83
629,,,NaN,NaN,NaN,,,,,NaN,,,
630,-4,100,NaN,NaN,NaN,,169,86,,NaN,-29,16,83
631,,,NaN,NaN,NaN,,,,,NaN,,,
632,16,100,NaN,NaN,NaN,,156,86,,NaN,-29,62,83
633,,,NaN,NaN,NaN,,,,,NaN,,,
634,66,100,NaN,NaN,NaN,,129,86,,NaN,-30,80,83
635,,,NaN,NaN,NaN,,,,,NaN,,,
636,62,100,NaN,NaN,NaN,,123,86,,NaN,-30,79,83
637,,,NaN,NaN,NaN,,,,,NaN,,,
638,62,100,NaN,NaN,NaN,,127,86,,NaN,-30,81,82
639,,,NaN,NaN,NaN,,,,,NaN,,,
640,62,100,NaN,NaN,NaN,,128,85,,NaN,-30,82,82
641,,,NaN,NaN,NaN,,,,,NaN,,,
642,61,100,NaN,NaN,NaN,,129,85,,NaN,-30,83,82
643,,,NaN,NaN,NaN,,,,,NaN,,,
644,59,100,NaN,NaN,NaN,,131,85,,NaN,-30,83,82
645,,,NaN,NaN,NaN,,,,,NaN,,,
646,58,100,NaN,NaN,NaN,,134,85,,NaN,-30,83,83
647,,,NaN,NaN,NaN,,,,,NaN,,,
648,53,100,NaN,NaN,NaN,,-67,85,,NaN,-30,81,83
649,,,NaN,NaN,NaN,,,,,NaN,,,
650,50,100,NaN,NaN,NaN,,110,86,,NaN,-29,82,83
651,,,NaN,NaN,NaN,,,,,NaN,,,
652,60,100,NaN,NaN,NaN,,123,86,,NaN,-29,82,83
653,,,NaN,NaN,NaN,,,,,NaN,,,
654,57,100,NaN,NaN,NaN,,122,85,,NaN,-29,82,82
655,,,NaN,NaN,NaN,,,,,NaN,,,
656,59,100,NaN,NaN,NaN,,126,85,,NaN,-29,82,82
657,,,NaN,NaN,NaN,,,,,NaN,,,
658,50,100,NaN,NaN,NaN,,129,85,,NaN,-29,85,82
659,,,NaN,NaN,NaN,,,,,NaN,,,
660,57,100,NaN,NaN,NaN,,120,85,,NaN,-29,83,82
661,,,NaN,NaN,NaN,,,,,NaN,,,
662,64,100,NaN,NaN,NaN,,134,85,,NaN,-29,91,82
663,,,NaN,NaN,NaN,,,,,NaN,,,
664,62,100,NaN,NaN,NaN,,127,85,,NaN,-30,85,82
665,,,NaN,NaN,NaN,,,,,NaN,,,
666,63,100,NaN,NaN,NaN,,128,85,,NaN,-30,85,82
667,,,NaN,NaN,NaN,,,,,NaN,,,
668,68,100,NaN,NaN,NaN,,125,85,,NaN,-30,87,82
669,,,NaN,NaN,NaN,,,,,NaN,,,
670,62,100,NaN,NaN,NaN,,126,85,,NaN,-30,83,82
671,,,NaN,NaN,NaN,,,,,NaN,,,
672,61,100,NaN,NaN,NaN,,126,84,,NaN,-30,83,81
673,,,NaN,NaN,NaN,,,,,NaN,,,
674,47,100,NaN,NaN,NaN,,122,84,,NaN,-30,82,81
675,,,NaN,NaN,NaN,,,,,NaN,,,
676,61,100,NaN,NaN,NaN,,125,84,,NaN,-30,82,81
677,,,NaN,NaN,NaN,,,,,NaN,,,
678,62,100,NaN,NaN,NaN,,126,84,,NaN,-30,82,81
679,,,NaN,NaN,NaN,,,,,NaN,,,
680,62,100,NaN,NaN,NaN,,127,85,,NaN,-29,83,82
681,,,NaN,NaN,NaN,,,,,NaN,,,
682,62,100,NaN,NaN,NaN,,125,85,,NaN,-29,82,82
683,,,NaN,NaN,NaN,,,,,NaN,,,
684,62,100,NaN,NaN,NaN,,125,84,,NaN,-29,82,81
685,,,NaN,NaN,NaN,,,,,NaN,,,
686,66,100,NaN,NaN,NaN,,127,84,,NaN,-29,86,81
687,,,NaN,NaN,NaN,,,,,NaN,,,
688,67,100,NaN,NaN,NaN,,128,85,,NaN,-29,87,82
689,,,NaN,NaN,NaN,,,,,NaN,,,
690,67,100,NaN,NaN,NaN,,129,85,,NaN,-29,89,83
691,,,NaN,NaN,NaN,,,,,NaN,,,
692,67,100,NaN,NaN,NaN,,129,86,,NaN,-30,89,84
693,,,NaN,NaN,NaN,,,,,NaN,,,
694,66,100,NaN,NaN,NaN,,128,86,,NaN,-30,88,83
695,,,NaN,NaN,NaN,,,,,NaN,,,
696,65,100,NaN,NaN,NaN,,128,86,,NaN,-30,88,83
697,,,NaN,NaN,NaN,,,,,NaN,,,
698,64,100,NaN,NaN,NaN,,127,85,,NaN,-30,87,82
699,,,NaN,NaN,NaN,,,,,NaN,,,
700,63,100,NaN,NaN,NaN,,126,84,,NaN,-30,86,81
701,,,NaN,NaN,NaN,,,,,NaN,,,
702,63,100,NaN,NaN,NaN,,126,83,,NaN,-30,85,79
703,,,NaN,NaN,NaN,,,,,NaN,,,
704,62,100,NaN,NaN,NaN,,126,82,,NaN,-30,84,79
705,,,NaN,NaN,NaN,,,,,NaN,,,
706,62,100,NaN,NaN,NaN,,126,81,,NaN,-30,83,78
707,,,NaN,NaN,NaN,,,,,NaN,,,
708,65,100,NaN,NaN,NaN,,133,80,,NaN,-30,85,77
709,,,NaN,NaN,NaN,,,,,NaN,,,
710,69,100,NaN,NaN,NaN,,140,79,,NaN,-29,89,76
711,,,NaN,NaN,NaN,,,,,NaN,,,
712,71,100,NaN,NaN,NaN,,144,80,,NaN,-29,92,77
713,,,NaN,NaN,NaN,,,,,NaN,,,
714,72,100,NaN,NaN,NaN,,147,81,,NaN,-29,94,80
715,,,NaN,NaN,NaN,,,,,NaN,,,
716,72,100,NaN,NaN,NaN,,147,83,,NaN,-29,95,81
717,,,NaN,NaN,NaN,,,,,NaN,,,
718,70,100,NaN,NaN,NaN,,145,85,,NaN,-30,93,82
719,,,NaN,NaN,NaN,,,,,NaN,,,
720,69,100,NaN,NaN,NaN,,141,85,,NaN,-30,92,82
721,,,NaN,NaN,NaN,,,,,NaN,,,
722,68,100,NaN,NaN,NaN,,138,86,,NaN,-30,90,83
723,,,NaN,NaN,NaN,,,,,NaN,,,
724,67,100,NaN,NaN,NaN,,134,86,,NaN,-30,87,84
725,,,NaN,NaN,NaN,,,,,NaN,,,
726,66,100,NaN,NaN,NaN,,133,87,,NaN,-30,85,85
727,,,NaN,NaN,NaN,,,,,NaN,,,
728,65,100,NaN,NaN,NaN,,131,89,,NaN,-30,83,88
729,,,NaN,NaN,NaN,,,,,NaN,,,
730,65,100,NaN,NaN,NaN,,129,93,,NaN,-30,81,90
731,,,NaN,NaN,NaN,,,,,NaN,,,
732,63,100,NaN,NaN,NaN,,127,95,,NaN,-30,80,92
733,,,NaN,NaN,NaN,,,,,NaN,,,
734,61,100,NaN,NaN,NaN,,122,97,,NaN,-30,78,95
735,,,NaN,NaN,NaN,,,,,NaN,,,
736,69,100,NaN,NaN,NaN,,133,99,,NaN,-30,84,97
737,,,NaN,NaN,NaN,,,,,NaN,,,
738,80,100,NaN,NaN,NaN,,148,101,,NaN,-30,95,99
739,,,NaN,NaN,NaN,,,,,NaN,,,
740,84,100,NaN,NaN,NaN,,151,103,17,NaN,-29,104,101
741,,,NaN,NaN,NaN,,,,,NaN,,,
742,86,100,NaN,NaN,NaN,,156,105,17,NaN,-29,109,102
743,,,NaN,NaN,NaN,,,,,NaN,,,
744,85,100,NaN,NaN,NaN,,159,105,17,NaN,-30,111,103
745,,,NaN,NaN,NaN,,,,,NaN,,,
746,83,100,NaN,NaN,NaN,4,155,104,43,NaN,-30,110,102
747,,,NaN,NaN,NaN,,,,,NaN,,,
748,83,100,NaN,NaN,NaN,4,155,102,43,NaN,-30,110,100
749,,,NaN,NaN,NaN,,,,,NaN,,,
750,80,100,NaN,NaN,NaN,4,152,100,43,NaN,-30,108,97
751,,,NaN,NaN,NaN,,,,,NaN,,,
752,80,100,NaN,NaN,NaN,4,153,98,43,NaN,-30,107,95
753,,,NaN,NaN,NaN,,,,,NaN,,,
754,78,100,NaN,NaN,NaN,3,152,96,43,NaN,-30,106,93
755,,,NaN,NaN,NaN,,,,,NaN,,,
756,76,100,NaN,NaN,NaN,3,149,95,43,NaN,-30,104,92
757,,,NaN,NaN,NaN,,,,,NaN,,,
758,78,100,NaN,NaN,NaN,3,152,95,43,NaN,-30,104,92
759,,,NaN,NaN,NaN,,,,,NaN,,,
760,75,100,NaN,NaN,NaN,3,148,94,42,NaN,-30,102,92
761,,,NaN,NaN,NaN,,,,,NaN,,,
762,74,100,NaN,NaN,NaN,3,146,93,42,NaN,-30,100,91
763,,,NaN,NaN,NaN,,,,,NaN,,,
764,71,100,NaN,NaN,NaN,3,144,92,42,NaN,-30,98,89
765,,,NaN,NaN,NaN,,,,,NaN,,,
766,70,100,NaN,NaN,NaN,3,139,89,42,NaN,-17,95,85
767,,,NaN,NaN,NaN,,,,,NaN,,,
768,70,100,NaN,NaN,NaN,7,140,87,41,NaN,-17,95,83
769,,,NaN,NaN,NaN,,,,,NaN,,,
770,68,100,NaN,NaN,NaN,7,137,86,41,NaN,-2,93,82
771,,,NaN,NaN,NaN,,,,,NaN,,,
772,69,100,NaN,NaN,NaN,7,136,84,41,NaN,-2,92,81
773,,,NaN,NaN,NaN,,,,,NaN,,,
774,68,100,NaN,NaN,NaN,10,137,84,41,NaN,-2,92,81
775,,,NaN,NaN,NaN,,,,,NaN,,,
776,67,100,NaN,NaN,NaN,10,134,84,41,NaN,-2,91,81
777,,,NaN,NaN,NaN,,,,,NaN,,,
778,67,100,NaN,NaN,NaN,10,136,84,41,NaN,0,91,81
779,,,NaN,NaN,NaN,,,,,NaN,,,
780,65,100,NaN,NaN,NaN,10,134,83,41,NaN,0,90,80
781,,,NaN,NaN,NaN,,,,,NaN,,,
782,66,100,NaN,NaN,NaN,11,133,83,41,NaN,1,89,80
783,,,NaN,NaN,NaN,,,,,NaN,,,
784,65,100,NaN,NaN,NaN,11,133,82,41,NaN,1,88,79
785,,,NaN,NaN,NaN,,,,,NaN,,,
786,64,100,NaN,NaN,NaN,11,132,82,41,NaN,0,88,78
787,,,NaN,NaN,NaN,,,,,NaN,,,
788,65,100,NaN,NaN,NaN,12,134,81,40,NaN,0,88,78
789,,,NaN,NaN,NaN,,,,,NaN,,,
790,64,100,NaN,NaN,NaN,12,132,81,40,NaN,0,87,78
791,,,NaN,NaN,NaN,,,,,NaN,,,
792,65,100,NaN,NaN,NaN,12,131,81,40,NaN,1,87,78
793,,,NaN,NaN,NaN,,,,,NaN,,,
794,64,100,NaN,NaN,NaN,12,132,81,39,NaN,1,88,78
795,,,NaN,NaN,NaN,,,,,NaN,,,
796,64,100,NaN,NaN,NaN,12,131,81,39,NaN,1,86,77
797,,,NaN,NaN,NaN,,,,,NaN,,,
798,64,100,NaN,NaN,NaN,12,132,80,39,NaN,1,87,77
799,,,NaN,NaN,NaN,,,,,NaN,,,
800,63,100,NaN,NaN,NaN,12,130,80,39,NaN,-1,86,77
801,,,NaN,NaN,NaN,,,,,NaN,,,
802,63,100,NaN,NaN,NaN,12,130,80,39,NaN,-1,86,77
803,,,NaN,NaN,NaN,,,,,NaN,,,
804,63,100,NaN,NaN,NaN,12,131,80,39,NaN,-1,86,77
805,,,NaN,NaN,NaN,,,,,NaN,,,
806,62,100,NaN,NaN,NaN,12,128,79,39,NaN,-1,85,76
807,,,NaN,NaN,NaN,,,,,NaN,,,
808,63,100,NaN,NaN,NaN,12,130,79,39,NaN,-1,85,76
809,,,NaN,NaN,NaN,,,,,NaN,,,
810,62,100,NaN,NaN,NaN,12,129,79,39,NaN,-1,84,76
811,,,NaN,NaN,NaN,,,,,NaN,,,
812,63,100,NaN,NaN,NaN,12,129,79,39,NaN,-1,84,76
813,,,NaN,NaN,NaN,,,,,NaN,,,
814,62,100,NaN,NaN,NaN,12,130,79,39,NaN,-1,85,76
815,,,NaN,NaN,NaN,,,,,NaN,,,
816,62,100,NaN,NaN,NaN,12,128,79,39,NaN,-2,84,76
817,,,NaN,NaN,NaN,,,,,NaN,,,
818,63,100,NaN,NaN,NaN,12,130,79,39,NaN,-2,84,76
819,,,NaN,NaN,NaN,,,,,NaN,,,
820,61,100,NaN,NaN,NaN,12,128,79,39,NaN,-2,84,76
821,,,NaN,NaN,NaN,,,,,NaN,,,
822,62,100,NaN,NaN,NaN,12,128,79,39,NaN,-2,84,76
823,,,NaN,NaN,NaN,,,,,NaN,,,
824,62,100,NaN,NaN,NaN,12,129,79,39,NaN,-2,84,76
825,,,NaN,NaN,NaN,,,,,NaN,,,
826,61,100,NaN,NaN,NaN,12,127,79,39,NaN,-2,83,76
827,,,NaN,NaN,NaN,,,,,NaN,,,
828,62,100,NaN,NaN,NaN,12,129,79,39,NaN,-2,84,76
829,,,NaN,NaN,NaN,,,,,NaN,,,
830,61,100,NaN,NaN,NaN,12,128,79,39,NaN,-3,83,76
831,,,NaN,NaN,NaN,,,,,NaN,,,
832,62,100,NaN,NaN,NaN,12,127,79,39,NaN,-3,83,76
833,,,NaN,NaN,NaN,,,,,NaN,,,
834,62,100,NaN,NaN,NaN,12,128,79,39,NaN,-3,83,76
835,,,NaN,NaN,NaN,,,,,NaN,,,
836,61,100,NaN,NaN,NaN,12,127,79,39,NaN,-3,83,76
837,,,NaN,NaN,NaN,,,,,NaN,,,
838,62,100,NaN,NaN,NaN,12,129,79,39,NaN,-3,84,76
839,,,NaN,NaN,NaN,,,,,NaN,,,
840,61,100,NaN,NaN,NaN,12,127,79,39,NaN,-3,83,76
841,,,NaN,NaN,NaN,,,,,NaN,,,
842,61,100,NaN,NaN,NaN,12,127,79,39,NaN,-3,83,76
843,,,NaN,NaN,NaN,,,,,NaN,,,
844,61,100,NaN,NaN,NaN,12,128,79,39,NaN,-3,83,76
