time,Solar8000/ART_DBP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/HR,SNUADC/CVP,Solar8000/ART_SBP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/CVP
13770,56,96,NaN,96,NaN,125,NaN,NaN,18,76,100,34,9
13771,,,NaN,,NaN,,NaN,NaN,,,,,
13772,56,96,NaN,96,NaN,124,NaN,NaN,18,75,100,34,9
13773,,,NaN,,NaN,,NaN,NaN,,,,,
13774,57,96,NaN,96,NaN,127,NaN,NaN,18,77,100,34,9
13775,,,NaN,,NaN,,NaN,NaN,,,,,
13776,57,97,NaN,96,NaN,126,NaN,NaN,18,77,100,34,9
13777,,,NaN,,NaN,,NaN,NaN,,,,,
13778,57,96,NaN,96,NaN,127,NaN,NaN,18,77,100,34,9
13779,,,NaN,,NaN,,NaN,NaN,,,,,
13780,58,97,NaN,96,NaN,129,NaN,NaN,18,78,100,34,9
13781,,,NaN,,NaN,,NaN,NaN,,,,,
13782,57,97,NaN,96,NaN,128,NaN,NaN,18,78,100,34,9
13783,,,NaN,,NaN,,NaN,NaN,,,,,
13784,57,97,NaN,97,NaN,130,NaN,NaN,18,79,100,34,9
13785,,,NaN,,NaN,,NaN,NaN,,,,,
13786,57,97,NaN,96,NaN,127,NaN,NaN,18,78,100,34,9
13787,,,NaN,,NaN,,NaN,NaN,,,,,
13788,56,97,NaN,96,NaN,127,NaN,NaN,18,77,100,34,9
13789,,,NaN,,NaN,,NaN,NaN,,,,,
13790,56,96,NaN,96,NaN,126,NaN,NaN,18,76,100,34,9
13791,,,NaN,,NaN,,NaN,NaN,,,,,
13792,55,96,NaN,96,NaN,124,NaN,NaN,18,75,100,34,9
13793,,,NaN,,NaN,,NaN,NaN,,,,,
13794,55,96,NaN,95,NaN,125,NaN,NaN,18,75,100,34,9
13795,,,NaN,,NaN,,NaN,NaN,,,,,
13796,55,96,NaN,95,NaN,123,NaN,NaN,18,75,100,34,9
13797,,,NaN,,NaN,,NaN,NaN,,,,,
13798,55,96,NaN,95,NaN,124,NaN,NaN,18,75,100,34,9
13799,,,NaN,,NaN,,NaN,NaN,,,,,
13800,56,96,NaN,95,NaN,125,NaN,NaN,18,75,100,34,9
13801,,,NaN,,NaN,,NaN,NaN,,,,,
13802,55,96,NaN,95,NaN,123,NaN,NaN,18,75,100,34,9
13803,,,NaN,,NaN,,NaN,NaN,,,,,
13804,56,96,NaN,95,NaN,126,NaN,NaN,18,76,100,34,9
13805,,,NaN,,NaN,,NaN,NaN,,,,,
13806,56,96,NaN,95,NaN,125,NaN,NaN,18,75,100,34,9
13807,,,NaN,,NaN,,NaN,NaN,,,,,
13808,56,96,NaN,95,NaN,125,NaN,NaN,18,76,100,34,9
13809,,,NaN,,NaN,,NaN,NaN,,,,,
13810,56,96,NaN,96,NaN,127,NaN,NaN,18,76,100,34,9
13811,,,NaN,,NaN,,NaN,NaN,,,,,
13812,57,96,NaN,96,NaN,127,NaN,NaN,18,77,100,34,9
13813,,,NaN,,NaN,,NaN,NaN,,,,,
13814,57,96,NaN,96,NaN,130,NaN,NaN,18,78,100,34,9
13815,,,NaN,,NaN,,NaN,NaN,,,,,
13816,58,96,NaN,96,NaN,129,NaN,NaN,18,78,100,34,9
13817,,,NaN,,NaN,,NaN,NaN,,,,,
13818,57,96,NaN,96,NaN,130,NaN,NaN,18,78,100,34,9
13819,,,NaN,,NaN,,NaN,NaN,,,,,
13820,57,96,NaN,96,NaN,131,NaN,NaN,18,79,100,34,9
13821,,,NaN,,NaN,,NaN,NaN,,,,,
13822,56,96,NaN,96,NaN,127,NaN,NaN,18,77,100,34,9
13823,,,NaN,,NaN,,NaN,NaN,,,,,
13824,56,96,NaN,96,NaN,128,NaN,NaN,18,77,100,34,9
13825,,,NaN,,NaN,,NaN,NaN,,,,,
13826,56,96,NaN,95,NaN,125,NaN,NaN,18,76,100,34,9
13827,,,NaN,,NaN,,NaN,NaN,,,,,
13828,55,96,NaN,95,NaN,125,NaN,NaN,18,75,100,34,9
13829,,,NaN,,NaN,,NaN,NaN,,,,,
13830,56,96,NaN,95,NaN,126,NaN,NaN,18,75,100,34,9
13831,,,NaN,,NaN,,NaN,NaN,,,,,
13832,55,96,NaN,95,NaN,123,NaN,NaN,18,74,100,34,9
13833,,,NaN,,NaN,,NaN,NaN,,,,,
13834,55,95,NaN,95,NaN,126,NaN,NaN,18,75,100,34,9
13835,,,NaN,,NaN,,NaN,NaN,,,,,
13836,55,95,NaN,95,NaN,124,NaN,NaN,18,74,100,34,9
13837,,,NaN,,NaN,,NaN,NaN,,,,,
13838,54,95,NaN,95,NaN,124,NaN,NaN,18,74,100,34,9
13839,,,NaN,,NaN,,NaN,NaN,,,,,
13840,55,95,NaN,95,NaN,125,NaN,NaN,18,74,100,34,9
13841,,,NaN,,NaN,,NaN,NaN,,,,,
13842,54,95,NaN,95,NaN,119,NaN,NaN,18,72,100,34,9
13843,,,NaN,,NaN,,NaN,NaN,,,,,
13844,54,96,NaN,95,NaN,121,NaN,NaN,18,72,100,34,9
13845,,,NaN,,NaN,,NaN,NaN,,,,,
13846,55,96,NaN,95,NaN,122,NaN,NaN,18,73,100,34,9
13847,,,NaN,,NaN,,NaN,NaN,,,,,
13848,56,96,NaN,95,NaN,126,NaN,NaN,18,75,100,34,9
13849,,,NaN,,NaN,,NaN,NaN,,,,,
13850,57,96,NaN,95,NaN,128,NaN,NaN,18,76,100,34,9
13851,,,NaN,,NaN,,NaN,NaN,,,,,
13852,57,96,NaN,96,NaN,128,NaN,NaN,18,77,100,34,9
13853,,,NaN,,NaN,,NaN,NaN,,,,,
13854,57,96,NaN,96,NaN,130,NaN,NaN,18,78,100,34,9
13855,,,NaN,,NaN,,NaN,NaN,,,,,
13856,57,96,NaN,96,NaN,128,NaN,NaN,18,77,100,34,9
13857,,,NaN,,NaN,,NaN,NaN,,,,,
13858,56,96,NaN,96,NaN,128,NaN,NaN,18,77,100,34,9
13859,,,NaN,,NaN,,NaN,NaN,,,,,
13860,56,96,NaN,96,NaN,127,NaN,NaN,18,77,100,34,9
13861,,,NaN,,NaN,,NaN,NaN,,,,,
13862,55,96,NaN,96,NaN,124,NaN,NaN,18,75,100,34,9
13863,,,NaN,,NaN,,NaN,NaN,,,,,
13864,55,96,NaN,96,NaN,126,NaN,NaN,18,75,100,34,9
13865,,,NaN,,NaN,,NaN,NaN,,,,,
13866,54,96,NaN,95,NaN,123,NaN,NaN,18,74,100,34,9
13867,,,NaN,,NaN,,NaN,NaN,,,,,
13868,54,96,NaN,95,NaN,122,NaN,NaN,18,73,100,34,9
13869,,,NaN,,NaN,,NaN,NaN,,,,,
13870,54,95,NaN,95,NaN,123,NaN,NaN,18,73,100,34,9
13871,,,NaN,,NaN,,NaN,NaN,,,,,
13872,54,95,NaN,94,NaN,121,NaN,NaN,18,73,100,34,9
13873,,,NaN,,NaN,,NaN,NaN,,,,,
13874,54,95,NaN,95,NaN,124,NaN,NaN,18,73,100,34,9
13875,,,NaN,,NaN,,NaN,NaN,,,,,
13876,54,95,NaN,95,NaN,122,NaN,NaN,18,73,100,33,9
13877,,,NaN,,NaN,,NaN,NaN,,,,,
13878,54,95,NaN,95,NaN,121,NaN,NaN,18,73,100,33,9
13879,,,NaN,,NaN,,NaN,NaN,,,,,
13880,55,95,NaN,95,NaN,123,NaN,NaN,18,73,100,33,9
13881,,,NaN,,NaN,,NaN,NaN,,,,,
13882,54,95,NaN,95,NaN,121,NaN,NaN,18,73,100,34,9
13883,,,NaN,,NaN,,NaN,NaN,,,,,
13884,55,95,NaN,95,NaN,126,NaN,NaN,18,74,100,34,9
13885,,,NaN,,NaN,,NaN,NaN,,,,,
13886,56,95,NaN,95,NaN,126,NaN,NaN,18,75,100,34,9
13887,,,NaN,,NaN,,NaN,NaN,,,,,
13888,56,95,NaN,95,NaN,126,NaN,NaN,18,76,100,33,9
13889,,,NaN,,NaN,,NaN,NaN,,,,,
13890,57,96,NaN,95,NaN,129,NaN,NaN,18,77,100,33,9
13891,,,NaN,,NaN,,NaN,NaN,,,,,
13892,56,96,NaN,95,NaN,126,NaN,NaN,18,76,100,33,9
13893,,,NaN,,NaN,,NaN,NaN,,,,,
13894,56,96,NaN,96,NaN,128,NaN,NaN,18,77,100,33,9
13895,,,NaN,,NaN,,NaN,NaN,,,,,
13896,55,96,NaN,95,NaN,125,NaN,NaN,18,75,100,34,9
13897,,,NaN,,NaN,,NaN,NaN,,,,,
13898,54,96,NaN,95,NaN,124,NaN,NaN,18,74,100,34,9
13899,,,NaN,,NaN,,NaN,NaN,,,,,
13900,55,96,NaN,95,NaN,125,NaN,NaN,18,74,100,34,9
13901,,,NaN,,NaN,,NaN,NaN,,,,,
13902,54,95,NaN,95,NaN,122,NaN,NaN,18,73,100,34,9
13903,,,NaN,,NaN,,NaN,NaN,,,,,
13904,55,95,NaN,95,NaN,124,NaN,NaN,18,74,100,34,9
13905,,,NaN,,NaN,,NaN,NaN,,,,,
13906,54,95,NaN,95,NaN,120,NaN,NaN,18,72,100,34,9
13907,,,NaN,,NaN,,NaN,NaN,,,,,
13908,53,95,NaN,95,NaN,119,NaN,NaN,18,72,100,34,9
13909,,,NaN,,NaN,,NaN,NaN,,,,,
13910,54,95,NaN,95,NaN,122,NaN,NaN,18,72,100,34,9
13911,,,NaN,,NaN,,NaN,NaN,,,,,
13912,54,95,NaN,95,NaN,121,NaN,NaN,18,72,100,34,9
13913,,,NaN,,NaN,,NaN,NaN,,,,,
13914,56,95,NaN,95,NaN,125,NaN,NaN,18,74,100,34,9
13915,,,NaN,,NaN,,NaN,NaN,,,,,
13916,55,95,NaN,95,NaN,123,NaN,NaN,18,74,100,34,9
13917,,,NaN,,NaN,,NaN,NaN,,,,,
13918,56,96,NaN,95,NaN,124,NaN,NaN,18,75,100,34,9
13919,,,NaN,,NaN,,NaN,NaN,,,,,
13920,57,96,NaN,96,NaN,128,NaN,NaN,18,76,100,34,9
13921,,,NaN,,NaN,,NaN,NaN,,,,,
13922,57,96,NaN,96,NaN,126,NaN,NaN,18,76,100,34,9
13923,,,NaN,,NaN,,NaN,NaN,,,,,
13924,58,97,NaN,96,NaN,130,NaN,NaN,18,78,100,34,9
13925,,,NaN,,NaN,,NaN,NaN,,,,,
13926,57,97,NaN,96,NaN,129,NaN,NaN,18,77,100,34,9
13927,,,NaN,,NaN,,NaN,NaN,,,,,
13928,56,97,NaN,96,NaN,127,NaN,NaN,18,77,100,34,9
13929,,,NaN,,NaN,,NaN,NaN,,,,,
13930,57,97,NaN,96,NaN,129,NaN,NaN,18,77,100,34,9
13931,,,NaN,,NaN,,NaN,NaN,,,,,
13932,57,97,NaN,96,NaN,126,NaN,NaN,18,76,100,34,9
13933,,,NaN,,NaN,,NaN,NaN,,,,,
13934,57,97,NaN,96,NaN,129,NaN,NaN,18,77,100,34,9
13935,,,NaN,,NaN,,NaN,NaN,,,,,
13936,57,97,NaN,96,NaN,126,NaN,NaN,18,76,100,34,9
13937,,,NaN,,NaN,,NaN,NaN,,,,,
13938,56,97,NaN,96,NaN,125,NaN,NaN,18,76,100,34,9
13939,,,NaN,,NaN,,NaN,NaN,,,,,
13940,57,97,NaN,97,NaN,127,NaN,NaN,18,76,100,34,9
13941,,,NaN,,NaN,,NaN,NaN,,,,,
13942,56,98,NaN,97,NaN,124,NaN,NaN,18,75,100,34,9
13943,,,NaN,,NaN,,NaN,NaN,,,,,
13944,56,98,NaN,97,NaN,127,NaN,NaN,18,76,100,34,9
13945,,,NaN,,NaN,,NaN,NaN,,,,,
13946,56,98,NaN,97,NaN,125,NaN,NaN,18,75,100,34,9
13947,,,NaN,,NaN,,NaN,NaN,,,,,
13948,56,98,NaN,97,NaN,125,NaN,NaN,18,75,100,34,9
13949,,,NaN,,NaN,,NaN,NaN,,,,,
13950,56,98,NaN,97,NaN,125,NaN,NaN,18,75,100,34,9
13951,,,NaN,,NaN,,NaN,NaN,,,,,
13952,55,98,NaN,97,NaN,123,NaN,NaN,18,74,100,34,9
13953,,,NaN,,NaN,,NaN,NaN,,,,,
13954,57,98,NaN,97,NaN,127,NaN,NaN,18,76,100,34,9
13955,,,NaN,,NaN,,NaN,NaN,,,,,
13956,57,98,NaN,97,NaN,126,NaN,NaN,18,76,100,34,9
13957,,,NaN,,NaN,,NaN,NaN,,,,,
13958,57,97,NaN,97,NaN,129,NaN,NaN,18,77,100,33,9
13959,,,NaN,,NaN,,NaN,NaN,,,,,
13960,57,97,NaN,97,NaN,130,NaN,NaN,18,78,100,33,9
13961,,,NaN,,NaN,,NaN,NaN,,,,,
13962,56,97,NaN,97,NaN,127,NaN,NaN,18,77,100,33,9
13963,,,NaN,,NaN,,NaN,NaN,,,,,
13964,57,97,NaN,97,NaN,129,NaN,NaN,18,77,100,34,9
13965,,,NaN,,NaN,,NaN,NaN,,,,,
13966,55,98,NaN,97,NaN,125,NaN,NaN,18,76,100,34,9
13967,,,NaN,,NaN,,NaN,NaN,,,,,
13968,55,98,NaN,97,NaN,124,NaN,NaN,18,75,100,34,9
13969,,,NaN,,NaN,,NaN,NaN,,,,,
13970,56,98,NaN,97,NaN,126,NaN,NaN,18,75,100,34,9
13971,,,NaN,,NaN,,NaN,NaN,,,,,
13972,54,98,NaN,97,NaN,122,NaN,NaN,18,74,100,34,9
13973,,,NaN,,NaN,,NaN,NaN,,,,,
13974,55,97,NaN,97,NaN,125,NaN,NaN,18,75,100,34,9
13975,,,NaN,,NaN,,NaN,NaN,,,,,
13976,55,97,NaN,97,NaN,123,NaN,NaN,18,74,100,34,9
13977,,,NaN,,NaN,,NaN,NaN,,,,,
13978,55,97,NaN,97,NaN,122,NaN,NaN,18,74,100,34,9
13979,,,NaN,,NaN,,NaN,NaN,,,,,
13980,55,97,NaN,97,NaN,124,NaN,NaN,18,74,100,34,9
13981,,,NaN,,NaN,,NaN,NaN,,,,,
13982,55,97,NaN,97,NaN,122,NaN,NaN,18,74,100,34,9
13983,,,NaN,,NaN,,NaN,NaN,,,,,
13984,55,97,NaN,97,NaN,124,NaN,NaN,18,75,100,34,9
13985,,,NaN,,NaN,,NaN,NaN,,,,,
13986,56,97,NaN,97,NaN,123,NaN,NaN,18,74,100,34,9
13987,,,NaN,,NaN,,NaN,NaN,,,,,
13988,56,97,NaN,97,NaN,124,NaN,NaN,18,75,100,34,9
13989,,,NaN,,NaN,,NaN,NaN,,,,,
13990,57,98,NaN,97,NaN,126,NaN,NaN,18,76,100,34,9
13991,,,NaN,,NaN,,NaN,NaN,,,,,
13992,57,98,NaN,97,NaN,126,NaN,NaN,18,76,100,34,9
13993,,,NaN,,NaN,,NaN,NaN,,,,,
13994,59,98,NaN,98,NaN,130,NaN,NaN,18,79,100,34,9
13995,,,NaN,,NaN,,NaN,NaN,,,,,
13996,58,98,NaN,98,NaN,128,NaN,NaN,18,79,100,34,9
13997,,,NaN,,NaN,,NaN,NaN,,,,,
13998,57,98,NaN,98,NaN,128,NaN,NaN,18,78,100,34,9
13999,,,NaN,,NaN,,NaN,NaN,,,,,
14000,58,98,NaN,98,NaN,130,NaN,NaN,18,79,100,34,9
14001,,,NaN,,NaN,,NaN,NaN,,,,,
14002,56,98,NaN,97,NaN,125,NaN,NaN,18,77,100,34,9
14003,,,NaN,,NaN,,NaN,NaN,,,,,
14004,56,98,NaN,97,NaN,127,NaN,NaN,18,77,100,34,9
14005,,,NaN,,NaN,,NaN,NaN,,,,,
14006,56,97,NaN,97,NaN,123,NaN,NaN,18,75,100,34,9
14007,,,NaN,,NaN,,NaN,NaN,,,,,
14008,55,97,NaN,97,NaN,123,NaN,NaN,18,75,100,34,9
14009,,,NaN,,NaN,,NaN,NaN,,,,,
14010,56,97,NaN,97,NaN,125,NaN,NaN,18,75,100,34,9
14011,,,NaN,,NaN,,NaN,NaN,,,,,
14012,55,98,NaN,97,NaN,122,NaN,NaN,18,74,100,34,9
14013,,,NaN,,NaN,,NaN,NaN,,,,,
14014,56,97,NaN,97,NaN,126,NaN,NaN,18,76,100,34,9
14015,,,NaN,,NaN,,NaN,NaN,,,,,
14016,56,98,NaN,97,NaN,124,NaN,NaN,18,75,100,34,9
14017,,,NaN,,NaN,,NaN,NaN,,,,,
14018,56,98,NaN,97,NaN,124,NaN,NaN,18,75,100,34,9
14019,,,NaN,,NaN,,NaN,NaN,,,,,
14020,56,98,NaN,97,NaN,125,NaN,NaN,18,75,100,34,9
14021,,,NaN,,NaN,,NaN,NaN,,,,,
14022,56,98,NaN,97,NaN,122,NaN,NaN,18,75,100,34,9
14023,,,NaN,,NaN,,NaN,NaN,,,,,
14024,57,98,NaN,97,NaN,126,NaN,NaN,18,76,100,34,8
14025,,,NaN,,NaN,,NaN,NaN,,,,,
14026,58,98,NaN,97,NaN,124,NaN,NaN,18,76,100,34,8
14027,,,NaN,,NaN,,NaN,NaN,,,,,
14028,58,98,NaN,97,NaN,127,NaN,NaN,18,78,100,34,8
14029,,,NaN,,NaN,,NaN,NaN,,,,,
14030,59,98,NaN,98,NaN,130,NaN,NaN,18,79,100,34,8
14031,,,NaN,,NaN,,NaN,NaN,,,,,
14032,59,99,NaN,98,NaN,128,NaN,NaN,18,79,100,34,8
14033,,,NaN,,NaN,,NaN,NaN,,,,,
14034,59,99,NaN,98,NaN,132,NaN,NaN,18,80,100,34,9
14035,,,NaN,,NaN,,NaN,NaN,,,,,
14036,58,98,NaN,98,NaN,128,NaN,NaN,18,79,100,34,9
14037,,,NaN,,NaN,,NaN,NaN,,,,,
14038,57,98,NaN,98,NaN,126,NaN,NaN,18,78,100,34,9
14039,,,NaN,,NaN,,NaN,NaN,,,,,
14040,57,98,NaN,98,NaN,128,NaN,NaN,18,78,100,34,9
14041,,,NaN,,NaN,,NaN,NaN,,,,,
14042,56,98,NaN,97,NaN,125,NaN,NaN,18,77,100,34,9
14043,,,NaN,,NaN,,NaN,NaN,,,,,
14044,57,98,NaN,97,NaN,127,NaN,NaN,18,77,100,34,9
14045,,,NaN,,NaN,,NaN,NaN,,,,,
14046,57,97,NaN,97,NaN,125,NaN,NaN,18,76,100,34,8
14047,,,NaN,,NaN,,NaN,NaN,,,,,
14048,56,97,NaN,97,NaN,125,NaN,NaN,18,76,100,34,8
14049,,,NaN,,NaN,,NaN,NaN,,,,,
14050,57,97,NaN,97,NaN,126,NaN,NaN,18,76,100,34,9
14051,,,NaN,,NaN,,NaN,NaN,,,,,
14052,56,97,NaN,96,NaN,124,NaN,NaN,18,76,100,34,9
14053,,,NaN,,NaN,,NaN,NaN,,,,,
14054,57,97,NaN,96,NaN,126,NaN,NaN,18,77,100,34,9
14055,,,NaN,,NaN,,NaN,NaN,,,,,
14056,57,97,NaN,97,NaN,125,NaN,NaN,18,76,100,34,9
14057,,,NaN,,NaN,,NaN,NaN,,,,,
14058,57,97,NaN,97,NaN,126,NaN,NaN,18,77,100,34,8
14059,,,NaN,,NaN,,NaN,NaN,,,,,
14060,58,98,NaN,97,NaN,128,NaN,NaN,18,77,100,34,8
14061,,,NaN,,NaN,,NaN,NaN,,,,,
14062,58,98,NaN,97,NaN,126,NaN,NaN,18,77,100,34,9
14063,,,NaN,,NaN,,NaN,NaN,,,,,
14064,59,97,NaN,97,NaN,131,NaN,NaN,18,79,100,34,9
14065,,,NaN,,NaN,,NaN,NaN,,,,,
14066,59,97,NaN,97,NaN,129,NaN,NaN,18,79,100,34,9
14067,,,NaN,,NaN,,NaN,NaN,,,,,
14068,59,97,NaN,97,NaN,130,NaN,NaN,18,80,100,34,9
14069,,,NaN,,NaN,,NaN,NaN,,,,,
14070,58,97,NaN,96,NaN,131,NaN,NaN,18,80,100,34,9
14071,,,NaN,,NaN,,NaN,NaN,,,,,
14072,56,97,NaN,96,NaN,126,NaN,NaN,18,78,100,34,9
14073,,,NaN,,NaN,,NaN,NaN,,,,,
14074,56,97,NaN,96,NaN,127,NaN,NaN,18,77,100,34,9
14075,,,NaN,,NaN,,NaN,NaN,,,,,
14076,56,96,NaN,96,NaN,124,NaN,NaN,18,76,100,34,9
14077,,,NaN,,NaN,,NaN,NaN,,,,,
14078,55,96,NaN,96,NaN,124,NaN,NaN,18,75,100,34,9
14079,,,NaN,,NaN,,NaN,NaN,,,,,
14080,56,96,NaN,96,NaN,125,NaN,NaN,18,75,100,34,9
14081,,,NaN,,NaN,,NaN,NaN,,,,,
14082,55,96,NaN,96,NaN,121,NaN,NaN,18,74,100,34,9
14083,,,NaN,,NaN,,NaN,NaN,,,,,
14084,55,96,NaN,96,NaN,124,NaN,NaN,18,75,100,34,9
14085,,,NaN,,NaN,,NaN,NaN,,,,,
14086,55,96,NaN,96,NaN,121,NaN,NaN,18,73,100,34,9
14087,,,NaN,,NaN,,NaN,NaN,,,,,
14088,55,96,NaN,96,NaN,122,NaN,NaN,18,74,100,34,8
14089,,,NaN,,NaN,,NaN,NaN,,,,,
14090,55,96,NaN,95,NaN,123,NaN,NaN,18,74,100,34,8
14091,,,NaN,,NaN,,NaN,NaN,,,,,
14092,54,96,NaN,95,NaN,120,NaN,NaN,18,73,100,34,8
14093,,,NaN,,NaN,,NaN,NaN,,,,,
14094,55,96,NaN,95,NaN,123,NaN,NaN,18,74,100,34,8
14095,,,NaN,,NaN,,NaN,NaN,,,,,
14096,56,96,NaN,95,NaN,121,NaN,NaN,18,74,100,34,8
14097,,,NaN,,NaN,,NaN,NaN,,,,,
14098,56,96,NaN,95,NaN,123,NaN,NaN,18,75,100,34,9
14099,,,NaN,,NaN,,NaN,NaN,,,,,
14100,57,96,NaN,95,NaN,126,NaN,NaN,18,76,100,34,9
14101,,,NaN,,NaN,,NaN,NaN,,,,,
14102,57,96,NaN,95,NaN,124,NaN,NaN,18,76,100,34,9
14103,,,NaN,,NaN,,NaN,NaN,,,,,
14104,57,96,NaN,95,NaN,127,NaN,NaN,18,77,100,34,9
14105,,,NaN,,NaN,,NaN,NaN,,,,,
14106,57,96,NaN,95,NaN,125,NaN,NaN,18,77,100,34,9
14107,,,NaN,,NaN,,NaN,NaN,,,,,
14108,57,96,NaN,95,NaN,125,NaN,NaN,18,77,100,34,9
14109,,,NaN,,NaN,,NaN,NaN,,,,,
14110,57,96,NaN,96,NaN,126,NaN,NaN,18,77,100,34,9
14111,,,NaN,,NaN,,NaN,NaN,,,,,
14112,56,96,NaN,96,NaN,122,NaN,NaN,18,75,100,34,9
14113,,,NaN,,NaN,,NaN,NaN,,,,,
14114,56,96,NaN,96,NaN,125,NaN,NaN,18,76,100,34,9
14115,,,NaN,,NaN,,NaN,NaN,,,,,
14116,56,96,NaN,96,NaN,122,NaN,NaN,18,75,100,34,9
14117,,,NaN,,NaN,,NaN,NaN,,,,,
14118,56,96,NaN,96,NaN,123,NaN,NaN,18,75,100,34,8
14119,,,NaN,,NaN,,NaN,NaN,,,,,
14120,56,96,NaN,96,NaN,125,NaN,NaN,18,76,100,34,8
14121,,,NaN,,NaN,,NaN,NaN,,,,,
14122,56,97,NaN,96,NaN,121,NaN,NaN,18,75,100,34,8
14123,,,NaN,,NaN,,NaN,NaN,,,,,
14124,56,97,NaN,96,NaN,124,NaN,NaN,18,76,100,34,8
14125,,,NaN,,NaN,,NaN,NaN,,,,,
14126,56,97,NaN,96,NaN,121,NaN,NaN,18,75,100,34,9
14127,,,NaN,,NaN,,NaN,NaN,,,,,
14128,56,97,NaN,96,NaN,124,NaN,NaN,18,76,100,34,9
14129,,,NaN,,NaN,,NaN,NaN,,,,,
14130,57,97,NaN,97,NaN,126,NaN,NaN,18,77,100,34,9
14131,,,NaN,,NaN,,NaN,NaN,,,,,
14132,57,97,NaN,97,NaN,123,NaN,NaN,18,76,100,34,9
14133,,,NaN,,NaN,,NaN,NaN,,,,,
14134,58,97,NaN,97,NaN,127,NaN,NaN,18,78,100,34,9
14135,,,NaN,,NaN,,NaN,NaN,,,,,
14136,58,97,NaN,97,NaN,125,NaN,NaN,18,77,100,34,9
14137,,,NaN,,NaN,,NaN,NaN,,,,,
14138,58,97,NaN,96,NaN,127,NaN,NaN,18,79,100,34,9
14139,,,NaN,,NaN,,NaN,NaN,,,,,
14140,59,97,NaN,96,NaN,130,NaN,NaN,18,80,100,34,9
14141,,,NaN,,NaN,,NaN,NaN,,,,,
14142,58,97,NaN,96,NaN,127,NaN,NaN,18,79,100,34,9
14143,,,NaN,,NaN,,NaN,NaN,,,,,
14144,58,97,NaN,96,NaN,129,NaN,NaN,18,80,100,34,9
14145,,,NaN,,NaN,,NaN,NaN,,,,,
14146,57,97,NaN,96,NaN,125,NaN,NaN,18,78,100,34,9
14147,,,NaN,,NaN,,NaN,NaN,,,,,
14148,57,97,NaN,96,NaN,125,NaN,NaN,18,77,100,34,9
14149,,,NaN,,NaN,,NaN,NaN,,,,,
14150,57,97,NaN,96,NaN,126,NaN,NaN,18,77,100,34,9
14151,,,NaN,,NaN,,NaN,NaN,,,,,
14152,56,97,NaN,96,NaN,123,NaN,NaN,18,76,100,34,9
14153,,,NaN,,NaN,,NaN,NaN,,,,,
14154,57,97,NaN,96,NaN,126,NaN,NaN,18,77,100,34,9
14155,,,NaN,,NaN,,NaN,NaN,,,,,
14156,56,97,NaN,96,NaN,123,NaN,NaN,18,76,100,34,9
14157,,,NaN,,NaN,,NaN,NaN,,,,,
14158,56,97,NaN,96,NaN,124,NaN,NaN,18,76,100,34,9
14159,,,NaN,,NaN,,NaN,NaN,,,,,
14160,57,97,NaN,97,NaN,125,NaN,NaN,18,76,100,34,9
14161,,,NaN,,NaN,,NaN,NaN,,,,,
14162,56,98,NaN,97,NaN,123,NaN,NaN,18,75,100,34,9
14163,,,NaN,,NaN,,NaN,NaN,,,,,
14164,57,98,NaN,97,NaN,125,NaN,NaN,18,76,100,34,9
14165,,,NaN,,NaN,,NaN,NaN,,,,,
14166,57,98,NaN,97,NaN,123,NaN,NaN,18,76,100,34,9
14167,,,NaN,,NaN,,NaN,NaN,,,,,
14168,56,97,NaN,97,NaN,124,NaN,NaN,18,76,100,34,9
14169,,,NaN,,NaN,,NaN,NaN,,,,,
14170,57,97,NaN,97,NaN,125,NaN,NaN,18,76,100,34,9
14171,,,NaN,,NaN,,NaN,NaN,,,,,
14172,57,97,NaN,97,NaN,125,NaN,NaN,18,77,100,34,9
14173,,,NaN,,NaN,,NaN,NaN,,,,,
14174,58,97,NaN,97,NaN,129,NaN,NaN,18,79,100,34,9
14175,,,NaN,,NaN,,NaN,NaN,,,,,
14176,58,98,NaN,97,NaN,126,NaN,NaN,18,78,100,34,9
14177,,,NaN,,NaN,,NaN,NaN,,,,,
14178,57,97,NaN,97,NaN,128,NaN,NaN,18,78,100,34,9
14179,,,NaN,,NaN,,NaN,NaN,,,,,
14180,57,97,NaN,97,NaN,128,NaN,NaN,18,78,100,34,9
14181,,,NaN,,NaN,,NaN,NaN,,,,,
14182,56,97,NaN,96,NaN,124,NaN,NaN,18,76,100,34,9
14183,,,NaN,,NaN,,NaN,NaN,,,,,
14184,56,97,NaN,96,NaN,126,NaN,NaN,18,77,100,34,9
14185,,,NaN,,NaN,,NaN,NaN,,,,,
14186,56,97,NaN,96,NaN,123,NaN,NaN,18,76,100,34,9
14187,,,NaN,,NaN,,NaN,NaN,,,,,
14188,55,97,NaN,96,NaN,123,NaN,NaN,18,75,100,34,9
14189,,,NaN,,NaN,,NaN,NaN,,,,,
14190,56,97,NaN,96,NaN,125,NaN,NaN,18,76,100,34,9
14191,,,NaN,,NaN,,NaN,NaN,,,,,
14192,55,97,NaN,96,NaN,121,NaN,NaN,18,74,100,34,9
14193,,,NaN,,NaN,,NaN,NaN,,,,,
14194,55,97,NaN,96,NaN,124,NaN,NaN,18,75,100,34,9
