time,Solar8000/ART_DBP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/HR,SNUADC/CVP,Solar8000/ART_SBP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/CVP
3449,41,80,NaN,80,NaN,95,NaN,NaN,14,55,100,34,9
3450,,,NaN,,NaN,,NaN,NaN,,,,,
3451,41,80,NaN,80,NaN,95,NaN,NaN,14,55,100,34,9
3452,,,NaN,,NaN,,NaN,NaN,,,,,
3453,42,80,NaN,80,NaN,95,NaN,NaN,14,55,100,34,9
3454,,,NaN,,NaN,,NaN,NaN,,,,,
3455,41,80,NaN,80,NaN,97,NaN,NaN,14,56,100,34,9
3456,,,NaN,,NaN,,NaN,NaN,,,,,
3457,41,80,NaN,80,NaN,95,NaN,NaN,14,55,100,34,9
3458,,,NaN,,NaN,,NaN,NaN,,,,,
3459,42,80,NaN,80,NaN,97,NaN,NaN,14,56,100,34,9
3460,,,NaN,,NaN,,NaN,NaN,,,,,
3461,41,80,NaN,80,NaN,95,NaN,NaN,14,56,100,34,9
3462,,,NaN,,NaN,,NaN,NaN,,,,,
3463,42,80,NaN,80,NaN,98,NaN,NaN,14,57,100,34,9
3464,,,NaN,,NaN,,NaN,NaN,,,,,
3465,42,80,NaN,80,NaN,97,NaN,NaN,14,57,100,34,9
3466,,,NaN,,NaN,,NaN,NaN,,,,,
3467,43,80,NaN,80,NaN,98,NaN,NaN,14,57,100,34,9
3468,,,NaN,,NaN,,NaN,NaN,,,,,
3469,41,80,NaN,79,NaN,97,NaN,NaN,14,57,100,34,9
3470,,,NaN,,NaN,,NaN,NaN,,,,,
3471,42,80,NaN,80,NaN,98,NaN,NaN,14,57,100,35,9
3472,,,NaN,,NaN,,NaN,NaN,,,,,
3473,42,80,NaN,80,NaN,96,NaN,NaN,14,56,100,35,9
3474,,,NaN,,NaN,,NaN,NaN,,,,,
3475,42,80,NaN,80,NaN,96,NaN,NaN,14,57,100,35,9
3476,,,NaN,,NaN,,NaN,NaN,,,,,
3477,41,80,NaN,79,NaN,96,NaN,NaN,14,56,100,35,9
3478,,,NaN,,NaN,,NaN,NaN,,,,,
3479,42,80,NaN,79,NaN,95,NaN,NaN,14,56,100,34,9
3480,,,NaN,,NaN,,NaN,NaN,,,,,
3481,41,79,NaN,79,NaN,95,NaN,NaN,14,55,100,34,9
3482,,,NaN,,NaN,,NaN,NaN,,,,,
3483,41,79,NaN,78,NaN,94,NaN,NaN,14,55,100,34,9
3484,,,NaN,,NaN,,NaN,NaN,,,,,
3485,41,79,NaN,78,NaN,95,NaN,NaN,14,55,100,34,9
3486,,,NaN,,NaN,,NaN,NaN,,,,,
3487,41,78,NaN,77,NaN,93,NaN,NaN,14,54,100,34,9
3488,,,NaN,,NaN,,NaN,NaN,,,,,
3489,40,78,NaN,77,NaN,95,NaN,NaN,14,55,100,34,9
3490,,,NaN,,NaN,,NaN,NaN,,,,,
3491,40,77,NaN,77,NaN,92,NaN,NaN,14,54,100,34,9
3492,,,NaN,,NaN,,NaN,NaN,,,,,
3493,41,77,NaN,77,NaN,94,NaN,NaN,14,55,100,34,9
3494,,,NaN,,NaN,,NaN,NaN,,,,,
3495,40,77,NaN,76,NaN,92,NaN,NaN,14,54,100,34,9
3496,,,NaN,,NaN,,NaN,NaN,,,,,
3497,41,77,NaN,77,NaN,94,NaN,NaN,14,55,100,34,10
3498,,,NaN,,NaN,,NaN,NaN,,,,,
3499,40,77,NaN,77,NaN,93,NaN,NaN,14,55,100,34,10
3500,,,NaN,,NaN,,NaN,NaN,,,,,
3501,41,78,NaN,77,NaN,95,NaN,NaN,14,55,100,34,10
3502,,,NaN,,NaN,,NaN,NaN,,,,,
3503,41,78,NaN,77,NaN,94,NaN,NaN,14,55,100,34,10
3504,,,NaN,,NaN,,NaN,NaN,,,,,
3505,41,78,NaN,77,NaN,94,NaN,NaN,14,55,100,34,10
3506,,,NaN,,NaN,,NaN,NaN,,,,,
3507,40,78,NaN,78,NaN,93,NaN,NaN,14,55,100,34,10
3508,,,NaN,,NaN,,NaN,NaN,,,,,
3509,40,78,NaN,78,NaN,93,NaN,NaN,14,55,100,34,10
3510,,,NaN,,NaN,,NaN,NaN,,,,,
3511,39,78,NaN,77,NaN,92,NaN,NaN,14,54,100,34,10
3512,,,NaN,,NaN,,NaN,NaN,,,,,
3513,39,77,NaN,77,NaN,91,NaN,NaN,14,54,100,34,10
3514,,,NaN,,NaN,,NaN,NaN,,,,,
3515,39,77,NaN,76,NaN,91,NaN,NaN,14,53,100,34,10
3516,,,NaN,,NaN,,NaN,NaN,,,,,
3517,39,76,NaN,75,NaN,90,NaN,NaN,14,53,100,34,10
3518,,,NaN,,NaN,,NaN,NaN,,,,,
3519,39,76,NaN,75,NaN,91,NaN,NaN,14,53,100,34,10
3520,,,NaN,,NaN,,NaN,NaN,,,,,
3521,39,76,NaN,75,NaN,89,NaN,NaN,14,52,100,34,10
3522,,,NaN,,NaN,,NaN,NaN,,,,,
3523,39,75,NaN,75,NaN,91,NaN,NaN,14,53,100,35,10
3524,,,NaN,,NaN,,NaN,NaN,,,,,
3525,39,75,NaN,75,NaN,89,NaN,NaN,14,52,100,35,10
3526,,,NaN,,NaN,,NaN,NaN,,,,,
3527,40,76,NaN,75,NaN,91,NaN,NaN,14,53,100,35,10
3528,,,NaN,,NaN,,NaN,NaN,,,,,
3529,39,76,NaN,76,NaN,90,NaN,NaN,14,53,100,35,10
3530,,,NaN,,NaN,,NaN,NaN,,,,,
3531,40,77,NaN,76,NaN,92,NaN,NaN,14,53,100,34,10
3532,,,NaN,,NaN,,NaN,NaN,,,,,
3533,40,77,NaN,76,NaN,91,NaN,NaN,14,53,100,34,10
3534,,,NaN,,NaN,,NaN,NaN,,,,,
3535,41,77,NaN,76,NaN,92,NaN,NaN,14,54,100,34,10
3536,,,NaN,,NaN,,NaN,NaN,,,,,
3537,41,77,NaN,77,NaN,92,NaN,NaN,14,55,100,35,10
3538,,,NaN,,NaN,,NaN,NaN,,,,,
3539,41,78,NaN,78,NaN,93,NaN,NaN,14,55,100,35,10
3540,,,NaN,,NaN,,NaN,NaN,,,,,
3541,41,79,NaN,79,NaN,94,NaN,NaN,14,55,100,35,10
3542,,,NaN,,NaN,,NaN,NaN,,,,,
3543,41,79,NaN,79,NaN,93,NaN,NaN,14,56,100,35,10
3544,,,NaN,,NaN,,NaN,NaN,,,,,
3545,41,79,NaN,79,NaN,94,NaN,NaN,14,56,100,35,9
3546,,,NaN,,NaN,,NaN,NaN,,,,,
3547,40,79,NaN,78,NaN,92,NaN,NaN,14,55,100,35,9
3548,,,NaN,,NaN,,NaN,NaN,,,,,
3549,40,78,NaN,78,NaN,94,NaN,NaN,14,55,100,35,9
3550,,,NaN,,NaN,,NaN,NaN,,,,,
3551,40,78,NaN,78,NaN,92,NaN,NaN,14,55,100,34,9
3552,,,NaN,,NaN,,NaN,NaN,,,,,
3553,41,78,NaN,78,NaN,94,NaN,NaN,14,55,100,34,9
3554,,,NaN,,NaN,,NaN,NaN,,,,,
3555,41,78,NaN,78,NaN,92,NaN,NaN,14,55,100,34,9
3556,,,NaN,,NaN,,NaN,NaN,,,,,
3557,41,79,NaN,78,NaN,94,NaN,NaN,14,55,100,34,9
3558,,,NaN,,NaN,,NaN,NaN,,,,,
3559,41,79,NaN,79,NaN,92,NaN,NaN,14,55,100,34,9
3560,,,NaN,,NaN,,NaN,NaN,,,,,
3561,41,79,NaN,79,NaN,94,NaN,NaN,14,55,100,34,9
3562,,,NaN,,NaN,,NaN,NaN,,,,,
3563,41,79,NaN,79,NaN,93,NaN,NaN,14,55,100,34,9
3564,,,NaN,,NaN,,NaN,NaN,,,,,
3565,41,80,NaN,79,NaN,94,NaN,NaN,14,56,100,34,10
3566,,,NaN,,NaN,,NaN,NaN,,,,,
3567,41,80,NaN,79,NaN,94,NaN,NaN,14,56,100,34,10
3568,,,NaN,,NaN,,NaN,NaN,,,,,
3569,42,80,NaN,79,NaN,94,NaN,NaN,14,56,100,34,10
3570,,,NaN,,NaN,,NaN,NaN,,,,,
3571,42,79,NaN,79,NaN,95,NaN,NaN,14,56,100,34,10
3572,,,NaN,,NaN,,NaN,NaN,,,,,
3573,42,79,NaN,79,NaN,95,NaN,NaN,14,57,100,34,10
3574,,,NaN,,NaN,,NaN,NaN,,,,,
3575,42,79,NaN,79,NaN,96,NaN,NaN,14,57,100,34,10
3576,,,NaN,,NaN,,NaN,NaN,,,,,
3577,42,79,NaN,79,NaN,96,NaN,NaN,14,57,100,34,10
3578,,,NaN,,NaN,,NaN,NaN,,,,,
3579,42,79,NaN,79,NaN,97,NaN,NaN,14,57,100,34,10
3580,,,NaN,,NaN,,NaN,NaN,,,,,
3581,42,79,NaN,78,NaN,95,NaN,NaN,14,57,100,34,10
3582,,,NaN,,NaN,,NaN,NaN,,,,,
3583,42,79,NaN,78,NaN,96,NaN,NaN,14,57,100,35,10
3584,,,NaN,,NaN,,NaN,NaN,,,,,
3585,42,79,NaN,79,NaN,94,NaN,NaN,14,56,100,35,10
3586,,,NaN,,NaN,,NaN,NaN,,,,,
3587,42,79,NaN,79,NaN,96,NaN,NaN,14,57,100,35,10
3588,,,NaN,,NaN,,NaN,NaN,,,,,
3589,41,79,NaN,79,NaN,94,NaN,NaN,14,56,100,34,10
3590,,,NaN,,NaN,,NaN,NaN,,,,,
3591,42,79,NaN,79,NaN,96,NaN,NaN,14,57,100,34,10
3592,,,NaN,,NaN,,NaN,NaN,,,,,
3593,42,79,NaN,78,NaN,95,NaN,NaN,14,56,100,34,10
3594,,,NaN,,NaN,,NaN,NaN,,,,,
3595,42,79,NaN,78,NaN,96,NaN,NaN,14,57,100,34,10
3596,,,NaN,,NaN,,NaN,NaN,,,,,
3597,42,78,NaN,77,NaN,95,NaN,NaN,14,57,100,34,10
3598,,,NaN,,NaN,,NaN,NaN,,,,,
3599,43,77,NaN,77,NaN,95,NaN,NaN,14,57,100,34,10
3600,,,NaN,,NaN,,NaN,NaN,,,,,
3601,43,77,NaN,76,NaN,96,NaN,NaN,14,57,100,34,10
3602,,,NaN,,NaN,,NaN,NaN,,,,,
3603,44,78,NaN,77,NaN,97,NaN,NaN,14,58,100,34,10
3604,,,NaN,,NaN,,NaN,NaN,,,,,
3605,44,78,NaN,77,NaN,100,NaN,NaN,14,59,100,34,10
3606,,,NaN,,NaN,,NaN,NaN,,,,,
3607,44,79,NaN,79,NaN,102,NaN,NaN,14,59,100,34,10
3608,,,NaN,,NaN,,NaN,NaN,,,,,
3609,44,80,NaN,79,NaN,106,NaN,NaN,14,60,100,34,11
3610,,,NaN,,NaN,,NaN,NaN,,,,,
3611,44,80,NaN,80,NaN,105,NaN,NaN,14,60,100,34,11
3612,,,NaN,,NaN,,NaN,NaN,,,,,
3613,44,81,NaN,81,NaN,107,NaN,NaN,14,61,100,34,10
3614,,,NaN,,NaN,,NaN,NaN,,,,,
3615,44,82,NaN,82,NaN,104,NaN,NaN,14,60,100,34,10
3616,,,NaN,,NaN,,NaN,NaN,,,,,
3617,44,82,NaN,82,NaN,105,NaN,NaN,14,60,100,34,10
3618,,,NaN,,NaN,,NaN,NaN,,,,,
3619,43,82,NaN,81,NaN,102,NaN,NaN,14,59,100,34,10
3620,,,NaN,,NaN,,NaN,NaN,,,,,
3621,43,81,NaN,80,NaN,101,NaN,NaN,14,59,100,34,10
3622,,,NaN,,NaN,,NaN,NaN,,,,,
3623,42,80,NaN,80,NaN,99,NaN,NaN,14,58,100,34,10
3624,,,NaN,,NaN,,NaN,NaN,,,,,
3625,42,78,NaN,78,NaN,99,NaN,NaN,14,57,100,34,10
3626,,,NaN,,NaN,,NaN,NaN,,,,,
3627,42,77,NaN,77,NaN,98,NaN,NaN,14,57,100,34,10
3628,,,NaN,,NaN,,NaN,NaN,,,,,
3629,42,76,NaN,76,NaN,97,NaN,NaN,14,56,100,34,10
3630,,,NaN,,NaN,,NaN,NaN,,,,,
3631,42,76,NaN,76,NaN,97,NaN,NaN,14,56,100,34,10
3632,,,NaN,,NaN,,NaN,NaN,,,,,
3633,42,75,NaN,74,NaN,96,NaN,NaN,14,56,100,34,10
3634,,,NaN,,NaN,,NaN,NaN,,,,,
3635,41,74,NaN,73,NaN,97,NaN,NaN,14,56,100,34,10
3636,,,NaN,,NaN,,NaN,NaN,,,,,
3637,41,73,NaN,73,NaN,96,NaN,NaN,14,55,100,34,10
3638,,,NaN,,NaN,,NaN,NaN,,,,,
3639,41,73,NaN,73,NaN,97,NaN,NaN,14,56,100,34,10
3640,,,NaN,,NaN,,NaN,NaN,,,,,
3641,41,73,NaN,73,NaN,96,NaN,NaN,14,55,100,34,10
3642,,,NaN,,NaN,,NaN,NaN,,,,,
3643,42,73,NaN,73,NaN,98,NaN,NaN,14,56,100,34,10
3644,,,NaN,,NaN,,NaN,NaN,,,,,
3645,41,73,NaN,73,NaN,96,NaN,NaN,14,56,100,34,10
3646,,,NaN,,NaN,,NaN,NaN,,,,,
3647,42,73,NaN,72,NaN,98,NaN,NaN,14,57,100,34,11
3648,,,NaN,,NaN,,NaN,NaN,,,,,
3649,41,73,NaN,72,NaN,96,NaN,NaN,14,56,100,34,11
3650,,,NaN,,NaN,,NaN,NaN,,,,,
3651,42,73,NaN,72,NaN,97,NaN,NaN,14,56,100,34,11
3652,,,NaN,,NaN,,NaN,NaN,,,,,
3653,41,73,NaN,72,NaN,96,NaN,NaN,14,56,100,34,11
3654,,,NaN,,NaN,,NaN,NaN,,,,,
3655,42,73,NaN,72,NaN,95,NaN,NaN,14,56,100,34,11
3656,,,NaN,,NaN,,NaN,NaN,,,,,
3657,40,73,NaN,72,NaN,95,NaN,NaN,14,55,100,34,11
3658,,,NaN,,NaN,,NaN,NaN,,,,,
3659,41,73,NaN,73,NaN,94,NaN,NaN,14,55,100,34,11
3660,,,NaN,,NaN,,NaN,NaN,,,,,
3661,40,74,NaN,73,NaN,95,NaN,NaN,14,55,100,34,11
3662,,,NaN,,NaN,,NaN,NaN,,,,,
3663,40,74,NaN,74,NaN,93,NaN,NaN,14,55,100,34,11
3664,,,NaN,,NaN,,NaN,NaN,,,,,
3665,40,74,NaN,73,NaN,94,NaN,NaN,14,55,100,34,10
3666,,,NaN,,NaN,,NaN,NaN,,,,,
3667,40,74,NaN,73,NaN,93,NaN,NaN,14,54,100,34,10
3668,,,NaN,,NaN,,NaN,NaN,,,,,
3669,40,73,NaN,73,NaN,94,NaN,NaN,14,55,100,34,10
3670,,,NaN,,NaN,,NaN,NaN,,,,,
3671,40,73,NaN,72,NaN,94,NaN,NaN,14,55,100,34,10
3672,,,NaN,,NaN,,NaN,NaN,,,,,
3673,41,73,NaN,73,NaN,96,NaN,NaN,14,56,100,34,10
3674,,,NaN,,NaN,,NaN,NaN,,,,,
3675,41,74,NaN,74,NaN,95,NaN,NaN,14,56,100,34,10
3676,,,NaN,,NaN,,NaN,NaN,,,,,
3677,42,74,NaN,74,NaN,98,NaN,NaN,14,57,100,34,11
3678,,,NaN,,NaN,,NaN,NaN,,,,,
3679,42,75,NaN,75,NaN,97,NaN,NaN,14,57,100,35,11
3680,,,NaN,,NaN,,NaN,NaN,,,,,
3681,43,75,NaN,75,NaN,100,NaN,NaN,14,58,100,35,11
3682,,,NaN,,NaN,,NaN,NaN,,,,,
3683,43,76,NaN,75,NaN,99,NaN,NaN,14,58,100,35,11
3684,,,NaN,,NaN,,NaN,NaN,,,,,
3685,44,76,NaN,76,NaN,100,NaN,NaN,14,59,100,35,11
3686,,,NaN,,NaN,,NaN,NaN,,,,,
3687,43,77,NaN,76,NaN,100,NaN,NaN,14,59,100,35,11
3688,,,NaN,,NaN,,NaN,NaN,,,,,
3689,44,77,NaN,77,NaN,101,NaN,NaN,14,60,100,35,11
3690,,,NaN,,NaN,,NaN,NaN,,,,,
3691,43,77,NaN,77,NaN,102,NaN,NaN,14,60,100,35,11
3692,,,NaN,,NaN,,NaN,NaN,,,,,
3693,44,77,NaN,76,NaN,101,NaN,NaN,14,60,100,35,11
3694,,,NaN,,NaN,,NaN,NaN,,,,,
3695,43,77,NaN,76,NaN,102,NaN,NaN,14,60,100,35,11
3696,,,NaN,,NaN,,NaN,NaN,,,,,
3697,43,77,NaN,76,NaN,101,NaN,NaN,14,59,100,35,11
3698,,,NaN,,NaN,,NaN,NaN,,,,,
3699,43,76,NaN,76,NaN,102,NaN,NaN,14,60,100,35,11
3700,,,NaN,,NaN,,NaN,NaN,,,,,
3701,43,76,NaN,75,NaN,100,NaN,NaN,14,59,100,35,11
3702,,,NaN,,NaN,,NaN,NaN,,,,,
3703,43,76,NaN,75,NaN,102,NaN,NaN,14,59,100,35,11
3704,,,NaN,,NaN,,NaN,NaN,,,,,
3705,43,75,NaN,74,NaN,101,NaN,NaN,14,59,100,35,11
3706,,,NaN,,NaN,,NaN,NaN,,,,,
3707,43,75,NaN,74,NaN,102,NaN,NaN,14,59,100,35,11
3708,,,NaN,,NaN,,NaN,NaN,,,,,
3709,43,75,NaN,74,NaN,101,NaN,NaN,14,59,100,35,11
3710,,,NaN,,NaN,,NaN,NaN,,,,,
3711,44,75,NaN,75,NaN,103,NaN,NaN,14,60,100,35,11
3712,,,NaN,,NaN,,NaN,NaN,,,,,
3713,44,76,NaN,76,NaN,103,NaN,NaN,14,61,100,35,11
3714,,,NaN,,NaN,,NaN,NaN,,,,,
3715,45,77,NaN,77,NaN,105,NaN,NaN,14,62,100,35,12
3716,,,NaN,,NaN,,NaN,NaN,,,,,
3717,45,78,NaN,77,NaN,105,NaN,NaN,14,62,100,35,12
3718,,,NaN,,NaN,,NaN,NaN,,,,,
3719,45,78,NaN,77,NaN,105,NaN,NaN,14,62,100,35,11
3720,,,NaN,,NaN,,NaN,NaN,,,,,
3721,45,78,NaN,77,NaN,105,NaN,NaN,14,62,100,35,11
3722,,,NaN,,NaN,,NaN,NaN,,,,,
3723,45,77,NaN,77,NaN,105,NaN,NaN,14,62,100,35,11
3724,,,NaN,,NaN,,NaN,NaN,,,,,
3725,45,77,NaN,77,NaN,106,NaN,NaN,14,62,100,35,11
3726,,,NaN,,NaN,,NaN,NaN,,,,,
3727,45,78,NaN,77,NaN,105,NaN,NaN,14,62,100,35,11
3728,,,NaN,,NaN,,NaN,NaN,,,,,
3729,45,78,NaN,77,NaN,107,NaN,NaN,14,63,100,35,11
3730,,,NaN,,NaN,,NaN,NaN,,,,,
3731,45,78,NaN,77,NaN,106,NaN,NaN,14,62,100,35,11
3732,,,NaN,,NaN,,NaN,NaN,,,,,
3733,46,78,NaN,78,NaN,108,NaN,NaN,14,63,100,35,11
3734,,,NaN,,NaN,,NaN,NaN,,,,,
3735,46,79,NaN,78,NaN,107,NaN,NaN,14,63,100,35,11
3736,,,NaN,,NaN,,NaN,NaN,,,,,
3737,47,79,NaN,79,NaN,109,NaN,NaN,14,64,100,35,11
3738,,,NaN,,NaN,,NaN,NaN,,,,,
3739,46,80,NaN,79,NaN,108,NaN,NaN,14,64,100,35,11
3740,,,NaN,,NaN,,NaN,NaN,,,,,
3741,47,80,NaN,79,NaN,110,NaN,NaN,14,65,100,35,11
3742,,,NaN,,NaN,,NaN,NaN,,,,,
3743,47,80,NaN,79,NaN,109,NaN,NaN,14,65,100,35,11
3744,,,NaN,,NaN,,NaN,NaN,,,,,
3745,47,80,NaN,79,NaN,110,NaN,NaN,14,65,100,35,11
3746,,,NaN,,NaN,,NaN,NaN,,,,,
3747,46,79,NaN,79,NaN,110,NaN,NaN,14,65,100,35,11
3748,,,NaN,,NaN,,NaN,NaN,,,,,
3749,47,79,NaN,79,NaN,109,NaN,NaN,14,65,100,35,11
3750,,,NaN,,NaN,,NaN,NaN,,,,,
3751,47,79,NaN,78,NaN,110,NaN,NaN,14,65,100,35,11
3752,,,NaN,,NaN,,NaN,NaN,,,,,
3753,48,79,NaN,78,NaN,111,NaN,NaN,14,66,100,35,11
3754,,,NaN,,NaN,,NaN,NaN,,,,,
3755,48,79,NaN,79,NaN,111,NaN,NaN,14,66,100,35,11
3756,,,NaN,,NaN,,NaN,NaN,,,,,
3757,48,80,NaN,80,NaN,111,NaN,NaN,14,66,100,35,11
3758,,,NaN,,NaN,,NaN,NaN,,,,,
3759,48,81,NaN,81,NaN,112,NaN,NaN,14,66,100,35,11
3760,,,NaN,,NaN,,NaN,NaN,,,,,
3761,47,81,NaN,81,NaN,111,NaN,NaN,14,66,100,35,11
3762,,,NaN,,NaN,,NaN,NaN,,,,,
3763,48,82,NaN,82,NaN,113,NaN,NaN,14,67,100,35,11
3764,,,NaN,,NaN,,NaN,NaN,,,,,
3765,47,82,NaN,82,NaN,111,NaN,NaN,14,66,100,35,11
3766,,,NaN,,NaN,,NaN,NaN,,,,,
3767,48,82,NaN,82,NaN,113,NaN,NaN,14,67,100,35,11
3768,,,NaN,,NaN,,NaN,NaN,,,,,
3769,47,82,NaN,82,NaN,111,NaN,NaN,14,66,100,35,11
3770,,,NaN,,NaN,,NaN,NaN,,,,,
3771,47,82,NaN,81,NaN,112,NaN,NaN,14,66,100,35,11
3772,,,NaN,,NaN,,NaN,NaN,,,,,
3773,47,82,NaN,81,NaN,111,NaN,NaN,14,66,100,35,11
3774,,,NaN,,NaN,,NaN,NaN,,,,,
3775,48,81,NaN,81,NaN,113,NaN,NaN,14,66,100,35,11
3776,,,NaN,,NaN,,NaN,NaN,,,,,
3777,47,82,NaN,81,NaN,112,NaN,NaN,14,66,100,35,11
3778,,,NaN,,NaN,,NaN,NaN,,,,,
3779,48,82,NaN,81,NaN,112,NaN,NaN,14,66,100,35,11
3780,,,NaN,,NaN,,NaN,NaN,,,,,
3781,48,82,NaN,82,NaN,113,NaN,NaN,14,67,100,35,11
3782,,,NaN,,NaN,,NaN,NaN,,,,,
3783,49,82,NaN,82,NaN,114,NaN,NaN,14,67,100,35,11
3784,,,NaN,,NaN,,NaN,NaN,,,,,
3785,49,83,NaN,82,NaN,115,NaN,NaN,14,68,100,35,11
3786,,,NaN,,NaN,,NaN,NaN,,,,,
3787,49,83,NaN,83,NaN,114,NaN,NaN,14,68,100,35,11
3788,,,NaN,,NaN,,NaN,NaN,,,,,
3789,49,84,NaN,83,NaN,116,NaN,NaN,14,68,100,35,11
3790,,,NaN,,NaN,,NaN,NaN,,,,,
3791,48,83,NaN,83,NaN,114,NaN,NaN,14,68,100,35,11
3792,,,NaN,,NaN,,NaN,NaN,,,,,
3793,48,83,NaN,82,NaN,115,NaN,NaN,14,68,100,35,11
3794,,,NaN,,NaN,,NaN,NaN,,,,,
3795,48,82,NaN,81,NaN,113,NaN,NaN,14,67,100,35,11
3796,,,NaN,,NaN,,NaN,NaN,,,,,
3797,48,81,NaN,81,NaN,114,NaN,NaN,14,67,100,35,11
3798,,,NaN,,NaN,,NaN,NaN,,,,,
3799,47,81,NaN,81,NaN,112,NaN,NaN,14,66,100,35,11
3800,,,NaN,,NaN,,NaN,NaN,,,,,
3801,48,81,NaN,80,NaN,113,NaN,NaN,14,66,100,35,11
3802,,,NaN,,NaN,,NaN,NaN,,,,,
3803,47,81,NaN,80,NaN,112,NaN,NaN,14,66,100,35,11
3804,,,NaN,,NaN,,NaN,NaN,,,,,
3805,48,81,NaN,81,NaN,113,NaN,NaN,14,66,100,35,11
3806,,,NaN,,NaN,,NaN,NaN,,,,,
3807,47,81,NaN,81,NaN,113,NaN,NaN,14,66,100,35,11
3808,,,NaN,,NaN,,NaN,NaN,,,,,
3809,47,81,NaN,81,NaN,113,NaN,NaN,14,66,100,35,11
3810,,,NaN,,NaN,,NaN,NaN,,,,,
3811,47,82,NaN,81,NaN,113,NaN,NaN,14,66,100,35,11
3812,,,NaN,,NaN,,NaN,NaN,,,,,
3813,47,82,NaN,81,NaN,113,NaN,NaN,14,66,100,35,11
3814,,,NaN,,NaN,,NaN,NaN,,,,,
3815,48,81,NaN,81,NaN,114,NaN,NaN,14,67,100,35,11
3816,,,NaN,,NaN,,NaN,NaN,,,,,
3817,48,81,NaN,81,NaN,112,NaN,NaN,14,65,100,35,11
3818,,,NaN,,NaN,,NaN,NaN,,,,,
3819,48,78,NaN,80,NaN,112,NaN,NaN,14,66,100,35,11
3820,,,NaN,,NaN,,NaN,NaN,,,,,
3821,48,78,NaN,80,NaN,112,NaN,NaN,14,66,100,35,12
3822,,,NaN,,NaN,,NaN,NaN,,,,,
3823,49,78,NaN,80,NaN,115,NaN,NaN,14,68,100,35,12
3824,,,NaN,,NaN,,NaN,NaN,,,,,
3825,49,81,NaN,81,NaN,113,NaN,NaN,14,67,100,35,12
3826,,,NaN,,NaN,,NaN,NaN,,,,,
3827,49,82,NaN,81,NaN,115,NaN,NaN,14,68,100,35,12
3828,,,NaN,,NaN,,NaN,NaN,,,,,
3829,48,82,NaN,81,NaN,113,NaN,NaN,14,67,100,35,12
3830,,,NaN,,NaN,,NaN,NaN,,,,,
3831,48,82,NaN,82,NaN,115,NaN,NaN,14,68,100,35,11
3832,,,NaN,,NaN,,NaN,NaN,,,,,
3833,48,82,NaN,82,NaN,113,NaN,NaN,14,67,100,35,11
3834,,,NaN,,NaN,,NaN,NaN,,,,,
3835,49,83,NaN,83,NaN,114,NaN,NaN,14,68,100,35,11
3836,,,NaN,,NaN,,NaN,NaN,,,,,
3837,48,84,NaN,83,NaN,114,NaN,NaN,14,68,100,35,11
3838,,,NaN,,NaN,,NaN,NaN,,,,,
3839,48,84,NaN,84,NaN,114,NaN,NaN,14,67,100,35,11
3840,,,NaN,,NaN,,NaN,NaN,,,,,
3841,47,85,NaN,84,NaN,113,NaN,NaN,14,67,100,35,11
3842,,,NaN,,NaN,,NaN,NaN,,,,,
3843,48,84,NaN,83,NaN,112,NaN,NaN,14,66,100,35,11
3844,,,NaN,,NaN,,NaN,NaN,,,,,
3845,47,83,NaN,82,NaN,112,NaN,NaN,14,66,100,35,11
3846,,,NaN,,NaN,,NaN,NaN,,,,,
3847,47,82,NaN,81,NaN,110,NaN,NaN,14,65,100,35,11
3848,,,NaN,,NaN,,NaN,NaN,,,,,
3849,47,82,NaN,81,NaN,112,NaN,NaN,14,65,100,35,11
3850,,,NaN,,NaN,,NaN,NaN,,,,,
3851,46,82,NaN,81,NaN,110,NaN,NaN,14,65,100,35,11
3852,,,NaN,,NaN,,NaN,NaN,,,,,
3853,47,82,NaN,81,NaN,112,NaN,NaN,14,66,100,35,11
3854,,,NaN,,NaN,,NaN,NaN,,,,,
3855,47,82,NaN,81,NaN,111,NaN,NaN,14,65,100,35,11
3856,,,NaN,,NaN,,NaN,NaN,,,,,
3857,48,82,NaN,82,NaN,113,NaN,NaN,14,66,100,35,12
3858,,,NaN,,NaN,,NaN,NaN,,,,,
3859,48,82,NaN,82,NaN,112,NaN,NaN,14,66,100,35,12
3860,,,NaN,,NaN,,NaN,NaN,,,,,
3861,48,82,NaN,82,NaN,113,NaN,NaN,14,67,100,35,12
3862,,,NaN,,NaN,,NaN,NaN,,,,,
3863,47,82,NaN,82,NaN,113,NaN,NaN,14,67,100,35,12
3864,,,NaN,,NaN,,NaN,NaN,,,,,
3865,48,82,NaN,82,NaN,113,NaN,NaN,14,67,100,35,11
3866,,,NaN,,NaN,,NaN,NaN,,,,,
3867,48,82,NaN,81,NaN,113,NaN,NaN,14,67,100,35,11
3868,,,NaN,,NaN,,NaN,NaN,,,,,
3869,48,82,NaN,93,NaN,113,NaN,NaN,14,67,100,35,11
3870,,,NaN,,NaN,,NaN,NaN,,,,,
3871,48,82,NaN,93,NaN,113,NaN,NaN,14,67,100,35,11
3872,,,NaN,,NaN,,NaN,NaN,,,,,
3873,48,82,NaN,86,NaN,113,NaN,NaN,14,67,100,35,11
