time,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/HR,Solar8000/CVP,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,SNUADC/CVP,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/RR_CO2,SNUADC/ART,Solar8000/ART_MBP,Solar8000/ART_DBP
13766,32,NaN,52,7,100,53,NaN,106,NaN,12,NaN,74,55
13767,,NaN,,,,,NaN,,NaN,,NaN,,
13768,32,NaN,51,7,100,52,NaN,106,NaN,12,NaN,74,55
13769,,NaN,,,,,NaN,,NaN,,NaN,,
13770,32,NaN,51,7,100,52,NaN,107,NaN,12,NaN,74,55
13771,,NaN,,,,,NaN,,NaN,,NaN,,
13772,33,NaN,51,7,100,52,NaN,106,NaN,12,NaN,74,55
13773,,NaN,,,,,NaN,,NaN,,NaN,,
13774,33,NaN,51,7,100,52,NaN,107,NaN,12,NaN,74,55
13775,,NaN,,,,,NaN,,NaN,,NaN,,
13776,33,NaN,51,7,100,52,NaN,106,NaN,12,NaN,74,55
13777,,NaN,,,,,NaN,,NaN,,NaN,,
13778,33,NaN,51,7,100,52,NaN,106,NaN,12,NaN,74,55
13779,,NaN,,,,,NaN,,NaN,,NaN,,
13780,32,NaN,51,7,100,52,NaN,107,NaN,12,NaN,74,55
13781,,NaN,,,,,NaN,,NaN,,NaN,,
13782,32,NaN,51,7,100,51,NaN,106,NaN,12,NaN,73,54
13783,,NaN,,,,,NaN,,NaN,,NaN,,
13784,32,NaN,51,7,100,52,NaN,107,NaN,12,NaN,74,55
13785,,NaN,,,,,NaN,,NaN,,NaN,,
13786,33,NaN,51,7,100,51,NaN,106,NaN,12,NaN,73,54
13787,,NaN,,,,,NaN,,NaN,,NaN,,
13788,33,NaN,51,7,100,52,NaN,106,NaN,12,NaN,74,55
13789,,NaN,,,,,NaN,,NaN,,NaN,,
13790,33,NaN,51,7,100,52,NaN,107,NaN,12,NaN,74,55
13791,,NaN,,,,,NaN,,NaN,,NaN,,
13792,33,NaN,51,7,100,52,NaN,106,NaN,12,NaN,73,55
13793,,NaN,,,,,NaN,,NaN,,NaN,,
13794,33,NaN,52,7,100,52,NaN,107,NaN,12,NaN,74,54
13795,,NaN,,,,,NaN,,NaN,,NaN,,
13796,33,NaN,51,7,100,52,NaN,106,NaN,12,NaN,73,54
13797,,NaN,,,,,NaN,,NaN,,NaN,,
13798,33,NaN,51,7,100,52,NaN,105,NaN,12,NaN,73,55
13799,,NaN,,,,,NaN,,NaN,,NaN,,
13800,33,NaN,51,7,100,52,NaN,106,NaN,12,NaN,73,54
13801,,NaN,,,,,NaN,,NaN,,NaN,,
13802,33,NaN,51,6,100,52,NaN,106,NaN,12,NaN,74,55
13803,,NaN,,,,,NaN,,NaN,,NaN,,
13804,33,NaN,51,6,100,52,NaN,107,NaN,12,NaN,74,55
13805,,NaN,,,,,NaN,,NaN,,NaN,,
13806,33,NaN,51,7,100,52,NaN,107,NaN,12,NaN,74,55
13807,,NaN,,,,,NaN,,NaN,,NaN,,
13808,33,NaN,52,7,100,52,NaN,107,NaN,12,NaN,74,56
13809,,NaN,,,,,NaN,,NaN,,NaN,,
13810,33,NaN,51,7,100,52,NaN,107,NaN,12,NaN,74,55
13811,,NaN,,,,,NaN,,NaN,,NaN,,
13812,32,NaN,51,7,100,52,NaN,107,NaN,12,NaN,74,55
13813,,NaN,,,,,NaN,,NaN,,NaN,,
13814,32,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,56
13815,,NaN,,,,,NaN,,NaN,,NaN,,
13816,32,NaN,52,7,100,52,NaN,107,NaN,12,NaN,75,55
13817,,NaN,,,,,NaN,,NaN,,NaN,,
13818,32,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,56
13819,,NaN,,,,,NaN,,NaN,,NaN,,
13820,32,NaN,52,7,100,52,NaN,109,NaN,12,NaN,75,56
13821,,NaN,,,,,NaN,,NaN,,NaN,,
13822,32,NaN,52,7,100,52,NaN,107,NaN,12,NaN,75,55
13823,,NaN,,,,,NaN,,NaN,,NaN,,
13824,32,NaN,52,7,100,53,NaN,108,NaN,12,NaN,75,55
13825,,NaN,,,,,NaN,,NaN,,NaN,,
13826,32,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,55
13827,,NaN,,,,,NaN,,NaN,,NaN,,
13828,32,NaN,52,7,100,52,NaN,107,NaN,12,NaN,75,56
13829,,NaN,,,,,NaN,,NaN,,NaN,,
13830,33,NaN,52,7,100,52,NaN,109,NaN,12,NaN,75,56
13831,,NaN,,,,,NaN,,NaN,,NaN,,
13832,33,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,56
13833,,NaN,,,,,NaN,,NaN,,NaN,,
13834,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,76,56
13835,,NaN,,,,,NaN,,NaN,,NaN,,
13836,33,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,56
13837,,NaN,,,,,NaN,,NaN,,NaN,,
13838,33,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,56
13839,,NaN,,,,,NaN,,NaN,,NaN,,
13840,33,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,55
13841,,NaN,,,,,NaN,,NaN,,NaN,,
13842,32,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,55
13843,,NaN,,,,,NaN,,NaN,,NaN,,
13844,32,NaN,52,7,100,52,NaN,109,NaN,12,NaN,75,56
13845,,NaN,,,,,NaN,,NaN,,NaN,,
13846,32,NaN,52,7,100,53,NaN,109,NaN,12,NaN,75,56
13847,,NaN,,,,,NaN,,NaN,,NaN,,
13848,33,NaN,53,7,100,53,NaN,110,NaN,12,NaN,76,58
13849,,NaN,,,,,NaN,,NaN,,NaN,,
13850,33,NaN,53,7,100,54,NaN,111,NaN,12,NaN,77,57
13851,,NaN,,,,,NaN,,NaN,,NaN,,
13852,33,NaN,54,7,100,54,NaN,110,NaN,12,NaN,77,58
13853,,NaN,,,,,NaN,,NaN,,NaN,,
13854,33,NaN,54,7,100,54,NaN,112,NaN,12,NaN,77,58
13855,,NaN,,,,,NaN,,NaN,,NaN,,
13856,33,NaN,54,7,100,54,NaN,111,NaN,12,NaN,77,57
13857,,NaN,,,,,NaN,,NaN,,NaN,,
13858,33,NaN,53,7,100,54,NaN,110,NaN,12,NaN,77,58
13859,,NaN,,,,,NaN,,NaN,,NaN,,
13860,33,NaN,53,7,100,54,NaN,110,NaN,12,NaN,77,57
13861,,NaN,,,,,NaN,,NaN,,NaN,,
13862,33,NaN,53,7,100,54,NaN,109,NaN,12,NaN,76,56
13863,,NaN,,,,,NaN,,NaN,,NaN,,
13864,33,NaN,53,7,100,54,NaN,110,NaN,12,NaN,76,56
13865,,NaN,,,,,NaN,,NaN,,NaN,,
13866,33,NaN,53,7,100,53,NaN,109,NaN,12,NaN,76,55
13867,,NaN,,,,,NaN,,NaN,,NaN,,
13868,33,NaN,52,7,100,53,NaN,109,NaN,12,NaN,76,56
13869,,NaN,,,,,NaN,,NaN,,NaN,,
13870,33,NaN,52,7,100,53,NaN,109,NaN,12,NaN,76,55
13871,,NaN,,,,,NaN,,NaN,,NaN,,
13872,33,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,56
13873,,NaN,,,,,NaN,,NaN,,NaN,,
13874,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,75,56
13875,,NaN,,,,,NaN,,NaN,,NaN,,
13876,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,75,55
13877,,NaN,,,,,NaN,,NaN,,NaN,,
13878,33,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,56
13879,,NaN,,,,,NaN,,NaN,,NaN,,
13880,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,75,56
13881,,NaN,,,,,NaN,,NaN,,NaN,,
13882,33,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,56
13883,,NaN,,,,,NaN,,NaN,,NaN,,
13884,33,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,56
13885,,NaN,,,,,NaN,,NaN,,NaN,,
13886,33,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,55
13887,,NaN,,,,,NaN,,NaN,,NaN,,
13888,33,NaN,52,7,100,52,NaN,107,NaN,12,NaN,75,56
13889,,NaN,,,,,NaN,,NaN,,NaN,,
13890,33,NaN,52,7,100,52,NaN,107,NaN,12,NaN,74,55
13891,,NaN,,,,,NaN,,NaN,,NaN,,
13892,32,NaN,51,7,100,52,NaN,107,NaN,12,NaN,74,55
13893,,NaN,,,,,NaN,,NaN,,NaN,,
13894,32,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,56
13895,,NaN,,,,,NaN,,NaN,,NaN,,
13896,32,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,56
13897,,NaN,,,,,NaN,,NaN,,NaN,,
13898,32,NaN,51,7,100,52,NaN,109,NaN,12,NaN,76,57
13899,,NaN,,,,,NaN,,NaN,,NaN,,
13900,33,NaN,52,7,100,52,NaN,110,NaN,12,NaN,76,56
13901,,NaN,,,,,NaN,,NaN,,NaN,,
13902,33,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,56
13903,,NaN,,,,,NaN,,NaN,,NaN,,
13904,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,75,56
13905,,NaN,,,,,NaN,,NaN,,NaN,,
13906,33,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,55
13907,,NaN,,,,,NaN,,NaN,,NaN,,
13908,33,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,56
13909,,NaN,,,,,NaN,,NaN,,NaN,,
13910,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,76,56
13911,,NaN,,,,,NaN,,NaN,,NaN,,
13912,33,NaN,52,7,100,52,NaN,109,NaN,12,NaN,76,56
13913,,NaN,,,,,NaN,,NaN,,NaN,,
13914,33,NaN,52,7,100,52,NaN,109,NaN,12,NaN,76,57
13915,,NaN,,,,,NaN,,NaN,,NaN,,
13916,33,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,55
13917,,NaN,,,,,NaN,,NaN,,NaN,,
13918,32,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,56
13919,,NaN,,,,,NaN,,NaN,,NaN,,
13920,32,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,55
13921,,NaN,,,,,NaN,,NaN,,NaN,,
13922,32,NaN,51,7,100,52,NaN,107,NaN,12,NaN,75,55
13923,,NaN,,,,,NaN,,NaN,,NaN,,
13924,32,NaN,51,7,100,52,NaN,109,NaN,12,NaN,75,56
13925,,NaN,,,,,NaN,,NaN,,NaN,,
13926,33,NaN,51,7,100,51,NaN,108,NaN,12,NaN,75,56
13927,,NaN,,,,,NaN,,NaN,,NaN,,
13928,33,NaN,52,7,100,52,NaN,110,NaN,12,NaN,76,57
13929,,NaN,,,,,NaN,,NaN,,NaN,,
13930,33,NaN,52,7,100,52,NaN,110,NaN,12,NaN,76,57
13931,,NaN,,,,,NaN,,NaN,,NaN,,
13932,33,NaN,52,7,100,52,NaN,109,NaN,12,NaN,76,56
13933,,NaN,,,,,NaN,,NaN,,NaN,,
13934,33,NaN,52,7,100,53,NaN,110,NaN,12,NaN,76,57
13935,,NaN,,,,,NaN,,NaN,,NaN,,
13936,33,NaN,53,7,100,53,NaN,109,NaN,12,NaN,76,55
13937,,NaN,,,,,NaN,,NaN,,NaN,,
13938,32,NaN,52,7,100,53,NaN,108,NaN,12,NaN,75,55
13939,,NaN,,,,,NaN,,NaN,,NaN,,
13940,32,NaN,52,7,100,53,NaN,109,NaN,12,NaN,75,55
13941,,NaN,,,,,NaN,,NaN,,NaN,,
13942,32,NaN,51,7,100,52,NaN,107,NaN,12,NaN,74,54
13943,,NaN,,,,,NaN,,NaN,,NaN,,
13944,33,NaN,51,7,100,52,NaN,107,NaN,12,NaN,74,55
13945,,NaN,,,,,NaN,,NaN,,NaN,,
13946,33,NaN,50,7,100,51,NaN,107,NaN,12,NaN,74,54
13947,,NaN,,,,,NaN,,NaN,,NaN,,
13948,33,NaN,50,7,100,51,NaN,107,NaN,12,NaN,74,56
13949,,NaN,,,,,NaN,,NaN,,NaN,,
13950,32,NaN,51,7,100,51,NaN,108,NaN,12,NaN,75,56
13951,,NaN,,,,,NaN,,NaN,,NaN,,
13952,32,NaN,51,7,100,51,NaN,108,NaN,12,NaN,75,56
13953,,NaN,,,,,NaN,,NaN,,NaN,,
13954,32,NaN,51,7,100,52,NaN,110,NaN,12,NaN,75,56
13955,,NaN,,,,,NaN,,NaN,,NaN,,
13956,32,NaN,52,7,100,52,NaN,109,NaN,12,NaN,75,56
13957,,NaN,,,,,NaN,,NaN,,NaN,,
13958,32,NaN,52,7,100,53,NaN,109,NaN,12,NaN,76,56
13959,,NaN,,,,,NaN,,NaN,,NaN,,
13960,32,NaN,52,7,100,53,NaN,110,NaN,12,NaN,76,56
13961,,NaN,,,,,NaN,,NaN,,NaN,,
13962,33,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,56
13963,,NaN,,,,,NaN,,NaN,,NaN,,
13964,33,NaN,52,7,100,52,NaN,110,NaN,12,NaN,76,56
13965,,NaN,,,,,NaN,,NaN,,NaN,,
13966,33,NaN,52,7,100,52,NaN,109,NaN,12,NaN,76,56
13967,,NaN,,,,,NaN,,NaN,,NaN,,
13968,33,NaN,52,7,100,52,NaN,109,NaN,12,NaN,76,57
13969,,NaN,,,,,NaN,,NaN,,NaN,,
13970,33,NaN,52,7,100,53,NaN,111,NaN,12,NaN,77,57
13971,,NaN,,,,,NaN,,NaN,,NaN,,
13972,33,NaN,52,7,100,53,NaN,110,NaN,12,NaN,77,57
13973,,NaN,,,,,NaN,,NaN,,NaN,,
13974,33,NaN,53,7,100,53,NaN,111,NaN,12,NaN,77,57
13975,,NaN,,,,,NaN,,NaN,,NaN,,
13976,33,NaN,53,7,100,53,NaN,110,NaN,12,NaN,77,56
13977,,NaN,,,,,NaN,,NaN,,NaN,,
13978,33,NaN,52,7,100,53,NaN,109,NaN,12,NaN,76,57
13979,,NaN,,,,,NaN,,NaN,,NaN,,
13980,33,NaN,52,7,100,53,NaN,110,NaN,12,NaN,76,56
13981,,NaN,,,,,NaN,,NaN,,NaN,,
13982,32,NaN,52,7,100,52,NaN,110,NaN,12,NaN,76,56
13983,,NaN,,,,,NaN,,NaN,,NaN,,
13984,32,NaN,51,7,100,52,NaN,110,NaN,12,NaN,76,56
13985,,NaN,,,,,NaN,,NaN,,NaN,,
13986,32,NaN,52,7,100,52,NaN,109,NaN,12,NaN,75,55
13987,,NaN,,,,,NaN,,NaN,,NaN,,
13988,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,75,56
13989,,NaN,,,,,NaN,,NaN,,NaN,,
13990,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,75,55
13991,,NaN,,,,,NaN,,NaN,,NaN,,
13992,33,NaN,51,7,100,52,NaN,107,NaN,12,NaN,75,55
13993,,NaN,,,,,NaN,,NaN,,NaN,,
13994,32,NaN,51,7,100,52,NaN,109,NaN,12,NaN,75,56
13995,,NaN,,,,,NaN,,NaN,,NaN,,
13996,32,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,55
13997,,NaN,,,,,NaN,,NaN,,NaN,,
13998,32,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,56
13999,,NaN,,,,,NaN,,NaN,,NaN,,
14000,33,NaN,52,7,100,52,NaN,109,NaN,12,NaN,75,56
14001,,NaN,,,,,NaN,,NaN,,NaN,,
14002,33,NaN,52,7,100,52,NaN,108,NaN,12,NaN,75,56
14003,,NaN,,,,,NaN,,NaN,,NaN,,
14004,33,NaN,52,7,100,53,NaN,110,NaN,12,NaN,76,56
14005,,NaN,,,,,NaN,,NaN,,NaN,,
14006,32,NaN,52,7,100,53,NaN,109,NaN,12,NaN,76,56
14007,,NaN,,,,,NaN,,NaN,,NaN,,
14008,32,NaN,52,7,100,53,NaN,109,NaN,12,NaN,76,56
14009,,NaN,,,,,NaN,,NaN,,NaN,,
14010,32,NaN,52,7,100,53,NaN,110,NaN,12,NaN,76,56
14011,,NaN,,,,,NaN,,NaN,,NaN,,
14012,32,NaN,52,7,100,52,NaN,109,NaN,12,NaN,75,56
14013,,NaN,,,,,NaN,,NaN,,NaN,,
14014,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,76,56
14015,,NaN,,,,,NaN,,NaN,,NaN,,
14016,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,76,56
14017,,NaN,,,,,NaN,,NaN,,NaN,,
14018,33,NaN,51,7,100,52,NaN,110,NaN,12,NaN,76,58
14019,,NaN,,,,,NaN,,NaN,,NaN,,
14020,32,NaN,51,7,100,52,NaN,111,NaN,12,NaN,77,57
14021,,NaN,,,,,NaN,,NaN,,NaN,,
14022,32,NaN,52,7,100,52,NaN,111,NaN,12,NaN,77,58
14023,,NaN,,,,,NaN,,NaN,,NaN,,
14024,32,NaN,52,7,100,52,NaN,113,NaN,12,NaN,78,58
14025,,NaN,,,,,NaN,,NaN,,NaN,,
14026,33,NaN,53,7,100,53,NaN,112,NaN,12,NaN,78,57
14027,,NaN,,,,,NaN,,NaN,,NaN,,
14028,33,NaN,52,7,100,53,NaN,112,NaN,12,NaN,78,58
14029,,NaN,,,,,NaN,,NaN,,NaN,,
14030,33,NaN,52,7,100,53,NaN,112,NaN,12,NaN,78,57
14031,,NaN,,,,,NaN,,NaN,,NaN,,
14032,33,NaN,52,7,100,52,NaN,110,NaN,12,NaN,77,56
14033,,NaN,,,,,NaN,,NaN,,NaN,,
14034,33,NaN,51,7,100,52,NaN,111,NaN,12,NaN,77,56
14035,,NaN,,,,,NaN,,NaN,,NaN,,
14036,33,NaN,51,7,100,52,NaN,110,NaN,12,NaN,76,56
14037,,NaN,,,,,NaN,,NaN,,NaN,,
14038,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,76,57
14039,,NaN,,,,,NaN,,NaN,,NaN,,
14040,33,NaN,51,7,100,51,NaN,110,NaN,12,NaN,76,56
14041,,NaN,,,,,NaN,,NaN,,NaN,,
14042,33,NaN,51,7,100,51,NaN,109,NaN,12,NaN,76,56
14043,,NaN,,,,,NaN,,NaN,,NaN,,
14044,33,NaN,51,7,100,52,NaN,110,NaN,12,NaN,76,56
14045,,NaN,,,,,NaN,,NaN,,NaN,,
14046,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,76,56
14047,,NaN,,,,,NaN,,NaN,,NaN,,
14048,33,NaN,51,7,100,52,NaN,110,NaN,12,NaN,76,57
14049,,NaN,,,,,NaN,,NaN,,NaN,,
14050,33,NaN,52,7,100,52,NaN,111,NaN,12,NaN,77,57
14051,,NaN,,,,,NaN,,NaN,,NaN,,
14052,32,NaN,52,7,100,52,NaN,110,NaN,12,NaN,77,57
14053,,NaN,,,,,NaN,,NaN,,NaN,,
14054,32,NaN,53,7,100,53,NaN,112,NaN,12,NaN,77,58
14055,,NaN,,,,,NaN,,NaN,,NaN,,
14056,32,NaN,53,7,100,53,NaN,112,NaN,12,NaN,77,57
14057,,NaN,,,,,NaN,,NaN,,NaN,,
14058,32,NaN,53,7,100,54,NaN,112,NaN,12,NaN,78,58
14059,,NaN,,,,,NaN,,NaN,,NaN,,
14060,32,NaN,53,7,100,54,NaN,112,NaN,12,NaN,78,57
14061,,NaN,,,,,NaN,,NaN,,NaN,,
14062,32,NaN,53,7,100,53,NaN,111,NaN,12,NaN,77,57
14063,,NaN,,,,,NaN,,NaN,,NaN,,
14064,33,NaN,52,7,100,53,NaN,111,NaN,12,NaN,77,57
14065,,NaN,,,,,NaN,,NaN,,NaN,,
14066,33,NaN,52,7,100,53,NaN,111,NaN,12,NaN,77,57
14067,,NaN,,,,,NaN,,NaN,,NaN,,
14068,33,NaN,52,7,100,53,NaN,111,NaN,12,NaN,77,57
14069,,NaN,,,,,NaN,,NaN,,NaN,,
14070,33,NaN,52,7,100,52,NaN,112,NaN,12,NaN,77,57
14071,,NaN,,,,,NaN,,NaN,,NaN,,
14072,33,NaN,52,7,100,52,NaN,111,NaN,12,NaN,77,57
14073,,NaN,,,,,NaN,,NaN,,NaN,,
14074,33,NaN,52,7,100,52,NaN,112,NaN,12,NaN,78,57
14075,,NaN,,,,,NaN,,NaN,,NaN,,
14076,32,NaN,52,7,100,52,NaN,111,NaN,12,NaN,77,57
14077,,NaN,,,,,NaN,,NaN,,NaN,,
14078,32,NaN,52,7,100,52,NaN,111,NaN,12,NaN,77,58
14079,,NaN,,,,,NaN,,NaN,,NaN,,
14080,32,NaN,52,7,100,52,NaN,112,NaN,12,NaN,78,57
14081,,NaN,,,,,NaN,,NaN,,NaN,,
14082,33,NaN,52,7,100,52,NaN,111,NaN,12,NaN,77,57
14083,,NaN,,,,,NaN,,NaN,,NaN,,
14084,33,NaN,51,7,100,52,NaN,112,NaN,12,NaN,78,57
14085,,NaN,,,,,NaN,,NaN,,NaN,,
14086,33,NaN,51,7,100,52,NaN,111,NaN,12,NaN,77,57
14087,,NaN,,,,,NaN,,NaN,,NaN,,
14088,32,NaN,51,7,100,52,NaN,111,NaN,12,NaN,78,58
14089,,NaN,,,,,NaN,,NaN,,NaN,,
14090,32,NaN,52,7,100,52,NaN,113,NaN,12,NaN,78,58
14091,,NaN,,,,,NaN,,NaN,,NaN,,
14092,32,NaN,52,7,100,53,NaN,112,NaN,12,NaN,78,58
14093,,NaN,,,,,NaN,,NaN,,NaN,,
14094,32,NaN,53,7,100,53,NaN,114,NaN,12,NaN,79,59
14095,,NaN,,,,,NaN,,NaN,,NaN,,
14096,32,NaN,53,7,100,54,NaN,113,NaN,12,NaN,78,58
14097,,NaN,,,,,NaN,,NaN,,NaN,,
14098,32,NaN,53,7,100,54,NaN,113,NaN,12,NaN,78,58
14099,,NaN,,,,,NaN,,NaN,,NaN,,
14100,33,NaN,53,7,100,54,NaN,113,NaN,12,NaN,78,57
14101,,NaN,,,,,NaN,,NaN,,NaN,,
14102,33,NaN,52,7,100,53,NaN,111,NaN,12,NaN,77,57
14103,,NaN,,,,,NaN,,NaN,,NaN,,
14104,33,NaN,52,7,100,53,NaN,112,NaN,12,NaN,77,57
14105,,NaN,,,,,NaN,,NaN,,NaN,,
14106,33,NaN,52,7,100,53,NaN,110,NaN,12,NaN,77,56
14107,,NaN,,,,,NaN,,NaN,,NaN,,
14108,33,NaN,52,7,100,52,NaN,110,NaN,12,NaN,76,56
14109,,NaN,,,,,NaN,,NaN,,NaN,,
14110,33,NaN,52,7,100,52,NaN,110,NaN,12,NaN,76,55
14111,,NaN,,,,,NaN,,NaN,,NaN,,
14112,33,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,55
14113,,NaN,,,,,NaN,,NaN,,NaN,,
14114,32,NaN,51,7,100,52,NaN,109,NaN,12,NaN,75,56
14115,,NaN,,,,,NaN,,NaN,,NaN,,
14116,32,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,55
14117,,NaN,,,,,NaN,,NaN,,NaN,,
14118,32,NaN,50,7,100,51,NaN,108,NaN,12,NaN,75,56
14119,,NaN,,,,,NaN,,NaN,,NaN,,
14120,33,NaN,51,7,100,51,NaN,108,NaN,12,NaN,75,55
14121,,NaN,,,,,NaN,,NaN,,NaN,,
14122,33,NaN,50,7,100,51,NaN,108,NaN,12,NaN,75,55
14123,,NaN,,,,,NaN,,NaN,,NaN,,
14124,33,NaN,50,7,100,51,NaN,109,NaN,12,NaN,75,55
14125,,NaN,,,,,NaN,,NaN,,NaN,,
14126,33,NaN,50,7,100,51,NaN,108,NaN,12,NaN,75,55
14127,,NaN,,,,,NaN,,NaN,,NaN,,
14128,33,NaN,50,7,100,51,NaN,108,NaN,12,NaN,75,56
14129,,NaN,,,,,NaN,,NaN,,NaN,,
14130,33,NaN,50,7,100,51,NaN,110,NaN,12,NaN,76,57
14131,,NaN,,,,,NaN,,NaN,,NaN,,
14132,33,NaN,51,7,100,51,NaN,109,NaN,12,NaN,76,57
14133,,NaN,,,,,NaN,,NaN,,NaN,,
14134,33,NaN,51,7,100,51,NaN,110,NaN,12,NaN,76,57
14135,,NaN,,,,,NaN,,NaN,,NaN,,
14136,33,NaN,51,7,100,51,NaN,110,NaN,12,NaN,76,56
14137,,NaN,,,,,NaN,,NaN,,NaN,,
14138,33,NaN,51,7,100,51,NaN,109,NaN,12,NaN,76,57
14139,,NaN,,,,,NaN,,NaN,,NaN,,
14140,33,NaN,51,7,100,52,NaN,110,NaN,12,NaN,76,56
14141,,NaN,,,,,NaN,,NaN,,NaN,,
14142,33,NaN,51,7,100,52,NaN,109,NaN,12,NaN,76,56
14143,,NaN,,,,,NaN,,NaN,,NaN,,
14144,33,NaN,51,7,100,52,NaN,110,NaN,12,NaN,76,56
14145,,NaN,,,,,NaN,,NaN,,NaN,,
14146,33,NaN,51,7,100,51,NaN,109,NaN,12,NaN,75,56
14147,,NaN,,,,,NaN,,NaN,,NaN,,
14148,33,NaN,51,7,100,51,NaN,109,NaN,12,NaN,76,56
14149,,NaN,,,,,NaN,,NaN,,NaN,,
14150,32,NaN,51,7,100,51,NaN,109,NaN,12,NaN,76,56
14151,,NaN,,,,,NaN,,NaN,,NaN,,
14152,32,NaN,51,7,100,51,NaN,108,NaN,12,NaN,75,55
14153,,NaN,,,,,NaN,,NaN,,NaN,,
14154,32,NaN,52,7,100,52,NaN,110,NaN,12,NaN,76,56
14155,,NaN,,,,,NaN,,NaN,,NaN,,
14156,33,NaN,52,7,100,52,NaN,109,NaN,12,NaN,76,56
14157,,NaN,,,,,NaN,,NaN,,NaN,,
14158,33,NaN,52,7,100,52,NaN,109,NaN,12,NaN,76,57
14159,,NaN,,,,,NaN,,NaN,,NaN,,
14160,33,NaN,52,7,100,52,NaN,111,NaN,12,NaN,77,57
14161,,NaN,,,,,NaN,,NaN,,NaN,,
14162,33,NaN,51,7,100,52,NaN,110,NaN,12,NaN,76,56
14163,,NaN,,,,,NaN,,NaN,,NaN,,
14164,32,NaN,51,7,100,52,NaN,110,NaN,12,NaN,76,57
14165,,NaN,,,,,NaN,,NaN,,NaN,,
14166,32,NaN,51,7,100,52,NaN,109,NaN,12,NaN,76,56
14167,,NaN,,,,,NaN,,NaN,,NaN,,
14168,32,NaN,51,7,100,52,NaN,109,NaN,12,NaN,75,56
14169,,NaN,,,,,NaN,,NaN,,NaN,,
14170,32,NaN,51,7,100,52,NaN,109,NaN,12,NaN,75,56
14171,,NaN,,,,,NaN,,NaN,,NaN,,
14172,32,NaN,51,7,100,51,NaN,108,NaN,12,NaN,75,56
14173,,NaN,,,,,NaN,,NaN,,NaN,,
14174,32,NaN,51,7,100,51,NaN,110,NaN,12,NaN,76,56
14175,,NaN,,,,,NaN,,NaN,,NaN,,
14176,33,NaN,51,7,100,51,NaN,109,NaN,12,NaN,75,56
14177,,NaN,,,,,NaN,,NaN,,NaN,,
14178,33,NaN,52,7,100,52,NaN,109,NaN,12,NaN,75,56
14179,,NaN,,,,,NaN,,NaN,,NaN,,
14180,33,NaN,51,7,100,52,NaN,110,NaN,12,NaN,76,56
14181,,NaN,,,,,NaN,,NaN,,NaN,,
14182,33,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,56
14183,,NaN,,,,,NaN,,NaN,,NaN,,
14184,33,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,56
14185,,NaN,,,,,NaN,,NaN,,NaN,,
14186,33,NaN,51,7,100,52,NaN,108,NaN,12,NaN,75,55
14187,,NaN,,,,,NaN,,NaN,,NaN,,
14188,32,NaN,51,7,100,51,NaN,108,NaN,12,NaN,75,56
14189,,NaN,,,,,NaN,,NaN,,NaN,,
14190,32,NaN,51,7,100,51,NaN,109,NaN,12,NaN,75,55
