time,SNUADC/ART,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/ART_DBP,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/HR,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/RR_CO2
439,NaN,,NaN,,NaN,,,,NaN,,,,
440,NaN,91,NaN,97,NaN,0,-4,-4,NaN,92,-47,-4,
441,NaN,,NaN,,NaN,,,,NaN,,,,
442,NaN,92,NaN,98,NaN,0,-4,-4,NaN,92,-47,-4,
443,NaN,,NaN,,NaN,,,,NaN,,,,
444,NaN,93,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
445,NaN,,NaN,,NaN,,,,NaN,,,,
446,NaN,94,NaN,97,NaN,0,-4,-4,NaN,93,-47,-4,
447,NaN,,NaN,,NaN,,,,NaN,,,,
448,NaN,94,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
449,NaN,,NaN,,NaN,,,,NaN,,,,
450,NaN,94,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
451,NaN,,NaN,,NaN,,,,NaN,,,,
452,NaN,94,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
453,NaN,,NaN,,NaN,,,,NaN,,,,
454,NaN,93,NaN,98,NaN,0,-4,-4,NaN,93,-46,-4,
455,NaN,,NaN,,NaN,,,,NaN,,,,
456,NaN,93,NaN,98,NaN,0,-4,-4,NaN,93,-46,-4,
457,NaN,,NaN,,NaN,,,,NaN,,,,
458,NaN,93,NaN,99,NaN,0,-4,-4,NaN,93,-46,-4,
459,NaN,,NaN,,NaN,,,,NaN,,,,
460,NaN,92,NaN,98,NaN,0,-4,-4,NaN,93,-46,-4,
461,NaN,,NaN,,NaN,,,,NaN,,,,
462,NaN,92,NaN,98,NaN,0,-4,-4,NaN,92,-46,-4,
463,NaN,,NaN,,NaN,,,,NaN,,,,
464,NaN,91,NaN,98,NaN,0,-4,-4,NaN,91,-46,-4,
465,NaN,,NaN,,NaN,,,,NaN,,,,
466,NaN,91,NaN,98,NaN,0,-2,-2,NaN,90,-46,-2,
467,NaN,,NaN,,NaN,,,,NaN,,,,
468,NaN,91,NaN,98,NaN,0,-2,-2,NaN,90,-46,-2,
469,NaN,,NaN,,NaN,,,,NaN,,,,
470,NaN,91,NaN,98,NaN,0,-3,-3,NaN,91,-46,-3,
471,NaN,,NaN,,NaN,,,,NaN,,,,
472,NaN,91,NaN,98,NaN,0,-3,-3,NaN,90,-46,-3,
473,NaN,,NaN,,NaN,,,,NaN,,,,
474,NaN,91,NaN,98,NaN,0,-3,-3,NaN,90,-46,-3,
475,NaN,,NaN,,NaN,,,,NaN,,,,
476,NaN,91,NaN,99,NaN,0,-3,-3,NaN,90,-46,-3,
477,NaN,,NaN,,NaN,,,,NaN,,,,
478,NaN,91,NaN,98,NaN,0,-3,-3,NaN,91,-46,-3,
479,NaN,,NaN,,NaN,,,,NaN,,,,
480,NaN,92,NaN,98,NaN,0,-3,-3,NaN,91,-45,-3,
481,NaN,,NaN,,NaN,,,,NaN,,,,
482,NaN,92,NaN,99,NaN,0,-3,-3,NaN,91,-45,-3,
483,NaN,,NaN,,NaN,,,,NaN,,,,
484,NaN,92,NaN,99,NaN,0,-3,-3,NaN,92,-46,-3,
485,NaN,,NaN,,NaN,,,,NaN,,,,
486,NaN,93,NaN,99,NaN,0,-3,-3,NaN,92,-46,-3,
487,NaN,,NaN,,NaN,,,,NaN,,,,
488,NaN,93,NaN,99,NaN,0,-3,-3,NaN,92,-46,-3,
489,NaN,,NaN,,NaN,,,,NaN,,,,
490,NaN,93,NaN,99,NaN,0,-3,-3,NaN,92,-46,-3,
491,NaN,,NaN,,NaN,,,,NaN,,,,
492,NaN,92,NaN,99,NaN,0,-3,-3,NaN,92,-46,-3,
493,NaN,,NaN,,NaN,,,,NaN,,,,
494,NaN,92,NaN,99,NaN,0,-3,-3,NaN,91,-46,-3,
495,NaN,,NaN,,NaN,,,,NaN,,,,
496,NaN,91,NaN,99,NaN,0,-3,-3,NaN,91,-46,-3,
497,NaN,,NaN,,NaN,,,,NaN,,,,
498,NaN,91,NaN,99,NaN,0,-3,-3,NaN,91,-46,-3,
499,NaN,,NaN,,NaN,,,,NaN,,,,
500,NaN,92,NaN,99,NaN,0,-3,-3,NaN,91,-46,-3,
501,NaN,,NaN,,NaN,,,,NaN,,,,
502,NaN,92,NaN,99,NaN,0,-3,-3,NaN,92,-45,-3,
503,NaN,,NaN,,NaN,,,,NaN,,,,
504,NaN,93,NaN,99,NaN,0,-3,-3,NaN,92,-45,-3,
505,NaN,,NaN,,NaN,,,,NaN,,,,
506,NaN,93,NaN,98,NaN,0,-3,-3,NaN,92,-45,-3,
507,NaN,,NaN,,NaN,,,,NaN,,,,
508,NaN,93,NaN,98,NaN,0,-3,-3,NaN,93,-45,-3,
509,NaN,,NaN,,NaN,,,,NaN,,,,
510,NaN,93,NaN,98,NaN,0,-3,-3,NaN,92,-45,-3,
511,NaN,,NaN,,NaN,,,,NaN,,,,
512,NaN,93,NaN,99,NaN,0,-7,-3,NaN,93,-45,-2,
513,NaN,,NaN,,NaN,,,,NaN,,,,
514,NaN,93,NaN,99,NaN,0,-7,-3,NaN,92,-45,-2,
515,NaN,,NaN,,NaN,,,,NaN,,,,
516,NaN,93,NaN,99,NaN,0,-3,-3,NaN,93,-45,-3,
517,NaN,,NaN,,NaN,,,,NaN,,,,
518,NaN,93,NaN,99,NaN,0,-3,-3,NaN,92,-44,-3,
519,NaN,,NaN,,NaN,,,,NaN,,,,
520,NaN,92,NaN,98,NaN,0,-3,-3,NaN,92,-44,-3,
521,NaN,,NaN,,NaN,,,,NaN,,,,
522,NaN,92,NaN,99,NaN,0,-3,-3,NaN,92,-44,-3,
523,NaN,,NaN,,NaN,,,,NaN,,,,
524,NaN,92,NaN,99,NaN,0,-3,-3,NaN,92,-44,-3,
525,NaN,,NaN,,NaN,,,,NaN,,,,
526,NaN,93,NaN,99,NaN,0,-3,-3,NaN,93,-44,-3,
527,NaN,,NaN,,NaN,,,,NaN,,,,
528,NaN,93,NaN,98,NaN,0,-2,-2,NaN,93,-44,-2,
529,NaN,,NaN,,NaN,,,,NaN,,,,
530,NaN,93,NaN,98,NaN,0,-2,-2,NaN,93,-44,-2,
531,NaN,,NaN,,NaN,,,,NaN,,,,
532,NaN,93,NaN,98,NaN,0,-3,-3,NaN,93,-44,-3,
533,NaN,,NaN,,NaN,,,,NaN,,,,
534,NaN,93,NaN,98,NaN,0,-3,-3,NaN,93,-44,-3,
535,NaN,,NaN,,NaN,,,,NaN,,,,
536,NaN,93,NaN,98,NaN,0,-3,-3,NaN,93,-44,-3,
537,NaN,,NaN,,NaN,,,,NaN,,,,
538,NaN,93,NaN,99,NaN,0,-3,-3,NaN,92,-44,-3,
539,NaN,,NaN,,NaN,,,,NaN,,,,
540,NaN,94,NaN,98,NaN,0,-3,-3,NaN,93,-44,-3,
541,NaN,,NaN,,NaN,,,,NaN,,,,
542,NaN,94,NaN,99,NaN,0,-3,-3,NaN,93,-44,-3,
543,NaN,,NaN,,NaN,,,,NaN,,,,
544,NaN,94,NaN,98,NaN,0,-3,-3,NaN,94,-44,-3,
545,NaN,,NaN,,NaN,,,,NaN,,,,
546,NaN,94,NaN,99,NaN,0,-3,-3,NaN,93,-44,-3,
547,NaN,,NaN,,NaN,,,,NaN,,,,
548,NaN,94,NaN,98,NaN,0,-3,-3,NaN,93,-44,-3,
549,NaN,,NaN,,NaN,,,,NaN,,,,
550,NaN,93,NaN,98,NaN,0,-3,-3,NaN,93,-44,-3,
551,NaN,,NaN,,NaN,,,,NaN,,,,
552,NaN,93,NaN,98,NaN,0,-3,-3,NaN,92,-44,-3,
553,NaN,,NaN,,NaN,,,,NaN,,,,
554,NaN,93,NaN,98,NaN,0,-3,-3,NaN,92,-44,-3,
555,NaN,,NaN,,NaN,,,,NaN,,,,
556,NaN,93,NaN,98,NaN,0,-3,-3,NaN,92,-44,-3,
557,NaN,,NaN,,NaN,,,,NaN,,,,
558,NaN,93,NaN,98,NaN,0,-3,-3,NaN,93,-44,-3,
559,NaN,,NaN,,NaN,,,,NaN,,,,
560,NaN,93,NaN,98,NaN,0,-2,-2,NaN,93,-44,-2,
561,NaN,,NaN,,NaN,,,,NaN,,,,
562,NaN,93,NaN,98,NaN,0,-2,-2,NaN,93,-43,-2,
563,NaN,,NaN,,NaN,,,,NaN,,,,
564,NaN,93,NaN,98,NaN,0,-2,-2,NaN,93,-43,-2,
565,NaN,,NaN,,NaN,,,,NaN,,,,
566,NaN,93,NaN,98,NaN,0,-3,-3,NaN,93,-43,-3,
567,NaN,,NaN,,NaN,,,,NaN,,,,
568,NaN,93,NaN,98,NaN,0,-3,-3,NaN,93,-43,-3,
569,NaN,,NaN,,NaN,,,,NaN,,,,
570,NaN,94,NaN,98,NaN,0,-3,-3,NaN,93,-44,-3,
571,NaN,,NaN,,NaN,,,,NaN,,,,
572,NaN,93,NaN,98,NaN,0,-3,-3,NaN,93,-44,-3,
573,NaN,,NaN,,NaN,,,,NaN,,,,
574,NaN,94,NaN,98,NaN,0,-3,-3,NaN,93,-44,-3,
575,NaN,,NaN,,NaN,,,,NaN,,,,
576,NaN,93,NaN,98,NaN,0,-3,-3,NaN,93,-44,-3,
577,NaN,,NaN,,NaN,,,,NaN,,,,
578,NaN,93,NaN,98,NaN,0,-3,-3,NaN,93,-44,-3,
579,NaN,,NaN,,NaN,,,,NaN,,,,
580,NaN,93,NaN,99,NaN,0,-3,-3,NaN,93,-44,-3,
581,NaN,,NaN,,NaN,,,,NaN,,,,
582,NaN,94,NaN,99,NaN,0,-3,-3,NaN,93,-44,-3,
583,NaN,,NaN,,NaN,,,,NaN,,,,
584,NaN,94,NaN,99,NaN,0,-3,-3,NaN,94,-44,-3,
585,NaN,,NaN,,NaN,,,,NaN,,,,
586,NaN,94,NaN,98,NaN,0,-1,-1,NaN,94,-44,-1,
587,NaN,,NaN,,NaN,,,,NaN,,,,
588,NaN,94,NaN,99,NaN,0,-2,-2,NaN,94,-43,-2,
589,NaN,,NaN,,NaN,,,,NaN,,,,
590,NaN,94,NaN,98,NaN,0,-2,-2,NaN,93,-43,-2,
591,NaN,,NaN,,NaN,,,,NaN,,,,
592,NaN,93,NaN,98,NaN,0,-2,-2,NaN,93,-43,-2,
593,NaN,,NaN,,NaN,,,,NaN,,,,
594,NaN,94,NaN,99,NaN,0,-2,-2,NaN,93,-43,-2,
595,NaN,,NaN,,NaN,,,,NaN,,,,
596,NaN,93,NaN,98,NaN,0,-2,-2,NaN,93,-43,-2,
597,NaN,,NaN,,NaN,,,,NaN,,,,
598,NaN,94,NaN,98,NaN,0,-2,-2,NaN,93,-43,-2,
599,NaN,,NaN,,NaN,,,,NaN,,,,
600,NaN,94,NaN,98,NaN,0,-2,-2,NaN,93,-43,-2,
601,NaN,,NaN,,NaN,,,,NaN,,,,
602,NaN,94,NaN,98,NaN,0,-2,-2,NaN,93,-43,-2,
603,NaN,,NaN,,NaN,,,,NaN,,,,
604,NaN,94,NaN,98,NaN,0,-2,-2,NaN,93,-43,-2,
605,NaN,,NaN,,NaN,,,,NaN,,,,
606,NaN,95,NaN,98,NaN,0,-2,-2,NaN,94,-43,-2,
607,NaN,,NaN,,NaN,,,,NaN,,,,
608,NaN,95,NaN,98,NaN,0,-3,-3,NaN,94,-42,-3,
609,NaN,,NaN,,NaN,,,,NaN,,,,
610,NaN,95,NaN,99,NaN,0,-3,-3,NaN,94,-42,-3,
611,NaN,,NaN,,NaN,,,,NaN,,,,
612,NaN,94,NaN,98,NaN,0,-2,-2,NaN,94,-42,-2,
613,NaN,,NaN,,NaN,,,,NaN,,,,
614,NaN,94,NaN,98,NaN,0,-2,-2,NaN,93,-42,-2,
615,NaN,,NaN,,NaN,,,,NaN,,,,
616,NaN,94,NaN,99,NaN,0,-2,-2,NaN,93,-42,-2,
617,NaN,,NaN,,NaN,,,,NaN,,,,
618,NaN,94,NaN,99,NaN,0,-2,-2,NaN,94,-43,-2,
619,NaN,,NaN,,NaN,,,,NaN,,,,
620,NaN,95,NaN,99,NaN,0,-2,-2,NaN,94,-43,-2,
621,NaN,,NaN,,NaN,,,,NaN,,,,
622,NaN,95,NaN,99,NaN,0,-2,-2,NaN,94,-43,-2,
623,NaN,,NaN,,NaN,,,,NaN,,,,
624,NaN,95,NaN,99,NaN,0,-2,-2,NaN,94,-43,-2,
625,NaN,,NaN,,NaN,,,,NaN,,,,
626,NaN,96,NaN,99,NaN,0,-2,-2,NaN,95,-43,-2,
627,NaN,,NaN,,NaN,,,,NaN,,,,
628,NaN,96,NaN,99,NaN,0,-1,-1,NaN,96,-43,-1,
629,NaN,,NaN,,NaN,,,,NaN,,,,
630,NaN,96,NaN,98,NaN,0,-1,-1,NaN,96,-43,-1,
631,NaN,,NaN,,NaN,,,,NaN,,,,
632,NaN,95,NaN,99,NaN,,-3,-3,NaN,94,-43,-3,
633,NaN,,NaN,,NaN,,,,NaN,,,,
634,NaN,95,NaN,99,NaN,,-3,-3,NaN,94,-43,-3,
635,NaN,,NaN,,NaN,,,,NaN,,,,
636,NaN,95,NaN,99,NaN,,-2,-2,NaN,95,-43,-2,
637,NaN,,NaN,,NaN,,,,NaN,,,,
638,NaN,95,NaN,98,NaN,,-2,-2,NaN,95,-43,-2,
639,NaN,,NaN,,NaN,,,,NaN,,,,
640,NaN,94,NaN,98,NaN,,-3,-3,NaN,94,-43,-3,
641,NaN,,NaN,,NaN,,,,NaN,,,,
642,NaN,93,NaN,99,NaN,,-3,-3,NaN,93,-43,-3,
643,NaN,,NaN,,NaN,,,,NaN,,,,
644,NaN,93,NaN,99,NaN,,-3,-3,NaN,92,-43,-3,
645,NaN,,NaN,,NaN,,,,NaN,,,,
646,NaN,93,NaN,99,NaN,,-3,-3,NaN,92,-42,-3,
647,NaN,,NaN,,NaN,,,,NaN,,,,
648,NaN,94,NaN,99,NaN,,-2,-2,NaN,93,-42,-2,
649,NaN,,NaN,,NaN,,,,NaN,,,,
650,NaN,94,NaN,99,NaN,,-2,-2,NaN,93,-42,-2,
651,NaN,,NaN,,NaN,,,,NaN,,,,
652,NaN,94,NaN,99,NaN,,-2,-2,NaN,93,-42,-2,
653,NaN,,NaN,,NaN,,,,NaN,,,,
654,NaN,94,NaN,99,NaN,,-3,-3,NaN,93,-42,-3,
655,NaN,,NaN,,NaN,,,,NaN,,,,
656,NaN,93,NaN,99,NaN,,-3,-3,NaN,93,-42,-3,
657,NaN,,NaN,,NaN,,,,NaN,,,,
658,NaN,93,NaN,99,NaN,,-3,-3,NaN,92,-42,-3,
659,NaN,,NaN,,NaN,,,,NaN,,,,
660,NaN,93,NaN,99,NaN,,-3,-3,NaN,93,-42,-3,
661,NaN,,NaN,,NaN,,,,NaN,,,,
662,NaN,93,NaN,99,NaN,,-3,-3,NaN,92,-42,-3,
663,NaN,,NaN,,NaN,,,,NaN,,,,
664,NaN,93,NaN,99,NaN,,-3,-3,NaN,92,-42,-3,
665,NaN,,NaN,,NaN,,,,NaN,,,,
666,NaN,93,NaN,99,NaN,,-3,-3,NaN,92,-42,-3,
667,NaN,,NaN,,NaN,,,,NaN,,,,
668,NaN,93,NaN,99,NaN,,-3,-3,NaN,92,-42,-3,
669,NaN,,NaN,,NaN,,,,NaN,,,,
670,NaN,93,NaN,99,NaN,,-62,1,NaN,92,-42,73,
671,NaN,,NaN,,NaN,,,,NaN,,,,
672,NaN,93,NaN,99,NaN,,-62,1,NaN,92,-43,73,
673,NaN,,NaN,,NaN,,,,NaN,,,,
674,NaN,93,NaN,99,NaN,,-62,1,NaN,92,-43,73,
675,NaN,,NaN,,NaN,,,,NaN,,,,
676,NaN,93,NaN,99,NaN,,-62,1,NaN,92,-42,73,
677,NaN,,NaN,,NaN,,,,NaN,,,,
678,NaN,93,NaN,98,NaN,,-2,-2,NaN,93,-42,-2,
679,NaN,,NaN,,NaN,,,,NaN,,,,
680,NaN,94,NaN,99,NaN,,-2,-2,NaN,93,-42,-2,
681,NaN,,NaN,,NaN,,,,NaN,,,,
682,NaN,94,NaN,98,NaN,,-12,-3,NaN,93,-42,14,
683,NaN,,NaN,,NaN,,,,NaN,,,,
684,NaN,94,NaN,99,NaN,,-12,-3,NaN,93,-42,14,
685,NaN,,NaN,,NaN,,,,NaN,,,,
686,NaN,94,NaN,99,NaN,,-19,-3,NaN,93,-42,15,
687,NaN,,NaN,,NaN,,,,NaN,,,,
688,NaN,93,NaN,99,NaN,,-33,-7,NaN,93,-42,20,
689,NaN,,NaN,,NaN,,,,NaN,,,,
690,NaN,93,NaN,99,NaN,,-33,-7,NaN,92,-42,20,
691,NaN,,NaN,,NaN,,,,NaN,,,,
692,NaN,93,NaN,99,NaN,,,-7,NaN,92,-42,,
693,NaN,,NaN,,NaN,,,,NaN,,,,
694,NaN,93,NaN,99,NaN,,,-6,NaN,92,-43,,
695,NaN,,NaN,,NaN,,,,NaN,,,,
696,NaN,93,NaN,98,NaN,,,-7,NaN,92,-43,,
697,NaN,,NaN,,NaN,,,,NaN,,,,
698,NaN,93,NaN,98,NaN,,-24,-7,NaN,92,-43,15,
699,NaN,,NaN,,NaN,,,,NaN,,,,
700,NaN,93,NaN,99,NaN,,,-23,NaN,92,-43,,
701,NaN,,NaN,,NaN,,,,NaN,,,,
702,NaN,92,NaN,99,NaN,,,-36,NaN,92,-43,,
703,NaN,,NaN,,NaN,,,,NaN,,,,
704,NaN,92,NaN,99,NaN,,,-37,NaN,91,-43,,
705,NaN,,NaN,,NaN,,,,NaN,,,,
706,NaN,91,NaN,99,NaN,,,-37,NaN,91,-43,,
707,NaN,,NaN,,NaN,,,,NaN,,,,
708,NaN,91,NaN,99,NaN,,,-37,NaN,91,-43,,
709,NaN,,NaN,,NaN,,,,NaN,,,,
710,NaN,92,NaN,98,NaN,,-38,-38,NaN,91,-43,-38,
711,NaN,,NaN,,NaN,,,,NaN,,,,
712,NaN,92,NaN,98,NaN,,-38,-38,NaN,91,-43,-38,
713,NaN,,NaN,,NaN,,,,NaN,,,,
714,NaN,93,NaN,98,NaN,,-38,-38,NaN,92,-43,-38,
715,NaN,,NaN,,NaN,,,,NaN,,,,
716,NaN,94,NaN,98,NaN,,-39,-39,NaN,93,-43,-39,
717,NaN,,NaN,,NaN,,,,NaN,,,,
718,NaN,94,NaN,98,NaN,,-39,-39,NaN,94,-43,-39,
719,NaN,,NaN,,NaN,,,,NaN,,,,
720,NaN,95,NaN,98,NaN,,-39,-39,NaN,94,-43,-39,
721,NaN,,NaN,,NaN,,,,NaN,,,,
722,NaN,94,NaN,98,NaN,,-42,-39,NaN,93,-43,-37,
723,NaN,,NaN,,NaN,,,,NaN,,,,
724,NaN,93,NaN,98,NaN,,-42,-39,NaN,92,-43,-37,
725,NaN,,NaN,,NaN,,,,NaN,,,,
726,NaN,92,NaN,98,NaN,,-42,-40,NaN,91,-43,-38,
727,NaN,,NaN,,NaN,,,,NaN,,,,
728,NaN,92,NaN,98,NaN,,-41,-41,NaN,91,-43,-41,
729,NaN,,NaN,,NaN,,,,NaN,,,,
730,NaN,93,NaN,98,NaN,,-41,-41,NaN,92,-43,-41,
731,NaN,,NaN,,NaN,,,,NaN,,,,
732,NaN,93,NaN,98,NaN,,-41,-41,NaN,93,-43,-41,
733,NaN,,NaN,,NaN,,,,NaN,,,,
734,NaN,94,NaN,99,NaN,,-41,-41,NaN,93,-43,-41,
735,NaN,,NaN,,NaN,,,,NaN,,,,
736,NaN,93,NaN,99,NaN,,-42,-42,NaN,92,-42,-42,
737,NaN,,NaN,,NaN,,,,NaN,,,,
738,NaN,93,NaN,99,NaN,,-42,-42,NaN,92,-42,-42,
739,NaN,,NaN,,NaN,,,,NaN,,,,
740,NaN,92,NaN,99,NaN,,-42,-42,NaN,91,-42,-42,
741,NaN,,NaN,,NaN,,,,NaN,,,,
742,NaN,92,NaN,99,NaN,,-42,-42,NaN,91,-42,-42,
743,NaN,,NaN,,NaN,,,,NaN,,,,
744,NaN,92,NaN,99,NaN,,-42,-42,NaN,92,-42,-42,
745,NaN,,NaN,,NaN,,,,NaN,,,,
746,NaN,92,NaN,99,NaN,,-42,-42,NaN,92,-42,-42,
747,NaN,,NaN,,NaN,,,,NaN,,,,
748,NaN,92,NaN,99,NaN,,-41,-41,NaN,92,-42,-41,
749,NaN,,NaN,,NaN,,,,NaN,,,,
750,NaN,92,NaN,99,NaN,,-41,-41,NaN,91,-43,-41,
751,NaN,,NaN,,NaN,,,,NaN,,,,
752,NaN,92,NaN,99,NaN,,-41,-41,NaN,92,-43,-41,
753,NaN,,NaN,,NaN,,,,NaN,,,,
754,NaN,92,NaN,98,NaN,,-41,-41,NaN,92,-43,-41,
755,NaN,,NaN,,NaN,,,,NaN,,,,
756,NaN,93,NaN,99,NaN,,-41,-41,NaN,92,-43,-41,
757,NaN,,NaN,,NaN,,,,NaN,,,,
758,NaN,93,NaN,99,NaN,,-73,-43,NaN,93,-43,-12,
759,NaN,,NaN,,NaN,,,,NaN,,,,
760,NaN,93,NaN,98,NaN,,-73,-43,NaN,93,-43,-12,
761,NaN,,NaN,,NaN,,,,NaN,,,,
762,NaN,93,NaN,98,NaN,,-73,-43,NaN,93,-43,-12,
763,NaN,,NaN,,NaN,,,,NaN,,,,
764,NaN,94,NaN,98,NaN,,-44,-42,NaN,93,-43,-40,
765,NaN,,NaN,,NaN,,,,NaN,,,,
766,NaN,95,NaN,99,NaN,,-51,-42,NaN,94,-43,-34,
767,NaN,,NaN,,NaN,,,,NaN,,,,
768,NaN,95,NaN,99,NaN,,-51,-42,NaN,95,-43,-34,
769,NaN,,NaN,,NaN,,,,NaN,,,,
770,NaN,95,NaN,99,NaN,,,-42,NaN,94,-43,,
771,NaN,,NaN,,NaN,,,,NaN,,,,
772,NaN,94,NaN,98,NaN,,,-42,NaN,93,-43,,
773,NaN,,NaN,,NaN,,,,NaN,,,,
774,NaN,93,NaN,98,NaN,,,-42,NaN,93,-43,,
775,NaN,,NaN,,NaN,,,,NaN,,,,
776,NaN,93,NaN,98,NaN,,,-42,NaN,92,-43,,
777,NaN,,NaN,,NaN,,,,NaN,,,,
778,NaN,93,NaN,98,NaN,,,-43,NaN,92,-43,,
779,NaN,,NaN,,NaN,,,,NaN,,,,
780,NaN,93,NaN,99,NaN,,,-43,NaN,92,-42,,
781,NaN,,NaN,,NaN,,,,NaN,,,,
782,NaN,93,NaN,99,NaN,,,-43,NaN,93,-42,,
783,NaN,,NaN,,NaN,,,,NaN,,,,
784,NaN,94,NaN,99,NaN,,-42,-42,NaN,93,-42,-42,
785,NaN,,NaN,,NaN,,,,NaN,,,,
786,NaN,94,NaN,99,NaN,,-42,-42,NaN,93,-42,-42,
787,NaN,,NaN,,NaN,,,,NaN,,,,
788,NaN,94,NaN,99,NaN,,-43,-43,NaN,93,-42,-43,
789,NaN,,NaN,,NaN,,,,NaN,,,,
790,NaN,93,NaN,99,NaN,,-43,-43,NaN,93,-42,-43,
791,NaN,,NaN,,NaN,,,,NaN,,,,
792,NaN,92,NaN,99,NaN,,-47,-43,NaN,92,-43,-39,
793,NaN,,NaN,,NaN,,,,NaN,,,,
794,NaN,92,NaN,99,NaN,0,-45,-43,NaN,91,-43,-41,
795,NaN,,NaN,,NaN,,,,NaN,,,,
796,NaN,92,NaN,99,NaN,0,-45,-43,NaN,92,-43,-41,
797,NaN,,NaN,,NaN,,,,NaN,,,,
798,NaN,93,NaN,99,NaN,0,-45,-43,NaN,92,-43,-41,
799,NaN,,NaN,,NaN,,,,NaN,,,,
800,NaN,93,NaN,99,NaN,0,-43,-43,NaN,93,-43,-43,
801,NaN,,NaN,,NaN,,,,NaN,,,,
802,NaN,93,NaN,98,NaN,0,-46,-43,NaN,92,-43,-39,
803,NaN,,NaN,,NaN,,,,NaN,,,,
804,NaN,93,NaN,98,NaN,0,-45,-43,NaN,92,-43,-40,
805,NaN,,NaN,,NaN,,,,NaN,,,,
806,NaN,93,NaN,99,NaN,0,-44,-43,NaN,92,-43,-40,
807,NaN,,NaN,,NaN,,,,NaN,,,,
808,NaN,93,NaN,98,NaN,0,-44,-43,NaN,92,-43,-40,
809,NaN,,NaN,,NaN,,,,NaN,,,,
810,NaN,93,NaN,99,NaN,0,-43,-43,NaN,93,-43,-43,
811,NaN,,NaN,,NaN,,,,NaN,,,,
812,NaN,93,NaN,99,NaN,0,-43,-43,NaN,93,-43,-43,
813,NaN,,NaN,,NaN,,,,NaN,,,,
814,NaN,93,NaN,99,NaN,0,-44,-43,NaN,93,-43,-42,
815,NaN,,NaN,,NaN,,,,NaN,,,,
816,NaN,93,NaN,99,NaN,0,-44,-43,NaN,93,-43,-42,
817,NaN,,NaN,,NaN,,,,NaN,,,,
818,NaN,93,NaN,99,NaN,0,-47,-43,NaN,93,-43,-39,
819,NaN,,NaN,,NaN,,,,NaN,,,,
820,NaN,93,NaN,99,NaN,0,-46,-43,NaN,93,-43,-41,
821,NaN,,NaN,,NaN,,,,NaN,,,,
822,NaN,93,NaN,99,NaN,0,-81,-44,NaN,93,-42,-10,
823,NaN,,NaN,,NaN,,,,NaN,,,,
824,NaN,93,NaN,99,NaN,0,-80,-43,NaN,93,-42,-17,
825,NaN,,NaN,,NaN,,,,NaN,,,,
826,NaN,94,NaN,99,NaN,0,,-42,NaN,93,-42,,
827,NaN,,NaN,,NaN,,,,NaN,,,,
828,NaN,94,NaN,98,NaN,0,,-43,NaN,93,-42,,
829,NaN,,NaN,,NaN,,,,NaN,,,,
830,NaN,94,NaN,99,NaN,0,,-44,NaN,94,-43,,
831,NaN,,NaN,,NaN,,,,NaN,,,,
832,NaN,94,NaN,99,NaN,0,,-44,NaN,94,-43,,
833,NaN,,NaN,,NaN,,,,NaN,,,,
834,NaN,94,NaN,99,NaN,0,,-44,NaN,94,-43,,
835,NaN,,NaN,,NaN,,,,NaN,,,,
836,NaN,94,NaN,99,NaN,0,,-44,NaN,94,-43,,
837,NaN,,NaN,,NaN,,,,NaN,,,,
838,NaN,93,NaN,99,NaN,0,,-44,NaN,93,-43,,
839,NaN,,NaN,,NaN,,,,NaN,,,,
840,NaN,93,NaN,99,NaN,0,-48,-44,NaN,92,-43,-39,
841,NaN,,NaN,,NaN,,,,NaN,,,,
842,NaN,92,NaN,99,NaN,0,,-46,NaN,91,-43,12,
843,NaN,,NaN,,NaN,,,,NaN,,,,
844,NaN,91,NaN,99,NaN,0,-79,-46,NaN,90,-43,-3,
845,NaN,,NaN,,NaN,,,,NaN,,,,
846,NaN,91,NaN,99,NaN,0,-45,-45,NaN,90,-43,-45,
847,NaN,,NaN,,NaN,,,,NaN,,,,
848,NaN,91,NaN,99,NaN,0,-47,-45,NaN,91,-43,-41,
849,NaN,,NaN,,NaN,,,,NaN,,,,
850,NaN,91,NaN,99,NaN,0,-47,-45,NaN,90,-43,-43,
851,NaN,,NaN,,NaN,,,,NaN,,,,
852,NaN,91,NaN,99,NaN,0,-47,-45,NaN,90,-43,-42,
853,NaN,,NaN,,NaN,,,,NaN,,,,
854,NaN,92,NaN,99,NaN,0,-49,-45,NaN,90,-43,-42,
855,NaN,,NaN,,NaN,,,,NaN,,,,
856,NaN,93,NaN,99,NaN,0,-47,-45,NaN,91,-43,-43,
857,NaN,,NaN,,NaN,,,,NaN,,,,
858,NaN,94,NaN,99,NaN,0,-47,-45,NaN,93,-43,-43,
859,NaN,,NaN,,NaN,,,,NaN,,,,
860,NaN,94,NaN,100,NaN,0,,-45,NaN,94,-43,,
861,NaN,,NaN,,NaN,,,,NaN,,,,
862,NaN,94,NaN,100,NaN,0,,-45,NaN,93,-43,,
863,NaN,,NaN,,NaN,,,,NaN,,,,
