time,SNUADC/ART,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/ART_DBP,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/HR,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/RR_CO2
9748,NaN,,NaN,,NaN,,,,NaN,,,,
9749,NaN,68,NaN,100,NaN,33,62,83,NaN,79,14,122,10
9750,NaN,,NaN,,NaN,,,,NaN,,,,
9751,NaN,68,NaN,100,NaN,33,61,82,NaN,69,14,120,10
9752,NaN,,NaN,,NaN,,,,NaN,,,,
9753,NaN,68,NaN,100,NaN,33,62,82,NaN,69,14,120,10
9754,NaN,,NaN,,NaN,,,,NaN,,,,
9755,NaN,,NaN,,NaN,33,61,82,NaN,69,14,120,10
9756,NaN,,NaN,,NaN,,,,NaN,,,,
9757,NaN,,NaN,,NaN,33,60,81,NaN,69,14,119,10
9758,NaN,,NaN,,NaN,,,,NaN,,,,
9759,NaN,,NaN,,NaN,33,61,81,NaN,69,14,120,10
9760,NaN,,NaN,,NaN,,,,NaN,,,,
9761,NaN,,NaN,,NaN,33,61,81,NaN,69,14,121,10
9762,NaN,,NaN,,NaN,,,,NaN,,,,
9763,NaN,,NaN,,NaN,33,60,80,NaN,69,14,118,10
9764,NaN,,NaN,,NaN,,,,NaN,,,,
9765,NaN,,NaN,,NaN,33,61,80,NaN,69,14,118,10
9766,NaN,,NaN,,NaN,,,,NaN,,,,
9767,NaN,,NaN,,NaN,33,61,81,NaN,69,14,120,10
9768,NaN,,NaN,,NaN,,,,NaN,,,,
9769,NaN,,NaN,,NaN,33,60,80,NaN,68,14,117,10
9770,NaN,,NaN,,NaN,,,,NaN,,,,
9771,NaN,,NaN,,NaN,33,60,80,NaN,68,14,118,10
9772,NaN,,NaN,,NaN,,,,NaN,,,,
9773,NaN,,NaN,,NaN,34,61,80,NaN,68,14,120,10
9774,NaN,,NaN,,NaN,,,,NaN,,,,
9775,NaN,,NaN,,NaN,34,60,80,NaN,68,14,118,10
9776,NaN,,NaN,,NaN,,,,NaN,,,,
9777,NaN,,NaN,,NaN,34,60,80,NaN,68,14,118,10
9778,NaN,,NaN,,NaN,,,,NaN,,,,
9779,NaN,,NaN,,NaN,34,61,80,NaN,68,14,119,10
9780,NaN,,NaN,,NaN,,,,NaN,,,,
9781,NaN,,NaN,,NaN,33,60,79,NaN,68,14,117,10
9782,NaN,,NaN,,NaN,,,,NaN,,,,
9783,NaN,,NaN,,NaN,33,61,80,NaN,68,14,118,10
9784,NaN,,NaN,,NaN,,,,NaN,,,,
9785,NaN,,NaN,,NaN,33,61,80,NaN,69,14,119,10
9786,NaN,,NaN,,NaN,,,,NaN,,,,
9787,NaN,,NaN,,NaN,33,60,79,NaN,69,14,117,10
9788,NaN,,NaN,,NaN,,,,NaN,,,,
9789,NaN,,NaN,,NaN,33,61,80,NaN,69,14,119,10
9790,NaN,,NaN,,NaN,,,,NaN,,,,
9791,NaN,,NaN,,NaN,33,61,80,NaN,69,14,119,10
9792,NaN,,NaN,,NaN,,,,NaN,,,,
9793,NaN,,NaN,,NaN,33,60,80,NaN,69,13,118,10
9794,NaN,,NaN,,NaN,,,,NaN,,,,
9795,NaN,,NaN,,NaN,33,61,80,NaN,69,13,119,10
9796,NaN,,NaN,,NaN,,,,NaN,,,,
9797,NaN,,NaN,,NaN,33,61,80,NaN,69,13,119,10
9798,NaN,,NaN,,NaN,,,,NaN,,,,
9799,NaN,,NaN,,NaN,33,60,80,NaN,69,13,117,10
9800,NaN,,NaN,,NaN,,,,NaN,,,,
9801,NaN,,NaN,,NaN,33,60,80,NaN,69,13,117,10
9802,NaN,,NaN,,NaN,,,,NaN,,,,
9803,NaN,,NaN,,NaN,33,61,80,NaN,69,14,119,10
9804,NaN,,NaN,,NaN,,,,NaN,,,,
9805,NaN,,NaN,,NaN,33,60,80,NaN,69,14,117,10
9806,NaN,,NaN,,NaN,,,,NaN,,,,
9807,NaN,,NaN,,NaN,33,61,80,NaN,70,14,118,10
9808,NaN,,NaN,,NaN,,,,NaN,,,,
9809,NaN,,NaN,,NaN,33,60,80,NaN,70,14,119,10
9810,NaN,,NaN,,NaN,,,,NaN,,,,
9811,NaN,,NaN,,NaN,33,60,79,NaN,70,13,117,10
9812,NaN,,NaN,,NaN,,,,NaN,,,,
9813,NaN,,NaN,,NaN,33,61,80,NaN,70,13,118,10
9814,NaN,,NaN,,NaN,,,,NaN,,,,
9815,NaN,,NaN,,NaN,33,60,80,NaN,70,14,118,10
9816,NaN,,NaN,,NaN,,,,NaN,,,,
9817,NaN,,NaN,,NaN,33,59,79,NaN,70,14,117,10
9818,NaN,,NaN,,NaN,,,,NaN,,,,
9819,NaN,,NaN,,NaN,33,60,79,NaN,69,14,117,10
9820,NaN,,NaN,,NaN,,,,NaN,,,,
9821,NaN,,NaN,,NaN,33,59,79,NaN,69,14,117,10
9822,NaN,,NaN,,NaN,,,,NaN,,,,
9823,NaN,,NaN,,NaN,33,59,78,NaN,69,13,115,10
9824,NaN,,NaN,,NaN,,,,NaN,,,,
9825,NaN,,NaN,,NaN,33,59,77,NaN,69,13,114,10
9826,NaN,,NaN,,NaN,,,,NaN,,,,
9827,NaN,,NaN,,NaN,33,59,78,NaN,69,14,115,10
9828,NaN,,NaN,,NaN,,,,NaN,,,,
9829,NaN,,NaN,,NaN,34,58,77,NaN,68,14,114,10
9830,NaN,,NaN,,NaN,,,,NaN,,,,
9831,NaN,,NaN,,NaN,34,59,77,NaN,68,14,114,10
9832,NaN,,NaN,,NaN,,,,NaN,,,,
9833,NaN,,NaN,,NaN,34,59,78,NaN,68,14,115,10
9834,NaN,,NaN,,NaN,,,,NaN,,,,
9835,NaN,,NaN,,NaN,34,58,77,NaN,68,14,114,10
9836,NaN,,NaN,,NaN,,,,NaN,,,,
9837,NaN,,NaN,,NaN,34,59,77,NaN,68,14,115,10
9838,NaN,,NaN,,NaN,,,,NaN,,,,
9839,NaN,,NaN,,NaN,34,59,78,NaN,68,14,117,10
9840,NaN,,NaN,,NaN,,,,NaN,,,,
9841,NaN,,NaN,,NaN,34,58,77,NaN,68,13,114,10
9842,NaN,,NaN,,NaN,,,,NaN,,,,
9843,NaN,,NaN,,NaN,34,59,77,NaN,68,13,115,10
9844,NaN,,NaN,,NaN,,,,NaN,,,,
9845,NaN,,NaN,,NaN,34,59,78,NaN,68,14,117,10
9846,NaN,,NaN,,NaN,,,,NaN,,,,
9847,NaN,,NaN,,NaN,34,58,77,NaN,68,14,114,10
9848,NaN,,NaN,,NaN,,,,NaN,,,,
9849,NaN,,NaN,,NaN,34,58,77,NaN,68,14,115,10
9850,NaN,,NaN,,NaN,,,,NaN,,,,
9851,NaN,,NaN,,NaN,34,58,77,NaN,68,14,116,10
9852,NaN,,NaN,,NaN,,,,NaN,,,,
9853,NaN,,NaN,,NaN,34,58,77,NaN,68,13,114,10
9854,NaN,,NaN,,NaN,,,,NaN,,,,
9855,NaN,,NaN,,NaN,34,58,77,NaN,68,13,114,10
9856,NaN,,NaN,,NaN,,,,NaN,,,,
9857,NaN,,NaN,,NaN,34,58,77,NaN,68,14,115,10
9858,NaN,,NaN,,NaN,,,,NaN,,,,
9859,NaN,,NaN,,NaN,34,58,77,NaN,68,14,114,10
9860,NaN,,NaN,,NaN,,,,NaN,,,,
9861,NaN,,NaN,,NaN,34,58,77,NaN,68,14,114,10
9862,NaN,,NaN,,NaN,,,,NaN,,,,
9863,NaN,,NaN,,NaN,34,57,77,NaN,68,14,114,10
9864,NaN,,NaN,,NaN,,,,NaN,,,,
9865,NaN,,NaN,,NaN,33,57,76,NaN,68,14,112,10
9866,NaN,,NaN,,NaN,,,,NaN,,,,
9867,NaN,,NaN,,NaN,33,57,76,NaN,68,13,112,10
9868,NaN,,NaN,,NaN,,,,NaN,,,,
9869,NaN,,NaN,,NaN,33,57,76,NaN,68,13,113,10
9870,NaN,,NaN,,NaN,,,,NaN,,,,
9871,NaN,,NaN,,NaN,33,57,75,NaN,68,13,112,10
9872,NaN,,NaN,,NaN,,,,NaN,,,,
9873,NaN,,NaN,,NaN,34,57,75,NaN,68,13,112,10
9874,NaN,,NaN,,NaN,,,,NaN,,,,
9875,NaN,,NaN,,NaN,34,57,76,NaN,68,14,113,10
9876,NaN,,NaN,,NaN,,,,NaN,,,,
9877,NaN,,NaN,,NaN,34,57,75,NaN,68,14,112,10
9878,NaN,,NaN,,NaN,,,,NaN,,,,
9879,NaN,,NaN,,NaN,34,57,75,NaN,68,13,112,10
9880,NaN,,NaN,,NaN,,,,NaN,,,,
9881,NaN,,NaN,,NaN,34,58,76,NaN,68,13,114,10
9882,NaN,,NaN,,NaN,,,,NaN,,,,
9883,NaN,,NaN,,NaN,34,57,75,NaN,69,13,111,10
9884,NaN,,NaN,,NaN,,,,NaN,,,,
9885,NaN,,NaN,,NaN,34,57,75,NaN,69,13,112,10
9886,NaN,,NaN,,NaN,,,,NaN,,,,
9887,NaN,,NaN,,NaN,34,57,76,NaN,69,14,114,10
9888,NaN,,NaN,,NaN,,,,NaN,,,,
9889,NaN,,NaN,,NaN,34,56,75,NaN,68,14,111,10
9890,NaN,,NaN,,NaN,,,,NaN,,,,
9891,NaN,,NaN,,NaN,34,57,75,NaN,68,14,112,10
9892,NaN,,NaN,,NaN,,,,NaN,,,,
9893,NaN,,NaN,,NaN,34,57,76,NaN,68,14,113,10
9894,NaN,,NaN,,NaN,,,,NaN,,,,
9895,NaN,,NaN,,NaN,34,56,75,NaN,68,14,111,10
9896,NaN,,NaN,,NaN,,,,NaN,,,,
9897,NaN,,NaN,,NaN,34,57,75,NaN,68,14,112,10
9898,NaN,,NaN,,NaN,,,,NaN,,,,
9899,NaN,,NaN,,NaN,34,57,75,NaN,68,14,113,10
9900,NaN,,NaN,,NaN,,,,NaN,,,,
9901,NaN,,NaN,,NaN,33,56,75,NaN,68,13,110,10
9902,NaN,,NaN,,NaN,,,,NaN,,,,
9903,NaN,,NaN,,NaN,33,57,75,NaN,68,13,111,10
9904,NaN,,NaN,,NaN,,,,NaN,,,,
9905,NaN,,NaN,,NaN,33,56,75,NaN,68,13,112,10
9906,NaN,,NaN,,NaN,,,,NaN,,,,
9907,NaN,,NaN,,NaN,34,56,74,NaN,68,13,110,10
9908,NaN,,NaN,,NaN,,,,NaN,,,,
9909,NaN,,NaN,,NaN,34,56,74,NaN,68,13,110,10
9910,NaN,,NaN,,NaN,,,,NaN,,,,
9911,NaN,,NaN,,NaN,34,57,75,NaN,68,13,111,10
9912,NaN,,NaN,,NaN,,,,NaN,,,,
9913,NaN,,NaN,,NaN,34,56,74,NaN,68,13,111,10
9914,NaN,,NaN,,NaN,,,,NaN,,,,
9915,NaN,,NaN,,NaN,34,56,74,NaN,68,13,111,10
9916,NaN,,NaN,,NaN,,,,NaN,,,,
9917,NaN,,NaN,,NaN,34,57,75,NaN,68,13,112,10
9918,NaN,,NaN,,NaN,,,,NaN,,,,
9919,NaN,,NaN,,NaN,34,55,74,NaN,68,13,110,10
9920,NaN,,NaN,,NaN,,,,NaN,,,,
9921,NaN,,NaN,,NaN,34,56,74,NaN,68,13,109,10
9922,NaN,,NaN,,NaN,,,,NaN,,,,
9923,NaN,,NaN,,NaN,34,56,74,NaN,68,13,111,10
9924,NaN,,NaN,,NaN,,,,NaN,,,,
9925,NaN,,NaN,,NaN,34,55,73,NaN,68,13,108,10
9926,NaN,,NaN,,NaN,,,,NaN,,,,
9927,NaN,,NaN,,NaN,34,55,73,NaN,67,13,109,10
9928,NaN,,NaN,,NaN,,,,NaN,,,,
9929,NaN,,NaN,,NaN,34,55,73,NaN,67,13,109,10
9930,NaN,,NaN,,NaN,,,,NaN,,,,
9931,NaN,,NaN,,NaN,34,54,72,NaN,67,13,107,10
9932,NaN,,NaN,,NaN,,,,NaN,,,,
9933,NaN,,NaN,,NaN,34,55,72,NaN,67,13,108,10
9934,NaN,,NaN,,NaN,,,,NaN,,,,
9935,NaN,,NaN,,NaN,34,55,72,NaN,67,13,108,10
9936,NaN,,NaN,,NaN,,,,NaN,,,,
9937,NaN,,NaN,,NaN,34,54,72,NaN,67,13,107,10
9938,NaN,,NaN,,NaN,,,,NaN,,,,
9939,NaN,,NaN,,NaN,34,54,72,NaN,67,13,107,10
9940,NaN,,NaN,,NaN,,,,NaN,,,,
9941,NaN,,NaN,,NaN,34,54,72,NaN,67,13,107,10
9942,NaN,,NaN,,NaN,,,,NaN,,,,
9943,NaN,,NaN,,NaN,34,54,71,NaN,67,13,106,10
9944,NaN,,NaN,,NaN,,,,NaN,,,,
9945,NaN,,NaN,,NaN,34,55,72,NaN,67,13,107,10
9946,NaN,,NaN,,NaN,,,,NaN,,,,
9947,NaN,,NaN,,NaN,34,55,73,NaN,67,13,109,10
9948,NaN,,NaN,,NaN,,,,NaN,,,,
9949,NaN,,NaN,,NaN,34,54,72,NaN,67,13,107,10
9950,NaN,,NaN,,NaN,,,,NaN,,,,
9951,NaN,,NaN,,NaN,34,55,72,NaN,68,13,107,10
9952,NaN,,NaN,,NaN,,,,NaN,,,,
9953,NaN,,NaN,,NaN,34,55,73,NaN,68,13,109,10
9954,NaN,,NaN,,NaN,,,,NaN,,,,
9955,NaN,,NaN,,NaN,34,54,72,NaN,68,13,107,10
9956,NaN,,NaN,,NaN,,,,NaN,,,,
9957,NaN,,NaN,,NaN,34,55,72,NaN,68,13,107,10
9958,NaN,,NaN,,NaN,,,,NaN,,,,
9959,NaN,,NaN,,NaN,34,55,72,NaN,68,13,108,10
9960,NaN,,NaN,,NaN,,,,NaN,,,,
9961,NaN,,NaN,,NaN,34,54,72,NaN,68,13,106,10
9962,NaN,,NaN,,NaN,,,,NaN,,,,
9963,NaN,,NaN,,NaN,34,55,72,NaN,68,13,107,10
9964,NaN,,NaN,,NaN,,,,NaN,,,,
9965,NaN,,NaN,,NaN,34,54,72,NaN,68,13,108,10
9966,NaN,,NaN,,NaN,,,,NaN,,,,
9967,NaN,,NaN,,NaN,34,54,71,NaN,68,13,106,10
9968,NaN,,NaN,,NaN,,,,NaN,,,,
9969,NaN,,NaN,,NaN,34,54,71,NaN,68,13,106,10
9970,NaN,,NaN,,NaN,,,,NaN,,,,
9971,NaN,,NaN,,NaN,34,54,71,NaN,68,13,107,10
9972,NaN,,NaN,,NaN,,,,NaN,,,,
9973,NaN,,NaN,,NaN,34,53,71,NaN,67,13,105,10
9974,NaN,,NaN,,NaN,,,,NaN,,,,
9975,NaN,,NaN,,NaN,34,54,71,NaN,67,13,105,10
9976,NaN,,NaN,,NaN,,,,NaN,,,,
9977,NaN,,NaN,,NaN,34,54,71,NaN,67,13,107,10
9978,NaN,,NaN,,NaN,,,,NaN,,,,
9979,NaN,,NaN,,NaN,34,53,70,NaN,67,13,104,10
9980,NaN,,NaN,,NaN,,,,NaN,,,,
9981,NaN,,NaN,,NaN,34,53,70,NaN,67,13,105,10
9982,NaN,,NaN,,NaN,,,,NaN,,,,
9983,NaN,,NaN,,NaN,34,53,71,NaN,67,13,107,10
9984,NaN,,NaN,,NaN,,,,NaN,,,,
9985,NaN,,NaN,,NaN,34,52,70,NaN,67,13,104,10
9986,NaN,,NaN,,NaN,,,,NaN,,,,
9987,NaN,,NaN,,NaN,34,53,70,NaN,67,13,104,10
9988,NaN,,NaN,,NaN,,,,NaN,,,,
9989,NaN,,NaN,,NaN,34,53,70,NaN,66,13,105,10
9990,NaN,,NaN,,NaN,,,,NaN,,,,
9991,NaN,,NaN,,NaN,34,52,69,NaN,66,13,103,10
9992,NaN,,NaN,,NaN,,,,NaN,,,,
9993,NaN,,NaN,,NaN,34,52,69,NaN,66,13,103,10
9994,NaN,,NaN,,NaN,,,,NaN,,,,
9995,NaN,,NaN,,NaN,34,53,69,NaN,66,13,104,10
9996,NaN,,NaN,,NaN,,,,NaN,,,,
9997,NaN,,NaN,,NaN,34,52,69,NaN,66,13,103,10
9998,NaN,,NaN,,NaN,,,,NaN,,,,
9999,NaN,,NaN,,NaN,34,53,69,NaN,66,13,103,10
10000,NaN,,NaN,,NaN,,,,NaN,,,,
10001,NaN,,NaN,,NaN,34,53,70,NaN,67,13,105,10
10002,NaN,,NaN,,NaN,,,,NaN,,,,
10003,NaN,,NaN,,NaN,34,52,69,NaN,67,12,102,10
10004,NaN,,NaN,,NaN,,,,NaN,,,,
10005,NaN,,NaN,,NaN,34,53,69,NaN,67,12,103,10
10006,NaN,,NaN,,NaN,,,,NaN,,,,
10007,NaN,,NaN,,NaN,34,52,69,NaN,67,13,104,10
10008,NaN,,NaN,,NaN,,,,NaN,,,,
10009,NaN,,NaN,,NaN,34,52,68,NaN,67,13,102,10
10010,NaN,,NaN,,NaN,,,,NaN,,,,
10011,NaN,,NaN,,NaN,34,52,68,NaN,67,13,103,10
10012,NaN,,NaN,,NaN,,,,NaN,,,,
10013,NaN,,NaN,,NaN,34,52,68,NaN,67,13,102,10
10014,NaN,,NaN,,NaN,,,,NaN,,,,
10015,NaN,,NaN,,NaN,34,51,68,NaN,66,12,101,10
10016,NaN,,NaN,,NaN,,,,NaN,,,,
10017,NaN,,NaN,,NaN,34,51,67,NaN,66,12,101,10
10018,NaN,,NaN,,NaN,,,,NaN,,,,
10019,NaN,,NaN,,NaN,34,52,68,NaN,66,13,103,10
10020,NaN,,NaN,,NaN,,,,NaN,,,,
10021,NaN,,NaN,,NaN,34,51,67,NaN,66,13,100,10
10022,NaN,,NaN,,NaN,,,,NaN,,,,
10023,NaN,,NaN,,NaN,34,51,67,NaN,66,13,100,10
10024,NaN,,NaN,,NaN,,,,NaN,,,,
10025,NaN,,NaN,,NaN,34,51,68,NaN,66,13,102,10
10026,NaN,,NaN,,NaN,,,,NaN,,,,
10027,NaN,,NaN,,NaN,34,50,67,NaN,66,13,99,10
10028,NaN,,NaN,,NaN,,,,NaN,,,,
10029,NaN,,NaN,,NaN,34,51,67,NaN,66,13,100,10
10030,NaN,,NaN,,NaN,,,,NaN,,,,
10031,NaN,,NaN,,NaN,34,51,67,NaN,66,13,100,10
10032,NaN,,NaN,,NaN,,,,NaN,,,,
10033,NaN,,NaN,,NaN,34,50,66,NaN,66,12,99,10
10034,NaN,,NaN,,NaN,,,,NaN,,,,
10035,NaN,,NaN,,NaN,34,51,66,NaN,66,12,99,10
10036,NaN,,NaN,,NaN,,,,NaN,,,,
10037,NaN,,NaN,,NaN,34,51,67,NaN,66,13,101,10
10038,NaN,,NaN,,NaN,,,,NaN,,,,
10039,NaN,,NaN,,NaN,34,50,66,NaN,66,13,99,10
10040,NaN,,NaN,,NaN,,,,NaN,,,,
10041,NaN,,NaN,,NaN,34,51,67,NaN,66,13,100,10
10042,NaN,,NaN,,NaN,,,,NaN,,,,
10043,NaN,,NaN,,NaN,34,51,67,NaN,66,13,101,10
10044,NaN,,NaN,,NaN,,,,NaN,,,,
10045,NaN,,NaN,,NaN,34,50,66,NaN,66,12,99,10
10046,NaN,,NaN,,NaN,,,,NaN,,,,
10047,NaN,,NaN,,NaN,34,51,66,NaN,66,12,99,10
10048,NaN,,NaN,,NaN,,,,NaN,,,,
10049,NaN,,NaN,,NaN,34,50,67,NaN,66,13,100,10
10050,NaN,,NaN,,NaN,,,,NaN,,,,
10051,NaN,,NaN,,NaN,34,50,66,NaN,66,13,99,10
10052,NaN,,NaN,,NaN,,,,NaN,,,,
10053,NaN,,NaN,,NaN,34,50,66,NaN,66,13,99,10
10054,NaN,,NaN,,NaN,,,,NaN,,,,
10055,NaN,,NaN,,NaN,34,51,67,NaN,66,13,101,10
10056,NaN,,NaN,,NaN,,,,NaN,,,,
10057,NaN,,NaN,,NaN,34,50,66,NaN,66,13,98,10
10058,NaN,,NaN,,NaN,,,,NaN,,,,
10059,NaN,,NaN,,NaN,34,51,66,NaN,66,13,99,10
10060,NaN,,NaN,,NaN,,,,NaN,,,,
10061,NaN,,NaN,,NaN,34,50,66,NaN,66,13,100,10
10062,NaN,,NaN,,NaN,,,,NaN,,,,
10063,NaN,,NaN,,NaN,34,49,65,NaN,66,12,98,10
10064,NaN,,NaN,,NaN,,,,NaN,,,,
10065,NaN,,NaN,,NaN,34,50,65,NaN,66,12,97,10
10066,NaN,,NaN,,NaN,,,,NaN,,,,
10067,NaN,,NaN,,NaN,34,50,65,NaN,66,13,98,10
10068,NaN,,NaN,,NaN,,,,NaN,,,,
10069,NaN,,NaN,,NaN,34,49,65,NaN,66,13,97,10
10070,NaN,,NaN,,NaN,,,,NaN,,,,
10071,NaN,,NaN,,NaN,34,50,65,NaN,66,13,97,10
10072,NaN,,NaN,,NaN,,,,NaN,,,,
10073,NaN,,NaN,,NaN,34,50,66,NaN,66,13,99,10
10074,NaN,,NaN,,NaN,,,,NaN,,,,
10075,NaN,,NaN,,NaN,34,49,65,NaN,66,12,97,10
10076,NaN,,NaN,,NaN,,,,NaN,,,,
10077,NaN,,NaN,,NaN,34,50,65,NaN,65,12,97,10
10078,NaN,,NaN,,NaN,,,,NaN,,,,
10079,NaN,,NaN,,NaN,34,49,65,NaN,65,13,97,10
10080,NaN,,NaN,,NaN,,,,NaN,,,,
10081,NaN,,NaN,,NaN,34,48,64,NaN,65,13,96,10
10082,NaN,,NaN,,NaN,,,,NaN,,,,
10083,NaN,,NaN,,NaN,34,49,64,NaN,65,13,96,10
10084,NaN,,NaN,,NaN,,,,NaN,,,,
10085,NaN,,NaN,,NaN,34,50,65,NaN,65,13,98,10
10086,NaN,,NaN,,NaN,,,,NaN,,,,
10087,NaN,,NaN,,NaN,34,49,64,NaN,65,13,96,10
10088,NaN,,NaN,,NaN,,,,NaN,,,,
10089,NaN,,NaN,,NaN,34,50,65,NaN,65,13,97,10
10090,NaN,,NaN,,NaN,,,,NaN,,,,
10091,NaN,,NaN,,NaN,34,50,66,NaN,66,13,98,10
10092,NaN,,NaN,,NaN,,,,NaN,,,,
10093,NaN,,NaN,,NaN,34,50,65,NaN,66,12,97,10
10094,NaN,,NaN,,NaN,,,,NaN,,,,
10095,NaN,,NaN,,NaN,34,50,65,NaN,67,12,97,10
10096,NaN,,NaN,,NaN,,,,NaN,,,,
10097,NaN,,NaN,,NaN,34,50,66,NaN,67,13,99,10
10098,NaN,,NaN,,NaN,,,,NaN,,,,
10099,NaN,,NaN,,NaN,34,49,65,NaN,67,13,97,10
10100,NaN,,NaN,,NaN,,,,NaN,,,,
10101,NaN,,NaN,,NaN,34,50,65,NaN,66,13,97,10
10102,NaN,,NaN,,NaN,,,,NaN,,,,
10103,NaN,,NaN,,NaN,34,50,66,NaN,66,13,99,10
10104,NaN,,NaN,,NaN,,,,NaN,,,,
10105,NaN,,NaN,,NaN,34,49,64,NaN,66,12,96,10
10106,NaN,,NaN,,NaN,,,,NaN,,,,
10107,NaN,,NaN,,NaN,34,49,65,NaN,66,12,97,10
10108,NaN,,NaN,,NaN,,,,NaN,,,,
10109,NaN,,NaN,,NaN,34,49,65,NaN,65,13,98,10
10110,NaN,,NaN,,NaN,,,,NaN,,,,
10111,NaN,,NaN,,NaN,34,48,64,NaN,65,13,96,10
10112,NaN,,NaN,,NaN,,,,NaN,,,,
10113,NaN,,NaN,,NaN,34,49,64,NaN,65,13,96,10
10114,NaN,,NaN,,NaN,,,,NaN,,,,
10115,NaN,,NaN,,NaN,34,49,65,NaN,65,13,97,10
10116,NaN,,NaN,,NaN,,,,NaN,,,,
10117,NaN,,NaN,,NaN,34,48,64,NaN,65,12,95,10
10118,NaN,,NaN,,NaN,,,,NaN,,,,
10119,NaN,,NaN,,NaN,34,49,64,NaN,65,12,96,10
10120,NaN,,NaN,,NaN,,,,NaN,,,,
10121,NaN,,NaN,,NaN,34,49,64,NaN,65,12,97,10
10122,NaN,,NaN,,NaN,,,,NaN,,,,
10123,NaN,,NaN,,NaN,34,48,63,NaN,65,12,95,10
10124,NaN,,NaN,,NaN,,,,NaN,,,,
10125,NaN,,NaN,,NaN,34,48,63,NaN,65,12,95,10
10126,NaN,,NaN,,NaN,,,,NaN,,,,
10127,NaN,,NaN,,NaN,34,48,64,NaN,65,13,95,10
10128,NaN,,NaN,,NaN,,,,NaN,,,,
10129,NaN,,NaN,,NaN,34,48,63,NaN,65,13,94,10
10130,NaN,,NaN,,NaN,,,,NaN,,,,
10131,NaN,,NaN,,NaN,34,48,63,NaN,65,13,95,10
10132,NaN,,NaN,,NaN,,,,NaN,,,,
10133,NaN,,NaN,,NaN,34,48,64,NaN,65,13,96,10
10134,NaN,,NaN,,NaN,,,,NaN,,,,
10135,NaN,,NaN,,NaN,34,48,63,NaN,65,12,94,10
10136,NaN,,NaN,,NaN,,,,NaN,,,,
10137,NaN,,NaN,,NaN,34,48,63,NaN,65,12,94,10
10138,NaN,,NaN,,NaN,,,,NaN,,,,
10139,NaN,,NaN,,NaN,34,49,64,NaN,65,13,96,10
10140,NaN,,NaN,,NaN,,,,NaN,,,,
10141,NaN,,NaN,,NaN,34,48,63,NaN,65,13,94,10
10142,NaN,,NaN,,NaN,,,,NaN,,,,
10143,NaN,,NaN,,NaN,34,49,64,NaN,65,13,95,10
10144,NaN,,NaN,,NaN,,,,NaN,,,,
10145,NaN,,NaN,,NaN,34,49,64,NaN,65,13,97,10
10146,NaN,,NaN,,NaN,,,,NaN,,,,
10147,NaN,,NaN,,NaN,34,48,63,NaN,65,13,94,10
10148,NaN,,NaN,,NaN,,,,NaN,,,,
10149,NaN,,NaN,,NaN,34,48,63,NaN,65,13,94,10
10150,NaN,,NaN,,NaN,,,,NaN,,,,
10151,NaN,,NaN,,NaN,34,48,63,NaN,65,13,95,10
10152,NaN,,NaN,,NaN,,,,NaN,,,,
10153,NaN,,NaN,,NaN,34,47,62,NaN,64,13,93,10
10154,NaN,,NaN,,NaN,,,,NaN,,,,
10155,NaN,,NaN,,NaN,34,48,62,NaN,64,13,94,10
10156,NaN,,NaN,,NaN,,,,NaN,,,,
10157,NaN,,NaN,,NaN,34,48,63,NaN,64,13,95,10
10158,NaN,,NaN,,NaN,,,,NaN,,,,
10159,NaN,,NaN,,NaN,34,47,62,NaN,64,13,93,10
10160,NaN,,NaN,,NaN,,,,NaN,,,,
10161,NaN,,NaN,,NaN,34,47,62,NaN,63,13,93,10
10162,NaN,,NaN,,NaN,,,,NaN,,,,
10163,NaN,,NaN,,NaN,34,48,63,NaN,64,13,95,10
10164,NaN,,NaN,,NaN,,,,NaN,,,,
10165,NaN,,NaN,,NaN,34,47,62,NaN,64,12,94,10
10166,NaN,,NaN,,NaN,,,,NaN,,,,
10167,NaN,,NaN,,NaN,34,48,63,NaN,64,12,96,10
10168,NaN,,NaN,,NaN,,,,NaN,,,,
10169,NaN,,NaN,,NaN,34,48,63,NaN,64,12,98,10
10170,NaN,,NaN,,NaN,,,,NaN,,,,
10171,NaN,,NaN,,NaN,33,48,63,NaN,64,12,97,10
10172,NaN,,NaN,,NaN,,,,NaN,,,,
10173,NaN,,NaN,,NaN,33,49,64,NaN,64,13,98,10
10174,NaN,,NaN,,NaN,,,,NaN,,,,
10175,NaN,,NaN,,NaN,33,49,65,NaN,64,13,101,10
10176,NaN,,NaN,,NaN,,,,NaN,,,,
10177,NaN,,NaN,,NaN,33,49,65,NaN,64,12,100,10
10178,NaN,,NaN,,NaN,,,,NaN,,,,
10179,NaN,,NaN,,NaN,34,51,66,NaN,64,12,102,10
10180,NaN,,NaN,,NaN,,,,NaN,,,,
10181,NaN,,NaN,,NaN,34,51,67,NaN,64,12,104,10
10182,NaN,,NaN,,NaN,,,,NaN,,,,
10183,NaN,,NaN,,NaN,34,50,66,NaN,64,12,103,10
10184,NaN,,NaN,,NaN,,,,NaN,,,,
10185,NaN,,NaN,,NaN,34,51,67,NaN,65,12,104,10
10186,NaN,,NaN,,NaN,,,,NaN,,,,
