time,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/ECG_II,Solar8000/ART_SBP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/CVP
399,NaN,-2,,81,100,80,NaN,-2,NaN,,-2,NaN,-51
400,NaN,,,,,,NaN,,NaN,,,NaN,
401,NaN,-2,,81,100,80,NaN,-2,NaN,,-2,NaN,-51
402,NaN,,,,,,NaN,,NaN,,,NaN,
403,NaN,-3,,81,100,80,NaN,-3,NaN,,-3,NaN,-51
404,NaN,,,,,,NaN,,NaN,,,NaN,
405,NaN,-3,,81,100,81,NaN,-3,NaN,,-3,NaN,-51
406,NaN,,,,,,NaN,,NaN,,,NaN,
407,NaN,-3,,81,100,81,NaN,-3,NaN,,-3,NaN,-51
408,NaN,,,,,,NaN,,NaN,,,NaN,
409,NaN,-3,,81,100,81,NaN,-3,NaN,,-3,NaN,-51
410,NaN,,,,,,NaN,,NaN,,,NaN,
411,NaN,-3,,81,100,81,NaN,-3,NaN,,-3,NaN,-51
412,NaN,,,,,,NaN,,NaN,,,NaN,
413,NaN,-3,,81,100,81,NaN,-3,NaN,,-3,NaN,-51
414,NaN,,,,,,NaN,,NaN,,,NaN,
415,NaN,-3,,81,100,80,NaN,-2,NaN,,-2,NaN,-51
416,NaN,,,,,,NaN,,NaN,,,NaN,
417,NaN,-3,,81,100,80,NaN,-2,NaN,,-2,NaN,-51
418,NaN,,,,,,NaN,,NaN,,,NaN,
419,NaN,-3,,80,100,79,NaN,-3,NaN,,-3,NaN,-51
420,NaN,,,,,,NaN,,NaN,,,NaN,
421,NaN,-3,,79,100,79,NaN,-3,NaN,,-3,NaN,-51
422,NaN,,,,,,NaN,,NaN,,,NaN,
423,NaN,-3,,78,100,78,NaN,-3,NaN,,-3,NaN,-51
424,NaN,,,,,,NaN,,NaN,,,NaN,
425,NaN,-3,,78,100,77,NaN,-3,NaN,,-3,NaN,-50
426,NaN,,,,,,NaN,,NaN,,,NaN,
427,NaN,-3,,77,100,77,NaN,-3,NaN,,-3,NaN,-50
428,NaN,,,,,,NaN,,NaN,,,NaN,
429,NaN,-3,,77,100,77,NaN,-3,NaN,,-3,NaN,-51
430,NaN,,,,,,NaN,,NaN,,,NaN,
431,NaN,-3,,77,100,77,NaN,-3,NaN,,-3,NaN,-51
432,NaN,,,,,,NaN,,NaN,,,NaN,
433,NaN,-3,,77,100,77,NaN,-3,NaN,,-3,NaN,-51
434,NaN,,,,,,NaN,,NaN,,,NaN,
435,NaN,-1,,77,100,76,NaN,-1,NaN,,-1,NaN,-51
436,NaN,,,,,,NaN,,NaN,,,NaN,
437,NaN,-1,,76,100,76,NaN,-1,NaN,,-1,NaN,-51
438,NaN,,,,,,NaN,,NaN,,,NaN,
439,NaN,3,,76,100,75,NaN,36,NaN,,-21,NaN,-51
440,NaN,,,,,,NaN,,NaN,,,NaN,
441,NaN,5,,75,100,75,NaN,43,NaN,,-27,NaN,-48
442,NaN,,,,,,NaN,,NaN,,,NaN,
443,NaN,5,,75,100,75,NaN,42,NaN,,-53,NaN,-48
444,NaN,,,,,,NaN,,NaN,,,NaN,
445,NaN,9,,75,100,75,NaN,49,NaN,,-28,NaN,-47
446,NaN,,,,,,NaN,,NaN,,,NaN,
447,NaN,6,,76,100,75,NaN,52,NaN,,-61,NaN,-47
448,NaN,,,,,,NaN,,NaN,,,NaN,
449,NaN,-5,,76,100,76,NaN,,NaN,,,NaN,-47
450,NaN,,,,,,NaN,,NaN,,,NaN,
451,NaN,-15,,77,100,76,NaN,,NaN,,,NaN,-49
452,NaN,,,,,,NaN,,NaN,,,NaN,
453,NaN,-10,,77,100,76,NaN,,NaN,,,NaN,-49
454,NaN,,,,,,NaN,,NaN,,,NaN,
455,NaN,-10,,76,100,76,NaN,,NaN,,,NaN,-49
456,NaN,,,,,,NaN,,NaN,,,NaN,
457,NaN,-7,,75,100,75,NaN,,NaN,,,NaN,-49
458,NaN,,,,,,NaN,,NaN,,,NaN,
459,NaN,-7,,75,100,74,NaN,,NaN,,,NaN,-50
460,NaN,,,,,,NaN,,NaN,,,NaN,
461,NaN,-6,,75,100,74,NaN,-2,NaN,,-7,NaN,-50
462,NaN,,,,,,NaN,,NaN,,,NaN,
463,NaN,-5,,75,100,74,NaN,0,NaN,,-7,NaN,-50
464,NaN,,,,,,NaN,,NaN,,,NaN,
465,NaN,-5,,75,100,75,NaN,0,NaN,,-7,NaN,-50
466,NaN,,,,,,NaN,,NaN,,,NaN,
467,NaN,-5,,75,100,75,NaN,1,NaN,,-8,NaN,-51
468,NaN,,,,,,NaN,,NaN,,,NaN,
469,NaN,-5,,75,100,74,NaN,-3,NaN,,-7,NaN,-51
470,NaN,,,,,,NaN,,NaN,,,NaN,
471,NaN,-5,,72,100,71,NaN,-2,NaN,,-7,NaN,-51
472,NaN,,,,,,NaN,,NaN,,,NaN,
473,NaN,-5,,69,100,66,NaN,-3,NaN,,-6,NaN,-51
474,NaN,,,,,,NaN,,NaN,,,NaN,
475,NaN,-5,,66,100,62,NaN,-3,NaN,,-7,NaN,-51
476,NaN,,,,,,NaN,,NaN,,,NaN,
477,NaN,-5,,64,100,60,NaN,-3,NaN,,-6,NaN,-51
478,NaN,,,,,,NaN,,NaN,,,NaN,
479,NaN,-5,,63,100,60,NaN,,NaN,,,NaN,-51
480,NaN,,,,,,NaN,,NaN,,,NaN,
481,NaN,,,,,,NaN,,NaN,,,NaN,
482,NaN,-5,,67,100,67,NaN,,NaN,,,NaN,-51
483,NaN,-5,,74,100,77,NaN,,NaN,,,NaN,-51
484,NaN,,,,,,NaN,,NaN,,,NaN,
485,NaN,13,,86,100,85,NaN,,NaN,,,NaN,-51
486,NaN,,,,,,NaN,,NaN,,,NaN,
487,NaN,15,,91,100,91,NaN,,NaN,,,NaN,-51
488,NaN,,,,,,NaN,,NaN,,,NaN,
489,NaN,10,,94,100,93,NaN,49,NaN,,-22,NaN,-52
490,NaN,,,,,,NaN,,NaN,,,NaN,
491,NaN,5,,96,100,95,NaN,22,NaN,,-26,NaN,-52
492,NaN,,,,,,NaN,,NaN,,,NaN,
493,NaN,4,,98,100,97,NaN,14,NaN,,-7,NaN,-52
494,NaN,,,,,,NaN,,NaN,,,NaN,
495,NaN,56,,98,100,98,NaN,170,NaN,,95,NaN,-52
496,NaN,,,,,,NaN,,NaN,,,NaN,
497,NaN,132,29,99,100,98,NaN,223,NaN,5,131,NaN,-52
498,NaN,,,,,,NaN,,NaN,,,NaN,
499,NaN,154,29,100,100,99,NaN,237,NaN,5,128,NaN,-52
500,NaN,,,,,,NaN,,NaN,,,NaN,
501,NaN,164,29,101,100,100,NaN,240,NaN,5,134,NaN,-51
502,NaN,,,,,,NaN,,NaN,,,NaN,
503,NaN,168,29,102,100,101,NaN,254,NaN,5,112,NaN,-51
504,NaN,,,,,,NaN,,NaN,,,NaN,
505,NaN,172,39,104,100,102,NaN,247,NaN,5,132,NaN,-51
506,NaN,,,,,,NaN,,NaN,,,NaN,
507,NaN,172,39,105,100,104,NaN,249,NaN,5,135,NaN,-51
508,NaN,,,,,,NaN,,NaN,,,NaN,
509,NaN,174,39,106,100,105,NaN,250,NaN,5,138,NaN,-52
510,NaN,,,,,,NaN,,NaN,,,NaN,
511,NaN,176,43,107,100,107,NaN,254,NaN,4,140,NaN,-52
512,NaN,,,,,,NaN,,NaN,,,NaN,
513,NaN,177,43,108,100,107,NaN,254,NaN,4,140,NaN,-52
514,NaN,,,,,,NaN,,NaN,,,NaN,
515,NaN,178,43,108,100,108,NaN,258,NaN,4,137,NaN,-52
516,NaN,,,,,,NaN,,NaN,,,NaN,
517,NaN,176,42,109,100,109,NaN,255,NaN,7,136,NaN,-52
518,NaN,,,,,,NaN,,NaN,,,NaN,
519,NaN,177,42,109,100,109,NaN,259,NaN,7,139,NaN,-53
520,NaN,,,,,,NaN,,NaN,,,NaN,
521,NaN,,,,,,NaN,,NaN,,,NaN,
522,NaN,179,42,109,100,109,NaN,262,NaN,7,138,NaN,-53
523,NaN,,,,,,NaN,,NaN,,,NaN,
524,NaN,179,41,109,100,109,NaN,261,NaN,10,137,NaN,-53
525,NaN,,,,,,NaN,,NaN,,,NaN,
526,NaN,180,41,110,100,109,NaN,263,NaN,10,139,NaN,-53
527,NaN,,,,,,NaN,,NaN,,,NaN,
528,NaN,180,41,110,100,109,NaN,270,NaN,10,130,NaN,-53
529,NaN,,,,,,NaN,,NaN,,,NaN,
530,NaN,178,41,110,100,109,NaN,264,NaN,10,131,NaN,-53
531,NaN,,,,,,NaN,,NaN,,,NaN,
532,NaN,174,41,110,100,109,NaN,256,NaN,12,128,NaN,-53
533,NaN,,,,,,NaN,,NaN,,,NaN,
534,NaN,171,41,110,100,109,NaN,252,NaN,12,126,NaN,-53
535,NaN,,,,,,NaN,,NaN,,,NaN,
536,NaN,169,41,109,100,109,NaN,251,NaN,12,126,NaN,-55
537,NaN,,,,,,NaN,,NaN,,,NaN,
538,NaN,169,42,108,100,108,NaN,251,NaN,12,126,NaN,-55
539,NaN,,,,,,NaN,,NaN,,,NaN,
540,NaN,170,42,107,100,107,NaN,251,NaN,12,128,NaN,-55
541,NaN,,,,,,NaN,,NaN,,,NaN,
542,NaN,174,42,107,100,106,NaN,257,NaN,12,134,NaN,-55
543,NaN,,,,,,NaN,,NaN,,,NaN,
544,NaN,178,42,106,100,105,NaN,262,NaN,12,138,NaN,-55
545,NaN,,,,,,NaN,,NaN,,,NaN,
546,NaN,181,43,106,100,105,NaN,265,NaN,12,140,NaN,-55
547,NaN,,,,,,NaN,,NaN,,,NaN,
548,NaN,181,43,106,100,105,NaN,266,NaN,12,137,NaN,-55
549,NaN,,,,,,NaN,,NaN,,,NaN,
550,NaN,179,43,107,100,105,NaN,262,NaN,12,133,NaN,-55
551,NaN,,,,,,NaN,,NaN,,,NaN,
552,NaN,175,43,108,100,107,NaN,259,NaN,12,129,NaN,-55
553,NaN,,,,,,NaN,,NaN,,,NaN,
554,NaN,173,43,108,100,107,NaN,255,NaN,12,127,NaN,-54
555,NaN,,,,,,NaN,,NaN,,,NaN,
556,NaN,173,43,107,100,107,NaN,255,NaN,12,128,NaN,-54
557,NaN,,,,,,NaN,,NaN,,,NaN,
558,NaN,173,43,106,100,106,NaN,255,NaN,12,129,NaN,-54
559,NaN,,,,,,NaN,,NaN,,,NaN,
560,NaN,173,42,106,100,106,NaN,254,NaN,12,129,NaN,-54
561,NaN,,,,,,NaN,,NaN,,,NaN,
562,NaN,175,42,105,100,105,NaN,257,NaN,12,131,NaN,-55
563,NaN,,,,,,NaN,,NaN,,,NaN,
564,NaN,177,42,105,100,104,NaN,257,NaN,12,134,NaN,-55
565,NaN,,,,,,NaN,,NaN,,,NaN,
566,NaN,180,43,104,100,103,NaN,261,NaN,12,139,NaN,-55
567,NaN,,,,,,NaN,,NaN,,,NaN,
568,NaN,183,43,104,100,103,NaN,265,NaN,12,141,NaN,-55
569,NaN,,,,,,NaN,,NaN,,,NaN,
570,NaN,185,43,105,100,104,NaN,267,NaN,12,142,NaN,-55
571,NaN,,,,,,NaN,,NaN,,,NaN,
572,NaN,187,43,106,100,105,NaN,269,NaN,12,144,NaN,-55
573,NaN,,,,,,NaN,,NaN,,,NaN,
574,NaN,188,43,107,100,105,NaN,270,NaN,12,145,NaN,-55
575,NaN,,,,,,NaN,,NaN,,,NaN,
576,NaN,189,43,108,100,106,NaN,274,NaN,12,144,NaN,-55
577,NaN,,,,,,NaN,,NaN,,,NaN,
578,NaN,186,43,110,100,108,NaN,275,NaN,12,137,NaN,-55
579,NaN,,,,,,NaN,,NaN,,,NaN,
580,NaN,183,42,112,100,111,NaN,270,NaN,12,134,NaN,-55
581,NaN,,,,,,NaN,,NaN,,,NaN,
582,NaN,182,42,112,100,112,NaN,271,NaN,12,133,NaN,-55
583,NaN,,,,,,NaN,,NaN,,,NaN,
584,NaN,179,42,112,100,112,NaN,267,NaN,12,129,NaN,-55
585,NaN,,,,,,NaN,,NaN,,,NaN,
586,NaN,177,41,112,100,111,NaN,261,NaN,12,129,NaN,-55
587,NaN,,,,,,NaN,,NaN,,,NaN,
588,NaN,175,41,111,100,111,NaN,259,NaN,12,127,NaN,-55
589,NaN,,,,,,NaN,,NaN,,,NaN,
590,NaN,172,41,110,100,111,NaN,251,NaN,12,124,NaN,-55
591,NaN,,,,,,NaN,,NaN,,,NaN,
592,NaN,170,41,108,100,109,NaN,250,NaN,12,122,NaN,-56
593,NaN,,,,,,NaN,,NaN,,,NaN,
594,NaN,166,42,107,100,107,NaN,242,NaN,12,118,NaN,-56
595,NaN,,,,,,NaN,,NaN,,,NaN,
596,NaN,162,42,106,100,105,NaN,235,NaN,12,114,NaN,-56
597,NaN,,,,,,NaN,,NaN,,,NaN,
598,NaN,157,42,104,100,104,NaN,229,NaN,12,111,NaN,-56
599,NaN,,,,,,NaN,,NaN,,,NaN,
600,NaN,153,43,103,100,103,NaN,222,NaN,12,108,NaN,-55
601,NaN,,,,,,NaN,,NaN,,,NaN,
602,NaN,150,43,102,100,101,NaN,217,NaN,12,106,NaN,-55
603,NaN,,,,,,NaN,,NaN,,,NaN,
604,NaN,147,43,100,100,100,NaN,212,NaN,12,102,NaN,-55
605,NaN,,,,,,NaN,,NaN,,,NaN,
606,NaN,144,43,99,100,99,NaN,209,NaN,12,102,NaN,-55
607,NaN,,,,,,NaN,,NaN,,,NaN,
608,NaN,136,43,98,100,97,NaN,202,NaN,12,72,NaN,-55
609,NaN,,,,,,NaN,,NaN,,,NaN,
610,NaN,137,43,97,100,96,NaN,228,NaN,12,92,NaN,-55
611,NaN,,,,,,NaN,,NaN,,,NaN,
612,NaN,138,43,95,100,96,NaN,203,NaN,12,100,NaN,-55
613,NaN,,,,,,NaN,,NaN,,,NaN,
614,NaN,136,44,94,100,94,NaN,199,NaN,12,94,NaN,-56
615,NaN,,,,,,NaN,,NaN,,,NaN,
616,NaN,139,44,94,100,93,NaN,202,NaN,12,99,NaN,-56
617,NaN,,,,,,NaN,,NaN,,,NaN,
618,NaN,139,44,94,100,93,NaN,205,NaN,12,100,NaN,-56
619,NaN,,,,,,NaN,,NaN,,,NaN,
620,NaN,138,44,94,100,93,NaN,200,NaN,12,102,NaN,-56
621,NaN,,,,,,NaN,,NaN,,,NaN,
622,NaN,139,43,93,100,93,NaN,207,NaN,12,101,NaN,-56
623,NaN,,,,,,NaN,,NaN,,,NaN,
624,NaN,138,43,93,100,92,NaN,210,NaN,12,93,NaN,-56
625,NaN,,,,,,NaN,,NaN,,,NaN,
626,NaN,139,43,93,100,92,NaN,200,NaN,12,102,NaN,-56
627,NaN,,,,,,NaN,,NaN,,,NaN,
628,NaN,139,44,92,100,92,NaN,200,NaN,12,99,NaN,-56
629,NaN,,,,,,NaN,,NaN,,,NaN,
630,NaN,138,44,92,100,91,NaN,199,NaN,12,101,NaN,-56
631,NaN,,,,,,NaN,,NaN,,,NaN,
632,NaN,138,44,91,100,90,NaN,209,NaN,12,91,NaN,-56
633,NaN,,,,,,NaN,,NaN,,,NaN,
634,NaN,137,44,90,100,90,NaN,203,NaN,12,99,NaN,-56
635,NaN,,,,,,NaN,,NaN,,,NaN,
636,NaN,134,43,90,100,89,NaN,192,NaN,12,99,NaN,-56
637,NaN,,,,,,NaN,,NaN,,,NaN,
638,NaN,134,43,89,100,88,NaN,191,NaN,12,99,NaN,-57
639,NaN,,,,,,NaN,,NaN,,,NaN,
640,NaN,133,43,88,100,87,NaN,191,NaN,12,99,NaN,-57
641,NaN,,,,,,NaN,,NaN,,,NaN,
642,NaN,133,44,87,100,87,NaN,189,NaN,12,98,NaN,-57
643,NaN,,,,,,NaN,,NaN,,,NaN,
644,NaN,132,44,87,100,86,NaN,187,NaN,12,97,NaN,-57
645,NaN,,,,,,NaN,,NaN,,,NaN,
646,NaN,131,44,86,100,86,NaN,186,NaN,12,97,NaN,-57
647,NaN,,,,,,NaN,,NaN,,,NaN,
648,NaN,130,44,86,100,85,NaN,186,NaN,12,96,NaN,-56
649,NaN,,,,,,NaN,,NaN,,,NaN,
650,NaN,129,44,84,100,84,NaN,184,NaN,12,95,NaN,-56
651,NaN,,,,,,NaN,,NaN,,,NaN,
652,NaN,128,44,84,100,83,NaN,183,NaN,12,95,NaN,-56
653,NaN,,,,,,NaN,,NaN,,,NaN,
654,NaN,128,44,84,100,83,NaN,183,NaN,12,94,NaN,-56
655,NaN,,,,,,NaN,,NaN,,,NaN,
656,NaN,127,43,83,100,82,NaN,180,NaN,12,94,NaN,-56
657,NaN,,,,,,NaN,,NaN,,,NaN,
658,NaN,126,43,82,100,82,NaN,181,NaN,12,94,NaN,-56
659,NaN,,,,,,NaN,,NaN,,,NaN,
660,NaN,125,43,82,100,81,NaN,179,NaN,12,93,NaN,-56
661,NaN,,,,,,NaN,,NaN,,,NaN,
662,NaN,125,43,81,100,80,NaN,179,NaN,12,93,NaN,-56
663,NaN,,,,,,NaN,,NaN,,,NaN,
664,NaN,125,43,81,100,80,NaN,179,NaN,12,95,NaN,-56
665,NaN,,,,,,NaN,,NaN,,,NaN,
666,NaN,125,43,80,100,79,NaN,180,NaN,12,95,NaN,-56
667,NaN,,,,,,NaN,,NaN,,,NaN,
668,NaN,126,43,80,100,79,NaN,181,NaN,12,94,NaN,-56
669,NaN,,,,,,NaN,,NaN,,,NaN,
670,NaN,126,43,80,100,79,NaN,180,NaN,12,94,NaN,-56
671,NaN,,,,,,NaN,,NaN,,,NaN,
672,NaN,126,43,80,100,79,NaN,180,NaN,12,94,NaN,-56
673,NaN,,,,,,NaN,,NaN,,,NaN,
674,NaN,125,43,80,100,79,NaN,178,NaN,12,93,NaN,-56
675,NaN,,,,,,NaN,,NaN,,,NaN,
676,NaN,124,43,79,100,79,NaN,177,NaN,12,93,NaN,-56
677,NaN,,,,,,NaN,,NaN,,,NaN,
678,NaN,124,43,79,100,78,NaN,176,NaN,12,92,NaN,-57
679,NaN,,,,,,NaN,,NaN,,,NaN,
680,NaN,122,43,79,100,78,NaN,174,NaN,12,92,NaN,-57
681,NaN,,,,,,NaN,,NaN,,,NaN,
682,NaN,122,43,78,100,77,NaN,174,NaN,12,92,NaN,-57
683,NaN,,,,,,NaN,,NaN,,,NaN,
684,NaN,121,43,77,100,77,NaN,173,NaN,12,91,NaN,-57
685,NaN,,,,,,NaN,,NaN,,,NaN,
686,NaN,121,43,77,100,76,NaN,172,NaN,12,91,NaN,-57
687,NaN,,,,,,NaN,,NaN,,,NaN,
688,NaN,120,43,76,100,75,NaN,170,NaN,12,90,NaN,-57
689,NaN,,,,,,NaN,,NaN,,,NaN,
690,NaN,120,43,75,100,75,NaN,169,NaN,12,90,NaN,-57
691,NaN,,,,,,NaN,,NaN,,,NaN,
692,NaN,119,43,75,100,74,NaN,169,NaN,12,89,NaN,-57
693,NaN,,,,,,NaN,,NaN,,,NaN,
694,NaN,118,43,74,100,74,NaN,167,NaN,12,89,NaN,-56
695,NaN,,,,,,NaN,,NaN,,,NaN,
696,NaN,118,43,74,100,74,NaN,168,NaN,12,89,NaN,-56
697,NaN,,,,,,NaN,,NaN,,,NaN,
698,NaN,118,42,74,100,73,NaN,166,NaN,12,89,NaN,-56
699,NaN,,,,,,NaN,,NaN,,,NaN,
700,NaN,118,42,74,100,73,NaN,166,NaN,12,89,NaN,-56
701,NaN,,,,,,NaN,,NaN,,,NaN,
702,NaN,117,42,74,100,73,NaN,167,NaN,12,89,NaN,-56
703,NaN,,,,,,NaN,,NaN,,,NaN,
704,NaN,117,41,74,100,73,NaN,165,NaN,12,89,NaN,-56
705,NaN,,,,,,NaN,,NaN,,,NaN,
706,NaN,117,41,73,100,73,NaN,167,NaN,12,89,NaN,-56
707,NaN,,,,,,NaN,,NaN,,,NaN,
708,NaN,116,41,73,100,73,NaN,164,NaN,12,88,NaN,-56
709,NaN,,,,,,NaN,,NaN,,,NaN,
710,NaN,117,41,73,100,73,NaN,165,NaN,12,88,NaN,-56
711,NaN,,,,,,NaN,,NaN,,,NaN,
712,NaN,116,41,73,100,73,NaN,163,NaN,12,87,NaN,-56
713,NaN,,,,,,NaN,,NaN,,,NaN,
714,NaN,115,41,73,100,72,NaN,162,NaN,12,87,NaN,-56
715,NaN,,,,,,NaN,,NaN,,,NaN,
716,NaN,114,41,73,100,72,NaN,162,NaN,12,87,NaN,-56
717,NaN,,,,,,NaN,,NaN,,,NaN,
718,NaN,114,41,72,100,72,NaN,160,NaN,13,87,NaN,-56
719,NaN,,,,,,NaN,,NaN,,,NaN,
720,NaN,114,41,72,100,71,NaN,161,NaN,13,86,NaN,-57
721,NaN,,,,,,NaN,,NaN,,,NaN,
722,NaN,112,41,72,100,71,NaN,158,NaN,13,85,NaN,-57
723,NaN,,,,,,NaN,,NaN,,,NaN,
724,NaN,112,41,72,100,71,NaN,158,NaN,13,85,NaN,-57
725,NaN,,,,,,NaN,,NaN,,,NaN,
726,NaN,111,41,71,100,71,NaN,158,NaN,13,84,NaN,-57
727,NaN,,,,,,NaN,,NaN,,,NaN,
728,NaN,111,41,71,100,71,NaN,156,NaN,13,85,NaN,-57
729,NaN,,,,,,NaN,,NaN,,,NaN,
730,NaN,110,41,71,100,70,NaN,157,NaN,13,84,NaN,-57
731,NaN,,,,,,NaN,,NaN,,,NaN,
732,NaN,110,40,71,100,70,NaN,155,NaN,13,84,NaN,-57
733,NaN,,,,,,NaN,,NaN,,,NaN,
734,NaN,110,40,71,100,70,NaN,156,NaN,13,84,NaN,-57
735,NaN,,,,,,NaN,,NaN,,,NaN,
736,NaN,109,40,71,100,70,NaN,154,NaN,13,83,NaN,-57
737,NaN,,,,,,NaN,,NaN,,,NaN,
738,NaN,110,40,71,100,70,NaN,156,NaN,13,84,NaN,-57
739,NaN,,,,,,NaN,,NaN,,,NaN,
740,NaN,109,41,70,100,70,NaN,155,NaN,13,84,NaN,-57
741,NaN,,,,,,NaN,,NaN,,,NaN,
742,NaN,109,41,70,100,70,NaN,154,NaN,13,84,NaN,-56
743,NaN,,,,,,NaN,,NaN,,,NaN,
744,NaN,109,41,70,100,69,NaN,154,NaN,13,83,NaN,-56
745,NaN,,,,,,NaN,,NaN,,,NaN,
746,NaN,109,40,70,100,69,NaN,153,NaN,13,84,NaN,-56
747,NaN,,,,,,NaN,,NaN,,,NaN,
748,NaN,109,40,70,100,69,NaN,155,NaN,13,84,NaN,-56
749,NaN,,,,,,NaN,,NaN,,,NaN,
750,NaN,108,40,70,100,69,NaN,153,NaN,13,84,NaN,-56
751,NaN,,,,,,NaN,,NaN,,,NaN,
752,NaN,109,40,70,100,69,NaN,155,NaN,13,84,NaN,-56
753,NaN,,,,,,NaN,,NaN,,,NaN,
754,NaN,108,40,70,100,69,NaN,154,NaN,13,83,NaN,-56
755,NaN,,,,,,NaN,,NaN,,,NaN,
756,NaN,108,40,70,100,69,NaN,153,NaN,13,83,NaN,-56
757,NaN,,,,,,NaN,,NaN,,,NaN,
758,NaN,107,40,70,100,69,NaN,153,NaN,13,81,NaN,-57
759,NaN,,,,,,NaN,,NaN,,,NaN,
760,NaN,107,40,70,100,69,NaN,153,NaN,13,83,NaN,-57
761,NaN,,,,,,NaN,,NaN,,,NaN,
762,NaN,108,40,69,100,68,NaN,155,NaN,13,83,NaN,-57
763,NaN,,,,,,NaN,,NaN,,,NaN,
764,NaN,108,40,69,100,69,NaN,153,NaN,13,84,NaN,-57
765,NaN,,,,,,NaN,,NaN,,,NaN,
766,NaN,108,40,69,100,68,NaN,155,NaN,13,84,NaN,-57
767,NaN,,,,,,NaN,,NaN,,,NaN,
768,NaN,108,40,69,100,69,NaN,154,NaN,13,83,NaN,-57
769,NaN,,,,,,NaN,,NaN,,,NaN,
770,NaN,108,40,69,100,69,NaN,154,NaN,13,84,NaN,-57
771,NaN,,,,,,NaN,,NaN,,,NaN,
772,NaN,107,40,69,100,69,NaN,153,NaN,13,82,NaN,-57
773,NaN,,,,,,NaN,,NaN,,,NaN,
774,NaN,107,40,70,100,69,NaN,151,NaN,13,83,NaN,-57
775,NaN,,,,,,NaN,,NaN,,,NaN,
776,NaN,106,40,70,100,69,NaN,152,NaN,13,81,NaN,-57
777,NaN,,,,,,NaN,,NaN,,,NaN,
778,NaN,106,40,69,100,69,NaN,150,NaN,13,81,NaN,-57
779,NaN,,,,,,NaN,,NaN,,,NaN,
780,NaN,106,40,69,100,68,NaN,151,NaN,13,81,NaN,-57
781,NaN,,,,,,NaN,,NaN,,,NaN,
782,NaN,105,40,69,100,68,NaN,149,NaN,13,80,NaN,-57
783,NaN,,,,,,NaN,,NaN,,,NaN,
784,NaN,105,40,68,100,68,NaN,150,NaN,13,81,NaN,-57
785,NaN,,,,,,NaN,,NaN,,,NaN,
786,NaN,104,39,68,100,67,NaN,148,NaN,13,80,NaN,-57
787,NaN,,,,,,NaN,,NaN,,,NaN,
788,NaN,104,39,68,100,67,NaN,147,NaN,13,81,NaN,-56
789,NaN,,,,,,NaN,,NaN,,,NaN,
790,NaN,104,39,68,100,67,NaN,149,NaN,13,80,NaN,-56
791,NaN,,,,,,NaN,,NaN,,,NaN,
792,NaN,103,39,68,100,67,NaN,147,NaN,13,81,NaN,-56
793,NaN,,,,,,NaN,,NaN,,,NaN,
794,NaN,104,39,68,100,67,NaN,149,NaN,13,80,NaN,-56
795,NaN,,,,,,NaN,,NaN,,,NaN,
796,NaN,103,39,68,100,67,NaN,147,NaN,13,80,NaN,-56
797,NaN,,,,,,NaN,,NaN,,,NaN,
798,NaN,104,39,68,100,67,NaN,148,NaN,13,81,NaN,-56
799,NaN,,,,,,NaN,,NaN,,,NaN,
800,NaN,103,39,68,100,67,NaN,147,NaN,13,80,NaN,-56
801,NaN,,,,,,NaN,,NaN,,,NaN,
802,NaN,104,39,68,100,68,NaN,148,NaN,13,81,NaN,-56
803,NaN,,,,,,NaN,,NaN,,,NaN,
804,NaN,103,39,68,100,68,NaN,148,NaN,13,80,NaN,-56
805,NaN,,,,,,NaN,,NaN,,,NaN,
806,NaN,103,39,68,100,68,NaN,147,NaN,13,80,NaN,-57
807,NaN,,,,,,NaN,,NaN,,,NaN,
808,NaN,103,39,68,100,68,NaN,147,NaN,13,80,NaN,-57
809,NaN,,,,,,NaN,,NaN,,,NaN,
810,NaN,102,39,68,100,68,NaN,145,NaN,13,79,NaN,-57
811,NaN,,,,,,NaN,,NaN,,,NaN,
812,NaN,102,39,68,100,67,NaN,147,NaN,13,80,NaN,-57
813,NaN,,,,,,NaN,,NaN,,,NaN,
814,NaN,101,39,67,100,67,NaN,145,NaN,13,78,NaN,-57
815,NaN,,,,,,NaN,,NaN,,,NaN,
816,NaN,101,39,67,100,67,NaN,145,NaN,13,79,NaN,-57
817,NaN,,,,,,NaN,,NaN,,,NaN,
818,NaN,100,39,67,100,66,NaN,145,NaN,13,78,NaN,-57
819,NaN,,,,,,NaN,,NaN,,,NaN,
820,NaN,100,39,67,100,67,NaN,143,NaN,13,79,NaN,-57
821,NaN,,,,,,NaN,,NaN,,,NaN,
822,NaN,101,39,67,100,66,NaN,145,NaN,13,79,NaN,-57
823,NaN,,,,,,NaN,,NaN,,,NaN,
824,NaN,100,38,67,100,67,NaN,143,NaN,13,79,NaN,-57
825,NaN,,,,,,NaN,,NaN,,,NaN,
826,NaN,101,38,67,100,66,NaN,146,NaN,13,79,NaN,-57
827,NaN,,,,,,NaN,,NaN,,,NaN,
828,NaN,100,38,67,100,67,NaN,144,NaN,13,79,NaN,-57
829,NaN,,,,,,NaN,,NaN,,,NaN,
830,NaN,101,38,67,100,67,NaN,144,NaN,13,79,NaN,-57
831,NaN,,,,,,NaN,,NaN,,,NaN,
