time,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/CVP,SNUADC/CVP,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/HR
11032,,NaN,,NaN,,NaN,,,,,,NaN,
11033,31,NaN,4,NaN,56,NaN,14,100,89,61,132,NaN,56
11034,,NaN,,NaN,,NaN,,,,,,NaN,
11035,31,NaN,4,NaN,56,NaN,14,100,89,61,132,NaN,56
11036,,NaN,,NaN,,NaN,,,,,,NaN,
11037,31,NaN,4,NaN,56,NaN,14,100,89,61,132,NaN,56
11038,,NaN,,NaN,,NaN,,,,,,NaN,
11039,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,55
11040,,NaN,,NaN,,NaN,,,,,,NaN,
11041,31,NaN,4,NaN,56,NaN,14,100,89,61,132,NaN,55
11042,,NaN,,NaN,,NaN,,,,,,NaN,
11043,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,55
11044,,NaN,,NaN,,NaN,,,,,,NaN,
11045,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,55
11046,,NaN,,NaN,,NaN,,,,,,NaN,
11047,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,56
11048,,NaN,,NaN,,NaN,,,,,,NaN,
11049,31,NaN,4,NaN,56,NaN,14,100,89,61,132,NaN,56
11050,,NaN,,NaN,,NaN,,,,,,NaN,
11051,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,55
11052,,NaN,,NaN,,NaN,,,,,,NaN,
11053,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,55
11054,,NaN,,NaN,,NaN,,,,,,NaN,
11055,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,55
11056,,NaN,,NaN,,NaN,,,,,,NaN,
11057,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,55
11058,,NaN,,NaN,,NaN,,,,,,NaN,
11059,31,NaN,4,NaN,56,NaN,14,100,89,61,132,NaN,55
11060,,NaN,,NaN,,NaN,,,,,,NaN,
11061,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,55
11062,,NaN,,NaN,,NaN,,,,,,NaN,
11063,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,55
11064,,NaN,,NaN,,NaN,,,,,,NaN,
11065,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,56
11066,,NaN,,NaN,,NaN,,,,,,NaN,
11067,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,56
11068,,NaN,,NaN,,NaN,,,,,,NaN,
11069,30,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,56
11070,,NaN,,NaN,,NaN,,,,,,NaN,
11071,30,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,56
11072,,NaN,,NaN,,NaN,,,,,,NaN,
11073,30,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,56
11074,,NaN,,NaN,,NaN,,,,,,NaN,
11075,31,NaN,4,NaN,56,NaN,14,100,89,61,132,NaN,56
11076,,NaN,,NaN,,NaN,,,,,,NaN,
11077,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,56
11078,,NaN,,NaN,,NaN,,,,,,NaN,
11079,31,NaN,4,NaN,56,NaN,14,100,90,61,132,NaN,56
11080,,NaN,,NaN,,NaN,,,,,,NaN,
11081,31,NaN,4,NaN,56,NaN,14,100,89,61,132,NaN,56
11082,,NaN,,NaN,,NaN,,,,,,NaN,
11083,31,NaN,4,NaN,56,NaN,14,100,89,61,131,NaN,56
11084,,NaN,,NaN,,NaN,,,,,,NaN,
11085,31,NaN,4,NaN,56,NaN,14,100,90,61,132,NaN,56
11086,,NaN,,NaN,,NaN,,,,,,NaN,
11087,31,NaN,4,NaN,56,NaN,14,100,90,61,132,NaN,56
11088,,NaN,,NaN,,NaN,,,,,,NaN,
11089,31,NaN,4,NaN,56,NaN,14,100,90,61,132,NaN,56
11090,,NaN,,NaN,,NaN,,,,,,NaN,
11091,31,NaN,4,NaN,56,NaN,14,100,90,62,132,NaN,55
11092,,NaN,,NaN,,NaN,,,,,,NaN,
11093,31,NaN,3,NaN,56,NaN,14,100,90,62,133,NaN,55
11094,,NaN,,NaN,,NaN,,,,,,NaN,
11095,31,NaN,3,NaN,56,NaN,14,100,90,62,132,NaN,55
11096,,NaN,,NaN,,NaN,,,,,,NaN,
11097,31,NaN,3,NaN,56,NaN,14,100,90,62,132,NaN,55
11098,,NaN,,NaN,,NaN,,,,,,NaN,
11099,31,NaN,3,NaN,56,NaN,14,100,90,62,132,NaN,55
11100,,NaN,,NaN,,NaN,,,,,,NaN,
11101,31,NaN,3,NaN,56,NaN,14,100,90,62,132,NaN,55
11102,,NaN,,NaN,,NaN,,,,,,NaN,
11103,31,NaN,3,NaN,56,NaN,14,100,89,62,131,NaN,55
11104,,NaN,,NaN,,NaN,,,,,,NaN,
11105,31,NaN,3,NaN,56,NaN,14,100,89,62,131,NaN,55
11106,,NaN,,NaN,,NaN,,,,,,NaN,
11107,31,NaN,3,NaN,56,NaN,14,100,89,62,131,NaN,55
11108,,NaN,,NaN,,NaN,,,,,,NaN,
11109,30,NaN,3,NaN,56,NaN,14,100,89,62,132,NaN,55
11110,,NaN,,NaN,,NaN,,,,,,NaN,
11111,30,NaN,3,NaN,56,NaN,14,100,89,62,132,NaN,55
11112,,NaN,,NaN,,NaN,,,,,,NaN,
11113,30,NaN,3,NaN,56,NaN,14,100,89,62,132,NaN,55
11114,,NaN,,NaN,,NaN,,,,,,NaN,
11115,30,NaN,4,NaN,56,NaN,14,100,89,62,132,NaN,56
11116,,NaN,,NaN,,NaN,,,,,,NaN,
11117,31,NaN,4,NaN,56,NaN,14,100,89,62,132,NaN,56
11118,,NaN,,NaN,,NaN,,,,,,NaN,
11119,31,NaN,4,NaN,56,NaN,14,100,90,62,132,NaN,56
11120,,NaN,,NaN,,NaN,,,,,,NaN,
11121,31,NaN,4,NaN,56,NaN,14,100,89,62,132,NaN,56
11122,,NaN,,NaN,,NaN,,,,,,NaN,
11123,30,NaN,4,NaN,56,NaN,14,100,90,62,132,NaN,56
11124,,NaN,,NaN,,NaN,,,,,,NaN,
11125,30,NaN,4,NaN,56,NaN,14,100,90,62,131,NaN,56
11126,,NaN,,NaN,,NaN,,,,,,NaN,
11127,30,NaN,4,NaN,56,NaN,14,100,90,62,131,NaN,56
11128,,NaN,,NaN,,NaN,,,,,,NaN,
11129,30,NaN,4,NaN,56,NaN,14,100,90,62,132,NaN,56
11130,,NaN,,NaN,,NaN,,,,,,NaN,
11131,30,NaN,4,NaN,56,NaN,14,100,90,63,132,NaN,55
11132,,NaN,,NaN,,NaN,,,,,,NaN,
11133,30,NaN,4,NaN,56,NaN,14,100,90,62,132,NaN,55
11134,,NaN,,NaN,,NaN,,,,,,NaN,
11135,30,NaN,4,NaN,56,NaN,14,100,90,63,133,NaN,55
11136,,NaN,,NaN,,NaN,,,,,,NaN,
11137,30,NaN,3,NaN,56,NaN,14,100,90,63,134,NaN,55
11138,,NaN,,NaN,,NaN,,,,,,NaN,
11139,30,NaN,3,NaN,56,NaN,14,100,90,63,134,NaN,55
11140,,NaN,,NaN,,NaN,,,,,,NaN,
11141,30,NaN,2,NaN,56,NaN,14,100,90,62,133,NaN,55
11142,,NaN,,NaN,,NaN,,,,,,NaN,
11143,30,NaN,2,NaN,56,NaN,14,100,89,62,132,NaN,55
11144,,NaN,,NaN,,NaN,,,,,,NaN,
11145,31,NaN,2,NaN,56,NaN,14,100,89,63,132,NaN,55
11146,,NaN,,NaN,,NaN,,,,,,NaN,
11147,31,NaN,2,NaN,56,NaN,14,100,89,62,132,NaN,55
11148,,NaN,,NaN,,NaN,,,,,,NaN,
11149,31,NaN,3,NaN,56,NaN,14,100,88,62,131,NaN,55
11150,,NaN,,NaN,,NaN,,,,,,NaN,
11151,31,NaN,3,NaN,56,NaN,14,100,89,62,132,NaN,55
11152,,NaN,,NaN,,NaN,,,,,,NaN,
11153,31,NaN,4,NaN,56,NaN,14,100,89,62,132,NaN,55
11154,,NaN,,NaN,,NaN,,,,,,NaN,
11155,31,NaN,4,NaN,56,NaN,14,100,89,62,132,NaN,55
11156,,NaN,,NaN,,NaN,,,,,,NaN,
11157,31,NaN,4,NaN,56,NaN,13,100,89,62,133,NaN,55
11158,,NaN,,NaN,,NaN,,,,,,NaN,
11159,31,NaN,4,NaN,56,NaN,13,100,89,62,132,NaN,55
11160,,NaN,,NaN,,NaN,,,,,,NaN,
11161,31,NaN,4,NaN,56,NaN,13,100,89,62,133,NaN,55
11162,,NaN,,NaN,,NaN,,,,,,NaN,
11163,31,NaN,4,NaN,56,NaN,13,100,89,62,132,NaN,55
11164,,NaN,,NaN,,NaN,,,,,,NaN,
11165,31,NaN,4,NaN,56,NaN,13,100,89,62,133,NaN,55
11166,,NaN,,NaN,,NaN,,,,,,NaN,
11167,31,NaN,4,NaN,56,NaN,13,100,89,62,133,NaN,55
11168,,NaN,,NaN,,NaN,,,,,,NaN,
11169,31,NaN,4,NaN,56,NaN,13,100,89,62,132,NaN,55
11170,,NaN,,NaN,,NaN,,,,,,NaN,
11171,31,NaN,4,NaN,56,NaN,12,100,90,63,133,NaN,55
11172,,NaN,,NaN,,NaN,,,,,,NaN,
11173,31,NaN,4,NaN,56,NaN,12,100,90,63,133,NaN,55
11174,,NaN,,NaN,,NaN,,,,,,NaN,
11175,31,NaN,4,NaN,56,NaN,12,100,90,63,132,NaN,55
11176,,NaN,,NaN,,NaN,,,,,,NaN,
11177,31,NaN,4,NaN,56,NaN,12,100,89,62,132,NaN,55
11178,,NaN,,NaN,,NaN,,,,,,NaN,
11179,31,NaN,4,NaN,56,NaN,12,100,89,62,131,NaN,56
11180,,NaN,,NaN,,NaN,,,,,,NaN,
11181,31,NaN,4,NaN,56,NaN,12,100,89,62,132,NaN,55
11182,,NaN,,NaN,,NaN,,,,,,NaN,
11183,31,NaN,4,NaN,56,NaN,12,100,89,62,131,NaN,55
11184,,NaN,,NaN,,NaN,,,,,,NaN,
11185,31,NaN,4,NaN,56,NaN,12,100,89,62,132,NaN,55
11186,,NaN,,NaN,,NaN,,,,,,NaN,
11187,31,NaN,4,NaN,56,NaN,12,100,89,62,132,NaN,55
11188,,NaN,,NaN,,NaN,,,,,,NaN,
11189,31,NaN,4,NaN,56,NaN,12,100,89,62,131,NaN,55
11190,,NaN,,NaN,,NaN,,,,,,NaN,
11191,31,NaN,4,NaN,56,NaN,12,100,89,62,131,NaN,55
11192,,NaN,,NaN,,NaN,,,,,,NaN,
11193,31,NaN,4,NaN,56,NaN,12,100,89,62,131,NaN,55
11194,,NaN,,NaN,,NaN,,,,,,NaN,
11195,31,NaN,4,NaN,56,NaN,12,100,89,62,132,NaN,55
11196,,NaN,,NaN,,NaN,,,,,,NaN,
11197,31,NaN,3,NaN,56,NaN,12,100,89,62,132,NaN,55
11198,,NaN,,NaN,,NaN,,,,,,NaN,
11199,31,NaN,3,NaN,56,NaN,12,100,88,62,131,NaN,55
11200,,NaN,,NaN,,NaN,,,,,,NaN,
11201,31,NaN,4,NaN,56,NaN,12,100,89,62,132,NaN,55
11202,,NaN,,NaN,,NaN,,,,,,NaN,
11203,31,NaN,4,NaN,56,NaN,12,100,89,62,132,NaN,55
11204,,NaN,,NaN,,NaN,,,,,,NaN,
11205,31,NaN,3,NaN,56,NaN,12,100,89,62,131,NaN,55
11206,,NaN,,NaN,,NaN,,,,,,NaN,
11207,31,NaN,3,NaN,56,NaN,12,100,89,62,132,NaN,55
11208,,NaN,,NaN,,NaN,,,,,,NaN,
11209,31,NaN,3,NaN,56,NaN,12,100,88,62,131,NaN,56
11210,,NaN,,NaN,,NaN,,,,,,NaN,
11211,31,NaN,3,NaN,56,NaN,12,100,88,62,131,NaN,55
11212,,NaN,,NaN,,NaN,,,,,,NaN,
11213,31,NaN,3,NaN,56,NaN,12,100,88,61,131,NaN,55
11214,,NaN,,NaN,,NaN,,,,,,NaN,
11215,31,NaN,3,NaN,56,NaN,12,100,88,62,130,NaN,55
11216,,NaN,,NaN,,NaN,,,,,,NaN,
11217,31,NaN,4,NaN,56,NaN,12,100,88,61,131,NaN,55
11218,,NaN,,NaN,,NaN,,,,,,NaN,
11219,31,NaN,4,NaN,56,NaN,12,100,88,61,130,NaN,55
11220,,NaN,,NaN,,NaN,,,,,,NaN,
11221,31,NaN,4,NaN,56,NaN,12,100,88,61,131,NaN,55
11222,,NaN,,NaN,,NaN,,,,,,NaN,
11223,31,NaN,4,NaN,56,NaN,12,100,87,61,130,NaN,55
11224,,NaN,,NaN,,NaN,,,,,,NaN,
11225,31,NaN,4,NaN,56,NaN,12,100,87,61,130,NaN,55
11226,,NaN,,NaN,,NaN,,,,,,NaN,
11227,31,NaN,4,NaN,56,NaN,12,100,88,60,130,NaN,55
11228,,NaN,,NaN,,NaN,,,,,,NaN,
11229,31,NaN,4,NaN,56,NaN,12,100,87,60,131,NaN,56
11230,,NaN,,NaN,,NaN,,,,,,NaN,
11231,31,NaN,4,NaN,56,NaN,12,100,88,60,131,NaN,55
11232,,NaN,,NaN,,NaN,,,,,,NaN,
11233,31,NaN,4,NaN,56,NaN,12,100,87,61,130,NaN,56
11234,,NaN,,NaN,,NaN,,,,,,NaN,
11235,31,NaN,4,NaN,56,NaN,12,100,88,62,130,NaN,55
11236,,NaN,,NaN,,NaN,,,,,,NaN,
11237,31,NaN,4,NaN,56,NaN,12,100,88,61,130,NaN,55
11238,,NaN,,NaN,,NaN,,,,,,NaN,
11239,31,NaN,4,NaN,56,NaN,12,100,88,61,130,NaN,55
11240,,NaN,,NaN,,NaN,,,,,,NaN,
11241,31,NaN,4,NaN,56,NaN,12,100,88,62,130,NaN,55
11242,,NaN,,NaN,,NaN,,,,,,NaN,
11243,31,NaN,4,NaN,56,NaN,12,100,88,61,130,NaN,56
11244,,NaN,,NaN,,NaN,,,,,,NaN,
11245,31,NaN,4,NaN,56,NaN,12,100,88,61,129,NaN,56
11246,,NaN,,NaN,,NaN,,,,,,NaN,
11247,31,NaN,4,NaN,56,NaN,12,100,88,61,129,NaN,56
11248,,NaN,,NaN,,NaN,,,,,,NaN,
11249,31,NaN,4,NaN,56,NaN,12,100,87,61,129,NaN,56
11250,,NaN,,NaN,,NaN,,,,,,NaN,
11251,31,NaN,4,NaN,56,NaN,12,100,88,61,129,NaN,55
11252,,NaN,,NaN,,NaN,,,,,,NaN,
11253,31,NaN,4,NaN,56,NaN,12,100,87,61,129,NaN,55
11254,,NaN,,NaN,,NaN,,,,,,NaN,
11255,31,NaN,4,NaN,56,NaN,12,100,87,61,131,NaN,55
11256,,NaN,,NaN,,NaN,,,,,,NaN,
11257,31,NaN,4,NaN,56,NaN,12,100,87,60,132,NaN,55
11258,,NaN,,NaN,,NaN,,,,,,NaN,
11259,31,NaN,4,NaN,56,NaN,12,100,87,60,132,NaN,55
11260,,NaN,,NaN,,NaN,,,,,,NaN,
11261,31,NaN,4,NaN,56,NaN,12,100,87,60,134,NaN,55
11262,,NaN,,NaN,,NaN,,,,,,NaN,
11263,31,NaN,4,NaN,56,NaN,12,100,87,60,135,NaN,55
11264,,NaN,,NaN,,NaN,,,,,,NaN,
11265,31,NaN,4,NaN,56,NaN,12,100,87,60,135,NaN,55
11266,,NaN,,NaN,,NaN,,,,,,NaN,
11267,31,NaN,4,NaN,56,NaN,12,100,88,60,136,NaN,55
11268,,NaN,,NaN,,NaN,,,,,,NaN,
11269,31,NaN,4,NaN,56,NaN,12,100,88,61,137,NaN,55
11270,,NaN,,NaN,,NaN,,,,,,NaN,
11271,31,NaN,4,NaN,56,NaN,12,100,89,61,138,NaN,55
11272,,NaN,,NaN,,NaN,,,,,,NaN,
11273,31,NaN,4,NaN,56,NaN,12,100,89,61,138,NaN,55
11274,,NaN,,NaN,,NaN,,,,,,NaN,
11275,31,NaN,4,NaN,56,NaN,12,100,90,62,139,NaN,55
11276,,NaN,,NaN,,NaN,,,,,,NaN,
11277,31,NaN,4,NaN,56,NaN,12,100,91,62,139,NaN,55
11278,,NaN,,NaN,,NaN,,,,,,NaN,
11279,31,NaN,4,NaN,56,NaN,12,100,91,62,139,NaN,55
11280,,NaN,,NaN,,NaN,,,,,,NaN,
11281,32,NaN,4,NaN,56,NaN,12,100,91,62,140,NaN,55
11282,,NaN,,NaN,,NaN,,,,,,NaN,
11283,32,NaN,4,NaN,56,NaN,12,100,91,62,139,NaN,55
11284,,NaN,,NaN,,NaN,,,,,,NaN,
11285,32,NaN,4,NaN,56,NaN,12,100,91,62,138,NaN,55
11286,,NaN,,NaN,,NaN,,,,,,NaN,
11287,32,NaN,4,NaN,56,NaN,12,100,91,62,139,NaN,55
11288,,NaN,,NaN,,NaN,,,,,,NaN,
11289,32,NaN,4,NaN,56,NaN,12,100,90,62,137,NaN,55
11290,,NaN,,NaN,,NaN,,,,,,NaN,
11291,32,NaN,4,NaN,55,NaN,12,100,90,62,138,NaN,55
11292,,NaN,,NaN,,NaN,,,,,,NaN,
11293,32,NaN,4,NaN,55,NaN,12,100,90,61,137,NaN,55
11294,,NaN,,NaN,,NaN,,,,,,NaN,
11295,32,NaN,4,NaN,55,NaN,12,100,90,61,137,NaN,55
11296,,NaN,,NaN,,NaN,,,,,,NaN,
11297,32,NaN,4,NaN,55,NaN,12,100,90,61,137,NaN,55
11298,,NaN,,NaN,,NaN,,,,,,NaN,
11299,32,NaN,4,NaN,55,NaN,12,100,89,61,136,NaN,55
11300,,NaN,,NaN,,NaN,,,,,,NaN,
11301,32,NaN,4,NaN,55,NaN,12,100,89,61,137,NaN,55
11302,,NaN,,NaN,,NaN,,,,,,NaN,
11303,31,NaN,3,NaN,56,NaN,12,100,89,61,136,NaN,55
11304,,NaN,,NaN,,NaN,,,,,,NaN,
11305,31,NaN,3,NaN,56,NaN,12,100,89,61,136,NaN,55
11306,,NaN,,NaN,,NaN,,,,,,NaN,
11307,31,NaN,3,NaN,56,NaN,12,100,89,61,135,NaN,55
11308,,NaN,,NaN,,NaN,,,,,,NaN,
11309,31,NaN,3,NaN,56,NaN,12,100,88,61,135,NaN,55
11310,,NaN,,NaN,,NaN,,,,,,NaN,
11311,32,NaN,3,NaN,56,NaN,12,100,88,61,135,NaN,55
11312,,NaN,,NaN,,NaN,,,,,,NaN,
11313,32,NaN,4,NaN,56,NaN,12,100,89,61,135,NaN,55
11314,,NaN,,NaN,,NaN,,,,,,NaN,
11315,32,NaN,4,NaN,56,NaN,12,100,89,62,135,NaN,55
11316,,NaN,,NaN,,NaN,,,,,,NaN,
11317,32,NaN,4,NaN,56,NaN,12,100,89,61,136,NaN,55
11318,,NaN,,NaN,,NaN,,,,,,NaN,
11319,32,NaN,4,NaN,56,NaN,12,100,89,61,135,NaN,55
11320,,NaN,,NaN,,NaN,,,,,,NaN,
11321,32,NaN,4,NaN,56,NaN,12,100,89,61,136,NaN,55
11322,,NaN,,NaN,,NaN,,,,,,NaN,
11323,32,NaN,4,NaN,56,NaN,12,100,89,62,135,NaN,55
11324,,NaN,,NaN,,NaN,,,,,,NaN,
11325,32,NaN,4,NaN,56,NaN,12,100,90,62,135,NaN,55
11326,,NaN,,NaN,,NaN,,,,,,NaN,
11327,32,NaN,4,NaN,56,NaN,12,100,90,62,136,NaN,55
11328,,NaN,,NaN,,NaN,,,,,,NaN,
11329,32,NaN,4,NaN,56,NaN,12,100,90,62,136,NaN,55
11330,,NaN,,NaN,,NaN,,,,,,NaN,
11331,32,NaN,4,NaN,56,NaN,12,100,90,62,136,NaN,55
11332,,NaN,,NaN,,NaN,,,,,,NaN,
11333,32,NaN,4,NaN,56,NaN,12,100,90,62,136,NaN,55
11334,,NaN,,NaN,,NaN,,,,,,NaN,
11335,32,NaN,4,NaN,56,NaN,12,100,90,62,135,NaN,55
11336,,NaN,,NaN,,NaN,,,,,,NaN,
11337,32,NaN,4,NaN,56,NaN,12,100,90,61,135,NaN,55
11338,,NaN,,NaN,,NaN,,,,,,NaN,
11339,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11340,,NaN,,NaN,,NaN,,,,,,NaN,
11341,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11342,,NaN,,NaN,,NaN,,,,,,NaN,
11343,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11344,,NaN,,NaN,,NaN,,,,,,NaN,
11345,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11346,,NaN,,NaN,,NaN,,,,,,NaN,
11347,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11348,,NaN,,NaN,,NaN,,,,,,NaN,
11349,32,NaN,4,NaN,56,NaN,12,100,88,61,133,NaN,55
11350,,NaN,,NaN,,NaN,,,,,,NaN,
11351,32,NaN,4,NaN,56,NaN,12,100,88,61,133,NaN,55
11352,,NaN,,NaN,,NaN,,,,,,NaN,
11353,32,NaN,4,NaN,56,NaN,12,100,88,61,133,NaN,55
11354,,NaN,,NaN,,NaN,,,,,,NaN,
11355,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11356,,NaN,,NaN,,NaN,,,,,,NaN,
11357,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11358,,NaN,,NaN,,NaN,,,,,,NaN,
11359,32,NaN,4,NaN,56,NaN,12,100,89,62,133,NaN,55
11360,,NaN,,NaN,,NaN,,,,,,NaN,
11361,32,NaN,4,NaN,56,NaN,12,100,89,62,134,NaN,55
11362,,NaN,,NaN,,NaN,,,,,,NaN,
11363,32,NaN,4,NaN,56,NaN,12,100,89,62,134,NaN,55
11364,,NaN,,NaN,,NaN,,,,,,NaN,
11365,32,NaN,4,NaN,56,NaN,12,100,89,62,134,NaN,55
11366,,NaN,,NaN,,NaN,,,,,,NaN,
11367,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11368,,NaN,,NaN,,NaN,,,,,,NaN,
11369,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11370,,NaN,,NaN,,NaN,,,,,,NaN,
11371,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11372,,NaN,,NaN,,NaN,,,,,,NaN,
11373,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11374,,NaN,,NaN,,NaN,,,,,,NaN,
11375,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11376,,NaN,,NaN,,NaN,,,,,,NaN,
11377,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11378,,NaN,,NaN,,NaN,,,,,,NaN,
11379,32,NaN,4,NaN,56,NaN,12,100,89,62,134,NaN,55
11380,,NaN,,NaN,,NaN,,,,,,NaN,
11381,32,NaN,4,NaN,56,NaN,12,100,89,62,134,NaN,55
11382,,NaN,,NaN,,NaN,,,,,,NaN,
11383,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11384,,NaN,,NaN,,NaN,,,,,,NaN,
11385,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11386,,NaN,,NaN,,NaN,,,,,,NaN,
11387,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11388,,NaN,,NaN,,NaN,,,,,,NaN,
11389,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11390,,NaN,,NaN,,NaN,,,,,,NaN,
11391,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11392,,NaN,,NaN,,NaN,,,,,,NaN,
11393,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11394,,NaN,,NaN,,NaN,,,,,,NaN,
11395,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11396,,NaN,,NaN,,NaN,,,,,,NaN,
11397,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11398,,NaN,,NaN,,NaN,,,,,,NaN,
11399,32,NaN,5,NaN,56,NaN,12,100,89,61,133,NaN,55
11400,,NaN,,NaN,,NaN,,,,,,NaN,
11401,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11402,,NaN,,NaN,,NaN,,,,,,NaN,
11403,32,NaN,4,NaN,56,NaN,12,100,88,61,133,NaN,55
11404,,NaN,,NaN,,NaN,,,,,,NaN,
11405,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11406,,NaN,,NaN,,NaN,,,,,,NaN,
11407,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11408,,NaN,,NaN,,NaN,,,,,,NaN,
11409,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11410,,NaN,,NaN,,NaN,,,,,,NaN,
11411,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,55
11412,,NaN,,NaN,,NaN,,,,,,NaN,
11413,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11414,,NaN,,NaN,,NaN,,,,,,NaN,
11415,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11416,,NaN,,NaN,,NaN,,,,,,NaN,
11417,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11418,,NaN,,NaN,,NaN,,,,,,NaN,
11419,32,NaN,4,NaN,56,NaN,12,100,89,61,132,NaN,55
11420,,NaN,,NaN,,NaN,,,,,,NaN,
11421,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11422,,NaN,,NaN,,NaN,,,,,,NaN,
11423,32,NaN,4,NaN,56,NaN,12,100,89,61,132,NaN,55
11424,,NaN,,NaN,,NaN,,,,,,NaN,
11425,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,55
11426,,NaN,,NaN,,NaN,,,,,,NaN,
11427,32,NaN,4,NaN,56,NaN,12,100,88,60,132,NaN,55
11428,,NaN,,NaN,,NaN,,,,,,NaN,
11429,32,NaN,4,NaN,56,NaN,12,100,88,60,131,NaN,55
11430,,NaN,,NaN,,NaN,,,,,,NaN,
11431,32,NaN,4,NaN,56,NaN,12,100,88,60,132,NaN,55
11432,,NaN,,NaN,,NaN,,,,,,NaN,
11433,32,NaN,4,NaN,56,NaN,12,100,87,60,130,NaN,55
11434,,NaN,,NaN,,NaN,,,,,,NaN,
11435,32,NaN,4,NaN,56,NaN,12,100,88,60,131,NaN,55
11436,,NaN,,NaN,,NaN,,,,,,NaN,
11437,32,NaN,4,NaN,56,NaN,12,100,88,60,131,NaN,55
11438,,NaN,,NaN,,NaN,,,,,,NaN,
11439,32,NaN,4,NaN,56,NaN,12,100,87,60,130,NaN,55
11440,,NaN,,NaN,,NaN,,,,,,NaN,
11441,32,NaN,4,NaN,56,NaN,12,100,88,60,131,NaN,55
11442,,NaN,,NaN,,NaN,,,,,,NaN,
11443,32,NaN,4,NaN,56,NaN,12,100,88,60,131,NaN,56
11444,,NaN,,NaN,,NaN,,,,,,NaN,
11445,32,NaN,4,NaN,56,NaN,12,100,88,61,131,NaN,56
11446,,NaN,,NaN,,NaN,,,,,,NaN,
11447,32,NaN,4,NaN,56,NaN,12,100,88,61,131,NaN,55
11448,,NaN,,NaN,,NaN,,,,,,NaN,
11449,32,NaN,4,NaN,56,NaN,12,100,88,61,131,NaN,55
11450,,NaN,,NaN,,NaN,,,,,,NaN,
11451,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,56
11452,,NaN,,NaN,,NaN,,,,,,NaN,
11453,32,NaN,4,NaN,56,NaN,12,100,88,61,131,NaN,56
11454,,NaN,,NaN,,NaN,,,,,,NaN,
11455,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,56
11456,,NaN,,NaN,,NaN,,,,,,NaN,
