time,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/CVP,SNUADC/CVP,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/HR
11457,32,NaN,5,NaN,56,NaN,12,100,89,61,132,NaN,56
11458,,NaN,,NaN,,NaN,,,,,,NaN,
11459,32,NaN,5,NaN,56,NaN,12,100,88,61,131,NaN,56
11460,,NaN,,NaN,,NaN,,,,,,NaN,
11461,32,NaN,4,NaN,56,NaN,12,100,89,61,132,NaN,56
11462,,NaN,,NaN,,NaN,,,,,,NaN,
11463,32,NaN,4,NaN,56,NaN,12,100,89,61,132,NaN,56
11464,,NaN,,NaN,,NaN,,,,,,NaN,
11465,32,NaN,4,NaN,56,NaN,12,100,89,62,133,NaN,56
11466,,NaN,,NaN,,NaN,,,,,,NaN,
11467,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,56
11468,,NaN,,NaN,,NaN,,,,,,NaN,
11469,32,NaN,4,NaN,56,NaN,12,100,89,61,132,NaN,56
11470,,NaN,,NaN,,NaN,,,,,,NaN,
11471,32,NaN,4,NaN,56,NaN,12,100,89,62,133,NaN,55
11472,,NaN,,NaN,,NaN,,,,,,NaN,
11473,32,NaN,3,NaN,56,NaN,12,100,89,61,133,NaN,55
11474,,NaN,,NaN,,NaN,,,,,,NaN,
11475,32,NaN,3,NaN,56,NaN,12,100,89,61,132,NaN,55
11476,,NaN,,NaN,,NaN,,,,,,NaN,
11477,32,NaN,3,NaN,56,NaN,12,100,89,61,132,NaN,56
11478,,NaN,,NaN,,NaN,,,,,,NaN,
11479,32,NaN,3,NaN,56,NaN,12,100,88,61,132,NaN,56
11480,,NaN,,NaN,,NaN,,,,,,NaN,
11481,32,NaN,3,NaN,56,NaN,12,100,88,61,132,NaN,56
11482,,NaN,,NaN,,NaN,,,,,,NaN,
11483,32,NaN,3,NaN,56,NaN,12,100,88,61,132,NaN,56
11484,,NaN,,NaN,,NaN,,,,,,NaN,
11485,32,NaN,3,NaN,56,NaN,12,100,88,61,131,NaN,55
11486,,NaN,,NaN,,NaN,,,,,,NaN,
11487,32,NaN,3,NaN,56,NaN,12,100,88,60,131,NaN,55
11488,,NaN,,NaN,,NaN,,,,,,NaN,
11489,32,NaN,3,NaN,56,NaN,12,100,87,60,131,NaN,55
11490,,NaN,,NaN,,NaN,,,,,,NaN,
11491,32,NaN,4,NaN,56,NaN,12,100,88,60,131,NaN,55
11492,,NaN,,NaN,,NaN,,,,,,NaN,
11493,32,NaN,4,NaN,56,NaN,12,100,87,60,131,NaN,56
11494,,NaN,,NaN,,NaN,,,,,,NaN,
11495,32,NaN,4,NaN,56,NaN,12,100,88,60,131,NaN,56
11496,,NaN,,NaN,,NaN,,,,,,NaN,
11497,32,NaN,4,NaN,56,NaN,12,100,88,60,132,NaN,55
11498,,NaN,,NaN,,NaN,,,,,,NaN,
11499,32,NaN,4,NaN,56,NaN,12,100,88,61,131,NaN,55
11500,,NaN,,NaN,,NaN,,,,,,NaN,
11501,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,55
11502,,NaN,,NaN,,NaN,,,,,,NaN,
11503,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,55
11504,,NaN,,NaN,,NaN,,,,,,NaN,
11505,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11506,,NaN,,NaN,,NaN,,,,,,NaN,
11507,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11508,,NaN,,NaN,,NaN,,,,,,NaN,
11509,32,NaN,4,NaN,56,NaN,12,100,89,62,133,NaN,55
11510,,NaN,,NaN,,NaN,,,,,,NaN,
11511,32,NaN,4,NaN,56,NaN,12,100,89,62,134,NaN,55
11512,,NaN,,NaN,,NaN,,,,,,NaN,
11513,32,NaN,4,NaN,56,NaN,12,100,89,62,134,NaN,55
11514,,NaN,,NaN,,NaN,,,,,,NaN,
11515,32,NaN,4,NaN,56,NaN,12,100,89,62,134,NaN,55
11516,,NaN,,NaN,,NaN,,,,,,NaN,
11517,32,NaN,4,NaN,56,NaN,12,100,89,62,134,NaN,55
11518,,NaN,,NaN,,NaN,,,,,,NaN,
11519,32,NaN,3,NaN,56,NaN,12,100,90,63,134,NaN,55
11520,,NaN,,NaN,,NaN,,,,,,NaN,
11521,32,NaN,2,NaN,56,NaN,12,100,90,63,134,NaN,55
11522,,NaN,,NaN,,NaN,,,,,,NaN,
11523,32,NaN,2,NaN,56,NaN,12,100,88,62,133,NaN,55
11524,,NaN,,NaN,,NaN,,,,,,NaN,
11525,32,NaN,2,NaN,56,NaN,12,100,88,62,133,NaN,55
11526,,NaN,,NaN,,NaN,,,,,,NaN,
11527,32,NaN,2,NaN,56,NaN,12,100,87,61,132,NaN,55
11528,,NaN,,NaN,,NaN,,,,,,NaN,
11529,32,NaN,3,NaN,56,NaN,12,100,86,60,130,NaN,55
11530,,NaN,,NaN,,NaN,,,,,,NaN,
11531,32,NaN,3,NaN,56,NaN,12,100,86,60,131,NaN,55
11532,,NaN,,NaN,,NaN,,,,,,NaN,
11533,32,NaN,3,NaN,56,NaN,12,100,86,60,130,NaN,55
11534,,NaN,,NaN,,NaN,,,,,,NaN,
11535,32,NaN,3,NaN,56,NaN,12,100,86,60,130,NaN,55
11536,,NaN,,NaN,,NaN,,,,,,NaN,
11537,32,NaN,3,NaN,56,NaN,12,100,86,60,130,NaN,56
11538,,NaN,,NaN,,NaN,,,,,,NaN,
11539,32,NaN,3,NaN,56,NaN,12,100,86,60,130,NaN,56
11540,,NaN,,NaN,,NaN,,,,,,NaN,
11541,32,NaN,3,NaN,56,NaN,12,100,86,60,130,NaN,56
11542,,NaN,,NaN,,NaN,,,,,,NaN,
11543,31,NaN,3,NaN,56,NaN,12,100,86,60,130,NaN,56
11544,,NaN,,NaN,,NaN,,,,,,NaN,
11545,31,NaN,3,NaN,56,NaN,12,100,86,61,131,NaN,55
11546,,NaN,,NaN,,NaN,,,,,,NaN,
11547,31,NaN,3,NaN,56,NaN,12,100,87,60,131,NaN,55
11548,,NaN,,NaN,,NaN,,,,,,NaN,
11549,31,NaN,3,NaN,56,NaN,12,100,86,60,130,NaN,55
11550,,NaN,,NaN,,NaN,,,,,,NaN,
11551,32,NaN,4,NaN,56,NaN,12,100,87,61,132,NaN,55
11552,,NaN,,NaN,,NaN,,,,,,NaN,
11553,32,NaN,4,NaN,56,NaN,12,100,87,61,131,NaN,55
11554,,NaN,,NaN,,NaN,,,,,,NaN,
11555,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,55
11556,,NaN,,NaN,,NaN,,,,,,NaN,
11557,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,55
11558,,NaN,,NaN,,NaN,,,,,,NaN,
11559,32,NaN,4,NaN,56,NaN,12,100,88,61,131,NaN,55
11560,,NaN,,NaN,,NaN,,,,,,NaN,
11561,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,55
11562,,NaN,,NaN,,NaN,,,,,,NaN,
11563,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,55
11564,,NaN,,NaN,,NaN,,,,,,NaN,
11565,32,NaN,4,NaN,56,NaN,12,100,89,62,133,NaN,55
11566,,NaN,,NaN,,NaN,,,,,,NaN,
11567,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11568,,NaN,,NaN,,NaN,,,,,,NaN,
11569,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11570,,NaN,,NaN,,NaN,,,,,,NaN,
11571,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,55
11572,,NaN,,NaN,,NaN,,,,,,NaN,
11573,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,55
11574,,NaN,,NaN,,NaN,,,,,,NaN,
11575,32,NaN,4,NaN,56,NaN,12,100,88,61,131,NaN,55
11576,,NaN,,NaN,,NaN,,,,,,NaN,
11577,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,55
11578,,NaN,,NaN,,NaN,,,,,,NaN,
11579,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,56
11580,,NaN,,NaN,,NaN,,,,,,NaN,
11581,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,56
11582,,NaN,,NaN,,NaN,,,,,,NaN,
11583,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,56
11584,,NaN,,NaN,,NaN,,,,,,NaN,
11585,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,55
11586,,NaN,,NaN,,NaN,,,,,,NaN,
11587,32,NaN,4,NaN,56,NaN,12,100,88,60,132,NaN,55
11588,,NaN,,NaN,,NaN,,,,,,NaN,
11589,32,NaN,4,NaN,56,NaN,12,100,87,60,130,NaN,55
11590,,NaN,,NaN,,NaN,,,,,,NaN,
11591,32,NaN,4,NaN,56,NaN,12,100,87,60,131,NaN,55
11592,,NaN,,NaN,,NaN,,,,,,NaN,
11593,32,NaN,5,NaN,56,NaN,12,100,87,60,131,NaN,55
11594,,NaN,,NaN,,NaN,,,,,,NaN,
11595,32,NaN,5,NaN,56,NaN,12,100,87,60,131,NaN,55
11596,,NaN,,NaN,,NaN,,,,,,NaN,
11597,32,NaN,4,NaN,56,NaN,12,100,87,59,131,NaN,55
11598,,NaN,,NaN,,NaN,,,,,,NaN,
11599,32,NaN,4,NaN,56,NaN,12,100,87,59,130,NaN,56
11600,,NaN,,NaN,,NaN,,,,,,NaN,
11601,32,NaN,4,NaN,56,NaN,12,100,87,60,131,NaN,56
11602,,NaN,,NaN,,NaN,,,,,,NaN,
11603,32,NaN,4,NaN,56,NaN,12,100,87,60,131,NaN,56
11604,,NaN,,NaN,,NaN,,,,,,NaN,
11605,32,NaN,4,NaN,56,NaN,12,100,88,60,131,NaN,55
11606,,NaN,,NaN,,NaN,,,,,,NaN,
11607,32,NaN,4,NaN,56,NaN,12,100,88,60,131,NaN,55
11608,,NaN,,NaN,,NaN,,,,,,NaN,
11609,32,NaN,4,NaN,56,NaN,12,100,88,60,130,NaN,55
11610,,NaN,,NaN,,NaN,,,,,,NaN,
11611,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,55
11612,,NaN,,NaN,,NaN,,,,,,NaN,
11613,32,NaN,4,NaN,56,NaN,12,100,88,60,131,NaN,56
11614,,NaN,,NaN,,NaN,,,,,,NaN,
11615,32,NaN,4,NaN,56,NaN,12,100,88,60,131,NaN,55
11616,,NaN,,NaN,,NaN,,,,,,NaN,
11617,32,NaN,4,NaN,56,NaN,12,100,88,61,132,NaN,56
11618,,NaN,,NaN,,NaN,,,,,,NaN,
11619,32,NaN,4,NaN,56,NaN,12,100,89,61,131,NaN,56
11620,,NaN,,NaN,,NaN,,,,,,NaN,
11621,32,NaN,4,NaN,56,NaN,12,100,89,61,132,NaN,56
11622,,NaN,,NaN,,NaN,,,,,,NaN,
11623,32,NaN,4,NaN,56,NaN,12,100,89,61,132,NaN,56
11624,,NaN,,NaN,,NaN,,,,,,NaN,
11625,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,56
11626,,NaN,,NaN,,NaN,,,,,,NaN,
11627,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,56
11628,,NaN,,NaN,,NaN,,,,,,NaN,
11629,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,56
11630,,NaN,,NaN,,NaN,,,,,,NaN,
11631,33,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,56
11632,,NaN,,NaN,,NaN,,,,,,NaN,
11633,33,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,56
11634,,NaN,,NaN,,NaN,,,,,,NaN,
11635,33,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11636,,NaN,,NaN,,NaN,,,,,,NaN,
11637,33,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,55
11638,,NaN,,NaN,,NaN,,,,,,NaN,
11639,32,NaN,5,NaN,56,NaN,12,100,89,61,133,NaN,56
11640,,NaN,,NaN,,NaN,,,,,,NaN,
11641,32,NaN,5,NaN,56,NaN,12,100,89,61,134,NaN,56
11642,,NaN,,NaN,,NaN,,,,,,NaN,
11643,32,NaN,5,NaN,56,NaN,12,100,89,60,134,NaN,56
11644,,NaN,,NaN,,NaN,,,,,,NaN,
11645,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,56
11646,,NaN,,NaN,,NaN,,,,,,NaN,
11647,33,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,56
11648,,NaN,,NaN,,NaN,,,,,,NaN,
11649,33,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,56
11650,,NaN,,NaN,,NaN,,,,,,NaN,
11651,33,NaN,4,NaN,57,NaN,12,100,89,61,134,NaN,56
11652,,NaN,,NaN,,NaN,,,,,,NaN,
11653,32,NaN,4,NaN,56,NaN,12,100,89,60,134,NaN,56
11654,,NaN,,NaN,,NaN,,,,,,NaN,
11655,32,NaN,4,NaN,56,NaN,12,100,89,60,134,NaN,56
11656,,NaN,,NaN,,NaN,,,,,,NaN,
11657,32,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,56
11658,,NaN,,NaN,,NaN,,,,,,NaN,
11659,32,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,56
11660,,NaN,,NaN,,NaN,,,,,,NaN,
11661,33,NaN,4,NaN,56,NaN,12,100,89,60,133,NaN,56
11662,,NaN,,NaN,,NaN,,,,,,NaN,
11663,33,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,56
11664,,NaN,,NaN,,NaN,,,,,,NaN,
11665,33,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,56
11666,,NaN,,NaN,,NaN,,,,,,NaN,
11667,33,NaN,4,NaN,57,NaN,12,100,89,61,133,NaN,56
11668,,NaN,,NaN,,NaN,,,,,,NaN,
11669,33,NaN,4,NaN,56,NaN,12,100,89,60,133,NaN,56
11670,,NaN,,NaN,,NaN,,,,,,NaN,
11671,33,NaN,4,NaN,57,NaN,12,100,89,61,133,NaN,56
11672,,NaN,,NaN,,NaN,,,,,,NaN,
11673,33,NaN,4,NaN,56,NaN,12,100,89,61,133,NaN,56
11674,,NaN,,NaN,,NaN,,,,,,NaN,
11675,33,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,56
11676,,NaN,,NaN,,NaN,,,,,,NaN,
11677,33,NaN,4,NaN,57,NaN,12,100,89,60,134,NaN,56
11678,,NaN,,NaN,,NaN,,,,,,NaN,
11679,33,NaN,4,NaN,56,NaN,12,100,89,60,133,NaN,56
11680,,NaN,,NaN,,NaN,,,,,,NaN,
11681,33,NaN,4,NaN,56,NaN,12,100,89,61,134,NaN,56
11682,,NaN,,NaN,,NaN,,,,,,NaN,
11683,33,NaN,5,NaN,56,NaN,12,100,90,61,134,NaN,56
11684,,NaN,,NaN,,NaN,,,,,,NaN,
11685,33,NaN,5,NaN,56,NaN,12,100,90,61,134,NaN,56
11686,,NaN,,NaN,,NaN,,,,,,NaN,
11687,33,NaN,5,NaN,57,NaN,12,100,90,61,135,NaN,56
11688,,NaN,,NaN,,NaN,,,,,,NaN,
11689,33,NaN,5,NaN,57,NaN,12,100,90,61,135,NaN,56
11690,,NaN,,NaN,,NaN,,,,,,NaN,
11691,33,NaN,5,NaN,57,NaN,12,100,90,61,135,NaN,56
11692,,NaN,,NaN,,NaN,,,,,,NaN,
11693,33,NaN,5,NaN,57,NaN,12,100,90,61,134,NaN,56
11694,,NaN,,NaN,,NaN,,,,,,NaN,
11695,33,NaN,4,NaN,57,NaN,12,100,90,61,135,NaN,56
11696,,NaN,,NaN,,NaN,,,,,,NaN,
11697,33,NaN,4,NaN,57,NaN,12,100,90,61,135,NaN,56
11698,,NaN,,NaN,,NaN,,,,,,NaN,
11699,33,NaN,5,NaN,57,NaN,12,100,89,61,134,NaN,56
11700,,NaN,,NaN,,NaN,,,,,,NaN,
11701,33,NaN,5,NaN,57,NaN,12,100,90,61,135,NaN,56
11702,,NaN,,NaN,,NaN,,,,,,NaN,
11703,32,NaN,4,NaN,57,NaN,12,100,90,61,135,NaN,56
11704,,NaN,,NaN,,NaN,,,,,,NaN,
11705,32,NaN,4,NaN,57,NaN,12,100,90,61,135,NaN,56
11706,,NaN,,NaN,,NaN,,,,,,NaN,
11707,32,NaN,5,NaN,57,NaN,12,100,90,61,136,NaN,56
11708,,NaN,,NaN,,NaN,,,,,,NaN,
11709,33,NaN,5,NaN,57,NaN,12,100,90,62,136,NaN,56
11710,,NaN,,NaN,,NaN,,,,,,NaN,
11711,33,NaN,5,NaN,57,NaN,12,100,91,62,137,NaN,56
11712,,NaN,,NaN,,NaN,,,,,,NaN,
11713,33,NaN,5,NaN,57,NaN,12,100,91,62,136,NaN,56
11714,,NaN,,NaN,,NaN,,,,,,NaN,
11715,33,NaN,5,NaN,57,NaN,12,100,91,62,136,NaN,56
11716,,NaN,,NaN,,NaN,,,,,,NaN,
11717,33,NaN,5,NaN,57,NaN,12,100,91,62,137,NaN,56
11718,,NaN,,NaN,,NaN,,,,,,NaN,
11719,33,NaN,5,NaN,57,NaN,12,100,91,62,136,NaN,56
11720,,NaN,,NaN,,NaN,,,,,,NaN,
11721,33,NaN,5,NaN,57,NaN,12,100,91,62,137,NaN,56
11722,,NaN,,NaN,,NaN,,,,,,NaN,
11723,33,NaN,5,NaN,57,NaN,12,100,91,62,136,NaN,57
11724,,NaN,,NaN,,NaN,,,,,,NaN,
11725,33,NaN,5,NaN,57,NaN,12,100,91,62,136,NaN,57
11726,,NaN,,NaN,,NaN,,,,,,NaN,
11727,33,NaN,5,NaN,57,NaN,12,100,91,62,135,NaN,56
11728,,NaN,,NaN,,NaN,,,,,,NaN,
11729,33,NaN,4,NaN,57,NaN,12,100,90,62,135,NaN,57
11730,,NaN,,NaN,,NaN,,,,,,NaN,
11731,33,NaN,4,NaN,57,NaN,12,100,90,62,135,NaN,56
11732,,NaN,,NaN,,NaN,,,,,,NaN,
11733,33,NaN,5,NaN,57,NaN,12,100,90,62,135,NaN,57
11734,,NaN,,NaN,,NaN,,,,,,NaN,
11735,33,NaN,5,NaN,57,NaN,12,100,90,62,135,NaN,57
11736,,NaN,,NaN,,NaN,,,,,,NaN,
11737,33,NaN,5,NaN,57,NaN,12,100,90,61,135,NaN,57
11738,,NaN,,NaN,,NaN,,,,,,NaN,
11739,33,NaN,5,NaN,57,NaN,12,100,90,61,135,NaN,57
11740,,NaN,,NaN,,NaN,,,,,,NaN,
11741,33,NaN,5,NaN,57,NaN,12,100,90,61,134,NaN,57
11742,,NaN,,NaN,,NaN,,,,,,NaN,
11743,33,NaN,4,NaN,57,NaN,12,100,89,61,134,NaN,57
11744,,NaN,,NaN,,NaN,,,,,,NaN,
11745,33,NaN,4,NaN,57,NaN,12,100,89,61,134,NaN,57
11746,,NaN,,NaN,,NaN,,,,,,NaN,
11747,33,NaN,4,NaN,57,NaN,12,100,89,60,134,NaN,57
11748,,NaN,,NaN,,NaN,,,,,,NaN,
11749,33,NaN,4,NaN,57,NaN,12,100,89,61,134,NaN,57
11750,,NaN,,NaN,,NaN,,,,,,NaN,
11751,33,NaN,4,NaN,57,NaN,12,100,90,61,135,NaN,57
11752,,NaN,,NaN,,NaN,,,,,,NaN,
11753,32,NaN,4,NaN,57,NaN,12,100,90,61,135,NaN,57
11754,,NaN,,NaN,,NaN,,,,,,NaN,
11755,32,NaN,4,NaN,57,NaN,12,100,90,61,136,NaN,57
11756,,NaN,,NaN,,NaN,,,,,,NaN,
11757,32,NaN,4,NaN,57,NaN,12,100,90,61,136,NaN,57
11758,,NaN,,NaN,,NaN,,,,,,NaN,
11759,33,NaN,4,NaN,57,NaN,12,100,91,61,137,NaN,57
11760,,NaN,,NaN,,NaN,,,,,,NaN,
11761,33,NaN,4,NaN,57,NaN,12,100,91,62,138,NaN,57
11762,,NaN,,NaN,,NaN,,,,,,NaN,
11763,33,NaN,4,NaN,57,NaN,12,100,91,61,137,NaN,57
11764,,NaN,,NaN,,NaN,,,,,,NaN,
11765,33,NaN,4,NaN,57,NaN,12,100,91,62,137,NaN,57
11766,,NaN,,NaN,,NaN,,,,,,NaN,
11767,33,NaN,4,NaN,57,NaN,12,100,91,62,138,NaN,57
11768,,NaN,,NaN,,NaN,,,,,,NaN,
11769,33,NaN,4,NaN,57,NaN,12,100,91,62,138,NaN,57
11770,,NaN,,NaN,,NaN,,,,,,NaN,
11771,33,NaN,4,NaN,57,NaN,12,100,91,61,138,NaN,57
11772,,NaN,,NaN,,NaN,,,,,,NaN,
11773,33,NaN,4,NaN,57,NaN,12,100,91,61,138,NaN,57
11774,,NaN,,NaN,,NaN,,,,,,NaN,
11775,33,NaN,4,NaN,57,NaN,12,100,90,60,136,NaN,57
11776,,NaN,,NaN,,NaN,,,,,,NaN,
11777,33,NaN,4,NaN,57,NaN,12,100,90,60,136,NaN,57
11778,,NaN,,NaN,,NaN,,,,,,NaN,
11779,33,NaN,4,NaN,57,NaN,12,100,90,60,136,NaN,57
11780,,NaN,,NaN,,NaN,,,,,,NaN,
11781,33,NaN,4,NaN,57,NaN,12,100,89,60,136,NaN,57
11782,,NaN,,NaN,,NaN,,,,,,NaN,
11783,33,NaN,4,NaN,57,NaN,12,100,89,60,135,NaN,57
11784,,NaN,,NaN,,NaN,,,,,,NaN,
11785,33,NaN,4,NaN,57,NaN,12,100,89,60,135,NaN,57
11786,,NaN,,NaN,,NaN,,,,,,NaN,
11787,33,NaN,4,NaN,57,NaN,12,100,89,60,135,NaN,57
11788,,NaN,,NaN,,NaN,,,,,,NaN,
11789,33,NaN,4,NaN,57,NaN,12,100,89,60,135,NaN,57
11790,,NaN,,NaN,,NaN,,,,,,NaN,
11791,33,NaN,4,NaN,57,NaN,12,100,90,61,136,NaN,57
11792,,NaN,,NaN,,NaN,,,,,,NaN,
11793,33,NaN,4,NaN,57,NaN,12,100,90,61,136,NaN,57
11794,,NaN,,NaN,,NaN,,,,,,NaN,
11795,33,NaN,4,NaN,57,NaN,12,100,91,61,137,NaN,57
11796,,NaN,,NaN,,NaN,,,,,,NaN,
11797,33,NaN,4,NaN,57,NaN,12,100,90,61,136,NaN,57
11798,,NaN,,NaN,,NaN,,,,,,NaN,
11799,33,NaN,4,NaN,57,NaN,12,100,90,61,136,NaN,57
11800,,NaN,,NaN,,NaN,,,,,,NaN,
11801,33,NaN,4,NaN,58,NaN,12,100,90,61,136,NaN,57
11802,,NaN,,NaN,,NaN,,,,,,NaN,
11803,33,NaN,4,NaN,58,NaN,12,100,90,60,135,NaN,57
11804,,NaN,,NaN,,NaN,,,,,,NaN,
11805,33,NaN,4,NaN,58,NaN,12,100,90,61,135,NaN,57
11806,,NaN,,NaN,,NaN,,,,,,NaN,
11807,33,NaN,4,NaN,58,NaN,12,100,90,61,136,NaN,57
11808,,NaN,,NaN,,NaN,,,,,,NaN,
11809,33,NaN,4,NaN,58,NaN,12,100,89,60,134,NaN,57
11810,,NaN,,NaN,,NaN,,,,,,NaN,
11811,33,NaN,4,NaN,58,NaN,12,100,90,61,135,NaN,57
11812,,NaN,,NaN,,NaN,,,,,,NaN,
11813,33,NaN,4,NaN,58,NaN,12,100,90,61,135,NaN,57
11814,,NaN,,NaN,,NaN,,,,,,NaN,
11815,33,NaN,4,NaN,58,NaN,12,100,90,62,136,NaN,57
11816,,NaN,,NaN,,NaN,,,,,,NaN,
11817,33,NaN,4,NaN,58,NaN,12,100,91,62,137,NaN,57
11818,,NaN,,NaN,,NaN,,,,,,NaN,
11819,33,NaN,4,NaN,58,NaN,12,100,91,62,137,NaN,58
11820,,NaN,,NaN,,NaN,,,,,,NaN,
11821,33,NaN,4,NaN,58,NaN,12,100,91,62,138,NaN,58
11822,,NaN,,NaN,,NaN,,,,,,NaN,
11823,33,NaN,4,NaN,58,NaN,12,100,91,62,138,NaN,58
11824,,NaN,,NaN,,NaN,,,,,,NaN,
11825,33,NaN,4,NaN,58,NaN,12,100,91,61,137,NaN,58
11826,,NaN,,NaN,,NaN,,,,,,NaN,
11827,33,NaN,4,NaN,59,NaN,12,100,91,61,137,NaN,58
11828,,NaN,,NaN,,NaN,,,,,,NaN,
11829,33,NaN,4,NaN,59,NaN,12,100,91,61,136,NaN,58
11830,,NaN,,NaN,,NaN,,,,,,NaN,
11831,33,NaN,4,NaN,59,NaN,12,100,91,62,138,NaN,58
11832,,NaN,,NaN,,NaN,,,,,,NaN,
11833,33,NaN,4,NaN,59,NaN,12,100,91,62,137,NaN,58
11834,,NaN,,NaN,,NaN,,,,,,NaN,
11835,33,NaN,4,NaN,59,NaN,12,100,91,62,138,NaN,58
11836,,NaN,,NaN,,NaN,,,,,,NaN,
11837,33,NaN,4,NaN,59,NaN,12,100,91,61,138,NaN,58
11838,,NaN,,NaN,,NaN,,,,,,NaN,
11839,33,NaN,4,NaN,59,NaN,12,100,91,61,138,NaN,58
11840,,NaN,,NaN,,NaN,,,,,,NaN,
11841,33,NaN,4,NaN,59,NaN,12,100,91,61,136,NaN,58
11842,,NaN,,NaN,,NaN,,,,,,NaN,
11843,33,NaN,4,NaN,59,NaN,12,100,91,61,137,NaN,58
11844,,NaN,,NaN,,NaN,,,,,,NaN,
11845,33,NaN,4,NaN,59,NaN,12,100,91,61,137,NaN,58
11846,,NaN,,NaN,,NaN,,,,,,NaN,
11847,33,NaN,4,NaN,58,NaN,12,100,90,61,136,NaN,58
11848,,NaN,,NaN,,NaN,,,,,,NaN,
11849,33,NaN,4,NaN,58,NaN,12,100,90,61,136,NaN,58
11850,,NaN,,NaN,,NaN,,,,,,NaN,
11851,33,NaN,4,NaN,58,NaN,12,100,90,61,136,NaN,58
11852,,NaN,,NaN,,NaN,,,,,,NaN,
11853,33,NaN,4,NaN,58,NaN,12,100,90,61,135,NaN,58
11854,,NaN,,NaN,,NaN,,,,,,NaN,
11855,33,NaN,4,NaN,58,NaN,12,100,90,61,136,NaN,58
11856,,NaN,,NaN,,NaN,,,,,,NaN,
11857,33,NaN,4,NaN,58,NaN,12,100,90,61,136,NaN,58
11858,,NaN,,NaN,,NaN,,,,,,NaN,
11859,33,NaN,4,NaN,58,NaN,12,100,90,61,135,NaN,57
11860,,NaN,,NaN,,NaN,,,,,,NaN,
11861,33,NaN,4,NaN,58,NaN,12,100,91,61,136,NaN,57
11862,,NaN,,NaN,,NaN,,,,,,NaN,
11863,33,NaN,4,NaN,58,NaN,12,100,91,61,136,NaN,57
11864,,NaN,,NaN,,NaN,,,,,,NaN,
11865,33,NaN,4,NaN,58,NaN,12,100,91,62,136,NaN,57
11866,,NaN,,NaN,,NaN,,,,,,NaN,
11867,33,NaN,4,NaN,58,NaN,12,100,91,61,136,NaN,57
11868,,NaN,,NaN,,NaN,,,,,,NaN,
11869,33,NaN,4,NaN,58,NaN,12,100,91,61,136,NaN,58
11870,,NaN,,NaN,,NaN,,,,,,NaN,
11871,33,NaN,4,NaN,58,NaN,12,100,91,61,136,NaN,58
11872,,NaN,,NaN,,NaN,,,,,,NaN,
11873,33,NaN,4,NaN,58,NaN,12,100,91,61,135,NaN,58
11874,,NaN,,NaN,,NaN,,,,,,NaN,
11875,33,NaN,4,NaN,58,NaN,12,100,91,61,135,NaN,58
11876,,NaN,,NaN,,NaN,,,,,,NaN,
11877,33,NaN,4,NaN,58,NaN,12,100,90,61,135,NaN,58
11878,,NaN,,NaN,,NaN,,,,,,NaN,
11879,33,NaN,4,NaN,58,NaN,12,100,90,61,134,NaN,58
11880,,NaN,,NaN,,NaN,,,,,,NaN,
11881,33,NaN,4,NaN,58,NaN,12,100,90,61,135,NaN,58
