time,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/ETCO2,Solar8000/HR,SNUADC/ECG_II,Solar8000/PLETH_SPO2
10081,,,,,NaN,,NaN,,NaN,,,NaN,
10082,97,15,10,,NaN,,NaN,209,NaN,37,96,NaN,100
10083,,,,,NaN,,NaN,,NaN,,,NaN,
10084,98,15,10,,NaN,,NaN,209,NaN,37,96,NaN,100
10085,,,,,NaN,,NaN,,NaN,,,NaN,
10086,110,15,10,214,NaN,199,NaN,206,NaN,37,107,NaN,100
10087,,,,,NaN,,NaN,,NaN,,,NaN,
10088,111,15,10,212,NaN,70,NaN,186,NaN,37,106,NaN,100
10089,,,,,NaN,,NaN,,NaN,,,NaN,
10090,103,15,10,212,NaN,70,NaN,186,NaN,37,100,NaN,100
10091,,,,,NaN,,NaN,,NaN,,,NaN,
10092,100,15,10,141,NaN,65,NaN,129,NaN,37,90,NaN,100
10093,,,,,NaN,,NaN,,NaN,,,NaN,
10094,93,15,10,130,NaN,69,NaN,103,NaN,37,84,NaN,100
10095,,,,,NaN,,NaN,,NaN,,,NaN,
10096,91,15,10,133,NaN,64,NaN,95,NaN,37,91,NaN,100
10097,,,,,NaN,,NaN,,NaN,,,NaN,
10098,96,15,10,130,NaN,61,NaN,89,NaN,37,96,NaN,100
10099,,,,,NaN,,NaN,,NaN,,,NaN,
10100,101,15,10,127,NaN,62,NaN,87,NaN,37,100,NaN,100
10101,,,,,NaN,,NaN,,NaN,,,NaN,
10102,104,15,10,124,NaN,64,NaN,85,NaN,37,97,NaN,100
10103,,,,,NaN,,NaN,,NaN,,,NaN,
10104,99,15,10,127,NaN,70,NaN,89,NaN,37,96,NaN,100
10105,,,,,NaN,,NaN,,NaN,,,NaN,
10106,101,15,10,130,NaN,68,NaN,89,NaN,37,101,NaN,100
10107,,,,,NaN,,NaN,,NaN,,,NaN,
10108,98,15,10,129,NaN,68,NaN,88,NaN,37,107,NaN,100
10109,,,,,NaN,,NaN,,NaN,,,NaN,
10110,101,15,10,134,NaN,62,NaN,86,NaN,37,99,NaN,100
10111,,,,,NaN,,NaN,,NaN,,,NaN,
10112,103,15,10,129,NaN,65,NaN,86,NaN,37,96,NaN,100
10113,,,,,NaN,,NaN,,NaN,,,NaN,
10114,100,15,10,126,NaN,56,NaN,81,NaN,37,85,NaN,100
10115,,,,,NaN,,NaN,,NaN,,,NaN,
10116,96,15,10,125,NaN,62,NaN,83,NaN,37,89,NaN,100
10117,,,,,NaN,,NaN,,NaN,,,NaN,
10118,90,15,10,129,NaN,68,NaN,88,NaN,37,83,NaN,100
10119,,,,,NaN,,NaN,,NaN,,,NaN,
10120,90,15,10,135,NaN,70,NaN,91,NaN,37,92,NaN,100
10121,,,,,NaN,,NaN,,NaN,,,NaN,
10122,105,15,10,135,NaN,69,NaN,92,NaN,37,110,NaN,100
10123,,,,,NaN,,NaN,,NaN,,,NaN,
10124,114,15,10,138,NaN,58,NaN,87,NaN,37,115,NaN,100
10125,,,,,NaN,,NaN,,NaN,,,NaN,
10126,113,15,10,122,NaN,64,NaN,86,NaN,37,105,NaN,100
10127,,,,,NaN,,NaN,,NaN,,,NaN,
10128,104,15,10,119,NaN,56,NaN,80,NaN,37,89,NaN,100
10129,,,,,NaN,,NaN,,NaN,,,NaN,
10130,99,15,11,118,NaN,56,NaN,79,NaN,37,81,NaN,100
10131,,,,,NaN,,NaN,,NaN,,,NaN,
10132,95,15,11,121,NaN,61,NaN,81,NaN,37,87,NaN,100
10133,,,,,NaN,,NaN,,NaN,,,NaN,
10134,91,15,10,120,NaN,57,NaN,80,NaN,37,88,NaN,100
10135,,,,,NaN,,NaN,,NaN,,,NaN,
10136,85,15,10,122,NaN,66,NaN,84,NaN,37,89,NaN,100
10137,,,,,NaN,,NaN,,NaN,,,NaN,
10138,92,15,10,118,NaN,60,NaN,82,NaN,37,86,NaN,100
10139,,,,,NaN,,NaN,,NaN,,,NaN,
10140,95,15,10,119,NaN,65,NaN,83,NaN,37,98,NaN,100
10141,,,,,NaN,,NaN,,NaN,,,NaN,
10142,101,15,10,125,NaN,61,NaN,83,NaN,37,99,NaN,100
10143,,,,,NaN,,NaN,,NaN,,,NaN,
10144,100,15,10,118,NaN,65,NaN,83,NaN,37,99,NaN,100
10145,,,,,NaN,,NaN,,NaN,,,NaN,
10146,99,15,10,123,NaN,57,NaN,80,NaN,37,93,NaN,100
10147,,,,,NaN,,NaN,,NaN,,,NaN,
10148,101,15,10,121,NaN,66,NaN,84,NaN,37,97,NaN,100
10149,,,,,NaN,,NaN,,NaN,,,NaN,
10150,98,15,10,115,NaN,58,NaN,79,NaN,37,96,NaN,100
10151,,,,,NaN,,NaN,,NaN,,,NaN,
10152,89,15,10,120,NaN,61,NaN,81,NaN,37,95,NaN,100
10153,,,,,NaN,,NaN,,NaN,,,NaN,
10154,89,15,10,124,NaN,64,NaN,83,NaN,37,98,NaN,100
10155,,,,,NaN,,NaN,,NaN,,,NaN,
10156,84,15,10,128,NaN,58,NaN,83,NaN,37,100,NaN,100
10157,,,,,NaN,,NaN,,NaN,,,NaN,
10158,88,15,10,122,NaN,53,NaN,79,NaN,37,96,NaN,100
10159,,,,,NaN,,NaN,,NaN,,,NaN,
10160,86,15,10,118,NaN,57,NaN,78,NaN,37,92,NaN,100
10161,,,,,NaN,,NaN,,NaN,,,NaN,
10162,82,15,10,116,NaN,60,NaN,79,NaN,37,81,NaN,100
10163,,,,,NaN,,NaN,,NaN,,,NaN,
10164,82,15,10,121,NaN,64,NaN,83,NaN,37,76,NaN,100
10165,,,,,NaN,,NaN,,NaN,,,NaN,
10166,83,15,10,121,NaN,58,NaN,80,NaN,37,91,NaN,100
10167,,,,,NaN,,NaN,,NaN,,,NaN,
10168,83,15,10,120,NaN,54,NaN,78,NaN,37,89,NaN,100
10169,,,,,NaN,,NaN,,NaN,,,NaN,
10170,85,15,10,115,NaN,58,NaN,79,NaN,37,87,NaN,100
10171,,,,,NaN,,NaN,,NaN,,,NaN,
10172,87,15,10,121,NaN,66,NaN,83,NaN,37,85,NaN,100
10173,,,,,NaN,,NaN,,NaN,,,NaN,
10174,92,15,10,123,NaN,67,NaN,85,NaN,37,104,NaN,100
10175,,,,,NaN,,NaN,,NaN,,,NaN,
10176,93,15,10,129,NaN,64,NaN,85,NaN,37,107,NaN,100
10177,,,,,NaN,,NaN,,NaN,,,NaN,
10178,105,15,10,122,NaN,59,NaN,82,NaN,37,104,NaN,100
10179,,,,,NaN,,NaN,,NaN,,,NaN,
10180,110,15,10,120,NaN,55,NaN,79,NaN,37,99,NaN,100
10181,,,,,NaN,,NaN,,NaN,,,NaN,
10182,105,15,11,117,NaN,59,NaN,79,NaN,37,93,NaN,100
10183,,,,,NaN,,NaN,,NaN,,,NaN,
10184,103,15,11,119,NaN,64,NaN,82,NaN,37,89,NaN,100
10185,,,,,NaN,,NaN,,NaN,,,NaN,
10186,98,15,10,112,NaN,55,NaN,76,NaN,37,93,NaN,100
10187,,,,,NaN,,NaN,,NaN,,,NaN,
10188,97,15,10,114,NaN,61,NaN,78,NaN,37,100,NaN,100
10189,,,,,NaN,,NaN,,NaN,,,NaN,
10190,88,15,10,116,NaN,61,NaN,79,NaN,37,87,NaN,100
10191,,,,,NaN,,NaN,,NaN,,,NaN,
10192,88,15,10,118,NaN,59,NaN,78,NaN,37,87,NaN,100
10193,,,,,NaN,,NaN,,NaN,,,NaN,
10194,85,15,10,116,NaN,60,NaN,79,NaN,37,87,NaN,100
10195,,,,,NaN,,NaN,,NaN,,,NaN,
10196,84,15,10,121,NaN,60,NaN,81,NaN,37,90,NaN,100
10197,,,,,NaN,,NaN,,NaN,,,NaN,
10198,83,15,9,121,NaN,55,NaN,79,NaN,37,94,NaN,100
10199,,,,,NaN,,NaN,,NaN,,,NaN,
10200,86,15,9,120,NaN,63,NaN,82,NaN,37,97,NaN,100
10201,,,,,NaN,,NaN,,NaN,,,NaN,
10202,91,15,9,125,NaN,58,NaN,81,NaN,37,89,NaN,100
10203,,,,,NaN,,NaN,,NaN,,,NaN,
10204,91,15,9,126,NaN,68,NaN,86,NaN,37,87,NaN,100
10205,,,,,NaN,,NaN,,NaN,,,NaN,
10206,99,15,9,136,NaN,66,NaN,88,NaN,37,98,NaN,100
10207,,,,,NaN,,NaN,,NaN,,,NaN,
10208,103,15,8,134,NaN,71,NaN,91,NaN,37,101,NaN,100
10209,,,,,NaN,,NaN,,NaN,,,NaN,
10210,108,15,8,133,NaN,63,NaN,88,NaN,37,110,NaN,100
10211,,,,,NaN,,NaN,,NaN,,,NaN,
10212,117,15,10,132,NaN,69,NaN,90,NaN,36,116,NaN,100
10213,,,,,NaN,,NaN,,NaN,,,NaN,
10214,113,15,10,122,NaN,65,NaN,85,NaN,36,107,NaN,100
10215,,,,,NaN,,NaN,,NaN,,,NaN,
10216,106,15,10,130,NaN,66,NaN,87,NaN,36,98,NaN,100
10217,,,,,NaN,,NaN,,NaN,,,NaN,
10218,107,15,10,134,NaN,68,NaN,90,NaN,37,106,NaN,100
10219,,,,,NaN,,NaN,,NaN,,,NaN,
10220,110,15,10,133,NaN,66,NaN,89,NaN,37,111,NaN,100
10221,,,,,NaN,,NaN,,NaN,,,NaN,
10222,112,15,10,123,NaN,63,NaN,85,NaN,37,110,NaN,100
10223,,,,,NaN,,NaN,,NaN,,,NaN,
10224,112,15,10,121,NaN,65,NaN,85,NaN,37,99,NaN,100
10225,,,,,NaN,,NaN,,NaN,,,NaN,
10226,109,15,10,118,NaN,63,NaN,82,NaN,37,90,NaN,100
10227,,,,,NaN,,NaN,,NaN,,,NaN,
10228,111,15,10,122,NaN,63,NaN,82,NaN,37,99,NaN,100
10229,,,,,NaN,,NaN,,NaN,,,NaN,
10230,109,15,10,121,NaN,61,NaN,82,NaN,37,97,NaN,100
10231,,,,,NaN,,NaN,,NaN,,,NaN,
10232,111,15,10,126,NaN,67,NaN,86,NaN,37,111,NaN,100
10233,,,,,NaN,,NaN,,NaN,,,NaN,
10234,112,15,10,123,NaN,65,NaN,85,NaN,37,102,NaN,100
10235,,,,,NaN,,NaN,,NaN,,,NaN,
10236,113,15,10,126,NaN,62,NaN,84,NaN,37,110,NaN,100
10237,,,,,NaN,,NaN,,NaN,,,NaN,
10238,105,15,10,117,NaN,63,NaN,82,NaN,37,109,NaN,100
10239,,,,,NaN,,NaN,,NaN,,,NaN,
10240,104,15,10,120,NaN,62,NaN,82,NaN,37,92,NaN,100
10241,,,,,NaN,,NaN,,NaN,,,NaN,
10242,97,15,10,122,NaN,65,NaN,85,NaN,37,89,NaN,100
10243,,,,,NaN,,NaN,,NaN,,,NaN,
10244,96,15,10,126,NaN,65,NaN,86,NaN,37,105,NaN,100
10245,,,,,NaN,,NaN,,NaN,,,NaN,
10246,106,15,10,124,NaN,58,NaN,83,NaN,37,111,NaN,100
10247,,,,,NaN,,NaN,,NaN,,,NaN,
10248,107,15,10,121,NaN,65,NaN,84,NaN,37,104,NaN,100
10249,,,,,NaN,,NaN,,NaN,,,NaN,
10250,107,15,10,121,NaN,64,NaN,84,NaN,37,96,NaN,100
10251,,,,,NaN,,NaN,,NaN,,,NaN,
10252,113,15,10,123,NaN,65,NaN,85,NaN,37,103,NaN,100
10253,,,,,NaN,,NaN,,NaN,,,NaN,
10254,109,15,10,121,NaN,66,NaN,86,NaN,37,105,NaN,100
10255,,,,,NaN,,NaN,,NaN,,,NaN,
10256,119,15,10,128,NaN,58,NaN,83,NaN,37,108,NaN,100
10257,,,,,NaN,,NaN,,NaN,,,NaN,
10258,114,15,10,114,NaN,62,NaN,82,NaN,37,111,NaN,100
10259,,,,,NaN,,NaN,,NaN,,,NaN,
10260,108,15,10,116,NaN,56,NaN,78,NaN,37,98,NaN,100
10261,,,,,NaN,,NaN,,NaN,,,NaN,
10262,114,15,10,115,NaN,53,NaN,76,NaN,37,96,NaN,100
10263,,,,,NaN,,NaN,,NaN,,,NaN,
10264,102,15,10,114,NaN,56,NaN,76,NaN,37,94,NaN,100
10265,,,,,NaN,,NaN,,NaN,,,NaN,
10266,92,15,10,114,NaN,58,NaN,77,NaN,37,90,NaN,100
10267,,,,,NaN,,NaN,,NaN,,,NaN,
10268,91,15,10,115,NaN,56,NaN,77,NaN,37,83,NaN,100
10269,,,,,NaN,,NaN,,NaN,,,NaN,
10270,87,15,10,117,NaN,56,NaN,77,NaN,37,94,NaN,100
10271,,,,,NaN,,NaN,,NaN,,,NaN,
10272,82,15,10,119,NaN,60,NaN,79,NaN,37,91,NaN,100
10273,,,,,NaN,,NaN,,NaN,,,NaN,
10274,81,15,10,113,NaN,62,NaN,79,NaN,37,91,NaN,100
10275,,,,,NaN,,NaN,,NaN,,,NaN,
10276,82,15,10,117,NaN,59,NaN,79,NaN,37,86,NaN,100
10277,,,,,NaN,,NaN,,NaN,,,NaN,
10278,78,15,10,118,NaN,53,NaN,77,NaN,37,93,NaN,100
10279,,,,,NaN,,NaN,,NaN,,,NaN,
10280,82,15,10,113,NaN,54,NaN,74,NaN,37,95,NaN,100
10281,,,,,NaN,,NaN,,NaN,,,NaN,
10282,81,15,10,110,NaN,61,NaN,77,NaN,37,82,NaN,100
10283,,,,,NaN,,NaN,,NaN,,,NaN,
10284,87,15,10,113,NaN,63,NaN,80,NaN,37,84,NaN,100
10285,,,,,NaN,,NaN,,NaN,,,NaN,
10286,105,15,10,122,NaN,61,NaN,81,NaN,37,95,NaN,100
10287,,,,,NaN,,NaN,,NaN,,,NaN,
10288,114,15,9,124,NaN,62,NaN,83,NaN,37,115,NaN,100
10289,,,,,NaN,,NaN,,NaN,,,NaN,
10290,115,15,9,123,NaN,62,NaN,83,NaN,37,116,NaN,100
10291,,,,,NaN,,NaN,,NaN,,,NaN,
10292,109,15,9,122,NaN,58,NaN,82,NaN,37,106,NaN,100
10293,,,,,NaN,,NaN,,NaN,,,NaN,
10294,106,15,9,120,NaN,58,NaN,80,NaN,37,105,NaN,100
10295,,,,,NaN,,NaN,,NaN,,,NaN,
10296,109,15,9,120,NaN,57,NaN,80,NaN,37,102,NaN,100
10297,,,,,NaN,,NaN,,NaN,,,NaN,
10298,108,15,9,113,NaN,51,NaN,75,NaN,37,100,NaN,100
10299,,,,,NaN,,NaN,,NaN,,,NaN,
10300,103,15,9,111,NaN,60,NaN,77,NaN,37,87,NaN,100
10301,,,,,NaN,,NaN,,NaN,,,NaN,
10302,103,15,10,114,NaN,56,NaN,77,NaN,37,83,NaN,100
10303,,,,,NaN,,NaN,,NaN,,,NaN,
10304,104,15,10,114,NaN,51,NaN,74,NaN,37,93,NaN,100
10305,,,,,NaN,,NaN,,NaN,,,NaN,
10306,101,15,10,109,NaN,57,NaN,75,NaN,37,98,NaN,100
10307,,,,,NaN,,NaN,,NaN,,,NaN,
10308,97,15,10,109,NaN,56,NaN,74,NaN,37,90,NaN,100
10309,,,,,NaN,,NaN,,NaN,,,NaN,
10310,99,15,10,106,NaN,59,NaN,75,NaN,37,81,NaN,100
10311,,,,,NaN,,NaN,,NaN,,,NaN,
10312,110,15,10,117,NaN,58,NaN,76,NaN,37,101,NaN,100
10313,,,,,NaN,,NaN,,NaN,,,NaN,
10314,107,15,9,115,NaN,63,NaN,79,NaN,37,97,NaN,100
10315,,,,,NaN,,NaN,,NaN,,,NaN,
10316,118,15,9,115,NaN,62,NaN,80,NaN,37,108,NaN,100
10317,,,,,NaN,,NaN,,NaN,,,NaN,
10318,122,15,9,121,NaN,61,NaN,81,NaN,36,122,NaN,100
10319,,,,,NaN,,NaN,,NaN,,,NaN,
10320,116,15,9,122,NaN,54,NaN,78,NaN,36,115,NaN,100
10321,,,,,NaN,,NaN,,NaN,,,NaN,
10322,111,15,9,112,NaN,59,NaN,77,NaN,36,102,NaN,100
10323,,,,,NaN,,NaN,,NaN,,,NaN,
10324,106,15,9,116,NaN,54,NaN,76,NaN,37,86,NaN,100
10325,,,,,NaN,,NaN,,NaN,,,NaN,
10326,104,15,9,116,NaN,61,NaN,79,NaN,37,90,NaN,100
10327,,,,,NaN,,NaN,,NaN,,,NaN,
10328,99,15,9,116,NaN,62,NaN,80,NaN,37,102,NaN,100
10329,,,,,NaN,,NaN,,NaN,,,NaN,
10330,102,15,9,120,NaN,53,NaN,76,NaN,37,101,NaN,100
10331,,,,,NaN,,NaN,,NaN,,,NaN,
10332,108,15,9,117,NaN,56,NaN,77,NaN,37,110,NaN,100
10333,,,,,NaN,,NaN,,NaN,,,NaN,
10334,109,15,9,117,NaN,55,NaN,77,NaN,37,106,NaN,100
10335,,,,,NaN,,NaN,,NaN,,,NaN,
10336,105,15,9,116,NaN,56,NaN,77,NaN,37,91,NaN,100
10337,,,,,NaN,,NaN,,NaN,,,NaN,
10338,100,15,9,113,NaN,53,NaN,75,NaN,37,93,NaN,100
10339,,,,,NaN,,NaN,,NaN,,,NaN,
10340,94,15,9,116,NaN,55,NaN,75,NaN,37,95,NaN,100
10341,,,,,NaN,,NaN,,NaN,,,NaN,
10342,93,15,9,113,NaN,56,NaN,75,NaN,37,93,NaN,100
10343,,,,,NaN,,NaN,,NaN,,,NaN,
10344,95,15,9,114,NaN,60,NaN,77,NaN,37,86,NaN,100
10345,,,,,NaN,,NaN,,NaN,,,NaN,
10346,107,15,9,118,NaN,54,NaN,77,NaN,37,85,NaN,100
10347,,,,,NaN,,NaN,,NaN,,,NaN,
10348,107,15,9,119,NaN,56,NaN,78,NaN,37,97,NaN,100
10349,,,,,NaN,,NaN,,NaN,,,NaN,
10350,108,15,9,115,NaN,58,NaN,77,NaN,37,96,NaN,100
10351,,,,,NaN,,NaN,,NaN,,,NaN,
10352,108,15,9,123,NaN,59,NaN,80,NaN,37,89,NaN,100
10353,,,,,NaN,,NaN,,NaN,,,NaN,
10354,106,15,9,121,NaN,65,NaN,83,NaN,37,97,NaN,100
10355,,,,,NaN,,NaN,,NaN,,,NaN,
10356,108,15,9,120,NaN,58,NaN,81,NaN,37,109,NaN,100
10357,,,,,NaN,,NaN,,NaN,,,NaN,
10358,112,15,9,116,NaN,62,NaN,80,NaN,37,115,NaN,100
10359,,,,,NaN,,NaN,,NaN,,,NaN,
10360,107,15,9,110,NaN,61,NaN,79,NaN,37,104,NaN,100
10361,,,,,NaN,,NaN,,NaN,,,NaN,
10362,108,15,9,123,NaN,65,NaN,83,NaN,37,98,NaN,100
10363,,,,,NaN,,NaN,,NaN,,,NaN,
10364,101,15,9,124,NaN,59,NaN,80,NaN,37,119,NaN,100
10365,,,,,NaN,,NaN,,NaN,,,NaN,
10366,101,15,9,117,NaN,51,NaN,75,NaN,37,116,NaN,100
10367,,,,,NaN,,NaN,,NaN,,,NaN,
10368,101,15,9,116,NaN,60,NaN,78,NaN,37,106,NaN,100
10369,,,,,NaN,,NaN,,NaN,,,NaN,
10370,98,15,9,116,NaN,59,NaN,78,NaN,37,91,NaN,100
10371,,,,,NaN,,NaN,,NaN,,,NaN,
10372,98,15,9,113,NaN,57,NaN,77,NaN,37,89,NaN,100
10373,,,,,NaN,,NaN,,NaN,,,NaN,
10374,97,15,9,119,NaN,61,NaN,79,NaN,37,99,NaN,100
10375,,,,,NaN,,NaN,,NaN,,,NaN,
10376,96,15,9,118,NaN,54,NaN,77,NaN,37,100,NaN,100
10377,,,,,NaN,,NaN,,NaN,,,NaN,
10378,97,15,10,115,NaN,60,NaN,78,NaN,37,105,NaN,100
10379,,,,,NaN,,NaN,,NaN,,,NaN,
10380,97,15,10,121,NaN,59,NaN,79,NaN,37,96,NaN,100
10381,,,,,NaN,,NaN,,NaN,,,NaN,
10382,101,15,9,113,NaN,60,NaN,78,NaN,37,93,NaN,100
10383,,,,,NaN,,NaN,,NaN,,,NaN,
10384,98,15,9,120,NaN,60,NaN,80,NaN,37,98,NaN,100
10385,,,,,NaN,,NaN,,NaN,,,NaN,
10386,108,15,9,117,NaN,57,NaN,78,NaN,37,101,NaN,100
10387,,,,,NaN,,NaN,,NaN,,,NaN,
10388,100,15,9,120,NaN,55,NaN,78,NaN,37,110,NaN,100
10389,,,,,NaN,,NaN,,NaN,,,NaN,
10390,100,15,10,115,NaN,54,NaN,76,NaN,37,101,NaN,100
10391,,,,,NaN,,NaN,,NaN,,,NaN,
10392,100,15,10,117,NaN,58,NaN,77,NaN,37,93,NaN,100
10393,,,,,NaN,,NaN,,NaN,,,NaN,
10394,90,15,10,116,NaN,61,NaN,79,NaN,37,89,NaN,100
10395,,,,,NaN,,NaN,,NaN,,,NaN,
10396,79,15,9,116,NaN,53,NaN,74,NaN,37,92,NaN,100
10397,,,,,NaN,,NaN,,NaN,,,NaN,
10398,79,15,9,111,NaN,59,NaN,76,NaN,37,84,NaN,100
10399,,,,,NaN,,NaN,,NaN,,,NaN,
10400,86,15,10,114,NaN,52,NaN,73,NaN,37,86,NaN,100
10401,,,,,NaN,,NaN,,NaN,,,NaN,
10402,91,15,10,110,NaN,52,NaN,72,NaN,37,93,NaN,100
10403,,,,,NaN,,NaN,,NaN,,,NaN,
10404,90,15,10,104,NaN,53,NaN,72,NaN,37,89,NaN,100
10405,,,,,NaN,,NaN,,NaN,,,NaN,
10406,90,15,10,114,NaN,57,NaN,76,NaN,37,89,NaN,100
10407,,,,,NaN,,NaN,,NaN,,,NaN,
10408,93,15,10,120,NaN,60,NaN,80,NaN,37,99,NaN,100
10409,,,,,NaN,,NaN,,NaN,,,NaN,
10410,104,15,10,121,NaN,59,NaN,80,NaN,37,108,NaN,100
10411,,,,,NaN,,NaN,,NaN,,,NaN,
10412,107,15,9,120,NaN,61,NaN,81,NaN,37,107,NaN,100
10413,,,,,NaN,,NaN,,NaN,,,NaN,
10414,106,15,9,120,NaN,60,NaN,79,NaN,37,104,NaN,100
10415,,,,,NaN,,NaN,,NaN,,,NaN,
10416,106,15,9,116,NaN,58,NaN,78,NaN,37,102,NaN,100
10417,,,,,NaN,,NaN,,NaN,,,NaN,
10418,106,15,9,117,NaN,61,NaN,79,NaN,37,96,NaN,100
10419,,,,,NaN,,NaN,,NaN,,,NaN,
10420,105,15,9,121,NaN,59,NaN,79,NaN,37,96,NaN,100
10421,,,,,NaN,,NaN,,NaN,,,NaN,
10422,103,15,9,119,NaN,59,NaN,78,NaN,37,96,NaN,100
10423,,,,,NaN,,NaN,,NaN,,,NaN,
10424,103,15,9,116,NaN,57,NaN,77,NaN,37,92,NaN,100
10425,,,,,NaN,,NaN,,NaN,,,NaN,
10426,103,15,9,110,NaN,59,NaN,77,NaN,37,92,NaN,100
10427,,,,,NaN,,NaN,,NaN,,,NaN,
10428,107,15,9,112,NaN,55,NaN,75,NaN,37,97,NaN,100
10429,,,,,NaN,,NaN,,NaN,,,NaN,
10430,107,15,10,114,NaN,54,NaN,74,NaN,37,106,NaN,100
10431,,,,,NaN,,NaN,,NaN,,,NaN,
10432,106,15,10,115,NaN,52,NaN,73,NaN,37,102,NaN,100
10433,,,,,NaN,,NaN,,NaN,,,NaN,
10434,104,15,9,107,NaN,58,NaN,75,NaN,37,89,NaN,100
10435,,,,,NaN,,NaN,,NaN,,,NaN,
10436,107,15,9,112,NaN,57,NaN,75,NaN,37,94,NaN,100
10437,,,,,NaN,,NaN,,NaN,,,NaN,
10438,105,15,9,115,NaN,60,NaN,78,NaN,37,93,NaN,100
10439,,,,,NaN,,NaN,,NaN,,,NaN,
10440,104,15,9,117,NaN,54,NaN,76,NaN,37,109,NaN,100
10441,,,,,NaN,,NaN,,NaN,,,NaN,
10442,104,15,9,115,NaN,51,NaN,73,NaN,37,96,NaN,100
10443,,,,,NaN,,NaN,,NaN,,,NaN,
10444,105,15,9,110,NaN,54,NaN,74,NaN,37,90,NaN,100
10445,,,,,NaN,,NaN,,NaN,,,NaN,
10446,97,15,9,113,NaN,50,NaN,72,NaN,37,87,NaN,100
10447,,,,,NaN,,NaN,,NaN,,,NaN,
10448,95,15,9,114,NaN,56,NaN,75,NaN,37,89,NaN,100
10449,,,,,NaN,,NaN,,NaN,,,NaN,
10450,96,15,9,115,NaN,60,NaN,78,NaN,37,94,NaN,100
10451,,,,,NaN,,NaN,,NaN,,,NaN,
10452,97,15,9,122,NaN,61,NaN,80,NaN,37,97,NaN,100
10453,,,,,NaN,,NaN,,NaN,,,NaN,
10454,101,15,9,116,NaN,57,NaN,76,NaN,37,106,NaN,100
10455,,,,,NaN,,NaN,,NaN,,,NaN,
10456,100,15,9,108,NaN,58,NaN,75,NaN,37,100,NaN,100
10457,,,,,NaN,,NaN,,NaN,,,NaN,
10458,101,15,9,115,NaN,58,NaN,76,NaN,37,97,NaN,100
10459,,,,,NaN,,NaN,,NaN,,,NaN,
10460,111,15,10,120,NaN,59,NaN,79,NaN,37,116,NaN,100
10461,,,,,NaN,,NaN,,NaN,,,NaN,
10462,121,15,10,112,NaN,60,NaN,79,NaN,37,121,NaN,100
10463,,,,,NaN,,NaN,,NaN,,,NaN,
10464,119,15,9,121,NaN,57,NaN,78,NaN,37,121,NaN,100
10465,,,,,NaN,,NaN,,NaN,,,NaN,
10466,111,15,9,116,NaN,55,NaN,76,NaN,37,109,NaN,100
10467,,,,,NaN,,NaN,,NaN,,,NaN,
10468,111,15,9,114,NaN,51,NaN,74,NaN,37,107,NaN,100
10469,,,,,NaN,,NaN,,NaN,,,NaN,
10470,108,15,9,113,NaN,52,NaN,73,NaN,37,90,NaN,100
10471,,,,,NaN,,NaN,,NaN,,,NaN,
10472,109,15,9,115,NaN,55,NaN,75,NaN,37,88,NaN,100
10473,,,,,NaN,,NaN,,NaN,,,NaN,
10474,100,15,9,116,NaN,51,NaN,74,NaN,37,93,NaN,100
10475,,,,,NaN,,NaN,,NaN,,,NaN,
10476,99,15,9,113,NaN,60,NaN,78,NaN,37,95,NaN,100
10477,,,,,NaN,,NaN,,NaN,,,NaN,
10478,99,15,9,114,NaN,53,NaN,74,NaN,37,98,NaN,100
10479,,,,,NaN,,NaN,,NaN,,,NaN,
10480,96,15,9,116,NaN,56,NaN,76,NaN,37,97,NaN,100
10481,,,,,NaN,,NaN,,NaN,,,NaN,
10482,102,15,9,113,NaN,52,NaN,74,NaN,37,107,NaN,100
10483,,,,,NaN,,NaN,,NaN,,,NaN,
10484,102,15,9,113,NaN,55,NaN,75,NaN,37,93,NaN,100
10485,,,,,NaN,,NaN,,NaN,,,NaN,
10486,93,15,9,112,NaN,59,NaN,76,NaN,37,95,NaN,100
10487,,,,,NaN,,NaN,,NaN,,,NaN,
10488,95,15,9,118,NaN,62,NaN,80,NaN,37,98,NaN,100
10489,,,,,NaN,,NaN,,NaN,,,NaN,
10490,96,15,9,116,NaN,60,NaN,78,NaN,37,105,NaN,100
10491,,,,,NaN,,NaN,,NaN,,,NaN,
10492,103,15,9,123,NaN,52,NaN,76,NaN,37,107,NaN,100
10493,,,,,NaN,,NaN,,NaN,,,NaN,
10494,104,15,9,114,NaN,46,NaN,71,NaN,37,113,NaN,100
10495,,,,,NaN,,NaN,,NaN,,,NaN,
10496,102,15,9,103,NaN,55,NaN,71,NaN,37,97,NaN,100
10497,,,,,NaN,,NaN,,NaN,,,NaN,
10498,107,15,10,112,NaN,53,NaN,72,NaN,37,89,NaN,100
10499,,,,,NaN,,NaN,,NaN,,,NaN,
10500,115,15,10,114,NaN,56,NaN,74,NaN,37,102,NaN,100
10501,,,,,NaN,,NaN,,NaN,,,NaN,
10502,108,15,9,112,NaN,55,NaN,74,NaN,37,112,NaN,100
10503,,,,,NaN,,NaN,,NaN,,,NaN,
10504,110,15,9,112,NaN,57,NaN,76,NaN,37,97,NaN,100
10505,,,,,NaN,,NaN,,NaN,,,NaN,
10506,101,15,9,116,NaN,53,NaN,75,NaN,37,97,NaN,100
