time,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/ETCO2,Solar8000/HR,SNUADC/ECG_II,Solar8000/PLETH_SPO2
400,84,,-6,-5,NaN,-5,NaN,-5,NaN,,88,NaN,100
401,,,,,NaN,,NaN,,NaN,,,NaN,
402,85,,-6,1,NaN,1,NaN,1,NaN,,94,NaN,100
403,,,,,NaN,,NaN,,NaN,,,NaN,
404,87,,-6,-5,NaN,-5,NaN,-5,NaN,,104,NaN,100
405,,,,,NaN,,NaN,,NaN,,,NaN,
406,89,,-6,-5,NaN,-5,NaN,-5,NaN,,100,NaN,100
407,,,,,NaN,,NaN,,NaN,,,NaN,
408,93,,-6,-7,NaN,-7,NaN,-7,NaN,,91,NaN,100
409,,,,,NaN,,NaN,,NaN,,,NaN,
410,91,,-6,-7,NaN,-7,NaN,-7,NaN,,87,NaN,100
411,,,,,NaN,,NaN,,NaN,,,NaN,
412,94,,-6,-5,NaN,-10,NaN,-8,NaN,,99,NaN,100
413,,,,,NaN,,NaN,,NaN,,,NaN,
414,94,,-6,-5,NaN,-10,NaN,-8,NaN,,101,NaN,100
415,,,,,NaN,,NaN,,NaN,,,NaN,
416,96,,-6,-5,NaN,-5,NaN,-5,NaN,,101,NaN,100
417,,,,,NaN,,NaN,,NaN,,,NaN,
418,103,,-6,-5,NaN,-5,NaN,-5,NaN,,95,NaN,100
419,,,,,NaN,,NaN,,NaN,,,NaN,
420,103,,-6,-5,NaN,-5,NaN,-5,NaN,,94,NaN,100
421,,,,,NaN,,NaN,,NaN,,,NaN,
422,99,,-6,-7,NaN,-7,NaN,-7,NaN,,92,NaN,100
423,,,,,NaN,,NaN,,NaN,,,NaN,
424,99,,-6,-5,NaN,-5,NaN,-5,NaN,,95,NaN,100
425,,,,,NaN,,NaN,,NaN,,,NaN,
426,98,,-5,-5,NaN,-5,NaN,-5,NaN,,84,NaN,100
427,,,,,NaN,,NaN,,NaN,,,NaN,
428,98,,-6,-5,NaN,-10,NaN,-7,NaN,,96,NaN,100
429,,,,,NaN,,NaN,,NaN,,,NaN,
430,99,,-6,-5,NaN,-11,NaN,-8,NaN,,99,NaN,100
431,,,,,NaN,,NaN,,NaN,,,NaN,
432,105,,-6,-5,NaN,-11,NaN,-8,NaN,,97,NaN,100
433,,,,,NaN,,NaN,,NaN,,,NaN,
434,108,,-6,-8,NaN,-8,NaN,-8,NaN,,105,NaN,100
435,,,,,NaN,,NaN,,NaN,,,NaN,
436,108,,-6,-8,NaN,-8,NaN,-8,NaN,,100,NaN,100
437,,,,,NaN,,NaN,,NaN,,,NaN,
438,106,,-6,-1,NaN,-1,NaN,-1,NaN,,100,NaN,100
439,,,,,NaN,,NaN,,NaN,,,NaN,
440,96,,-6,-1,NaN,-1,NaN,-1,NaN,,94,NaN,100
441,,,,,NaN,,NaN,,NaN,,,NaN,
442,90,,-6,2,NaN,2,NaN,2,NaN,,96,NaN,100
443,,,,,NaN,,NaN,,NaN,,,NaN,
444,85,,-6,2,NaN,2,NaN,2,NaN,,85,NaN,100
445,,,,,NaN,,NaN,,NaN,,,NaN,
446,82,,-6,-7,NaN,-7,NaN,-7,NaN,,82,NaN,100
447,,,,,NaN,,NaN,,NaN,,,NaN,
448,83,,-6,-7,NaN,-7,NaN,-7,NaN,,82,NaN,100
449,,,,,NaN,,NaN,,NaN,,,NaN,
450,84,,-6,1,NaN,1,NaN,1,NaN,,88,NaN,100
451,,,,,NaN,,NaN,,NaN,,,NaN,
452,83,,-6,1,NaN,1,NaN,1,NaN,,104,NaN,100
453,,,,,NaN,,NaN,,NaN,,,NaN,
454,85,,-6,9,NaN,-6,NaN,1,NaN,,101,NaN,100
455,,,,,NaN,,NaN,,NaN,,,NaN,
456,93,,-6,9,NaN,-6,NaN,1,NaN,,106,NaN,100
457,,,,,NaN,,NaN,,NaN,,,NaN,
458,93,,-6,-7,NaN,-7,NaN,-7,NaN,,97,NaN,100
459,,,,,NaN,,NaN,,NaN,,,NaN,
460,98,,-6,-7,NaN,-7,NaN,-7,NaN,,100,NaN,100
461,,,,,NaN,,NaN,,NaN,,,NaN,
462,98,,-6,-8,NaN,-8,NaN,-8,NaN,,113,NaN,100
463,,,,,NaN,,NaN,,NaN,,,NaN,
464,99,,-6,-8,NaN,-8,NaN,-8,NaN,,108,NaN,100
465,,,,,NaN,,NaN,,NaN,,,NaN,
466,89,,-5,-8,NaN,-8,NaN,-8,NaN,,108,NaN,100
467,,,,,NaN,,NaN,,NaN,,,NaN,
468,89,,-5,-8,NaN,-8,NaN,-8,NaN,,109,NaN,100
469,,,,,NaN,,NaN,,NaN,,,NaN,
470,86,,-5,-8,NaN,-8,NaN,-8,NaN,,109,NaN,100
471,,,,,NaN,,NaN,,NaN,,,NaN,
472,86,,-6,-7,NaN,-7,NaN,-7,NaN,,100,NaN,100
473,,,,,NaN,,NaN,,NaN,,,NaN,
474,84,,-6,-7,NaN,-7,NaN,-7,NaN,,97,NaN,100
475,,,,,NaN,,NaN,,NaN,,,NaN,
476,84,,-6,-7,NaN,-7,NaN,-7,NaN,,111,NaN,100
477,,,,,NaN,,NaN,,NaN,,,NaN,
478,81,,-6,-8,NaN,-8,NaN,-8,NaN,,107,NaN,100
479,,,,,NaN,,NaN,,NaN,,,NaN,
480,80,,-5,-8,NaN,-8,NaN,-8,NaN,,100,NaN,100
481,,,,,NaN,,NaN,,NaN,,,NaN,
482,81,,-5,-8,NaN,-8,NaN,-8,NaN,,122,NaN,100
483,,,,,NaN,,NaN,,NaN,,,NaN,
484,83,,-6,-8,NaN,-8,NaN,-8,NaN,,112,NaN,100
485,,,,,NaN,,NaN,,NaN,,,NaN,
486,83,,-6,112,NaN,-63,NaN,7,NaN,,105,NaN,100
487,,,,,NaN,,NaN,,NaN,,,NaN,
488,83,,-6,266,NaN,,NaN,10,NaN,,123,NaN,100
489,,,,,NaN,,NaN,,NaN,,,NaN,
490,81,,-6,79,NaN,-28,NaN,7,NaN,,107,NaN,100
491,,,,,NaN,,NaN,,NaN,,,NaN,
492,79,,-6,78,NaN,-30,NaN,19,NaN,,97,NaN,100
493,,,,,NaN,,NaN,,NaN,,,NaN,
494,75,,-6,163,NaN,73,NaN,72,NaN,,101,NaN,100
495,,,,,NaN,,NaN,,NaN,,,NaN,
496,75,,-6,173,NaN,81,NaN,93,NaN,,109,NaN,100
497,,,,,NaN,,NaN,,NaN,,,NaN,
498,74,,-6,176,NaN,92,NaN,110,NaN,,99,NaN,100
499,,,,,NaN,,NaN,,NaN,,,NaN,
500,75,,-6,175,NaN,82,NaN,109,NaN,,108,NaN,100
501,,,,,NaN,,NaN,,NaN,,,NaN,
502,75,,-6,178,NaN,76,NaN,108,NaN,,96,NaN,100
503,,,,,NaN,,NaN,,NaN,,,NaN,
504,68,,-6,178,NaN,80,NaN,106,NaN,,97,NaN,100
505,,,,,NaN,,NaN,,NaN,,,NaN,
506,65,,-6,177,NaN,81,NaN,107,NaN,,112,NaN,100
507,,,,,NaN,,NaN,,NaN,,,NaN,
508,65,,-6,166,NaN,71,NaN,105,NaN,,109,NaN,100
509,,,,,NaN,,NaN,,NaN,,,NaN,
510,67,,-5,165,NaN,80,NaN,106,NaN,,95,NaN,100
511,,,,,NaN,,NaN,,NaN,,,NaN,
512,67,,-5,170,NaN,74,NaN,101,NaN,,99,NaN,100
513,,,,,NaN,,NaN,,NaN,,,NaN,
514,66,,-6,150,NaN,71,NaN,97,NaN,,100,NaN,100
515,,,,,NaN,,NaN,,NaN,,,NaN,
516,66,,-6,168,NaN,77,NaN,102,NaN,,107,NaN,100
517,,,,,NaN,,NaN,,NaN,,,NaN,
518,68,,-6,151,NaN,77,NaN,96,NaN,,101,NaN,100
519,,,,,NaN,,NaN,,NaN,,,NaN,
520,68,,-6,163,NaN,75,NaN,96,NaN,,101,NaN,100
521,,,,,NaN,,NaN,,NaN,,,NaN,
522,71,,-6,149,NaN,77,NaN,98,NaN,,99,NaN,100
523,,,,,NaN,,NaN,,NaN,,,NaN,
524,73,,-6,166,NaN,80,NaN,102,NaN,,96,NaN,100
525,,,,,NaN,,NaN,,NaN,,,NaN,
526,77,,-6,166,NaN,80,NaN,102,NaN,,91,NaN,100
527,,,,,NaN,,NaN,,NaN,,,NaN,
528,86,,-6,161,NaN,71,NaN,97,NaN,,95,NaN,100
529,,,,,NaN,,NaN,,NaN,,,NaN,
530,86,,-6,150,NaN,75,NaN,96,NaN,,85,NaN,100
531,,,,,NaN,,NaN,,NaN,,,NaN,
532,82,,-6,159,NaN,69,NaN,94,NaN,,84,NaN,100
533,,,,,NaN,,NaN,,NaN,,,NaN,
534,83,,-6,157,NaN,79,NaN,99,NaN,,93,NaN,100
535,,,,,NaN,,NaN,,NaN,,,NaN,
536,85,,-6,153,NaN,78,NaN,99,NaN,,98,NaN,100
537,,,,,NaN,,NaN,,NaN,,,NaN,
538,85,,-6,154,NaN,67,NaN,91,NaN,,111,NaN,100
539,,,,,NaN,,NaN,,NaN,,,NaN,
540,85,,-6,154,NaN,67,NaN,91,NaN,,103,NaN,100
541,,,,,NaN,,NaN,,NaN,,,NaN,
542,85,,-6,157,NaN,70,NaN,93,NaN,,101,NaN,100
543,,,,,NaN,,NaN,,NaN,,,NaN,
544,87,,-6,157,NaN,71,NaN,95,NaN,,96,NaN,100
545,,,,,NaN,,NaN,,NaN,,,NaN,
546,87,,-6,143,NaN,76,NaN,95,NaN,,99,NaN,100
547,,,,,NaN,,NaN,,NaN,,,NaN,
548,87,,-6,155,NaN,77,NaN,98,NaN,,101,NaN,100
549,,,,,NaN,,NaN,,NaN,,,NaN,
550,94,,-6,163,NaN,66,NaN,93,NaN,,117,NaN,100
551,,,,,NaN,,NaN,,NaN,,,NaN,
552,94,,-6,153,NaN,69,NaN,93,NaN,,96,NaN,100
553,,,,,NaN,,NaN,,NaN,,,NaN,
554,90,,-5,144,NaN,73,NaN,94,NaN,,89,NaN,100
555,,,,,NaN,,NaN,,NaN,,,NaN,
556,92,,-6,154,NaN,65,NaN,91,NaN,,88,NaN,100
557,,,,,NaN,,NaN,,NaN,,,NaN,
558,91,,-6,152,NaN,65,NaN,87,NaN,,107,NaN,100
559,,,,,NaN,,NaN,,NaN,,,NaN,
560,91,,-6,149,NaN,68,NaN,89,NaN,,98,NaN,100
561,,,,,NaN,,NaN,,NaN,,,NaN,
562,83,,-6,150,NaN,62,NaN,85,NaN,,99,NaN,100
563,,,,,NaN,,NaN,,NaN,,,NaN,
564,82,,-5,152,NaN,64,NaN,86,NaN,,96,NaN,100
565,,,,,NaN,,NaN,,NaN,,,NaN,
566,78,,-5,141,NaN,68,NaN,87,NaN,,90,NaN,100
567,,,,,NaN,,NaN,,NaN,,,NaN,
568,78,,-6,146,NaN,67,NaN,86,NaN,,86,NaN,100
569,,,,,NaN,,NaN,,NaN,,,NaN,
570,77,,-6,147,NaN,60,NaN,82,NaN,,93,NaN,100
571,,,,,NaN,,NaN,,NaN,,,NaN,
572,78,,-6,139,NaN,57,NaN,80,NaN,,91,NaN,100
573,,,,,NaN,,NaN,,NaN,,,NaN,
574,74,,-6,139,NaN,64,NaN,83,NaN,,95,NaN,100
575,,,,,NaN,,NaN,,NaN,,,NaN,
576,79,,-6,138,NaN,63,NaN,83,NaN,,99,NaN,100
577,,,,,NaN,,NaN,,NaN,,,NaN,
578,84,,-6,135,NaN,63,NaN,83,NaN,,97,NaN,100
579,,,,,NaN,,NaN,,NaN,,,NaN,
580,82,,-6,137,NaN,66,NaN,85,NaN,,87,NaN,100
581,,,,,NaN,,NaN,,NaN,,,NaN,
582,83,,-5,134,NaN,66,NaN,86,NaN,,86,NaN,100
583,,,,,NaN,,NaN,,NaN,,,NaN,
584,82,,-5,141,NaN,74,NaN,90,NaN,,95,NaN,100
585,,,,,NaN,,NaN,,NaN,,,NaN,
586,82,,-6,143,NaN,75,NaN,91,NaN,,109,NaN,100
587,,,,,NaN,,NaN,,NaN,,,NaN,
588,79,,-6,140,NaN,71,NaN,90,NaN,,107,NaN,100
589,,,,,NaN,,NaN,,NaN,,,NaN,
590,79,,-6,140,NaN,74,NaN,92,NaN,,100,NaN,100
591,,,,,NaN,,NaN,,NaN,,,NaN,
592,79,,-6,145,NaN,63,NaN,87,NaN,,96,NaN,100
593,,,,,NaN,,NaN,,NaN,,,NaN,
594,80,,-6,135,NaN,66,NaN,85,NaN,,93,NaN,100
595,,,,,NaN,,NaN,,NaN,,,NaN,
596,78,,-6,136,NaN,64,NaN,85,NaN,,85,NaN,100
597,,,,,NaN,,NaN,,NaN,,,NaN,
598,85,,-6,134,NaN,67,NaN,87,NaN,,84,NaN,100
599,,,,,NaN,,NaN,,NaN,,,NaN,
600,85,,-6,138,NaN,66,NaN,87,NaN,,93,NaN,100
601,,,,,NaN,,NaN,,NaN,,,NaN,
602,84,,-6,136,NaN,63,NaN,86,NaN,,86,NaN,100
603,,,,,NaN,,NaN,,NaN,,,NaN,
604,87,,-6,131,NaN,58,NaN,82,NaN,,84,NaN,100
605,,,,,NaN,,NaN,,NaN,,,NaN,
606,87,,-6,130,NaN,65,NaN,82,NaN,,88,NaN,100
607,,,,,NaN,,NaN,,NaN,,,NaN,
608,87,,-6,123,NaN,64,NaN,81,NaN,,90,NaN,100
609,,,,,NaN,,NaN,,NaN,,,NaN,
610,88,,-6,120,NaN,63,NaN,79,NaN,,88,NaN,100
611,,,,,NaN,,NaN,,NaN,,,NaN,
612,88,,-6,132,NaN,68,NaN,83,NaN,,108,NaN,100
613,,,,,NaN,,NaN,,NaN,,,NaN,
614,90,,-6,133,NaN,69,NaN,85,NaN,,98,NaN,100
615,,,,,NaN,,NaN,,NaN,,,NaN,
616,90,,-6,128,NaN,70,NaN,86,NaN,,99,NaN,100
617,,,,,NaN,,NaN,,NaN,,,NaN,
618,115,,-6,131,NaN,72,NaN,89,NaN,,106,NaN,100
619,,,,,NaN,,NaN,,NaN,,,NaN,
620,115,,-6,141,NaN,69,NaN,89,NaN,,122,NaN,100
621,,,,,NaN,,NaN,,NaN,,,NaN,
622,120,,-6,140,NaN,75,NaN,92,NaN,,112,NaN,100
623,,,,,NaN,,NaN,,NaN,,,NaN,
624,122,,-6,121,NaN,70,NaN,89,NaN,,108,NaN,100
625,,,,,NaN,,NaN,,NaN,,,NaN,
626,122,,-6,126,NaN,61,NaN,82,NaN,,125,NaN,100
627,,,,,NaN,,NaN,,NaN,,,NaN,
628,127,,-6,116,NaN,64,NaN,85,NaN,,141,NaN,100
629,,,,,NaN,,NaN,,NaN,,,NaN,
630,134,,-6,143,NaN,80,NaN,94,NaN,,144,NaN,100
631,,,,,NaN,,NaN,,NaN,,,NaN,
632,134,,-6,137,NaN,77,NaN,96,NaN,,143,NaN,100
633,,,,,NaN,,NaN,,NaN,,,NaN,
634,134,,-6,165,NaN,85,NaN,102,NaN,,146,NaN,100
635,,,,,NaN,,NaN,,NaN,,,NaN,
636,138,,-6,145,NaN,81,NaN,102,NaN,,134,NaN,100
637,,,,,NaN,,NaN,,NaN,,,NaN,
638,140,,-5,171,NaN,91,NaN,109,NaN,,125,NaN,100
639,,,,,NaN,,NaN,,NaN,,,NaN,
640,145,7,-5,148,NaN,84,NaN,110,NaN,26,135,NaN,100
641,,,,,NaN,,NaN,,NaN,,,NaN,
642,139,7,-6,162,NaN,85,NaN,109,NaN,26,129,NaN,100
643,,,,,NaN,,NaN,,NaN,,,NaN,
644,139,7,-6,169,NaN,87,NaN,113,NaN,26,148,NaN,100
645,,,,,NaN,,NaN,,NaN,,,NaN,
646,129,7,-6,180,NaN,94,NaN,116,NaN,26,157,NaN,100
647,,,,,NaN,,NaN,,NaN,,,NaN,
648,129,6,-6,157,NaN,84,NaN,109,NaN,35,154,NaN,100
649,,,,,NaN,,NaN,,NaN,,,NaN,
650,133,6,-5,151,NaN,80,NaN,108,NaN,35,146,NaN,100
651,,,,,NaN,,NaN,,NaN,,,NaN,
652,133,6,-5,170,NaN,86,NaN,111,NaN,35,157,NaN,100
653,,,,,NaN,,NaN,,NaN,,,NaN,
654,141,6,-5,165,NaN,88,NaN,114,NaN,35,154,NaN,100
655,,,,,NaN,,NaN,,NaN,,,NaN,
656,138,6,-5,152,NaN,83,NaN,110,NaN,33,135,NaN,100
657,,,,,NaN,,NaN,,NaN,,,NaN,
658,137,6,-6,187,NaN,95,NaN,118,NaN,33,147,NaN,100
659,,,,,NaN,,NaN,,NaN,,,NaN,
660,137,6,-6,184,NaN,92,NaN,121,NaN,33,146,NaN,100
661,,,,,NaN,,NaN,,NaN,,,NaN,
662,132,6,-6,186,NaN,94,NaN,120,NaN,33,146,NaN,100
663,,,,,NaN,,NaN,,NaN,,,NaN,
664,132,9,-6,164,NaN,83,NaN,115,NaN,33,151,NaN,100
665,,,,,NaN,,NaN,,NaN,,,NaN,
666,134,9,-6,168,NaN,79,NaN,109,NaN,33,143,NaN,100
667,,,,,NaN,,NaN,,NaN,,,NaN,
668,134,9,-5,178,NaN,89,NaN,116,NaN,33,160,NaN,100
669,,,,,NaN,,NaN,,NaN,,,NaN,
670,139,9,-5,190,NaN,97,NaN,125,NaN,33,148,NaN,100
671,,,,,NaN,,NaN,,NaN,,,NaN,
672,142,11,-6,172,NaN,85,NaN,117,NaN,33,141,NaN,100
673,,,,,NaN,,NaN,,NaN,,,NaN,
674,134,11,-6,182,NaN,93,NaN,123,NaN,33,137,NaN,100
675,,,,,NaN,,NaN,,NaN,,,NaN,
676,134,11,-6,173,NaN,89,NaN,118,NaN,33,145,NaN,100
677,,,,,NaN,,NaN,,NaN,,,NaN,
678,143,11,-6,191,NaN,96,NaN,126,NaN,33,144,NaN,100
679,,,,,NaN,,NaN,,NaN,,,NaN,
680,143,12,-6,180,NaN,94,NaN,126,NaN,33,139,NaN,100
681,,,,,NaN,,NaN,,NaN,,,NaN,
682,137,12,-6,185,NaN,89,NaN,121,NaN,33,137,NaN,100
683,,,,,NaN,,NaN,,NaN,,,NaN,
684,137,12,-6,191,NaN,95,NaN,123,NaN,33,154,NaN,100
685,,,,,NaN,,NaN,,NaN,,,NaN,
686,140,12,-6,195,NaN,97,NaN,124,NaN,33,146,NaN,100
687,,,,,NaN,,NaN,,NaN,,,NaN,
688,140,13,-6,176,NaN,92,NaN,121,NaN,32,136,NaN,100
689,,,,,NaN,,NaN,,NaN,,,NaN,
690,135,13,-6,184,NaN,88,NaN,116,NaN,32,136,NaN,100
691,,,,,NaN,,NaN,,NaN,,,NaN,
692,135,13,-6,191,NaN,94,NaN,122,NaN,32,156,NaN,100
693,,,,,NaN,,NaN,,NaN,,,NaN,
694,138,13,-6,195,NaN,94,NaN,126,NaN,32,137,NaN,100
695,,,,,NaN,,NaN,,NaN,,,NaN,
696,136,13,-6,158,NaN,80,NaN,112,NaN,32,133,NaN,100
697,,,,,NaN,,NaN,,NaN,,,NaN,
698,131,13,-6,184,NaN,88,NaN,115,NaN,32,147,NaN,100
699,,,,,NaN,,NaN,,NaN,,,NaN,
700,131,13,-6,168,NaN,89,NaN,119,NaN,32,148,NaN,100
701,,,,,NaN,,NaN,,NaN,,,NaN,
702,142,13,-6,147,NaN,79,NaN,108,NaN,32,150,NaN,100
703,,,,,NaN,,NaN,,NaN,,,NaN,
704,142,13,-6,172,NaN,89,NaN,114,NaN,32,150,NaN,100
705,,,,,NaN,,NaN,,NaN,,,NaN,
706,149,13,-6,167,NaN,85,NaN,109,NaN,32,157,NaN,100
707,,,,,NaN,,NaN,,NaN,,,NaN,
708,152,13,-6,171,NaN,88,NaN,117,NaN,32,143,NaN,100
709,,,,,NaN,,NaN,,NaN,,,NaN,
710,143,13,-5,164,NaN,88,NaN,116,NaN,32,136,NaN,100
711,,,,,NaN,,NaN,,NaN,,,NaN,
712,141,13,-5,146,NaN,80,NaN,105,NaN,32,152,NaN,100
713,,,,,NaN,,NaN,,NaN,,,NaN,
714,145,13,-6,147,NaN,77,NaN,103,NaN,32,151,NaN,100
715,,,,,NaN,,NaN,,NaN,,,NaN,
716,145,13,-6,178,NaN,88,NaN,111,NaN,32,150,NaN,100
717,,,,,NaN,,NaN,,NaN,,,NaN,
718,139,13,-6,168,NaN,81,NaN,109,NaN,32,150,NaN,100
719,,,,,NaN,,NaN,,NaN,,,NaN,
720,141,13,-6,185,NaN,78,NaN,107,NaN,20,158,NaN,100
721,,,,,NaN,,NaN,,NaN,,,NaN,
722,146,13,-5,157,NaN,85,NaN,109,NaN,20,141,NaN,100
723,,,,,NaN,,NaN,,NaN,,,NaN,
724,145,13,-5,154,NaN,84,NaN,110,NaN,20,141,NaN,100
725,,,,,NaN,,NaN,,NaN,,,NaN,
726,140,13,-6,171,NaN,82,NaN,110,NaN,20,139,NaN,100
727,,,,,NaN,,NaN,,NaN,,,NaN,
728,140,11,-6,163,NaN,79,NaN,107,NaN,33,131,NaN,100
729,,,,,NaN,,NaN,,NaN,,,NaN,
730,137,11,-6,172,NaN,83,NaN,111,NaN,33,124,NaN,100
731,,,,,NaN,,NaN,,NaN,,,NaN,
732,132,11,-6,149,NaN,73,NaN,102,NaN,33,125,NaN,100
733,,,,,NaN,,NaN,,NaN,,,NaN,
734,138,11,-6,165,NaN,80,NaN,105,NaN,33,139,NaN,100
735,,,,,NaN,,NaN,,NaN,,,NaN,
736,138,10,-6,149,NaN,81,NaN,103,NaN,33,142,NaN,100
737,,,,,NaN,,NaN,,NaN,,,NaN,
738,137,10,-6,171,NaN,80,NaN,105,NaN,33,134,NaN,100
739,,,,,NaN,,NaN,,NaN,,,NaN,
740,137,10,-6,175,NaN,82,NaN,107,NaN,33,126,NaN,100
741,,,,,NaN,,NaN,,NaN,,,NaN,
742,135,11,-6,120,NaN,67,NaN,93,NaN,32,115,NaN,100
743,,,,,NaN,,NaN,,NaN,,,NaN,
744,129,11,-6,168,NaN,89,NaN,109,NaN,32,146,NaN,100
745,,,,,NaN,,NaN,,NaN,,,NaN,
746,130,11,-6,147,NaN,76,NaN,101,NaN,32,142,NaN,100
747,,,,,NaN,,NaN,,NaN,,,NaN,
748,130,11,-6,167,NaN,88,NaN,111,NaN,32,124,NaN,100
749,,,,,NaN,,NaN,,NaN,,,NaN,
750,125,12,-6,173,NaN,77,NaN,108,NaN,32,119,NaN,100
751,,,,,NaN,,NaN,,NaN,,,NaN,
752,125,12,-6,160,NaN,81,NaN,104,NaN,32,123,NaN,100
753,,,,,NaN,,NaN,,NaN,,,NaN,
754,122,12,-6,160,NaN,89,NaN,109,NaN,32,138,NaN,100
755,,,,,NaN,,NaN,,NaN,,,NaN,
756,122,12,-6,168,NaN,90,NaN,112,NaN,32,142,NaN,100
757,,,,,NaN,,NaN,,NaN,,,NaN,
758,131,12,-6,167,NaN,89,NaN,114,NaN,31,129,NaN,100
759,,,,,NaN,,NaN,,NaN,,,NaN,
760,131,12,-6,162,NaN,78,NaN,101,NaN,31,130,NaN,100
761,,,,,NaN,,NaN,,NaN,,,NaN,
762,124,12,-6,140,NaN,73,NaN,94,NaN,31,120,NaN,100
763,,,,,NaN,,NaN,,NaN,,,NaN,
764,124,12,-6,170,NaN,87,NaN,106,NaN,31,126,NaN,100
765,,,,,NaN,,NaN,,NaN,,,NaN,
766,108,13,-6,162,NaN,78,NaN,102,NaN,32,119,NaN,100
767,,,,,NaN,,NaN,,NaN,,,NaN,
768,103,13,-6,166,NaN,80,NaN,105,NaN,32,124,NaN,100
769,,,,,NaN,,NaN,,NaN,,,NaN,
770,92,13,-6,165,NaN,84,NaN,106,NaN,32,142,NaN,100
771,,,,,NaN,,NaN,,NaN,,,NaN,
772,92,13,-6,140,NaN,78,NaN,99,NaN,32,128,NaN,100
773,,,,,NaN,,NaN,,NaN,,,NaN,
774,100,13,-6,166,NaN,82,NaN,106,NaN,32,133,NaN,100
775,,,,,NaN,,NaN,,NaN,,,NaN,
776,98,13,-6,170,NaN,85,NaN,106,NaN,32,130,NaN,100
777,,,,,NaN,,NaN,,NaN,,,NaN,
778,105,13,-6,167,NaN,95,NaN,114,NaN,32,124,NaN,100
779,,,,,NaN,,NaN,,NaN,,,NaN,
780,101,13,-6,170,NaN,84,NaN,111,NaN,31,129,NaN,100
781,,,,,NaN,,NaN,,NaN,,,NaN,
782,103,13,-6,144,NaN,89,NaN,109,NaN,31,129,NaN,100
783,,,,,NaN,,NaN,,NaN,,,NaN,
784,99,13,-6,135,NaN,78,NaN,101,NaN,31,118,NaN,100
785,,,,,NaN,,NaN,,NaN,,,NaN,
786,99,13,-6,152,NaN,82,NaN,102,NaN,32,124,NaN,100
787,,,,,NaN,,NaN,,NaN,,,NaN,
788,96,13,-6,164,NaN,85,NaN,108,NaN,32,127,NaN,100
789,,,,,NaN,,NaN,,NaN,,,NaN,
790,96,13,-6,168,NaN,92,NaN,114,NaN,32,104,NaN,100
791,,,,,NaN,,NaN,,NaN,,,NaN,
792,96,13,-6,157,NaN,84,NaN,109,NaN,32,99,NaN,100
793,,,,,NaN,,NaN,,NaN,,,NaN,
794,98,13,-6,162,NaN,90,NaN,113,NaN,32,114,NaN,100
795,,,,,NaN,,NaN,,NaN,,,NaN,
796,98,13,-5,168,NaN,78,NaN,109,NaN,32,115,NaN,100
797,,,,,NaN,,NaN,,NaN,,,NaN,
798,107,13,-5,167,NaN,85,NaN,112,NaN,32,106,NaN,100
799,,,,,NaN,,NaN,,NaN,,,NaN,
800,107,13,-6,166,NaN,90,NaN,111,NaN,32,120,NaN,100
801,,,,,NaN,,NaN,,NaN,,,NaN,
802,116,13,-6,136,NaN,78,NaN,102,NaN,31,128,NaN,100
803,,,,,NaN,,NaN,,NaN,,,NaN,
804,118,13,-6,168,NaN,90,NaN,110,NaN,31,132,NaN,100
805,,,,,NaN,,NaN,,NaN,,,NaN,
806,118,13,-6,170,NaN,93,NaN,115,NaN,31,129,NaN,100
807,,,,,NaN,,NaN,,NaN,,,NaN,
808,117,13,-5,169,NaN,85,NaN,112,NaN,32,115,NaN,100
809,,,,,NaN,,NaN,,NaN,,,NaN,
810,116,13,-5,160,NaN,85,NaN,110,NaN,32,135,NaN,100
811,,,,,NaN,,NaN,,NaN,,,NaN,
812,119,13,-6,154,NaN,88,NaN,112,NaN,32,134,NaN,100
813,,,,,NaN,,NaN,,NaN,,,NaN,
814,124,13,-6,147,NaN,85,NaN,109,NaN,32,138,NaN,100
815,,,,,NaN,,NaN,,NaN,,,NaN,
816,124,13,-6,167,NaN,74,NaN,103,NaN,32,133,NaN,100
817,,,,,NaN,,NaN,,NaN,,,NaN,
818,122,13,-6,130,NaN,76,NaN,96,NaN,32,145,NaN,100
819,,,,,NaN,,NaN,,NaN,,,NaN,
820,131,13,-5,156,NaN,84,NaN,102,NaN,32,153,NaN,100
821,,,,,NaN,,NaN,,NaN,,,NaN,
822,127,13,-5,170,NaN,76,NaN,102,NaN,33,143,NaN,100
823,,,,,NaN,,NaN,,NaN,,,NaN,
824,127,13,-5,164,NaN,81,NaN,102,NaN,33,125,NaN,100
825,,,,,NaN,,NaN,,NaN,,,NaN,
826,131,13,-5,139,NaN,78,NaN,98,NaN,33,123,NaN,100
827,,,,,NaN,,NaN,,NaN,,,NaN,
828,131,13,-5,159,NaN,80,NaN,101,NaN,33,132,NaN,100
829,,,,,NaN,,NaN,,NaN,,,NaN,
830,130,13,-6,165,NaN,88,NaN,109,NaN,32,125,NaN,100
831,,,,,NaN,,NaN,,NaN,,,NaN,
832,120,13,-6,170,NaN,77,NaN,105,NaN,32,119,NaN,100
833,,,,,NaN,,NaN,,NaN,,,NaN,
834,120,13,-6,170,NaN,88,NaN,110,NaN,32,119,NaN,100
835,,,,,NaN,,NaN,,NaN,,,NaN,
