time,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ART,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/HR,SNUADC/ECG_V5,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,Solar8000/CVP,SNUADC/CVP
14561,54,35,NaN,NaN,40,15,62,61,NaN,86,99,3,NaN
14562,,,NaN,NaN,,,,,NaN,,,,NaN
14563,54,35,NaN,NaN,40,15,62,62,NaN,86,100,3,NaN
14564,,,NaN,NaN,,,,,NaN,,,,NaN
14565,54,35,NaN,NaN,40,15,62,62,NaN,86,99,3,NaN
14566,,,NaN,NaN,,,,,NaN,,,,NaN
14567,54,35,NaN,NaN,39,15,62,61,NaN,86,99,3,NaN
14568,,,NaN,NaN,,,,,NaN,,,,NaN
14569,53,35,NaN,NaN,39,15,62,61,NaN,85,99,3,NaN
14570,,,NaN,NaN,,,,,NaN,,,,NaN
14571,53,35,NaN,NaN,39,15,62,61,NaN,85,99,3,NaN
14572,,,NaN,NaN,,,,,NaN,,,,NaN
14573,53,35,NaN,NaN,39,15,61,61,NaN,84,99,3,NaN
14574,,,NaN,NaN,,,,,NaN,,,,NaN
14575,53,35,NaN,NaN,39,15,61,61,NaN,85,99,3,NaN
14576,,,NaN,NaN,,,,,NaN,,,,NaN
14577,53,35,NaN,NaN,39,15,61,61,NaN,84,99,3,NaN
14578,,,NaN,NaN,,,,,NaN,,,,NaN
14579,53,35,NaN,NaN,39,15,62,61,NaN,85,99,3,NaN
14580,,,NaN,NaN,,,,,NaN,,,,NaN
14581,53,35,NaN,NaN,39,15,62,61,NaN,84,99,3,NaN
14582,,,NaN,NaN,,,,,NaN,,,,NaN
14583,53,35,NaN,NaN,39,15,62,61,NaN,85,99,3,NaN
14584,,,NaN,NaN,,,,,NaN,,,,NaN
14585,53,35,NaN,NaN,39,15,61,61,NaN,84,99,3,NaN
14586,,,NaN,NaN,,,,,NaN,,,,NaN
14587,53,35,NaN,NaN,39,15,61,60,NaN,85,99,3,NaN
14588,,,NaN,NaN,,,,,NaN,,,,NaN
14589,53,36,NaN,NaN,39,15,61,60,NaN,83,99,3,NaN
14590,,,NaN,NaN,,,,,NaN,,,,NaN
14591,53,36,NaN,NaN,39,15,61,60,NaN,85,99,3,NaN
14592,,,NaN,NaN,,,,,NaN,,,,NaN
14593,53,36,NaN,NaN,39,15,61,60,NaN,84,99,3,NaN
14594,,,NaN,NaN,,,,,NaN,,,,NaN
14595,53,36,NaN,NaN,39,15,61,61,NaN,85,99,3,NaN
14596,,,NaN,NaN,,,,,NaN,,,,NaN
14597,53,35,NaN,NaN,39,15,61,61,NaN,84,99,3,NaN
14598,,,NaN,NaN,,,,,NaN,,,,NaN
14599,53,35,NaN,NaN,39,15,62,61,NaN,85,99,3,NaN
14600,,,NaN,NaN,,,,,NaN,,,,NaN
14601,53,35,NaN,NaN,39,15,61,61,NaN,84,99,3,NaN
14602,,,NaN,NaN,,,,,NaN,,,,NaN
14603,53,35,NaN,NaN,39,15,61,60,NaN,84,99,3,NaN
14604,,,NaN,NaN,,,,,NaN,,,,NaN
14605,53,35,NaN,NaN,39,15,60,60,NaN,83,99,3,NaN
14606,,,NaN,NaN,,,,,NaN,,,,NaN
14607,53,35,NaN,NaN,39,15,60,60,NaN,84,99,3,NaN
14608,,,NaN,NaN,,,,,NaN,,,,NaN
14609,52,35,NaN,NaN,38,15,60,59,NaN,82,99,3,NaN
14610,,,NaN,NaN,,,,,NaN,,,,NaN
14611,52,35,NaN,NaN,38,15,60,59,NaN,84,99,3,NaN
14612,,,NaN,NaN,,,,,NaN,,,,NaN
14613,52,35,NaN,NaN,38,15,60,59,NaN,82,99,3,NaN
14614,,,NaN,NaN,,,,,NaN,,,,NaN
14615,52,35,NaN,NaN,38,15,60,59,NaN,83,99,3,NaN
14616,,,NaN,NaN,,,,,NaN,,,,NaN
14617,52,35,NaN,NaN,38,15,59,59,NaN,81,99,3,NaN
14618,,,NaN,NaN,,,,,NaN,,,,NaN
14619,52,35,NaN,NaN,38,15,60,59,NaN,82,99,3,NaN
14620,,,NaN,NaN,,,,,NaN,,,,NaN
14621,51,35,NaN,NaN,37,15,60,59,NaN,81,99,3,NaN
14622,,,NaN,NaN,,,,,NaN,,,,NaN
14623,51,35,NaN,NaN,37,15,60,59,NaN,82,99,3,NaN
14624,,,NaN,NaN,,,,,NaN,,,,NaN
14625,51,35,NaN,NaN,37,15,59,59,NaN,80,99,3,NaN
14626,,,NaN,NaN,,,,,NaN,,,,NaN
14627,51,35,NaN,NaN,37,15,59,59,NaN,81,99,3,NaN
14628,,,NaN,NaN,,,,,NaN,,,,NaN
14629,50,35,NaN,NaN,37,15,59,58,NaN,80,99,3,NaN
14630,,,NaN,NaN,,,,,NaN,,,,NaN
14631,51,35,NaN,NaN,37,15,59,58,NaN,80,99,3,NaN
14632,,,NaN,NaN,,,,,NaN,,,,NaN
14633,50,35,NaN,NaN,37,15,59,58,NaN,80,99,3,NaN
14634,,,NaN,NaN,,,,,NaN,,,,NaN
14635,51,35,NaN,NaN,37,15,59,59,NaN,80,99,3,NaN
14636,,,NaN,NaN,,,,,NaN,,,,NaN
14637,50,35,NaN,NaN,37,15,59,58,NaN,80,99,3,NaN
14638,,,NaN,NaN,,,,,NaN,,,,NaN
14639,51,35,NaN,NaN,37,15,59,59,NaN,80,99,3,NaN
14640,,,NaN,NaN,,,,,NaN,,,,NaN
14641,50,35,NaN,NaN,38,15,59,59,NaN,80,99,3,NaN
14642,,,NaN,NaN,,,,,NaN,,,,NaN
14643,51,35,NaN,NaN,37,15,59,59,NaN,80,99,3,NaN
14644,,,NaN,NaN,,,,,NaN,,,,NaN
14645,51,35,NaN,NaN,37,15,59,59,NaN,80,99,3,NaN
14646,,,NaN,NaN,,,,,NaN,,,,NaN
14647,51,35,NaN,NaN,37,15,60,59,NaN,81,99,3,NaN
14648,,,NaN,NaN,,,,,NaN,,,,NaN
14649,51,35,NaN,NaN,38,15,60,59,NaN,81,99,3,NaN
14650,,,NaN,NaN,,,,,NaN,,,,NaN
14651,52,35,NaN,NaN,39,15,60,59,NaN,83,99,3,NaN
14652,,,NaN,NaN,,,,,NaN,,,,NaN
14653,52,35,NaN,NaN,39,15,60,60,NaN,83,99,3,NaN
14654,,,NaN,NaN,,,,,NaN,,,,NaN
14655,52,35,NaN,NaN,39,15,60,60,NaN,84,99,3,NaN
14656,,,NaN,NaN,,,,,NaN,,,,NaN
14657,52,35,NaN,NaN,39,15,60,60,NaN,83,99,3,NaN
14658,,,NaN,NaN,,,,,NaN,,,,NaN
14659,53,35,NaN,NaN,39,15,60,60,NaN,84,99,3,NaN
14660,,,NaN,NaN,,,,,NaN,,,,NaN
14661,53,35,NaN,NaN,40,15,60,60,NaN,84,99,3,NaN
14662,,,NaN,NaN,,,,,NaN,,,,NaN
14663,54,35,NaN,NaN,40,15,60,60,NaN,85,99,3,NaN
14664,,,NaN,NaN,,,,,NaN,,,,NaN
14665,54,35,NaN,NaN,41,15,60,59,NaN,86,99,3,NaN
14666,,,NaN,NaN,,,,,NaN,,,,NaN
14667,56,35,NaN,NaN,42,15,61,60,NaN,88,99,3,NaN
14668,,,NaN,NaN,,,,,NaN,,,,NaN
14669,56,35,NaN,NaN,43,15,61,60,NaN,89,99,3,NaN
14670,,,NaN,NaN,,,,,NaN,,,,NaN
14671,57,35,NaN,NaN,43,15,61,60,NaN,91,99,3,NaN
14672,,,NaN,NaN,,,,,NaN,,,,NaN
14673,57,35,NaN,NaN,43,15,61,60,NaN,89,99,3,NaN
14674,,,NaN,NaN,,,,,NaN,,,,NaN
14675,57,35,NaN,NaN,41,15,61,61,NaN,89,99,3,NaN
14676,,,NaN,NaN,,,,,NaN,,,,NaN
14677,55,35,NaN,NaN,40,15,61,61,NaN,86,99,3,NaN
14678,,,NaN,NaN,,,,,NaN,,,,NaN
14679,55,35,NaN,NaN,39,15,62,61,NaN,86,99,3,NaN
14680,,,NaN,NaN,,,,,NaN,,,,NaN
14681,54,35,NaN,NaN,39,15,62,62,NaN,84,99,3,NaN
14682,,,NaN,NaN,,,,,NaN,,,,NaN
14683,53,35,NaN,NaN,38,15,63,62,NaN,83,99,3,NaN
14684,,,NaN,NaN,,,,,NaN,,,,NaN
14685,52,35,NaN,NaN,38,15,63,63,NaN,83,99,3,NaN
14686,,,NaN,NaN,,,,,NaN,,,,NaN
14687,53,35,NaN,NaN,39,15,64,63,NaN,84,99,3,NaN
14688,,,NaN,NaN,,,,,NaN,,,,NaN
14689,53,35,NaN,NaN,39,15,64,64,NaN,85,99,3,NaN
14690,,,NaN,NaN,,,,,NaN,,,,NaN
14691,54,35,NaN,NaN,40,15,65,64,NaN,87,99,3,NaN
14692,,,NaN,NaN,,,,,NaN,,,,NaN
14693,55,35,NaN,NaN,40,15,65,65,NaN,87,99,3,NaN
14694,,,NaN,NaN,,,,,NaN,,,,NaN
14695,57,35,NaN,NaN,42,15,66,65,NaN,91,99,3,NaN
14696,,,NaN,NaN,,,,,NaN,,,,NaN
14697,58,35,NaN,NaN,43,15,67,66,NaN,92,99,3,NaN
14698,,,NaN,NaN,,,,,NaN,,,,NaN
14699,59,36,NaN,NaN,44,15,67,67,NaN,96,99,3,NaN
14700,,,NaN,NaN,,,,,NaN,,,,NaN
14701,60,36,NaN,NaN,45,15,69,68,NaN,98,99,3,NaN
14702,,,NaN,NaN,,,,,NaN,,,,NaN
14703,62,36,NaN,NaN,45,15,69,69,NaN,100,99,3,NaN
14704,,,NaN,NaN,,,,,NaN,,,,NaN
14705,63,36,NaN,NaN,47,15,70,70,NaN,102,99,3,NaN
14706,,,NaN,NaN,,,,,NaN,,,,NaN
14707,64,37,NaN,NaN,47,15,71,70,NaN,104,99,3,NaN
14708,,,NaN,NaN,,,,,NaN,,,,NaN
14709,64,37,NaN,NaN,47,15,71,71,NaN,104,99,3,NaN
14710,,,NaN,NaN,,,,,NaN,,,,NaN
14711,65,37,NaN,NaN,47,15,71,70,NaN,107,99,3,NaN
14712,,,NaN,NaN,,,,,NaN,,,,NaN
14713,66,37,NaN,NaN,48,15,71,70,NaN,108,99,3,NaN
14714,,,NaN,NaN,,,,,NaN,,,,NaN
14715,67,37,NaN,NaN,49,15,70,69,NaN,111,99,3,NaN
14716,,,NaN,NaN,,,,,NaN,,,,NaN
14717,67,37,NaN,NaN,50,15,70,69,NaN,111,99,3,NaN
14718,,,NaN,NaN,,,,,NaN,,,,NaN
14719,68,37,NaN,NaN,50,15,69,69,NaN,113,99,3,NaN
14720,,,NaN,NaN,,,,,NaN,,,,NaN
14721,69,37,NaN,NaN,50,15,69,68,NaN,114,99,3,NaN
14722,,,NaN,NaN,,,,,NaN,,,,NaN
14723,70,37,NaN,NaN,51,15,69,68,NaN,116,100,3,NaN
14724,,,NaN,NaN,,,,,NaN,,,,NaN
14725,70,37,NaN,NaN,51,15,69,68,NaN,115,99,3,NaN
14726,,,NaN,NaN,,,,,NaN,,,,NaN
14727,70,37,NaN,NaN,50,15,69,68,NaN,117,99,3,NaN
14728,,,NaN,NaN,,,,,NaN,,,,NaN
14729,70,38,NaN,NaN,51,15,69,68,NaN,117,99,3,NaN
14730,,,NaN,NaN,,,,,NaN,,,,NaN
14731,71,38,NaN,NaN,51,15,69,68,NaN,118,100,3,NaN
14732,,,NaN,NaN,,,,,NaN,,,,NaN
14733,72,38,NaN,NaN,52,15,69,68,NaN,119,99,3,NaN
14734,,,NaN,NaN,,,,,NaN,,,,NaN
14735,72,38,NaN,NaN,52,15,69,68,NaN,120,99,3,NaN
14736,,,NaN,NaN,,,,,NaN,,,,NaN
14737,72,38,NaN,NaN,52,15,69,69,NaN,120,100,3,NaN
14738,,,NaN,NaN,,,,,NaN,,,,NaN
14739,73,38,NaN,NaN,53,15,69,69,NaN,121,100,3,NaN
14740,,,NaN,NaN,,,,,NaN,,,,NaN
14741,74,38,NaN,NaN,54,15,69,69,NaN,122,100,3,NaN
14742,,,NaN,NaN,,,,,NaN,,,,NaN
14743,75,37,NaN,NaN,54,15,70,70,NaN,124,100,3,NaN
14744,,,NaN,NaN,,,,,NaN,,,,NaN
14745,75,37,NaN,NaN,55,15,71,70,NaN,125,100,3,NaN
14746,,,NaN,NaN,,,,,NaN,,,,NaN
14747,76,37,NaN,NaN,55,15,71,71,NaN,126,100,3,NaN
14748,,,NaN,NaN,,,,,NaN,,,,NaN
14749,76,37,NaN,NaN,55,15,72,71,NaN,127,100,3,NaN
14750,,,NaN,NaN,,,,,NaN,,,,NaN
14751,77,36,NaN,NaN,55,15,72,72,NaN,128,100,3,NaN
14752,,,NaN,NaN,,,,,NaN,,,,NaN
14753,78,36,NaN,NaN,58,15,72,72,NaN,128,100,3,NaN
14754,,,NaN,NaN,,,,,NaN,,,,NaN
14755,75,36,NaN,NaN,54,15,72,72,NaN,123,100,3,NaN
14756,,,NaN,NaN,,,,,NaN,,,,NaN
14757,77,37,NaN,NaN,57,15,72,72,NaN,129,100,4,NaN
14758,,,NaN,NaN,,,,,NaN,,,,NaN
14759,79,37,NaN,NaN,57,15,73,72,NaN,132,100,4,NaN
14760,,,NaN,NaN,,,,,NaN,,,,NaN
14761,80,37,NaN,NaN,58,15,73,73,NaN,132,100,3,NaN
14762,,,NaN,NaN,,,,,NaN,,,,NaN
14763,81,37,NaN,NaN,57,15,74,72,NaN,133,100,3,NaN
14764,,,NaN,NaN,,,,,NaN,,,,NaN
14765,80,37,NaN,NaN,57,15,74,74,NaN,132,100,3,NaN
14766,,,NaN,NaN,,,,,NaN,,,,NaN
14767,80,37,NaN,NaN,56,15,74,74,NaN,132,100,3,NaN
14768,,,NaN,NaN,,,,,NaN,,,,NaN
14769,80,37,NaN,NaN,56,15,74,73,NaN,131,100,3,NaN
14770,,,NaN,NaN,,,,,NaN,,,,NaN
14771,79,37,NaN,NaN,56,15,73,73,NaN,131,100,3,NaN
14772,,,NaN,NaN,,,,,NaN,,,,NaN
14773,79,37,NaN,NaN,56,15,73,72,NaN,130,100,3,NaN
14774,,,NaN,NaN,,,,,NaN,,,,NaN
14775,79,37,NaN,NaN,55,15,72,71,NaN,131,100,3,NaN
14776,,,NaN,NaN,,,,,NaN,,,,NaN
14777,79,37,NaN,NaN,55,15,72,71,NaN,131,100,3,NaN
14778,,,NaN,NaN,,,,,NaN,,,,NaN
14779,79,37,NaN,NaN,55,15,72,71,NaN,132,100,3,NaN
14780,,,NaN,NaN,,,,,NaN,,,,NaN
14781,79,37,NaN,NaN,55,15,71,71,NaN,131,100,3,NaN
14782,,,NaN,NaN,,,,,NaN,,,,NaN
14783,79,37,NaN,NaN,55,15,71,71,NaN,132,100,3,NaN
14784,,,NaN,NaN,,,,,NaN,,,,NaN
14785,79,37,NaN,NaN,55,15,70,70,NaN,133,100,3,NaN
14786,,,NaN,NaN,,,,,NaN,,,,NaN
14787,79,37,NaN,NaN,55,15,70,69,NaN,134,100,3,NaN
14788,,,NaN,NaN,,,,,NaN,,,,NaN
14789,79,37,NaN,NaN,55,15,70,69,NaN,132,100,3,NaN
14790,,,NaN,NaN,,,,,NaN,,,,NaN
14791,79,37,NaN,NaN,54,15,69,69,NaN,133,100,3,NaN
14792,,,NaN,NaN,,,,,NaN,,,,NaN
14793,78,37,NaN,NaN,54,15,69,69,NaN,131,100,3,NaN
14794,,,NaN,NaN,,,,,NaN,,,,NaN
14795,77,37,NaN,NaN,53,15,69,68,NaN,129,100,3,NaN
14796,,,NaN,NaN,,,,,NaN,,,,NaN
14797,77,37,NaN,NaN,54,15,69,68,NaN,129,100,3,NaN
14798,,,NaN,NaN,,,,,NaN,,,,NaN
14799,77,37,NaN,NaN,53,15,69,68,NaN,130,100,3,NaN
14800,,,NaN,NaN,,,,,NaN,,,,NaN
14801,77,37,NaN,NaN,54,15,69,68,NaN,129,100,3,NaN
14802,,,NaN,NaN,,,,,NaN,,,,NaN
14803,78,37,NaN,NaN,54,15,69,68,NaN,129,100,3,NaN
14804,,,NaN,NaN,,,,,NaN,,,,NaN
14805,78,37,NaN,NaN,55,15,69,69,NaN,129,100,3,NaN
14806,,,NaN,NaN,,,,,NaN,,,,NaN
14807,78,37,NaN,NaN,55,15,70,69,NaN,130,100,3,NaN
14808,,,NaN,NaN,,,,,NaN,,,,NaN
14809,78,37,NaN,NaN,55,15,70,70,NaN,129,100,3,NaN
14810,,,NaN,NaN,,,,,NaN,,,,NaN
14811,78,37,NaN,NaN,54,15,70,70,NaN,129,100,3,NaN
14812,,,NaN,NaN,,,,,NaN,,,,NaN
14813,78,37,NaN,NaN,54,15,70,70,NaN,129,100,3,NaN
14814,,,NaN,NaN,,,,,NaN,,,,NaN
14815,78,37,NaN,NaN,54,15,70,70,NaN,129,100,3,NaN
14816,,,NaN,NaN,,,,,NaN,,,,NaN
14817,77,37,NaN,NaN,54,15,70,69,NaN,128,100,3,NaN
14818,,,NaN,NaN,,,,,NaN,,,,NaN
14819,78,37,NaN,NaN,54,15,70,69,NaN,128,100,3,NaN
14820,,,NaN,NaN,,,,,NaN,,,,NaN
14821,77,37,NaN,NaN,54,15,69,69,NaN,127,100,3,NaN
14822,,,NaN,NaN,,,,,NaN,,,,NaN
14823,77,37,NaN,NaN,53,15,69,69,NaN,128,100,3,NaN
14824,,,NaN,NaN,,,,,NaN,,,,NaN
14825,77,37,NaN,NaN,53,15,69,68,NaN,126,100,3,NaN
14826,,,NaN,NaN,,,,,NaN,,,,NaN
14827,77,37,NaN,NaN,53,15,69,68,NaN,127,100,3,NaN
14828,,,NaN,NaN,,,,,NaN,,,,NaN
14829,77,37,NaN,NaN,53,15,68,68,NaN,127,100,3,NaN
14830,,,NaN,NaN,,,,,NaN,,,,NaN
14831,77,38,NaN,NaN,53,15,68,67,NaN,128,100,3,NaN
14832,,,NaN,NaN,,,,,NaN,,,,NaN
14833,77,38,NaN,NaN,54,15,68,67,NaN,128,100,3,NaN
14834,,,NaN,NaN,,,,,NaN,,,,NaN
14835,77,38,NaN,NaN,54,15,68,67,NaN,129,100,3,NaN
14836,,,NaN,NaN,,,,,NaN,,,,NaN
14837,77,38,NaN,NaN,54,15,68,68,NaN,128,100,3,NaN
14838,,,NaN,NaN,,,,,NaN,,,,NaN
14839,78,37,NaN,NaN,54,15,69,68,NaN,129,100,3,NaN
14840,,,NaN,NaN,,,,,NaN,,,,NaN
14841,77,37,NaN,NaN,53,15,69,68,NaN,128,100,3,NaN
14842,,,NaN,NaN,,,,,NaN,,,,NaN
14843,77,37,NaN,NaN,53,15,69,68,NaN,129,100,3,NaN
14844,,,NaN,NaN,,,,,NaN,,,,NaN
14845,77,37,NaN,NaN,53,15,69,68,NaN,128,100,3,NaN
14846,,,NaN,NaN,,,,,NaN,,,,NaN
14847,77,37,NaN,NaN,53,15,69,68,NaN,130,100,3,NaN
14848,,,NaN,NaN,,,,,NaN,,,,NaN
14849,77,37,NaN,NaN,54,15,69,68,NaN,129,100,3,NaN
14850,,,NaN,NaN,,,,,NaN,,,,NaN
14851,78,37,NaN,NaN,54,15,69,69,NaN,130,100,3,NaN
14852,,,NaN,NaN,,,,,NaN,,,,NaN
14853,77,37,NaN,NaN,54,15,70,70,NaN,129,100,3,NaN
14854,,,NaN,NaN,,,,,NaN,,,,NaN
14855,77,37,NaN,NaN,53,15,70,69,NaN,130,100,3,NaN
14856,,,NaN,NaN,,,,,NaN,,,,NaN
14857,77,37,NaN,NaN,53,15,70,69,NaN,129,100,3,NaN
14858,,,NaN,NaN,,,,,NaN,,,,NaN
14859,77,37,NaN,NaN,53,15,70,69,NaN,130,100,3,NaN
14860,,,NaN,NaN,,,,,NaN,,,,NaN
14861,77,38,NaN,NaN,53,15,69,69,NaN,129,100,3,NaN
14862,,,NaN,NaN,,,,,NaN,,,,NaN
14863,76,38,NaN,NaN,52,15,69,68,NaN,128,100,3,NaN
14864,,,NaN,NaN,,,,,NaN,,,,NaN
14865,75,38,NaN,NaN,52,15,68,68,NaN,127,100,3,NaN
14866,,,NaN,NaN,,,,,NaN,,,,NaN
14867,75,37,NaN,NaN,51,15,67,67,NaN,127,100,3,NaN
14868,,,NaN,NaN,,,,,NaN,,,,NaN
14869,74,37,NaN,NaN,51,15,67,66,NaN,125,100,3,NaN
14870,,,NaN,NaN,,,,,NaN,,,,NaN
14871,74,37,NaN,NaN,50,15,66,65,NaN,126,100,3,NaN
14872,,,NaN,NaN,,,,,NaN,,,,NaN
14873,73,37,NaN,NaN,50,15,65,64,NaN,124,100,3,NaN
14874,,,NaN,NaN,,,,,NaN,,,,NaN
14875,73,37,NaN,NaN,49,15,65,64,NaN,123,100,3,NaN
14876,,,NaN,NaN,,,,,NaN,,,,NaN
14877,72,37,NaN,NaN,49,15,64,63,NaN,122,100,3,NaN
14878,,,NaN,NaN,,,,,NaN,,,,NaN
14879,72,37,NaN,NaN,48,15,63,63,NaN,122,100,4,NaN
14880,,,NaN,NaN,,,,,NaN,,,,NaN
14881,71,37,NaN,NaN,49,15,63,62,NaN,121,100,4,NaN
14882,,,NaN,NaN,,,,,NaN,,,,NaN
14883,71,37,NaN,NaN,48,15,63,62,NaN,121,100,4,NaN
14884,,,NaN,NaN,,,,,NaN,,,,NaN
14885,71,37,NaN,NaN,49,15,62,61,NaN,121,100,3,NaN
14886,,,NaN,NaN,,,,,NaN,,,,NaN
14887,71,37,NaN,NaN,49,15,61,61,NaN,122,100,3,NaN
14888,,,NaN,NaN,,,,,NaN,,,,NaN
14889,71,37,NaN,NaN,49,15,61,61,NaN,121,100,3,NaN
14890,,,NaN,NaN,,,,,NaN,,,,NaN
14891,71,37,NaN,NaN,49,15,61,61,NaN,122,100,3,NaN
14892,,,NaN,NaN,,,,,NaN,,,,NaN
14893,71,37,NaN,NaN,50,15,62,61,NaN,121,100,3,NaN
14894,,,NaN,NaN,,,,,NaN,,,,NaN
14895,72,36,NaN,NaN,50,15,62,62,NaN,122,100,3,NaN
14896,,,NaN,NaN,,,,,NaN,,,,NaN
14897,72,36,NaN,NaN,50,15,63,63,NaN,122,100,4,NaN
14898,,,NaN,NaN,,,,,NaN,,,,NaN
14899,73,36,NaN,NaN,51,15,64,63,NaN,124,100,4,NaN
14900,,,NaN,NaN,,,,,NaN,,,,NaN
14901,73,36,NaN,NaN,51,15,65,64,NaN,124,100,3,NaN
14902,,,NaN,NaN,,,,,NaN,,,,NaN
14903,74,37,NaN,NaN,51,15,65,65,NaN,125,100,3,NaN
14904,,,NaN,NaN,,,,,NaN,,,,NaN
14905,73,37,NaN,NaN,51,15,66,65,NaN,124,100,3,NaN
14906,,,NaN,NaN,,,,,NaN,,,,NaN
14907,73,37,NaN,NaN,50,15,66,65,NaN,124,100,3,NaN
14908,,,NaN,NaN,,,,,NaN,,,,NaN
14909,73,37,NaN,NaN,50,15,65,64,NaN,123,100,3,NaN
14910,,,NaN,NaN,,,,,NaN,,,,NaN
14911,73,37,NaN,NaN,49,15,65,64,NaN,123,100,3,NaN
14912,,,NaN,NaN,,,,,NaN,,,,NaN
14913,72,37,NaN,NaN,50,15,65,64,NaN,122,100,3,NaN
14914,,,NaN,NaN,,,,,NaN,,,,NaN
14915,72,38,NaN,NaN,49,15,64,64,NaN,122,100,3,NaN
14916,,,NaN,NaN,,,,,NaN,,,,NaN
14917,72,38,NaN,NaN,49,15,64,64,NaN,121,100,3,NaN
14918,,,NaN,NaN,,,,,NaN,,,,NaN
14919,72,38,NaN,NaN,49,15,64,64,NaN,121,100,3,NaN
14920,,,NaN,NaN,,,,,NaN,,,,NaN
14921,71,38,NaN,NaN,49,15,64,64,NaN,120,100,3,NaN
14922,,,NaN,NaN,,,,,NaN,,,,NaN
14923,72,36,NaN,NaN,49,15,64,64,NaN,121,100,3,NaN
14924,,,NaN,NaN,,,,,NaN,,,,NaN
14925,71,36,NaN,NaN,50,15,64,64,NaN,120,100,3,NaN
14926,,,NaN,NaN,,,,,NaN,,,,NaN
14927,71,36,NaN,NaN,49,15,65,64,NaN,121,100,3,NaN
14928,,,NaN,NaN,,,,,NaN,,,,NaN
14929,71,37,NaN,NaN,49,15,65,64,NaN,120,100,3,NaN
14930,,,NaN,NaN,,,,,NaN,,,,NaN
14931,71,37,NaN,NaN,49,15,65,64,NaN,121,100,3,NaN
14932,,,NaN,NaN,,,,,NaN,,,,NaN
14933,71,37,NaN,NaN,49,15,65,64,NaN,120,100,3,NaN
14934,,,NaN,NaN,,,,,NaN,,,,NaN
14935,71,37,NaN,NaN,49,15,64,64,NaN,121,100,3,NaN
14936,,,NaN,NaN,,,,,NaN,,,,NaN
14937,71,37,NaN,NaN,49,15,64,63,NaN,120,100,3,NaN
14938,,,NaN,NaN,,,,,NaN,,,,NaN
14939,71,37,NaN,NaN,49,15,64,63,NaN,121,100,3,NaN
14940,,,NaN,NaN,,,,,NaN,,,,NaN
14941,72,37,NaN,NaN,50,15,64,63,NaN,121,100,3,NaN
14942,,,NaN,NaN,,,,,NaN,,,,NaN
14943,72,38,NaN,NaN,50,15,64,64,NaN,123,100,3,NaN
14944,,,NaN,NaN,,,,,NaN,,,,NaN
14945,73,38,NaN,NaN,51,15,65,65,NaN,123,100,3,NaN
14946,,,NaN,NaN,,,,,NaN,,,,NaN
14947,73,38,NaN,NaN,51,15,66,66,NaN,124,100,3,NaN
14948,,,NaN,NaN,,,,,NaN,,,,NaN
14949,73,37,NaN,NaN,51,15,67,66,NaN,123,100,3,NaN
14950,,,NaN,NaN,,,,,NaN,,,,NaN
14951,73,37,NaN,NaN,50,15,67,67,NaN,124,100,3,NaN
14952,,,NaN,NaN,,,,,NaN,,,,NaN
14953,73,37,NaN,NaN,50,15,67,66,NaN,124,100,3,NaN
14954,,,NaN,NaN,,,,,NaN,,,,NaN
14955,73,37,NaN,NaN,50,15,67,66,NaN,125,100,3,NaN
14956,,,NaN,NaN,,,,,NaN,,,,NaN
14957,73,37,NaN,NaN,50,15,66,65,NaN,124,100,3,NaN
14958,,,NaN,NaN,,,,,NaN,,,,NaN
14959,73,37,NaN,NaN,50,15,66,66,NaN,125,100,3,NaN
14960,,,NaN,NaN,,,,,NaN,,,,NaN
14961,73,37,NaN,NaN,50,15,66,65,NaN,124,100,3,NaN
14962,,,NaN,NaN,,,,,NaN,,,,NaN
14963,73,37,NaN,NaN,50,15,66,65,NaN,124,100,3,NaN
14964,,,NaN,NaN,,,,,NaN,,,,NaN
14965,72,37,NaN,NaN,49,15,66,66,NaN,123,100,4,NaN
14966,,,NaN,NaN,,,,,NaN,,,,NaN
14967,73,37,NaN,NaN,50,15,65,65,NaN,125,100,4,NaN
14968,,,NaN,NaN,,,,,NaN,,,,NaN
14969,73,37,NaN,NaN,50,15,66,65,NaN,125,100,3,NaN
14970,,,NaN,NaN,,,,,NaN,,,,NaN
14971,73,37,NaN,NaN,50,15,66,65,NaN,126,100,3,NaN
14972,,,NaN,NaN,,,,,NaN,,,,NaN
14973,73,37,NaN,NaN,50,15,66,66,NaN,125,100,3,NaN
14974,,,NaN,NaN,,,,,NaN,,,,NaN
14975,74,37,NaN,NaN,51,15,66,66,NaN,126,100,3,NaN
14976,,,NaN,NaN,,,,,NaN,,,,NaN
14977,73,37,NaN,NaN,50,15,66,66,NaN,124,100,3,NaN
14978,,,NaN,NaN,,,,,NaN,,,,NaN
14979,72,37,NaN,NaN,50,15,66,65,NaN,124,100,3,NaN
14980,,,NaN,NaN,,,,,NaN,,,,NaN
14981,72,37,NaN,NaN,49,15,66,65,NaN,124,100,3,NaN
14982,,,NaN,NaN,,,,,NaN,,,,NaN
14983,72,37,NaN,NaN,49,15,66,65,NaN,124,100,3,NaN
14984,,,NaN,NaN,,,,,NaN,,,,NaN
14985,72,37,NaN,NaN,49,15,66,65,NaN,123,100,3,NaN
