time,Solar8000/PLETH_HR,Solar8000/HR,SNUADC/ECG_II,Solar8000/ART_SBP,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/CVP,SNUADC/ART,Solar8000/ART_DBP,Solar8000/CVP
8183,63,63,NaN,113,79,35,14,100,NaN,NaN,NaN,61,8
8184,,,NaN,,,,,,NaN,NaN,NaN,,
8185,64,63,NaN,114,79,35,14,100,NaN,NaN,NaN,61,8
8186,,,NaN,,,,,,NaN,NaN,NaN,,
8187,64,63,NaN,113,79,36,14,100,NaN,NaN,NaN,60,8
8188,,,NaN,,,,,,NaN,NaN,NaN,,
8189,64,63,NaN,113,79,36,14,100,NaN,NaN,NaN,60,8
8190,,,NaN,,,,,,NaN,NaN,NaN,,
8191,63,63,NaN,112,79,36,14,100,NaN,NaN,NaN,60,8
8192,,,NaN,,,,,,NaN,NaN,NaN,,
8193,64,63,NaN,113,79,35,14,100,NaN,NaN,NaN,61,8
8194,,,NaN,,,,,,NaN,NaN,NaN,,
8195,63,63,NaN,113,79,35,14,100,NaN,NaN,NaN,61,8
8196,,,NaN,,,,,,NaN,NaN,NaN,,
8197,64,63,NaN,113,80,35,14,100,NaN,NaN,NaN,62,8
8198,,,NaN,,,,,,NaN,NaN,NaN,,
8199,64,63,NaN,114,80,35,14,100,NaN,NaN,NaN,61,8
8200,,,NaN,,,,,,NaN,NaN,NaN,,
8201,64,63,NaN,114,80,35,14,100,NaN,NaN,NaN,62,8
8202,,,NaN,,,,,,NaN,NaN,NaN,,
8203,64,64,NaN,114,80,35,14,100,NaN,NaN,NaN,61,8
8204,,,NaN,,,,,,NaN,NaN,NaN,,
8205,65,64,NaN,114,80,35,14,100,NaN,NaN,NaN,62,8
8206,,,NaN,,,,,,NaN,NaN,NaN,,
8207,65,64,NaN,114,80,35,14,100,NaN,NaN,NaN,61,8
8208,,,NaN,,,,,,NaN,NaN,NaN,,
8209,65,64,NaN,114,80,35,14,100,NaN,NaN,NaN,61,8
8210,,,NaN,,,,,,NaN,NaN,NaN,,
8211,64,64,NaN,115,80,35,14,100,NaN,NaN,NaN,62,8
8212,,,NaN,,,,,,NaN,NaN,NaN,,
8213,65,64,NaN,116,81,35,14,100,NaN,NaN,NaN,63,8
8214,,,NaN,,,,,,NaN,NaN,NaN,,
8215,65,65,NaN,116,79,35,14,100,NaN,NaN,NaN,58,8
8216,,,NaN,,,,,,NaN,NaN,NaN,,
8217,63,59,NaN,111,76,35,14,100,NaN,NaN,NaN,55,8
8218,,,NaN,,,,,,NaN,NaN,NaN,,
8219,60,55,NaN,109,75,35,14,100,NaN,NaN,NaN,55,8
8220,,,NaN,,,,,,NaN,NaN,NaN,,
8221,58,53,NaN,109,75,35,14,100,NaN,NaN,NaN,56,8
8222,,,NaN,,,,,,NaN,NaN,NaN,,
8223,57,51,NaN,110,75,35,14,100,NaN,NaN,NaN,56,8
8224,,,NaN,,,,,,NaN,NaN,NaN,,
8225,54,53,NaN,111,75,35,14,100,NaN,NaN,NaN,57,8
8226,,,NaN,,,,,,NaN,NaN,NaN,,
8227,54,54,NaN,112,76,35,14,100,NaN,NaN,NaN,59,9
8228,,,NaN,,,,,,NaN,NaN,NaN,,
8229,57,56,NaN,115,79,35,14,100,NaN,NaN,NaN,63,9
8230,,,NaN,,,,,,NaN,NaN,NaN,,
8231,60,59,NaN,121,83,34,14,100,NaN,NaN,NaN,67,9
8232,,,NaN,,,,,,NaN,NaN,NaN,,
8233,63,66,NaN,123,85,34,14,100,NaN,NaN,NaN,68,8
8234,,,NaN,,,,,,NaN,NaN,NaN,,
8235,68,69,NaN,123,86,34,14,100,NaN,NaN,NaN,67,8
8236,,,NaN,,,,,,NaN,NaN,NaN,,
8237,70,70,NaN,123,86,34,14,100,NaN,NaN,NaN,66,8
8238,,,NaN,,,,,,NaN,NaN,NaN,,
8239,69,68,NaN,120,85,34,14,100,NaN,NaN,NaN,65,8
8240,,,NaN,,,,,,NaN,NaN,NaN,,
8241,68,67,NaN,121,85,34,14,100,NaN,NaN,NaN,64,9
8242,,,NaN,,,,,,NaN,NaN,NaN,,
8243,67,66,NaN,119,84,34,14,100,NaN,NaN,NaN,64,9
8244,,,NaN,,,,,,NaN,NaN,NaN,,
8245,66,66,NaN,120,84,35,14,100,NaN,NaN,NaN,64,11
8246,,,NaN,,,,,,NaN,NaN,NaN,,
8247,66,65,NaN,119,83,35,14,100,NaN,NaN,NaN,64,11
8248,,,NaN,,,,,,NaN,NaN,NaN,,
8249,66,65,NaN,120,84,35,14,100,NaN,NaN,NaN,64,11
8250,,,NaN,,,,,,NaN,NaN,NaN,,
8251,65,64,NaN,120,84,35,14,100,NaN,NaN,NaN,65,11
8252,,,NaN,,,,,,NaN,NaN,NaN,,
8253,65,65,NaN,122,85,35,14,100,NaN,NaN,NaN,67,11
8254,,,NaN,,,,,,NaN,NaN,NaN,,
8255,66,65,NaN,124,86,35,14,100,NaN,NaN,NaN,67,11
8256,,,NaN,,,,,,NaN,NaN,NaN,,
8257,67,66,NaN,125,88,35,14,100,NaN,NaN,NaN,69,11
8258,,,NaN,,,,,,NaN,NaN,NaN,,
8259,67,67,NaN,126,89,35,14,100,NaN,NaN,NaN,69,11
8260,,,NaN,,,,,,NaN,NaN,NaN,,
8261,68,68,NaN,126,90,35,14,100,NaN,NaN,NaN,70,11
8262,,,NaN,,,,,,NaN,NaN,NaN,,
8263,67,67,NaN,127,89,35,14,100,NaN,NaN,NaN,68,12
8264,,,NaN,,,,,,NaN,NaN,NaN,,
8265,66,66,NaN,124,88,35,14,100,NaN,NaN,NaN,66,12
8266,,,NaN,,,,,,NaN,NaN,NaN,,
8267,65,64,NaN,124,87,35,14,100,NaN,NaN,NaN,66,12
8268,,,NaN,,,,,,NaN,NaN,NaN,,
8269,64,63,NaN,123,87,35,14,100,NaN,NaN,NaN,67,12
8270,,,NaN,,,,,,NaN,NaN,NaN,,
8271,64,63,NaN,125,88,35,14,100,NaN,NaN,NaN,68,13
8272,,,NaN,,,,,,NaN,NaN,NaN,,
8273,64,64,NaN,126,89,35,14,100,NaN,NaN,NaN,69,13
8274,,,NaN,,,,,,NaN,NaN,NaN,,
8275,66,66,NaN,127,89,35,14,100,NaN,NaN,NaN,69,12
8276,,,NaN,,,,,,NaN,NaN,NaN,,
8277,67,66,NaN,126,90,35,14,100,NaN,NaN,NaN,69,12
8278,,,NaN,,,,,,NaN,NaN,NaN,,
8279,67,66,NaN,127,90,35,14,100,NaN,NaN,NaN,69,11
8280,,,NaN,,,,,,NaN,NaN,NaN,,
8281,67,66,NaN,126,90,35,14,100,NaN,NaN,NaN,68,11
8282,,,NaN,,,,,,NaN,NaN,NaN,,
8283,67,66,NaN,126,90,35,14,100,NaN,NaN,NaN,68,11
8284,,,NaN,,,,,,NaN,NaN,NaN,,
8285,66,66,NaN,126,89,35,14,100,NaN,NaN,NaN,68,11
8286,,,NaN,,,,,,NaN,NaN,NaN,,
8287,66,65,NaN,125,89,35,14,100,NaN,NaN,NaN,68,11
8288,,,NaN,,,,,,NaN,NaN,NaN,,
8289,65,62,NaN,125,87,35,14,100,NaN,NaN,NaN,64,11
8290,,,NaN,,,,,,NaN,NaN,NaN,,
8291,62,60,NaN,121,85,35,14,100,NaN,NaN,NaN,63,11
8292,,,NaN,,,,,,NaN,NaN,NaN,,
8293,61,59,NaN,121,85,35,14,100,NaN,NaN,NaN,64,12
8294,,,NaN,,,,,,NaN,NaN,NaN,,
8295,60,57,NaN,122,85,35,14,100,NaN,NaN,NaN,66,12
8296,,,NaN,,,,,,NaN,NaN,NaN,,
8297,59,58,NaN,125,88,35,14,100,NaN,NaN,NaN,69,12
8298,,,NaN,,,,,,NaN,NaN,NaN,,
8299,62,61,NaN,130,92,35,14,100,NaN,NaN,NaN,74,12
8300,,,NaN,,,,,,NaN,NaN,NaN,,
8301,64,65,NaN,134,95,35,14,100,NaN,NaN,NaN,76,12
8302,,,NaN,,,,,,NaN,NaN,NaN,,
8303,68,68,NaN,135,97,35,14,100,NaN,NaN,NaN,77,12
8304,,,NaN,,,,,,NaN,NaN,NaN,,
8305,69,69,NaN,136,98,35,14,100,NaN,NaN,NaN,76,12
8306,,,NaN,,,,,,NaN,NaN,NaN,,
8307,70,69,NaN,134,97,35,14,100,NaN,NaN,NaN,74,12
8308,,,NaN,,,,,,NaN,NaN,NaN,,
8309,70,69,NaN,133,96,35,14,100,NaN,NaN,NaN,73,12
8310,,,NaN,,,,,,NaN,NaN,NaN,,
8311,69,69,NaN,131,94,35,14,100,NaN,NaN,NaN,72,12
8312,,,NaN,,,,,,NaN,NaN,NaN,,
8313,69,68,NaN,130,93,35,14,100,NaN,NaN,NaN,71,12
8314,,,NaN,,,,,,NaN,NaN,NaN,,
8315,68,68,NaN,129,93,35,14,100,NaN,NaN,NaN,70,12
8316,,,NaN,,,,,,NaN,NaN,NaN,,
8317,68,67,NaN,128,92,35,14,100,NaN,NaN,NaN,70,12
8318,,,NaN,,,,,,NaN,NaN,NaN,,
8319,67,67,NaN,128,92,35,14,100,NaN,NaN,NaN,70,12
8320,,,NaN,,,,,,NaN,NaN,NaN,,
8321,67,66,NaN,127,91,35,14,100,NaN,NaN,NaN,70,11
8322,,,NaN,,,,,,NaN,NaN,NaN,,
8323,66,66,NaN,127,91,35,14,100,NaN,NaN,NaN,69,11
8324,,,NaN,,,,,,NaN,NaN,NaN,,
8325,66,66,NaN,126,91,35,14,100,NaN,NaN,NaN,70,11
8326,,,NaN,,,,,,NaN,NaN,NaN,,
8327,66,66,NaN,127,91,35,14,100,NaN,NaN,NaN,69,10
8328,,,NaN,,,,,,NaN,NaN,NaN,,
8329,66,65,NaN,126,91,35,14,100,NaN,NaN,NaN,70,10
8330,,,NaN,,,,,,NaN,NaN,NaN,,
8331,66,66,NaN,126,91,35,14,100,NaN,NaN,NaN,69,8
8332,,,NaN,,,,,,NaN,NaN,NaN,,
8333,66,65,NaN,125,91,35,14,100,NaN,NaN,NaN,70,8
8334,,,NaN,,,,,,NaN,NaN,NaN,,
8335,66,65,NaN,126,90,35,14,100,NaN,NaN,NaN,68,8
8336,,,NaN,,,,,,NaN,NaN,NaN,,
8337,64,64,NaN,124,89,35,14,100,NaN,NaN,NaN,67,8
8338,,,NaN,,,,,,NaN,NaN,NaN,,
8339,63,62,NaN,124,89,35,14,100,NaN,NaN,NaN,68,8
8340,,,NaN,,,,,,NaN,NaN,NaN,,
8341,63,62,NaN,125,90,35,14,100,NaN,NaN,NaN,70,8
8342,,,NaN,,,,,,NaN,NaN,NaN,,
8343,63,62,NaN,128,92,35,14,100,NaN,NaN,NaN,72,8
8344,,,NaN,,,,,,NaN,NaN,NaN,,
8345,64,64,NaN,130,94,35,14,100,NaN,NaN,NaN,73,8
8346,,,NaN,,,,,,NaN,NaN,NaN,,
8347,65,65,NaN,131,95,35,14,100,NaN,NaN,NaN,74,8
8348,,,NaN,,,,,,NaN,NaN,NaN,,
8349,66,66,NaN,132,95,35,14,100,NaN,NaN,NaN,74,8
8350,,,NaN,,,,,,NaN,NaN,NaN,,
8351,66,66,NaN,132,95,35,14,100,NaN,NaN,NaN,74,8
8352,,,NaN,,,,,,NaN,NaN,NaN,,
8353,66,66,NaN,132,95,35,14,100,NaN,NaN,NaN,73,8
8354,,,NaN,,,,,,NaN,NaN,NaN,,
8355,66,66,NaN,132,95,35,14,100,NaN,NaN,NaN,73,8
8356,,,NaN,,,,,,NaN,NaN,NaN,,
8357,66,66,NaN,132,95,35,14,100,NaN,NaN,NaN,72,9
8358,,,NaN,,,,,,NaN,NaN,NaN,,
8359,66,66,NaN,130,94,35,14,100,NaN,NaN,NaN,72,9
8360,,,NaN,,,,,,NaN,NaN,NaN,,
8361,67,66,NaN,131,94,35,14,100,NaN,NaN,NaN,72,8
8362,,,NaN,,,,,,NaN,NaN,NaN,,
8363,67,66,NaN,130,94,35,14,100,NaN,NaN,NaN,72,8
8364,,,NaN,,,,,,NaN,NaN,NaN,,
8365,67,66,NaN,132,95,35,14,100,NaN,NaN,NaN,73,8
8366,,,NaN,,,,,,NaN,NaN,NaN,,
8367,67,66,NaN,131,95,35,14,100,NaN,NaN,NaN,73,8
8368,,,NaN,,,,,,NaN,NaN,NaN,,
8369,66,66,NaN,132,95,35,14,100,NaN,NaN,NaN,72,8
8370,,,NaN,,,,,,NaN,NaN,NaN,,
8371,66,65,NaN,131,95,35,14,100,NaN,NaN,NaN,72,8
8372,,,NaN,,,,,,NaN,NaN,NaN,,
8373,66,65,NaN,130,94,35,14,100,NaN,NaN,NaN,72,9
8374,,,NaN,,,,,,NaN,NaN,NaN,,
8375,65,64,NaN,130,94,35,14,100,NaN,NaN,NaN,73,9
8376,,,NaN,,,,,,NaN,NaN,NaN,,
8377,64,64,NaN,130,93,35,14,100,NaN,NaN,NaN,71,9
8378,,,NaN,,,,,,NaN,NaN,NaN,,
8379,64,64,NaN,129,93,35,14,100,NaN,NaN,NaN,70,9
8380,,,NaN,,,,,,NaN,NaN,NaN,,
8381,64,63,NaN,128,92,35,14,100,NaN,NaN,NaN,70,8
8382,,,NaN,,,,,,NaN,NaN,NaN,,
8383,64,63,NaN,127,92,35,14,100,NaN,NaN,NaN,70,8
8384,,,NaN,,,,,,NaN,NaN,NaN,,
8385,64,63,NaN,127,92,35,14,100,NaN,NaN,NaN,70,8
8386,,,NaN,,,,,,NaN,NaN,NaN,,
8387,64,64,NaN,128,92,35,14,100,NaN,NaN,NaN,70,8
8388,,,NaN,,,,,,NaN,NaN,NaN,,
8389,65,64,NaN,127,91,35,14,100,NaN,NaN,NaN,69,8
8390,,,NaN,,,,,,NaN,NaN,NaN,,
8391,64,64,NaN,125,90,35,14,100,NaN,NaN,NaN,68,8
8392,,,NaN,,,,,,NaN,NaN,NaN,,
8393,64,64,NaN,125,90,35,14,100,NaN,NaN,NaN,69,8
8394,,,NaN,,,,,,NaN,NaN,NaN,,
8395,64,64,NaN,126,90,35,14,100,NaN,NaN,NaN,69,9
8396,,,NaN,,,,,,NaN,NaN,NaN,,
8397,64,64,NaN,125,90,35,14,100,NaN,NaN,NaN,69,9
8398,,,NaN,,,,,,NaN,NaN,NaN,,
8399,64,64,NaN,125,90,35,14,100,NaN,NaN,NaN,69,8
8400,,,NaN,,,,,,NaN,NaN,NaN,,
8401,65,64,NaN,124,90,35,14,100,NaN,NaN,NaN,68,8
8402,,,NaN,,,,,,NaN,NaN,NaN,,
8403,65,64,NaN,125,90,35,14,100,NaN,NaN,NaN,69,8
8404,,,NaN,,,,,,NaN,NaN,NaN,,
8405,65,65,NaN,125,90,35,14,100,NaN,NaN,NaN,69,8
8406,,,NaN,,,,,,NaN,NaN,NaN,,
8407,66,65,NaN,125,90,35,14,100,NaN,NaN,NaN,70,8
8408,,,NaN,,,,,,NaN,NaN,NaN,,
8409,66,66,NaN,125,90,35,14,100,NaN,NaN,NaN,70,8
8410,,,NaN,,,,,,NaN,NaN,NaN,,
8411,66,65,NaN,124,90,35,14,100,NaN,NaN,NaN,69,9
8412,,,NaN,,,,,,NaN,NaN,NaN,,
8413,65,65,NaN,125,90,35,14,100,NaN,NaN,NaN,68,9
8414,,,NaN,,,,,,NaN,NaN,NaN,,
8415,65,64,NaN,125,89,35,14,100,NaN,NaN,NaN,69,8
8416,,,NaN,,,,,,NaN,NaN,NaN,,
8417,64,64,NaN,125,89,35,14,100,NaN,NaN,NaN,68,8
8418,,,NaN,,,,,,NaN,NaN,NaN,,
8419,64,63,NaN,124,89,35,14,100,NaN,NaN,NaN,68,8
8420,,,NaN,,,,,,NaN,NaN,NaN,,
8421,64,64,NaN,125,89,35,14,100,NaN,NaN,NaN,68,8
8422,,,NaN,,,,,,NaN,NaN,NaN,,
8423,64,64,NaN,125,89,35,14,100,NaN,NaN,NaN,68,8
8424,,,NaN,,,,,,NaN,NaN,NaN,,
8425,64,64,NaN,126,90,35,14,100,NaN,NaN,NaN,68,8
8426,,,NaN,,,,,,NaN,NaN,NaN,,
8427,65,64,NaN,125,90,35,14,100,NaN,NaN,NaN,68,8
8428,,,NaN,,,,,,NaN,NaN,NaN,,
8429,65,64,NaN,126,90,35,14,100,NaN,NaN,NaN,68,8
8430,,,NaN,,,,,,NaN,NaN,NaN,,
8431,64,85,NaN,125,90,35,14,100,NaN,NaN,NaN,68,8
8432,,,NaN,,,,,,NaN,NaN,NaN,,
8433,64,85,NaN,125,90,35,14,100,NaN,NaN,NaN,69,8
8434,,,NaN,,,,,,NaN,NaN,NaN,,
8435,64,85,NaN,125,90,35,14,100,NaN,NaN,NaN,69,8
8436,,,NaN,,,,,,NaN,NaN,NaN,,
8437,64,70,NaN,125,90,35,14,100,NaN,NaN,NaN,69,8
8438,,,NaN,,,,,,NaN,NaN,NaN,,
8439,64,64,NaN,125,90,35,14,100,NaN,NaN,NaN,68,8
8440,,,NaN,,,,,,NaN,NaN,NaN,,
8441,64,64,NaN,124,89,35,14,100,NaN,NaN,NaN,67,8
8442,,,NaN,,,,,,NaN,NaN,NaN,,
8443,64,64,NaN,124,89,35,14,100,NaN,NaN,NaN,68,8
8444,,,NaN,,,,,,NaN,NaN,NaN,,
8445,64,64,NaN,124,89,35,14,100,NaN,NaN,NaN,69,8
8446,,,NaN,,,,,,NaN,NaN,NaN,,
8447,64,64,NaN,124,89,35,14,100,NaN,NaN,NaN,67,8
8448,,,NaN,,,,,,NaN,NaN,NaN,,
8449,65,64,NaN,124,89,35,14,100,NaN,NaN,NaN,69,8
8450,,,NaN,,,,,,NaN,NaN,NaN,,
8451,65,65,NaN,126,90,35,14,100,NaN,NaN,NaN,69,8
8452,,,NaN,,,,,,NaN,NaN,NaN,,
8453,66,65,NaN,125,90,35,14,100,NaN,NaN,NaN,69,8
8454,,,NaN,,,,,,NaN,NaN,NaN,,
8455,66,66,NaN,126,90,35,14,100,NaN,NaN,NaN,69,8
8456,,,NaN,,,,,,NaN,NaN,NaN,,
8457,66,66,NaN,125,90,35,14,100,NaN,NaN,NaN,68,8
8458,,,NaN,,,,,,NaN,NaN,NaN,,
8459,66,65,NaN,125,89,35,14,100,NaN,NaN,NaN,67,8
8460,,,NaN,,,,,,NaN,NaN,NaN,,
8461,65,64,NaN,123,88,35,14,100,NaN,NaN,NaN,66,8
8462,,,NaN,,,,,,NaN,NaN,NaN,,
8463,64,63,NaN,122,87,35,14,100,NaN,NaN,NaN,65,8
8464,,,NaN,,,,,,NaN,NaN,NaN,,
8465,63,63,NaN,121,86,35,14,100,NaN,NaN,NaN,65,8
8466,,,NaN,,,,,,NaN,NaN,NaN,,
8467,63,62,NaN,120,86,35,14,100,NaN,NaN,NaN,65,8
8468,,,NaN,,,,,,NaN,NaN,NaN,,
8469,63,62,NaN,121,86,35,14,100,NaN,NaN,NaN,65,8
8470,,,NaN,,,,,,NaN,NaN,NaN,,
8471,63,62,NaN,122,86,35,14,100,NaN,NaN,NaN,66,8
8472,,,NaN,,,,,,NaN,NaN,NaN,,
8473,63,63,NaN,122,86,35,14,100,NaN,NaN,NaN,66,8
8474,,,NaN,,,,,,NaN,NaN,NaN,,
8475,63,62,NaN,121,86,35,14,100,NaN,NaN,NaN,67,8
8476,,,NaN,,,,,,NaN,NaN,NaN,,
8477,63,63,NaN,122,87,35,14,100,NaN,NaN,NaN,66,8
8478,,,NaN,,,,,,NaN,NaN,NaN,,
8479,63,63,NaN,121,86,35,14,100,NaN,NaN,NaN,66,8
8480,,,NaN,,,,,,NaN,NaN,NaN,,
8481,64,63,NaN,122,87,35,14,100,NaN,NaN,NaN,66,8
8482,,,NaN,,,,,,NaN,NaN,NaN,,
8483,64,63,NaN,121,86,35,14,100,NaN,NaN,NaN,66,8
8484,,,NaN,,,,,,NaN,NaN,NaN,,
8485,64,64,NaN,121,86,35,14,100,NaN,NaN,NaN,66,8
8486,,,NaN,,,,,,NaN,NaN,NaN,,
8487,64,63,NaN,121,86,35,14,100,NaN,NaN,NaN,66,8
8488,,,NaN,,,,,,NaN,NaN,NaN,,
8489,64,63,NaN,122,87,35,14,100,NaN,NaN,NaN,66,8
8490,,,NaN,,,,,,NaN,NaN,NaN,,
8491,64,63,NaN,122,87,35,14,100,NaN,NaN,NaN,66,8
8492,,,NaN,,,,,,NaN,NaN,NaN,,
8493,64,64,NaN,123,87,35,14,100,NaN,NaN,NaN,67,8
8494,,,NaN,,,,,,NaN,NaN,NaN,,
8495,65,64,NaN,123,87,35,14,100,NaN,NaN,NaN,67,8
8496,,,NaN,,,,,,NaN,NaN,NaN,,
8497,65,64,NaN,122,87,35,14,100,NaN,NaN,NaN,67,8
8498,,,NaN,,,,,,NaN,NaN,NaN,,
8499,65,65,NaN,122,87,35,14,100,NaN,NaN,NaN,66,8
8500,,,NaN,,,,,,NaN,NaN,NaN,,
8501,65,64,NaN,121,87,35,14,100,NaN,NaN,NaN,66,8
8502,,,NaN,,,,,,NaN,NaN,NaN,,
8503,65,65,NaN,121,86,35,14,100,NaN,NaN,NaN,65,8
8504,,,NaN,,,,,,NaN,NaN,NaN,,
8505,64,64,NaN,120,86,35,14,100,NaN,NaN,NaN,65,8
8506,,,NaN,,,,,,NaN,NaN,NaN,,
8507,64,64,NaN,121,85,35,14,100,NaN,NaN,NaN,64,8
8508,,,NaN,,,,,,NaN,NaN,NaN,,
8509,64,63,NaN,120,85,35,14,100,NaN,NaN,NaN,64,8
8510,,,NaN,,,,,,NaN,NaN,NaN,,
8511,63,63,NaN,120,84,35,14,100,NaN,NaN,NaN,64,8
8512,,,NaN,,,,,,NaN,NaN,NaN,,
8513,63,62,NaN,121,84,35,14,100,NaN,NaN,NaN,63,8
8514,,,NaN,,,,,,NaN,NaN,NaN,,
8515,62,62,NaN,120,84,35,14,100,NaN,NaN,NaN,63,8
8516,,,NaN,,,,,,NaN,NaN,NaN,,
8517,62,61,NaN,119,83,35,14,100,NaN,NaN,NaN,63,8
8518,,,NaN,,,,,,NaN,NaN,NaN,,
8519,62,61,NaN,119,84,35,14,100,NaN,NaN,NaN,65,8
8520,,,NaN,,,,,,NaN,NaN,NaN,,
8521,62,61,NaN,120,84,35,14,100,NaN,NaN,NaN,64,8
8522,,,NaN,,,,,,NaN,NaN,NaN,,
8523,63,62,NaN,121,84,35,14,100,NaN,NaN,NaN,64,8
8524,,,NaN,,,,,,NaN,NaN,NaN,,
8525,62,62,NaN,119,83,35,14,100,NaN,NaN,NaN,62,8
8526,,,NaN,,,,,,NaN,NaN,NaN,,
8527,62,61,NaN,118,83,35,14,100,NaN,NaN,NaN,62,8
8528,,,NaN,,,,,,NaN,NaN,NaN,,
8529,61,61,NaN,118,83,35,14,100,NaN,NaN,NaN,63,8
8530,,,NaN,,,,,,NaN,NaN,NaN,,
8531,62,61,NaN,120,84,35,14,100,NaN,NaN,NaN,65,8
8532,,,NaN,,,,,,NaN,NaN,NaN,,
8533,62,62,NaN,122,85,35,14,100,NaN,NaN,NaN,67,8
8534,,,NaN,,,,,,NaN,NaN,NaN,,
8535,64,63,NaN,124,87,35,14,100,NaN,NaN,NaN,69,8
8536,,,NaN,,,,,,NaN,NaN,NaN,,
8537,66,65,NaN,127,89,35,14,100,NaN,NaN,NaN,69,8
8538,,,NaN,,,,,,NaN,NaN,NaN,,
8539,66,66,NaN,126,89,35,14,100,NaN,NaN,NaN,69,8
8540,,,NaN,,,,,,NaN,NaN,NaN,,
8541,66,66,NaN,126,89,35,14,100,NaN,NaN,NaN,68,8
8542,,,NaN,,,,,,NaN,NaN,NaN,,
8543,66,66,NaN,125,88,35,14,100,NaN,NaN,NaN,67,8
8544,,,NaN,,,,,,NaN,NaN,NaN,,
8545,66,66,NaN,125,88,35,14,100,NaN,NaN,NaN,67,8
8546,,,NaN,,,,,,NaN,NaN,NaN,,
8547,66,65,NaN,124,87,35,14,100,NaN,NaN,NaN,66,8
8548,,,NaN,,,,,,NaN,NaN,NaN,,
8549,66,65,NaN,124,87,35,14,100,NaN,NaN,NaN,66,8
8550,,,NaN,,,,,,NaN,NaN,NaN,,
8551,65,65,NaN,122,86,35,14,100,NaN,NaN,NaN,65,8
8552,,,NaN,,,,,,NaN,NaN,NaN,,
8553,65,64,NaN,123,86,35,14,100,NaN,NaN,NaN,66,8
8554,,,NaN,,,,,,NaN,NaN,NaN,,
8555,65,64,NaN,124,86,35,14,100,NaN,NaN,NaN,66,8
8556,,,NaN,,,,,,NaN,NaN,NaN,,
8557,65,64,NaN,124,87,35,14,100,NaN,NaN,NaN,67,8
8558,,,NaN,,,,,,NaN,NaN,NaN,,
8559,64,64,NaN,124,86,35,14,100,NaN,NaN,NaN,66,8
8560,,,NaN,,,,,,NaN,NaN,NaN,,
8561,65,64,NaN,123,86,35,14,100,NaN,NaN,NaN,65,8
8562,,,NaN,,,,,,NaN,NaN,NaN,,
8563,64,64,NaN,122,85,35,14,100,NaN,NaN,NaN,64,8
8564,,,NaN,,,,,,NaN,NaN,NaN,,
8565,64,63,NaN,121,85,35,14,100,NaN,NaN,NaN,65,8
8566,,,NaN,,,,,,NaN,NaN,NaN,,
8567,64,64,NaN,122,85,35,14,100,NaN,NaN,NaN,65,8
8568,,,NaN,,,,,,NaN,NaN,NaN,,
8569,65,64,NaN,122,86,35,14,100,NaN,NaN,NaN,66,8
8570,,,NaN,,,,,,NaN,NaN,NaN,,
8571,65,65,NaN,124,86,35,14,100,NaN,NaN,NaN,66,8
8572,,,NaN,,,,,,NaN,NaN,NaN,,
8573,66,66,NaN,123,86,35,14,100,NaN,NaN,NaN,66,8
8574,,,NaN,,,,,,NaN,NaN,NaN,,
8575,66,66,NaN,124,87,35,14,100,NaN,NaN,NaN,66,8
8576,,,NaN,,,,,,NaN,NaN,NaN,,
8577,67,66,NaN,123,87,35,14,100,NaN,NaN,NaN,66,8
8578,,,NaN,,,,,,NaN,NaN,NaN,,
8579,66,66,NaN,124,87,35,14,100,NaN,NaN,NaN,67,8
8580,,,NaN,,,,,,NaN,NaN,NaN,,
8581,66,66,NaN,123,87,35,14,100,NaN,NaN,NaN,66,8
8582,,,NaN,,,,,,NaN,NaN,NaN,,
8583,66,65,NaN,123,86,35,14,100,NaN,NaN,NaN,65,8
8584,,,NaN,,,,,,NaN,NaN,NaN,,
8585,65,65,NaN,122,86,35,14,100,NaN,NaN,NaN,65,8
8586,,,NaN,,,,,,NaN,NaN,NaN,,
8587,65,65,NaN,122,86,35,14,100,NaN,NaN,NaN,66,8
8588,,,NaN,,,,,,NaN,NaN,NaN,,
8589,65,65,NaN,122,86,35,14,100,NaN,NaN,NaN,65,8
8590,,,NaN,,,,,,NaN,NaN,NaN,,
8591,65,65,NaN,121,85,35,14,100,NaN,NaN,NaN,65,8
8592,,,NaN,,,,,,NaN,NaN,NaN,,
8593,65,65,NaN,121,85,35,14,100,NaN,NaN,NaN,64,8
8594,,,NaN,,,,,,NaN,NaN,NaN,,
8595,65,64,NaN,120,84,35,14,100,NaN,NaN,NaN,64,8
8596,,,NaN,,,,,,NaN,NaN,NaN,,
8597,64,64,NaN,122,85,35,14,100,NaN,NaN,NaN,65,8
8598,,,NaN,,,,,,NaN,NaN,NaN,,
8599,64,63,NaN,122,85,35,14,100,NaN,NaN,NaN,66,8
8600,,,NaN,,,,,,NaN,NaN,NaN,,
8601,64,64,NaN,122,85,35,14,100,NaN,NaN,NaN,65,8
8602,,,NaN,,,,,,NaN,NaN,NaN,,
8603,65,64,NaN,121,85,35,14,100,NaN,NaN,NaN,65,8
8604,,,NaN,,,,,,NaN,NaN,NaN,,
8605,65,65,NaN,121,85,35,14,100,NaN,NaN,NaN,64,8
8606,,,NaN,,,,,,NaN,NaN,NaN,,
8607,65,64,NaN,120,85,35,14,100,NaN,NaN,NaN,64,8
