time,Solar8000/PLETH_HR,Solar8000/HR,SNUADC/ECG_II,Solar8000/ART_SBP,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/CVP,SNUADC/ART,Solar8000/ART_DBP,Solar8000/CVP
8608,,,NaN,,,,,,NaN,NaN,NaN,,
8609,65,64,NaN,121,84,35,14,100,NaN,NaN,NaN,64,8
8610,,,NaN,,,,,,NaN,NaN,NaN,,
8611,64,64,NaN,119,84,35,14,100,NaN,NaN,NaN,63,8
8612,,,NaN,,,,,,NaN,NaN,NaN,,
8613,64,64,NaN,119,83,35,14,100,NaN,NaN,NaN,63,8
8614,,,NaN,,,,,,NaN,NaN,NaN,,
8615,64,64,NaN,118,83,35,14,100,NaN,NaN,NaN,63,8
8616,,,NaN,,,,,,NaN,NaN,NaN,,
8617,64,63,NaN,118,83,35,14,100,NaN,NaN,NaN,63,8
8618,,,NaN,,,,,,NaN,NaN,NaN,,
8619,64,63,NaN,118,83,35,14,100,NaN,NaN,NaN,63,8
8620,,,NaN,,,,,,NaN,NaN,NaN,,
8621,64,63,NaN,117,82,35,14,100,NaN,NaN,NaN,63,8
8622,,,NaN,,,,,,NaN,NaN,NaN,,
8623,63,63,NaN,118,82,35,14,100,NaN,NaN,NaN,62,8
8624,,,NaN,,,,,,NaN,NaN,NaN,,
8625,64,63,NaN,116,82,35,14,100,NaN,NaN,NaN,63,8
8626,,,NaN,,,,,,NaN,NaN,NaN,,
8627,63,63,NaN,117,82,35,14,100,NaN,NaN,NaN,62,8
8628,,,NaN,,,,,,NaN,NaN,NaN,,
8629,63,63,NaN,117,82,35,14,100,NaN,NaN,NaN,63,8
8630,,,NaN,,,,,,NaN,NaN,NaN,,
8631,64,63,NaN,117,82,35,14,100,NaN,NaN,NaN,63,8
8632,,,NaN,,,,,,NaN,NaN,NaN,,
8633,64,63,NaN,116,82,35,14,100,NaN,NaN,NaN,63,8
8634,,,NaN,,,,,,NaN,NaN,NaN,,
8635,64,64,NaN,118,82,36,14,100,NaN,NaN,NaN,63,8
8636,,,NaN,,,,,,NaN,NaN,NaN,,
8637,64,63,NaN,117,82,36,14,100,NaN,NaN,NaN,63,8
8638,,,NaN,,,,,,NaN,NaN,NaN,,
8639,64,63,NaN,117,82,36,14,100,NaN,NaN,NaN,63,8
8640,,,NaN,,,,,,NaN,NaN,NaN,,
8641,64,63,NaN,117,82,36,14,100,NaN,NaN,NaN,62,8
8642,,,NaN,,,,,,NaN,NaN,NaN,,
8643,64,63,NaN,118,82,35,14,100,NaN,NaN,NaN,63,8
8644,,,NaN,,,,,,NaN,NaN,NaN,,
8645,64,64,NaN,118,82,35,14,100,NaN,NaN,NaN,63,8
8646,,,NaN,,,,,,NaN,NaN,NaN,,
8647,65,64,NaN,118,82,35,14,100,NaN,NaN,NaN,64,8
8648,,,NaN,,,,,,NaN,NaN,NaN,,
8649,65,64,NaN,118,82,35,14,100,NaN,NaN,NaN,63,8
8650,,,NaN,,,,,,NaN,NaN,NaN,,
8651,65,64,NaN,117,82,35,14,100,NaN,NaN,NaN,63,8
8652,,,NaN,,,,,,NaN,NaN,NaN,,
8653,65,64,NaN,118,82,35,14,100,NaN,NaN,NaN,63,8
8654,,,NaN,,,,,,NaN,NaN,NaN,,
8655,64,64,NaN,118,82,35,14,100,NaN,NaN,NaN,64,8
8656,,,NaN,,,,,,NaN,NaN,NaN,,
8657,64,64,NaN,118,82,35,14,100,NaN,NaN,NaN,63,8
8658,,,NaN,,,,,,NaN,NaN,NaN,,
8659,64,64,NaN,117,82,35,14,100,NaN,NaN,NaN,63,8
8660,,,NaN,,,,,,NaN,NaN,NaN,,
8661,64,64,NaN,118,82,35,14,100,NaN,NaN,NaN,62,8
8662,,,NaN,,,,,,NaN,NaN,NaN,,
8663,64,63,NaN,117,82,35,14,100,NaN,NaN,NaN,62,8
8664,,,NaN,,,,,,NaN,NaN,NaN,,
8665,63,63,NaN,118,82,35,14,100,NaN,NaN,NaN,62,8
8666,,,NaN,,,,,,NaN,NaN,NaN,,
8667,64,63,NaN,117,82,35,14,100,NaN,NaN,NaN,62,8
8668,,,NaN,,,,,,NaN,NaN,NaN,,
8669,64,64,NaN,117,82,35,14,100,NaN,NaN,NaN,63,8
8670,,,NaN,,,,,,NaN,NaN,NaN,,
8671,64,64,NaN,117,82,35,14,100,NaN,NaN,NaN,62,8
8672,,,NaN,,,,,,NaN,NaN,NaN,,
8673,64,63,NaN,117,81,35,14,100,NaN,NaN,NaN,62,8
8674,,,NaN,,,,,,NaN,NaN,NaN,,
8675,64,64,NaN,115,81,35,14,100,NaN,NaN,NaN,61,8
8676,,,NaN,,,,,,NaN,NaN,NaN,,
8677,64,63,NaN,115,81,35,14,100,NaN,NaN,NaN,62,8
8678,,,NaN,,,,,,NaN,NaN,NaN,,
8679,64,63,NaN,115,81,35,14,100,NaN,NaN,NaN,62,8
8680,,,NaN,,,,,,NaN,NaN,NaN,,
8681,64,63,NaN,115,81,35,14,100,NaN,NaN,NaN,62,8
8682,,,NaN,,,,,,NaN,NaN,NaN,,
8683,64,64,NaN,116,81,35,14,100,NaN,NaN,NaN,62,8
8684,,,NaN,,,,,,NaN,NaN,NaN,,
8685,65,64,NaN,116,81,35,14,100,NaN,NaN,NaN,63,8
8686,,,NaN,,,,,,NaN,NaN,NaN,,
8687,64,64,NaN,116,81,35,14,100,NaN,NaN,NaN,62,8
8688,,,NaN,,,,,,NaN,NaN,NaN,,
8689,65,64,NaN,116,81,35,14,100,NaN,NaN,NaN,63,8
8690,,,NaN,,,,,,NaN,NaN,NaN,,
8691,65,65,NaN,118,82,35,14,100,NaN,NaN,NaN,63,8
8692,,,NaN,,,,,,NaN,NaN,NaN,,
8693,65,65,NaN,118,82,35,14,100,NaN,NaN,NaN,63,8
8694,,,NaN,,,,,,NaN,NaN,NaN,,
8695,65,65,NaN,120,83,35,14,100,NaN,NaN,NaN,64,8
8696,,,NaN,,,,,,NaN,NaN,NaN,,
8697,66,65,NaN,120,83,35,14,100,NaN,NaN,NaN,65,8
8698,,,NaN,,,,,,NaN,NaN,NaN,,
8699,66,65,NaN,121,84,35,14,100,NaN,NaN,NaN,65,8
8700,,,NaN,,,,,,NaN,NaN,NaN,,
8701,66,65,NaN,120,84,35,14,100,NaN,NaN,NaN,64,8
8702,,,NaN,,,,,,NaN,NaN,NaN,,
8703,66,65,NaN,121,84,35,14,100,NaN,NaN,NaN,65,8
8704,,,NaN,,,,,,NaN,NaN,NaN,,
8705,65,65,NaN,120,84,35,14,100,NaN,NaN,NaN,64,8
8706,,,NaN,,,,,,NaN,NaN,NaN,,
8707,65,64,NaN,119,83,35,14,100,NaN,NaN,NaN,64,8
8708,,,NaN,,,,,,NaN,NaN,NaN,,
8709,65,65,NaN,120,83,35,14,100,NaN,NaN,NaN,64,8
8710,,,NaN,,,,,,NaN,NaN,NaN,,
8711,65,64,NaN,120,83,35,14,100,NaN,NaN,NaN,64,8
8712,,,NaN,,,,,,NaN,NaN,NaN,,
8713,65,65,NaN,120,84,35,14,100,NaN,NaN,NaN,64,8
8714,,,NaN,,,,,,NaN,NaN,NaN,,
8715,66,65,NaN,120,84,35,14,100,NaN,NaN,NaN,65,8
8716,,,NaN,,,,,,NaN,NaN,NaN,,
8717,66,65,NaN,121,84,35,14,100,NaN,NaN,NaN,64,8
8718,,,NaN,,,,,,NaN,NaN,NaN,,
8719,66,65,NaN,121,84,35,14,100,NaN,NaN,NaN,65,7
8720,,,NaN,,,,,,NaN,NaN,NaN,,
8721,66,66,NaN,122,84,35,14,100,NaN,NaN,NaN,65,7
8722,,,NaN,,,,,,NaN,NaN,NaN,,
8723,66,65,NaN,121,84,35,14,100,NaN,NaN,NaN,65,8
8724,,,NaN,,,,,,NaN,NaN,NaN,,
8725,66,65,NaN,122,84,35,14,100,NaN,NaN,NaN,64,8
8726,,,NaN,,,,,,NaN,NaN,NaN,,
8727,66,65,NaN,120,84,35,14,100,NaN,NaN,NaN,64,8
8728,,,NaN,,,,,,NaN,NaN,NaN,,
8729,66,65,NaN,120,84,35,14,100,NaN,NaN,NaN,64,8
8730,,,NaN,,,,,,NaN,NaN,NaN,,
8731,66,65,NaN,120,83,35,14,100,NaN,NaN,NaN,63,8
8732,,,NaN,,,,,,NaN,NaN,NaN,,
8733,66,66,NaN,119,83,35,14,100,NaN,NaN,NaN,63,8
8734,,,NaN,,,,,,NaN,NaN,NaN,,
8735,66,65,NaN,118,82,35,14,100,NaN,NaN,NaN,62,8
8736,,,NaN,,,,,,NaN,NaN,NaN,,
8737,65,64,NaN,117,82,35,14,100,NaN,NaN,NaN,63,8
8738,,,NaN,,,,,,NaN,NaN,NaN,,
8739,65,64,NaN,117,81,35,14,100,NaN,NaN,NaN,62,8
8740,,,NaN,,,,,,NaN,NaN,NaN,,
8741,65,64,NaN,117,81,35,14,100,NaN,NaN,NaN,62,8
8742,,,NaN,,,,,,NaN,NaN,NaN,,
8743,64,64,NaN,117,81,35,14,100,NaN,NaN,NaN,62,8
8744,,,NaN,,,,,,NaN,NaN,NaN,,
8745,65,64,NaN,116,81,35,14,100,NaN,NaN,NaN,62,8
8746,,,NaN,,,,,,NaN,NaN,NaN,,
8747,65,64,NaN,117,81,35,14,100,NaN,NaN,NaN,61,8
8748,,,NaN,,,,,,NaN,NaN,NaN,,
8749,64,64,NaN,115,80,35,14,100,NaN,NaN,NaN,61,8
8750,,,NaN,,,,,,NaN,NaN,NaN,,
8751,64,64,NaN,116,80,35,14,100,NaN,NaN,NaN,60,8
8752,,,NaN,,,,,,NaN,NaN,NaN,,
8753,64,63,NaN,114,79,35,14,100,NaN,NaN,NaN,60,7
8754,,,NaN,,,,,,NaN,NaN,NaN,,
8755,63,63,NaN,114,79,35,14,100,NaN,NaN,NaN,60,7
8756,,,NaN,,,,,,NaN,NaN,NaN,,
8757,63,63,NaN,112,78,35,14,100,NaN,NaN,NaN,59,7
8758,,,NaN,,,,,,NaN,NaN,NaN,,
8759,63,62,NaN,113,78,35,14,100,NaN,NaN,NaN,59,7
8760,,,NaN,,,,,,NaN,NaN,NaN,,
8761,63,63,NaN,112,78,35,14,100,NaN,NaN,NaN,59,7
8762,,,NaN,,,,,,NaN,NaN,NaN,,
8763,63,62,NaN,113,78,35,14,100,NaN,NaN,NaN,60,7
8764,,,NaN,,,,,,NaN,NaN,NaN,,
8765,63,63,NaN,113,78,35,14,100,NaN,NaN,NaN,60,8
8766,,,NaN,,,,,,NaN,NaN,NaN,,
8767,64,63,NaN,113,78,35,14,100,NaN,NaN,NaN,61,8
8768,,,NaN,,,,,,NaN,NaN,NaN,,
8769,64,64,NaN,113,79,35,14,100,NaN,NaN,NaN,61,7
8770,,,NaN,,,,,,NaN,NaN,NaN,,
8771,65,64,NaN,114,79,35,14,100,NaN,NaN,NaN,62,7
8772,,,NaN,,,,,,NaN,NaN,NaN,,
8773,65,65,NaN,115,80,35,14,100,NaN,NaN,NaN,62,7
8774,,,NaN,,,,,,NaN,NaN,NaN,,
8775,66,65,NaN,115,80,35,14,100,NaN,NaN,NaN,62,7
8776,,,NaN,,,,,,NaN,NaN,NaN,,
8777,66,66,NaN,116,80,35,14,100,NaN,NaN,NaN,62,7
8778,,,NaN,,,,,,NaN,NaN,NaN,,
8779,66,65,NaN,116,80,35,14,100,NaN,NaN,NaN,61,7
8780,,,NaN,,,,,,NaN,NaN,NaN,,
8781,65,65,NaN,116,80,35,14,100,NaN,NaN,NaN,61,7
8782,,,NaN,,,,,,NaN,NaN,NaN,,
8783,65,64,NaN,115,79,35,14,100,NaN,NaN,NaN,60,7
8784,,,NaN,,,,,,NaN,NaN,NaN,,
8785,64,64,NaN,115,79,35,14,100,NaN,NaN,NaN,60,7
8786,,,NaN,,,,,,NaN,NaN,NaN,,
8787,64,63,NaN,113,79,35,14,100,NaN,NaN,NaN,60,8
8788,,,NaN,,,,,,NaN,NaN,NaN,,
8789,64,63,NaN,114,78,35,14,100,NaN,NaN,NaN,59,8
8790,,,NaN,,,,,,NaN,NaN,NaN,,
8791,63,63,NaN,112,77,35,14,100,NaN,NaN,NaN,58,7
8792,,,NaN,,,,,,NaN,NaN,NaN,,
8793,62,61,NaN,112,77,35,14,100,NaN,NaN,NaN,59,7
8794,,,NaN,,,,,,NaN,NaN,NaN,,
8795,62,61,NaN,113,78,35,14,100,NaN,NaN,NaN,60,7
8796,,,NaN,,,,,,NaN,NaN,NaN,,
8797,62,60,NaN,114,78,35,14,100,NaN,NaN,NaN,61,7
8798,,,NaN,,,,,,NaN,NaN,NaN,,
8799,61,61,NaN,114,77,35,14,100,NaN,NaN,NaN,58,6
8800,,,NaN,,,,,,NaN,NaN,NaN,,
8801,61,60,NaN,112,78,35,14,100,NaN,NaN,NaN,60,6
8802,,,NaN,,,,,,NaN,NaN,NaN,,
8803,61,61,NaN,113,78,35,14,100,NaN,NaN,NaN,60,6
8804,,,NaN,,,,,,NaN,NaN,NaN,,
8805,62,61,NaN,114,78,35,14,100,NaN,NaN,NaN,61,6
8806,,,NaN,,,,,,NaN,NaN,NaN,,
8807,62,62,NaN,115,79,35,14,100,NaN,NaN,NaN,61,6
8808,,,NaN,,,,,,NaN,NaN,NaN,,
8809,63,62,NaN,114,79,35,14,100,NaN,NaN,NaN,61,6
8810,,,NaN,,,,,,NaN,NaN,NaN,,
8811,63,62,NaN,114,79,35,14,100,NaN,NaN,NaN,61,6
8812,,,NaN,,,,,,NaN,NaN,NaN,,
8813,63,62,NaN,114,79,35,14,100,NaN,NaN,NaN,61,6
8814,,,NaN,,,,,,NaN,NaN,NaN,,
8815,63,62,NaN,115,79,35,14,100,NaN,NaN,NaN,61,6
8816,,,NaN,,,,,,NaN,NaN,NaN,,
8817,63,62,NaN,115,80,35,14,100,NaN,NaN,NaN,62,6
8818,,,NaN,,,,,,NaN,NaN,NaN,,
8819,63,63,NaN,116,80,35,14,100,NaN,NaN,NaN,62,6
8820,,,NaN,,,,,,NaN,NaN,NaN,,
8821,63,63,NaN,116,80,35,14,100,NaN,NaN,NaN,62,6
8822,,,NaN,,,,,,NaN,NaN,NaN,,
8823,64,64,NaN,116,81,35,14,100,NaN,NaN,NaN,63,6
8824,,,NaN,,,,,,NaN,NaN,NaN,,
8825,63,63,NaN,115,78,35,14,100,NaN,NaN,NaN,57,7
8826,,,NaN,,,,,,NaN,NaN,NaN,,
8827,61,57,NaN,112,76,35,14,100,NaN,NaN,NaN,56,7
8828,,,NaN,,,,,,NaN,NaN,NaN,,
8829,58,55,NaN,109,75,35,14,100,NaN,NaN,NaN,55,8
8830,,,NaN,,,,,,NaN,NaN,NaN,,
8831,57,53,NaN,109,74,35,14,100,NaN,NaN,NaN,56,8
8832,,,NaN,,,,,,NaN,NaN,NaN,,
8833,55,51,NaN,110,74,35,14,100,NaN,NaN,NaN,57,8
8834,,,NaN,,,,,,NaN,NaN,NaN,,
8835,53,53,NaN,111,75,35,14,100,NaN,NaN,NaN,58,8
8836,,,NaN,,,,,,NaN,NaN,NaN,,
8837,55,55,NaN,113,77,35,14,100,NaN,NaN,NaN,59,8
8838,,,NaN,,,,,,NaN,NaN,NaN,,
8839,56,55,NaN,115,78,34,14,100,NaN,NaN,NaN,61,7
8840,,,NaN,,,,,,NaN,NaN,NaN,,
8841,58,58,NaN,118,81,34,14,100,NaN,NaN,NaN,64,7
8842,,,NaN,,,,,,NaN,NaN,NaN,,
8843,61,61,NaN,120,83,34,14,100,NaN,NaN,NaN,66,7
8844,,,NaN,,,,,,NaN,NaN,NaN,,
8845,64,64,NaN,124,85,34,14,100,NaN,NaN,NaN,68,7
8846,,,NaN,,,,,,NaN,NaN,NaN,,
8847,66,66,NaN,124,86,34,14,100,NaN,NaN,NaN,67,8
8848,,,NaN,,,,,,NaN,NaN,NaN,,
8849,68,68,NaN,124,86,34,14,100,NaN,NaN,NaN,67,8
8850,,,NaN,,,,,,NaN,NaN,NaN,,
8851,68,68,NaN,123,86,34,14,100,NaN,NaN,NaN,66,8
8852,,,NaN,,,,,,NaN,NaN,NaN,,
8853,68,67,NaN,122,85,35,14,100,NaN,NaN,NaN,65,8
8854,,,NaN,,,,,,NaN,NaN,NaN,,
8855,67,66,NaN,120,84,35,14,100,NaN,NaN,NaN,63,8
8856,,,NaN,,,,,,NaN,NaN,NaN,,
8857,66,65,NaN,120,84,35,14,100,NaN,NaN,NaN,64,8
8858,,,NaN,,,,,,NaN,NaN,NaN,,
8859,66,65,NaN,121,84,35,14,100,NaN,NaN,NaN,64,8
8860,,,NaN,,,,,,NaN,NaN,NaN,,
8861,66,65,NaN,121,84,35,14,100,NaN,NaN,NaN,65,8
8862,,,NaN,,,,,,NaN,NaN,NaN,,
8863,66,66,NaN,123,85,35,14,100,NaN,NaN,NaN,66,8
8864,,,NaN,,,,,,NaN,NaN,NaN,,
8865,66,66,NaN,123,86,35,14,100,NaN,NaN,NaN,67,8
8866,,,NaN,,,,,,NaN,NaN,NaN,,
8867,66,66,NaN,124,86,35,14,100,NaN,NaN,NaN,67,8
8868,,,NaN,,,,,,NaN,NaN,NaN,,
8869,67,66,NaN,123,86,35,14,100,NaN,NaN,NaN,67,8
8870,,,NaN,,,,,,NaN,NaN,NaN,,
8871,67,66,NaN,124,87,35,14,100,NaN,NaN,NaN,67,8
8872,,,NaN,,,,,,NaN,NaN,NaN,,
8873,67,66,NaN,123,87,35,14,100,NaN,NaN,NaN,67,8
8874,,,NaN,,,,,,NaN,NaN,NaN,,
8875,67,66,NaN,124,87,35,14,100,NaN,NaN,NaN,66,8
8876,,,NaN,,,,,,NaN,NaN,NaN,,
8877,67,66,NaN,123,86,35,14,100,NaN,NaN,NaN,66,8
8878,,,NaN,,,,,,NaN,NaN,NaN,,
8879,66,66,NaN,123,86,35,14,100,NaN,NaN,NaN,65,8
8880,,,NaN,,,,,,NaN,NaN,NaN,,
8881,66,65,NaN,122,86,35,14,100,NaN,NaN,NaN,65,8
8882,,,NaN,,,,,,NaN,NaN,NaN,,
8883,66,65,NaN,122,86,35,14,100,NaN,NaN,NaN,66,8
8884,,,NaN,,,,,,NaN,NaN,NaN,,
8885,65,65,NaN,123,86,35,14,100,NaN,NaN,NaN,65,8
8886,,,NaN,,,,,,NaN,NaN,NaN,,
8887,66,65,NaN,122,86,35,14,100,NaN,NaN,NaN,66,8
8888,,,NaN,,,,,,NaN,NaN,NaN,,
8889,66,66,NaN,122,85,35,14,100,NaN,NaN,NaN,65,8
8890,,,NaN,,,,,,NaN,NaN,NaN,,
8891,66,65,NaN,120,85,35,14,100,NaN,NaN,NaN,64,8
8892,,,NaN,,,,,,NaN,NaN,NaN,,
8893,66,65,NaN,121,84,35,14,100,NaN,NaN,NaN,63,8
8894,,,NaN,,,,,,NaN,NaN,NaN,,
8895,65,65,NaN,119,83,35,14,100,NaN,NaN,NaN,63,8
8896,,,NaN,,,,,,NaN,NaN,NaN,,
8897,64,64,NaN,117,82,35,14,100,NaN,NaN,NaN,61,8
8898,,,NaN,,,,,,NaN,NaN,NaN,,
8899,64,63,NaN,116,81,35,14,100,NaN,NaN,NaN,61,8
8900,,,NaN,,,,,,NaN,NaN,NaN,,
8901,63,63,NaN,117,81,35,14,100,NaN,NaN,NaN,61,8
8902,,,NaN,,,,,,NaN,NaN,NaN,,
8903,63,62,NaN,116,80,35,14,100,NaN,NaN,NaN,61,8
8904,,,NaN,,,,,,NaN,NaN,NaN,,
8905,63,63,NaN,116,80,35,14,100,NaN,NaN,NaN,61,8
8906,,,NaN,,,,,,NaN,NaN,NaN,,
8907,63,63,NaN,115,80,35,14,100,NaN,NaN,NaN,61,8
8908,,,NaN,,,,,,NaN,NaN,NaN,,
8909,63,63,NaN,116,80,35,14,100,NaN,NaN,NaN,62,8
8910,,,NaN,,,,,,NaN,NaN,NaN,,
8911,63,63,NaN,116,80,35,14,100,NaN,NaN,NaN,62,8
8912,,,NaN,,,,,,NaN,NaN,NaN,,
8913,64,63,NaN,116,81,35,14,100,NaN,NaN,NaN,63,8
8914,,,NaN,,,,,,NaN,NaN,NaN,,
8915,64,63,NaN,117,81,35,14,100,NaN,NaN,NaN,63,8
8916,,,NaN,,,,,,NaN,NaN,NaN,,
8917,64,63,NaN,118,82,35,14,100,NaN,NaN,NaN,65,8
8918,,,NaN,,,,,,NaN,NaN,NaN,,
8919,64,64,NaN,118,82,35,14,100,NaN,NaN,NaN,63,8
8920,,,NaN,,,,,,NaN,NaN,NaN,,
8921,64,64,NaN,118,82,35,14,100,NaN,NaN,NaN,64,8
8922,,,NaN,,,,,,NaN,NaN,NaN,,
8923,65,64,NaN,119,82,35,14,100,NaN,NaN,NaN,63,7
8924,,,NaN,,,,,,NaN,NaN,NaN,,
8925,65,64,NaN,118,82,35,14,100,NaN,NaN,NaN,63,7
8926,,,NaN,,,,,,NaN,NaN,NaN,,
8927,64,64,NaN,119,83,35,14,100,NaN,NaN,NaN,64,8
8928,,,NaN,,,,,,NaN,NaN,NaN,,
8929,64,63,NaN,119,83,34,14,100,NaN,NaN,NaN,64,8
8930,,,NaN,,,,,,NaN,NaN,NaN,,
8931,63,62,NaN,119,82,34,14,100,NaN,NaN,NaN,62,9
8932,,,NaN,,,,,,NaN,NaN,NaN,,
8933,62,61,NaN,117,80,34,14,100,NaN,NaN,NaN,60,9
8934,,,NaN,,,,,,NaN,NaN,NaN,,
8935,61,60,NaN,116,80,37,14,100,NaN,NaN,NaN,61,9
8936,,,NaN,,,,,,NaN,NaN,NaN,,
8937,59,58,NaN,116,79,37,14,100,NaN,NaN,NaN,58,8
8938,,,NaN,,,,,,NaN,NaN,NaN,,
8939,59,58,NaN,113,78,37,14,100,NaN,NaN,NaN,60,8
8940,,,NaN,,,,,,NaN,NaN,NaN,,
8941,60,59,NaN,115,78,37,14,100,NaN,NaN,NaN,60,8
8942,,,NaN,,,,,,NaN,NaN,NaN,,
8943,61,60,NaN,116,79,34,14,100,NaN,NaN,NaN,60,8
8944,,,NaN,,,,,,NaN,NaN,NaN,,
8945,61,61,NaN,116,79,34,14,100,NaN,NaN,NaN,61,8
8946,,,NaN,,,,,,NaN,NaN,NaN,,
8947,63,63,NaN,117,80,34,14,100,NaN,NaN,NaN,63,8
8948,,,NaN,,,,,,NaN,NaN,NaN,,
8949,65,64,NaN,119,82,35,14,100,NaN,NaN,NaN,64,8
8950,,,NaN,,,,,,NaN,NaN,NaN,,
8951,66,65,NaN,120,83,35,14,100,NaN,NaN,NaN,65,8
8952,,,NaN,,,,,,NaN,NaN,NaN,,
8953,66,66,NaN,121,84,35,14,100,NaN,NaN,NaN,65,8
8954,,,NaN,,,,,,NaN,NaN,NaN,,
8955,67,66,NaN,120,84,35,14,100,NaN,NaN,NaN,65,8
8956,,,NaN,,,,,,NaN,NaN,NaN,,
8957,66,66,NaN,121,84,35,14,100,NaN,NaN,NaN,65,8
8958,,,NaN,,,,,,NaN,NaN,NaN,,
8959,66,66,NaN,121,84,35,14,100,NaN,NaN,NaN,65,8
8960,,,NaN,,,,,,NaN,NaN,NaN,,
8961,66,65,NaN,122,85,35,14,100,NaN,NaN,NaN,65,8
8962,,,NaN,,,,,,NaN,NaN,NaN,,
8963,66,65,NaN,121,85,35,14,100,NaN,NaN,NaN,66,8
8964,,,NaN,,,,,,NaN,NaN,NaN,,
8965,66,65,NaN,122,86,35,14,100,NaN,NaN,NaN,66,8
8966,,,NaN,,,,,,NaN,NaN,NaN,,
8967,66,66,NaN,122,86,35,14,100,NaN,NaN,NaN,67,8
8968,,,NaN,,,,,,NaN,NaN,NaN,,
8969,67,66,NaN,124,88,35,14,100,NaN,NaN,NaN,69,8
8970,,,NaN,,,,,,NaN,NaN,NaN,,
8971,67,67,NaN,126,89,35,14,100,NaN,NaN,NaN,70,8
8972,,,NaN,,,,,,NaN,NaN,NaN,,
8973,68,68,NaN,127,90,35,14,100,NaN,NaN,NaN,71,8
8974,,,NaN,,,,,,NaN,NaN,NaN,,
8975,68,68,NaN,127,90,35,14,100,NaN,NaN,NaN,70,8
8976,,,NaN,,,,,,NaN,NaN,NaN,,
8977,68,68,NaN,126,91,35,14,100,NaN,NaN,NaN,71,8
8978,,,NaN,,,,,,NaN,NaN,NaN,,
8979,68,68,NaN,127,91,35,14,100,NaN,NaN,NaN,71,8
8980,,,NaN,,,,,,NaN,NaN,NaN,,
8981,68,67,NaN,127,91,35,14,100,NaN,NaN,NaN,70,8
8982,,,NaN,,,,,,NaN,NaN,NaN,,
8983,67,66,NaN,126,90,35,14,100,NaN,NaN,NaN,69,8
8984,,,NaN,,,,,,NaN,NaN,NaN,,
8985,66,66,NaN,125,90,35,14,100,NaN,NaN,NaN,69,8
8986,,,NaN,,,,,,NaN,NaN,NaN,,
8987,66,65,NaN,127,90,35,14,100,NaN,NaN,NaN,70,8
8988,,,NaN,,,,,,NaN,NaN,NaN,,
8989,66,65,NaN,126,90,35,14,100,NaN,NaN,NaN,70,8
8990,,,NaN,,,,,,NaN,NaN,NaN,,
8991,66,65,NaN,127,90,35,14,100,NaN,NaN,NaN,69,8
8992,,,NaN,,,,,,NaN,NaN,NaN,,
8993,65,65,NaN,125,89,35,14,100,NaN,NaN,NaN,68,8
8994,,,NaN,,,,,,NaN,NaN,NaN,,
8995,65,64,NaN,125,89,35,14,100,NaN,NaN,NaN,68,8
8996,,,NaN,,,,,,NaN,NaN,NaN,,
8997,64,64,NaN,124,88,35,14,100,NaN,NaN,NaN,67,8
8998,,,NaN,,,,,,NaN,NaN,NaN,,
8999,64,63,NaN,123,88,35,14,100,NaN,NaN,NaN,67,8
9000,,,NaN,,,,,,NaN,NaN,NaN,,
9001,63,63,NaN,123,87,35,14,100,NaN,NaN,NaN,66,8
9002,,,NaN,,,,,,NaN,NaN,NaN,,
9003,64,63,NaN,122,87,35,14,100,NaN,NaN,NaN,67,8
9004,,,NaN,,,,,,NaN,NaN,NaN,,
9005,64,63,NaN,124,88,35,14,100,NaN,NaN,NaN,68,8
9006,,,NaN,,,,,,NaN,NaN,NaN,,
9007,64,63,NaN,125,89,35,14,100,NaN,NaN,NaN,69,8
9008,,,NaN,,,,,,NaN,NaN,NaN,,
9009,64,64,NaN,125,89,35,14,100,NaN,NaN,NaN,67,8
9010,,,NaN,,,,,,NaN,NaN,NaN,,
9011,65,64,NaN,125,89,35,14,100,NaN,NaN,NaN,68,8
9012,,,NaN,,,,,,NaN,NaN,NaN,,
9013,65,64,NaN,125,89,35,14,100,NaN,NaN,NaN,68,8
9014,,,NaN,,,,,,NaN,NaN,NaN,,
9015,65,64,NaN,125,89,35,14,100,NaN,NaN,NaN,68,8
9016,,,NaN,,,,,,NaN,NaN,NaN,,
9017,64,64,NaN,124,89,35,14,100,NaN,NaN,NaN,67,8
9018,,,NaN,,,,,,NaN,NaN,NaN,,
9019,64,64,NaN,123,88,35,14,100,NaN,NaN,NaN,68,8
9020,,,NaN,,,,,,NaN,NaN,NaN,,
9021,64,64,NaN,124,88,35,14,100,NaN,NaN,NaN,67,8
9022,,,NaN,,,,,,NaN,NaN,NaN,,
9023,64,64,NaN,124,88,35,14,100,NaN,NaN,NaN,67,8
9024,,,NaN,,,,,,NaN,NaN,NaN,,
9025,64,64,NaN,124,88,35,14,100,NaN,NaN,NaN,67,8
9026,,,NaN,,,,,,NaN,NaN,NaN,,
9027,64,63,NaN,123,88,35,14,100,NaN,NaN,NaN,67,8
9028,,,NaN,,,,,,NaN,NaN,NaN,,
9029,64,63,NaN,123,88,35,14,100,NaN,NaN,NaN,68,8
9030,,,NaN,,,,,,NaN,NaN,NaN,,
9031,64,63,NaN,124,88,35,14,100,NaN,NaN,NaN,67,8
9032,,,NaN,,,,,,NaN,NaN,NaN,,
