time,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/HR,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,SNUADC/CVP,Solar8000/ART_DBP,SNUADC/ECG_II
6347,98,37,87,NaN,17,6,90,88,NaN,129,NaN,64,NaN
6348,,,,NaN,,,,,NaN,,NaN,,NaN
6349,98,37,87,NaN,17,6,90,88,NaN,130,NaN,64,NaN
6350,,,,NaN,,,,,NaN,,NaN,,NaN
6351,98,37,87,NaN,17,6,90,88,NaN,129,NaN,64,NaN
6352,,,,NaN,,,,,NaN,,NaN,,NaN
6353,98,37,87,NaN,17,6,90,88,NaN,129,NaN,64,NaN
6354,,,,NaN,,,,,NaN,,NaN,,NaN
6355,98,37,88,NaN,17,6,89,88,NaN,129,NaN,64,NaN
6356,,,,NaN,,,,,NaN,,NaN,,NaN
6357,99,37,88,NaN,17,6,89,89,NaN,129,NaN,64,NaN
6358,,,,NaN,,,,,NaN,,NaN,,NaN
6359,99,37,88,NaN,17,6,90,89,NaN,130,NaN,65,NaN
6360,,,,NaN,,,,,NaN,,NaN,,NaN
6361,98,38,89,NaN,17,6,90,89,NaN,129,NaN,64,NaN
6362,,,,NaN,,,,,NaN,,NaN,,NaN
6363,98,38,88,NaN,17,6,90,89,NaN,130,NaN,65,NaN
6364,,,,NaN,,,,,NaN,,NaN,,NaN
6365,98,38,88,NaN,17,6,90,89,NaN,129,NaN,65,NaN
6366,,,,NaN,,,,,NaN,,NaN,,NaN
6367,98,38,88,NaN,17,6,91,89,NaN,131,NaN,65,NaN
6368,,,,NaN,,,,,NaN,,NaN,,NaN
6369,98,37,88,NaN,17,6,90,89,NaN,130,NaN,65,NaN
6370,,,,NaN,,,,,NaN,,NaN,,NaN
6371,98,37,88,NaN,17,6,90,89,NaN,129,NaN,64,NaN
6372,,,,NaN,,,,,NaN,,NaN,,NaN
6373,98,37,88,NaN,17,6,90,88,NaN,129,NaN,65,NaN
6374,,,,NaN,,,,,NaN,,NaN,,NaN
6375,98,37,88,NaN,17,6,90,88,NaN,129,NaN,64,NaN
6376,,,,NaN,,,,,NaN,,NaN,,NaN
6377,98,37,88,NaN,17,6,90,88,NaN,130,NaN,64,NaN
6378,,,,NaN,,,,,NaN,,NaN,,NaN
6379,99,37,87,NaN,17,6,90,88,NaN,131,NaN,64,NaN
6380,,,,NaN,,,,,NaN,,NaN,,NaN
6381,99,37,87,NaN,17,6,91,88,NaN,133,NaN,65,NaN
6382,,,,NaN,,,,,NaN,,NaN,,NaN
6383,99,37,88,NaN,17,6,91,89,NaN,132,NaN,65,NaN
6384,,,,NaN,,,,,NaN,,NaN,,NaN
6385,99,37,88,NaN,17,6,91,89,NaN,131,NaN,65,NaN
6386,,,,NaN,,,,,NaN,,NaN,,NaN
6387,99,38,88,NaN,17,6,91,89,NaN,131,NaN,65,NaN
6388,,,,NaN,,,,,NaN,,NaN,,NaN
6389,99,38,89,NaN,17,6,90,89,NaN,130,NaN,64,NaN
6390,,,,NaN,,,,,NaN,,NaN,,NaN
6391,99,38,89,NaN,17,6,91,89,NaN,131,NaN,65,NaN
6392,,,,NaN,,,,,NaN,,NaN,,NaN
6393,99,38,89,NaN,17,6,90,89,NaN,130,NaN,64,NaN
6394,,,,NaN,,,,,NaN,,NaN,,NaN
6395,98,37,88,NaN,17,6,91,89,NaN,131,NaN,65,NaN
6396,,,,NaN,,,,,NaN,,NaN,,NaN
6397,98,37,89,NaN,17,6,91,89,NaN,131,NaN,65,NaN
6398,,,,NaN,,,,,NaN,,NaN,,NaN
6399,98,37,89,NaN,17,6,91,89,NaN,132,NaN,65,NaN
6400,,,,NaN,,,,,NaN,,NaN,,NaN
6401,99,37,89,NaN,17,6,91,89,NaN,131,NaN,65,NaN
6402,,,,NaN,,,,,NaN,,NaN,,NaN
6403,99,37,89,NaN,17,6,91,89,NaN,130,NaN,64,NaN
6404,,,,NaN,,,,,NaN,,NaN,,NaN
6405,99,37,89,NaN,17,6,91,89,NaN,131,NaN,65,NaN
6406,,,,NaN,,,,,NaN,,NaN,,NaN
6407,99,37,89,NaN,17,6,90,89,NaN,129,NaN,65,NaN
6408,,,,NaN,,,,,NaN,,NaN,,NaN
6409,99,37,88,NaN,17,6,91,89,NaN,131,NaN,65,NaN
6410,,,,NaN,,,,,NaN,,NaN,,NaN
6411,99,37,88,NaN,17,6,91,88,NaN,130,NaN,65,NaN
6412,,,,NaN,,,,,NaN,,NaN,,NaN
6413,99,37,87,NaN,17,6,92,88,NaN,131,NaN,66,NaN
6414,,,,NaN,,,,,NaN,,NaN,,NaN
6415,99,37,87,NaN,17,6,91,88,NaN,130,NaN,66,NaN
6416,,,,NaN,,,,,NaN,,NaN,,NaN
6417,99,37,87,NaN,17,6,91,88,NaN,131,NaN,65,NaN
6418,,,,NaN,,,,,NaN,,NaN,,NaN
6419,99,37,87,NaN,17,6,91,88,NaN,130,NaN,66,NaN
6420,,,,NaN,,,,,NaN,,NaN,,NaN
6421,99,37,88,NaN,17,6,91,89,NaN,130,NaN,65,NaN
6422,,,,NaN,,,,,NaN,,NaN,,NaN
6423,99,37,88,NaN,17,6,92,89,NaN,131,NaN,66,NaN
6424,,,,NaN,,,,,NaN,,NaN,,NaN
6425,99,38,88,NaN,17,6,91,89,NaN,130,NaN,65,NaN
6426,,,,NaN,,,,,NaN,,NaN,,NaN
6427,99,38,88,NaN,17,6,91,89,NaN,131,NaN,65,NaN
6428,,,,NaN,,,,,NaN,,NaN,,NaN
6429,99,38,88,NaN,17,5,91,89,NaN,130,NaN,65,NaN
6430,,,,NaN,,,,,NaN,,NaN,,NaN
6431,99,37,89,NaN,17,5,91,89,NaN,130,NaN,65,NaN
6432,,,,NaN,,,,,NaN,,NaN,,NaN
6433,99,37,89,NaN,17,5,90,89,NaN,130,NaN,65,NaN
6434,,,,NaN,,,,,NaN,,NaN,,NaN
6435,99,37,89,NaN,17,5,90,89,NaN,129,NaN,63,NaN
6436,,,,NaN,,,,,NaN,,NaN,,NaN
6437,99,38,89,NaN,17,6,90,89,NaN,129,NaN,63,NaN
6438,,,,NaN,,,,,NaN,,NaN,,NaN
6439,99,38,89,NaN,17,6,89,89,NaN,128,NaN,62,NaN
6440,,,,NaN,,,,,NaN,,NaN,,NaN
6441,99,38,88,NaN,17,5,89,89,NaN,128,NaN,63,NaN
6442,,,,NaN,,,,,NaN,,NaN,,NaN
6443,98,38,88,NaN,17,5,89,89,NaN,127,NaN,63,NaN
6444,,,,NaN,,,,,NaN,,NaN,,NaN
6445,99,37,88,NaN,17,6,89,88,NaN,128,NaN,63,NaN
6446,,,,NaN,,,,,NaN,,NaN,,NaN
6447,99,37,88,NaN,17,6,89,88,NaN,128,NaN,64,NaN
6448,,,,NaN,,,,,NaN,,NaN,,NaN
6449,99,37,88,NaN,17,6,89,88,NaN,128,NaN,63,NaN
6450,,,,NaN,,,,,NaN,,NaN,,NaN
6451,99,37,87,NaN,17,6,89,88,NaN,128,NaN,64,NaN
6452,,,,NaN,,,,,NaN,,NaN,,NaN
6453,99,37,87,NaN,17,6,89,88,NaN,127,NaN,63,NaN
6454,,,,NaN,,,,,NaN,,NaN,,NaN
6455,99,37,87,NaN,17,6,89,88,NaN,128,NaN,63,NaN
6456,,,,NaN,,,,,NaN,,NaN,,NaN
6457,99,38,87,NaN,17,6,89,88,NaN,127,NaN,63,NaN
6458,,,,NaN,,,,,NaN,,NaN,,NaN
6459,99,38,87,NaN,17,6,89,88,NaN,128,NaN,63,NaN
6460,,,,NaN,,,,,NaN,,NaN,,NaN
6461,99,38,88,NaN,17,6,89,88,NaN,127,NaN,63,NaN
6462,,,,NaN,,,,,NaN,,NaN,,NaN
6463,99,38,88,NaN,17,6,89,88,NaN,127,NaN,63,NaN
6464,,,,NaN,,,,,NaN,,NaN,,NaN
6465,99,38,88,NaN,17,6,89,88,NaN,127,NaN,64,NaN
6466,,,,NaN,,,,,NaN,,NaN,,NaN
6467,99,38,88,NaN,17,6,88,89,NaN,126,NaN,63,NaN
6468,,,,NaN,,,,,NaN,,NaN,,NaN
6469,99,37,88,NaN,17,6,89,88,NaN,127,NaN,63,NaN
6470,,,,NaN,,,,,NaN,,NaN,,NaN
6471,99,37,88,NaN,17,6,88,88,NaN,126,NaN,63,NaN
6472,,,,NaN,,,,,NaN,,NaN,,NaN
6473,99,37,87,NaN,17,6,89,88,NaN,127,NaN,63,NaN
6474,,,,NaN,,,,,NaN,,NaN,,NaN
6475,99,37,88,NaN,17,6,88,88,NaN,126,NaN,63,NaN
6476,,,,NaN,,,,,NaN,,NaN,,NaN
6477,99,37,87,NaN,17,6,88,88,NaN,126,NaN,62,NaN
6478,,,,NaN,,,,,NaN,,NaN,,NaN
6479,99,37,87,NaN,17,6,88,88,NaN,125,NaN,63,NaN
6480,,,,NaN,,,,,NaN,,NaN,,NaN
6481,99,37,87,NaN,17,6,88,88,NaN,125,NaN,62,NaN
6482,,,,NaN,,,,,NaN,,NaN,,NaN
6483,99,37,87,NaN,17,6,88,87,NaN,126,NaN,62,NaN
6484,,,,NaN,,,,,NaN,,NaN,,NaN
6485,99,37,87,NaN,17,6,87,87,NaN,124,NaN,62,NaN
6486,,,,NaN,,,,,NaN,,NaN,,NaN
6487,99,37,86,NaN,17,6,87,87,NaN,125,NaN,62,NaN
6488,,,,NaN,,,,,NaN,,NaN,,NaN
6489,99,37,86,NaN,17,6,87,87,NaN,124,NaN,62,NaN
6490,,,,NaN,,,,,NaN,,NaN,,NaN
6491,99,37,86,NaN,17,6,87,87,NaN,124,NaN,62,NaN
6492,,,,NaN,,,,,NaN,,NaN,,NaN
6493,99,37,86,NaN,17,6,87,87,NaN,124,NaN,62,NaN
6494,,,,NaN,,,,,NaN,,NaN,,NaN
6495,99,37,86,NaN,17,6,86,86,NaN,123,NaN,61,NaN
6496,,,,NaN,,,,,NaN,,NaN,,NaN
6497,99,38,85,NaN,17,6,87,86,NaN,123,NaN,62,NaN
6498,,,,NaN,,,,,NaN,,NaN,,NaN
6499,98,38,85,NaN,17,6,86,86,NaN,123,NaN,61,NaN
6500,,,,NaN,,,,,NaN,,NaN,,NaN
6501,99,38,85,NaN,17,6,87,86,NaN,124,NaN,62,NaN
6502,,,,NaN,,,,,NaN,,NaN,,NaN
6503,98,38,85,NaN,17,6,86,86,NaN,123,NaN,61,NaN
6504,,,,NaN,,,,,NaN,,NaN,,NaN
6505,98,38,85,NaN,17,6,86,86,NaN,123,NaN,61,NaN
6506,,,,NaN,,,,,NaN,,NaN,,NaN
6507,99,38,85,NaN,17,6,86,86,NaN,122,NaN,62,NaN
6508,,,,NaN,,,,,NaN,,NaN,,NaN
6509,99,38,85,NaN,17,6,86,85,NaN,122,NaN,61,NaN
6510,,,,NaN,,,,,NaN,,NaN,,NaN
6511,99,38,84,NaN,17,6,86,85,NaN,122,NaN,62,NaN
6512,,,,NaN,,,,,NaN,,NaN,,NaN
6513,98,38,84,NaN,17,6,85,85,NaN,121,NaN,60,NaN
6514,,,,NaN,,,,,NaN,,NaN,,NaN
6515,99,38,84,NaN,17,6,85,85,NaN,122,NaN,61,NaN
6516,,,,NaN,,,,,NaN,,NaN,,NaN
6517,99,37,84,NaN,17,6,85,85,NaN,121,NaN,61,NaN
6518,,,,NaN,,,,,NaN,,NaN,,NaN
6519,99,37,84,NaN,17,6,85,85,NaN,121,NaN,60,NaN
6520,,,,NaN,,,,,NaN,,NaN,,NaN
6521,99,37,84,NaN,17,6,85,85,NaN,121,NaN,60,NaN
6522,,,,NaN,,,,,NaN,,NaN,,NaN
6523,99,37,84,NaN,17,6,85,85,NaN,121,NaN,60,NaN
6524,,,,NaN,,,,,NaN,,NaN,,NaN
6525,99,37,84,NaN,17,6,85,84,NaN,121,NaN,61,NaN
6526,,,,NaN,,,,,NaN,,NaN,,NaN
6527,99,37,84,NaN,17,6,84,84,NaN,120,NaN,60,NaN
6528,,,,NaN,,,,,NaN,,NaN,,NaN
6529,98,37,84,NaN,17,6,85,84,NaN,121,NaN,61,NaN
6530,,,,NaN,,,,,NaN,,NaN,,NaN
6531,98,37,84,NaN,17,6,85,84,NaN,120,NaN,60,NaN
6532,,,,NaN,,,,,NaN,,NaN,,NaN
6533,98,37,84,NaN,17,6,85,84,NaN,122,NaN,61,NaN
6534,,,,NaN,,,,,NaN,,NaN,,NaN
6535,98,37,84,NaN,17,5,85,84,NaN,121,NaN,61,NaN
6536,,,,NaN,,,,,NaN,,NaN,,NaN
6537,98,37,84,NaN,17,5,85,84,NaN,121,NaN,60,NaN
6538,,,,NaN,,,,,NaN,,NaN,,NaN
6539,99,37,84,NaN,17,5,84,84,NaN,120,NaN,61,NaN
6540,,,,NaN,,,,,NaN,,NaN,,NaN
6541,99,37,84,NaN,17,5,84,84,NaN,119,NaN,60,NaN
6542,,,,NaN,,,,,NaN,,NaN,,NaN
6543,99,37,84,NaN,17,5,84,85,NaN,120,NaN,61,NaN
6544,,,,NaN,,,,,NaN,,NaN,,NaN
6545,99,37,84,NaN,17,5,83,85,NaN,119,NaN,60,NaN
6546,,,,NaN,,,,,NaN,,NaN,,NaN
6547,98,37,84,NaN,17,5,84,85,NaN,121,NaN,60,NaN
6548,,,,NaN,,,,,NaN,,NaN,,NaN
6549,98,37,84,NaN,17,5,84,85,NaN,120,NaN,61,NaN
6550,,,,NaN,,,,,NaN,,NaN,,NaN
6551,98,37,85,NaN,17,5,84,85,NaN,121,NaN,60,NaN
6552,,,,NaN,,,,,NaN,,NaN,,NaN
6553,98,37,85,NaN,17,4,84,85,NaN,121,NaN,61,NaN
6554,,,,NaN,,,,,NaN,,NaN,,NaN
6555,98,37,85,NaN,17,4,84,85,NaN,120,NaN,60,NaN
6556,,,,NaN,,,,,NaN,,NaN,,NaN
6557,98,37,84,NaN,17,4,83,85,NaN,119,NaN,60,NaN
6558,,,,NaN,,,,,NaN,,NaN,,NaN
6559,98,37,84,NaN,17,4,84,85,NaN,120,NaN,60,NaN
6560,,,,NaN,,,,,NaN,,NaN,,NaN
6561,98,37,85,NaN,17,6,85,86,NaN,123,NaN,61,NaN
6562,,,,NaN,,,,,NaN,,NaN,,NaN
6563,98,37,85,NaN,17,6,86,86,NaN,123,NaN,62,NaN
6564,,,,NaN,,,,,NaN,,NaN,,NaN
6565,99,37,86,NaN,17,5,86,86,NaN,123,NaN,61,NaN
6566,,,,NaN,,,,,NaN,,NaN,,NaN
6567,98,37,86,NaN,17,5,86,86,NaN,123,NaN,62,NaN
6568,,,,NaN,,,,,NaN,,NaN,,NaN
6569,99,37,86,NaN,17,5,86,86,NaN,123,NaN,61,NaN
6570,,,,NaN,,,,,NaN,,NaN,,NaN
6571,99,37,85,NaN,17,5,86,86,NaN,122,NaN,62,NaN
6572,,,,NaN,,,,,NaN,,NaN,,NaN
6573,99,37,85,NaN,17,5,86,86,NaN,122,NaN,61,NaN
6574,,,,NaN,,,,,NaN,,NaN,,NaN
6575,99,37,85,NaN,17,5,86,86,NaN,123,NaN,61,NaN
6576,,,,NaN,,,,,NaN,,NaN,,NaN
6577,98,37,85,NaN,17,6,86,86,NaN,122,NaN,61,NaN
6578,,,,NaN,,,,,NaN,,NaN,,NaN
6579,98,37,85,NaN,17,6,86,86,NaN,122,NaN,61,NaN
6580,,,,NaN,,,,,NaN,,NaN,,NaN
6581,98,38,85,NaN,17,6,85,85,NaN,122,NaN,61,NaN
6582,,,,NaN,,,,,NaN,,NaN,,NaN
6583,98,38,85,NaN,17,6,85,85,NaN,122,NaN,60,NaN
6584,,,,NaN,,,,,NaN,,NaN,,NaN
6585,98,38,85,NaN,17,6,85,85,NaN,121,NaN,61,NaN
6586,,,,NaN,,,,,NaN,,NaN,,NaN
6587,98,38,85,NaN,17,6,85,85,NaN,121,NaN,60,NaN
6588,,,,NaN,,,,,NaN,,NaN,,NaN
6589,98,37,85,NaN,17,6,85,85,NaN,122,NaN,60,NaN
6590,,,,NaN,,,,,NaN,,NaN,,NaN
6591,98,37,85,NaN,17,6,85,85,NaN,121,NaN,60,NaN
6592,,,,NaN,,,,,NaN,,NaN,,NaN
6593,98,37,85,NaN,17,6,85,85,NaN,121,NaN,60,NaN
6594,,,,NaN,,,,,NaN,,NaN,,NaN
6595,98,38,85,NaN,17,6,85,85,NaN,121,NaN,60,NaN
6596,,,,NaN,,,,,NaN,,NaN,,NaN
6597,98,38,85,NaN,17,6,85,85,NaN,121,NaN,60,NaN
6598,,,,NaN,,,,,NaN,,NaN,,NaN
6599,98,38,85,NaN,17,6,85,85,NaN,121,NaN,61,NaN
6600,,,,NaN,,,,,NaN,,NaN,,NaN
6601,98,37,85,NaN,17,6,85,86,NaN,121,NaN,60,NaN
6602,,,,NaN,,,,,NaN,,NaN,,NaN
6603,98,37,85,NaN,17,6,85,86,NaN,122,NaN,60,NaN
6604,,,,NaN,,,,,NaN,,NaN,,NaN
6605,98,37,85,NaN,17,6,85,86,NaN,120,NaN,60,NaN
6606,,,,NaN,,,,,NaN,,NaN,,NaN
6607,98,37,85,NaN,17,6,85,86,NaN,121,NaN,60,NaN
6608,,,,NaN,,,,,NaN,,NaN,,NaN
6609,98,37,85,NaN,17,6,84,86,NaN,120,NaN,60,NaN
6610,,,,NaN,,,,,NaN,,NaN,,NaN
6611,98,37,85,NaN,17,6,84,85,NaN,121,NaN,60,NaN
6612,,,,NaN,,,,,NaN,,NaN,,NaN
6613,98,37,85,NaN,17,6,84,85,NaN,120,NaN,60,NaN
6614,,,,NaN,,,,,NaN,,NaN,,NaN
6615,98,37,85,NaN,17,6,84,85,NaN,120,NaN,59,NaN
6616,,,,NaN,,,,,NaN,,NaN,,NaN
6617,98,37,84,NaN,17,5,84,85,NaN,120,NaN,59,NaN
6618,,,,NaN,,,,,NaN,,NaN,,NaN
6619,98,37,84,NaN,17,5,83,85,NaN,119,NaN,59,NaN
6620,,,,NaN,,,,,NaN,,NaN,,NaN
6621,98,37,84,NaN,17,5,83,85,NaN,120,NaN,59,NaN
6622,,,,NaN,,,,,NaN,,NaN,,NaN
6623,98,37,84,NaN,17,5,83,85,NaN,119,NaN,59,NaN
6624,,,,NaN,,,,,NaN,,NaN,,NaN
6625,98,37,84,NaN,17,6,83,85,NaN,120,NaN,59,NaN
6626,,,,NaN,,,,,NaN,,NaN,,NaN
6627,98,37,84,NaN,17,6,84,85,NaN,120,NaN,60,NaN
6628,,,,NaN,,,,,NaN,,NaN,,NaN
6629,98,37,84,NaN,17,5,84,85,NaN,120,NaN,60,NaN
6630,,,,NaN,,,,,NaN,,NaN,,NaN
6631,98,37,84,NaN,17,5,84,85,NaN,120,NaN,61,NaN
6632,,,,NaN,,,,,NaN,,NaN,,NaN
6633,98,37,85,NaN,17,5,84,86,NaN,121,NaN,60,NaN
6634,,,,NaN,,,,,NaN,,NaN,,NaN
6635,98,37,85,NaN,17,5,85,86,NaN,122,NaN,60,NaN
6636,,,,NaN,,,,,NaN,,NaN,,NaN
6637,98,37,85,NaN,17,5,85,86,NaN,121,NaN,60,NaN
6638,,,,NaN,,,,,NaN,,NaN,,NaN
6639,98,37,85,NaN,17,5,85,86,NaN,121,NaN,60,NaN
6640,,,,NaN,,,,,NaN,,NaN,,NaN
6641,98,37,85,NaN,17,6,84,86,NaN,121,NaN,60,NaN
6642,,,,NaN,,,,,NaN,,NaN,,NaN
6643,98,37,85,NaN,17,6,84,86,NaN,121,NaN,60,NaN
6644,,,,NaN,,,,,NaN,,NaN,,NaN
6645,98,37,85,NaN,17,6,84,85,NaN,121,NaN,60,NaN
6646,,,,NaN,,,,,NaN,,NaN,,NaN
6647,98,37,85,NaN,17,6,84,85,NaN,121,NaN,60,NaN
6648,,,,NaN,,,,,NaN,,NaN,,NaN
6649,98,37,85,NaN,17,6,85,86,NaN,122,NaN,60,NaN
6650,,,,NaN,,,,,NaN,,NaN,,NaN
6651,98,37,85,NaN,17,5,85,86,NaN,121,NaN,60,NaN
6652,,,,NaN,,,,,NaN,,NaN,,NaN
6653,98,37,85,NaN,17,5,85,86,NaN,122,NaN,60,NaN
6654,,,,NaN,,,,,NaN,,NaN,,NaN
6655,98,37,85,NaN,17,5,85,86,NaN,121,NaN,61,NaN
6656,,,,NaN,,,,,NaN,,NaN,,NaN
6657,98,37,85,NaN,17,5,85,86,NaN,121,NaN,60,NaN
6658,,,,NaN,,,,,NaN,,NaN,,NaN
6659,98,37,85,NaN,17,5,85,86,NaN,121,NaN,61,NaN
6660,,,,NaN,,,,,NaN,,NaN,,NaN
6661,98,37,85,NaN,17,5,85,86,NaN,121,NaN,60,NaN
6662,,,,NaN,,,,,NaN,,NaN,,NaN
6663,98,37,85,NaN,17,6,85,86,NaN,122,NaN,61,NaN
6664,,,,NaN,,,,,NaN,,NaN,,NaN
6665,98,37,85,NaN,17,6,85,86,NaN,121,NaN,60,NaN
6666,,,,NaN,,,,,NaN,,NaN,,NaN
6667,98,37,85,NaN,17,6,85,86,NaN,122,NaN,60,NaN
6668,,,,NaN,,,,,NaN,,NaN,,NaN
6669,98,37,85,NaN,17,6,85,86,NaN,121,NaN,60,NaN
6670,,,,NaN,,,,,NaN,,NaN,,NaN
6671,98,37,85,NaN,17,5,85,86,NaN,121,NaN,60,NaN
6672,,,,NaN,,,,,NaN,,NaN,,NaN
6673,98,37,85,NaN,17,5,85,85,NaN,121,NaN,60,NaN
6674,,,,NaN,,,,,NaN,,NaN,,NaN
6675,98,37,85,NaN,17,5,84,85,NaN,121,NaN,60,NaN
6676,,,,NaN,,,,,NaN,,NaN,,NaN
6677,98,37,84,NaN,17,5,85,85,NaN,121,NaN,60,NaN
6678,,,,NaN,,,,,NaN,,NaN,,NaN
6679,98,37,84,NaN,17,5,84,85,NaN,120,NaN,59,NaN
6680,,,,NaN,,,,,NaN,,NaN,,NaN
6681,98,37,84,NaN,17,5,84,85,NaN,121,NaN,59,NaN
6682,,,,NaN,,,,,NaN,,NaN,,NaN
6683,98,37,85,NaN,17,5,84,85,NaN,120,NaN,59,NaN
6684,,,,NaN,,,,,NaN,,NaN,,NaN
6685,98,37,84,NaN,17,6,84,85,NaN,120,NaN,59,NaN
6686,,,,NaN,,,,,NaN,,NaN,,NaN
6687,98,37,84,NaN,17,6,84,85,NaN,119,NaN,59,NaN
6688,,,,NaN,,,,,NaN,,NaN,,NaN
6689,98,37,84,NaN,17,5,84,85,NaN,120,NaN,59,NaN
6690,,,,NaN,,,,,NaN,,NaN,,NaN
6691,98,37,84,NaN,17,5,84,85,NaN,120,NaN,60,NaN
6692,,,,NaN,,,,,NaN,,NaN,,NaN
6693,98,37,84,NaN,17,5,84,85,NaN,119,NaN,59,NaN
6694,,,,NaN,,,,,NaN,,NaN,,NaN
6695,98,37,84,NaN,17,5,84,85,NaN,120,NaN,60,NaN
6696,,,,NaN,,,,,NaN,,NaN,,NaN
6697,98,37,84,NaN,17,5,83,85,NaN,119,NaN,59,NaN
6698,,,,NaN,,,,,NaN,,NaN,,NaN
6699,98,37,84,NaN,17,5,84,85,NaN,120,NaN,59,NaN
6700,,,,NaN,,,,,NaN,,NaN,,NaN
6701,98,37,84,NaN,17,5,84,84,NaN,119,NaN,60,NaN
6702,,,,NaN,,,,,NaN,,NaN,,NaN
6703,98,37,84,NaN,17,5,84,84,NaN,120,NaN,59,NaN
6704,,,,NaN,,,,,NaN,,NaN,,NaN
6705,98,37,84,NaN,17,6,84,84,NaN,120,NaN,60,NaN
6706,,,,NaN,,,,,NaN,,NaN,,NaN
6707,98,37,84,NaN,17,6,84,84,NaN,120,NaN,59,NaN
6708,,,,NaN,,,,,NaN,,NaN,,NaN
6709,98,37,84,NaN,17,6,84,84,NaN,121,NaN,60,NaN
6710,,,,NaN,,,,,NaN,,NaN,,NaN
6711,98,37,84,NaN,17,5,84,85,NaN,120,NaN,60,NaN
6712,,,,NaN,,,,,NaN,,NaN,,NaN
6713,98,37,84,NaN,17,5,84,85,NaN,121,NaN,60,NaN
6714,,,,NaN,,,,,NaN,,NaN,,NaN
6715,98,37,84,NaN,17,5,85,85,NaN,121,NaN,61,NaN
6716,,,,NaN,,,,,NaN,,NaN,,NaN
6717,98,37,84,NaN,17,5,85,85,NaN,121,NaN,60,NaN
6718,,,,NaN,,,,,NaN,,NaN,,NaN
6719,98,37,84,NaN,17,5,85,85,NaN,121,NaN,61,NaN
6720,,,,NaN,,,,,NaN,,NaN,,NaN
6721,98,37,85,NaN,17,5,85,85,NaN,121,NaN,60,NaN
6722,,,,NaN,,,,,NaN,,NaN,,NaN
6723,98,37,84,NaN,17,5,85,85,NaN,121,NaN,60,NaN
6724,,,,NaN,,,,,NaN,,NaN,,NaN
6725,98,37,84,NaN,17,5,84,85,NaN,120,NaN,60,NaN
6726,,,,NaN,,,,,NaN,,NaN,,NaN
6727,98,37,84,NaN,17,6,85,85,NaN,121,NaN,60,NaN
6728,,,,NaN,,,,,NaN,,NaN,,NaN
6729,98,37,84,NaN,17,6,84,84,NaN,120,NaN,60,NaN
6730,,,,NaN,,,,,NaN,,NaN,,NaN
6731,98,37,84,NaN,17,5,84,84,NaN,120,NaN,59,NaN
6732,,,,NaN,,,,,NaN,,NaN,,NaN
6733,98,37,83,NaN,17,5,84,84,NaN,120,NaN,60,NaN
6734,,,,NaN,,,,,NaN,,NaN,,NaN
6735,98,37,83,NaN,17,5,84,84,NaN,119,NaN,59,NaN
6736,,,,NaN,,,,,NaN,,NaN,,NaN
6737,98,37,83,NaN,17,5,84,83,NaN,119,NaN,60,NaN
6738,,,,NaN,,,,,NaN,,NaN,,NaN
6739,98,37,82,NaN,17,5,83,83,NaN,119,NaN,58,NaN
6740,,,,NaN,,,,,NaN,,NaN,,NaN
6741,98,37,82,NaN,17,5,83,82,NaN,119,NaN,58,NaN
6742,,,,NaN,,,,,NaN,,NaN,,NaN
6743,98,37,82,NaN,17,5,82,82,NaN,118,NaN,58,NaN
6744,,,,NaN,,,,,NaN,,NaN,,NaN
6745,98,38,81,NaN,17,6,82,82,NaN,118,NaN,58,NaN
6746,,,,NaN,,,,,NaN,,NaN,,NaN
6747,98,38,81,NaN,17,6,82,82,NaN,117,NaN,58,NaN
6748,,,,NaN,,,,,NaN,,NaN,,NaN
6749,98,38,81,NaN,17,5,82,82,NaN,117,NaN,57,NaN
6750,,,,NaN,,,,,NaN,,NaN,,NaN
6751,98,37,81,NaN,17,5,82,82,NaN,117,NaN,58,NaN
6752,,,,NaN,,,,,NaN,,NaN,,NaN
6753,98,37,81,NaN,17,6,81,81,NaN,116,NaN,57,NaN
6754,,,,NaN,,,,,NaN,,NaN,,NaN
6755,98,37,80,NaN,17,6,82,81,NaN,118,NaN,58,NaN
6756,,,,NaN,,,,,NaN,,NaN,,NaN
6757,98,37,80,NaN,17,6,82,81,NaN,118,NaN,58,NaN
6758,,,,NaN,,,,,NaN,,NaN,,NaN
6759,98,37,80,NaN,17,6,82,81,NaN,119,NaN,58,NaN
6760,,,,NaN,,,,,NaN,,NaN,,NaN
6761,98,37,81,NaN,17,6,82,81,NaN,118,NaN,59,NaN
6762,,,,NaN,,,,,NaN,,NaN,,NaN
6763,98,37,81,NaN,17,6,82,82,NaN,118,NaN,58,NaN
6764,,,,NaN,,,,,NaN,,NaN,,NaN
6765,98,37,81,NaN,17,6,82,82,NaN,118,NaN,59,NaN
6766,,,,NaN,,,,,NaN,,NaN,,NaN
6767,98,37,81,NaN,17,6,82,82,NaN,118,NaN,59,NaN
6768,,,,NaN,,,,,NaN,,NaN,,NaN
6769,98,37,82,NaN,17,6,83,82,NaN,119,NaN,59,NaN
6770,,,,NaN,,,,,NaN,,NaN,,NaN
6771,98,36,82,NaN,17,6,83,82,NaN,118,NaN,59,NaN
