time,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/HR,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,SNUADC/CVP,Solar8000/ART_DBP,SNUADC/ECG_II
425,98,,88,NaN,,-10,-6,88,NaN,-6,NaN,-6,NaN
426,,,,NaN,,,,,NaN,,NaN,,NaN
427,98,,87,NaN,,-10,-5,88,NaN,-5,NaN,-5,NaN
428,,,,NaN,,,,,NaN,,NaN,,NaN
429,98,,86,NaN,,-10,-5,87,NaN,-5,NaN,-5,NaN
430,,,,NaN,,,,,NaN,,NaN,,NaN
431,98,,86,NaN,,-10,-5,86,NaN,-5,NaN,-5,NaN
432,,,,NaN,,,,,NaN,,NaN,,NaN
433,98,,86,NaN,,-10,-5,88,NaN,-5,NaN,-5,NaN
434,,,,NaN,,,,,NaN,,NaN,,NaN
435,98,,89,NaN,,-10,-6,89,NaN,-6,NaN,-6,NaN
436,,,,NaN,,,,,NaN,,NaN,,NaN
437,98,,90,NaN,,-10,-6,90,NaN,-6,NaN,-6,NaN
438,,,,NaN,,,,,NaN,,NaN,,NaN
439,98,,89,NaN,,-10,-6,89,NaN,-6,NaN,-6,NaN
440,,,,NaN,,,,,NaN,,NaN,,NaN
441,98,,87,NaN,,-10,-6,87,NaN,-6,NaN,-6,NaN
442,,,,NaN,,,,,NaN,,NaN,,NaN
443,98,,86,NaN,,-10,-4,87,NaN,-4,NaN,-4,NaN
444,,,,NaN,,,,,NaN,,NaN,,NaN
445,98,,88,NaN,,-10,-4,89,NaN,-4,NaN,-4,NaN
446,,,,NaN,,,,,NaN,,NaN,,NaN
447,98,,90,NaN,,-10,-5,90,NaN,-5,NaN,-5,NaN
448,,,,NaN,,,,,NaN,,NaN,,NaN
449,98,,89,NaN,,-10,-5,89,NaN,-5,NaN,-5,NaN
450,,,,NaN,,,,,NaN,,NaN,,NaN
451,98,,87,NaN,,-10,-6,88,NaN,-6,NaN,-6,NaN
452,,,,NaN,,,,,NaN,,NaN,,NaN
453,98,,85,NaN,,-10,-6,86,NaN,-2,NaN,-9,NaN
454,,,,NaN,,,,,NaN,,NaN,,NaN
455,98,,85,NaN,,-10,-6,86,NaN,-2,NaN,-9,NaN
456,,,,NaN,,,,,NaN,,NaN,,NaN
457,98,,85,NaN,,-11,-6,85,NaN,-6,NaN,-6,NaN
458,,,,NaN,,,,,NaN,,NaN,,NaN
459,98,,85,NaN,,-11,-6,85,NaN,-6,NaN,-6,NaN
460,,,,NaN,,,,,NaN,,NaN,,NaN
461,98,,84,NaN,,-11,-5,85,NaN,-5,NaN,-5,NaN
462,,,,NaN,,,,,NaN,,NaN,,NaN
463,98,,83,NaN,,-11,-5,84,NaN,-5,NaN,-5,NaN
464,,,,NaN,,,,,NaN,,NaN,,NaN
465,98,,85,NaN,,-11,-5,85,NaN,-5,NaN,-5,NaN
466,,,,NaN,,,,,NaN,,NaN,,NaN
467,98,,87,NaN,,-11,-5,86,NaN,-5,NaN,-5,NaN
468,,,,NaN,,,,,NaN,,NaN,,NaN
469,98,,87,NaN,,-11,-6,87,NaN,-6,NaN,-6,NaN
470,,,,NaN,,,,,NaN,,NaN,,NaN
471,98,,87,NaN,,-10,-6,87,NaN,-6,NaN,-6,NaN
472,,,,NaN,,,,,NaN,,NaN,,NaN
473,98,,85,NaN,,-10,-6,86,NaN,-6,NaN,-6,NaN
474,,,,NaN,,,,,NaN,,NaN,,NaN
475,98,,85,NaN,,-9,-6,86,NaN,-6,NaN,-6,NaN
476,,,,NaN,,,,,NaN,,NaN,,NaN
477,98,,87,NaN,,-9,-6,88,NaN,-6,NaN,-6,NaN
478,,,,NaN,,,,,NaN,,NaN,,NaN
479,98,,89,NaN,,-9,-6,89,NaN,-6,NaN,-6,NaN
480,,,,NaN,,,,,NaN,,NaN,,NaN
481,98,,88,NaN,,-9,-5,88,NaN,-5,NaN,-5,NaN
482,,,,NaN,,,,,NaN,,NaN,,NaN
483,98,,86,NaN,,-10,-5,87,NaN,-5,NaN,-5,NaN
484,,,,NaN,,,,,NaN,,NaN,,NaN
485,98,,83,NaN,,-10,-5,85,NaN,-5,NaN,-5,NaN
486,,,,NaN,,,,,NaN,,NaN,,NaN
487,98,,83,NaN,,-10,-5,84,NaN,-5,NaN,-5,NaN
488,,,,NaN,,,,,NaN,,NaN,,NaN
489,98,,83,NaN,,-10,-6,83,NaN,-6,NaN,-6,NaN
490,,,,NaN,,,,,NaN,,NaN,,NaN
491,98,,83,NaN,,-10,-6,83,NaN,-6,NaN,-6,NaN
492,,,,NaN,,,,,NaN,,NaN,,NaN
493,98,,83,NaN,,-10,-6,83,NaN,-6,NaN,-6,NaN
494,,,,NaN,,,,,NaN,,NaN,,NaN
495,98,,83,NaN,,-10,-6,84,NaN,-6,NaN,-6,NaN
496,,,,NaN,,,,,NaN,,NaN,,NaN
497,98,,85,NaN,,-10,-5,85,NaN,1,NaN,-11,NaN
498,,,,NaN,,,,,NaN,,NaN,,NaN
499,98,,86,NaN,,-10,-5,86,NaN,1,NaN,-11,NaN
500,,,,NaN,,,,,NaN,,NaN,,NaN
501,98,,85,NaN,,-10,-5,86,NaN,-2,NaN,-9,NaN
502,,,,NaN,,,,,NaN,,NaN,,NaN
503,98,,83,NaN,,-10,-5,85,NaN,-2,NaN,-9,NaN
504,,,,NaN,,,,,NaN,,NaN,,NaN
505,98,,83,NaN,,-10,-6,84,NaN,-6,NaN,-6,NaN
506,,,,NaN,,,,,NaN,,NaN,,NaN
507,98,,86,NaN,,-10,-6,86,NaN,-6,NaN,-6,NaN
508,,,,NaN,,,,,NaN,,NaN,,NaN
509,98,,88,NaN,,-10,-6,88,NaN,-6,NaN,-6,NaN
510,,,,NaN,,,,,NaN,,NaN,,NaN
511,98,,88,NaN,,-10,-6,88,NaN,-6,NaN,-6,NaN
512,,,,NaN,,,,,NaN,,NaN,,NaN
513,98,,87,NaN,,-10,-5,88,NaN,-5,NaN,-5,NaN
514,,,,NaN,,,,,NaN,,NaN,,NaN
515,98,,88,NaN,,-10,-5,89,NaN,-5,NaN,-5,NaN
516,,,,NaN,,,,,NaN,,NaN,,NaN
517,98,,90,NaN,,-11,-5,90,NaN,-5,NaN,-5,NaN
518,,,,NaN,,,,,NaN,,NaN,,NaN
519,98,,92,NaN,,-11,-5,91,NaN,-5,NaN,-5,NaN
520,,,,NaN,,,,,NaN,,NaN,,NaN
521,98,,91,NaN,,-10,-6,91,NaN,-6,NaN,-6,NaN
522,,,,NaN,,,,,NaN,,NaN,,NaN
523,98,,90,NaN,,-10,-6,90,NaN,-6,NaN,-6,NaN
524,,,,NaN,,,,,NaN,,NaN,,NaN
525,98,,90,NaN,,-10,-6,90,NaN,-6,NaN,-6,NaN
526,,,,NaN,,,,,NaN,,NaN,,NaN
527,98,,90,NaN,,-10,-6,90,NaN,-3,NaN,-9,NaN
528,,,,NaN,,,,,NaN,,NaN,,NaN
529,98,,88,NaN,,-10,-6,89,NaN,-3,NaN,-8,NaN
530,,,,NaN,,,,,NaN,,NaN,,NaN
531,99,,85,NaN,,-10,-6,87,NaN,-3,NaN,-8,NaN
532,,,,NaN,,,,,NaN,,NaN,,NaN
533,99,,84,NaN,,-10,-5,86,NaN,-5,NaN,-5,NaN
534,,,,NaN,,,,,NaN,,NaN,,NaN
535,99,,84,NaN,,-10,-5,85,NaN,-5,NaN,-5,NaN
536,,,,NaN,,,,,NaN,,NaN,,NaN
537,99,,83,NaN,,-10,-5,84,NaN,-5,NaN,-5,NaN
538,,,,NaN,,,,,NaN,,NaN,,NaN
539,99,,83,NaN,,-11,-5,84,NaN,-5,NaN,-5,NaN
540,,,,NaN,,,,,NaN,,NaN,,NaN
541,99,,84,NaN,,-11,-6,85,NaN,-6,NaN,-6,NaN
542,,,,NaN,,,,,NaN,,NaN,,NaN
543,99,,86,NaN,,-11,-6,86,NaN,-6,NaN,-6,NaN
544,,,,NaN,,,,,NaN,,NaN,,NaN
545,99,,86,NaN,,-11,-6,86,NaN,-6,NaN,-6,NaN
546,,,,NaN,,,,,NaN,,NaN,,NaN
547,99,,85,NaN,,-11,-6,86,NaN,-6,NaN,-6,NaN
548,,,,NaN,,,,,NaN,,NaN,,NaN
549,99,,84,NaN,,-11,-5,85,NaN,-5,NaN,-5,NaN
550,,,,NaN,,,,,NaN,,NaN,,NaN
551,99,,84,NaN,,-11,-5,85,NaN,-5,NaN,-5,NaN
552,,,,NaN,,,,,NaN,,NaN,,NaN
553,99,,85,NaN,,-11,-5,86,NaN,-5,NaN,-5,NaN
554,,,,NaN,,,,,NaN,,NaN,,NaN
555,99,,87,NaN,,-11,-5,87,NaN,-5,NaN,-5,NaN
556,,,,NaN,,,,,NaN,,NaN,,NaN
557,99,,88,NaN,,-11,-6,88,NaN,-6,NaN,-6,NaN
558,,,,NaN,,,,,NaN,,NaN,,NaN
559,99,,88,NaN,,-10,-6,88,NaN,-6,NaN,-6,NaN
560,,,,NaN,,,,,NaN,,NaN,,NaN
561,99,,87,NaN,,-10,-6,88,NaN,-6,NaN,-6,NaN
562,,,,NaN,,,,,NaN,,NaN,,NaN
563,99,,86,NaN,,-10,-6,86,NaN,-6,NaN,-6,NaN
564,,,,NaN,,,,,NaN,,NaN,,NaN
565,99,,85,NaN,,-10,-5,86,NaN,-5,NaN,-5,NaN
566,,,,NaN,,,,,NaN,,NaN,,NaN
567,99,,85,NaN,,-10,-5,86,NaN,1,NaN,-9,NaN
568,,,,NaN,,,,,NaN,,NaN,,NaN
569,99,,85,NaN,,-11,-5,85,NaN,1,NaN,-11,NaN
570,,,,NaN,,,,,NaN,,NaN,,NaN
571,99,,85,NaN,,-11,-5,86,NaN,1,NaN,-11,NaN
572,,,,NaN,,,,,NaN,,NaN,,NaN
573,99,,86,NaN,,-11,-6,86,NaN,-6,NaN,-6,NaN
574,,,,NaN,,,,,NaN,,NaN,,NaN
575,99,,86,NaN,,-11,-6,86,NaN,-6,NaN,-6,NaN
576,,,,NaN,,,,,NaN,,NaN,,NaN
577,99,,85,NaN,,-11,-6,86,NaN,-6,NaN,-6,NaN
578,,,,NaN,,,,,NaN,,NaN,,NaN
579,99,,83,NaN,,-11,-6,84,NaN,-6,NaN,-6,NaN
580,,,,NaN,,,,,NaN,,NaN,,NaN
581,99,,82,NaN,,-11,-6,83,NaN,-6,NaN,-6,NaN
582,,,,NaN,,,,,NaN,,NaN,,NaN
583,99,,82,NaN,,-11,-6,82,NaN,-6,NaN,-6,NaN
584,,,,NaN,,,,,NaN,,NaN,,NaN
585,99,,82,NaN,,-11,-4,82,NaN,-4,NaN,-4,NaN
586,,,,NaN,,,,,NaN,,NaN,,NaN
587,99,,82,NaN,,-11,-4,83,NaN,-4,NaN,-4,NaN
588,,,,NaN,,,,,NaN,,NaN,,NaN
589,99,,83,NaN,,-11,-5,84,NaN,-5,NaN,-5,NaN
590,,,,NaN,,,,,NaN,,NaN,,NaN
591,98,,84,NaN,,-11,-5,84,NaN,-5,NaN,-5,NaN
592,,,,NaN,,,,,NaN,,NaN,,NaN
593,98,,84,NaN,,-11,-6,84,NaN,-6,NaN,-6,NaN
594,,,,NaN,,,,,NaN,,NaN,,NaN
595,98,,82,NaN,,-11,-6,83,NaN,-4,NaN,-8,NaN
596,,,,NaN,,,,,NaN,,NaN,,NaN
597,98,,81,NaN,,-11,-6,82,NaN,-4,NaN,-8,NaN
598,,,,NaN,,,,,NaN,,NaN,,NaN
599,98,,81,NaN,,-12,-6,81,NaN,-4,NaN,-8,NaN
600,,,,NaN,,,,,NaN,,NaN,,NaN
601,98,,80,NaN,,-12,-6,81,NaN,-4,NaN,-8,NaN
602,,,,NaN,,,,,NaN,,NaN,,NaN
603,98,,80,NaN,,-10,-5,81,NaN,-5,NaN,-5,NaN
604,,,,NaN,,,,,NaN,,NaN,,NaN
605,98,,81,NaN,,-10,-5,81,NaN,-5,NaN,-5,NaN
606,,,,NaN,,,,,NaN,,NaN,,NaN
607,98,,82,NaN,,-10,-5,83,NaN,-5,NaN,-5,NaN
608,,,,NaN,,,,,NaN,,NaN,,NaN
609,98,,84,NaN,,-10,-5,84,NaN,-5,NaN,-5,NaN
610,,,,NaN,,,,,NaN,,NaN,,NaN
611,98,,83,NaN,,-11,-6,84,NaN,-6,NaN,-6,NaN
612,,,,NaN,,,,,NaN,,NaN,,NaN
613,98,,82,NaN,,-11,-6,83,NaN,-6,NaN,-6,NaN
614,,,,NaN,,,,,NaN,,NaN,,NaN
615,98,,81,NaN,,-11,-6,82,NaN,-6,NaN,-6,NaN
616,,,,NaN,,,,,NaN,,NaN,,NaN
617,98,,81,NaN,,-11,-6,81,NaN,-6,NaN,-6,NaN
618,,,,NaN,,,,,NaN,,NaN,,NaN
619,98,,81,NaN,,-11,-5,81,NaN,-5,NaN,-5,NaN
620,,,,NaN,,,,,NaN,,NaN,,NaN
621,98,,80,NaN,,-11,-5,81,NaN,-5,NaN,-5,NaN
622,,,,NaN,,,,,NaN,,NaN,,NaN
623,98,,81,NaN,,-11,-5,82,NaN,-5,NaN,-5,NaN
624,,,,NaN,,,,,NaN,,NaN,,NaN
625,98,,83,NaN,,-11,-5,83,NaN,-5,NaN,-5,NaN
626,,,,NaN,,,,,NaN,,NaN,,NaN
627,98,,84,NaN,,-11,-6,83,NaN,-6,NaN,-6,NaN
628,,,,NaN,,,,,NaN,,NaN,,NaN
629,98,,83,NaN,,-11,-6,83,NaN,-6,NaN,-6,NaN
630,,,,NaN,,,,,NaN,,NaN,,NaN
631,98,,81,NaN,,-11,-6,82,NaN,-6,NaN,-6,NaN
632,,,,NaN,,,,,NaN,,NaN,,NaN
633,98,,81,NaN,,-11,-6,81,NaN,-6,NaN,-6,NaN
634,,,,NaN,,,,,NaN,,NaN,,NaN
635,98,,82,NaN,,-11,-5,82,NaN,-5,NaN,-5,NaN
636,,,,NaN,,,,,NaN,,NaN,,NaN
637,98,,84,NaN,,-11,-5,82,NaN,-5,NaN,-5,NaN
638,,,,NaN,,,,,NaN,,NaN,,NaN
639,98,,84,NaN,,-11,-5,84,NaN,-5,NaN,-5,NaN
640,,,,NaN,,,,,NaN,,NaN,,NaN
641,97,,86,NaN,,-11,-5,85,NaN,-5,NaN,-5,NaN
642,,,,NaN,,,,,NaN,,NaN,,NaN
643,97,,85,NaN,,-11,-6,85,NaN,-6,NaN,-6,NaN
644,,,,NaN,,,,,NaN,,NaN,,NaN
645,97,,82,NaN,,-11,-6,84,NaN,-6,NaN,-6,NaN
646,,,,NaN,,,,,NaN,,NaN,,NaN
647,97,,82,NaN,,-11,-6,82,NaN,-6,NaN,-6,NaN
648,,,,NaN,,,,,NaN,,NaN,,NaN
649,97,,83,NaN,,-11,-6,84,NaN,-6,NaN,-6,NaN
650,,,,NaN,,,,,NaN,,NaN,,NaN
651,97,,85,NaN,,-11,-6,85,NaN,-6,NaN,-6,NaN
652,,,,NaN,,,,,NaN,,NaN,,NaN
653,97,,85,NaN,,-11,-6,86,NaN,-6,NaN,-6,NaN
654,,,,NaN,,,,,NaN,,NaN,,NaN
655,97,,84,NaN,,-11,-5,85,NaN,-5,NaN,-5,NaN
656,,,,NaN,,,,,NaN,,NaN,,NaN
657,97,,82,NaN,,-11,-5,83,NaN,-5,NaN,-5,NaN
658,,,,NaN,,,,,NaN,,NaN,,NaN
659,98,,81,NaN,,-11,-5,81,NaN,-5,NaN,-5,NaN
660,,,,NaN,,,,,NaN,,NaN,,NaN
661,98,,81,NaN,,-11,-5,81,NaN,-5,NaN,-5,NaN
662,,,,NaN,,,,,NaN,,NaN,,NaN
663,98,,82,NaN,,-11,-6,82,NaN,-6,NaN,-6,NaN
664,,,,NaN,,,,,NaN,,NaN,,NaN
665,99,,83,NaN,,-11,-6,83,NaN,-6,NaN,-6,NaN
666,,,,NaN,,,,,NaN,,NaN,,NaN
667,99,,83,NaN,,-12,-6,84,NaN,-6,NaN,-6,NaN
668,,,,NaN,,,,,NaN,,NaN,,NaN
669,99,,82,NaN,,-12,-6,83,NaN,-6,NaN,-6,NaN
670,,,,NaN,,,,,NaN,,NaN,,NaN
671,99,,81,NaN,,-12,-5,82,NaN,-5,NaN,-5,NaN
672,,,,NaN,,,,,NaN,,NaN,,NaN
673,99,,82,NaN,,-12,-5,82,NaN,-5,NaN,-5,NaN
674,,,,NaN,,,,,NaN,,NaN,,NaN
675,99,,82,NaN,,-12,-5,83,NaN,-5,NaN,-5,NaN
676,,,,NaN,,,,,NaN,,NaN,,NaN
677,99,,84,NaN,,-12,-5,85,NaN,-5,NaN,-5,NaN
678,,,,NaN,,,,,NaN,,NaN,,NaN
679,99,,85,NaN,,-11,-6,85,NaN,-6,NaN,-6,NaN
680,,,,NaN,,,,,NaN,,NaN,,NaN
681,99,,85,NaN,,-11,-6,85,NaN,-6,NaN,-6,NaN
682,,,,NaN,,,,,NaN,,NaN,,NaN
683,99,,83,NaN,,-11,-6,84,NaN,-6,NaN,-6,NaN
684,,,,NaN,,,,,NaN,,NaN,,NaN
685,99,,83,NaN,,-11,-6,83,NaN,-6,NaN,-6,NaN
686,,,,NaN,,,,,NaN,,NaN,,NaN
687,99,,82,NaN,,-12,-5,83,NaN,-5,NaN,-5,NaN
688,,,,NaN,,,,,NaN,,NaN,,NaN
689,99,,82,NaN,,-12,-5,83,NaN,-5,NaN,-5,NaN
690,,,,NaN,,,,,NaN,,NaN,,NaN
691,99,,83,NaN,,-12,-5,83,NaN,-5,NaN,-5,NaN
692,,,,NaN,,,,,NaN,,NaN,,NaN
693,99,,85,NaN,,-12,-5,85,NaN,-5,NaN,-5,NaN
694,,,,NaN,,,,,NaN,,NaN,,NaN
695,99,,86,NaN,,-12,-6,86,NaN,-6,NaN,-6,NaN
696,,,,NaN,,,,,NaN,,NaN,,NaN
697,99,,86,NaN,,-12,-6,86,NaN,-6,NaN,-6,NaN
698,,,,NaN,,,,,NaN,,NaN,,NaN
699,99,,85,NaN,,-12,-6,85,NaN,-6,NaN,-6,NaN
700,,,,NaN,,,,,NaN,,NaN,,NaN
701,99,,85,NaN,,-12,-6,86,NaN,-6,NaN,-6,NaN
702,,,,NaN,,,,,NaN,,NaN,,NaN
703,99,,87,NaN,,-12,-6,87,NaN,-6,NaN,-6,NaN
704,,,,NaN,,,,,NaN,,NaN,,NaN
705,99,,87,NaN,,-13,-5,87,NaN,0,NaN,-10,NaN
706,,,,NaN,,,,,NaN,,NaN,,NaN
707,98,,85,NaN,,-13,-5,86,NaN,-2,NaN,-8,NaN
708,,,,NaN,,,,,NaN,,NaN,,NaN
709,98,,83,NaN,,-13,-5,84,NaN,-2,NaN,-8,NaN
710,,,,NaN,,,,,NaN,,NaN,,NaN
711,98,,82,NaN,,-13,-5,83,NaN,-2,NaN,-8,NaN
712,,,,NaN,,,,,NaN,,NaN,,NaN
713,98,,82,NaN,,-12,-5,82,NaN,-5,NaN,-5,NaN
714,,,,NaN,,,,,NaN,,NaN,,NaN
715,98,,82,NaN,,-12,-5,82,NaN,-5,NaN,-5,NaN
716,,,,NaN,,,,,NaN,,NaN,,NaN
717,98,,82,NaN,,-12,-6,82,NaN,-6,NaN,-6,NaN
718,,,,NaN,,,,,NaN,,NaN,,NaN
719,98,,81,NaN,,-12,-6,82,NaN,-6,NaN,-6,NaN
720,,,,NaN,,,,,NaN,,NaN,,NaN
721,98,,82,NaN,,-12,-6,83,NaN,-6,NaN,-6,NaN
722,,,,NaN,,,,,NaN,,NaN,,NaN
723,98,,83,NaN,,-13,-6,83,NaN,-6,NaN,-6,NaN
724,,,,NaN,,,,,NaN,,NaN,,NaN
725,98,,84,NaN,,-13,-5,84,NaN,-5,NaN,-5,NaN
726,,,,NaN,,,,,NaN,,NaN,,NaN
727,98,,83,NaN,,-13,-5,84,NaN,-5,NaN,-5,NaN
728,,,,NaN,,,,,NaN,,NaN,,NaN
729,98,,81,NaN,,-13,-5,83,NaN,-5,NaN,-5,NaN
730,,,,NaN,,,,,NaN,,NaN,,NaN
731,98,,81,NaN,,-13,-5,81,NaN,-5,NaN,-5,NaN
732,,,,NaN,,,,,NaN,,NaN,,NaN
733,98,,80,NaN,,-13,-6,81,NaN,-6,NaN,-6,NaN
734,,,,NaN,,,,,NaN,,NaN,,NaN
735,98,,80,NaN,,-13,-6,81,NaN,-6,NaN,-6,NaN
736,,,,NaN,,,,,NaN,,NaN,,NaN
737,98,,82,NaN,,-13,-6,82,NaN,-6,NaN,-6,NaN
738,,,,NaN,,,,,NaN,,NaN,,NaN
739,98,,82,NaN,,-13,-6,83,NaN,-6,NaN,-6,NaN
740,,,,NaN,,,,,NaN,,NaN,,NaN
741,98,,82,NaN,,-13,-4,82,NaN,-4,NaN,-4,NaN
742,,,,NaN,,,,,NaN,,NaN,,NaN
743,98,,81,NaN,,-14,-4,82,NaN,-4,NaN,-4,NaN
744,,,,NaN,,,,,NaN,,NaN,,NaN
745,98,,81,NaN,,-14,-5,81,NaN,-5,NaN,-5,NaN
746,,,,NaN,,,,,NaN,,NaN,,NaN
747,98,,81,NaN,,-13,-5,81,NaN,-5,NaN,-5,NaN
748,,,,NaN,,,,,NaN,,NaN,,NaN
749,98,,80,NaN,,-13,-5,81,NaN,-5,NaN,-5,NaN
750,,,,NaN,,,,,NaN,,NaN,,NaN
751,98,,79,NaN,,-13,-5,80,NaN,-5,NaN,-5,NaN
752,,,,NaN,,,,,NaN,,NaN,,NaN
753,97,,79,NaN,,-13,-6,79,NaN,-6,NaN,-6,NaN
754,,,,NaN,,,,,NaN,,NaN,,NaN
755,97,,79,NaN,,-13,-6,79,NaN,-6,NaN,-6,NaN
756,,,,NaN,,,,,NaN,,NaN,,NaN
757,97,,79,NaN,,-13,-6,79,NaN,-6,NaN,-6,NaN
758,,,,NaN,,,,,NaN,,NaN,,NaN
759,97,,79,NaN,,-13,-6,80,NaN,-6,NaN,-6,NaN
760,,,,NaN,,,,,NaN,,NaN,,NaN
761,97,,81,NaN,,-14,-4,82,NaN,-4,NaN,-4,NaN
762,,,,NaN,,,,,NaN,,NaN,,NaN
763,97,,83,NaN,,-14,-4,83,NaN,-4,NaN,-4,NaN
764,,,,NaN,,,,,NaN,,NaN,,NaN
765,97,,84,NaN,,-14,-5,84,NaN,-5,NaN,-5,NaN
766,,,,NaN,,,,,NaN,,NaN,,NaN
767,97,,83,NaN,,-14,-5,84,NaN,-5,NaN,-5,NaN
768,,,,NaN,,,,,NaN,,NaN,,NaN
769,97,,82,NaN,,-14,-6,83,NaN,-6,NaN,-6,NaN
770,,,,NaN,,,,,NaN,,NaN,,NaN
771,97,,81,NaN,,-14,-6,82,NaN,-6,NaN,-6,NaN
772,,,,NaN,,,,,NaN,,NaN,,NaN
773,98,,82,NaN,,-14,-6,82,NaN,-6,NaN,-6,NaN
774,,,,NaN,,,,,NaN,,NaN,,NaN
775,98,,83,NaN,,-14,-6,83,NaN,-6,NaN,-6,NaN
776,,,,NaN,,,,,NaN,,NaN,,NaN
777,98,,84,NaN,,-14,-5,85,NaN,-5,NaN,-5,NaN
778,,,,NaN,,,,,NaN,,NaN,,NaN
779,98,,86,NaN,,-14,-5,86,NaN,-5,NaN,-5,NaN
780,,,,NaN,,,,,NaN,,NaN,,NaN
781,98,,85,NaN,,-14,-5,85,NaN,-5,NaN,-5,NaN
782,,,,NaN,,,,,NaN,,NaN,,NaN
783,98,,83,NaN,,-14,-5,84,NaN,-4,NaN,-7,NaN
784,,,,NaN,,,,,NaN,,NaN,,NaN
785,98,,81,NaN,,-14,-5,82,NaN,-4,NaN,-7,NaN
786,,,,NaN,,,,,NaN,,NaN,,NaN
787,98,,80,NaN,,-13,-6,81,NaN,-6,NaN,-6,NaN
788,,,,NaN,,,,,NaN,,NaN,,NaN
789,98,,80,NaN,,-13,-6,80,NaN,-6,NaN,-6,NaN
790,,,,NaN,,,,,NaN,,NaN,,NaN
791,98,,80,NaN,,-14,-6,80,NaN,-6,NaN,-6,NaN
792,,,,NaN,,,,,NaN,,NaN,,NaN
793,98,,80,NaN,,-14,-6,81,NaN,-6,NaN,-6,NaN
794,,,,NaN,,,,,NaN,,NaN,,NaN
795,98,,81,NaN,,-14,-5,81,NaN,-5,NaN,-5,NaN
796,,,,NaN,,,,,NaN,,NaN,,NaN
797,98,,82,NaN,,-14,-5,82,NaN,-5,NaN,-5,NaN
798,,,,NaN,,,,,NaN,,NaN,,NaN
799,98,,83,NaN,,-14,-6,84,NaN,-6,NaN,-6,NaN
800,,,,NaN,,,,,NaN,,NaN,,NaN
801,97,,84,NaN,,-14,-6,84,NaN,-6,NaN,-6,NaN
802,,,,NaN,,,,,NaN,,NaN,,NaN
803,98,,83,NaN,,-14,-6,84,NaN,-6,NaN,-6,NaN
804,,,,NaN,,,,,NaN,,NaN,,NaN
805,98,,82,NaN,,-14,-6,83,NaN,-6,NaN,-6,NaN
806,,,,NaN,,,,,NaN,,NaN,,NaN
807,97,,82,NaN,,-14,-6,82,NaN,-6,NaN,-6,NaN
808,,,,NaN,,,,,NaN,,NaN,,NaN
809,98,,83,NaN,,-14,-6,83,NaN,-6,NaN,-6,NaN
810,,,,NaN,,,,,NaN,,NaN,,NaN
811,98,,85,NaN,,-14,-5,85,NaN,-5,NaN,-5,NaN
812,,,,NaN,,,,,NaN,,NaN,,NaN
813,98,,87,NaN,,-14,-5,87,NaN,-5,NaN,-5,NaN
814,,,,NaN,,,,,NaN,,NaN,,NaN
815,98,,88,NaN,,-14,-5,89,NaN,-5,NaN,-5,NaN
816,,,,NaN,,,,,NaN,,NaN,,NaN
817,97,,88,NaN,,-14,-5,88,NaN,-5,NaN,-5,NaN
818,,,,NaN,,,,,NaN,,NaN,,NaN
819,97,,86,NaN,,-14,-6,87,NaN,-6,NaN,-6,NaN
820,,,,NaN,,,,,NaN,,NaN,,NaN
821,97,,85,NaN,,-14,-6,86,NaN,-6,NaN,-6,NaN
822,,,,NaN,,,,,NaN,,NaN,,NaN
823,97,,85,NaN,,-14,-6,85,NaN,-6,NaN,-6,NaN
824,,,,NaN,,,,,NaN,,NaN,,NaN
825,97,,85,NaN,,-14,-6,85,NaN,-6,NaN,-6,NaN
826,,,,NaN,,,,,NaN,,NaN,,NaN
827,97,,85,NaN,,-14,-5,86,NaN,-5,NaN,-5,NaN
828,,,,NaN,,,,,NaN,,NaN,,NaN
829,97,,85,NaN,,-14,-5,86,NaN,-5,NaN,-5,NaN
830,,,,NaN,,,,,NaN,,NaN,,NaN
831,97,,87,NaN,,-14,-5,87,NaN,-5,NaN,-5,NaN
832,,,,NaN,,,,,NaN,,NaN,,NaN
833,97,,87,NaN,,-14,-5,87,NaN,-5,NaN,-5,NaN
834,,,,NaN,,,,,NaN,,NaN,,NaN
835,97,,86,NaN,,-14,-6,87,NaN,-6,NaN,-6,NaN
836,,,,NaN,,,,,NaN,,NaN,,NaN
837,97,,85,NaN,,-14,-6,86,NaN,-6,NaN,-6,NaN
838,,,,NaN,,,,,NaN,,NaN,,NaN
839,97,,85,NaN,,-14,-6,85,NaN,-6,NaN,-6,NaN
840,,,,NaN,,,,,NaN,,NaN,,NaN
841,97,,85,NaN,,-14,-6,86,NaN,-6,NaN,-6,NaN
842,,,,NaN,,,,,NaN,,NaN,,NaN
843,97,,87,NaN,,-14,-4,87,NaN,-4,NaN,-4,NaN
844,,,,NaN,,,,,NaN,,NaN,,NaN
845,97,,88,NaN,,-14,-4,88,NaN,-4,NaN,-4,NaN
846,,,,NaN,,,,,NaN,,NaN,,NaN
847,97,,88,NaN,,-14,-5,88,NaN,-5,NaN,-5,NaN
848,,,,NaN,,,,,NaN,,NaN,,NaN
849,97,,86,NaN,,-14,-5,87,NaN,-5,NaN,-5,NaN
850,,,,NaN,,,,,NaN,,NaN,,NaN
