time,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,Solar8000/PLETH_HR,SNUADC/ECG_II,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/CVP
17803,,NaN,,,,NaN,,,,NaN,,,NaN
17804,54,NaN,32,75,100,NaN,18,68,68,NaN,113,5,NaN
17805,,NaN,,,,NaN,,,,NaN,,,NaN
17806,55,NaN,32,76,100,NaN,18,68,68,NaN,115,5,NaN
17807,,NaN,,,,NaN,,,,NaN,,,NaN
17808,58,NaN,32,78,100,NaN,18,68,69,NaN,117,5,NaN
17809,,NaN,,,,NaN,,,,NaN,,,NaN
17810,58,NaN,32,79,100,NaN,18,69,70,NaN,118,4,NaN
17811,,NaN,,,,NaN,,,,NaN,,,NaN
17812,59,NaN,32,81,100,NaN,18,70,71,NaN,121,4,NaN
17813,,NaN,,,,NaN,,,,NaN,,,NaN
17814,59,NaN,32,81,100,NaN,18,71,71,NaN,119,5,NaN
17815,,NaN,,,,NaN,,,,NaN,,,NaN
17816,58,NaN,32,81,100,NaN,18,71,71,NaN,120,5,NaN
17817,,NaN,,,,NaN,,,,NaN,,,NaN
17818,58,NaN,32,81,100,NaN,18,71,71,NaN,119,5,NaN
17819,,NaN,,,,NaN,,,,NaN,,,NaN
17820,57,NaN,32,80,100,NaN,18,71,71,NaN,118,4,NaN
17821,,NaN,,,,NaN,,,,NaN,,,NaN
17822,57,NaN,32,80,100,NaN,18,71,71,NaN,119,4,NaN
17823,,NaN,,,,NaN,,,,NaN,,,NaN
17824,57,NaN,32,80,100,NaN,18,71,71,NaN,117,4,NaN
17825,,NaN,,,,NaN,,,,NaN,,,NaN
17826,57,NaN,32,79,100,NaN,18,71,71,NaN,118,4,NaN
17827,,NaN,,,,NaN,,,,NaN,,,NaN
17828,57,NaN,32,79,100,NaN,18,70,71,NaN,117,5,NaN
17829,,NaN,,,,NaN,,,,NaN,,,NaN
17830,56,NaN,32,78,100,NaN,18,70,71,NaN,115,5,NaN
17831,,NaN,,,,NaN,,,,NaN,,,NaN
17832,56,NaN,32,79,100,NaN,18,70,71,NaN,117,5,NaN
17833,,NaN,,,,NaN,,,,NaN,,,NaN
17834,57,NaN,32,79,100,NaN,18,70,71,NaN,116,5,NaN
17835,,NaN,,,,NaN,,,,NaN,,,NaN
17836,57,NaN,32,79,100,NaN,18,71,71,NaN,117,4,NaN
17837,,NaN,,,,NaN,,,,NaN,,,NaN
17838,57,NaN,32,79,100,NaN,18,71,71,NaN,117,4,NaN
17839,,NaN,,,,NaN,,,,NaN,,,NaN
17840,57,NaN,32,79,100,NaN,18,71,71,NaN,116,4,NaN
17841,,NaN,,,,NaN,,,,NaN,,,NaN
17842,56,NaN,32,79,100,NaN,18,71,71,NaN,117,4,NaN
17843,,NaN,,,,NaN,,,,NaN,,,NaN
17844,56,NaN,32,78,100,NaN,18,71,71,NaN,115,5,NaN
17845,,NaN,,,,NaN,,,,NaN,,,NaN
17846,55,NaN,32,78,100,NaN,18,71,71,NaN,115,5,NaN
17847,,NaN,,,,NaN,,,,NaN,,,NaN
17848,55,NaN,32,77,100,NaN,18,71,71,NaN,114,5,NaN
17849,,NaN,,,,NaN,,,,NaN,,,NaN
17850,55,NaN,32,77,100,NaN,18,70,71,NaN,113,4,NaN
17851,,NaN,,,,NaN,,,,NaN,,,NaN
17852,55,NaN,32,77,100,NaN,18,70,71,NaN,115,4,NaN
17853,,NaN,,,,NaN,,,,NaN,,,NaN
17854,57,NaN,32,78,100,NaN,18,71,71,NaN,115,4,NaN
17855,,NaN,,,,NaN,,,,NaN,,,NaN
17856,57,NaN,32,79,100,NaN,18,71,72,NaN,117,4,NaN
17857,,NaN,,,,NaN,,,,NaN,,,NaN
17858,58,NaN,32,79,100,NaN,18,72,72,NaN,117,4,NaN
17859,,NaN,,,,NaN,,,,NaN,,,NaN
17860,57,NaN,32,79,100,NaN,18,72,73,NaN,117,4,NaN
17861,,NaN,,,,NaN,,,,NaN,,,NaN
17862,56,NaN,32,78,100,NaN,18,72,72,NaN,116,5,NaN
17863,,NaN,,,,NaN,,,,NaN,,,NaN
17864,54,NaN,32,77,100,NaN,18,71,71,NaN,113,5,NaN
17865,,NaN,,,,NaN,,,,NaN,,,NaN
17866,54,NaN,32,76,100,NaN,18,70,70,NaN,112,5,NaN
17867,,NaN,,,,NaN,,,,NaN,,,NaN
17868,56,NaN,32,77,100,NaN,18,69,70,NaN,114,5,NaN
17869,,NaN,,,,NaN,,,,NaN,,,NaN
17870,58,NaN,32,79,100,NaN,18,70,70,NaN,116,4,NaN
17871,,NaN,,,,NaN,,,,NaN,,,NaN
17872,59,NaN,32,81,100,NaN,18,71,72,NaN,119,4,NaN
17873,,NaN,,,,NaN,,,,NaN,,,NaN
17874,61,NaN,32,83,100,NaN,18,73,74,NaN,121,4,NaN
17875,,NaN,,,,NaN,,,,NaN,,,NaN
17876,61,NaN,32,84,100,NaN,18,74,75,NaN,123,4,NaN
17877,,NaN,,,,NaN,,,,NaN,,,NaN
17878,60,NaN,32,83,100,NaN,18,75,75,NaN,122,5,NaN
17879,,NaN,,,,NaN,,,,NaN,,,NaN
17880,57,NaN,32,81,100,NaN,18,74,74,NaN,118,5,NaN
17881,,NaN,,,,NaN,,,,NaN,,,NaN
17882,56,NaN,32,80,100,NaN,18,72,73,NaN,118,5,NaN
17883,,NaN,,,,NaN,,,,NaN,,,NaN
17884,55,NaN,32,78,100,NaN,18,71,72,NaN,114,5,NaN
17885,,NaN,,,,NaN,,,,NaN,,,NaN
17886,53,NaN,32,77,100,NaN,18,70,71,NaN,113,5,NaN
17887,,NaN,,,,NaN,,,,NaN,,,NaN
17888,53,NaN,32,76,100,NaN,18,70,71,NaN,113,5,NaN
17889,,NaN,,,,NaN,,,,NaN,,,NaN
17890,54,NaN,32,75,100,NaN,18,70,71,NaN,112,5,NaN
17891,,NaN,,,,NaN,,,,NaN,,,NaN
17892,54,NaN,32,76,100,NaN,18,70,71,NaN,114,5,NaN
17893,,NaN,,,,NaN,,,,NaN,,,NaN
17894,54,NaN,32,75,100,NaN,18,70,70,NaN,112,5,NaN
17895,,NaN,,,,NaN,,,,NaN,,,NaN
17896,54,NaN,32,76,100,NaN,18,70,71,NaN,113,5,NaN
17897,,NaN,,,,NaN,,,,NaN,,,NaN
17898,55,NaN,32,76,100,NaN,18,70,71,NaN,114,5,NaN
17899,,NaN,,,,NaN,,,,NaN,,,NaN
17900,55,NaN,32,76,100,NaN,18,70,71,NaN,114,4,NaN
17901,,NaN,,,,NaN,,,,NaN,,,NaN
17902,55,NaN,32,77,100,NaN,18,70,71,NaN,115,4,NaN
17903,,NaN,,,,NaN,,,,NaN,,,NaN
17904,55,NaN,32,76,100,NaN,18,70,71,NaN,113,5,NaN
17905,,NaN,,,,NaN,,,,NaN,,,NaN
17906,55,NaN,32,77,100,NaN,18,70,71,NaN,114,5,NaN
17907,,NaN,,,,NaN,,,,NaN,,,NaN
17908,55,NaN,32,77,100,NaN,18,70,71,NaN,114,4,NaN
17909,,NaN,,,,NaN,,,,NaN,,,NaN
17910,55,NaN,32,77,100,NaN,18,70,71,NaN,113,4,NaN
17911,,NaN,,,,NaN,,,,NaN,,,NaN
17912,56,NaN,32,77,100,NaN,18,71,71,NaN,115,4,NaN
17913,,NaN,,,,NaN,,,,NaN,,,NaN
17914,56,NaN,32,77,100,NaN,18,71,71,NaN,114,4,NaN
17915,,NaN,,,,NaN,,,,NaN,,,NaN
17916,56,NaN,32,78,100,NaN,18,71,72,NaN,115,4,NaN
17917,,NaN,,,,NaN,,,,NaN,,,NaN
17918,55,NaN,32,77,100,NaN,18,71,71,NaN,115,4,NaN
17919,,NaN,,,,NaN,,,,NaN,,,NaN
17920,55,NaN,32,76,100,NaN,18,71,71,NaN,113,4,NaN
17921,,NaN,,,,NaN,,,,NaN,,,NaN
17922,55,NaN,32,77,100,NaN,18,70,71,NaN,114,5,NaN
17923,,NaN,,,,NaN,,,,NaN,,,NaN
17924,55,NaN,32,76,100,NaN,18,70,70,NaN,113,5,NaN
17925,,NaN,,,,NaN,,,,NaN,,,NaN
17926,56,NaN,32,77,100,NaN,18,69,70,NaN,115,4,NaN
17927,,NaN,,,,NaN,,,,NaN,,,NaN
17928,57,NaN,32,78,100,NaN,18,70,70,NaN,116,4,NaN
17929,,NaN,,,,NaN,,,,NaN,,,NaN
17930,57,NaN,32,79,100,NaN,18,70,71,NaN,117,4,NaN
17931,,NaN,,,,NaN,,,,NaN,,,NaN
17932,58,NaN,32,79,100,NaN,18,71,72,NaN,118,4,NaN
17933,,NaN,,,,NaN,,,,NaN,,,NaN
17934,55,NaN,32,78,100,NaN,18,71,72,NaN,116,4,NaN
17935,,NaN,,,,NaN,,,,NaN,,,NaN
17936,53,NaN,32,76,100,NaN,18,71,71,NaN,112,4,NaN
17937,,NaN,,,,NaN,,,,NaN,,,NaN
17938,54,NaN,32,76,100,NaN,18,69,70,NaN,112,5,NaN
17939,,NaN,,,,NaN,,,,NaN,,,NaN
17940,54,NaN,32,76,100,NaN,18,69,70,NaN,112,5,NaN
17941,,NaN,,,,NaN,,,,NaN,,,NaN
17942,56,NaN,32,77,100,NaN,18,69,70,NaN,115,4,NaN
17943,,NaN,,,,NaN,,,,NaN,,,NaN
17944,56,NaN,32,77,100,NaN,18,71,71,NaN,114,4,NaN
17945,,NaN,,,,NaN,,,,NaN,,,NaN
17946,55,NaN,32,77,100,NaN,18,71,71,NaN,114,4,NaN
17947,,NaN,,,,NaN,,,,NaN,,,NaN
17948,56,NaN,32,78,100,NaN,18,71,71,NaN,115,4,NaN
17949,,NaN,,,,NaN,,,,NaN,,,NaN
17950,57,NaN,32,78,100,NaN,18,70,71,NaN,115,4,NaN
17951,,NaN,,,,NaN,,,,NaN,,,NaN
17952,59,NaN,32,80,100,NaN,18,71,71,NaN,119,5,NaN
17953,,NaN,,,,NaN,,,,NaN,,,NaN
17954,59,NaN,32,81,100,NaN,18,72,72,NaN,118,5,NaN
17955,,NaN,,,,NaN,,,,NaN,,,NaN
17956,58,NaN,32,81,100,NaN,18,72,73,NaN,119,4,NaN
17957,,NaN,,,,NaN,,,,NaN,,,NaN
17958,57,NaN,32,80,100,NaN,18,73,73,NaN,117,4,NaN
17959,,NaN,,,,NaN,,,,NaN,,,NaN
17960,55,NaN,32,78,100,NaN,18,73,73,NaN,114,4,NaN
17961,,NaN,,,,NaN,,,,NaN,,,NaN
17962,55,NaN,32,78,100,NaN,18,73,73,NaN,114,4,NaN
17963,,NaN,,,,NaN,,,,NaN,,,NaN
17964,54,NaN,32,76,100,NaN,18,72,73,NaN,113,4,NaN
17965,,NaN,,,,NaN,,,,NaN,,,NaN
17966,54,NaN,32,76,100,NaN,18,72,73,NaN,112,4,NaN
17967,,NaN,,,,NaN,,,,NaN,,,NaN
17968,55,NaN,32,76,100,NaN,18,72,72,NaN,112,4,NaN
17969,,NaN,,,,NaN,,,,NaN,,,NaN
17970,55,NaN,32,76,100,NaN,18,72,72,NaN,112,4,NaN
17971,,NaN,,,,NaN,,,,NaN,,,NaN
17972,56,NaN,32,77,100,NaN,18,72,72,NaN,113,4,NaN
17973,,NaN,,,,NaN,,,,NaN,,,NaN
17974,54,NaN,32,75,100,NaN,18,72,72,NaN,112,4,NaN
17975,,NaN,,,,NaN,,,,NaN,,,NaN
17976,53,NaN,32,75,100,NaN,18,71,71,NaN,111,4,NaN
17977,,NaN,,,,NaN,,,,NaN,,,NaN
17978,53,NaN,32,75,100,NaN,18,70,70,NaN,112,4,NaN
17979,,NaN,,,,NaN,,,,NaN,,,NaN
17980,53,NaN,32,74,100,NaN,18,69,70,NaN,111,4,NaN
17981,,NaN,,,,NaN,,,,NaN,,,NaN
17982,54,NaN,32,75,100,NaN,18,68,69,NaN,113,4,NaN
17983,,NaN,,,,NaN,,,,NaN,,,NaN
17984,55,NaN,32,76,100,NaN,18,69,69,NaN,114,4,NaN
17985,,NaN,,,,NaN,,,,NaN,,,NaN
17986,56,NaN,32,77,100,NaN,18,68,68,NaN,116,5,NaN
17987,,NaN,,,,NaN,,,,NaN,,,NaN
17988,57,NaN,32,78,100,NaN,18,68,68,NaN,118,5,NaN
17989,,NaN,,,,NaN,,,,NaN,,,NaN
17990,58,NaN,32,79,100,NaN,18,67,68,NaN,118,4,NaN
17991,,NaN,,,,NaN,,,,NaN,,,NaN
17992,59,NaN,32,81,100,NaN,18,68,68,NaN,121,4,NaN
17993,,NaN,,,,NaN,,,,NaN,,,NaN
17994,58,NaN,32,81,100,NaN,18,68,69,NaN,121,5,NaN
17995,,NaN,,,,NaN,,,,NaN,,,NaN
17996,57,NaN,32,81,100,NaN,18,68,68,NaN,120,5,NaN
17997,,NaN,,,,NaN,,,,NaN,,,NaN
17998,57,NaN,32,80,100,NaN,18,67,67,NaN,119,5,NaN
17999,,NaN,,,,NaN,,,,NaN,,,NaN
18000,59,NaN,32,80,100,NaN,18,66,66,NaN,119,5,NaN
18001,,NaN,,,,NaN,,,,NaN,,,NaN
18002,61,NaN,32,83,100,NaN,18,65,66,NaN,123,5,NaN
18003,,NaN,,,,NaN,,,,NaN,,,NaN
18004,63,NaN,32,84,100,NaN,18,65,66,NaN,125,5,NaN
18005,,NaN,,,,NaN,,,,NaN,,,NaN
18006,65,NaN,32,87,100,NaN,18,66,66,NaN,129,5,NaN
18007,,NaN,,,,NaN,,,,NaN,,,NaN
18008,67,NaN,32,91,100,NaN,18,67,68,NaN,133,5,NaN
18009,,NaN,,,,NaN,,,,NaN,,,NaN
18010,67,NaN,32,91,100,NaN,18,68,69,NaN,133,5,NaN
18011,,NaN,,,,NaN,,,,NaN,,,NaN
18012,67,NaN,32,92,100,NaN,18,69,69,NaN,134,5,NaN
18013,,NaN,,,,NaN,,,,NaN,,,NaN
18014,68,NaN,32,93,100,NaN,18,70,70,NaN,133,5,NaN
18015,,NaN,,,,NaN,,,,NaN,,,NaN
18016,67,NaN,32,93,100,NaN,18,70,71,NaN,135,5,NaN
18017,,NaN,,,,NaN,,,,NaN,,,NaN
18018,67,NaN,32,93,100,NaN,18,71,71,NaN,134,5,NaN
18019,,NaN,,,,NaN,,,,NaN,,,NaN
18020,66,NaN,32,92,100,NaN,18,71,72,NaN,133,5,NaN
18021,,NaN,,,,NaN,,,,NaN,,,NaN
18022,65,NaN,31,92,100,NaN,18,71,72,NaN,132,5,NaN
18023,,NaN,,,,NaN,,,,NaN,,,NaN
18024,65,NaN,31,91,100,NaN,18,71,72,NaN,130,5,NaN
18025,,NaN,,,,NaN,,,,NaN,,,NaN
18026,64,NaN,31,90,100,NaN,18,71,72,NaN,130,5,NaN
18027,,NaN,,,,NaN,,,,NaN,,,NaN
18028,64,NaN,31,90,100,NaN,18,71,71,NaN,130,5,NaN
18029,,NaN,,,,NaN,,,,NaN,,,NaN
18030,64,NaN,31,89,100,NaN,18,71,71,NaN,128,5,NaN
18031,,NaN,,,,NaN,,,,NaN,,,NaN
18032,64,NaN,31,89,100,NaN,18,71,71,NaN,130,5,NaN
18033,,NaN,,,,NaN,,,,NaN,,,NaN
18034,65,NaN,31,90,100,NaN,18,71,71,NaN,130,5,NaN
18035,,NaN,,,,NaN,,,,NaN,,,NaN
18036,66,NaN,31,91,100,NaN,18,71,72,NaN,132,5,NaN
18037,,NaN,,,,NaN,,,,NaN,,,NaN
18038,67,NaN,31,92,100,NaN,18,72,73,NaN,134,5,NaN
18039,,NaN,,,,NaN,,,,NaN,,,NaN
18040,66,NaN,31,92,100,NaN,18,72,73,NaN,133,5,NaN
18041,,NaN,,,,NaN,,,,NaN,,,NaN
18042,66,NaN,31,92,100,NaN,18,73,73,NaN,133,5,NaN
18043,,NaN,,,,NaN,,,,NaN,,,NaN
18044,64,NaN,31,91,100,NaN,18,73,73,NaN,130,5,NaN
18045,,NaN,,,,NaN,,,,NaN,,,NaN
18046,63,NaN,31,90,100,NaN,18,72,73,NaN,130,5,NaN
18047,,NaN,,,,NaN,,,,NaN,,,NaN
18048,63,NaN,31,89,100,NaN,18,72,72,NaN,128,5,NaN
18049,,NaN,,,,NaN,,,,NaN,,,NaN
18050,62,NaN,31,88,100,NaN,18,71,71,NaN,127,5,NaN
18051,,NaN,,,,NaN,,,,NaN,,,NaN
18052,63,NaN,32,89,100,NaN,18,69,70,NaN,129,5,NaN
18053,,NaN,,,,NaN,,,,NaN,,,NaN
18054,64,NaN,32,89,100,NaN,18,69,70,NaN,129,5,NaN
18055,,NaN,,,,NaN,,,,NaN,,,NaN
18056,64,NaN,32,90,100,NaN,18,69,70,NaN,131,5,NaN
18057,,NaN,,,,NaN,,,,NaN,,,NaN
18058,64,NaN,31,90,100,NaN,18,70,70,NaN,131,5,NaN
18059,,NaN,,,,NaN,,,,NaN,,,NaN
18060,63,NaN,31,89,100,NaN,18,70,71,NaN,129,5,NaN
18061,,NaN,,,,NaN,,,,NaN,,,NaN
18062,63,NaN,31,89,100,NaN,18,70,71,NaN,130,5,NaN
18063,,NaN,,,,NaN,,,,NaN,,,NaN
18064,63,NaN,31,88,100,NaN,18,70,71,NaN,128,5,NaN
18065,,NaN,,,,NaN,,,,NaN,,,NaN
18066,63,NaN,31,88,100,NaN,18,70,71,NaN,128,5,NaN
18067,,NaN,,,,NaN,,,,NaN,,,NaN
18068,63,NaN,31,88,100,NaN,18,71,72,NaN,128,5,NaN
18069,,NaN,,,,NaN,,,,NaN,,,NaN
18070,63,NaN,31,88,100,NaN,18,72,73,NaN,128,5,NaN
18071,,NaN,,,,NaN,,,,NaN,,,NaN
18072,62,NaN,32,88,100,NaN,18,73,73,NaN,128,5,NaN
18073,,NaN,,,,NaN,,,,NaN,,,NaN
18074,61,NaN,32,87,100,NaN,18,73,73,NaN,126,5,NaN
18075,,NaN,,,,NaN,,,,NaN,,,NaN
18076,60,NaN,32,86,100,NaN,18,73,73,NaN,126,5,NaN
18077,,NaN,,,,NaN,,,,NaN,,,NaN
18078,60,NaN,32,85,100,NaN,18,72,73,NaN,125,5,NaN
18079,,NaN,,,,NaN,,,,NaN,,,NaN
18080,59,NaN,32,84,100,NaN,18,72,72,NaN,123,5,NaN
18081,,NaN,,,,NaN,,,,NaN,,,NaN
18082,59,NaN,32,84,100,NaN,18,71,72,NaN,124,5,NaN
18083,,NaN,,,,NaN,,,,NaN,,,NaN
18084,58,NaN,32,83,100,NaN,18,71,71,NaN,122,5,NaN
18085,,NaN,,,,NaN,,,,NaN,,,NaN
18086,58,NaN,32,82,100,NaN,18,70,70,NaN,121,5,NaN
18087,,NaN,,,,NaN,,,,NaN,,,NaN
18088,58,NaN,32,82,100,NaN,18,69,70,NaN,122,5,NaN
18089,,NaN,,,,NaN,,,,NaN,,,NaN
18090,58,NaN,32,82,100,NaN,18,69,70,NaN,121,5,NaN
18091,,NaN,,,,NaN,,,,NaN,,,NaN
18092,58,NaN,32,82,100,NaN,18,69,69,NaN,122,5,NaN
18093,,NaN,,,,NaN,,,,NaN,,,NaN
18094,59,NaN,32,82,100,NaN,18,69,70,NaN,121,5,NaN
18095,,NaN,,,,NaN,,,,NaN,,,NaN
18096,60,NaN,32,83,100,NaN,18,69,70,NaN,124,5,NaN
18097,,NaN,,,,NaN,,,,NaN,,,NaN
18098,61,NaN,32,84,100,NaN,18,70,70,NaN,125,5,NaN
18099,,NaN,,,,NaN,,,,NaN,,,NaN
18100,60,NaN,32,84,100,NaN,18,70,71,NaN,124,5,NaN
18101,,NaN,,,,NaN,,,,NaN,,,NaN
18102,60,NaN,32,84,100,NaN,18,70,71,NaN,124,5,NaN
18103,,NaN,,,,NaN,,,,NaN,,,NaN
18104,62,NaN,32,85,100,NaN,18,70,71,NaN,125,5,NaN
18105,,NaN,,,,NaN,,,,NaN,,,NaN
18106,62,NaN,32,86,100,NaN,18,71,71,NaN,127,5,NaN
18107,,NaN,,,,NaN,,,,NaN,,,NaN
18108,63,NaN,32,87,100,NaN,18,72,72,NaN,128,5,NaN
18109,,NaN,,,,NaN,,,,NaN,,,NaN
18110,62,NaN,32,87,100,NaN,18,72,73,NaN,127,5,NaN
18111,,NaN,,,,NaN,,,,NaN,,,NaN
18112,61,NaN,32,87,100,NaN,18,72,73,NaN,127,5,NaN
18113,,NaN,,,,NaN,,,,NaN,,,NaN
18114,61,NaN,32,85,100,NaN,18,72,72,NaN,124,5,NaN
18115,,NaN,,,,NaN,,,,NaN,,,NaN
18116,60,NaN,32,85,100,NaN,18,72,72,NaN,124,5,NaN
18117,,NaN,,,,NaN,,,,NaN,,,NaN
18118,60,NaN,32,84,100,NaN,18,71,72,NaN,124,5,NaN
18119,,NaN,,,,NaN,,,,NaN,,,NaN
18120,61,NaN,32,84,100,NaN,18,72,72,NaN,124,5,NaN
18121,,NaN,,,,NaN,,,,NaN,,,NaN
18122,62,NaN,32,85,100,NaN,18,72,72,NaN,126,5,NaN
18123,,NaN,,,,NaN,,,,NaN,,,NaN
18124,62,NaN,32,86,100,NaN,18,72,73,NaN,126,5,NaN
18125,,NaN,,,,NaN,,,,NaN,,,NaN
18126,62,NaN,32,87,100,NaN,18,72,73,NaN,127,4,NaN
18127,,NaN,,,,NaN,,,,NaN,,,NaN
18128,61,NaN,32,86,100,NaN,18,72,73,NaN,126,4,NaN
18129,,NaN,,,,NaN,,,,NaN,,,NaN
18130,60,NaN,32,85,100,NaN,18,72,72,NaN,124,5,NaN
18131,,NaN,,,,NaN,,,,NaN,,,NaN
18132,59,NaN,32,84,100,NaN,18,72,73,NaN,123,5,NaN
18133,,NaN,,,,NaN,,,,NaN,,,NaN
18134,60,NaN,32,84,100,NaN,18,72,72,NaN,122,5,NaN
18135,,NaN,,,,NaN,,,,NaN,,,NaN
18136,60,NaN,32,85,100,NaN,18,72,72,NaN,124,5,NaN
18137,,NaN,,,,NaN,,,,NaN,,,NaN
18138,62,NaN,32,86,100,NaN,18,72,73,NaN,125,5,NaN
18139,,NaN,,,,NaN,,,,NaN,,,NaN
18140,61,NaN,32,86,100,NaN,18,73,73,NaN,125,5,NaN
18141,,NaN,,,,NaN,,,,NaN,,,NaN
18142,61,NaN,32,86,100,NaN,18,73,74,NaN,126,5,NaN
18143,,NaN,,,,NaN,,,,NaN,,,NaN
18144,61,NaN,32,85,100,NaN,18,73,73,NaN,123,5,NaN
18145,,NaN,,,,NaN,,,,NaN,,,NaN
18146,57,NaN,32,83,100,NaN,18,73,73,NaN,122,5,NaN
18147,,NaN,,,,NaN,,,,NaN,,,NaN
18148,56,NaN,32,81,100,NaN,18,71,70,NaN,120,5,NaN
18149,,NaN,,,,NaN,,,,NaN,,,NaN
18150,56,NaN,32,80,100,NaN,18,69,69,NaN,117,5,NaN
18151,,NaN,,,,NaN,,,,NaN,,,NaN
18152,57,NaN,32,80,100,NaN,18,67,69,NaN,119,5,NaN
18153,,NaN,,,,NaN,,,,NaN,,,NaN
18154,58,NaN,32,80,100,NaN,18,67,68,NaN,120,5,NaN
18155,,NaN,,,,NaN,,,,NaN,,,NaN
18156,60,NaN,32,82,100,NaN,18,68,69,NaN,123,5,NaN
18157,,NaN,,,,NaN,,,,NaN,,,NaN
18158,62,NaN,32,85,100,NaN,18,69,69,NaN,125,5,NaN
18159,,NaN,,,,NaN,,,,NaN,,,NaN
18160,63,NaN,32,86,100,NaN,18,69,70,NaN,127,5,NaN
18161,,NaN,,,,NaN,,,,NaN,,,NaN
18162,62,NaN,32,87,100,NaN,18,70,71,NaN,128,5,NaN
18163,,NaN,,,,NaN,,,,NaN,,,NaN
18164,61,NaN,32,86,100,NaN,18,71,71,NaN,125,5,NaN
18165,,NaN,,,,NaN,,,,NaN,,,NaN
18166,59,NaN,32,85,100,NaN,18,71,71,NaN,124,5,NaN
18167,,NaN,,,,NaN,,,,NaN,,,NaN
18168,59,NaN,32,84,100,NaN,18,70,71,NaN,124,5,NaN
18169,,NaN,,,,NaN,,,,NaN,,,NaN
18170,59,NaN,32,83,100,NaN,18,70,71,NaN,123,5,NaN
18171,,NaN,,,,NaN,,,,NaN,,,NaN
18172,59,NaN,31,84,100,NaN,18,71,71,NaN,124,5,NaN
18173,,NaN,,,,NaN,,,,NaN,,,NaN
18174,59,NaN,31,83,100,NaN,18,71,71,NaN,122,5,NaN
18175,,NaN,,,,NaN,,,,NaN,,,NaN
18176,59,NaN,31,83,100,NaN,18,71,72,NaN,123,5,NaN
18177,,NaN,,,,NaN,,,,NaN,,,NaN
18178,59,NaN,31,83,100,NaN,18,72,72,NaN,123,5,NaN
18179,,NaN,,,,NaN,,,,NaN,,,NaN
18180,58,NaN,31,82,100,NaN,18,72,72,NaN,121,5,NaN
18181,,NaN,,,,NaN,,,,NaN,,,NaN
18182,58,NaN,31,82,100,NaN,18,72,72,NaN,122,5,NaN
18183,,NaN,,,,NaN,,,,NaN,,,NaN
18184,58,NaN,31,82,100,NaN,18,72,72,NaN,120,5,NaN
18185,,NaN,,,,NaN,,,,NaN,,,NaN
18186,59,NaN,32,82,100,NaN,18,72,72,NaN,122,5,NaN
18187,,NaN,,,,NaN,,,,NaN,,,NaN
18188,59,NaN,32,83,100,NaN,18,72,72,NaN,122,5,NaN
18189,,NaN,,,,NaN,,,,NaN,,,NaN
18190,56,NaN,32,81,100,NaN,18,72,73,NaN,122,5,NaN
18191,,NaN,,,,NaN,,,,NaN,,,NaN
18192,55,NaN,32,80,100,NaN,18,73,72,NaN,119,5,NaN
18193,,NaN,,,,NaN,,,,NaN,,,NaN
18194,55,NaN,32,78,100,NaN,18,69,70,NaN,115,5,NaN
18195,,NaN,,,,NaN,,,,NaN,,,NaN
18196,53,NaN,32,76,100,NaN,18,68,69,NaN,117,5,NaN
18197,,NaN,,,,NaN,,,,NaN,,,NaN
18198,52,NaN,32,75,100,NaN,18,65,66,NaN,116,5,NaN
18199,,NaN,,,,NaN,,,,NaN,,,NaN
18200,50,NaN,32,74,100,NaN,18,63,62,NaN,114,5,NaN
18201,,NaN,,,,NaN,,,,NaN,,,NaN
18202,51,NaN,31,74,100,NaN,18,62,62,NaN,113,5,NaN
18203,,NaN,,,,NaN,,,,NaN,,,NaN
18204,54,NaN,31,74,100,NaN,18,60,62,NaN,112,5,NaN
18205,,NaN,,,,NaN,,,,NaN,,,NaN
18206,57,NaN,31,77,100,NaN,18,61,62,NaN,118,5,NaN
18207,,NaN,,,,NaN,,,,NaN,,,NaN
18208,62,NaN,31,83,100,NaN,18,64,66,NaN,126,5,NaN
18209,,NaN,,,,NaN,,,,NaN,,,NaN
18210,63,NaN,31,85,100,NaN,18,69,69,NaN,128,5,NaN
18211,,NaN,,,,NaN,,,,NaN,,,NaN
18212,63,NaN,31,87,100,NaN,18,70,71,NaN,130,5,NaN
18213,,NaN,,,,NaN,,,,NaN,,,NaN
18214,64,NaN,31,88,100,NaN,18,71,71,NaN,129,5,NaN
18215,,NaN,,,,NaN,,,,NaN,,,NaN
18216,64,NaN,31,89,100,NaN,18,71,71,NaN,131,5,NaN
18217,,NaN,,,,NaN,,,,NaN,,,NaN
18218,65,NaN,31,90,100,NaN,18,71,71,NaN,132,5,NaN
18219,,NaN,,,,NaN,,,,NaN,,,NaN
18220,65,NaN,31,90,100,NaN,18,71,71,NaN,131,5,NaN
18221,,NaN,,,,NaN,,,,NaN,,,NaN
18222,65,NaN,32,91,100,NaN,18,71,71,NaN,133,5,NaN
18223,,NaN,,,,NaN,,,,NaN,,,NaN
18224,65,NaN,32,90,100,NaN,18,71,71,NaN,131,5,NaN
18225,,NaN,,,,NaN,,,,NaN,,,NaN
18226,64,NaN,32,90,100,NaN,18,70,71,NaN,131,5,NaN
18227,,NaN,,,,NaN,,,,NaN,,,NaN
