time,Solar8000/CVP,Solar8000/HR,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/ART_DBP,Solar8000/ART_MBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,SNUADC/ECG_II
16217,,,,,,,NaN,NaN,,,NaN,,NaN
16218,8,127,38,15,48,65,NaN,NaN,100,127,NaN,110,NaN
16219,,,,,,,NaN,NaN,,,NaN,,NaN
16220,8,126,38,15,47,64,NaN,NaN,100,127,NaN,108,NaN
16221,,,,,,,NaN,NaN,,,NaN,,NaN
16222,8,127,38,15,48,65,NaN,NaN,100,127,NaN,112,NaN
16223,,,,,,,NaN,NaN,,,NaN,,NaN
16224,8,126,38,15,47,64,NaN,NaN,100,127,NaN,109,NaN
16225,,,,,,,NaN,NaN,,,NaN,,NaN
16226,8,126,38,15,48,65,NaN,NaN,100,126,NaN,111,NaN
16227,,,,,,,NaN,NaN,,,NaN,,NaN
16228,8,126,38,15,48,65,NaN,NaN,100,126,NaN,110,NaN
16229,,,,,,,NaN,NaN,,,NaN,,NaN
16230,8,126,38,15,49,66,NaN,NaN,100,127,NaN,113,NaN
16231,,,,,,,NaN,NaN,,,NaN,,NaN
16232,8,126,38,15,48,65,NaN,NaN,100,127,NaN,110,NaN
16233,,,,,,,NaN,NaN,,,NaN,,NaN
16234,8,126,38,15,49,66,NaN,NaN,100,127,NaN,112,NaN
16235,,,,,,,NaN,NaN,,,NaN,,NaN
16236,8,126,39,15,48,66,NaN,NaN,100,127,NaN,111,NaN
16237,,,,,,,NaN,NaN,,,NaN,,NaN
16238,7,127,39,15,49,67,NaN,NaN,100,128,NaN,114,NaN
16239,,,,,,,NaN,NaN,,,NaN,,NaN
16240,7,127,39,15,48,66,NaN,NaN,100,128,NaN,111,NaN
16241,,,,,,,NaN,NaN,,,NaN,,NaN
16242,8,127,39,15,49,67,NaN,NaN,100,127,NaN,114,NaN
16243,,,,,,,NaN,NaN,,,NaN,,NaN
16244,8,126,38,15,48,66,NaN,NaN,100,127,NaN,111,NaN
16245,,,,,,,NaN,NaN,,,NaN,,NaN
16246,8,126,38,15,49,67,NaN,NaN,100,127,NaN,114,NaN
16247,,,,,,,NaN,NaN,,,NaN,,NaN
16248,8,126,38,15,49,66,NaN,NaN,100,127,NaN,111,NaN
16249,,,,,,,NaN,NaN,,,NaN,,NaN
16250,8,126,38,15,50,67,NaN,NaN,100,127,NaN,113,NaN
16251,,,,,,,NaN,NaN,,,NaN,,NaN
16252,8,126,38,15,48,66,NaN,NaN,100,127,NaN,111,NaN
16253,,,,,,,NaN,NaN,,,NaN,,NaN
16254,8,126,38,15,49,67,NaN,NaN,100,127,NaN,113,NaN
16255,,,,,,,NaN,NaN,,,NaN,,NaN
16256,8,126,38,15,49,66,NaN,NaN,100,127,NaN,112,NaN
16257,,,,,,,NaN,NaN,,,NaN,,NaN
16258,8,127,38,15,50,67,NaN,NaN,100,127,NaN,114,NaN
16259,,,,,,,NaN,NaN,,,NaN,,NaN
16260,8,126,38,15,48,66,NaN,NaN,100,127,NaN,111,NaN
16261,,,,,,,NaN,NaN,,,NaN,,NaN
16262,8,126,38,15,49,67,NaN,NaN,100,127,NaN,114,NaN
16263,,,,,,,NaN,NaN,,,NaN,,NaN
16264,8,126,38,15,48,66,NaN,NaN,100,126,NaN,110,NaN
16265,,,,,,,NaN,NaN,,,NaN,,NaN
16266,8,126,38,15,49,67,NaN,NaN,100,126,NaN,114,NaN
16267,,,,,,,NaN,NaN,,,NaN,,NaN
16268,8,126,38,15,48,66,NaN,NaN,100,126,NaN,111,NaN
16269,,,,,,,NaN,NaN,,,NaN,,NaN
16270,8,126,38,15,49,66,NaN,NaN,100,126,NaN,113,NaN
16271,,,,,,,NaN,NaN,,,NaN,,NaN
16272,8,126,38,15,48,66,NaN,NaN,100,126,NaN,111,NaN
16273,,,,,,,NaN,NaN,,,NaN,,NaN
16274,8,126,38,15,50,66,NaN,NaN,100,127,NaN,113,NaN
16275,,,,,,,NaN,NaN,,,NaN,,NaN
16276,8,126,38,15,48,66,NaN,NaN,100,127,NaN,111,NaN
16277,,,,,,,NaN,NaN,,,NaN,,NaN
16278,8,126,38,15,49,66,NaN,NaN,100,127,NaN,114,NaN
16279,,,,,,,NaN,NaN,,,NaN,,NaN
16280,8,126,38,15,48,65,NaN,NaN,100,127,NaN,111,NaN
16281,,,,,,,NaN,NaN,,,NaN,,NaN
16282,8,127,38,15,49,66,NaN,NaN,100,127,NaN,113,NaN
16283,,,,,,,NaN,NaN,,,NaN,,NaN
16284,8,126,38,15,48,65,NaN,NaN,100,127,NaN,111,NaN
16285,,,,,,,NaN,NaN,,,NaN,,NaN
16286,8,127,38,15,49,66,NaN,NaN,100,127,NaN,113,NaN
16287,,,,,,,NaN,NaN,,,NaN,,NaN
16288,8,126,38,15,48,65,NaN,NaN,100,127,NaN,111,NaN
16289,,,,,,,NaN,NaN,,,NaN,,NaN
16290,8,126,38,15,49,66,NaN,NaN,100,127,NaN,112,NaN
16291,,,,,,,NaN,NaN,,,NaN,,NaN
16292,8,126,38,15,48,65,NaN,NaN,100,127,NaN,111,NaN
16293,,,,,,,NaN,NaN,,,NaN,,NaN
16294,8,126,38,15,48,66,NaN,NaN,100,127,NaN,112,NaN
16295,,,,,,,NaN,NaN,,,NaN,,NaN
16296,7,126,38,15,47,64,NaN,NaN,100,127,NaN,109,NaN
16297,,,,,,,NaN,NaN,,,NaN,,NaN
16298,7,126,38,15,48,65,NaN,NaN,100,127,NaN,111,NaN
16299,,,,,,,NaN,NaN,,,NaN,,NaN
16300,7,126,38,15,47,64,NaN,NaN,100,126,NaN,108,NaN
16301,,,,,,,NaN,NaN,,,NaN,,NaN
16302,7,126,38,15,48,65,NaN,NaN,100,126,NaN,110,NaN
16303,,,,,,,NaN,NaN,,,NaN,,NaN
16304,7,125,38,15,46,63,NaN,NaN,100,125,NaN,107,NaN
16305,,,,,,,NaN,NaN,,,NaN,,NaN
16306,7,125,38,15,47,64,NaN,NaN,100,125,NaN,109,NaN
16307,,,,,,,NaN,NaN,,,NaN,,NaN
16308,7,124,38,15,46,63,NaN,NaN,100,125,NaN,106,NaN
16309,,,,,,,NaN,NaN,,,NaN,,NaN
16310,7,124,38,15,47,63,NaN,NaN,100,125,NaN,108,NaN
16311,,,,,,,NaN,NaN,,,NaN,,NaN
16312,7,124,38,15,46,62,NaN,NaN,100,124,NaN,105,NaN
16313,,,,,,,NaN,NaN,,,NaN,,NaN
16314,7,124,38,15,46,63,NaN,NaN,100,124,NaN,107,NaN
16315,,,,,,,NaN,NaN,,,NaN,,NaN
16316,7,123,38,15,45,62,NaN,NaN,100,124,NaN,105,NaN
16317,,,,,,,NaN,NaN,,,NaN,,NaN
16318,7,123,38,15,46,63,NaN,NaN,100,123,NaN,107,NaN
16319,,,,,,,NaN,NaN,,,NaN,,NaN
16320,7,123,38,15,45,62,NaN,NaN,100,123,NaN,104,NaN
16321,,,,,,,NaN,NaN,,,NaN,,NaN
16322,8,122,38,15,46,62,NaN,NaN,100,123,NaN,107,NaN
16323,,,,,,,NaN,NaN,,,NaN,,NaN
16324,8,122,38,15,45,62,NaN,NaN,100,123,NaN,104,NaN
16325,,,,,,,NaN,NaN,,,NaN,,NaN
16326,8,122,38,15,46,62,NaN,NaN,100,123,NaN,107,NaN
16327,,,,,,,NaN,NaN,,,NaN,,NaN
16328,8,122,38,15,45,61,NaN,NaN,100,122,NaN,104,NaN
16329,,,,,,,NaN,NaN,,,NaN,,NaN
16330,8,121,38,15,46,62,NaN,NaN,100,121,NaN,105,NaN
16331,,,,,,,NaN,NaN,,,NaN,,NaN
16332,8,121,38,15,45,61,NaN,NaN,100,121,NaN,103,NaN
16333,,,,,,,NaN,NaN,,,NaN,,NaN
16334,8,121,38,15,46,62,NaN,NaN,100,121,NaN,105,NaN
16335,,,,,,,NaN,NaN,,,NaN,,NaN
16336,8,121,38,15,45,61,NaN,NaN,100,121,NaN,102,NaN
16337,,,,,,,NaN,NaN,,,NaN,,NaN
16338,8,121,38,15,46,61,NaN,NaN,100,121,NaN,104,NaN
16339,,,,,,,NaN,NaN,,,NaN,,NaN
16340,8,120,38,15,44,60,NaN,NaN,100,120,NaN,101,NaN
16341,,,,,,,NaN,NaN,,,NaN,,NaN
16342,8,120,38,15,45,60,NaN,NaN,100,120,NaN,102,NaN
16343,,,,,,,NaN,NaN,,,NaN,,NaN
16344,8,120,38,15,44,60,NaN,NaN,100,120,NaN,99,NaN
16345,,,,,,,NaN,NaN,,,NaN,,NaN
16346,8,119,38,15,44,60,NaN,NaN,100,120,NaN,102,NaN
16347,,,,,,,NaN,NaN,,,NaN,,NaN
16348,8,119,38,15,43,59,NaN,NaN,100,119,NaN,99,NaN
16349,,,,,,,NaN,NaN,,,NaN,,NaN
16350,8,119,37,15,44,59,NaN,NaN,100,120,NaN,101,NaN
16351,,,,,,,NaN,NaN,,,NaN,,NaN
16352,7,119,37,15,43,58,NaN,NaN,100,119,NaN,98,NaN
16353,,,,,,,NaN,NaN,,,NaN,,NaN
16354,7,119,37,15,44,59,NaN,NaN,100,120,NaN,100,NaN
16355,,,,,,,NaN,NaN,,,NaN,,NaN
16356,8,120,37,15,43,58,NaN,NaN,100,120,NaN,98,NaN
16357,,,,,,,NaN,NaN,,,NaN,,NaN
16358,8,120,37,15,44,59,NaN,NaN,100,120,NaN,100,NaN
16359,,,,,,,NaN,NaN,,,NaN,,NaN
16360,7,119,37,15,43,58,NaN,NaN,100,119,NaN,97,NaN
16361,,,,,,,NaN,NaN,,,NaN,,NaN
16362,7,119,37,15,44,59,NaN,NaN,100,119,NaN,99,NaN
16363,,,,,,,NaN,NaN,,,NaN,,NaN
16364,7,118,38,15,43,58,NaN,NaN,100,118,NaN,97,NaN
16365,,,,,,,NaN,NaN,,,NaN,,NaN
16366,8,118,38,15,44,59,NaN,NaN,100,118,NaN,100,NaN
16367,,,,,,,NaN,NaN,,,NaN,,NaN
16368,8,118,38,15,43,58,NaN,NaN,100,118,NaN,96,NaN
16369,,,,,,,NaN,NaN,,,NaN,,NaN
16370,8,117,38,15,43,58,NaN,NaN,100,118,NaN,99,NaN
16371,,,,,,,NaN,NaN,,,NaN,,NaN
16372,8,117,37,15,42,57,NaN,NaN,100,117,NaN,96,NaN
16373,,,,,,,NaN,NaN,,,NaN,,NaN
16374,7,117,37,15,42,57,NaN,NaN,100,117,NaN,96,NaN
16375,,,,,,,NaN,NaN,,,NaN,,NaN
16376,7,117,37,15,42,56,NaN,NaN,100,117,NaN,94,NaN
16377,,,,,,,NaN,NaN,,,NaN,,NaN
16378,7,116,37,15,42,56,NaN,NaN,100,117,NaN,95,NaN
16379,,,,,,,NaN,NaN,,,NaN,,NaN
16380,7,116,37,15,42,56,NaN,NaN,100,116,NaN,93,NaN
16381,,,,,,,NaN,NaN,,,NaN,,NaN
16382,8,116,37,15,42,57,NaN,NaN,100,116,NaN,96,NaN
16383,,,,,,,NaN,NaN,,,NaN,,NaN
16384,8,116,37,15,42,56,NaN,NaN,100,116,NaN,92,NaN
16385,,,,,,,NaN,NaN,,,NaN,,NaN
16386,8,116,38,15,42,57,NaN,NaN,100,116,NaN,95,NaN
16387,,,,,,,NaN,NaN,,,NaN,,NaN
16388,8,115,38,15,41,56,NaN,NaN,100,115,NaN,92,NaN
16389,,,,,,,NaN,NaN,,,NaN,,NaN
16390,8,115,38,15,42,56,NaN,NaN,100,116,NaN,94,NaN
16391,,,,,,,NaN,NaN,,,NaN,,NaN
16392,8,115,37,15,41,56,NaN,NaN,100,115,NaN,92,NaN
16393,,,,,,,NaN,NaN,,,NaN,,NaN
16394,8,114,37,15,42,56,NaN,NaN,100,115,NaN,94,NaN
16395,,,,,,,NaN,NaN,,,NaN,,NaN
16396,8,114,37,15,41,56,NaN,NaN,100,115,NaN,92,NaN
16397,,,,,,,NaN,NaN,,,NaN,,NaN
16398,8,114,37,15,42,56,NaN,NaN,100,115,NaN,94,NaN
16399,,,,,,,NaN,NaN,,,NaN,,NaN
16400,8,114,37,15,41,55,NaN,NaN,100,114,NaN,92,NaN
16401,,,,,,,NaN,NaN,,,NaN,,NaN
16402,8,114,37,15,42,55,NaN,NaN,100,115,NaN,93,NaN
16403,,,,,,,NaN,NaN,,,NaN,,NaN
16404,8,114,37,15,41,55,NaN,NaN,100,114,NaN,91,NaN
16405,,,,,,,NaN,NaN,,,NaN,,NaN
16406,8,114,36,15,42,55,NaN,NaN,100,115,NaN,93,NaN
16407,,,,,,,NaN,NaN,,,NaN,,NaN
16408,7,114,36,15,41,54,NaN,NaN,100,114,NaN,90,NaN
16409,,,,,,,NaN,NaN,,,NaN,,NaN
16410,7,114,36,15,42,55,NaN,NaN,100,115,NaN,93,NaN
16411,,,,,,,NaN,NaN,,,NaN,,NaN
16412,8,114,37,15,41,55,NaN,NaN,100,114,NaN,90,NaN
16413,,,,,,,NaN,NaN,,,NaN,,NaN
16414,8,114,37,15,42,56,NaN,NaN,100,114,NaN,92,NaN
16415,,,,,,,NaN,NaN,,,NaN,,NaN
16416,8,113,37,15,41,55,NaN,NaN,100,114,NaN,89,NaN
16417,,,,,,,NaN,NaN,,,NaN,,NaN
16418,8,113,37,15,42,55,NaN,NaN,100,114,NaN,91,NaN
16419,,,,,,,NaN,NaN,,,NaN,,NaN
16420,8,113,37,15,41,55,NaN,NaN,100,113,NaN,88,NaN
16421,,,,,,,NaN,NaN,,,NaN,,NaN
16422,8,113,37,15,41,55,NaN,NaN,100,113,NaN,91,NaN
16423,,,,,,,NaN,NaN,,,NaN,,NaN
16424,8,113,37,15,40,54,NaN,NaN,100,113,NaN,88,NaN
16425,,,,,,,NaN,NaN,,,NaN,,NaN
16426,8,113,36,15,41,55,NaN,NaN,100,113,NaN,91,NaN
16427,,,,,,,NaN,NaN,,,NaN,,NaN
16428,8,113,36,15,40,54,NaN,NaN,100,113,NaN,89,NaN
16429,,,,,,,NaN,NaN,,,NaN,,NaN
16430,8,113,36,15,41,54,NaN,NaN,100,113,NaN,90,NaN
16431,,,,,,,NaN,NaN,,,NaN,,NaN
16432,8,112,36,15,40,54,NaN,NaN,100,113,NaN,89,NaN
16433,,,,,,,NaN,NaN,,,NaN,,NaN
16434,8,113,37,15,41,55,NaN,NaN,100,113,NaN,91,NaN
16435,,,,,,,NaN,NaN,,,NaN,,NaN
16436,8,113,37,15,40,54,NaN,NaN,100,113,NaN,88,NaN
16437,,,,,,,NaN,NaN,,,NaN,,NaN
16438,8,113,37,15,41,55,NaN,NaN,100,113,NaN,90,NaN
16439,,,,,,,NaN,NaN,,,NaN,,NaN
16440,8,113,36,15,41,54,NaN,NaN,100,113,NaN,88,NaN
16441,,,,,,,NaN,NaN,,,NaN,,NaN
16442,8,113,36,15,41,55,NaN,NaN,100,113,NaN,90,NaN
16443,,,,,,,NaN,NaN,,,NaN,,NaN
16444,8,113,36,15,41,54,NaN,NaN,100,113,NaN,88,NaN
16445,,,,,,,NaN,NaN,,,NaN,,NaN
16446,8,113,36,15,42,55,NaN,NaN,100,113,NaN,91,NaN
16447,,,,,,,NaN,NaN,,,NaN,,NaN
16448,8,112,37,15,41,54,NaN,NaN,100,113,NaN,88,NaN
16449,,,,,,,NaN,NaN,,,NaN,,NaN
16450,8,112,37,15,41,55,NaN,NaN,100,113,NaN,90,NaN
16451,,,,,,,NaN,NaN,,,NaN,,NaN
16452,8,111,37,15,40,54,NaN,NaN,100,112,NaN,88,NaN
16453,,,,,,,NaN,NaN,,,NaN,,NaN
16454,8,111,37,15,41,54,NaN,NaN,100,112,NaN,89,NaN
16455,,,,,,,NaN,NaN,,,NaN,,NaN
16456,8,111,37,15,40,54,NaN,NaN,100,111,NaN,88,NaN
16457,,,,,,,NaN,NaN,,,NaN,,NaN
16458,8,111,37,15,41,55,NaN,NaN,100,112,NaN,90,NaN
16459,,,,,,,NaN,NaN,,,NaN,,NaN
16460,8,128,37,15,40,54,NaN,NaN,100,112,NaN,87,NaN
16461,,,,,,,NaN,NaN,,,NaN,,NaN
16462,8,112,37,15,41,54,NaN,NaN,100,112,NaN,90,NaN
16463,,,,,,,NaN,NaN,,,NaN,,NaN
16464,8,111,37,15,40,54,NaN,NaN,100,112,NaN,87,NaN
16465,,,,,,,NaN,NaN,,,NaN,,NaN
16466,8,111,37,15,41,55,NaN,NaN,100,112,NaN,90,NaN
16467,,,,,,,NaN,NaN,,,NaN,,NaN
16468,8,111,36,15,40,54,NaN,NaN,100,112,NaN,87,NaN
16469,,,,,,,NaN,NaN,,,NaN,,NaN
16470,8,111,36,15,41,54,NaN,NaN,100,112,NaN,89,NaN
16471,,,,,,,NaN,NaN,,,NaN,,NaN
16472,8,111,36,15,40,54,NaN,NaN,100,112,NaN,88,NaN
16473,,,,,,,NaN,NaN,,,NaN,,NaN
16474,8,112,36,15,41,54,NaN,NaN,100,112,NaN,90,NaN
16475,,,,,,,NaN,NaN,,,NaN,,NaN
16476,8,112,37,15,40,54,NaN,NaN,100,112,NaN,88,NaN
16477,,,,,,,NaN,NaN,,,NaN,,NaN
16478,8,112,37,15,41,54,NaN,NaN,100,113,NaN,90,NaN
16479,,,,,,,NaN,NaN,,,NaN,,NaN
16480,8,112,37,15,40,54,NaN,NaN,100,112,NaN,88,NaN
16481,,,,,,,NaN,NaN,,,NaN,,NaN
16482,8,112,36,15,41,54,NaN,NaN,100,112,NaN,90,NaN
16483,,,,,,,NaN,NaN,,,NaN,,NaN
16484,8,112,36,15,40,54,NaN,NaN,100,112,NaN,88,NaN
16485,,,,,,,NaN,NaN,,,NaN,,NaN
16486,8,112,36,15,41,54,NaN,NaN,100,113,NaN,89,NaN
16487,,,,,,,NaN,NaN,,,NaN,,NaN
16488,8,112,36,15,39,54,NaN,NaN,100,112,NaN,89,NaN
16489,,,,,,,NaN,NaN,,,NaN,,NaN
16490,8,112,37,15,41,54,NaN,NaN,100,113,NaN,90,NaN
16491,,,,,,,NaN,NaN,,,NaN,,NaN
16492,8,112,37,15,40,54,NaN,NaN,100,112,NaN,87,NaN
16493,,,,,,,NaN,NaN,,,NaN,,NaN
16494,8,112,37,15,41,54,NaN,NaN,100,113,NaN,89,NaN
16495,,,,,,,NaN,NaN,,,NaN,,NaN
16496,8,112,37,15,40,53,NaN,NaN,100,113,NaN,87,NaN
16497,,,,,,,NaN,NaN,,,NaN,,NaN
16498,8,112,37,15,41,54,NaN,NaN,100,113,NaN,90,NaN
16499,,,,,,,NaN,NaN,,,NaN,,NaN
16500,8,112,37,15,40,53,NaN,NaN,100,112,NaN,87,NaN
16501,,,,,,,NaN,NaN,,,NaN,,NaN
16502,8,112,37,15,40,54,NaN,NaN,100,113,NaN,89,NaN
16503,,,,,,,NaN,NaN,,,NaN,,NaN
16504,8,112,37,15,40,53,NaN,NaN,100,112,NaN,86,NaN
16505,,,,,,,NaN,NaN,,,NaN,,NaN
16506,8,112,37,15,41,54,NaN,NaN,100,112,NaN,90,NaN
16507,,,,,,,NaN,NaN,,,NaN,,NaN
16508,8,112,37,15,40,53,NaN,NaN,100,112,NaN,87,NaN
16509,,,,,,,NaN,NaN,,,NaN,,NaN
16510,8,112,37,15,40,53,NaN,NaN,100,113,NaN,89,NaN
16511,,,,,,,NaN,NaN,,,NaN,,NaN
16512,8,112,37,15,40,53,NaN,NaN,100,113,NaN,87,NaN
16513,,,,,,,NaN,NaN,,,NaN,,NaN
16514,8,112,37,15,41,54,NaN,NaN,100,113,NaN,90,NaN
16515,,,,,,,NaN,NaN,,,NaN,,NaN
16516,8,112,37,15,40,53,NaN,NaN,100,112,NaN,87,NaN
16517,,,,,,,NaN,NaN,,,NaN,,NaN
16518,8,112,36,15,40,54,NaN,NaN,100,113,NaN,89,NaN
16519,,,,,,,NaN,NaN,,,NaN,,NaN
16520,8,112,36,15,40,53,NaN,NaN,100,113,NaN,86,NaN
16521,,,,,,,NaN,NaN,,,NaN,,NaN
16522,8,112,36,15,41,54,NaN,NaN,100,113,NaN,89,NaN
16523,,,,,,,NaN,NaN,,,NaN,,NaN
16524,8,112,36,15,40,53,NaN,NaN,100,112,NaN,86,NaN
16525,,,,,,,NaN,NaN,,,NaN,,NaN
16526,8,112,36,15,40,53,NaN,NaN,100,113,NaN,88,NaN
16527,,,,,,,NaN,NaN,,,NaN,,NaN
16528,8,112,36,15,40,53,NaN,NaN,100,113,NaN,86,NaN
16529,,,,,,,NaN,NaN,,,NaN,,NaN
16530,8,112,36,15,41,54,NaN,NaN,100,112,NaN,89,NaN
16531,,,,,,,NaN,NaN,,,NaN,,NaN
16532,8,111,36,15,40,53,NaN,NaN,100,112,NaN,86,NaN
16533,,,,,,,NaN,NaN,,,NaN,,NaN
16534,8,111,36,15,40,53,NaN,NaN,100,112,NaN,88,NaN
16535,,,,,,,NaN,NaN,,,NaN,,NaN
16536,8,111,36,15,39,53,NaN,NaN,100,112,NaN,86,NaN
16537,,,,,,,NaN,NaN,,,NaN,,NaN
16538,8,111,36,15,40,53,NaN,NaN,100,112,NaN,88,NaN
16539,,,,,,,NaN,NaN,,,NaN,,NaN
16540,8,111,36,15,40,53,NaN,NaN,100,111,NaN,86,NaN
16541,,,,,,,NaN,NaN,,,NaN,,NaN
16542,8,111,36,15,41,53,NaN,NaN,100,112,NaN,89,NaN
16543,,,,,,,NaN,NaN,,,NaN,,NaN
16544,8,111,37,15,39,53,NaN,NaN,100,112,NaN,86,NaN
16545,,,,,,,NaN,NaN,,,NaN,,NaN
16546,8,111,37,15,40,53,NaN,NaN,100,112,NaN,88,NaN
16547,,,,,,,NaN,NaN,,,NaN,,NaN
16548,8,111,37,15,39,52,NaN,NaN,100,111,NaN,86,NaN
16549,,,,,,,NaN,NaN,,,NaN,,NaN
16550,8,111,37,15,40,53,NaN,NaN,100,111,NaN,88,NaN
16551,,,,,,,NaN,NaN,,,NaN,,NaN
16552,8,111,36,15,39,52,NaN,NaN,100,111,NaN,86,NaN
16553,,,,,,,NaN,NaN,,,NaN,,NaN
16554,8,111,36,15,39,52,NaN,NaN,100,111,NaN,87,NaN
16555,,,,,,,NaN,NaN,,,NaN,,NaN
16556,8,111,36,15,39,52,NaN,NaN,100,111,NaN,86,NaN
16557,,,,,,,NaN,NaN,,,NaN,,NaN
16558,8,111,36,15,40,53,NaN,NaN,100,111,NaN,89,NaN
16559,,,,,,,NaN,NaN,,,NaN,,NaN
16560,8,111,36,15,39,52,NaN,NaN,100,111,NaN,86,NaN
16561,,,,,,,NaN,NaN,,,NaN,,NaN
16562,8,111,36,15,40,53,NaN,NaN,100,112,NaN,88,NaN
16563,,,,,,,NaN,NaN,,,NaN,,NaN
16564,8,111,36,15,39,52,NaN,NaN,100,111,NaN,85,NaN
16565,,,,,,,NaN,NaN,,,NaN,,NaN
16566,8,111,36,15,40,53,NaN,NaN,100,112,NaN,87,NaN
16567,,,,,,,NaN,NaN,,,NaN,,NaN
16568,8,111,36,15,40,53,NaN,NaN,100,111,NaN,87,NaN
16569,,,,,,,NaN,NaN,,,NaN,,NaN
16570,8,111,36,15,40,53,NaN,NaN,100,112,NaN,88,NaN
16571,,,,,,,NaN,NaN,,,NaN,,NaN
16572,8,111,37,15,39,52,NaN,NaN,100,111,NaN,85,NaN
16573,,,,,,,NaN,NaN,,,NaN,,NaN
16574,8,111,37,15,41,53,NaN,NaN,100,112,NaN,88,NaN
16575,,,,,,,NaN,NaN,,,NaN,,NaN
16576,8,111,37,15,39,53,NaN,NaN,100,111,NaN,86,NaN
16577,,,,,,,NaN,NaN,,,NaN,,NaN
16578,8,110,37,15,41,53,NaN,NaN,100,111,NaN,89,NaN
16579,,,,,,,NaN,NaN,,,NaN,,NaN
16580,8,110,37,15,40,53,NaN,NaN,100,111,NaN,87,NaN
16581,,,,,,,NaN,NaN,,,NaN,,NaN
16582,8,111,37,15,40,53,NaN,NaN,100,111,NaN,88,NaN
16583,,,,,,,NaN,NaN,,,NaN,,NaN
16584,8,110,37,15,40,53,NaN,NaN,100,111,NaN,86,NaN
16585,,,,,,,NaN,NaN,,,NaN,,NaN
16586,8,110,37,15,40,53,NaN,NaN,100,111,NaN,87,NaN
16587,,,,,,,NaN,NaN,,,NaN,,NaN
16588,8,110,37,15,39,52,NaN,NaN,100,111,NaN,86,NaN
16589,,,,,,,NaN,NaN,,,NaN,,NaN
16590,8,110,37,15,39,52,NaN,NaN,100,111,NaN,87,NaN
16591,,,,,,,NaN,NaN,,,NaN,,NaN
16592,8,111,36,15,38,51,NaN,NaN,100,110,NaN,84,NaN
16593,,,,,,,NaN,NaN,,,NaN,,NaN
16594,8,111,36,15,39,52,NaN,NaN,100,111,NaN,87,NaN
16595,,,,,,,NaN,NaN,,,NaN,,NaN
16596,8,111,36,15,39,52,NaN,NaN,100,111,NaN,86,NaN
16597,,,,,,,NaN,NaN,,,NaN,,NaN
16598,8,111,36,15,38,52,NaN,NaN,100,111,NaN,86,NaN
16599,,,,,,,NaN,NaN,,,NaN,,NaN
16600,7,110,36,15,37,51,NaN,NaN,100,111,NaN,83,NaN
16601,,,,,,,NaN,NaN,,,NaN,,NaN
16602,7,110,36,15,38,51,NaN,NaN,100,111,NaN,87,NaN
16603,,,,,,,NaN,NaN,,,NaN,,NaN
16604,8,111,36,15,38,52,NaN,NaN,100,111,NaN,89,NaN
16605,,,,,,,NaN,NaN,,,NaN,,NaN
16606,8,111,37,15,38,52,NaN,NaN,100,111,NaN,89,NaN
16607,,,,,,,NaN,NaN,,,NaN,,NaN
16608,8,111,37,15,35,52,NaN,NaN,100,111,NaN,83,NaN
16609,,,,,,,NaN,NaN,,,NaN,,NaN
16610,8,111,37,15,34,52,NaN,NaN,100,111,NaN,88,NaN
16611,,,,,,,NaN,NaN,,,NaN,,NaN
16612,8,111,37,15,38,52,NaN,NaN,100,111,NaN,85,NaN
16613,,,,,,,NaN,NaN,,,NaN,,NaN
16614,8,111,37,15,39,52,NaN,NaN,100,112,NaN,87,NaN
16615,,,,,,,NaN,NaN,,,NaN,,NaN
16616,8,112,37,15,39,52,NaN,NaN,100,112,NaN,86,NaN
16617,,,,,,,NaN,NaN,,,NaN,,NaN
16618,8,112,37,15,40,53,NaN,NaN,100,112,NaN,88,NaN
16619,,,,,,,NaN,NaN,,,NaN,,NaN
16620,8,112,36,15,39,51,NaN,NaN,100,112,NaN,84,NaN
16621,,,,,,,NaN,NaN,,,NaN,,NaN
16622,8,111,36,15,39,52,NaN,NaN,100,112,NaN,86,NaN
16623,,,,,,,NaN,NaN,,,NaN,,NaN
16624,8,112,36,15,39,52,NaN,NaN,100,112,NaN,85,NaN
16625,,,,,,,NaN,NaN,,,NaN,,NaN
16626,8,112,36,15,40,52,NaN,NaN,100,113,NaN,88,NaN
16627,,,,,,,NaN,NaN,,,NaN,,NaN
16628,8,112,36,15,39,52,NaN,NaN,100,113,NaN,86,NaN
16629,,,,,,,NaN,NaN,,,NaN,,NaN
16630,8,113,36,15,40,53,NaN,NaN,100,113,NaN,89,NaN
16631,,,,,,,NaN,NaN,,,NaN,,NaN
16632,8,114,36,15,39,52,NaN,NaN,100,114,NaN,86,NaN
16633,,,,,,,NaN,NaN,,,NaN,,NaN
16634,8,114,36,15,41,53,NaN,NaN,100,115,NaN,89,NaN
16635,,,,,,,NaN,NaN,,,NaN,,NaN
16636,8,114,36,15,40,53,NaN,NaN,100,114,NaN,87,NaN
16637,,,,,,,NaN,NaN,,,NaN,,NaN
16638,8,114,36,15,40,53,NaN,NaN,100,114,NaN,89,NaN
16639,,,,,,,NaN,NaN,,,NaN,,NaN
16640,8,114,36,15,39,53,NaN,NaN,100,114,NaN,86,NaN
16641,,,,,,,NaN,NaN,,,NaN,,NaN
