time,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/CVP,SNUADC/ECG_V5,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/PLETH_SPO2,SNUADC/ART
13329,,,,NaN,,NaN,,,,NaN,,,NaN
13330,101,101,8,NaN,74,NaN,92,136,15,NaN,37,100,NaN
13331,,,,NaN,,NaN,,,,NaN,,,NaN
13332,102,101,8,NaN,73,NaN,92,135,15,NaN,37,100,NaN
13333,,,,NaN,,NaN,,,,NaN,,,NaN
13334,101,101,8,NaN,73,NaN,92,135,15,NaN,37,100,NaN
13335,,,,NaN,,NaN,,,,NaN,,,NaN
13336,101,101,8,NaN,72,NaN,91,133,15,NaN,37,100,NaN
13337,,,,NaN,,NaN,,,,NaN,,,NaN
13338,101,100,8,NaN,74,NaN,92,135,15,NaN,36,100,NaN
13339,,,,NaN,,NaN,,,,NaN,,,NaN
13340,101,100,8,NaN,73,NaN,92,135,15,NaN,36,100,NaN
13341,,,,NaN,,NaN,,,,NaN,,,NaN
13342,100,100,8,NaN,74,NaN,92,136,15,NaN,36,100,NaN
13343,,,,NaN,,NaN,,,,NaN,,,NaN
13344,100,100,8,NaN,73,NaN,92,135,15,NaN,36,100,NaN
13345,,,,NaN,,NaN,,,,NaN,,,NaN
13346,100,100,8,NaN,74,NaN,92,136,15,NaN,37,100,NaN
13347,,,,NaN,,NaN,,,,NaN,,,NaN
13348,100,100,8,NaN,72,NaN,92,134,15,NaN,37,100,NaN
13349,,,,NaN,,NaN,,,,NaN,,,NaN
13350,100,99,8,NaN,73,NaN,92,135,15,NaN,37,100,NaN
13351,,,,NaN,,NaN,,,,NaN,,,NaN
13352,100,99,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13353,,,,NaN,,NaN,,,,NaN,,,NaN
13354,100,99,8,NaN,73,NaN,91,135,15,NaN,37,100,NaN
13355,,,,NaN,,NaN,,,,NaN,,,NaN
13356,100,99,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13357,,,,NaN,,NaN,,,,NaN,,,NaN
13358,100,99,8,NaN,73,NaN,91,134,15,NaN,37,100,NaN
13359,,,,NaN,,NaN,,,,NaN,,,NaN
13360,100,100,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13361,,,,NaN,,NaN,,,,NaN,,,NaN
13362,100,100,8,NaN,73,NaN,92,135,15,NaN,37,100,NaN
13363,,,,NaN,,NaN,,,,NaN,,,NaN
13364,101,100,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13365,,,,NaN,,NaN,,,,NaN,,,NaN
13366,101,100,8,NaN,73,NaN,91,135,15,NaN,37,100,NaN
13367,,,,NaN,,NaN,,,,NaN,,,NaN
13368,101,100,8,NaN,73,NaN,91,135,15,NaN,37,100,NaN
13369,,,,NaN,,NaN,,,,NaN,,,NaN
13370,101,100,8,NaN,73,NaN,91,135,15,NaN,37,100,NaN
13371,,,,NaN,,NaN,,,,NaN,,,NaN
13372,101,100,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13373,,,,NaN,,NaN,,,,NaN,,,NaN
13374,100,100,8,NaN,73,NaN,92,136,15,NaN,37,100,NaN
13375,,,,NaN,,NaN,,,,NaN,,,NaN
13376,101,100,8,NaN,72,NaN,92,135,15,NaN,37,100,NaN
13377,,,,NaN,,NaN,,,,NaN,,,NaN
13378,100,100,8,NaN,73,NaN,92,135,15,NaN,37,100,NaN
13379,,,,NaN,,NaN,,,,NaN,,,NaN
13380,100,100,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13381,,,,NaN,,NaN,,,,NaN,,,NaN
13382,100,100,8,NaN,73,NaN,92,135,15,NaN,37,100,NaN
13383,,,,NaN,,NaN,,,,NaN,,,NaN
13384,100,100,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13385,,,,NaN,,NaN,,,,NaN,,,NaN
13386,100,99,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13387,,,,NaN,,NaN,,,,NaN,,,NaN
13388,99,99,8,NaN,71,NaN,90,132,15,NaN,37,100,NaN
13389,,,,NaN,,NaN,,,,NaN,,,NaN
13390,99,98,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13391,,,,NaN,,NaN,,,,NaN,,,NaN
13392,99,98,8,NaN,71,NaN,90,133,15,NaN,37,100,NaN
13393,,,,NaN,,NaN,,,,NaN,,,NaN
13394,99,98,8,NaN,73,NaN,90,133,15,NaN,37,100,NaN
13395,,,,NaN,,NaN,,,,NaN,,,NaN
13396,99,98,8,NaN,72,NaN,90,133,15,NaN,37,100,NaN
13397,,,,NaN,,NaN,,,,NaN,,,NaN
13398,99,99,8,NaN,73,NaN,91,134,15,NaN,37,100,NaN
13399,,,,NaN,,NaN,,,,NaN,,,NaN
13400,100,99,8,NaN,72,NaN,90,132,15,NaN,37,100,NaN
13401,,,,NaN,,NaN,,,,NaN,,,NaN
13402,100,100,8,NaN,73,NaN,91,134,14,NaN,37,100,NaN
13403,,,,NaN,,NaN,,,,NaN,,,NaN
13404,100,100,8,NaN,72,NaN,90,132,14,NaN,37,100,NaN
13405,,,,NaN,,NaN,,,,NaN,,,NaN
13406,100,100,8,NaN,73,NaN,91,133,14,NaN,37,100,NaN
13407,,,,NaN,,NaN,,,,NaN,,,NaN
13408,101,100,8,NaN,72,NaN,91,133,14,NaN,37,100,NaN
13409,,,,NaN,,NaN,,,,NaN,,,NaN
13410,101,100,8,NaN,73,NaN,91,134,14,NaN,37,100,NaN
13411,,,,NaN,,NaN,,,,NaN,,,NaN
13412,101,101,8,NaN,72,NaN,91,133,14,NaN,37,100,NaN
13413,,,,NaN,,NaN,,,,NaN,,,NaN
13414,101,101,8,NaN,73,NaN,91,135,14,NaN,37,100,NaN
13415,,,,NaN,,NaN,,,,NaN,,,NaN
13416,102,101,8,NaN,72,NaN,91,133,14,NaN,37,100,NaN
13417,,,,NaN,,NaN,,,,NaN,,,NaN
13418,102,101,8,NaN,73,NaN,91,135,14,NaN,37,100,NaN
13419,,,,NaN,,NaN,,,,NaN,,,NaN
13420,102,101,8,NaN,73,NaN,91,134,14,NaN,37,100,NaN
13421,,,,NaN,,NaN,,,,NaN,,,NaN
13422,102,101,8,NaN,73,NaN,91,135,14,NaN,37,100,NaN
13423,,,,NaN,,NaN,,,,NaN,,,NaN
13424,102,101,8,NaN,72,NaN,91,133,15,NaN,36,100,NaN
13425,,,,NaN,,NaN,,,,NaN,,,NaN
13426,101,101,8,NaN,73,NaN,91,134,15,NaN,36,100,NaN
13427,,,,NaN,,NaN,,,,NaN,,,NaN
13428,101,100,8,NaN,72,NaN,91,133,15,NaN,36,100,NaN
13429,,,,NaN,,NaN,,,,NaN,,,NaN
13430,101,100,8,NaN,73,NaN,91,134,15,NaN,36,100,NaN
13431,,,,NaN,,NaN,,,,NaN,,,NaN
13432,101,100,8,NaN,72,NaN,91,133,15,NaN,36,100,NaN
13433,,,,NaN,,NaN,,,,NaN,,,NaN
13434,101,100,8,NaN,73,NaN,91,134,15,NaN,36,100,NaN
13435,,,,NaN,,NaN,,,,NaN,,,NaN
13436,101,100,8,NaN,72,NaN,91,133,15,NaN,36,100,NaN
13437,,,,NaN,,NaN,,,,NaN,,,NaN
13438,101,100,8,NaN,72,NaN,91,133,15,NaN,37,100,NaN
13439,,,,NaN,,NaN,,,,NaN,,,NaN
13440,101,100,8,NaN,72,NaN,90,132,15,NaN,37,100,NaN
13441,,,,NaN,,NaN,,,,NaN,,,NaN
13442,100,100,8,NaN,73,NaN,91,134,15,NaN,37,100,NaN
13443,,,,NaN,,NaN,,,,NaN,,,NaN
13444,101,100,8,NaN,72,NaN,90,133,15,NaN,37,100,NaN
13445,,,,NaN,,NaN,,,,NaN,,,NaN
13446,101,101,7,NaN,73,NaN,91,135,15,NaN,37,100,NaN
13447,,,,NaN,,NaN,,,,NaN,,,NaN
13448,101,100,7,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13449,,,,NaN,,NaN,,,,NaN,,,NaN
13450,101,100,8,NaN,73,NaN,91,135,15,NaN,37,100,NaN
13451,,,,NaN,,NaN,,,,NaN,,,NaN
13452,101,100,8,NaN,72,NaN,91,133,15,NaN,37,100,NaN
13453,,,,NaN,,NaN,,,,NaN,,,NaN
13454,101,100,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13455,,,,NaN,,NaN,,,,NaN,,,NaN
13456,100,100,8,NaN,71,NaN,90,133,15,NaN,37,100,NaN
13457,,,,NaN,,NaN,,,,NaN,,,NaN
13458,100,100,7,NaN,72,NaN,90,134,15,NaN,37,100,NaN
13459,,,,NaN,,NaN,,,,NaN,,,NaN
13460,100,99,7,NaN,71,NaN,90,133,15,NaN,37,100,NaN
13461,,,,NaN,,NaN,,,,NaN,,,NaN
13462,99,99,7,NaN,72,NaN,90,133,15,NaN,37,100,NaN
13463,,,,NaN,,NaN,,,,NaN,,,NaN
13464,99,98,7,NaN,72,NaN,90,133,15,NaN,37,100,NaN
13465,,,,NaN,,NaN,,,,NaN,,,NaN
13466,99,99,7,NaN,73,NaN,91,134,15,NaN,37,100,NaN
13467,,,,NaN,,NaN,,,,NaN,,,NaN
13468,99,99,7,NaN,72,NaN,91,133,15,NaN,37,100,NaN
13469,,,,NaN,,NaN,,,,NaN,,,NaN
13470,100,99,7,NaN,73,NaN,92,135,15,NaN,37,100,NaN
13471,,,,NaN,,NaN,,,,NaN,,,NaN
13472,100,99,7,NaN,73,NaN,91,133,15,NaN,37,100,NaN
13473,,,,NaN,,NaN,,,,NaN,,,NaN
13474,100,99,7,NaN,73,NaN,91,134,15,NaN,37,100,NaN
13475,,,,NaN,,NaN,,,,NaN,,,NaN
13476,100,100,7,NaN,73,NaN,91,134,15,NaN,37,100,NaN
13477,,,,NaN,,NaN,,,,NaN,,,NaN
13478,100,100,7,NaN,73,NaN,92,135,15,NaN,37,100,NaN
13479,,,,NaN,,NaN,,,,NaN,,,NaN
13480,100,100,7,NaN,72,NaN,91,133,15,NaN,37,100,NaN
13481,,,,NaN,,NaN,,,,NaN,,,NaN
13482,100,100,7,NaN,73,NaN,91,134,15,NaN,37,100,NaN
13483,,,,NaN,,NaN,,,,NaN,,,NaN
13484,100,100,7,NaN,72,NaN,90,132,15,NaN,37,100,NaN
13485,,,,NaN,,NaN,,,,NaN,,,NaN
13486,101,100,7,NaN,73,NaN,91,134,15,NaN,37,100,NaN
13487,,,,NaN,,NaN,,,,NaN,,,NaN
13488,101,100,7,NaN,72,NaN,90,132,15,NaN,37,100,NaN
13489,,,,NaN,,NaN,,,,NaN,,,NaN
13490,101,100,7,NaN,72,NaN,90,134,15,NaN,37,100,NaN
13491,,,,NaN,,NaN,,,,NaN,,,NaN
13492,101,100,7,NaN,72,NaN,90,133,15,NaN,37,100,NaN
13493,,,,NaN,,NaN,,,,NaN,,,NaN
13494,101,101,7,NaN,72,NaN,90,134,15,NaN,37,100,NaN
13495,,,,NaN,,NaN,,,,NaN,,,NaN
13496,100,99,7,NaN,70,NaN,89,132,15,NaN,37,100,NaN
13497,,,,NaN,,NaN,,,,NaN,,,NaN
13498,98,98,7,NaN,71,NaN,89,132,15,NaN,37,100,NaN
13499,,,,NaN,,NaN,,,,NaN,,,NaN
13500,98,97,7,NaN,70,NaN,89,131,15,NaN,37,100,NaN
13501,,,,NaN,,NaN,,,,NaN,,,NaN
13502,99,98,7,NaN,71,NaN,89,133,15,NaN,38,100,NaN
13503,,,,NaN,,NaN,,,,NaN,,,NaN
13504,100,99,7,NaN,70,NaN,89,132,15,NaN,38,100,NaN
13505,,,,NaN,,NaN,,,,NaN,,,NaN
13506,100,100,7,NaN,71,NaN,89,133,15,NaN,38,100,NaN
13507,,,,NaN,,NaN,,,,NaN,,,NaN
13508,101,101,7,NaN,70,NaN,89,131,15,NaN,37,100,NaN
13509,,,,NaN,,NaN,,,,NaN,,,NaN
13510,101,101,7,NaN,71,NaN,89,132,15,NaN,37,100,NaN
13511,,,,NaN,,NaN,,,,NaN,,,NaN
13512,101,100,7,NaN,71,NaN,89,131,15,NaN,37,100,NaN
13513,,,,NaN,,NaN,,,,NaN,,,NaN
13514,101,101,7,NaN,72,NaN,90,133,15,NaN,37,100,NaN
13515,,,,NaN,,NaN,,,,NaN,,,NaN
13516,101,101,7,NaN,71,NaN,89,132,15,NaN,37,100,NaN
13517,,,,NaN,,NaN,,,,NaN,,,NaN
13518,101,101,8,NaN,72,NaN,90,132,15,NaN,37,100,NaN
13519,,,,NaN,,NaN,,,,NaN,,,NaN
13520,101,101,8,NaN,71,NaN,90,132,15,NaN,37,100,NaN
13521,,,,NaN,,NaN,,,,NaN,,,NaN
13522,101,101,7,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13523,,,,NaN,,NaN,,,,NaN,,,NaN
13524,101,101,7,NaN,71,NaN,90,133,15,NaN,37,100,NaN
13525,,,,NaN,,NaN,,,,NaN,,,NaN
13526,101,100,8,NaN,72,NaN,91,133,15,NaN,37,100,NaN
13527,,,,NaN,,NaN,,,,NaN,,,NaN
13528,101,100,8,NaN,71,NaN,90,132,15,NaN,37,100,NaN
13529,,,,NaN,,NaN,,,,NaN,,,NaN
13530,101,100,7,NaN,72,NaN,90,133,15,NaN,37,100,NaN
13531,,,,NaN,,NaN,,,,NaN,,,NaN
13532,101,100,7,NaN,71,NaN,90,132,15,NaN,37,100,NaN
13533,,,,NaN,,NaN,,,,NaN,,,NaN
13534,100,100,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13535,,,,NaN,,NaN,,,,NaN,,,NaN
13536,100,100,8,NaN,71,NaN,90,133,15,NaN,37,100,NaN
13537,,,,NaN,,NaN,,,,NaN,,,NaN
13538,100,100,8,NaN,72,NaN,90,133,15,NaN,37,100,NaN
13539,,,,NaN,,NaN,,,,NaN,,,NaN
13540,100,100,7,NaN,71,NaN,90,132,15,NaN,37,100,NaN
13541,,,,NaN,,NaN,,,,NaN,,,NaN
13542,100,100,7,NaN,71,NaN,90,133,15,NaN,37,100,NaN
13543,,,,NaN,,NaN,,,,NaN,,,NaN
13544,100,100,8,NaN,71,NaN,90,132,15,NaN,37,100,NaN
13545,,,,NaN,,NaN,,,,NaN,,,NaN
13546,101,100,8,NaN,72,NaN,90,133,15,NaN,37,100,NaN
13547,,,,NaN,,NaN,,,,NaN,,,NaN
13548,101,100,8,NaN,71,NaN,90,133,15,NaN,37,100,NaN
13549,,,,NaN,,NaN,,,,NaN,,,NaN
13550,100,100,8,NaN,71,NaN,91,133,15,NaN,37,100,NaN
13551,,,,NaN,,NaN,,,,NaN,,,NaN
13552,100,100,7,NaN,70,NaN,90,132,15,NaN,37,100,NaN
13553,,,,NaN,,NaN,,,,NaN,,,NaN
13554,100,99,7,NaN,71,NaN,90,133,15,NaN,37,100,NaN
13555,,,,NaN,,NaN,,,,NaN,,,NaN
13556,100,99,7,NaN,71,NaN,90,132,15,NaN,37,100,NaN
13557,,,,NaN,,NaN,,,,NaN,,,NaN
13558,100,100,7,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13559,,,,NaN,,NaN,,,,NaN,,,NaN
13560,101,100,8,NaN,71,NaN,90,133,15,NaN,37,100,NaN
13561,,,,NaN,,NaN,,,,NaN,,,NaN
13562,100,100,8,NaN,72,NaN,90,133,15,NaN,37,100,NaN
13563,,,,NaN,,NaN,,,,NaN,,,NaN
13564,101,100,7,NaN,71,NaN,90,132,15,NaN,37,100,NaN
13565,,,,NaN,,NaN,,,,NaN,,,NaN
13566,100,100,7,NaN,71,NaN,90,132,15,NaN,37,100,NaN
13567,,,,NaN,,NaN,,,,NaN,,,NaN
13568,100,100,7,NaN,70,NaN,89,131,15,NaN,37,100,NaN
13569,,,,NaN,,NaN,,,,NaN,,,NaN
13570,100,100,7,NaN,71,NaN,90,133,15,NaN,37,100,NaN
13571,,,,NaN,,NaN,,,,NaN,,,NaN
13572,100,100,7,NaN,71,NaN,89,132,15,NaN,37,100,NaN
13573,,,,NaN,,NaN,,,,NaN,,,NaN
13574,100,100,7,NaN,72,NaN,90,134,15,NaN,37,100,NaN
13575,,,,NaN,,NaN,,,,NaN,,,NaN
13576,100,100,7,NaN,72,NaN,90,133,15,NaN,37,100,NaN
13577,,,,NaN,,NaN,,,,NaN,,,NaN
13578,101,100,7,NaN,73,NaN,91,134,15,NaN,37,100,NaN
13579,,,,NaN,,NaN,,,,NaN,,,NaN
13580,101,100,7,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13581,,,,NaN,,NaN,,,,NaN,,,NaN
13582,101,100,8,NaN,73,NaN,92,135,15,NaN,37,100,NaN
13583,,,,NaN,,NaN,,,,NaN,,,NaN
13584,100,100,8,NaN,72,NaN,92,135,15,NaN,37,100,NaN
13585,,,,NaN,,NaN,,,,NaN,,,NaN
13586,100,100,8,NaN,73,NaN,92,136,15,NaN,37,100,NaN
13587,,,,NaN,,NaN,,,,NaN,,,NaN
13588,100,99,8,NaN,72,NaN,92,135,15,NaN,37,100,NaN
13589,,,,NaN,,NaN,,,,NaN,,,NaN
13590,100,99,8,NaN,73,NaN,92,135,15,NaN,37,100,NaN
13591,,,,NaN,,NaN,,,,NaN,,,NaN
13592,100,99,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13593,,,,NaN,,NaN,,,,NaN,,,NaN
13594,99,99,8,NaN,72,NaN,91,134,15,NaN,37,100,NaN
13595,,,,NaN,,NaN,,,,NaN,,,NaN
13596,99,99,8,NaN,71,NaN,90,133,15,NaN,37,100,NaN
13597,,,,NaN,,NaN,,,,NaN,,,NaN
13598,100,99,7,NaN,72,NaN,90,134,15,NaN,37,100,NaN
13599,,,,NaN,,NaN,,,,NaN,,,NaN
13600,100,99,7,NaN,70,NaN,90,132,15,NaN,37,100,NaN
13601,,,,NaN,,NaN,,,,NaN,,,NaN
13602,100,99,7,NaN,71,NaN,90,132,15,NaN,37,100,NaN
13603,,,,NaN,,NaN,,,,NaN,,,NaN
13604,100,100,7,NaN,70,NaN,89,131,15,NaN,37,100,NaN
13605,,,,NaN,,NaN,,,,NaN,,,NaN
13606,100,100,7,NaN,70,NaN,89,132,15,NaN,37,100,NaN
13607,,,,NaN,,NaN,,,,NaN,,,NaN
13608,100,100,7,NaN,70,NaN,88,131,15,NaN,37,100,NaN
13609,,,,NaN,,NaN,,,,NaN,,,NaN
13610,100,100,7,NaN,70,NaN,89,132,15,NaN,37,100,NaN
13611,,,,NaN,,NaN,,,,NaN,,,NaN
13612,100,100,7,NaN,70,NaN,88,131,15,NaN,37,100,NaN
13613,,,,NaN,,NaN,,,,NaN,,,NaN
13614,100,100,7,NaN,71,NaN,89,132,15,NaN,37,100,NaN
13615,,,,NaN,,NaN,,,,NaN,,,NaN
13616,100,100,7,NaN,70,NaN,88,131,15,NaN,37,100,NaN
13617,,,,NaN,,NaN,,,,NaN,,,NaN
13618,100,100,7,NaN,71,NaN,89,132,15,NaN,37,100,NaN
13619,,,,NaN,,NaN,,,,NaN,,,NaN
13620,100,100,7,NaN,70,NaN,88,131,15,NaN,37,100,NaN
13621,,,,NaN,,NaN,,,,NaN,,,NaN
13622,100,100,7,NaN,71,NaN,89,133,15,NaN,37,100,NaN
13623,,,,NaN,,NaN,,,,NaN,,,NaN
13624,100,100,7,NaN,70,NaN,89,132,15,NaN,37,100,NaN
13625,,,,NaN,,NaN,,,,NaN,,,NaN
13626,100,100,7,NaN,71,NaN,89,132,15,NaN,37,100,NaN
13627,,,,NaN,,NaN,,,,NaN,,,NaN
13628,100,100,7,NaN,70,NaN,89,131,15,NaN,37,100,NaN
13629,,,,NaN,,NaN,,,,NaN,,,NaN
13630,100,99,7,NaN,71,NaN,89,132,15,NaN,37,100,NaN
13631,,,,NaN,,NaN,,,,NaN,,,NaN
13632,100,100,7,NaN,70,NaN,89,131,15,NaN,37,100,NaN
13633,,,,NaN,,NaN,,,,NaN,,,NaN
13634,100,99,7,NaN,71,NaN,90,133,15,NaN,37,100,NaN
13635,,,,NaN,,NaN,,,,NaN,,,NaN
13636,100,100,7,NaN,70,NaN,89,131,15,NaN,37,100,NaN
13637,,,,NaN,,NaN,,,,NaN,,,NaN
13638,100,100,7,NaN,70,NaN,89,132,15,NaN,37,100,NaN
13639,,,,NaN,,NaN,,,,NaN,,,NaN
13640,100,100,7,NaN,70,NaN,89,131,15,NaN,37,100,NaN
13641,,,,NaN,,NaN,,,,NaN,,,NaN
13642,100,100,7,NaN,70,NaN,89,131,15,NaN,37,100,NaN
13643,,,,NaN,,NaN,,,,NaN,,,NaN
13644,100,99,7,NaN,69,NaN,88,131,15,NaN,37,100,NaN
13645,,,,NaN,,NaN,,,,NaN,,,NaN
13646,99,98,7,NaN,69,NaN,86,129,15,NaN,37,100,NaN
13647,,,,NaN,,NaN,,,,NaN,,,NaN
13648,99,98,7,NaN,67,NaN,84,125,15,NaN,37,100,NaN
13649,,,,NaN,,NaN,,,,NaN,,,NaN
13650,99,98,6,NaN,68,NaN,84,126,15,NaN,37,100,NaN
13651,,,,NaN,,NaN,,,,NaN,,,NaN
13652,99,98,6,NaN,67,NaN,83,125,15,NaN,37,100,NaN
13653,,,,NaN,,NaN,,,,NaN,,,NaN
13654,99,98,7,NaN,68,NaN,84,127,15,NaN,36,100,NaN
13655,,,,NaN,,NaN,,,,NaN,,,NaN
13656,99,99,7,NaN,67,NaN,84,125,15,NaN,36,100,NaN
13657,,,,NaN,,NaN,,,,NaN,,,NaN
13658,99,99,7,NaN,69,NaN,86,130,15,NaN,36,100,NaN
13659,,,,NaN,,NaN,,,,NaN,,,NaN
13660,101,100,7,NaN,69,NaN,86,129,15,NaN,36,100,NaN
13661,,,,NaN,,NaN,,,,NaN,,,NaN
13662,101,100,7,NaN,70,NaN,87,129,15,NaN,36,100,NaN
13663,,,,NaN,,NaN,,,,NaN,,,NaN
13664,101,101,7,NaN,68,NaN,86,128,15,NaN,36,100,NaN
13665,,,,NaN,,NaN,,,,NaN,,,NaN
13666,101,100,7,NaN,70,NaN,87,130,15,NaN,36,100,NaN
13667,,,,NaN,,NaN,,,,NaN,,,NaN
13668,101,100,6,NaN,69,NaN,86,128,15,NaN,37,100,NaN
13669,,,,NaN,,NaN,,,,NaN,,,NaN
13670,101,100,6,NaN,70,NaN,87,130,15,NaN,37,100,NaN
13671,,,,NaN,,NaN,,,,NaN,,,NaN
13672,101,100,7,NaN,69,NaN,87,129,15,NaN,37,100,NaN
13673,,,,NaN,,NaN,,,,NaN,,,NaN
13674,101,100,7,NaN,70,NaN,88,131,15,NaN,36,100,NaN
13675,,,,NaN,,NaN,,,,NaN,,,NaN
13676,101,100,7,NaN,69,NaN,87,129,15,NaN,36,100,NaN
13677,,,,NaN,,NaN,,,,NaN,,,NaN
13678,101,115,7,NaN,70,NaN,87,130,15,NaN,36,100,NaN
13679,,,,NaN,,NaN,,,,NaN,,,NaN
13680,100,114,7,NaN,69,NaN,87,129,15,NaN,36,100,NaN
13681,,,,NaN,,NaN,,,,NaN,,,NaN
13682,100,106,7,NaN,70,NaN,88,131,15,NaN,37,100,NaN
13683,,,,NaN,,NaN,,,,NaN,,,NaN
13684,101,100,7,NaN,68,NaN,86,128,15,NaN,37,100,NaN
13685,,,,NaN,,NaN,,,,NaN,,,NaN
13686,101,100,7,NaN,69,NaN,86,129,15,NaN,37,100,NaN
13687,,,,NaN,,NaN,,,,NaN,,,NaN
13688,101,100,7,NaN,69,NaN,87,130,15,NaN,36,100,NaN
13689,,,,NaN,,NaN,,,,NaN,,,NaN
13690,101,101,7,NaN,69,NaN,87,130,15,NaN,36,100,NaN
13691,,,,NaN,,NaN,,,,NaN,,,NaN
13692,101,101,7,NaN,69,NaN,88,131,15,NaN,36,100,NaN
13693,,,,NaN,,NaN,,,,NaN,,,NaN
13694,101,103,7,NaN,70,NaN,89,132,15,NaN,36,100,NaN
13695,,,,NaN,,NaN,,,,NaN,,,NaN
13696,101,100,7,NaN,68,NaN,87,130,15,NaN,36,100,NaN
13697,,,,NaN,,NaN,,,,NaN,,,NaN
13698,101,100,7,NaN,69,NaN,87,130,15,NaN,36,100,NaN
13699,,,,NaN,,NaN,,,,NaN,,,NaN
13700,100,100,7,NaN,65,NaN,82,120,15,NaN,36,100,NaN
13701,,,,NaN,,NaN,,,,NaN,,,NaN
13702,100,99,6,NaN,63,NaN,78,116,15,NaN,37,100,NaN
13703,,,,NaN,,NaN,,,,NaN,,,NaN
13704,100,100,6,NaN,63,NaN,77,116,15,NaN,37,100,NaN
13705,,,,NaN,,NaN,,,,NaN,,,NaN
13706,100,100,6,NaN,64,NaN,78,120,15,NaN,37,100,NaN
13707,,,,NaN,,NaN,,,,NaN,,,NaN
13708,101,101,6,NaN,64,NaN,78,119,15,NaN,37,100,NaN
13709,,,,NaN,,NaN,,,,NaN,,,NaN
13710,102,101,6,NaN,66,NaN,80,122,15,NaN,37,100,NaN
13711,,,,NaN,,NaN,,,,NaN,,,NaN
13712,102,101,6,NaN,66,NaN,81,122,15,NaN,37,100,NaN
13713,,,,NaN,,NaN,,,,NaN,,,NaN
13714,102,102,6,NaN,68,NaN,83,126,15,NaN,37,100,NaN
13715,,,,NaN,,NaN,,,,NaN,,,NaN
13716,103,110,6,NaN,67,NaN,83,124,15,NaN,36,100,NaN
13717,,,,NaN,,NaN,,,,NaN,,,NaN
13718,103,110,6,NaN,68,NaN,84,127,15,NaN,36,100,NaN
13719,,,,NaN,,NaN,,,,NaN,,,NaN
13720,103,102,6,NaN,69,NaN,86,128,15,NaN,36,100,NaN
13721,,,,NaN,,NaN,,,,NaN,,,NaN
13722,103,102,8,NaN,71,NaN,89,132,15,NaN,36,100,NaN
13723,,,,NaN,,NaN,,,,NaN,,,NaN
13724,102,102,8,NaN,70,NaN,89,132,15,NaN,36,100,NaN
13725,,,,NaN,,NaN,,,,NaN,,,NaN
13726,102,101,7,NaN,71,NaN,90,132,15,NaN,36,100,NaN
13727,,,,NaN,,NaN,,,,NaN,,,NaN
13728,101,100,7,NaN,70,NaN,89,132,15,NaN,36,100,NaN
13729,,,,NaN,,NaN,,,,NaN,,,NaN
13730,100,99,7,NaN,71,NaN,90,133,15,NaN,36,100,NaN
13731,,,,NaN,,NaN,,,,NaN,,,NaN
13732,99,98,7,NaN,70,NaN,89,131,15,NaN,36,100,NaN
13733,,,,NaN,,NaN,,,,NaN,,,NaN
13734,99,98,7,NaN,71,NaN,89,132,15,NaN,36,100,NaN
13735,,,,NaN,,NaN,,,,NaN,,,NaN
13736,99,98,7,NaN,69,NaN,88,131,15,NaN,37,100,NaN
13737,,,,NaN,,NaN,,,,NaN,,,NaN
13738,98,98,7,NaN,70,NaN,89,132,15,NaN,37,100,NaN
13739,,,,NaN,,NaN,,,,NaN,,,NaN
13740,98,98,7,NaN,69,NaN,88,130,15,NaN,37,100,NaN
13741,,,,NaN,,NaN,,,,NaN,,,NaN
13742,99,98,7,NaN,70,NaN,88,131,15,NaN,37,100,NaN
13743,,,,NaN,,NaN,,,,NaN,,,NaN
13744,99,99,7,NaN,69,NaN,88,130,15,NaN,37,100,NaN
13745,,,,NaN,,NaN,,,,NaN,,,NaN
13746,99,99,7,NaN,70,NaN,88,132,15,NaN,37,100,NaN
13747,,,,NaN,,NaN,,,,NaN,,,NaN
13748,99,98,7,NaN,69,NaN,88,130,15,NaN,37,100,NaN
13749,,,,NaN,,NaN,,,,NaN,,,NaN
13750,99,98,7,NaN,70,NaN,88,131,15,NaN,37,100,NaN
13751,,,,NaN,,NaN,,,,NaN,,,NaN
13752,99,99,7,NaN,69,NaN,88,130,15,NaN,37,100,NaN
13753,,,,NaN,,NaN,,,,NaN,,,NaN
